0: [[43, 39, 5, 3, 1, 10, 6], [2, 68], [4, 15], [7, 8, 9, 28, 11], [12, 25, 13, 22], [14, 16, 17, 18], [19, 21, 50], [20, 31, 26], [23, 24], [56, 27, 29], [30, 33], [34, 32, 35], [54, 37], [42, 38], [44, 36, 41], [40, 47, 45], [46, 61, 48], [49, 51, 52], [55, 53, 59], [57, 60, 63], [62, 58], [66, 65], [64, 86], [67, 71], [69, 70, 74], [77, 75, 72], [73, 76, 78], [79, 82], [81, 84], [80, 83, 85], [87, 88]]
51: [[43, 39], [5, 3], [1, 10], [6, 2], [68, 4, 15], [7, 8, 9], [28, 11, 12], [25, 13, 22], [14, 16, 17], [18, 19, 21], [50, 20, 31], [26, 23, 24, 56], [27, 29, 30], [33, 34], [32, 35, 54], [37, 42, 38], [44, 36, 41], [40, 47, 45], [46, 61, 48], [49, 51, 52], [55, 53, 59], [57, 60, 63], [62, 58], [66, 65, 64], [86, 67, 71], [69, 70, 74], [77, 75, 72], [73, 76, 78], [79, 82, 81], [84, 80, 83], [85, 87, 88]]
52: [[43, 39], [5, 3, 1], [10, 6], [2, 68], [4, 15, 7], [8, 9, 28], [11, 12, 25], [13, 22, 14], [16, 17, 18], [19, 21, 50], [20, 31, 26], [23, 24, 56], [27, 29, 30], [33, 34], [32, 35, 54], [37, 42, 38], [44, 36, 41], [40, 47, 45], [46, 61, 48], [49, 51, 52], [55, 53, 59], [57, 60, 63], [62, 58, 66, 65, 64, 86, 67, 71, 69, 70, 74, 77, 75, 72, 73, 76, 78, 79, 82, 81, 84, 80, 83, 85, 87, 88]]
53: [[43, 39], [5, 3, 1], [10, 6, 2], [68, 4, 15], [7, 8, 9], [28, 11, 12], [25, 13], [22, 14, 16], [17, 18, 19], [21, 50, 20], [31, 26], [23, 24, 56], [27, 29], [30, 33, 34], [32, 35, 54], [37, 42, 38], [44, 36, 41], [40, 47, 45], [46, 61, 48, 49], [51, 52, 55, 53], [59, 57, 60], [63, 62], [58, 66, 65], [64, 86], [67, 71, 69], [70, 74], [77, 75, 72, 73], [76, 78], [79, 82], [81, 84, 80], [83, 85, 87], [88]]
54: [[43, 39], [5, 3], [1, 10], [6, 2], [68, 4], [15, 7, 8], [9, 28, 11], [12, 25, 13], [22, 14, 16], [17, 18, 19], [21, 50, 20], [31, 26, 23], [24, 56, 27], [29, 30], [33, 34], [32, 35, 54], [37, 42, 38], [44, 36, 41], [40, 47, 45], [46, 61, 48], [49, 51, 52], [55, 53, 59], [57, 60, 63], [62, 58], [66, 65, 64], [86, 67, 71], [69, 70, 74], [77, 75, 72], [73, 76, 78], [79, 82], [81, 84, 80], [83, 85], [87, 88]]
55: [[43, 39, 5], [3, 1, 10], [6, 2], [68, 4, 15], [7, 8, 9], [28, 11, 12], [25, 13, 22], [14, 16, 17], [18, 19, 21], [50, 20, 31], [26, 23, 24], [56, 27, 29], [30, 33, 34], [32, 35, 54], [37, 42, 38], [44, 36, 41], [40, 47], [45, 46, 61], [48, 49, 51, 52], [55, 53, 59], [57, 60, 63], [62, 58, 66], [65, 64, 86], [67, 71, 69], [70, 74, 77], [75, 72], [73, 76, 78], [79, 82, 81], [84, 80, 83], [85, 87, 88]]
56: [[43, 39], [5, 3, 1], [10, 6, 2], [68, 4, 15], [7, 8, 9], [28, 11, 12], [25, 13, 22], [14, 16, 17], [18, 19, 21], [50, 20, 31], [26, 23, 24], [56, 27, 29], [30, 33, 34], [32, 35, 54], [37, 42, 38], [44, 36, 41], [40, 47, 45], [46, 61], [48, 49, 51], [52, 55, 53], [59, 57, 60], [63, 62, 58], [66, 65, 64], [86, 67, 71], [69, 70, 74], [77, 75, 72], [73, 76, 78], [79, 82, 81], [84, 80, 83], [85, 87, 88]]
57: [[43, 39], [5, 3], [1, 10, 6], [2, 68], [4, 15, 7], [8, 9, 28], [11, 12, 25], [13, 22, 14], [16, 17, 18], [19, 21, 50], [20, 31, 26], [23, 24, 56], [27, 29, 30], [33, 34], [32, 35, 54], [37, 42, 38], [44, 36, 41], [40, 47, 45], [46, 61, 48], [49, 51, 52], [55, 53, 59], [57, 60, 63], [62, 58, 66, 65, 64, 86, 67, 71, 69, 70, 74, 77, 75, 72, 73, 76, 78, 79, 82, 81, 84, 80, 83, 85, 87, 88]]
58: [[43, 39], [5, 3], [1, 10, 6], [2, 68, 4], [15, 7], [8, 9, 28], [11, 12, 25], [13, 22, 14], [16, 17, 18], [19, 21, 50], [20, 31, 26], [23, 24, 56], [27, 29, 30], [33, 34, 32], [35, 54, 37], [42, 38, 44], [36, 41, 40], [47, 45, 46], [61, 48, 49], [51, 52], [55, 53, 59], [57, 60], [63, 62, 58], [66, 65, 64], [86, 67, 71], [69, 70, 74], [77, 75, 72], [73, 76, 78], [79, 82, 81, 84, 80, 83, 85, 87, 88]]
59: [[43, 39, 5], [3, 1, 10], [6, 2], [68, 4, 15], [7, 8, 9], [28, 11, 12], [25, 13, 22], [14, 16, 17], [18, 19, 21], [50, 20, 31], [26, 23, 24], [56, 27, 29], [30, 33, 34], [32, 35, 54], [37, 42, 38], [44, 36, 41], [40, 47, 45], [46, 61], [48, 49, 51], [52, 55, 53], [59, 57, 60], [63, 62, 58], [66, 65, 64], [86, 67, 71], [69, 70, 74], [77, 75, 72], [73, 76, 78], [79, 82, 81], [84, 80, 83], [85, 87, 88]]
60: [[43, 39], [5, 3], [1, 10, 6], [2, 68, 4], [15, 7, 8], [9, 28, 11], [12, 25, 13], [22, 14, 16], [17, 18, 19], [21, 50, 20], [31, 26, 23], [24, 56, 27], [29, 30, 33], [34, 32, 35], [54, 37, 42], [38, 44], [36, 41, 40], [47, 45], [46, 61, 48], [49, 51], [52, 55, 53], [59, 57, 60], [63, 62, 58], [66, 65, 64], [86, 67, 71], [69, 70, 74], [77, 75, 72], [73, 76, 78], [79, 82, 81], [84, 80, 83], [85, 87, 88]]
61: [[43, 39], [5, 3, 1], [10, 6, 2], [68, 4, 15], [7, 8, 9], [28, 11, 12], [25, 13], [22, 14, 16], [17, 18, 19], [21, 50, 20, 31], [26, 23, 24], [56, 27, 29], [30, 33, 34], [32, 35, 54], [37, 42, 38], [44, 36, 41], [40, 47, 45], [46, 61, 48], [49, 51, 52], [55, 53, 59], [57, 60, 63], [62, 58, 66, 65, 64, 86, 67], [71, 69, 70, 74, 77, 75, 72, 73, 76, 78, 79, 82, 81, 84, 80, 83, 85, 87, 88]]
62: [[43, 39, 5], [3, 1], [10, 6, 2], [68, 4], [15, 7, 8], [9, 28], [11, 12, 25], [13, 22], [14, 16], [17, 18, 19, 21], [50, 20, 31], [26, 23, 24], [56, 27], [29, 30], [33, 34, 32], [35, 54, 37], [42, 38, 44], [36, 41, 40], [47, 45, 46], [61, 48, 49], [51, 52, 55], [53, 59, 57], [60, 63, 62], [58, 66, 65], [64, 86, 67], [71, 69], [70, 74], [77, 75, 72], [73, 76, 78], [79, 82, 81], [84, 80, 83], [85, 87, 88]]
63: [[43, 39], [5, 3, 1], [10, 6], [2, 68], [4, 15, 7], [8, 9, 28], [11, 12, 25], [13, 22, 14], [16, 17, 18], [19, 21, 50], [20, 31, 26], [23, 24, 56], [27, 29, 30], [33, 34], [32, 35, 54], [37, 42, 38], [44, 36, 41], [40, 47, 45], [46, 61, 48], [49, 51, 52], [55, 53, 59], [57, 60, 63], [62, 58, 66, 65, 64, 86, 67, 71, 69, 70, 74, 77, 75, 72, 73, 76, 78, 79, 82], [81, 84, 80, 83, 85, 87, 88]]
64: [[43, 39], [5, 3], [1, 10, 6], [2, 68, 4], [15, 7, 8], [9, 28], [11, 12, 25], [13, 22, 14], [16, 17, 18], [19, 21, 50], [20, 31, 26], [23, 24, 56], [27, 29, 30], [33, 34], [32, 35, 54], [37, 42, 38], [44, 36, 41], [40, 47, 45], [46, 61, 48], [49, 51, 52], [55, 53, 59], [57, 60, 63], [62, 58], [66, 65, 64], [86, 67, 71], [69, 70, 74], [77, 75], [72, 73], [76, 78, 79], [82, 81, 84], [80, 83, 85], [87, 88]]
65: [[43, 39, 5], [3, 1, 10], [6, 2, 68], [4, 15, 7], [8, 9, 28], [11, 12], [25, 13, 22], [14, 16, 17], [18, 19, 21, 50], [20, 31, 26], [23, 24, 56], [27, 29], [30, 33, 34], [32, 35, 54], [37, 42, 38], [44, 36, 41], [40, 47], [45, 46], [61, 48, 49], [51, 52, 55, 53], [59, 57, 60, 63, 62, 58, 66, 65, 64, 86, 67, 71, 69, 70, 74, 77, 75, 72, 73, 76, 78, 79, 82, 81, 84, 80, 83, 85, 87, 88]]
66: [[43, 39, 5], [3, 1, 10], [6, 2, 68], [4, 15], [7, 8, 9], [28, 11, 12], [25, 13, 22], [14, 16, 17], [18, 19, 21], [50, 20, 31], [26, 23, 24], [56, 27], [29, 30, 33], [34, 32, 35], [54, 37, 42], [38, 44, 36], [41, 40], [47, 45, 46], [61, 48, 49], [51, 52, 55], [53, 59, 57], [60, 63, 62], [58, 66, 65], [64, 86], [67, 71, 69], [70, 74], [77, 75], [72, 73, 76], [78, 79, 82], [81, 84, 80], [83, 85], [87], [88]]
67: [[43, 39, 5], [3, 1, 10], [6, 2, 68], [4, 15, 7], [8, 9, 28], [11, 12, 25], [13, 22, 14], [16, 17, 18], [19, 21, 50, 20], [31, 26, 23], [24, 56, 27], [29, 30, 33], [34, 32, 35], [54, 37], [42, 38, 44], [36, 41, 40], [47, 45, 46], [61, 48, 49], [51, 52], [55, 53], [59, 57, 60, 63, 62, 58, 66, 65, 64, 86, 67, 71, 69, 70, 74, 77, 75, 72, 73, 76, 78, 79, 82, 81, 84, 80, 83, 85, 87, 88]]
68: [[43, 39, 5], [3, 1, 10], [6, 2, 68], [4, 15, 7], [8, 9, 28], [11, 12, 25], [13, 22, 14], [16, 17, 18], [19, 21, 50], [20, 31, 26], [23, 24], [56, 27, 29], [30, 33, 34], [32, 35], [54, 37, 42], [38, 44, 36, 41], [40, 47, 45], [46, 61, 48], [49, 51], [52, 55], [53, 59, 57], [60, 63, 62], [58, 66, 65], [64, 86, 67], [71, 69, 70], [74, 77, 75], [72, 73, 76], [78, 79], [82, 81], [84, 80, 83], [85, 87, 88]]
69: [[43, 39], [5, 3], [1, 10, 6], [2, 68, 4], [15, 7, 8], [9, 28, 11], [12, 25], [13, 22, 14], [16, 17, 18], [19, 21, 50], [20, 31, 26], [23, 24, 56], [27, 29, 30], [33, 34], [32, 35, 54], [37, 42, 38], [44, 36, 41], [40, 47, 45], [46, 61, 48], [49, 51, 52], [55, 53, 59, 57], [60, 63, 62, 58, 66, 65, 64, 86, 67, 71, 69, 70, 74, 77, 75, 72, 73, 76], [78, 79, 82, 81, 84, 80, 83, 85, 87, 88]]
70: [[43, 39, 5], [3, 1], [10, 6], [2, 68], [4, 15], [7, 8, 9], [28, 11, 12], [25, 13, 22], [14, 16, 17], [18, 19, 21], [50, 20], [31, 26, 23], [24, 56, 27], [29, 30], [33, 34, 32], [35, 54, 37], [42, 38, 44], [36, 41, 40], [47, 45, 46], [61, 48, 49], [51, 52, 55], [53, 59, 57], [60, 63, 62], [58, 66, 65], [64, 86, 67], [71, 69, 70], [74, 77, 75], [72, 73], [76, 78], [79, 82, 81], [84, 80, 83], [85, 87, 88]]
71: [[43, 39], [5, 3, 1], [10, 6, 2], [68, 4, 15], [7, 8], [9, 28, 11], [12, 25], [13, 22, 14], [16, 17, 18], [19, 21, 50], [20, 31, 26], [23, 24], [56, 27, 29], [30, 33], [34, 32, 35], [54, 37, 42], [38, 44, 36], [41, 40], [47, 45, 46], [61, 48, 49], [51, 52, 55], [53, 59], [57, 60, 63], [62, 58, 66], [65, 64, 86], [67, 71, 69], [70, 74, 77], [75, 72, 73, 76, 78, 79, 82, 81, 84, 80, 83, 85, 87, 88]]
72: [[43, 39], [5, 3], [1, 10, 6], [2, 68, 4], [15, 7, 8], [9, 28, 11], [12, 25, 13], [22, 14, 16], [17, 18, 19], [21, 50, 20], [31, 26, 23], [24, 56, 27], [29, 30, 33], [34, 32, 35], [54, 37], [42, 38, 44], [36, 41, 40], [47, 45], [46, 61, 48], [49, 51, 52], [55, 53, 59], [57, 60, 63], [62, 58, 66], [65, 64, 86], [67, 71, 69], [70, 74, 77, 75, 72, 73, 76, 78, 79, 82, 81, 84, 80, 83, 85, 87, 88]]
73: [[43, 39], [5, 3, 1], [10, 6, 2], [68, 4, 15], [7, 8], [9, 28, 11], [12, 25, 13], [22, 14, 16], [17, 18], [19, 21, 50], [20, 31], [26, 23, 24], [56, 27, 29], [30, 33, 34], [32, 35], [54, 37, 42], [38, 44, 36], [41, 40, 47], [45, 46], [61, 48, 49], [51, 52, 55], [53, 59, 57], [60, 63, 62, 58, 66, 65, 64, 86, 67, 71, 69, 70, 74, 77, 75, 72, 73, 76, 78, 79, 82, 81, 84, 80, 83, 85, 87, 88]]
74: [[43, 39], [5, 3], [1, 10], [6, 2], [68, 4, 15], [7, 8], [9, 28, 11], [12, 25, 13], [22, 14, 16], [17, 18, 19], [21, 50, 20], [31, 26], [23, 24, 56], [27, 29, 30], [33, 34], [32, 35, 54], [37, 42, 38], [44, 36, 41], [40, 47, 45], [46, 61, 48], [49, 51, 52], [55, 53, 59], [57, 60, 63], [62, 58, 66], [65, 64, 86], [67, 71, 69], [70, 74, 77], [75, 72], [73, 76, 78], [79, 82, 81], [84, 80, 83], [85, 87, 88]]
75: [[43, 39], [5, 3], [1, 10, 6], [2, 68, 4], [15, 7], [8, 9, 28], [11, 12, 25], [13, 22, 14], [16, 17, 18], [19, 21, 50], [20, 31, 26], [23, 24, 56], [27, 29, 30], [33, 34, 32], [35, 54, 37], [42, 38, 44], [36, 41, 40], [47, 45, 46], [61, 48, 49], [51, 52], [55, 53, 59], [57, 60], [63, 62, 58], [66, 65, 64], [86, 67, 71], [69, 70, 74], [77, 75, 72], [73, 76, 78, 79], [82, 81, 84, 80, 83, 85, 87, 88]]
76: [[43, 39], [5, 3], [1, 10], [6, 2, 68], [4, 15, 7], [8, 9], [28, 11, 12], [25, 13, 22], [14, 16, 17], [18, 19, 21], [50, 20], [31, 26], [23, 24, 56], [27, 29, 30], [33, 34, 32], [35, 54, 37], [42, 38, 44], [36, 41, 40], [47, 45, 46], [61, 48, 49], [51, 52, 55], [53, 59, 57], [60, 63, 62], [58, 66, 65], [64, 86], [67, 71, 69], [70, 74, 77], [75, 72], [73, 76, 78], [79, 82], [81, 84], [80, 83, 85], [87, 88]]
77: [[43, 39], [5, 3], [1, 10, 6], [2, 68, 4], [15, 7, 8], [9, 28, 11], [12, 25, 13], [22, 14], [16, 17, 18], [19, 21, 50], [20, 31], [26, 23, 24], [56, 27, 29], [30, 33, 34], [32, 35, 54], [37, 42, 38], [44, 36], [41, 40], [47, 45, 46], [61, 48, 49], [51, 52, 55], [53, 59, 57], [60, 63, 62], [58, 66, 65], [64, 86], [67, 71, 69], [70, 74], [77], [75, 72, 73], [76, 78, 79, 82, 81, 84, 80, 83, 85, 87, 88]]
78: [[43, 39], [5, 3, 1], [10, 6, 2], [68, 4, 15], [7, 8, 9], [28, 11, 12], [25, 13, 22], [14, 16, 17], [18, 19, 21], [50, 20, 31], [26, 23], [24, 56, 27], [29, 30, 33], [34, 32, 35], [54, 37, 42], [38, 44, 36], [41, 40], [47, 45, 46], [61, 48, 49], [51, 52, 55], [53, 59, 57], [60, 63], [62, 58, 66], [65, 64, 86], [67, 71], [69, 70, 74], [77, 75, 72], [73, 76, 78], [79, 82, 81], [84, 80, 83], [85, 87, 88]]
79: [[43, 39], [5, 3, 1], [10, 6, 2], [68, 4, 15], [7, 8, 9], [28, 11, 12], [25, 13, 22], [14, 16, 17], [18, 19, 21], [50, 20, 31], [26, 23, 24], [56, 27, 29], [30, 33, 34], [32, 35, 54], [37, 42, 38], [44, 36, 41], [40, 47, 45], [46, 61, 48], [49, 51], [52, 55], [53, 59, 57], [60, 63, 62], [58, 66, 65], [64, 86, 67, 71, 69, 70, 74, 77, 75, 72, 73, 76, 78, 79, 82, 81, 84, 80, 83, 85, 87, 88]]
80: [[43, 39], [5, 3], [1, 10], [6, 2, 68], [4, 15, 7], [8, 9], [28, 11, 12], [25, 13, 22], [14, 16, 17], [18, 19, 21], [50, 20], [31, 26], [23, 24, 56], [27, 29, 30], [33, 34], [32, 35], [54, 37, 42], [38, 44], [36, 41, 40], [47, 45, 46], [61, 48], [49, 51, 52], [55, 53, 59], [57, 60, 63], [62, 58, 66], [65, 64, 86], [67, 71, 69], [70, 74, 77], [75, 72], [73, 76, 78], [79, 82, 81], [84, 80, 83], [85, 87, 88]]
81: [[43, 39, 5], [3, 1, 10], [6, 2, 68], [4, 15, 7], [8, 9, 28], [11, 12, 25], [13, 22, 14], [16, 17, 18], [19, 21, 50], [20, 31, 26], [23, 24, 56], [27, 29, 30], [33, 34, 32], [35, 54], [37, 42, 38], [44, 36, 41], [40, 47, 45], [46, 61, 48], [49, 51, 52], [55, 53, 59, 57, 60, 63, 62, 58, 66, 65, 64, 86, 67, 71, 69, 70, 74, 77, 75, 72, 73, 76, 78, 79, 82, 81, 84, 80, 83, 85, 87, 88]]
82: [[43, 39], [5, 3], [1, 10, 6], [2, 68, 4], [15, 7, 8], [9, 28, 11], [12, 25, 13], [22, 14, 16], [17, 18], [19, 21, 50], [20, 31, 26], [23, 24], [56, 27, 29], [30, 33, 34], [32, 35, 54], [37, 42, 38], [44, 36, 41], [40, 47, 45, 46, 61, 48, 49, 51, 52, 55, 53, 59, 57, 60, 63, 62, 58, 66, 65, 64, 86, 67, 71, 69, 70, 74, 77, 75, 72, 73, 76, 78, 79, 82, 81, 84, 80, 83, 85, 87, 88]]
83: [[43, 39], [5, 3], [1, 10], [6, 2], [68, 4], [15, 7, 8], [9, 28, 11], [12, 25, 13], [22, 14, 16], [17, 18, 19], [21, 50, 20], [31, 26], [23, 24], [56, 27, 29], [30, 33, 34], [32, 35, 54], [37, 42, 38], [44, 36, 41], [40, 47], [45, 46, 61], [48, 49, 51], [52, 55, 53], [59, 57, 60], [63, 62, 58], [66, 65, 64], [86, 67], [71, 69, 70], [74, 77, 75], [72, 73, 76], [78, 79, 82], [81, 84], [80, 83, 85], [87, 88]]
84: [[43, 39], [5, 3], [1, 10, 6], [2, 68], [4, 15, 7], [8, 9, 28], [11, 12], [25, 13, 22], [14, 16, 17], [18, 19, 21], [50, 20, 31], [26, 23], [24, 56, 27], [29, 30, 33], [34, 32], [35, 54, 37], [42, 38, 44], [36, 41, 40], [47, 45], [46, 61, 48], [49, 51, 52], [55, 53, 59], [57, 60, 63], [62, 58, 66, 65, 64, 86], [67, 71, 69, 70, 74, 77, 75, 72, 73, 76, 78, 79, 82, 81, 84, 80, 83, 85, 87, 88]]
85: [[43, 39, 5], [3, 1, 10], [6, 2, 68], [4, 15], [7, 8, 9], [28, 11], [12, 25, 13], [22, 14, 16], [17, 18, 19], [21, 50, 20], [31, 26], [23, 24, 56], [27, 29, 30], [33, 34, 32], [35, 54, 37], [42, 38, 44], [36, 41, 40], [47, 45], [46, 61, 48], [49, 51], [52, 55, 53], [59, 57, 60], [63, 62], [58, 66, 65], [64, 86, 67], [71, 69, 70], [74, 77], [75, 72], [73, 76, 78], [79, 82, 81], [84, 80, 83], [85, 87, 88]]
86: [[43, 39], [5, 3], [1, 10], [6, 2, 68], [4, 15, 7], [8, 9, 28], [11, 12, 25], [13, 22], [14, 16, 17], [18, 19, 21], [50, 20], [31, 26, 23], [24, 56, 27], [29, 30, 33], [34, 32, 35], [54, 37], [42, 38, 44], [36, 41, 40], [47, 45, 46], [61, 48, 49], [51, 52, 55], [53, 59, 57], [60, 63, 62], [58, 66, 65], [64, 86, 67], [71, 69, 70], [74, 77, 75], [72, 73, 76], [78, 79, 82], [81, 84, 80], [83, 85], [87, 88]]
87: [[43, 39], [5, 3], [1, 10, 6], [2, 68], [4, 15, 7], [8, 9, 28], [11, 12, 25], [13, 22, 14], [16, 17, 18, 19], [21, 50, 20, 31], [26, 23, 24], [56, 27, 29], [30, 33], [34, 32, 35], [54, 37], [42, 38, 44], [36, 41], [40, 47, 45], [46, 61], [48, 49], [51, 52, 55], [53, 59, 57], [60, 63, 62, 58, 66], [65], [64, 86, 67, 71, 69, 70, 74, 77, 75, 72, 73, 76, 78, 79, 82, 81, 84, 80, 83, 85, 87, 88]]
88: [[43, 39], [5, 3, 1], [10, 6, 2], [68, 4, 15], [7, 8, 9], [28, 11, 12], [25, 13, 22], [14, 16, 17], [18, 19, 21], [50, 20], [31, 26, 23], [24, 56, 27], [29, 30, 33], [34, 32], [35, 54], [37, 42, 38], [44, 36, 41], [40, 47, 45], [46, 61], [48, 49, 51], [52, 55, 53], [59, 57], [60, 63], [62, 58, 66], [65, 64, 86], [67, 71, 69], [70, 74], [77, 75, 72], [73, 76, 78], [79, 82, 81], [84, 80, 83], [85, 87, 88]]
89: [[43, 39], [5, 3], [1, 10, 6], [2, 68, 4], [15, 7, 8], [9, 28, 11], [12, 25, 13], [22, 14, 16], [17, 18, 19], [21, 50, 20], [31, 26, 23], [24, 56, 27], [29, 30, 33], [34, 32, 35], [54, 37, 42], [38, 44], [36, 41, 40], [47, 45], [46, 61, 48], [49, 51], [52, 55, 53], [59, 57, 60], [63, 62, 58], [66, 65, 64], [86, 67, 71], [69, 70], [74, 77, 75], [72, 73], [76, 78], [79, 82, 81, 84, 80], [83, 85, 87, 88]]
90: [[43, 39], [5, 3], [1, 10], [6, 2, 68], [4, 15], [7, 8, 9], [28, 11, 12], [25, 13, 22], [14, 16, 17], [18, 19, 21], [50, 20, 31], [26, 23, 24], [56, 27], [29, 30], [33, 34, 32], [35, 54, 37], [42, 38, 44], [36, 41], [40, 47], [45, 46, 61], [48, 49], [51, 52, 55], [53, 59, 57], [60, 63, 62], [58, 66, 65], [64, 86, 67], [71, 69], [70, 74], [77, 75], [72, 73, 76], [78, 79, 82], [81, 84, 80], [83, 85], [87], [88]]
91: [[43, 39, 5], [3, 1, 10], [6, 2, 68], [4, 15, 7], [8, 9, 28], [11, 12, 25], [13, 22, 14], [16, 17, 18], [19, 21, 50], [20, 31, 26], [23, 24], [56, 27, 29], [30, 33, 34], [32, 35, 54], [37, 42, 38], [44, 36, 41, 40, 47, 45], [46, 61, 48, 49, 51, 52, 55, 53, 59, 57, 60, 63, 62, 58, 66, 65, 64, 86, 67, 71, 69, 70, 74, 77, 75, 72, 73, 76, 78, 79, 82, 81, 84, 80, 83, 85, 87, 88]]
92: [[43, 39], [5, 3], [1, 10], [6, 2], [68, 4, 15], [7, 8, 9], [28, 11, 12], [25, 13, 22], [14, 16, 17], [18, 19, 21], [50, 20, 31], [26, 23, 24], [56, 27, 29], [30, 33], [34, 32, 35], [54, 37, 42], [38, 44, 36], [41, 40, 47], [45, 46, 61], [48, 49, 51], [52, 55, 53], [59, 57, 60], [63, 62, 58], [66, 65, 64], [86, 67], [71, 69, 70], [74, 77, 75], [72, 73, 76], [78, 79, 82], [81, 84, 80, 83, 85, 87, 88]]
93: [[43, 39, 5, 3, 1, 10, 6], [2, 68], [4, 15], [7, 8, 9, 28, 11], [12, 25, 13, 22], [14, 16, 17, 18], [19, 21, 50], [20, 31, 26], [23, 24, 56], [27, 29, 30], [33, 34, 32, 35, 54, 37, 42, 38, 44, 36, 41, 40, 47, 45, 46, 61, 48, 49, 51, 52, 55, 53, 59, 57, 60, 63, 62, 58, 66, 65, 64, 86, 67, 71, 69, 70, 74, 77, 75, 72, 73, 76, 78, 79, 82, 81, 84, 80, 83, 85, 87, 88]]
94: [[43, 39, 5, 3, 1, 10, 6], [2, 68], [4, 15], [7, 8, 9, 28, 11], [12, 25, 13], [22, 14, 16], [17, 18, 19], [21, 50, 20], [31, 26, 23], [24, 56, 27], [29, 30], [33, 34], [32, 35, 54], [37, 42, 38], [44, 36, 41], [40, 47, 45], [46, 61, 48], [49, 51], [52, 55, 53], [59, 57, 60], [63, 62], [58, 66, 65], [64, 86, 67], [71, 69], [70, 74], [77, 75, 72], [73, 76], [78, 79], [82, 81, 84, 80, 83, 85, 87, 88]]
95: [[43, 39], [5, 3, 1], [10, 6, 2], [68, 4], [15, 7, 8], [9, 28, 11], [12, 25, 13], [22, 14, 16], [17, 18, 19, 21], [50, 20, 31], [26, 23, 24], [56, 27, 29], [30, 33, 34, 32], [35, 54, 37, 42], [38, 44, 36, 41], [40, 47, 45, 46], [61, 48], [49, 51, 52], [55, 53], [59, 57], [60, 63, 62], [58, 66, 65, 64, 86], [67, 71, 69, 70, 74, 77, 75, 72, 73, 76, 78, 79, 82, 81, 84, 80, 83, 85, 87, 88]]
96: [[43, 39], [5, 3], [1, 10], [6, 2, 68, 4], [15, 7, 8], [9, 28, 11], [12, 25], [13, 22, 14], [16, 17, 18], [19, 21, 50], [20, 31, 26], [23, 24, 56], [27, 29, 30], [33, 34, 32], [35, 54, 37], [42, 38], [44, 36, 41], [40, 47], [45, 46, 61], [48, 49], [51, 52, 55], [53, 59, 57], [60, 63, 62], [58, 66, 65], [64, 86, 67], [71, 69, 70], [74, 77, 75], [72, 73], [76, 78], [79, 82, 81], [84, 80, 83], [85, 87, 88]]
97: [[43, 39, 5], [3, 1, 10], [6, 2, 68], [4, 15], [7, 8, 9], [28, 11], [12, 25, 13], [22, 14, 16], [17, 18, 19], [21, 50, 20], [31, 26, 23], [24, 56, 27], [29, 30, 33], [34, 32, 35], [54, 37], [42, 38, 44], [36, 41, 40], [47, 45, 46], [61, 48, 49], [51, 52, 55], [53, 59, 57, 60, 63, 62, 58, 66, 65, 64, 86, 67, 71, 69, 70, 74, 77, 75, 72, 73, 76, 78, 79, 82, 81, 84, 80, 83, 85, 87, 88]]
98: [[43, 39], [5, 3, 1], [10, 6], [2, 68, 4], [15, 7, 8], [9, 28, 11], [12, 25, 13], [22, 14], [16, 17, 18], [19, 21, 50], [20, 31, 26], [23, 24, 56], [27, 29, 30], [33, 34, 32, 35], [54, 37, 42], [38, 44, 36], [41, 40, 47], [45, 46, 61], [48, 49], [51, 52, 55], [53, 59], [57, 60, 63], [62, 58, 66], [65, 64, 86, 67], [71, 69], [70, 74], [77, 75, 72], [73, 76, 78], [79, 82, 81], [84, 80, 83], [85, 87, 88]]
99: [[43, 39, 5, 3, 1, 10, 6], [2, 68], [4, 15], [7, 8, 9, 28, 11], [12, 25, 13, 22], [14, 16, 17, 18], [19, 21, 50], [20, 31, 26], [23, 24, 56], [27, 29, 30], [33, 34], [32, 35, 54], [37, 42], [38, 44], [36, 41, 40], [47, 45, 46], [61, 48, 49], [51, 52, 55], [53, 59, 57], [60, 63, 62], [58, 66, 65], [64, 86, 67, 71, 69, 70], [74, 77, 75, 72, 73, 76, 78, 79, 82, 81, 84, 80, 83, 85, 87, 88]]
100: [[43, 39], [5, 3, 1], [10, 6, 2], [68, 4, 15], [7, 8, 9], [28, 11, 12], [25, 13, 22], [14, 16, 17], [18, 19, 21], [50, 20, 31], [26, 23, 24], [56, 27, 29], [30, 33, 34], [32, 35, 54], [37, 42, 38], [44, 36], [41, 40, 47], [45, 46], [61, 48, 49], [51, 52, 55], [53, 59, 57], [60, 63, 62], [58, 66, 65], [64, 86, 67], [71, 69, 70, 74, 77, 75, 72, 73, 76, 78, 79, 82, 81, 84, 80, 83, 85, 87, 88]]
101: [[43, 39, 5], [3, 1, 10], [6, 2, 68], [4, 15], [7, 8, 9], [28, 11, 12], [25, 13, 22], [14, 16, 17], [18, 19, 21], [50, 20, 31], [26, 23, 24], [56, 27], [29, 30], [33, 34, 32, 35], [54, 37, 42], [38, 44], [36, 41, 40], [47, 45, 46], [61, 48, 49], [51, 52], [55, 53, 59], [57, 60, 63], [62, 58, 66], [65, 64, 86], [67, 71, 69, 70, 74, 77], [75, 72, 73, 76, 78, 79, 82, 81, 84, 80, 83, 85, 87, 88]]
