0: [[12, 43, 23, 13, 1, 2], [6, 3, 7, 4, 5, 10], [9, 8], [30, 11], [15, 14], [20, 27], [21, 17, 18], [16, 19, 22], [24, 29], [57, 26], [25, 28], [31, 50, 37, 54], [33, 35, 32], [38, 42], [34, 36, 39], [44, 40], [41, 46], [45, 52, 63], [47, 55, 49, 56], [48, 51, 61], [53, 62, 58], [59, 60], [74, 67], [65, 70, 66], [68, 69, 64], [71, 76], [75, 72, 73], [77, 78], [79, 80, 82], [81, 87], [83, 84, 85, 86, 88]]
51: [[12, 43], [23, 13, 1], [2, 6, 3], [7, 4, 5], [10, 9], [8, 30, 11], [15, 14], [20, 27, 21], [17, 18], [16, 19, 22], [24, 29, 57, 26], [25, 28, 31], [50, 37, 54], [33, 35, 32], [38, 42], [34, 36, 39], [44, 40, 41], [46, 45, 52], [63, 47], [55, 49], [56, 48, 51], [61, 53, 62], [58, 59, 60], [74, 67], [65, 70], [66, 68, 69], [64, 71, 76, 75], [72, 73, 77, 78, 79, 80, 82, 81, 87, 83, 84, 85, 86, 88]]
52: [[12, 43], [23, 13], [1, 2], [6, 3, 7], [4, 5], [10, 9, 8], [30, 11, 15], [14, 20, 27], [21, 17, 18], [16, 19, 22], [24, 29, 57], [26, 25], [28, 31], [50, 37, 54], [33, 35], [32, 38, 42], [34, 36], [39, 44], [40, 41], [46, 45], [52, 63, 47], [55, 49, 56], [48, 51, 61], [53, 62, 58], [59, 60], [74, 67, 65], [70, 66], [68, 69, 64, 71, 76, 75, 72, 73, 77, 78, 79, 80, 82, 81, 87, 83, 84, 85, 86, 88]]
53: [[12, 43], [23, 13], [1, 2, 6], [3, 7], [4, 5, 10], [9, 8, 30], [11, 15, 14], [20, 27], [21, 17, 18], [16, 19, 22], [24, 29], [57, 26, 25], [28, 31, 50], [37, 54], [33, 35, 32], [38, 42, 34], [36, 39, 44], [40, 41], [46, 45, 52, 63], [47, 55, 49], [56, 48], [51, 61, 53], [62, 58], [59, 60, 74, 67, 65], [70, 66, 68], [69, 64, 71], [76, 75, 72], [73, 77, 78], [79, 80, 82], [81, 87, 83], [84, 85, 86, 88]]
54: [[12, 43, 23, 13, 1, 2], [6, 3, 7, 4, 5, 10], [9, 8], [30, 11], [15, 14], [20, 27], [21, 17], [18, 16, 19], [22, 24, 29, 57], [26, 25, 28, 31, 50], [37, 54], [33, 35], [32, 38], [42, 34], [36, 39, 44], [40, 41, 46], [45, 52, 63], [47, 55, 49], [56, 48, 51], [61, 53, 62], [58, 59, 60], [74, 67, 65], [70, 66, 68], [69, 64, 71], [76, 75, 72], [73, 77, 78], [79, 80, 82, 81, 87, 83, 84, 85, 86, 88]]
55: [[12, 43, 23, 13, 1, 2], [6, 3, 7, 4, 5, 10], [9, 8], [30, 11], [15, 14, 20, 27], [21, 17, 18], [16, 19], [22, 24], [29, 57, 26], [25, 28], [31, 50, 37], [54, 33, 35, 32, 38], [42, 34, 36], [39, 44], [40, 41, 46], [45, 52, 63], [47, 55, 49, 56, 48], [51, 61, 53, 62, 58, 59, 60, 74, 67, 65, 70, 66, 68, 69, 64, 71, 76, 75, 72, 73, 77, 78, 79, 80, 82, 81, 87, 83, 84, 85, 86, 88]]
56: [[12, 43], [23, 13, 1], [2, 6], [3, 7, 4], [5, 10, 9], [8, 30, 11], [15, 14, 20], [27, 21], [17, 18], [16, 19, 22], [24, 29, 57], [26, 25], [28, 31, 50], [37, 54, 33], [35, 32, 38, 42], [34, 36], [39, 44, 40], [41, 46], [45, 52], [63, 47, 55], [49, 56], [48, 51, 61], [53, 62, 58], [59, 60, 74], [67, 65, 70], [66, 68, 69], [64, 71, 76], [75, 72, 73], [77, 78, 79], [80, 82, 81], [87, 83, 84], [85, 86, 88]]
57: [[12, 43, 23, 13, 1, 2], [6, 3], [7, 4], [5, 10, 9], [8, 30, 11], [15, 14], [20, 27], [21, 17], [18, 16, 19, 22, 24, 29], [57, 26, 25, 28, 31, 50, 37], [54, 33, 35, 32, 38, 42], [34, 36, 39, 44, 40, 41, 46, 45, 52, 63, 47, 55, 49, 56, 48, 51, 61, 53, 62, 58, 59, 60, 74, 67, 65, 70, 66, 68, 69, 64, 71, 76, 75, 72, 73, 77, 78, 79, 80, 82, 81, 87, 83, 84, 85, 86, 88]]
58: [[12, 43], [23, 13], [1, 2], [6, 3], [7, 4, 5], [10, 9, 8], [30, 11], [15, 14], [20, 27], [21, 17, 18], [16, 19], [22, 24], [29, 57, 26], [25, 28], [31, 50], [37, 54, 33], [35, 32, 38], [42, 34, 36], [39, 44, 40], [41, 46, 45], [52, 63, 47], [55, 49, 56], [48, 51, 61], [53, 62, 58], [59, 60, 74], [67, 65, 70, 66], [68, 69, 64, 71], [76, 75, 72, 73], [77, 78, 79, 80], [82, 81, 87], [83, 84], [85, 86, 88]]
59: [[12, 43], [23, 13, 1], [2, 6], [3, 7, 4], [5, 10, 9], [8, 30, 11], [15, 14, 20], [27, 21, 17], [18, 16, 19], [22, 24], [29, 57, 26], [25, 28, 31], [50, 37, 54], [33, 35, 32], [38, 42, 34], [36, 39], [44, 40], [41, 46, 45], [52, 63], [47, 55], [49, 56, 48], [51, 61], [53, 62], [58, 59, 60, 74], [67, 65], [70, 66], [68, 69, 64, 71], [76, 75], [72, 73, 77], [78, 79, 80, 82], [81, 87], [83, 84], [85, 86, 88]]
60: [[12, 43, 23, 13, 1, 2], [6, 3, 7, 4, 5, 10], [9, 8], [30, 11], [15, 14, 20], [27, 21, 17], [18, 16, 19], [22, 24], [29, 57, 26], [25, 28, 31], [50, 37], [54, 33], [35, 32], [38, 42, 34, 36, 39, 44], [40, 41, 46, 45, 52, 63, 47, 55, 49, 56, 48, 51], [61, 53, 62, 58, 59, 60, 74, 67, 65, 70, 66, 68, 69, 64, 71, 76, 75, 72, 73, 77, 78, 79, 80, 82, 81, 87, 83, 84, 85, 86, 88]]
61: [[12, 43], [23, 13], [1, 2, 6], [3, 7, 4], [5, 10, 9], [8, 30, 11], [15, 14], [20, 27], [21, 17, 18], [16, 19, 22], [24, 29, 57], [26, 25], [28, 31], [50, 37], [54, 33], [35, 32, 38], [42, 34, 36], [39, 44, 40], [41, 46], [45, 52], [63, 47, 55], [49, 56], [48, 51, 61], [53, 62, 58], [59, 60, 74], [67, 65], [70, 66, 68, 69], [64, 71, 76], [75, 72], [73, 77, 78], [79, 80], [82, 81], [87, 83, 84], [85, 86, 88]]
62: [[12, 43], [23, 13], [1, 2, 6], [3, 7, 4], [5, 10, 9], [8, 30, 11], [15, 14, 20], [27, 21, 17], [18, 16, 19], [22, 24], [29, 57, 26], [25, 28, 31], [50, 37, 54], [33, 35, 32], [38, 42, 34], [36, 39, 44], [40, 41], [46, 45], [52, 63, 47, 55, 49, 56, 48, 51, 61, 53, 62, 58, 59, 60, 74, 67, 65, 70, 66, 68, 69, 64, 71, 76, 75, 72, 73, 77, 78, 79, 80, 82, 81, 87, 83, 84, 85, 86, 88]]
63: [[12, 43, 23, 13, 1, 2], [6, 3, 7, 4, 5, 10], [9, 8], [30, 11], [15, 14], [20, 27], [21, 17, 18], [16, 19, 22, 24], [29, 57], [26, 25, 28], [31, 50, 37], [54, 33, 35], [32, 38], [42, 34, 36], [39, 44, 40, 41], [46, 45, 52, 63, 47, 55, 49, 56, 48, 51, 61, 53, 62, 58, 59, 60], [74, 67, 65, 70, 66, 68, 69, 64, 71, 76, 75, 72, 73, 77, 78, 79, 80, 82, 81, 87, 83, 84, 85, 86, 88]]
64: [[12, 43, 23, 13, 1, 2], [6, 3, 7, 4, 5, 10], [9, 8, 30], [11, 15, 14], [20, 27], [21, 17], [18, 16, 19, 22, 24, 29, 57, 26, 25, 28, 31, 50], [37, 54, 33, 35, 32, 38, 42, 34, 36, 39, 44, 40], [41, 46, 45, 52, 63, 47, 55, 49, 56, 48, 51, 61, 53, 62, 58, 59, 60, 74, 67, 65, 70, 66, 68, 69, 64, 71, 76, 75, 72, 73, 77, 78], [79, 80, 82, 81, 87, 83, 84, 85, 86, 88]]
65: [[12, 43, 23, 13, 1, 2], [6, 3, 7, 4, 5, 10], [9, 8], [30, 11], [15, 14], [20, 27], [21, 17], [18, 16], [19, 22, 24], [29, 57], [26, 25], [28, 31, 50], [37, 54, 33], [35, 32], [38, 42], [34, 36, 39], [44, 40, 41], [46, 45], [52, 63], [47, 55], [49, 56, 48], [51, 61], [53, 62], [58, 59, 60, 74], [67, 65, 70], [66, 68, 69], [64, 71], [76, 75, 72], [73, 77], [78, 79, 80, 82, 81, 87, 83, 84, 85, 86, 88]]
66: [[12, 43, 23, 13, 1, 2], [6, 3, 7, 4, 5, 10], [9, 8, 30, 11, 15, 14], [20, 27], [21, 17], [18, 16], [19, 22], [24, 29, 57], [26, 25], [28, 31, 50], [37, 54], [33, 35], [32, 38, 42], [34, 36, 39, 44], [40, 41, 46, 45, 52, 63, 47, 55, 49, 56, 48, 51, 61, 53, 62, 58], [59, 60, 74, 67, 65], [70, 66, 68, 69, 64, 71, 76, 75, 72, 73, 77, 78, 79, 80, 82, 81, 87, 83, 84, 85, 86, 88]]
67: [[12, 43, 23, 13, 1, 2], [6, 3, 7, 4, 5, 10], [9, 8], [30, 11], [15, 14], [20, 27], [21, 17], [18, 16], [19, 22, 24], [29, 57], [26, 25], [28, 31, 50], [37, 54, 33], [35, 32], [38, 42], [34, 36, 39], [44, 40, 41], [46, 45], [52, 63], [47, 55], [49, 56, 48], [51, 61], [53, 62], [58, 59, 60, 74], [67, 65, 70], [66, 68, 69], [64, 71], [76, 75, 72], [73, 77], [78, 79, 80, 82, 81, 87, 83, 84, 85, 86, 88]]
68: [[12, 43], [23, 13], [1, 2], [6, 3, 7], [4, 5], [10, 9, 8], [30, 11], [15, 14, 20, 27], [21, 17, 18], [16, 19, 22, 24], [29, 57, 26], [25, 28, 31], [50, 37], [54, 33], [35, 32, 38], [42, 34, 36], [39, 44, 40], [41, 46, 45], [52, 63], [47, 55], [49, 56], [48, 51, 61], [53, 62, 58], [59, 60, 74], [67, 65, 70, 66, 68, 69], [64], [71, 76, 75, 72, 73, 77, 78, 79, 80, 82, 81, 87, 83, 84, 85, 86, 88]]
69: [[12, 43, 23, 13], [1, 2, 6, 3, 7, 4], [5, 10], [9, 8], [30, 11], [15, 14], [20, 27], [21, 17, 18], [16, 19, 22], [24, 29, 57], [26, 25], [28, 31], [50, 37, 54], [33, 35], [32, 38, 42, 34, 36, 39, 44, 40, 41, 46, 45, 52, 63, 47, 55, 49, 56, 48, 51, 61, 53], [62, 58, 59, 60, 74, 67, 65, 70, 66, 68, 69, 64, 71, 76, 75, 72, 73, 77, 78, 79, 80, 82, 81, 87, 83, 84, 85, 86, 88]]
70: [[12, 43, 23, 13, 1, 2], [6, 3], [7, 4], [5, 10], [9, 8], [30, 11], [15, 14, 20], [27, 21, 17], [18, 16], [19, 22], [24, 29], [57, 26, 25, 28], [31, 50, 37], [54, 33], [35, 32], [38, 42, 34], [36, 39, 44], [40, 41], [46, 45, 52], [63, 47, 55], [49, 56, 48], [51, 61], [53, 62, 58], [59, 60, 74], [67, 65, 70], [66, 68], [69, 64, 71], [76, 75, 72, 73], [77, 78, 79, 80, 82, 81], [87, 83, 84, 85, 86, 88]]
71: [[12, 43], [23, 13, 1], [2, 6, 3], [7, 4], [5, 10], [9, 8], [30, 11], [15, 14, 20], [27, 21, 17], [18, 16], [19, 22], [24, 29], [57, 26, 25, 28], [31, 50, 37], [54, 33], [35, 32], [38, 42, 34], [36, 39, 44], [40, 41], [46, 45], [52, 63, 47], [55, 49, 56], [48, 51, 61], [53, 62], [58, 59], [60, 74, 67, 65, 70], [66, 68, 69, 64], [71, 76, 75, 72, 73, 77, 78, 79, 80, 82, 81, 87, 83, 84, 85, 86, 88]]
72: [[12, 43, 23], [13, 1, 2, 6], [3, 7, 4], [5, 10, 9, 8], [30, 11], [15, 14, 20, 27], [21, 17, 18], [16, 19, 22], [24, 29, 57], [26, 25, 28], [31, 50, 37], [54, 33], [35, 32], [38, 42], [34, 36, 39, 44, 40], [41, 46, 45], [52, 63, 47], [55, 49, 56], [48, 51], [61, 53, 62, 58], [59, 60, 74], [67, 65, 70], [66, 68, 69, 64, 71], [76, 75, 72], [73, 77], [78, 79, 80], [82, 81, 87], [83, 84, 85, 86, 88]]
73: [[12, 43, 23], [13, 1, 2, 6], [3, 7, 4], [5, 10, 9, 8], [30, 11], [15, 14, 20, 27], [21, 17, 18], [16, 19, 22], [24, 29, 57], [26, 25, 28], [31, 50, 37], [54, 33], [35, 32], [38, 42], [34, 36, 39, 44, 40], [41, 46, 45], [52, 63, 47], [55, 49, 56], [48, 51], [61, 53, 62, 58], [59, 60, 74], [67, 65, 70], [66, 68, 69, 64, 71], [76, 75, 72], [73, 77], [78, 79, 80], [82, 81, 87], [83, 84, 85, 86, 88]]
74: [[12, 43], [23, 13], [1, 2], [6, 3], [7, 4], [5, 10], [9, 8], [30, 11], [15, 14], [20, 27, 21, 17], [18, 16], [19, 22, 24], [29, 57, 26, 25], [28, 31], [50, 37, 54], [33, 35, 32], [38, 42, 34], [36, 39, 44], [40, 41, 46], [45, 52], [63, 47, 55, 49], [56, 48, 51, 61], [53, 62, 58], [59, 60, 74], [67, 65, 70], [66, 68, 69], [64, 71, 76, 75], [72, 73, 77], [78, 79], [80, 82], [81, 87], [83, 84], [85, 86, 88]]
75: [[12, 43], [23, 13], [1, 2, 6], [3, 7], [4, 5, 10], [9, 8, 30], [11, 15, 14], [20, 27], [21, 17, 18], [16, 19, 22], [24, 29], [57, 26, 25], [28, 31, 50], [37, 54], [33, 35, 32], [38, 42, 34], [36, 39, 44], [40, 41], [46, 45, 52, 63], [47, 55], [49, 56], [48, 51, 61], [53, 62, 58, 59, 60, 74, 67, 65, 70, 66, 68, 69, 64, 71, 76, 75, 72, 73, 77, 78, 79, 80, 82], [81, 87, 83, 84, 85, 86, 88]]
76: [[12, 43], [23, 13], [1, 2], [6, 3], [7, 4, 5], [10, 9, 8], [30, 11], [15, 14, 20], [27, 21, 17], [18, 16, 19], [22, 24, 29], [57, 26, 25], [28, 31], [50, 37], [54, 33, 35], [32, 38], [42, 34, 36], [39, 44], [40, 41, 46], [45, 52], [63, 47], [55, 49, 56], [48, 51, 61], [53, 62, 58], [59, 60, 74], [67, 65], [70, 66], [68, 69, 64], [71, 76, 75], [72, 73, 77], [78, 79, 80], [82, 81], [87, 83, 84, 85], [86, 88]]
77: [[12, 43, 23, 13, 1, 2], [6, 3, 7, 4, 5, 10], [9, 8], [30, 11], [15, 14], [20, 27, 21], [17, 18, 16, 19], [22, 24, 29], [57, 26, 25, 28, 31, 50], [37, 54, 33], [35, 32, 38, 42, 34, 36], [39, 44], [40, 41], [46, 45], [52, 63, 47], [55, 49, 56], [48, 51, 61, 53, 62, 58, 59, 60, 74, 67], [65, 70, 66, 68, 69, 64, 71, 76, 75, 72, 73, 77, 78, 79, 80, 82, 81, 87, 83, 84, 85, 86, 88]]
78: [[12, 43], [23, 13], [1, 2, 6], [3, 7], [4, 5], [10, 9, 8], [30, 11], [15, 14], [20, 27], [21, 17], [18, 16, 19], [22, 24, 29], [57, 26, 25], [28, 31], [50, 37], [54, 33, 35], [32, 38, 42], [34, 36], [39, 44], [40, 41], [46, 45, 52, 63, 47, 55], [49, 56, 48, 51, 61, 53, 62], [58, 59, 60, 74, 67, 65], [70, 66, 68, 69, 64, 71, 76, 75, 72, 73, 77, 78, 79, 80, 82, 81, 87, 83, 84, 85, 86, 88]]
79: [[12, 43], [23, 13], [1, 2, 6], [3, 7, 4], [5, 10], [9, 8], [30, 11, 15], [14, 20], [27, 21, 17], [18, 16, 19], [22, 24], [29, 57, 26], [25, 28, 31], [50, 37, 54], [33, 35], [32, 38, 42], [34, 36], [39, 44, 40], [41, 46, 45], [52, 63, 47], [55, 49, 56], [48, 51], [61, 53, 62], [58, 59], [60, 74, 67], [65, 70, 66], [68, 69], [64, 71, 76], [75, 72, 73], [77, 78], [79, 80, 82], [81, 87], [83, 84, 85], [86, 88]]
80: [[12, 43, 23, 13, 1, 2], [6, 3, 7, 4, 5, 10], [9, 8], [30, 11], [15, 14], [20, 27, 21], [17, 18, 16, 19], [22, 24, 29], [57, 26, 25, 28, 31, 50], [37, 54, 33], [35, 32, 38, 42, 34, 36], [39, 44], [40, 41], [46, 45], [52, 63], [47, 55, 49, 56, 48, 51, 61, 53, 62, 58, 59, 60], [74, 67, 65, 70, 66, 68, 69, 64], [71, 76, 75, 72, 73, 77, 78, 79, 80, 82, 81, 87, 83, 84, 85, 86, 88]]
81: [[12, 43], [23, 13], [1, 2], [6, 3], [7, 4, 5], [10, 9, 8], [30, 11], [15, 14], [20, 27], [21, 17, 18], [16, 19, 22, 24, 29, 57, 26, 25, 28, 31, 50, 37, 54, 33, 35, 32, 38, 42], [34, 36, 39, 44, 40, 41], [46, 45, 52, 63, 47, 55, 49, 56, 48, 51, 61, 53, 62, 58, 59, 60, 74, 67, 65, 70, 66, 68, 69, 64, 71, 76, 75, 72, 73, 77, 78, 79, 80, 82, 81, 87, 83, 84, 85, 86, 88]]
82: [[12, 43, 23], [13, 1], [2, 6, 3, 7, 4, 5], [10, 9], [8, 30, 11], [15, 14, 20], [27, 21, 17], [18, 16, 19], [22, 24], [29, 57], [26, 25, 28], [31, 50, 37], [54, 33, 35], [32, 38, 42], [34, 36, 39], [44, 40, 41], [46, 45, 52], [63, 47, 55], [49, 56, 48], [51, 61, 53], [62, 58, 59], [60, 74, 67], [65, 70, 66, 68, 69, 64, 71, 76, 75, 72, 73, 77, 78, 79, 80, 82, 81, 87, 83, 84, 85, 86, 88]]
83: [[12, 43, 23, 13, 1, 2], [6, 3, 7, 4, 5, 10], [9, 8], [30, 11], [15, 14, 20], [27, 21, 17], [18, 16], [19, 22], [24, 29], [57, 26], [25, 28, 31], [50, 37, 54, 33, 35, 32, 38, 42, 34, 36, 39, 44, 40, 41, 46, 45, 52, 63, 47, 55, 49, 56, 48, 51, 61, 53, 62, 58, 59, 60, 74], [67, 65, 70, 66, 68, 69, 64, 71, 76, 75, 72, 73, 77, 78, 79, 80, 82, 81, 87, 83], [84, 85, 86, 88]]
84: [[12, 43], [23, 13], [1, 2], [6, 3, 7], [4, 5], [10, 9, 8], [30, 11], [15, 14], [20, 27, 21], [17, 18, 16], [19, 22, 24], [29, 57, 26], [25, 28, 31], [50, 37], [54, 33], [35, 32, 38], [42, 34, 36], [39, 44, 40], [41, 46, 45], [52, 63, 47], [55, 49], [56, 48], [51, 61, 53], [62, 58, 59], [60, 74, 67], [65, 70], [66, 68, 69], [64, 71, 76], [75, 72, 73], [77, 78], [79, 80, 82], [81, 87, 83], [84], [85, 86, 88]]
85: [[12, 43, 23, 13, 1, 2], [6, 3, 7, 4, 5, 10], [9, 8], [30, 11], [15, 14], [20, 27], [21, 17, 18], [16, 19, 22], [24, 29], [57, 26, 25, 28, 31, 50, 37, 54, 33, 35, 32, 38, 42, 34, 36, 39, 44, 40, 41, 46, 45, 52, 63, 47, 55, 49, 56, 48, 51, 61, 53, 62, 58, 59, 60, 74, 67, 65, 70, 66, 68, 69, 64, 71, 76, 75, 72, 73, 77, 78, 79, 80, 82, 81, 87, 83, 84, 85, 86, 88]]
86: [[12, 43, 23], [13, 1], [2, 6], [3, 7, 4], [5, 10, 9], [8, 30, 11], [15, 14, 20], [27, 21], [17, 18], [16, 19, 22], [24, 29], [57, 26, 25], [28, 31], [50, 37], [54, 33, 35], [32, 38, 42], [34, 36, 39], [44, 40, 41], [46, 45], [52, 63, 47, 55], [49, 56, 48], [51, 61], [53, 62, 58], [59, 60, 74], [67, 65], [70, 66, 68], [69, 64, 71], [76, 75], [72, 73, 77], [78, 79, 80, 82, 81, 87], [83, 84, 85, 86, 88]]
87: [[12, 43], [23, 13], [1, 2, 6], [3, 7, 4], [5, 10], [9, 8], [30, 11], [15, 14], [20, 27], [21, 17, 18], [16, 19], [22, 24, 29], [57, 26, 25], [28, 31], [50, 37, 54], [33, 35], [32, 38, 42, 34], [36, 39, 44], [40, 41], [46, 45], [52, 63], [47, 55, 49], [56, 48], [51, 61], [53, 62, 58], [59, 60, 74, 67], [65, 70, 66, 68], [69, 64, 71, 76], [75, 72, 73], [77, 78, 79], [80, 82, 81], [87, 83, 84], [85, 86, 88]]
88: [[12, 43], [23, 13], [1, 2, 6], [3, 7], [4, 5, 10], [9, 8, 30, 11], [15, 14], [20, 27, 21], [17, 18, 16], [19, 22], [24, 29], [57, 26], [25, 28, 31, 50, 37, 54], [33, 35, 32, 38, 42, 34], [36, 39], [44, 40], [41, 46], [45, 52, 63], [47, 55, 49, 56, 48, 51, 61], [53, 62, 58], [59, 60], [74, 67, 65, 70, 66], [68, 69, 64, 71, 76, 75, 72, 73, 77, 78], [79, 80, 82, 81, 87, 83, 84, 85, 86, 88]]
89: [[12, 43], [23, 13, 1], [2, 6], [3, 7], [4, 5, 10], [9, 8], [30, 11, 15], [14, 20], [27, 21, 17], [18, 16, 19, 22], [24, 29, 57], [26, 25], [28, 31], [50, 37, 54], [33, 35], [32, 38, 42], [34, 36], [39, 44, 40], [41, 46, 45], [52, 63, 47], [55, 49, 56], [48, 51, 61], [53, 62], [58, 59, 60, 74], [67, 65, 70], [66, 68, 69], [64, 71, 76], [75, 72, 73], [77, 78, 79], [80, 82], [81, 87, 83, 84], [85, 86, 88]]
90: [[12, 43], [23, 13], [1, 2], [6, 3], [7, 4, 5], [10, 9, 8], [30, 11], [15, 14], [20, 27], [21, 17], [18, 16, 19], [22, 24, 29], [57, 26, 25], [28, 31], [50, 37, 54], [33, 35, 32, 38, 42, 34, 36, 39, 44, 40, 41, 46, 45, 52, 63, 47, 55, 49, 56, 48, 51, 61, 53, 62, 58, 59, 60, 74, 67, 65, 70, 66, 68, 69, 64, 71, 76, 75, 72, 73], [77, 78, 79, 80, 82, 81, 87, 83, 84, 85, 86, 88]]
91: [[12, 43, 23, 13, 1, 2], [6, 3, 7, 4, 5, 10], [9, 8], [30, 11], [15, 14], [20, 27], [21, 17], [18, 16, 19, 22], [24, 29, 57], [26, 25], [28, 31, 50], [37, 54, 33], [35, 32, 38], [42, 34, 36], [39, 44, 40], [41, 46], [45, 52, 63], [47, 55, 49], [56, 48, 51], [61, 53, 62], [58], [59, 60, 74], [67, 65, 70, 66, 68, 69, 64, 71, 76, 75, 72, 73, 77, 78, 79, 80, 82, 81, 87, 83, 84, 85, 86, 88]]
92: [[12, 43, 23, 13, 1, 2], [6, 3, 7, 4, 5, 10], [9, 8, 30, 11, 15], [14, 20, 27, 21, 17, 18], [16, 19, 22, 24, 29, 57], [26, 25], [28, 31, 50], [37, 54], [33, 35], [32, 38], [42, 34, 36, 39, 44], [40, 41, 46], [45, 52], [63, 47], [55, 49, 56], [48, 51], [61, 53], [62, 58], [59, 60, 74], [67, 65], [70, 66], [68, 69, 64], [71, 76, 75], [72, 73, 77, 78], [79, 80, 82, 81], [87, 83, 84, 85, 86, 88]]
93: [[12, 43, 23, 13, 1, 2], [6, 3, 7, 4, 5, 10], [9, 8, 30], [11, 15, 14, 20, 27, 21], [17, 18, 16], [19, 22, 24], [29, 57, 26], [25, 28, 31], [50, 37], [54, 33, 35], [32, 38, 42], [34, 36, 39, 44, 40, 41, 46, 45, 52, 63, 47, 55, 49, 56, 48, 51, 61, 53, 62], [58, 59, 60, 74, 67, 65, 70, 66, 68, 69, 64, 71, 76, 75, 72, 73, 77], [78, 79, 80, 82, 81, 87, 83, 84, 85, 86, 88]]
94: [[12, 43, 23, 13, 1, 2], [6, 3, 7, 4, 5, 10], [9, 8], [30, 11], [15, 14], [20, 27], [21, 17, 18], [16, 19, 22], [24, 29, 57], [26, 25], [28, 31, 50], [37, 54, 33], [35, 32, 38], [42, 34, 36], [39], [44, 40, 41, 46, 45, 52, 63, 47, 55, 49, 56, 48, 51, 61, 53, 62, 58, 59, 60, 74, 67, 65, 70, 66, 68, 69, 64, 71, 76, 75, 72, 73, 77, 78, 79, 80, 82], [81, 87, 83, 84, 85, 86, 88]]
95: [[12, 43, 23, 13, 1, 2], [6, 3, 7, 4, 5, 10], [9, 8], [30, 11], [15, 14], [20, 27, 21], [17, 18], [16, 19, 22], [24, 29, 57], [26, 25, 28], [31, 50, 37], [54, 33], [35, 32, 38], [42, 34, 36], [39, 44, 40], [41, 46, 45, 52], [63, 47, 55], [49, 56, 48], [51, 61, 53], [62, 58, 59], [60, 74], [67, 65, 70], [66, 68, 69, 64, 71, 76, 75, 72, 73, 77, 78, 79, 80, 82, 81, 87, 83, 84, 85, 86, 88]]
96: [[12, 43, 23, 13, 1, 2], [6, 3, 7, 4, 5, 10], [9, 8], [30, 11], [15, 14, 20], [27, 21, 17], [18, 16, 19], [22, 24], [29, 57], [26, 25, 28], [31, 50, 37, 54, 33, 35, 32, 38, 42, 34, 36, 39, 44, 40, 41, 46, 45, 52, 63, 47, 55, 49, 56, 48, 51, 61, 53, 62, 58, 59, 60, 74, 67, 65, 70, 66, 68, 69, 64, 71, 76, 75, 72, 73, 77, 78, 79, 80, 82, 81, 87, 83, 84, 85, 86, 88]]
97: [[12, 43, 23], [13, 1], [2, 6, 3, 7, 4, 5], [10, 9], [8, 30, 11], [15, 14, 20], [27, 21, 17], [18, 16, 19], [22, 24], [29, 57], [26, 25, 28], [31, 50], [37, 54, 33, 35, 32], [38, 42], [34, 36, 39], [44, 40], [41, 46], [45, 52], [63, 47], [55, 49], [56, 48], [51, 61, 53, 62], [58, 59, 60, 74], [67, 65, 70], [66, 68, 69, 64, 71, 76], [75, 72, 73, 77, 78, 79, 80, 82, 81, 87, 83, 84, 85, 86, 88]]
98: [[12, 43], [23, 13], [1, 2], [6, 3], [7, 4], [5, 10, 9], [8, 30, 11], [15, 14], [20, 27], [21, 17, 18], [16, 19], [22, 24, 29], [57, 26, 25], [28, 31], [50, 37, 54], [33, 35], [32, 38], [42, 34], [36, 39, 44], [40, 41, 46], [45, 52, 63], [47, 55], [49, 56], [48, 51], [61, 53], [62, 58], [59, 60, 74], [67, 65, 70], [66, 68, 69], [64, 71, 76], [75, 72, 73], [77, 78, 79], [80, 82, 81], [87, 83, 84], [85, 86, 88]]
99: [[12, 43], [23, 13, 1], [2, 6], [3, 7, 4], [5, 10], [9, 8], [30, 11], [15, 14, 20, 27], [21, 17, 18], [16, 19], [22, 24], [29, 57, 26], [25, 28], [31, 50, 37, 54, 33], [35, 32, 38, 42, 34, 36, 39, 44, 40, 41, 46, 45, 52, 63, 47, 55, 49, 56, 48, 51, 61, 53, 62, 58, 59, 60, 74, 67, 65, 70, 66, 68, 69, 64, 71, 76, 75, 72, 73, 77, 78, 79, 80, 82, 81, 87, 83, 84, 85, 86, 88]]
100: [[12, 43, 23, 13, 1, 2], [6, 3, 7, 4, 5, 10], [9, 8, 30, 11, 15, 14], [20, 27], [21, 17], [18, 16], [19, 22], [24, 29, 57], [26, 25, 28], [31, 50], [37, 54], [33, 35], [32, 38], [42, 34, 36], [39, 44, 40, 41, 46, 45, 52, 63, 47, 55, 49, 56, 48, 51, 61, 53, 62, 58, 59, 60, 74, 67, 65, 70, 66], [68, 69, 64, 71, 76, 75, 72, 73, 77, 78, 79, 80, 82, 81, 87, 83, 84, 85, 86, 88]]
101: [[12, 43, 23, 13, 1], [2, 6, 3, 7], [4, 5], [10, 9, 8], [30, 11, 15], [14, 20, 27], [21, 17, 18], [16, 19, 22], [24, 29], [57, 26], [25, 28], [31, 50, 37], [54, 33], [35, 32], [38, 42, 34], [36, 39, 44], [40, 41], [46, 45, 52], [63, 47, 55], [49, 56, 48], [51, 61, 53], [62, 58], [59, 60, 74], [67, 65], [70, 66], [68, 69], [64, 71, 76, 75, 72, 73], [77, 78, 79, 80, 82, 81, 87, 83, 84, 85, 86, 88]]
