0: [[68, 69, 21, 1, 34], [4, 56, 3], [32, 46, 24, 23], [7, 47, 76], [9, 84], [81, 75], [2, 87, 12, 22], [11], [14, 25], [44, 66, 39, 8], [6], [28, 29, 13], [62, 60, 57, 43], [59, 16, 17], [19, 18], [26, 27], [30, 33, 20], [31, 35, 45], [40, 36, 38], [15, 41], [42, 5, 48], [49, 51], [37, 52, 50], [83, 53], [63, 77, 58, 10], [82, 64], [67, 71], [54, 55, 61], [80, 65, 78], [70, 72], [74, 79], [86, 85], [73, 88]]
51: [[68, 70, 7, 32, 4, 36, 22, 3, 1, 8, 12, 2, 13, 5, 14, 24, 6, 16, 25, 28, 15, 23], [11, 18, 17, 9, 26, 10, 21, 19, 20, 59, 53, 30, 31, 50, 58, 51, 33, 35, 34, 44, 40, 39], [38, 41, 27, 52, 37, 42, 45, 47, 29, 46, 43, 48, 49, 57, 62, 54, 55, 56, 60, 63, 61, 64], [72, 67, 69, 66, 65, 71, 73, 78, 74, 75, 77, 76, 79, 84, 81, 82, 80, 83, 87, 85, 86, 88]]
52: [[68, 70, 7, 32, 4, 36, 22, 3, 1, 8, 12, 2, 13, 5, 14, 24, 6, 16, 25, 28, 15, 23], [11, 18, 17, 9, 26, 10, 21, 19, 20, 59, 53, 30, 31, 50, 58, 51, 33, 35, 40, 44, 34, 39], [38, 41, 27, 52, 37, 42, 45, 47, 29, 46, 43, 48, 57, 49, 61, 54, 62, 56, 60, 63, 55, 64], [72, 67, 69, 66, 65, 71, 73, 78, 74, 75, 77, 76, 79, 84, 81, 82, 80, 83, 87, 85, 86, 88]]
53: [[68, 70, 7, 32, 4, 36, 22, 3, 1, 8, 12, 2, 13, 5, 14, 24, 6, 16, 25, 28, 15, 23], [11, 18, 17, 9, 26, 10, 21, 19, 20, 59, 53, 30, 31, 50, 58, 51, 33, 35, 40, 44, 34, 39], [38, 41, 27, 52, 37, 42, 45, 47, 29, 46, 43, 48, 49, 56, 55, 54, 60, 63, 57, 61, 62, 64], [72, 67, 69, 66, 65, 71, 73, 78, 74, 75, 77, 76, 79, 84, 81, 82, 80, 83, 87, 85, 86, 88]]
54: [[68, 70, 7, 32, 4, 36, 22, 3, 1, 8, 12, 2, 13, 5, 14, 24, 6, 16, 25, 28, 15, 23], [11, 18, 17, 9, 26, 10, 21, 19, 20, 59, 53, 30, 31, 50, 58, 51, 33, 35, 40, 44, 34, 39], [38, 41, 27, 52, 37, 42, 45, 47, 29, 46, 43, 48, 49, 54, 61, 55, 62, 57, 60, 56, 63, 64], [72, 67, 69, 66, 65, 71, 73, 78, 74, 75, 77, 76, 79, 84, 81, 82, 80, 83, 87, 85, 86, 88]]
55: [[68, 70, 7, 32, 4, 36, 22, 3, 1, 8, 12, 2, 13, 5, 14, 24, 6, 16, 25, 28, 15, 23], [11, 18, 17, 9, 26, 10, 21, 19, 20, 59, 53, 30, 31, 50, 58, 51, 33, 35, 34, 44, 40, 39], [38, 41, 27, 52, 37, 42, 45, 47, 29, 46, 43, 48, 49, 60, 54, 62, 61, 56, 57, 55, 63, 64], [72, 67, 69, 66, 65, 71, 73, 78, 74, 75, 77, 76, 79, 84, 81, 82, 80, 83, 87, 85, 86, 88]]
56: [[68, 70, 7, 32, 4, 36, 22, 3, 1, 8, 12, 2, 13, 5, 14, 24, 6, 16, 25, 28, 15, 23], [11, 18, 17, 9, 26, 10, 21, 19, 20, 59, 53, 30, 31, 50, 58, 51, 33, 35, 34, 44, 40, 39], [38, 41, 27, 52, 37, 42, 45, 47, 29, 46, 43, 48, 57, 49, 62, 54, 55, 56, 60, 61, 63, 64], [72, 67, 69, 66, 65, 71, 73, 78, 74, 75, 77, 76, 79, 84, 81, 82, 80, 83, 87, 85, 86, 88]]
57: [[68, 70, 7, 32, 4, 36, 22, 3, 1, 8, 12, 2, 13, 5, 14, 24, 6, 16, 25, 28, 15, 23], [11, 18, 17, 9, 26, 10, 21, 19, 20, 59, 53, 30, 31, 50, 58, 51, 33, 35, 40, 44, 34, 39], [38, 41, 27, 52, 37, 42, 45, 47, 29, 46, 43, 48, 49, 54, 62, 63, 60, 56, 55, 57, 61, 64], [72, 67, 69, 66, 65, 71, 73, 78, 74, 75, 77, 76, 79, 84, 81, 82, 80, 83, 87, 85, 86, 88]]
58: [[68, 70, 7, 32, 4, 36, 22, 3, 1, 8, 12, 2, 13, 5, 14, 24, 6, 16, 25, 28, 15, 23], [11, 18, 17, 9, 26, 10, 21, 19, 20, 59, 53, 30, 31, 50, 58, 51, 33, 35, 34, 44, 40, 39], [38, 41, 27, 52, 37, 42, 45, 47, 29, 46, 43, 48, 49, 56, 63, 57, 61, 60, 54, 62, 55, 64], [72, 67, 69, 66, 65, 71, 73, 78, 74, 75, 77, 76, 79, 84, 81, 82, 80, 83, 87, 85, 86, 88]]
59: [[68, 70, 7, 32, 4, 36, 22, 3, 1, 8, 12, 2, 13, 5, 14, 24, 6, 16, 25, 28, 15, 23], [11, 18, 17, 9, 26, 10, 21, 19, 20, 59, 53, 30, 31, 50, 58, 51, 33, 35, 40, 44, 34, 39], [38, 41, 27, 52, 37, 42, 45, 47, 29, 46, 43, 48, 49, 54, 62, 61, 60, 55, 56, 57, 63, 64], [72, 67, 69, 66, 65, 71, 73, 78, 74, 75, 77, 76, 79, 84, 81, 82, 80, 83, 87, 85, 86, 88]]
60: [[68, 70, 7, 32, 4, 36, 22, 3, 1, 8, 12, 2, 13, 5, 14, 24, 6, 16, 25, 28, 15, 23], [11, 18, 17, 9, 26, 10, 21, 19, 20, 59, 53, 30, 31, 50, 58, 51, 33, 35, 40, 44, 34, 39], [38, 41, 27, 52, 37, 42, 45, 47, 29, 46, 43, 48, 49, 57, 62, 54, 56, 60, 61, 63, 55, 64], [72, 67, 69, 66, 65, 71, 73, 78, 74, 75, 77, 76, 79, 84, 81, 82, 80, 83, 87, 85, 86, 88]]
61: [[68, 70, 7, 32, 4, 36, 22, 3, 1, 8, 12, 2, 13, 5, 14, 24, 6, 16, 25, 28, 15, 23], [11, 18, 17, 9, 26, 10, 21, 19, 20, 59, 53, 30, 31, 50, 58, 51, 33, 35, 40, 44, 34, 39], [38, 41, 27, 52, 37, 42, 45, 47, 29, 46, 43, 48, 57, 49, 55, 60, 56, 54, 63, 61, 62, 64], [72, 67, 69, 66, 65, 71, 73, 78, 74, 75, 77, 76, 79, 84, 81, 82, 80, 83, 87, 85, 86, 88]]
62: [[68, 70, 7, 32, 4, 36, 22, 3, 1, 8, 12, 2, 13, 5, 14, 24, 6, 16, 25, 28, 15, 23], [11, 18, 17, 9, 26, 10, 21, 19, 20, 59, 53, 30, 31, 50, 58, 51, 33, 35, 40, 44, 34, 39], [38, 41, 27, 52, 37, 42, 45, 47, 29, 46, 43, 48, 57, 49, 62, 54, 60, 56, 61, 63, 55, 64], [72, 67, 69, 66, 65, 71, 73, 78, 74, 75, 77, 76, 79, 84, 81, 82, 80, 83, 87, 85, 86, 88]]
63: [[68, 70, 7, 32, 4, 36, 22, 3, 1, 8, 12, 2, 13, 5, 14, 24, 6, 16, 25, 28, 15, 23], [11, 18, 17, 9, 26, 10, 21, 19, 20, 59, 53, 30, 31, 50, 58, 51, 33, 35, 34, 44, 40, 39], [38, 41, 27, 52, 37, 42, 45, 47, 29, 46, 43, 48, 49, 54, 55, 57, 56, 60, 63, 61, 62, 64], [72, 67, 69, 66, 65, 71, 73, 78, 74, 75, 77, 76, 79, 84, 81, 82, 80, 83, 87, 85, 86, 88]]
64: [[68, 70, 7, 32, 4, 36, 22, 3, 1, 8, 12, 2, 13, 5, 14, 24, 6, 16, 25, 28, 15, 23], [11, 18, 17, 9, 26, 10, 21, 19, 20, 59, 53, 30, 31, 50, 58, 51, 33, 35, 34, 44, 40, 39], [38, 41, 27, 52, 37, 42, 45, 47, 29, 46, 43, 48, 49, 57, 55, 54, 61, 60, 62, 56, 63, 64], [72, 67, 69, 66, 65, 71, 73, 78, 74, 75, 77, 76, 79, 84, 81, 82, 80, 83, 87, 85, 86, 88]]
65: [[68, 70, 7, 32, 4, 36, 22, 3, 1, 8, 12, 2, 13, 5, 14, 24, 6, 16, 25, 28, 15, 23], [11, 18, 17, 9, 26, 10, 21, 19, 20, 59, 53, 30, 31, 50, 58, 51, 33, 35, 34, 44, 40, 39], [38, 41, 27, 52, 37, 42, 45, 47, 29, 46, 43, 48, 49, 54, 62, 55, 60, 56, 57, 61, 63, 64], [72, 67, 69, 66, 65, 71, 73, 78, 74, 75, 77, 76, 79, 84, 81, 82, 80, 83, 87, 85, 86, 88]]
66: [[68, 70, 7, 32, 4, 36, 22, 3, 1, 8, 12, 2, 13, 5, 14, 24, 6, 16, 25, 28, 15, 23], [11, 18, 17, 9, 26, 10, 21, 19, 20, 59, 53, 30, 31, 50, 58, 51, 33, 35, 40, 44, 34, 39], [38, 41, 27, 52, 37, 42, 45, 47, 29, 46, 43, 48, 57, 49, 63, 55, 60, 56, 54, 62, 61, 64], [72, 67, 69, 66, 65, 71, 73, 78, 74, 75, 77, 76, 79, 84, 81, 82, 80, 83, 87, 85, 86, 88]]
67: [[68, 70, 7, 32, 4, 36, 22, 3, 1, 8, 12, 2, 13, 5, 14, 24, 6, 16, 25, 28, 15, 23], [11, 18, 17, 9, 26, 10, 21, 19, 20, 59, 53, 30, 31, 50, 58, 51, 33, 35, 34, 44, 40, 39], [38, 41, 27, 52, 37, 42, 45, 47, 29, 46, 43, 48, 49, 60, 55, 62, 61, 56, 54, 57, 63, 64], [72, 67, 69, 66, 65, 71, 73, 78, 74, 75, 77, 76, 79, 84, 81, 82, 80, 83, 87, 85, 86, 88]]
68: [[68, 70, 7, 32, 4, 36, 22, 3, 1, 8, 12, 2, 13, 5, 14, 24, 6, 16, 25, 28, 15, 23], [11, 18, 17, 9, 26, 21, 19, 20, 59, 53, 30, 31, 50, 58, 51, 33, 35, 40, 44, 34, 10, 39], [38, 41, 27, 52, 37, 42, 45, 47, 29, 46, 43, 48, 57, 49, 63, 62, 56, 55, 61, 54, 60, 64], [72, 67, 69, 66, 65, 71, 73, 78, 74, 75, 77, 76, 79, 84, 81, 82, 80, 83, 87, 85, 86, 88]]
69: [[68, 70, 7, 32, 4, 36, 22, 3, 1, 8, 12, 2, 13, 5, 14, 24, 6, 16, 25, 28, 15, 23], [11, 18, 17, 9, 26, 10, 21, 19, 20, 59, 53, 31, 30, 50, 58, 51, 33, 35, 34, 44, 40, 39], [38, 41, 27, 52, 37, 42, 45, 47, 29, 46, 43, 48, 49, 57, 55, 54, 61, 56, 62, 60, 63, 64], [72, 67, 69, 66, 65, 71, 73, 78, 74, 75, 77, 76, 79, 84, 81, 82, 80, 83, 87, 85, 86, 88]]
70: [[68, 70, 7, 32, 4, 36, 22, 3, 1, 8, 12, 2, 13, 5, 14, 24, 6, 16, 25, 28, 15, 23], [11, 18, 17, 9, 26, 10, 21, 19, 20, 59, 53, 30, 31, 50, 58, 51, 33, 35, 34, 44, 40, 39], [38, 41, 27, 52, 37, 42, 45, 47, 29, 46, 43, 48, 57, 56, 55, 54, 49, 61, 60, 62, 63, 64], [72, 67, 69, 66, 65, 71, 73, 78, 74, 75, 77, 76, 79, 84, 81, 82, 80, 83, 87, 85, 86, 88]]
71: [[68, 70, 7, 32, 4, 36, 22, 3, 1, 8, 12, 2, 13, 5, 14, 24, 6, 16, 25, 28, 15, 23], [11, 18, 17, 9, 26, 10, 21, 19, 20, 59, 53, 30, 31, 50, 58, 51, 33, 35, 34, 44, 40, 39], [38, 41, 27, 52, 37, 42, 45, 47, 29, 46, 43, 48, 57, 49, 55, 63, 60, 54, 56, 61, 62, 64], [72, 67, 69, 66, 65, 71, 73, 78, 74, 75, 77, 76, 79, 84, 81, 82, 80, 83, 87, 85, 86, 88]]
72: [[68, 70, 7, 32, 4, 36, 22, 3, 1, 8, 12, 2, 13, 5, 14, 24, 6, 16, 25, 28, 15, 23], [11, 18, 17, 9, 26, 10, 21, 19, 20, 59, 53, 30, 31, 50, 58, 51, 33, 35, 34, 44, 40, 39], [38, 41, 27, 52, 37, 42, 45, 47, 29, 46, 43, 48, 57, 49, 62, 55, 54, 56, 60, 63, 61, 64], [72, 67, 69, 66, 65, 71, 73, 78, 74, 75, 77, 76, 79, 84, 81, 82, 80, 83, 87, 85, 86, 88]]
73: [[68, 70, 7, 32, 4, 36, 22, 3, 1, 8, 12, 2, 13, 5, 14, 24, 6, 16, 25, 28, 15, 23], [11, 18, 17, 9, 26, 10, 21, 19, 20, 59, 53, 30, 31, 50, 58, 51, 33, 35, 34, 44, 40, 39], [38, 41, 27, 52, 37, 42, 45, 47, 29, 46, 43, 48, 49, 55, 62, 54, 56, 60, 61, 63, 57, 64], [72, 67, 69, 66, 65, 71, 73, 78, 74, 75, 77, 76, 79, 84, 81, 82, 80, 83, 87, 85, 86, 88]]
74: [[68, 70, 7, 32, 4, 36, 22, 3, 1, 8, 12, 2, 13, 5, 14, 24, 6, 16, 25, 28, 15, 23], [11, 18, 17, 9, 26, 10, 21, 19, 20, 59, 53, 30, 31, 50, 58, 51, 33, 35, 34, 44, 40, 39], [38, 41, 27, 52, 37, 42, 45, 47, 29, 46, 43, 48, 57, 49, 55, 62, 56, 54, 60, 61, 63, 64], [72, 67, 69, 66, 65, 71, 73, 78, 74, 75, 77, 76, 79, 84, 81, 82, 80, 83, 87, 85, 86, 88]]
75: [[68, 70, 7, 32, 4, 36, 22, 3, 1, 8, 12, 2, 13, 5, 14, 24, 6, 16, 25, 28, 15, 23], [11, 18, 17, 9, 26, 10, 21, 19, 20, 59, 53, 30, 31, 50, 58, 51, 33, 35, 34, 44, 40, 39], [38, 41, 27, 52, 37, 42, 45, 47, 29, 46, 43, 48, 49, 54, 60, 55, 56, 57, 61, 63, 62, 64], [72, 67, 69, 66, 65, 71, 73, 78, 74, 75, 77, 76, 79, 84, 81, 82, 80, 83, 87, 85, 86, 88]]
76: [[68, 70, 7, 32, 4, 36, 22, 3, 1, 8, 12, 2, 13, 5, 14, 24, 6, 16, 25, 28, 15, 23], [11, 18, 17, 9, 26, 10, 21, 19, 20, 59, 53, 30, 31, 50, 58, 51, 33, 35, 34, 44, 40, 39], [38, 41, 27, 52, 37, 42, 45, 47, 29, 46, 43, 48, 49, 57, 55, 62, 54, 56, 61, 60, 63, 64], [72, 67, 69, 66, 65, 71, 73, 78, 74, 75, 77, 76, 79, 84, 81, 82, 80, 83, 87, 85, 86, 88]]
77: [[68, 70, 7, 32, 4, 36, 22, 3, 1, 8, 12, 2, 13, 5, 14, 24, 6, 16, 25, 28, 15, 23], [11, 18, 17, 9, 26, 10, 21, 19, 20, 59, 53, 30, 31, 50, 58, 51, 33, 35, 34, 44, 40, 39], [38, 41, 27, 52, 37, 42, 45, 47, 29, 46, 43, 48, 49, 60, 62, 55, 54, 56, 61, 57, 63, 64], [72, 67, 69, 66, 65, 71, 73, 78, 74, 75, 77, 76, 79, 84, 81, 82, 80, 83, 87, 85, 86, 88]]
78: [[68, 70, 7, 32, 4, 36, 22, 3, 1, 8, 12, 2, 13, 5, 14, 24, 6, 16, 25, 28, 15, 23], [11, 18, 17, 9, 26, 10, 21, 19, 20, 59, 53, 30, 31, 50, 58, 51, 33, 35, 34, 44, 40, 39], [38, 41, 27, 52, 37, 42, 45, 47, 29, 46, 43, 48, 57, 49, 62, 54, 56, 60, 61, 63, 55, 64], [72, 67, 69, 66, 65, 71, 73, 78, 74, 75, 77, 76, 79, 84, 81, 82, 80, 83, 87, 85, 86, 88]]
79: [[68, 70, 7, 32, 4, 36, 22, 3, 1, 8, 12, 2, 13, 5, 14, 24, 6, 16, 25, 28, 15, 23], [11, 18, 17, 9, 26, 10, 21, 19, 20, 59, 53, 30, 31, 50, 58, 51, 33, 35, 34, 44, 40, 39], [38, 41, 27, 52, 37, 42, 45, 47, 29, 46, 43, 48, 49, 54, 55, 60, 56, 57, 62, 61, 63, 64], [72, 67, 69, 66, 65, 71, 73, 78, 74, 75, 77, 76, 79, 84, 81, 82, 80, 83, 87, 85, 86, 88]]
80: [[68, 70, 7, 32, 4, 36, 22, 3, 1, 8, 12, 2, 13, 5, 14, 24, 6, 16, 25, 28, 15, 23], [11, 18, 17, 9, 26, 10, 21, 19, 20, 59, 53, 31, 30, 50, 58, 51, 33, 35, 40, 44, 34, 39], [38, 41, 27, 52, 37, 42, 45, 47, 29, 46, 43, 48, 57, 49, 54, 55, 56, 61, 62, 60, 63, 64], [72, 67, 69, 66, 65, 71, 73, 78, 74, 75, 77, 76, 79, 84, 81, 82, 80, 83, 87, 85, 86, 88]]
81: [[68, 70, 7, 32, 4, 36, 22, 3, 1, 8, 12, 2, 13, 5, 14, 24, 6, 16, 25, 28, 15, 23], [11, 18, 17, 9, 26, 10, 21, 19, 20, 59, 53, 30, 31, 50, 58, 51, 33, 35, 34, 44, 40, 39], [38, 41, 27, 52, 37, 42, 45, 47, 29, 46, 43, 48, 49, 54, 62, 55, 60, 56, 61, 57, 63, 64], [72, 67, 69, 66, 65, 71, 73, 78, 74, 75, 77, 76, 79, 84, 81, 82, 80, 83, 87, 85, 86, 88]]
82: [[68, 70, 7, 32, 4, 36, 22, 3, 1, 8, 12, 2, 13, 5, 14, 24, 6, 16, 25, 28, 15, 23], [11, 18, 17, 9, 26, 10, 21, 19, 20, 59, 53, 30, 31, 50, 58, 51, 33, 35, 40, 44, 34, 39], [38, 41, 27, 52, 37, 42, 45, 47, 29, 46, 43, 48, 57, 49, 54, 63, 56, 55, 60, 61, 62, 64], [72, 67, 69, 66, 65, 71, 73, 78, 74, 75, 77, 76, 79, 84, 81, 82, 80, 83, 87, 85, 86, 88]]
83: [[68, 70, 7, 32, 4, 36, 22, 3, 1, 8, 12, 2, 13, 5, 14, 24, 6, 16, 25, 28, 15, 23], [11, 18, 17, 9, 26, 10, 21, 19, 20, 59, 53, 30, 31, 50, 58, 51, 33, 35, 34, 44, 40, 39], [38, 41, 27, 52, 37, 42, 45, 47, 29, 46, 43, 48, 49, 54, 60, 63, 56, 57, 55, 62, 61, 64], [72, 67, 69, 66, 65, 71, 73, 78, 74, 75, 77, 76, 79, 84, 81, 82, 80, 83, 87, 85, 86, 88]]
84: [[68, 70, 7, 32, 4, 36, 22, 3, 1, 8, 12, 2, 13, 5, 14, 24, 6, 16, 25, 28, 15, 23], [11, 18, 17, 9, 26, 10, 21, 19, 20, 59, 53, 30, 31, 50, 58, 51, 33, 35, 34, 44, 40, 39], [38, 41, 27, 52, 37, 42, 45, 47, 29, 46, 43, 48, 49, 54, 57, 55, 60, 56, 61, 62, 63, 64], [72, 67, 69, 66, 65, 71, 73, 78, 74, 75, 77, 76, 79, 84, 81, 82, 80, 83, 87, 85, 86, 88]]
85: [[68, 70, 7, 32, 4, 36, 22, 3, 1, 8, 12, 2, 13, 5, 14, 24, 6, 16, 25, 28, 15, 23], [11, 18, 17, 9, 26, 10, 21, 19, 20, 59, 53, 30, 31, 50, 58, 51, 33, 35, 40, 44, 34, 39], [38, 41, 27, 52, 37, 42, 45, 47, 29, 46, 43, 48, 49, 54, 60, 55, 57, 56, 61, 62, 63, 64], [72, 67, 69, 66, 65, 71, 73, 78, 74, 75, 77, 76, 79, 84, 81, 82, 80, 83, 87, 85, 86, 88]]
86: [[68, 70, 7, 32, 4, 36, 22, 3, 1, 8, 12, 2, 13, 5, 14, 24, 6, 16, 25, 28, 15, 23], [11, 18, 17, 9, 26, 10, 21, 19, 20, 59, 53, 30, 31, 50, 58, 51, 33, 35, 34, 44, 40, 39], [38, 41, 27, 52, 37, 42, 45, 47, 29, 46, 43, 48, 57, 49, 62, 54, 55, 60, 56, 61, 63, 64], [72, 67, 69, 66, 65, 71, 73, 78, 74, 75, 77, 76, 79, 84, 81, 82, 80, 83, 87, 85, 86, 88]]
87: [[68, 70, 7, 32, 4, 36, 22, 3, 1, 8, 12, 2, 13, 5, 14, 24, 6, 16, 25, 28, 15, 23], [11, 18, 17, 9, 26, 10, 21, 19, 20, 59, 53, 30, 31, 50, 58, 51, 33, 35, 40, 44, 34, 39], [38, 41, 27, 52, 37, 42, 45, 47, 29, 46, 43, 48, 49, 57, 62, 55, 60, 56, 54, 63, 61, 64], [72, 67, 69, 66, 65, 71, 73, 78, 74, 75, 77, 76, 79, 84, 81, 82, 80, 83, 87, 85, 86, 88]]
88: [[68, 70, 7, 32, 4, 36, 22, 3, 1, 8, 12, 2, 13, 5, 14, 24, 6, 16, 25, 28, 15, 23], [11, 18, 17, 9, 26, 10, 21, 19, 20, 59, 53, 30, 31, 50, 58, 51, 33, 35, 40, 44, 34, 39], [38, 41, 27, 52, 37, 42, 45, 47, 29, 46, 43, 48, 49, 60, 54, 55, 62, 57, 56, 63, 61, 64], [72, 67, 69, 66, 65, 71, 73, 78, 74, 75, 77, 76, 79, 84, 81, 82, 80, 83, 87, 85, 86, 88]]
89: [[68, 70, 7, 32, 4, 36, 22, 3, 1, 8, 12, 2, 13, 5, 14, 24, 6, 16, 25, 28, 15, 23], [11, 18, 17, 9, 26, 10, 21, 19, 20, 59, 53, 30, 31, 50, 58, 51, 33, 35, 34, 44, 40, 39], [38, 41, 27, 52, 37, 42, 45, 47, 29, 46, 43, 48, 49, 54, 63, 55, 60, 56, 57, 61, 62, 64], [72, 67, 69, 66, 65, 71, 73, 78, 74, 75, 77, 76, 79, 84, 81, 82, 80, 83, 87, 85, 86, 88]]
90: [[68, 70, 7, 32, 4, 36, 22, 3, 1, 8, 12, 2, 13, 5, 14, 24, 6, 16, 25, 28, 15, 23], [11, 18, 17, 9, 26, 10, 21, 19, 20, 59, 53, 30, 31, 50, 58, 51, 33, 35, 34, 44, 40, 39], [38, 41, 27, 52, 37, 42, 45, 47, 29, 46, 43, 48, 57, 49, 55, 54, 56, 62, 60, 63, 61, 64], [72, 67, 69, 66, 65, 71, 73, 78, 74, 75, 77, 76, 79, 84, 81, 82, 80, 83, 87, 85, 86, 88]]
91: [[68, 70, 7, 32, 4, 36, 22, 3, 1, 8, 12, 2, 13, 5, 14, 24, 6, 16, 25, 28, 15, 23], [11, 18, 17, 9, 26, 10, 21, 19, 20, 59, 53, 30, 31, 50, 58, 51, 33, 35, 40, 44, 34, 39], [38, 41, 27, 52, 37, 42, 45, 47, 29, 46, 43, 48, 57, 49, 55, 60, 54, 56, 62, 61, 63, 64], [72, 67, 69, 66, 65, 71, 73, 78, 74, 75, 77, 76, 79, 84, 81, 82, 80, 83, 87, 85, 86, 88]]
92: [[68, 70, 7, 32, 4, 36, 22, 3, 1, 8, 12, 2, 13, 5, 14, 24, 6, 16, 25, 28, 15, 23], [11, 18, 17, 9, 26, 10, 21, 19, 20, 59, 53, 30, 31, 50, 58, 51, 33, 35, 34, 44, 40, 39], [38, 41, 27, 52, 37, 42, 45, 47, 29, 46, 43, 48, 57, 49, 62, 55, 54, 60, 56, 61, 63, 64], [72, 67, 69, 66, 65, 71, 73, 78, 74, 75, 77, 76, 79, 84, 81, 82, 80, 83, 87, 85, 86, 88]]
93: [[68, 70, 7, 32, 4, 36, 22, 3, 1, 8, 12, 2, 13, 5, 14, 24, 6, 16, 25, 28, 15, 23], [11, 18, 17, 9, 26, 10, 21, 19, 20, 59, 53, 30, 31, 50, 58, 51, 33, 35, 40, 44, 34, 39], [38, 41, 27, 52, 37, 42, 45, 47, 29, 46, 43, 48, 49, 57, 62, 55, 60, 54, 56, 61, 63, 64], [72, 67, 69, 66, 65, 71, 73, 78, 74, 75, 77, 76, 79, 84, 81, 82, 80, 83, 87, 85, 86, 88]]
94: [[68, 70, 7, 32, 4, 36, 22, 3, 1, 8, 12, 2, 13, 5, 14, 24, 6, 16, 25, 28, 15, 23], [11, 18, 17, 9, 26, 10, 21, 19, 20, 59, 53, 30, 31, 50, 58, 51, 33, 35, 34, 44, 40, 39], [38, 41, 27, 52, 37, 42, 45, 47, 29, 46, 43, 48, 57, 49, 54, 55, 56, 61, 60, 62, 63, 64], [72, 67, 69, 66, 65, 71, 73, 78, 74, 75, 77, 76, 79, 84, 81, 82, 80, 83, 87, 85, 86, 88]]
95: [[68, 70, 7, 32, 4, 36, 22, 3, 1, 8, 12, 2, 13, 5, 14, 24, 6, 16, 25, 28, 15, 23], [11, 18, 17, 9, 26, 10, 21, 19, 20, 59, 53, 30, 31, 50, 58, 51, 33, 35, 40, 44, 34, 39], [38, 41, 27, 52, 37, 42, 45, 47, 29, 46, 43, 48, 49, 60, 55, 54, 56, 57, 61, 62, 63, 64], [72, 67, 69, 66, 65, 71, 73, 78, 74, 75, 77, 76, 79, 84, 81, 82, 80, 83, 87, 85, 86, 88]]
96: [[68, 70, 7, 32, 4, 36, 22, 3, 1, 8, 12, 2, 13, 5, 14, 24, 6, 16, 25, 28, 15, 23], [11, 18, 17, 9, 26, 10, 21, 19, 20, 59, 53, 31, 30, 50, 58, 51, 33, 35, 34, 44, 40, 39], [38, 41, 27, 52, 37, 42, 45, 47, 29, 46, 43, 48, 57, 49, 62, 54, 61, 60, 56, 63, 55, 64], [72, 67, 69, 66, 65, 71, 73, 78, 74, 75, 77, 76, 79, 84, 81, 82, 80, 83, 87, 85, 86, 88]]
97: [[68, 70, 7, 32, 4, 36, 22, 3, 1, 8, 12, 2, 13, 5, 14, 24, 6, 16, 25, 28, 15, 23], [11, 18, 17, 9, 26, 10, 21, 19, 20, 59, 53, 30, 31, 50, 58, 51, 33, 35, 34, 44, 40, 39], [38, 41, 27, 54, 37, 42, 45, 47, 29, 46, 43, 48, 49, 52, 55, 61, 57, 60, 56, 63, 62, 64], [72, 67, 69, 66, 65, 71, 73, 78, 74, 75, 77, 76, 79, 84, 81, 82, 80, 83, 87, 85, 86, 88]]
98: [[68, 70, 7, 32, 4, 36, 22, 3, 1, 8, 12, 2, 13, 5, 14, 24, 6, 16, 25, 28, 15, 23], [11, 18, 17, 9, 26, 10, 21, 19, 20, 59, 53, 30, 31, 50, 58, 51, 33, 35, 34, 44, 40, 39], [38, 41, 27, 52, 37, 42, 45, 47, 29, 46, 43, 48, 49, 54, 63, 55, 57, 60, 56, 61, 62, 64], [72, 67, 69, 66, 65, 71, 73, 78, 74, 75, 77, 76, 79, 84, 81, 82, 80, 83, 87, 85, 86, 88]]
99: [[68, 70, 7, 32, 4, 36, 22, 3, 1, 8, 12, 2, 13, 5, 14, 24, 6, 16, 25, 28, 15, 23], [11, 18, 17, 9, 26, 10, 21, 19, 20, 59, 53, 30, 31, 50, 58, 51, 33, 35, 40, 44, 34, 39], [38, 41, 27, 52, 37, 42, 45, 47, 29, 46, 43, 48, 49, 54, 62, 55, 60, 56, 61, 57, 63, 64], [72, 67, 69, 66, 65, 71, 73, 78, 74, 75, 77, 76, 79, 84, 81, 82, 80, 83, 87, 85, 86, 88]]
100: [[68, 70, 7, 32, 4, 36, 22, 3, 1, 8, 12, 2, 13, 5, 14, 24, 6, 16, 25, 28, 15, 23], [11, 18, 17, 9, 26, 10, 21, 19, 20, 59, 53, 30, 31, 50, 58, 51, 33, 35, 40, 44, 34, 39], [38, 41, 27, 52, 37, 42, 45, 47, 29, 46, 43, 48, 57, 49, 55, 61, 54, 62, 60, 56, 63, 64], [72, 67, 69, 66, 65, 71, 73, 78, 74, 75, 77, 76, 79, 84, 81, 82, 80, 83, 87, 85, 86, 88]]
101: [[68, 70, 7, 32, 4, 36, 22, 3, 1, 8, 12, 2, 13, 5, 14, 24, 6, 16, 25, 28, 15, 23], [11, 18, 17, 9, 26, 21, 19, 20, 59, 53, 30, 31, 50, 58, 51, 33, 35, 40, 44, 34, 10, 39], [38, 41, 27, 52, 37, 42, 45, 47, 29, 46, 43, 48, 49, 54, 63, 56, 60, 57, 62, 61, 55, 64], [72, 67, 69, 66, 65, 71, 73, 78, 74, 75, 77, 76, 79, 84, 81, 82, 80, 83, 87, 85, 86, 88]]
