0: [[46, 19, 50], [42, 18, 76, 77, 11, 5, 37, 67, 27, 78], [32, 17, 21, 59, 6], [41, 49, 54, 15], [44, 39, 87, 55], [80, 31, 16, 10], [25, 72, 1, 20, 2], [62, 4, 26], [65, 88, 7], [3, 8, 14], [60, 9], [12, 13, 22], [28, 29], [33, 35, 30, 51], [43, 36], [23, 24, 64], [34, 38, 53, 40], [45, 47, 56], [57, 73, 58], [61, 48, 52, 68], [66, 70, 71, 74], [63, 75, 69], [81, 84, 85, 83], [82, 79], [86]]
51: [[46, 19, 50], [42, 18, 76], [77, 11, 5], [37, 67, 27], [78, 32, 17], [21, 59], [6, 41, 49], [54, 15, 44], [39, 87, 55], [80, 31, 16], [10, 25], [72, 1], [20, 2, 62], [4, 26], [65, 88, 7], [3, 8, 14], [60, 9], [12, 13, 22], [28, 29, 33], [35, 30, 51, 43], [36, 23, 24], [64, 34, 38], [53, 40, 45], [47, 56, 57, 73], [58, 61, 48, 52], [68, 66, 70], [71, 74, 63], [75, 69], [81, 84, 85, 83], [82, 79], [86]]
52: [[46, 19, 50], [42, 18, 76], [77, 11], [5, 37, 67], [27, 78, 32], [17, 21, 59], [6, 41, 49], [54, 15], [44, 39, 87], [55, 80], [31, 16, 10], [25, 72], [1, 20, 2], [62, 4], [26, 65], [88, 7, 3], [8, 14, 60, 9], [12, 13, 22], [28, 29, 33, 35], [30, 51, 43], [36, 23, 24], [64, 34, 38], [53, 40, 45], [47, 56, 57], [73, 58, 61], [48, 52, 68], [66, 70, 71, 74], [63, 75, 69, 81], [84, 85], [83, 82, 79, 86]]
53: [[46, 19, 50], [42, 18], [76, 77], [11, 5, 37], [67, 27], [78, 32, 17], [21, 59], [6, 41, 49], [54, 15, 44], [39, 87, 55], [80, 31], [16, 10], [25, 72, 1], [20, 2, 62], [4, 26], [65, 88, 7], [3, 8, 14], [60, 9, 12], [13, 22], [28, 29, 33], [35, 30, 51], [43, 36, 23], [24, 64, 34], [38, 53, 40], [45, 47, 56], [57, 73, 58], [61, 48, 52, 68], [66, 70, 71, 74], [63, 75], [69, 81, 84, 85], [83, 82, 79, 86]]
54: [[46, 19, 50], [42, 18, 76], [77, 11, 5], [37, 67, 27], [78, 32], [17, 21, 59], [6, 41, 49], [54, 15, 44], [39, 87, 55], [80, 31], [16, 10, 25], [72, 1, 20, 2], [62, 4], [26, 65, 88, 7], [3, 8, 14], [60, 9, 12, 13, 22, 28, 29, 33, 35], [30, 51, 43, 36], [23, 24, 64, 34], [38, 53, 40], [45, 47, 56], [57, 73, 58, 61, 48, 52, 68, 66, 70, 71, 74, 63, 75, 69, 81], [84, 85, 83, 82, 79, 86]]
55: [[46, 19, 50], [42, 18], [76, 77], [11, 5, 37], [67, 27], [78, 32, 17], [21, 59], [6, 41, 49], [54, 15, 44], [39, 87, 55], [80, 31], [16, 10], [25, 72, 1], [20, 2, 62], [4, 26], [65, 88, 7], [3, 8, 14], [60, 9, 12], [13, 22], [28, 29, 33], [35, 30, 51], [43, 36, 23], [24, 64, 34], [38, 53, 40], [45, 47, 56], [57, 73, 58], [61, 48, 52, 68], [66, 70, 71, 74], [63, 75], [69, 81, 84, 85], [83, 82, 79, 86]]
56: [[46, 19, 50], [42, 18, 76], [77, 11, 5], [37, 67, 27], [78, 32, 17], [21, 59], [6, 41, 49], [54, 15, 44], [39, 87, 55], [80, 31, 16], [10, 25, 72], [1, 20, 2], [62, 4, 26], [65, 88, 7], [3, 8], [14, 60, 9], [12, 13], [22, 28, 29], [33, 35], [30, 51, 43], [36, 23, 24], [64, 34], [38, 53, 40], [45, 47, 56], [57, 73, 58], [61, 48, 52], [68, 66, 70], [71, 74, 63], [75, 69, 81], [84, 85, 83], [82, 79, 86]]
57: [[46, 19, 50], [42, 18, 76], [77, 11, 5], [37, 67, 27], [78, 32, 17], [21, 59, 6], [41, 49], [54, 15, 44], [39, 87, 55], [80, 31, 16], [10, 25, 72], [1, 20, 2], [62, 4, 26], [65, 88], [7, 3, 8], [14, 60, 9], [12, 13, 22], [28, 29], [33, 35, 30], [51, 43, 36], [23, 24, 64], [34, 38], [53, 40, 45], [47, 56, 57], [73, 58, 61], [48, 52, 68], [66, 70, 71, 74], [63, 75, 69], [81, 84, 85], [83, 82, 79, 86]]
58: [[46, 19, 50], [42, 18, 76], [77, 11, 5, 37], [67, 27, 78], [32, 17, 21, 59, 6], [41, 49], [54, 15, 44], [39, 87, 55], [80, 31], [16, 10, 25, 72], [1, 20, 2], [62, 4, 26], [65, 88, 7], [3, 8, 14], [60, 9, 12], [13, 22, 28], [29, 33, 35], [30, 51, 43], [36, 23, 24], [64, 34, 38], [53, 40, 45], [47, 56, 57, 73], [58, 61, 48], [52, 68], [66, 70, 71], [74, 63, 75], [69, 81, 84, 85], [83, 82, 79], [86]]
59: [[46, 19, 50], [42, 18, 76], [77, 11], [5, 37, 67], [27, 78, 32], [17, 21, 59], [6, 41, 49], [54, 15, 44], [39, 87], [55, 80, 31], [16, 10], [25, 72], [1, 20], [2, 62, 4, 26], [65, 88], [7, 3, 8, 14], [60, 9], [12, 13, 22], [28, 29, 33], [35, 30], [51, 43, 36, 23, 24], [64, 34, 38], [53, 40, 45], [47, 56, 57], [73, 58, 61], [48, 52, 68], [66, 70, 71, 74], [63, 75, 69], [81, 84, 85, 83], [82, 79, 86]]
60: [[46, 19, 50], [42, 18, 76, 77, 11, 5], [37, 67, 27, 78, 32], [17, 21, 59, 6], [41, 49, 54], [15, 44, 39], [87, 55, 80], [31, 16, 10], [25, 72, 1], [20, 2, 62], [4, 26, 65], [88, 7, 3], [8, 14, 60], [9, 12], [13, 22, 28], [29, 33, 35], [30, 51, 43], [36, 23, 24, 64, 34, 38, 53, 40], [45, 47, 56, 57, 73], [58, 61, 48, 52], [68, 66, 70], [71, 74, 63], [75, 69, 81], [84, 85, 83], [82, 79, 86]]
61: [[46, 19, 50], [42, 18, 76], [77, 11], [5, 37, 67], [27, 78, 32], [17, 21, 59], [6, 41, 49], [54, 15, 44], [39, 87, 55], [80, 31, 16], [10, 25, 72], [1, 20], [2, 62], [4, 26, 65], [88, 7], [3, 8], [14, 60], [9, 12, 13, 22], [28, 29, 33], [35, 30, 51], [43, 36, 23], [24, 64, 34], [38, 53, 40], [45, 47], [56, 57, 73], [58, 61, 48, 52], [68, 66, 70], [71, 74, 63], [75, 69, 81], [84, 85, 83], [82, 79, 86]]
62: [[46, 19, 50], [42, 18], [76, 77, 11], [5, 37, 67], [27, 78], [32, 17, 21], [59, 6, 41], [49, 54, 15], [44, 39, 87], [55, 80, 31], [16, 10], [25, 72], [1, 20], [2, 62, 4], [26, 65, 88], [7, 3, 8], [14, 60, 9], [12, 13, 22], [28, 29, 33], [35, 30, 51], [43, 36, 23], [24, 64, 34], [38, 53], [40, 45], [47, 56, 57], [73, 58, 61], [48, 52, 68], [66, 70, 71], [74, 63, 75], [69, 81, 84, 85], [83, 82, 79, 86]]
63: [[46, 19, 50], [42, 18], [76, 77, 11], [5, 37, 67], [27, 78, 32], [17, 21, 59], [6, 41, 49], [54, 15, 44], [39, 87], [55, 80], [31, 16, 10, 25], [72, 1], [20, 2, 62], [4, 26, 65], [88, 7, 3], [8, 14, 60], [9, 12, 13], [22, 28, 29], [33, 35, 30], [51, 43, 36], [23, 24, 64], [34, 38, 53], [40, 45, 47, 56], [57, 73, 58], [61, 48], [52, 68, 66], [70, 71], [74, 63, 75], [69, 81, 84], [85, 83, 82], [79, 86]]
64: [[46, 19, 50], [42, 18], [76, 77], [11, 5, 37], [67, 27], [78, 32, 17], [21, 59, 6], [41, 49, 54], [15, 44, 39], [87, 55, 80], [31, 16, 10], [25, 72, 1], [20, 2, 62], [4, 26, 65], [88, 7], [3, 8], [14, 60, 9], [12, 13], [22, 28, 29], [33, 35, 30], [51, 43, 36], [23, 24, 64], [34, 38, 53], [40, 45], [47, 56], [57, 73, 58], [61, 48, 52], [68, 66, 70], [71, 74, 63], [75, 69, 81, 84, 85, 83, 82, 79, 86]]
65: [[46, 19, 50], [42, 18], [76, 77], [11, 5, 37], [67, 27], [78, 32, 17], [21, 59, 6], [41, 49, 54], [15, 44, 39], [87, 55, 80], [31, 16, 10], [25, 72, 1], [20, 2, 62], [4, 26, 65], [88, 7], [3, 8], [14, 60, 9], [12, 13], [22, 28, 29], [33, 35, 30], [51, 43, 36], [23, 24, 64], [34, 38, 53], [40, 45], [47, 56], [57, 73, 58], [61, 48, 52], [68, 66, 70], [71, 74, 63], [75, 69, 81, 84, 85, 83, 82, 79, 86]]
66: [[46, 19, 50], [42, 18], [76, 77], [11, 5, 37], [67, 27], [78, 32, 17], [21, 59, 6], [41, 49, 54], [15, 44, 39], [87, 55, 80], [31, 16, 10], [25, 72, 1], [20, 2, 62], [4, 26, 65], [88, 7], [3, 8], [14, 60, 9], [12, 13], [22, 28, 29], [33, 35, 30], [51, 43, 36], [23, 24, 64], [34, 38, 53], [40, 45], [47, 56], [57, 73, 58], [61, 48, 52], [68, 66, 70], [71, 74, 63], [75, 69, 81, 84, 85, 83, 82, 79, 86]]
67: [[46, 19, 50], [42, 18, 76], [77, 11], [5, 37, 67], [27, 78], [32, 17, 21], [59, 6], [41, 49, 54], [15, 44, 39], [87, 55, 80], [31, 16, 10], [25, 72, 1], [20, 2, 62], [4, 26, 65], [88, 7, 3], [8, 14], [60, 9], [12, 13, 22], [28, 29, 33], [35, 30, 51], [43, 36, 23], [24, 64, 34], [38, 53, 40], [45, 47, 56], [57, 73, 58, 61], [48, 52, 68, 66], [70, 71, 74, 63], [75, 69, 81, 84], [85, 83, 82, 79, 86]]
68: [[46, 19, 50], [42, 18], [76, 77, 11], [5, 37, 67], [27, 78, 32], [17, 21, 59], [6, 41, 49], [54, 15, 44], [39, 87], [55, 80], [31, 16, 10, 25], [72, 1], [20, 2, 62], [4, 26, 65], [88, 7], [3, 8, 14], [60, 9], [12, 13, 22], [28, 29, 33], [35, 30, 51], [43, 36, 23], [24, 64, 34], [38, 53, 40], [45, 47, 56], [57, 73, 58, 61, 48, 52, 68, 66, 70, 71, 74, 63, 75, 69, 81, 84, 85, 83, 82, 79, 86]]
69: [[46, 19, 50], [42, 18], [76, 77, 11], [5, 37], [67, 27, 78], [32, 17, 21], [59, 6, 41], [49, 54, 15], [44, 39], [87, 55, 80], [31, 16, 10], [25, 72, 1], [20, 2, 62], [4, 26, 65], [88, 7], [3, 8, 14], [60, 9, 12], [13, 22, 28], [29, 33], [35, 30, 51], [43, 36, 23], [24, 64, 34], [38, 53, 40], [45, 47, 56], [57, 73, 58], [61, 48], [52, 68, 66], [70, 71, 74], [63, 75, 69], [81, 84, 85, 83], [82], [79, 86]]
70: [[46, 19, 50], [42, 18, 76], [77, 11, 5], [37, 67], [27, 78, 32], [17, 21, 59], [6, 41, 49], [54, 15], [44, 39, 87], [55, 80, 31], [16, 10, 25], [72, 1, 20], [2, 62, 4], [26, 65], [88, 7, 3], [8, 14, 60], [9, 12, 13], [22, 28], [29, 33, 35, 30], [51, 43], [36, 23, 24], [64, 34, 38], [53, 40, 45], [47, 56, 57], [73, 58], [61, 48, 52], [68, 66, 70], [71, 74, 63], [75, 69, 81], [84], [85, 83, 82], [79, 86]]
71: [[46, 19, 50], [42, 18, 76], [77, 11, 5], [37, 67, 27], [78, 32, 17], [21, 59, 6], [41, 49, 54], [15, 44, 39], [87, 55, 80], [31, 16, 10], [25, 72, 1], [20, 2, 62], [4, 26, 65], [88, 7, 3], [8, 14, 60], [9, 12, 13], [22, 28, 29], [33, 35], [30, 51, 43], [36, 23, 24], [64, 34], [38, 53, 40], [45, 47, 56], [57, 73], [58, 61, 48], [52, 68, 66], [70, 71], [74, 63], [75, 69, 81], [84, 85, 83], [82, 79, 86]]
72: [[46, 19, 50], [42, 18, 76, 77, 11, 5, 37, 67, 27, 78], [32, 17, 21, 59, 6], [41, 49, 54, 15], [44, 39], [87, 55], [80, 31, 16], [10, 25], [72, 1, 20], [2, 62, 4], [26, 65], [88, 7], [3, 8, 14], [60, 9, 12], [13, 22, 28], [29, 33, 35], [30, 51, 43], [36, 23, 24], [64, 34, 38], [53, 40, 45], [47, 56, 57], [73, 58, 61], [48, 52, 68, 66, 70, 71, 74, 63, 75, 69, 81, 84, 85, 83, 82, 79, 86]]
73: [[46, 19, 50], [42, 18, 76], [77, 11, 5], [37, 67, 27], [78, 32], [17, 21], [59, 6, 41], [49, 54, 15], [44, 39, 87], [55, 80, 31], [16, 10, 25], [72, 1], [20, 2], [62, 4, 26], [65, 88, 7], [3, 8], [14, 60, 9], [12, 13, 22], [28, 29, 33, 35], [30, 51], [43, 36, 23], [24, 64, 34], [38, 53, 40, 45], [47, 56, 57], [73, 58, 61], [48, 52, 68, 66], [70, 71, 74, 63], [75, 69], [81, 84, 85, 83], [82, 79, 86]]
74: [[46, 19, 50], [42, 18], [76, 77, 11], [5, 37, 67], [27, 78, 32], [17, 21, 59], [6, 41], [49, 54, 15], [44, 39], [87, 55, 80, 31], [16, 10], [25, 72, 1, 20], [2, 62, 4], [26, 65, 88], [7, 3], [8, 14], [60, 9, 12], [13, 22], [28, 29, 33], [35, 30, 51], [43, 36, 23], [24, 64, 34], [38, 53, 40, 45], [47, 56, 57], [73, 58, 61, 48, 52, 68, 66], [70, 71, 74, 63, 75, 69, 81, 84, 85, 83, 82, 79, 86]]
75: [[46, 19, 50], [42, 18], [76, 77], [11, 5, 37], [67, 27, 78], [32, 17, 21], [59, 6, 41], [49, 54, 15], [44, 39, 87], [55, 80, 31], [16, 10, 25], [72, 1, 20], [2, 62], [4, 26, 65], [88, 7, 3], [8, 14, 60], [9, 12, 13], [22, 28, 29], [33, 35, 30], [51, 43, 36], [23, 24, 64], [34, 38], [53, 40, 45], [47, 56, 57], [73, 58, 61], [48, 52, 68, 66], [70, 71, 74], [63, 75, 69, 81], [84, 85], [83], [82, 79, 86]]
76: [[46, 19, 50], [42, 18, 76, 77, 11, 5, 37, 67, 27, 78], [32, 17, 21, 59, 6], [41, 49, 54, 15], [44, 39], [87, 55], [80, 31, 16], [10, 25, 72], [1, 20, 2], [62, 4, 26], [65, 88, 7], [3, 8, 14, 60, 9, 12, 13, 22, 28, 29, 33, 35, 30, 51, 43, 36, 23, 24, 64, 34, 38, 53, 40, 45, 47], [56, 57, 73, 58, 61, 48, 52, 68, 66, 70, 71, 74, 63, 75, 69, 81, 84, 85, 83, 82, 79, 86]]
77: [[46, 19, 50], [42, 18], [76, 77, 11], [5, 37, 67], [27, 78, 32], [17, 21, 59], [6, 41, 49], [54, 15, 44], [39, 87, 55], [80, 31, 16], [10, 25], [72, 1, 20], [2, 62, 4], [26, 65, 88], [7, 3, 8], [14, 60, 9], [12, 13, 22], [28, 29], [33, 35, 30], [51, 43, 36], [23, 24], [64, 34, 38], [53, 40, 45], [47, 56, 57], [73, 58, 61], [48, 52, 68], [66, 70, 71], [74, 63, 75, 69], [81, 84, 85], [83, 82], [79, 86]]
78: [[46, 19, 50], [42, 18, 76, 77, 11], [5, 37, 67, 27], [78, 32], [17, 21], [59, 6, 41], [49, 54], [15, 44, 39], [87, 55, 80], [31, 16, 10], [25, 72, 1], [20, 2, 62, 4], [26, 65, 88], [7, 3, 8, 14], [60, 9], [12, 13, 22, 28], [29, 33, 35], [30, 51, 43], [36, 23], [24, 64], [34, 38, 53], [40, 45], [47, 56, 57], [73, 58, 61], [48, 52, 68], [66, 70, 71], [74, 63, 75, 69], [81, 84, 85], [83, 82, 79, 86]]
79: [[46, 19, 50], [42, 18, 76], [77, 11, 5], [37, 67, 27], [78, 32, 17], [21, 59, 6, 41], [49, 54, 15], [44, 39, 87], [55, 80, 31], [16, 10, 25], [72, 1, 20], [2, 62, 4], [26, 65, 88], [7, 3, 8], [14, 60, 9], [12, 13], [22, 28, 29], [33, 35, 30], [51, 43, 36], [23, 24, 64, 34], [38, 53, 40], [45, 47, 56, 57], [73, 58], [61], [48, 52, 68, 66, 70, 71, 74, 63, 75, 69, 81, 84, 85, 83], [82, 79, 86]]
80: [[46, 19, 50], [42, 18, 76], [77, 11], [5, 37, 67], [27, 78, 32], [17, 21], [59, 6, 41], [49, 54, 15], [44, 39], [87, 55, 80], [31, 16], [10, 25, 72], [1, 20, 2], [62, 4], [26, 65], [88, 7, 3], [8, 14, 60], [9, 12, 13], [22, 28, 29], [33, 35, 30], [51, 43, 36], [23, 24, 64], [34, 38, 53], [40, 45, 47], [56, 57, 73], [58, 61], [48, 52], [68, 66, 70], [71, 74, 63], [75, 69, 81], [84, 85, 83], [82, 79, 86]]
81: [[46, 19], [50, 42], [18, 76, 77], [11, 5], [37, 67], [27, 78, 32], [17, 21, 59, 6, 41], [49, 54, 15, 44], [39, 87], [55, 80], [31, 16, 10], [25, 72], [1, 20, 2], [62, 4, 26], [65, 88, 7], [3, 8, 14], [60, 9], [12, 13, 22], [28, 29, 33], [35, 30, 51], [43, 36, 23], [24, 64, 34], [38, 53, 40], [45, 47, 56, 57], [73, 58, 61, 48], [52, 68, 66], [70, 71], [74, 63], [75, 69, 81, 84, 85], [83, 82, 79, 86]]
82: [[46, 19, 50], [42, 18, 76, 77, 11, 5, 37, 67, 27, 78], [32, 17, 21, 59, 6], [41, 49, 54], [15, 44, 39], [87, 55], [80, 31, 16], [10, 25], [72, 1], [20, 2, 62], [4, 26, 65], [88, 7, 3, 8], [14, 60, 9, 12], [13, 22], [28, 29, 33], [35, 30, 51], [43, 36, 23], [24, 64, 34], [38, 53, 40, 45], [47, 56], [57, 73, 58], [61, 48, 52, 68, 66, 70, 71, 74, 63, 75, 69, 81, 84, 85, 83, 82, 79, 86]]
83: [[46, 19, 50], [42, 18, 76], [77, 11, 5], [37, 67], [27, 78], [32, 17, 21], [59, 6, 41], [49, 54, 15], [44, 39], [87, 55, 80], [31, 16, 10, 25], [72, 1, 20], [2, 62, 4], [26, 65, 88], [7, 3, 8], [14], [60, 9, 12], [13, 22, 28], [29, 33, 35], [30, 51, 43], [36, 23, 24], [64, 34, 38], [53, 40, 45, 47], [56, 57, 73], [58, 61, 48], [52, 68], [66, 70, 71], [74, 63, 75, 69], [81, 84, 85], [83, 82, 79], [86]]
84: [[46, 19, 50], [42, 18, 76], [77, 11, 5], [37, 67, 27], [78, 32, 17], [21, 59, 6], [41, 49, 54], [15, 44, 39], [87, 55, 80], [31, 16, 10], [25, 72, 1], [20, 2], [62, 4], [26, 65, 88], [7, 3, 8], [14, 60], [9, 12], [13, 22, 28], [29, 33, 35], [30, 51, 43, 36], [23, 24], [64, 34, 38], [53, 40, 45], [47, 56, 57, 73], [58, 61, 48], [52, 68], [66, 70], [71, 74, 63], [75, 69, 81], [84, 85, 83], [82, 79, 86]]
85: [[46, 19, 50], [42, 18, 76], [77, 11, 5], [37, 67, 27], [78, 32, 17], [21, 59, 6], [41, 49, 54], [15, 44], [39, 87, 55], [80, 31, 16], [10, 25, 72], [1, 20, 2], [62, 4], [26, 65, 88], [7, 3, 8], [14, 60, 9], [12, 13, 22], [28, 29, 33], [35, 30, 51], [43, 36, 23, 24], [64, 34, 38, 53], [40, 45, 47, 56], [57, 73, 58, 61], [48, 52, 68, 66], [70, 71], [74, 63, 75], [69, 81, 84], [85, 83, 82, 79, 86]]
86: [[46, 19, 50], [42, 18, 76], [77, 11], [5, 37, 67], [27, 78, 32], [17, 21, 59], [6, 41, 49], [54, 15, 44], [39, 87, 55], [80, 31, 16], [10, 25, 72], [1, 20, 2], [62, 4, 26], [65, 88, 7], [3, 8], [14, 60], [9, 12, 13], [22, 28], [29, 33, 35], [30, 51, 43], [36, 23, 24], [64, 34, 38], [53, 40, 45], [47, 56], [57, 73], [58, 61, 48], [52, 68, 66], [70, 71, 74], [63, 75, 69], [81, 84, 85, 83, 82, 79, 86]]
87: [[46, 19, 50], [42, 18, 76], [77, 11, 5], [37, 67], [27, 78, 32], [17, 21, 59], [6, 41], [49, 54, 15], [44, 39, 87], [55, 80, 31, 16], [10, 25, 72, 1], [20, 2, 62], [4, 26], [65, 88, 7], [3, 8, 14], [60, 9, 12, 13], [22, 28, 29, 33], [35, 30], [51, 43, 36, 23], [24, 64], [34, 38, 53, 40], [45, 47, 56], [57, 73, 58, 61, 48, 52, 68, 66, 70, 71, 74, 63, 75, 69, 81, 84, 85, 83, 82, 79, 86]]
88: [[46, 19, 50], [42, 18, 76], [77, 11, 5], [37, 67, 27], [78, 32, 17], [21, 59, 6], [41, 49, 54], [15, 44, 39], [87, 55, 80], [31, 16, 10], [25, 72], [1, 20, 2], [62, 4, 26], [65, 88, 7], [3, 8, 14], [60, 9], [12, 13, 22], [28, 29, 33], [35, 30], [51, 43, 36], [23, 24, 64], [34, 38, 53], [40, 45, 47], [56, 57], [73, 58, 61], [48, 52], [68, 66, 70], [71, 74, 63], [75, 69, 81], [84, 85, 83], [82, 79, 86]]
89: [[46, 19, 50], [42, 18, 76], [77, 11, 5], [37, 67, 27], [78, 32, 17], [21, 59, 6], [41, 49, 54], [15, 44, 39], [87, 55], [80, 31, 16], [10, 25, 72], [1, 20, 2], [62, 4], [26, 65, 88], [7, 3], [8, 14, 60], [9, 12, 13], [22, 28, 29, 33], [35, 30, 51, 43], [36, 23, 24, 64], [34, 38], [53, 40, 45], [47, 56, 57, 73], [58, 61, 48, 52], [68, 66, 70, 71], [74, 63, 75], [69, 81], [84, 85, 83], [82, 79, 86]]
90: [[46, 19, 50], [42, 18, 76, 77, 11, 5, 37, 67, 27, 78], [32, 17, 21, 59, 6], [41, 49, 54, 15], [44, 39, 87], [55, 80, 31], [16, 10, 25], [72, 1, 20, 2, 62, 4, 26, 65, 88, 7, 3, 8, 14, 60, 9, 12, 13, 22, 28, 29, 33, 35, 30, 51, 43, 36, 23, 24, 64, 34, 38, 53, 40, 45, 47, 56, 57, 73, 58, 61, 48, 52, 68, 66, 70, 71, 74, 63, 75, 69, 81, 84, 85, 83, 82, 79, 86]]
91: [[46, 19], [50, 42], [18, 76, 77], [11, 5, 37], [67, 27, 78], [32, 17, 21], [59, 6, 41], [49, 54, 15], [44, 39, 87], [55, 80], [31, 16, 10], [25, 72, 1], [20, 2], [62, 4, 26], [65, 88, 7], [3, 8, 14], [60, 9, 12], [13, 22], [28, 29], [33, 35, 30], [51, 43, 36], [23, 24, 64], [34, 38, 53], [40, 45], [47, 56, 57], [73, 58, 61], [48, 52, 68], [66, 70, 71], [74, 63, 75], [69, 81, 84], [85, 83], [82, 79, 86]]
92: [[46, 19, 50], [42, 18, 76, 77, 11], [5, 37], [67, 27, 78, 32, 17], [21, 59, 6, 41], [49, 54], [15, 44], [39, 87, 55], [80, 31], [16, 10, 25], [72, 1, 20], [2, 62, 4], [26, 65, 88], [7, 3], [8, 14, 60], [9, 12, 13], [22, 28, 29], [33, 35, 30, 51], [43, 36, 23], [24, 64, 34], [38, 53, 40], [45, 47, 56, 57], [73, 58, 61], [48, 52, 68], [66, 70], [71, 74, 63, 75, 69], [81, 84, 85, 83], [82, 79], [86]]
93: [[46, 19, 50], [42, 18, 76], [77, 11], [5, 37, 67], [27, 78, 32], [17, 21, 59], [6, 41], [49, 54, 15], [44, 39], [87, 55, 80], [31, 16], [10, 25, 72], [1, 20, 2], [62, 4, 26], [65, 88, 7], [3, 8, 14], [60, 9, 12], [13, 22, 28], [29, 33, 35], [30, 51, 43], [36, 23, 24, 64], [34, 38, 53, 40], [45, 47, 56, 57], [73, 58, 61], [48, 52, 68], [66, 70, 71], [74, 63, 75, 69, 81, 84, 85, 83, 82, 79, 86]]
94: [[46, 19, 50], [42, 18, 76], [77, 11, 5], [37, 67, 27], [78, 32, 17], [21, 59, 6], [41, 49], [54, 15], [44, 39], [87, 55], [80, 31, 16], [10, 25, 72], [1, 20, 2], [62, 4, 26], [65, 88], [7, 3], [8, 14], [60, 9, 12], [13, 22, 28], [29, 33, 35], [30, 51, 43], [36, 23, 24], [64, 34, 38], [53, 40], [45, 47, 56], [57, 73, 58], [61, 48], [52, 68, 66], [70, 71, 74, 63, 75, 69, 81, 84, 85, 83, 82, 79, 86]]
95: [[46, 19, 50], [42, 18, 76, 77, 11, 5, 37, 67, 27, 78], [32, 17, 21, 59, 6], [41, 49, 54, 15], [44, 39, 87], [55, 80, 31], [16, 10, 25], [72, 1, 20], [2, 62, 4], [26, 65, 88, 7, 3, 8, 14, 60, 9, 12, 13, 22, 28, 29, 33, 35, 30, 51, 43, 36, 23, 24, 64, 34, 38, 53, 40, 45, 47, 56, 57, 73, 58, 61, 48, 52, 68, 66, 70, 71, 74, 63, 75, 69, 81, 84, 85, 83, 82, 79, 86]]
96: [[46, 19, 50, 42], [18, 76, 77, 11], [5, 37, 67], [27, 78, 32], [17, 21, 59], [6, 41, 49], [54, 15, 44], [39, 87, 55, 80], [31, 16], [10, 25], [72, 1, 20], [2, 62], [4, 26, 65], [88, 7, 3], [8, 14, 60], [9, 12, 13], [22, 28, 29, 33], [35, 30, 51], [43, 36, 23], [24, 64, 34, 38], [53, 40, 45], [47, 56, 57], [73, 58, 61], [48, 52, 68], [66, 70, 71, 74], [63, 75, 69], [81, 84, 85, 83], [82, 79, 86]]
97: [[46, 19], [50, 42, 18], [76, 77, 11], [5, 37, 67], [27, 78], [32, 17, 21], [59, 6, 41], [49, 54, 15], [44, 39, 87, 55], [80, 31], [16, 10, 25, 72], [1, 20, 2], [62, 4, 26], [65, 88, 7, 3], [8, 14, 60], [9, 12, 13], [22, 28], [29, 33, 35], [30, 51], [43, 36, 23, 24], [64, 34], [38, 53, 40], [45, 47, 56], [57, 73, 58], [61, 48], [52, 68], [66, 70, 71], [74, 63, 75, 69], [81, 84, 85], [83, 82, 79], [86]]
98: [[46, 19], [50, 42, 18], [76, 77, 11], [5, 37, 67], [27, 78, 32], [17, 21, 59], [6, 41, 49], [54, 15], [44, 39], [87, 55, 80], [31, 16, 10], [25, 72, 1], [20, 2, 62], [4, 26, 65], [88, 7, 3], [8, 14, 60], [9, 12, 13], [22, 28, 29], [33, 35, 30], [51, 43, 36], [23, 24, 64], [34, 38, 53], [40, 45, 47], [56, 57, 73], [58, 61, 48], [52, 68, 66], [70, 71, 74], [63, 75, 69], [81, 84], [85], [83, 82, 79, 86]]
99: [[46, 19, 50], [42, 18, 76], [77, 11, 5], [37, 67], [27, 78, 32], [17, 21, 59], [6, 41, 49], [54, 15], [44, 39, 87, 55, 80, 31, 16, 10], [25, 72, 1, 20, 2, 62, 4, 26, 65, 88, 7, 3, 8, 14, 60, 9, 12, 13, 22, 28, 29, 33, 35, 30, 51, 43, 36, 23, 24, 64, 34, 38, 53, 40, 45, 47, 56, 57, 73, 58, 61, 48, 52, 68, 66, 70, 71, 74, 63, 75, 69, 81, 84, 85, 83, 82, 79, 86]]
100: [[46, 19, 50], [42, 18, 76, 77, 11, 5, 37, 67, 27, 78], [32, 17, 21, 59, 6], [41, 49, 54, 15], [44, 39, 87], [55, 80, 31, 16, 10], [25, 72], [1, 20, 2], [62, 4, 26], [65, 88], [7, 3], [8, 14, 60, 9, 12], [13, 22, 28, 29, 33, 35], [30, 51, 43, 36, 23, 24, 64, 34, 38, 53, 40, 45, 47, 56, 57, 73, 58, 61, 48, 52, 68, 66, 70, 71, 74, 63, 75, 69, 81, 84, 85, 83, 82, 79, 86]]
101: [[46, 19], [50, 42], [18, 76, 77], [11, 5, 37], [67, 27, 78], [32, 17, 21], [59, 6, 41], [49, 54, 15], [44, 39, 87], [55, 80, 31], [16, 10, 25], [72, 1, 20], [2, 62, 4], [26, 65, 88], [7, 3], [8, 14, 60], [9, 12, 13], [22, 28, 29], [33, 35, 30], [51, 43, 36], [23, 24, 64], [34, 38, 53], [40, 45, 47], [56, 57], [73, 58], [61, 48, 52], [68, 66, 70], [71, 74, 63], [75, 69, 81], [84, 85, 83], [82, 79, 86]]
