0: [[38, 7, 67, 5], [3, 10, 9, 4], [1, 2, 22, 12], [30, 6, 8, 11], [15, 31, 14], [21, 17, 13, 18], [24, 16, 23, 25], [19, 20, 26], [27, 29, 32, 28], [56, 37, 41, 60], [42, 35, 33], [34, 44, 39, 40], [36, 46, 45, 43], [61, 59, 51, 48], [53, 47, 52], [50, 49, 55, 54], [57, 58, 63, 62], [86, 64, 66], [71, 69, 65, 68], [70, 72, 75, 74, 76], [73, 77], [79, 78, 82], [81, 80, 83, 87, 84, 85, 88]]
51: [[38, 7, 67, 5], [3, 10, 9, 4], [1, 2, 22, 12], [30, 6, 8, 11], [15, 31, 14], [21, 17, 13, 18], [24, 16, 23, 25], [19, 20, 26, 27], [29, 32, 28], [56, 37, 41, 60], [42, 35, 33], [34, 44, 36, 47], [39, 40, 45, 43, 62], [49, 46], [52, 48, 50], [54, 57, 53, 55, 51, 59, 58], [63, 61, 86, 64, 66, 71, 69, 65, 68, 70, 72, 75, 74, 76, 73, 77, 79, 78, 82, 81, 80, 83, 87, 84, 85, 88]]
52: [[38, 7, 67, 5], [3, 10, 9, 4], [1, 2, 22], [12, 30, 6, 8], [11, 15, 31, 14], [21, 17, 13], [18, 24, 16, 23], [25, 19, 20, 26], [27, 29, 32, 28], [56, 37, 41, 60], [42, 35, 33], [34, 44, 39, 36], [40, 47, 61, 43], [45, 48, 55], [52, 53, 46, 49], [54, 51, 57, 50], [62, 59, 63, 58], [86, 64, 66], [71, 69, 65, 68], [70, 72, 75, 74], [76, 73, 77], [79, 78, 82, 81], [80, 83], [87, 84, 85, 88]]
53: [[38, 7, 67, 5], [3, 10, 9, 4], [1, 2, 22, 12], [30, 6, 8], [11, 15, 31, 14], [21, 17, 13, 18], [24, 16, 23], [25, 19, 20, 26], [27, 29, 32, 28], [56, 37, 41, 60], [42, 35, 33], [34, 44, 36, 45], [39, 47, 40, 43, 59, 61, 55, 52, 46, 50, 49, 51, 48, 53], [54, 57, 58, 62], [63, 86, 64, 66], [71, 69, 65], [68, 70], [72, 75, 74], [76], [73, 77], [79, 78], [82, 81, 80, 83, 87], [84, 85, 88]]
54: [[38, 7, 67, 5], [3, 10, 9, 4], [1, 2, 22, 12], [30, 6, 8, 11], [15, 31, 14], [21, 17, 13, 18], [24, 16, 23, 25], [19, 20, 26, 27], [29, 32], [28, 56, 37, 41], [60, 42, 35, 33], [34, 44, 36, 39], [40, 46, 43, 47], [62, 63, 58], [52], [50, 49, 59, 55], [45, 51, 48, 53], [54, 57, 61, 86, 64], [66, 71, 69, 65], [68, 70, 72, 75], [74, 76, 73], [77, 79, 78, 82], [81, 80, 83], [87, 84, 85, 88]]
55: [[38, 7, 67, 5], [3, 10, 9, 4], [1, 2, 22, 12], [30, 6, 8], [11, 15, 31, 14], [21, 17, 13, 18], [24, 16, 23, 25], [19, 20, 26], [27, 29, 32, 28], [56, 37, 41, 60], [42, 35, 33], [34, 44, 36, 45], [40, 47], [39, 43, 46, 59], [55, 48, 49], [52, 53, 50, 51, 54], [57, 61, 63, 62, 58, 86, 64, 66], [71, 69, 65, 68], [70, 72, 75, 74, 76, 73, 77, 79, 78, 82, 81, 80, 83, 87, 84, 85, 88]]
56: [[38, 7, 67, 5], [3, 10, 9, 4], [1, 2, 22, 12], [30, 6, 8, 11], [15, 31, 14], [21, 17, 13, 18], [24, 16, 23, 25], [19, 20, 26, 27], [29, 32, 28, 56], [37, 41, 60, 42], [35, 33, 34, 44, 36, 39, 43, 40], [45, 47, 46], [59, 53, 54, 49], [51, 48, 55, 50], [52, 58, 61, 57], [63, 62, 86, 64], [66, 71, 69, 65], [68, 70], [72, 75, 74, 76], [73, 77, 79], [78, 82, 81, 80, 83, 87, 84, 85, 88]]
57: [[38, 7, 67, 5], [3, 10, 9, 4], [1, 2, 22, 12], [30, 6, 8, 11], [15, 31, 14], [21, 17, 13, 18], [24, 16, 23, 25], [19, 20, 26, 27], [29, 32, 28, 56], [37, 41, 60, 42], [35, 33, 34], [44, 36, 47, 40], [43, 61, 39, 45], [63, 48, 46, 51, 55, 50, 52, 53, 54, 58, 49, 59, 57, 62, 86, 64, 66, 71], [69, 65, 68, 70, 72, 75, 74, 76, 73, 77, 79, 78, 82, 81, 80, 83, 87, 84, 85, 88]]
58: [[38, 7, 67, 5], [3, 10, 9, 4], [1, 2, 22, 12], [30, 6, 8, 11], [15, 31, 14], [21, 17, 13, 18], [24, 16, 23], [25, 19, 20, 26], [27, 29, 32, 28], [56, 37, 41, 60, 42, 35, 33, 34], [44, 36, 46, 40, 39, 51, 43, 45, 50, 47, 49, 55, 54, 48, 59, 53, 57, 52, 63, 58, 62, 61, 86, 64, 66, 71, 69, 65, 68, 70, 72, 75, 74, 76, 73, 77, 79, 78, 82, 81, 80, 83, 87, 84, 85, 88]]
59: [[38, 7, 67, 5], [3, 10, 9, 4], [1, 2, 22, 12], [30, 6, 8, 11], [15, 31, 14], [21, 17, 13, 18], [24, 16, 23, 25], [19, 20, 26, 27], [29, 32, 28, 56], [37, 41, 60, 42], [35, 33, 34, 44], [36, 47, 39, 40], [45, 43, 62], [46, 50, 53, 49], [55, 48, 54, 59], [61, 52, 51], [57, 58], [63], [86, 64, 66, 71, 69], [65, 68, 70, 72, 75, 74, 76, 73, 77, 79, 78, 82, 81, 80, 83, 87, 84, 85, 88]]
60: [[38, 7, 67, 5], [3, 10, 9, 4], [1, 2, 22, 12], [30, 6, 8, 11], [15, 31, 14], [21, 17, 13, 18], [24, 16, 23, 25], [19, 20, 26, 27], [29, 32, 28, 56, 37], [41, 60, 42], [35], [33, 34, 44, 36, 39, 40], [45, 61, 47, 62, 59], [46, 53, 54, 48], [43, 55, 50, 51], [52, 49, 58, 57], [63, 86, 64, 66], [71, 69, 65, 68], [70, 72, 75, 74], [76, 73, 77, 79], [78, 82, 81, 80, 83, 87, 84, 85, 88]]
61: [[38, 7, 67, 5], [3, 10, 9, 4], [1, 2, 22, 12], [30, 6, 8, 11], [15, 31, 14], [21, 17, 13, 18], [24, 16, 23], [25, 19, 20, 26], [27, 29, 32, 28], [56, 37, 41], [60, 42, 35, 33], [34, 44, 36, 39], [40, 47, 57], [46, 63, 55, 61], [58, 43, 48], [45, 49, 50, 51], [59], [52, 53], [54, 62, 86, 64, 66], [71, 69, 65, 68, 70, 72, 75, 74, 76, 73, 77, 79, 78, 82, 81, 80, 83, 87, 84, 85, 88]]
62: [[38, 7, 67, 5], [3, 10, 9, 4], [1, 2, 22, 12], [30, 6, 8, 11], [15, 31, 14], [21, 17, 13, 18], [24, 16, 23], [25, 19, 20, 26, 27], [29, 32, 28, 56], [37, 41, 60, 42], [35, 33, 34, 44], [36, 39, 40, 46], [45, 43, 63, 47], [51, 53, 55], [49, 48, 50, 54], [58, 52, 57, 61], [59, 62, 86, 64], [66, 71, 69, 65], [68, 70, 72, 75], [74, 76, 73], [77, 79, 78, 82], [81, 80, 83], [87, 84, 85, 88]]
63: [[38, 7, 67, 5], [3, 10, 9, 4], [1, 2, 22, 12], [30, 6, 8, 11], [15, 31, 14], [21, 17, 13, 18], [24, 16, 23, 25], [19, 20, 26, 27], [29, 32, 28, 56], [37, 41, 60, 42], [35, 33, 34], [44, 36, 39, 43], [45, 47, 46, 62], [48, 51, 53], [50, 55, 40, 54], [49, 57], [52, 63, 61, 58], [59, 86, 64, 66], [71, 69], [65, 68, 70, 72, 75, 74, 76, 73, 77, 79, 78, 82, 81, 80, 83, 87, 84, 85, 88]]
64: [[38, 7, 67, 5], [3, 10, 9, 4], [1, 2, 22, 12], [30, 6, 8, 11], [15, 31, 14], [21, 17, 13, 18], [24, 16, 23, 25], [19, 20, 26], [27, 29, 32, 28], [56, 37, 41, 60], [42, 35, 33, 34], [44, 36, 45], [39, 40, 47, 43], [46, 49, 48, 50, 57], [52, 51], [53, 62, 54, 55, 63, 59, 61, 58, 86, 64, 66, 71, 69, 65, 68], [70, 72, 75, 74, 76, 73, 77, 79, 78], [82, 81, 80, 83, 87, 84, 85, 88]]
65: [[38, 7, 67, 5], [3, 10, 9, 4], [1, 2, 22, 12], [30, 6, 8, 11], [15, 31, 14], [21, 17, 13, 18], [24, 16, 23], [25, 19, 20, 26], [27, 29, 32, 28], [56, 37, 41, 60], [42, 35, 33, 34], [44, 36, 40, 43], [47, 45, 46], [63, 61, 62, 53], [50, 55, 52, 54, 49, 39, 48, 51, 57, 59, 58, 86, 64], [66, 71, 69, 65, 68], [70, 72, 75, 74, 76, 73, 77, 79, 78, 82, 81, 80, 83, 87, 84, 85, 88]]
66: [[38, 7, 67, 5], [3, 10, 9, 4], [1, 2, 22, 12], [30, 6, 8, 11], [15, 31, 14], [21, 17, 13, 18], [24, 16, 23, 25], [19, 20, 26], [27, 29, 32, 28], [56, 37, 41], [60, 42, 35, 33], [34, 44, 36], [46, 40, 47, 61, 43], [63, 59, 39, 45, 51], [50, 48, 52, 53], [54, 55, 49, 57], [58, 62, 86, 64], [66, 71, 69, 65], [68, 70, 72, 75], [74, 76, 73, 77], [79, 78], [82, 81, 80, 83, 87], [84, 85, 88]]
67: [[38, 7, 67, 5], [3, 10, 9, 4], [1, 2, 22, 12], [30, 6, 8], [11, 15, 31, 14], [21, 17, 13], [18, 24, 16, 23], [25, 19, 20, 26, 27], [29, 32, 28], [56, 37, 41, 60], [42, 35, 33, 34], [44, 36, 39, 40], [43, 45, 47, 46], [54, 49, 50, 51], [48, 53, 52], [55, 57, 62, 61, 58, 63, 59], [86, 64, 66], [71, 69, 65], [68, 70, 72, 75, 74, 76, 73, 77, 79, 78, 82, 81, 80, 83, 87, 84, 85, 88]]
68: [[38, 7, 67, 5], [3, 10, 9, 4], [1, 2, 22, 12], [30, 6, 8], [11, 15, 31, 14], [21, 17, 13, 18], [24, 16, 23, 25], [19, 20, 26, 27], [29, 32, 28, 56], [37, 41, 60, 42, 35, 33, 34, 44, 36, 39, 40, 46, 59, 47, 63, 58, 53, 50, 43, 52, 48, 45, 61, 54, 51, 55, 49, 57, 62, 86, 64, 66, 71, 69, 65, 68, 70, 72, 75, 74, 76, 73], [77, 79, 78, 82], [81, 80, 83], [87, 84, 85, 88]]
69: [[38, 7, 67, 5], [3, 10, 9, 4], [1, 2, 22, 12], [30, 6, 8, 11], [15, 31, 14], [21, 17, 13, 18], [24, 16, 23, 25], [19, 20, 26, 27], [29, 32, 28, 56, 37, 41, 60, 42, 35, 33, 34, 44, 36, 39, 43, 45, 46, 40, 47, 63, 50, 48, 52, 59, 55, 54, 51], [53, 49, 58, 57, 62, 61, 86, 64, 66, 71, 69, 65, 68, 70, 72, 75, 74, 76, 73, 77, 79, 78, 82, 81, 80, 83, 87, 84, 85, 88]]
70: [[38, 7, 67, 5], [3, 10, 9, 4], [1, 2, 22, 12], [30, 6, 8, 11], [15, 31, 14], [21, 17, 13, 18], [24, 16, 23, 25], [19, 20, 26], [27, 29, 32, 28], [56, 37, 41], [60, 42, 35, 33], [34, 44, 36, 39], [43, 40, 46], [45, 58, 51, 47], [50, 49, 52, 48], [54, 53, 55], [59, 57, 62, 61], [63, 86, 64], [66, 71, 69, 65], [68, 70, 72, 75], [74, 76, 73], [77, 79, 78, 82], [81, 80, 83], [87, 84, 85, 88]]
71: [[38, 7, 67, 5], [3, 10, 9, 4], [1, 2, 22, 12], [30, 6, 8, 11], [15, 31, 14], [21, 17, 13, 18], [24, 16, 23, 25], [19, 20, 26, 27], [29, 32, 28, 56], [37, 41], [60, 42, 35, 33], [34, 44, 36, 39], [40, 46, 61, 43], [58, 63, 55, 45], [50, 47, 52, 48], [49, 53, 54], [51, 57, 59, 62], [86, 64, 66, 71], [69, 65, 68, 70], [72, 75, 74, 76], [73, 77, 79, 78], [82, 81, 80, 83], [87, 84, 85, 88]]
72: [[38, 7, 67, 5], [3, 10, 9, 4], [1, 2, 22, 12], [30, 6, 8, 11], [15, 31, 14], [21, 17, 13], [18, 24, 16, 23, 25], [19, 20, 26, 27, 29], [32, 28, 56, 37], [41, 60, 42], [35, 33, 34, 44], [36, 39, 40], [47, 57, 45, 58, 51, 43, 46, 53, 62, 48, 49, 50, 54, 59, 52], [63, 55, 61, 86, 64, 66, 71, 69, 65, 68, 70, 72, 75, 74, 76, 73, 77, 79, 78, 82, 81, 80, 83, 87, 84, 85, 88]]
73: [[38, 7, 67, 5], [3, 10, 9, 4], [1, 2, 22, 12], [30, 6, 8], [11, 15, 31, 14], [21, 17, 13, 18], [24, 16, 23, 25], [19, 20, 26, 27], [29, 32, 28, 56], [37, 41, 60], [42, 35, 33, 34, 44, 36, 43, 45], [40, 47, 46, 62, 39, 59, 53, 48, 54, 51, 49, 52, 55, 50, 57, 58, 61, 63], [86, 64, 66, 71, 69, 65, 68, 70, 72, 75, 74, 76, 73, 77, 79, 78, 82, 81, 80, 83, 87, 84, 85, 88]]
74: [[38, 7, 67, 5], [3, 10, 9, 4], [1, 2, 22, 12], [30, 6, 8, 11], [15, 31, 14, 21], [17, 13, 18, 24, 16], [23, 25], [19, 20, 26, 27], [29, 32, 28, 56], [37, 41, 60], [42, 35, 33, 34], [44, 36, 39, 40], [43, 45, 47, 46], [49, 63, 50, 51], [54, 52, 55, 53], [48, 57, 58, 61], [59, 62, 86, 64], [66, 71, 69], [65, 68, 70, 72], [75, 74, 76, 73], [77, 79, 78, 82], [81, 80, 83, 87], [84], [85, 88]]
75: [[38, 7, 67, 5], [3, 10, 9, 4], [1, 2, 22, 12], [30, 6, 8], [11, 15, 31, 14], [21, 17, 13, 18], [24, 16, 23, 25], [19, 20, 26], [27, 29, 32, 28, 56], [37, 41, 60, 42, 35, 33, 34, 44, 36, 39, 40, 47, 61, 43, 59, 45, 55, 51, 49, 54, 48, 50, 53, 46, 52, 57, 58, 63, 62, 86, 64, 66, 71, 69, 65, 68, 70, 72], [75, 74, 76, 73, 77, 79, 78, 82, 81, 80, 83, 87, 84, 85, 88]]
76: [[38, 7, 67, 5], [3, 10, 9, 4], [1, 2, 22, 12], [30, 6, 8], [11, 15, 31, 14], [21, 17, 13, 18], [24, 16, 23, 25], [19, 20, 26, 27], [29, 32, 28, 56], [37, 41, 60, 42], [35, 33, 34, 44], [36, 39], [40, 45, 47, 46], [62, 48, 50], [52, 55, 49, 43, 51, 53, 54, 58, 57, 59, 61, 63, 86, 64, 66, 71, 69, 65, 68, 70, 72, 75, 74, 76, 73, 77, 79, 78, 82, 81, 80, 83, 87], [84, 85, 88]]
77: [[38, 7, 67, 5], [3, 10, 9, 4], [1, 2, 22, 12], [30, 6, 8, 11], [15, 31, 14], [21, 17, 13, 18], [24, 16, 23, 25], [19, 20, 26, 27], [29, 32, 28, 56], [37, 41, 60, 42], [35, 33, 34, 44], [36, 39, 40, 47], [59, 43, 63], [46, 53, 50, 45], [48, 54], [49, 61, 55, 51], [57, 58, 52], [62, 86, 64, 66], [71, 69, 65, 68], [70, 72, 75], [74, 76, 73], [77, 79, 78, 82, 81, 80, 83, 87, 84, 85, 88]]
78: [[38, 7, 67, 5], [3, 10], [9, 4], [1, 2, 22, 12], [30, 6, 8], [11, 15, 31, 14], [21, 17, 13, 18], [24, 16, 23, 25], [19, 20, 26, 27], [29, 32, 28], [56, 37, 41, 60], [42, 35, 33, 34], [44, 40, 39, 36], [43, 45, 46, 47], [55, 57, 50], [48, 53, 49, 51, 54, 59, 52, 61, 63, 58, 62, 86, 64, 66, 71, 69, 65, 68, 70, 72, 75, 74, 76, 73, 77, 79, 78, 82, 81, 80, 83, 87, 84, 85, 88]]
79: [[38, 7, 67, 5], [3, 10, 9, 4], [1, 2, 22, 12], [30, 6, 8], [11, 15, 31, 14], [21, 17, 13, 18], [24, 16, 23, 25], [19, 20, 26], [27, 29, 32, 28], [56, 37, 41, 60], [42, 35, 33, 34], [44, 36, 39, 40], [47, 45, 43, 63], [61, 55, 52, 54, 51], [49, 57, 50, 46], [48, 53, 58], [59, 62, 86, 64, 66, 71, 69, 65, 68, 70, 72, 75, 74, 76, 73, 77, 79, 78], [82, 81, 80, 83], [87, 84, 85, 88]]
80: [[38, 7, 67, 5], [3, 10, 9, 4], [1, 2, 22, 12], [30, 6, 8], [11, 15, 31, 14], [21, 17, 13, 18], [24, 16, 23, 25, 19], [20, 26, 27], [29, 32, 28, 56], [37, 41, 60, 42], [35, 33, 34, 44], [36, 39, 40, 47], [59, 43, 63, 45], [51, 46, 48, 52], [49, 61, 53, 54, 50], [55, 57, 62, 58], [86, 64, 66], [71, 69], [65, 68, 70, 72], [75, 74, 76, 73], [77, 79, 78, 82, 81, 80, 83, 87, 84, 85, 88]]
81: [[38, 7, 67, 5], [3, 10, 9, 4], [1, 2, 22, 12], [30, 6, 8, 11], [15, 31, 14], [21, 17, 13], [18, 24, 16, 23], [25, 19, 20, 26], [27, 29, 32, 28, 56, 37, 41, 60, 42, 35, 33, 34, 44, 36, 39, 40, 47, 43, 45, 62, 63, 51, 48, 53, 46, 52, 50, 49, 54, 55, 58, 57, 59, 61, 86, 64, 66, 71, 69, 65, 68, 70, 72, 75, 74, 76, 73, 77, 79, 78, 82, 81, 80, 83, 87, 84, 85, 88]]
82: [[38, 7, 67, 5], [3, 10, 9, 4], [1, 2, 22, 12], [30, 6, 8], [11, 15, 31, 14], [21, 17, 13, 18], [24, 16, 23, 25], [19, 20, 26, 27], [29, 32, 28, 56], [37, 41], [60, 42, 35, 33], [34, 44, 36, 39], [40, 47, 43, 45], [63, 46, 48, 54], [52, 53, 49], [50], [55, 51, 57, 59], [58, 61, 62, 86, 64, 66, 71, 69, 65, 68, 70, 72, 75, 74, 76, 73, 77, 79, 78, 82, 81, 80, 83], [87, 84, 85, 88]]
83: [[38, 7, 67, 5, 3], [10, 9, 4, 1], [2, 22, 12], [30, 6, 8, 11], [15, 31, 14], [21, 17, 13, 18], [24, 16, 23, 25], [19, 20, 26, 27], [29, 32, 28], [56, 37, 41, 60], [42, 35, 33], [34, 44, 36, 39], [40, 46, 43, 61], [47, 59, 49, 53], [45, 51, 58, 50], [62, 48, 57, 63], [52, 54, 55, 86], [64, 66, 71], [69, 65, 68, 70], [72, 75, 74], [76, 73], [77, 79], [78, 82, 81], [80, 83, 87, 84], [85, 88]]
84: [[38, 7, 67, 5], [3, 10, 9, 4], [1, 2, 22, 12], [30, 6, 8, 11], [15, 31, 14], [21, 17, 13, 18], [24, 16, 23], [25, 19, 20, 26], [27, 29], [32, 28, 56], [37, 41, 60, 42], [35, 33, 34], [44, 36, 46, 40, 47, 63, 39, 58, 43, 51, 45, 48, 50], [53, 49, 54, 52, 61, 59, 55, 57, 62, 86, 64], [66, 71, 69, 65, 68, 70, 72, 75, 74, 76, 73, 77, 79], [78, 82, 81, 80, 83, 87, 84, 85, 88]]
85: [[38, 7, 67, 5], [3, 10, 9, 4], [1, 2, 22, 12], [30, 6, 8, 11], [15, 31, 14, 21], [17, 13, 18], [24, 16, 23, 25], [19, 20, 26], [27, 29, 32, 28], [56, 37], [41, 60, 42, 35], [33, 34, 44], [36, 39, 47, 53], [45, 46, 62], [63, 51, 40, 50], [43, 48, 55, 49, 52, 54, 59, 61, 58, 57, 86, 64, 66, 71, 69, 65, 68, 70, 72, 75, 74, 76, 73, 77, 79, 78, 82, 81, 80, 83, 87, 84, 85, 88]]
86: [[38, 7, 67, 5], [3, 10, 9, 4], [1, 2, 22, 12], [30, 6, 8, 11], [15, 31, 14], [21, 17, 13, 18], [24, 16, 23, 25], [19, 20, 26, 27], [29, 32, 28], [56, 37, 41, 60], [42, 35, 33, 34], [44, 36, 47], [39, 40, 43, 46], [45], [54, 50, 48], [52, 53], [49, 51, 63, 55], [57, 58, 61], [59, 62, 86, 64], [66, 71, 69, 65, 68, 70, 72, 75, 74, 76, 73, 77, 79, 78, 82, 81, 80, 83, 87, 84, 85, 88]]
87: [[38, 7, 67, 5], [3, 10, 9, 4], [1, 2, 22, 12], [30, 6, 8], [11, 15, 31, 14], [21, 17, 13, 18], [24, 16, 23], [25, 19, 20, 26], [27, 29, 32, 28], [56, 37, 41, 60], [42, 35, 33, 34], [44, 36, 39, 40, 47], [45, 43, 63, 50], [46, 53, 48, 51], [52, 58, 49], [59, 54, 61, 55], [57, 62, 86, 64], [66, 71, 69], [65, 68, 70, 72], [75, 74, 76, 73, 77, 79, 78, 82, 81, 80, 83, 87, 84, 85, 88]]
88: [[38, 7, 67, 5], [3, 10, 9, 4], [1, 2, 22, 12], [30, 6, 8], [11, 15, 31, 14], [21, 17, 13, 18], [24, 16, 23], [25, 19, 20, 26], [27, 29, 32, 28], [56, 37, 41], [60, 42, 35, 33], [34, 44, 36, 39], [40, 47, 59], [43, 45, 50, 54], [48, 52, 46, 51], [55, 63, 49, 57], [58, 53, 61], [62, 86, 64, 66], [71, 69, 65, 68], [70, 72, 75, 74], [76, 73, 77, 79, 78, 82, 81, 80, 83, 87], [84, 85, 88]]
89: [[38, 7, 67, 5], [3, 10, 9, 4], [1, 2, 22, 12], [30, 6, 8, 11], [15, 31, 14], [21, 17, 13, 18], [24, 16, 23], [25, 19, 20, 26], [27, 29, 32, 28], [56, 37, 41, 60], [42, 35, 33], [34, 44, 36, 46], [40, 47, 43, 39], [62, 59, 49], [45, 48, 58, 53], [50, 54, 55, 51], [52, 63, 61, 57], [86, 64, 66, 71, 69], [65, 68, 70], [72, 75, 74, 76], [73, 77, 79], [78, 82, 81, 80], [83, 87, 84, 85, 88]]
90: [[38, 7, 67, 5], [3, 10, 9, 4], [1, 2, 22, 12], [30, 6, 8, 11], [15, 31, 14], [21, 17, 13, 18], [24, 16, 23], [25, 19, 20, 26], [27, 29], [32, 28, 56], [37, 41, 60, 42], [35, 33, 34, 44], [36, 46, 40], [47, 63, 39, 58], [43, 51, 45, 48], [62, 49, 50], [52, 54, 53, 57], [55, 61, 59, 86], [64, 66, 71, 69], [65, 68, 70, 72, 75], [74, 76, 73], [77, 79, 78, 82], [81, 80, 83], [87, 84, 85, 88]]
91: [[38, 7, 67, 5], [3, 10, 9, 4], [1, 2, 22, 12], [30, 6, 8, 11], [15, 31, 14], [21, 17, 13], [18, 24, 16, 23], [25, 19, 20], [26, 27, 29, 32], [28, 56, 37, 41], [60, 42, 35, 33], [34, 44, 36], [39, 40, 47, 43], [45, 63, 50, 48], [46, 49, 54, 52], [53, 55, 58], [57, 51, 62, 61], [59, 86, 64, 66], [71, 69, 65, 68], [70, 72, 75, 74], [76, 73, 77], [79, 78, 82, 81], [80, 83, 87], [84, 85, 88]]
92: [[38, 7, 67, 5], [3, 10, 9, 4], [1, 2, 22, 12], [30, 6, 8], [11, 15, 31, 14], [21, 17, 13, 18], [24, 16, 23, 25], [19, 20, 26], [27, 29, 32, 28], [56, 37, 41], [60, 42, 35], [33, 34, 44, 36, 39, 40, 47, 45, 43, 63, 46, 50, 53, 49, 55, 51, 54, 48, 57, 52, 59, 58, 62, 61, 86, 64, 66, 71, 69, 65, 68, 70, 72, 75, 74, 76, 73, 77, 79, 78, 82, 81, 80, 83, 87, 84, 85, 88]]
93: [[38, 7, 67, 5], [3, 10, 9, 4], [1, 2, 22, 12], [30, 6, 8, 11], [15, 31, 14], [21, 17, 13, 18], [24, 16, 23, 25, 19, 20, 26, 27, 29, 32, 28, 56], [37, 41, 60, 42, 35, 33, 34, 44, 36, 39, 40, 47, 43, 45, 63, 58, 48, 53, 46, 55, 54, 52, 50, 49, 57, 51, 59, 61, 62, 86, 64, 66, 71, 69, 65, 68, 70, 72, 75, 74, 76, 73, 77, 79, 78, 82, 81, 80, 83, 87, 84, 85, 88]]
94: [[38, 7, 67, 5], [3, 10, 9, 4], [1, 2, 22, 12], [30, 6, 8, 11], [15, 31, 14, 21], [17, 13, 18], [24, 16, 23, 25], [19, 20, 26, 27], [29, 32, 28], [56, 37], [41, 60, 42], [35], [33, 34], [44, 36, 39, 40], [47, 57, 59, 63], [43, 53, 54, 45], [49, 62, 61], [52, 46, 50, 51, 48, 55, 58, 86], [64, 66, 71, 69, 65, 68, 70, 72, 75, 74, 76, 73, 77, 79, 78, 82, 81, 80, 83, 87, 84, 85, 88]]
95: [[38, 7, 67, 5], [3, 10, 9, 4], [1, 2, 22, 12], [30, 6, 8, 11], [15, 31, 14], [21, 17, 13, 18, 24, 16, 23, 25, 19, 20, 26, 27, 29, 32, 28, 56, 37, 41, 60, 42], [35, 33, 34, 44, 36, 39, 40, 47, 43, 45, 46, 59, 48, 53, 50, 49, 55, 54, 51, 52, 57, 63, 58, 62, 61, 86, 64], [66, 71, 69, 65, 68, 70, 72, 75, 74, 76, 73, 77, 79, 78, 82, 81, 80, 83, 87, 84, 85, 88]]
96: [[38, 7, 67, 5], [3, 10, 9, 4], [1, 2, 22, 12], [30, 6, 8], [11, 15, 31, 14], [21, 17, 13, 18], [24, 16, 23, 25], [19, 20, 26, 27], [29, 32, 28, 56], [37, 41, 60, 42], [35, 33, 34, 44], [36, 39, 40], [47, 59, 43, 62], [45, 53], [50, 52, 58, 48], [49, 61, 46], [55, 57, 51, 54], [63, 86, 64, 66], [71, 69, 65], [68, 70, 72], [75, 74, 76, 73, 77, 79, 78, 82, 81, 80, 83, 87, 84, 85, 88]]
97: [[38, 7, 67, 5], [3, 10, 9, 4], [1, 2, 22, 12], [30, 6, 8], [11, 15, 31, 14], [21, 17, 13, 18], [24, 16, 23, 25], [19, 20, 26, 27], [29, 32, 28, 56], [37, 41, 60, 42], [35, 33, 34, 44], [36, 39, 40], [47, 59, 43, 62], [45, 53], [50, 52, 58, 48], [49, 61, 46], [55, 57, 51, 54], [63, 86, 64, 66], [71, 69, 65], [68, 70, 72], [75, 74, 76, 73, 77, 79, 78, 82, 81, 80, 83, 87, 84, 85, 88]]
98: [[38, 7, 67, 5], [3, 10, 9, 4], [1, 2, 22, 12], [30, 6, 8], [11, 15, 31, 14], [21, 17, 13, 18], [24, 16, 23, 25], [19, 20, 26, 27], [29, 32, 28, 56], [37, 41, 60, 42], [35, 33, 34, 44], [36, 39, 40], [47, 59, 43, 62], [45, 53], [50, 52, 58, 48], [49, 61, 46], [55, 57, 51, 54], [63, 86, 64, 66], [71, 69, 65], [68, 70, 72], [75, 74, 76, 73, 77, 79, 78, 82, 81, 80, 83, 87, 84, 85, 88]]
99: [[38, 7, 67, 5], [3, 10, 9, 4], [1, 2, 22, 12], [30, 6, 8, 11], [15, 31, 14], [21, 17], [13, 18, 24, 16], [23, 25, 19, 20], [26, 27], [29, 32, 28, 56, 37, 41, 60, 42, 35, 33, 34, 44, 36, 47, 40, 46, 45, 43, 62, 61, 63, 52, 48, 39, 49, 55, 57, 50, 51, 59, 53, 54, 58, 86, 64, 66, 71, 69, 65, 68, 70, 72, 75, 74, 76, 73, 77, 79, 78, 82, 81, 80, 83], [87, 84, 85, 88]]
100: [[38, 7, 67, 5], [3, 10, 9, 4], [1, 2, 22, 12], [30, 6, 8, 11], [15, 31, 14], [21, 17, 13, 18], [24, 16, 23, 25], [19, 20, 26, 27, 29], [32, 28, 56, 37], [41, 60, 42, 35], [33, 34, 44], [36, 39, 40, 52], [43, 47, 61], [45, 51, 54], [46, 48, 49, 57, 53, 55, 58, 59, 50, 62, 63, 86, 64, 66, 71, 69, 65, 68, 70, 72, 75, 74, 76, 73, 77, 79, 78, 82, 81, 80, 83, 87, 84, 85, 88]]
101: [[38, 7, 67, 5], [3, 10, 9, 4], [1, 2, 22], [12, 30, 6, 8], [11, 15, 31, 14], [21, 17, 13, 18], [24, 16, 23], [25, 19, 20, 26], [27, 29, 32, 28], [56, 37, 41, 60], [42, 35, 33], [34, 44, 39, 40], [36, 47, 43, 45], [61, 51, 62], [52, 48, 50, 46], [55, 57], [49, 59, 54, 53], [63, 58, 86], [64, 66, 71], [69, 65, 68, 70], [72, 75, 74, 76], [73, 77, 79, 78], [82, 81], [80, 83, 87, 84, 85], [88]]
