0: [[49], [52, 5, 33, 34], [60, 3, 30, 51], [8, 23, 4, 18], [58, 43, 13, 9, 21], [15, 40, 6, 10], [20, 22, 19, 31, 47], [27, 28, 32, 11, 17, 25], [35, 29, 46, 2], [36, 1, 37, 50], [12, 39, 57, 41, 24, 45], [16, 42, 7, 54], [38, 48, 44], [53, 55], [14, 56, 59, 26]]
74: [[27, 2, 35, 7, 1, 3, 4, 5, 20, 14], [6, 9, 11, 8, 10, 31, 12, 13, 19, 24, 15, 17, 16, 18, 23, 21, 22, 25], [26, 30, 29, 28, 36, 40, 37, 34, 32, 33, 38, 39, 43, 45, 42, 41, 44], [47, 46, 57, 51, 48, 55, 49, 50, 54, 53, 52, 59, 60, 56, 58]]
75: [[27, 2, 35, 7, 1, 3, 4, 5, 20, 14], [6, 9, 8, 10, 15, 13, 11, 12, 19, 17, 31, 22, 18, 21, 24, 23, 25, 16], [28, 29, 30, 26, 36, 40, 37, 34, 32, 33, 38, 39, 43, 45, 42, 41, 44], [47, 46, 57, 51, 48, 55, 49, 50, 54, 53, 52, 59, 60, 56, 58]]
76: [[27, 2, 35, 7, 1, 3, 4, 5, 20, 14], [6, 9, 11, 8, 10, 12, 28, 15, 25, 30, 22, 13, 29, 17, 21, 19, 16, 23], [31, 18, 24, 26, 36, 40, 37, 34, 32, 33, 38, 39, 43, 45, 42, 41, 44], [47, 46, 57, 51, 48, 55, 49, 50, 54, 53, 52, 59, 60, 56, 58]]
77: [[27, 2, 35, 7, 1, 3, 4, 5, 20, 14], [6, 13, 25, 11, 10, 8, 12, 16, 9, 15, 19, 18, 17, 30, 21, 22, 23, 24], [29, 26, 28, 31, 36, 40, 37, 34, 32, 33, 38, 39, 43, 45, 42, 41, 44], [47, 46, 57, 51, 48, 55, 49, 50, 54, 53, 52, 59, 60, 56, 58]]
78: [[27, 2, 35, 7, 1, 3, 4, 5, 20, 14], [10, 12, 11, 8, 9, 6, 13, 30, 15, 17, 16, 22, 19, 24, 21, 18, 23, 25], [28, 29, 26, 31, 36, 40, 37, 34, 32, 33, 38, 39, 43, 45, 42, 41, 44], [46, 47, 57, 51, 48, 55, 49, 50, 54, 53, 52, 59, 60, 56, 58]]
79: [[27, 2, 35, 7, 1, 3, 4, 5, 20, 14], [6, 11, 10, 9, 13, 12, 25, 15, 19, 16, 17, 18, 22, 8, 21, 24, 23, 30], [26, 28, 31, 29, 36, 40, 37, 34, 32, 33, 38, 39, 43, 45, 42, 41, 44], [46, 47, 57, 51, 48, 55, 49, 50, 54, 53, 52, 59, 60, 56, 58]]
80: [[27, 2, 35, 7, 1, 3, 4, 5, 20, 14], [10, 12, 8, 29, 6, 9, 11, 13, 25, 23, 17, 18, 15, 21, 22, 19, 16, 28], [24, 30, 31, 26, 36, 40, 37, 34, 32, 33, 38, 39, 43, 45, 42, 41, 44], [47, 46, 57, 51, 48, 55, 49, 50, 54, 53, 52, 59, 60, 56, 58]]
81: [[27, 2, 35, 7, 1, 3, 4, 5, 20, 14], [6, 13, 10, 24, 8, 26, 15, 11, 12, 17, 9, 16, 21, 22, 19, 25, 18, 23], [30, 28, 31, 29, 36, 40, 37, 34, 32, 33, 38, 39, 43, 45, 42, 41, 44], [47, 46, 57, 51, 48, 55, 49, 50, 54, 53, 52, 59, 60, 56, 58]]
82: [[27, 2, 35, 7, 1, 3, 4, 5, 20, 14], [6, 13, 12, 26, 10, 9, 11, 8, 15, 21, 23, 18, 16, 25, 17, 19, 22, 31], [28, 24, 29, 30, 36, 40, 37, 34, 32, 33, 38, 39, 43, 45, 42, 41, 44], [47, 46, 57, 51, 48, 55, 49, 50, 54, 53, 52, 59, 60, 56, 58]]
83: [[27, 2, 35, 7, 1, 3, 4, 5, 20, 14], [6, 8, 9, 11, 10, 13, 24, 15, 17, 23, 21, 22, 31, 12, 18, 19, 29, 16], [28, 25, 26, 30, 36, 40, 37, 34, 32, 33, 38, 39, 43, 45, 42, 41, 44], [46, 47, 57, 51, 48, 55, 49, 50, 54, 53, 52, 59, 60, 56, 58]]
84: [[27, 2, 35, 7, 1, 3, 4, 5, 20, 14], [6, 8, 9, 12, 10, 13, 11, 15, 23, 31, 17, 19, 16, 22, 18, 21, 24, 29], [25, 26, 28, 30, 36, 40, 37, 34, 32, 33, 38, 39, 43, 45, 42, 41, 44], [47, 46, 57, 51, 48, 55, 49, 50, 54, 53, 52, 59, 60, 56, 58]]
85: [[27, 2, 35, 7, 1, 3, 4, 5, 20, 14], [8, 15, 6, 11, 9, 29, 24, 10, 31, 12, 13, 18, 21, 16, 23, 17, 22, 19], [25, 30, 26, 28, 36, 40, 37, 34, 32, 33, 38, 39, 43, 45, 42, 41, 44], [47, 46, 57, 51, 48, 55, 49, 50, 54, 53, 52, 59, 60, 56, 58]]
86: [[27, 2, 35, 7, 1, 3, 4, 5, 20, 14], [6, 9, 8, 12, 10, 11, 15, 13, 17, 29, 22, 16, 24, 19, 23, 18, 21, 30], [25, 26, 31, 28, 36, 40, 37, 34, 32, 33, 38, 39, 43, 45, 42, 41, 44], [47, 46, 57, 51, 48, 55, 49, 50, 54, 53, 52, 59, 60, 56, 58]]
87: [[27, 2, 35, 7, 1, 3, 4, 5, 20, 14], [6, 10, 8, 9, 11, 24, 15, 12, 13, 16, 21, 17, 22, 18, 29, 23, 19, 30], [31, 26, 25, 28, 36, 40, 37, 34, 32, 33, 38, 39, 43, 45, 42, 41, 44], [46, 47, 57, 51, 48, 55, 49, 50, 54, 53, 52, 59, 60, 56, 58]]
88: [[27, 2, 35, 7, 1, 3, 4, 5, 20, 14], [6, 13, 15, 11, 12, 8, 9, 26, 10, 21, 22, 23, 16, 25, 17, 30, 18, 19], [28, 31, 29, 24, 36, 40, 37, 34, 32, 33, 38, 39, 43, 45, 42, 41, 44], [47, 46, 57, 51, 48, 55, 49, 50, 54, 53, 52, 59, 60, 56, 58]]
89: [[27, 2, 35, 7, 1, 3, 4, 5, 20, 14], [6, 8, 10, 15, 11, 13, 9, 12, 31, 22, 23, 19, 16, 17, 26, 30, 25, 21], [18, 24, 29, 28, 36, 40, 37, 34, 32, 33, 38, 39, 43, 45, 42, 41, 44], [47, 46, 57, 51, 48, 55, 49, 50, 54, 53, 52, 59, 60, 56, 58]]
90: [[27, 2, 35, 7, 1, 3, 4, 5, 20, 14], [6, 8, 10, 40, 11, 12, 9, 29, 16, 17, 22, 18, 13, 15, 19, 21, 23, 25], [24, 30, 26, 28, 36, 45, 37, 38, 32, 33, 31, 39, 42, 34, 46, 41, 44], [43, 47, 57, 51, 49, 55, 48, 50, 54, 53, 52, 59, 60, 56, 58]]
91: [[27, 2, 35, 7, 1, 3, 4, 5, 20, 14], [6, 13, 11, 10, 8, 12, 9, 15, 30, 22, 31, 16, 18, 17, 23, 21, 29, 19], [25, 26, 24, 28, 36, 40, 37, 34, 32, 33, 38, 39, 43, 45, 42, 41, 44], [47, 46, 57, 51, 48, 55, 49, 50, 54, 53, 52, 59, 60, 56, 58]]
92: [[27, 2, 35, 7, 1, 3, 4, 5, 20, 14], [6, 10, 11, 9, 13, 12, 19, 15, 30, 21, 8, 17, 31, 25, 16, 18, 22, 24], [23, 28, 29, 26, 36, 40, 37, 34, 32, 33, 38, 39, 43, 45, 42, 41, 44], [47, 46, 57, 51, 48, 55, 49, 50, 54, 53, 52, 59, 60, 56, 58]]
93: [[27, 2, 35, 7, 1, 3, 4, 5, 20, 14], [6, 13, 11, 12, 9, 10, 15, 8, 29, 18, 19, 21, 16, 17, 23, 24, 22, 26], [25, 28, 30, 31, 36, 40, 37, 34, 32, 33, 38, 39, 43, 45, 42, 41, 44], [47, 46, 57, 51, 48, 55, 49, 50, 54, 53, 52, 59, 60, 56, 58]]
94: [[27, 2, 35, 7, 1, 3, 4, 5, 20, 14], [6, 13, 11, 8, 9, 10, 12, 15, 21, 22, 17, 18, 29, 16, 23, 24, 26, 19], [30, 25, 28, 31, 36, 40, 37, 34, 32, 33, 38, 39, 43, 45, 42, 41, 44], [47, 46, 57, 51, 48, 55, 49, 50, 54, 53, 52, 59, 60, 56, 58]]
95: [[27, 2, 35, 7, 1, 3, 4, 5, 20, 14], [6, 13, 11, 8, 9, 26, 10, 29, 12, 22, 15, 17, 16, 23, 18, 21, 19, 24], [25, 30, 31, 28, 36, 40, 37, 34, 32, 33, 38, 39, 43, 45, 42, 41, 44], [46, 47, 57, 51, 48, 55, 49, 50, 54, 53, 52, 59, 60, 56, 58]]
96: [[27, 2, 35, 7, 1, 3, 4, 5, 20, 14], [6, 13, 11, 10, 12, 8, 9, 15, 19, 22, 30, 17, 18, 29, 16, 23, 21, 26], [25, 28, 24, 31, 36, 40, 37, 34, 32, 33, 38, 39, 43, 45, 42, 41, 44], [47, 46, 57, 51, 48, 55, 49, 50, 54, 53, 52, 59, 60, 56, 58]]
97: [[27, 2, 35, 7, 1, 3, 4, 5, 20, 14], [6, 13, 8, 9, 10, 31, 12, 11, 26, 18, 15, 19, 29, 30, 17, 16, 21, 22, 23], [24, 25, 28, 36, 40, 37, 38, 32, 33, 34, 39, 43, 45, 42, 41, 44], [46, 47, 57, 50, 51, 55, 49, 53, 54, 48, 52, 59, 60, 56, 58]]
98: [[27, 2, 35, 7, 1, 3, 4, 5, 20, 14], [6, 9, 10, 12, 8, 13, 15, 11, 29, 30, 22, 16, 21, 31, 19, 17, 18, 24], [28, 23, 25, 26, 36, 40, 37, 34, 32, 33, 38, 39, 43, 45, 42, 41, 44], [47, 46, 57, 51, 48, 55, 49, 50, 54, 53, 52, 59, 60, 56, 58]]
99: [[27, 2, 35, 7, 1, 3, 4, 5, 20, 14], [6, 13, 10, 8, 9, 11, 12, 15, 24, 16, 18, 29, 26, 17, 21, 19, 22, 31], [23, 28, 25, 30, 36, 40, 37, 34, 32, 33, 38, 39, 43, 45, 42, 41, 44], [46, 47, 57, 51, 48, 55, 49, 50, 54, 53, 52, 59, 60, 56, 58]]
100: [[27, 2, 35, 7, 1, 3, 4, 5, 20, 14], [6, 12, 8, 26, 13, 10, 9, 30, 31, 11, 22, 21, 18, 15, 16, 17, 19, 23], [24, 25, 28, 29, 36, 40, 37, 33, 32, 34, 38, 39, 43, 45, 46, 41, 44], [47, 42, 49, 50, 51, 55, 48, 57, 54, 53, 52, 59, 60, 56, 58]]
101: [[27, 2, 35, 7, 1, 3, 4, 5, 20, 14], [10, 6, 12, 9, 8, 15, 29, 11, 25, 21, 28, 31, 13, 16, 18, 17, 19, 22], [30, 23, 24, 26, 36, 40, 37, 34, 32, 33, 38, 39, 43, 45, 42, 41, 44], [47, 46, 57, 51, 48, 55, 49, 50, 54, 53, 52, 59, 60, 56, 58]]
102: [[27, 2, 35, 7, 1, 3, 4, 5, 20, 14], [13, 8, 12, 9, 15, 11, 19, 18, 30, 17, 29, 16, 26, 22, 31, 10, 21, 6], [24, 23, 25, 28, 36, 40, 37, 34, 32, 33, 38, 39, 43, 45, 42, 41, 44], [47, 46, 57, 51, 48, 55, 49, 50, 54, 53, 52, 59, 60, 56, 58]]
103: [[27, 2, 35, 7, 1, 3, 4, 5, 20, 14], [6, 9, 8, 26, 15, 12, 30, 31, 17, 19, 10, 11, 13, 16, 18, 21, 29, 22], [23, 24, 25, 28, 36, 40, 37, 34, 32, 33, 38, 39, 43, 45, 42, 41, 44], [47, 46, 57, 51, 48, 55, 49, 50, 54, 53, 52, 59, 60, 56, 58]]
104: [[27, 2, 35, 7, 1, 3, 4, 5, 20, 14], [6, 12, 15, 25, 11, 8, 13, 9, 21, 16, 10, 17, 19, 22, 18, 23, 29, 31], [24, 30, 26, 28, 36, 40, 37, 34, 32, 33, 38, 39, 43, 45, 42, 41, 44], [46, 47, 57, 51, 48, 55, 49, 50, 54, 53, 52, 59, 60, 56, 58]]
105: [[27, 2, 35, 7, 1, 3, 4, 5, 20, 14], [10, 8, 6, 29, 15, 12, 9, 13, 11, 17, 18, 22, 19, 21, 23, 16, 25, 30], [28, 26, 24, 31, 36, 40, 37, 34, 32, 33, 38, 39, 43, 45, 42, 41, 44], [47, 46, 57, 51, 48, 55, 49, 50, 54, 53, 52, 59, 60, 56, 58]]
106: [[27, 2, 35, 7, 1, 3, 4, 5, 20, 14], [6, 15, 9, 8, 10, 12, 11, 30, 17, 13, 18, 19, 16, 21, 22, 23, 25, 29], [24, 26, 28, 31, 36, 40, 37, 34, 32, 33, 38, 39, 43, 45, 42, 41, 44], [47, 46, 57, 51, 48, 55, 49, 50, 54, 53, 52, 59, 60, 56, 58]]
107: [[27, 2, 35, 7, 1, 3, 4, 5, 20, 14], [12, 13, 8, 10, 9, 6, 23, 19, 11, 18, 16, 15, 17, 21, 22, 24, 25, 29], [30, 26, 31, 28, 36, 40, 37, 34, 32, 33, 38, 39, 43, 45, 42, 41, 44], [46, 47, 57, 51, 48, 55, 49, 50, 54, 53, 52, 59, 60, 56, 58]]
108: [[27, 2, 35, 7, 1, 3, 4, 5, 20, 14], [6, 11, 8, 9, 10, 13, 15, 12, 19, 16, 17, 18, 22, 21, 23, 26, 25, 29], [24, 30, 28, 31, 36, 40, 37, 34, 32, 33, 38, 39, 43, 45, 42, 41, 44], [46, 47, 57, 51, 48, 55, 49, 50, 54, 53, 52, 59, 60, 56, 58]]
109: [[27, 2, 35, 7, 1, 3, 4, 5, 20, 14], [6, 9, 10, 8, 11, 15, 13, 12, 18, 16, 17, 19, 23, 21, 22, 25, 26, 29], [24, 28, 30, 31, 36, 40, 37, 34, 32, 33, 38, 39, 43, 45, 42, 41, 44], [46, 47, 57, 51, 48, 55, 49, 50, 54, 53, 52, 59, 60, 56, 58]]
110: [[27, 2, 35, 7, 1, 3, 4, 5, 20, 14], [11, 13, 8, 6, 9, 12, 26, 15, 25, 23, 16, 18, 17, 21, 19, 10, 29, 22], [28, 24, 31, 30, 36, 40, 37, 34, 32, 33, 38, 39, 43, 45, 42, 41, 44], [47, 46, 57, 51, 48, 55, 49, 50, 54, 53, 52, 59, 60, 56, 58]]
111: [[27, 2, 35, 7, 1, 3, 4, 5, 20, 14], [6, 15, 8, 25, 11, 10, 9, 28, 12, 13, 16, 17, 23, 24, 18, 19, 22, 30], [26, 21, 31, 29, 36, 40, 37, 34, 32, 33, 38, 39, 43, 45, 42, 41, 44], [47, 46, 57, 51, 48, 55, 49, 50, 54, 53, 52, 59, 60, 56, 58]]
112: [[27, 2, 35, 7, 1, 3, 4, 5, 20, 14], [6, 9, 10, 8, 11, 12, 31, 29, 13, 17, 23, 15, 28, 19, 22, 16, 24, 18], [30, 21, 25, 26, 36, 40, 37, 34, 32, 33, 38, 39, 43, 45, 42, 41, 44], [47, 46, 57, 51, 48, 55, 49, 50, 54, 53, 52, 59, 60, 56, 58]]
113: [[27, 2, 35, 7, 1, 3, 4, 5, 20, 14], [6, 9, 8, 10, 11, 13, 15, 17, 22, 16, 26, 21, 12, 19, 18, 31, 23, 28], [29, 25, 24, 30, 36, 40, 53, 33, 32, 34, 38, 39, 43, 45, 42, 41, 44], [47, 46, 57, 51, 50, 55, 49, 37, 54, 48, 52, 59, 60, 56, 58]]
114: [[27, 2, 35, 7, 1, 3, 4, 5, 20, 14], [6, 13, 8, 9, 11, 24, 25, 31, 10, 12, 30, 19, 16, 17, 15, 22, 18, 23], [21, 29, 26, 28, 36, 40, 37, 34, 32, 33, 38, 39, 43, 45, 42, 41, 44], [47, 46, 57, 51, 48, 55, 49, 50, 54, 53, 52, 59, 60, 56, 58]]
115: [[27, 2, 35, 7, 1, 3, 4, 5, 20, 14], [6, 13, 11, 10, 8, 26, 9, 12, 25, 15, 17, 31, 23, 18, 19, 22, 24, 16], [21, 29, 30, 28, 36, 40, 37, 34, 32, 33, 38, 39, 43, 45, 42, 41, 44], [47, 46, 57, 51, 48, 55, 49, 50, 54, 53, 52, 59, 60, 56, 58]]
116: [[27, 2, 35, 7, 1, 3, 4, 5, 20, 14], [6, 9, 11, 26, 10, 30, 8, 12, 15, 16, 23, 19, 18, 13, 17, 29, 25, 28], [21, 22, 24, 31, 36, 40, 37, 34, 32, 33, 38, 39, 43, 45, 42, 41, 44], [47, 46, 57, 51, 48, 55, 49, 50, 54, 53, 52, 59, 60, 56, 58]]
117: [[51, 18, 39, 3, 35, 29, 6, 13, 16, 12], [23, 1, 2, 42, 11, 4, 9, 21, 15, 40, 7, 5, 17, 30, 8, 31, 10, 14], [19, 22, 24, 25, 20, 26, 28, 34, 32, 37, 33, 36, 58, 41, 45, 57, 46], [47, 44, 48, 43, 49, 55, 52, 50, 38, 53, 54, 27, 56, 59, 60]]
118: [[51, 54, 1, 37, 3, 48, 6, 20, 4, 8], [23, 15, 26, 10, 11, 12, 9, 5, 7, 19, 22, 25, 29, 16, 18, 31, 47, 21], [30, 24, 27, 28, 33, 42, 13, 38, 32, 34, 2, 39, 43, 44, 35, 41, 45], [14, 36, 17, 40, 46, 55, 49, 50, 52, 53, 57, 58, 60, 56, 59]]
119: [[59, 32, 5, 3, 35, 9, 1, 22, 52, 10], [2, 13, 4, 42, 43, 6, 8, 21, 7, 12, 14, 19, 20, 15, 25, 30, 16, 26], [24, 40, 17, 18, 37, 23, 53, 46, 27, 29, 31, 34, 36, 45, 38, 41, 44], [28, 39, 47, 50, 49, 54, 33, 48, 51, 56, 55, 11, 60, 58, 57]]
120: [[25], [5, 39, 3, 32], [15, 1, 7, 23], [14, 6, 4, 2], [56, 43, 8, 9, 29], [10, 40, 11, 12], [16, 17, 19, 22, 18], [27, 28, 37, 20, 21, 13], [33, 53, 42, 24], [30, 31, 34, 50], [35, 46, 57, 36, 38, 41], [44, 58, 45, 54], [49, 47, 60], [48, 51], [52, 55, 59, 26]]
121: [[25], [36, 1, 37, 3], [34, 4, 22, 55], [10, 6, 15, 5], [26, 47, 13, 17, 12], [9, 16, 20, 7], [8, 18, 14, 23, 54], [27, 24, 56, 11, 19, 41], [33, 53, 46, 21], [32, 2, 39, 35], [45, 42, 28, 29, 30, 31], [38, 50, 40, 43], [48, 44, 60], [49, 52], [51, 58, 57, 59]]
