0: [[42, 38, 5, 20, 7, 57], [75, 31, 19, 27, 72, 88, 50], [77, 23, 60, 16, 62, 14, 41], [26, 2, 83, 74, 36, 78, 58], [39, 84, 6, 9, 15, 3, 10], [43, 11, 25, 4, 29, 13, 28], [24, 1, 40, 8, 44, 45, 59], [18, 22, 71, 70, 12, 34, 76], [30, 32, 33, 53, 46, 52], [17, 69, 67, 48, 21, 64, 65], [49, 68, 56, 87, 63, 61, 47], [66, 55, 35, 85, 80, 51], [37, 54, 86, 79, 82, 73, 81]]
51: [[42, 38, 5, 20, 7, 57], [75, 31, 19, 27, 72, 88, 50], [77, 23, 60, 16, 62, 14, 41], [26, 2, 83, 74, 36, 78, 58], [39, 84, 6, 9, 15, 3, 10], [43, 11, 25, 4, 29, 13, 28], [24, 1, 40, 8, 44, 45, 59], [18, 22, 71, 70, 12, 34, 76], [30, 32, 33, 53, 46, 52], [17, 69, 67, 48, 21, 64, 65], [49, 68, 56, 87, 63, 61, 47], [66, 55, 35, 85, 80, 51], [37, 54, 86, 79, 82, 73, 81]]
52: [[42, 38, 5, 20, 7, 57], [75, 31, 19, 27, 72, 88, 50], [77, 23, 60, 16, 62, 14, 41], [26, 2, 83, 74, 36, 78, 58], [39, 84, 6, 9, 15, 3, 10], [43, 11, 25, 4, 29, 13, 28], [24, 1, 40, 8, 44, 45, 59], [18, 22, 71, 70, 12, 34, 76], [30, 32, 33, 53, 46, 52], [17, 69, 67, 48, 21, 64, 65], [49, 68, 56, 87, 63, 61, 47], [66, 55, 35, 85, 80, 51], [37, 54, 86, 79, 82, 73, 81]]
53: [[42, 38, 5, 20, 7, 57], [75, 31, 19, 27, 72, 88, 50], [77, 23, 60, 16, 62, 14, 41], [26, 2, 83, 74, 36, 78, 58], [39, 84, 6, 9, 15, 3, 10], [43, 11, 25, 4, 29, 13, 28], [24, 1, 40, 8, 44, 45, 59], [18, 22, 71, 70, 12, 34, 76], [30, 32, 33, 53, 46, 52], [17, 69, 67, 48, 21, 64, 65], [49, 68, 56, 87, 63, 61, 47], [66, 55, 35, 85, 80, 51], [37, 54, 86, 79, 82, 73, 81]]
54: [[42, 38, 5, 20, 7, 57], [75, 31, 19, 27, 72, 88, 50], [77, 23, 60, 16, 62, 14, 41], [26, 2, 83, 74, 36, 78, 58], [39, 84, 6, 9, 15, 3, 10], [43, 11, 25, 4, 29, 13, 28], [24, 1, 40, 8, 44, 45, 59], [18, 22, 71, 70, 12, 34, 76], [30, 32, 33, 53, 46, 52], [17, 69, 67, 48, 21, 64, 65], [49, 68, 56, 87, 63, 61, 47], [66, 55, 35, 85, 80, 51], [37, 54, 86, 79, 82, 73, 81]]
55: [[42, 38, 5, 20, 7, 57], [75, 31, 19, 27, 72, 88, 50], [77, 23, 60, 16, 62, 14, 41], [26, 2, 83, 74, 36, 78, 58], [39, 84, 6, 9, 15, 3, 10], [43, 11, 25, 4, 29, 13, 28], [24, 1, 40, 8, 44, 45, 59], [18, 22, 71, 70, 12, 34, 76], [30, 32, 33, 53, 46, 52], [17, 69, 67, 48, 21, 64, 65], [49, 68, 56, 87, 63, 61, 47], [66, 55, 35, 85, 80, 51], [37, 54, 86, 79, 82, 73, 81]]
56: [[42, 38, 5, 20, 7, 57], [75, 31, 19, 27, 72, 88, 50], [77, 23, 60, 16, 62, 14, 41], [26, 2, 83, 74, 36, 78, 58], [39, 84, 6, 9, 15, 3, 10], [43, 11, 25, 4, 29, 13, 28], [24, 1, 40, 8, 44, 45, 59], [18, 22, 71, 70, 12, 34, 76], [30, 32, 33, 53, 46, 52], [17, 69, 67, 48, 21, 64, 65], [49, 68, 56, 87, 63, 61, 47], [66, 55, 35, 85, 80, 51], [37, 54, 86, 79, 82, 73, 81]]
57: [[42, 38, 5, 20, 7, 57], [75, 31, 19, 27, 72, 88, 50], [77, 23, 60, 16, 62, 14, 41], [26, 2, 83, 74, 36, 78, 58], [39, 84, 6, 9, 15, 3, 10], [43, 11, 25, 4, 29, 13, 28], [24, 1, 40, 8, 44, 45, 59], [18, 22, 71, 70, 12, 34, 76], [30, 32, 33, 53, 46, 52], [17, 69, 67, 48, 21, 64, 65], [49, 68, 56, 87, 63, 61, 47], [66, 55, 35, 85, 80, 51], [37, 54, 86, 79, 82, 73, 81]]
58: [[42, 38, 5, 20, 7, 57], [75, 31, 19, 27, 72, 88, 50], [77, 23, 60, 16, 62, 14, 41], [26, 2, 83, 74, 36, 78, 58], [39, 84, 6, 9, 15, 3, 10], [43, 11, 25, 4, 29, 13, 28], [24, 1, 40, 8, 44, 45, 59], [18, 22, 71, 70, 12, 34, 76], [30, 32, 33, 53, 46, 52], [17, 69, 67, 48, 21, 64, 65], [49, 68, 56, 87, 63, 61, 47], [66, 55, 35, 85, 80, 51], [37, 54, 86, 79, 82, 73, 81]]
59: [[42, 38, 5, 20, 7, 57], [75, 31, 19, 27, 72, 88, 50], [77, 23, 60, 16, 62, 14, 41], [26, 2, 83, 74, 36, 78, 58], [39, 84, 6, 9, 15, 3, 10], [43, 11, 25, 4, 29, 13, 28], [24, 1, 40, 8, 44, 45, 59], [18, 22, 71, 70, 12, 34, 76], [30, 32, 33, 53, 46, 52], [17, 69, 67, 48, 21, 64, 65], [49, 68, 56, 87, 63, 61, 47], [66, 55, 35, 85, 80, 51], [37, 54, 86, 79, 82, 73, 81]]
60: [[42, 38, 5, 20, 7, 57], [75, 31, 19, 27, 72, 88, 50], [77, 23, 60, 16, 62, 14, 41], [26, 2, 83, 74, 36, 78, 58], [39, 84, 6, 9, 15, 3, 10], [43, 11, 25, 4, 29, 13, 28], [24, 1, 40, 8, 44, 45, 59], [18, 22, 71, 70, 12, 34, 76], [30, 32, 33, 53, 46, 52], [17, 69, 67, 48, 21, 64, 65], [49, 68, 56, 87, 63, 61, 47], [66, 55, 35, 85, 80, 51], [37, 54, 86, 79, 82, 73, 81]]
61: [[42, 38, 5, 20, 7, 57], [75, 31, 19, 27, 72, 88, 50], [77, 23, 60, 16, 62, 14, 41], [26, 2, 83, 74, 36, 78, 58], [39, 84, 6, 9, 15, 3, 10], [43, 11, 25, 4, 29, 13, 28], [24, 1, 40, 8, 44, 45, 59], [18, 22, 71, 70, 12, 34, 76], [30, 32, 33, 53, 46, 52], [17, 69, 67, 48, 21, 64, 65], [49, 68, 56, 87, 63, 61, 47], [66, 55, 35, 85, 80, 51], [37, 54, 86, 79, 82, 73, 81]]
62: [[42, 38, 5, 20, 7, 57], [75, 31, 19, 27, 72, 88, 50], [77, 23, 60, 16, 62, 14, 41], [26, 2, 83, 74, 36, 78, 58], [39, 84, 6, 9, 15, 3, 10], [43, 11, 25, 4, 29, 13, 28], [24, 1, 40, 8, 44, 45, 59], [18, 22, 71, 70, 12, 34, 76], [30, 32, 33, 53, 46, 52], [17, 69, 67, 48, 21, 64, 65], [49, 68, 56, 87, 63, 61, 47], [66, 55, 35, 85, 80, 51], [37, 54, 86, 79, 82, 73, 81]]
63: [[42, 38, 5, 20, 7, 57], [75, 31, 19, 27, 72, 88, 50], [77, 23, 60, 16, 62, 14, 41], [26, 2, 83, 74, 36, 78, 58], [39, 84, 6, 9, 15, 3, 10], [43, 11, 25, 4, 29, 13, 28], [24, 1, 40, 8, 44, 45, 59], [18, 22, 71, 70, 12, 34, 76], [30, 32, 33, 53, 46, 52], [17, 69, 67, 48, 21, 64, 65], [49, 68, 56, 87, 63, 61, 47], [66, 55, 35, 85, 80, 51], [37, 54, 86, 79, 82, 73, 81]]
64: [[42, 38, 5, 20, 7, 57], [75, 31, 19, 27, 72, 88, 50], [77, 23, 60, 16, 62, 14, 41], [26, 2, 83, 74, 36, 78, 58], [39, 84, 6, 9, 15, 3, 10], [43, 11, 25, 4, 29, 13, 28], [24, 1, 40, 8, 44, 45, 59], [18, 22, 71, 70, 12, 34, 76], [30, 32, 33, 53, 46, 52], [17, 69, 67, 48, 21, 64, 65], [49, 68, 56, 87, 63, 61, 47], [66, 55, 35, 85, 80, 51], [37, 54, 86, 79, 82, 73, 81]]
65: [[42, 38, 5, 20, 7, 57], [75, 31, 19, 27, 72, 88, 50], [77, 23, 60, 16, 62, 14, 41], [26, 2, 83, 74, 36, 78, 58], [39, 84, 6, 9, 15, 3, 10], [43, 11, 25, 4, 29, 13, 28], [24, 1, 40, 8, 44, 45, 59], [18, 22, 71, 70, 12, 34, 76], [30, 32, 33, 53, 46, 52], [17, 69, 67, 48, 21, 64, 65], [49, 68, 56, 87, 63, 61, 47], [66, 55, 35, 85, 80, 51], [37, 54, 86, 79, 82, 73, 81]]
66: [[42, 38, 5, 20, 7, 57], [75, 31, 19, 27, 72, 88, 50], [77, 23, 60, 16, 62, 14, 41], [26, 2, 83, 74, 36, 78, 58], [39, 84, 6, 9, 15, 3, 10], [43, 11, 25, 4, 29, 13, 28], [24, 1, 40, 8, 44, 45, 59], [18, 22, 71, 70, 12, 34, 76], [30, 32, 33, 53, 46, 52], [17, 69, 67, 48, 21, 64, 65], [49, 68, 56, 87, 63, 61, 47], [66, 55, 35, 85, 80, 51], [37, 54, 86, 79, 82, 73, 81]]
67: [[42, 38, 5, 20, 7, 57], [75, 31, 19, 27, 72, 88, 50], [77, 23, 60, 16, 62, 14, 41], [26, 2, 83, 74, 36, 78, 58], [39, 84, 6, 9, 15, 3, 10], [43, 11, 25, 4, 29, 13, 28], [24, 1, 40, 8, 44, 45, 59], [18, 22, 71, 70, 12, 34, 76], [30, 32, 33, 53, 46, 52], [17, 69, 67, 48, 21, 64, 65], [49, 68, 56, 87, 63, 61, 47], [66, 55, 35, 85, 80, 51], [37, 54, 86, 79, 82, 73, 81]]
68: [[42, 38, 5, 20, 7, 57], [75, 31, 19, 27, 72, 88, 50], [77, 23, 60, 16, 62, 14, 41], [26, 2, 83, 74, 36, 78, 58], [39, 84, 6, 9, 15, 3, 10], [43, 11, 25, 4, 29, 13, 28], [24, 1, 40, 8, 44, 45, 59], [18, 22, 71, 70, 12, 34, 76], [30, 32, 33, 53, 46, 52], [17, 69, 67, 48, 21, 64, 65], [49, 68, 56, 87, 63, 61, 47], [66, 55, 35, 85, 80, 51], [37, 54, 86, 79, 82, 73, 81]]
69: [[42, 38, 5, 20, 7, 57], [75, 31, 19, 27, 72, 88, 50], [77, 23, 60, 16, 62, 14, 41], [26, 2, 83, 74, 36, 78, 58], [39, 84, 6, 9, 15, 3, 10], [43, 11, 25, 4, 29, 13, 28], [24, 1, 40, 8, 44, 45, 59], [18, 22, 71, 70, 12, 34, 76], [30, 32, 33, 53, 46, 52], [17, 69, 67, 48, 21, 64, 65], [49, 68, 56, 87, 63, 61, 47], [66, 55, 35, 85, 80, 51], [37, 54, 86, 79, 82, 73, 81]]
70: [[42, 38, 5, 20, 7, 57], [75, 31, 19, 27, 72, 88, 50], [77, 23, 60, 16, 62, 14, 41], [26, 2, 83, 74, 36, 78, 58], [39, 84, 6, 9, 15, 3, 10], [43, 11, 25, 4, 29, 13, 28], [24, 1, 40, 8, 44, 45, 59], [18, 22, 71, 70, 12, 34, 76], [30, 32, 33, 53, 46, 52], [17, 69, 67, 48, 21, 64, 65], [49, 68, 56, 87, 63, 61, 47], [66, 55, 35, 85, 80, 51], [37, 54, 86, 79, 82, 73, 81]]
71: [[42, 38, 5, 20, 7, 57], [75, 31, 19, 27, 72, 88, 50], [77, 23, 60, 16, 62, 14, 41], [26, 2, 83, 74, 36, 78, 58], [39, 84, 6, 9, 15, 3, 10], [43, 11, 25, 4, 29, 13, 28], [24, 1, 40, 8, 44, 45, 59], [18, 22, 71, 70, 12, 34, 76], [30, 32, 33, 53, 46, 52], [17, 69, 67, 48, 21, 64, 65], [49, 68, 56, 87, 63, 61, 47], [66, 55, 35, 85, 80, 51], [37, 54, 86, 79, 82, 73, 81]]
72: [[42, 38, 5, 20, 7, 57], [75, 31, 19, 27, 72, 88, 50], [77, 23, 60, 16, 62, 14, 41], [26, 2, 83, 74, 36, 78, 58], [39, 84, 6, 9, 15, 3, 10], [43, 11, 25, 4, 29, 13, 28], [24, 1, 40, 8, 44, 45, 59], [18, 22, 71, 70, 12, 34, 76], [30, 32, 33, 53, 46, 52], [17, 69, 67, 48, 21, 64, 65], [49, 68, 56, 87, 63, 61, 47], [66, 55, 35, 85, 80, 51], [37, 54, 86, 79, 82, 73, 81]]
73: [[42, 38, 5, 20, 7, 57], [75, 31, 19, 27, 72, 88, 50], [77, 23, 60, 16, 62, 14, 41], [26, 2, 83, 74, 36, 78, 58], [39, 84, 6, 9, 15, 3, 10], [43, 11, 25, 4, 29, 13, 28], [24, 1, 40, 8, 44, 45, 59], [18, 22, 71, 70, 12, 34, 76], [30, 32, 33, 53, 46, 52], [17, 69, 67, 48, 21, 64, 65], [49, 68, 56, 87, 63, 61, 47], [66, 55, 35, 85, 80, 51], [37, 54, 86, 79, 82, 73, 81]]
74: [[42, 38, 5, 20, 7, 57], [75, 31, 19, 27, 72, 88, 50], [77, 23, 60, 16, 62, 14, 41], [26, 2, 83, 74, 36, 78, 58], [39, 84, 6, 9, 15, 3, 10], [43, 11, 25, 4, 29, 13, 28], [24, 1, 40, 8, 44, 45, 59], [18, 22, 71, 70, 12, 34, 76], [30, 32, 33, 53, 46, 52], [17, 69, 67, 48, 21, 64, 65], [49, 68, 56, 87, 63, 61, 47], [66, 55, 35, 85, 80, 51], [37, 54, 86, 79, 82, 73, 81]]
75: [[42, 38, 5, 20, 7, 57], [75, 31, 19, 27, 72, 88, 50], [77, 23, 60, 16, 62, 14, 41], [26, 2, 83, 74, 36, 78, 58], [39, 84, 6, 9, 15, 3, 10], [43, 11, 25, 4, 29, 13, 28], [24, 1, 40, 8, 44, 45, 59], [18, 22, 71, 70, 12, 34, 76], [30, 32, 33, 53, 46, 52], [17, 69, 67, 48, 21, 64, 65], [49, 68, 56, 87, 63, 61, 47], [66, 55, 35, 85, 80, 51], [37, 54, 86, 79, 82, 73, 81]]
76: [[42, 38, 5, 20, 7, 57], [75, 31, 19, 27, 72, 88, 50], [77, 23, 60, 16, 62, 14, 41], [26, 2, 83, 74, 36, 78, 58], [39, 84, 6, 9, 15, 3, 10], [43, 11, 25, 4, 29, 13, 28], [24, 1, 40, 8, 44, 45, 59], [18, 22, 71, 70, 12, 34, 76], [30, 32, 33, 53, 46, 52], [17, 69, 67, 48, 21, 64, 65], [49, 68, 56, 87, 63, 61, 47], [66, 55, 35, 85, 80, 51], [37, 54, 86, 79, 82, 73, 81]]
77: [[42, 38, 5, 20, 7, 57], [75, 31, 19, 27, 72, 88, 50], [77, 23, 60, 16, 62, 14, 41], [26, 2, 83, 74, 36, 78, 58], [39, 84, 6, 9, 15, 3, 10], [43, 11, 25, 4, 29, 13, 28], [24, 1, 40, 8, 44, 45, 59], [18, 22, 71, 70, 12, 34, 76], [30, 32, 33, 53, 46, 52], [17, 69, 67, 48, 21, 64, 65], [49, 68, 56, 87, 63, 61, 47], [66, 55, 35, 85, 80, 51], [37, 54, 86, 79, 82, 73, 81]]
78: [[42, 38, 5, 20, 7, 57], [75, 31, 19, 27, 72, 88, 50], [77, 23, 60, 16, 62, 14, 41], [26, 2, 83, 74, 36, 78, 58], [39, 84, 6, 9, 15, 3, 10], [43, 11, 25, 4, 29, 13, 28], [24, 1, 40, 8, 44, 45, 59], [18, 22, 71, 70, 12, 34, 76], [30, 32, 33, 53, 46, 52], [17, 69, 67, 48, 21, 64, 65], [49, 68, 56, 87, 63, 61, 47], [66, 55, 35, 85, 80, 51], [37, 54, 86, 79, 82, 73, 81]]
79: [[42, 38, 5, 20, 7, 57], [75, 31, 19, 27, 72, 88, 50], [77, 23, 60, 16, 62, 14, 41], [26, 2, 83, 74, 36, 78, 58], [39, 84, 6, 9, 15, 3, 10], [43, 11, 25, 4, 29, 13, 28], [24, 1, 40, 8, 44, 45, 59], [18, 22, 71, 70, 12, 34, 76], [30, 32, 33, 53, 46, 52], [17, 69, 67, 48, 21, 64, 65], [49, 68, 56, 87, 63, 61, 47], [66, 55, 35, 85, 80, 51], [37, 54, 86, 79, 82, 73, 81]]
80: [[42, 38, 5, 20, 7, 57], [75, 31, 19, 27, 72, 88, 50], [77, 23, 60, 16, 62, 14, 41], [26, 2, 83, 74, 36, 78, 58], [39, 84, 6, 9, 15, 3, 10], [43, 11, 25, 4, 29, 13, 28], [24, 1, 40, 8, 44, 45, 59], [18, 22, 71, 70, 12, 34, 76], [30, 32, 33, 53, 46, 52], [17, 69, 67, 48, 21, 64, 65], [49, 68, 56, 87, 63, 61, 47], [66, 55, 35, 85, 80, 51], [37, 54, 86, 79, 82, 73, 81]]
81: [[42, 38, 5, 20, 7, 57], [75, 31, 19, 27, 72, 88, 50], [77, 23, 60, 16, 62, 14, 41], [26, 2, 83, 74, 36, 78, 58], [39, 84, 6, 9, 15, 3, 10], [43, 11, 25, 4, 29, 13, 28], [24, 1, 40, 8, 44, 45, 59], [18, 22, 71, 70, 12, 34, 76], [30, 32, 33, 53, 46, 52], [17, 69, 67, 48, 21, 64, 65], [49, 68, 56, 87, 63, 61, 47], [66, 55, 35, 85, 80, 51], [37, 54, 86, 79, 82, 73, 81]]
82: [[42, 38, 5, 20, 7, 57], [75, 31, 19, 27, 72, 88, 50], [77, 23, 60, 16, 62, 14, 41], [26, 2, 83, 74, 36, 78, 58], [39, 84, 6, 9, 15, 3, 10], [43, 11, 25, 4, 29, 13, 28], [24, 1, 40, 8, 44, 45, 59], [18, 22, 71, 70, 12, 34, 76], [30, 32, 33, 53, 46, 52], [17, 69, 67, 48, 21, 64, 65], [49, 68, 56, 87, 63, 61, 47], [66, 55, 35, 85, 80, 51], [37, 54, 86, 79, 82, 73, 81]]
83: [[42, 38, 5, 20, 7, 57], [75, 31, 19, 27, 72, 88, 50], [77, 23, 60, 16, 62, 14, 41], [26, 2, 83, 74, 36, 78, 58], [39, 84, 6, 9, 15, 3, 10], [43, 11, 25, 4, 29, 13, 28], [24, 1, 40, 8, 44, 45, 59], [18, 22, 71, 70, 12, 34, 76], [30, 32, 33, 53, 46, 52], [17, 69, 67, 48, 21, 64, 65], [49, 68, 56, 87, 63, 61, 47], [66, 55, 35, 85, 80, 51], [37, 54, 86, 79, 82, 73, 81]]
84: [[42, 38, 5, 20, 7, 57], [75, 31, 19, 27, 72, 88, 50], [77, 23, 60, 16, 62, 14, 41], [26, 2, 83, 74, 36, 78, 58], [39, 84, 6, 9, 15, 3, 10], [43, 11, 25, 4, 29, 13, 28], [24, 1, 40, 8, 44, 45, 59], [18, 22, 71, 70, 12, 34, 76], [30, 32, 33, 53, 46, 52], [17, 69, 67, 48, 21, 64, 65], [49, 68, 56, 87, 63, 61, 47], [66, 55, 35, 85, 80, 51], [37, 54, 86, 79, 82, 73, 81]]
85: [[42, 38, 5, 20, 7, 57], [75, 31, 19, 27, 72, 88, 50], [77, 23, 60, 16, 62, 14, 41], [26, 2, 83, 74, 36, 78, 58], [39, 84, 6, 9, 15, 3, 10], [43, 11, 25, 4, 29, 13, 28], [24, 1, 40, 8, 44, 45, 59], [18, 22, 71, 70, 12, 34, 76], [30, 32, 33, 53, 46, 52], [17, 69, 67, 48, 21, 64, 65], [49, 68, 56, 87, 63, 61, 47], [66, 55, 35, 85, 80, 51], [37, 54, 86, 79, 82, 73, 81]]
86: [[42, 38, 5, 20, 7, 57], [75, 31, 19, 27, 72, 88, 50], [77, 23, 60, 16, 62, 14, 41], [26, 2, 83, 74, 36, 78, 58], [39, 84, 6, 9, 15, 3, 10], [43, 11, 25, 4, 29, 13, 28], [24, 1, 40, 8, 44, 45, 59], [18, 22, 71, 70, 12, 34, 76], [30, 32, 33, 53, 46, 52], [17, 69, 67, 48, 21, 64, 65], [49, 68, 56, 87, 63, 61, 47], [66, 55, 35, 85, 80, 51], [37, 54, 86, 79, 82, 73, 81]]
87: [[42, 38, 5, 20, 7, 57], [75, 31, 19, 27, 72, 88, 50], [77, 23, 60, 16, 62, 14, 41], [26, 2, 83, 74, 36, 78, 58], [39, 84, 6, 9, 15, 3, 10], [43, 11, 25, 4, 29, 13, 28], [24, 1, 40, 8, 44, 45, 59], [18, 22, 71, 70, 12, 34, 76], [30, 32, 33, 53, 46, 52], [17, 69, 67, 48, 21, 64, 65], [49, 68, 56, 87, 63, 61, 47], [66, 55, 35, 85, 80, 51], [37, 54, 86, 79, 82, 73, 81]]
88: [[42, 38, 5, 20, 7, 57], [75, 31, 19, 27, 72, 88, 50], [77, 23, 60, 16, 62, 14, 41], [26, 2, 83, 74, 36, 78, 58], [39, 84, 6, 9, 15, 3, 10], [43, 11, 25, 4, 29, 13, 28], [24, 1, 40, 8, 44, 45, 59], [18, 22, 71, 70, 12, 34, 76], [30, 32, 33, 53, 46, 52], [17, 69, 67, 48, 21, 64, 65], [49, 68, 56, 87, 63, 61, 47], [66, 55, 35, 85, 80, 51], [37, 54, 86, 79, 82, 73, 81]]
89: [[42, 38, 5, 20, 7, 57], [75, 31, 19, 27, 72, 88, 50], [77, 23, 60, 16, 62, 14, 41], [26, 2, 83, 74, 36, 78, 58], [39, 84, 6, 9, 15, 3, 10], [43, 11, 25, 4, 29, 13, 28], [24, 1, 40, 8, 44, 45, 59], [18, 22, 71, 70, 12, 34, 76], [30, 32, 33, 53, 46, 52], [17, 69, 67, 48, 21, 64, 65], [49, 68, 56, 87, 63, 61, 47], [66, 55, 35, 85, 80, 51], [37, 54, 86, 79, 82, 73, 81]]
90: [[42, 38, 5, 20, 7, 57], [75, 31, 19, 27, 72, 88, 50], [77, 23, 60, 16, 62, 14, 41], [26, 2, 83, 74, 36, 78, 58], [39, 84, 6, 9, 15, 3, 10], [43, 11, 25, 4, 29, 13, 28], [24, 1, 40, 8, 44, 45, 59], [18, 22, 71, 70, 12, 34, 76], [30, 32, 33, 53, 46, 52], [17, 69, 67, 48, 21, 64, 65], [49, 68, 56, 87, 63, 61, 47], [66, 55, 35, 85, 80, 51], [37, 54, 86, 79, 82, 73, 81]]
91: [[42, 38, 5, 20, 7, 57], [75, 31, 19, 27, 72, 88, 50], [77, 23, 60, 16, 62, 14, 41], [26, 2, 83, 74, 36, 78, 58], [39, 84, 6, 9, 15, 3, 10], [43, 11, 25, 4, 29, 13, 28], [24, 1, 40, 8, 44, 45, 59], [18, 22, 71, 70, 12, 34, 76], [30, 32, 33, 53, 46, 52], [17, 69, 67, 48, 21, 64, 65], [49, 68, 56, 87, 63, 61, 47], [66, 55, 35, 85, 80, 51], [37, 54, 86, 79, 82, 73, 81]]
92: [[42, 38, 5, 20, 7, 57], [75, 31, 19, 27, 72, 88, 50], [77, 23, 60, 16, 62, 14, 41], [26, 2, 83, 74, 36, 78, 58], [39, 84, 6, 9, 15, 3, 10], [43, 11, 25, 4, 29, 13, 28], [24, 1, 40, 8, 44, 45, 59], [18, 22, 71, 70, 12, 34, 76], [30, 32, 33, 53, 46, 52], [17, 69, 67, 48, 21, 64, 65], [49, 68, 56, 87, 63, 61, 47], [66, 55, 35, 85, 80, 51], [37, 54, 86, 79, 82, 73, 81]]
93: [[42, 38, 5, 20, 7, 57], [75, 31, 19, 27, 72, 88, 50], [77, 23, 60, 16, 62, 14, 41], [26, 2, 83, 74, 36, 78, 58], [39, 84, 6, 9, 15, 3, 10], [43, 11, 25, 4, 29, 13, 28], [24, 1, 40, 8, 44, 45, 59], [18, 22, 71, 70, 12, 34, 76], [30, 32, 33, 53, 46, 52], [17, 69, 67, 48, 21, 64, 65], [49, 68, 56, 87, 63, 61, 47], [66, 55, 35, 85, 80, 51], [37, 54, 86, 79, 82, 73, 81]]
94: [[42, 38, 5, 20, 7, 57], [75, 31, 19, 27, 72, 88, 50], [77, 23, 60, 16, 62, 14, 41], [26, 2, 83, 74, 36, 78, 58], [39, 84, 6, 9, 15, 3, 10], [43, 11, 25, 4, 29, 13, 28], [24, 1, 40, 8, 44, 45, 59], [18, 22, 71, 70, 12, 34, 76], [30, 32, 33, 53, 46, 52], [17, 69, 67, 48, 21, 64, 65], [49, 68, 56, 87, 63, 61, 47], [66, 55, 35, 85, 80, 51], [37, 54, 86, 79, 82, 73, 81]]
95: [[42, 38, 5, 20, 7, 57], [75, 31, 19, 27, 72, 88, 50], [77, 23, 60, 16, 62, 14, 41], [26, 2, 83, 74, 36, 78, 58], [39, 84, 6, 9, 15, 3, 10], [43, 11, 25, 4, 29, 13, 28], [24, 1, 40, 8, 44, 45, 59], [18, 22, 71, 70, 12, 34, 76], [30, 32, 33, 53, 46, 52], [17, 69, 67, 48, 21, 64, 65], [49, 68, 56, 87, 63, 61, 47], [66, 55, 35, 85, 80, 51], [37, 54, 86, 79, 82, 73, 81]]
96: [[42, 38, 5, 20, 7, 57], [75, 31, 19, 27, 72, 88, 50], [77, 23, 60, 16, 62, 14, 41], [26, 2, 83, 74, 36, 78, 58], [39, 84, 6, 9, 15, 3, 10], [43, 11, 25, 4, 29, 13, 28], [24, 1, 40, 8, 44, 45, 59], [18, 22, 71, 70, 12, 34, 76], [30, 32, 33, 53, 46, 52], [17, 69, 67, 48, 21, 64, 65], [49, 68, 56, 87, 63, 61, 47], [66, 55, 35, 85, 80, 51], [37, 54, 86, 79, 82, 73, 81]]
97: [[42, 38, 5, 20, 7, 57], [75, 31, 19, 27, 72, 88, 50], [77, 23, 60, 16, 62, 14, 41], [26, 2, 83, 74, 36, 78, 58], [39, 84, 6, 9, 15, 3, 10], [43, 11, 25, 4, 29, 13, 28], [24, 1, 40, 8, 44, 45, 59], [18, 22, 71, 70, 12, 34, 76], [30, 32, 33, 53, 46, 52], [17, 69, 67, 48, 21, 64, 65], [49, 68, 56, 87, 63, 61, 47], [66, 55, 35, 85, 80, 51], [37, 54, 86, 79, 82, 73, 81]]
98: [[42, 38, 5, 20, 7, 57], [75, 31, 19, 27, 72, 88, 50], [77, 23, 60, 16, 62, 14, 41], [26, 2, 83, 74, 36, 78, 58], [39, 84, 6, 9, 15, 3, 10], [43, 11, 25, 4, 29, 13, 28], [24, 1, 40, 8, 44, 45, 59], [18, 22, 71, 70, 12, 34, 76], [30, 32, 33, 53, 46, 52], [17, 69, 67, 48, 21, 64, 65], [49, 68, 56, 87, 63, 61, 47], [66, 55, 35, 85, 80, 51], [37, 54, 86, 79, 82, 73, 81]]
99: [[42, 38, 5, 20, 7, 57], [75, 31, 19, 27, 72, 88, 50], [77, 23, 60, 16, 62, 14, 41], [26, 2, 83, 74, 36, 78, 58], [39, 84, 6, 9, 15, 3, 10], [43, 11, 25, 4, 29, 13, 28], [24, 1, 40, 8, 44, 45, 59], [18, 22, 71, 70, 12, 34, 76], [30, 32, 33, 53, 46, 52], [17, 69, 67, 48, 21, 64, 65], [49, 68, 56, 87, 63, 61, 47], [66, 55, 35, 85, 80, 51], [37, 54, 86, 79, 82, 73, 81]]
100: [[42, 38, 5, 20, 7, 57], [75, 31, 19, 27, 72, 88, 50], [77, 23, 60, 16, 62, 14, 41], [26, 2, 83, 74, 36, 78, 58], [39, 84, 6, 9, 15, 3, 10], [43, 11, 25, 4, 29, 13, 28], [24, 1, 40, 8, 44, 45, 59], [18, 22, 71, 70, 12, 34, 76], [30, 32, 33, 53, 46, 52], [17, 69, 67, 48, 21, 64, 65], [49, 68, 56, 87, 63, 61, 47], [66, 55, 35, 85, 80, 51], [37, 54, 86, 79, 82, 73, 81]]
101: [[42, 38, 5, 20, 7, 57], [75, 31, 19, 27, 72, 88, 50], [77, 23, 60, 16, 62, 14, 41], [26, 2, 83, 74, 36, 78, 58], [39, 84, 6, 9, 15, 3, 10], [43, 11, 25, 4, 29, 13, 28], [24, 1, 40, 8, 44, 45, 59], [18, 22, 71, 70, 12, 34, 76], [30, 32, 33, 53, 46, 52], [17, 69, 67, 48, 21, 64, 65], [49, 68, 56, 87, 63, 61, 47], [66, 55, 35, 85, 80, 51], [37, 54, 86, 79, 82, 73, 81]]
