0: [[57, 51, 6, 56, 30, 3], [70, 33, 25, 83, 45, 65], [47, 77, 15, 41, 86, 60], [50, 71, 75, 4, 19, 79], [8, 1, 66, 20, 46, 44], [5, 82, 38, 63, 42, 54], [53, 22, 12, 68, 2, 29], [39, 31, 11, 9, 10], [14, 17, 23, 13, 28, 16], [52, 18, 7, 37, 26], [32, 78, 24, 35, 55, 59], [73, 27, 21, 69, 64, 34], [36, 43, 62, 40, 76, 49], [61, 81, 74, 80, 67, 48], [72, 58, 84, 87, 88, 85]]
51: [[57, 51, 6, 56, 30, 3], [70, 33, 25, 83, 45, 65], [47, 77, 15, 41, 86, 60], [50, 71, 75, 4, 19, 79], [8, 1, 66, 20, 46, 44], [5, 82, 38, 63, 42, 54], [53, 22, 12, 68, 2, 29], [39, 31, 11, 9, 10], [14, 17, 23, 13, 28, 16], [52, 18, 7, 37, 26], [32, 78, 24, 35, 55, 59], [73, 27, 21, 69, 64, 34], [36, 43, 62, 40, 76, 49], [61, 81, 74, 80, 67, 48], [72, 58, 84, 87, 88, 85]]
52: [[57, 51, 6, 56, 30, 3], [70, 33, 25, 83, 45, 65], [47, 77, 15, 41, 86, 60], [50, 71, 75, 4, 19, 79], [8, 1, 66, 20, 46, 44], [5, 82, 38, 63, 42, 54], [53, 22, 12, 68, 2, 29], [39, 31, 11, 9, 10], [14, 17, 23, 13, 28, 16], [52, 18, 7, 37, 26], [32, 78, 24, 35, 55, 59], [73, 27, 21, 69, 64, 34], [36, 43, 62, 40, 76, 49], [61, 81, 74, 80, 67, 48], [72, 58, 84, 87, 88, 85]]
53: [[57, 51, 6, 56, 30, 3], [70, 33, 25, 83, 45, 65], [47, 77, 15, 41, 86, 60], [50, 71, 75, 4, 19, 79], [8, 1, 66, 20, 46, 44], [5, 82, 38, 63, 42, 54], [53, 22, 12, 68, 2, 29], [39, 31, 11, 9, 10], [14, 17, 23, 13, 28, 16], [52, 18, 7, 37, 26], [32, 78, 24, 35, 55, 59], [73, 27, 21, 69, 64, 34], [36, 43, 62, 40, 76, 49], [61, 81, 74, 80, 67, 48], [72, 58, 84, 87, 88, 85]]
54: [[57, 51, 6, 56, 30, 3], [70, 33, 25, 83, 45, 65], [47, 77, 15, 41, 86, 60], [50, 71, 75, 4, 19, 79], [8, 1, 66, 20, 46, 44], [5, 82, 38, 63, 42, 54], [53, 22, 12, 68, 2, 29], [39, 31, 11, 9, 10], [14, 17, 23, 13, 28, 16], [52, 18, 7, 37, 26], [32, 78, 24, 35, 55, 59], [73, 27, 21, 69, 64, 34], [36, 43, 62, 40, 76, 49], [61, 81, 74, 80, 67, 48], [72, 58, 84, 87, 88, 85]]
55: [[57, 51, 6, 56, 30, 3], [70, 33, 25, 83, 45, 65], [47, 77, 15, 41, 86, 60], [50, 71, 75, 4, 19, 79], [8, 1, 66, 20, 46, 44], [5, 82, 38, 63, 42, 54], [53, 22, 12, 68, 2, 29], [39, 31, 11, 9, 10], [14, 17, 23, 13, 28, 16], [52, 18, 7, 37, 26], [32, 78, 24, 35, 55, 59], [73, 27, 21, 69, 64, 34], [36, 43, 62, 40, 76, 49], [61, 81, 74, 80, 67, 48], [72, 58, 84, 87, 88, 85]]
56: [[57, 51, 6, 56, 30, 3], [70, 33, 25, 83, 45, 65], [47, 77, 15, 41, 86, 60], [50, 71, 75, 4, 19, 79], [8, 1, 66, 20, 46, 44], [5, 82, 38, 63, 42, 54], [53, 22, 12, 68, 2, 29], [39, 31, 11, 9, 10], [14, 17, 23, 13, 28, 16], [52, 18, 7, 37, 26], [32, 78, 24, 35, 55, 59], [73, 27, 21, 69, 64, 34], [36, 43, 62, 40, 76, 49], [61, 81, 74, 80, 67, 48], [72, 58, 84, 87, 88, 85]]
57: [[57, 51, 6, 56, 30, 3], [70, 33, 25, 83, 45, 65], [47, 77, 15, 41, 86, 60], [50, 71, 75, 4, 19, 79], [8, 1, 66, 20, 46, 44], [5, 82, 38, 63, 42, 54], [53, 22, 12, 68, 2, 29], [39, 31, 11, 9, 10], [14, 17, 23, 13, 28, 16], [52, 18, 7, 37, 26], [32, 78, 24, 35, 55, 59], [73, 27, 21, 69, 64, 34], [36, 43, 62, 40, 76, 49], [61, 81, 74, 80, 67, 48], [72, 58, 84, 87, 88, 85]]
58: [[57, 51, 6, 56, 30, 3], [70, 33, 25, 83, 45, 65], [47, 77, 15, 41, 86, 60], [50, 71, 75, 4, 19, 79], [8, 1, 66, 20, 46, 44], [5, 82, 38, 63, 42, 54], [53, 22, 12, 68, 2, 29], [39, 31, 11, 9, 10], [14, 17, 23, 13, 28, 16], [52, 18, 7, 37, 26], [32, 78, 24, 35, 55, 59], [73, 27, 21, 69, 64, 34], [36, 43, 62, 40, 76, 49], [61, 81, 74, 80, 67, 48], [72, 58, 84, 87, 88, 85]]
59: [[57, 51, 6, 56, 30, 3], [70, 33, 25, 83, 45, 65], [47, 77, 15, 41, 86, 60], [50, 71, 75, 4, 19, 79], [8, 1, 66, 20, 46, 44], [5, 82, 38, 63, 42, 54], [53, 22, 12, 68, 2, 29], [39, 31, 11, 9, 10], [14, 17, 23, 13, 28, 16], [52, 18, 7, 37, 26], [32, 78, 24, 35, 55, 59], [73, 27, 21, 69, 64, 34], [36, 43, 62, 40, 76, 49], [61, 81, 74, 80, 67, 48], [72, 58, 84, 87, 88, 85]]
60: [[57, 51, 6, 56, 30, 3], [70, 33, 25, 83, 45, 65], [47, 77, 15, 41, 86, 60], [50, 71, 75, 4, 19, 79], [8, 1, 66, 20, 46, 44], [5, 82, 38, 63, 42, 54], [53, 22, 12, 68, 2, 29], [39, 31, 11, 9, 10], [14, 17, 23, 13, 28, 16], [52, 18, 7, 37, 26], [32, 78, 24, 35, 55, 59], [73, 27, 21, 69, 64, 34], [36, 43, 62, 40, 76, 49], [61, 81, 74, 80, 67, 48], [72, 58, 84, 87, 88, 85]]
61: [[57, 51, 6, 56, 30, 3], [70, 33, 25, 83, 45, 65], [47, 77, 15, 41, 86, 60], [50, 71, 75, 4, 19, 79], [8, 1, 66, 20, 46, 44], [5, 82, 38, 63, 42, 54], [53, 22, 12, 68, 2, 29], [39, 31, 11, 9, 10], [14, 17, 23, 13, 28, 16], [52, 18, 7, 37, 26], [32, 78, 24, 35, 55, 59], [73, 27, 21, 69, 64, 34], [36, 43, 62, 40, 76, 49], [61, 81, 74, 80, 67, 48], [72, 58, 84, 87, 88, 85]]
62: [[57, 51, 6, 56, 30, 3], [70, 33, 25, 83, 45, 65], [47, 77, 15, 41, 86, 60], [50, 71, 75, 4, 19, 79], [8, 1, 66, 20, 46, 44], [5, 82, 38, 63, 42, 54], [53, 22, 12, 68, 2, 29], [39, 31, 11, 9, 10], [14, 17, 23, 13, 28, 16], [52, 18, 7, 37, 26], [32, 78, 24, 35, 55, 59], [73, 27, 21, 69, 64, 34], [36, 43, 62, 40, 76, 49], [61, 81, 74, 80, 67, 48], [72, 58, 84, 87, 88, 85]]
63: [[57, 51, 6, 56, 30, 3], [70, 33, 25, 83, 45, 65], [47, 77, 15, 41, 86, 60], [50, 71, 75, 4, 19, 79], [8, 1, 66, 20, 46, 44], [5, 82, 38, 63, 42, 54], [53, 22, 12, 68, 2, 29], [39, 31, 11, 9, 10], [14, 17, 23, 13, 28, 16], [52, 18, 7, 37, 26], [32, 78, 24, 35, 55, 59], [73, 27, 21, 69, 64, 34], [36, 43, 62, 40, 76, 49], [61, 81, 74, 80, 67, 48], [72, 58, 84, 87, 88, 85]]
64: [[57, 51, 6, 56, 30, 3], [70, 33, 25, 83, 45, 65], [47, 77, 15, 41, 86, 60], [50, 71, 75, 4, 19, 79], [8, 1, 66, 20, 46, 44], [5, 82, 38, 63, 42, 54], [53, 22, 12, 68, 2, 29], [39, 31, 11, 9, 10], [14, 17, 23, 13, 28, 16], [52, 18, 7, 37, 26], [32, 78, 24, 35, 55, 59], [73, 27, 21, 69, 64, 34], [36, 43, 62, 40, 76, 49], [61, 81, 74, 80, 67, 48], [72, 58, 84, 87, 88, 85]]
65: [[57, 51, 6, 56, 30, 3], [70, 33, 25, 83, 45, 65], [47, 77, 15, 41, 86, 60], [50, 71, 75, 4, 19, 79], [8, 1, 66, 20, 46, 44], [5, 82, 38, 63, 42, 54], [53, 22, 12, 68, 2, 29], [39, 31, 11, 9, 10], [14, 17, 23, 13, 28, 16], [52, 18, 7, 37, 26], [32, 78, 24, 35, 55, 59], [73, 27, 21, 69, 64, 34], [36, 43, 62, 40, 76, 49], [61, 81, 74, 80, 67, 48], [72, 58, 84, 87, 88, 85]]
66: [[57, 51, 6, 56, 30, 3], [70, 33, 25, 83, 45, 65], [47, 77, 15, 41, 86, 60], [50, 71, 75, 4, 19, 79], [8, 1, 66, 20, 46, 44], [5, 82, 38, 63, 42, 54], [53, 22, 12, 68, 2, 29], [39, 31, 11, 9, 10], [14, 17, 23, 13, 28, 16], [52, 18, 7, 37, 26], [32, 78, 24, 35, 55, 59], [73, 27, 21, 69, 64, 34], [36, 43, 62, 40, 76, 49], [61, 81, 74, 80, 67, 48], [72, 58, 84, 87, 88, 85]]
67: [[57, 51, 6, 56, 30, 3], [70, 33, 25, 83, 45, 65], [47, 77, 15, 41, 86, 60], [50, 71, 75, 4, 19, 79], [8, 1, 66, 20, 46, 44], [5, 82, 38, 63, 42, 54], [53, 22, 12, 68, 2, 29], [39, 31, 11, 9, 10], [14, 17, 23, 13, 28, 16], [52, 18, 7, 37, 26], [32, 78, 24, 35, 55, 59], [73, 27, 21, 69, 64, 34], [36, 43, 62, 40, 76, 49], [61, 81, 74, 80, 67, 48], [72, 58, 84, 87, 88, 85]]
68: [[57, 51, 6, 56, 30, 3], [70, 33, 25, 83, 45, 65], [47, 77, 15, 41, 86, 60], [50, 71, 75, 4, 19, 79], [8, 1, 66, 20, 46, 44], [5, 82, 38, 63, 42, 54], [53, 22, 12, 68, 2, 29], [39, 31, 11, 9, 10], [14, 17, 23, 13, 28, 16], [52, 18, 7, 37, 26], [32, 78, 24, 35, 55, 59], [73, 27, 21, 69, 64, 34], [36, 43, 62, 40, 76, 49], [61, 81, 74, 80, 67, 48], [72, 58, 84, 87, 88, 85]]
69: [[57, 51, 6, 56, 30, 3], [70, 33, 25, 83, 45, 65], [47, 77, 15, 41, 86, 60], [50, 71, 75, 4, 19, 79], [8, 1, 66, 20, 46, 44], [5, 82, 38, 63, 42, 54], [53, 22, 12, 68, 2, 29], [39, 31, 11, 9, 10], [14, 17, 23, 13, 28, 16], [52, 18, 7, 37, 26], [32, 78, 24, 35, 55, 59], [73, 27, 21, 69, 64, 34], [36, 43, 62, 40, 76, 49], [61, 81, 74, 80, 67, 48], [72, 58, 84, 87, 88, 85]]
70: [[57, 51, 6, 56, 30, 3], [70, 33, 25, 83, 45, 65], [47, 77, 15, 41, 86, 60], [50, 71, 75, 4, 19, 79], [8, 1, 66, 20, 46, 44], [5, 82, 38, 63, 42, 54], [53, 22, 12, 68, 2, 29], [39, 31, 11, 9, 10], [14, 17, 23, 13, 28, 16], [52, 18, 7, 37, 26], [32, 78, 24, 35, 55, 59], [73, 27, 21, 69, 64, 34], [36, 43, 62, 40, 76, 49], [61, 81, 74, 80, 67, 48], [72, 58, 84, 87, 88, 85]]
71: [[57, 51, 6, 56, 30, 3], [70, 33, 25, 83, 45, 65], [47, 77, 15, 41, 86, 60], [50, 71, 75, 4, 19, 79], [8, 1, 66, 20, 46, 44], [5, 82, 38, 63, 42, 54], [53, 22, 12, 68, 2, 29], [39, 31, 11, 9, 10], [14, 17, 23, 13, 28, 16], [52, 18, 7, 37, 26], [32, 78, 24, 35, 55, 59], [73, 27, 21, 69, 64, 34], [36, 43, 62, 40, 76, 49], [61, 81, 74, 80, 67, 48], [72, 58, 84, 87, 88, 85]]
72: [[57, 51, 6, 56, 30, 3], [70, 33, 25, 83, 45, 65], [47, 77, 15, 41, 86, 60], [50, 71, 75, 4, 19, 79], [8, 1, 66, 20, 46, 44], [5, 82, 38, 63, 42, 54], [53, 22, 12, 68, 2, 29], [39, 31, 11, 9, 10], [14, 17, 23, 13, 28, 16], [52, 18, 7, 37, 26], [32, 78, 24, 35, 55, 59], [73, 27, 21, 69, 64, 34], [36, 43, 62, 40, 76, 49], [61, 81, 74, 80, 67, 48], [72, 58, 84, 87, 88, 85]]
73: [[57, 51, 6, 56, 30, 3], [70, 33, 25, 83, 45, 65], [47, 77, 15, 41, 86, 60], [50, 71, 75, 4, 19, 79], [8, 1, 66, 20, 46, 44], [5, 82, 38, 63, 42, 54], [53, 22, 12, 68, 2, 29], [39, 31, 11, 9, 10], [14, 17, 23, 13, 28, 16], [52, 18, 7, 37, 26], [32, 78, 24, 35, 55, 59], [73, 27, 21, 69, 64, 34], [36, 43, 62, 40, 76, 49], [61, 81, 74, 80, 67, 48], [72, 58, 84, 87, 88, 85]]
74: [[57, 51, 6, 56, 30, 3], [70, 33, 25, 83, 45, 65], [47, 77, 15, 41, 86, 60], [50, 71, 75, 4, 19, 79], [8, 1, 66, 20, 46, 44], [5, 82, 38, 63, 42, 54], [53, 22, 12, 68, 2, 29], [39, 31, 11, 9, 10], [14, 17, 23, 13, 28, 16], [52, 18, 7, 37, 26], [32, 78, 24, 35, 55, 59], [73, 27, 21, 69, 64, 34], [36, 43, 62, 40, 76, 49], [61, 81, 74, 80, 67, 48], [72, 58, 84, 87, 88, 85]]
75: [[57, 51, 6, 56, 30, 3], [70, 33, 25, 83, 45, 65], [47, 77, 15, 41, 86, 60], [50, 71, 75, 4, 19, 79], [8, 1, 66, 20, 46, 44], [5, 82, 38, 63, 42, 54], [53, 22, 12, 68, 2, 29], [39, 31, 11, 9, 10], [14, 17, 23, 13, 28, 16], [52, 18, 7, 37, 26], [32, 78, 24, 35, 55, 59], [73, 27, 21, 69, 64, 34], [36, 43, 62, 40, 76, 49], [61, 81, 74, 80, 67, 48], [72, 58, 84, 87, 88, 85]]
76: [[57, 51, 6, 56, 30, 3], [70, 33, 25, 83, 45, 65], [47, 77, 15, 41, 86, 60], [50, 71, 75, 4, 19, 79], [8, 1, 66, 20, 46, 44], [5, 82, 38, 63, 42, 54], [53, 22, 12, 68, 2, 29], [39, 31, 11, 9, 10], [14, 17, 23, 13, 28, 16], [52, 18, 7, 37, 26], [32, 78, 24, 35, 55, 59], [73, 27, 21, 69, 64, 34], [36, 43, 62, 40, 76, 49], [61, 81, 74, 80, 67, 48], [72, 58, 84, 87, 88, 85]]
77: [[57, 51, 6, 56, 30, 3], [70, 33, 25, 83, 45, 65], [47, 77, 15, 41, 86, 60], [50, 71, 75, 4, 19, 79], [8, 1, 66, 20, 46, 44], [5, 82, 38, 63, 42, 54], [53, 22, 12, 68, 2, 29], [39, 31, 11, 9, 10], [14, 17, 23, 13, 28, 16], [52, 18, 7, 37, 26], [32, 78, 24, 35, 55, 59], [73, 27, 21, 69, 64, 34], [36, 43, 62, 40, 76, 49], [61, 81, 74, 80, 67, 48], [72, 58, 84, 87, 88, 85]]
78: [[57, 51, 6, 56, 30, 3], [70, 33, 25, 83, 45, 65], [47, 77, 15, 41, 86, 60], [50, 71, 75, 4, 19, 79], [8, 1, 66, 20, 46, 44], [5, 82, 38, 63, 42, 54], [53, 22, 12, 68, 2, 29], [39, 31, 11, 9, 10], [14, 17, 23, 13, 28, 16], [52, 18, 7, 37, 26], [32, 78, 24, 35, 55, 59], [73, 27, 21, 69, 64, 34], [36, 43, 62, 40, 76, 49], [61, 81, 74, 80, 67, 48], [72, 58, 84, 87, 88, 85]]
79: [[57, 51, 6, 56, 30, 3], [70, 33, 25, 83, 45, 65], [47, 77, 15, 41, 86, 60], [50, 71, 75, 4, 19, 79], [8, 1, 66, 20, 46, 44], [5, 82, 38, 63, 42, 54], [53, 22, 12, 68, 2, 29], [39, 31, 11, 9, 10], [14, 17, 23, 13, 28, 16], [52, 18, 7, 37, 26], [32, 78, 24, 35, 55, 59], [73, 27, 21, 69, 64, 34], [36, 43, 62, 40, 76, 49], [61, 81, 74, 80, 67, 48], [72, 58, 84, 87, 88, 85]]
80: [[57, 51, 6, 56, 30, 3], [70, 33, 25, 83, 45, 65], [47, 77, 15, 41, 86, 60], [50, 71, 75, 4, 19, 79], [8, 1, 66, 20, 46, 44], [5, 82, 38, 63, 42, 54], [53, 22, 12, 68, 2, 29], [39, 31, 11, 9, 10], [14, 17, 23, 13, 28, 16], [52, 18, 7, 37, 26], [32, 78, 24, 35, 55, 59], [73, 27, 21, 69, 64, 34], [36, 43, 62, 40, 76, 49], [61, 81, 74, 80, 67, 48], [72, 58, 84, 87, 88, 85]]
81: [[57, 51, 6, 56, 30, 3], [70, 33, 25, 83, 45, 65], [47, 77, 15, 41, 86, 60], [50, 71, 75, 4, 19, 79], [8, 1, 66, 20, 46, 44], [5, 82, 38, 63, 42, 54], [53, 22, 12, 68, 2, 29], [39, 31, 11, 9, 10], [14, 17, 23, 13, 28, 16], [52, 18, 7, 37, 26], [32, 78, 24, 35, 55, 59], [73, 27, 21, 69, 64, 34], [36, 43, 62, 40, 76, 49], [61, 81, 74, 80, 67, 48], [72, 58, 84, 87, 88, 85]]
82: [[57, 51, 6, 56, 30, 3], [70, 33, 25, 83, 45, 65], [47, 77, 15, 41, 86, 60], [50, 71, 75, 4, 19, 79], [8, 1, 66, 20, 46, 44], [5, 82, 38, 63, 42, 54], [53, 22, 12, 68, 2, 29], [39, 31, 11, 9, 10], [14, 17, 23, 13, 28, 16], [52, 18, 7, 37, 26], [32, 78, 24, 35, 55, 59], [73, 27, 21, 69, 64, 34], [36, 43, 62, 40, 76, 49], [61, 81, 74, 80, 67, 48], [72, 58, 84, 87, 88, 85]]
83: [[57, 51, 6, 56, 30, 3], [70, 33, 25, 83, 45, 65], [47, 77, 15, 41, 86, 60], [50, 71, 75, 4, 19, 79], [8, 1, 66, 20, 46, 44], [5, 82, 38, 63, 42, 54], [53, 22, 12, 68, 2, 29], [39, 31, 11, 9, 10], [14, 17, 23, 13, 28, 16], [52, 18, 7, 37, 26], [32, 78, 24, 35, 55, 59], [73, 27, 21, 69, 64, 34], [36, 43, 62, 40, 76, 49], [61, 81, 74, 80, 67, 48], [72, 58, 84, 87, 88, 85]]
84: [[57, 51, 6, 56, 30, 3], [70, 33, 25, 83, 45, 65], [47, 77, 15, 41, 86, 60], [50, 71, 75, 4, 19, 79], [8, 1, 66, 20, 46, 44], [5, 82, 38, 63, 42, 54], [53, 22, 12, 68, 2, 29], [39, 31, 11, 9, 10], [14, 17, 23, 13, 28, 16], [52, 18, 7, 37, 26], [32, 78, 24, 35, 55, 59], [73, 27, 21, 69, 64, 34], [36, 43, 62, 40, 76, 49], [61, 81, 74, 80, 67, 48], [72, 58, 84, 87, 88, 85]]
85: [[57, 51, 6, 56, 30, 3], [70, 33, 25, 83, 45, 65], [47, 77, 15, 41, 86, 60], [50, 71, 75, 4, 19, 79], [8, 1, 66, 20, 46, 44], [5, 82, 38, 63, 42, 54], [53, 22, 12, 68, 2, 29], [39, 31, 11, 9, 10], [14, 17, 23, 13, 28, 16], [52, 18, 7, 37, 26], [32, 78, 24, 35, 55, 59], [73, 27, 21, 69, 64, 34], [36, 43, 62, 40, 76, 49], [61, 81, 74, 80, 67, 48], [72, 58, 84, 87, 88, 85]]
86: [[57, 51, 6, 56, 30, 3], [70, 33, 25, 83, 45, 65], [47, 77, 15, 41, 86, 60], [50, 71, 75, 4, 19, 79], [8, 1, 66, 20, 46, 44], [5, 82, 38, 63, 42, 54], [53, 22, 12, 68, 2, 29], [39, 31, 11, 9, 10], [14, 17, 23, 13, 28, 16], [52, 18, 7, 37, 26], [32, 78, 24, 35, 55, 59], [73, 27, 21, 69, 64, 34], [36, 43, 62, 40, 76, 49], [61, 81, 74, 80, 67, 48], [72, 58, 84, 87, 88, 85]]
87: [[57, 51, 6, 56, 30, 3], [70, 33, 25, 83, 45, 65], [47, 77, 15, 41, 86, 60], [50, 71, 75, 4, 19, 79], [8, 1, 66, 20, 46, 44], [5, 82, 38, 63, 42, 54], [53, 22, 12, 68, 2, 29], [39, 31, 11, 9, 10], [14, 17, 23, 13, 28, 16], [52, 18, 7, 37, 26], [32, 78, 24, 35, 55, 59], [73, 27, 21, 69, 64, 34], [36, 43, 62, 40, 76, 49], [61, 81, 74, 80, 67, 48], [72, 58, 84, 87, 88, 85]]
88: [[57, 51, 6, 56, 30, 3], [70, 33, 25, 83, 45, 65], [47, 77, 15, 41, 86, 60], [50, 71, 75, 4, 19, 79], [8, 1, 66, 20, 46, 44], [5, 82, 38, 63, 42, 54], [53, 22, 12, 68, 2, 29], [39, 31, 11, 9, 10], [14, 17, 23, 13, 28, 16], [52, 18, 7, 37, 26], [32, 78, 24, 35, 55, 59], [73, 27, 21, 69, 64, 34], [36, 43, 62, 40, 76, 49], [61, 81, 74, 80, 67, 48], [72, 58, 84, 87, 88, 85]]
89: [[57, 51, 6, 56, 30, 3], [70, 33, 25, 83, 45, 65], [47, 77, 15, 41, 86, 60], [50, 71, 75, 4, 19, 79], [8, 1, 66, 20, 46, 44], [5, 82, 38, 63, 42, 54], [53, 22, 12, 68, 2, 29], [39, 31, 11, 9, 10], [14, 17, 23, 13, 28, 16], [52, 18, 7, 37, 26], [32, 78, 24, 35, 55, 59], [73, 27, 21, 69, 64, 34], [36, 43, 62, 40, 76, 49], [61, 81, 74, 80, 67, 48], [72, 58, 84, 87, 88, 85]]
90: [[57, 51, 6, 56, 30, 3], [70, 33, 25, 83, 45, 65], [47, 77, 15, 41, 86, 60], [50, 71, 75, 4, 19, 79], [8, 1, 66, 20, 46, 44], [5, 82, 38, 63, 42, 54], [53, 22, 12, 68, 2, 29], [39, 31, 11, 9, 10], [14, 17, 23, 13, 28, 16], [52, 18, 7, 37, 26], [32, 78, 24, 35, 55, 59], [73, 27, 21, 69, 64, 34], [36, 43, 62, 40, 76, 49], [61, 81, 74, 80, 67, 48], [72, 58, 84, 87, 88, 85]]
91: [[57, 51, 6, 56, 30, 3], [70, 33, 25, 83, 45, 65], [47, 77, 15, 41, 86, 60], [50, 71, 75, 4, 19, 79], [8, 1, 66, 20, 46, 44], [5, 82, 38, 63, 42, 54], [53, 22, 12, 68, 2, 29], [39, 31, 11, 9, 10], [14, 17, 23, 13, 28, 16], [52, 18, 7, 37, 26], [32, 78, 24, 35, 55, 59], [73, 27, 21, 69, 64, 34], [36, 43, 62, 40, 76, 49], [61, 81, 74, 80, 67, 48], [72, 58, 84, 87, 88, 85]]
92: [[57, 51, 6, 56, 30, 3], [70, 33, 25, 83, 45, 65], [47, 77, 15, 41, 86, 60], [50, 71, 75, 4, 19, 79], [8, 1, 66, 20, 46, 44], [5, 82, 38, 63, 42, 54], [53, 22, 12, 68, 2, 29], [39, 31, 11, 9, 10], [14, 17, 23, 13, 28, 16], [52, 18, 7, 37, 26], [32, 78, 24, 35, 55, 59], [73, 27, 21, 69, 64, 34], [36, 43, 62, 40, 76, 49], [61, 81, 74, 80, 67, 48], [72, 58, 84, 87, 88, 85]]
93: [[57, 51, 6, 56, 30, 3], [70, 33, 25, 83, 45, 65], [47, 77, 15, 41, 86, 60], [50, 71, 75, 4, 19, 79], [8, 1, 66, 20, 46, 44], [5, 82, 38, 63, 42, 54], [53, 22, 12, 68, 2, 29], [39, 31, 11, 9, 10], [14, 17, 23, 13, 28, 16], [52, 18, 7, 37, 26], [32, 78, 24, 35, 55, 59], [73, 27, 21, 69, 64, 34], [36, 43, 62, 40, 76, 49], [61, 81, 74, 80, 67, 48], [72, 58, 84, 87, 88, 85]]
94: [[57, 51, 6, 56, 30, 3], [70, 33, 25, 83, 45, 65], [47, 77, 15, 41, 86, 60], [50, 71, 75, 4, 19, 79], [8, 1, 66, 20, 46, 44], [5, 82, 38, 63, 42, 54], [53, 22, 12, 68, 2, 29], [39, 31, 11, 9, 10], [14, 17, 23, 13, 28, 16], [52, 18, 7, 37, 26], [32, 78, 24, 35, 55, 59], [73, 27, 21, 69, 64, 34], [36, 43, 62, 40, 76, 49], [61, 81, 74, 80, 67, 48], [72, 58, 84, 87, 88, 85]]
95: [[57, 51, 6, 56, 30, 3], [70, 33, 25, 83, 45, 65], [47, 77, 15, 41, 86, 60], [50, 71, 75, 4, 19, 79], [8, 1, 66, 20, 46, 44], [5, 82, 38, 63, 42, 54], [53, 22, 12, 68, 2, 29], [39, 31, 11, 9, 10], [14, 17, 23, 13, 28, 16], [52, 18, 7, 37, 26], [32, 78, 24, 35, 55, 59], [73, 27, 21, 69, 64, 34], [36, 43, 62, 40, 76, 49], [61, 81, 74, 80, 67, 48], [72, 58, 84, 87, 88, 85]]
96: [[57, 51, 6, 56, 30, 3], [70, 33, 25, 83, 45, 65], [47, 77, 15, 41, 86, 60], [50, 71, 75, 4, 19, 79], [8, 1, 66, 20, 46, 44], [5, 82, 38, 63, 42, 54], [53, 22, 12, 68, 2, 29], [39, 31, 11, 9, 10], [14, 17, 23, 13, 28, 16], [52, 18, 7, 37, 26], [32, 78, 24, 35, 55, 59], [73, 27, 21, 69, 64, 34], [36, 43, 62, 40, 76, 49], [61, 81, 74, 80, 67, 48], [72, 58, 84, 87, 88, 85]]
97: [[57, 51, 6, 56, 30, 3], [70, 33, 25, 83, 45, 65], [47, 77, 15, 41, 86, 60], [50, 71, 75, 4, 19, 79], [8, 1, 66, 20, 46, 44], [5, 82, 38, 63, 42, 54], [53, 22, 12, 68, 2, 29], [39, 31, 11, 9, 10], [14, 17, 23, 13, 28, 16], [52, 18, 7, 37, 26], [32, 78, 24, 35, 55, 59], [73, 27, 21, 69, 64, 34], [36, 43, 62, 40, 76, 49], [61, 81, 74, 80, 67, 48], [72, 58, 84, 87, 88, 85]]
98: [[57, 51, 6, 56, 30, 3], [70, 33, 25, 83, 45, 65], [47, 77, 15, 41, 86, 60], [50, 71, 75, 4, 19, 79], [8, 1, 66, 20, 46, 44], [5, 82, 38, 63, 42, 54], [53, 22, 12, 68, 2, 29], [39, 31, 11, 9, 10], [14, 17, 23, 13, 28, 16], [52, 18, 7, 37, 26], [32, 78, 24, 35, 55, 59], [73, 27, 21, 69, 64, 34], [36, 43, 62, 40, 76, 49], [61, 81, 74, 80, 67, 48], [72, 58, 84, 87, 88, 85]]
99: [[57, 51, 6, 56, 30, 3], [70, 33, 25, 83, 45, 65], [47, 77, 15, 41, 86, 60], [50, 71, 75, 4, 19, 79], [8, 1, 66, 20, 46, 44], [5, 82, 38, 63, 42, 54], [53, 22, 12, 68, 2, 29], [39, 31, 11, 9, 10], [14, 17, 23, 13, 28, 16], [52, 18, 7, 37, 26], [32, 78, 24, 35, 55, 59], [73, 27, 21, 69, 64, 34], [36, 43, 62, 40, 76, 49], [61, 81, 74, 80, 67, 48], [72, 58, 84, 87, 88, 85]]
100: [[57, 51, 6, 56, 30, 3], [70, 33, 25, 83, 45, 65], [47, 77, 15, 41, 86, 60], [50, 71, 75, 4, 19, 79], [8, 1, 66, 20, 46, 44], [5, 82, 38, 63, 42, 54], [53, 22, 12, 68, 2, 29], [39, 31, 11, 9, 10], [14, 17, 23, 13, 28, 16], [52, 18, 7, 37, 26], [32, 78, 24, 35, 55, 59], [73, 27, 21, 69, 64, 34], [36, 43, 62, 40, 76, 49], [61, 81, 74, 80, 67, 48], [72, 58, 84, 87, 88, 85]]
101: [[57, 51, 6, 56, 30, 3], [70, 33, 25, 83, 45, 65], [47, 77, 15, 41, 86, 60], [50, 71, 75, 4, 19, 79], [8, 1, 66, 20, 46, 44], [5, 82, 38, 63, 42, 54], [53, 22, 12, 68, 2, 29], [39, 31, 11, 9, 10], [14, 17, 23, 13, 28, 16], [52, 18, 7, 37, 26], [32, 78, 24, 35, 55, 59], [73, 27, 21, 69, 64, 34], [36, 43, 62, 40, 76, 49], [61, 81, 74, 80, 67, 48], [72, 58, 84, 87, 88, 85]]
