0: [[50, 35, 20, 12, 32, 33, 4, 7, 1, 2, 14, 40, 19, 27, 3], [11, 5, 8, 9, 10, 18], [6, 15, 24, 13, 16, 23, 17, 21, 25], [22, 26, 28, 30], [29, 60, 34, 37, 46, 36], [38, 43, 45, 58, 31, 39, 47, 51], [48, 54, 52, 41, 42, 56, 44], [57, 49, 59, 55, 53]]
74: [[26, 35, 20, 12, 32, 33, 4, 7, 1, 2, 14, 40, 19, 27, 3], [11, 5, 8, 9, 6, 10, 15, 24, 21, 16, 18, 13, 17, 23, 29, 28], [25, 31, 22, 30, 46, 34, 38, 44, 36, 37, 45, 42, 43, 39, 41], [47, 50, 57, 48, 52, 49, 55, 51, 53, 54, 56, 59, 58, 60]]
75: [[26, 35, 20, 12, 32, 33, 4, 7, 1, 2, 14, 40, 19, 27, 3, 11], [5, 8, 9, 13, 29, 16, 17, 18, 22, 15, 28, 10, 21, 6], [23, 25, 24, 31, 30, 38, 34, 39, 36, 37, 41, 43, 42, 46, 44, 45], [47, 51, 56, 52, 57, 58, 49, 48, 50, 53, 55, 54, 59, 60]]
76: [[26, 35, 20, 12, 32, 33, 4, 7, 1, 2, 14, 40, 19, 27], [3, 11, 5, 8, 9, 6, 10, 13, 15, 18, 16, 17, 30, 21, 22, 24], [25, 28, 31, 23, 29, 38, 34, 39, 36, 37, 41, 42, 43, 44, 46, 45], [47, 49, 48, 50, 54, 51, 52, 53, 55, 58, 56, 57, 60, 59]]
77: [[26, 35, 20, 12, 32, 33, 4, 7, 1, 2, 14, 40, 19, 27, 3, 11], [5, 8, 17, 6, 10, 9, 15, 13, 16, 18, 29, 21, 31, 22], [28, 25, 24, 23, 30, 39, 34, 38, 44, 36, 41, 43, 45, 37, 42, 46], [47, 49, 56, 48, 54, 52, 53, 50, 51, 55, 59, 57, 60, 58]]
78: [[26, 35, 20, 12, 32, 33, 4, 7, 1, 2, 14, 40, 19, 27, 3, 11], [5, 8, 9, 6, 10, 13, 24, 22, 17, 25, 15, 21, 18, 16], [23, 29, 28, 31, 30, 46, 34, 38, 44, 37, 36, 39, 42, 41, 47, 43], [45, 50, 58, 48, 52, 53, 51, 49, 54, 55, 56, 57, 59, 60]]
79: [[26, 35, 20, 12, 32, 33, 4, 7, 1, 2, 14, 40, 19, 27, 3], [11, 5, 8, 9, 6, 18, 15, 10, 17, 16, 21, 13, 23, 22, 30, 29], [25, 24, 28, 31, 46, 34, 38, 44, 36, 37, 45, 42, 39, 43, 41], [47, 50, 57, 48, 52, 49, 51, 55, 53, 54, 58, 56, 59, 60]]
80: [[26, 35, 20, 12, 32, 33, 4, 7, 1, 2, 14, 40, 19, 27, 3, 11], [5, 8, 10, 6, 13, 9, 17, 31, 23, 24, 15, 16, 18, 29, 21, 22], [28, 25, 30, 39, 34, 38, 36, 37, 44, 41, 43, 42, 45, 47], [46, 52, 57, 48, 51, 49, 50, 53, 55, 59, 58, 54, 56, 60]]
81: [[26, 35, 20, 12, 32, 33, 4, 7, 1, 2, 14, 40, 19, 27, 3, 11], [5, 8, 9, 6, 10, 13, 29, 18, 21, 24, 16, 31, 15, 17, 22, 23], [25, 30, 28, 39, 34, 38, 44, 36, 37, 45, 42, 43, 41, 47], [59, 50, 56, 48, 49, 55, 54, 46, 51, 53, 52, 57, 58, 60]]
82: [[26, 35, 20, 12, 32, 33, 4, 7, 1, 2, 14, 40, 19, 27, 3, 11], [5, 8, 17, 6, 13, 15, 10, 9, 16, 18, 23, 21, 29, 22], [28, 25, 24, 30, 31, 39, 34, 38, 36, 37, 42, 45, 43, 41, 46, 47], [44, 49, 56, 48, 52, 50, 60, 51, 54, 55, 57, 53, 59, 58]]
83: [[26, 35, 20, 12, 32, 33, 4, 7, 1, 2, 14, 40, 19, 27, 3, 11], [5, 8, 9, 10, 17, 6, 13, 29, 15, 16, 21, 22, 18, 23], [24, 25, 28, 30, 31, 39, 34, 38, 36, 37, 43, 46, 42, 41, 45, 47], [44, 51, 57, 53, 48, 49, 54, 50, 52, 58, 55, 56, 59, 60]]
84: [[26, 35, 20, 12, 32, 33, 4, 7, 1, 2, 14, 40, 19, 27, 3, 11], [5, 8, 17, 18, 13, 6, 30, 25, 9, 24, 23, 16, 31, 21], [10, 15, 29, 22, 28, 39, 34, 38, 44, 37, 36, 45, 41, 42, 46, 43], [47, 51, 48, 49, 50, 53, 54, 52, 55, 56, 57, 59, 60, 58]]
85: [[26, 35, 20, 12, 32, 33, 4, 7, 1, 2, 14, 40, 19, 27, 3, 11], [5, 8, 9, 13, 16, 6, 29, 10, 18, 15, 30, 17, 21, 23, 22, 25], [24, 28, 31, 39, 34, 38, 36, 37, 41, 43, 42, 45, 44, 46], [47, 51, 48, 49, 50, 52, 53, 54, 55, 56, 57, 58, 59, 60]]
86: [[26, 35, 20, 12, 32, 33, 4, 7, 1, 2, 14, 40, 19, 27, 3, 11], [5, 8, 9, 13, 15, 17, 25, 16, 29, 18, 22, 23, 10, 21, 6], [24, 31, 28, 30, 38, 34, 39, 44, 37, 36, 41, 43, 42, 45, 46], [47, 50, 49, 54, 52, 48, 55, 51, 53, 56, 58, 59, 57, 60]]
87: [[26, 35, 20, 12, 32, 33, 4, 7, 1, 2, 14, 40, 19, 27], [3, 11, 5, 8, 18, 6, 13, 9, 25, 10, 17, 16, 21, 22, 30, 15], [28, 23, 24, 29, 31, 38, 34, 39, 36, 37, 44, 41, 43, 42, 45, 47], [46, 51, 48, 52, 49, 57, 50, 54, 55, 58, 53, 59, 56, 60]]
88: [[26, 35, 20, 12, 32, 33, 4, 7, 1, 2, 14, 40, 19, 27, 3, 11], [5, 8, 9, 6, 10, 13, 17, 30, 16, 28, 15, 29, 25, 18, 21, 22], [31, 23, 24, 38, 34, 39, 36, 37, 44, 42, 43, 41, 45, 47], [46, 51, 50, 48, 49, 58, 52, 55, 53, 54, 57, 59, 56, 60]]
89: [[26, 35, 20, 12, 32, 33, 4, 7, 1, 2, 14, 40, 19, 27], [3, 11, 5, 8, 18, 6, 10, 15, 16, 28, 25, 9, 17, 22, 23, 21], [24, 13, 29, 30, 31, 39, 34, 38, 44, 37, 36, 42, 43, 47, 45, 41], [46, 51, 49, 48, 52, 50, 55, 53, 58, 56, 54, 59, 60, 57]]
90: [[26, 35, 20, 12, 32, 33, 4, 7, 1, 2, 14, 40, 19, 27], [3, 11, 5, 8, 18, 6, 10, 15, 16, 28, 25, 9, 17, 22, 23, 21], [24, 13, 29, 30, 31, 39, 34, 38, 44, 37, 36, 42, 43, 47, 45, 41], [46, 51, 49, 48, 52, 50, 55, 53, 58, 56, 54, 59, 60, 57]]
91: [[26, 35, 20, 12, 32, 33, 4, 7, 1, 2, 14, 40, 19, 27, 3, 11], [5, 8, 9, 6, 15, 16, 10, 13, 24, 18, 21, 31, 22, 17, 29, 30], [23, 28, 25, 39, 34, 38, 36, 37, 41, 42, 47, 44, 43, 45], [46, 51, 50, 48, 49, 54, 52, 55, 57, 53, 56, 59, 58, 60]]
92: [[26, 35, 20, 12, 32, 33, 4, 7, 1, 2, 14, 40, 19, 27], [3, 11, 5, 8, 9, 10, 18, 13, 15, 6, 16, 22, 23, 17, 29, 21], [25, 24, 28, 30, 31, 39, 34, 38, 41, 36, 44, 42, 43, 45, 46, 37], [47, 49, 58, 48, 52, 50, 53, 55, 54, 51, 56, 59, 60, 57]]
93: [[26, 35, 20, 12, 32, 33, 4, 7, 1, 2, 14, 40, 19, 27], [3, 11, 5, 8, 17, 9, 18, 30, 10, 22, 29, 6, 15, 16, 13, 21], [23, 24, 25, 28, 31, 39, 34, 38, 36, 37, 44, 42, 43, 41, 45, 46], [47, 53, 48, 50, 52, 54, 49, 55, 51, 58, 56, 59, 60, 57]]
94: [[26, 35, 20, 12, 32, 33, 4, 7, 1, 2, 14, 40, 19, 27, 3, 11], [5, 8, 17, 6, 9, 10, 15, 24, 16, 21, 13, 25, 22, 23], [18, 28, 30, 31, 29, 38, 34, 39, 44, 37, 36, 43, 46, 41, 42, 47], [45, 51, 49, 48, 54, 50, 52, 53, 55, 57, 56, 59, 60, 58]]
95: [[26, 35, 20, 12, 32, 33, 4, 7, 1, 2, 14, 40, 19, 27, 3, 11], [5, 8, 9, 6, 13, 10, 29, 17, 16, 18, 23, 15, 21, 22, 24, 25], [30, 28, 31, 39, 34, 38, 44, 37, 36, 46, 42, 45, 41, 43], [49, 51, 56, 48, 47, 50, 54, 53, 52, 55, 57, 58, 59, 60]]
96: [[26, 35, 20, 12, 32, 33, 4, 7, 1, 2, 14, 40, 19, 27, 3, 11], [5, 8, 9, 6, 10, 13, 15, 17, 18, 16, 22, 21, 23, 29, 24, 25], [28, 31, 30, 38, 34, 39, 36, 37, 41, 43, 42, 44, 46, 45], [47, 51, 48, 49, 54, 50, 52, 53, 55, 57, 56, 59, 58, 60]]
97: [[26, 35, 20, 12, 32, 33, 4, 7, 1, 2, 14, 40, 19, 27, 3, 11], [5, 8, 18, 10, 6, 15, 9, 13, 17, 16, 23, 24, 22, 21, 25, 29], [28, 31, 30, 39, 34, 38, 44, 37, 36, 41, 43, 42, 46, 45], [47, 51, 48, 49, 54, 56, 57, 52, 50, 60, 53, 55, 58, 59]]
98: [[26, 35, 20, 12, 32, 33, 4, 7, 1, 2, 14, 40, 19, 27, 3, 11], [5, 8, 18, 10, 6, 9, 16, 15, 13, 17, 21, 22, 25, 23, 24, 29], [28, 31, 30, 39, 34, 38, 36, 37, 44, 42, 43, 45, 46, 41], [47, 50, 56, 54, 48, 51, 52, 57, 49, 55, 58, 59, 53, 60]]
99: [[26, 35, 20, 12, 32, 33, 4, 7, 1, 2, 14, 40, 19, 27, 3, 11], [5, 8, 18, 6, 9, 13, 10, 17, 15, 16, 21, 29, 24, 22, 28, 25], [31, 23, 30, 39, 34, 38, 44, 37, 36, 42, 43, 45, 41, 46], [47, 49, 48, 53, 50, 58, 52, 59, 51, 55, 60, 57, 54, 56]]
100: [[26, 35, 20, 12, 32, 33, 4, 7, 1, 2, 14, 40, 19, 27, 3, 11], [5, 8, 18, 6, 15, 13, 16, 10, 9, 23, 17, 22, 21, 25, 24, 29], [28, 31, 30, 39, 34, 38, 44, 37, 36, 42, 43, 41, 47, 45], [46, 51, 50, 48, 49, 52, 59, 53, 58, 56, 55, 54, 60, 57]]
101: [[26, 35, 20, 12, 32, 33, 4, 7, 1, 2, 14, 40, 19, 27], [3, 11, 5, 8, 9, 6, 15, 10, 13, 21, 17, 16, 18, 22, 23, 25], [28, 31, 24, 29, 30, 46, 34, 38, 36, 37, 41, 43, 44, 45, 42, 47], [39, 51, 50, 48, 49, 52, 54, 53, 55, 60, 56, 59, 57, 58]]
102: [[26, 35, 20, 12, 32, 33, 4, 7, 1, 2, 14, 40, 19, 27, 3, 11], [5, 8, 17, 6, 9, 10, 13, 15, 16, 18, 21, 23, 29, 22, 24, 25], [28, 31, 30, 39, 34, 38, 36, 37, 41, 43, 44, 42, 46, 47], [45, 49, 56, 48, 54, 60, 52, 50, 53, 51, 59, 55, 57, 58]]
103: [[26, 35, 20, 12, 32, 33, 4, 7, 1, 2, 14, 40, 19, 27, 3, 11], [5, 8, 9, 6, 10, 25, 29, 13, 17, 15, 16, 18, 22, 21, 23, 24], [28, 31, 30, 44, 34, 39, 36, 37, 38, 43, 42, 41, 46, 47], [45, 49, 50, 52, 48, 55, 51, 54, 53, 58, 56, 59, 57, 60]]
104: [[26, 35, 20, 12, 32, 33, 4, 7, 1, 2, 14, 40, 19, 27], [3, 11, 5, 8, 17, 6, 21, 10, 9, 13, 28, 16, 29, 24, 22, 15], [18, 23, 25, 30, 31, 38, 34, 39, 36, 37, 44, 42, 43, 41, 45, 47], [46, 50, 57, 48, 60, 52, 49, 54, 53, 51, 56, 55, 58, 59]]
105: [[26, 35, 20, 12, 32, 33, 4, 7, 1, 2, 14, 40, 19, 27, 3, 11], [5, 8, 18, 6, 25, 9, 10, 30, 13, 29, 16, 22, 24, 21, 15, 17], [23, 28, 31, 39, 34, 38, 36, 37, 44, 46, 42, 41, 43, 45], [59, 52, 56, 54, 48, 53, 47, 49, 50, 51, 58, 55, 57, 60]]
106: [[26, 35, 20, 12, 32, 33, 4, 7, 1, 2, 14, 40, 19, 27], [3, 11, 5, 8, 9, 6, 15, 10, 13, 17, 29, 21, 16, 23, 25, 22], [18, 24, 31, 28, 30, 39, 34, 38, 36, 37, 44, 43, 42, 41, 45, 46], [55, 53, 49, 48, 50, 57, 47, 52, 51, 54, 56, 59, 58, 60]]
107: [[26, 35, 20, 12, 32, 33, 4, 7, 1, 2, 14, 40, 19, 27, 3, 11], [5, 8, 9, 6, 13, 15, 10, 16, 24, 30, 17, 18, 22, 21, 29, 25], [31, 23, 28, 39, 34, 38, 36, 37, 44, 43, 42, 45, 41, 47], [46, 50, 56, 52, 48, 54, 53, 51, 49, 55, 57, 58, 59, 60]]
108: [[26, 35, 20, 12, 32, 33, 4, 7, 1, 2, 14, 40, 19, 27], [3, 11, 5, 8, 9, 6, 13, 10, 15, 18, 22, 16, 21, 29, 25, 31], [23, 17, 24, 28, 30, 39, 34, 38, 36, 37, 44, 42, 43, 45, 41, 47], [46, 51, 49, 48, 50, 54, 52, 55, 60, 58, 56, 59, 57, 53]]
109: [[26, 35, 20, 12, 32, 33, 4, 7, 1, 2, 14, 40, 19, 27], [3, 11, 5, 8, 10, 6, 24, 9, 13, 28, 17, 18, 21, 29, 15, 22], [30, 25, 16, 23, 31, 39, 34, 38, 36, 37, 41, 43, 42, 45, 44, 46], [47, 53, 48, 49, 50, 58, 52, 55, 51, 54, 56, 57, 59, 60]]
110: [[26, 35, 20, 12, 32, 33, 4, 7, 1, 2, 14, 40, 19, 27], [3, 11, 5, 8, 10, 6, 15, 9, 13, 30, 29, 16, 17, 21, 28, 23], [25, 18, 24, 31, 22, 39, 34, 38, 44, 36, 37, 43, 42, 41, 46, 45], [47, 53, 48, 52, 50, 55, 51, 54, 59, 57, 49, 58, 60, 56]]
111: [[50, 35, 20, 12, 32, 33, 4, 7, 1, 2, 14, 40, 19, 27, 3, 11], [5, 8, 17, 10, 18, 24, 31, 22, 9, 6, 23, 16, 21, 25, 13, 30], [28, 15, 29, 60, 34, 37, 46, 36, 38, 47, 42, 43, 26, 39], [41, 51, 45, 54, 48, 49, 52, 53, 44, 55, 57, 58, 56, 59]]
112: [[26, 35, 20, 12, 32, 33, 4, 7, 1, 2, 14, 40, 19, 27], [3, 11, 5, 8, 17, 15, 6, 9, 13, 10, 18, 16, 23, 22, 28, 24], [21, 31, 30, 25, 29, 38, 34, 39, 36, 37, 44, 41, 43, 42, 45, 46], [47, 53, 49, 48, 50, 56, 55, 51, 52, 54, 57, 59, 58, 60]]
113: [[26, 35, 20, 12, 32, 33, 4, 7, 1, 2, 14, 40, 19, 27, 3], [11, 5, 8, 9, 6, 10], [17, 13, 24, 18, 25, 15, 21, 23, 16], [22, 28, 31, 30], [29, 38, 34, 39, 36, 37], [44, 41, 45, 56, 47, 43, 46, 49], [48, 52, 50, 54, 42, 57, 53], [58, 60, 59, 55, 51]]
114: [[26, 35, 20, 12, 32, 33, 4, 7, 1, 2, 14, 40, 19, 27, 3], [11, 5, 8, 17, 6, 13, 9, 10, 15, 16, 24, 31, 23, 18, 22], [28, 25, 29, 21, 30, 39, 34, 38, 36, 37, 44, 43, 42, 41, 46, 45], [47, 50, 48, 52, 54, 60, 49, 55, 51, 56, 59, 57, 53, 58]]
115: [[26, 35, 20, 12, 32, 33, 4, 7, 1, 2, 14, 40, 19, 27, 3, 11], [5, 8, 9, 6, 10, 17, 31, 13, 28, 18, 15, 16, 22, 23, 29, 24], [21, 25, 30, 39, 34, 38, 44, 37, 36, 43, 42, 41, 47, 45], [46, 51, 48, 49, 53, 52, 50, 54, 55, 57, 56, 59, 58, 60]]
116: [[26, 35, 20, 12, 32, 33, 4, 7, 1, 2, 14, 40, 19, 27, 3, 11], [5, 8, 9, 6, 10, 13, 31, 15, 18, 16, 17, 25, 23, 30, 22, 24], [21, 28, 29, 38, 34, 39, 44, 36, 37, 42, 43, 45, 41, 46], [47, 51, 48, 49, 60, 50, 53, 52, 55, 58, 57, 59, 54, 56]]
117: [[26, 35, 20, 12, 32, 33, 4, 7, 1, 2, 14, 40, 19, 27, 3, 11], [5, 8, 18, 6, 10, 15, 9, 25, 13, 16, 17, 23, 28, 30], [21, 22, 24, 31, 29, 39, 34, 38, 44, 37, 36, 43, 42, 41, 46, 47], [45, 50, 49, 53, 48, 51, 55, 54, 52, 58, 56, 57, 59, 60]]
118: [[26, 35, 20, 12, 32, 33, 4, 7, 1, 2, 14, 40, 19, 27, 3, 11], [5, 8, 9, 6, 10, 13, 29, 17, 15, 16, 22, 23, 18, 24], [30, 28, 21, 25, 31, 39, 34, 38, 36, 37, 41, 43, 42, 44, 47, 45], [46, 51, 50, 48, 57, 52, 49, 53, 54, 55, 56, 59, 58, 60]]
119: [[26, 35, 20, 12, 32, 33, 4, 7, 1, 2, 14, 40, 19, 27], [3, 11, 5, 8, 17, 6, 13, 9, 25, 10, 24, 15, 16, 18, 22, 23], [29, 21, 28, 30, 31, 39, 34, 38, 36, 37, 44, 43, 42, 41, 46, 47], [45, 51, 49, 48, 50, 52, 57, 54, 55, 53, 58, 56, 59, 60]]
120: [[26, 35, 20, 12, 32, 33, 4, 7, 1, 2, 14, 40, 19, 27], [3, 11, 5, 8, 18, 6, 13, 9, 17, 25, 10, 22, 28, 15, 31, 16], [21, 23, 24, 30, 29, 39, 34, 38, 36, 37, 41, 42, 47, 43, 46, 44], [45, 51, 48, 49, 52, 50, 58, 55, 54, 53, 56, 57, 59, 60]]
121: [[26, 35, 20, 12, 32, 33, 4, 7, 1, 2, 14, 40, 19, 27], [3, 11, 5, 8, 9, 24, 6, 10, 23, 29, 16, 13, 30, 15, 28, 17], [18, 21, 31, 22, 25, 39, 34, 38, 36, 37, 41, 43, 42, 46, 45, 44], [47, 49, 48, 50, 54, 51, 53, 59, 52, 55, 56, 57, 60, 58]]
