0: [[18], [5, 1, 13, 23], [2, 12, 22], [4, 20, 15, 3, 14], [7, 31], [28], [26, 59, 8], [17, 50], [16, 6, 9, 10], [21, 24, 34, 39], [29, 25, 55, 11], [19, 27, 58, 30, 32], [33, 35], [46, 36], [42, 44, 40], [47, 45, 54, 37], [38, 49], [56, 41], [48, 51], [52, 62, 43], [53, 63, 60, 57], [70, 74], [64, 66, 67, 78], [69, 61, 72], [65, 68], [73, 76], [75, 71, 77], [79, 82, 81], [80, 83], [87, 84, 86], [85, 88]]
51: [[22, 5, 36, 1, 2, 6, 16, 24, 13, 28, 29, 12, 23], [9, 8, 30, 15, 7, 11, 3, 4, 18, 21, 17, 20, 14, 25, 33, 41, 59, 31], [19, 10, 26, 34, 27, 35, 44, 32, 39, 38, 43, 45, 37, 40, 42, 47, 62, 46, 54, 48, 50, 61, 49, 56, 55, 51, 60, 53, 57, 52, 58, 63, 68, 69, 77], [67, 64, 65, 71, 74, 66, 70, 73, 72, 75, 76, 78, 79, 84, 81, 80, 83, 86, 82, 85, 87, 88]]
52: [[22, 5, 36, 1, 2, 6, 16, 24, 13, 28, 29, 12, 23], [9, 8, 30, 15, 7, 11, 3, 4, 18, 21, 17, 20, 14, 25, 33, 41, 59, 31], [19, 10, 26, 34, 27, 35, 52, 32, 39, 38, 42, 46, 37, 40, 45, 47, 44, 61, 57, 62, 49, 50, 43, 56, 48, 53, 51, 54, 60, 63, 55, 58, 68, 69, 77], [67, 64, 65, 71, 74, 66, 70, 73, 72, 75, 76, 78, 79, 84, 81, 80, 83, 86, 82, 85, 87, 88]]
53: [[22, 5, 36, 1, 2, 6, 16, 12, 13, 28, 29, 24, 23], [9, 8, 30, 15, 7, 11, 3, 4, 18, 21, 17, 20, 14, 25, 33, 41, 59, 31], [19, 10, 26, 34, 27, 35, 52, 32, 39, 38, 37, 44, 50, 46, 42, 40, 47, 43, 45, 56, 53, 48, 55, 49, 61, 60, 58, 57, 51, 54, 63, 62, 68, 69, 77], [67, 64, 65, 71, 74, 66, 70, 73, 72, 75, 76, 78, 79, 84, 81, 80, 83, 86, 82, 85, 87, 88]]
54: [[5, 36, 1, 2, 6, 16, 24, 28, 29, 23, 12, 13, 22], [9, 8, 30, 15, 7, 11, 3, 4, 18, 21, 17, 20, 14, 25, 33, 41, 59, 31], [19, 10, 26, 34, 27, 35, 52, 32, 39, 37, 38, 42, 40, 47, 44, 45, 43, 61, 57, 56, 49, 62, 50, 46, 48, 53, 58, 60, 51, 55, 54, 63, 68, 69, 77], [67, 64, 65, 71, 74, 66, 70, 73, 72, 75, 76, 78, 79, 84, 81, 80, 83, 86, 82, 85, 87, 88]]
55: [[22, 5, 36, 1, 2, 6, 16, 24, 13, 28, 29, 12, 23], [9, 8, 30, 15, 7, 11, 3, 4, 18, 21, 17, 20, 14, 25, 33, 41, 59, 31], [19, 10, 26, 34, 27, 35, 40, 32, 39, 45, 38, 37, 42, 44, 43, 47, 48, 46, 55, 52, 50, 49, 53, 58, 57, 51, 54, 61, 56, 60, 62, 63, 68, 69, 77], [67, 64, 65, 71, 74, 66, 70, 73, 72, 75, 76, 78, 79, 84, 81, 80, 83, 86, 82, 85, 87, 88]]
56: [[22, 5, 36, 1, 2, 6, 16, 24, 13, 28, 29, 12, 23], [9, 8, 30, 15, 7, 11, 3, 4, 18, 21, 17, 20, 14, 25, 33, 41, 59, 31], [19, 10, 26, 34, 27, 35, 48, 32, 39, 45, 38, 37, 44, 46, 40, 50, 54, 43, 61, 42, 58, 49, 51, 57, 62, 47, 52, 53, 56, 55, 60, 63, 68, 69, 77], [67, 64, 65, 71, 74, 66, 70, 73, 72, 75, 76, 78, 79, 84, 81, 80, 83, 86, 82, 85, 87, 88]]
57: [[22, 5, 36, 1, 2, 6, 16, 24, 13, 28, 29, 12, 23], [9, 8, 30, 15, 7, 11, 3, 4, 18, 21, 17, 20, 14, 25, 33, 41, 59, 31], [19, 10, 26, 34, 27, 35, 48, 32, 39, 45, 42, 37, 38, 43, 40, 44, 58, 61, 47, 52, 57, 46, 51, 49, 54, 53, 55, 56, 50, 60, 62, 63, 68, 69, 77], [67, 64, 65, 71, 74, 66, 70, 73, 72, 75, 76, 78, 79, 84, 81, 80, 83, 86, 82, 85, 87, 88]]
58: [[22, 5, 36, 1, 2, 6, 16, 24, 13, 28, 29, 12, 23], [9, 8, 30, 15, 7, 11, 3, 4, 18, 21, 17, 20, 14, 25, 33, 41, 59, 31], [19, 10, 26, 34, 27, 35, 48, 32, 39, 45, 42, 38, 44, 40, 46, 37, 51, 43, 47, 49, 61, 55, 50, 53, 62, 54, 57, 56, 58, 52, 60, 63, 68, 69, 77], [67, 64, 65, 71, 74, 66, 70, 73, 72, 75, 76, 78, 79, 84, 81, 80, 83, 86, 82, 85, 87, 88]]
59: [[22, 5, 36, 1, 2, 6, 16, 12, 13, 28, 29, 24, 23], [9, 8, 30, 15, 7, 11, 3, 4, 18, 21, 17, 20, 14, 25, 33, 41, 59, 31], [19, 10, 26, 34, 27, 35, 52, 32, 39, 37, 42, 40, 38, 44, 47, 46, 45, 63, 57, 49, 43, 54, 48, 56, 50, 53, 51, 61, 55, 62, 60, 58, 68, 69, 77], [67, 64, 65, 71, 74, 66, 70, 73, 72, 75, 76, 78, 79, 84, 81, 80, 83, 86, 82, 85, 87, 88]]
60: [[22, 5, 36, 1, 2, 6, 16, 12, 13, 28, 29, 24, 23], [9, 8, 30, 15, 7, 11, 3, 4, 18, 21, 17, 20, 14, 25, 33, 41, 59, 31], [19, 10, 26, 34, 27, 35, 52, 32, 39, 37, 40, 38, 42, 43, 46, 45, 44, 57, 49, 56, 48, 51, 55, 47, 50, 53, 54, 60, 58, 62, 63, 61, 68, 69, 77], [67, 64, 65, 71, 74, 66, 70, 73, 72, 75, 76, 78, 79, 84, 81, 80, 83, 86, 82, 85, 87, 88]]
61: [[22, 5, 36, 1, 2, 6, 16, 24, 13, 28, 29, 12, 23], [9, 8, 30, 15, 7, 11, 3, 4, 18, 21, 17, 20, 14, 25, 33, 41, 59, 31], [19, 10, 26, 34, 27, 35, 44, 32, 39, 37, 42, 40, 38, 46, 43, 61, 52, 47, 54, 49, 45, 48, 50, 51, 62, 56, 58, 53, 55, 57, 60, 63, 68, 69, 77], [67, 64, 65, 71, 74, 66, 70, 73, 72, 75, 76, 78, 79, 84, 81, 80, 83, 86, 82, 85, 87, 88]]
62: [[22, 5, 36, 1, 2, 6, 16, 24, 13, 28, 29, 12, 23], [9, 8, 30, 15, 7, 11, 3, 4, 18, 21, 17, 20, 14, 25, 33, 41, 59, 31], [19, 10, 26, 34, 27, 35, 48, 32, 39, 45, 42, 37, 43, 40, 44, 46, 38, 62, 54, 61, 50, 57, 49, 47, 51, 52, 56, 63, 53, 58, 55, 60, 68, 69, 77], [67, 64, 65, 71, 74, 66, 70, 73, 72, 75, 76, 78, 79, 84, 81, 80, 83, 86, 82, 85, 87, 88]]
63: [[22, 5, 36, 1, 2, 6, 16, 24, 13, 28, 29, 12, 23], [9, 8, 30, 15, 7, 11, 3, 4, 18, 21, 17, 20, 14, 25, 33, 41, 59, 31], [19, 10, 26, 34, 27, 35, 48, 32, 39, 45, 42, 38, 37, 43, 40, 47, 46, 61, 54, 52, 49, 58, 50, 44, 55, 51, 53, 56, 60, 57, 62, 63, 68, 69, 77], [67, 64, 65, 71, 74, 66, 70, 73, 72, 75, 76, 78, 79, 84, 81, 80, 83, 86, 82, 85, 87, 88]]
64: [[22, 5, 36, 1, 2, 6, 16, 24, 13, 28, 29, 12, 23], [9, 8, 30, 15, 7, 11, 3, 4, 18, 21, 17, 20, 14, 25, 33, 41, 59, 31], [19, 10, 26, 34, 27, 35, 40, 32, 39, 45, 37, 44, 42, 38, 46, 43, 50, 62, 57, 51, 47, 54, 48, 55, 53, 49, 52, 58, 56, 60, 61, 63, 68, 69, 77], [67, 64, 65, 71, 74, 66, 70, 73, 72, 75, 76, 78, 79, 84, 81, 80, 83, 86, 82, 85, 87, 88]]
65: [[22, 5, 36, 1, 2, 6, 16, 24, 13, 28, 29, 12, 23], [9, 8, 30, 15, 7, 11, 3, 4, 18, 21, 17, 20, 14, 25, 33, 41, 59, 31], [19, 10, 26, 34, 27, 35, 52, 32, 39, 37, 42, 38, 45, 40, 46, 43, 60, 44, 51, 55, 47, 50, 48, 53, 56, 62, 58, 54, 49, 57, 63, 61, 68, 69, 77], [67, 64, 65, 71, 74, 66, 70, 73, 72, 75, 76, 78, 79, 84, 81, 80, 83, 86, 82, 85, 87, 88]]
66: [[22, 5, 36, 1, 2, 6, 16, 24, 13, 28, 29, 12, 23], [9, 8, 30, 15, 7, 11, 3, 4, 18, 21, 17, 20, 14, 25, 33, 41, 59, 31], [19, 10, 26, 34, 27, 35, 48, 32, 39, 45, 42, 37, 44, 38, 46, 43, 40, 47, 53, 60, 55, 49, 50, 61, 58, 51, 52, 54, 56, 57, 62, 63, 68, 69, 77], [67, 64, 65, 71, 74, 66, 70, 73, 72, 75, 76, 78, 79, 84, 81, 80, 83, 86, 82, 85, 87, 88]]
67: [[22, 5, 36, 1, 2, 6, 16, 12, 13, 28, 29, 24, 23], [9, 8, 30, 15, 7, 11, 3, 4, 18, 21, 17, 20, 14, 25, 33, 41, 59, 31], [19, 10, 26, 34, 27, 35, 44, 32, 39, 38, 42, 37, 43, 46, 40, 47, 52, 62, 51, 45, 49, 54, 48, 56, 50, 53, 55, 58, 57, 60, 63, 61, 68, 69, 77], [67, 64, 65, 71, 74, 66, 70, 73, 72, 75, 76, 78, 79, 84, 81, 80, 83, 86, 82, 85, 87, 88]]
68: [[22, 5, 36, 1, 2, 6, 16, 24, 13, 28, 29, 12, 23], [9, 8, 30, 15, 7, 11, 3, 4, 18, 21, 17, 20, 14, 25, 33, 41, 59, 31], [19, 10, 26, 34, 27, 35, 44, 32, 39, 37, 42, 38, 47, 40, 43, 45, 56, 46, 51, 53, 48, 50, 55, 49, 54, 57, 58, 63, 61, 52, 62, 60, 68, 69, 77], [67, 64, 65, 71, 74, 66, 70, 73, 72, 75, 76, 78, 79, 84, 81, 80, 83, 86, 82, 85, 87, 88]]
69: [[22, 5, 36, 1, 2, 6, 16, 24, 13, 28, 29, 12, 23], [9, 8, 30, 15, 7, 11, 3, 4, 18, 21, 17, 20, 14, 25, 33, 41, 59, 31], [19, 10, 26, 34, 27, 35, 40, 32, 39, 46, 42, 37, 38, 45, 44, 43, 47, 63, 54, 51, 50, 55, 56, 48, 49, 53, 57, 52, 60, 58, 61, 62, 68, 69, 77], [67, 64, 65, 71, 74, 66, 70, 73, 72, 75, 76, 78, 79, 84, 81, 80, 83, 86, 82, 85, 87, 88]]
70: [[22, 5, 36, 1, 2, 6, 16, 24, 13, 28, 29, 12, 23], [9, 8, 30, 15, 7, 11, 3, 4, 18, 21, 17, 20, 14, 25, 33, 41, 59, 31], [19, 10, 26, 34, 27, 35, 40, 32, 39, 45, 42, 38, 37, 43, 44, 47, 63, 58, 60, 52, 46, 62, 48, 49, 51, 50, 53, 54, 56, 57, 55, 61, 68, 69, 77], [67, 64, 65, 71, 74, 66, 70, 73, 72, 75, 76, 78, 79, 84, 81, 80, 83, 86, 82, 85, 87, 88]]
71: [[22, 5, 36, 1, 2, 6, 16, 24, 13, 28, 29, 12, 23], [9, 8, 30, 15, 7, 11, 3, 4, 18, 21, 17, 20, 14, 25, 33, 41, 59, 31], [19, 10, 26, 34, 27, 35, 52, 32, 39, 37, 42, 46, 38, 44, 40, 49, 47, 43, 45, 48, 51, 50, 54, 55, 57, 53, 56, 58, 60, 62, 63, 61, 68, 69, 77], [67, 64, 65, 71, 74, 66, 70, 73, 72, 75, 76, 78, 79, 84, 81, 80, 83, 86, 82, 85, 87, 88]]
72: [[22, 5, 36, 1, 2, 6, 16, 24, 13, 28, 29, 12, 23], [9, 8, 30, 15, 7, 11, 3, 4, 18, 21, 17, 20, 14, 25, 33, 41, 59, 31], [19, 10, 26, 34, 27, 35, 52, 32, 39, 37, 38, 43, 42, 40, 46, 47, 45, 44, 48, 58, 49, 54, 57, 53, 51, 55, 56, 62, 61, 50, 60, 63, 68, 69, 77], [67, 64, 65, 71, 74, 66, 70, 73, 72, 75, 76, 78, 79, 84, 81, 80, 83, 86, 82, 85, 87, 88]]
73: [[22, 5, 36, 1, 2, 6, 16, 24, 13, 28, 29, 12, 23], [9, 8, 30, 15, 7, 11, 3, 4, 18, 21, 17, 20, 14, 25, 33, 41, 59, 31], [19, 10, 26, 34, 27, 35, 40, 32, 39, 45, 38, 37, 44, 43, 42, 47, 58, 52, 56, 46, 51, 55, 49, 48, 54, 50, 53, 57, 60, 62, 61, 63, 68, 69, 77], [67, 64, 65, 71, 74, 66, 70, 73, 72, 75, 76, 78, 79, 84, 81, 80, 83, 86, 82, 85, 87, 88]]
74: [[22, 5, 36, 1, 2, 6, 16, 24, 13, 28, 29, 12, 23], [9, 8, 30, 15, 7, 11, 3, 4, 18, 21, 17, 20, 14, 25, 33, 41, 59, 31], [19, 10, 26, 34, 27, 35, 48, 32, 39, 45, 38, 46, 37, 40, 42, 43, 57, 52, 51, 61, 55, 54, 50, 44, 47, 53, 63, 49, 60, 56, 62, 58, 68, 69, 77], [67, 64, 65, 71, 74, 66, 70, 73, 72, 75, 76, 78, 79, 84, 81, 80, 83, 86, 82, 85, 87, 88]]
75: [[22, 5, 36, 1, 2, 6, 16, 12, 13, 28, 29, 24, 23], [9, 8, 30, 15, 7, 11, 3, 4, 18, 21, 17, 20, 14, 25, 33, 41, 59, 31], [19, 10, 26, 34, 27, 35, 48, 32, 39, 45, 38, 37, 42, 40, 43, 58, 44, 60, 47, 49, 50, 54, 51, 53, 52, 62, 56, 46, 55, 57, 61, 63, 68, 69, 77], [67, 64, 65, 71, 74, 66, 70, 73, 72, 75, 76, 78, 79, 84, 81, 80, 83, 86, 82, 85, 87, 88]]
76: [[22, 5, 36, 1, 2, 6, 16, 24, 13, 28, 29, 12, 23], [9, 8, 30, 15, 7, 11, 3, 4, 18, 21, 17, 20, 14, 25, 33, 41, 59, 31], [19, 10, 26, 34, 27, 35, 52, 32, 39, 37, 44, 38, 42, 40, 45, 47, 43, 53, 46, 48, 55, 49, 51, 50, 61, 54, 57, 56, 60, 62, 58, 63, 68, 69, 77], [67, 64, 65, 71, 74, 66, 70, 73, 72, 75, 76, 78, 79, 84, 81, 80, 83, 86, 82, 85, 87, 88]]
77: [[22, 5, 36, 1, 2, 6, 16, 24, 13, 28, 29, 12, 23], [9, 8, 30, 15, 7, 11, 3, 4, 18, 21, 17, 20, 14, 25, 33, 41, 59, 31], [19, 10, 26, 34, 27, 35, 48, 32, 39, 45, 37, 42, 44, 38, 40, 43, 47, 61, 60, 49, 54, 62, 50, 46, 53, 52, 58, 51, 56, 55, 57, 63, 68, 69, 77], [67, 64, 65, 71, 74, 66, 70, 73, 72, 75, 76, 78, 79, 84, 81, 80, 83, 86, 82, 85, 87, 88]]
78: [[22, 5, 36, 1, 2, 6, 16, 24, 13, 28, 29, 12, 23], [9, 8, 30, 15, 7, 11, 3, 4, 18, 21, 17, 20, 14, 25, 33, 41, 59, 31], [19, 10, 26, 34, 27, 35, 40, 32, 39, 45, 38, 37, 44, 42, 46, 43, 47, 56, 55, 53, 50, 51, 48, 58, 49, 52, 54, 60, 57, 61, 63, 62, 68, 69, 77], [67, 64, 65, 71, 74, 66, 70, 73, 72, 75, 76, 78, 79, 84, 81, 80, 83, 86, 82, 85, 87, 88]]
79: [[22, 5, 36, 1, 2, 6, 16, 24, 13, 28, 29, 12, 23], [9, 8, 30, 15, 7, 11, 3, 4, 18, 21, 17, 20, 14, 25, 33, 41, 59, 31], [19, 10, 26, 34, 27, 35, 52, 32, 39, 38, 42, 44, 43, 37, 40, 45, 46, 47, 50, 48, 49, 51, 56, 55, 53, 54, 58, 60, 57, 62, 61, 63, 68, 69, 77], [67, 64, 65, 71, 74, 66, 70, 73, 72, 75, 76, 78, 79, 84, 81, 80, 83, 86, 82, 85, 87, 88]]
80: [[22, 5, 36, 1, 2, 6, 16, 24, 13, 28, 29, 12, 23], [9, 8, 30, 15, 7, 11, 3, 4, 18, 21, 17, 20, 14, 25, 33, 41, 59, 31], [19, 10, 26, 34, 27, 35, 48, 32, 39, 45, 42, 37, 38, 43, 40, 47, 44, 46, 52, 63, 49, 54, 50, 55, 51, 60, 57, 53, 56, 62, 58, 61, 68, 69, 77], [67, 64, 65, 71, 74, 66, 70, 73, 72, 75, 76, 78, 79, 84, 81, 80, 83, 86, 82, 85, 87, 88]]
81: [[22, 5, 36, 1, 2, 6, 16, 12, 13, 28, 29, 24, 23], [9, 8, 30, 15, 7, 11, 3, 4, 18, 21, 17, 20, 14, 25, 33, 41, 59, 31], [19, 10, 26, 34, 27, 35, 48, 32, 39, 45, 42, 37, 44, 40, 46, 47, 60, 38, 61, 55, 43, 51, 50, 49, 52, 58, 54, 56, 57, 53, 62, 63, 68, 69, 77], [67, 64, 65, 71, 74, 66, 70, 73, 72, 75, 76, 78, 79, 84, 81, 80, 83, 86, 82, 85, 87, 88]]
82: [[22, 5, 36, 1, 2, 6, 16, 24, 13, 28, 29, 12, 23], [9, 8, 30, 15, 7, 11, 3, 4, 18, 21, 17, 20, 14, 25, 33, 41, 59, 31], [19, 10, 26, 34, 27, 35, 52, 32, 39, 37, 42, 38, 44, 40, 46, 45, 43, 61, 54, 60, 63, 55, 48, 49, 50, 47, 56, 51, 53, 57, 58, 62, 68, 69, 77], [67, 64, 65, 71, 74, 66, 70, 73, 72, 75, 76, 78, 79, 84, 81, 80, 83, 86, 82, 85, 87, 88]]
83: [[22, 5, 36, 1, 2, 6, 16, 12, 13, 28, 29, 24, 23], [9, 8, 30, 15, 7, 11, 3, 4, 18, 21, 17, 20, 14, 25, 33, 41, 59, 31], [19, 10, 26, 34, 27, 35, 40, 32, 39, 46, 42, 38, 37, 44, 43, 56, 45, 53, 47, 62, 61, 63, 48, 50, 51, 52, 49, 54, 57, 58, 55, 60, 68, 69, 77], [67, 64, 65, 71, 74, 66, 70, 73, 72, 75, 76, 78, 79, 84, 81, 80, 83, 86, 82, 85, 87, 88]]
84: [[22, 5, 36, 1, 2, 6, 16, 24, 13, 28, 29, 12, 23], [9, 8, 30, 15, 7, 11, 3, 4, 18, 21, 17, 20, 14, 25, 33, 41, 59, 31], [19, 10, 26, 34, 27, 35, 44, 32, 39, 37, 38, 40, 60, 49, 58, 42, 45, 43, 55, 47, 51, 46, 52, 48, 50, 54, 53, 62, 63, 56, 57, 61, 68, 69, 77], [67, 64, 65, 71, 74, 66, 70, 73, 72, 75, 76, 78, 79, 84, 81, 80, 83, 86, 82, 85, 87, 88]]
85: [[22, 5, 36, 1, 2, 6, 16, 24, 13, 28, 29, 12, 23], [9, 8, 30, 15, 7, 11, 3, 4, 18, 21, 17, 20, 14, 25, 33, 41, 59, 31], [19, 10, 26, 34, 27, 35, 48, 32, 39, 45, 42, 37, 56, 46, 40, 43, 44, 47, 51, 38, 63, 49, 50, 55, 58, 54, 52, 53, 57, 61, 60, 62, 68, 69, 77], [67, 64, 65, 71, 74, 66, 70, 73, 72, 75, 76, 78, 79, 84, 81, 80, 83, 86, 82, 85, 87, 88]]
86: [[22, 5, 36, 1, 2, 6, 16, 24, 13, 28, 29, 12, 23], [9, 8, 30, 15, 7, 11, 3, 4, 18, 21, 17, 20, 14, 25, 33, 41, 59, 31], [19, 10, 26, 34, 27, 35, 52, 32, 39, 37, 38, 40, 46, 44, 42, 43, 50, 47, 51, 60, 49, 54, 48, 57, 56, 55, 58, 61, 45, 62, 53, 63, 68, 69, 77], [67, 64, 65, 71, 74, 66, 70, 73, 72, 75, 76, 78, 79, 84, 81, 80, 83, 86, 82, 85, 87, 88]]
87: [[22, 5, 36, 1, 2, 6, 16, 24, 13, 28, 29, 12, 23], [9, 8, 30, 15, 7, 11, 3, 4, 18, 21, 17, 20, 14, 25, 41, 33, 59, 31], [19, 10, 26, 34, 27, 35, 40, 32, 39, 45, 42, 37, 38, 43, 46, 47, 62, 54, 51, 44, 58, 48, 53, 49, 50, 57, 55, 60, 56, 52, 61, 63, 68, 69, 77], [67, 64, 65, 71, 74, 66, 70, 73, 72, 75, 76, 78, 79, 84, 81, 80, 83, 86, 82, 85, 87, 88]]
88: [[22, 5, 36, 1, 2, 6, 16, 24, 13, 28, 29, 12, 23], [9, 8, 30, 15, 7, 11, 3, 4, 18, 21, 17, 20, 14, 25, 33, 41, 59, 31], [19, 10, 26, 34, 27, 35, 40, 32, 39, 46, 42, 38, 37, 43, 44, 47, 62, 49, 54, 45, 48, 50, 51, 56, 55, 53, 57, 52, 58, 61, 60, 63, 68, 69, 77], [67, 64, 65, 71, 74, 66, 70, 73, 72, 75, 76, 78, 79, 84, 81, 80, 83, 86, 82, 85, 87, 88]]
89: [[22, 5, 36, 1, 2, 6, 16, 24, 13, 28, 29, 12, 23], [9, 8, 30, 15, 7, 11, 3, 4, 18, 21, 17, 20, 14, 25, 33, 41, 59, 31], [19, 10, 26, 34, 27, 35, 52, 32, 39, 37, 43, 44, 38, 40, 42, 46, 47, 58, 50, 45, 48, 51, 53, 49, 55, 56, 62, 54, 60, 57, 61, 63, 68, 69, 77], [67, 64, 65, 71, 74, 66, 70, 73, 72, 75, 76, 78, 79, 84, 81, 80, 83, 86, 82, 85, 87, 88]]
90: [[22, 5, 36, 1, 2, 6, 16, 24, 13, 28, 29, 12, 23], [9, 8, 30, 15, 7, 11, 3, 4, 18, 21, 17, 20, 14, 25, 33, 41, 59, 31], [19, 10, 26, 34, 27, 35, 48, 32, 39, 46, 44, 37, 38, 40, 42, 47, 60, 43, 45, 53, 54, 49, 50, 51, 55, 52, 57, 58, 56, 61, 63, 62, 68, 69, 77], [67, 64, 65, 71, 74, 66, 70, 73, 72, 75, 76, 78, 79, 84, 81, 80, 83, 86, 82, 85, 87, 88]]
91: [[22, 5, 36, 1, 2, 6, 16, 24, 13, 28, 29, 12, 23], [9, 8, 30, 15, 7, 11, 3, 4, 18, 21, 17, 20, 14, 25, 33, 41, 59, 31], [19, 10, 26, 34, 27, 35, 40, 32, 39, 46, 42, 37, 38, 43, 44, 45, 62, 61, 50, 47, 51, 48, 55, 49, 54, 52, 53, 57, 58, 56, 60, 63, 68, 69, 77], [67, 64, 65, 71, 74, 66, 70, 73, 72, 75, 76, 78, 79, 84, 81, 80, 83, 86, 82, 85, 87, 88]]
92: [[22, 5, 36, 1, 2, 6, 16, 24, 13, 28, 29, 12, 23], [9, 8, 30, 15, 7, 11, 3, 4, 18, 21, 17, 20, 14, 25, 33, 41, 59, 31], [19, 10, 26, 34, 27, 35, 48, 32, 39, 45, 42, 38, 44, 37, 40, 47, 43, 62, 54, 46, 50, 49, 52, 60, 55, 53, 51, 56, 58, 57, 63, 61, 68, 69, 77], [67, 64, 65, 71, 74, 66, 70, 73, 72, 75, 76, 78, 79, 84, 81, 80, 83, 86, 82, 85, 87, 88]]
93: [[5, 36, 1, 2, 6, 16, 28, 29, 24, 23, 12, 13, 22], [9, 8, 30, 15, 7, 11, 3, 4, 18, 21, 17, 20, 14, 25, 33, 41, 59, 31], [19, 10, 26, 34, 27, 35, 40, 32, 39, 45, 42, 37, 52, 38, 46, 43, 57, 44, 48, 54, 60, 55, 50, 49, 47, 51, 53, 58, 61, 56, 62, 63, 68, 69, 77], [67, 64, 65, 71, 74, 66, 70, 73, 72, 75, 76, 78, 79, 84, 81, 80, 83, 86, 82, 85, 87, 88]]
94: [[22, 5, 36, 1, 2, 6, 16, 24, 13, 28, 29, 12, 23], [9, 8, 30, 15, 7, 11, 3, 4, 18, 21, 17, 20, 14, 25, 33, 41, 59, 31], [19, 10, 26, 34, 27, 35, 48, 32, 39, 46, 38, 37, 43, 40, 47, 44, 42, 56, 62, 54, 45, 49, 52, 50, 51, 55, 60, 57, 63, 53, 61, 58, 68, 69, 77], [67, 64, 65, 71, 74, 66, 70, 73, 72, 75, 76, 78, 79, 84, 81, 80, 83, 86, 82, 85, 87, 88]]
95: [[22, 5, 36, 1, 2, 6, 16, 24, 13, 28, 29, 12, 23], [9, 8, 30, 15, 7, 11, 3, 4, 18, 21, 17, 20, 14, 25, 33, 41, 59, 31], [19, 10, 26, 34, 27, 35, 52, 32, 39, 38, 42, 37, 40, 44, 43, 46, 57, 55, 45, 47, 48, 49, 54, 56, 53, 50, 51, 60, 58, 61, 63, 62, 68, 69, 77], [67, 64, 65, 71, 74, 66, 70, 73, 72, 75, 76, 78, 79, 84, 81, 80, 83, 86, 82, 85, 87, 88]]
96: [[22, 5, 36, 1, 2, 6, 16, 24, 13, 28, 29, 12, 23], [9, 8, 30, 15, 7, 11, 3, 4, 18, 21, 17, 20, 14, 25, 33, 41, 59, 31], [19, 10, 26, 34, 27, 35, 48, 32, 39, 45, 42, 37, 40, 44, 43, 47, 38, 56, 55, 52, 46, 50, 49, 53, 51, 62, 54, 60, 61, 58, 57, 63, 68, 69, 77], [67, 64, 65, 71, 74, 66, 70, 73, 72, 75, 76, 78, 79, 84, 81, 80, 83, 86, 82, 85, 87, 88]]
97: [[22, 5, 36, 1, 2, 6, 16, 24, 13, 28, 29, 12, 23], [9, 8, 30, 15, 7, 11, 3, 4, 18, 21, 17, 20, 14, 25, 33, 41, 59, 31], [19, 10, 26, 34, 27, 35, 52, 32, 39, 37, 38, 40, 44, 42, 45, 43, 57, 53, 49, 63, 47, 55, 46, 51, 48, 50, 56, 58, 61, 60, 54, 62, 68, 69, 77], [67, 64, 65, 71, 74, 66, 70, 73, 72, 75, 76, 78, 79, 84, 81, 80, 83, 86, 82, 85, 87, 88]]
98: [[22, 5, 36, 1, 2, 6, 16, 24, 13, 28, 29, 12, 23], [9, 8, 30, 15, 7, 11, 3, 4, 18, 21, 17, 20, 14, 25, 33, 41, 59, 31], [19, 10, 26, 34, 27, 35, 48, 32, 39, 45, 44, 46, 37, 38, 43, 42, 50, 62, 47, 49, 40, 54, 51, 60, 58, 53, 52, 55, 57, 56, 63, 61, 68, 69, 77], [67, 64, 65, 71, 74, 66, 70, 73, 72, 75, 76, 78, 79, 84, 81, 80, 83, 86, 82, 85, 87, 88]]
99: [[22, 5, 36, 1, 2, 6, 16, 24, 13, 28, 29, 12, 23], [9, 8, 30, 15, 7, 11, 3, 4, 18, 21, 17, 20, 14, 25, 33, 41, 59, 31], [19, 10, 26, 34, 27, 35, 48, 32, 39, 45, 38, 37, 46, 42, 40, 44, 43, 62, 55, 47, 60, 54, 50, 49, 53, 56, 51, 52, 58, 61, 63, 57, 68, 69, 77], [67, 64, 65, 71, 74, 66, 70, 73, 72, 75, 76, 78, 79, 84, 81, 80, 83, 86, 82, 85, 87, 88]]
100: [[22, 5, 36, 1, 2, 6, 16, 24, 13, 28, 29, 12, 23], [9, 8, 30, 15, 7, 11, 3, 4, 18, 21, 17, 20, 14, 25, 33, 41, 59, 31], [19, 10, 26, 34, 27, 35, 52, 32, 39, 37, 38, 44, 40, 47, 42, 46, 43, 45, 60, 55, 61, 51, 57, 49, 50, 48, 53, 62, 58, 54, 63, 56, 68, 69, 77], [67, 64, 65, 71, 74, 66, 70, 73, 72, 75, 76, 78, 79, 84, 81, 80, 83, 86, 82, 85, 87, 88]]
101: [[22, 5, 36, 1, 2, 6, 16, 24, 13, 28, 29, 12, 23], [9, 8, 30, 15, 7, 11, 3, 4, 18, 21, 17, 20, 14, 25, 33, 41, 59, 31], [19, 10, 26, 34, 27, 35, 48, 32, 39, 45, 38, 37, 40, 42, 43, 44, 46, 47, 61, 50, 49, 55, 53, 51, 56, 54, 57, 60, 63, 58, 52, 62, 68, 69, 77], [67, 64, 65, 71, 74, 66, 70, 73, 72, 75, 76, 78, 79, 84, 81, 80, 83, 86, 82, 85, 87, 88]]
