0: [[56, 23], [29, 20, 19, 45, 12], [41, 8], [1, 58], [16, 24, 54], [7, 14, 55, 46, 2], [4, 48, 5, 44, 18], [57, 9], [13, 21], [49, 28, 59], [27, 60, 11], [33, 36, 35, 25, 34, 50], [39, 3, 30, 31, 51], [37, 22, 38, 26], [40], [42, 53, 43, 32, 17], [47, 52], [15, 6, 10]]
74: [[35, 21, 17, 3, 6, 1, 2, 4, 13, 5, 7, 11, 8, 9, 27, 10, 15, 25, 14, 30], [12, 18, 20, 16, 23, 19, 22, 24, 26, 28, 29, 31, 40, 36, 32, 33, 34, 38, 37, 39], [41, 46, 43, 42, 45, 44, 47, 49, 50, 52, 55, 48, 51, 53, 54, 56, 58, 57, 59, 60]]
75: [[35, 21, 17, 3, 6, 1, 2, 4, 13, 5, 7, 11, 8, 9, 27, 10, 15, 25, 14, 30], [12, 18, 20, 16, 23, 19, 22, 24, 26, 28, 29, 31, 40, 36, 32, 33, 34, 38, 37, 39], [41, 46, 43, 42, 45, 44, 47, 49, 50, 52, 55, 48, 51, 53, 54, 56, 58, 57, 59, 60]]
76: [[35, 21, 17, 3, 6, 1, 2, 4, 13, 5, 7, 11, 8, 9, 27, 10, 15, 25, 14, 30], [12, 18, 20, 16, 23, 19, 22, 24, 26, 28, 29, 31, 40, 36, 32, 33, 34, 38, 37, 39], [41, 46, 43, 42, 45, 44, 47, 49, 50, 52, 55, 48, 51, 53, 54, 56, 58, 57, 59, 60]]
77: [[35, 21, 17, 3, 6, 1, 2, 4, 13, 5, 7, 11, 8, 9, 27, 10, 15, 25, 14, 30], [12, 18, 20, 16, 23, 19, 22, 24, 26, 28, 29, 31, 40, 36, 32, 33, 34, 38, 37, 39], [41, 46, 43, 42, 45, 44, 47, 49, 50, 52, 55, 48, 51, 53, 54, 56, 58, 57, 59, 60]]
78: [[35, 21, 17, 3, 6, 1, 2, 4, 13, 5, 7, 11, 8, 9, 27, 10, 15, 25, 14, 30], [12, 18, 20, 16, 23, 19, 22, 24, 26, 28, 29, 31, 40, 36, 32, 33, 34, 38, 37, 39], [41, 46, 43, 42, 45, 44, 47, 49, 50, 52, 55, 48, 51, 53, 54, 56, 58, 57, 59, 60]]
79: [[35, 21, 17, 3, 6, 1, 2, 4, 13, 5, 7, 11, 8, 9, 27, 10, 15, 25, 14, 30], [12, 18, 20, 16, 23, 19, 22, 24, 26, 28, 29, 31, 40, 36, 32, 33, 34, 38, 37, 39], [41, 46, 43, 42, 45, 44, 47, 49, 50, 52, 55, 48, 51, 53, 54, 56, 58, 57, 59, 60]]
80: [[35, 21, 17, 3, 6, 1, 2, 4, 13, 5, 7, 11, 8, 9, 27, 10, 15, 25, 14, 30], [12, 18, 20, 16, 23, 19, 22, 24, 26, 28, 29, 31, 40, 36, 32, 33, 34, 38, 37, 39], [41, 46, 43, 42, 45, 44, 47, 49, 50, 52, 55, 48, 51, 53, 54, 56, 58, 57, 59, 60]]
81: [[35, 21, 17, 3, 6, 1, 2, 4, 13, 5, 7, 11, 8, 9, 27, 10, 15, 25, 14, 30], [12, 18, 20, 16, 23, 19, 22, 24, 26, 28, 29, 31, 40, 36, 32, 33, 34, 38, 37, 39], [41, 46, 43, 42, 45, 44, 47, 49, 50, 52, 55, 48, 51, 53, 54, 56, 58, 57, 59, 60]]
82: [[35, 21, 17, 3, 6, 1, 2, 4, 13, 5, 7, 11, 8, 9, 27, 10, 15, 25, 14, 30], [12, 18, 20, 16, 23, 19, 22, 24, 26, 28, 29, 31, 40, 36, 32, 33, 34, 38, 37, 39], [41, 46, 43, 42, 45, 44, 47, 49, 50, 52, 55, 48, 51, 53, 54, 56, 58, 57, 59, 60]]
83: [[35, 21, 17, 3, 6, 1, 2, 4, 13, 5, 7, 11, 8, 9, 27, 10, 15, 25, 14, 30], [12, 18, 20, 16, 23, 19, 22, 24, 26, 28, 29, 31, 40, 36, 32, 33, 34, 38, 37, 39], [41, 46, 43, 42, 45, 44, 47, 49, 50, 52, 55, 48, 51, 53, 54, 56, 58, 57, 59, 60]]
84: [[35, 21, 17, 3, 6, 1, 2, 4, 13, 5, 7, 11, 8, 9, 27, 10, 15, 25, 14, 30], [12, 18, 20, 16, 23, 19, 22, 24, 26, 28, 29, 31, 40, 36, 32, 33, 34, 38, 37, 39], [41, 46, 43, 42, 45, 44, 47, 49, 50, 52, 55, 48, 51, 53, 54, 56, 58, 57, 59, 60]]
85: [[35, 21, 17, 3, 6, 1, 2, 4, 13, 5, 7, 11, 8, 9, 27, 10, 15, 25, 14, 30], [12, 18, 20, 16, 23, 19, 22, 24, 26, 28, 29, 31, 40, 36, 32, 33, 34, 38, 37, 39], [41, 46, 43, 42, 45, 44, 47, 49, 50, 52, 55, 48, 51, 53, 54, 56, 58, 57, 59, 60]]
86: [[35, 21, 17, 3, 6, 1, 2, 4, 13, 5, 7, 11, 8, 9, 27, 10, 15, 25, 14, 30], [12, 18, 20, 16, 23, 19, 22, 24, 26, 28, 29, 31, 40, 36, 32, 33, 34, 38, 37, 39], [41, 46, 43, 42, 45, 44, 47, 49, 50, 52, 55, 48, 51, 53, 54, 56, 58, 57, 59, 60]]
87: [[35, 21, 17, 3, 6, 1, 2, 4, 13, 5, 7, 11, 8, 9, 27, 10, 15, 25, 14, 30], [12, 18, 20, 16, 23, 19, 22, 24, 26, 28, 29, 31, 40, 36, 32, 33, 34, 38, 37, 39], [41, 46, 43, 42, 45, 44, 47, 49, 50, 52, 55, 48, 51, 53, 54, 56, 58, 57, 59, 60]]
88: [[35, 21, 17, 3, 6, 1, 2, 4, 13, 5, 7, 11, 8, 9, 27, 10, 15, 25, 14, 30], [12, 18, 20, 16, 23, 19, 22, 24, 26, 28, 29, 31, 40, 36, 32, 33, 34, 38, 37, 39], [41, 46, 43, 42, 45, 44, 47, 49, 50, 52, 55, 48, 51, 53, 54, 56, 58, 57, 59, 60]]
89: [[35, 21, 17, 3, 6, 1, 2, 4, 13, 5, 7, 11, 8, 9, 27, 10, 15, 25, 14, 30], [12, 18, 20, 16, 23, 19, 22, 24, 26, 28, 29, 31, 40, 36, 32, 33, 34, 38, 37, 39], [41, 46, 43, 42, 45, 44, 47, 49, 50, 52, 55, 48, 51, 53, 54, 56, 58, 57, 59, 60]]
90: [[35, 21, 17, 3, 6, 1, 2, 4, 13, 5, 7, 11, 8, 9, 27, 10, 15, 25, 14, 30], [12, 18, 20, 16, 23, 19, 22, 24, 26, 28, 29, 31, 40, 36, 32, 33, 34, 38, 37, 39], [41, 46, 43, 42, 45, 44, 47, 49, 50, 52, 55, 48, 51, 53, 54, 56, 58, 57, 59, 60]]
91: [[35, 21, 17, 3, 6, 1, 2, 4, 13, 5, 7, 11, 8, 9, 27, 10, 15, 25, 14, 30], [12, 18, 20, 16, 23, 19, 22, 24, 26, 28, 29, 31, 40, 36, 32, 33, 34, 38, 37, 39], [41, 46, 43, 42, 45, 44, 47, 49, 50, 52, 55, 48, 51, 53, 54, 56, 58, 57, 59, 60]]
92: [[35, 21, 17, 3, 6, 1, 2, 4, 13, 5, 7, 11, 8, 9, 27, 10, 15, 25, 14, 30], [12, 18, 20, 16, 23, 19, 22, 24, 26, 28, 29, 31, 40, 36, 32, 33, 34, 38, 37, 39], [41, 46, 43, 42, 45, 44, 47, 49, 50, 52, 55, 48, 51, 53, 54, 56, 58, 57, 59, 60]]
93: [[35, 21, 17, 3, 6, 1, 2, 4, 13, 5, 7, 11, 8, 9, 27, 10, 15, 25, 14, 30], [12, 18, 20, 16, 23, 19, 22, 24, 26, 28, 29, 31, 40, 36, 32, 33, 34, 38, 37, 39], [41, 46, 43, 42, 45, 44, 47, 49, 50, 52, 55, 48, 51, 53, 54, 56, 58, 57, 59, 60]]
94: [[35, 21, 17, 3, 6, 1, 2, 4, 13, 5, 7, 11, 8, 9, 27, 10, 15, 25, 14, 30], [12, 18, 20, 16, 23, 19, 22, 24, 26, 28, 29, 31, 40, 36, 32, 33, 34, 38, 37, 39], [41, 46, 43, 42, 45, 44, 47, 49, 50, 52, 55, 48, 51, 53, 54, 56, 58, 57, 59, 60]]
95: [[35, 21, 17, 3, 6, 1, 2, 4, 13, 5, 7, 11, 8, 9, 27, 10, 15, 25, 14, 30], [12, 18, 20, 16, 23, 19, 22, 24, 26, 28, 29, 31, 40, 36, 32, 33, 34, 38, 37, 39], [41, 46, 43, 42, 45, 44, 47, 49, 50, 52, 55, 48, 51, 53, 54, 56, 58, 57, 59, 60]]
96: [[35, 21, 17, 3, 6, 1, 2, 4, 13, 5, 7, 11, 8, 9, 27, 10, 15, 25, 14, 30], [12, 18, 20, 16, 23, 19, 22, 24, 26, 28, 29, 31, 40, 36, 32, 33, 34, 38, 37, 39], [41, 46, 43, 42, 45, 44, 47, 49, 50, 52, 55, 48, 51, 53, 54, 56, 58, 57, 59, 60]]
97: [[35, 21, 17, 3, 6, 1, 2, 4, 13, 5, 7, 11, 8, 9, 27, 10, 15, 25, 14, 30], [12, 18, 20, 16, 23, 19, 22, 24, 26, 28, 29, 31, 40, 36, 32, 33, 34, 38, 37, 39], [41, 46, 43, 42, 45, 44, 47, 49, 50, 52, 55, 48, 51, 53, 54, 56, 58, 57, 59, 60]]
98: [[35, 21, 17, 3, 6, 1, 2, 4, 13, 5, 7, 11, 8, 9, 27, 10, 15, 25, 14, 30], [12, 18, 20, 16, 23, 19, 22, 24, 26, 28, 29, 31, 40, 36, 32, 33, 34, 38, 37, 39], [41, 46, 43, 42, 45, 44, 47, 49, 50, 52, 55, 48, 51, 53, 54, 56, 58, 57, 59, 60]]
99: [[35, 21, 17, 3, 6, 1, 2, 4, 13, 5, 7, 11, 8, 9, 27, 10, 15, 25, 14, 30], [12, 18, 20, 16, 23, 19, 22, 24, 26, 28, 29, 31, 40, 36, 32, 33, 34, 38, 37, 39], [41, 46, 43, 42, 45, 44, 47, 49, 50, 52, 55, 48, 51, 53, 54, 56, 58, 57, 59, 60]]
100: [[35, 21, 17, 3, 6, 1, 2, 4, 13, 5, 7, 11, 8, 9, 27, 10, 15, 25, 14, 30], [12, 18, 20, 16, 23, 19, 22, 24, 26, 28, 29, 31, 40, 36, 32, 33, 34, 38, 37, 39], [41, 46, 43, 42, 45, 44, 47, 49, 50, 52, 55, 48, 51, 53, 54, 56, 58, 57, 59, 60]]
101: [[35, 21, 17, 3, 6, 1, 2, 4, 13, 5, 7, 11, 8, 9, 27, 10, 15, 25, 14, 30], [12, 18, 20, 16, 23, 19, 22, 24, 26, 28, 29, 31, 40, 36, 32, 33, 34, 38, 37, 39], [41, 46, 43, 42, 45, 44, 47, 49, 50, 52, 55, 48, 51, 53, 54, 56, 58, 57, 59, 60]]
102: [[35, 21, 17, 3, 6, 1, 2, 4, 13, 5, 7, 11, 8, 9, 27, 10, 15, 25, 14, 30], [12, 18, 20, 16, 23, 19, 22, 24, 26, 28, 29, 31, 40, 36, 32, 33, 34, 38, 37, 39], [41, 46, 43, 42, 45, 44, 47, 49, 50, 52, 55, 48, 51, 53, 54, 56, 58, 57, 59, 60]]
103: [[35, 21, 17, 3, 6, 1, 2, 4, 13, 5, 7, 11, 8, 9, 27, 10, 15, 25, 14, 30], [12, 18, 20, 16, 23, 19, 22, 24, 26, 28, 29, 31, 40, 36, 32, 33, 34, 38, 37, 39], [41, 46, 43, 42, 45, 44, 47, 49, 50, 52, 55, 48, 51, 53, 54, 56, 58, 57, 59, 60]]
104: [[35, 21, 17, 3, 6, 1, 2, 4, 13, 5, 7, 11, 8, 9, 27, 10, 15, 25, 14, 30], [12, 18, 20, 16, 23, 19, 22, 24, 26, 28, 29, 31, 40, 36, 32, 33, 34, 38, 37, 39], [41, 46, 43, 42, 45, 44, 47, 49, 50, 52, 55, 48, 51, 53, 54, 56, 58, 57, 59, 60]]
105: [[35, 21, 17, 3, 6, 1, 2, 4, 13, 5, 7, 11, 8, 9, 27, 10, 15, 25, 14, 30], [12, 18, 20, 16, 23, 19, 22, 24, 26, 28, 29, 31, 40, 36, 32, 33, 34, 38, 37, 39], [41, 46, 43, 42, 45, 44, 47, 49, 50, 52, 55, 48, 51, 53, 54, 56, 58, 57, 59, 60]]
106: [[35, 21, 17, 3, 6, 1, 2, 4, 13, 5, 7, 11, 8, 9, 27, 10, 15, 25, 14, 30], [12, 18, 20, 16, 23, 19, 22, 24, 26, 28, 29, 31, 40, 36, 32, 33, 34, 38, 37, 39], [41, 46, 43, 42, 45, 44, 47, 49, 50, 52, 55, 48, 51, 53, 54, 56, 58, 57, 59, 60]]
107: [[35, 21, 17, 3, 6, 1, 2, 4, 13, 5, 7, 11, 8, 9, 27, 10, 15, 25, 14, 30], [12, 18, 20, 16, 23, 19, 22, 24, 26, 28, 29, 31, 40, 36, 32, 33, 34, 38, 37, 39], [41, 46, 43, 42, 45, 44, 47, 49, 50, 52, 55, 48, 51, 53, 54, 56, 58, 57, 59, 60]]
108: [[35, 21, 17, 3, 6, 1, 2, 4, 13, 5, 7, 11, 8, 9, 27, 10, 15, 25, 14, 30], [12, 18, 20, 16, 23, 19, 22, 24, 26, 28, 29, 31, 40, 36, 32, 33, 34, 38, 37, 39], [41, 46, 43, 42, 45, 44, 47, 49, 50, 52, 55, 48, 51, 53, 54, 56, 58, 57, 59, 60]]
109: [[35, 21, 17, 3, 6, 1, 2, 4, 13, 5, 7, 11, 8, 9, 27, 10, 15, 25, 14, 30], [12, 18, 20, 16, 23, 19, 22, 24, 26, 28, 29, 31, 40, 36, 32, 33, 34, 38, 37, 39], [41, 46, 43, 42, 45, 44, 47, 49, 50, 52, 55, 48, 51, 53, 54, 56, 58, 57, 59, 60]]
110: [[35, 21, 17, 3, 6, 1, 2, 4, 13, 5, 7, 11, 8, 9, 27, 10, 15, 25, 14, 30], [12, 18, 20, 16, 23, 19, 22, 24, 26, 28, 29, 31, 40, 36, 32, 33, 34, 38, 37, 39], [41, 46, 43, 42, 45, 44, 47, 49, 50, 52, 55, 48, 51, 53, 54, 56, 58, 57, 59, 60]]
111: [[35, 21, 17, 3, 6, 1, 2, 4, 13, 5, 7, 11, 8, 9, 27, 10, 15, 25, 14, 30], [12, 18, 20, 16, 23, 19, 22, 24, 26, 28, 29, 31, 40, 36, 32, 33, 34, 38, 37, 39], [41, 46, 43, 42, 45, 44, 47, 49, 50, 52, 55, 48, 51, 53, 54, 56, 58, 57, 59, 60]]
112: [[35, 21, 17, 3, 6, 1, 2, 4, 13, 5, 7, 11, 8, 9, 27, 10, 15, 25, 14, 30], [12, 18, 20, 16, 23, 19, 22, 24, 26, 28, 29, 31, 40, 36, 32, 33, 34, 38, 37, 39], [41, 46, 43, 42, 45, 44, 47, 49, 50, 52, 55, 48, 51, 53, 54, 56, 58, 57, 59, 60]]
113: [[35, 21, 17, 3, 6, 1, 2, 4, 13, 5, 7, 11, 8, 9, 27, 10, 15, 25, 14, 30], [12, 18, 20, 16, 23, 19, 22, 24, 26, 28, 29, 31, 40, 36, 32, 33, 34, 38, 37, 39], [41, 46, 43, 42, 45, 44, 47, 49, 50, 52, 55, 48, 51, 53, 54, 56, 58, 57, 59, 60]]
114: [[35, 21, 17, 3, 6, 1, 2, 4, 13, 5, 7, 11, 8, 9, 27, 10, 15, 25, 14, 30], [12, 18, 20, 16, 23, 19, 22, 24, 26, 28, 29, 31, 40, 36, 32, 33, 34, 38, 37, 39], [41, 46, 43, 42, 45, 44, 47, 49, 50, 52, 55, 48, 51, 53, 54, 56, 58, 57, 59, 60]]
115: [[35, 21, 17, 3, 6, 1, 2, 4, 13, 5, 7, 11, 8, 9, 27, 10, 15, 25, 14, 30], [12, 18, 20, 16, 23, 19, 22, 24, 26, 28, 29, 31, 40, 36, 32, 33, 34, 38, 37, 39], [41, 46, 43, 42, 45, 44, 47, 49, 50, 52, 55, 48, 51, 53, 54, 56, 58, 57, 59, 60]]
116: [[35, 21, 17, 3, 6, 1, 2, 4, 13, 5, 7, 11, 8, 9, 27, 10, 15, 25, 14, 30], [12, 18, 20, 16, 23, 19, 22, 24, 26, 28, 29, 31, 40, 36, 32, 33, 34, 38, 37, 39], [41, 46, 43, 42, 45, 44, 47, 49, 50, 52, 55, 48, 51, 53, 54, 56, 58, 57, 59, 60]]
117: [[35, 21, 17, 3, 6, 1, 2, 4, 13, 5, 7, 11, 8, 9, 27, 10, 15, 25, 14, 30], [12, 18, 20, 16, 23, 19, 22, 24, 26, 28, 29, 31, 40, 36, 32, 33, 34, 38, 37, 39], [41, 46, 43, 42, 45, 44, 47, 49, 50, 52, 55, 48, 51, 53, 54, 56, 58, 57, 59, 60]]
118: [[35, 21, 17, 3, 6, 1, 2, 4, 13, 5, 7, 11, 8, 9, 27, 10, 15, 25, 14, 30], [12, 18, 20, 16, 23, 19, 22, 24, 26, 28, 29, 31, 40, 36, 32, 33, 34, 38, 37, 39], [41, 46, 43, 42, 45, 44, 47, 49, 50, 52, 55, 48, 51, 53, 54, 56, 58, 57, 59, 60]]
119: [[48, 21, 17, 23, 3, 33, 10, 2, 12, 5, 15, 25, 8, 42, 31, 14, 55, 4, 6, 22], [40, 20, 52, 18, 19, 7, 9, 11, 13, 28, 16, 24, 26, 1, 32, 27, 35, 44, 29, 30], [34, 39, 36, 47, 38, 45, 46, 49, 58, 50, 53, 54, 43, 37, 51, 56, 57, 41, 59, 60]]
120: [[59, 21, 4, 23, 19, 37, 14, 8, 9, 1, 46, 26, 24, 5, 6, 7, 47, 57, 10, 20], [32, 16, 52, 18, 25, 3, 11, 12, 27, 28, 29, 13, 44, 40, 17, 36, 34, 22, 30, 38], [35, 2, 31, 33, 41, 43, 15, 50, 45, 48, 39, 49, 51, 53, 54, 55, 60, 56, 58, 42]]
121: [[32, 23, 25, 3, 6], [9], [4, 37, 12, 5], [19, 1, 8, 44, 15], [10, 11, 14, 2, 13, 28], [7, 17, 16], [55, 18, 21], [29, 48], [20, 59], [31, 56, 22, 33, 24], [35, 27, 30, 51, 45], [47, 26, 34], [36, 38], [54, 39], [50, 60, 58, 52, 41], [43, 46], [40, 49], [53, 42, 57]]
