0: [[10, 22, 9, 39, 2], [4, 3], [5, 1], [15, 7, 14], [6, 8, 27, 11], [13, 12, 24, 19], [17, 21, 20], [18], [16, 31, 23], [29, 26, 25, 28], [60, 30, 41], [51, 35], [32, 33, 40, 34, 37], [38, 42], [47, 44, 36, 43], [45, 55, 63, 52], [46, 61, 48], [49, 50, 53, 54], [56, 59, 57], [58, 62, 66], [74, 83, 64, 65], [71, 67, 76], [68], [69, 70, 72], [79, 75, 73, 77, 78, 80, 81, 82, 87], [84, 85, 86, 88]]
51: [[10, 22, 9, 39, 2], [4, 3, 5], [1, 15, 7, 14], [6, 8, 27, 11], [13, 12, 24], [19, 17, 21, 20], [18, 16, 31, 23], [29, 26, 25], [28, 60, 30], [41, 51, 35], [32, 33, 40, 34], [37, 38, 42], [47, 44, 36, 43], [45, 55, 63, 52, 46, 61, 48], [49, 50, 53, 54, 56, 59, 57, 58, 62, 66, 74, 83, 64, 65, 71, 67, 76, 68, 69, 70, 72, 79, 75, 73, 77, 78, 80, 81, 82, 87, 84, 85, 86, 88]]
52: [[10, 22, 9, 39, 2], [4, 3], [5, 1], [15, 7, 14], [6, 8], [27, 11, 13], [12, 24, 19, 17, 21, 20, 18], [16, 31, 23], [29, 26, 25, 28], [60, 30, 41], [51, 35], [32, 33, 40, 34, 37, 38, 42, 47, 44, 36, 43, 45, 55, 63, 52, 46, 61, 48, 49, 50], [53, 54, 56, 59, 57, 58, 62, 66, 74, 83, 64, 65, 71, 67, 76, 68, 69, 70, 72, 79, 75, 73, 77, 78, 80, 81, 82, 87, 84, 85, 86, 88]]
53: [[10, 22, 9, 39, 2], [4, 3], [5, 1], [15, 7, 14], [6, 8, 27, 11], [13, 12, 24], [19, 17, 21], [20, 18, 16], [31, 23, 29, 26], [25, 28, 60, 30], [41, 51], [35, 32, 33], [40, 34, 37, 38], [42, 47, 44], [36, 43, 45], [55, 63, 52], [46], [61, 48, 49], [50, 53], [54, 56, 59, 57], [58, 62, 66, 74], [83, 64, 65, 71], [67, 76, 68], [69, 70, 72, 79], [75, 73, 77, 78], [80, 81, 82], [87, 84], [85, 86, 88]]
54: [[10, 22, 9, 39, 2], [4, 3], [5, 1, 15, 7, 14], [6, 8, 27, 11], [13, 12, 24, 19], [17, 21, 20, 18], [16, 31, 23, 29], [26, 25, 28, 60], [30, 41, 51], [35, 32, 33, 40], [34, 37, 38], [42, 47, 44], [36, 43, 45, 55, 63, 52], [46, 61, 48], [49, 50, 53, 54, 56, 59, 57, 58, 62, 66, 74, 83, 64, 65, 71, 67, 76, 68, 69, 70, 72, 79, 75, 73, 77, 78, 80, 81, 82, 87, 84, 85, 86, 88]]
55: [[10, 22, 9, 39, 2], [4, 3, 5], [1, 15, 7, 14, 6, 8, 27], [11, 13, 12], [24, 19, 17], [21, 20, 18, 16], [31, 23, 29, 26], [25, 28, 60, 30], [41, 51, 35, 32], [33, 40, 34], [37, 38, 42], [47, 44, 36, 43], [45, 55, 63], [52, 46], [61, 48, 49], [50, 53, 54], [56, 59, 57], [58, 62, 66], [74, 83, 64, 65], [71, 67, 76], [68, 69, 70, 72, 79, 75, 73, 77, 78, 80, 81, 82, 87, 84, 85, 86, 88]]
56: [[10, 22], [9, 39, 2], [4, 3], [5, 1, 15], [7, 14, 6], [8, 27, 11], [13, 12, 24, 19], [17, 21, 20, 18], [16, 31, 23, 29], [26, 25, 28, 60], [30, 41], [51, 35], [32, 33, 40], [34, 37, 38, 42], [47, 44, 36, 43], [45, 55, 63], [52], [46, 61, 48, 49], [50, 53, 54, 56], [59, 57, 58, 62], [66, 74, 83, 64], [65, 71, 67], [76, 68, 69, 70, 72, 79, 75, 73, 77, 78, 80, 81, 82, 87], [84, 85, 86, 88]]
57: [[10, 22, 9, 39, 2], [4, 3], [5, 1], [15, 7, 14], [6, 8, 27, 11], [13, 12, 24], [19, 17, 21], [20, 18, 16], [31, 23, 29, 26], [25, 28, 60, 30], [41, 51, 35], [32, 33, 40], [34, 37], [38, 42, 47, 44], [36, 43, 45, 55], [63, 52, 46, 61], [48, 49, 50, 53], [54, 56, 59, 57], [58, 62, 66, 74], [83, 64, 65], [71, 67, 76, 68], [69, 70, 72, 79, 75, 73, 77, 78, 80, 81, 82, 87, 84, 85, 86, 88]]
58: [[10, 22, 9, 39, 2], [4, 3], [5, 1], [15, 7, 14], [6, 8, 27, 11], [13, 12, 24], [19, 17, 21], [20, 18], [16, 31, 23], [29, 26, 25, 28], [60, 30], [41, 51, 35, 32, 33, 40, 34, 37, 38, 42, 47, 44], [36, 43, 45, 55, 63, 52, 46, 61, 48, 49, 50, 53, 54, 56, 59, 57], [58, 62, 66, 74, 83, 64, 65, 71, 67, 76, 68, 69], [70, 72, 79, 75, 73, 77, 78, 80, 81, 82, 87, 84, 85, 86, 88]]
59: [[10, 22, 9, 39, 2], [4, 3], [5, 1], [15, 7, 14], [6, 8, 27, 11], [13, 12, 24], [19, 17, 21], [20, 18], [16, 31, 23], [29, 26, 25, 28], [60, 30], [41, 51, 35, 32, 33, 40, 34, 37, 38, 42, 47, 44], [36, 43, 45, 55, 63, 52, 46, 61, 48, 49, 50, 53, 54, 56, 59, 57], [58, 62, 66, 74, 83, 64, 65, 71, 67, 76, 68, 69], [70, 72, 79, 75, 73, 77, 78, 80, 81, 82, 87, 84, 85, 86, 88]]
60: [[10, 22], [9, 39], [2, 4, 3], [5, 1, 15, 7], [14, 6, 8, 27], [11, 13, 12, 24], [19, 17, 21], [20, 18, 16, 31], [23, 29, 26, 25, 28], [60, 30, 41, 51], [35, 32, 33, 40], [34, 37, 38, 42], [47, 44], [36, 43], [45, 55, 63], [52, 46, 61, 48], [49, 50, 53, 54], [56, 59, 57], [58, 62, 66], [74, 83, 64], [65, 71, 67, 76], [68, 69], [70, 72, 79, 75], [73, 77, 78], [80, 81, 82, 87], [84, 85, 86, 88]]
61: [[10, 22, 9, 39], [2, 4, 3], [5, 1], [15, 7, 14, 6], [8, 27, 11], [13, 12, 24], [19, 17], [21, 20, 18, 16], [31, 23, 29, 26, 25, 28, 60, 30], [41, 51, 35], [32, 33, 40, 34], [37, 38, 42], [47, 44, 36, 43], [45, 55, 63, 52], [46, 61, 48, 49], [50, 53, 54, 56], [59, 57, 58], [62, 66, 74], [83, 64], [65, 71, 67, 76, 68, 69, 70, 72, 79, 75, 73], [77, 78], [80, 81, 82, 87, 84, 85, 86, 88]]
62: [[10, 22, 9, 39, 2], [4, 3], [5, 1], [15, 7, 14], [6, 8, 27], [11, 13, 12, 24], [19, 17, 21, 20], [18, 16, 31, 23], [29, 26, 25], [28, 60, 30], [41, 51, 35], [32, 33, 40, 34, 37], [38, 42, 47], [44, 36, 43], [45, 55, 63], [52, 46, 61], [48, 49, 50], [53, 54, 56, 59, 57, 58, 62, 66, 74, 83, 64, 65, 71, 67, 76, 68, 69, 70], [72, 79, 75, 73, 77, 78, 80, 81, 82, 87, 84, 85, 86], [88]]
63: [[10, 22, 9, 39, 2], [4, 3, 5], [1, 15, 7, 14, 6, 8, 27], [11, 13, 12], [24, 19, 17, 21], [20, 18, 16, 31, 23], [29, 26], [25, 28], [60, 30, 41, 51], [35, 32, 33, 40], [34, 37, 38], [42, 47, 44, 36, 43], [45, 55, 63], [52, 46, 61, 48, 49], [50, 53], [54, 56, 59, 57, 58, 62, 66, 74, 83, 64, 65, 71, 67, 76, 68, 69, 70, 72, 79, 75, 73, 77, 78, 80, 81, 82, 87, 84, 85, 86, 88]]
64: [[10, 22, 9, 39, 2], [4, 3, 5], [1, 15, 7, 14, 6, 8, 27], [11, 13, 12, 24, 19], [17, 21, 20, 18], [16, 31, 23], [29, 26], [25, 28], [60, 30, 41, 51], [35, 32, 33, 40], [34, 37, 38], [42, 47, 44, 36, 43], [45, 55, 63], [52, 46, 61, 48, 49, 50, 53, 54, 56], [59, 57, 58, 62], [66, 74, 83, 64], [65, 71, 67, 76, 68, 69, 70, 72, 79, 75, 73, 77, 78, 80, 81, 82, 87, 84, 85, 86, 88]]
65: [[10, 22, 9, 39, 2], [4, 3], [5, 1], [15, 7, 14], [6, 8, 27], [11, 13, 12, 24], [19, 17, 21, 20], [18, 16, 31, 23], [29, 26, 25], [28, 60, 30], [41, 51, 35], [32, 33, 40, 34, 37], [38, 42, 47], [44, 36, 43], [45, 55, 63], [52, 46, 61], [48, 49, 50], [53, 54], [56, 59, 57, 58, 62, 66, 74, 83, 64, 65, 71, 67, 76, 68, 69, 70, 72, 79, 75, 73, 77, 78, 80, 81, 82, 87, 84, 85, 86, 88]]
66: [[10, 22, 9, 39, 2], [4, 3, 5], [1, 15, 7, 14], [6, 8, 27, 11], [13, 12, 24], [19, 17, 21], [20, 18, 16], [31, 23, 29], [26, 25, 28], [60, 30, 41, 51], [35, 32, 33], [40], [34, 37, 38], [42, 47, 44, 36, 43, 45, 55, 63, 52], [46, 61, 48, 49], [50, 53, 54, 56], [59, 57, 58, 62, 66, 74, 83, 64, 65, 71, 67, 76, 68, 69, 70, 72, 79, 75, 73, 77, 78, 80, 81, 82, 87, 84, 85, 86, 88]]
67: [[10, 22, 9, 39, 2], [4, 3, 5], [1, 15, 7, 14], [6, 8, 27, 11], [13, 12, 24], [19, 17, 21], [20, 18, 16], [31, 23, 29], [26, 25, 28], [60, 30, 41, 51], [35, 32, 33], [40], [34, 37, 38], [42, 47, 44, 36, 43, 45, 55, 63, 52], [46, 61, 48, 49], [50, 53, 54, 56], [59, 57, 58, 62, 66, 74, 83, 64, 65, 71, 67, 76, 68, 69, 70, 72, 79, 75, 73, 77, 78, 80, 81, 82, 87, 84, 85, 86, 88]]
68: [[10, 22, 9, 39, 2], [4, 3, 5, 1], [15, 7, 14], [6, 8, 27, 11], [13, 12, 24], [19], [17, 21, 20], [18, 16, 31, 23], [29, 26, 25], [28, 60], [30, 41, 51, 35, 32], [33, 40], [34, 37, 38, 42], [47, 44, 36], [43, 45, 55], [63, 52], [46, 61, 48], [49, 50, 53, 54, 56, 59, 57, 58, 62, 66], [74, 83, 64, 65, 71, 67, 76, 68, 69, 70, 72, 79, 75], [73, 77, 78, 80], [81, 82, 87, 84, 85, 86, 88]]
69: [[10, 22, 9, 39, 2], [4, 3, 5, 1], [15, 7, 14], [6, 8, 27, 11], [13, 12, 24], [19, 17, 21], [20, 18, 16], [31, 23, 29, 26], [25, 28, 60, 30, 41], [51, 35, 32], [33, 40, 34, 37, 38, 42, 47, 44, 36, 43, 45, 55], [63, 52, 46, 61, 48, 49, 50, 53, 54, 56, 59, 57, 58, 62, 66, 74, 83, 64, 65, 71, 67, 76, 68, 69, 70, 72, 79, 75, 73, 77, 78, 80, 81, 82, 87, 84, 85, 86, 88]]
70: [[10, 22, 9, 39, 2], [4, 3, 5], [1, 15], [7, 14, 6], [8, 27], [11, 13, 12], [24, 19, 17, 21, 20, 18], [16, 31, 23], [29, 26, 25, 28], [60, 30, 41, 51, 35], [32, 33], [40, 34], [37, 38, 42, 47], [44, 36, 43, 45], [55, 63, 52], [46, 61, 48, 49, 50], [53, 54, 56], [59, 57, 58, 62], [66, 74, 83], [64, 65, 71], [67, 76, 68, 69], [70, 72, 79], [75], [73, 77, 78], [80, 81, 82, 87], [84, 85, 86, 88]]
71: [[10, 22], [9, 39], [2, 4, 3, 5], [1, 15, 7, 14], [6, 8, 27, 11], [13, 12, 24], [19], [17, 21, 20], [18, 16, 31, 23], [29, 26, 25], [28, 60], [30, 41, 51, 35, 32], [33, 40], [34, 37, 38, 42], [47, 44, 36, 43], [45, 55, 63], [52, 46, 61, 48], [49, 50, 53], [54, 56, 59], [57, 58, 62, 66], [74, 83, 64], [65], [71, 67, 76], [68, 69, 70, 72, 79], [75, 73, 77, 78, 80, 81, 82, 87, 84, 85, 86, 88]]
72: [[10, 22, 9, 39, 2], [4, 3], [5, 1], [15, 7, 14], [6, 8, 27], [11, 13, 12], [24, 19, 17, 21, 20, 18], [16, 31, 23, 29, 26, 25, 28, 60], [30, 41, 51, 35, 32], [33, 40], [34, 37, 38, 42], [47, 44, 36, 43, 45], [55, 63, 52, 46, 61, 48, 49, 50, 53, 54, 56, 59], [57, 58, 62, 66, 74, 83, 64, 65, 71, 67, 76, 68, 69, 70, 72, 79, 75, 73, 77, 78, 80, 81, 82, 87, 84, 85, 86, 88]]
73: [[10, 22, 9], [39, 2, 4, 3], [5, 1, 15, 7], [14, 6, 8, 27], [11, 13], [12, 24, 19], [17, 21, 20], [18, 16, 31, 23], [29, 26, 25, 28], [60, 30, 41, 51], [35, 32, 33], [40, 34, 37], [38, 42, 47], [44, 36, 43, 45, 55], [63, 52, 46], [61, 48, 49], [50, 53, 54], [56, 59, 57], [58, 62, 66], [74, 83, 64, 65, 71, 67, 76, 68, 69, 70], [72, 79, 75, 73, 77, 78, 80, 81, 82, 87, 84, 85, 86], [88]]
74: [[10, 22, 9, 39, 2], [4, 3, 5, 1], [15, 7, 14], [6, 8, 27, 11], [13, 12, 24, 19], [17, 21, 20, 18], [16, 31, 23, 29], [26, 25, 28, 60], [30, 41, 51], [35, 32, 33, 40, 34, 37], [38, 42, 47, 44, 36, 43, 45], [55, 63, 52, 46, 61, 48, 49], [50, 53], [54, 56, 59, 57, 58, 62, 66, 74, 83, 64, 65, 71, 67, 76, 68, 69, 70, 72, 79, 75, 73, 77, 78, 80, 81, 82, 87, 84, 85, 86, 88]]
75: [[10, 22], [9, 39], [2, 4, 3], [5, 1, 15], [7, 14, 6, 8], [27, 11], [13, 12, 24, 19], [17, 21, 20, 18], [16, 31], [23, 29, 26, 25], [28, 60, 30, 41], [51, 35, 32], [33, 40, 34, 37], [38, 42, 47], [44, 36, 43, 45], [55, 63, 52], [46, 61, 48], [49, 50, 53], [54, 56, 59, 57], [58, 62, 66, 74], [83, 64, 65], [71, 67, 76, 68], [69, 70, 72, 79], [75, 73, 77], [78, 80, 81], [82, 87], [84, 85, 86, 88]]
76: [[10, 22, 9, 39, 2], [4, 3], [5, 1], [15, 7, 14], [6, 8, 27, 11], [13, 12, 24, 19], [17, 21, 20], [18, 16, 31], [23, 29, 26], [25, 28, 60, 30], [41, 51], [35, 32, 33, 40], [34, 37, 38], [42, 47, 44], [36, 43, 45, 55], [63, 52, 46, 61, 48, 49, 50, 53, 54, 56, 59, 57], [58, 62, 66, 74, 83, 64, 65, 71, 67, 76, 68, 69, 70, 72, 79, 75, 73, 77, 78, 80, 81, 82, 87, 84, 85, 86, 88]]
77: [[10, 22, 9, 39, 2], [4, 3], [5, 1], [15, 7, 14], [6, 8], [27, 11], [13, 12, 24], [19, 17, 21, 20, 18, 16, 31], [23, 29, 26], [25, 28, 60, 30], [41, 51, 35], [32, 33], [40, 34, 37, 38, 42, 47, 44, 36, 43, 45, 55, 63, 52, 46, 61, 48, 49, 50, 53, 54], [56, 59, 57, 58, 62, 66, 74, 83, 64, 65, 71, 67, 76, 68, 69, 70, 72, 79, 75, 73, 77, 78, 80, 81, 82, 87, 84, 85, 86, 88]]
78: [[10, 22, 9, 39, 2], [4, 3, 5], [1, 15, 7, 14], [6, 8, 27, 11], [13, 12, 24], [19, 17, 21], [20, 18, 16], [31, 23, 29, 26], [25, 28, 60, 30], [41, 51, 35, 32], [33, 40, 34], [37, 38, 42], [47, 44, 36], [43, 45, 55, 63, 52, 46, 61, 48, 49, 50, 53], [54, 56, 59, 57, 58], [62, 66], [74, 83, 64, 65], [71, 67, 76, 68], [69, 70, 72], [79, 75, 73, 77], [78, 80, 81, 82, 87], [84, 85, 86, 88]]
79: [[10, 22, 9], [39, 2], [4, 3, 5, 1], [15, 7, 14], [6, 8], [27, 11, 13], [12, 24, 19], [17, 21, 20], [18, 16, 31], [23, 29, 26], [25, 28, 60, 30], [41, 51, 35], [32, 33], [40, 34], [37, 38, 42, 47], [44, 36, 43, 45], [55, 63, 52, 46], [61, 48, 49, 50], [53, 54, 56, 59], [57, 58, 62], [66, 74, 83, 64], [65, 71, 67, 76], [68, 69, 70, 72], [79, 75], [73, 77, 78], [80, 81, 82], [87, 84, 85], [86, 88]]
80: [[10, 22, 9, 39, 2], [4, 3, 5], [1, 15], [7, 14, 6], [8, 27, 11], [13, 12, 24, 19], [17, 21, 20, 18], [16, 31, 23], [29], [26, 25, 28, 60, 30], [41, 51], [35, 32], [33, 40, 34, 37], [38, 42, 47, 44], [36, 43, 45], [55, 63, 52, 46], [61, 48, 49], [50, 53, 54, 56, 59], [57, 58, 62], [66, 74, 83], [64, 65, 71], [67, 76, 68], [69, 70, 72], [79, 75, 73, 77, 78, 80, 81, 82, 87, 84, 85, 86, 88]]
81: [[10, 22, 9, 39, 2], [4, 3], [5, 1, 15], [7, 14, 6], [8, 27, 11, 13, 12], [24, 19, 17, 21], [20, 18, 16, 31], [23, 29, 26], [25, 28, 60], [30, 41, 51, 35], [32, 33], [40, 34], [37, 38, 42], [47, 44, 36, 43], [45, 55, 63], [52, 46], [61, 48, 49], [50, 53, 54, 56], [59, 57, 58], [62, 66, 74, 83], [64, 65, 71, 67], [76, 68, 69], [70, 72, 79], [75, 73], [77, 78], [80, 81, 82, 87, 84, 85, 86, 88]]
82: [[10, 22, 9, 39, 2], [4, 3, 5], [1, 15, 7, 14], [6, 8, 27, 11, 13], [12, 24, 19], [17, 21], [20, 18, 16], [31, 23, 29, 26], [25, 28, 60, 30], [41, 51, 35, 32], [33, 40], [34, 37, 38, 42], [47, 44, 36, 43], [45, 55, 63], [52, 46], [61, 48, 49, 50, 53, 54, 56], [59, 57], [58, 62, 66, 74, 83, 64, 65, 71, 67, 76, 68, 69, 70, 72, 79, 75, 73, 77, 78, 80, 81, 82, 87, 84, 85, 86, 88]]
83: [[10, 22], [9, 39, 2], [4, 3, 5], [1, 15, 7, 14, 6], [8, 27, 11, 13], [12, 24, 19, 17], [21, 20, 18], [16, 31, 23, 29], [26, 25, 28], [60, 30, 41], [51, 35, 32], [33, 40], [34, 37, 38], [42, 47, 44], [36, 43], [45, 55, 63], [52, 46, 61, 48], [49, 50, 53, 54], [56, 59, 57], [58, 62], [66, 74, 83], [64, 65, 71, 67], [76, 68], [69, 70, 72, 79], [75, 73, 77], [78, 80, 81, 82], [87, 84, 85], [86, 88]]
84: [[10, 22, 9, 39, 2], [4, 3], [5, 1], [15, 7, 14], [6, 8, 27], [11, 13, 12], [24, 19], [17, 21], [20, 18, 16, 31], [23, 29], [26, 25, 28, 60], [30, 41, 51, 35], [32, 33], [40, 34], [37, 38, 42, 47, 44, 36, 43, 45, 55, 63, 52, 46, 61, 48, 49, 50, 53, 54, 56, 59, 57, 58, 62, 66, 74, 83, 64, 65, 71, 67, 76, 68, 69, 70, 72, 79, 75, 73, 77, 78, 80, 81, 82, 87, 84, 85, 86, 88]]
85: [[10, 22, 9, 39, 2], [4, 3, 5], [1, 15, 7], [14], [6, 8, 27, 11], [13, 12, 24, 19], [17, 21, 20], [18, 16, 31, 23], [29, 26, 25, 28, 60], [30, 41, 51, 35], [32, 33, 40, 34], [37, 38, 42, 47, 44], [36, 43, 45, 55, 63, 52, 46, 61], [48], [49, 50, 53, 54, 56, 59, 57, 58, 62], [66, 74, 83], [64, 65, 71], [67, 76, 68], [69, 70, 72, 79], [75, 73, 77, 78, 80], [81, 82, 87], [84, 85, 86, 88]]
86: [[10, 22, 9, 39], [2, 4, 3], [5, 1], [15, 7, 14, 6], [8, 27, 11], [13, 12, 24, 19], [17, 21, 20, 18], [16, 31, 23], [29, 26, 25, 28, 60, 30], [41, 51, 35], [32, 33], [40, 34, 37, 38, 42, 47, 44, 36, 43, 45, 55, 63, 52, 46, 61, 48, 49, 50, 53, 54, 56, 59, 57, 58, 62, 66, 74, 83, 64, 65, 71, 67, 76, 68, 69, 70, 72, 79, 75, 73, 77, 78, 80, 81, 82, 87, 84, 85, 86, 88]]
87: [[10, 22, 9, 39, 2], [4, 3, 5], [1, 15, 7], [14], [6, 8, 27, 11], [13, 12, 24, 19], [17, 21, 20], [18, 16, 31, 23], [29, 26, 25, 28, 60], [30, 41, 51, 35], [32, 33, 40, 34], [37, 38, 42, 47, 44], [36, 43, 45, 55, 63, 52, 46, 61], [48], [49, 50, 53, 54, 56, 59, 57, 58, 62], [66, 74, 83, 64, 65, 71, 67, 76, 68, 69, 70, 72, 79, 75, 73, 77, 78, 80, 81, 82, 87, 84, 85, 86, 88]]
88: [[10, 22, 9, 39, 2], [4, 3], [5, 1], [15, 7, 14, 6, 8], [27, 11, 13, 12, 24], [19, 17], [21, 20], [18, 16, 31, 23], [29, 26, 25, 28], [60, 30, 41, 51], [35, 32, 33, 40], [34, 37, 38], [42, 47, 44, 36], [43, 45, 55], [63, 52, 46], [61, 48, 49, 50], [53, 54], [56, 59, 57], [58, 62, 66, 74], [83, 64], [65, 71, 67, 76, 68, 69, 70, 72, 79, 75, 73, 77], [78, 80, 81], [82, 87, 84, 85, 86, 88]]
89: [[10, 22, 9, 39, 2], [4, 3], [5, 1], [15, 7, 14], [6, 8, 27], [11, 13, 12], [24, 19], [17, 21, 20], [18, 16, 31, 23, 29, 26, 25, 28, 60, 30], [41, 51, 35, 32, 33, 40, 34, 37, 38, 42, 47, 44, 36], [43, 45, 55, 63, 52, 46, 61, 48, 49, 50, 53, 54, 56, 59, 57, 58, 62, 66, 74, 83, 64, 65, 71, 67, 76, 68, 69, 70, 72, 79, 75, 73, 77, 78, 80, 81, 82, 87, 84, 85, 86, 88]]
90: [[10, 22], [9, 39, 2], [4, 3, 5], [1, 15], [7, 14, 6], [8, 27], [11, 13, 12], [24, 19], [17, 21, 20], [18, 16, 31], [23, 29, 26, 25, 28], [60, 30, 41, 51, 35], [32, 33], [40, 34], [37, 38, 42, 47], [44, 36, 43, 45, 55], [63, 52, 46, 61, 48], [49, 50], [53, 54, 56, 59], [57, 58, 62, 66], [74, 83], [64, 65, 71, 67], [76, 68, 69, 70], [72, 79, 75], [73, 77], [78, 80, 81, 82, 87, 84, 85], [86, 88]]
91: [[10, 22, 9, 39, 2], [4, 3], [5, 1], [15, 7, 14], [6, 8], [27, 11, 13], [12, 24, 19, 17], [21, 20, 18, 16], [31, 23, 29], [26], [25, 28, 60], [30, 41, 51, 35], [32, 33, 40], [34, 37], [38, 42, 47, 44, 36], [43, 45], [55, 63, 52, 46], [61, 48, 49], [50, 53, 54], [56, 59], [57, 58, 62], [66, 74, 83, 64, 65, 71, 67, 76, 68, 69], [70, 72, 79, 75, 73, 77, 78, 80, 81, 82, 87, 84, 85], [86, 88]]
92: [[10, 22, 9, 39, 2], [4, 3], [5, 1], [15, 7, 14], [6, 8, 27, 11], [13, 12, 24, 19], [17, 21, 20], [18, 16, 31, 23, 29, 26, 25, 28, 60, 30, 41, 51, 35, 32, 33, 40, 34, 37, 38, 42, 47, 44, 36, 43, 45, 55, 63, 52, 46, 61, 48, 49, 50, 53, 54, 56, 59, 57, 58, 62, 66, 74, 83, 64, 65, 71, 67], [76, 68], [69, 70, 72, 79, 75, 73, 77, 78, 80, 81, 82, 87, 84, 85, 86, 88]]
93: [[10, 22, 9, 39], [2, 4, 3], [5, 1], [15, 7, 14, 6], [8, 27, 11, 13], [12, 24, 19, 17], [21, 20, 18, 16], [31, 23, 29], [26, 25, 28, 60], [30, 41], [51, 35, 32], [33, 40, 34], [37, 38], [42, 47], [44, 36, 43], [45, 55, 63], [52, 46, 61, 48, 49], [50, 53, 54, 56], [59, 57, 58, 62, 66], [74, 83, 64], [65, 71, 67, 76], [68, 69, 70, 72], [79, 75, 73, 77], [78, 80], [81, 82, 87, 84, 85, 86, 88]]
94: [[10, 22, 9], [39, 2], [4, 3, 5], [1, 15, 7], [14, 6, 8, 27], [11, 13, 12, 24, 19], [17, 21, 20, 18], [16, 31, 23], [29, 26, 25, 28], [60, 30, 41], [51, 35, 32], [33, 40, 34], [37, 38], [42, 47, 44, 36], [43, 45], [55, 63, 52, 46], [61, 48, 49, 50], [53, 54, 56], [59, 57, 58], [62, 66, 74, 83, 64, 65, 71, 67, 76, 68, 69, 70, 72, 79, 75, 73, 77, 78, 80, 81, 82, 87], [84, 85, 86, 88]]
95: [[10, 22, 9, 39, 2], [4, 3, 5], [1, 15, 7, 14], [6, 8, 27, 11, 13], [12, 24, 19], [17, 21], [20, 18, 16], [31, 23, 29, 26], [25, 28, 60, 30, 41], [51, 35, 32, 33], [40, 34], [37, 38, 42, 47, 44, 36, 43, 45, 55, 63, 52, 46, 61, 48, 49, 50, 53, 54, 56, 59, 57, 58, 62, 66, 74, 83, 64, 65, 71, 67, 76, 68, 69, 70, 72, 79, 75, 73, 77, 78, 80, 81, 82, 87, 84, 85, 86, 88]]
96: [[10, 22], [9, 39, 2], [4, 3, 5], [1, 15], [7, 14, 6], [8, 27], [11, 13, 12], [24, 19], [17, 21, 20], [18, 16, 31], [23, 29, 26, 25, 28], [60, 30, 41, 51, 35], [32, 33], [40, 34], [37, 38, 42, 47], [44, 36, 43, 45, 55], [63, 52, 46, 61, 48], [49, 50], [53, 54, 56, 59, 57], [58, 62, 66, 74, 83, 64, 65, 71, 67, 76, 68, 69, 70, 72, 79, 75], [73, 77, 78, 80, 81, 82, 87, 84, 85, 86, 88]]
97: [[10, 22, 9, 39, 2], [4, 3], [5, 1], [15, 7, 14], [6, 8, 27, 11], [13, 12, 24], [19, 17], [21, 20, 18, 16, 31], [23, 29], [26, 25, 28, 60], [30, 41, 51], [35, 32, 33], [40, 34], [37, 38, 42], [47, 44, 36, 43, 45, 55, 63, 52, 46, 61], [48, 49, 50, 53, 54, 56, 59, 57, 58, 62, 66, 74, 83], [64, 65, 71, 67], [76, 68, 69, 70, 72, 79, 75, 73, 77, 78, 80, 81, 82, 87, 84, 85, 86, 88]]
98: [[10, 22], [9, 39], [2, 4, 3], [5, 1], [15, 7, 14], [6, 8, 27, 11], [13, 12, 24], [19, 17, 21, 20], [18, 16, 31, 23, 29, 26], [25, 28, 60, 30, 41], [51, 35], [32, 33, 40, 34, 37, 38], [42, 47, 44, 36], [43, 45, 55, 63, 52, 46, 61], [48, 49, 50, 53, 54, 56, 59, 57, 58, 62, 66, 74, 83, 64, 65, 71, 67, 76, 68, 69, 70, 72, 79, 75, 73, 77, 78, 80, 81, 82, 87, 84, 85, 86, 88]]
99: [[10, 22], [9, 39], [2, 4, 3], [5, 1], [15, 7, 14, 6], [8, 27, 11], [13, 12, 24, 19], [17, 21, 20, 18], [16, 31], [23, 29, 26, 25], [28], [60, 30, 41], [51, 35, 32, 33], [40, 34, 37], [38, 42, 47, 44], [36, 43, 45, 55], [63, 52, 46, 61], [48, 49, 50], [53, 54, 56], [59, 57], [58, 62, 66], [74, 83, 64, 65], [71, 67, 76], [68, 69, 70], [72, 79, 75, 73], [77, 78, 80], [81, 82, 87, 84], [85, 86, 88]]
100: [[10, 22, 9, 39], [2, 4], [3, 5], [1, 15, 7, 14], [6, 8, 27, 11], [13, 12, 24, 19], [17, 21, 20], [18, 16, 31, 23, 29], [26, 25, 28, 60], [30, 41, 51, 35], [32, 33, 40], [34, 37, 38, 42], [47, 44, 36], [43, 45, 55, 63], [52, 46, 61, 48, 49, 50, 53, 54, 56, 59, 57, 58, 62, 66, 74, 83, 64, 65, 71, 67, 76], [68, 69, 70, 72, 79, 75, 73, 77, 78, 80, 81, 82, 87, 84, 85, 86, 88]]
101: [[10, 22], [9, 39], [2, 4, 3, 5], [1, 15, 7, 14], [6, 8, 27, 11], [13, 12, 24], [19], [17, 21, 20], [18, 16, 31, 23], [29, 26], [25, 28, 60, 30], [41, 51, 35, 32], [33, 40, 34], [37, 38], [42, 47, 44], [36, 43, 45], [55, 63, 52, 46, 61, 48, 49, 50, 53], [54, 56], [59, 57, 58, 62, 66, 74, 83, 64, 65, 71, 67, 76, 68, 69, 70, 72, 79, 75, 73, 77, 78, 80, 81, 82, 87, 84, 85, 86, 88]]
