0: [[39, 77, 2, 10, 25, 44], [61, 48], [17, 3, 56, 21], [50, 55, 35, 80, 6], [16, 12, 22], [1], [59, 9, 8, 20], [73, 5, 38, 42], [69], [14, 11, 15, 46, 41, 57], [4, 19], [74, 7, 37, 40], [28, 29, 49, 30], [23, 13, 24, 36, 43], [52, 32, 58], [78, 88, 26, 34], [31, 47, 27, 54], [65, 33, 72], [75, 18, 67, 45], [83, 51, 85], [66, 63, 53, 70], [60, 62, 86, 68, 84, 64], [76, 87, 71], [79, 82], [81]]
51: [[39, 77], [2, 10, 25], [44, 61, 48], [17, 3, 56], [21, 50, 55, 35], [80, 6, 16], [12, 22, 1, 59], [9, 8, 20, 73], [5, 38, 42], [69, 14, 11], [15, 46, 41], [57, 4], [19, 74, 7, 37], [40, 28, 29], [49, 30], [23, 13, 24, 36], [43, 52, 32], [58, 78, 88, 26], [34, 31, 47], [27, 54, 65, 33], [72, 75, 18], [67, 45, 83, 51], [85, 66, 63], [53, 70, 60, 62], [86, 68, 84, 64], [76, 87, 71, 79], [82, 81]]
52: [[39, 77], [2], [10, 25, 44], [61, 48], [17, 3, 56, 21], [50, 55, 35], [80, 6, 16], [12, 22], [1, 59, 9], [8, 20, 73], [5, 38, 42, 69], [14, 11, 15, 46], [41, 57], [4, 19, 74], [7, 37, 40, 28], [29, 49], [30, 23, 13, 24], [36, 43, 52, 32], [58], [78, 88, 26, 34], [31], [47, 27, 54], [65, 33, 72, 75], [18, 67, 45], [83, 51, 85, 66, 63, 53], [70, 60, 62, 86], [68, 84, 64, 76, 87, 71, 79, 82, 81]]
53: [[39, 77, 2, 10], [25, 44, 61, 48], [17, 3, 56, 21], [50, 55, 35], [80, 6, 16, 12, 22], [1, 59, 9, 8], [20, 73, 5], [38, 42, 69], [14, 11, 15, 46], [41, 57, 4], [19, 74, 7, 37], [40, 28, 29, 49], [30, 23, 13], [24, 36, 43, 52], [32, 58, 78, 88], [26, 34, 31, 47], [27, 54, 65, 33], [72, 75, 18], [67, 45, 83, 51, 85, 66, 63, 53, 70, 60, 62, 86, 68, 84, 64, 76, 87, 71, 79, 82, 81]]
54: [[39, 77], [2, 10, 25], [44, 61, 48, 17], [3, 56], [21, 50], [55, 35, 80, 6], [16, 12, 22, 1], [59], [9, 8, 20, 73], [5, 38, 42, 69], [14, 11, 15, 46], [41, 57, 4, 19], [74, 7, 37, 40], [28, 29, 49], [30, 23], [13, 24, 36, 43], [52, 32, 58, 78], [88, 26], [34, 31, 47, 27], [54, 65, 33, 72], [75, 18, 67, 45], [83, 51, 85], [66, 63, 53], [70, 60, 62], [86, 68, 84, 64], [76, 87, 71, 79], [82, 81]]
55: [[39, 77, 2, 10, 25, 44], [61, 48, 17], [3, 56, 21], [50, 55, 35, 80], [6, 16, 12, 22], [1, 59, 9], [8, 20], [73, 5, 38, 42], [69, 14, 11, 15], [46, 41, 57], [4, 19, 74], [7, 37], [40, 28], [29, 49, 30], [23, 13, 24], [36, 43, 52, 32, 58, 78, 88, 26, 34, 31, 47, 27, 54, 65, 33, 72, 75, 18, 67, 45, 83, 51, 85, 66, 63, 53, 70, 60, 62, 86, 68, 84, 64, 76, 87, 71, 79, 82, 81]]
56: [[39, 77], [2, 10, 25, 44], [61, 48, 17], [3, 56, 21, 50], [55, 35, 80, 6], [16, 12, 22, 1], [59, 9], [8, 20, 73, 5], [38, 42], [69, 14], [11, 15, 46, 41], [57, 4, 19], [74, 7, 37, 40, 28], [29, 49, 30, 23], [13, 24, 36, 43], [52, 32, 58], [78, 88, 26], [34, 31, 47, 27], [54, 65, 33], [72, 75, 18, 67], [45, 83, 51], [85, 66, 63, 53], [70, 60, 62, 86, 68, 84, 64], [76, 87, 71], [79, 82], [81]]
57: [[39, 77], [2, 10, 25], [44, 61, 48], [17, 3], [56, 21], [50, 55, 35, 80], [6, 16, 12, 22], [1], [59, 9, 8, 20], [73, 5, 38, 42], [69, 14, 11, 15], [46, 41, 57, 4], [19, 74, 7, 37], [40, 28, 29], [49, 30, 23, 13], [24, 36, 43], [52, 32, 58, 78], [88, 26, 34, 31], [47, 27, 54, 65, 33, 72, 75, 18, 67, 45, 83, 51, 85, 66, 63, 53, 70, 60, 62, 86, 68, 84, 64, 76], [87, 71, 79, 82, 81]]
58: [[39, 77, 2], [10, 25, 44], [61, 48, 17], [3, 56], [21, 50, 55], [35, 80, 6], [16, 12, 22, 1], [59, 9, 8, 20], [73, 5, 38, 42], [69, 14, 11, 15], [46, 41, 57], [4, 19, 74], [7, 37, 40, 28], [29], [49, 30, 23], [13, 24, 36, 43], [52, 32], [58, 78], [88, 26, 34], [31, 47, 27, 54], [65, 33, 72, 75], [18, 67, 45, 83], [51, 85, 66], [63, 53, 70, 60], [62, 86], [68, 84, 64, 76], [87, 71, 79], [82, 81]]
59: [[39, 77, 2, 10, 25, 44], [61, 48], [17, 3, 56, 21], [50, 55], [35, 80, 6], [16, 12, 22, 1], [59, 9, 8, 20], [73, 5, 38, 42, 69, 14], [11, 15, 46, 41], [57, 4, 19], [74, 7], [37, 40, 28, 29, 49], [30, 23, 13], [24, 36, 43], [52, 32, 58, 78, 88, 26, 34, 31, 47, 27, 54, 65, 33, 72, 75, 18, 67, 45, 83, 51, 85, 66, 63, 53, 70, 60, 62, 86, 68, 84, 64, 76, 87, 71, 79, 82, 81]]
60: [[39, 77], [2, 10, 25, 44], [61, 48], [17, 3, 56, 21], [50, 55, 35], [80, 6], [16, 12, 22, 1], [59, 9], [8, 20, 73, 5], [38, 42, 69], [14, 11], [15, 46, 41, 57], [4, 19, 74], [7, 37], [40, 28], [29, 49, 30, 23], [13], [24, 36, 43, 52], [32], [58, 78, 88], [26, 34, 31], [47, 27], [54, 65, 33, 72], [75, 18, 67, 45], [83, 51, 85, 66, 63, 53], [70, 60, 62], [86, 68], [84, 64], [76, 87, 71, 79, 82, 81]]
61: [[39, 77, 2, 10, 25, 44], [61, 48], [17, 3, 56, 21], [50, 55], [35, 80, 6, 16], [12, 22, 1, 59], [9, 8], [20, 73, 5, 38], [42, 69, 14], [11, 15, 46, 41], [57, 4, 19, 74], [7, 37, 40, 28], [29, 49, 30, 23, 13], [24, 36, 43, 52], [32, 58, 78, 88], [26, 34, 31, 47], [27, 54, 65], [33, 72, 75, 18, 67], [45, 83, 51, 85, 66, 63, 53, 70, 60, 62, 86, 68, 84, 64, 76, 87, 71, 79, 82], [81]]
62: [[39, 77], [2], [10, 25, 44], [61, 48], [17, 3, 56, 21], [50, 55, 35, 80], [6, 16, 12], [22, 1, 59, 9], [8, 20, 73], [5, 38, 42, 69], [14, 11, 15, 46, 41, 57], [4, 19, 74], [7, 37], [40], [28, 29, 49, 30, 23, 13, 24, 36, 43, 52, 32, 58, 78, 88, 26, 34, 31, 47, 27, 54, 65, 33, 72, 75, 18, 67, 45, 83, 51, 85, 66, 63, 53, 70, 60, 62, 86, 68, 84, 64, 76, 87, 71, 79, 82, 81]]
63: [[39, 77, 2, 10], [25, 44, 61, 48], [17, 3, 56, 21], [50, 55, 35, 80, 6], [16, 12, 22], [1, 59], [9, 8], [20, 73, 5, 38], [42, 69, 14], [11, 15], [46, 41, 57], [4, 19], [74, 7, 37], [40, 28, 29], [49, 30, 23], [13, 24, 36, 43], [52, 32, 58, 78], [88, 26, 34, 31], [47, 27, 54, 65], [33, 72, 75, 18], [67, 45, 83, 51], [85, 66, 63, 53], [70, 60, 62], [86, 68, 84], [64, 76, 87, 71, 79, 82, 81]]
64: [[39, 77, 2, 10], [25, 44, 61, 48], [17, 3, 56, 21], [50, 55, 35, 80, 6], [16, 12, 22], [1, 59, 9, 8], [20], [73, 5, 38, 42, 69, 14], [11, 15], [46, 41, 57, 4], [19, 74, 7, 37], [40, 28, 29, 49, 30], [23, 13, 24], [36, 43, 52, 32], [58, 78, 88, 26], [34, 31, 47], [27, 54, 65, 33], [72, 75, 18], [67, 45, 83, 51], [85, 66, 63, 53, 70, 60], [62, 86, 68], [84, 64], [76, 87], [71, 79, 82, 81]]
65: [[39, 77], [2], [10, 25, 44], [61, 48], [17, 3, 56, 21], [50, 55, 35], [80, 6, 16], [12, 22, 1, 59], [9, 8], [20, 73], [5, 38, 42, 69], [14, 11, 15, 46], [41], [57, 4, 19, 74], [7, 37, 40, 28], [29, 49, 30, 23], [13, 24, 36, 43], [52, 32, 58], [78, 88, 26, 34], [31, 47, 27, 54], [65], [33, 72, 75, 18], [67, 45, 83], [51], [85, 66, 63, 53], [70, 60, 62], [86, 68, 84, 64, 76, 87, 71, 79, 82, 81]]
66: [[39, 77], [2, 10, 25], [44, 61], [48, 17], [3, 56, 21, 50], [55], [35, 80, 6, 16], [12, 22, 1, 59], [9, 8, 20, 73], [5, 38, 42, 69], [14, 11, 15, 46], [41, 57, 4], [19, 74, 7, 37, 40], [28, 29, 49, 30], [23, 13], [24, 36, 43, 52], [32, 58, 78, 88], [26, 34, 31, 47], [27, 54, 65, 33], [72, 75, 18, 67], [45, 83, 51], [85, 66, 63, 53], [70, 60, 62], [86, 68, 84, 64], [76, 87, 71], [79, 82], [81]]
67: [[39, 77, 2, 10, 25, 44], [61, 48], [17, 3, 56, 21, 50], [55, 35], [80, 6, 16, 12], [22, 1, 59, 9], [8, 20], [73, 5, 38, 42], [69, 14, 11], [15, 46, 41, 57], [4, 19, 74, 7], [37, 40, 28, 29], [49, 30, 23, 13, 24], [36, 43, 52, 32], [58, 78, 88, 26, 34, 31, 47, 27, 54, 65, 33, 72, 75, 18, 67, 45, 83, 51, 85, 66, 63, 53, 70, 60, 62, 86, 68, 84, 64, 76, 87, 71, 79, 82, 81]]
68: [[39, 77], [2, 10, 25], [44, 61, 48], [17, 3, 56], [21, 50, 55], [35, 80, 6, 16], [12], [22, 1, 59, 9], [8, 20, 73], [5, 38, 42, 69], [14, 11], [15, 46, 41], [57, 4, 19], [74, 7, 37, 40], [28], [29, 49, 30], [23, 13, 24, 36], [43, 52, 32, 58, 78], [88, 26, 34, 31], [47, 27, 54, 65], [33, 72, 75], [18, 67, 45], [83, 51, 85, 66], [63, 53, 70, 60], [62], [86, 68], [84, 64], [76, 87, 71], [79, 82, 81]]
69: [[39, 77, 2, 10], [25, 44, 61], [48, 17, 3, 56], [21, 50, 55, 35], [80], [6, 16, 12, 22], [1, 59], [9, 8, 20], [73, 5, 38, 42], [69, 14, 11, 15], [46, 41, 57, 4], [19, 74, 7, 37], [40, 28, 29, 49, 30], [23, 13], [24, 36, 43], [52, 32, 58, 78, 88, 26, 34, 31, 47, 27, 54, 65, 33, 72, 75, 18, 67, 45, 83, 51, 85, 66, 63, 53, 70], [60, 62, 86, 68, 84], [64, 76, 87, 71, 79, 82, 81]]
70: [[39, 77, 2, 10, 25], [44, 61], [48, 17, 3, 56], [21, 50, 55], [35, 80, 6], [16, 12, 22, 1], [59, 9, 8, 20], [73, 5, 38, 42, 69, 14], [11, 15, 46, 41], [57, 4, 19], [74, 7], [37, 40, 28, 29], [49, 30, 23, 13, 24], [36, 43, 52, 32], [58, 78, 88, 26, 34, 31], [47, 27, 54, 65], [33, 72, 75, 18], [67, 45], [83, 51, 85], [66, 63, 53, 70], [60, 62, 86], [68, 84, 64], [76, 87, 71], [79, 82, 81]]
71: [[39, 77, 2, 10, 25, 44], [61, 48], [17, 3, 56, 21, 50], [55, 35], [80, 6, 16, 12], [22, 1, 59, 9], [8, 20], [73, 5, 38, 42], [69, 14, 11], [15, 46, 41, 57], [4, 19, 74, 7], [37, 40, 28, 29], [49, 30, 23, 13], [24, 36, 43, 52, 32], [58, 78], [88, 26, 34], [31, 47, 27, 54, 65, 33, 72, 75, 18, 67, 45, 83, 51, 85, 66, 63, 53, 70, 60, 62, 86, 68, 84, 64, 76], [87, 71, 79, 82, 81]]
72: [[39, 77], [2, 10], [25], [44, 61, 48], [17, 3, 56], [21, 50, 55], [35, 80], [6, 16], [12, 22, 1, 59, 9], [8, 20, 73, 5], [38, 42, 69, 14], [11, 15, 46, 41], [57, 4], [19, 74, 7, 37], [40, 28, 29], [49, 30, 23], [13, 24, 36], [43, 52], [32, 58, 78], [88, 26, 34, 31], [47, 27, 54], [65, 33, 72], [75, 18, 67], [45, 83, 51], [85, 66, 63, 53], [70, 60, 62], [86, 68, 84, 64], [76, 87, 71], [79, 82, 81]]
73: [[39, 77, 2, 10, 25], [44, 61], [48, 17, 3, 56], [21, 50, 55, 35, 80], [6, 16, 12], [22], [1, 59, 9, 8], [20, 73, 5, 38], [42], [69, 14, 11, 15, 46, 41], [57, 4], [19, 74, 7, 37], [40, 28, 29, 49], [30, 23, 13, 24, 36], [43, 52, 32], [58, 78, 88, 26], [34, 31, 47, 27], [54, 65, 33], [72, 75, 18, 67], [45, 83, 51], [85, 66, 63, 53], [70, 60, 62, 86], [68, 84, 64], [76, 87, 71, 79, 82, 81]]
74: [[39, 77, 2, 10, 25, 44], [61, 48], [17, 3, 56, 21], [50, 55], [35, 80, 6], [16, 12, 22, 1], [59, 9, 8, 20], [73, 5, 38, 42, 69, 14], [11, 15, 46, 41], [57, 4, 19], [74, 7], [37, 40, 28, 29], [49, 30, 23, 13, 24], [36, 43, 52, 32, 58], [78, 88, 26], [34, 31], [47], [27, 54, 65, 33, 72, 75, 18, 67, 45, 83, 51, 85, 66, 63, 53, 70, 60, 62, 86, 68, 84, 64, 76, 87, 71, 79, 82, 81]]
75: [[39, 77], [2, 10, 25, 44], [61, 48, 17], [3, 56], [21, 50, 55, 35], [80, 6, 16], [12], [22, 1, 59, 9], [8], [20, 73], [5, 38, 42], [69, 14], [11, 15, 46, 41], [57, 4, 19], [74, 7, 37], [40, 28, 29, 49], [30, 23], [13, 24, 36, 43], [52, 32, 58, 78], [88, 26, 34, 31], [47, 27, 54, 65, 33], [72, 75, 18], [67, 45], [83, 51, 85, 66], [63, 53], [70, 60], [62, 86, 68, 84], [64, 76, 87], [71, 79], [82, 81]]
76: [[39, 77], [2], [10], [25, 44], [61, 48, 17], [3, 56, 21], [50, 55, 35], [80], [6, 16, 12], [22, 1, 59], [9, 8, 20, 73], [5, 38], [42, 69, 14], [11, 15, 46, 41], [57, 4], [19, 74, 7, 37], [40], [28, 29, 49], [30, 23, 13, 24], [36, 43], [52, 32, 58], [78, 88, 26, 34], [31, 47, 27, 54], [65, 33, 72, 75], [18, 67], [45], [83, 51, 85, 66, 63, 53, 70, 60, 62], [86, 68, 84, 64, 76, 87, 71, 79, 82, 81]]
77: [[39, 77], [2, 10, 25, 44], [61, 48, 17], [3, 56, 21], [50], [55, 35, 80, 6, 16], [12, 22, 1, 59], [9], [8, 20, 73, 5], [38, 42, 69], [14, 11, 15], [46, 41, 57], [4, 19, 74, 7], [37, 40, 28, 29], [49, 30, 23, 13, 24], [36, 43, 52], [32, 58], [78, 88, 26, 34, 31], [47, 27, 54], [65, 33], [72, 75, 18, 67], [45, 83, 51, 85, 66], [63, 53, 70, 60], [62, 86, 68, 84, 64], [76, 87, 71], [79, 82, 81]]
78: [[39, 77], [2, 10, 25, 44], [61, 48, 17, 3, 56], [21, 50, 55], [35], [80, 6, 16, 12, 22], [1, 59, 9, 8], [20], [73, 5, 38, 42, 69, 14], [11, 15, 46, 41], [57, 4, 19], [74, 7, 37], [40, 28, 29], [49, 30, 23, 13], [24, 36, 43, 52], [32, 58], [78, 88, 26, 34, 31, 47, 27, 54, 65, 33, 72, 75, 18, 67, 45, 83, 51, 85, 66, 63, 53, 70, 60, 62, 86, 68, 84, 64, 76, 87, 71, 79, 82, 81]]
79: [[39, 77, 2, 10], [25, 44, 61, 48], [17, 3], [56, 21, 50], [55, 35, 80], [6, 16], [12, 22, 1, 59], [9, 8, 20], [73, 5, 38, 42, 69], [14], [11, 15, 46, 41], [57, 4, 19, 74], [7, 37, 40], [28], [29, 49, 30, 23, 13], [24, 36, 43, 52], [32, 58], [78, 88, 26, 34, 31, 47, 27, 54, 65, 33, 72, 75, 18, 67, 45, 83, 51, 85, 66, 63, 53, 70, 60, 62, 86, 68, 84, 64, 76, 87, 71, 79, 82, 81]]
80: [[39, 77, 2], [10, 25, 44], [61, 48, 17], [3, 56], [21, 50], [55, 35, 80, 6], [16, 12, 22, 1], [59, 9, 8, 20], [73, 5, 38], [42, 69], [14, 11, 15], [46, 41, 57], [4, 19, 74, 7], [37], [40, 28, 29, 49], [30, 23, 13], [24, 36, 43, 52], [32, 58, 78, 88], [26, 34, 31, 47], [27, 54, 65, 33], [72, 75], [18, 67, 45], [83, 51, 85, 66], [63, 53, 70, 60], [62, 86, 68], [84, 64, 76, 87], [71, 79, 82], [81]]
81: [[39, 77], [2, 10], [25, 44, 61], [48, 17, 3], [56, 21, 50], [55, 35], [80, 6], [16, 12, 22], [1, 59, 9], [8, 20, 73], [5, 38, 42], [69, 14, 11], [15, 46, 41], [57, 4, 19], [74, 7, 37], [40, 28], [29, 49, 30], [23], [13, 24, 36], [43], [52, 32, 58], [78, 88, 26, 34], [31, 47, 27, 54], [65, 33, 72, 75], [18, 67, 45, 83], [51, 85, 66, 63], [53, 70, 60, 62, 86, 68, 84, 64, 76, 87, 71, 79, 82, 81]]
82: [[39, 77, 2, 10, 25, 44], [61, 48], [17, 3, 56, 21], [50, 55], [35, 80, 6], [16, 12, 22, 1], [59, 9, 8], [20, 73, 5, 38], [42, 69, 14, 11], [15, 46, 41, 57, 4], [19, 74, 7], [37, 40, 28, 29, 49, 30, 23, 13, 24, 36, 43, 52, 32, 58, 78, 88, 26, 34, 31, 47, 27, 54, 65, 33, 72, 75, 18, 67, 45, 83, 51, 85, 66, 63, 53, 70, 60, 62, 86, 68, 84, 64, 76, 87, 71, 79, 82, 81]]
83: [[39, 77, 2], [10, 25, 44, 61], [48, 17, 3, 56], [21, 50, 55, 35], [80, 6], [16, 12, 22, 1], [59, 9, 8], [20, 73, 5, 38], [42, 69, 14], [11, 15, 46, 41], [57, 4], [19, 74, 7, 37], [40, 28, 29, 49], [30, 23, 13], [24, 36], [43, 52, 32, 58], [78, 88, 26, 34], [31, 47, 27], [54, 65, 33, 72], [75, 18, 67], [45, 83, 51, 85], [66, 63, 53], [70, 60, 62], [86, 68, 84, 64], [76, 87], [71, 79, 82, 81]]
84: [[39, 77, 2, 10], [25, 44, 61, 48], [17, 3, 56], [21], [50, 55, 35], [80, 6, 16], [12, 22, 1, 59], [9, 8], [20, 73, 5], [38, 42, 69, 14], [11, 15, 46], [41, 57, 4], [19], [74, 7, 37, 40], [28, 29, 49], [30, 23, 13, 24], [36, 43, 52], [32, 58, 78, 88], [26, 34], [31, 47, 27, 54], [65, 33, 72], [75, 18, 67, 45, 83, 51, 85, 66, 63], [53, 70, 60, 62, 86, 68, 84, 64, 76, 87, 71, 79, 82, 81]]
85: [[39, 77, 2], [10, 25], [44, 61, 48], [17, 3, 56], [21, 50], [55, 35, 80, 6], [16, 12, 22, 1], [59, 9, 8, 20], [73, 5, 38, 42, 69], [14], [11, 15, 46, 41], [57, 4, 19], [74, 7, 37, 40], [28, 29, 49, 30], [23, 13], [24, 36, 43], [52, 32, 58], [78, 88, 26], [34, 31, 47], [27, 54, 65], [33], [72, 75, 18], [67, 45], [83, 51, 85, 66], [63, 53], [70, 60], [62, 86, 68, 84, 64], [76, 87, 71, 79], [82, 81]]
86: [[39, 77, 2], [10, 25], [44, 61], [48, 17, 3, 56], [21, 50], [55, 35], [80, 6, 16, 12], [22, 1, 59], [9, 8], [20, 73, 5, 38], [42, 69, 14, 11], [15, 46, 41, 57], [4, 19, 74], [7, 37, 40], [28, 29], [49, 30, 23], [13, 24], [36, 43, 52], [32, 58, 78], [88, 26, 34], [31, 47, 27, 54], [65, 33, 72, 75, 18], [67], [45, 83, 51, 85], [66, 63, 53], [70, 60, 62, 86], [68, 84, 64], [76, 87, 71], [79, 82, 81]]
87: [[39, 77, 2, 10, 25], [44, 61, 48], [17, 3, 56], [21, 50], [55, 35, 80], [6, 16, 12], [22, 1, 59, 9], [8, 20, 73, 5], [38, 42, 69, 14], [11, 15, 46, 41], [57, 4, 19], [74, 7, 37], [40, 28, 29, 49], [30], [23, 13, 24], [36, 43, 52, 32], [58, 78], [88, 26], [34, 31, 47], [27, 54, 65, 33], [72, 75, 18, 67], [45, 83, 51, 85], [66, 63, 53], [70, 60, 62, 86], [68, 84], [64, 76, 87, 71], [79, 82, 81]]
88: [[39, 77], [2, 10, 25, 44], [61, 48, 17, 3, 56], [21, 50, 55], [35], [80, 6, 16, 12, 22], [1, 59, 9, 8], [20], [73, 5, 38, 42, 69, 14], [11, 15, 46, 41], [57, 4, 19], [74, 7], [37, 40], [28, 29, 49, 30], [23], [13, 24, 36, 43], [52], [32, 58, 78], [88, 26, 34, 31], [47, 27, 54], [65, 33, 72, 75, 18, 67, 45, 83, 51, 85, 66, 63, 53, 70, 60, 62, 86, 68, 84, 64, 76, 87], [71, 79, 82, 81]]
89: [[39, 77, 2, 10, 25, 44], [61, 48], [17, 3, 56, 21, 50, 55], [35, 80], [6, 16, 12, 22], [1, 59], [9, 8], [20, 73, 5, 38, 42], [69, 14, 11], [15, 46], [41, 57, 4, 19], [74, 7], [37, 40], [28, 29, 49, 30], [23, 13, 24], [36, 43, 52, 32, 58, 78, 88, 26, 34, 31, 47, 27, 54, 65, 33, 72, 75, 18, 67, 45, 83, 51, 85, 66, 63, 53, 70, 60, 62, 86, 68, 84, 64, 76, 87, 71, 79, 82, 81]]
90: [[39, 77, 2, 10], [25, 44, 61, 48], [17, 3, 56], [21, 50], [55, 35, 80, 6], [16, 12, 22, 1], [59, 9, 8, 20], [73, 5, 38, 42, 69], [14, 11, 15], [46], [41, 57, 4, 19], [74, 7], [37, 40, 28, 29], [49, 30, 23, 13, 24, 36], [43, 52, 32, 58, 78, 88, 26, 34, 31, 47], [27, 54, 65, 33, 72, 75, 18, 67, 45, 83, 51, 85, 66, 63, 53, 70, 60, 62, 86, 68, 84, 64, 76, 87, 71, 79, 82, 81]]
91: [[39, 77, 2], [10, 25, 44, 61], [48, 17], [3, 56], [21, 50], [55, 35, 80], [6, 16, 12], [22, 1, 59], [9, 8, 20], [73, 5, 38, 42], [69, 14, 11, 15], [46, 41], [57, 4, 19], [74, 7, 37, 40], [28, 29, 49, 30], [23, 13], [24, 36, 43], [52, 32], [58, 78, 88, 26], [34, 31], [47, 27], [54, 65, 33, 72], [75, 18, 67], [45, 83], [51, 85], [66, 63, 53, 70, 60, 62, 86, 68, 84, 64], [76, 87, 71, 79, 82, 81]]
92: [[39, 77, 2, 10, 25, 44], [61, 48], [17, 3, 56, 21], [50, 55], [35, 80, 6], [16, 12, 22, 1], [59, 9, 8, 20], [73, 5, 38, 42, 69, 14], [11, 15, 46, 41], [57, 4, 19, 74, 7], [37, 40, 28], [29, 49, 30], [23, 13, 24, 36, 43, 52, 32, 58, 78, 88, 26, 34, 31, 47, 27, 54, 65, 33, 72, 75, 18, 67, 45, 83], [51, 85, 66, 63, 53, 70, 60, 62, 86, 68, 84, 64, 76, 87, 71, 79, 82, 81]]
93: [[39, 77], [2], [10], [25, 44], [61, 48, 17], [3, 56, 21], [50, 55, 35], [80, 6], [16, 12, 22], [1, 59], [9, 8, 20, 73], [5, 38, 42, 69], [14, 11, 15, 46], [41, 57, 4, 19], [74, 7, 37, 40], [28, 29, 49, 30], [23, 13, 24, 36], [43, 52, 32, 58], [78, 88, 26], [34, 31, 47, 27, 54, 65, 33, 72, 75, 18, 67, 45, 83, 51, 85, 66, 63, 53, 70, 60, 62, 86, 68, 84, 64, 76, 87, 71, 79, 82, 81]]
94: [[39, 77], [2, 10], [25, 44, 61], [48, 17, 3], [56, 21, 50], [55], [35, 80, 6], [16, 12, 22], [1, 59], [9, 8, 20, 73], [5, 38, 42], [69, 14, 11], [15, 46, 41, 57], [4, 19, 74, 7], [37], [40, 28], [29, 49, 30, 23], [13, 24], [36, 43, 52], [32, 58, 78], [88, 26, 34], [31, 47, 27, 54], [65, 33, 72], [75, 18, 67, 45], [83, 51, 85], [66, 63, 53, 70], [60, 62, 86, 68], [84, 64, 76, 87], [71, 79, 82], [81]]
95: [[39, 77, 2, 10], [25, 44, 61, 48], [17, 3, 56], [21, 50, 55, 35], [80, 6, 16], [12, 22, 1, 59], [9, 8, 20, 73], [5, 38], [42, 69], [14, 11, 15], [46, 41, 57], [4, 19, 74, 7], [37, 40, 28, 29], [49, 30], [23, 13, 24], [36, 43, 52], [32, 58, 78, 88], [26, 34, 31, 47, 27], [54, 65, 33, 72], [75, 18], [67, 45, 83], [51, 85], [66, 63, 53, 70, 60, 62, 86], [68, 84, 64, 76, 87, 71, 79, 82, 81]]
96: [[39, 77], [2], [10, 25, 44], [61, 48], [17, 3, 56, 21], [50, 55, 35], [80, 6, 16], [12, 22], [1, 59, 9], [8, 20, 73, 5], [38, 42, 69, 14], [11, 15, 46, 41], [57, 4, 19], [74, 7, 37], [40, 28], [29, 49, 30], [23, 13, 24], [36], [43, 52, 32, 58], [78, 88, 26], [34, 31, 47, 27, 54, 65, 33, 72, 75, 18, 67, 45, 83, 51, 85, 66, 63, 53, 70, 60, 62, 86, 68, 84, 64, 76, 87, 71, 79, 82, 81]]
97: [[39, 77], [2], [10], [25, 44], [61, 48], [17, 3, 56, 21], [50, 55, 35, 80], [6, 16, 12, 22], [1, 59, 9], [8, 20, 73, 5], [38, 42], [69, 14, 11, 15], [46, 41, 57, 4], [19], [74, 7, 37, 40], [28], [29, 49, 30], [23, 13, 24, 36], [43, 52, 32], [58, 78, 88, 26, 34, 31, 47, 27, 54, 65, 33, 72, 75, 18, 67, 45, 83, 51, 85, 66, 63, 53], [70, 60, 62, 86], [68, 84, 64, 76, 87, 71, 79, 82, 81]]
98: [[39, 77, 2, 10], [25, 44], [61, 48], [17, 3, 56, 21], [50, 55, 35], [80, 6, 16, 12], [22, 1, 59, 9], [8, 20, 73, 5], [38, 42, 69, 14], [11, 15, 46, 41], [57], [4, 19, 74, 7], [37, 40], [28, 29, 49, 30], [23, 13, 24, 36], [43, 52, 32, 58], [78, 88, 26, 34], [31, 47, 27], [54, 65, 33, 72], [75, 18, 67], [45, 83, 51], [85, 66], [63, 53], [70, 60, 62, 86, 68, 84, 64, 76, 87, 71, 79, 82, 81]]
99: [[39, 77], [2, 10], [25, 44], [61, 48, 17, 3], [56, 21, 50], [55, 35], [80, 6, 16], [12, 22, 1], [59, 9, 8, 20], [73, 5, 38, 42], [69, 14], [11, 15], [46, 41, 57, 4], [19, 74, 7, 37], [40, 28], [29, 49, 30, 23], [13, 24, 36, 43], [52, 32, 58, 78], [88, 26, 34, 31], [47, 27, 54, 65], [33, 72, 75, 18, 67], [45, 83, 51, 85], [66, 63, 53, 70], [60, 62, 86, 68], [84, 64, 76], [87, 71, 79, 82, 81]]
100: [[39, 77, 2, 10, 25, 44], [61, 48], [17, 3, 56, 21], [50, 55], [35, 80, 6], [16, 12, 22, 1], [59, 9, 8, 20], [73, 5], [38], [42, 69, 14, 11, 15, 46], [41, 57], [4, 19, 74, 7], [37, 40, 28, 29], [49, 30, 23, 13, 24], [36, 43, 52], [32, 58, 78, 88], [26, 34, 31, 47], [27, 54, 65], [33, 72, 75, 18], [67, 45, 83], [51, 85, 66, 63], [53, 70, 60, 62, 86, 68], [84, 64, 76], [87, 71], [79], [82, 81]]
101: [[39, 77], [2, 10], [25, 44], [61, 48, 17], [3, 56], [21, 50, 55, 35], [80, 6, 16, 12], [22, 1], [59, 9], [8], [20, 73, 5, 38], [42], [69, 14, 11, 15], [46, 41, 57, 4], [19], [74, 7, 37], [40, 28, 29, 49], [30, 23, 13, 24], [36, 43], [52, 32, 58, 78], [88, 26, 34, 31, 47, 27, 54, 65, 33, 72, 75, 18, 67, 45, 83, 51, 85, 66, 63, 53, 70, 60, 62, 86, 68, 84, 64, 76, 87, 71, 79, 82, 81]]
