0: [[33, 13, 6, 21], [50, 25], [38, 5, 1], [51, 3, 30], [9, 35, 2], [16, 14], [11, 8, 27], [4, 7, 17], [19, 20, 32], [31, 46, 42, 39, 24], [34, 36, 58, 15, 26, 37, 29, 45, 54, 52, 10, 12], [23, 40, 44, 18], [22, 28, 55, 48], [47, 41, 43], [59, 56, 60], [53], [49, 57]]
74: [[33, 13, 50], [17, 6, 21], [38, 5, 1], [51, 3, 30], [9, 35, 2], [16, 15, 18], [8, 11, 27], [4, 7, 25], [19, 20, 32], [31, 46, 42], [39, 34, 36], [58, 14, 26], [37, 29, 10], [40, 24, 12], [52, 55, 45], [23, 22, 28], [44, 60, 48], [47, 41, 43], [59, 56, 54, 53, 49, 57]]
75: [[33, 13, 50], [17, 6, 21], [38, 5, 1], [51, 3, 30], [9, 35, 2], [16, 15, 18], [8, 11, 27], [4, 7, 25], [19, 20, 32], [31, 46, 42], [39, 34, 36], [58, 14, 26], [37, 29, 10], [40, 24, 12], [52, 55, 45], [23, 22, 28], [44, 60, 48], [47, 41, 43], [59, 56, 54, 53, 49, 57]]
76: [[33, 13, 50], [17, 6, 21], [38, 5, 1], [51, 3, 30], [9, 35, 2], [16, 15, 18], [8, 11, 27], [4, 7, 25], [19, 20, 32], [31, 46, 42], [39, 34, 36], [58, 14, 26], [37, 29, 10], [40, 24, 12], [52, 55, 45], [23, 22, 28], [44, 60, 48], [47, 41, 43], [59, 56, 54, 53, 49, 57]]
77: [[33, 13, 50], [17, 6, 21], [38, 5, 1], [51, 3, 30], [9, 35, 2], [16, 15, 18], [8, 11, 27], [4, 7, 25], [19, 20, 32], [31, 46, 42], [39, 34, 36], [58, 14, 26], [37, 29, 10], [40, 24, 12], [52, 55, 45], [23, 22, 28], [44, 60, 48], [47, 41, 43], [59, 56, 54, 53, 49, 57]]
78: [[33, 13, 50], [17, 6, 21], [38, 5, 1], [51, 3, 30], [9, 35, 2], [16, 15, 18], [8, 11, 27], [4, 7, 25], [19, 20, 32], [31, 46, 42], [39, 34, 36], [58, 14, 26], [37, 29, 10], [40, 24, 12], [52, 55, 45], [23, 22, 28], [44, 60, 48], [47, 41, 43], [59, 56, 54, 53, 49, 57]]
79: [[33, 13, 50], [17, 6, 21], [38, 5, 1], [51, 3, 30], [9, 35, 2], [16, 15, 18], [8, 11, 27], [4, 7, 25], [19, 20, 32], [31, 46, 42], [39, 34, 36], [58, 14, 26], [37, 29, 10], [40, 24, 12], [52, 55, 45], [23, 22, 28], [44, 60, 48], [47, 41, 43, 59, 56, 54, 53, 49, 57]]
80: [[33, 13, 50], [17, 6, 21], [38, 5, 1], [51, 3, 30], [9, 35, 2], [16, 15, 18], [8, 11, 27], [4, 7, 25], [19, 20, 32], [31, 46, 42], [39, 34, 36], [58, 14, 26], [37, 29, 10], [40, 24, 12], [52, 55, 45], [23, 22, 28], [44, 60, 48], [47, 41, 43, 59, 56, 54, 53, 49, 57]]
81: [[33, 13, 50], [17, 6, 21], [38, 5, 1], [51, 3, 30], [9, 35, 2], [16, 15, 18], [8, 11, 27], [4, 7, 25], [19, 20, 32], [31, 46, 42], [39, 34, 36], [58, 14, 26], [37, 29, 10], [40, 24, 12], [52, 55, 45], [23, 22, 28], [44, 60, 48], [47, 41, 43, 59, 56, 54, 53, 49, 57]]
82: [[33, 13, 50], [17, 6, 21], [38, 5, 1], [51, 3, 30], [9, 35, 2], [16, 15, 18], [8, 11, 27], [4, 7, 25], [19, 20, 32], [31, 46, 42], [39, 34, 36], [58, 14, 26], [37, 29, 10], [40, 24, 12], [52, 55, 45], [23, 22, 28], [44, 60, 48], [47, 41, 43, 59, 56, 54, 53, 49, 57]]
83: [[33, 13, 50], [17, 6, 21], [38, 5, 1], [51, 3, 30], [9, 35, 2], [16, 15, 18], [8, 11, 27], [4, 7, 25], [19, 20, 32], [31, 46, 42], [39, 34, 36], [58, 14, 26], [37, 29, 10], [40, 24, 12], [52, 55, 45], [23, 22, 28, 44, 60, 48], [47, 41, 43, 59, 56, 54, 53, 49, 57]]
84: [[33, 13, 6, 21], [50, 25], [38, 5, 1], [51, 3, 30], [9, 35, 2], [16, 14, 11], [8, 27, 4], [7, 17, 19], [20, 32, 31], [46, 42, 39], [24, 34, 36], [58, 15, 26, 37, 29, 45, 54, 52, 10, 12, 23, 40, 44, 18, 22, 28, 60, 48, 47, 41, 43, 59, 56, 55], [53, 49, 57]]
85: [[33, 13, 50], [17, 6, 21], [38, 5, 1], [51, 3, 30], [9, 35, 2], [16, 15, 18], [8, 11, 27], [4, 7, 25], [19, 20, 32], [31, 46, 42], [39, 34, 36], [58, 14, 26], [37, 29, 10, 40, 24, 12], [52, 55, 45, 23, 22, 28, 44, 60, 48, 47, 41, 43, 59, 56, 54, 53, 49, 57]]
86: [[33, 13, 50], [17, 6, 21], [38, 5, 1], [51, 3, 30], [9, 35, 2], [16, 15, 18], [8, 11, 27], [4, 7, 25], [19, 20, 32], [31, 46, 42, 39, 34, 36, 58, 14, 26, 37, 29, 10, 40, 24, 12, 52, 55, 45], [23, 22, 28, 44, 60, 48, 47, 41, 43, 59, 56, 54, 53, 49, 57]]
87: [[33, 13, 50], [17, 6, 21], [38, 5, 1], [51, 3, 30], [9, 35, 2], [16, 15, 18], [8, 11, 27], [4, 7, 25], [19, 20, 32], [31, 46, 42], [39, 34, 36], [58, 14, 26], [37, 29, 10], [40, 24, 12], [52, 55, 45], [23, 22, 28, 44, 60, 48, 47, 41, 43, 59, 56, 54, 53, 49, 57]]
88: [[33, 13, 50], [17, 6, 21], [38, 5, 1], [51, 3, 30], [9, 35, 2], [16, 15, 18], [8, 11, 27], [4, 7, 25], [19, 20, 32], [31, 46, 42], [39, 34, 36], [58, 14, 26], [37, 29, 10], [40, 24, 12], [52, 55, 45], [23, 22, 28, 44, 60, 48, 47, 41, 43, 59, 56, 54, 53, 49, 57]]
89: [[33, 13, 50], [17, 6, 21], [38, 5, 1], [51, 3, 30], [9, 35, 2], [16, 15, 18], [8, 11, 27], [4, 7, 25], [19, 20, 32], [31, 46, 42], [39, 34, 36], [58, 14, 26], [37, 29, 10], [40, 24, 12], [52, 55, 45, 23, 22, 28, 44, 60, 48, 47, 41, 43, 59, 56, 54, 53, 49, 57]]
90: [[33, 13, 50], [17, 6, 21], [38, 5, 1], [51, 3, 30], [9, 35, 2], [16, 15, 18], [8, 11, 27], [4, 7, 25], [19, 20, 32], [31, 46, 42], [39, 34, 36], [58, 14, 26], [37, 29, 10], [40, 24, 12], [52, 55, 45, 23, 22, 28, 44, 60, 48, 47, 41, 43, 59, 56, 54, 53, 49, 57]]
91: [[33, 13, 50], [17, 6, 21], [38, 5, 1], [51, 3, 30], [9, 35, 2], [16, 15, 18], [8, 11, 27], [4, 7, 25], [19, 20, 32], [31, 46, 42], [39, 34, 36], [58, 14, 26], [37, 29, 10], [40, 24, 12], [52, 55, 45, 23, 22, 28, 44, 60, 48, 47, 41, 43, 59, 56, 54, 53, 49, 57]]
92: [[33, 13, 50], [17, 6, 21], [38, 5, 1], [51, 3, 30], [9, 35, 2], [16, 15, 18], [8, 11, 27], [4, 7, 25], [19, 20, 32], [31, 46, 42], [39, 34, 36], [58, 14, 26], [37, 29, 10], [40, 24, 12], [52, 55, 45, 23, 22, 28, 44, 60, 48, 47, 41, 43, 59, 56, 54, 53, 49, 57]]
93: [[33, 13, 50], [17, 6, 21], [38, 5, 1], [51, 3, 30], [9, 35, 2], [16, 15, 18], [8, 11, 27], [4, 7, 25], [19, 20, 32], [31, 46, 42], [39, 34, 36], [58, 14, 26], [37, 29, 10], [40, 24, 12], [52, 55, 45, 23, 22, 28, 44, 60, 48, 47, 41, 43, 59, 56, 54, 53, 49, 57]]
94: [[33, 13], [6, 21, 50], [25, 38, 5], [1, 51, 3], [30, 9, 35], [2, 16, 15], [18, 8, 11], [27, 4, 7, 17], [19, 20, 32], [31, 46, 42], [39, 34, 36], [58, 14, 26], [37, 29, 10], [40, 24, 12], [52, 55, 45], [23, 22, 28], [44, 60, 48], [47, 41, 43], [59, 56, 54], [53, 49, 57]]
95: [[33, 13, 50], [17, 6, 21], [38, 5, 1], [51, 3, 30], [9, 35, 2], [16, 15, 18], [8, 11, 27], [4, 7, 25], [19, 20, 32], [31, 46, 42], [39, 34, 36], [58, 14, 26], [37, 29, 10], [40, 24, 12, 52, 55, 45, 23, 22, 28, 44, 60, 48, 47, 41, 43, 59, 56, 54, 53, 49, 57]]
96: [[33, 13, 50], [17, 6, 21], [38, 5, 1], [51, 3, 30], [9, 35, 2], [16, 15, 18], [8, 11, 27], [4, 7, 25], [19, 20, 32], [31, 46, 42], [39, 34, 36], [58, 14, 26], [37, 29, 10], [40, 24, 12, 52, 55, 45, 23, 22, 28, 44, 60, 48, 47, 41, 43, 59, 56, 54, 53, 49, 57]]
97: [[33, 13, 50], [17, 6, 21], [38, 5, 1], [51, 3, 30], [9, 35, 2], [16, 15, 18], [8, 11, 27], [4, 7, 25], [19, 20, 32], [31, 46, 42], [39, 34, 36], [58, 14, 26], [37, 29, 10], [40, 24, 12, 52, 55, 45, 23, 22, 28, 44, 60, 48, 47, 41, 43, 59, 56, 54, 53, 49, 57]]
98: [[33, 13, 50], [17, 6, 21], [38, 5, 1], [51, 3, 30], [9, 35, 2], [16, 15, 18], [8, 11, 27], [4, 7, 25], [19, 20, 32], [31, 46, 42], [39, 34, 36], [58, 14, 26], [37, 29, 10], [40, 24, 12, 52, 55, 45, 23, 22, 28, 44, 60, 48, 47, 41, 43, 59, 56, 54, 53, 49, 57]]
99: [[33, 13, 50], [17, 6, 21], [38, 5, 1], [51, 3, 30], [9, 35, 2], [16, 15, 18], [8, 11, 27], [4, 7, 25], [19, 20, 32], [31, 46, 42], [39, 34, 36], [58, 14, 26], [37, 29, 10], [40, 24, 12, 52, 55, 45, 23, 22, 28, 44, 60, 48, 47, 41, 43, 59, 56, 54, 53, 49, 57]]
100: [[33, 13, 50], [17, 6, 21], [38, 5, 1], [51, 3, 30], [9, 35, 2], [16, 15, 18], [8, 11, 27], [4, 7, 25], [19, 20, 32], [31, 46, 42], [39, 34, 36], [58, 14, 26], [37, 29, 10], [40, 24, 12, 52, 55, 45, 23, 22, 28, 44, 60, 48, 47, 41, 43, 59, 56, 54, 53, 49, 57]]
101: [[33, 13, 50], [17, 6, 21], [38, 5, 1], [51, 3, 30], [9, 35, 2], [16, 15, 18], [8, 11, 27], [4, 7, 25], [19, 20, 32], [31, 46, 42], [39, 34, 36], [58, 14, 26], [37, 29, 10], [40, 24, 12, 52, 55, 45, 23, 22, 28, 44, 60, 48, 47, 41, 43, 59, 56, 54, 53, 49, 57]]
102: [[33, 13, 50], [17, 6, 21], [38, 5, 1], [51, 3, 30], [9, 35, 2], [16, 15, 18], [8, 11, 27], [4, 7, 25], [19, 20, 32], [31, 46, 42], [39, 34, 36], [58, 14, 26], [37, 29, 10], [40, 24, 12, 52, 55, 45, 23, 22, 28, 44, 60, 48, 47, 41, 43, 59, 56, 54, 53, 49, 57]]
103: [[33, 13, 50], [17, 6, 21], [38, 5, 1], [51, 3, 30], [9, 35, 2], [16, 15, 18], [8, 11, 27], [4, 7, 25], [19, 20, 32], [31, 46, 42], [39, 34, 36], [58, 14, 26], [37, 29, 10], [40, 24, 12, 52, 55, 45, 23, 22, 28, 44, 60, 48, 47, 41, 43, 59, 56, 54, 53, 49, 57]]
104: [[33, 13, 50], [17, 6, 21], [38, 5, 1], [51, 3, 30], [9, 35, 2], [16, 15, 18], [8, 11, 27], [4, 7, 25], [19, 20, 32], [31, 46, 42, 39], [34, 36, 58], [14, 26, 37], [29, 10, 40], [24, 12, 52], [55, 45, 23, 22, 28, 44, 60, 48, 47, 41, 43, 59, 56, 54, 53, 49, 57]]
105: [[33, 13, 50], [17, 6, 21], [38, 5, 1], [51, 3, 30], [9, 35, 2], [16, 15, 18], [8, 11, 27], [4, 7, 25], [19, 20, 32], [31, 46, 42, 39], [34, 36, 58], [14, 26, 37], [29, 10, 40], [24, 12, 52], [55, 45, 23], [22, 28, 44, 60, 48, 47, 41, 43, 59, 56, 54, 53, 49, 57]]
106: [[33, 13, 50], [17, 6, 21], [38, 5, 1], [51, 3, 30], [9, 35, 2], [16, 15, 18], [8, 11, 27], [4, 7, 25], [19, 20, 32], [31, 46, 42], [39, 34, 36], [58, 14, 26, 37, 29, 10, 40, 24, 12, 52, 55, 45, 23, 22, 28, 44, 60, 48, 47, 41, 43, 59, 56, 54, 53, 49, 57]]
107: [[33, 13, 50], [17, 6, 21], [38, 5, 1], [51, 3, 30], [9, 35, 2], [16, 15, 18], [8, 11, 27], [4, 7, 25], [19, 20, 32], [31, 46, 42], [39, 34, 36], [58, 14, 26, 37, 29, 10, 40, 24, 12, 52, 55, 45, 23, 22, 28, 44, 60, 48, 47, 41, 43, 59, 56, 54, 53, 49, 57]]
108: [[33, 13, 50], [17, 6, 21], [38, 5, 1], [51, 3, 30], [9, 35, 2], [16, 15, 18], [8, 11, 27], [4, 7, 25], [19, 20, 32], [31, 46, 42], [39, 34, 36], [58, 14, 26, 37, 29, 10, 40, 24, 12, 52, 55, 45, 23, 22, 28, 44, 60, 48, 47, 41, 43, 59, 56, 54, 53, 49, 57]]
109: [[33, 13, 50], [17, 6, 21], [38, 5, 1], [51, 3, 30], [9, 35, 2], [16, 15, 18], [8, 11, 27], [4, 7, 25], [19, 20, 32], [31, 46, 42, 39, 34, 36], [58, 14, 26, 37, 29, 10, 40, 24, 12, 52, 55, 45, 23, 22, 28, 44, 60, 48, 47, 41, 43, 59, 56, 54, 53, 49, 57]]
110: [[33, 13, 50], [17, 6, 21], [38, 5, 1], [51, 3, 30], [9, 35, 2], [16, 15, 18], [8, 11, 27], [4, 7, 25], [19, 20, 32], [31, 46, 42], [39, 34, 36, 58, 14, 26, 37, 29, 10, 40, 24, 12, 52, 55, 45, 23, 22, 28, 44, 60, 48, 47, 41, 43, 59, 56, 54, 53, 49, 57]]
111: [[33, 13, 50], [17, 6, 21], [38, 5, 1], [51, 3, 30], [9, 35, 2], [16, 14, 11], [8, 27, 4], [7, 25, 19], [20, 32, 31], [46, 42, 39], [24, 34, 36], [58, 15, 26], [37, 29, 45], [54, 52, 10], [12, 23, 40, 44], [18, 22, 28, 55], [48, 47, 41], [43, 59, 56], [60], [53, 49, 57]]
112: [[33, 13, 50], [17, 6, 21], [38, 5, 1], [51, 3, 30], [9, 35, 2], [16, 15, 18], [8, 11, 27], [4, 7, 25, 19, 20, 32, 31, 46, 42, 39, 34, 36, 58, 14, 26, 37, 29, 10, 40, 24, 12, 52, 55, 45, 23, 22, 28], [44, 60, 48, 47, 41, 43, 59, 56, 54, 53, 49, 57]]
113: [[33, 13, 6, 21], [50, 25], [38, 5, 1], [51, 3, 30], [9, 35, 2], [16, 15], [18, 8, 11], [27, 4, 7], [17, 19, 20], [32, 31, 46], [42, 39, 34, 36, 58, 14, 26, 37, 29, 10, 40, 24, 12, 52, 55, 45, 23, 22, 28, 44, 60, 48, 47, 41, 43, 59, 56, 54, 53, 49, 57]]
114: [[33, 13, 50], [17, 6, 21], [38, 5, 1], [51, 3, 30], [9, 35, 2], [16, 15, 18], [8, 11, 27, 4, 7, 25, 19, 20, 32, 31, 46, 42, 39, 34, 36, 58, 14, 26, 37, 29, 10, 40, 24, 12, 52, 55, 45, 23, 22, 28, 44, 60, 48, 47, 41, 43, 59, 56, 54, 53, 49, 57]]
115: [[33, 13, 50], [17, 6, 21], [38, 5, 1], [51, 3, 30], [9, 35, 2], [16, 15, 18], [8, 11, 27, 4, 7, 25, 19, 20, 32, 31, 46, 42, 39, 34, 36, 58, 14, 26, 37, 29, 10, 40, 24, 12, 52, 55, 45, 23, 22, 28, 44, 60, 48, 47, 41, 43, 59, 56, 54, 53, 49, 57]]
116: [[33, 13, 50], [17, 6, 21], [38, 5, 1], [51, 3, 30], [9, 35, 2], [16, 15, 18, 8, 11, 27, 4, 7, 25, 19, 20, 32, 31, 46, 42, 39, 34, 36, 58, 14, 26, 37, 29, 10, 40, 24, 12, 52, 55, 45, 23, 22, 28, 44, 60, 48, 47, 41, 43, 59, 56, 54, 53, 49, 57]]
117: [[33, 13, 50], [17, 6, 21], [38, 5, 1], [51, 3, 30], [9, 35, 2], [16, 14, 11], [8, 27, 4], [7, 25, 19], [20, 32, 31], [46, 42, 39], [24, 34, 36], [58, 15, 26], [37, 29, 45, 54], [52, 10, 12, 23, 40, 44, 18, 22, 28, 55, 48, 47, 41, 43, 59, 56, 60, 53, 49, 57]]
118: [[33, 13, 50], [17, 6, 21], [38, 5, 1], [51, 3, 30], [9, 35, 2, 16, 15, 18, 8, 11, 27, 4, 7, 25, 19, 20, 32, 31, 46, 42, 39, 34, 36, 58, 14, 26, 37, 29, 10, 40, 24, 12, 52, 55, 45, 23, 22, 28, 44, 60, 48, 47, 41, 43, 59, 56, 54, 53, 49, 57]]
119: [[33, 13, 50], [17, 6, 21], [38, 5, 1], [51, 3, 30], [9, 35, 2, 16, 15, 18, 8, 11, 27, 4, 7, 25, 19, 20, 32, 31, 46, 42, 39, 34, 36, 58, 14, 26, 37, 29, 10, 40, 24, 12, 52, 55, 45, 23, 22, 28, 44, 60, 48, 47, 41, 43, 59, 56, 54, 53, 49, 57]]
120: [[33, 13, 50], [17, 6, 21], [38, 5, 1], [51, 3, 30, 9, 35, 2, 16, 15, 18], [8, 11, 27, 4, 7, 25, 19, 20, 32, 31, 46, 42, 39, 34, 36, 58, 14, 26, 37, 29, 10, 40, 24, 12, 52, 55, 45, 23, 22, 28, 44, 60, 48, 47, 41, 43, 59, 56, 54, 53, 49, 57]]
121: [[33, 13, 50], [17, 6, 21], [38, 5, 1], [51, 3, 30, 9, 35, 2, 16, 15, 18, 8, 11, 27, 4, 7, 25, 19, 20, 32, 31, 46, 42, 39, 34, 36, 58, 14, 26, 37, 29, 10, 40, 24, 12, 52, 55, 45, 23, 22, 28, 44, 60, 48, 47, 41, 43, 59, 56, 54, 53, 49, 57]]
