0: [[3, 30, 31, 51], [59], [33, 49, 34], [9], [22], [40, 42], [39], [7, 48, 37, 29], [15, 47, 6, 10], [58, 8], [1, 35, 2], [28, 23, 25], [57], [27, 43, 11], [14, 38, 26], [36, 52, 50], [53], [32, 60, 17], [16, 44, 54, 18], [55], [20, 19, 24, 45, 12], [13, 41, 21], [5], [4, 56, 46]]
74: [[3, 30, 31, 51], [59], [33, 49, 34], [9], [22], [40, 42], [39], [7, 48, 37, 29], [15, 47, 6, 10], [58, 8], [1, 35, 2], [28, 23, 25], [57], [27, 43, 11], [14, 38, 26], [36, 52, 50], [53], [32, 60, 17], [16, 44, 54, 18], [55], [20, 19, 24, 45, 12], [13, 41, 21], [5], [4, 56, 46]]
75: [[3, 30, 31, 51], [59], [33, 49, 34], [9], [22], [40, 42], [39], [7, 48, 37, 29], [15, 47, 6, 10], [58, 8], [1, 35, 2], [28, 23, 25], [57], [27, 43, 11], [14, 38, 26], [36, 52, 50], [53], [32, 60, 17], [16, 44, 54, 18], [55], [20, 19, 24, 45, 12], [13, 41, 21], [5], [4, 56, 46]]
76: [[3, 30, 31, 51], [59], [33, 49, 34], [9], [22], [40, 42], [39], [7, 48, 37, 29], [15, 47, 6, 10], [58, 8], [1, 35, 2], [28, 23, 25], [57], [27, 43, 11], [14, 38, 26], [36, 52, 50], [53], [32, 60, 17], [16, 44, 54, 18], [55], [20, 19, 24, 45, 12], [13, 41, 21], [5], [4, 56, 46]]
77: [[3, 30, 31, 51], [59], [33, 49, 34], [9], [22], [40, 42], [39], [7, 48, 37, 29], [15, 47, 6, 10], [58, 8], [1, 35, 2], [28, 23, 25], [57], [27, 43, 11], [14, 38, 26], [36, 52, 50], [53], [32, 60, 17], [16, 44, 54, 18], [55], [20, 19, 24, 45, 12], [13, 41, 21], [5], [4, 56, 46]]
78: [[3, 30, 31, 51], [59], [33, 49, 34], [9], [22], [40, 42], [39], [7, 48, 37, 29], [15, 47, 6, 10], [58, 8], [1, 35, 2], [28, 23, 25], [57], [27, 43, 11], [14, 38, 26], [36, 52, 50], [53], [32, 60, 17], [16, 44, 54, 18], [55], [20, 19, 24, 45, 12], [13, 41, 21], [5], [4, 56, 46]]
79: [[3, 30, 31, 51], [59], [33, 49, 34], [9], [22], [40, 42], [39], [7, 48, 37, 29], [15, 47, 6, 10], [58, 8], [1, 35, 2], [28, 23, 25], [57], [27, 43, 11], [14, 38, 26], [36, 52, 50], [53], [32, 60, 17], [16, 44, 54, 18], [55], [20, 19, 24, 45, 12], [13, 41, 21], [5], [4, 56, 46]]
80: [[3, 30, 31, 51], [59], [33, 49, 34], [9], [22], [40, 42], [39], [7, 48, 37, 29], [15, 47, 6, 10], [58, 8], [1, 35, 2], [28, 23, 25], [57], [27, 43, 11], [14, 38, 26], [36, 52, 50], [53], [32, 60, 17], [16, 44, 54, 18], [55], [20, 19, 24, 45, 12], [13, 41, 21], [5], [4, 56, 46]]
81: [[3, 30, 31, 51], [59], [33, 49, 34], [9], [22], [40, 42], [39], [7, 48, 37, 29], [15, 47, 6, 10], [58, 8], [1, 35, 2], [28, 23, 25], [57], [27, 43, 11], [14, 38, 26], [36, 52, 50], [53], [32, 60, 17], [16, 44, 54, 18], [55], [20, 19, 24, 45, 12], [13, 41, 21], [5], [4, 56, 46]]
82: [[3, 30, 31, 51], [59], [33, 49, 34], [9], [22], [40, 42], [39], [7, 48, 37, 29], [15, 47, 6, 10], [58, 8], [1, 35, 2], [28, 23, 25], [57], [27, 43, 11], [14, 38, 26], [36, 52, 50], [53], [32, 60, 17], [16, 44, 54, 18], [55], [20, 19, 24, 45, 12], [13, 41, 21], [5], [4, 56, 46]]
83: [[3, 30, 31, 51], [59], [33, 49, 34], [9], [22], [40, 42], [39], [7, 48, 37, 29], [15, 47, 6, 10], [58, 8], [1, 35, 2], [28, 23, 25], [57], [27, 43, 11], [14, 38, 26], [36, 52, 50], [53], [32, 60, 17], [16, 44, 54, 18], [55], [20, 19, 24, 45, 12], [13, 41, 21], [5], [4, 56, 46]]
84: [[3, 30, 31, 51], [59], [33, 49, 34], [9], [22], [40, 42], [39], [7, 48, 37, 29], [15, 47, 6, 10], [58, 8], [1, 35, 2], [28, 23, 25], [57], [27, 43, 11], [14, 38, 26], [36, 52, 50], [53], [32, 60, 17], [16, 44, 54, 18], [55], [20, 19, 24, 45, 12], [13, 41, 21], [5], [4, 56, 46]]
85: [[3, 30, 31, 51], [59], [33, 49, 34], [9], [22], [40, 42], [39], [7, 48, 37, 29], [15, 47, 6, 10], [58, 8], [1, 35, 2], [28, 23, 25], [57], [27, 43, 11], [14, 38, 26], [36, 52, 50], [53], [32, 60, 17], [16, 44, 54, 18], [55], [20, 19, 24, 45, 12], [13, 41, 21], [5], [4, 56, 46]]
86: [[3, 30, 31, 51], [59], [33, 49, 34], [9], [22], [40, 42], [39], [7, 48, 37, 29], [15, 47, 6, 10], [58, 8], [1, 35, 2], [28, 23, 25], [57], [27, 43, 11], [14, 38, 26], [36, 52, 50], [53], [32, 60, 17], [16, 44, 54, 18], [55], [20, 19, 24, 45, 12], [13, 41, 21], [5], [4, 56, 46]]
87: [[3, 30, 31, 51], [59], [33, 49, 34], [9], [22], [40, 42], [39], [7, 48, 37, 29], [15, 47, 6, 10], [58, 8], [1, 35, 2], [28, 23, 25], [57], [27, 43, 11], [14, 38, 26], [36, 52, 50], [53], [32, 60, 17], [16, 44, 54, 18], [55], [20, 19, 24, 45, 12], [13, 41, 21], [5], [4, 56, 46]]
88: [[3, 30, 31, 51], [59], [33, 49, 34], [9], [22], [40, 42], [39], [7, 48, 37, 29], [15, 47, 6, 10], [58, 8], [1, 35, 2], [28, 23, 25], [57], [27, 43, 11], [14, 38, 26], [36, 52, 50], [53], [32, 60, 17], [16, 44, 54, 18], [55], [20, 19, 24, 45, 12], [13, 41, 21], [5], [4, 56, 46]]
89: [[3, 30, 31, 51], [59], [33, 49, 34], [9], [22], [40, 42], [39], [7, 48, 37, 29], [15, 47, 6, 10], [58, 8], [1, 35, 2], [28, 23, 25], [57], [27, 43, 11], [14, 38, 26], [36, 52, 50], [53], [32, 60, 17], [16, 44, 54, 18], [55], [20, 19, 24, 45, 12], [13, 41, 21], [5], [4, 56, 46]]
90: [[3, 30, 31, 51], [59], [33, 49, 34], [9], [22], [40, 42], [39], [7, 48, 37, 29], [15, 47, 6, 10], [58, 8], [1, 35, 2], [28, 23, 25], [57], [27, 43, 11], [14, 38, 26], [36, 52, 50], [53], [32, 60, 17], [16, 44, 54, 18], [55], [20, 19, 24, 45, 12], [13, 41, 21], [5], [4, 56, 46]]
91: [[3, 30, 31, 51], [59], [33, 49, 34], [9], [22], [40, 42], [39], [7, 48, 37, 29], [15, 47, 6, 10], [58, 8], [1, 35, 2], [28, 23, 25], [57], [27, 43, 11], [14, 38, 26], [36, 52, 50], [53], [32, 60, 17], [16, 44, 54, 18], [55], [20, 19, 24, 45, 12], [13, 41, 21], [5], [4, 56, 46]]
92: [[3, 30, 31, 51], [59], [33, 49, 34], [9], [22], [40, 42], [39], [7, 48, 37, 29], [15, 47, 6, 10], [58, 8], [1, 35, 2], [28, 23, 25], [57], [27, 43, 11], [14, 38, 26], [36, 52, 50], [53], [32, 60, 17], [16, 44, 54, 18], [55], [20, 19, 24, 45, 12], [13, 41, 21], [5], [4, 56, 46]]
93: [[3, 30, 31, 51], [59], [33, 49, 34], [9], [22], [40, 42], [39], [7, 48, 37, 29], [15, 47, 6, 10], [58, 8], [1, 35, 2], [28, 23, 25], [57], [27, 43, 11], [14, 38, 26], [36, 52, 50], [53], [32, 60, 17], [16, 44, 54, 18], [55], [20, 19, 24, 45, 12], [13, 41, 21], [5], [4, 56, 46]]
94: [[3, 30, 31, 51], [59], [33, 49, 34], [9], [22], [40, 42], [39], [7, 48, 37, 29], [15, 47, 6, 10], [58, 8], [1, 35, 2], [28, 23, 25], [57], [27, 43, 11], [14, 38, 26], [36, 52, 50], [53], [32, 60, 17], [16, 44, 54, 18], [55], [20, 19, 24, 45, 12], [13, 41, 21], [5], [4, 56, 46]]
95: [[3, 30, 31, 51], [59], [33, 49, 34], [9], [22], [40, 42], [39], [7, 48, 37, 29], [15, 47, 6, 10], [58, 8], [1, 35, 2], [28, 23, 25], [57], [27, 43, 11], [14, 38, 26], [36, 52, 50], [53], [32, 60, 17], [16, 44, 54, 18], [55], [20, 19, 24, 45, 12], [13, 41, 21], [5], [4, 56, 46]]
96: [[3, 30, 31, 51], [59], [33, 49, 34], [9], [22], [40, 42], [39], [7, 48, 37, 29], [15, 47, 6, 10], [58, 8], [1, 35, 2], [28, 23, 25], [57], [27, 43, 11], [14, 38, 26], [36, 52, 50], [53], [32, 60, 17], [16, 44, 54, 18], [55], [20, 19, 24, 45, 12], [13, 41, 21], [5], [4, 56, 46]]
97: [[3, 30, 31, 51], [59], [33, 49, 34], [9], [22], [40, 42], [39], [7, 48, 37, 29], [15, 47, 6, 10], [58, 8], [1, 35, 2], [28, 23, 25], [57], [27, 43, 11], [14, 38, 26], [36, 52, 50], [53], [32, 60, 17], [16, 44, 54, 18], [55], [20, 19, 24, 45, 12], [13, 41, 21], [5], [4, 56, 46]]
98: [[3, 30, 31, 51], [59], [33, 49, 34], [9], [22], [40, 42], [39], [7, 48, 37, 29], [15, 47, 6, 10], [58, 8], [1, 35, 2], [28, 23, 25], [57], [27, 43, 11], [14, 38, 26], [36, 52, 50], [53], [32, 60, 17], [16, 44, 54, 18], [55], [20, 19, 24, 45, 12], [13, 41, 21], [5], [4, 56, 46]]
99: [[3, 30, 31, 51], [59], [33, 49, 34], [9], [22], [40, 42], [39], [7, 48, 37, 29], [15, 47, 6, 10], [58, 8], [1, 35, 2], [28, 23, 25], [57], [27, 43, 11], [14, 38, 26], [36, 52, 50], [53], [32, 60, 17], [16, 44, 54, 18], [55], [20, 19, 24, 45, 12], [13, 41, 21], [5], [4, 56, 46]]
100: [[3, 30, 31, 51], [59], [33, 49, 34], [9], [22], [40, 42], [39], [7, 48, 37, 29], [15, 47, 6, 10], [58, 8], [1, 35, 2], [28, 23, 25], [57], [27, 43, 11], [14, 38, 26], [36, 52, 50], [53], [32, 60, 17], [16, 44, 54, 18], [55], [20, 19, 24, 45, 12], [13, 41, 21], [5], [4, 56, 46]]
101: [[3, 30, 31, 51], [59], [33, 49, 34], [9], [22], [40, 42], [39], [7, 48, 37, 29], [15, 47, 6, 10], [58, 8], [1, 35, 2], [28, 23, 25], [57], [27, 43, 11], [14, 38, 26], [36, 52, 50], [53], [32, 60, 17], [16, 44, 54, 18], [55], [20, 19, 24, 45, 12], [13, 41, 21], [5], [4, 56, 46]]
102: [[3, 30, 31, 51], [59], [33, 49, 34], [9], [22], [40, 42], [39], [7, 48, 37, 29], [15, 47, 6, 10], [58, 8], [1, 35, 2], [28, 23, 25], [57], [27, 43, 11], [14, 38, 26], [36, 52, 50], [53], [32, 60, 17], [16, 44, 54, 18], [55], [20, 19, 24, 45, 12], [13, 41, 21], [5], [4, 56, 46]]
103: [[3, 30, 31, 51], [59], [33, 49, 34], [9], [22], [40, 42], [39], [7, 48, 37, 29], [15, 47, 6, 10], [58, 8], [1, 35, 2], [28, 23, 25], [57], [27, 43, 11], [14, 38, 26], [36, 52, 50], [53], [32, 60, 17], [16, 44, 54, 18], [55], [20, 19, 24, 45, 12], [13, 41, 21], [5], [4, 56, 46]]
104: [[3, 30, 31, 51], [59], [33, 49, 34], [9], [22], [40, 42], [39], [7, 48, 37, 29], [15, 47, 6, 10], [58, 8], [1, 35, 2], [28, 23, 25], [57], [27, 43, 11], [14, 38, 26], [36, 52, 50], [53], [32, 60, 17], [16, 44, 54, 18], [55], [20, 19, 24, 45, 12], [13, 41, 21], [5], [4, 56, 46]]
105: [[3, 30, 31, 51], [59], [33, 49, 34], [9], [22], [40, 42], [39], [7, 48, 37, 29], [15, 47, 6, 10], [58, 8], [1, 35, 2], [28, 23, 25], [57], [27, 43, 11], [14, 38, 26], [36, 52, 50], [53], [32, 60, 17], [16, 44, 54, 18], [55], [20, 19, 24, 45, 12], [13, 41, 21], [5], [4, 56, 46]]
106: [[3, 30, 31, 51], [59], [33, 49, 34], [9], [22], [40, 42], [39], [7, 48, 37, 29], [15, 47, 6, 10], [58, 8], [1, 35, 2], [28, 23, 25], [57], [27, 43, 11], [14, 38, 26], [36, 52, 50], [53], [32, 60, 17], [16, 44, 54, 18], [55], [20, 19, 24, 45, 12], [13, 41, 21], [5], [4, 56, 46]]
107: [[3, 30, 31, 51], [59], [33, 49, 34], [9], [22], [40, 42], [39], [7, 48, 37, 29], [15, 47, 6, 10], [58, 8], [1, 35, 2], [28, 23, 25], [57], [27, 43, 11], [14, 38, 26], [36, 52, 50], [53], [32, 60, 17], [16, 44, 54, 18], [55], [20, 19, 24, 45, 12], [13, 41, 21], [5], [4, 56, 46]]
108: [[3, 30, 31, 51], [59], [33, 49, 34], [9], [22], [40, 42], [39], [7, 48, 37, 29], [15, 47, 6, 10], [58, 8], [1, 35, 2], [28, 23, 25], [57], [27, 43, 11], [14, 38, 26], [36, 52, 50], [53], [32, 60, 17], [16, 44, 54, 18], [55], [20, 19, 24, 45, 12], [13, 41, 21], [5], [4, 56, 46]]
109: [[3, 30, 31, 51], [59], [33, 49, 34], [9], [22], [40, 42], [39], [7, 48, 37, 29], [15, 47, 6, 10], [58, 8], [1, 35, 2], [28, 23, 25], [57], [27, 43, 11], [14, 38, 26], [36, 52, 50], [53], [32, 60, 17], [16, 44, 54, 18], [55], [20, 19, 24, 45, 12], [13, 41, 21], [5], [4, 56, 46]]
110: [[3, 30, 31, 51], [59], [33, 49, 34], [9], [22], [40, 42], [39], [7, 48, 37, 29], [15, 47, 6, 10], [58, 8], [1, 35, 2], [28, 23, 25], [57], [27, 43, 11], [14, 38, 26], [36, 52, 50], [53], [32, 60, 17], [16, 44, 54, 18], [55], [20, 19, 24, 45, 12], [13, 41, 21], [5], [4, 56, 46]]
111: [[3, 30, 31, 51], [59], [33, 49, 34], [9], [22], [40, 42], [39], [7, 48, 37, 29], [15, 47, 6, 10], [58, 8], [1, 35, 2], [28, 23, 25], [57], [27, 43, 11], [14, 38, 26], [36, 52, 50], [53], [32, 60, 17], [16, 44, 54, 18], [55], [20, 19, 24, 45, 12], [13, 41, 21], [5], [4, 56, 46]]
112: [[3, 30, 31, 51], [59], [33, 49, 34], [9], [22], [40, 42], [39], [7, 48, 37, 29], [15, 47, 6, 10], [58, 8], [1, 35, 2], [28, 23, 25], [57], [27, 43, 11], [14, 38, 26], [36, 52, 50], [53], [32, 60, 17], [16, 44, 54, 18], [55], [20, 19, 24, 45, 12], [13, 41, 21], [5], [4, 56, 46]]
113: [[3, 30, 31, 51], [59], [33, 49, 34], [9], [22], [40, 42], [39], [7, 48, 37, 29], [15, 47, 6, 10], [58, 8], [1, 35, 2], [28, 23, 25], [57], [27, 43, 11], [14, 38, 26], [36, 52, 50], [53], [32, 60, 17], [16, 44, 54, 18], [55], [20, 19, 24, 45, 12], [13, 41, 21], [5], [4, 56, 46]]
114: [[3, 30, 31, 51], [59], [33, 49, 34], [9], [22], [40, 42], [39], [7, 48, 37, 29], [15, 47, 6, 10], [58, 8], [1, 35, 2], [28, 23, 25], [57], [27, 43, 11], [14, 38, 26], [36, 52, 50], [53], [32, 60, 17], [16, 44, 54, 18], [55], [20, 19, 24, 45, 12], [13, 41, 21], [5], [4, 56, 46]]
115: [[3, 30, 31, 51], [59], [33, 49, 34], [9], [22], [40, 42], [39], [7, 48, 37, 29], [15, 47, 6, 10], [58, 8], [1, 35, 2], [28, 23, 25], [57], [27, 43, 11], [14, 38, 26], [36, 52, 50], [53], [32, 60, 17], [16, 44, 54, 18], [55], [20, 19, 24, 45, 12], [13, 41, 21], [5], [4, 56, 46]]
116: [[3, 30, 31, 51], [59], [33, 49, 34], [9], [22], [40, 42], [39], [7, 48, 37, 29], [15, 47, 6, 10], [58, 8], [1, 35, 2], [28, 23, 25], [57], [27, 43, 11], [14, 38, 26], [36, 52, 50], [53], [32, 60, 17], [16, 44, 54, 18], [55], [20, 19, 24, 45, 12], [13, 41, 21], [5], [4, 56, 46]]
117: [[3, 30, 31, 51], [59], [33, 49, 34], [9], [22], [40, 42], [39], [7, 48, 37, 29], [15, 47, 6, 10], [58, 8], [1, 35, 2], [28, 23, 25], [57], [27, 43, 11], [14, 38, 26], [36, 52, 50], [53], [32, 60, 17], [16, 44, 54, 18], [55], [20, 19, 24, 45, 12], [13, 41, 21], [5], [4, 56, 46]]
118: [[3, 30, 31, 51], [59], [33, 49, 34], [9], [22], [40, 42], [39], [7, 48, 37, 29], [15, 47, 6, 10], [58, 8], [1, 35, 2], [28, 23, 25], [57], [27, 43, 11], [14, 38, 26], [36, 52, 50], [53], [32, 60, 17], [16, 44, 54, 18], [55], [20, 19, 24, 45, 12], [13, 41, 21], [5], [4, 56, 46]]
119: [[3, 30, 31, 51], [59], [33, 49, 34], [9], [22], [40, 42], [39], [7, 48, 37, 29], [15, 47, 6, 10], [58, 8], [1, 35, 2], [28, 23, 25], [57], [27, 43, 11], [14, 38, 26], [36, 52, 50], [53], [32, 60, 17], [16, 44, 54, 18], [55], [20, 19, 24, 45, 12], [13, 41, 21], [5], [4, 56, 46]]
120: [[3, 30, 31, 51], [59], [33, 49, 34], [9], [22], [40, 42], [39], [7, 48, 37, 29], [15, 47, 6, 10], [58, 8], [1, 35, 2], [28, 23, 25], [57], [27, 43, 11], [14, 38, 26], [36, 52, 50], [53], [32, 60, 17], [16, 44, 54, 18], [55], [20, 19, 24, 45, 12], [13, 41, 21], [5], [4, 56, 46]]
121: [[3, 30, 31, 51], [59], [33, 49, 34], [9], [22], [40, 42], [39], [7, 48, 37, 29], [15, 47, 6, 10], [58, 8], [1, 35, 2], [28, 23, 25], [57], [27, 43, 11], [14, 38, 26], [36, 52, 50], [53], [32, 60, 17], [16, 44, 54, 18], [55], [20, 19, 24, 45, 12], [13, 41, 21], [5], [4, 56, 46]]
