0: [[40, 35, 13, 1, 27, 21, 6], [20, 5, 7, 3, 11, 31, 2, 12, 4], [9, 14, 8, 15, 16, 19, 18, 10], [17, 22, 28, 23, 25, 30, 24], [26, 29, 34, 37, 32, 33, 36], [38, 39, 45, 42, 41, 46, 47], [53, 43, 44, 50, 51, 48, 54], [60, 49, 56, 52, 55, 57, 58, 59]]
74: [[40, 35, 12, 1, 27, 20, 2, 7, 11, 3, 4, 30, 24, 14, 9], [5, 6, 18, 8, 15, 10, 21, 17, 22, 16, 19, 13, 23, 31, 28], [25, 26, 29, 39, 34, 33, 32, 36, 38, 37, 45, 42, 43, 46, 44], [53, 41, 47, 48, 50, 49, 55, 60, 51, 57, 52, 54, 59, 58, 56]]
75: [[40, 35, 12, 1, 27, 20, 2, 7, 11, 3, 4, 30, 24, 14, 9], [5, 6, 16, 10, 15, 8, 19, 13, 22, 18, 21, 17, 23, 31, 28], [25, 26, 29, 39, 34, 33, 32, 36, 38, 37, 45, 42, 43, 46, 44], [53, 41, 47, 48, 50, 49, 55, 60, 51, 57, 52, 54, 59, 58, 56]]
76: [[40, 35, 12, 1, 27, 20, 2, 7, 11, 3, 4, 30, 24, 14, 9], [5, 6, 18, 10, 15, 13, 8, 17, 23, 19, 16, 22, 21, 31, 28], [25, 26, 29, 39, 34, 33, 32, 36, 38, 37, 45, 42, 43, 46, 44], [53, 41, 47, 48, 50, 49, 55, 60, 51, 57, 52, 54, 59, 58, 56]]
77: [[40, 35, 12, 1, 27, 20, 2, 7, 11, 3, 4, 30, 24, 14, 9], [5, 6, 16, 10, 15, 13, 8, 19, 22, 18, 21, 17, 23, 31, 28], [25, 26, 29, 39, 34, 33, 32, 36, 38, 37, 45, 42, 43, 46, 44], [53, 41, 47, 48, 50, 49, 55, 60, 51, 57, 52, 54, 59, 58, 56]]
78: [[40, 35, 12, 1, 27, 20, 2, 7, 11, 3, 4, 30, 24, 14, 9], [5, 6, 8, 10, 13, 19, 17, 18, 15, 28, 21, 16, 22, 23, 31], [25, 26, 29, 39, 34, 33, 32, 36, 38, 37, 45, 42, 43, 46, 44], [53, 41, 47, 48, 50, 49, 55, 60, 51, 57, 52, 54, 59, 58, 56]]
79: [[40, 35, 12, 1, 27, 20, 2, 7, 11, 3, 4, 30, 24, 14, 9], [5, 6, 8, 10, 13, 23, 21, 18, 22, 16, 19, 17, 15, 31, 28], [25, 26, 29, 39, 34, 33, 32, 36, 38, 37, 45, 42, 43, 46, 44], [53, 41, 47, 48, 50, 49, 55, 60, 51, 57, 52, 54, 59, 58, 56]]
80: [[40, 35, 12, 1, 27, 20, 2, 7, 11, 3, 4, 30, 24, 14, 9], [5, 6, 10, 8, 15, 17, 21, 19, 13, 16, 22, 18, 23, 31, 28], [25, 26, 29, 39, 34, 33, 32, 36, 38, 37, 45, 42, 43, 46, 44], [53, 41, 47, 48, 50, 49, 55, 60, 51, 57, 52, 54, 59, 58, 56]]
81: [[40, 35, 12, 1, 27, 20, 2, 7, 11, 3, 4, 30, 24, 14, 9], [5, 6, 8, 10, 15, 17, 16, 13, 23, 22, 21, 18, 19, 31, 28], [25, 26, 29, 39, 34, 33, 32, 36, 38, 37, 45, 42, 43, 46, 44], [53, 41, 47, 48, 50, 49, 55, 60, 51, 57, 52, 54, 59, 58, 56]]
82: [[40, 35, 12, 1, 27, 20, 2, 7, 11, 3, 4, 30, 24, 14, 9], [5, 6, 17, 10, 15, 13, 16, 8, 18, 21, 19, 22, 23, 31, 28], [25, 26, 29, 39, 34, 33, 32, 36, 38, 37, 45, 42, 43, 46, 44], [53, 41, 47, 48, 50, 49, 55, 60, 51, 57, 52, 54, 59, 58, 56]]
83: [[40, 35, 12, 1, 27, 20, 2, 7, 11, 3, 4, 30, 24, 14, 9], [5, 16, 6, 8, 13, 10, 17, 15, 23, 19, 28, 21, 18, 31, 22], [25, 26, 29, 39, 34, 33, 32, 36, 38, 37, 45, 42, 43, 46, 44], [53, 41, 47, 48, 50, 49, 55, 60, 51, 57, 52, 54, 59, 58, 56]]
84: [[40, 35, 12, 1, 27, 20, 2, 7, 11, 3, 4, 30, 24, 14, 9], [5, 23, 15, 10, 19, 6, 13, 18, 8, 16, 22, 17, 31, 21, 28], [25, 26, 29, 39, 34, 33, 32, 36, 38, 37, 45, 42, 43, 46, 44], [53, 41, 47, 48, 50, 49, 55, 60, 51, 57, 52, 54, 59, 58, 56]]
85: [[40, 35, 12, 1, 27, 20, 2, 7, 11, 3, 4, 30, 24, 14, 9], [5, 6, 8, 10, 15, 13, 21, 16, 18, 17, 23, 31, 19, 22, 28], [25, 26, 29, 39, 34, 33, 32, 36, 38, 37, 45, 42, 43, 46, 44], [53, 41, 47, 48, 50, 49, 55, 60, 51, 57, 52, 54, 59, 58, 56]]
86: [[40, 35, 12, 1, 27, 20, 2, 7, 11, 3, 4, 30, 24, 14, 9], [5, 8, 6, 10, 19, 13, 17, 16, 21, 18, 22, 28, 15, 23, 31], [25, 26, 29, 39, 34, 33, 32, 36, 38, 37, 45, 42, 43, 46, 44], [53, 41, 47, 48, 50, 49, 55, 60, 51, 57, 52, 54, 59, 58, 56]]
87: [[40, 35, 12, 1, 27, 20, 2, 7, 11, 3, 4, 30, 24, 14, 9], [5, 6, 8, 19, 13, 22, 10, 15, 16, 17, 23, 18, 26, 21, 28], [25, 29, 31, 39, 34, 33, 32, 36, 38, 37, 45, 42, 43, 46, 44], [53, 41, 47, 48, 50, 49, 55, 60, 51, 57, 52, 54, 59, 58, 56]]
88: [[40, 35, 12, 1, 27, 20, 2, 7, 11, 3, 4, 30, 24, 14, 9], [5, 6, 16, 10, 13, 19, 8, 18, 17, 21, 25, 15, 22, 23, 28], [31, 26, 29, 39, 34, 33, 32, 36, 38, 37, 45, 42, 43, 46, 44], [53, 41, 47, 48, 50, 49, 55, 60, 51, 57, 52, 54, 59, 58, 56]]
89: [[40, 35, 12, 1, 27, 20, 2, 7, 11, 3, 4, 30, 24, 14, 9], [5, 6, 18, 10, 15, 26, 13, 17, 22, 16, 19, 23, 21, 31, 28], [25, 8, 29, 39, 34, 33, 32, 36, 38, 37, 45, 42, 43, 46, 44], [53, 41, 47, 48, 50, 49, 55, 60, 51, 57, 52, 54, 59, 58, 56]]
90: [[40, 35, 12, 1, 27, 20, 2, 7, 11, 3, 4, 30, 24, 14, 9], [5, 6, 10, 8, 15, 26, 21, 13, 23, 17, 19, 16, 18, 31, 28], [25, 22, 29, 39, 34, 33, 32, 36, 38, 37, 45, 42, 43, 46, 44], [53, 41, 47, 48, 50, 49, 55, 60, 51, 57, 52, 54, 59, 58, 56]]
91: [[40, 35, 12, 1, 27, 20, 2, 7, 11, 3, 4, 30, 24, 14, 9], [5, 10, 8, 6, 15, 13, 16, 18, 22, 19, 21, 23, 29, 17, 28], [25, 26, 31, 39, 34, 33, 32, 36, 38, 37, 45, 42, 43, 46, 44], [53, 41, 47, 48, 50, 49, 55, 60, 51, 57, 52, 54, 59, 58, 56]]
92: [[40, 35, 12, 1, 27, 20, 2, 7, 11, 3, 4, 30, 24, 14, 9], [5, 8, 6, 10, 15, 29, 13, 18, 17, 19, 21, 16, 22, 28, 23], [25, 26, 31, 39, 34, 33, 32, 36, 38, 37, 45, 42, 43, 46, 44], [53, 41, 47, 48, 50, 49, 55, 60, 51, 57, 52, 54, 59, 58, 56]]
93: [[40, 35, 12, 1, 27, 20, 2, 7, 11, 3, 4, 30, 24, 14, 9], [5, 6, 13, 10, 15, 16, 17, 8, 22, 21, 19, 18, 23, 29, 28], [25, 26, 31, 39, 34, 33, 32, 36, 38, 37, 45, 42, 43, 46, 44], [53, 41, 47, 48, 50, 49, 55, 60, 51, 57, 52, 54, 59, 58, 56]]
94: [[40, 35, 12, 1, 27, 20, 2, 7, 11, 3, 4, 30, 24, 14, 9], [5, 22, 8, 10, 15, 18, 29, 6, 13, 16, 23, 28, 17, 19, 21], [25, 26, 31, 39, 34, 33, 32, 36, 38, 37, 45, 42, 43, 46, 44], [53, 41, 47, 48, 50, 49, 55, 60, 51, 57, 52, 54, 59, 58, 56]]
95: [[40, 35, 12, 1, 27, 20, 2, 7, 11, 3, 4, 30, 24, 14, 9], [5, 13, 8, 10, 21, 28, 17, 18, 29, 19, 15, 16, 22, 23, 6], [25, 26, 31, 39, 34, 33, 32, 36, 38, 37, 45, 42, 43, 46, 44], [53, 41, 47, 48, 50, 49, 55, 60, 51, 57, 52, 54, 59, 58, 56]]
96: [[40, 35, 12, 1, 27, 20, 2, 7, 11, 3, 4, 30, 24, 14, 9], [5, 6, 8, 13, 15, 10, 17, 18, 16, 21, 22, 19, 29, 23, 28], [25, 26, 31, 39, 34, 33, 32, 36, 38, 37, 45, 42, 43, 46, 44], [53, 41, 47, 48, 50, 49, 55, 60, 51, 57, 52, 54, 59, 58, 56]]
97: [[40, 35, 12, 1, 27, 20, 2, 7, 11, 3, 4, 30, 24, 14, 9], [5, 8, 6, 10, 23, 13, 17, 16, 18, 19, 21, 29, 15, 22, 28], [25, 26, 31, 39, 34, 33, 32, 36, 38, 37, 45, 42, 43, 46, 44], [53, 41, 47, 48, 50, 49, 55, 60, 51, 57, 52, 54, 59, 58, 56]]
98: [[40, 35, 12, 1, 27, 20, 2, 7, 11, 3, 4, 30, 24, 14, 9], [5, 6, 8, 10, 15, 13, 29, 18, 19, 17, 22, 16, 28, 21, 23], [25, 26, 31, 39, 34, 33, 32, 36, 38, 37, 45, 42, 43, 46, 44], [53, 41, 47, 48, 50, 49, 55, 60, 51, 57, 52, 54, 59, 58, 56]]
99: [[40, 35, 12, 1, 27, 20, 2, 7, 11, 3, 4, 30, 24, 14, 9], [5, 10, 6, 8, 15, 19, 29, 16, 21, 18, 23, 17, 13, 28, 22], [25, 26, 31, 39, 34, 33, 32, 36, 38, 37, 45, 42, 43, 46, 44], [53, 41, 47, 48, 50, 49, 55, 60, 51, 57, 52, 54, 59, 58, 56]]
100: [[40, 35, 12, 1, 27, 20, 2, 7, 11, 3, 4, 30, 24, 14, 9], [5, 6, 8, 10, 15, 13, 16, 17, 22, 18, 21, 19, 23, 31, 26], [25, 28, 29, 39, 34, 33, 32, 36, 38, 37, 45, 42, 43, 46, 44], [53, 41, 47, 48, 50, 49, 55, 60, 51, 57, 52, 54, 59, 58, 56]]
101: [[40, 35, 12, 1, 27, 20, 2, 7, 11, 3, 4, 30, 24, 14, 9], [5, 6, 16, 10, 15, 8, 29, 19, 13, 18, 21, 17, 31, 23, 28], [25, 26, 22, 39, 34, 33, 32, 36, 38, 37, 45, 42, 43, 46, 44], [53, 41, 47, 48, 50, 49, 55, 60, 51, 57, 52, 54, 59, 58, 56]]
102: [[40, 35, 12, 1, 27, 20, 2, 7, 11, 3, 4, 30, 24, 14, 9], [5, 6, 16, 8, 15, 10, 13, 21, 17, 19, 23, 18, 29, 31, 28], [25, 26, 22, 39, 34, 33, 32, 36, 38, 37, 45, 42, 43, 46, 44], [53, 41, 47, 48, 50, 49, 55, 60, 51, 57, 52, 54, 59, 58, 56]]
103: [[40, 35, 12, 1, 27, 20, 2, 7, 11, 3, 4, 30, 24, 14, 9], [5, 10, 16, 6, 15, 8, 21, 19, 22, 13, 17, 18, 23, 29, 31], [25, 26, 28, 39, 34, 33, 32, 36, 38, 37, 45, 42, 43, 46, 44], [53, 41, 47, 48, 50, 49, 55, 60, 51, 57, 52, 54, 59, 58, 56]]
104: [[40, 35, 12, 1, 27, 20, 2, 7, 11, 3, 4, 30, 24, 14, 9], [5, 10, 8, 6, 15, 22, 21, 19, 23, 16, 18, 29, 31, 13, 17], [25, 26, 28, 39, 34, 33, 32, 36, 38, 37, 45, 42, 43, 46, 44], [53, 41, 47, 48, 50, 49, 55, 60, 51, 57, 52, 54, 59, 58, 56]]
105: [[40, 35, 12, 1, 27, 20, 2, 7, 11, 3, 4, 30, 24, 14, 9], [5, 8, 18, 10, 15, 6, 29, 13, 17, 16, 19, 23, 21, 31, 22], [25, 26, 28, 39, 34, 33, 32, 36, 38, 37, 45, 42, 43, 46, 44], [53, 41, 47, 48, 50, 49, 55, 60, 51, 57, 52, 54, 59, 58, 56]]
106: [[40, 35, 12, 1, 27, 20, 2, 7, 11, 3, 4, 30, 24, 14, 9], [5, 6, 8, 10, 15, 18, 13, 17, 16, 21, 19, 23, 22, 31, 29], [25, 26, 28, 39, 34, 33, 32, 36, 38, 37, 45, 42, 43, 46, 44], [53, 41, 47, 48, 50, 49, 55, 60, 51, 57, 52, 54, 59, 58, 56]]
107: [[40, 35, 12, 1, 27, 20, 2, 7, 11, 3, 4, 30, 24, 14, 9], [5, 8, 10, 13, 31, 19, 16, 17, 6, 23, 21, 18, 15, 29, 22], [25, 26, 28, 39, 34, 33, 32, 36, 38, 37, 45, 42, 43, 46, 44], [53, 41, 47, 48, 50, 49, 55, 60, 51, 57, 52, 54, 59, 58, 56]]
108: [[40, 35, 12, 1, 27, 20, 2, 7, 11, 3, 4, 30, 24, 14, 9], [5, 6, 16, 10, 15, 8, 13, 23, 18, 29, 21, 22, 19, 31, 17], [25, 26, 28, 39, 34, 33, 32, 36, 38, 37, 45, 42, 43, 46, 44], [53, 41, 47, 48, 50, 49, 55, 60, 51, 57, 52, 54, 59, 58, 56]]
109: [[40, 35, 12, 1, 27, 20, 2, 7, 11, 3, 4, 30, 24, 14, 9], [5, 10, 13, 8, 15, 6, 17, 19, 16, 18, 21, 22, 23, 29, 31], [25, 26, 28, 39, 34, 33, 32, 36, 38, 37, 45, 42, 43, 46, 44], [53, 41, 47, 48, 50, 49, 55, 60, 51, 57, 52, 54, 59, 58, 56]]
110: [[40, 35, 12, 1, 27, 20, 2, 7, 11, 3, 4, 30, 24, 14, 9], [5, 6, 8, 10, 15, 22, 21, 31, 29, 16, 19, 13, 17, 18, 28], [25, 26, 23, 39, 34, 33, 32, 36, 38, 37, 45, 42, 43, 46, 44], [53, 41, 47, 48, 50, 49, 55, 60, 51, 57, 52, 54, 59, 58, 56]]
111: [[40, 35, 12, 1, 27, 20, 2, 7, 11, 3, 4, 30, 24, 14, 9], [5, 10, 6, 8, 15, 13, 21, 29, 22, 16, 19, 18, 17, 31, 28], [25, 26, 23, 39, 34, 33, 32, 36, 38, 37, 45, 42, 43, 46, 44], [53, 41, 47, 48, 50, 49, 55, 60, 51, 57, 52, 54, 59, 58, 56]]
112: [[40, 35, 12, 1, 27, 20, 2, 7, 11, 3, 4, 30, 24, 14, 9], [5, 8, 6, 10, 22, 26, 21, 15, 17, 19, 13, 16, 23, 18, 29], [25, 28, 31, 39, 34, 33, 32, 36, 38, 37, 45, 42, 43, 46, 44], [53, 41, 47, 48, 50, 49, 55, 60, 51, 57, 52, 54, 59, 58, 56]]
113: [[40, 35, 12, 1, 27, 20, 2, 7, 11, 3, 4, 30, 24, 14, 9], [5, 15, 6, 8, 31, 10, 29, 16, 22, 13, 23, 19, 21, 17, 28], [25, 26, 18, 39, 34, 33, 32, 36, 38, 37, 45, 42, 43, 46, 44], [53, 41, 47, 48, 50, 49, 55, 60, 51, 57, 52, 54, 59, 58, 56]]
114: [[40, 35, 12, 1, 27, 20, 6, 23, 5, 7, 3, 14, 31, 2, 4], [11, 9, 8, 13, 15, 16, 19, 18, 10, 17, 21, 28, 22, 25, 30], [24, 26, 29, 32, 37, 33, 34, 36, 38, 39, 45, 42, 41, 46, 44], [53, 43, 47, 50, 48, 49, 54, 60, 51, 57, 52, 55, 59, 58, 56]]
115: [[40, 35, 12, 1, 27, 20, 6, 23, 7, 3, 2, 10, 31, 4, 9], [5, 11, 14, 8, 13, 16, 21, 15, 17, 18, 19, 28, 22, 25, 30], [24, 26, 29, 39, 34, 32, 33, 36, 38, 37, 45, 42, 43, 46, 41], [53, 44, 47, 48, 51, 49, 55, 60, 50, 57, 52, 54, 59, 58, 56]]
116: [[40, 35, 12, 1, 27, 20, 2, 7, 11, 3, 4, 5, 24, 6, 13], [14, 9, 8, 16, 15, 19, 17, 18, 10, 21, 23, 29, 28, 30, 22], [25, 26, 31, 39, 38, 33, 32, 36, 34, 37, 45, 42, 43, 46, 47], [53, 41, 44, 50, 48, 49, 54, 60, 51, 57, 52, 55, 59, 58, 56]]
117: [[40, 35, 12, 1, 27, 20, 2, 7, 11, 3, 4, 30, 24, 14, 9], [5, 6, 18, 10, 15, 8, 17, 19, 13, 22, 26, 16, 25, 23, 28], [21, 31, 29, 39, 34, 33, 32, 36, 38, 37, 45, 42, 43, 46, 44], [53, 41, 47, 48, 50, 49, 55, 60, 51, 57, 52, 54, 59, 58, 56]]
118: [[40, 35, 13, 1, 27, 20, 2], [4, 11, 3, 5, 7, 25, 14], [12, 9, 15, 10, 8, 31, 19, 17], [18, 16, 21, 22, 28, 23, 30, 6, 24], [26, 29, 39, 34, 32, 33, 36], [38, 37, 45, 42, 41, 46, 44], [53, 43, 47, 50, 51, 48, 54], [60, 49, 56, 52, 55, 59, 58, 57]]
119: [[40, 35, 12, 1, 27, 21, 6, 23, 5, 7, 3, 30, 4, 2, 9], [13, 14, 8, 10, 15, 16, 19, 18, 11, 17, 20, 24, 22, 25, 28], [31, 26, 29, 34, 36, 33, 32, 39, 38, 37, 45, 42, 43, 46, 47], [53, 41, 44, 48, 51, 49, 55, 60, 50, 57, 52, 54, 59, 58, 56]]
120: [[40, 35, 13, 1, 27, 21, 6, 20, 5], [3, 2, 30, 31, 10, 9, 4], [15, 22, 8, 7, 16, 19, 18, 11], [14, 17, 12, 23, 29, 25, 24], [26, 28, 34, 33, 32, 37, 36], [38, 39, 45, 42, 41, 46, 44], [53, 43, 47, 48, 51, 50, 55], [60, 49, 56, 52, 54, 57, 58, 59]]
121: [[40, 35, 13, 1, 27, 21, 2], [4, 9, 7, 3, 31, 24, 10], [6, 8, 5, 11, 12, 15, 18], [19, 14, 17, 16, 30, 20, 23, 22], [28, 25, 26, 29, 34, 37, 33, 32, 36], [38, 39, 45, 42, 41, 46, 43], [53, 47, 44, 50, 48, 49, 54], [60, 51, 56, 52, 55, 57, 58, 59]]
