0: [[48, 12, 24, 45], [55, 4, 53, 8, 59, 7], [23, 41, 1, 40, 18], [16, 44, 54, 14, 29, 52, 37], [3, 25, 5], [20, 58, 19, 26, 31, 46], [51, 9, 22, 28], [35, 13, 42, 49, 2], [32, 33, 34, 17], [38, 27, 30, 56, 11], [39, 43, 36, 60, 50], [15, 57, 47, 6, 10, 21]]
74: [[35, 20, 17, 7, 2, 14, 3, 4, 12, 5, 27, 24, 11, 1, 9], [15, 8, 10, 6, 13, 18, 23, 19, 21, 16, 26, 30, 22, 31, 28], [25, 29, 37, 40, 34, 33, 32, 38, 44, 36, 39, 43, 45, 42, 47], [46, 41, 49, 51, 52, 50, 48, 54, 53, 55, 56, 57, 59, 58, 60]]
75: [[35, 20, 17, 7, 2, 14, 3, 4, 12, 5, 27, 24, 11, 1, 9], [6, 8, 10, 15, 16, 23, 13, 22, 19, 18, 26, 21, 28, 31, 30], [25, 29, 37, 40, 34, 33, 32, 38, 44, 36, 39, 43, 45, 42, 47], [46, 41, 49, 51, 52, 50, 48, 54, 53, 55, 56, 57, 59, 58, 60]]
76: [[35, 20, 17, 7, 2, 14, 3, 4, 12, 5, 27, 24, 11, 1, 9], [6, 8, 26, 10, 13, 15, 23, 18, 21, 19, 16, 22, 30, 28, 31], [25, 29, 37, 40, 34, 33, 32, 38, 44, 36, 39, 43, 45, 42, 47], [46, 41, 49, 51, 52, 50, 48, 54, 53, 55, 56, 57, 59, 58, 60]]
77: [[35, 20, 17, 7, 2, 14, 3, 4, 12, 5, 27, 24, 11, 1, 9], [6, 30, 8, 13, 10, 15, 16, 18, 19, 22, 31, 23, 26, 21, 28], [25, 29, 37, 40, 34, 33, 32, 38, 44, 36, 39, 43, 45, 42, 47], [46, 41, 49, 51, 52, 50, 48, 54, 53, 55, 56, 57, 59, 58, 60]]
78: [[35, 20, 17, 7, 2, 14, 3, 4, 12, 5, 27, 24, 11, 1, 9], [6, 8, 10, 13, 30, 15, 23, 16, 26, 19, 18, 22, 21, 28, 31], [25, 29, 37, 40, 34, 33, 32, 38, 44, 36, 39, 43, 45, 42, 47], [46, 41, 49, 51, 52, 50, 48, 54, 53, 55, 56, 57, 59, 58, 60]]
79: [[35, 20, 17, 7, 2, 14, 3, 4, 12, 5, 27, 24, 11, 1, 9], [6, 8, 15, 10, 19, 23, 13, 18, 21, 16, 22, 31, 25, 28, 30], [29, 26, 37, 40, 34, 33, 32, 38, 44, 36, 39, 43, 45, 42, 47], [46, 41, 49, 51, 52, 50, 48, 54, 53, 55, 56, 57, 59, 58, 60]]
80: [[35, 20, 17, 7, 2, 14, 3, 4, 12, 5, 27, 24, 11, 1, 9], [6, 8, 15, 10, 13, 23, 18, 26, 16, 19, 22, 31, 25, 28, 21], [29, 30, 37, 40, 34, 33, 32, 38, 44, 36, 39, 43, 45, 42, 47], [46, 41, 49, 51, 52, 50, 48, 54, 53, 55, 56, 57, 59, 58, 60]]
81: [[35, 20, 17, 7, 2, 14, 3, 4, 12, 5, 27, 24, 11, 1, 9], [6, 10, 8, 15, 13, 26, 23, 16, 29, 18, 19, 21, 28, 31, 30], [25, 22, 37, 40, 34, 33, 32, 38, 44, 36, 39, 43, 45, 42, 47], [46, 41, 49, 51, 52, 50, 48, 54, 53, 55, 56, 57, 59, 58, 60]]
82: [[35, 20, 17, 7, 2, 14, 3, 4, 12, 5, 27, 24, 11, 1, 9], [6, 8, 10, 15, 13, 30, 16, 22, 31, 21, 18, 23, 19, 28, 29], [25, 26, 37, 40, 34, 33, 32, 38, 44, 36, 39, 43, 45, 42, 47], [46, 41, 49, 51, 52, 50, 48, 54, 53, 55, 56, 57, 59, 58, 60]]
83: [[35, 20, 17, 7, 2, 14, 3, 4, 12, 5, 27, 24, 11, 1, 9], [6, 8, 10, 13, 23, 16, 29, 22, 18, 15, 21, 31, 19, 28, 30], [25, 26, 37, 40, 34, 33, 32, 38, 44, 36, 39, 43, 45, 42, 47], [46, 41, 49, 51, 52, 50, 48, 54, 53, 55, 56, 57, 59, 58, 60]]
84: [[35, 20, 17, 7, 2, 14, 3, 4, 12, 5, 27, 24, 11, 1, 9], [6, 8, 10, 13, 28, 22, 15, 23, 19, 29, 31, 16, 30, 18, 21], [25, 26, 37, 40, 34, 33, 32, 38, 44, 36, 39, 43, 45, 42, 47], [46, 41, 49, 51, 52, 50, 48, 54, 53, 55, 56, 57, 59, 58, 60]]
85: [[35, 20, 17, 7, 2, 14, 3, 4, 12, 5, 27, 24, 11, 1, 9], [6, 8, 10, 13, 30, 23, 18, 22, 29, 16, 15, 19, 28, 21, 31], [25, 26, 37, 40, 34, 33, 32, 38, 44, 36, 39, 43, 45, 42, 47], [46, 41, 49, 51, 52, 50, 48, 54, 53, 55, 56, 57, 59, 58, 60]]
86: [[35, 20, 17, 7, 2, 14, 3, 4, 12, 5, 27, 24, 11, 1, 9], [31, 6, 8, 10, 29, 13, 15, 18, 30, 16, 23, 19, 28, 21, 22], [25, 26, 37, 40, 34, 33, 32, 38, 44, 36, 39, 43, 45, 42, 47], [46, 41, 49, 51, 52, 50, 48, 54, 53, 55, 56, 57, 59, 58, 60]]
87: [[35, 20, 17, 7, 2, 14, 3, 4, 12, 5, 27, 24, 11, 1, 9], [8, 13, 29, 16, 10, 15, 22, 21, 18, 19, 31, 23, 26, 28, 6], [25, 30, 37, 40, 34, 33, 32, 38, 44, 36, 39, 43, 45, 42, 47], [46, 41, 49, 51, 52, 50, 48, 54, 53, 55, 56, 57, 59, 58, 60]]
88: [[35, 20, 17, 7, 2, 14, 3, 4, 12, 5, 27, 24, 11, 1, 9], [6, 8, 10, 13, 15, 16, 31, 19, 18, 21, 26, 22, 23, 28, 29], [25, 30, 37, 40, 34, 33, 32, 38, 44, 36, 39, 43, 45, 42, 47], [46, 41, 49, 51, 52, 50, 48, 54, 53, 55, 56, 57, 59, 58, 60]]
89: [[35, 20, 17, 7, 2, 14, 3, 4, 12, 5, 27, 24, 11, 1, 9], [6, 8, 10, 13, 19, 15, 21, 28, 18, 23, 31, 22, 16, 26, 29], [25, 30, 37, 40, 34, 33, 32, 38, 44, 36, 39, 43, 45, 42, 47], [46, 41, 49, 51, 52, 50, 48, 54, 53, 55, 56, 57, 59, 58, 60]]
90: [[35, 20, 17, 7, 2, 14, 3, 4, 12, 5, 27, 24, 11, 1, 9], [10, 13, 15, 18, 16, 19, 23, 22, 28, 26, 21, 31, 8, 29, 6], [25, 30, 37, 40, 34, 33, 32, 38, 44, 36, 39, 43, 45, 42, 47], [46, 41, 49, 51, 52, 50, 48, 54, 53, 55, 56, 57, 59, 58, 60]]
91: [[35, 20, 17, 7, 2, 14, 3, 4, 12, 5, 27, 24, 11, 1, 9], [8, 10, 15, 26, 31, 13, 6, 16, 18, 21, 19, 22, 23, 29, 28], [25, 30, 37, 40, 34, 33, 32, 38, 44, 36, 39, 43, 45, 42, 47], [46, 41, 49, 51, 52, 50, 48, 54, 53, 55, 56, 57, 59, 58, 60]]
92: [[35, 20, 17, 7, 2, 14, 3, 4, 12, 5, 27, 24, 11, 1, 9], [6, 8, 10, 26, 15, 13, 31, 16, 28, 19, 18, 21, 22, 29, 23], [25, 30, 37, 40, 34, 33, 32, 38, 44, 36, 39, 43, 45, 42, 47], [46, 41, 49, 51, 52, 50, 48, 54, 53, 55, 56, 57, 59, 58, 60]]
93: [[35, 20, 17, 7, 2, 14, 3, 4, 12, 5, 27, 24, 11, 1, 9], [6, 8, 10, 31, 19, 13, 15, 21, 16, 18, 22, 23, 26, 29, 28], [25, 30, 37, 40, 34, 33, 32, 38, 44, 36, 39, 43, 45, 42, 47], [46, 41, 49, 51, 52, 50, 48, 54, 53, 55, 56, 57, 59, 58, 60]]
94: [[35, 20, 17, 7, 2, 14, 3, 4, 12, 5, 27, 24, 11, 1, 9], [6, 10, 8, 15, 13, 22, 26, 16, 18, 21, 23, 19, 28, 30, 29], [25, 31, 37, 40, 34, 33, 32, 38, 44, 36, 39, 43, 45, 42, 47], [46, 41, 49, 51, 52, 50, 48, 54, 53, 55, 56, 57, 59, 58, 60]]
95: [[35, 20, 17, 7, 2, 14, 3, 4, 12, 5, 27, 24, 11, 1, 9], [6, 8, 10, 15, 16, 19, 13, 22, 21, 18, 23, 30, 28, 29, 26], [25, 31, 37, 40, 34, 33, 32, 38, 44, 36, 39, 43, 45, 42, 47], [46, 41, 49, 51, 52, 50, 48, 54, 53, 55, 56, 57, 59, 58, 60]]
96: [[35, 20, 17, 7, 2, 14, 3, 4, 12, 5, 27, 24, 11, 1, 9], [6, 8, 13, 10, 15, 30, 26, 16, 21, 18, 19, 23, 22, 29, 28], [25, 31, 37, 40, 34, 33, 32, 38, 44, 36, 39, 43, 45, 42, 47], [46, 41, 49, 51, 52, 50, 48, 54, 53, 55, 56, 57, 59, 58, 60]]
97: [[35, 20, 17, 7, 2, 14, 3, 4, 12, 5, 27, 24, 11, 1, 9], [6, 10, 8, 13, 15, 23, 16, 21, 19, 18, 26, 29, 22, 30, 28], [25, 31, 37, 40, 34, 33, 32, 38, 44, 36, 39, 43, 45, 42, 47], [46, 41, 49, 51, 52, 50, 48, 54, 53, 55, 56, 57, 59, 58, 60]]
98: [[35, 20, 17, 7, 2, 14, 3, 4, 12, 5, 27, 24, 11, 1, 9], [6, 10, 8, 29, 13, 18, 26, 15, 21, 19, 16, 23, 22, 28, 30], [25, 31, 37, 40, 34, 33, 32, 38, 44, 36, 39, 43, 45, 42, 47], [46, 41, 49, 51, 52, 50, 48, 54, 53, 55, 56, 57, 59, 58, 60]]
99: [[35, 20, 17, 7, 2, 14, 3, 4, 12, 5, 27, 24, 11, 1, 9], [6, 8, 10, 15, 13, 18, 28, 16, 30, 19, 21, 22, 29, 23, 26], [25, 31, 37, 40, 34, 33, 32, 38, 44, 36, 39, 43, 45, 42, 47], [46, 41, 49, 51, 52, 50, 48, 54, 53, 55, 56, 57, 59, 58, 60]]
100: [[35, 20, 17, 7, 2, 14, 3, 4, 12, 5, 27, 24, 11, 1, 9], [6, 10, 8, 15, 13, 16, 22, 19, 29, 18, 21, 26, 28, 23, 30], [25, 31, 37, 40, 34, 33, 32, 38, 44, 36, 39, 43, 45, 42, 47], [46, 41, 49, 51, 52, 50, 48, 54, 53, 55, 56, 57, 59, 58, 60]]
101: [[35, 20, 17, 7, 2, 14, 3, 4, 12, 5, 27, 24, 11, 1, 9], [6, 8, 10, 23, 13, 15, 19, 16, 18, 21, 30, 29, 26, 22, 28], [25, 31, 37, 40, 34, 33, 32, 38, 44, 36, 39, 43, 45, 42, 47], [46, 41, 49, 51, 52, 50, 48, 54, 53, 55, 56, 57, 59, 58, 60]]
102: [[35, 20, 17, 7, 2, 14, 3, 4, 12, 5, 27, 24, 11, 1, 9], [6, 8, 10, 13, 15, 19, 16, 26, 29, 18, 23, 21, 28, 30, 22], [25, 31, 37, 40, 34, 33, 32, 38, 44, 36, 39, 43, 45, 42, 47], [46, 41, 49, 51, 52, 50, 48, 54, 53, 55, 56, 57, 59, 58, 60]]
103: [[35, 20, 17, 7, 2, 14, 3, 4, 12, 5, 27, 24, 11, 1, 9], [10, 6, 8, 15, 22, 13, 29, 26, 30, 16, 19, 23, 18, 21, 28], [25, 31, 37, 40, 34, 33, 32, 38, 44, 36, 39, 43, 45, 42, 47], [46, 41, 49, 51, 52, 50, 48, 54, 53, 55, 56, 57, 59, 58, 60]]
104: [[35, 20, 17, 7, 2, 14, 3, 4, 12, 5, 27, 24, 11, 1, 9], [6, 8, 10, 23, 13, 15, 19, 16, 18, 21, 30, 29, 26, 22, 28], [25, 31, 37, 40, 34, 33, 32, 38, 44, 36, 39, 43, 45, 42, 47], [46, 41, 49, 51, 52, 50, 48, 54, 53, 55, 56, 57, 59, 58, 60]]
105: [[35, 20, 17, 7, 2, 14, 3, 4, 12, 5, 27, 24, 11, 1, 9], [6, 8, 10, 15, 13, 28, 23, 19, 16, 18, 26, 21, 22, 29, 30], [25, 31, 37, 40, 34, 33, 32, 38, 44, 36, 39, 43, 45, 42, 47], [46, 41, 49, 51, 52, 50, 48, 54, 53, 55, 56, 57, 59, 58, 60]]
106: [[35, 20, 17, 7, 2, 14, 3, 4, 12, 5, 27, 24, 11, 1, 9], [8, 10, 13, 15, 23, 26, 16, 22, 19, 18, 29, 30, 28, 21, 6], [25, 31, 37, 40, 34, 33, 32, 38, 44, 36, 39, 43, 45, 42, 47], [46, 41, 49, 51, 52, 50, 48, 54, 53, 55, 56, 57, 59, 58, 60]]
107: [[35, 20, 17, 7, 2, 14, 3, 4, 12, 5, 27, 24, 11, 1, 9], [10, 8, 15, 13, 19, 23, 6, 18, 16, 21, 22, 30, 25, 28, 29], [31, 26, 37, 40, 34, 33, 32, 38, 44, 36, 39, 43, 45, 42, 47], [46, 41, 49, 51, 52, 50, 48, 54, 53, 55, 56, 57, 59, 58, 60]]
108: [[35, 20, 17, 7, 2, 14, 3, 4, 12, 5, 27, 24, 11, 1, 9], [6, 8, 10, 13, 25, 29, 23, 19, 18, 21, 22, 31, 30, 15, 28], [16, 26, 37, 40, 34, 33, 32, 38, 44, 36, 39, 43, 45, 42, 47], [46, 41, 49, 51, 52, 50, 48, 54, 53, 55, 56, 57, 59, 58, 60]]
109: [[35, 20, 17, 7, 2, 14, 3, 4, 12, 5, 27, 24, 11, 1, 9], [8, 13, 26, 15, 16, 19, 10, 18, 23, 21, 22, 31, 30, 29, 6], [25, 28, 37, 40, 34, 33, 32, 38, 44, 36, 39, 43, 45, 42, 47], [46, 41, 49, 51, 52, 50, 48, 54, 53, 55, 56, 57, 59, 58, 60]]
110: [[35, 20, 17, 7, 2, 14, 3, 4, 12, 5, 27, 24, 11, 1, 9], [6, 10, 8, 15, 22, 31, 29, 19, 30, 18, 13, 23, 16, 21, 26], [25, 28, 37, 40, 34, 33, 32, 38, 44, 36, 39, 43, 45, 42, 47], [46, 41, 49, 51, 52, 50, 48, 54, 53, 55, 56, 57, 59, 58, 60]]
111: [[35, 20, 17, 7, 2, 14, 3, 4, 12, 5, 27, 24, 11, 1, 9], [6, 8, 30, 26, 29, 13, 31, 18, 10, 19, 16, 22, 23, 21, 15], [25, 28, 37, 40, 34, 33, 32, 38, 44, 36, 39, 43, 45, 42, 47], [46, 41, 49, 51, 52, 50, 48, 54, 53, 55, 56, 57, 59, 58, 60]]
112: [[35, 20, 17, 7, 2, 14, 3, 4, 12, 5, 27, 24, 11, 1, 9], [6, 8, 10, 31, 29, 13, 19, 23, 16, 15, 18, 21, 22, 26, 30], [25, 28, 37, 40, 34, 33, 32, 38, 44, 36, 39, 43, 45, 42, 47], [46, 41, 49, 51, 52, 50, 48, 54, 53, 55, 56, 57, 59, 58, 60]]
113: [[35, 20, 17, 7, 2, 14, 3, 4, 12, 5, 27, 24, 11, 1, 9], [6, 10, 8, 13, 30, 19, 23, 16, 31, 18, 15, 26, 21, 22, 29], [25, 28, 37, 40, 34, 33, 32, 38, 44, 36, 39, 43, 45, 42, 47], [46, 41, 49, 51, 52, 50, 48, 54, 53, 55, 56, 57, 59, 58, 60]]
114: [[35, 20, 17, 7, 2, 14, 3, 4, 12, 5, 27, 24, 11, 1, 9], [6, 10, 8, 13, 15, 19, 16, 25, 29, 30, 18, 22, 28, 21, 31], [23, 26, 37, 40, 34, 33, 32, 38, 44, 36, 39, 43, 45, 42, 47], [46, 41, 49, 51, 52, 50, 48, 54, 53, 55, 56, 57, 59, 58, 60]]
115: [[35, 20, 17, 7, 2, 14, 3, 4, 12, 5, 27, 24, 11, 1, 9], [22, 10, 8, 25, 29, 13, 15, 16, 18, 19, 23, 26, 21, 30, 6], [31, 28, 37, 40, 34, 33, 32, 38, 44, 36, 39, 43, 45, 42, 47], [46, 41, 49, 51, 52, 50, 48, 54, 53, 55, 56, 57, 59, 58, 60]]
116: [[35, 20, 17, 7, 2, 14, 3, 4, 12, 5, 27, 24, 11, 1, 9], [6, 10, 8, 30, 13, 22, 16, 31, 18, 23, 15, 26, 28, 19, 29], [25, 21, 37, 40, 34, 33, 32, 38, 44, 36, 39, 43, 45, 42, 47], [46, 41, 49, 51, 52, 50, 48, 54, 53, 55, 56, 57, 59, 58, 60]]
117: [[32, 12, 25, 7, 51, 4, 17, 1, 11, 2, 23, 8, 9, 41, 3], [20, 44, 5, 31, 13, 6, 39, 19, 27, 10, 18, 29, 21, 26, 14], [42, 15, 16, 58, 22, 33, 24, 46, 57, 34, 36, 30, 38, 35, 47], [37, 40, 48, 43, 45, 49, 50, 52, 53, 54, 56, 55, 59, 60, 28]]
118: [[51, 4, 25, 5, 34, 14, 1, 2, 3, 12, 19, 40, 9, 32, 18], [20, 8, 13, 23, 17, 21, 45, 22, 31, 16, 28, 57, 29, 26, 30], [59, 27, 35, 54, 44, 33, 37, 42, 49, 6, 36, 38, 39, 24, 46], [15, 41, 43, 11, 52, 47, 48, 60, 55, 7, 56, 50, 53, 10, 58]]
119: [[51, 4, 17, 39, 6, 2, 37, 8, 30, 5, 19, 41, 1, 3, 10], [26, 60, 54, 15, 9, 28, 7, 11, 16, 13, 18, 14, 22, 20, 31], [21, 23, 45, 12, 42, 33, 24, 38, 57, 36, 25, 29, 32, 27, 34], [43, 35, 56, 40, 44, 47, 49, 52, 48, 50, 55, 58, 46, 59, 53]]
120: [[32, 20, 25, 45], [55, 12, 39, 2, 26, 7], [19, 8, 3, 4, 24], [5, 44, 38, 15, 9, 21, 23], [18, 6, 1], [10, 11, 13, 16, 31, 60], [51, 14, 17, 36], [33, 22, 27, 49, 28], [29, 41, 30, 57], [34, 59, 35, 40, 43], [37, 50, 46, 47, 54], [48, 56, 52, 58, 42, 53]]
121: [[34, 4, 16, 13, 6], [12, 19, 2, 3, 5], [31, 56, 11, 9], [10, 7, 44, 30, 23], [28, 22, 8, 17], [25, 27, 20, 51, 14, 15], [21, 46, 24], [26, 18, 32, 33, 29, 38, 37], [35, 36, 41, 47, 1], [40, 42, 49, 50, 43, 39], [52, 48, 54, 55], [53, 57, 45, 58, 59, 60]]
