0: [[9], [36, 6], [2, 3, 1, 4], [46, 24, 7, 23], [19, 11, 15, 5], [21, 34], [25], [30], [16, 17, 18, 20, 27], [28, 29], [35, 40, 47, 26], [31, 33], [50, 22], [53, 39, 10], [41, 44, 37, 45, 8], [52, 43, 12, 13], [54, 32], [57], [38, 49, 56], [51, 42], [48, 60, 61, 55], [58, 63, 62], [59, 14, 64], [67, 65], [72, 68, 70, 78], [71, 77, 76], [66, 69, 73], [82, 79], [74, 75], [86, 80], [83, 81], [84, 87], [85, 88]]
51: [[22, 5, 36, 2, 1, 16, 28, 13, 24, 12, 29, 23], [11, 15, 8, 3, 4, 9, 14, 20, 17, 18, 21, 25, 60, 31, 41, 59], [19, 10, 6, 7, 27, 26, 35, 30, 48, 33, 32, 34, 46, 37, 38, 45, 39, 42, 40, 51, 43, 44, 47, 49, 53, 52, 54, 58, 50, 55, 56, 57, 62, 61, 63, 64, 69, 65, 77], [66, 67, 71, 68, 70, 74, 72, 76, 75, 73, 79, 78, 85, 82, 80, 81, 83, 86, 84, 87, 88]]
52: [[22, 5, 36, 2, 1, 16, 28, 13, 24, 12, 29, 23], [11, 15, 8, 3, 4, 9, 14, 20, 17, 18, 21, 25, 60, 31, 41, 59], [19, 10, 6, 7, 27, 26, 35, 30, 48, 33, 32, 34, 46, 37, 38, 45, 39, 42, 40, 57, 43, 44, 47, 49, 53, 52, 54, 51, 55, 50, 56, 58, 63, 62, 61, 64, 69, 65, 77], [66, 67, 71, 68, 70, 74, 72, 76, 75, 73, 79, 78, 85, 82, 80, 81, 83, 86, 84, 87, 88]]
53: [[22, 5, 36, 2, 1, 16, 28, 13, 24, 12, 29, 23], [11, 15, 8, 3, 4, 9, 14, 20, 17, 18, 21, 25, 60, 31, 41, 59], [19, 10, 6, 7, 27, 26, 35, 30, 48, 33, 32, 34, 46, 37, 38, 45, 39, 42, 40, 51, 47, 44, 43, 49, 53, 54, 50, 52, 55, 58, 56, 57, 62, 63, 61, 64, 69, 65, 77], [66, 67, 71, 68, 70, 74, 72, 76, 75, 73, 79, 78, 85, 82, 80, 81, 83, 86, 84, 87, 88]]
54: [[22, 5, 36, 2, 1, 16, 28, 13, 24, 12, 29, 23], [11, 15, 8, 3, 4, 9, 14, 20, 17, 18, 21, 25, 60, 31, 41, 59], [19, 10, 6, 7, 27, 26, 35, 30, 48, 33, 32, 34, 46, 37, 38, 45, 39, 42, 40, 57, 47, 44, 43, 53, 49, 52, 54, 50, 62, 58, 63, 56, 55, 51, 61, 64, 69, 65, 77], [66, 67, 71, 68, 70, 74, 72, 76, 75, 73, 79, 78, 85, 82, 80, 81, 83, 86, 84, 87, 88]]
55: [[22, 5, 36, 2, 1, 16, 28, 13, 24, 12, 29, 23], [11, 15, 8, 3, 4, 9, 14, 20, 17, 18, 21, 25, 60, 31, 41, 59], [19, 10, 6, 7, 27, 26, 35, 30, 48, 33, 32, 34, 46, 37, 38, 45, 39, 42, 40, 51, 47, 44, 43, 49, 53, 52, 54, 56, 55, 50, 58, 57, 62, 61, 63, 64, 69, 65, 77], [66, 67, 71, 68, 70, 74, 72, 76, 75, 73, 79, 78, 85, 82, 80, 81, 83, 86, 84, 87, 88]]
56: [[22, 5, 36, 2, 1, 16, 28, 13, 24, 12, 29, 23], [11, 15, 8, 3, 4, 9, 14, 20, 17, 18, 21, 25, 60, 31, 41, 59], [19, 10, 6, 7, 27, 26, 35, 30, 48, 33, 32, 34, 46, 37, 38, 45, 39, 42, 40, 57, 47, 44, 43, 49, 53, 52, 50, 54, 55, 62, 56, 51, 58, 61, 63, 64, 69, 65, 77], [66, 67, 71, 68, 70, 74, 72, 76, 75, 73, 79, 78, 85, 82, 80, 81, 83, 86, 84, 87, 88]]
57: [[22, 5, 36, 2, 1, 16, 28, 13, 24, 12, 29, 23], [11, 15, 8, 3, 4, 9, 14, 20, 17, 18, 21, 25, 60, 31, 41, 59], [19, 10, 6, 7, 27, 26, 35, 30, 48, 33, 32, 34, 46, 37, 38, 45, 39, 42, 40, 57, 47, 44, 43, 53, 49, 52, 54, 50, 55, 56, 58, 51, 62, 61, 63, 64, 69, 65, 77], [66, 67, 71, 68, 70, 74, 72, 76, 75, 73, 79, 78, 85, 82, 80, 81, 83, 86, 84, 87, 88]]
58: [[22, 5, 36, 2, 1, 16, 28, 13, 24, 12, 29, 23], [11, 15, 8, 3, 4, 9, 14, 20, 17, 18, 21, 25, 60, 31, 41, 59], [19, 10, 6, 7, 27, 26, 35, 30, 48, 33, 32, 34, 46, 37, 38, 45, 39, 42, 40, 57, 47, 44, 43, 49, 53, 52, 54, 51, 55, 50, 56, 58, 62, 63, 61, 64, 69, 65, 77], [66, 67, 71, 68, 70, 74, 72, 76, 75, 73, 79, 78, 85, 82, 80, 81, 83, 86, 84, 87, 88]]
59: [[22, 5, 36, 2, 1, 16, 28, 13, 24, 12, 29, 23], [11, 15, 8, 3, 4, 9, 14, 20, 17, 18, 21, 25, 60, 31, 41, 59], [19, 10, 6, 7, 27, 26, 35, 30, 48, 33, 32, 34, 46, 37, 38, 45, 39, 42, 40, 57, 47, 44, 43, 49, 53, 52, 54, 51, 58, 50, 55, 56, 62, 61, 63, 64, 69, 65, 77], [66, 67, 71, 68, 70, 74, 72, 76, 75, 73, 79, 78, 85, 82, 80, 81, 83, 86, 84, 87, 88]]
60: [[22, 5, 36, 2, 1, 16, 28, 13, 24, 12, 29, 23], [11, 15, 8, 3, 4, 9, 14, 20, 17, 18, 21, 25, 60, 31, 41, 59], [19, 10, 6, 7, 27, 26, 35, 30, 48, 33, 32, 34, 46, 37, 38, 45, 39, 42, 40, 57, 47, 44, 43, 49, 53, 52, 54, 51, 55, 50, 58, 56, 62, 63, 61, 64, 69, 65, 77], [66, 67, 71, 68, 70, 74, 72, 76, 75, 73, 79, 78, 85, 82, 80, 81, 83, 86, 84, 87, 88]]
61: [[22, 5, 36, 2, 1, 16, 28, 13, 24, 12, 29, 23], [11, 15, 8, 3, 4, 9, 14, 20, 17, 18, 21, 25, 60, 31, 41, 59], [19, 10, 6, 7, 27, 26, 35, 30, 48, 33, 32, 34, 46, 37, 38, 45, 39, 42, 40, 51, 43, 44, 47, 49, 53, 52, 54, 50, 55, 57, 58, 56, 62, 61, 63, 64, 69, 65, 77], [66, 67, 71, 68, 70, 74, 72, 76, 75, 73, 79, 78, 85, 82, 80, 81, 83, 86, 84, 87, 88]]
62: [[22, 5, 36, 2, 1, 16, 28, 13, 24, 12, 29, 23], [11, 15, 8, 3, 4, 9, 14, 20, 17, 18, 21, 25, 60, 31, 41, 59], [19, 10, 6, 7, 27, 26, 35, 30, 48, 33, 32, 34, 46, 37, 38, 45, 39, 42, 40, 57, 47, 44, 43, 53, 49, 52, 50, 54, 55, 51, 56, 58, 62, 61, 63, 64, 69, 65, 77], [66, 67, 71, 68, 70, 74, 72, 76, 75, 73, 79, 78, 85, 82, 80, 81, 83, 86, 84, 87, 88]]
63: [[22, 5, 36, 2, 1, 16, 28, 13, 24, 12, 29, 23], [11, 15, 8, 3, 4, 9, 14, 20, 17, 18, 21, 25, 60, 31, 41, 59], [19, 10, 6, 7, 27, 26, 35, 30, 48, 33, 32, 34, 46, 37, 38, 45, 39, 42, 40, 57, 47, 44, 43, 53, 49, 52, 54, 51, 50, 55, 56, 58, 62, 63, 61, 64, 69, 65, 77], [66, 67, 71, 68, 70, 74, 72, 76, 75, 73, 79, 78, 85, 82, 80, 81, 83, 86, 84, 87, 88]]
64: [[22, 5, 36, 2, 1, 16, 28, 13, 24, 12, 29, 23], [11, 15, 8, 3, 4, 9, 14, 20, 17, 18, 21, 25, 60, 31, 41, 59], [19, 10, 6, 7, 27, 26, 35, 30, 48, 33, 32, 34, 46, 37, 38, 45, 39, 42, 40, 57, 43, 44, 47, 49, 53, 52, 54, 51, 50, 55, 56, 58, 63, 61, 62, 64, 69, 65, 77], [66, 67, 71, 68, 70, 74, 72, 76, 75, 73, 79, 78, 85, 82, 80, 81, 83, 86, 84, 87, 88]]
65: [[22, 5, 36, 2, 1, 16, 28, 13, 24, 12, 29, 23], [11, 15, 8, 3, 4, 9, 14, 20, 17, 18, 21, 25, 60, 31, 41, 59], [19, 10, 6, 7, 27, 26, 35, 30, 48, 33, 32, 34, 46, 37, 38, 45, 39, 42, 40, 57, 47, 44, 43, 53, 49, 52, 50, 55, 54, 58, 51, 56, 61, 63, 62, 64, 69, 65, 77], [66, 67, 71, 68, 70, 74, 72, 76, 75, 73, 79, 78, 85, 82, 80, 81, 83, 86, 84, 87, 88]]
66: [[22, 5, 36, 2, 1, 16, 28, 13, 24, 12, 29, 23], [11, 15, 8, 3, 4, 9, 14, 20, 17, 18, 21, 25, 60, 31, 41, 59], [19, 10, 6, 7, 27, 26, 35, 30, 48, 33, 32, 34, 46, 37, 38, 45, 39, 42, 40, 51, 47, 44, 43, 49, 53, 52, 50, 54, 55, 57, 56, 58, 62, 61, 63, 64, 69, 65, 77], [66, 67, 71, 68, 70, 74, 72, 76, 75, 73, 79, 78, 85, 82, 80, 81, 83, 86, 84, 87, 88]]
67: [[22, 5, 36, 2, 1, 16, 28, 13, 24, 12, 29, 23], [11, 15, 8, 3, 4, 9, 14, 20, 17, 18, 21, 25, 60, 31, 41, 59], [19, 10, 6, 7, 27, 26, 35, 30, 48, 33, 32, 34, 46, 37, 38, 45, 39, 42, 40, 51, 47, 44, 43, 53, 49, 52, 54, 55, 58, 50, 57, 56, 62, 63, 61, 64, 69, 65, 77], [66, 67, 71, 68, 70, 74, 72, 76, 75, 73, 79, 78, 85, 82, 80, 81, 83, 86, 84, 87, 88]]
68: [[22, 5, 36, 2, 1, 16, 28, 13, 24, 12, 29, 23], [11, 15, 8, 3, 4, 9, 14, 20, 17, 18, 21, 25, 60, 31, 41, 59], [19, 10, 6, 7, 27, 26, 35, 30, 48, 33, 32, 34, 46, 37, 38, 45, 39, 42, 40, 57, 43, 44, 47, 49, 53, 52, 50, 54, 63, 58, 51, 55, 56, 61, 62, 64, 69, 65, 77], [66, 67, 71, 68, 70, 74, 72, 76, 75, 73, 79, 78, 85, 82, 80, 81, 83, 86, 84, 87, 88]]
69: [[5, 36, 2, 1, 16, 28, 24, 29, 23, 12, 13, 22], [11, 15, 8, 3, 4, 9, 14, 20, 17, 18, 21, 25, 60, 31, 41, 59], [19, 10, 6, 7, 27, 26, 35, 30, 48, 33, 32, 34, 46, 37, 38, 45, 39, 42, 40, 57, 47, 44, 43, 49, 53, 52, 54, 50, 51, 58, 55, 56, 63, 62, 61, 64, 69, 65, 77], [66, 67, 71, 68, 70, 74, 72, 76, 75, 73, 79, 78, 85, 82, 80, 81, 83, 86, 84, 87, 88]]
70: [[22, 5, 36, 2, 1, 16, 28, 13, 24, 12, 29, 23], [11, 15, 8, 3, 4, 9, 14, 20, 17, 18, 21, 25, 60, 31, 41, 59], [19, 10, 6, 7, 27, 26, 35, 30, 48, 33, 32, 34, 46, 37, 38, 45, 39, 42, 40, 57, 43, 44, 47, 49, 53, 52, 50, 54, 58, 55, 51, 56, 62, 61, 63, 64, 69, 65, 77], [66, 67, 71, 68, 70, 74, 72, 76, 75, 73, 79, 78, 85, 82, 80, 81, 83, 86, 84, 87, 88]]
71: [[22, 5, 36, 2, 1, 16, 28, 13, 24, 12, 29, 23], [11, 15, 8, 3, 4, 9, 14, 20, 17, 18, 21, 25, 60, 31, 41, 59], [19, 10, 6, 7, 27, 26, 35, 30, 48, 33, 32, 34, 46, 37, 38, 45, 39, 42, 40, 57, 47, 44, 43, 53, 49, 52, 50, 54, 63, 51, 58, 56, 55, 61, 62, 64, 69, 65, 77], [66, 67, 71, 68, 70, 74, 72, 76, 75, 73, 79, 78, 85, 82, 80, 81, 83, 86, 84, 87, 88]]
72: [[22, 5, 36, 2, 1, 16, 28, 13, 24, 12, 29, 23], [11, 15, 8, 3, 4, 9, 14, 20, 17, 18, 21, 25, 60, 31, 41, 59], [19, 10, 6, 7, 27, 26, 35, 30, 48, 33, 32, 34, 46, 37, 38, 45, 39, 42, 40, 51, 47, 44, 43, 49, 53, 52, 54, 55, 50, 58, 57, 56, 62, 63, 61, 64, 69, 65, 77], [66, 67, 71, 68, 70, 74, 72, 76, 75, 73, 79, 78, 85, 82, 80, 81, 83, 86, 84, 87, 88]]
73: [[5, 36, 2, 1, 16, 28, 24, 29, 23, 12, 13, 22], [11, 15, 8, 3, 4, 9, 14, 20, 17, 18, 21, 25, 60, 31, 41, 59], [19, 10, 6, 7, 27, 26, 35, 30, 48, 33, 32, 34, 46, 37, 38, 45, 39, 42, 40, 51, 43, 44, 47, 49, 53, 52, 50, 54, 63, 55, 57, 56, 62, 61, 58, 64, 69, 65, 77], [66, 67, 71, 68, 70, 74, 72, 76, 75, 73, 79, 78, 85, 82, 80, 81, 83, 86, 84, 87, 88]]
74: [[22, 5, 36, 2, 1, 16, 28, 13, 24, 12, 29, 23], [11, 15, 8, 3, 4, 9, 14, 20, 17, 18, 21, 25, 60, 31, 41, 59], [19, 10, 6, 7, 27, 26, 35, 30, 48, 33, 32, 34, 46, 37, 38, 45, 39, 42, 40, 57, 43, 44, 47, 49, 53, 52, 54, 50, 55, 51, 58, 56, 62, 61, 63, 64, 69, 65, 77], [66, 67, 71, 68, 70, 74, 72, 76, 75, 73, 79, 78, 85, 82, 80, 81, 83, 86, 84, 87, 88]]
75: [[22, 5, 36, 2, 1, 16, 28, 13, 24, 12, 29, 23], [11, 15, 8, 3, 4, 9, 14, 20, 17, 18, 21, 25, 60, 31, 41, 59], [19, 10, 6, 7, 27, 26, 35, 30, 48, 33, 32, 34, 46, 37, 38, 45, 39, 42, 40, 57, 47, 44, 43, 53, 49, 52, 54, 51, 55, 56, 50, 61, 58, 62, 63, 64, 69, 65, 77], [66, 67, 71, 68, 70, 74, 72, 76, 75, 73, 79, 78, 85, 82, 80, 81, 83, 86, 84, 87, 88]]
76: [[22, 5, 36, 2, 1, 16, 28, 13, 24, 12, 29, 23], [11, 15, 8, 3, 4, 9, 14, 20, 17, 18, 21, 25, 60, 31, 41, 59], [19, 10, 6, 7, 27, 26, 35, 30, 48, 33, 32, 34, 46, 37, 38, 45, 39, 42, 40, 51, 47, 44, 43, 53, 49, 52, 50, 54, 63, 57, 58, 55, 62, 56, 61, 64, 69, 65, 77], [66, 67, 71, 68, 70, 74, 72, 76, 75, 73, 79, 78, 85, 82, 80, 81, 83, 86, 84, 87, 88]]
77: [[22, 5, 36, 2, 1, 16, 28, 13, 24, 12, 29, 23], [11, 15, 8, 3, 4, 9, 14, 20, 17, 18, 21, 25, 60, 31, 41, 59], [19, 10, 6, 7, 27, 26, 35, 30, 48, 33, 32, 34, 46, 37, 38, 45, 39, 42, 40, 57, 43, 44, 47, 49, 53, 52, 50, 54, 63, 51, 58, 56, 61, 55, 62, 64, 69, 65, 77], [66, 67, 71, 68, 70, 74, 72, 76, 75, 73, 79, 78, 85, 82, 80, 81, 83, 86, 84, 87, 88]]
78: [[22, 5, 36, 2, 1, 16, 28, 13, 24, 12, 29, 23], [11, 15, 8, 3, 4, 9, 14, 20, 17, 18, 21, 25, 60, 31, 41, 59], [19, 10, 6, 7, 27, 26, 35, 30, 48, 33, 32, 34, 46, 37, 38, 45, 39, 42, 40, 51, 43, 44, 47, 49, 53, 52, 50, 54, 56, 55, 58, 61, 57, 62, 63, 64, 69, 65, 77], [66, 67, 71, 68, 70, 74, 72, 76, 75, 73, 79, 78, 85, 82, 80, 81, 83, 86, 84, 87, 88]]
79: [[22, 5, 36, 2, 1, 16, 28, 13, 24, 12, 29, 23], [11, 15, 8, 3, 4, 9, 14, 20, 17, 18, 21, 25, 60, 31, 41, 59], [19, 10, 6, 7, 27, 26, 35, 30, 48, 33, 32, 34, 46, 37, 38, 45, 39, 42, 40, 51, 43, 44, 47, 49, 53, 52, 54, 50, 62, 55, 57, 58, 61, 56, 63, 64, 69, 65, 77], [66, 67, 71, 68, 70, 74, 72, 76, 75, 73, 79, 78, 85, 82, 80, 81, 83, 86, 84, 87, 88]]
80: [[22, 5, 36, 2, 1, 16, 28, 13, 24, 12, 29, 23], [11, 15, 8, 3, 4, 9, 14, 20, 17, 18, 21, 25, 60, 31, 41, 59], [19, 10, 6, 7, 27, 26, 35, 30, 48, 33, 32, 34, 46, 37, 38, 45, 39, 42, 40, 57, 43, 44, 47, 49, 53, 52, 50, 62, 51, 55, 54, 56, 63, 61, 58, 64, 69, 65, 77], [66, 67, 71, 68, 70, 74, 72, 76, 75, 73, 79, 78, 85, 82, 80, 81, 83, 86, 84, 87, 88]]
81: [[22, 5, 36, 2, 1, 16, 28, 13, 24, 12, 29, 23], [11, 15, 8, 3, 4, 9, 14, 20, 17, 18, 21, 25, 60, 31, 41, 59], [19, 10, 6, 7, 27, 26, 35, 30, 48, 33, 32, 34, 46, 37, 38, 45, 39, 42, 40, 51, 47, 44, 43, 53, 49, 52, 54, 50, 55, 57, 56, 58, 63, 61, 62, 64, 69, 65, 77], [66, 67, 71, 68, 70, 74, 72, 76, 75, 73, 79, 78, 85, 82, 80, 81, 83, 86, 84, 87, 88]]
82: [[22, 5, 36, 2, 1, 16, 28, 13, 24, 12, 29, 23], [11, 15, 8, 3, 4, 9, 14, 20, 17, 18, 21, 25, 60, 31, 41, 59], [19, 10, 6, 7, 27, 26, 35, 30, 48, 33, 32, 34, 46, 37, 38, 45, 39, 42, 40, 57, 43, 44, 47, 49, 53, 52, 54, 50, 55, 51, 58, 56, 62, 61, 63, 64, 69, 65, 77], [66, 67, 71, 68, 70, 74, 72, 76, 75, 73, 79, 78, 85, 82, 80, 81, 83, 86, 84, 87, 88]]
83: [[22, 5, 36, 2, 1, 16, 28, 13, 24, 12, 29, 23], [11, 15, 8, 3, 4, 9, 14, 20, 17, 18, 21, 25, 60, 31, 41, 59], [19, 10, 6, 7, 27, 26, 35, 30, 48, 33, 32, 34, 46, 37, 38, 45, 39, 42, 40, 57, 47, 44, 43, 49, 53, 54, 50, 52, 62, 58, 51, 56, 61, 63, 55, 64, 69, 65, 77], [66, 67, 71, 68, 70, 74, 72, 76, 75, 73, 79, 78, 85, 82, 80, 81, 83, 86, 84, 87, 88]]
84: [[22, 5, 36, 2, 1, 16, 28, 13, 24, 12, 29, 23], [11, 15, 8, 3, 4, 9, 14, 20, 17, 18, 21, 25, 60, 31, 41, 59], [19, 10, 6, 7, 27, 26, 35, 30, 48, 33, 32, 34, 46, 37, 38, 45, 39, 42, 40, 51, 47, 44, 43, 49, 53, 52, 50, 54, 55, 62, 58, 56, 57, 61, 63, 64, 69, 65, 77], [66, 67, 71, 68, 70, 74, 72, 76, 75, 73, 79, 78, 85, 82, 80, 81, 83, 86, 84, 87, 88]]
85: [[22, 5, 36, 2, 1, 16, 28, 13, 24, 12, 29, 23], [11, 15, 8, 3, 4, 9, 14, 20, 17, 18, 21, 25, 60, 31, 41, 59], [19, 10, 6, 7, 27, 26, 35, 30, 48, 33, 32, 34, 46, 37, 38, 45, 39, 42, 40, 57, 47, 44, 43, 53, 49, 52, 54, 50, 62, 51, 58, 55, 56, 61, 63, 64, 69, 65, 77], [66, 67, 71, 68, 70, 74, 72, 76, 75, 73, 79, 78, 85, 82, 80, 81, 83, 86, 84, 87, 88]]
86: [[22, 5, 36, 2, 1, 16, 28, 13, 24, 12, 29, 23], [11, 15, 8, 3, 4, 9, 14, 20, 17, 18, 21, 25, 60, 31, 41, 59], [19, 10, 6, 7, 27, 26, 35, 30, 48, 33, 32, 34, 46, 37, 38, 45, 39, 42, 40, 51, 43, 44, 47, 49, 53, 52, 50, 55, 54, 56, 57, 58, 62, 61, 63, 64, 69, 65, 77], [66, 67, 71, 68, 70, 74, 72, 76, 75, 73, 79, 78, 85, 82, 80, 81, 83, 86, 84, 87, 88]]
87: [[22, 5, 36, 2, 1, 16, 28, 13, 24, 12, 29, 23], [11, 15, 8, 3, 4, 9, 14, 20, 17, 18, 21, 25, 60, 31, 41, 59], [19, 10, 6, 7, 27, 26, 35, 30, 48, 33, 32, 34, 46, 37, 38, 45, 39, 42, 40, 57, 47, 44, 43, 49, 53, 54, 50, 51, 55, 58, 52, 56, 62, 61, 63, 64, 69, 65, 77], [66, 67, 71, 68, 70, 74, 72, 76, 75, 73, 79, 78, 85, 82, 80, 81, 83, 86, 84, 87, 88]]
88: [[5, 36, 2, 1, 16, 28, 24, 29, 23, 12, 13, 22], [11, 15, 8, 3, 4, 9, 14, 20, 17, 18, 21, 25, 60, 31, 41, 59], [19, 10, 6, 7, 27, 26, 35, 30, 48, 33, 32, 34, 46, 37, 38, 45, 39, 42, 40, 51, 43, 44, 47, 49, 53, 52, 50, 55, 54, 61, 57, 56, 62, 58, 63, 64, 69, 65, 77], [66, 67, 71, 68, 70, 74, 72, 76, 75, 73, 79, 78, 85, 82, 80, 81, 83, 86, 84, 87, 88]]
89: [[22, 5, 36, 2, 1, 16, 28, 13, 24, 12, 29, 23], [11, 15, 8, 3, 4, 9, 14, 20, 17, 18, 21, 25, 60, 31, 41, 59], [19, 10, 6, 7, 27, 26, 35, 30, 48, 33, 32, 34, 46, 37, 38, 45, 39, 42, 40, 57, 43, 44, 47, 49, 53, 52, 54, 50, 51, 58, 62, 56, 55, 63, 61, 64, 69, 65, 77], [66, 67, 71, 68, 70, 74, 72, 76, 75, 73, 79, 78, 85, 82, 80, 81, 83, 86, 84, 87, 88]]
90: [[22, 5, 36, 2, 1, 16, 28, 13, 24, 12, 29, 23], [11, 15, 8, 3, 4, 9, 14, 20, 17, 18, 21, 25, 60, 31, 41, 59], [19, 10, 6, 7, 27, 26, 35, 30, 48, 33, 32, 34, 46, 37, 38, 45, 39, 42, 40, 51, 43, 44, 47, 49, 53, 52, 54, 50, 57, 58, 62, 56, 61, 63, 55, 64, 69, 65, 77], [66, 67, 71, 68, 70, 74, 72, 76, 75, 73, 79, 78, 85, 82, 80, 81, 83, 86, 84, 87, 88]]
91: [[22, 5, 36, 2, 1, 16, 28, 13, 24, 12, 29, 23], [11, 15, 8, 3, 4, 9, 14, 20, 17, 18, 21, 25, 60, 31, 41, 59], [19, 10, 6, 7, 27, 26, 35, 30, 48, 33, 32, 34, 46, 37, 38, 45, 39, 42, 40, 57, 47, 44, 43, 53, 49, 52, 50, 54, 55, 56, 58, 51, 62, 63, 61, 64, 69, 65, 77], [66, 67, 71, 68, 70, 74, 72, 76, 75, 73, 79, 78, 85, 82, 80, 81, 83, 86, 84, 87, 88]]
92: [[22, 5, 36, 2, 1, 16, 28, 13, 24, 12, 29, 23], [11, 15, 8, 3, 4, 9, 14, 20, 17, 18, 21, 25, 60, 31, 41, 59], [19, 10, 6, 7, 27, 26, 35, 30, 48, 33, 32, 34, 46, 37, 38, 45, 39, 42, 40, 57, 47, 44, 43, 49, 53, 52, 50, 55, 51, 56, 58, 54, 62, 61, 63, 64, 69, 65, 77], [66, 67, 71, 68, 70, 74, 72, 76, 75, 73, 79, 78, 85, 82, 80, 81, 83, 86, 84, 87, 88]]
93: [[22, 5, 36, 2, 1, 16, 28, 13, 24, 12, 29, 23], [11, 15, 8, 3, 4, 9, 14, 20, 17, 18, 21, 25, 60, 31, 41, 59], [19, 10, 6, 7, 27, 26, 35, 30, 48, 33, 32, 34, 46, 37, 38, 45, 39, 42, 40, 51, 43, 44, 47, 49, 53, 52, 50, 54, 55, 62, 57, 56, 58, 63, 61, 64, 69, 65, 77], [66, 67, 71, 68, 70, 74, 72, 76, 75, 73, 79, 78, 85, 82, 80, 81, 83, 86, 84, 87, 88]]
94: [[22, 5, 36, 2, 1, 16, 28, 13, 24, 12, 29, 23], [11, 15, 8, 3, 4, 9, 14, 20, 17, 18, 21, 25, 60, 31, 41, 59], [19, 10, 6, 7, 27, 26, 35, 30, 48, 33, 32, 34, 46, 37, 38, 45, 39, 42, 40, 57, 43, 44, 47, 49, 53, 52, 54, 55, 50, 63, 51, 56, 58, 61, 62, 64, 69, 65, 77], [66, 67, 71, 68, 70, 74, 72, 76, 75, 73, 79, 78, 85, 82, 80, 81, 83, 86, 84, 87, 88]]
95: [[22, 5, 36, 2, 1, 16, 28, 13, 24, 12, 29, 23], [11, 15, 8, 3, 4, 9, 14, 20, 17, 18, 21, 25, 60, 31, 41, 59], [19, 10, 6, 7, 27, 26, 35, 30, 48, 33, 32, 34, 46, 37, 38, 45, 39, 42, 40, 51, 43, 44, 47, 49, 53, 52, 50, 55, 54, 58, 56, 62, 57, 61, 63, 64, 69, 65, 77], [66, 67, 71, 68, 70, 74, 72, 76, 75, 73, 79, 78, 85, 82, 80, 81, 83, 86, 84, 87, 88]]
96: [[22, 5, 36, 2, 1, 16, 28, 13, 24, 12, 29, 23], [11, 15, 8, 3, 4, 9, 14, 20, 17, 18, 21, 25, 60, 31, 41, 59], [19, 10, 6, 7, 27, 26, 35, 30, 48, 33, 32, 34, 46, 37, 38, 45, 39, 42, 40, 57, 47, 44, 43, 49, 53, 52, 50, 54, 55, 51, 56, 58, 62, 61, 63, 64, 69, 65, 77], [66, 67, 71, 68, 70, 74, 72, 76, 75, 73, 79, 78, 85, 82, 80, 81, 83, 86, 84, 87, 88]]
97: [[22, 5, 36, 2, 1, 16, 28, 13, 24, 12, 29, 23], [11, 15, 8, 3, 4, 9, 14, 20, 17, 18, 21, 25, 60, 31, 41, 59], [19, 10, 6, 7, 27, 26, 35, 30, 48, 33, 32, 34, 46, 37, 38, 45, 39, 42, 40, 57, 43, 44, 47, 49, 53, 52, 54, 50, 58, 55, 62, 56, 51, 61, 63, 64, 69, 65, 77], [66, 67, 71, 68, 70, 74, 72, 76, 75, 73, 79, 78, 85, 82, 80, 81, 83, 86, 84, 87, 88]]
98: [[22, 5, 36, 2, 1, 16, 28, 13, 24, 12, 29, 23], [11, 15, 8, 3, 4, 9, 14, 20, 17, 18, 21, 25, 60, 31, 41, 59], [19, 10, 6, 7, 27, 26, 35, 30, 48, 33, 32, 34, 46, 37, 38, 45, 39, 42, 40, 57, 43, 44, 47, 49, 53, 52, 54, 50, 51, 58, 62, 56, 55, 61, 63, 64, 69, 65, 77], [66, 67, 71, 68, 70, 74, 72, 76, 75, 73, 79, 78, 85, 82, 80, 81, 83, 86, 84, 87, 88]]
99: [[22, 5, 36, 2, 1, 16, 28, 13, 24, 12, 29, 23], [11, 15, 8, 3, 4, 9, 14, 20, 17, 18, 21, 25, 60, 31, 41, 59], [19, 10, 6, 7, 27, 26, 35, 30, 48, 33, 32, 34, 46, 37, 38, 45, 39, 42, 40, 51, 47, 44, 43, 49, 53, 54, 50, 52, 55, 57, 58, 56, 63, 61, 62, 64, 69, 65, 77], [66, 67, 71, 68, 70, 74, 72, 76, 75, 73, 79, 78, 85, 82, 80, 81, 83, 86, 84, 87, 88]]
100: [[22, 5, 36, 2, 1, 16, 28, 13, 24, 12, 29, 23], [11, 15, 8, 3, 4, 9, 14, 20, 17, 18, 21, 25, 60, 31, 41, 59], [19, 10, 6, 7, 27, 26, 35, 30, 48, 33, 32, 34, 46, 37, 38, 45, 39, 42, 40, 57, 47, 44, 43, 49, 53, 52, 54, 50, 63, 51, 58, 56, 55, 61, 62, 64, 69, 65, 77], [66, 67, 71, 68, 70, 74, 72, 76, 75, 73, 79, 78, 85, 82, 80, 81, 83, 86, 84, 87, 88]]
101: [[22, 5, 36, 2, 1, 16, 28, 13, 24, 12, 29, 23], [11, 15, 8, 3, 4, 9, 14, 20, 17, 18, 21, 25, 60, 31, 41, 59], [19, 10, 6, 7, 27, 26, 35, 30, 48, 33, 32, 34, 46, 37, 38, 45, 39, 42, 40, 51, 43, 44, 47, 49, 53, 54, 50, 52, 57, 58, 55, 56, 62, 61, 63, 64, 69, 65, 77], [66, 67, 71, 68, 70, 74, 72, 76, 75, 73, 79, 78, 85, 82, 80, 81, 83, 86, 84, 87, 88]]
