0: [[24, 50, 36, 45, 23], [48, 62, 1, 5, 4, 13], [30, 43, 33, 11, 85, 31, 74], [14, 41, 15], [81, 16, 35, 3, 17, 21, 51, 57], [20, 44, 53, 73, 39], [67, 9, 25, 28, 66, 72], [32, 27, 68, 37, 8], [60, 46, 78, 38], [79], [52, 7, 65, 80, 55], [70, 42, 34], [58, 59, 10], [69, 61, 49, 19], [54, 76, 63, 71], [64, 77, 47, 26, 18, 40, 56, 75], [82, 29, 83, 84, 86], [2, 6, 87, 88, 12, 22]]
51: [[24, 50, 36, 15, 23, 48, 22, 3, 6, 2, 4, 12, 10, 1, 5, 77, 7, 8, 13, 43, 28, 9, 29, 14, 11, 25, 16, 19, 20, 26], [18, 21, 30, 17, 27, 31, 35, 33, 32, 34, 39, 41, 42, 37, 45, 38, 40, 47, 44, 46, 59, 49, 51, 57, 60, 52, 53, 54, 56], [55, 61, 58, 63, 62, 64, 66, 67, 65, 70, 68, 69, 71, 74, 72, 73, 75, 78, 76, 79, 82, 84, 85, 80, 81, 87, 86, 83, 88]]
52: [[24, 50, 36, 15, 23, 48, 22, 3, 6, 2, 4, 12, 10, 1, 5, 77, 7, 8, 13, 43, 28, 9, 29, 14, 11, 25, 16, 19, 20, 26], [18, 21, 30, 17, 27, 31, 35, 33, 32, 34, 39, 41, 42, 37, 45, 38, 40, 47, 44, 46, 59, 49, 51, 57, 60, 52, 53, 54, 56], [55, 61, 58, 63, 62, 64, 66, 67, 65, 70, 68, 69, 71, 74, 72, 73, 75, 78, 76, 79, 82, 84, 85, 80, 81, 87, 86, 83, 88]]
53: [[24, 50, 36, 15, 23, 48, 22, 3, 6, 2, 4, 12, 10, 1, 5, 77, 7, 8, 13, 43, 28, 9, 29, 14, 11, 25, 16, 19, 20, 26], [18, 21, 30, 17, 27, 31, 35, 33, 32, 34, 39, 41, 42, 37, 45, 38, 40, 47, 44, 46, 59, 49, 51, 57, 60, 52, 53, 54, 56], [55, 61, 58, 63, 62, 64, 66, 67, 65, 70, 68, 69, 71, 74, 72, 73, 75, 78, 76, 79, 82, 84, 85, 80, 81, 87, 86, 83, 88]]
54: [[24, 50, 36, 15, 23, 48, 22, 3, 6, 2, 4, 12, 10, 1, 5, 77, 7, 8, 13, 43, 28, 9, 29, 14, 11, 25, 16, 19, 20, 26], [18, 21, 30, 17, 27, 31, 35, 33, 32, 34, 39, 41, 42, 37, 45, 38, 40, 47, 44, 46, 59, 49, 51, 57, 60, 52, 53, 54, 56], [55, 61, 58, 63, 62, 64, 66, 67, 65, 70, 68, 69, 71, 74, 72, 73, 75, 78, 76, 79, 82, 84, 85, 80, 81, 87, 86, 83, 88]]
55: [[24, 50, 36, 15, 23, 48, 22, 3, 6, 2, 4, 12, 10, 1, 5, 77, 7, 8, 13, 43, 28, 9, 29, 14, 11, 25, 16, 19, 20, 26], [18, 21, 30, 17, 27, 31, 35, 33, 32, 34, 39, 41, 42, 37, 45, 38, 40, 47, 44, 46, 59, 49, 51, 57, 60, 52, 53, 54, 56], [55, 61, 58, 63, 62, 64, 66, 67, 65, 70, 68, 69, 71, 74, 72, 73, 75, 78, 76, 79, 82, 84, 85, 80, 81, 87, 86, 83, 88]]
56: [[24, 50, 36, 15, 23, 48, 22, 3, 6, 2, 4, 12, 10, 1, 5, 77, 7, 8, 13, 43, 28, 9, 29, 14, 11, 25, 16, 19, 20, 26], [18, 21, 30, 17, 27, 31, 35, 33, 32, 34, 39, 41, 42, 37, 45, 38, 40, 47, 44, 46, 59, 49, 51, 57, 60, 52, 53, 54, 56], [55, 61, 58, 63, 62, 64, 66, 67, 65, 70, 68, 69, 71, 74, 72, 73, 75, 78, 76, 79, 82, 84, 85, 80, 81, 87, 86, 83, 88]]
57: [[24, 50, 36, 15, 23, 48, 22, 3, 6, 2, 4, 12, 10, 1, 5, 77, 7, 8, 13, 43, 28, 9, 29, 14, 11, 25, 16, 19, 20, 26], [18, 21, 30, 17, 27, 31, 35, 33, 32, 34, 39, 41, 42, 37, 45, 38, 40, 47, 44, 46, 59, 49, 51, 57, 60, 52, 53, 54, 56], [55, 61, 58, 63, 62, 64, 66, 67, 65, 70, 68, 69, 71, 74, 72, 73, 75, 78, 76, 79, 82, 84, 85, 80, 81, 87, 86, 83, 88]]
58: [[24, 50, 36, 15, 23, 48, 22, 3, 6, 2, 4, 12, 10, 1, 5, 77, 7, 8, 13, 43, 28, 9, 29, 14, 11, 25, 16, 19, 20, 26], [18, 21, 30, 17, 27, 31, 35, 33, 32, 34, 39, 41, 42, 37, 45, 38, 40, 47, 44, 46, 59, 49, 51, 57, 60, 52, 53, 54, 56], [55, 61, 58, 63, 62, 64, 66, 67, 65, 70, 68, 69, 71, 74, 72, 73, 75, 78, 76, 79, 82, 84, 85, 80, 81, 87, 86, 83, 88]]
59: [[24, 50, 36, 15, 23, 48, 22, 3, 6, 2, 4, 12, 10, 1, 5, 77, 7, 8, 13, 43, 28, 9, 29, 14, 11, 25, 16, 19, 20, 26], [18, 21, 30, 17, 27, 31, 35, 33, 32, 34, 39, 41, 42, 37, 45, 38, 40, 47, 44, 46, 59, 49, 51, 57, 60, 52, 53, 54, 56], [55, 61, 58, 63, 62, 64, 66, 67, 65, 70, 68, 69, 71, 74, 72, 73, 75, 78, 76, 79, 82, 84, 85, 80, 81, 87, 86, 83, 88]]
60: [[24, 50, 36, 15, 23, 48, 22, 3, 6, 2, 4, 12, 10, 1, 5, 77, 7, 8, 13, 43, 28, 9, 29, 14, 11, 25, 16, 19, 20, 26], [18, 21, 30, 17, 27, 31, 35, 33, 32, 34, 39, 41, 42, 37, 45, 38, 40, 47, 44, 46, 59, 49, 51, 57, 60, 52, 53, 54, 56], [55, 61, 58, 63, 62, 64, 66, 67, 65, 70, 68, 69, 71, 74, 72, 73, 75, 78, 76, 79, 82, 84, 85, 80, 81, 87, 86, 83, 88]]
61: [[24, 50, 36, 15, 23, 48, 22, 3, 6, 2, 4, 12, 10, 1, 5, 77, 7, 8, 13, 43, 28, 9, 29, 14, 11, 25, 16, 19, 20, 26], [18, 21, 30, 17, 27, 31, 35, 33, 32, 34, 39, 41, 42, 37, 45, 38, 40, 47, 44, 46, 59, 49, 51, 57, 60, 52, 53, 54, 56], [55, 61, 58, 63, 62, 64, 66, 67, 65, 70, 68, 69, 71, 74, 72, 73, 75, 78, 76, 79, 82, 84, 85, 80, 81, 87, 86, 83, 88]]
62: [[24, 50, 36, 15, 23, 48, 22, 3, 6, 2, 4, 12, 10, 1, 5, 77, 7, 8, 13, 43, 28, 9, 29, 14, 11, 25, 16, 19, 20, 26], [18, 21, 30, 17, 27, 31, 35, 33, 32, 34, 39, 41, 42, 37, 45, 38, 40, 47, 44, 46, 59, 49, 51, 57, 60, 52, 53, 54, 56], [55, 61, 58, 63, 62, 64, 66, 67, 65, 70, 68, 69, 71, 74, 72, 73, 75, 78, 76, 79, 82, 84, 85, 80, 81, 87, 86, 83, 88]]
63: [[24, 50, 36, 15, 23, 48, 22, 3, 6, 2, 4, 12, 10, 1, 5, 77, 7, 8, 13, 43, 28, 9, 29, 14, 11, 25, 16, 19, 20, 26], [18, 21, 30, 17, 27, 31, 35, 33, 32, 34, 39, 41, 42, 37, 45, 38, 40, 47, 44, 46, 59, 49, 51, 57, 60, 52, 53, 54, 56], [55, 61, 58, 63, 62, 64, 66, 67, 65, 70, 68, 69, 71, 74, 72, 73, 75, 78, 76, 79, 82, 84, 85, 80, 81, 87, 86, 83, 88]]
64: [[24, 50, 36, 15, 23, 48, 22, 3, 6, 2, 4, 12, 10, 1, 5, 77, 7, 8, 13, 43, 28, 9, 29, 14, 11, 25, 16, 19, 20, 26], [18, 21, 30, 17, 27, 31, 35, 33, 32, 34, 39, 41, 42, 37, 45, 38, 40, 47, 44, 46, 59, 49, 51, 57, 60, 52, 53, 54, 56], [55, 61, 58, 63, 62, 64, 66, 67, 65, 70, 68, 69, 71, 74, 72, 73, 75, 78, 76, 79, 82, 84, 85, 80, 81, 87, 86, 83, 88]]
65: [[24, 50, 36, 15, 23, 48, 22, 3, 6, 2, 4, 12, 10, 1, 5, 77, 7, 8, 13, 43, 28, 9, 29, 14, 11, 25, 16, 19, 20, 26], [18, 21, 30, 17, 27, 31, 35, 33, 32, 34, 39, 41, 42, 37, 45, 38, 40, 47, 44, 46, 59, 49, 51, 57, 60, 52, 53, 54, 56], [55, 61, 58, 63, 62, 64, 66, 67, 65, 70, 68, 69, 71, 74, 72, 73, 75, 78, 76, 79, 82, 84, 85, 80, 81, 87, 86, 83, 88]]
66: [[24, 50, 36, 15, 23, 48, 22, 3, 6, 2, 4, 12, 10, 1, 5, 77, 7, 8, 13, 43, 28, 9, 29, 14, 11, 25, 16, 19, 20, 26], [18, 21, 30, 17, 27, 31, 35, 33, 32, 34, 39, 41, 42, 37, 45, 38, 40, 47, 44, 46, 59, 49, 51, 57, 60, 52, 53, 54, 56], [55, 61, 58, 63, 62, 64, 66, 67, 65, 70, 68, 69, 71, 74, 72, 73, 75, 78, 76, 79, 82, 84, 85, 80, 81, 87, 86, 83, 88]]
67: [[24, 50, 36, 15, 23, 48, 22, 3, 6, 2, 4, 12, 10, 1, 5, 77, 7, 8, 13, 43, 28, 9, 29, 14, 11, 25, 16, 19, 20, 26], [18, 21, 30, 17, 27, 31, 35, 33, 32, 34, 39, 41, 42, 37, 45, 38, 40, 47, 44, 46, 59, 49, 51, 57, 60, 52, 53, 54, 56], [55, 61, 58, 63, 62, 64, 66, 67, 65, 70, 68, 69, 71, 74, 72, 73, 75, 78, 76, 79, 82, 84, 85, 80, 81, 87, 86, 83, 88]]
68: [[24, 50, 36, 15, 23, 48, 22, 3, 6, 2, 4, 12, 10, 1, 5, 77, 7, 8, 13, 43, 28, 9, 29, 14, 11, 25, 16, 19, 20, 26], [18, 21, 30, 17, 27, 31, 35, 33, 32, 34, 39, 41, 42, 37, 45, 38, 40, 47, 44, 46, 59, 49, 51, 57, 60, 52, 53, 54, 56], [55, 61, 58, 63, 62, 64, 66, 67, 65, 70, 68, 69, 71, 74, 72, 73, 75, 78, 76, 79, 82, 84, 85, 80, 81, 87, 86, 83, 88]]
69: [[24, 50, 36, 15, 23, 48, 22, 3, 6, 2, 4, 12, 10, 1, 5, 77, 7, 8, 13, 43, 28, 9, 29, 14, 11, 25, 16, 19, 20, 26], [18, 21, 30, 17, 27, 31, 35, 33, 32, 34, 39, 41, 42, 37, 45, 38, 40, 47, 44, 46, 59, 49, 51, 57, 60, 52, 53, 54, 56], [55, 61, 58, 63, 62, 64, 66, 67, 65, 70, 68, 69, 71, 74, 72, 73, 75, 78, 76, 79, 82, 84, 85, 80, 81, 87, 86, 83, 88]]
70: [[24, 50, 36, 15, 23, 48, 22, 3, 6, 2, 4, 12, 10, 1, 5, 77, 7, 8, 13, 43, 28, 9, 29, 14, 11, 25, 16, 19, 20, 26], [18, 21, 30, 17, 27, 31, 35, 33, 32, 34, 39, 41, 42, 37, 45, 38, 40, 47, 44, 46, 59, 49, 51, 57, 60, 52, 53, 54, 56], [55, 61, 58, 63, 62, 64, 66, 67, 65, 70, 68, 69, 71, 74, 72, 73, 75, 78, 76, 79, 82, 84, 85, 80, 81, 87, 86, 83, 88]]
71: [[24, 50, 36, 15, 23, 48, 22, 3, 6, 2, 4, 12, 10, 1, 5, 77, 7, 8, 13, 43, 28, 9, 29, 14, 11, 25, 16, 19, 20, 26], [18, 21, 30, 17, 27, 31, 35, 33, 32, 34, 39, 41, 42, 37, 45, 38, 40, 47, 44, 46, 59, 49, 51, 57, 60, 52, 53, 54, 56], [55, 61, 58, 63, 62, 64, 66, 67, 65, 70, 68, 69, 71, 74, 72, 73, 75, 78, 76, 79, 82, 84, 85, 80, 81, 87, 86, 83, 88]]
72: [[24, 50, 36, 15, 23, 48, 22, 3, 6, 2, 4, 12, 10, 1, 5, 77, 7, 8, 13, 43, 28, 9, 29, 14, 11, 25, 16, 19, 20, 26], [18, 21, 30, 17, 27, 31, 35, 33, 32, 34, 39, 41, 42, 37, 45, 38, 40, 47, 44, 46, 59, 49, 51, 57, 60, 52, 53, 54, 56], [55, 61, 58, 63, 62, 64, 66, 67, 65, 70, 68, 69, 71, 74, 72, 73, 75, 78, 76, 79, 82, 84, 85, 80, 81, 87, 86, 83, 88]]
73: [[24, 50, 36, 15, 23, 48, 22, 3, 6, 2, 4, 12, 10, 1, 5, 77, 7, 8, 13, 43, 28, 9, 29, 14, 11, 25, 16, 19, 20, 26], [18, 21, 30, 17, 27, 31, 35, 33, 32, 34, 39, 41, 42, 37, 45, 38, 40, 47, 44, 46, 59, 49, 51, 57, 60, 52, 53, 54, 56], [55, 61, 58, 63, 62, 64, 66, 67, 65, 70, 68, 69, 71, 74, 72, 73, 75, 78, 76, 79, 82, 84, 85, 80, 81, 87, 86, 83, 88]]
74: [[24, 50, 36, 15, 23, 48, 22, 3, 6, 2, 4, 12, 10, 1, 5, 77, 7, 8, 13, 43, 28, 9, 29, 14, 11, 25, 16, 19, 20, 26], [18, 21, 30, 17, 27, 31, 35, 33, 32, 34, 39, 41, 42, 37, 45, 38, 40, 47, 44, 46, 59, 49, 51, 57, 60, 52, 53, 54, 56], [55, 61, 58, 63, 62, 64, 66, 67, 65, 70, 68, 69, 71, 74, 72, 73, 75, 78, 76, 79, 82, 84, 85, 80, 81, 87, 86, 83, 88]]
75: [[24, 50, 36, 15, 23, 48, 22, 3, 6, 2, 4, 12, 10, 1, 5, 77, 7, 8, 13, 43, 28, 9, 29, 14, 11, 25, 16, 19, 20, 26], [18, 21, 30, 17, 27, 31, 35, 33, 32, 34, 39, 41, 42, 37, 45, 38, 40, 47, 44, 46, 59, 49, 51, 57, 60, 52, 53, 54, 56], [55, 61, 58, 63, 62, 64, 66, 67, 65, 70, 68, 69, 71, 74, 72, 73, 75, 78, 76, 79, 82, 84, 85, 80, 81, 87, 86, 83, 88]]
76: [[24, 50, 36, 15, 23, 48, 22, 3, 6, 2, 4, 12, 10, 1, 5, 77, 7, 8, 13, 43, 28, 9, 29, 14, 11, 25, 16, 19, 20, 26], [18, 21, 30, 17, 27, 31, 35, 33, 32, 34, 39, 41, 42, 37, 45, 38, 40, 47, 44, 46, 59, 49, 51, 57, 60, 52, 53, 54, 56], [55, 61, 58, 63, 62, 64, 66, 67, 65, 70, 68, 69, 71, 74, 72, 73, 75, 78, 76, 79, 82, 84, 85, 80, 81, 87, 86, 83, 88]]
77: [[24, 50, 36, 15, 23, 48, 22, 3, 6, 2, 4, 12, 10, 1, 5, 77, 7, 8, 13, 43, 28, 9, 29, 14, 11, 25, 16, 19, 20, 26], [18, 21, 30, 17, 27, 31, 35, 33, 32, 34, 39, 41, 42, 37, 45, 38, 40, 47, 44, 46, 59, 49, 51, 57, 60, 52, 53, 54, 56], [55, 61, 58, 63, 62, 64, 66, 67, 65, 70, 68, 69, 71, 74, 72, 73, 75, 78, 76, 79, 82, 84, 85, 80, 81, 87, 86, 83, 88]]
78: [[24, 50, 36, 15, 23, 48, 22, 3, 6, 2, 4, 12, 10, 1, 5, 77, 7, 8, 13, 43, 28, 9, 29, 14, 11, 25, 16, 19, 20, 26], [18, 21, 30, 17, 27, 31, 35, 33, 32, 34, 39, 41, 42, 37, 45, 38, 40, 47, 44, 46, 59, 49, 51, 57, 60, 52, 53, 54, 56], [55, 61, 58, 63, 62, 64, 66, 67, 65, 70, 68, 69, 71, 74, 72, 73, 75, 78, 76, 79, 82, 84, 85, 80, 81, 87, 86, 83, 88]]
79: [[24, 50, 36, 15, 23, 48, 22, 3, 6, 2, 4, 12, 10, 1, 5, 77, 7, 8, 13, 43, 28, 9, 29, 14, 11, 25, 16, 19, 20, 26], [18, 21, 30, 17, 27, 31, 35, 33, 32, 34, 39, 41, 42, 37, 45, 38, 40, 47, 44, 46, 59, 49, 51, 57, 60, 52, 53, 54, 56], [55, 61, 58, 63, 62, 64, 66, 67, 65, 70, 68, 69, 71, 74, 72, 73, 75, 78, 76, 79, 82, 84, 85, 80, 81, 87, 86, 83, 88]]
80: [[24, 50, 36, 15, 23, 48, 22, 3, 6, 2, 4, 12, 10, 1, 5, 77, 7, 8, 13, 43, 28, 9, 29, 14, 11, 25, 16, 19, 20, 26], [18, 21, 30, 17, 27, 31, 35, 33, 32, 34, 39, 41, 42, 37, 45, 38, 40, 47, 44, 46, 59, 49, 51, 57, 60, 52, 53, 54, 56], [55, 61, 58, 63, 62, 64, 66, 67, 65, 70, 68, 69, 71, 74, 72, 73, 75, 78, 76, 79, 82, 84, 85, 80, 81, 87, 86, 83, 88]]
81: [[24, 50, 36, 15, 23, 48, 22, 3, 6, 2, 4, 12, 10, 1, 5, 77, 7, 8, 13, 43, 28, 9, 29, 14, 11, 25, 16, 19, 20, 26], [18, 21, 30, 17, 27, 31, 35, 33, 32, 34, 39, 41, 42, 37, 45, 38, 40, 47, 44, 46, 59, 49, 51, 57, 60, 52, 53, 54, 56], [55, 61, 58, 63, 62, 64, 66, 67, 65, 70, 68, 69, 71, 74, 72, 73, 75, 78, 76, 79, 82, 84, 85, 80, 81, 87, 86, 83, 88]]
82: [[24, 50, 36, 15, 23, 48, 22, 3, 6, 2, 4, 12, 10, 1, 5, 77, 7, 8, 13, 43, 28, 9, 29, 14, 11, 25, 16, 19, 20, 26], [18, 21, 30, 17, 27, 31, 35, 33, 32, 34, 39, 41, 42, 37, 45, 38, 40, 47, 44, 46, 59, 49, 51, 57, 60, 52, 53, 54, 56], [55, 61, 58, 63, 62, 64, 66, 67, 65, 70, 68, 69, 71, 74, 72, 73, 75, 78, 76, 79, 82, 84, 85, 80, 81, 87, 86, 83, 88]]
83: [[24, 50, 36, 15, 23, 48, 22, 3, 6, 2, 4, 12, 10, 1, 5, 77, 7, 8, 13, 43, 28, 9, 29, 14, 11, 25, 16, 19, 20, 26], [18, 21, 30, 17, 27, 31, 35, 33, 32, 34, 39, 41, 42, 37, 45, 38, 40, 47, 44, 46, 59, 49, 51, 57, 60, 52, 53, 54, 56], [55, 61, 58, 63, 62, 64, 66, 67, 65, 70, 68, 69, 71, 74, 72, 73, 75, 78, 76, 79, 82, 84, 85, 80, 81, 87, 86, 83, 88]]
84: [[24, 50, 36, 15, 23, 48, 22, 3, 6, 2, 4, 12, 10, 1, 5, 77, 7, 8, 13, 43, 28, 9, 29, 14, 11, 25, 16, 19, 20, 26], [18, 21, 30, 17, 27, 31, 35, 33, 32, 34, 39, 41, 42, 37, 45, 38, 40, 47, 44, 46, 59, 49, 51, 57, 60, 52, 53, 54, 56], [55, 61, 58, 63, 62, 64, 66, 67, 65, 70, 68, 69, 71, 74, 72, 73, 75, 78, 76, 79, 82, 84, 85, 80, 81, 87, 86, 83, 88]]
85: [[24, 50, 36, 15, 23, 48, 22, 3, 6, 2, 4, 12, 10, 1, 5, 77, 7, 8, 13, 43, 28, 9, 29, 14, 11, 25, 16, 19, 20, 26], [18, 21, 30, 17, 27, 31, 35, 33, 32, 34, 39, 41, 42, 37, 45, 38, 40, 47, 44, 46, 59, 49, 51, 57, 60, 52, 53, 54, 56], [55, 61, 58, 63, 62, 64, 66, 67, 65, 70, 68, 69, 71, 74, 72, 73, 75, 78, 76, 79, 82, 84, 85, 80, 81, 87, 86, 83, 88]]
86: [[24, 50, 36, 15, 23, 48, 22, 3, 6, 2, 4, 12, 10, 1, 5, 77, 7, 8, 13, 43, 28, 9, 29, 14, 11, 25, 16, 19, 20, 26], [18, 21, 30, 17, 27, 31, 35, 33, 32, 34, 39, 41, 42, 37, 45, 38, 40, 47, 44, 46, 59, 49, 51, 57, 60, 52, 53, 54, 56], [55, 61, 58, 63, 62, 64, 66, 67, 65, 70, 68, 69, 71, 74, 72, 73, 75, 78, 76, 79, 82, 84, 85, 80, 81, 87, 86, 83, 88]]
87: [[24, 50, 36, 15, 23, 48, 22, 3, 6, 2, 4, 12, 10, 1, 5, 77, 7, 8, 13, 43, 28, 9, 29, 14, 11, 25, 16, 19, 20, 26], [18, 21, 30, 17, 27, 31, 35, 33, 32, 34, 39, 41, 42, 37, 45, 38, 40, 47, 44, 46, 59, 49, 51, 57, 60, 52, 53, 54, 56], [55, 61, 58, 63, 62, 64, 66, 67, 65, 70, 68, 69, 71, 74, 72, 73, 75, 78, 76, 79, 82, 84, 85, 80, 81, 87, 86, 83, 88]]
88: [[24, 50, 36, 15, 23, 48, 22, 3, 6, 2, 4, 12, 10, 1, 5, 77, 7, 8, 13, 43, 28, 9, 29, 14, 11, 25, 16, 19, 20, 26], [18, 21, 30, 17, 27, 31, 35, 33, 32, 34, 39, 41, 42, 37, 45, 38, 40, 47, 44, 46, 59, 49, 51, 57, 60, 52, 53, 54, 56], [55, 61, 58, 63, 62, 64, 66, 67, 65, 70, 68, 69, 71, 74, 72, 73, 75, 78, 76, 79, 82, 84, 85, 80, 81, 87, 86, 83, 88]]
89: [[24, 50, 36, 15, 23, 48, 22, 3, 6, 2, 4, 12, 10, 1, 5, 77, 7, 8, 13, 43, 28, 9, 29, 14, 11, 25, 16, 19, 20, 26], [18, 21, 30, 17, 27, 31, 35, 33, 32, 34, 39, 41, 42, 37, 45, 38, 40, 47, 44, 46, 59, 49, 51, 57, 60, 52, 53, 54, 56], [55, 61, 58, 63, 62, 64, 66, 67, 65, 70, 68, 69, 71, 74, 72, 73, 75, 78, 76, 79, 82, 84, 85, 80, 81, 87, 86, 83, 88]]
90: [[24, 50, 36, 15, 23, 48, 22, 3, 6, 2, 4, 12, 10, 1, 5, 77, 7, 8, 13, 43, 28, 9, 29, 14, 11, 25, 16, 19, 20, 26], [18, 21, 30, 17, 27, 31, 35, 33, 32, 34, 39, 41, 42, 37, 45, 38, 40, 47, 44, 46, 59, 49, 51, 57, 60, 52, 53, 54, 56], [55, 61, 58, 63, 62, 64, 66, 67, 65, 70, 68, 69, 71, 74, 72, 73, 75, 78, 76, 79, 82, 84, 85, 80, 81, 87, 86, 83, 88]]
91: [[24, 50, 36, 15, 23, 48, 22, 3, 6, 2, 4, 12, 10, 1, 5, 77, 7, 8, 13, 43, 28, 9, 29, 14, 11, 25, 16, 19, 20, 26], [18, 21, 30, 17, 27, 31, 35, 33, 32, 34, 39, 41, 42, 37, 45, 38, 40, 47, 44, 46, 59, 49, 51, 57, 60, 52, 53, 54, 56], [55, 61, 58, 63, 62, 64, 66, 67, 65, 70, 68, 69, 71, 74, 72, 73, 75, 78, 76, 79, 82, 84, 85, 80, 81, 87, 86, 83, 88]]
92: [[24, 50, 36, 15, 23, 48, 22, 3, 6, 2, 4, 12, 10, 1, 5, 77, 7, 8, 13, 43, 28, 9, 29, 14, 11, 25, 16, 19, 20, 26], [18, 21, 30, 17, 27, 31, 35, 33, 32, 34, 39, 41, 42, 37, 45, 38, 40, 47, 44, 46, 59, 49, 51, 57, 60, 52, 53, 54, 56], [55, 61, 58, 63, 62, 64, 66, 67, 65, 70, 68, 69, 71, 74, 72, 73, 75, 78, 76, 79, 82, 84, 85, 80, 81, 87, 86, 83, 88]]
93: [[24, 50, 36, 15, 23, 48, 22, 3, 6, 2, 4, 12, 10, 1, 5, 77, 7, 8, 13, 43, 28, 9, 29, 14, 11, 25, 16, 19, 20, 26], [18, 21, 30, 17, 27, 31, 35, 33, 32, 34, 39, 41, 42, 37, 45, 38, 40, 47, 44, 46, 59, 49, 51, 57, 60, 52, 53, 54, 56], [55, 61, 58, 63, 62, 64, 66, 67, 65, 70, 68, 69, 71, 74, 72, 73, 75, 78, 76, 79, 82, 84, 85, 80, 81, 87, 86, 83, 88]]
94: [[24, 50, 36, 15, 23, 48, 22, 3, 6, 2, 4, 12, 10, 1, 5, 77, 7, 8, 13, 43, 28, 9, 29, 14, 11, 25, 16, 19, 20, 26], [18, 21, 30, 17, 27, 31, 35, 33, 32, 34, 39, 41, 42, 37, 45, 38, 40, 47, 44, 46, 59, 49, 51, 57, 60, 52, 53, 54, 56], [55, 61, 58, 63, 62, 64, 66, 67, 65, 70, 68, 69, 71, 74, 72, 73, 75, 78, 76, 79, 82, 84, 85, 80, 81, 87, 86, 83, 88]]
95: [[24, 50, 36, 15, 23, 48, 22, 3, 6, 2, 4, 12, 10, 1, 5, 77, 7, 8, 13, 43, 28, 9, 29, 14, 11, 25, 16, 19, 20, 26], [18, 21, 30, 17, 27, 31, 35, 33, 32, 34, 39, 41, 42, 37, 45, 38, 40, 47, 44, 46, 59, 49, 51, 57, 60, 52, 53, 54, 56], [55, 61, 58, 63, 62, 64, 66, 67, 65, 70, 68, 69, 71, 74, 72, 73, 75, 78, 76, 79, 82, 84, 85, 80, 81, 87, 86, 83, 88]]
96: [[24, 50, 36, 15, 23, 48, 22, 3, 6, 2, 4, 12, 10, 1, 5, 77, 7, 8, 13, 43, 28, 9, 29, 14, 11, 25, 16, 19, 20, 26], [18, 21, 30, 17, 27, 31, 35, 33, 32, 34, 39, 41, 42, 37, 45, 38, 40, 47, 44, 46, 59, 49, 51, 57, 60, 52, 53, 54, 56], [55, 61, 58, 63, 62, 64, 66, 67, 65, 70, 68, 69, 71, 74, 72, 73, 75, 78, 76, 79, 82, 84, 85, 80, 81, 87, 86, 83, 88]]
97: [[24, 50, 36, 15, 23, 48, 22, 3, 6, 2, 4, 12, 10, 1, 5, 77, 7, 8, 13, 43, 28, 9, 29, 14, 11, 25, 16, 19, 20, 26], [18, 21, 30, 17, 27, 31, 35, 33, 32, 34, 39, 41, 42, 37, 45, 38, 40, 47, 44, 46, 59, 49, 51, 57, 60, 52, 53, 54, 56], [55, 61, 58, 63, 62, 64, 66, 67, 65, 70, 68, 69, 71, 74, 72, 73, 75, 78, 76, 79, 82, 84, 85, 80, 81, 87, 86, 83, 88]]
98: [[24, 50, 36, 15, 23, 48, 22, 3, 6, 2, 4, 12, 10, 1, 5, 77, 7, 8, 13, 43, 28, 9, 29, 14, 11, 25, 16, 19, 20, 26], [18, 21, 30, 17, 27, 31, 35, 33, 32, 34, 39, 41, 42, 37, 45, 38, 40, 47, 44, 46, 59, 49, 51, 57, 60, 52, 53, 54, 56], [55, 61, 58, 63, 62, 64, 66, 67, 65, 70, 68, 69, 71, 74, 72, 73, 75, 78, 76, 79, 82, 84, 85, 80, 81, 87, 86, 83, 88]]
99: [[24, 50, 36, 15, 23, 48, 22, 3, 6, 2, 4, 12, 10, 1, 5, 77, 7, 8, 13, 43, 28, 9, 29, 14, 11, 25, 16, 19, 20, 26], [18, 21, 30, 17, 27, 31, 35, 33, 32, 34, 39, 41, 42, 37, 45, 38, 40, 47, 44, 46, 59, 49, 51, 57, 60, 52, 53, 54, 56], [55, 61, 58, 63, 62, 64, 66, 67, 65, 70, 68, 69, 71, 74, 72, 73, 75, 78, 76, 79, 82, 84, 85, 80, 81, 87, 86, 83, 88]]
100: [[24, 50, 36, 15, 23, 48, 22, 3, 6, 2, 4, 12, 10, 1, 5, 77, 7, 8, 13, 43, 28, 9, 29, 14, 11, 25, 16, 19, 20, 26], [18, 21, 30, 17, 27, 31, 35, 33, 32, 34, 39, 41, 42, 37, 45, 38, 40, 47, 44, 46, 59, 49, 51, 57, 60, 52, 53, 54, 56], [55, 61, 58, 63, 62, 64, 66, 67, 65, 70, 68, 69, 71, 74, 72, 73, 75, 78, 76, 79, 82, 84, 85, 80, 81, 87, 86, 83, 88]]
101: [[24, 50, 36, 15, 23, 48, 22, 3, 6, 2, 4, 12, 10, 1, 5, 77, 7, 8, 13, 43, 28, 9, 29, 14, 11, 25, 16, 19, 20, 26], [18, 21, 30, 17, 27, 31, 35, 33, 32, 34, 39, 41, 42, 37, 45, 38, 40, 47, 44, 46, 59, 49, 51, 57, 60, 52, 53, 54, 56], [55, 61, 58, 63, 62, 64, 66, 67, 65, 70, 68, 69, 71, 74, 72, 73, 75, 78, 76, 79, 82, 84, 85, 80, 81, 87, 86, 83, 88]]
