0: [[35, 27, 9, 20, 2], [4, 7], [1, 5, 3], [8, 11, 14, 16, 29, 12], [30, 13, 15, 17, 6, 10, 21], [22, 19, 24, 23, 25, 28], [26], [31, 42, 32, 33, 37], [34], [36, 39, 41], [38, 47, 40, 43, 44, 46, 45, 18], [52, 51, 48], [50, 54, 59], [55, 58, 56, 53, 60], [57, 49]]
74: [[35, 27, 2, 24, 12, 20, 4, 7, 1, 3, 17, 14], [8, 9, 5, 6, 11, 10, 15, 25, 13, 21, 29, 30], [22, 19, 18, 23, 16, 28, 26, 31, 40, 38, 32, 37], [33, 36, 34, 45, 42, 43, 39, 41, 44, 46, 47, 50], [49, 52, 48, 54, 59, 51, 55, 58, 53, 60, 56, 57]]
75: [[35, 27, 2, 24, 12, 20, 4, 7, 1, 3, 17, 14], [8, 9, 5, 6, 11, 10, 15, 29, 13, 25, 21, 30], [22, 19, 18, 23, 16, 28, 26, 31, 40, 38, 32, 37], [33, 36, 34, 45, 42, 43, 39, 41, 44, 46, 47, 50], [49, 52, 48, 54, 59, 51, 55, 58, 53, 60, 56, 57]]
76: [[35, 27, 2, 24, 12, 20, 4, 7, 1, 3, 17, 14], [8, 9, 5, 6, 15, 10, 11, 29, 13, 21, 25, 30], [22, 19, 18, 23, 16, 28, 26, 31, 40, 38, 32, 37], [33, 36, 34, 45, 42, 43, 39, 41, 44, 46, 47, 50], [49, 52, 48, 54, 59, 51, 55, 58, 53, 60, 56, 57]]
77: [[35, 27, 2, 24, 12, 20, 4, 7, 1, 3, 17, 14], [8, 9, 5, 6, 15, 10, 11, 29, 13, 21, 25, 30], [22, 19, 18, 23, 16, 28, 26, 31, 40, 38, 32, 37], [33, 36, 34, 45, 42, 43, 39, 41, 44, 46, 47, 50], [49, 52, 48, 54, 59, 51, 55, 58, 53, 60, 56, 57]]
78: [[35, 27, 2, 24, 12, 20, 4, 7, 1, 3, 17, 14], [8, 9, 5, 10, 15, 6, 11, 25, 29, 21, 13, 30], [22, 19, 18, 23, 16, 28, 26, 31, 40, 38, 32, 37], [33, 36, 34, 45, 42, 43, 39, 41, 44, 46, 47, 50], [49, 52, 48, 54, 59, 51, 55, 58, 53, 60, 56, 57]]
79: [[35, 27, 2, 24, 12, 20, 4, 7, 1, 3, 17, 14], [8, 9, 5, 6, 11, 10, 15, 29, 13, 21, 25, 30], [22, 19, 18, 23, 16, 28, 26, 31, 40, 38, 32, 37], [33, 36, 34, 45, 42, 43, 39, 41, 44, 46, 47, 50], [49, 52, 48, 54, 59, 51, 55, 58, 53, 60, 56, 57]]
80: [[35, 27, 2, 24, 12, 20, 4, 7, 1, 3, 17, 14], [8, 9, 5, 6, 11, 10, 15, 29, 13, 21, 25, 30], [22, 19, 18, 23, 16, 28, 26, 31, 40, 38, 32, 37], [33, 36, 34, 45, 42, 43, 39, 41, 44, 46, 47, 50], [49, 52, 48, 54, 59, 51, 55, 58, 53, 60, 56, 57]]
81: [[35, 27, 2, 24, 12, 20, 4, 7, 1, 3, 17, 14], [8, 9, 5, 6, 15, 10, 29, 11, 13, 21, 25, 30], [22, 19, 18, 23, 16, 28, 26, 31, 40, 38, 32, 37], [33, 36, 34, 45, 42, 43, 39, 41, 44, 46, 47, 50], [49, 52, 48, 54, 59, 51, 55, 58, 53, 60, 56, 57]]
82: [[35, 27, 2, 24, 12, 20, 4, 7, 1, 3, 17, 14], [8, 9, 5, 10, 11, 6, 29, 15, 13, 21, 25, 30], [22, 19, 18, 23, 16, 28, 26, 31, 40, 38, 32, 37], [33, 36, 34, 45, 42, 43, 39, 41, 44, 46, 47, 50], [49, 52, 48, 54, 59, 51, 55, 58, 53, 60, 56, 57]]
83: [[35, 27, 2, 24, 12, 20, 4, 7, 1, 3, 17, 14], [8, 9, 5, 13, 15, 25, 11, 29, 30, 10, 21, 6], [22, 19, 18, 23, 16, 28, 26, 31, 40, 38, 32, 37], [33, 36, 34, 45, 42, 43, 39, 41, 44, 46, 47, 50], [49, 52, 48, 54, 59, 51, 55, 58, 53, 60, 56, 57]]
84: [[35, 27, 2, 24, 12, 20, 4, 7, 1, 3, 17, 14], [8, 9, 5, 6, 10, 11, 15, 13, 29, 21, 25, 30], [22, 19, 18, 23, 16, 28, 26, 31, 40, 38, 32, 37], [33, 36, 34, 45, 42, 43, 39, 41, 44, 46, 47, 50], [49, 52, 48, 54, 59, 51, 55, 58, 53, 60, 56, 57]]
85: [[35, 27, 2, 24, 12, 20, 4, 7, 1, 3, 17, 14], [8, 9, 5, 6, 15, 10, 11, 29, 13, 21, 25, 30], [22, 19, 18, 23, 16, 28, 26, 31, 40, 38, 32, 37], [33, 36, 34, 45, 42, 43, 39, 41, 44, 46, 47, 50], [49, 52, 48, 54, 59, 51, 55, 58, 53, 60, 56, 57]]
86: [[35, 27, 2, 24, 12, 20, 4, 7, 1, 3, 17, 14], [8, 9, 5, 10, 11, 6, 15, 29, 13, 25, 21, 30], [22, 19, 18, 23, 16, 28, 26, 31, 40, 38, 32, 37], [33, 36, 34, 45, 42, 43, 39, 41, 44, 46, 47, 50], [49, 52, 48, 54, 59, 51, 55, 58, 53, 60, 56, 57]]
87: [[35, 27, 2, 24, 12, 20, 4, 7, 1, 3, 17, 14], [8, 9, 5, 6, 11, 10, 15, 29, 13, 21, 25, 30], [22, 19, 18, 23, 16, 28, 26, 31, 40, 38, 32, 37], [33, 36, 34, 45, 42, 43, 39, 41, 44, 46, 47, 50], [49, 52, 48, 54, 59, 51, 55, 58, 53, 60, 56, 57]]
88: [[35, 27, 2, 24, 12, 20, 4, 7, 1, 3, 17, 14], [8, 9, 5, 6, 11, 10, 15, 25, 13, 21, 29, 30], [22, 19, 18, 23, 16, 28, 26, 31, 40, 38, 32, 37], [33, 36, 34, 45, 42, 43, 39, 41, 44, 46, 47, 50], [49, 52, 48, 54, 59, 51, 55, 58, 53, 60, 56, 57]]
89: [[35, 27, 2, 24, 12, 20, 4, 7, 1, 3, 17, 14], [8, 9, 5, 10, 11, 6, 29, 13, 21, 15, 25, 30], [22, 19, 18, 23, 16, 28, 26, 31, 40, 38, 32, 37], [33, 36, 34, 45, 42, 43, 39, 41, 44, 46, 47, 50], [49, 52, 48, 54, 59, 51, 55, 58, 53, 60, 56, 57]]
90: [[35, 27, 2, 24, 12, 20, 4, 7, 1, 3, 17, 14], [8, 9, 5, 10, 11, 6, 15, 29, 13, 25, 21, 30], [22, 19, 18, 23, 16, 28, 26, 31, 40, 38, 32, 37], [33, 36, 34, 45, 42, 43, 39, 41, 44, 46, 47, 50], [49, 52, 48, 54, 59, 51, 55, 58, 53, 60, 56, 57]]
91: [[35, 27, 2, 24, 12, 20, 4, 7, 1, 3, 17, 14], [8, 9, 5, 6, 15, 10, 11, 29, 13, 21, 25, 30], [22, 19, 18, 23, 16, 28, 26, 31, 40, 38, 32, 37], [33, 36, 34, 45, 42, 43, 39, 41, 44, 46, 47, 50], [49, 52, 48, 54, 59, 51, 55, 58, 53, 60, 56, 57]]
92: [[35, 27, 2, 24, 12, 20, 4, 7, 1, 3, 17, 14], [8, 9, 5, 10, 11, 6, 15, 29, 21, 13, 25, 30], [22, 19, 18, 23, 16, 28, 26, 31, 40, 38, 32, 37], [33, 36, 34, 45, 42, 43, 39, 41, 44, 46, 47, 50], [49, 52, 48, 54, 59, 51, 55, 58, 53, 60, 56, 57]]
93: [[35, 27, 2, 24, 12, 20, 4, 7, 1, 3, 17, 14], [8, 9, 5, 6, 10, 11, 15, 13, 29, 21, 25, 30], [22, 19, 18, 23, 16, 28, 26, 31, 40, 38, 32, 37], [33, 36, 34, 45, 42, 43, 39, 41, 44, 46, 47, 50], [49, 52, 48, 54, 59, 51, 55, 58, 53, 60, 56, 57]]
94: [[35, 27, 2, 24, 12, 20, 4, 7, 1, 3, 17, 14], [8, 9, 5, 6, 11, 10, 15, 29, 13, 21, 25, 30], [22, 19, 18, 23, 16, 28, 26, 31, 40, 38, 32, 37], [33, 36, 34, 45, 42, 43, 39, 41, 44, 46, 47, 50], [49, 52, 48, 54, 59, 51, 55, 58, 53, 60, 56, 57]]
95: [[35, 27, 2, 24, 12, 20, 4, 7, 1, 3, 17, 14], [8, 9, 5, 6, 15, 10, 11, 13, 29, 21, 25, 30], [22, 19, 18, 23, 16, 28, 26, 31, 40, 38, 32, 37], [33, 36, 34, 45, 42, 43, 39, 41, 44, 46, 47, 50], [49, 52, 48, 54, 59, 51, 55, 58, 53, 60, 56, 57]]
96: [[35, 27, 2, 24, 12, 20, 4, 7, 1, 3, 17, 14], [8, 9, 5, 11, 15, 13, 6, 25, 10, 21, 29, 30], [22, 19, 18, 23, 16, 28, 26, 31, 40, 38, 32, 37], [33, 36, 34, 45, 42, 43, 39, 41, 44, 46, 47, 50], [49, 52, 48, 54, 59, 51, 55, 58, 53, 60, 56, 57]]
97: [[35, 27, 2, 24, 12, 20, 4, 7, 1, 3, 17, 14], [8, 9, 5, 6, 11, 10, 15, 29, 13, 21, 25, 30], [22, 19, 18, 23, 16, 28, 26, 31, 40, 38, 32, 37], [33, 36, 34, 45, 42, 43, 39, 41, 44, 46, 47, 50], [49, 52, 48, 54, 59, 51, 55, 58, 53, 60, 56, 57]]
98: [[35, 27, 2, 24, 12, 20, 4, 7, 1, 3, 17, 14], [8, 9, 5, 6, 11, 10, 15, 29, 13, 25, 21, 30], [22, 19, 18, 23, 16, 28, 26, 31, 40, 38, 32, 37], [33, 36, 34, 45, 42, 43, 39, 41, 44, 46, 47, 50], [49, 52, 48, 54, 59, 51, 55, 58, 53, 60, 56, 57]]
99: [[35, 27, 2, 24, 12, 20, 4, 7, 1, 3, 17, 14], [8, 9, 5, 6, 11, 10, 15, 29, 13, 21, 25, 30], [22, 19, 18, 23, 16, 28, 26, 31, 40, 38, 32, 37], [33, 36, 34, 45, 42, 43, 39, 41, 44, 46, 47, 50], [49, 52, 48, 54, 59, 51, 55, 58, 53, 60, 56, 57]]
100: [[35, 27, 2, 24, 12, 20, 4, 7, 1, 3, 17, 14], [8, 9, 5, 6, 11, 10, 15, 29, 13, 21, 25, 30], [22, 19, 18, 23, 16, 28, 26, 31, 40, 38, 32, 37], [33, 36, 34, 45, 42, 43, 39, 41, 44, 46, 47, 50], [49, 52, 48, 54, 59, 51, 55, 58, 53, 60, 56, 57]]
101: [[35, 27, 2, 24, 12, 20, 4, 7, 1, 3, 17, 14], [8, 9, 5, 10, 11, 6, 15, 29, 13, 21, 25, 30], [22, 19, 18, 23, 16, 28, 26, 31, 40, 38, 32, 37], [33, 36, 34, 45, 42, 43, 39, 41, 44, 46, 47, 50], [49, 52, 48, 54, 59, 51, 55, 58, 53, 60, 56, 57]]
102: [[35, 27, 2, 24, 12, 20, 4, 7, 1, 3, 17, 14], [8, 9, 5, 10, 15, 6, 11, 13, 29, 25, 21, 30], [22, 19, 18, 23, 16, 28, 26, 31, 40, 38, 32, 37], [33, 36, 34, 45, 42, 43, 39, 41, 44, 46, 47, 50], [49, 52, 48, 54, 59, 51, 55, 58, 53, 60, 56, 57]]
103: [[35, 27, 2, 24, 12, 20, 4, 7, 1, 3, 17, 14], [8, 9, 5, 6, 11, 10, 15, 29, 13, 21, 25, 30], [22, 19, 18, 23, 16, 28, 26, 31, 40, 38, 32, 37], [33, 36, 34, 45, 42, 43, 39, 41, 44, 46, 47, 50], [49, 52, 48, 54, 59, 51, 55, 58, 53, 60, 56, 57]]
104: [[35, 27, 2, 24, 12, 20, 4, 7, 1, 3, 17, 14], [8, 9, 5, 6, 11, 10, 15, 29, 13, 21, 25, 30], [22, 19, 18, 23, 16, 28, 26, 31, 40, 38, 32, 37], [33, 36, 34, 45, 42, 43, 39, 41, 44, 46, 47, 50], [49, 52, 48, 54, 59, 51, 55, 58, 53, 60, 56, 57]]
105: [[35, 27, 2, 24, 12, 20, 4, 7, 1, 3, 17, 14], [8, 9, 5, 10, 15, 6, 11, 29, 13, 21, 25, 30], [22, 19, 18, 23, 16, 28, 26, 31, 40, 38, 32, 37], [33, 36, 34, 45, 42, 43, 39, 41, 44, 46, 47, 50], [49, 52, 48, 54, 59, 51, 55, 58, 53, 60, 56, 57]]
106: [[35, 27, 2, 24, 12, 20, 4, 7, 1, 3, 17, 14], [8, 9, 5, 6, 11, 10, 29, 15, 13, 21, 25, 30], [22, 19, 18, 23, 16, 28, 26, 31, 40, 38, 32, 37], [33, 36, 34, 45, 42, 43, 39, 41, 44, 46, 47, 50], [49, 52, 48, 54, 59, 51, 55, 58, 53, 60, 56, 57]]
107: [[35, 27, 2, 24, 12, 20, 4, 7, 1, 3, 17, 14], [8, 9, 5, 15, 11, 29, 13, 25, 30, 10, 21, 6], [22, 19, 18, 23, 16, 28, 26, 31, 40, 38, 32, 37], [33, 36, 34, 45, 42, 43, 39, 41, 44, 46, 47, 50], [49, 52, 48, 54, 59, 51, 55, 58, 53, 60, 56, 57]]
108: [[35, 27, 2, 24, 12, 20, 4, 7, 1, 3, 17, 14], [8, 9, 5, 10, 15, 6, 11, 29, 21, 25, 13, 30], [22, 19, 18, 23, 16, 28, 26, 31, 40, 38, 32, 37], [33, 36, 34, 45, 42, 43, 39, 41, 44, 46, 47, 50], [49, 52, 48, 54, 59, 51, 55, 58, 53, 60, 56, 57]]
109: [[35, 27, 2, 24, 12, 20, 4, 7, 1, 3, 17, 14], [8, 9, 5, 10, 13, 6, 15, 29, 11, 21, 25, 30], [22, 19, 18, 23, 16, 28, 26, 31, 40, 38, 32, 37], [33, 36, 34, 45, 42, 43, 39, 41, 44, 46, 47, 50], [49, 52, 48, 54, 59, 51, 55, 58, 53, 60, 56, 57]]
110: [[35, 27, 2, 24, 12, 20, 4, 7, 1, 3, 17, 14], [8, 9, 5, 10, 13, 6, 15, 29, 11, 21, 25, 30], [22, 19, 18, 23, 16, 28, 26, 31, 40, 38, 32, 37], [33, 36, 34, 45, 42, 43, 39, 41, 44, 46, 47, 50], [49, 52, 48, 54, 59, 51, 55, 58, 53, 60, 56, 57]]
111: [[35, 27, 2, 24, 12, 20, 4, 7, 1, 3, 17, 14], [8, 9, 5, 10, 13, 6, 15, 29, 11, 21, 25, 30], [22, 19, 18, 23, 16, 28, 26, 31, 40, 38, 32, 37], [33, 36, 34, 45, 42, 43, 39, 41, 44, 46, 47, 50], [49, 52, 48, 54, 59, 51, 55, 58, 53, 60, 56, 57]]
112: [[35, 27, 2, 24, 12, 20, 4, 7, 1, 3, 17, 14], [8, 9, 5, 6, 15, 31, 13, 25, 10, 11, 21, 29], [22, 19, 18, 23, 16, 28, 26, 30, 40, 38, 32, 37], [33, 36, 34, 45, 42, 43, 39, 41, 44, 46, 47, 50], [49, 52, 48, 54, 59, 51, 55, 58, 53, 60, 56, 57]]
113: [[35, 27, 2, 24, 12, 20, 4, 7, 1, 3, 17], [14, 8, 9, 5, 25, 15, 21, 13, 6, 10, 31, 26, 11], [22, 19, 18, 23, 16, 28, 29, 30, 40, 38, 32, 37], [33, 36, 34, 45, 42, 43, 39, 41, 44, 46, 47, 50], [49, 52, 48, 54, 59, 51, 55, 58, 53, 60, 56, 57]]
114: [[35, 27, 2, 24, 12, 20, 4, 7, 1, 3, 17, 14], [8, 9, 5, 10, 11, 6, 15, 29, 28, 13, 21, 30], [22, 19, 18, 23, 16, 25, 26, 31, 40, 38, 32, 37], [33, 36, 34, 45, 42, 43, 39, 41, 44, 46, 47, 50], [49, 52, 48, 54, 59, 51, 55, 58, 53, 60, 56, 57]]
115: [[35, 27, 2, 24, 12, 20, 4, 7, 1, 3, 17, 14], [8, 9, 5, 10, 11, 15, 6, 25, 29, 13, 21, 22], [30, 19, 18, 23, 16, 28, 26, 31, 40, 38, 32, 37], [33, 36, 34, 45, 42, 43, 39, 41, 44, 46, 47, 50], [49, 52, 48, 54, 59, 51, 55, 58, 53, 60, 56, 57]]
116: [[35, 27, 2, 24, 12, 20, 4, 7, 1, 3, 17, 14], [8, 9, 5, 6, 10, 11, 15, 29, 28, 13, 21, 22], [25, 19, 18, 23, 16, 30, 26, 31, 40, 38, 32, 37], [33, 36, 34, 45, 42, 43, 39, 41, 44, 46, 47, 50], [49, 52, 48, 54, 59, 51, 55, 58, 53, 60, 56, 57]]
117: [[35, 27], [3, 16, 12, 20, 4], [7, 1, 2], [8, 11, 14, 9, 5, 6], [13, 17, 15, 21, 22, 10, 25], [30, 18, 26, 19, 23, 28], [24], [31, 29, 40, 38, 32], [33], [36, 39, 34], [37, 42, 43, 44, 41, 46, 47, 45], [52, 51, 48], [50, 54, 59], [56, 55, 58, 53, 60], [57, 49]]
118: [[35, 27, 2, 24, 12, 20, 4, 7, 1, 3, 17, 14], [8, 9, 5, 6, 11, 30, 15, 25, 28, 10, 29, 22], [13, 19, 18, 23, 16, 21, 26, 31, 40, 38, 32, 37], [33, 36, 34, 45, 42, 43, 39, 41, 44, 46, 47, 50], [49, 52, 48, 54, 59, 51, 55, 58, 53, 60, 56, 57]]
119: [[35, 27, 8, 28, 2, 4, 7, 1, 5, 3, 17, 14], [6, 9, 29, 12, 10, 11, 15, 25, 13, 21, 18, 22], [23, 19, 20, 24, 16, 30, 26, 47, 32, 33, 37, 31], [34, 36, 43, 46, 38, 40, 39, 44, 41, 42, 45, 50], [49, 52, 48, 54, 59, 55, 58, 56, 53, 60, 51, 57]]
120: [[35, 27, 2, 24, 12, 20, 4, 7, 1, 3, 17, 14], [8, 9, 5, 10, 11, 13, 15, 19, 21, 25, 29, 31], [6, 22, 18, 23, 16, 28, 26, 30, 40, 38, 32, 37], [33, 36, 34, 45, 42, 43, 39, 41, 44, 46, 47, 50], [49, 52, 48, 54, 59, 51, 55, 58, 53, 60, 56, 57]]
121: [[35, 27, 2, 24, 12, 20, 4, 7, 1, 3, 17, 14], [8, 9, 5, 6, 15, 31, 13, 25, 26, 10, 29, 11], [22, 19, 18, 23, 16, 28, 21, 30, 40, 38, 32, 37], [33, 36, 34, 45, 42, 43, 39, 41, 44, 46, 47, 50], [49, 52, 48, 54, 59, 51, 55, 58, 53, 60, 56, 57]]
