0: [[7, 2, 35, 1], [19, 4, 3, 20], [8, 30, 5, 15, 18], [14, 10, 26, 11, 13, 27, 9, 17, 16, 21, 6], [12, 24, 31], [22, 23, 38, 60], [25, 29, 28, 32], [36, 33, 39, 40, 34], [37, 45, 43, 47, 41, 56, 42, 53, 51, 50, 46], [44, 55, 54], [59, 48, 52, 58], [57, 49]]
74: [[7, 2, 35, 1, 19], [4, 3, 20, 8, 30, 5, 15, 26, 11, 22, 9, 14, 13, 12, 6, 21, 10, 16, 17, 18, 23, 24, 28, 29, 31, 25, 27, 34, 46], [33], [53, 32, 41, 38, 37, 39, 44, 43, 42, 36, 40, 47, 45, 49, 51, 54, 52, 48, 55, 50, 58, 57, 60, 59, 56]]
75: [[7, 2, 35, 1], [19, 4, 3, 20, 8, 30, 5, 15, 9, 10, 6], [25, 11, 12, 13, 27, 14, 23, 18, 17, 22, 16, 21, 26, 24, 45], [44, 31, 28, 29, 33, 34, 32, 39, 38, 40, 36, 46, 37, 43, 41, 42, 47, 51, 48, 50, 56, 53, 54, 55, 49, 52, 57], [58, 59, 60]]
76: [[7, 2, 35, 1], [19, 4, 3, 20, 8], [30, 5, 15, 18, 11, 13, 9, 14, 12, 10, 6], [17, 16, 21, 23, 26, 29, 22, 24, 27, 28, 25, 44, 31, 36], [32, 34, 41, 33, 39, 37, 40, 38, 42, 46, 43, 47, 45, 50, 49, 60, 48, 52, 51, 54, 59, 55, 53, 56, 57, 58]]
77: [[7, 2, 35, 1], [19, 4], [3, 20, 8, 30], [5, 15, 6, 10, 14, 9, 13, 11, 12, 28, 17], [26, 29, 24, 16, 18, 22, 21], [31, 23, 25, 27, 37, 47], [36, 32, 33, 34, 39, 38], [41, 44, 46, 40, 59, 42], [45, 43, 48, 49, 52, 54, 50, 57, 53, 51], [58, 60, 55, 56]]
78: [[7, 2, 35, 1, 19, 4, 3, 20, 8, 30], [5, 15, 10, 12, 14, 9, 11, 26, 6, 13], [21, 16, 17, 23, 18, 25, 22, 24, 28, 27, 34, 29, 31, 37, 32, 36, 38, 47, 39, 33, 41, 43, 44, 40, 42, 54, 45, 53, 50, 46, 49, 51, 55, 48, 52, 58, 59, 56, 57, 60]]
79: [[7, 2, 35, 1], [19, 4, 3, 20, 8], [30, 5, 15, 18, 9, 13, 12, 6, 10, 24], [14, 22, 23, 26, 11, 17, 21], [29, 25, 31, 44], [16, 27, 28, 39, 40, 34, 33, 41, 32, 36, 37, 42, 38, 43, 45, 46, 60, 50, 48, 47, 51, 49, 53, 52, 54, 56, 58], [55, 59, 57]]
80: [[7, 2, 35, 1, 19], [4, 3, 20, 8], [30, 5, 15, 11], [6, 9, 13, 10, 26, 12, 14, 16, 17, 21, 22, 18], [29, 23, 31, 25, 28, 24, 27, 36, 47, 33, 34, 39, 32, 37, 43, 44, 46, 38, 49, 40, 41, 45, 56, 42, 48, 52, 50, 53, 51, 55, 54, 57, 58, 59, 60]]
81: [[7, 2, 35, 1], [19, 4, 3, 20], [8, 30, 5, 15, 18], [11, 9, 25, 12, 10, 14, 21], [13, 16, 17, 6, 22, 24, 29, 23], [31, 41, 26, 27, 28, 32, 33, 36, 37, 34, 38, 39, 42, 40, 43, 46, 45, 47, 48, 44, 51, 49, 52, 53, 50], [55, 56, 54, 60, 58, 59, 57]]
82: [[7, 2, 35, 1, 19, 4], [3, 20, 8, 30, 5, 15, 14, 25, 9, 6, 12], [17, 10, 11, 21, 13, 27, 22, 23], [31, 18, 28, 24, 29, 16, 26, 36, 32, 34, 37, 33, 42, 38, 44, 39, 40, 45, 41, 53, 43, 46, 52, 58, 47], [48, 50, 54, 51, 49, 56], [57, 55, 60, 59]]
83: [[7, 2, 35, 1], [19, 4, 3, 20, 8], [30, 5, 15, 12], [18, 6, 9, 27, 14, 11, 13, 17, 23, 10, 16], [21, 25, 24, 22, 29, 26, 44, 31], [60, 37, 33, 34, 28, 32, 41, 36, 47, 46, 38, 43, 40, 39, 42], [55, 48, 45, 50, 49, 53, 51, 54, 52, 57], [58, 56, 59]]
84: [[7, 2, 35], [1, 19, 4, 3, 20], [8, 30, 5, 15, 10, 6, 14, 9, 18, 13], [17, 11, 21, 12, 27, 24, 22], [16, 23, 26, 25], [28, 29, 31, 36, 34, 32, 37, 39, 33, 38, 57, 41, 47, 42, 44, 46, 54, 43, 49], [40, 45, 48, 50, 51, 53, 55, 52, 58, 59, 60], [56]]
85: [[7, 2, 35, 1, 19], [4, 3, 20], [8, 30, 5], [15, 10, 9, 6, 12, 13, 14, 18, 17, 21, 22, 11, 26, 25, 16, 29, 27], [31, 24, 23, 28], [34, 33, 38, 39, 32, 37, 42], [43, 36, 40], [45, 44, 41, 46, 47, 54, 48], [51, 49, 58, 53, 50], [55, 52, 59, 57, 60, 56]]
86: [[7, 2, 35, 1], [19, 4, 3, 20], [8, 30, 5, 15, 18, 13], [6, 9, 11, 14, 10], [23, 12, 27, 16, 21, 17, 24, 31, 22, 29, 41, 25, 26], [28, 33, 32, 36, 45, 46, 34, 38], [42, 44, 43, 37, 39, 47, 40, 59, 50, 49, 52, 53, 48, 54, 57, 55, 58, 51, 60, 56]]
87: [[7, 2, 35, 1], [19, 4, 3], [20, 8, 30, 5, 15, 11], [6, 10, 25, 9, 14, 18, 12, 22], [24, 17, 26, 23], [21, 31, 44, 60], [13, 16, 27, 28, 29, 33], [36, 34, 32, 46, 39], [38, 37, 40, 42, 45, 41], [43, 59, 50, 51, 47, 52], [48, 49, 57, 53, 58, 54, 55], [56]]
88: [[7, 2, 35, 1], [19, 4, 3], [20, 8, 30, 5], [15, 22, 10, 18, 11, 12, 6], [9, 13, 29, 16, 14, 17, 21, 27, 25, 23, 24, 34, 26, 31, 28, 37, 36, 32], [33, 46, 40, 44, 39, 45, 47, 38, 41, 43, 53, 51, 42, 49, 48, 58, 55, 52, 50, 54, 59, 57, 60, 56]]
89: [[7, 2, 35, 1, 19, 4, 3, 20, 8, 30], [5, 15, 27, 6, 13, 9, 12, 11, 16, 22, 14, 18, 21, 24, 10, 17, 23], [26, 31, 47, 25, 29, 28], [44, 37, 34, 33, 38, 36, 39, 46, 40, 42, 43], [32, 45, 60, 54, 41, 53, 48, 52, 51, 49, 50, 55, 59, 56], [57, 58]]
90: [[7, 2, 35, 1], [19, 4, 3], [20, 8, 30, 5, 15, 26, 10, 9, 6, 12], [11, 14, 13, 17], [23, 18, 16, 21, 24, 22, 27, 29, 44, 25, 31], [28, 37, 33, 38, 32, 34, 36, 39, 46, 40], [42, 45, 47, 41, 53, 56, 43, 49, 52, 58, 54, 48, 50, 51, 57, 55, 59, 60]]
91: [[7, 2, 35, 1, 19, 4, 3, 20, 8, 30], [5, 15, 6, 14, 10, 9], [17, 12, 11, 13, 22], [21, 18, 25, 23, 16, 28, 24, 26, 43, 29, 27, 31, 34, 33, 36, 38, 44], [39, 32, 46, 37, 41, 42, 40, 45], [47, 54, 53, 55, 50, 59, 51, 48, 49, 52, 57, 56, 58, 60]]
92: [[7, 2, 35], [1, 19, 4, 3], [20, 8, 30, 5, 15], [9, 6, 22, 14, 10, 12, 27, 13, 11], [17, 21, 23, 18, 25], [16, 24, 28, 29, 26, 42, 37, 36, 34], [38, 33, 41, 40], [32, 39, 31, 43, 56, 44, 47, 45, 55, 46, 51, 48, 49, 50, 53, 52, 58, 60, 54, 57, 59]]
93: [[7, 2, 35, 1, 19], [4, 3, 20, 8, 30, 5, 15, 18, 11, 9], [25, 14, 12, 13, 21, 6, 10], [17, 16, 22, 24], [31, 23, 27, 41, 26, 29], [28, 32, 33, 36, 37, 34, 39, 38, 42, 40, 44], [43, 45, 54, 47, 46, 51, 49, 52, 53, 48, 55, 59, 50, 58], [56, 57, 60]]
94: [[7, 2, 35, 1], [19, 4, 3, 20, 8, 30, 5, 15, 26, 10, 9, 6, 12, 11, 16, 21], [13, 14, 17, 18, 24], [31, 22, 25, 28], [27, 23, 56, 29, 33, 32, 34], [39, 36, 42, 38, 43, 41, 47, 44, 46], [37, 45, 50, 58, 40, 48, 52, 53, 54, 49, 55, 60, 51, 57, 59]]
95: [[7, 2, 35, 1, 19], [4, 3, 20, 8, 30], [5, 15, 9, 18, 6, 11, 14, 22, 12, 13], [17, 16, 21, 10], [27, 23, 25, 26, 24, 38, 28, 31, 29, 32, 33, 34, 37, 36, 39, 41, 40, 44, 42, 45, 47, 43, 46, 51, 54, 59, 60, 56, 50, 48, 52, 53, 49, 55, 57, 58]]
96: [[7, 2, 35, 1], [19, 4], [3, 20, 8, 30, 5, 15, 11, 25, 9, 10, 13, 12, 24, 22, 21, 6, 14, 16, 17, 18, 31], [26, 23, 47, 28, 27, 29, 32, 40, 39, 36, 33, 34, 44], [46, 38, 37, 41, 42, 43, 49, 45, 51, 54, 48, 50, 53, 55, 58, 56, 52, 60, 59, 57]]
97: [[7, 2, 35, 1, 19], [4, 3, 20, 8, 30, 5], [15, 29, 11, 9, 10], [12, 14, 13, 23, 6], [16, 17, 18, 21, 24], [26, 22, 27, 28, 25, 45], [31, 34, 33, 36, 32, 42], [39, 38, 40, 47, 43, 37], [41, 44, 46, 51, 50, 49, 52, 58, 48], [55, 57, 53, 54, 59, 60], [56]]
98: [[7, 2, 35, 1, 19], [4, 3, 20, 8, 30, 5, 15, 26, 13, 22, 12], [9, 28, 14, 17, 11, 16, 18, 10, 21, 6], [25, 24, 29], [31, 23, 27, 36, 47, 33], [52, 34, 40, 38], [37, 39, 46, 41, 32], [42, 43, 44, 45, 48, 53, 49, 50, 51, 55, 54, 56, 59, 60, 58, 57]]
99: [[7, 2, 35, 1, 19], [4, 3, 20, 8, 30, 5], [15, 29, 11, 9, 10], [12, 14, 13, 23, 6], [16, 17, 18, 21, 24], [26, 22, 27, 28, 25, 45], [31, 34, 33, 36, 32, 42], [39, 38, 40, 47, 43, 37], [41, 44, 46, 51, 50, 49, 52, 58, 48], [55, 57, 53, 54, 59, 60], [56]]
100: [[7, 2, 35, 1, 19], [4], [3, 20, 8, 30, 5, 15, 26, 18, 6], [11, 14, 9, 12, 13, 17, 16, 21, 10, 27], [22, 23, 31, 25], [38, 24, 28, 29, 32, 34], [33, 36, 37, 39, 41, 40, 44, 42], [45, 43, 47, 46, 50], [51, 52, 60, 56], [54, 48, 57, 53], [49, 55, 59, 58]]
101: [[7, 2, 35, 1, 19], [4, 3, 20, 8, 30, 5], [15, 18, 11, 9, 10, 13], [14, 6, 12, 22, 16, 17, 21], [23, 27, 24, 26, 28, 29], [25, 45, 31, 32], [33, 36, 34, 38], [37, 47, 39, 46, 40, 43, 41], [44, 48, 42, 50, 49, 51, 56], [52, 53, 59, 54, 55, 60, 57, 58]]
102: [[7, 2, 35], [1, 19, 4, 3, 20], [8, 30, 5, 15], [11, 10, 6, 13, 18], [22, 12, 25, 9, 14, 17, 21, 16, 23, 29, 24, 27, 31], [26, 28, 44, 33, 34, 36, 37, 38, 41, 57, 39, 46], [40, 32, 42, 54, 45, 50, 43, 47, 48, 49, 51, 52, 53, 55, 59, 58, 56, 60]]
103: [[7, 2, 35, 1, 19], [4, 3, 20, 8], [30, 5, 15, 26, 10, 6, 13], [17, 9, 12, 11, 16, 29, 14, 22, 21], [18, 27, 23, 24, 28], [47, 39, 25, 31, 38], [36, 32, 33, 41, 37, 34, 40, 42, 44, 43, 45, 51, 53, 56, 48, 55, 46, 49, 50, 58, 52, 54, 59, 57, 60]]
104: [[7, 2, 35], [1, 19, 4, 3, 20], [8, 30, 5, 15], [18, 9, 14, 6], [29, 11, 10, 13], [12, 17, 24, 16, 22, 23, 31, 21, 25], [28, 27, 26, 33, 34, 32, 37, 39, 42, 38, 40, 44, 36, 43, 53], [41, 46, 47, 56, 45, 48, 52, 50, 49, 51, 54, 55, 58, 57, 59, 60]]
105: [[7, 2, 35, 1, 19], [4, 3], [20, 8, 30, 5, 15, 26, 9], [6, 17, 10, 13], [12, 11, 21, 16, 18], [14, 22, 31, 25], [24, 23, 43, 27, 29], [28, 32, 37, 33, 38, 36, 34, 39, 46, 44, 45, 42, 40], [54, 53, 41, 51, 48, 47, 49, 52, 55, 57, 56, 58, 50, 59, 60]]
106: [[7, 2, 35, 1, 19, 4, 3], [20, 8, 30, 5, 15, 6, 26], [14, 11, 13, 9, 17], [10, 12, 23], [16, 21, 27, 22], [18, 31, 28, 40, 24], [29], [25, 39, 32, 38], [33, 34, 42, 47], [36, 37, 45, 46, 41, 43, 44], [59, 51, 53, 48], [49, 55, 56, 50, 52, 57, 58, 54, 60]]
107: [[7, 2, 35, 1, 19], [4, 3, 20, 8, 30, 5, 15, 26, 10, 9, 12, 13, 11, 21], [6, 16, 17, 23, 22, 18, 14, 31, 29], [25, 56, 24, 27, 36, 33, 32, 37, 28, 42, 39, 44, 46, 38, 40, 41, 51, 43, 47, 45, 34, 49, 48, 50, 55, 53, 54, 52, 58, 59, 60, 57]]
108: [[7, 2, 35, 1], [19, 4, 3, 20, 8, 30], [5, 15, 9, 13], [22, 11, 6, 12], [16, 17, 27, 14, 18, 10], [29, 26, 21, 23, 24], [25, 28, 31, 34, 33, 32, 36, 38, 40, 46, 39], [37, 47, 42, 41, 43, 45, 52, 50, 48, 44, 56, 57, 49, 51, 55, 53, 58, 59, 54, 60]]
109: [[7, 2, 35, 1, 19, 4, 3, 20, 8, 30, 5, 15, 17, 12, 9, 22, 6, 10, 14, 23, 13, 18, 11, 21, 16, 24, 26, 31, 29, 40, 27, 25, 28, 32, 37, 34, 33, 41, 39, 44, 36, 38, 42, 43, 47, 45, 46], [60, 50, 51, 49, 54], [55, 48, 52, 53, 56, 58, 59, 57]]
110: [[7, 2, 35, 1], [19, 4, 3, 20], [8, 30, 5, 15], [18, 10, 11, 9, 13, 6], [12, 14, 17, 16], [21, 23, 24, 26, 28], [22, 25, 60, 31, 27], [29, 36, 44, 37, 32, 41, 33, 46, 40, 38, 43, 34, 48, 47, 45, 53, 39, 42, 50, 52, 54, 51, 49, 55, 59, 57, 56, 58]]
111: [[7, 2, 35, 1, 19], [4, 3, 20, 8, 30, 5, 15, 6, 11, 14, 9, 13], [10, 12, 29, 17, 16, 26, 22, 18], [31, 21, 23, 24, 25, 27, 28, 39, 32, 36, 33], [38, 42, 37, 45], [34, 46, 41, 40], [43, 50, 44, 47], [58, 48, 52, 53, 51, 49, 55, 54], [59, 56, 57, 60]]
112: [[7, 2, 35, 1, 19, 4], [3, 20, 8, 30, 5, 15, 22, 13, 11, 10, 9, 12, 17, 6, 14, 18], [21, 23, 16, 25, 24, 28, 26, 27, 29, 31, 33, 34, 32, 39, 36, 43, 38], [46, 40, 37, 42, 47, 53, 44, 45, 41, 48, 49, 54, 52], [51, 58, 50, 59], [56, 55, 57, 60]]
113: [[7, 2, 35, 1, 19, 4, 3, 20, 8, 30, 5, 15, 18, 6, 9, 10, 13, 26, 12, 11, 21, 16, 27, 14, 24, 22], [23, 17, 25, 60, 29, 31, 28, 38], [36, 37, 33, 34, 39, 45, 41, 46, 43, 44, 32, 40, 47, 42, 52, 48, 54, 56, 53, 51, 49, 50, 55, 58, 59, 57]]
114: [[7, 2, 35, 1, 19], [4, 3, 20, 8], [30, 5, 15, 29, 11], [9, 25, 12, 10, 26, 6, 13, 22], [17, 16, 14, 21], [18, 24, 28, 37], [57, 27, 23, 31, 33, 36], [32, 45, 34, 38, 43, 47], [39, 42, 41, 44, 40], [55, 51, 49, 50, 46, 48, 54, 52, 53, 60, 58, 59, 56]]
115: [[7, 2, 35, 1, 19], [4, 3, 20, 8, 30, 5, 15], [13, 10, 11, 6], [12, 18, 9, 14, 21, 25, 17, 23], [16, 22, 27, 31, 26, 29], [28, 24, 37, 32, 41], [50, 34], [38, 36, 47, 33, 39, 40, 42, 43, 46, 45, 53, 51, 44, 54, 57, 48, 52, 55, 58], [49], [56, 60, 59]]
116: [[7, 2, 35, 1], [19, 4, 3, 20, 8, 30, 5, 15, 10, 12, 13], [6, 22, 9, 11, 18], [21, 16, 14, 23, 17, 31, 27, 24, 26, 28, 25, 29, 36], [33, 32, 52, 38, 42, 34, 44], [39, 46, 41, 40, 37, 45, 43], [47, 58, 48, 50, 51, 54, 49, 53, 55], [56, 59, 60, 57]]
117: [[7, 3, 33], [2, 19, 4, 6], [20, 8], [30, 5, 15, 10, 25, 9, 11, 13, 14, 1, 12, 22, 16, 17, 23, 21, 18, 31, 24, 26, 45, 28, 27, 29, 32, 38, 39, 34, 41, 40, 43, 35, 36, 42, 47, 46, 37, 51, 57, 48, 52, 49, 44, 53, 50, 54, 55, 56, 58, 60, 59]]
118: [[7, 34, 3, 1], [19, 4, 2, 20], [8, 30, 5, 15, 14, 16, 10, 6], [21, 9, 25, 13, 18, 11], [28, 12, 26, 27], [23, 24, 17, 29, 22], [31, 37, 33, 36], [35, 40, 38, 42, 41], [39, 46, 32, 44, 53, 43, 45, 47], [50, 48, 52, 60, 49], [51, 55, 54, 56, 58], [57, 59]]
119: [[7, 2, 35, 1, 19], [4, 3, 20, 8, 30, 5, 15, 11, 12, 10, 9, 13, 28, 14], [6, 16, 18, 25], [23, 17, 24, 21], [22, 26, 27, 31, 29, 33], [34, 36, 37, 32, 46], [39, 42, 38, 40, 43, 44, 52, 47, 41, 49], [50, 48, 54, 59, 51, 45, 53, 55, 56, 58, 57, 60]]
120: [[7, 2, 35, 1, 19], [4, 3, 20, 8, 30], [5, 15, 26, 11, 10], [9, 14, 12, 13], [18, 6, 16, 17, 22], [21, 23, 24, 28, 25, 31, 27, 29, 53, 32, 34, 37, 38], [41, 33, 42, 47, 40, 36, 39, 43, 45, 44, 46, 50, 49, 55, 51, 54, 52, 56, 48, 60, 58, 59, 57]]
121: [[7, 2, 35, 1, 19], [4, 3, 20, 8, 30, 5], [15, 26, 11, 10], [6, 22, 12, 25, 18, 13, 14], [21], [9, 16, 17, 24], [31, 29, 23, 27, 44, 37], [32, 42, 28, 36, 39, 47, 33, 34], [38, 45, 58, 43, 40, 41], [54, 46, 52, 48], [56, 50, 51, 57], [53, 49, 59, 55, 60]]
