0: [[64, 5, 19, 7, 38, 67, 4, 49], [13, 2, 1, 11, 12, 22], [10, 3, 8, 6, 9], [14, 15], [17, 21], [18, 20], [16, 26, 23, 24, 27], [28, 60, 25, 29], [31, 30, 33, 35], [45, 56, 40, 47], [53, 34, 39, 44], [32, 37], [36, 59, 51, 41, 43], [42, 54, 46, 52, 50], [48, 61], [55, 62, 57, 58, 63], [75, 68, 65, 74, 69, 66, 70], [71, 72, 73, 82, 78, 76, 81, 77, 79], [86, 83], [80, 84, 85, 87, 88]]
51: [[64, 5, 19, 7, 38, 67, 4, 49], [13, 2, 1, 11, 12, 22], [10, 3, 8, 6, 9], [14, 15], [17, 21], [18, 20, 16, 26], [23, 24], [27, 28, 60, 25, 29], [31, 30, 33, 35, 45, 56, 40, 47, 53, 34, 39, 44, 32, 37, 36, 59, 51, 41, 43, 42, 54, 46, 52, 50, 48, 61, 55, 62, 57, 58, 63, 75, 68, 65, 74, 69, 66, 70, 71, 72, 73, 82, 78, 76, 81, 77, 79, 86, 83, 80, 84, 85, 87, 88]]
52: [[64, 5, 19, 7, 38, 67], [4, 49, 13, 2, 1, 11, 12, 22], [10, 3, 8, 6, 9], [14, 15, 17, 21, 18], [20, 16], [26, 23], [24, 27, 28], [60, 25, 29], [31, 30, 33], [35, 45, 56], [40, 47], [53, 34, 39, 44, 32], [37, 36, 59, 51, 41, 43, 42, 54, 46, 52, 50, 48], [61, 55, 62, 57, 58, 63, 75, 68, 65, 74, 69, 66, 70, 71, 72, 73, 82, 78, 76, 81, 77, 79, 86, 83, 80, 84, 85, 87, 88]]
53: [[64, 5, 19, 7, 38], [67, 4, 49], [13, 2, 1, 11, 12, 22], [10, 3, 8, 6, 9], [14, 15], [17, 21], [18, 20, 16], [26, 23], [24, 27, 28, 60], [25, 29, 31, 30, 33], [35, 45, 56], [40, 47, 53, 34, 39, 44], [32, 37, 36, 59, 51], [41, 43], [42, 54], [46, 52], [50, 48, 61, 55, 62], [57, 58, 63, 75, 68], [65, 74, 69, 66, 70], [71, 72, 73, 82, 78, 76, 81, 77], [79, 86, 83, 80, 84, 85, 87, 88]]
54: [[64, 5, 19, 7, 38, 67, 4, 49], [13, 2, 1, 11, 12, 22], [10, 3, 8, 6, 9], [14, 15, 17], [21, 18, 20], [16, 26, 23, 24], [27, 28, 60, 25], [29, 31], [30, 33, 35, 45, 56], [40, 47, 53, 34], [39, 44, 32, 37], [36, 59, 51, 41], [43, 42, 54, 46], [52, 50], [48, 61, 55, 62, 57, 58, 63, 75, 68], [65, 74, 69, 66, 70, 71, 72, 73, 82, 78, 76, 81, 77, 79, 86, 83, 80, 84, 85, 87, 88]]
55: [[64, 5, 19, 7, 38, 67, 4, 49], [13, 2, 1, 11, 12, 22], [10, 3, 8, 6, 9], [14, 15, 17, 21, 18, 20, 16], [26, 23, 24, 27, 28, 60, 25, 29, 31], [30, 33], [35, 45, 56, 40, 47], [53, 34, 39, 44, 32, 37, 36, 59, 51, 41, 43, 42, 54, 46, 52, 50, 48, 61, 55, 62, 57, 58, 63, 75, 68, 65, 74, 69, 66, 70, 71, 72, 73, 82, 78, 76, 81, 77, 79, 86, 83, 80, 84, 85, 87, 88]]
56: [[64, 5, 19, 7, 38, 67, 4, 49], [13, 2, 1, 11, 12, 22], [10, 3, 8, 6, 9, 14, 15, 17], [21, 18, 20, 16, 26], [23, 24], [27, 28], [60, 25, 29, 31, 30, 33], [35, 45, 56, 40, 47], [53, 34], [39, 44], [32, 37, 36], [59, 51, 41, 43], [42, 54, 46, 52, 50], [48, 61, 55], [62, 57, 58, 63, 75], [68, 65, 74, 69, 66], [70, 71, 72, 73], [82, 78, 76], [81, 77, 79, 86, 83, 80], [84, 85, 87, 88]]
57: [[64, 5, 19, 7, 38], [67, 4, 49], [13, 2], [1, 11], [12, 22, 10], [3, 8, 6], [9, 14, 15, 17], [21, 18, 20], [16, 26, 23, 24, 27], [28, 60, 25, 29, 31], [30, 33, 35], [45, 56, 40, 47, 53], [34, 39], [44, 32], [37, 36, 59], [51, 41, 43], [42, 54, 46, 52, 50], [48, 61, 55], [62, 57, 58], [63, 75], [68, 65, 74, 69], [66, 70, 71, 72], [73, 82, 78, 76, 81, 77], [79, 86, 83, 80, 84], [85, 87, 88]]
58: [[64, 5], [19, 7, 38], [67, 4, 49, 13, 2], [1, 11], [12, 22], [10, 3], [8, 6, 9], [14, 15, 17], [21, 18], [20, 16, 26, 23, 24], [27, 28], [60, 25], [29, 31, 30, 33, 35], [45, 56], [40, 47], [53, 34], [39, 44, 32, 37], [36, 59, 51, 41, 43], [42, 54, 46], [52, 50, 48, 61, 55], [62, 57, 58, 63, 75], [68, 65, 74, 69, 66], [70, 71, 72, 73, 82], [78, 76, 81, 77, 79], [86, 83], [80, 84, 85, 87, 88]]
59: [[64, 5, 19, 7, 38, 67], [4, 49, 13, 2, 1, 11, 12, 22], [10, 3, 8, 6, 9, 14], [15, 17, 21, 18, 20], [16, 26, 23, 24], [27, 28, 60, 25], [29, 31, 30, 33, 35], [45, 56, 40, 47, 53, 34, 39], [44, 32], [37, 36], [59, 51], [41, 43], [42, 54], [46, 52, 50, 48, 61], [55, 62, 57], [58, 63], [75, 68, 65, 74, 69, 66, 70, 71, 72, 73, 82, 78, 76, 81, 77], [79, 86, 83, 80, 84, 85, 87, 88]]
60: [[64, 5, 19, 7, 38, 67, 4, 49], [13, 2, 1, 11, 12, 22], [10, 3, 8, 6, 9], [14, 15, 17], [21, 18], [20, 16], [26, 23, 24, 27, 28], [60, 25, 29, 31], [30, 33, 35, 45, 56], [40, 47, 53, 34], [39, 44, 32], [37, 36, 59], [51, 41, 43, 42], [54, 46, 52, 50], [48, 61], [55, 62], [57, 58, 63, 75, 68], [65, 74, 69], [66, 70], [71, 72, 73, 82, 78, 76, 81, 77], [79, 86, 83, 80, 84, 85, 87, 88]]
61: [[64, 5, 19, 7, 38, 67], [4, 49, 13, 2, 1, 11], [12, 22, 10], [3, 8, 6, 9], [14, 15, 17, 21], [18, 20, 16, 26, 23, 24], [27, 28], [60, 25, 29], [31, 30, 33, 35, 45, 56], [40, 47, 53, 34], [39, 44, 32], [37, 36, 59, 51, 41, 43], [42, 54, 46, 52, 50], [48, 61, 55], [62, 57, 58, 63, 75], [68, 65, 74, 69], [66, 70, 71, 72], [73, 82, 78, 76], [81, 77, 79, 86], [83, 80, 84, 85], [87, 88]]
62: [[64, 5, 19, 7, 38], [67, 4, 49], [13, 2, 1], [11, 12, 22, 10, 3, 8], [6, 9], [14, 15], [17, 21], [18, 20, 16, 26, 23], [24, 27, 28, 60, 25], [29, 31, 30, 33, 35], [45, 56, 40], [47, 53, 34, 39], [44, 32, 37, 36], [59, 51], [41, 43], [42, 54, 46, 52, 50], [48, 61, 55, 62], [57, 58], [63, 75], [68, 65, 74, 69], [66, 70, 71, 72], [73, 82], [78, 76], [81, 77, 79, 86, 83], [80, 84, 85], [87, 88]]
63: [[64, 5, 19, 7, 38], [67, 4], [49, 13, 2, 1, 11], [12, 22], [10, 3], [8, 6, 9, 14, 15, 17], [21, 18, 20, 16, 26], [23, 24], [27, 28], [60, 25, 29], [31, 30, 33, 35], [45, 56, 40, 47, 53], [34, 39, 44], [32, 37, 36, 59, 51], [41, 43, 42, 54, 46], [52, 50, 48, 61], [55, 62, 57], [58, 63, 75, 68, 65, 74], [69, 66, 70, 71, 72, 73, 82, 78, 76, 81, 77, 79], [86, 83, 80, 84, 85, 87, 88]]
64: [[64, 5, 19, 7, 38, 67, 4, 49], [13, 2, 1, 11, 12, 22], [10, 3, 8, 6, 9], [14, 15], [17, 21], [18, 20], [16, 26, 23, 24, 27], [28, 60], [25, 29, 31, 30, 33, 35, 45], [56, 40, 47, 53, 34, 39, 44, 32, 37, 36, 59, 51, 41, 43, 42, 54, 46, 52, 50, 48, 61, 55, 62, 57, 58, 63, 75, 68, 65, 74, 69, 66, 70, 71, 72, 73, 82, 78, 76, 81, 77], [79, 86, 83, 80, 84, 85, 87, 88]]
65: [[64, 5, 19, 7, 38, 67, 4, 49], [13, 2, 1, 11, 12, 22], [10, 3, 8, 6, 9], [14, 15], [17, 21], [18, 20], [16, 26, 23, 24, 27, 28, 60, 25, 29, 31, 30, 33, 35, 45, 56, 40, 47, 53, 34, 39, 44], [32, 37, 36, 59, 51, 41, 43, 42, 54, 46, 52, 50, 48, 61, 55, 62, 57, 58, 63, 75, 68, 65, 74, 69, 66], [70, 71, 72, 73, 82, 78, 76, 81, 77, 79, 86, 83, 80, 84, 85, 87, 88]]
66: [[64, 5, 19, 7, 38], [67, 4, 49], [13, 2, 1, 11, 12], [22, 10], [3, 8], [6, 9], [14, 15], [17, 21, 18, 20, 16], [26, 23, 24], [27, 28, 60, 25, 29, 31], [30, 33, 35, 45, 56], [40, 47, 53, 34, 39, 44], [32, 37, 36, 59, 51], [41, 43, 42, 54], [46, 52, 50, 48, 61], [55, 62], [57, 58, 63, 75, 68], [65, 74, 69], [66, 70, 71, 72], [73, 82, 78, 76], [81, 77, 79], [86, 83], [80, 84, 85], [87, 88]]
67: [[64, 5, 19, 7, 38], [67, 4, 49], [13, 2, 1, 11, 12, 22], [10, 3, 8, 6, 9], [14, 15], [17, 21], [18, 20, 16, 26, 23, 24], [27, 28, 60, 25, 29, 31, 30], [33, 35, 45, 56, 40], [47, 53], [34, 39], [44, 32, 37, 36, 59, 51], [41, 43, 42, 54, 46], [52, 50, 48], [61, 55], [62, 57], [58, 63, 75, 68], [65, 74, 69, 66, 70], [71, 72, 73], [82, 78], [76, 81, 77, 79, 86, 83, 80, 84, 85, 87, 88]]
68: [[64, 5, 19, 7, 38], [67, 4, 49, 13, 2, 1], [11, 12, 22, 10, 3, 8, 6, 9], [14, 15], [17, 21, 18, 20, 16], [26, 23, 24, 27, 28], [60, 25], [29, 31], [30, 33, 35], [45, 56, 40], [47, 53, 34], [39, 44, 32], [37, 36], [59, 51, 41, 43, 42], [54, 46, 52, 50, 48, 61, 55, 62, 57, 58, 63, 75], [68, 65, 74, 69, 66, 70, 71, 72, 73, 82, 78, 76, 81, 77, 79, 86, 83, 80, 84, 85, 87, 88]]
69: [[64, 5, 19, 7, 38], [67, 4], [49, 13, 2, 1, 11], [12, 22, 10, 3, 8], [6, 9], [14, 15], [17, 21, 18], [20, 16, 26], [23, 24, 27], [28, 60, 25], [29, 31], [30, 33, 35, 45, 56], [40, 47, 53, 34, 39], [44, 32, 37, 36, 59, 51, 41, 43, 42, 54, 46], [52, 50, 48, 61, 55, 62, 57, 58, 63, 75, 68, 65, 74, 69, 66, 70], [71, 72, 73, 82, 78, 76, 81, 77, 79, 86, 83, 80, 84, 85, 87, 88]]
70: [[64, 5, 19, 7, 38, 67, 4, 49], [13, 2, 1, 11, 12, 22], [10, 3, 8, 6, 9], [14, 15], [17, 21], [18, 20], [16, 26], [23, 24, 27, 28, 60, 25, 29, 31, 30, 33, 35], [45, 56, 40, 47, 53, 34, 39, 44, 32, 37, 36, 59, 51, 41, 43, 42, 54, 46, 52, 50, 48, 61, 55, 62, 57, 58, 63, 75, 68], [65, 74, 69, 66, 70, 71, 72, 73, 82, 78, 76, 81, 77, 79, 86], [83, 80, 84, 85, 87, 88]]
71: [[64, 5, 19, 7, 38, 67, 4, 49], [13, 2, 1, 11, 12, 22], [10, 3, 8, 6, 9, 14], [15, 17], [21, 18, 20, 16, 26], [23, 24, 27, 28, 60], [25, 29, 31], [30, 33], [35, 45, 56, 40], [47, 53, 34, 39], [44, 32, 37, 36], [59, 51, 41, 43], [42, 54], [46, 52, 50, 48, 61], [55, 62, 57, 58, 63, 75, 68], [65, 74], [69, 66, 70, 71, 72, 73, 82, 78, 76, 81, 77, 79, 86, 83, 80, 84, 85, 87, 88]]
72: [[64, 5, 19, 7, 38, 67, 4, 49], [13, 2, 1, 11, 12, 22], [10, 3, 8, 6, 9], [14, 15], [17, 21], [18, 20], [16, 26, 23, 24, 27, 28, 60, 25, 29, 31, 30, 33, 35, 45, 56, 40, 47, 53, 34, 39], [44, 32, 37, 36, 59, 51, 41, 43, 42, 54, 46, 52, 50, 48, 61, 55, 62, 57, 58, 63, 75, 68], [65, 74, 69, 66, 70, 71, 72, 73, 82, 78, 76, 81, 77, 79, 86, 83, 80, 84, 85, 87, 88]]
73: [[64, 5, 19, 7, 38], [67, 4, 49], [13, 2, 1, 11, 12, 22], [10, 3, 8, 6, 9], [14, 15], [17, 21, 18, 20], [16, 26, 23], [24, 27], [28, 60, 25, 29, 31, 30, 33, 35, 45, 56, 40], [47, 53], [34, 39, 44, 32, 37, 36, 59, 51, 41, 43, 42, 54, 46, 52, 50], [48, 61, 55, 62, 57, 58, 63, 75, 68, 65, 74, 69, 66, 70, 71, 72, 73, 82, 78, 76, 81, 77, 79, 86, 83, 80, 84, 85, 87, 88]]
74: [[64, 5, 19, 7, 38, 67], [4, 49, 13, 2, 1], [11, 12], [22, 10], [3, 8], [6, 9, 14, 15], [17, 21, 18, 20], [16, 26], [23, 24, 27, 28, 60], [25, 29, 31, 30, 33, 35], [45, 56], [40, 47], [53, 34, 39, 44, 32, 37], [36, 59, 51, 41, 43], [42, 54, 46], [52, 50, 48, 61, 55], [62, 57, 58, 63], [75, 68, 65, 74, 69], [66, 70, 71, 72], [73, 82, 78, 76], [81, 77, 79], [86, 83, 80, 84], [85, 87, 88]]
75: [[64, 5, 19, 7, 38, 67, 4, 49], [13, 2, 1, 11, 12, 22], [10, 3, 8, 6, 9], [14, 15], [17, 21, 18, 20, 16], [26, 23, 24, 27], [28, 60, 25, 29, 31, 30, 33, 35, 45, 56, 40, 47, 53, 34, 39, 44, 32, 37, 36, 59, 51], [41, 43, 42, 54, 46, 52, 50, 48, 61, 55, 62, 57, 58, 63, 75, 68, 65, 74, 69, 66, 70, 71, 72, 73, 82, 78, 76, 81, 77, 79, 86, 83, 80, 84, 85, 87, 88]]
76: [[64, 5, 19, 7, 38, 67], [4, 49, 13, 2, 1, 11], [12, 22], [10, 3], [8, 6], [9, 14, 15, 17, 21], [18, 20, 16, 26, 23], [24, 27, 28], [60, 25, 29, 31], [30, 33, 35, 45, 56, 40], [47, 53, 34, 39, 44, 32, 37], [36, 59, 51, 41, 43], [42, 54], [46, 52, 50, 48, 61], [55, 62, 57, 58, 63, 75, 68], [65, 74, 69, 66, 70], [71, 72, 73, 82, 78, 76, 81, 77, 79], [86, 83, 80, 84, 85], [87, 88]]
77: [[64, 5], [19, 7], [38, 67], [4, 49, 13], [2, 1, 11], [12, 22, 10, 3], [8, 6, 9], [14, 15], [17, 21], [18, 20, 16, 26], [23, 24], [27, 28, 60, 25, 29], [31, 30], [33, 35], [45, 56, 40, 47, 53], [34, 39, 44, 32, 37], [36, 59], [51, 41], [43, 42, 54], [46, 52, 50], [48, 61], [55, 62, 57], [58, 63, 75, 68, 65], [74, 69, 66, 70, 71], [72, 73, 82, 78, 76], [81, 77, 79, 86], [83, 80, 84, 85], [87, 88]]
78: [[64, 5], [19, 7], [38, 67], [4, 49, 13], [2, 1, 11, 12, 22], [10, 3, 8, 6], [9, 14, 15], [17, 21, 18, 20, 16], [26, 23, 24, 27], [28, 60, 25, 29], [31, 30, 33, 35], [45, 56], [40, 47, 53, 34, 39], [44, 32, 37, 36, 59], [51, 41], [43, 42, 54, 46, 52], [50, 48, 61, 55, 62, 57, 58], [63, 75, 68, 65, 74, 69, 66, 70, 71], [72, 73], [82, 78, 76, 81, 77], [79, 86, 83, 80, 84, 85, 87, 88]]
79: [[64, 5, 19, 7, 38, 67, 4, 49], [13, 2, 1, 11, 12, 22], [10, 3, 8], [6, 9], [14, 15, 17, 21, 18], [20, 16, 26], [23, 24, 27], [28, 60, 25, 29], [31, 30], [33, 35, 45, 56], [40, 47, 53, 34], [39, 44], [32, 37, 36, 59, 51], [41, 43, 42, 54, 46, 52, 50, 48, 61, 55, 62, 57, 58, 63, 75, 68, 65, 74, 69, 66], [70, 71, 72, 73, 82, 78, 76, 81, 77, 79, 86, 83, 80, 84, 85, 87, 88]]
80: [[64, 5, 19, 7, 38, 67, 4, 49], [13, 2, 1, 11, 12, 22], [10, 3, 8], [6, 9], [14, 15, 17, 21], [18, 20], [16, 26, 23], [24, 27, 28, 60, 25], [29, 31, 30, 33, 35], [45, 56, 40, 47, 53, 34, 39, 44, 32, 37], [36, 59, 51, 41, 43, 42, 54, 46, 52, 50, 48], [61, 55, 62, 57, 58, 63, 75, 68], [65, 74, 69, 66, 70, 71, 72, 73, 82, 78, 76, 81, 77, 79, 86, 83, 80, 84, 85, 87, 88]]
81: [[64, 5, 19, 7, 38, 67], [4, 49, 13, 2, 1, 11, 12, 22], [10, 3, 8, 6, 9], [14, 15, 17], [21, 18], [20, 16, 26, 23, 24], [27, 28, 60], [25, 29], [31, 30, 33, 35], [45, 56, 40, 47], [53, 34, 39, 44], [32, 37, 36, 59], [51, 41], [43, 42], [54, 46, 52, 50, 48], [61, 55, 62, 57], [58, 63, 75, 68], [65, 74, 69, 66], [70, 71, 72, 73], [82, 78], [76, 81, 77, 79, 86, 83, 80, 84, 85], [87, 88]]
82: [[64, 5, 19, 7], [38, 67], [4, 49], [13, 2], [1, 11, 12, 22], [10, 3, 8, 6], [9, 14, 15], [17, 21, 18], [20, 16, 26, 23, 24], [27, 28, 60, 25], [29, 31, 30, 33, 35], [45, 56, 40, 47], [53, 34, 39, 44], [32, 37], [36, 59], [51, 41, 43, 42, 54], [46, 52], [50, 48], [61, 55, 62, 57, 58], [63, 75, 68, 65, 74], [69, 66, 70, 71], [72, 73, 82, 78, 76], [81, 77], [79, 86, 83], [80, 84, 85, 87, 88]]
83: [[64, 5, 19, 7, 38, 67, 4, 49], [13, 2, 1, 11, 12, 22], [10, 3, 8, 6, 9], [14, 15, 17, 21, 18], [20, 16, 26, 23], [24, 27, 28, 60], [25, 29, 31, 30], [33, 35, 45, 56], [40, 47], [53, 34, 39, 44, 32], [37, 36, 59, 51, 41], [43, 42], [54, 46, 52, 50, 48], [61, 55], [62, 57, 58, 63, 75], [68, 65], [74, 69], [66, 70, 71, 72, 73], [82, 78, 76], [81, 77], [79, 86], [83, 80, 84, 85], [87, 88]]
84: [[64, 5, 19, 7, 38, 67], [4, 49, 13, 2, 1], [11, 12], [22, 10], [3, 8, 6, 9, 14, 15], [17, 21], [18, 20], [16, 26, 23, 24, 27, 28], [60, 25, 29, 31, 30], [33, 35], [45, 56], [40, 47, 53], [34, 39, 44, 32], [37, 36, 59, 51, 41], [43, 42, 54], [46, 52, 50, 48, 61], [55, 62, 57, 58, 63], [75, 68, 65, 74], [69, 66, 70, 71], [72, 73, 82, 78, 76], [81, 77, 79, 86], [83, 80], [84, 85, 87, 88]]
85: [[64, 5, 19, 7, 38], [67, 4], [49, 13, 2, 1, 11], [12, 22, 10, 3, 8], [6, 9], [14, 15], [17, 21, 18], [20, 16, 26], [23, 24, 27], [28, 60, 25], [29, 31], [30, 33, 35, 45, 56], [40, 47, 53, 34, 39, 44, 32, 37, 36, 59, 51, 41], [43, 42, 54, 46, 52, 50, 48, 61, 55, 62, 57, 58, 63, 75, 68, 65, 74, 69, 66, 70, 71, 72, 73, 82, 78, 76, 81, 77, 79, 86, 83, 80, 84, 85, 87, 88]]
86: [[64, 5, 19, 7, 38], [67, 4], [49, 13, 2, 1, 11], [12, 22, 10, 3, 8], [6, 9], [14, 15], [17, 21, 18], [20, 16, 26], [23, 24, 27], [28, 60, 25], [29, 31], [30, 33], [35, 45], [56, 40, 47, 53, 34], [39, 44], [32, 37, 36, 59, 51], [41, 43, 42], [54, 46, 52, 50, 48, 61, 55, 62], [57, 58, 63, 75], [68, 65, 74, 69], [66, 70, 71], [72, 73], [82, 78, 76, 81, 77, 79, 86, 83, 80, 84, 85], [87, 88]]
87: [[64, 5], [19, 7, 38, 67, 4], [49, 13, 2, 1, 11], [12, 22], [10, 3, 8, 6, 9], [14, 15, 17, 21, 18, 20, 16], [26, 23, 24, 27, 28, 60, 25, 29, 31], [30, 33], [35, 45, 56, 40, 47], [53, 34, 39, 44, 32, 37, 36, 59, 51, 41, 43, 42, 54, 46, 52, 50, 48, 61, 55, 62, 57, 58, 63, 75, 68, 65, 74, 69, 66, 70, 71, 72, 73, 82, 78, 76, 81, 77, 79, 86, 83, 80, 84, 85, 87, 88]]
88: [[64, 5, 19, 7, 38, 67, 4, 49], [13, 2, 1, 11, 12, 22], [10, 3, 8, 6, 9, 14, 15, 17], [21, 18, 20, 16, 26, 23], [24, 27, 28, 60, 25], [29, 31], [30, 33, 35, 45], [56, 40, 47, 53], [34, 39, 44], [32, 37], [36, 59, 51, 41, 43, 42, 54, 46, 52, 50, 48], [61, 55], [62, 57], [58, 63, 75, 68, 65, 74, 69, 66, 70, 71, 72, 73, 82, 78, 76, 81, 77, 79, 86, 83, 80, 84, 85, 87, 88]]
89: [[64, 5, 19, 7, 38, 67, 4], [49, 13], [2, 1], [11, 12, 22, 10, 3], [8, 6, 9], [14, 15, 17, 21, 18, 20, 16], [26, 23, 24, 27, 28], [60, 25], [29, 31, 30, 33, 35, 45, 56, 40], [47, 53, 34, 39, 44, 32], [37, 36, 59, 51, 41], [43, 42], [54, 46], [52, 50], [48, 61], [55, 62, 57, 58, 63, 75, 68, 65, 74], [69], [66, 70, 71, 72, 73, 82, 78, 76, 81, 77, 79, 86, 83, 80, 84, 85, 87, 88]]
90: [[64, 5], [19, 7], [38, 67], [4, 49], [13, 2, 1, 11], [12, 22], [10, 3, 8, 6, 9], [14, 15], [17, 21, 18, 20, 16], [26, 23, 24, 27, 28], [60, 25], [29, 31], [30, 33, 35, 45, 56], [40, 47], [53, 34], [39, 44, 32, 37, 36], [59, 51, 41, 43, 42, 54, 46, 52, 50, 48, 61], [55, 62, 57, 58, 63, 75, 68, 65, 74, 69, 66, 70, 71, 72], [73, 82, 78, 76, 81, 77, 79, 86, 83, 80, 84, 85, 87, 88]]
91: [[64, 5], [19, 7], [38, 67], [4, 49], [13, 2], [1, 11], [12, 22], [10, 3], [8, 6, 9, 14, 15], [17, 21], [18, 20, 16, 26], [23, 24], [27, 28, 60, 25], [29, 31, 30, 33, 35], [45, 56, 40, 47], [53, 34, 39, 44, 32], [37, 36, 59], [51, 41, 43, 42, 54], [46, 52], [50, 48, 61], [55, 62, 57], [58, 63], [75, 68, 65, 74], [69, 66, 70], [71, 72], [73, 82, 78, 76, 81], [77, 79, 86], [83, 80], [84, 85, 87, 88]]
92: [[64, 5, 19, 7, 38, 67], [4, 49, 13, 2, 1, 11], [12, 22, 10, 3, 8], [6, 9], [14, 15, 17, 21, 18, 20, 16, 26], [23, 24, 27, 28, 60, 25], [29, 31, 30, 33], [35, 45, 56, 40], [47, 53, 34, 39], [44, 32, 37, 36, 59], [51, 41, 43, 42], [54, 46, 52, 50], [48, 61, 55], [62, 57, 58, 63], [75, 68, 65, 74, 69, 66, 70], [71, 72, 73, 82, 78, 76], [81, 77, 79, 86, 83, 80, 84, 85, 87, 88]]
93: [[64, 5], [19, 7, 38, 67, 4], [49, 13, 2, 1, 11], [12, 22], [10, 3, 8, 6], [9, 14, 15, 17, 21], [18, 20], [16, 26], [23, 24, 27, 28, 60], [25, 29, 31], [30, 33], [35, 45, 56], [40, 47, 53, 34], [39, 44], [32, 37, 36, 59], [51, 41, 43, 42], [54, 46, 52, 50, 48, 61], [55, 62, 57, 58], [63, 75, 68], [65, 74, 69], [66, 70], [71, 72, 73, 82], [78, 76], [81, 77, 79, 86], [83, 80, 84, 85], [87, 88]]
94: [[64, 5, 19, 7, 38, 67, 4, 49], [13, 2, 1, 11, 12, 22], [10, 3, 8, 6, 9, 14, 15, 17], [21, 18, 20, 16, 26], [23, 24], [27, 28], [60, 25, 29, 31, 30, 33], [35, 45, 56, 40, 47], [53, 34], [39, 44], [32, 37, 36], [59, 51], [41, 43, 42, 54, 46], [52, 50, 48, 61, 55, 62, 57, 58, 63, 75, 68, 65, 74, 69, 66, 70, 71, 72, 73, 82, 78], [76, 81, 77, 79, 86, 83, 80, 84, 85, 87, 88]]
95: [[64, 5, 19], [7, 38, 67, 4, 49, 13], [2, 1, 11, 12, 22], [10, 3], [8, 6, 9], [14, 15], [17, 21], [18, 20, 16, 26, 23], [24, 27, 28, 60, 25, 29], [31, 30, 33, 35, 45], [56, 40], [47, 53, 34, 39], [44, 32, 37, 36], [59, 51, 41, 43, 42, 54, 46, 52], [50, 48, 61, 55, 62], [57, 58, 63, 75], [68, 65, 74, 69], [66, 70, 71, 72], [73, 82, 78, 76], [81, 77], [79, 86, 83, 80, 84, 85, 87, 88]]
96: [[64, 5, 19, 7], [38, 67, 4, 49], [13, 2], [1, 11, 12], [22, 10, 3, 8, 6, 9], [14, 15, 17, 21, 18], [20, 16, 26], [23, 24, 27, 28, 60, 25], [29, 31, 30, 33, 35], [45, 56, 40], [47, 53, 34, 39, 44], [32, 37, 36], [59, 51, 41, 43], [42, 54, 46, 52, 50], [48, 61, 55], [62, 57, 58, 63, 75], [68, 65, 74, 69, 66], [70, 71, 72, 73], [82, 78, 76], [81, 77, 79, 86, 83, 80], [84, 85, 87, 88]]
97: [[64, 5, 19, 7, 38, 67, 4], [49, 13, 2, 1, 11, 12], [22, 10, 3, 8, 6], [9, 14, 15, 17, 21, 18], [20, 16, 26, 23, 24], [27, 28], [60, 25], [29, 31, 30, 33], [35, 45, 56, 40, 47, 53], [34, 39, 44, 32, 37], [36, 59, 51, 41], [43, 42, 54], [46, 52], [50, 48, 61, 55, 62, 57], [58, 63, 75, 68, 65], [74, 69, 66], [70, 71, 72], [73, 82], [78, 76], [81, 77], [79, 86, 83, 80], [84, 85, 87, 88]]
98: [[64, 5, 19, 7, 38], [67, 4], [49, 13, 2, 1, 11], [12, 22, 10, 3, 8], [6, 9], [14, 15], [17, 21, 18], [20, 16, 26], [23, 24, 27], [28, 60, 25], [29, 31], [30, 33, 35, 45, 56], [40, 47, 53, 34, 39, 44, 32, 37, 36, 59, 51, 41, 43, 42, 54, 46, 52, 50, 48, 61, 55, 62, 57, 58, 63, 75, 68, 65, 74, 69], [66, 70, 71, 72, 73, 82, 78, 76, 81, 77, 79, 86, 83, 80, 84, 85, 87, 88]]
99: [[64, 5, 19, 7, 38, 67, 4], [49, 13, 2, 1, 11, 12], [22, 10, 3, 8, 6], [9, 14, 15, 17, 21, 18], [20, 16, 26, 23, 24], [27, 28], [60, 25], [29, 31, 30, 33], [35, 45, 56, 40, 47, 53], [34, 39, 44, 32, 37], [36, 59, 51, 41], [43, 42, 54], [46, 52], [50, 48, 61, 55, 62, 57], [58, 63, 75, 68, 65], [74, 69, 66], [70, 71, 72], [73, 82], [78, 76], [81, 77], [79, 86, 83, 80], [84, 85, 87, 88]]
100: [[64, 5], [19, 7, 38, 67], [4, 49, 13, 2], [1, 11], [12, 22], [10, 3], [8, 6, 9], [14, 15], [17, 21, 18, 20, 16], [26, 23, 24, 27, 28], [60, 25, 29, 31, 30], [33, 35, 45, 56], [40, 47, 53, 34, 39], [44, 32], [37, 36, 59], [51, 41, 43], [42, 54, 46, 52, 50], [48, 61, 55, 62], [57, 58, 63, 75], [68, 65, 74, 69, 66, 70], [71, 72, 73, 82], [78, 76, 81, 77], [79, 86, 83], [80, 84, 85, 87, 88]]
101: [[64, 5, 19, 7, 38], [67, 4, 49], [13, 2, 1, 11, 12, 22], [10, 3, 8, 6, 9], [14, 15, 17, 21, 18], [20, 16], [26, 23, 24, 27], [28, 60, 25, 29, 31], [30, 33, 35, 45, 56, 40, 47, 53, 34, 39, 44, 32, 37, 36, 59, 51, 41, 43], [42, 54, 46, 52, 50, 48, 61, 55, 62, 57, 58, 63, 75, 68, 65, 74, 69, 66, 70, 71, 72, 73, 82, 78, 76, 81, 77, 79, 86, 83, 80, 84, 85, 87], [88]]
