0: [[14, 1, 35, 13, 2, 3], [31, 5, 25, 4, 16, 7, 30, 10, 21, 6], [9, 24, 11, 8, 12], [15, 22, 17, 19, 23, 27, 28, 18], [29, 26, 20, 32, 48, 37, 33, 38], [34, 44, 42, 40, 47, 39, 45, 41], [43, 36, 46, 50, 56, 52, 51, 54], [49, 55, 57, 53, 59, 58, 60]]
74: [[6, 1, 35, 13, 2, 3, 21, 4, 31, 5, 11, 25, 8, 22, 7, 30, 14, 28, 27, 17], [9, 10, 12, 15, 16, 18, 19, 20, 23, 24, 26, 29, 40, 32, 37, 33, 38, 34, 44, 42], [36, 47, 39, 45, 41, 43, 46, 52, 50, 48, 49, 51, 54, 53, 55, 56, 57, 59, 58, 60]]
75: [[6, 1, 35, 13, 2, 3, 21, 4, 31, 5, 11, 25, 8, 22, 7, 30, 14, 28, 27, 17], [9, 10, 12, 15, 16, 18, 19, 20, 23, 24, 26, 29, 40, 32, 37, 33, 38, 34, 44, 42], [36, 47, 39, 45, 41, 43, 46, 52, 50, 48, 49, 51, 54, 53, 55, 56, 57, 59, 58, 60]]
76: [[6, 1, 35, 13, 2, 3, 21, 4, 31, 5, 11, 25, 8, 22, 7, 30, 14, 28, 27, 17], [9, 10, 12, 15, 16, 18, 19, 20, 23, 24, 26, 29, 40, 32, 37, 33, 38, 34, 44, 42], [36, 47, 39, 45, 41, 43, 46, 52, 50, 48, 49, 51, 54, 53, 55, 56, 57, 59, 58, 60]]
77: [[6, 1, 35, 13, 2, 3, 21, 4, 31, 5, 11, 25, 8, 22, 7, 30, 14, 28, 27, 17], [9, 10, 12, 15, 16, 18, 19, 20, 23, 24, 26, 29, 40, 32, 37, 33, 38, 34, 44, 42], [36, 47, 39, 45, 41, 43, 46, 52, 50, 48, 49, 51, 54, 53, 55, 56, 57, 59, 58, 60]]
78: [[6, 1, 35, 13, 2, 3, 21, 4, 31, 5, 11, 25, 8, 22, 7, 30, 14, 28, 27, 17], [9, 10, 12, 15, 16, 18, 19, 20, 23, 24, 26, 29, 40, 32, 37, 33, 38, 34, 44, 42], [36, 47, 39, 45, 41, 43, 46, 52, 50, 48, 49, 51, 54, 53, 55, 56, 57, 59, 58, 60]]
79: [[6, 1, 35, 13, 2, 3, 21, 4, 31, 5, 11, 25, 8, 22, 7, 30, 14, 28, 27, 17], [9, 10, 12, 15, 16, 18, 19, 20, 23, 24, 26, 29, 40, 32, 37, 33, 38, 34, 44, 42], [36, 47, 39, 45, 41, 43, 46, 52, 50, 48, 49, 51, 54, 53, 55, 56, 57, 59, 58, 60]]
80: [[6, 1, 35, 13, 2, 3, 21, 4, 31, 5, 11, 25, 8, 22, 7, 30, 14, 28, 27, 17], [9, 10, 12, 15, 16, 18, 19, 20, 23, 24, 26, 29, 40, 32, 37, 33, 38, 34, 44, 42], [36, 47, 39, 45, 41, 43, 46, 52, 50, 48, 49, 51, 54, 53, 55, 56, 57, 59, 58, 60]]
81: [[6, 1, 35, 13, 2, 3, 21, 4, 31, 5, 11, 25, 8, 22, 7, 30, 14, 28, 27, 17], [9, 10, 12, 15, 16, 18, 19, 20, 23, 24, 26, 29, 40, 32, 37, 33, 38, 34, 44, 42], [36, 47, 39, 45, 41, 43, 46, 52, 50, 48, 49, 51, 54, 53, 55, 56, 57, 59, 58, 60]]
82: [[6, 1, 35, 13, 2, 3, 21, 4, 31, 5, 11, 25, 8, 22, 7, 30, 14, 28, 27, 17], [9, 10, 12, 15, 16, 18, 19, 20, 23, 24, 26, 29, 40, 32, 37, 33, 38, 34, 44, 42], [36, 47, 39, 45, 41, 43, 46, 52, 50, 48, 49, 51, 54, 53, 55, 56, 57, 59, 58, 60]]
83: [[6, 1, 35, 13, 2, 3, 21, 4, 31, 5, 11, 25, 8, 22, 7, 30, 14, 28, 27, 17], [9, 10, 12, 15, 16, 18, 19, 20, 23, 24, 26, 29, 40, 32, 37, 33, 38, 34, 44, 42], [36, 47, 39, 45, 41, 43, 46, 52, 50, 48, 49, 51, 54, 53, 55, 56, 57, 59, 58, 60]]
84: [[6, 1, 35, 13, 2, 3, 21, 4, 31, 5, 11, 25, 8, 22, 7, 30, 14, 28, 27, 17], [9, 10, 12, 15, 16, 18, 19, 20, 23, 24, 26, 29, 40, 32, 37, 33, 38, 34, 44, 42], [36, 47, 39, 45, 41, 43, 46, 52, 50, 48, 49, 51, 54, 53, 55, 56, 57, 59, 58, 60]]
85: [[6, 1, 35, 13, 2, 3, 21, 4, 31, 5, 11, 25, 8, 22, 7, 30, 14, 28, 27, 17], [9, 10, 12, 15, 16, 18, 19, 20, 23, 24, 26, 29, 40, 32, 37, 33, 38, 34, 44, 42], [36, 47, 39, 45, 41, 43, 46, 52, 50, 48, 49, 51, 54, 53, 55, 56, 57, 59, 58, 60]]
86: [[6, 1, 35, 13, 2, 3, 21, 4, 31, 5, 11, 25, 8, 22, 7, 30, 14, 28, 27, 17], [9, 10, 12, 15, 16, 18, 19, 20, 23, 24, 26, 29, 40, 32, 37, 33, 38, 34, 44, 42], [36, 47, 39, 45, 41, 43, 46, 52, 50, 48, 49, 51, 54, 53, 55, 56, 57, 59, 58, 60]]
87: [[6, 1, 35, 13, 2, 3, 21, 4, 31, 5, 11, 25, 8, 22, 7, 30, 14, 28, 27, 17], [9, 10, 12, 15, 16, 18, 19, 20, 23, 24, 26, 29, 40, 32, 37, 33, 38, 34, 44, 42], [36, 47, 39, 45, 41, 43, 46, 52, 50, 48, 49, 51, 54, 53, 55, 56, 57, 59, 58, 60]]
88: [[6, 1, 35, 13, 2, 3, 21, 4, 31, 5, 11, 25, 8, 22, 7, 30, 14, 28, 27, 17], [9, 10, 12, 15, 16, 18, 19, 20, 23, 24, 26, 29, 40, 32, 37, 33, 38, 34, 44, 42], [36, 47, 39, 45, 41, 43, 46, 52, 50, 48, 49, 51, 54, 53, 55, 56, 57, 59, 58, 60]]
89: [[6, 1, 35, 13, 2, 3, 21, 4, 31, 5, 11, 25, 8, 22, 7, 30, 14, 28, 27, 17], [9, 10, 12, 15, 16, 18, 19, 20, 23, 24, 26, 29, 40, 32, 37, 33, 38, 34, 44, 42], [36, 47, 39, 45, 41, 43, 46, 52, 50, 48, 49, 51, 54, 53, 55, 56, 57, 59, 58, 60]]
90: [[6, 1, 35, 13, 2, 3, 21, 4, 31, 5, 11, 25, 8, 22, 7, 30, 14, 28, 27, 17], [9, 10, 12, 15, 16, 18, 19, 20, 23, 24, 26, 29, 40, 32, 37, 33, 38, 34, 44, 42], [36, 47, 39, 45, 41, 43, 46, 52, 50, 48, 49, 51, 54, 53, 55, 56, 57, 59, 58, 60]]
91: [[6, 1, 35, 13, 2, 3, 21, 4, 31, 5, 11, 25, 8, 22, 7, 30, 14, 28, 27, 17], [9, 10, 12, 15, 16, 18, 19, 20, 23, 24, 26, 29, 40, 32, 37, 33, 38, 34, 44, 42], [36, 47, 39, 45, 41, 43, 46, 52, 50, 48, 49, 51, 54, 53, 55, 56, 57, 59, 58, 60]]
92: [[6, 1, 35, 13, 2, 3, 21, 4, 31, 5, 11, 25, 8, 22, 7, 30, 14, 28, 27, 17], [9, 10, 12, 15, 16, 18, 19, 20, 23, 24, 26, 29, 40, 32, 37, 33, 38, 34, 44, 42], [36, 47, 39, 45, 41, 43, 46, 52, 50, 48, 49, 51, 54, 53, 55, 56, 57, 59, 58, 60]]
93: [[6, 1, 35, 13, 2, 3, 21, 4, 31, 5, 11, 25, 8, 22, 7, 30, 14, 28, 27, 17], [9, 10, 12, 15, 16, 18, 19, 20, 23, 24, 26, 29, 40, 32, 37, 33, 38, 34, 44, 42], [36, 47, 39, 45, 41, 43, 46, 52, 50, 48, 49, 51, 54, 53, 55, 56, 57, 59, 58, 60]]
94: [[6, 1, 35, 13, 2, 3, 21, 4, 31, 5, 11, 25, 8, 22, 7, 30, 14, 28, 27, 17], [9, 10, 12, 15, 16, 18, 19, 20, 23, 24, 26, 29, 40, 32, 37, 33, 38, 34, 44, 42], [36, 47, 39, 45, 41, 43, 46, 52, 50, 48, 49, 51, 54, 53, 55, 56, 57, 59, 58, 60]]
95: [[6, 1, 35, 13, 2, 3, 21, 4, 31, 5, 11, 25, 8, 22, 7, 30, 14, 28, 27, 17], [9, 10, 12, 15, 16, 18, 19, 20, 23, 24, 26, 29, 40, 32, 37, 33, 38, 34, 44, 42], [36, 47, 39, 45, 41, 43, 46, 52, 50, 48, 49, 51, 54, 53, 55, 56, 57, 59, 58, 60]]
96: [[6, 1, 35, 13, 2, 3, 21, 4, 31, 5, 11, 25, 8, 22, 7, 30, 14, 28, 27, 17], [9, 10, 12, 15, 16, 18, 19, 20, 23, 24, 26, 29, 40, 32, 37, 33, 38, 34, 44, 42], [36, 47, 39, 45, 41, 43, 46, 52, 50, 48, 49, 51, 54, 53, 55, 56, 57, 59, 58, 60]]
97: [[6, 1, 35, 13, 2, 3, 21, 4, 31, 5, 11, 25, 8, 22, 7, 30, 14, 28, 27, 17], [9, 10, 12, 15, 16, 18, 19, 20, 23, 24, 26, 29, 40, 32, 37, 33, 38, 34, 44, 42], [36, 47, 39, 45, 41, 43, 46, 52, 50, 48, 49, 51, 54, 53, 55, 56, 57, 59, 58, 60]]
98: [[6, 1, 35, 13, 2, 3, 21, 4, 31, 5, 11, 25, 8, 22, 7, 30, 14, 28, 27, 17], [9, 10, 12, 15, 16, 18, 19, 20, 23, 24, 26, 29, 40, 32, 37, 33, 38, 34, 44, 42], [36, 47, 39, 45, 41, 43, 46, 52, 50, 48, 49, 51, 54, 53, 55, 56, 57, 59, 58, 60]]
99: [[6, 1, 35, 13, 2, 3, 21, 4, 31, 5, 11, 25, 8, 22, 7, 30, 14, 28, 27, 17], [9, 10, 12, 15, 16, 18, 19, 20, 23, 24, 26, 29, 40, 32, 37, 33, 38, 34, 44, 42], [36, 47, 39, 45, 41, 43, 46, 52, 50, 48, 49, 51, 54, 53, 55, 56, 57, 59, 58, 60]]
100: [[6, 1, 35, 13, 2, 3, 21, 4, 31, 5, 11, 25, 8, 22, 7, 30, 14, 28, 27, 17], [9, 10, 12, 15, 16, 18, 19, 20, 23, 24, 26, 29, 40, 32, 37, 33, 38, 34, 44, 42], [36, 47, 39, 45, 41, 43, 46, 52, 50, 48, 49, 51, 54, 53, 55, 56, 57, 59, 58, 60]]
101: [[6, 1, 35, 13, 2, 3, 21, 4, 31, 5, 11, 25, 8, 22, 7, 30, 14, 28, 27, 17], [9, 10, 12, 15, 16, 18, 19, 20, 23, 24, 26, 29, 40, 32, 37, 33, 38, 34, 44, 42], [36, 47, 39, 45, 41, 43, 46, 52, 50, 48, 49, 51, 54, 53, 55, 56, 57, 59, 58, 60]]
102: [[6, 1, 35, 13, 2, 3, 21, 4, 31, 5, 11, 25, 8, 22, 7, 30, 14, 28, 27, 17], [9, 10, 12, 15, 16, 18, 19, 20, 23, 24, 26, 29, 40, 32, 37, 33, 38, 34, 44, 42], [36, 47, 39, 45, 41, 43, 46, 52, 50, 48, 49, 51, 54, 53, 55, 56, 57, 59, 58, 60]]
103: [[6, 1, 35, 13, 2, 3, 21, 4, 31, 5, 11, 25, 8, 22, 7, 30, 14, 28, 27, 17], [9, 10, 12, 15, 16, 18, 19, 20, 23, 24, 26, 29, 40, 32, 37, 33, 38, 34, 44, 42], [36, 47, 39, 45, 41, 43, 46, 52, 50, 48, 49, 51, 54, 53, 55, 56, 57, 59, 58, 60]]
104: [[6, 1, 35, 13, 2, 3, 21, 4, 31, 5, 11, 25, 8, 22, 7, 30, 14, 28, 27, 17], [9, 10, 12, 15, 16, 18, 19, 20, 23, 24, 26, 29, 40, 32, 37, 33, 38, 34, 44, 42], [36, 47, 39, 45, 41, 43, 46, 52, 50, 48, 49, 51, 54, 53, 55, 56, 57, 59, 58, 60]]
105: [[6, 1, 35, 13, 2, 3, 21, 4, 31, 5, 11, 25, 8, 22, 7, 30, 14, 28, 27, 17], [9, 10, 12, 15, 16, 18, 19, 20, 23, 24, 26, 29, 40, 32, 37, 33, 38, 34, 44, 42], [36, 47, 39, 45, 41, 43, 46, 52, 50, 48, 49, 51, 54, 53, 55, 56, 57, 59, 58, 60]]
106: [[6, 1, 35, 13, 2, 3, 21, 4, 31, 5, 11, 25, 8, 22, 7, 30, 14, 28, 27, 17], [9, 10, 12, 15, 16, 18, 19, 20, 23, 24, 26, 29, 40, 32, 37, 33, 38, 34, 44, 42], [36, 47, 39, 45, 41, 43, 46, 52, 50, 48, 49, 51, 54, 53, 55, 56, 57, 59, 58, 60]]
107: [[6, 1, 35, 13, 2, 3, 21, 4, 31, 5, 11, 25, 8, 22, 7, 30, 14, 28, 27, 17], [9, 10, 12, 15, 16, 18, 19, 20, 23, 24, 26, 29, 40, 32, 37, 33, 38, 34, 44, 42], [36, 47, 39, 45, 41, 43, 46, 52, 50, 48, 49, 51, 54, 53, 55, 56, 57, 59, 58, 60]]
108: [[6, 1, 35, 13, 2, 3, 21, 4, 31, 5, 11, 25, 8, 22, 7, 30, 14, 28, 27, 17], [9, 10, 12, 15, 16, 18, 19, 20, 23, 24, 26, 29, 40, 32, 37, 33, 38, 34, 44, 42], [36, 47, 39, 45, 41, 43, 46, 52, 50, 48, 49, 51, 54, 53, 55, 56, 57, 59, 58, 60]]
109: [[6, 1, 35, 13, 2, 3, 21, 4, 31, 5, 11, 25, 8, 22, 7, 30, 14, 28, 27, 17], [9, 10, 12, 15, 16, 18, 19, 20, 23, 24, 26, 29, 40, 32, 37, 33, 38, 34, 44, 42], [36, 47, 39, 45, 41, 43, 46, 52, 50, 48, 49, 51, 54, 53, 55, 56, 57, 59, 58, 60]]
110: [[6, 1, 35, 13, 2, 3, 21, 4, 31, 5, 11, 25, 8, 22, 7, 30, 14, 28, 27, 17], [9, 10, 12, 15, 16, 18, 19, 20, 23, 24, 26, 29, 40, 32, 37, 33, 38, 34, 44, 42], [36, 47, 39, 45, 41, 43, 46, 52, 50, 48, 49, 51, 54, 53, 55, 56, 57, 59, 58, 60]]
111: [[6, 1, 35, 13, 2, 3, 21, 4, 31, 5, 11, 25, 8, 22, 7, 30, 14, 28, 27, 17], [9, 10, 12, 15, 16, 18, 19, 20, 23, 24, 26, 29, 40, 32, 37, 33, 38, 34, 44, 42], [36, 47, 39, 45, 41, 43, 46, 52, 50, 48, 49, 51, 54, 53, 55, 56, 57, 59, 58, 60]]
112: [[6, 1, 35, 13, 2, 3, 21, 4, 31, 5, 11, 25, 8, 22, 7, 30, 14, 28, 27, 17], [9, 10, 12, 15, 16, 18, 19, 20, 23, 24, 26, 29, 40, 32, 37, 33, 38, 34, 44, 42], [36, 47, 39, 45, 41, 43, 46, 52, 50, 48, 49, 51, 54, 53, 55, 56, 57, 59, 58, 60]]
113: [[6, 1, 35, 13, 2, 3, 21, 4, 31, 5, 11, 25, 8, 22, 7, 30, 14, 28, 27, 17], [9, 10, 12, 15, 16, 18, 19, 20, 23, 24, 26, 29, 40, 32, 37, 33, 38, 34, 44, 42], [36, 47, 39, 45, 41, 43, 46, 52, 50, 48, 49, 51, 54, 53, 55, 56, 57, 59, 58, 60]]
114: [[6, 1, 35, 13, 2, 3, 21, 4, 31, 5, 11, 25, 8, 22, 7, 30, 14, 28, 27, 17], [9, 10, 12, 15, 16, 18, 19, 20, 23, 24, 26, 29, 40, 32, 37, 33, 38, 34, 44, 42], [36, 47, 39, 45, 41, 43, 46, 52, 50, 48, 49, 51, 54, 53, 55, 56, 57, 59, 58, 60]]
115: [[6, 1, 35, 13, 2, 3, 21, 4, 31, 5, 11, 25, 8, 22, 7, 30, 14, 28, 27, 17], [9, 10, 12, 15, 16, 18, 19, 20, 23, 24, 26, 29, 40, 32, 37, 33, 38, 34, 44, 42], [36, 47, 39, 45, 41, 43, 46, 52, 50, 48, 49, 51, 54, 53, 55, 56, 57, 59, 58, 60]]
116: [[6, 1, 35, 13, 2, 3, 21, 4, 31, 5, 11, 25, 8, 22, 7, 30, 14, 28, 27, 17], [9, 10, 12, 15, 16, 18, 19, 20, 23, 24, 26, 29, 40, 32, 37, 33, 38, 34, 44, 42], [36, 47, 39, 45, 41, 43, 46, 52, 50, 48, 49, 51, 54, 53, 55, 56, 57, 59, 58, 60]]
117: [[6, 1, 35, 13, 2, 3], [21, 5, 25, 4, 10, 19, 24, 30, 8, 22], [14, 28, 11, 16, 9], [15, 12, 7, 17, 23, 18, 27, 29], [31, 26, 20, 32, 48, 37, 33, 38], [34, 44, 42, 36, 47, 39, 45, 41], [43, 40, 46, 50, 56, 52, 51, 54], [49, 55, 57, 53, 59, 58, 60]]
118: [[6, 1, 35, 13, 2, 3, 23, 5, 27, 4, 18, 25, 30, 7, 21, 22, 8, 24, 11, 9], [12, 15, 10, 14, 19, 16, 17, 20, 28, 29, 26, 31, 32, 48, 37, 33, 38, 34, 44, 42], [40, 47, 39, 45, 41, 43, 36, 46, 50, 52, 56, 51, 54, 49, 55, 57, 53, 59, 58, 60]]
119: [[14, 1, 35, 13, 2, 3], [29, 4, 6, 5, 9, 7, 8, 12, 15, 17], [10, 28, 27, 19, 20], [21, 22, 11, 16, 23, 24, 25, 18], [30, 26, 31, 40, 32, 37, 33, 38], [34, 44, 42, 36, 47, 39, 45, 41], [43, 46, 60, 50, 56, 53, 51, 54], [48, 55, 49, 57, 59, 58, 52]]
120: [[14, 1, 35, 13, 2, 3, 31, 4, 6, 5, 17, 7, 8, 11, 23, 15, 10, 24, 27, 9], [12, 21, 22, 25, 16, 18, 28, 20, 19, 29, 26, 30, 40, 32, 37, 33, 38, 34, 44, 42], [36, 47, 39, 45, 41, 43, 46, 54, 50, 48, 49, 51, 52, 53, 55, 56, 57, 59, 58, 60]]
121: [[14, 1, 35, 13, 2, 3, 23, 5, 29, 4, 24, 7, 8, 9, 10, 6, 11, 28, 27, 25], [12, 15, 17, 31, 16, 18, 19, 20, 21, 22, 26, 30, 32, 36, 37, 33, 38, 34, 44, 42], [40, 47, 39, 45, 41, 43, 46, 52, 50, 56, 48, 51, 54, 49, 55, 53, 57, 59, 58, 60]]
