0: [[20, 35, 32, 19, 4, 3], [27, 17, 1, 8, 14, 7, 2], [12, 11, 24, 9], [13, 5, 6, 21], [31, 23, 15, 22, 16, 10, 18], [28, 30, 25, 26, 29, 37, 36, 33], [38, 34, 45, 39, 40], [42, 43, 41], [44, 46, 47, 51, 56, 48], [49, 54, 55, 57, 53], [50, 52, 59, 60, 58]]
74: [[20, 35, 32, 19, 4, 3, 2, 27, 17, 1, 14, 7, 12, 11, 24], [5, 8, 10, 6, 13, 9, 15, 23, 16, 26, 22, 21, 31, 18, 25], [29, 30, 28, 37, 36, 33, 38, 34, 45, 39, 40, 42, 43, 41, 44], [46, 47, 50, 56, 49, 48, 54, 51, 53, 52, 55, 58, 59, 57, 60]]
75: [[20, 35, 32, 19, 4, 3, 2, 27, 17, 1, 14, 7, 12, 11, 24], [5, 8, 10, 6, 9, 25, 13, 31, 15, 18, 16, 21, 23, 26, 22], [29, 30, 28, 37, 36, 33, 38, 34, 45, 39, 40, 42, 43, 41, 44], [46, 47, 50, 56, 49, 48, 54, 51, 53, 52, 55, 58, 59, 57, 60]]
76: [[20, 35, 32, 19, 4, 3, 2, 27, 17, 1, 14, 7, 12, 11, 24], [5, 8, 10, 9, 13, 6, 26, 23, 15, 16, 25, 22, 18, 30, 21], [28, 31, 29, 37, 36, 33, 38, 34, 45, 39, 40, 42, 43, 41, 44], [46, 47, 50, 56, 49, 48, 54, 51, 55, 52, 57, 60, 59, 53, 58]]
77: [[20, 35, 32, 19, 4, 3, 2, 27, 17, 1, 14, 7, 12, 11, 24], [5, 8, 9, 6, 13, 10, 15, 16, 23, 18, 21, 25, 22, 26, 30], [28, 31, 29, 37, 36, 33, 38, 34, 45, 39, 40, 42, 43, 41, 44], [46, 47, 50, 56, 49, 48, 54, 51, 55, 52, 57, 58, 59, 53, 60]]
78: [[20, 35, 32, 19, 4, 3, 2, 27, 17, 1, 14, 7, 12, 11, 24], [5, 8, 10, 6, 15, 9, 13, 16, 23, 21, 22, 18, 26, 25, 30], [28, 31, 29, 37, 36, 33, 38, 34, 45, 39, 40, 42, 43, 41, 44], [46, 47, 50, 56, 49, 48, 54, 51, 55, 52, 53, 58, 59, 60, 57]]
79: [[20, 35, 32, 19, 4, 3, 2, 27, 17, 1, 14, 7, 12, 11, 24], [5, 8, 10, 6, 9, 25, 15, 23, 13, 18, 21, 16, 22, 30, 26], [28, 31, 29, 37, 36, 33, 38, 34, 45, 39, 40, 42, 43, 41, 44], [46, 47, 50, 56, 49, 48, 54, 51, 53, 52, 55, 58, 59, 57, 60]]
80: [[20, 35, 32, 19, 4, 3, 2, 27, 17, 1, 14, 7, 12, 11, 24], [5, 8, 9, 6, 13, 10, 29, 26, 21, 22, 28, 18, 23, 15, 16], [30, 25, 31, 37, 36, 33, 38, 34, 45, 39, 40, 42, 43, 41, 44], [46, 47, 50, 56, 49, 48, 54, 51, 53, 52, 55, 60, 59, 57, 58]]
81: [[20, 35, 32, 19, 4, 3, 2, 27, 17, 1, 14, 7, 12, 11, 24], [5, 8, 10, 6, 13, 9, 15, 23, 16, 18, 25, 21, 22, 28, 29], [26, 30, 31, 37, 36, 33, 38, 34, 45, 39, 40, 42, 43, 41, 44], [46, 47, 50, 56, 49, 48, 54, 51, 53, 52, 55, 58, 59, 57, 60]]
82: [[20, 35, 32, 19, 4, 3, 2, 27, 17, 1, 14, 7, 12, 11, 24], [5, 8, 9, 6, 10, 25, 13, 21, 15, 16, 18, 22, 28, 23, 29], [26, 31, 30, 37, 36, 33, 38, 34, 45, 39, 40, 42, 43, 41, 44], [46, 47, 50, 56, 49, 48, 54, 55, 53, 52, 60, 58, 59, 57, 51]]
83: [[20, 35, 32, 19, 4, 3, 2, 27, 17, 1, 14, 7, 12, 11, 24], [5, 8, 10, 6, 13, 9, 15, 22, 18, 16, 21, 23, 29, 28, 25], [30, 26, 31, 37, 36, 33, 38, 34, 45, 39, 40, 42, 43, 41, 44], [46, 47, 50, 56, 49, 48, 54, 55, 53, 52, 57, 58, 51, 59, 60]]
84: [[20, 35, 32, 19, 4, 3, 2, 27, 17, 1, 14, 7, 12, 11, 24], [5, 8, 9, 13, 15, 23, 18, 16, 29, 22, 25, 28, 10, 21, 6], [30, 31, 26, 37, 36, 33, 38, 34, 45, 39, 40, 42, 43, 41, 44], [46, 47, 50, 56, 49, 48, 54, 51, 55, 52, 53, 58, 59, 57, 60]]
85: [[20, 35, 32, 19, 4, 3, 2, 27, 17, 1, 14, 7, 12, 11, 24], [5, 8, 10, 6, 9, 13, 15, 22, 28, 18, 16, 21, 29, 23, 25], [26, 31, 30, 37, 36, 33, 38, 34, 45, 39, 40, 42, 43, 41, 44], [46, 47, 50, 56, 49, 48, 54, 55, 53, 52, 60, 58, 59, 57, 51]]
86: [[20, 35, 32, 19, 4, 3, 2, 27, 17, 1, 14, 7, 12, 11, 24], [5, 8, 9, 10, 13, 15, 22, 31, 18, 26, 25, 16, 21, 30, 6], [23, 28, 29, 37, 36, 33, 38, 34, 45, 39, 40, 42, 43, 41, 44], [46, 47, 50, 56, 49, 48, 54, 51, 55, 52, 53, 57, 59, 58, 60]]
87: [[20, 35, 32, 19, 4, 3, 2, 27, 17, 1, 14, 7, 12, 11, 24], [5, 8, 9, 6, 13, 10, 23, 15, 21, 25, 16, 22, 28, 26, 31], [18, 29, 30, 37, 36, 33, 38, 34, 45, 39, 40, 42, 43, 41, 44], [46, 47, 50, 56, 49, 48, 54, 51, 55, 52, 57, 58, 59, 60, 53]]
88: [[20, 35, 32, 19, 4, 3, 2, 27, 17, 1, 14, 7, 12, 11, 24], [5, 8, 9, 15, 30, 23, 18, 22, 31, 16, 29, 13, 10, 21, 6], [25, 26, 28, 37, 36, 33, 38, 34, 45, 39, 40, 42, 43, 41, 44], [46, 47, 50, 56, 49, 48, 54, 51, 53, 52, 55, 57, 59, 58, 60]]
89: [[20, 35, 32, 19, 4, 3, 2, 27, 17, 1, 14, 7, 12, 11, 24], [5, 8, 6, 9, 25, 21, 30, 10, 29, 13, 16, 15, 26, 23, 22], [18, 28, 31, 37, 36, 33, 38, 34, 45, 39, 40, 42, 43, 41, 44], [46, 47, 50, 56, 49, 48, 54, 51, 55, 52, 53, 58, 59, 57, 60]]
90: [[20, 35, 32, 19, 4, 3, 2, 27, 17, 1, 14, 7, 12, 11, 24], [5, 8, 10, 6, 13, 9, 31, 22, 16, 18, 15, 21, 23, 26, 29], [25, 28, 30, 37, 36, 33, 38, 34, 45, 39, 40, 42, 43, 41, 44], [46, 47, 50, 56, 49, 48, 54, 51, 55, 52, 53, 58, 57, 59, 60]]
91: [[20, 35, 32, 19, 4, 3, 2, 27, 17, 1, 14, 7, 12, 11, 24], [5, 8, 10, 6, 13, 9, 15, 30, 16, 22, 29, 18, 23, 26, 21], [25, 31, 28, 37, 36, 33, 38, 34, 45, 39, 40, 42, 43, 41, 44], [46, 47, 50, 56, 49, 48, 54, 51, 53, 52, 55, 58, 59, 57, 60]]
92: [[20, 35, 32, 19, 4, 3, 2, 27, 17, 1, 14, 7, 12, 11, 24], [5, 8, 9, 13, 15, 30, 18, 16, 22, 26, 23, 29, 10, 21, 6], [25, 28, 31, 37, 36, 33, 38, 34, 45, 39, 40, 42, 43, 41, 44], [46, 47, 50, 56, 49, 48, 54, 51, 53, 52, 55, 58, 57, 59, 60]]
93: [[20, 35, 32, 19, 4, 3, 2, 27, 17, 1, 14, 7, 12, 11, 24], [5, 8, 9, 6, 10, 30, 15, 29, 13, 16, 25, 18, 21, 28, 22], [23, 26, 31, 37, 36, 33, 38, 34, 45, 39, 40, 42, 43, 41, 44], [46, 47, 50, 56, 49, 48, 54, 51, 53, 52, 55, 58, 59, 57, 60]]
94: [[20, 35, 32, 19, 4, 3, 2, 27, 17, 1, 14, 7, 12, 11, 24], [5, 8, 10, 6, 9, 25, 15, 22, 30, 13, 16, 18, 21, 28, 29], [26, 23, 31, 37, 36, 33, 38, 34, 45, 39, 40, 42, 43, 41, 44], [46, 47, 50, 56, 49, 48, 54, 51, 55, 52, 53, 58, 59, 57, 60]]
95: [[20, 35, 32, 19, 4, 3, 2, 27, 17, 1, 14, 7, 12, 11, 24], [5, 8, 10, 6, 13, 9, 15, 22, 29, 16, 25, 18, 26, 21, 28], [23, 31, 30, 37, 36, 33, 38, 34, 45, 39, 40, 42, 43, 41, 44], [46, 47, 50, 56, 49, 48, 54, 55, 53, 52, 51, 58, 59, 57, 60]]
96: [[20, 35, 32, 19, 4, 3, 2, 27, 17, 1, 14, 7, 12, 11, 24], [5, 8, 10, 6, 9, 21, 15, 13, 16, 18, 29, 22, 26, 28, 25], [23, 30, 31, 37, 36, 33, 38, 34, 45, 39, 40, 42, 43, 41, 44], [46, 47, 50, 56, 49, 48, 54, 51, 55, 52, 53, 58, 59, 57, 60]]
97: [[20, 35, 32, 19, 4, 3, 11, 25, 1, 5, 14, 7, 2, 8, 12], [13, 9, 10, 6, 15, 17, 31, 22, 27, 16, 18, 21, 23, 28, 30], [24, 26, 29, 37, 36, 33, 38, 34, 45, 39, 40, 42, 43, 41, 44], [46, 47, 50, 56, 49, 48, 54, 55, 53, 51, 52, 60, 59, 57, 58]]
98: [[20, 35, 32, 19, 4, 3, 2, 27, 17, 1, 14, 7, 12, 11, 24], [5, 8, 10, 6, 15, 9, 13, 23, 31, 18, 29, 22, 16, 25, 21], [26, 30, 28, 37, 36, 33, 38, 34, 45, 39, 40, 42, 43, 41, 44], [46, 47, 50, 56, 49, 48, 54, 51, 55, 52, 57, 53, 59, 58, 60]]
99: [[20, 35, 32, 19, 4, 3, 2, 27, 17, 1, 14, 7, 12, 11, 24], [5, 8, 9, 6, 13, 10, 15, 31, 18, 16, 21, 22, 29, 25, 23], [30, 26, 28, 37, 36, 33, 38, 34, 45, 39, 40, 42, 43, 41, 44], [46, 47, 50, 56, 49, 48, 54, 51, 55, 52, 53, 57, 58, 59, 60]]
100: [[20, 35, 32, 19, 4, 3, 2, 27, 17, 1, 14, 7, 12, 11, 24], [5, 8, 10, 6, 15, 9, 30, 29, 13, 22, 18, 16, 25, 21, 23], [28, 26, 31, 37, 36, 33, 38, 34, 45, 39, 40, 42, 43, 41, 44], [46, 47, 50, 56, 49, 48, 54, 51, 55, 52, 57, 58, 59, 53, 60]]
101: [[20, 35, 32, 19, 4, 3, 2, 27, 17, 1, 14, 7, 12, 11, 24], [5, 8, 9, 6, 13, 10, 15, 22, 18, 25, 23, 16, 21, 30, 29], [26, 28, 31, 37, 36, 33, 38, 34, 45, 39, 40, 42, 43, 41, 44], [46, 47, 50, 56, 49, 48, 54, 55, 53, 52, 51, 57, 59, 58, 60]]
102: [[20, 35, 32, 19, 4, 3, 2, 27, 17, 1, 14, 7, 12, 11, 24], [5, 8, 9, 6, 13, 23, 30, 16, 15, 29, 18, 21, 10, 22, 25], [26, 28, 31, 37, 36, 33, 38, 34, 45, 39, 40, 42, 43, 41, 44], [46, 47, 50, 56, 49, 48, 54, 51, 53, 52, 55, 60, 59, 57, 58]]
103: [[20, 35, 32, 19, 4, 3, 2, 27, 17, 1, 14, 7, 11, 24, 6], [8, 9, 13, 5, 31, 23, 12, 15, 16, 18, 22, 30, 28, 10, 21], [25, 26, 29, 37, 36, 33, 38, 34, 45, 39, 40, 42, 43, 41, 44], [46, 47, 50, 56, 49, 48, 54, 55, 57, 52, 51, 53, 59, 60, 58]]
104: [[20, 35, 32, 19, 4, 3, 2, 27, 17, 1, 14, 7, 12, 11, 24], [5, 8, 10, 6, 9, 13, 15, 23, 18, 16, 22, 29, 25, 21, 26], [30, 28, 31, 37, 36, 33, 38, 34, 45, 39, 40, 42, 43, 41, 44], [46, 47, 50, 56, 49, 48, 54, 51, 55, 52, 53, 57, 59, 58, 60]]
105: [[20, 35, 32, 19, 4, 3, 2, 27, 17, 1, 14, 7, 12, 11, 24], [5, 8, 10, 6, 13, 9, 29, 15, 16, 26, 21, 18, 22, 25, 31], [23, 30, 28, 37, 36, 33, 38, 34, 45, 39, 40, 42, 43, 41, 44], [46, 47, 50, 56, 49, 48, 54, 51, 55, 52, 53, 58, 59, 60, 57]]
106: [[20, 35, 32, 19, 4, 3, 2, 27, 17, 1, 14, 7, 12, 11, 24], [5, 8, 10, 6, 9, 21, 25, 23, 29, 16, 22, 13, 28, 18, 31], [26, 15, 30, 37, 36, 33, 38, 34, 45, 39, 40, 42, 43, 41, 44], [46, 47, 50, 56, 49, 48, 54, 55, 53, 52, 51, 58, 59, 57, 60]]
107: [[20, 35, 32, 19, 4, 3, 2, 27, 17, 1, 14, 7, 12, 11, 24], [5, 8, 10, 6, 13, 9, 15, 30, 16, 18, 25, 22, 23, 26, 28], [29, 21, 31, 37, 36, 33, 38, 34, 45, 39, 40, 42, 43, 41, 44], [46, 47, 50, 56, 49, 48, 54, 55, 53, 52, 57, 58, 59, 51, 60]]
108: [[20, 35, 32, 19, 4, 3, 2, 27, 17, 1, 14, 7, 12, 11, 24], [5, 8, 9, 10, 13, 15, 31, 23, 16, 6, 28, 18, 29, 30, 22], [26, 25, 21, 37, 36, 33, 38, 34, 45, 39, 40, 42, 43, 41, 44], [46, 47, 50, 56, 49, 48, 54, 51, 55, 52, 57, 58, 59, 53, 60]]
109: [[20, 35, 32, 19, 4, 3, 2, 27, 17, 1, 14, 7, 12, 11, 24], [5, 8, 10, 6, 13, 9, 31, 15, 18, 16, 29, 22, 23, 28, 26], [21, 25, 30, 37, 36, 33, 38, 34, 45, 39, 40, 42, 43, 41, 44], [46, 47, 50, 56, 49, 48, 54, 51, 53, 52, 55, 58, 57, 59, 60]]
110: [[20, 35, 32, 19, 4, 3, 2, 27, 17, 1, 14, 7, 12, 11, 24], [5, 8, 9, 6, 15, 16, 29, 28, 22, 10, 13, 18, 23, 25, 30], [21, 26, 31, 37, 36, 33, 38, 34, 45, 39, 40, 42, 43, 41, 44], [46, 47, 50, 56, 49, 48, 54, 51, 53, 52, 55, 58, 59, 57, 60]]
111: [[20, 35, 32, 19, 4], [3, 26, 17, 5, 1, 14], [7, 12, 11, 2], [8, 25, 9, 10, 18], [13, 31, 23, 22, 28, 15, 6, 21], [16, 24, 27, 30, 29, 37], [36, 33, 38, 34], [45, 39, 40, 42], [43, 41, 44, 46, 47, 51, 56], [48, 49, 54, 50, 55, 53], [52, 58, 59, 60, 57]]
112: [[20, 35, 32, 19, 4, 3, 10, 27, 1, 8, 14, 7, 2, 12, 13], [17, 9, 11, 5, 6, 18, 15, 31, 21, 16, 23, 24, 22, 30, 28], [25, 26, 29, 37, 36, 33, 38, 34, 45, 39, 40, 42, 43, 41, 44], [46, 47, 50, 56, 49, 48, 54, 55, 53, 52, 51, 58, 59, 60, 57]]
113: [[20, 35, 32, 19, 4, 3, 5, 27, 1, 15, 14, 7, 2, 13, 26], [8, 9, 12, 6, 17, 29, 11, 23, 31, 22, 16, 10, 18, 21, 24], [25, 28, 30, 37, 36, 33, 38, 34, 45, 39, 40, 42, 43, 41, 44], [46, 47, 50, 56, 49, 48, 54, 51, 55, 52, 53, 60, 57, 59, 58]]
114: [[20, 35, 32, 19, 4, 3], [26, 17, 1, 8, 14, 7, 12], [10, 9, 21, 2], [11, 5, 6, 13], [29, 23, 18, 15, 22, 16, 30], [24, 27, 25, 28, 31, 37, 36, 33], [38, 34, 45, 39, 40], [42, 43, 41], [44, 46, 47, 51, 56, 48], [49, 54, 55, 57, 53], [50, 60, 59, 52, 58]]
115: [[20, 35, 32, 19, 4, 3], [1, 17], [8, 14, 7, 12, 9, 2], [25, 13, 5, 11, 15, 6, 10, 21], [23, 22, 24, 16, 27, 26, 18], [28, 31, 30, 29], [37, 36, 33, 38], [34, 45, 39, 40, 42, 43, 41], [44, 46, 47, 51, 56, 48], [49, 54, 50, 59, 52], [53, 60, 55, 57, 58]]
116: [[20, 35, 32, 19, 4, 3, 11, 25, 1, 5, 14, 7, 8, 15, 24], [10, 9, 13, 2, 12, 23, 21, 16, 26, 18, 17, 30, 22, 27, 6], [29, 28, 31, 37, 36, 33, 38, 34, 45, 39, 40, 42, 43, 41, 44], [46, 47, 51, 56, 48, 49, 54, 55, 53, 52, 60, 50, 57, 59, 58]]
117: [[20, 35, 32, 19, 4, 3, 18], [1, 17, 8, 14], [7, 2, 5, 25], [10, 9, 11, 13, 6, 21, 30], [23, 29, 12, 16, 15, 27], [22, 26, 24, 28, 31, 37, 36, 33], [38, 34, 45, 39, 40], [42, 43, 41], [44, 46, 47, 51, 56, 48], [49, 54, 50, 53, 52], [55, 60, 59, 57, 58]]
118: [[20, 35, 32, 19, 4, 3, 11, 25, 1, 12, 14, 7, 6, 9, 10], [16, 8, 13, 5, 17, 29, 18, 15, 2, 22, 21, 23, 24, 28, 30], [26, 27, 31, 37, 36, 33, 38, 34, 45, 39, 40, 42, 43, 41, 44], [46, 47, 50, 56, 49, 48, 54, 55, 57, 53, 51, 52, 59, 60, 58]]
119: [[20, 35, 32, 19, 4, 3, 10, 25, 17, 8, 14, 7, 1, 6, 9], [11, 12, 13, 5, 2, 15, 31, 23, 16, 18, 29, 21, 22, 28, 30], [26, 24, 27, 37, 36, 33, 38, 34, 45, 39, 40, 42, 43, 41, 44], [46, 47, 50, 56, 49, 48, 54, 51, 52, 53, 55, 57, 59, 60, 58]]
120: [[20, 35, 32], [19, 4, 3, 27, 17], [1, 8, 14, 7, 2, 12, 11, 21], [5, 10, 6, 9, 13, 15, 22], [31, 18, 16, 26], [24, 28, 23, 25], [30, 29, 37, 36, 33, 38, 34], [45, 39, 40, 42, 43, 41], [44, 46, 47, 51, 56, 48], [49, 54, 55, 53, 50], [57, 52, 59, 58, 60]]
121: [[20, 35, 32, 19, 4, 3, 5], [8, 1, 10, 14], [7, 6, 9, 26], [11, 12, 13, 15, 16, 21, 31], [22, 17, 23, 2, 18, 24], [30, 28, 29, 27, 25, 37, 36, 33], [38, 34, 45, 39, 40], [42, 43, 41], [44, 46, 47, 51, 56, 48], [49, 54, 55, 50, 52], [53, 60, 59, 57, 58]]
