0: [[36, 1, 7, 9, 68, 13, 23], [3, 25, 69, 10, 39, 53], [77, 84, 78, 41, 2, 12, 22], [64, 26, 32, 65], [14, 11, 47, 80, 15, 71, 75], [28, 55, 16, 17], [38, 19, 49, 20], [27, 24, 5, 87, 73], [48, 33, 29, 30, 31, 74], [59, 46, 21], [61, 34, 35, 37, 40, 51, 66, 72], [42, 43, 52, 44, 8], [54, 60], [6, 62, 79, 67, 57], [70, 4, 81], [58, 45, 76, 50, 18, 56, 63], [82, 83, 86, 88, 85]]
51: [[20, 9, 10, 8, 32, 34, 6, 3, 39, 4], [1, 2, 13, 5, 11, 14, 23, 30, 25, 12, 16, 18, 21, 17, 22, 19, 26, 24, 28, 29, 50, 59, 58, 43, 62, 36, 33], [7, 27, 63, 15, 45, 31, 35, 37, 46, 38, 40, 41, 42, 44, 47, 56, 49, 48, 52, 55, 51, 53, 54, 60, 57, 61, 68, 65, 64], [69, 66, 78, 70, 71, 74, 73, 67, 75, 72, 76, 77, 79, 84, 81, 80, 83, 82, 85, 87, 86, 88]]
52: [[20, 9, 10, 8, 32, 34, 6, 3, 39, 4], [1, 2, 13, 5, 11, 14, 23, 30, 25, 12, 16, 18, 21, 17, 22, 19, 26, 24, 28, 29, 50, 59, 58, 43, 62, 36, 33], [7, 27, 63, 15, 45, 31, 35, 37, 44, 38, 41, 42, 40, 46, 47, 53, 49, 48, 54, 51, 52, 55, 57, 60, 56, 61, 68, 65, 64], [69, 66, 78, 70, 71, 74, 73, 67, 75, 72, 76, 77, 79, 84, 81, 80, 83, 82, 85, 87, 86, 88]]
53: [[20, 9, 10, 8, 32, 34, 6, 3, 39, 4], [1, 2, 13, 5, 11, 14, 23, 30, 25, 12, 16, 18, 21, 17, 22, 19, 26, 24, 28, 29, 50, 59, 58, 43, 62, 36, 33], [7, 27, 63, 15, 45, 31, 35, 53, 42, 38, 41, 44, 40, 46, 37, 55, 49, 47, 51, 54, 52, 57, 48, 61, 56, 60, 68, 65, 64], [69, 66, 78, 70, 71, 74, 73, 67, 75, 72, 76, 77, 79, 84, 81, 80, 83, 82, 85, 87, 86, 88]]
54: [[20, 9, 8, 32, 34, 6, 3, 39, 4, 10], [1, 2, 5, 11, 14, 23, 30, 25, 16, 18, 21, 17, 22, 19, 26, 24, 28, 29, 50, 59, 58, 43, 62, 36, 33, 12, 13], [7, 27, 63, 15, 45, 31, 35, 53, 42, 38, 41, 37, 40, 44, 47, 51, 48, 46, 49, 55, 54, 52, 57, 56, 61, 60, 68, 65, 64], [69, 66, 78, 70, 71, 74, 73, 67, 75, 72, 76, 77, 79, 84, 81, 80, 83, 82, 85, 87, 86, 88]]
55: [[20, 9, 10, 8, 32, 34, 6, 3, 39, 4], [1, 2, 13, 5, 11, 14, 23, 30, 25, 12, 16, 18, 21, 17, 22, 19, 26, 24, 28, 29, 50, 59, 58, 43, 62, 36, 33], [7, 27, 63, 15, 45, 31, 35, 37, 46, 38, 40, 41, 42, 44, 47, 48, 51, 56, 49, 53, 54, 52, 55, 57, 61, 60, 68, 65, 64], [69, 66, 78, 70, 71, 74, 73, 67, 75, 72, 76, 77, 79, 84, 81, 80, 83, 82, 85, 87, 86, 88]]
56: [[20, 9, 10, 8, 32, 34, 6, 3, 39, 4], [1, 2, 13, 5, 11, 14, 23, 30, 25, 12, 16, 18, 21, 17, 22, 19, 26, 24, 28, 29, 50, 59, 58, 43, 62, 36, 33], [7, 27, 63, 15, 45, 31, 35, 37, 46, 38, 41, 44, 42, 40, 47, 60, 51, 48, 49, 53, 52, 54, 55, 56, 57, 61, 68, 65, 64], [69, 66, 78, 70, 71, 74, 73, 67, 75, 72, 76, 77, 79, 84, 81, 80, 83, 82, 85, 87, 86, 88]]
57: [[20, 9, 10, 8, 32, 34, 6, 3, 39, 4], [1, 2, 13, 5, 11, 14, 23, 30, 25, 12, 16, 18, 21, 17, 22, 19, 26, 24, 28, 29, 50, 59, 58, 43, 62, 36, 33], [7, 27, 63, 15, 45, 31, 35, 37, 44, 38, 41, 40, 42, 46, 47, 56, 51, 48, 53, 49, 55, 52, 61, 54, 57, 60, 68, 65, 64], [69, 66, 78, 70, 71, 74, 73, 67, 75, 72, 76, 77, 79, 84, 81, 80, 83, 82, 85, 87, 86, 88]]
58: [[20, 9, 10, 8, 32, 34, 6, 3, 39, 4], [1, 2, 13, 5, 11, 14, 23, 30, 25, 12, 16, 18, 21, 17, 22, 19, 26, 24, 28, 29, 50, 59, 58, 43, 62, 36, 33], [7, 27, 63, 15, 45, 31, 35, 53, 42, 38, 40, 44, 41, 55, 46, 47, 37, 48, 51, 49, 52, 60, 54, 56, 61, 57, 68, 65, 64], [69, 66, 78, 70, 71, 74, 73, 67, 75, 72, 76, 77, 79, 84, 81, 80, 83, 82, 85, 87, 86, 88]]
59: [[20, 9, 10, 8, 32, 34, 6, 3, 39, 4], [1, 2, 13, 5, 11, 14, 23, 30, 25, 12, 16, 18, 21, 17, 22, 19, 26, 24, 28, 29, 50, 59, 58, 43, 62, 36, 33], [7, 27, 63, 15, 45, 31, 35, 37, 46, 38, 40, 41, 42, 47, 54, 51, 48, 44, 53, 55, 49, 52, 56, 57, 60, 61, 68, 65, 64], [69, 66, 78, 70, 71, 74, 73, 67, 75, 72, 76, 77, 79, 84, 81, 80, 83, 82, 85, 87, 86, 88]]
60: [[20, 9, 10, 8, 32, 34, 6, 3, 39, 4], [1, 2, 13, 5, 11, 14, 23, 30, 25, 12, 16, 18, 21, 17, 22, 19, 26, 24, 28, 29, 50, 59, 58, 43, 62, 36, 33], [7, 27, 63, 15, 45, 31, 35, 37, 46, 38, 40, 41, 42, 44, 47, 49, 57, 48, 52, 54, 51, 55, 60, 56, 53, 61, 68, 65, 64], [69, 66, 78, 70, 71, 74, 73, 67, 75, 72, 76, 77, 79, 84, 81, 80, 83, 82, 85, 87, 86, 88]]
61: [[20, 9, 10, 8, 32, 34, 6, 3, 39, 4], [1, 2, 13, 5, 11, 14, 23, 30, 25, 12, 16, 18, 21, 17, 22, 19, 26, 24, 28, 29, 50, 59, 58, 43, 62, 36, 33], [7, 27, 63, 15, 45, 31, 35, 37, 46, 38, 40, 41, 53, 44, 47, 52, 49, 48, 60, 42, 54, 51, 55, 56, 61, 57, 68, 65, 64], [69, 66, 78, 70, 71, 74, 73, 67, 75, 72, 76, 77, 79, 84, 81, 80, 83, 82, 85, 87, 86, 88]]
62: [[20, 9, 10, 8, 32, 34, 6, 3, 39, 4], [1, 2, 13, 5, 11, 14, 23, 30, 25, 12, 16, 18, 21, 17, 22, 19, 26, 24, 28, 29, 50, 59, 58, 43, 62, 36, 33], [7, 27, 63, 15, 45, 31, 35, 53, 40, 38, 41, 37, 44, 46, 47, 42, 49, 51, 48, 52, 60, 55, 54, 56, 57, 61, 68, 65, 64], [69, 66, 78, 70, 71, 74, 73, 67, 75, 72, 76, 77, 79, 84, 81, 80, 83, 82, 85, 87, 86, 88]]
63: [[20, 9, 10, 8, 32, 34, 6, 3, 39, 4], [1, 2, 13, 5, 11, 14, 23, 30, 25, 12, 16, 18, 21, 17, 22, 19, 26, 24, 28, 29, 50, 59, 58, 43, 62, 36, 33], [7, 27, 63, 15, 45, 31, 35, 37, 44, 38, 41, 40, 42, 46, 47, 57, 53, 48, 52, 51, 55, 49, 54, 61, 56, 60, 68, 65, 64], [69, 66, 78, 70, 71, 74, 73, 67, 75, 72, 76, 77, 79, 84, 81, 80, 83, 82, 85, 87, 86, 88]]
64: [[20, 9, 10, 8, 32, 34, 6, 3, 39, 4], [1, 2, 13, 5, 11, 14, 23, 30, 25, 12, 16, 18, 21, 17, 22, 19, 26, 24, 28, 29, 50, 59, 58, 43, 62, 36, 33], [7, 27, 63, 15, 45, 31, 35, 37, 46, 38, 41, 40, 42, 44, 55, 47, 48, 49, 60, 52, 53, 51, 56, 54, 61, 57, 68, 65, 64], [69, 66, 78, 70, 71, 74, 73, 67, 75, 72, 76, 77, 79, 84, 81, 80, 83, 82, 85, 87, 86, 88]]
65: [[20, 9, 10, 8, 32, 34, 6, 3, 39, 4], [1, 2, 13, 5, 11, 14, 23, 30, 25, 12, 16, 18, 21, 17, 22, 19, 26, 24, 28, 29, 50, 59, 58, 43, 62, 36, 33], [7, 27, 63, 15, 45, 31, 35, 37, 46, 38, 40, 42, 41, 44, 47, 55, 52, 48, 49, 53, 51, 61, 54, 56, 57, 60, 68, 65, 64], [69, 66, 78, 70, 71, 74, 73, 67, 75, 72, 76, 77, 79, 84, 81, 80, 83, 82, 85, 87, 86, 88]]
66: [[20, 9, 10, 8, 32, 34, 6, 3, 39, 4], [1, 2, 13, 5, 11, 14, 23, 30, 25, 12, 16, 18, 21, 17, 22, 19, 26, 24, 28, 29, 50, 59, 58, 43, 62, 36, 33], [7, 27, 63, 15, 45, 31, 35, 37, 44, 38, 41, 40, 42, 56, 47, 57, 54, 48, 49, 46, 51, 52, 55, 60, 53, 61, 68, 65, 64], [69, 66, 78, 70, 71, 74, 73, 67, 75, 72, 76, 77, 79, 84, 81, 80, 83, 82, 85, 87, 86, 88]]
67: [[20, 9, 10, 8, 32, 34, 6, 3, 39, 4], [1, 2, 13, 5, 11, 14, 23, 30, 25, 12, 16, 18, 21, 17, 22, 19, 26, 24, 28, 29, 50, 59, 58, 43, 62, 36, 33], [7, 27, 63, 15, 45, 31, 35, 37, 46, 38, 41, 40, 42, 44, 47, 52, 49, 48, 51, 54, 55, 56, 53, 60, 61, 57, 68, 65, 64], [69, 66, 78, 70, 71, 74, 73, 67, 75, 72, 76, 77, 79, 84, 81, 80, 83, 82, 85, 87, 86, 88]]
68: [[20, 9, 10, 8, 32, 34, 6, 3, 39, 4], [1, 2, 13, 5, 11, 14, 23, 30, 25, 12, 16, 18, 21, 17, 22, 19, 26, 24, 28, 29, 50, 59, 58, 43, 62, 36, 33], [7, 27, 63, 15, 45, 31, 35, 37, 44, 38, 41, 40, 42, 57, 47, 52, 60, 56, 49, 55, 48, 54, 46, 51, 53, 61, 68, 65, 64], [69, 66, 78, 70, 71, 74, 73, 67, 75, 72, 76, 77, 79, 84, 81, 80, 83, 82, 85, 87, 86, 88]]
69: [[20, 9, 10, 8, 32, 34, 6, 3, 39, 4], [1, 2, 13, 5, 11, 14, 23, 30, 25, 12, 16, 18, 21, 17, 22, 19, 26, 24, 28, 29, 50, 59, 58, 43, 62, 36, 33], [7, 27, 63, 15, 45, 31, 35, 37, 44, 38, 41, 40, 42, 51, 47, 52, 49, 46, 48, 54, 53, 55, 56, 60, 61, 57, 68, 65, 64], [69, 66, 78, 70, 71, 74, 73, 67, 75, 72, 76, 77, 79, 84, 81, 80, 83, 82, 85, 87, 86, 88]]
70: [[20, 9, 10, 8, 32, 34, 6, 3, 39, 4], [1, 2, 13, 5, 11, 14, 23, 30, 25, 12, 16, 18, 21, 17, 22, 19, 26, 24, 28, 29, 50, 59, 58, 43, 62, 36, 33], [7, 27, 63, 15, 45, 31, 35, 53, 42, 38, 41, 40, 37, 46, 47, 44, 54, 48, 49, 51, 52, 56, 55, 61, 57, 60, 68, 65, 64], [69, 66, 78, 70, 71, 74, 73, 67, 75, 72, 76, 77, 79, 84, 81, 80, 83, 82, 85, 87, 86, 88]]
71: [[20, 9, 10, 8, 32, 34, 6, 3, 39, 4], [1, 2, 13, 5, 11, 14, 23, 30, 25, 12, 16, 18, 21, 17, 22, 19, 26, 24, 28, 29, 50, 59, 58, 43, 62, 36, 33], [7, 27, 63, 15, 45, 31, 35, 53, 40, 38, 41, 37, 44, 46, 54, 51, 48, 56, 42, 47, 49, 52, 55, 57, 60, 61, 68, 65, 64], [69, 66, 78, 70, 71, 74, 73, 67, 75, 72, 76, 77, 79, 84, 81, 80, 83, 82, 85, 87, 86, 88]]
72: [[20, 9, 10, 8, 32, 34, 6, 3, 39, 4], [1, 2, 13, 5, 11, 14, 23, 30, 25, 12, 16, 18, 21, 17, 22, 19, 26, 24, 28, 29, 50, 59, 58, 43, 62, 36, 33], [7, 27, 63, 15, 45, 31, 35, 37, 46, 38, 40, 41, 42, 44, 47, 48, 49, 51, 52, 55, 53, 54, 56, 57, 61, 60, 68, 65, 64], [69, 66, 78, 70, 71, 74, 73, 67, 75, 72, 76, 77, 79, 84, 81, 80, 83, 82, 85, 87, 86, 88]]
73: [[20, 9, 10, 8, 32, 34, 6, 3, 39, 4], [1, 2, 13, 5, 11, 14, 23, 30, 25, 12, 16, 18, 21, 17, 22, 19, 26, 24, 28, 29, 50, 59, 58, 43, 62, 36, 33], [7, 27, 63, 15, 45, 31, 35, 37, 46, 38, 40, 44, 41, 42, 47, 49, 57, 48, 53, 51, 52, 55, 60, 54, 56, 61, 68, 65, 64], [69, 66, 78, 70, 71, 74, 73, 67, 75, 72, 76, 77, 79, 84, 81, 80, 83, 82, 85, 87, 86, 88]]
74: [[20, 9, 10, 8, 32, 34, 6, 3, 39, 4], [1, 2, 13, 5, 11, 14, 23, 30, 25, 12, 16, 18, 21, 17, 22, 19, 26, 24, 28, 29, 50, 59, 58, 43, 62, 36, 33], [7, 27, 63, 15, 45, 31, 35, 37, 46, 38, 41, 40, 42, 44, 47, 57, 49, 48, 53, 51, 52, 54, 55, 60, 56, 61, 68, 65, 64], [69, 66, 78, 70, 71, 74, 73, 67, 75, 72, 76, 77, 79, 84, 81, 80, 83, 82, 85, 87, 86, 88]]
75: [[20, 9, 10, 8, 32, 34, 6, 3, 39, 4], [1, 2, 13, 5, 11, 14, 23, 30, 25, 12, 16, 18, 21, 17, 22, 19, 26, 24, 28, 29, 50, 59, 58, 43, 62, 36, 33], [7, 27, 63, 15, 45, 31, 35, 53, 42, 38, 40, 44, 48, 46, 37, 41, 56, 49, 47, 54, 52, 51, 57, 60, 55, 61, 68, 65, 64], [69, 66, 78, 70, 71, 74, 73, 67, 75, 72, 76, 77, 79, 84, 81, 80, 83, 82, 85, 87, 86, 88]]
76: [[20, 9, 10, 8, 32, 34, 6, 3, 39, 4], [1, 2, 13, 5, 11, 14, 23, 30, 25, 12, 16, 18, 21, 17, 22, 19, 26, 24, 28, 29, 50, 59, 58, 43, 62, 36, 33], [7, 27, 63, 15, 45, 31, 35, 37, 44, 38, 41, 42, 40, 46, 47, 49, 48, 53, 51, 52, 54, 55, 60, 61, 57, 56, 68, 65, 64], [69, 66, 78, 70, 71, 74, 73, 67, 75, 72, 76, 77, 79, 84, 81, 80, 83, 82, 85, 87, 86, 88]]
77: [[20, 9, 10, 8, 32, 34, 6, 3, 39, 4], [1, 2, 13, 5, 11, 14, 23, 30, 25, 12, 16, 18, 21, 17, 22, 19, 26, 24, 28, 29, 50, 59, 58, 43, 62, 36, 33], [7, 27, 63, 15, 45, 31, 35, 53, 42, 38, 40, 44, 37, 41, 47, 46, 49, 48, 52, 55, 51, 60, 54, 61, 56, 57, 68, 65, 64], [69, 66, 78, 70, 71, 74, 73, 67, 75, 72, 76, 77, 79, 84, 81, 80, 83, 82, 85, 87, 86, 88]]
78: [[20, 9, 10, 8, 32, 34, 6, 3, 39, 4], [1, 2, 13, 5, 11, 14, 23, 30, 25, 12, 16, 18, 21, 17, 22, 19, 26, 24, 28, 29, 50, 59, 58, 43, 62, 36, 33], [7, 27, 63, 15, 45, 31, 35, 37, 46, 38, 40, 42, 54, 41, 47, 48, 61, 49, 55, 44, 52, 57, 60, 51, 53, 56, 68, 65, 64], [69, 66, 78, 70, 71, 74, 73, 67, 75, 72, 76, 77, 79, 84, 81, 80, 83, 82, 85, 87, 86, 88]]
79: [[20, 9, 10, 8, 32, 34, 6, 3, 39, 4], [1, 2, 13, 5, 11, 14, 23, 30, 25, 12, 16, 18, 21, 17, 22, 19, 26, 24, 28, 29, 50, 59, 58, 43, 62, 36, 33], [7, 27, 63, 15, 45, 31, 35, 37, 44, 38, 41, 40, 56, 46, 47, 42, 49, 52, 48, 55, 51, 57, 53, 61, 54, 60, 68, 65, 64], [69, 66, 78, 70, 71, 74, 73, 67, 75, 72, 76, 77, 79, 84, 81, 80, 83, 82, 85, 87, 86, 88]]
80: [[20, 9, 10, 8, 32, 34, 6, 3, 39, 4], [1, 2, 13, 5, 11, 14, 23, 30, 25, 12, 16, 18, 21, 17, 22, 19, 26, 24, 28, 29, 50, 59, 58, 43, 62, 36, 33], [7, 27, 63, 15, 45, 31, 35, 37, 44, 38, 41, 40, 42, 57, 47, 46, 52, 56, 49, 54, 48, 53, 55, 51, 61, 60, 68, 65, 64], [69, 66, 78, 70, 71, 74, 73, 67, 75, 72, 76, 77, 79, 84, 81, 80, 83, 82, 85, 87, 86, 88]]
81: [[20, 9, 10, 8, 32, 34, 6, 3, 39, 4], [1, 2, 13, 5, 11, 14, 23, 30, 25, 12, 16, 18, 21, 17, 22, 19, 26, 24, 28, 29, 50, 59, 58, 43, 62, 36, 33], [7, 27, 63, 15, 45, 31, 35, 37, 46, 38, 41, 40, 44, 42, 47, 53, 52, 49, 48, 55, 51, 54, 60, 56, 57, 61, 68, 65, 64], [69, 66, 78, 70, 71, 74, 73, 67, 75, 72, 76, 77, 79, 84, 81, 80, 83, 82, 85, 87, 86, 88]]
82: [[20, 9, 10, 8, 32, 34, 6, 3, 39, 4], [1, 2, 13, 5, 11, 14, 23, 30, 25, 12, 16, 18, 21, 17, 22, 19, 26, 24, 28, 29, 50, 59, 58, 43, 62, 36, 33], [7, 27, 63, 15, 45, 31, 35, 37, 46, 38, 40, 42, 44, 41, 47, 57, 52, 48, 51, 53, 49, 54, 55, 56, 60, 61, 68, 65, 64], [69, 66, 78, 70, 71, 74, 73, 67, 75, 72, 76, 77, 79, 84, 81, 80, 83, 82, 85, 87, 86, 88]]
83: [[20, 9, 10, 8, 32, 34, 6, 3, 39, 4], [1, 2, 13, 5, 11, 14, 23, 30, 25, 12, 16, 18, 21, 17, 22, 19, 26, 24, 28, 29, 50, 59, 58, 43, 62, 36, 33], [7, 27, 63, 15, 45, 31, 35, 53, 42, 38, 40, 44, 37, 41, 47, 51, 48, 60, 46, 49, 52, 54, 56, 57, 55, 61, 68, 65, 64], [69, 66, 78, 70, 71, 74, 73, 67, 75, 72, 76, 77, 79, 84, 81, 80, 83, 82, 85, 87, 86, 88]]
84: [[20, 9, 10, 8, 32, 34, 6, 3, 39, 4], [1, 2, 13, 5, 11, 14, 23, 30, 25, 12, 16, 18, 21, 17, 22, 19, 26, 24, 28, 29, 50, 59, 58, 43, 62, 36, 33], [7, 27, 63, 15, 45, 31, 35, 37, 46, 38, 40, 41, 42, 44, 47, 57, 48, 52, 53, 51, 55, 54, 56, 60, 49, 61, 68, 65, 64], [69, 66, 78, 70, 71, 74, 73, 67, 75, 72, 76, 77, 79, 84, 81, 80, 83, 82, 85, 87, 86, 88]]
85: [[20, 9, 10, 8, 32, 34, 6, 3, 39, 4], [1, 2, 13, 5, 11, 14, 23, 30, 25, 12, 16, 18, 21, 17, 22, 19, 26, 24, 28, 29, 50, 59, 58, 43, 62, 36, 33], [7, 27, 63, 15, 45, 31, 35, 37, 46, 38, 40, 41, 42, 47, 49, 54, 48, 44, 61, 51, 52, 53, 60, 57, 55, 56, 68, 65, 64], [69, 66, 78, 70, 71, 74, 73, 67, 75, 72, 76, 77, 79, 84, 81, 80, 83, 82, 85, 87, 86, 88]]
86: [[20, 9, 10, 8, 32, 34, 6, 3, 39, 4], [1, 2, 13, 5, 11, 14, 23, 30, 25, 12, 16, 18, 21, 17, 22, 19, 26, 24, 28, 29, 50, 59, 58, 43, 62, 36, 33], [7, 27, 63, 15, 45, 31, 35, 53, 42, 38, 40, 41, 37, 47, 44, 46, 56, 52, 49, 55, 48, 51, 54, 60, 61, 57, 68, 65, 64], [69, 66, 78, 70, 71, 74, 73, 67, 75, 72, 76, 77, 79, 84, 81, 80, 83, 82, 85, 87, 86, 88]]
87: [[20, 9, 10, 8, 32, 34, 6, 3, 39, 4], [1, 2, 13, 5, 11, 14, 23, 30, 25, 12, 16, 18, 21, 17, 22, 19, 26, 24, 28, 29, 50, 59, 58, 43, 62, 36, 33], [7, 27, 63, 15, 45, 31, 35, 37, 46, 38, 40, 41, 44, 47, 42, 53, 56, 52, 49, 48, 54, 51, 61, 60, 57, 55, 68, 65, 64], [69, 66, 78, 70, 71, 74, 73, 67, 75, 72, 76, 77, 79, 84, 81, 80, 83, 82, 85, 87, 86, 88]]
88: [[20, 9, 10, 8, 32, 34, 6, 3, 39, 4], [1, 2, 13, 5, 11, 14, 23, 30, 25, 12, 16, 18, 21, 17, 22, 19, 26, 24, 28, 29, 50, 59, 58, 43, 62, 36, 33], [7, 27, 63, 15, 45, 31, 35, 53, 42, 38, 40, 37, 41, 47, 44, 46, 56, 51, 57, 55, 48, 49, 54, 60, 61, 52, 68, 65, 64], [69, 66, 78, 70, 71, 74, 73, 67, 75, 72, 76, 77, 79, 84, 81, 80, 83, 82, 85, 87, 86, 88]]
89: [[20, 9, 10, 8, 32, 34, 6, 3, 39, 4], [1, 2, 13, 5, 11, 14, 23, 30, 25, 12, 16, 18, 21, 17, 22, 19, 26, 24, 28, 29, 50, 59, 58, 43, 62, 36, 33], [7, 27, 63, 15, 45, 31, 35, 37, 44, 38, 41, 40, 42, 46, 47, 53, 51, 48, 49, 52, 54, 55, 57, 60, 56, 61, 68, 65, 64], [69, 66, 78, 70, 71, 74, 73, 67, 75, 72, 76, 77, 79, 84, 81, 80, 83, 82, 85, 87, 86, 88]]
90: [[20, 9, 10, 8, 32, 34, 6, 3, 39, 4], [1, 2, 13, 5, 11, 14, 23, 30, 25, 12, 16, 18, 21, 17, 22, 19, 26, 24, 28, 29, 50, 59, 58, 43, 62, 36, 33], [7, 27, 63, 15, 45, 31, 35, 37, 44, 38, 41, 40, 42, 46, 47, 56, 52, 53, 48, 49, 54, 51, 55, 60, 57, 61, 68, 65, 64], [69, 66, 78, 70, 71, 74, 73, 67, 75, 72, 76, 77, 79, 84, 81, 80, 83, 82, 85, 87, 86, 88]]
91: [[20, 9, 10, 8, 32, 34, 6, 3, 39, 4], [1, 2, 13, 5, 11, 14, 23, 30, 25, 12, 16, 18, 21, 17, 22, 19, 26, 24, 28, 29, 50, 59, 58, 43, 62, 36, 33], [7, 27, 63, 15, 45, 31, 35, 37, 46, 38, 40, 41, 42, 44, 47, 51, 52, 49, 55, 48, 53, 54, 57, 56, 61, 60, 68, 65, 64], [69, 66, 78, 70, 71, 74, 73, 67, 75, 72, 76, 77, 79, 84, 81, 80, 83, 82, 85, 87, 86, 88]]
92: [[20, 9, 10, 8, 32, 34, 6, 3, 39, 4], [1, 2, 13, 5, 11, 14, 23, 30, 25, 12, 16, 18, 21, 17, 22, 19, 26, 24, 28, 29, 50, 59, 58, 43, 62, 36, 33], [7, 27, 63, 15, 45, 31, 35, 53, 42, 38, 41, 40, 37, 46, 44, 51, 48, 57, 47, 52, 54, 49, 56, 60, 55, 61, 68, 65, 64], [69, 66, 78, 70, 71, 74, 73, 67, 75, 72, 76, 77, 79, 84, 81, 80, 83, 82, 85, 87, 86, 88]]
93: [[20, 9, 10, 8, 32, 34, 6, 3, 39, 4], [1, 2, 13, 5, 11, 14, 23, 30, 25, 12, 16, 18, 21, 17, 22, 19, 26, 24, 28, 29, 50, 59, 58, 43, 62, 36, 33], [7, 27, 63, 15, 45, 31, 35, 53, 40, 38, 41, 37, 42, 44, 47, 46, 48, 49, 51, 55, 52, 54, 56, 61, 57, 60, 68, 65, 64], [69, 66, 78, 70, 71, 74, 73, 67, 75, 72, 76, 77, 79, 84, 81, 80, 83, 82, 85, 87, 86, 88]]
94: [[20, 9, 10, 8, 32, 34, 6, 3, 39, 4], [1, 2, 13, 5, 11, 14, 23, 30, 25, 12, 16, 18, 21, 17, 22, 19, 26, 24, 28, 29, 50, 59, 58, 43, 62, 36, 33], [7, 27, 63, 15, 45, 31, 35, 53, 42, 38, 41, 40, 37, 46, 47, 49, 44, 48, 60, 51, 55, 52, 56, 61, 54, 57, 68, 65, 64], [69, 66, 78, 70, 71, 74, 73, 67, 75, 72, 76, 77, 79, 84, 81, 80, 83, 82, 85, 87, 86, 88]]
95: [[20, 9, 10, 8, 32, 34, 6, 3, 39, 4], [1, 2, 13, 5, 11, 14, 23, 30, 25, 12, 16, 18, 21, 17, 22, 19, 26, 24, 28, 29, 50, 59, 58, 43, 62, 36, 33], [7, 27, 63, 15, 45, 31, 35, 53, 42, 38, 40, 41, 44, 37, 46, 49, 52, 47, 51, 56, 48, 55, 54, 57, 60, 61, 68, 65, 64], [69, 66, 78, 70, 71, 74, 73, 67, 75, 72, 76, 77, 79, 84, 81, 80, 83, 82, 85, 87, 86, 88]]
96: [[20, 9, 10, 8, 32, 34, 6, 3, 39, 4], [1, 2, 13, 5, 11, 14, 23, 30, 25, 12, 16, 18, 21, 17, 22, 19, 26, 24, 28, 29, 50, 59, 58, 43, 62, 36, 33], [7, 27, 63, 15, 45, 31, 35, 53, 42, 38, 40, 44, 46, 37, 41, 52, 49, 47, 55, 54, 51, 56, 48, 57, 60, 61, 68, 65, 64], [69, 66, 78, 70, 71, 74, 73, 67, 75, 72, 76, 77, 79, 84, 81, 80, 83, 82, 85, 87, 86, 88]]
97: [[20, 9, 10, 8, 32, 34, 6, 3, 39, 4], [1, 2, 13, 5, 11, 14, 23, 30, 25, 12, 16, 18, 21, 17, 22, 19, 26, 24, 28, 29, 50, 59, 58, 43, 62, 36, 33], [7, 27, 63, 15, 45, 31, 35, 53, 40, 38, 41, 37, 57, 42, 46, 44, 49, 52, 48, 55, 51, 47, 56, 61, 54, 60, 68, 65, 64], [69, 66, 78, 70, 71, 74, 73, 67, 75, 72, 76, 77, 79, 84, 81, 80, 83, 82, 85, 87, 86, 88]]
98: [[20, 9, 10, 8, 32, 34, 6, 3, 39, 4], [1, 2, 13, 5, 11, 14, 23, 30, 25, 12, 16, 18, 21, 17, 22, 19, 26, 24, 28, 29, 50, 59, 58, 43, 62, 36, 33], [7, 27, 63, 15, 45, 31, 35, 37, 44, 38, 41, 40, 42, 46, 47, 55, 48, 49, 51, 54, 52, 61, 53, 60, 56, 57, 68, 65, 64], [69, 66, 78, 70, 71, 74, 73, 67, 75, 72, 76, 77, 79, 84, 81, 80, 83, 82, 85, 87, 86, 88]]
99: [[20, 9, 10, 8, 32, 34, 6, 3, 39, 4], [1, 2, 13, 5, 11, 14, 23, 30, 25, 12, 16, 18, 21, 17, 22, 19, 26, 24, 28, 29, 50, 59, 58, 43, 62, 36, 33], [7, 27, 63, 15, 45, 31, 35, 37, 44, 38, 41, 40, 42, 46, 47, 52, 49, 48, 51, 54, 53, 55, 56, 57, 61, 60, 68, 65, 64], [69, 66, 78, 70, 71, 74, 73, 67, 75, 72, 76, 77, 79, 84, 81, 80, 83, 82, 85, 87, 86, 88]]
100: [[20, 9, 10, 8, 32, 34, 6, 3, 39, 4], [1, 2, 13, 5, 11, 14, 23, 30, 25, 12, 16, 18, 21, 17, 22, 19, 26, 24, 28, 29, 50, 59, 58, 43, 62, 36, 33], [7, 27, 63, 15, 45, 31, 35, 37, 44, 38, 41, 40, 46, 42, 53, 47, 49, 48, 52, 54, 55, 57, 51, 56, 61, 60, 68, 65, 64], [69, 66, 78, 70, 71, 74, 73, 67, 75, 72, 76, 77, 79, 84, 81, 80, 83, 82, 85, 87, 86, 88]]
101: [[20, 9, 10, 8, 32, 34, 6, 3, 39, 4], [1, 2, 13, 5, 11, 14, 23, 30, 25, 12, 16, 18, 21, 17, 22, 19, 26, 24, 28, 29, 50, 59, 58, 43, 62, 36, 33], [7, 27, 63, 15, 45, 31, 35, 37, 46, 38, 40, 41, 42, 44, 47, 55, 52, 48, 49, 51, 53, 54, 56, 57, 60, 61, 68, 65, 64], [69, 66, 78, 70, 71, 74, 73, 67, 75, 72, 76, 77, 79, 84, 81, 80, 83, 82, 85, 87, 86, 88]]
