0: [[52, 15, 41], [78, 11, 17], [21, 26], [37, 65, 7], [3, 5, 38], [4, 1, 8], [6, 10, 9], [2, 22, 12], [13, 14], [16, 23, 24], [19, 18, 20], [28, 29, 25], [60, 27, 43], [31, 51, 35], [32, 30, 33], [36, 42], [39, 34], [45, 56, 46], [40, 44, 47], [54, 49], [48, 61, 55], [50, 53, 59], [58, 62, 57], [63, 67, 66], [68, 84, 64], [71, 69, 73], [75, 72, 76], [80, 74, 70], [77, 81, 86], [79, 82], [85, 83, 87, 88]]
51: [[52, 15, 41], [78, 11], [17, 21, 26], [37, 65, 7], [3, 5, 38], [4, 1], [8, 6, 10], [9, 2, 22], [12, 13, 14], [16, 23, 24], [19, 18, 20], [28, 29, 25], [60, 27], [43, 31], [51, 35, 32], [30, 33, 36], [42, 39], [34, 45, 56], [46, 40, 44], [47, 54, 49], [48, 61, 55], [50, 53, 59], [58, 62, 57], [63, 67, 66], [68, 84, 64], [71, 69, 73], [75, 72], [76, 80, 74, 70], [77, 81, 86, 79, 82, 85, 83, 87, 88]]
52: [[52, 15, 41], [78, 11, 17], [21, 26], [37, 65, 7], [3, 5, 38], [4, 1, 8], [6, 10, 9], [2, 22, 12], [13, 14], [16, 23, 24], [19, 18, 20], [28, 29, 25], [60, 27, 43], [31, 51, 35], [32, 30, 33], [36, 42, 39], [34, 45, 56, 46, 40, 44, 47, 54, 49, 48, 61, 55, 50, 53, 59, 58, 62, 57, 63, 67, 66, 68, 84, 64, 71, 69, 73, 75, 72, 76, 80, 74, 70, 77, 81, 86, 79, 82, 85, 83, 87, 88]]
53: [[52, 15, 41], [78, 11], [17, 21, 26, 37], [65, 7, 3], [5, 38, 4], [1, 8, 6], [10, 9, 2], [22, 12, 13], [14, 16, 23], [24, 19], [18, 20, 28], [29, 25, 60], [27, 43, 31], [51, 35, 32], [30, 33, 36], [42, 39, 34], [45, 56], [46, 40, 44], [47, 54, 49], [48, 61, 55], [50, 53, 59], [58, 62, 57], [63, 67], [66, 68, 84], [64, 71, 69], [73, 75, 72], [76, 80, 74], [70, 77, 81], [86, 79, 82, 85], [83, 87, 88]]
54: [[52, 15, 41], [78, 11, 17], [21, 26], [37, 65, 7], [3, 5, 38], [4, 1, 8], [6, 10, 9], [2, 22, 12], [13, 14, 16], [23, 24, 19], [18, 20, 28], [29, 25, 60], [27, 43, 31], [51, 35, 32], [30, 33, 36], [42, 39, 34], [45, 56, 46], [40, 44, 47], [54, 49, 48], [61, 55], [50, 53, 59], [58, 62, 57], [63, 67, 66, 68, 84, 64, 71, 69, 73, 75, 72, 76, 80, 74, 70, 77, 81, 86, 79, 82, 85, 83, 87, 88]]
55: [[52, 15], [41, 78, 11], [17, 21, 26], [37, 65, 7], [3, 5, 38], [4, 1, 8], [6, 10, 9], [2, 22, 12, 13], [14, 16], [23, 24, 19], [18, 20], [28, 29, 25], [60, 27, 43], [31, 51, 35], [32, 30, 33], [36, 42, 39], [34, 45], [56, 46, 40], [44, 47, 54], [49, 48, 61], [55, 50, 53], [59, 58, 62], [57, 63, 67], [66, 68, 84], [64, 71, 69], [73, 75, 72], [76, 80, 74], [70, 77, 81], [86, 79, 82], [85], [83, 87, 88]]
56: [[52, 15, 41], [78, 11, 17], [21, 26], [37, 65, 7], [3, 5, 38], [4, 1, 8], [6, 10, 9], [2, 22, 12], [13, 14, 16], [23, 24, 19], [18, 20, 28], [29, 25, 60], [27, 43, 31], [51, 35, 32], [30, 33, 36], [42, 39, 34], [45, 56, 46], [40, 44, 47], [54, 49, 48], [61, 55], [50, 53, 59], [58, 62, 57], [63, 67, 66], [68, 84, 64], [71, 69, 73, 75, 72, 76, 80, 74, 70, 77, 81, 86, 79, 82, 85, 83, 87, 88]]
57: [[52, 15, 41], [78, 11, 17], [21, 26], [37, 65, 7], [3, 5, 38], [4, 1, 8], [6, 10, 9], [2, 22, 12], [13, 14, 16], [23, 24, 19], [18, 20, 28], [29, 25, 60], [27, 43, 31], [51, 35], [32, 30, 33, 36], [42, 39, 34, 45, 56, 46, 40, 44, 47, 54, 49], [48, 61, 55, 50, 53, 59], [58, 62, 57, 63, 67, 66, 68, 84, 64, 71, 69, 73, 75, 72, 76, 80, 74, 70, 77, 81, 86, 79, 82, 85, 83, 87, 88]]
58: [[52, 15, 41], [78, 11, 17], [21, 26], [37, 65, 7], [3, 5, 38], [4, 1, 8], [6, 10], [9, 2, 22], [12, 13, 14], [16, 23, 24], [19, 18, 20], [28, 29, 25], [60, 27, 43], [31, 51, 35], [32, 30], [33, 36, 42], [39, 34, 45], [56, 46, 40], [44, 47, 54], [49, 48, 61], [55, 50], [53, 59, 58], [62, 57, 63], [67, 66, 68], [84, 64, 71], [69, 73, 75], [72, 76, 80], [74, 70, 77, 81], [86, 79, 82, 85], [83, 87, 88]]
59: [[52, 15, 41], [78, 11, 17], [21, 26, 37], [65, 7, 3], [5, 38, 4], [1, 8, 6], [10, 9], [2, 22, 12], [13, 14, 16], [23, 24, 19, 18], [20, 28, 29], [25, 60, 27], [43, 31], [51, 35, 32], [30, 33, 36], [42, 39, 34], [45, 56, 46], [40, 44, 47], [54, 49, 48], [61, 55, 50], [53, 59, 58], [62, 57, 63], [67, 66], [68, 84, 64], [71, 69, 73], [75, 72, 76], [80, 74, 70], [77, 81, 86], [79, 82, 85], [83, 87, 88]]
60: [[52, 15, 41], [78, 11, 17], [21, 26, 37], [65, 7, 3], [5, 38, 4], [1, 8, 6], [10, 9, 2], [22, 12, 13], [14, 16, 23], [24, 19], [18, 20, 28], [29, 25, 60], [27, 43, 31], [51, 35, 32, 30], [33, 36], [42, 39, 34], [45, 56], [46, 40, 44], [47, 54, 49], [48, 61, 55], [50, 53, 59], [58, 62, 57], [63, 67, 66], [68, 84, 64], [71, 69, 73], [75, 72, 76], [80, 74, 70], [77, 81, 86], [79, 82, 85], [83, 87, 88]]
61: [[52, 15], [41, 78, 11], [17, 21, 26], [37, 65, 7], [3, 5, 38], [4, 1, 8], [6, 10, 9], [2, 22, 12], [13, 14, 16], [23, 24, 19], [18, 20, 28], [29, 25, 60], [27, 43, 31], [51, 35, 32], [30, 33], [36, 42, 39], [34, 45, 56], [46, 40, 44], [47, 54, 49], [48, 61, 55], [50, 53, 59], [58, 62, 57], [63, 67, 66], [68, 84, 64], [71, 69, 73], [75, 72], [76, 80, 74], [70, 77], [81, 86], [79, 82, 85], [83, 87, 88]]
62: [[52, 15], [41, 78, 11], [17, 21, 26], [37, 65, 7], [3, 5, 38], [4, 1, 8], [6, 10, 9], [2, 22, 12], [13, 14, 16], [23, 24, 19], [18, 20], [28, 29, 25], [60, 27, 43], [31, 51, 35], [32, 30, 33], [36, 42, 39, 34], [45, 56, 46], [40, 44, 47], [54, 49, 48], [61, 55, 50], [53, 59, 58], [62, 57, 63], [67, 66, 68], [84, 64, 71], [69, 73, 75], [72, 76], [80, 74, 70], [77, 81, 86], [79, 82, 85], [83, 87, 88]]
63: [[52, 15], [41, 78, 11], [17, 21, 26], [37, 65, 7], [3, 5, 38], [4, 1, 8], [6, 10, 9], [2, 22, 12], [13, 14, 16], [23, 24, 19], [18, 20, 28], [29, 25, 60], [27, 43, 31], [51, 35, 32], [30, 33], [36, 42, 39], [34, 45, 56], [46, 40, 44], [47, 54, 49], [48, 61, 55], [50, 53, 59], [58, 62, 57], [63, 67, 66], [68, 84, 64], [71, 69, 73], [75, 72, 76], [80, 74, 70], [77, 81, 86], [79, 82, 85], [83, 87, 88]]
64: [[52, 15, 41], [78, 11], [17, 21, 26], [37, 65, 7], [3, 5, 38], [4, 1, 8], [6, 10, 9], [2, 22, 12], [13, 14, 16], [23, 24, 19], [18, 20, 28], [29, 25, 60], [27, 43, 31], [51, 35, 32], [30, 33, 36], [42, 39, 34], [45, 56], [46, 40, 44], [47, 54, 49], [48, 61, 55, 50, 53, 59, 58, 62, 57, 63, 67, 66, 68, 84, 64, 71, 69, 73, 75, 72, 76, 80, 74, 70, 77, 81, 86, 79, 82, 85, 83, 87, 88]]
65: [[52, 15, 41], [78, 11, 17], [21, 26, 37], [65, 7, 3], [5, 38, 4], [1, 8, 6], [10, 9, 2], [22, 12], [13, 14, 16], [23, 24, 19], [18, 20, 28], [29, 25, 60], [27, 43, 31], [51, 35, 32], [30, 33, 36], [42, 39], [34, 45, 56], [46, 40, 44], [47, 54, 49], [48, 61, 55], [50, 53, 59], [58, 62, 57], [63, 67, 66], [68, 84, 64], [71, 69, 73], [75, 72, 76], [80, 74, 70], [77, 81, 86], [79, 82, 85], [83, 87, 88]]
66: [[52, 15, 41], [78, 11, 17], [21, 26], [37, 65, 7], [3, 5, 38], [4, 1, 8], [6, 10, 9], [2, 22], [12, 13, 14], [16, 23, 24], [19, 18], [20, 28, 29], [25, 60, 27], [43, 31], [51, 35, 32], [30, 33, 36], [42, 39, 34, 45], [56, 46, 40], [44, 47, 54], [49, 48, 61], [55, 50, 53], [59, 58, 62], [57, 63, 67], [66, 68], [84, 64], [71, 69, 73, 75, 72, 76, 80, 74, 70, 77, 81, 86, 79, 82, 85, 83, 87, 88]]
67: [[52, 15, 41], [78, 11, 17], [21, 26, 37], [65, 7, 3], [5, 38], [4, 1, 8], [6, 10, 9], [2, 22], [12, 13, 14], [16, 23, 24, 19], [18, 20, 28], [29, 25, 60], [27, 43], [31, 51, 35], [32, 30, 33], [36, 42, 39], [34, 45, 56], [46, 40, 44], [47, 54, 49], [48, 61, 55], [50, 53, 59], [58, 62], [57, 63, 67], [66, 68, 84], [64, 71, 69], [73, 75, 72, 76], [80, 74, 70], [77, 81, 86], [79, 82, 85, 83, 87, 88]]
68: [[52, 15, 41], [78, 11], [17, 21, 26], [37, 65, 7], [3, 5, 38], [4, 1, 8], [6, 10, 9], [2, 22, 12], [13, 14, 16], [23, 24], [19, 18, 20], [28, 29, 25], [60, 27, 43], [31, 51, 35], [32, 30, 33], [36, 42], [39, 34, 45], [56, 46, 40], [44, 47, 54], [49, 48], [61, 55, 50], [53, 59, 58], [62, 57], [63, 67, 66], [68, 84, 64], [71, 69, 73, 75, 72, 76, 80, 74, 70, 77, 81, 86, 79, 82, 85, 83, 87, 88]]
69: [[52, 15, 41], [78, 11, 17], [21, 26, 37], [65, 7, 3], [5, 38], [4, 1, 8], [6, 10, 9], [2, 22, 12], [13, 14], [16, 23, 24], [19, 18, 20], [28, 29, 25], [60, 27, 43], [31, 51, 35], [32, 30, 33], [36, 42, 39], [34, 45, 56], [46, 40, 44], [47, 54, 49, 48, 61, 55, 50, 53, 59, 58, 62, 57, 63, 67, 66, 68, 84, 64, 71, 69, 73, 75, 72, 76, 80, 74, 70, 77, 81, 86, 79, 82, 85, 83, 87, 88]]
70: [[52, 15, 41], [78, 11, 17, 21], [26, 37, 65], [7, 3, 5], [38, 4, 1], [8, 6, 10], [9, 2, 22], [12, 13, 14], [16, 23, 24], [19, 18, 20], [28, 29], [25, 60, 27], [43, 31, 51], [35, 32, 30], [33, 36, 42], [39, 34], [45, 56, 46], [40, 44], [47, 54, 49], [48, 61, 55], [50, 53, 59], [58, 62, 57], [63, 67, 66], [68, 84, 64], [71, 69, 73], [75, 72, 76], [80, 74, 70], [77, 81, 86], [79, 82, 85], [83, 87, 88]]
71: [[52, 15, 41], [78, 11], [17, 21, 26], [37, 65], [7, 3], [5, 38, 4], [1, 8, 6], [10, 9, 2], [22, 12, 13], [14, 16], [23, 24, 19], [18, 20, 28], [29, 25, 60], [27, 43, 31], [51, 35], [32, 30, 33], [36, 42, 39], [34, 45, 56], [46, 40, 44], [47, 54], [49, 48, 61], [55, 50, 53], [59, 58, 62, 57], [63, 67, 66], [68, 84, 64], [71, 69, 73], [75, 72, 76], [80, 74, 70], [77, 81, 86], [79, 82, 85], [83, 87, 88]]
72: [[52, 15, 41], [78, 11], [17, 21, 26], [37, 65, 7], [3, 5, 38], [4, 1, 8], [6, 10, 9], [2, 22], [12, 13, 14], [16, 23, 24], [19, 18, 20], [28, 29, 25], [60, 27, 43], [31, 51], [35, 32, 30], [33, 36, 42], [39, 34], [45, 56, 46], [40, 44, 47], [54, 49, 48], [61, 55, 50], [53, 59, 58], [62, 57, 63], [67, 66, 68], [84, 64, 71], [69, 73, 75], [72, 76, 80], [74, 70, 77], [81, 86, 79, 82], [85, 83, 87], [88]]
73: [[52, 15, 41], [78, 11], [17, 21, 26], [37, 65, 7], [3, 5], [38, 4], [1, 8, 6], [10, 9, 2], [22, 12, 13], [14, 16, 23], [24, 19, 18], [20, 28], [29, 25, 60], [27, 43, 31], [51, 35, 32], [30, 33, 36], [42, 39], [34, 45, 56], [46, 40, 44], [47, 54, 49], [48, 61, 55], [50, 53, 59], [58, 62, 57], [63, 67, 66], [68, 84, 64], [71, 69, 73], [75, 72, 76], [80, 74, 70], [77, 81, 86], [79, 82, 85], [83, 87, 88]]
74: [[52, 15, 41], [78, 11, 17], [21, 26], [37, 65, 7], [3, 5, 38], [4, 1, 8], [6, 10], [9, 2, 22], [12, 13, 14], [16, 23, 24], [19, 18, 20], [28, 29, 25], [60, 27, 43], [31, 51, 35], [32, 30], [33, 36, 42], [39, 34, 45], [56, 46, 40], [44, 47, 54], [49, 48, 61], [55, 50, 53], [59, 58, 62], [57, 63, 67], [66, 68, 84], [64, 71], [69, 73, 75, 72], [76, 80, 74, 70, 77, 81, 86, 79, 82, 85, 83, 87, 88]]
75: [[52, 15, 41], [78, 11], [17, 21, 26], [37, 65, 7], [3, 5, 38], [4, 1, 8], [6, 10, 9], [2, 22, 12], [13, 14, 16], [23, 24, 19], [18, 20, 28], [29, 25, 60], [27, 43, 31], [51, 35, 32], [30, 33, 36], [42, 39, 34], [45, 56, 46], [40, 44, 47], [54, 49, 48], [61, 55, 50], [53, 59, 58], [62, 57], [63, 67, 66, 68], [84, 64, 71, 69, 73, 75, 72, 76, 80, 74, 70], [77, 81, 86, 79, 82, 85], [83, 87, 88]]
76: [[52, 15, 41], [78, 11, 17], [21, 26, 37], [65, 7, 3], [5, 38], [4, 1, 8], [6, 10, 9], [2, 22, 12], [13, 14, 16], [23, 24, 19], [18, 20, 28], [29, 25, 60], [27, 43, 31], [51, 35, 32], [30, 33, 36], [42, 39, 34], [45, 56], [46, 40], [44, 47, 54], [49, 48, 61], [55, 50, 53], [59, 58, 62], [57, 63, 67], [66, 68], [84, 64, 71], [69, 73, 75], [72, 76, 80, 74, 70, 77, 81, 86, 79, 82, 85, 83, 87, 88]]
77: [[52, 15, 41], [78, 11], [17, 21], [26, 37, 65], [7, 3, 5], [38, 4, 1], [8, 6, 10], [9, 2, 22], [12, 13, 14], [16, 23, 24], [19, 18, 20], [28, 29, 25], [60, 27, 43], [31, 51], [35, 32, 30], [33, 36], [42, 39, 34], [45, 56, 46], [40, 44], [47, 54, 49], [48, 61, 55], [50, 53, 59], [58, 62, 57], [63, 67, 66], [68, 84, 64], [71, 69, 73], [75, 72, 76], [80, 74, 70], [77, 81, 86], [79, 82, 85], [83, 87, 88]]
78: [[52, 15, 41], [78, 11], [17, 21, 26], [37, 65, 7], [3, 5, 38], [4, 1, 8], [6, 10, 9], [2, 22], [12, 13, 14], [16, 23, 24], [19, 18, 20], [28, 29, 25], [60, 27, 43], [31, 51, 35], [32, 30, 33], [36, 42, 39], [34, 45, 56], [46], [40, 44, 47, 54, 49, 48, 61, 55, 50, 53, 59, 58, 62, 57, 63, 67, 66, 68], [84, 64, 71, 69, 73, 75, 72, 76, 80, 74, 70, 77, 81, 86, 79, 82, 85, 83, 87, 88]]
79: [[52, 15, 41], [78, 11, 17], [21, 26, 37], [65, 7], [3, 5, 38], [4, 1, 8], [6, 10, 9], [2, 22, 12], [13, 14, 16], [23, 24, 19], [18, 20, 28], [29, 25, 60], [27, 43, 31], [51, 35, 32], [30, 33], [36, 42, 39], [34, 45, 56], [46, 40, 44], [47, 54, 49], [48, 61, 55], [50, 53, 59], [58, 62, 57], [63, 67, 66], [68, 84, 64], [71, 69, 73], [75, 72, 76], [80, 74, 70], [77, 81, 86, 79], [82, 85, 83, 87, 88]]
80: [[52, 15, 41], [78, 11, 17], [21, 26, 37], [65, 7, 3], [5, 38, 4], [1, 8, 6], [10, 9, 2], [22, 12, 13, 14], [16, 23, 24], [19, 18, 20], [28, 29, 25], [60, 27, 43], [31, 51, 35], [32, 30, 33], [36, 42, 39], [34, 45, 56], [46, 40, 44], [47, 54], [49, 48, 61, 55, 50, 53, 59, 58, 62, 57, 63, 67, 66, 68, 84, 64, 71, 69, 73, 75, 72, 76, 80, 74, 70, 77, 81, 86, 79, 82, 85, 83, 87, 88]]
81: [[52, 15, 41], [78, 11, 17], [21, 26, 37], [65, 7, 3], [5, 38, 4], [1, 8, 6], [10, 9, 2], [22, 12, 13], [14, 16, 23], [24, 19, 18], [20, 28, 29], [25, 60, 27], [43, 31], [51, 35, 32], [30, 33, 36], [42, 39, 34], [45, 56, 46], [40, 44, 47], [54, 49, 48], [61, 55, 50], [53, 59, 58], [62, 57, 63], [67, 66, 68], [84, 64], [71, 69, 73], [75, 72, 76], [80, 74, 70], [77, 81, 86], [79, 82, 85], [83, 87, 88]]
82: [[52, 15, 41], [78, 11, 17], [21, 26, 37], [65, 7, 3], [5, 38, 4], [1, 8, 6], [10, 9], [2, 22, 12], [13, 14, 16], [23, 24, 19], [18, 20, 28], [29, 25, 60], [27, 43, 31], [51, 35, 32], [30, 33, 36], [42, 39, 34], [45, 56, 46], [40, 44, 47], [54, 49, 48], [61, 55, 50], [53, 59, 58], [62, 57, 63], [67, 66], [68, 84, 64], [71, 69, 73], [75, 72, 76], [80, 74, 70], [77, 81], [86, 79, 82, 85], [83, 87, 88]]
83: [[52, 15, 41], [78, 11, 17], [21, 26, 37], [65, 7, 3], [5, 38], [4, 1, 8], [6, 10, 9], [2, 22, 12], [13, 14, 16, 23], [24, 19, 18], [20, 28, 29], [25, 60], [27, 43, 31], [51, 35, 32], [30, 33, 36], [42, 39, 34], [45, 56, 46], [40, 44, 47], [54, 49, 48], [61, 55, 50], [53, 59, 58], [62, 57, 63], [67, 66], [68, 84, 64], [71, 69, 73], [75, 72, 76], [80, 74, 70], [77, 81], [86, 79], [82, 85, 83], [87, 88]]
84: [[52, 15, 41], [78, 11], [17, 21, 26], [37, 65, 7], [3, 5, 38], [4, 1, 8], [6, 10, 9], [2, 22, 12], [13, 14, 16], [23, 24], [19, 18, 20], [28, 29], [25, 60, 27], [43, 31, 51], [35, 32, 30], [33, 36, 42], [39, 34, 45], [56, 46, 40], [44, 47, 54], [49, 48, 61], [55, 50, 53], [59, 58, 62], [57, 63, 67], [66, 68, 84], [64, 71, 69], [73, 75, 72], [76, 80, 74, 70, 77, 81, 86, 79, 82, 85, 83, 87, 88]]
85: [[52, 15], [41, 78, 11], [17, 21, 26], [37, 65, 7], [3, 5, 38], [4, 1, 8], [6, 10, 9], [2, 22, 12], [13, 14, 16], [23, 24, 19], [18, 20, 28], [29, 25, 60], [27, 43, 31], [51, 35, 32], [30, 33, 36], [42, 39, 34], [45, 56, 46], [40, 44, 47], [54, 49, 48], [61, 55, 50], [53, 59], [58, 62, 57], [63, 67, 66], [68, 84, 64], [71, 69, 73], [75, 72, 76], [80, 74, 70], [77, 81, 86], [79, 82, 85], [83, 87, 88]]
86: [[52, 15, 41], [78, 11, 17], [21, 26, 37], [65, 7], [3, 5, 38], [4, 1, 8], [6, 10], [9, 2, 22], [12, 13, 14], [16, 23, 24, 19], [18, 20, 28], [29, 25, 60], [27, 43, 31], [51, 35, 32], [30, 33, 36], [42, 39, 34], [45, 56, 46], [40, 44, 47], [54, 49], [48, 61, 55], [50, 53, 59], [58, 62, 57], [63, 67, 66], [68, 84, 64], [71, 69, 73], [75, 72, 76, 80, 74, 70, 77, 81, 86, 79, 82, 85, 83, 87, 88]]
87: [[52, 15, 41], [78, 11, 17], [21, 26], [37, 65, 7], [3, 5, 38], [4, 1, 8], [6, 10], [9, 2, 22], [12, 13, 14], [16, 23, 24], [19, 18, 20], [28, 29, 25], [60, 27], [43, 31, 51], [35, 32, 30], [33, 36], [42, 39, 34], [45, 56, 46], [40, 44, 47], [54, 49, 48], [61, 55, 50], [53, 59, 58], [62, 57, 63], [67, 66, 68], [84, 64, 71, 69], [73, 75, 72], [76, 80, 74], [70, 77, 81], [86, 79, 82], [85, 83, 87], [88]]
88: [[52, 15, 41], [78, 11, 17], [21, 26, 37], [65, 7, 3], [5, 38, 4], [1, 8, 6], [10, 9, 2], [22, 12, 13], [14, 16, 23], [24, 19], [18, 20, 28], [29, 25, 60], [27, 43, 31], [51, 35, 32], [30, 33, 36], [42, 39], [34, 45, 56], [46, 40, 44], [47, 54], [49, 48, 61], [55, 50, 53], [59, 58, 62], [57, 63, 67], [66, 68, 84], [64, 71, 69], [73, 75, 72], [76, 80, 74], [70, 77, 81], [86, 79, 82, 85], [83, 87, 88]]
89: [[52, 15, 41], [78, 11], [17, 21, 26], [37, 65], [7, 3, 5], [38, 4, 1], [8, 6, 10], [9, 2], [22, 12, 13], [14, 16, 23], [24, 19, 18], [20, 28], [29, 25, 60], [27, 43, 31], [51, 35, 32], [30, 33, 36], [42, 39, 34], [45, 56, 46], [40, 44, 47], [54, 49], [48, 61, 55], [50, 53, 59], [58, 62, 57], [63, 67, 66], [68, 84, 64], [71, 69, 73], [75, 72, 76], [80, 74, 70], [77, 81, 86], [79, 82, 85], [83, 87, 88]]
90: [[52, 15, 41], [78, 11], [17, 21, 26], [37, 65, 7], [3, 5, 38], [4, 1, 8], [6, 10], [9, 2, 22], [12, 13], [14, 16, 23], [24, 19], [18, 20, 28], [29, 25, 60], [27, 43, 31], [51, 35], [32, 30, 33], [36, 42, 39], [34, 45, 56], [46, 40, 44], [47, 54, 49], [48, 61, 55], [50, 53], [59, 58, 62], [57, 63, 67], [66, 68, 84], [64, 71, 69], [73, 75, 72], [76, 80, 74], [70, 77], [81, 86, 79], [82, 85], [83, 87, 88]]
91: [[52, 15, 41], [78, 11], [17, 21, 26, 37], [65, 7, 3], [5, 38, 4], [1, 8, 6], [10, 9, 2], [22, 12], [13, 14, 16], [23, 24, 19], [18, 20, 28], [29, 25], [60, 27, 43], [31, 51, 35], [32, 30, 33], [36, 42, 39], [34, 45, 56], [46, 40, 44], [47, 54, 49], [48, 61, 55], [50, 53, 59], [58, 62, 57], [63, 67, 66], [68, 84, 64], [71, 69, 73], [75, 72, 76, 80, 74, 70, 77, 81, 86, 79, 82, 85, 83, 87, 88]]
92: [[52, 15], [41, 78], [11, 17], [21, 26, 37], [65, 7], [3, 5, 38], [4, 1, 8], [6, 10, 9], [2, 22, 12], [13, 14, 16], [23, 24, 19], [18, 20, 28], [29, 25, 60], [27, 43], [31, 51, 35], [32, 30, 33], [36, 42, 39], [34, 45, 56], [46, 40, 44], [47, 54, 49], [48, 61, 55], [50, 53, 59], [58, 62, 57], [63, 67, 66], [68, 84, 64], [71, 69, 73], [75, 72, 76], [80, 74, 70], [77, 81, 86], [79, 82, 85], [83, 87, 88]]
93: [[52, 15], [41, 78, 11], [17, 21, 26], [37, 65, 7], [3, 5, 38], [4, 1, 8], [6, 10, 9], [2, 22], [12, 13, 14], [16, 23, 24], [19, 18, 20], [28, 29, 25], [60, 27, 43], [31, 51, 35], [32, 30], [33, 36, 42], [39, 34], [45, 56, 46], [40, 44, 47], [54, 49, 48], [61, 55, 50], [53, 59, 58], [62, 57, 63], [67, 66], [68, 84, 64], [71, 69, 73], [75, 72, 76], [80, 74, 70], [77, 81, 86], [79, 82, 85], [83, 87, 88]]
94: [[52, 15], [41, 78], [11, 17, 21], [26, 37, 65], [7, 3, 5], [38, 4, 1], [8, 6, 10], [9, 2, 22], [12, 13, 14], [16, 23, 24], [19, 18, 20], [28, 29, 25], [60, 27, 43], [31, 51, 35], [32, 30, 33], [36, 42, 39], [34, 45, 56], [46, 40, 44], [47, 54, 49], [48, 61, 55], [50, 53, 59], [58, 62, 57], [63, 67, 66], [68, 84, 64], [71, 69, 73], [75, 72, 76], [80, 74, 70], [77, 81, 86], [79, 82, 85], [83, 87, 88]]
95: [[52, 15, 41], [78, 11, 17], [21, 26], [37, 65, 7], [3, 5], [38, 4, 1], [8, 6, 10], [9, 2], [22, 12, 13], [14, 16], [23, 24, 19], [18, 20, 28], [29, 25, 60], [27, 43, 31], [51, 35, 32], [30, 33, 36], [42, 39], [34, 45, 56], [46, 40, 44], [47, 54, 49], [48, 61, 55], [50, 53, 59], [58, 62], [57, 63, 67], [66, 68, 84], [64, 71], [69, 73, 75], [72, 76, 80], [74, 70, 77], [81, 86, 79], [82, 85, 83, 87, 88]]
96: [[52, 15, 41], [78, 11, 17], [21, 26], [37, 65, 7], [3, 5], [38, 4, 1], [8, 6, 10], [9, 2], [22, 12, 13], [14, 16], [23, 24, 19], [18, 20, 28], [29, 25, 60], [27, 43, 31], [51, 35, 32], [30, 33, 36], [42, 39], [34, 45, 56], [46, 40, 44], [47, 54, 49], [48, 61, 55], [50, 53, 59], [58, 62], [57, 63, 67], [66, 68, 84], [64, 71], [69, 73, 75], [72, 76, 80], [74, 70, 77], [81, 86, 79], [82, 85, 83, 87, 88]]
97: [[52, 15, 41], [78, 11, 17], [21, 26], [37, 65, 7], [3, 5, 38], [4, 1, 8], [6, 10, 9], [2, 22, 12], [13, 14, 16], [23, 24, 19], [18, 20, 28], [29, 25, 60], [27, 43, 31], [51, 35, 32], [30, 33, 36], [42, 39], [34, 45, 56], [46, 40, 44, 47], [54, 49, 48], [61, 55, 50], [53, 59, 58], [62, 57, 63], [67, 66, 68], [84, 64, 71], [69, 73, 75, 72, 76, 80, 74, 70, 77, 81, 86], [79, 82, 85, 83, 87, 88]]
98: [[52, 15, 41], [78, 11, 17], [21, 26], [37, 65, 7], [3, 5], [38, 4, 1], [8, 6, 10], [9, 2, 22], [12, 13, 14], [16, 23, 24], [19, 18, 20], [28, 29, 25], [60, 27], [43, 31, 51], [35, 32, 30], [33, 36, 42], [39, 34, 45], [56, 46, 40], [44, 47, 54], [49, 48, 61], [55, 50, 53], [59, 58, 62], [57, 63, 67], [66, 68, 84], [64, 71, 69], [73, 75, 72], [76, 80, 74], [70, 77, 81], [86, 79, 82], [85, 83, 87, 88]]
99: [[52, 15, 41], [78, 11, 17], [21, 26, 37], [65, 7, 3], [5, 38, 4], [1, 8, 6], [10, 9, 2], [22, 12, 13], [14, 16, 23], [24, 19, 18], [20, 28, 29], [25, 60, 27], [43, 31, 51], [35, 32], [30, 33], [36, 42, 39], [34, 45, 56], [46, 40, 44], [47, 54, 49], [48, 61, 55], [50, 53], [59, 58, 62], [57, 63, 67], [66, 68, 84, 64, 71, 69, 73, 75, 72, 76, 80, 74, 70, 77, 81, 86, 79, 82, 85, 83, 87, 88]]
100: [[52, 15, 41], [78, 11, 17], [21, 26, 37], [65, 7, 3], [5, 38, 4], [1, 8, 6], [10, 9], [2, 22, 12], [13, 14, 16], [23, 24, 19], [18, 20, 28], [29, 25, 60], [27, 43, 31], [51, 35, 32], [30, 33, 36], [42, 39, 34], [45, 56, 46], [40, 44, 47], [54, 49, 48], [61, 55, 50], [53, 59, 58], [62, 57, 63], [67, 66, 68], [84, 64, 71], [69, 73, 75], [72, 76, 80], [74, 70, 77], [81, 86, 79, 82, 85, 83, 87, 88]]
101: [[52, 15, 41], [78, 11, 17, 21], [26, 37], [65, 7, 3], [5, 38, 4], [1, 8, 6], [10, 9, 2], [22, 12, 13], [14, 16, 23], [24, 19, 18], [20, 28], [29, 25, 60], [27, 43, 31], [51, 35, 32], [30, 33, 36], [42, 39, 34], [45, 56, 46], [40, 44, 47], [54, 49, 48], [61, 55, 50], [53, 59, 58], [62, 57, 63], [67, 66, 68], [84, 64, 71], [69, 73, 75], [72, 76, 80], [74], [70, 77], [81, 86, 79, 82, 85, 83, 87, 88]]
