0: [[39], [32, 56, 37, 17, 25], [48], [38, 40, 59, 4, 44, 18], [58, 29, 8, 45], [35, 57, 7, 2], [22, 53, 41, 42], [36, 30, 3, 31, 46, 50, 51], [1, 5], [14, 49, 26], [15, 55, 33, 6, 10], [20, 28, 60, 19, 24, 34, 12], [47], [43, 23, 27, 11], [52, 9, 13, 21], [16, 54]]
74: [[20, 35, 33, 2, 32], [17, 9, 1, 7, 3, 4, 14, 5, 8, 24, 12, 27, 11, 15, 6, 13, 21, 26, 10, 16, 19, 25], [23, 18, 22, 28, 30, 29, 31, 36, 38, 42, 34, 45, 39, 37, 43, 40, 41, 44, 46], [47, 51, 48, 49, 52, 54, 56, 53, 58, 50, 55, 57, 59, 60]]
75: [[20, 35, 33, 2, 32], [17, 9, 1, 7, 3, 4, 14, 5, 8, 24, 12, 27, 11, 10, 6, 13, 29, 15, 16, 21, 23, 25], [19, 18, 22, 28, 26, 30, 31, 36, 38, 42, 34, 45, 39, 37, 43, 40, 41, 44, 46], [47, 51, 48, 49, 52, 54, 56, 53, 58, 50, 55, 57, 59, 60]]
76: [[20, 35, 33, 2, 32], [17, 9, 1, 7, 3, 4, 14, 5, 8, 24, 12, 27, 11, 15, 6, 21, 13, 29, 16, 28, 10, 26], [19, 18, 22, 25, 23, 30, 31, 36, 38, 42, 34, 45, 39, 37, 43, 40, 41, 44, 46], [47, 51, 48, 49, 52, 54, 56, 53, 58, 50, 55, 57, 59, 60]]
77: [[20, 35, 33, 2, 32], [17, 9, 1, 7, 3, 4, 14, 5, 8, 24, 12, 27, 11, 6, 10, 13, 29, 15, 16, 28, 19, 21], [23, 18, 22, 25, 26, 30, 31, 36, 38, 42, 34, 45, 39, 37, 43, 40, 41, 44, 46], [47, 51, 48, 49, 52, 54, 56, 53, 58, 50, 55, 57, 59, 60]]
78: [[20, 35, 33, 2, 32], [17, 9, 1, 7, 3, 4, 14, 5, 8, 24, 12, 27, 11, 13, 15, 28, 16, 25, 19, 10, 21, 6], [23, 18, 22, 29, 26, 30, 31, 36, 38, 42, 34, 45, 39, 37, 41, 40, 43, 44, 46], [47, 51, 48, 49, 52, 54, 56, 53, 58, 50, 55, 57, 59, 60]]
79: [[20, 35, 33, 2, 32], [17, 9, 1, 7, 3, 4, 14, 5, 8, 24, 12, 27, 11, 6, 15, 13, 16, 25, 19, 10, 21, 28], [23, 18, 22, 29, 26, 30, 31, 36, 38, 42, 34, 45, 39, 37, 41, 40, 43, 44, 46], [47, 51, 48, 49, 52, 54, 56, 53, 58, 50, 55, 57, 59, 60]]
80: [[20, 35, 33, 2, 32], [17, 9, 1, 7, 3, 4, 14, 5, 8, 24, 12, 27, 11, 10, 15, 16, 13, 19, 25, 28, 21, 6], [23, 18, 22, 29, 26, 30, 31, 36, 38, 42, 34, 45, 39, 37, 43, 40, 41, 44, 46], [47, 51, 48, 49, 52, 54, 56, 53, 58, 50, 55, 57, 59, 60]]
81: [[20, 35, 33, 2, 32], [17, 9, 1, 7, 3, 4, 14, 5, 8, 24, 12, 27, 11, 6, 10, 13, 29, 18, 15, 21, 19, 16], [23, 25, 22, 28, 26, 30, 31, 36, 38, 42, 34, 45, 39, 37, 43, 40, 41, 44, 46], [47, 51, 48, 49, 52, 54, 56, 53, 58, 50, 55, 57, 59, 60]]
82: [[20, 35, 33, 2, 32], [17, 9, 1, 7, 3, 4, 14, 5, 8, 24, 12, 27, 11, 6, 10, 15, 13, 18, 16, 21, 29, 19], [23, 26, 22, 28, 25, 30, 31, 36, 38, 42, 34, 45, 39, 37, 41, 40, 43, 44, 46], [47, 51, 48, 49, 52, 54, 56, 53, 58, 50, 55, 57, 59, 60]]
83: [[20, 35, 33, 2, 32], [17, 9, 1, 7, 3, 4, 14, 5, 8, 24, 12, 27, 11, 10, 6, 13, 29, 15, 16, 18, 21, 19], [23, 25, 22, 28, 26, 30, 31, 36, 38, 42, 34, 45, 39, 37, 41, 40, 43, 44, 46], [47, 51, 48, 49, 52, 54, 56, 53, 58, 50, 55, 57, 59, 60]]
84: [[20, 35, 33, 2, 32], [17, 9, 1, 7, 3, 4, 14, 5, 8, 24, 12, 27, 11, 10, 6, 15, 13, 16, 18, 21, 29, 19], [23, 25, 22, 28, 26, 30, 31, 36, 38, 42, 34, 45, 39, 37, 43, 40, 41, 44, 46], [47, 51, 48, 49, 52, 54, 56, 53, 58, 50, 55, 57, 59, 60]]
85: [[20, 35, 33, 2, 32], [17, 9, 1, 7, 3, 4, 14, 5, 8, 24, 12, 27, 11, 6, 10, 13, 29, 18, 15, 21, 16, 19], [23, 26, 22, 28, 25, 30, 31, 36, 38, 42, 34, 45, 39, 37, 43, 40, 41, 44, 46], [47, 51, 48, 49, 52, 54, 56, 53, 58, 50, 55, 57, 59, 60]]
86: [[20, 35, 33, 2, 32], [17, 9, 1, 7, 3, 4, 14, 5, 8, 24, 12, 27, 11, 19, 6, 13, 10, 30, 16, 21, 15, 18], [23, 26, 22, 28, 25, 29, 31, 36, 38, 42, 34, 45, 39, 37, 43, 40, 41, 44, 46], [47, 51, 48, 49, 52, 54, 56, 53, 58, 50, 55, 57, 59, 60]]
87: [[20, 35, 33, 2, 32], [17, 9, 1, 7, 3, 4, 14, 5, 8, 24, 12, 27, 11, 13, 15, 16, 18, 25, 29, 10, 21, 6], [23, 19, 22, 28, 26, 30, 31, 36, 38, 42, 34, 45, 39, 37, 43, 40, 41, 44, 46], [47, 51, 48, 49, 52, 54, 56, 53, 58, 50, 55, 57, 59, 60]]
88: [[20, 35, 33, 2, 32], [17, 9, 1, 7, 3, 4, 14, 5, 8, 24, 12, 27, 11, 6, 10, 15, 13, 18, 16, 25, 29, 21], [23, 19, 22, 28, 26, 30, 31, 36, 38, 42, 34, 45, 39, 37, 43, 40, 41, 44, 46], [47, 51, 48, 49, 52, 54, 56, 53, 58, 50, 55, 57, 59, 60]]
89: [[20, 35, 33, 2, 32], [17, 9, 1, 7, 3, 4, 14, 5, 8, 24, 12, 27, 11, 10, 6, 13, 15, 16, 21, 23, 19, 29], [25, 18, 22, 28, 26, 30, 31, 36, 38, 42, 34, 45, 39, 37, 41, 40, 43, 44, 46], [47, 51, 48, 49, 52, 54, 56, 53, 58, 50, 55, 57, 59, 60]]
90: [[20, 35, 33, 2, 32], [17, 9, 1, 7, 3, 4, 14, 5, 8, 24, 12, 27, 11, 10, 13, 16, 29, 19, 15, 21, 23, 6], [25, 18, 22, 28, 26, 30, 31, 36, 38, 42, 34, 45, 39, 37, 43, 40, 41, 44, 46], [47, 51, 48, 49, 52, 54, 56, 53, 58, 50, 55, 57, 59, 60]]
91: [[20, 35, 33, 2, 32], [17, 9, 1, 7, 3, 4, 14, 5, 8, 24, 12, 27, 11, 6, 10, 15, 13, 16, 23, 19, 21, 29], [25, 18, 22, 28, 26, 30, 31, 36, 38, 42, 34, 45, 39, 37, 43, 40, 41, 44, 46], [47, 51, 48, 49, 52, 54, 56, 53, 58, 50, 55, 57, 59, 60]]
92: [[20, 35, 33, 2, 32], [17, 9, 1, 7, 3, 4, 14, 5, 8, 24, 12, 27, 11, 15, 6, 13, 10, 18, 16, 21, 19, 25], [23, 29, 22, 28, 26, 30, 31, 36, 38, 42, 34, 45, 39, 37, 41, 40, 43, 44, 46], [47, 51, 48, 49, 52, 54, 56, 53, 58, 50, 55, 57, 59, 60]]
93: [[20, 35, 33, 2, 32], [17, 9, 1, 7, 3, 4, 14, 5, 8, 24, 12, 27, 11, 6, 10, 15, 13, 18, 19, 16, 25, 21], [23, 29, 22, 28, 26, 30, 31, 36, 38, 42, 34, 45, 39, 37, 41, 40, 43, 44, 46], [47, 51, 48, 49, 52, 54, 56, 53, 58, 50, 55, 57, 59, 60]]
94: [[20, 35, 33, 2, 32], [17, 9, 1, 7, 3, 4, 14, 5, 8, 24, 12, 27, 11, 6, 10, 15, 13, 16, 18, 21, 19, 25], [23, 29, 22, 28, 26, 30, 31, 36, 38, 42, 34, 45, 39, 37, 43, 40, 41, 44, 46], [47, 51, 48, 49, 52, 54, 56, 53, 58, 50, 55, 57, 59, 60]]
95: [[20, 35, 33, 2, 32], [17, 9, 1, 7, 3, 4, 14, 5, 8, 24, 12, 27, 11, 10, 6, 13, 15, 16, 18, 21, 25, 19], [23, 26, 22, 28, 30, 29, 31, 36, 38, 42, 34, 45, 39, 37, 41, 40, 43, 44, 46], [47, 51, 48, 49, 52, 54, 56, 53, 58, 50, 55, 57, 59, 60]]
96: [[20, 35, 33, 2, 32], [17, 9, 1, 7, 3, 4, 14, 5, 8, 24, 12, 27, 11, 6, 10, 15, 13, 25, 16, 21, 18, 19], [23, 26, 22, 28, 29, 30, 31, 36, 38, 42, 34, 45, 39, 37, 41, 40, 43, 44, 46], [47, 51, 48, 49, 52, 54, 56, 53, 58, 50, 55, 57, 59, 60]]
97: [[20, 35, 33, 2, 32], [17, 9, 1, 7, 3, 4, 14, 5, 8, 24, 12, 27, 11, 10, 6, 15, 13, 25, 16, 21, 23, 18], [19, 26, 22, 28, 29, 30, 31, 36, 38, 42, 34, 45, 39, 37, 41, 40, 43, 44, 46], [47, 51, 48, 49, 52, 54, 56, 53, 58, 50, 55, 57, 59, 60]]
98: [[20, 35, 33, 2, 32], [17, 9, 1, 7, 3, 4, 14, 5, 8, 24, 12, 27, 11, 6, 10, 15, 13, 18, 16, 21, 23, 25], [19, 29, 22, 28, 26, 30, 31, 36, 38, 42, 34, 45, 39, 37, 43, 40, 41, 44, 46], [47, 51, 48, 49, 52, 54, 56, 53, 58, 50, 55, 57, 59, 60]]
99: [[20, 35, 33, 2, 32], [17, 9, 1, 7, 3, 4, 14, 5, 8, 24, 12, 27, 11, 6, 15, 10, 13, 16, 19, 21, 23, 25], [29, 18, 22, 28, 26, 30, 31, 36, 38, 42, 34, 45, 39, 37, 43, 40, 41, 44, 46], [47, 51, 48, 49, 52, 54, 56, 53, 58, 50, 55, 57, 59, 60]]
100: [[20, 35, 33, 2, 32], [17, 9, 1, 7, 3, 4, 14, 5, 8, 24, 12, 27, 11, 6, 10, 15, 13, 16, 23, 19, 25, 21], [31, 18, 22, 28, 26, 30, 29, 36, 38, 42, 34, 45, 39, 37, 41, 40, 43, 44, 46], [47, 51, 48, 49, 52, 54, 56, 53, 58, 50, 55, 57, 59, 60]]
101: [[20, 35, 33, 2, 32], [17, 9, 1, 7, 3, 4, 14, 5, 8, 24, 12, 27, 11, 6, 10, 15, 13, 16, 23, 19, 21, 25], [29, 18, 22, 28, 26, 30, 31, 36, 38, 42, 34, 45, 39, 37, 43, 40, 41, 44, 46], [47, 51, 48, 49, 52, 54, 56, 53, 58, 50, 55, 57, 59, 60]]
102: [[20, 35, 33, 2, 32], [17, 9, 1, 7, 3, 4, 14, 5, 8, 24, 12, 27, 11, 10, 6, 13, 15, 23, 16, 21, 19, 25], [29, 18, 22, 28, 26, 30, 31, 36, 38, 42, 34, 45, 39, 37, 41, 40, 43, 44, 46], [47, 51, 48, 49, 52, 54, 56, 53, 58, 50, 55, 57, 59, 60]]
103: [[20, 35, 33, 2, 32], [17, 9, 1, 7, 3, 4, 14, 5, 8, 24, 12, 27, 11, 10, 6, 15, 13, 23, 25, 19, 16, 21], [29, 18, 22, 28, 26, 30, 31, 36, 38, 42, 34, 45, 39, 37, 41, 40, 43, 44, 46], [47, 51, 48, 49, 52, 54, 56, 53, 58, 50, 55, 57, 59, 60]]
104: [[20, 35, 33, 2, 32], [17, 9, 1, 7, 3, 4, 14, 5, 8, 24, 12, 27, 11, 6, 10, 13, 19, 15, 21, 18, 23, 25], [26, 16, 22, 28, 30, 29, 31, 36, 38, 42, 34, 45, 39, 37, 41, 40, 43, 44, 46], [47, 51, 48, 49, 52, 54, 56, 53, 58, 50, 55, 57, 59, 60]]
105: [[20, 35, 33, 2, 32], [17, 9, 1, 7, 3, 4, 14, 5, 8, 24, 12, 27, 11, 10, 6, 15, 13, 16, 21, 19, 26, 23], [29, 18, 22, 28, 25, 30, 31, 36, 38, 42, 34, 45, 39, 37, 41, 40, 43, 44, 46], [47, 51, 48, 49, 52, 54, 56, 53, 58, 50, 55, 57, 59, 60]]
106: [[20, 35, 33, 2, 32], [17, 9, 1, 7, 3, 4, 14, 5, 8, 24, 12, 27, 11, 13, 29, 15, 26, 18, 25, 10, 21, 6], [23, 16, 22, 28, 19, 30, 31, 36, 38, 42, 34, 45, 39, 37, 41, 40, 43, 44, 46], [47, 51, 48, 49, 52, 54, 56, 53, 58, 50, 55, 57, 59, 60]]
107: [[20, 35, 33, 2, 32], [17, 9, 1, 7, 3, 4, 14, 5, 8, 24, 12, 27, 11, 6, 10, 13, 19, 29, 21, 18, 15, 25], [23, 16, 22, 28, 26, 30, 31, 36, 38, 42, 34, 45, 39, 37, 43, 40, 41, 44, 46], [47, 51, 48, 49, 52, 54, 56, 53, 58, 50, 55, 57, 59, 60]]
108: [[20, 35, 33, 2, 32], [17, 9, 1, 7, 3, 4, 14, 5, 8, 24, 12, 27, 11, 6, 10, 22, 13, 29, 16, 19, 15, 21], [23, 18, 25, 28, 26, 30, 31, 36, 38, 42, 34, 45, 39, 37, 41, 40, 43, 44, 46], [47, 51, 48, 49, 52, 54, 56, 53, 58, 50, 55, 57, 59, 60]]
109: [[20, 35, 33, 2, 32], [17, 9, 1, 7, 3, 4, 14, 5, 8, 24, 12, 27, 11, 6, 10, 13, 15, 19, 21, 18, 29, 26], [23, 16, 22, 28, 25, 30, 31, 36, 38, 42, 34, 45, 39, 37, 41, 40, 43, 44, 46], [47, 51, 48, 49, 52, 54, 56, 53, 58, 50, 55, 57, 59, 60]]
110: [[20, 35, 33, 2, 32], [17, 9, 1, 7, 3, 4, 14, 5, 8, 24, 12, 27, 11, 6, 10, 13, 29, 15, 22, 16, 21, 28], [23, 18, 30, 19, 26, 25, 31, 36, 38, 42, 34, 45, 39, 37, 43, 40, 41, 44, 46], [47, 51, 48, 49, 52, 54, 56, 53, 58, 50, 55, 57, 59, 60]]
111: [[20, 35, 33, 2, 32], [17, 9, 1, 7, 3, 4, 14, 5, 8, 24, 12, 27, 11, 6, 21, 10, 23, 13, 15, 19, 16, 28], [26, 18, 22, 29, 25, 30, 31, 36, 38, 42, 34, 45, 39, 37, 43, 40, 41, 44, 46], [47, 51, 48, 49, 52, 54, 56, 53, 58, 50, 55, 57, 59, 60]]
112: [[20, 35, 33, 2, 32], [17, 9, 1, 7, 3, 4, 14, 5, 8, 24, 12, 27, 11, 15, 6, 22, 13, 18, 21, 28, 10, 16], [23, 19, 25, 29, 26, 30, 31, 36, 38, 42, 34, 45, 39, 37, 43, 40, 41, 44, 46], [47, 51, 48, 49, 52, 54, 56, 53, 58, 50, 55, 57, 59, 60]]
113: [[20, 35, 33, 2, 32], [17, 9, 1, 7, 3, 4, 14, 5, 8, 24, 12, 27, 11, 10, 6, 13, 29, 16, 30, 25, 19, 15], [23, 18, 22, 28, 26, 21, 31, 36, 38, 42, 34, 45, 39, 37, 43, 40, 41, 44, 46], [47, 51, 48, 49, 52, 54, 56, 53, 58, 50, 55, 57, 59, 60]]
114: [[20, 35, 33, 2, 32], [17, 9, 1, 7, 3, 4, 14, 5, 8, 24, 12, 27, 11, 6, 10, 13, 29, 16, 15, 31, 19, 25], [23, 18, 22, 28, 26, 30, 21, 36, 38, 42, 34, 45, 39, 37, 43, 40, 41, 44, 46], [47, 51, 48, 49, 52, 54, 56, 53, 58, 50, 55, 57, 59, 60]]
115: [[20, 35, 33, 2, 32], [17, 9, 1, 7, 3, 4, 14, 5, 8, 24, 12, 27, 11, 6, 10, 31, 16, 13, 15, 19, 25, 29], [23, 18, 22, 28, 26, 30, 21, 36, 38, 42, 34, 45, 39, 37, 41, 40, 43, 44, 46], [47, 51, 48, 49, 52, 54, 56, 53, 58, 50, 55, 57, 59, 60]]
116: [[20, 35, 33, 2, 32], [17, 9, 1, 7, 3, 4, 14, 5, 8, 24, 12, 27, 11, 6, 10, 29, 28, 26, 25, 13, 15, 16], [23, 18, 22, 19, 21, 30, 31, 36, 38, 42, 34, 45, 39, 37, 43, 40, 41, 44, 46], [47, 51, 48, 49, 52, 54, 56, 53, 58, 50, 55, 57, 59, 60]]
117: [[20, 35, 33, 2, 32], [17, 9, 1, 7, 3, 4, 14, 5, 8, 24, 12, 27, 11, 10, 6, 15, 29, 13, 16, 25, 19, 28], [23, 18, 22, 21, 30, 26, 31, 36, 38, 42, 34, 45, 39, 37, 43, 40, 41, 44, 46], [47, 51, 48, 49, 52, 54, 56, 53, 58, 50, 55, 57, 59, 60]]
118: [[20, 35, 33, 2, 32], [17, 9, 1, 7, 3, 4, 14, 5, 8, 24, 12, 27, 11, 15, 6, 28, 10, 16, 19, 23, 13, 29], [21, 18, 22, 25, 26, 30, 31, 36, 38, 42, 34, 45, 39, 37, 43, 40, 41, 44, 46], [47, 51, 48, 49, 52, 54, 56, 53, 58, 50, 55, 57, 59, 60]]
119: [[20, 35, 33, 2, 32], [17, 9, 1, 7, 3, 4, 14, 5, 8, 24, 12, 27, 11, 6, 10, 30, 13, 19, 15, 16, 25, 22], [23, 18, 21, 29, 26, 28, 31, 36, 38, 42, 34, 45, 39, 37, 41, 40, 43, 44, 46], [47, 51, 48, 49, 52, 54, 56, 53, 58, 50, 55, 57, 59, 60]]
120: [[20, 35, 33, 2, 32], [17, 9, 1, 7, 3, 4, 14, 5, 8, 24, 12, 27, 11, 6, 10, 13, 29, 16, 19, 15, 18, 25], [23, 21, 22, 28, 26, 30, 31, 36, 38, 42, 34, 45, 39, 37, 43, 40, 41, 44, 46], [47, 51, 48, 49, 52, 54, 56, 53, 58, 50, 55, 57, 59, 60]]
121: [[36, 35, 33, 3, 32], [25, 8, 39, 45, 59, 4, 14, 2, 42, 29, 1, 13, 5, 24, 7, 9, 6, 11, 12, 16, 18, 31], [20, 19, 38, 58, 21, 22, 15, 46, 51, 23, 10, 37, 26, 27, 30, 34, 28, 60, 40], [41, 43, 44, 47, 48, 55, 57, 17, 54, 49, 50, 53, 52, 56]]
