0: [[40, 27, 13, 16, 21, 6], [15, 4, 5, 3, 18, 10], [31, 32, 8, 7, 52, 58], [26, 11, 30, 9, 12, 24], [2, 43, 42, 14, 17, 35], [1, 20, 33, 45, 19, 51], [47, 44, 22, 23, 25, 28], [38, 46, 29, 48, 54, 37], [59, 41, 34, 49, 57, 53], [36, 39, 50, 60, 55, 56]]
74: [[40, 27, 13, 16, 21, 6], [15, 4, 5, 3, 18, 10], [31, 32, 8, 7, 52, 58], [26, 11, 30, 9, 12, 24], [2, 43, 42, 14, 17, 35], [1, 20, 33, 45, 19, 51], [47, 44, 22, 23, 25, 28], [38, 46, 29, 48, 54, 37], [59, 41, 34, 49, 57, 53], [36, 39, 50, 60, 55, 56]]
75: [[40, 27, 13, 16, 21, 6], [15, 4, 5, 3, 18, 10], [31, 32, 8, 7, 52, 58], [26, 11, 30, 9, 12, 24], [2, 43, 42, 14, 17, 35], [1, 20, 33, 45, 19, 51], [47, 44, 22, 23, 25, 28], [38, 46, 29, 48, 54, 37], [59, 41, 34, 49, 57, 53], [36, 39, 50, 60, 55, 56]]
76: [[40, 27, 13, 16, 21, 6], [15, 4, 5, 3, 18, 10], [31, 32, 8, 7, 52, 58], [26, 11, 30, 9, 12, 24], [2, 43, 42, 14, 17, 35], [1, 20, 33, 45, 19, 51], [47, 44, 22, 23, 25, 28], [38, 46, 29, 48, 54, 37], [59, 41, 34, 49, 57, 53], [36, 39, 50, 60, 55, 56]]
77: [[40, 27, 13, 16, 21, 6], [15, 4, 5, 3, 18, 10], [31, 32, 8, 7, 52, 58], [26, 11, 30, 9, 12, 24], [2, 43, 42, 14, 17, 35], [1, 20, 33, 45, 19, 51], [47, 44, 22, 23, 25, 28], [38, 46, 29, 48, 54, 37], [59, 41, 34, 49, 57, 53], [36, 39, 50, 60, 55, 56]]
78: [[40, 27, 13, 16, 21, 6], [15, 4, 5, 3, 18, 10], [31, 32, 8, 7, 52, 58], [26, 11, 30, 9, 12, 24], [2, 43, 42, 14, 17, 35], [1, 20, 33, 45, 19, 51], [47, 44, 22, 23, 25, 28], [38, 46, 29, 48, 54, 37], [59, 41, 34, 49, 57, 53], [36, 39, 50, 60, 55, 56]]
79: [[40, 27, 13, 16, 21, 6], [15, 4, 5, 3, 18, 10], [31, 32, 8, 7, 52, 58], [26, 11, 30, 9, 12, 24], [2, 43, 42, 14, 17, 35], [1, 20, 33, 45, 19, 51], [47, 44, 22, 23, 25, 28], [38, 46, 29, 48, 54, 37], [59, 41, 34, 49, 57, 53], [36, 39, 50, 60, 55, 56]]
80: [[40, 27, 13, 16, 21, 6], [15, 4, 5, 3, 18, 10], [31, 32, 8, 7, 52, 58], [26, 11, 30, 9, 12, 24], [2, 43, 42, 14, 17, 35], [1, 20, 33, 45, 19, 51], [47, 44, 22, 23, 25, 28], [38, 46, 29, 48, 54, 37], [59, 41, 34, 49, 57, 53], [36, 39, 50, 60, 55, 56]]
81: [[40, 27, 13, 16, 21, 6], [15, 4, 5, 3, 18, 10], [31, 32, 8, 7, 52, 58], [26, 11, 30, 9, 12, 24], [2, 43, 42, 14, 17, 35], [1, 20, 33, 45, 19, 51], [47, 44, 22, 23, 25, 28], [38, 46, 29, 48, 54, 37], [59, 41, 34, 49, 57, 53], [36, 39, 50, 60, 55, 56]]
82: [[40, 27, 13, 16, 21, 6], [15, 4, 5, 3, 18, 10], [31, 32, 8, 7, 52, 58], [26, 11, 30, 9, 12, 24], [2, 43, 42, 14, 17, 35], [1, 20, 33, 45, 19, 51], [47, 44, 22, 23, 25, 28], [38, 46, 29, 48, 54, 37], [59, 41, 34, 49, 57, 53], [36, 39, 50, 60, 55, 56]]
83: [[40, 27, 13, 16, 21, 6], [15, 4, 5, 3, 18, 10], [31, 32, 8, 7, 52, 58], [26, 11, 30, 9, 12, 24], [2, 43, 42, 14, 17, 35], [1, 20, 33, 45, 19, 51], [47, 44, 22, 23, 25, 28], [38, 46, 29, 48, 54, 37], [59, 41, 34, 49, 57, 53], [36, 39, 50, 60, 55, 56]]
84: [[40, 27, 13, 16, 21, 6], [15, 4, 5, 3, 18, 10], [31, 32, 8, 7, 52, 58], [26, 11, 30, 9, 12, 24], [2, 43, 42, 14, 17, 35], [1, 20, 33, 45, 19, 51], [47, 44, 22, 23, 25, 28], [38, 46, 29, 48, 54, 37], [59, 41, 34, 49, 57, 53], [36, 39, 50, 60, 55, 56]]
85: [[40, 27, 13, 16, 21, 6], [15, 4, 5, 3, 18, 10], [31, 32, 8, 7, 52, 58], [26, 11, 30, 9, 12, 24], [2, 43, 42, 14, 17, 35], [1, 20, 33, 45, 19, 51], [47, 44, 22, 23, 25, 28], [38, 46, 29, 48, 54, 37], [59, 41, 34, 49, 57, 53], [36, 39, 50, 60, 55, 56]]
86: [[40, 27, 13, 16, 21, 6], [15, 4, 5, 3, 18, 10], [31, 32, 8, 7, 52, 58], [26, 11, 30, 9, 12, 24], [2, 43, 42, 14, 17, 35], [1, 20, 33, 45, 19, 51], [47, 44, 22, 23, 25, 28], [38, 46, 29, 48, 54, 37], [59, 41, 34, 49, 57, 53], [36, 39, 50, 60, 55, 56]]
87: [[40, 27, 13, 16, 21, 6], [15, 4, 5, 3, 18, 10], [31, 32, 8, 7, 52, 58], [26, 11, 30, 9, 12, 24], [2, 43, 42, 14, 17, 35], [1, 20, 33, 45, 19, 51], [47, 44, 22, 23, 25, 28], [38, 46, 29, 48, 54, 37], [59, 41, 34, 49, 57, 53], [36, 39, 50, 60, 55, 56]]
88: [[40, 27, 13, 16, 21, 6], [15, 4, 5, 3, 18, 10], [31, 32, 8, 7, 52, 58], [26, 11, 30, 9, 12, 24], [2, 43, 42, 14, 17, 35], [1, 20, 33, 45, 19, 51], [47, 44, 22, 23, 25, 28], [38, 46, 29, 48, 54, 37], [59, 41, 34, 49, 57, 53], [36, 39, 50, 60, 55, 56]]
89: [[40, 27, 13, 16, 21, 6], [15, 4, 5, 3, 18, 10], [31, 32, 8, 7, 52, 58], [26, 11, 30, 9, 12, 24], [2, 43, 42, 14, 17, 35], [1, 20, 33, 45, 19, 51], [47, 44, 22, 23, 25, 28], [38, 46, 29, 48, 54, 37], [59, 41, 34, 49, 57, 53], [36, 39, 50, 60, 55, 56]]
90: [[40, 27, 13, 16, 21, 6], [15, 4, 5, 3, 18, 10], [31, 32, 8, 7, 52, 58], [26, 11, 30, 9, 12, 24], [2, 43, 42, 14, 17, 35], [1, 20, 33, 45, 19, 51], [47, 44, 22, 23, 25, 28], [38, 46, 29, 48, 54, 37], [59, 41, 34, 49, 57, 53], [36, 39, 50, 60, 55, 56]]
91: [[40, 27, 13, 16, 21, 6], [15, 4, 5, 3, 18, 10], [31, 32, 8, 7, 52, 58], [26, 11, 30, 9, 12, 24], [2, 43, 42, 14, 17, 35], [1, 20, 33, 45, 19, 51], [47, 44, 22, 23, 25, 28], [38, 46, 29, 48, 54, 37], [59, 41, 34, 49, 57, 53], [36, 39, 50, 60, 55, 56]]
92: [[40, 27, 13, 16, 21, 6], [15, 4, 5, 3, 18, 10], [31, 32, 8, 7, 52, 58], [26, 11, 30, 9, 12, 24], [2, 43, 42, 14, 17, 35], [1, 20, 33, 45, 19, 51], [47, 44, 22, 23, 25, 28], [38, 46, 29, 48, 54, 37], [59, 41, 34, 49, 57, 53], [36, 39, 50, 60, 55, 56]]
93: [[40, 27, 13, 16, 21, 6], [15, 4, 5, 3, 18, 10], [31, 32, 8, 7, 52, 58], [26, 11, 30, 9, 12, 24], [2, 43, 42, 14, 17, 35], [1, 20, 33, 45, 19, 51], [47, 44, 22, 23, 25, 28], [38, 46, 29, 48, 54, 37], [59, 41, 34, 49, 57, 53], [36, 39, 50, 60, 55, 56]]
94: [[40, 27, 13, 16, 21, 6], [15, 4, 5, 3, 18, 10], [31, 32, 8, 7, 52, 58], [26, 11, 30, 9, 12, 24], [2, 43, 42, 14, 17, 35], [1, 20, 33, 45, 19, 51], [47, 44, 22, 23, 25, 28], [38, 46, 29, 48, 54, 37], [59, 41, 34, 49, 57, 53], [36, 39, 50, 60, 55, 56]]
95: [[40, 27, 13, 16, 21, 6], [15, 4, 5, 3, 18, 10], [31, 32, 8, 7, 52, 58], [26, 11, 30, 9, 12, 24], [2, 43, 42, 14, 17, 35], [1, 20, 33, 45, 19, 51], [47, 44, 22, 23, 25, 28], [38, 46, 29, 48, 54, 37], [59, 41, 34, 49, 57, 53], [36, 39, 50, 60, 55, 56]]
96: [[40, 27, 13, 16, 21, 6], [15, 4, 5, 3, 18, 10], [31, 32, 8, 7, 52, 58], [26, 11, 30, 9, 12, 24], [2, 43, 42, 14, 17, 35], [1, 20, 33, 45, 19, 51], [47, 44, 22, 23, 25, 28], [38, 46, 29, 48, 54, 37], [59, 41, 34, 49, 57, 53], [36, 39, 50, 60, 55, 56]]
97: [[40, 27, 13, 16, 21, 6], [15, 4, 5, 3, 18, 10], [31, 32, 8, 7, 52, 58], [26, 11, 30, 9, 12, 24], [2, 43, 42, 14, 17, 35], [1, 20, 33, 45, 19, 51], [47, 44, 22, 23, 25, 28], [38, 46, 29, 48, 54, 37], [59, 41, 34, 49, 57, 53], [36, 39, 50, 60, 55, 56]]
98: [[40, 27, 13, 16, 21, 6], [15, 4, 5, 3, 18, 10], [31, 32, 8, 7, 52, 58], [26, 11, 30, 9, 12, 24], [2, 43, 42, 14, 17, 35], [1, 20, 33, 45, 19, 51], [47, 44, 22, 23, 25, 28], [38, 46, 29, 48, 54, 37], [59, 41, 34, 49, 57, 53], [36, 39, 50, 60, 55, 56]]
99: [[40, 27, 13, 16, 21, 6], [15, 4, 5, 3, 18, 10], [31, 32, 8, 7, 52, 58], [26, 11, 30, 9, 12, 24], [2, 43, 42, 14, 17, 35], [1, 20, 33, 45, 19, 51], [47, 44, 22, 23, 25, 28], [38, 46, 29, 48, 54, 37], [59, 41, 34, 49, 57, 53], [36, 39, 50, 60, 55, 56]]
100: [[40, 27, 13, 16, 21, 6], [15, 4, 5, 3, 18, 10], [31, 32, 8, 7, 52, 58], [26, 11, 30, 9, 12, 24], [2, 43, 42, 14, 17, 35], [1, 20, 33, 45, 19, 51], [47, 44, 22, 23, 25, 28], [38, 46, 29, 48, 54, 37], [59, 41, 34, 49, 57, 53], [36, 39, 50, 60, 55, 56]]
101: [[40, 27, 13, 16, 21, 6], [15, 4, 5, 3, 18, 10], [31, 32, 8, 7, 52, 58], [26, 11, 30, 9, 12, 24], [2, 43, 42, 14, 17, 35], [1, 20, 33, 45, 19, 51], [47, 44, 22, 23, 25, 28], [38, 46, 29, 48, 54, 37], [59, 41, 34, 49, 57, 53], [36, 39, 50, 60, 55, 56]]
102: [[40, 27, 13, 16, 21, 6], [15, 4, 5, 3, 18, 10], [31, 32, 8, 7, 52, 58], [26, 11, 30, 9, 12, 24], [2, 43, 42, 14, 17, 35], [1, 20, 33, 45, 19, 51], [47, 44, 22, 23, 25, 28], [38, 46, 29, 48, 54, 37], [59, 41, 34, 49, 57, 53], [36, 39, 50, 60, 55, 56]]
103: [[40, 27, 13, 16, 21, 6], [15, 4, 5, 3, 18, 10], [31, 32, 8, 7, 52, 58], [26, 11, 30, 9, 12, 24], [2, 43, 42, 14, 17, 35], [1, 20, 33, 45, 19, 51], [47, 44, 22, 23, 25, 28], [38, 46, 29, 48, 54, 37], [59, 41, 34, 49, 57, 53], [36, 39, 50, 60, 55, 56]]
104: [[40, 27, 13, 16, 21, 6], [15, 4, 5, 3, 18, 10], [31, 32, 8, 7, 52, 58], [26, 11, 30, 9, 12, 24], [2, 43, 42, 14, 17, 35], [1, 20, 33, 45, 19, 51], [47, 44, 22, 23, 25, 28], [38, 46, 29, 48, 54, 37], [59, 41, 34, 49, 57, 53], [36, 39, 50, 60, 55, 56]]
105: [[40, 27, 13, 16, 21, 6], [15, 4, 5, 3, 18, 10], [31, 32, 8, 7, 52, 58], [26, 11, 30, 9, 12, 24], [2, 43, 42, 14, 17, 35], [1, 20, 33, 45, 19, 51], [47, 44, 22, 23, 25, 28], [38, 46, 29, 48, 54, 37], [59, 41, 34, 49, 57, 53], [36, 39, 50, 60, 55, 56]]
106: [[40, 27, 13, 16, 21, 6], [15, 4, 5, 3, 18, 10], [31, 32, 8, 7, 52, 58], [26, 11, 30, 9, 12, 24], [2, 43, 42, 14, 17, 35], [1, 20, 33, 45, 19, 51], [47, 44, 22, 23, 25, 28], [38, 46, 29, 48, 54, 37], [59, 41, 34, 49, 57, 53], [36, 39, 50, 60, 55, 56]]
107: [[40, 27, 13, 16, 21, 6], [15, 4, 5, 3, 18, 10], [31, 32, 8, 7, 52, 58], [26, 11, 30, 9, 12, 24], [2, 43, 42, 14, 17, 35], [1, 20, 33, 45, 19, 51], [47, 44, 22, 23, 25, 28], [38, 46, 29, 48, 54, 37], [59, 41, 34, 49, 57, 53], [36, 39, 50, 60, 55, 56]]
108: [[40, 27, 13, 16, 21, 6], [15, 4, 5, 3, 18, 10], [31, 32, 8, 7, 52, 58], [26, 11, 30, 9, 12, 24], [2, 43, 42, 14, 17, 35], [1, 20, 33, 45, 19, 51], [47, 44, 22, 23, 25, 28], [38, 46, 29, 48, 54, 37], [59, 41, 34, 49, 57, 53], [36, 39, 50, 60, 55, 56]]
109: [[40, 27, 13, 16, 21, 6], [15, 4, 5, 3, 18, 10], [31, 32, 8, 7, 52, 58], [26, 11, 30, 9, 12, 24], [2, 43, 42, 14, 17, 35], [1, 20, 33, 45, 19, 51], [47, 44, 22, 23, 25, 28], [38, 46, 29, 48, 54, 37], [59, 41, 34, 49, 57, 53], [36, 39, 50, 60, 55, 56]]
110: [[40, 27, 13, 16, 21, 6], [15, 4, 5, 3, 18, 10], [31, 32, 8, 7, 52, 58], [26, 11, 30, 9, 12, 24], [2, 43, 42, 14, 17, 35], [1, 20, 33, 45, 19, 51], [47, 44, 22, 23, 25, 28], [38, 46, 29, 48, 54, 37], [59, 41, 34, 49, 57, 53], [36, 39, 50, 60, 55, 56]]
111: [[40, 27, 13, 16, 21, 6], [15, 4, 5, 3, 18, 10], [31, 32, 8, 7, 52, 58], [26, 11, 30, 9, 12, 24], [2, 43, 42, 14, 17, 35], [1, 20, 33, 45, 19, 51], [47, 44, 22, 23, 25, 28], [38, 46, 29, 48, 54, 37], [59, 41, 34, 49, 57, 53], [36, 39, 50, 60, 55, 56]]
112: [[40, 27, 13, 16, 21, 6], [15, 4, 5, 3, 18, 10], [31, 32, 8, 7, 52, 58], [26, 11, 30, 9, 12, 24], [2, 43, 42, 14, 17, 35], [1, 20, 33, 45, 19, 51], [47, 44, 22, 23, 25, 28], [38, 46, 29, 48, 54, 37], [59, 41, 34, 49, 57, 53], [36, 39, 50, 60, 55, 56]]
113: [[40, 27, 13, 16, 21, 6], [15, 4, 5, 3, 18, 10], [31, 32, 8, 7, 52, 58], [26, 11, 30, 9, 12, 24], [2, 43, 42, 14, 17, 35], [1, 20, 33, 45, 19, 51], [47, 44, 22, 23, 25, 28], [38, 46, 29, 48, 54, 37], [59, 41, 34, 49, 57, 53], [36, 39, 50, 60, 55, 56]]
114: [[40, 27, 13, 16, 21, 6], [15, 4, 5, 3, 18, 10], [31, 32, 8, 7, 52, 58], [26, 11, 30, 9, 12, 24], [2, 43, 42, 14, 17, 35], [1, 20, 33, 45, 19, 51], [47, 44, 22, 23, 25, 28], [38, 46, 29, 48, 54, 37], [59, 41, 34, 49, 57, 53], [36, 39, 50, 60, 55, 56]]
115: [[40, 27, 13, 16, 21, 6], [15, 4, 5, 3, 18, 10], [31, 32, 8, 7, 52, 58], [26, 11, 30, 9, 12, 24], [2, 43, 42, 14, 17, 35], [1, 20, 33, 45, 19, 51], [47, 44, 22, 23, 25, 28], [38, 46, 29, 48, 54, 37], [59, 41, 34, 49, 57, 53], [36, 39, 50, 60, 55, 56]]
116: [[40, 27, 13, 16, 21, 6], [15, 4, 5, 3, 18, 10], [31, 32, 8, 7, 52, 58], [26, 11, 30, 9, 12, 24], [2, 43, 42, 14, 17, 35], [1, 20, 33, 45, 19, 51], [47, 44, 22, 23, 25, 28], [38, 46, 29, 48, 54, 37], [59, 41, 34, 49, 57, 53], [36, 39, 50, 60, 55, 56]]
117: [[40, 27, 13, 16, 21, 6], [15, 4, 5, 3, 18, 10], [31, 32, 8, 7, 52, 58], [26, 11, 30, 9, 12, 24], [2, 43, 42, 14, 17, 35], [1, 20, 33, 45, 19, 51], [47, 44, 22, 23, 25, 28], [38, 46, 29, 48, 54, 37], [59, 41, 34, 49, 57, 53], [36, 39, 50, 60, 55, 56]]
118: [[40, 27, 13, 16, 21, 6], [15, 4, 5, 3, 18, 10], [31, 32, 8, 7, 52, 58], [26, 11, 30, 9, 12, 24], [2, 43, 42, 14, 17, 35], [1, 20, 33, 45, 19, 51], [47, 44, 22, 23, 25, 28], [38, 46, 29, 48, 54, 37], [59, 41, 34, 49, 57, 53], [36, 39, 50, 60, 55, 56]]
119: [[40, 27, 13, 16, 21, 6], [15, 4, 5, 3, 18, 10], [31, 32, 8, 7, 52, 58], [26, 11, 30, 9, 12, 24], [2, 43, 42, 14, 17, 35], [1, 20, 33, 45, 19, 51], [47, 44, 22, 23, 25, 28], [38, 46, 29, 48, 54, 37], [59, 41, 34, 49, 57, 53], [36, 39, 50, 60, 55, 56]]
120: [[40, 27, 13, 16, 21, 6], [15, 4, 5, 3, 18, 10], [31, 32, 8, 7, 52, 58], [26, 11, 30, 9, 12, 24], [2, 43, 42, 14, 17, 35], [1, 20, 33, 45, 19, 51], [47, 44, 22, 23, 25, 28], [38, 46, 29, 48, 54, 37], [59, 41, 34, 49, 57, 53], [36, 39, 50, 60, 55, 56]]
121: [[40, 27, 13, 16, 21, 6], [15, 4, 5, 3, 18, 10], [31, 32, 8, 7, 52, 58], [26, 11, 30, 9, 12, 24], [2, 43, 42, 14, 17, 35], [1, 20, 33, 45, 19, 51], [47, 44, 22, 23, 25, 28], [38, 46, 29, 48, 54, 37], [59, 41, 34, 49, 57, 53], [36, 39, 50, 60, 55, 56]]
