0: [[19, 7, 5, 37], [9, 2], [3, 1, 4], [10, 6, 8], [11, 30], [22, 12, 13], [14, 15, 20], [17, 16, 18, 21], [23, 26, 24, 27], [29, 25, 28, 31], [62, 43, 36, 41], [35, 33], [42, 32, 38], [34, 39, 44], [40, 47], [45, 46], [51, 50, 56], [61, 48], [53, 49, 54], [52, 55, 57], [59, 58, 60, 63], [64, 71, 67], [65, 66, 78], [76, 68, 69], [70, 75, 72], [73, 74, 77], [79, 82], [81, 80, 86, 83, 85], [84, 87, 88]]
51: [[19, 7, 5, 37], [9, 2], [3, 1, 4], [10, 6, 8], [11, 30], [22, 12, 13], [14, 15, 20, 17], [16, 18, 21], [23, 26, 24, 27], [29, 25, 28, 31], [62, 43, 36, 41, 35, 33, 42], [32, 38], [34, 39, 44, 40], [47, 45, 46], [51, 50], [56, 61, 48], [53, 49, 54], [52, 55, 57], [59, 58, 60, 63, 64], [71, 67, 65, 66, 78], [76, 68], [69, 70, 75], [72, 73, 74], [77, 79], [82, 81, 80, 86, 83, 85, 84, 87, 88]]
52: [[19, 7, 5], [37, 9, 2], [3, 1, 4], [10, 6], [8, 11, 30], [22, 12, 13], [14, 15], [20, 17, 16], [18, 21, 23], [26, 24], [27, 29], [25, 28, 31], [62, 43, 36, 41], [35, 33], [42, 32, 38], [34, 39, 44], [40, 47, 45, 46], [51], [50, 56, 61, 48, 53, 49, 54, 52, 55, 57, 59, 58, 60, 63, 64, 71, 67, 65, 66, 78, 76, 68, 69, 70, 75, 72, 73, 74, 77, 79, 82, 81, 80, 86, 83], [85, 84, 87], [88]]
53: [[19, 7], [5, 37, 9], [2, 3, 1], [4, 10, 6], [8, 11, 30], [22, 12, 13], [14, 15, 20], [17, 16], [18, 21, 23], [26, 24, 27], [29, 25, 28], [31, 62, 43], [36, 41], [35, 33], [42, 32, 38], [34, 39, 44], [40, 47, 45], [46, 51], [50, 56, 61], [48, 53], [49, 54], [52, 55], [57, 59, 58], [60, 63, 64], [71, 67, 65, 66], [78, 76, 68], [69, 70, 75], [72, 73], [74, 77, 79, 82], [81, 80, 86], [83, 85], [84, 87, 88]]
54: [[19, 7, 5, 37], [9, 2], [3, 1], [4, 10, 6], [8, 11, 30], [22, 12, 13], [14, 15, 20], [17, 16, 18], [21, 23], [26, 24, 27], [29, 25, 28], [31, 62, 43], [36, 41, 35], [33, 42, 32], [38, 34, 39], [44, 40, 47], [45, 46, 51, 50], [56, 61, 48], [53, 49], [54, 52, 55], [57, 59], [58, 60], [63, 64, 71], [67, 65, 66, 78], [76, 68, 69, 70], [75, 72, 73, 74, 77, 79, 82, 81, 80, 86, 83, 85, 84], [87, 88]]
55: [[19, 7, 5, 37], [9, 2], [3, 1, 4], [10, 6, 8], [11, 30], [22, 12, 13], [14, 15, 20], [17, 16], [18, 21, 23], [26, 24, 27], [29, 25], [28, 31, 62], [43, 36, 41], [35, 33, 42], [32, 38], [34, 39, 44], [40, 47, 45], [46, 51, 50, 56], [61, 48, 53, 49], [54, 52, 55], [57, 59, 58], [60, 63, 64, 71], [67, 65, 66], [78, 76, 68], [69, 70], [75, 72, 73, 74], [77], [79, 82, 81, 80, 86, 83, 85, 84, 87, 88]]
56: [[19, 7], [5, 37, 9], [2, 3], [1, 4, 10], [6, 8, 11], [30, 22, 12], [13, 14, 15], [20, 17, 16], [18, 21], [23, 26, 24, 27], [29, 25, 28], [31, 62, 43], [36, 41, 35, 33], [42, 32, 38], [34, 39, 44, 40], [47, 45, 46], [51, 50], [56, 61, 48], [53, 49, 54], [52, 55], [57, 59, 58, 60], [63, 64, 71], [67, 65, 66, 78], [76, 68, 69], [70, 75, 72], [73, 74, 77], [79, 82, 81], [80, 86, 83, 85], [84, 87, 88]]
57: [[19, 7, 5, 37], [9, 2], [3, 1, 4], [10, 6, 8], [11, 30], [22, 12, 13], [14, 15, 20], [17, 16, 18], [21, 23, 26, 24], [27, 29, 25], [28, 31, 62], [43, 36, 41, 35], [33, 42, 32, 38], [34, 39, 44, 40], [47, 45], [46, 51, 50, 56, 61, 48, 53, 49, 54, 52, 55, 57, 59, 58, 60, 63, 64, 71, 67, 65, 66, 78, 76, 68, 69, 70], [75, 72, 73, 74, 77, 79, 82, 81, 80, 86, 83, 85], [84, 87, 88]]
58: [[19, 7, 5], [37, 9, 2], [3, 1, 4], [10, 6], [8, 11, 30], [22, 12, 13], [14, 15, 20], [17, 16], [18, 21, 23], [26, 24, 27], [29, 25, 28], [31, 62, 43], [36, 41, 35], [33, 42, 32], [38, 34], [39, 44, 40], [47, 45, 46], [51, 50, 56], [61, 48], [53, 49, 54], [52, 55], [57, 59, 58], [60, 63, 64], [71, 67, 65, 66], [78, 76, 68], [69, 70, 75], [72, 73, 74], [77, 79, 82], [81, 80, 86], [83, 85], [84, 87, 88]]
59: [[19, 7, 5, 37], [9, 2, 3, 1], [4, 10, 6, 8], [11, 30], [22, 12, 13], [14, 15, 20], [17, 16, 18], [21, 23], [26, 24, 27], [29, 25, 28], [31, 62, 43], [36, 41, 35], [33, 42], [32, 38, 34, 39], [44], [40, 47, 45, 46, 51], [50, 56, 61, 48, 53, 49, 54, 52, 55, 57, 59, 58, 60, 63], [64, 71, 67, 65, 66, 78, 76], [68, 69, 70, 75, 72, 73, 74, 77, 79, 82, 81, 80, 86, 83, 85, 84, 87, 88]]
60: [[19, 7], [5, 37, 9, 2], [3, 1, 4], [10, 6, 8], [11, 30], [22, 12, 13], [14, 15, 20], [17, 16, 18], [21, 23], [26, 24, 27], [29, 25], [28, 31, 62], [43, 36, 41], [35, 33], [42, 32, 38], [34, 39, 44], [40, 47, 45], [46, 51], [50, 56, 61], [48, 53], [49, 54, 52], [55, 57, 59], [58, 60, 63], [64, 71, 67, 65], [66, 78], [76, 68, 69], [70, 75, 72], [73, 74, 77], [79, 82, 81], [80, 86, 83, 85, 84], [87, 88]]
61: [[19, 7, 5], [37, 9, 2, 3], [1, 4, 10, 6], [8, 11, 30], [22, 12, 13], [14, 15, 20], [17, 16, 18, 21], [23, 26, 24], [27, 29], [25, 28, 31], [62, 43, 36], [41, 35, 33], [42, 32, 38, 34], [39, 44, 40], [47, 45, 46], [51, 50, 56], [61, 48, 53, 49, 54, 52, 55, 57, 59, 58, 60, 63, 64, 71, 67, 65, 66, 78, 76, 68, 69, 70, 75, 72, 73, 74, 77, 79, 82, 81, 80, 86, 83, 85, 84, 87, 88]]
62: [[19, 7, 5, 37], [9, 2], [3, 1], [4, 10, 6, 8], [11, 30, 22], [12, 13], [14, 15, 20], [17, 16, 18], [21, 23, 26, 24, 27], [29, 25, 28, 31], [62, 43, 36, 41], [35, 33, 42, 32, 38, 34, 39], [44, 40], [47, 45, 46, 51, 50, 56, 61, 48], [53, 49, 54, 52], [55, 57, 59, 58], [60, 63, 64, 71], [67, 65, 66, 78], [76, 68], [69, 70, 75], [72, 73, 74], [77, 79, 82], [81, 80, 86], [83, 85, 84], [87, 88]]
63: [[19, 7, 5, 37], [9, 2, 3], [1, 4], [10, 6, 8], [11, 30, 22, 12], [13, 14], [15, 20, 17], [16, 18, 21], [23, 26], [24, 27, 29], [25, 28], [31, 62, 43, 36], [41], [35, 33, 42, 32, 38], [34, 39, 44], [40, 47, 45], [46, 51, 50], [56, 61, 48], [53, 49, 54], [52, 55, 57, 59], [58, 60, 63, 64], [71, 67, 65], [66, 78, 76, 68], [69, 70, 75], [72, 73, 74, 77], [79, 82, 81, 80, 86, 83, 85], [84, 87, 88]]
64: [[19, 7, 5, 37], [9, 2], [3, 1], [4, 10, 6], [8, 11, 30], [22, 12, 13], [14, 15, 20], [17, 16, 18], [21, 23, 26], [24, 27, 29], [25, 28, 31], [62, 43, 36], [41, 35], [33, 42, 32, 38], [34], [39, 44, 40, 47, 45], [46, 51, 50, 56, 61, 48, 53, 49, 54, 52, 55, 57, 59, 58, 60, 63, 64, 71, 67], [65, 66, 78, 76, 68, 69, 70, 75, 72, 73, 74, 77, 79, 82, 81, 80, 86, 83], [85, 84, 87, 88]]
65: [[19, 7, 5, 37], [9, 2], [3, 1, 4], [10, 6, 8], [11, 30, 22], [12, 13, 14], [15, 20, 17, 16], [18, 21, 23], [26, 24, 27, 29], [25, 28], [31, 62, 43], [36, 41, 35], [33, 42], [32, 38, 34, 39], [44, 40, 47], [45, 46], [51, 50, 56], [61, 48, 53], [49, 54, 52], [55, 57, 59], [58, 60, 63], [64, 71, 67], [65, 66, 78], [76, 68], [69, 70, 75, 72], [73, 74, 77], [79, 82], [81, 80, 86, 83, 85, 84, 87, 88]]
66: [[19, 7, 5, 37], [9, 2], [3, 1], [4, 10, 6], [8, 11, 30], [22, 12, 13], [14, 15, 20], [17, 16, 18], [21, 23, 26], [24, 27, 29], [25, 28, 31], [62, 43, 36], [41, 35], [33, 42, 32, 38], [34], [39, 44, 40, 47, 45], [46, 51, 50, 56, 61, 48, 53, 49, 54, 52, 55, 57, 59, 58, 60, 63, 64, 71, 67], [65, 66, 78, 76, 68, 69, 70, 75, 72, 73, 74, 77, 79, 82, 81, 80, 86, 83], [85, 84, 87, 88]]
67: [[19, 7, 5, 37], [9, 2], [3, 1, 4], [10, 6, 8], [11, 30], [22, 12, 13], [14, 15, 20], [17, 16, 18, 21], [23, 26, 24], [27, 29, 25], [28, 31], [62, 43, 36, 41, 35, 33, 42, 32], [38, 34, 39, 44, 40, 47, 45, 46, 51, 50, 56, 61, 48, 53, 49, 54, 52, 55, 57, 59, 58, 60, 63, 64, 71, 67], [65, 66, 78, 76, 68, 69, 70, 75, 72, 73, 74, 77, 79, 82, 81, 80, 86, 83, 85, 84, 87, 88]]
68: [[19, 7, 5], [37, 9, 2], [3, 1, 4], [10, 6], [8, 11, 30], [22, 12, 13], [14, 15, 20], [17, 16, 18, 21], [23, 26], [24, 27, 29], [25, 28, 31], [62, 43, 36], [41, 35, 33, 42], [32, 38, 34], [39, 44, 40], [47, 45, 46], [51, 50], [56, 61, 48, 53], [49, 54, 52], [55, 57, 59, 58, 60], [63, 64, 71], [67, 65, 66, 78, 76, 68, 69, 70, 75, 72, 73], [74, 77, 79], [82, 81, 80], [86, 83, 85], [84, 87, 88]]
69: [[19, 7, 5, 37], [9, 2], [3, 1, 4], [10, 6], [8, 11, 30], [22, 12, 13], [14, 15], [20, 17, 16], [18, 21], [23, 26, 24], [27, 29], [25, 28, 31, 62, 43, 36, 41, 35, 33], [42, 32, 38, 34, 39, 44, 40, 47], [45, 46, 51, 50, 56, 61, 48, 53, 49, 54, 52, 55, 57, 59, 58, 60, 63, 64, 71, 67, 65, 66, 78, 76, 68, 69, 70, 75, 72, 73, 74, 77, 79, 82, 81, 80, 86, 83, 85, 84, 87, 88]]
70: [[19, 7, 5, 37], [9, 2, 3], [1, 4, 10, 6], [8, 11], [30, 22, 12], [13, 14, 15], [20, 17], [16, 18, 21], [23, 26, 24], [27, 29, 25, 28], [31, 62, 43, 36], [41, 35, 33], [42, 32], [38, 34, 39], [44, 40], [47, 45, 46], [51, 50, 56], [61, 48], [53, 49, 54], [52, 55, 57], [59, 58], [60, 63, 64, 71, 67, 65, 66, 78, 76, 68], [69, 70, 75, 72, 73], [74, 77, 79, 82, 81, 80, 86, 83, 85, 84, 87, 88]]
71: [[19, 7, 5], [37, 9], [2, 3, 1], [4, 10, 6], [8, 11, 30], [22, 12, 13], [14, 15, 20], [17, 16, 18, 21], [23, 26, 24], [27, 29, 25], [28, 31, 62], [43, 36], [41, 35, 33], [42, 32, 38], [34, 39, 44, 40, 47], [45, 46, 51], [50, 56, 61, 48, 53, 49, 54, 52, 55, 57, 59], [58, 60, 63], [64, 71, 67], [65, 66, 78], [76, 68, 69], [70, 75, 72, 73, 74, 77, 79, 82, 81, 80, 86, 83, 85], [84, 87, 88]]
72: [[19, 7], [5, 37, 9], [2, 3], [1, 4], [10, 6, 8], [11, 30], [22, 12, 13], [14, 15, 20], [17, 16, 18, 21], [23, 26, 24, 27], [29, 25, 28], [31, 62, 43], [36, 41, 35], [33, 42, 32, 38, 34, 39, 44, 40, 47, 45, 46, 51, 50, 56, 61, 48, 53, 49, 54, 52, 55, 57, 59, 58, 60, 63, 64, 71, 67, 65, 66, 78, 76, 68, 69, 70, 75, 72, 73, 74, 77, 79, 82, 81, 80, 86, 83, 85, 84, 87, 88]]
73: [[19, 7, 5, 37], [9, 2], [3, 1, 4], [10, 6, 8], [11, 30], [22, 12, 13], [14, 15, 20], [17, 16, 18, 21], [23, 26, 24, 27], [29, 25, 28, 31, 62, 43, 36, 41, 35, 33, 42, 32, 38, 34, 39, 44, 40, 47], [45, 46, 51, 50, 56, 61, 48, 53, 49, 54, 52, 55, 57, 59, 58, 60, 63, 64, 71, 67, 65, 66, 78, 76, 68, 69, 70, 75, 72, 73, 74, 77, 79, 82, 81, 80, 86, 83, 85, 84, 87, 88]]
74: [[19, 7, 5, 37], [9, 2], [3, 1, 4], [10, 6, 8], [11, 30], [22, 12, 13], [14, 15, 20], [17, 16, 18], [21, 23, 26], [24, 27, 29, 25], [28, 31], [62, 43, 36], [41, 35, 33], [42, 32, 38, 34, 39, 44, 40, 47, 45], [46, 51, 50, 56, 61, 48, 53, 49, 54, 52, 55, 57, 59, 58, 60, 63, 64, 71, 67, 65, 66, 78, 76, 68, 69, 70, 75, 72, 73, 74, 77, 79, 82, 81, 80, 86, 83, 85, 84, 87, 88]]
75: [[19, 7, 5, 37], [9, 2, 3, 1], [4, 10, 6, 8], [11, 30], [22, 12, 13], [14, 15, 20], [17, 16], [18, 21], [23, 26, 24], [27, 29, 25], [28, 31, 62, 43], [36, 41, 35], [33, 42, 32], [38, 34, 39], [44, 40, 47], [45, 46, 51], [50, 56, 61, 48, 53, 49, 54, 52, 55, 57, 59, 58, 60, 63, 64, 71, 67, 65, 66, 78], [76, 68, 69, 70, 75, 72, 73, 74, 77, 79, 82, 81, 80, 86, 83, 85, 84, 87, 88]]
76: [[19, 7], [5, 37, 9], [2, 3, 1], [4, 10, 6], [8, 11, 30], [22, 12], [13, 14, 15], [20, 17, 16], [18, 21, 23], [26, 24, 27], [29, 25, 28], [31, 62, 43], [36, 41, 35], [33, 42, 32], [38, 34, 39], [44, 40, 47], [45, 46], [51, 50, 56], [61, 48], [53, 49, 54], [52, 55, 57], [59, 58, 60], [63, 64, 71], [67, 65, 66], [78, 76, 68, 69], [70, 75, 72], [73, 74, 77], [79, 82, 81], [80, 86, 83], [85, 84, 87, 88]]
77: [[19, 7, 5, 37], [9, 2], [3, 1, 4], [10, 6, 8], [11, 30], [22, 12, 13], [14, 15], [20, 17, 16], [18, 21, 23], [26, 24, 27], [29, 25, 28], [31, 62], [43, 36, 41, 35, 33, 42, 32, 38, 34, 39, 44, 40, 47, 45, 46, 51, 50, 56, 61, 48, 53, 49, 54, 52, 55, 57, 59, 58, 60, 63, 64, 71, 67, 65, 66, 78, 76, 68, 69, 70, 75, 72, 73, 74, 77, 79, 82, 81, 80, 86, 83, 85, 84, 87, 88]]
78: [[19, 7], [5, 37, 9, 2], [3, 1, 4], [10, 6], [8, 11, 30], [22, 12, 13], [14, 15], [20, 17, 16], [18, 21, 23], [26, 24, 27], [29, 25, 28], [31, 62, 43], [36, 41, 35], [33, 42], [32, 38], [34, 39], [44, 40, 47, 45], [46, 51], [50, 56, 61], [48, 53, 49, 54], [52, 55, 57, 59], [58, 60, 63, 64], [71, 67, 65], [66, 78, 76], [68, 69, 70], [75, 72], [73, 74, 77], [79, 82, 81], [80, 86, 83, 85], [84, 87, 88]]
79: [[19, 7, 5, 37], [9, 2], [3, 1, 4], [10, 6, 8], [11, 30], [22, 12, 13], [14, 15, 20], [17, 16], [18, 21, 23, 26], [24, 27, 29], [25, 28, 31], [62, 43, 36, 41], [35, 33, 42], [32, 38, 34], [39], [44, 40, 47, 45, 46, 51, 50, 56, 61, 48, 53, 49, 54, 52, 55, 57, 59, 58, 60, 63, 64, 71, 67, 65, 66, 78, 76, 68, 69, 70, 75, 72, 73, 74, 77, 79, 82, 81, 80, 86, 83, 85, 84, 87, 88]]
80: [[19, 7, 5], [37, 9], [2, 3, 1], [4, 10, 6], [8, 11, 30], [22, 12, 13], [14, 15, 20], [17, 16, 18], [21, 23], [26, 24, 27], [29, 25, 28], [31, 62, 43], [36, 41, 35], [33, 42, 32, 38], [34, 39, 44], [40, 47], [45, 46, 51], [50, 56, 61], [48, 53, 49], [54, 52, 55], [57, 59, 58], [60, 63, 64, 71], [67, 65, 66], [78, 76, 68], [69], [70, 75, 72, 73, 74, 77, 79, 82, 81], [80, 86, 83, 85, 84, 87, 88]]
81: [[19, 7, 5, 37], [9, 2], [3, 1, 4], [10, 6, 8], [11, 30], [22, 12, 13], [14, 15, 20], [17, 16], [18, 21, 23], [26, 24, 27], [29, 25, 28], [31, 62], [43, 36, 41], [35, 33, 42], [32, 38, 34], [39, 44, 40, 47, 45, 46, 51, 50, 56, 61, 48, 53, 49, 54, 52, 55, 57, 59, 58, 60, 63, 64, 71, 67], [65, 66, 78, 76, 68, 69, 70, 75, 72, 73, 74, 77, 79, 82, 81, 80, 86, 83, 85, 84, 87, 88]]
82: [[19, 7], [5, 37, 9], [2, 3, 1], [4, 10, 6], [8, 11, 30], [22, 12, 13], [14, 15, 20], [17, 16, 18, 21], [23, 26, 24], [27, 29, 25], [28, 31, 62], [43, 36, 41], [35, 33, 42, 32], [38, 34, 39], [44, 40], [47, 45, 46], [51, 50, 56], [61, 48], [53, 49, 54], [52, 55, 57, 59, 58], [60, 63, 64, 71, 67], [65, 66], [78, 76, 68], [69, 70, 75], [72, 73], [74, 77, 79, 82, 81, 80, 86, 83, 85], [84, 87, 88]]
83: [[19, 7, 5], [37, 9, 2], [3, 1, 4], [10, 6], [8, 11, 30], [22, 12, 13], [14, 15, 20], [17, 16], [18, 21, 23], [26, 24, 27], [29, 25, 28], [31, 62, 43], [36, 41], [35, 33, 42, 32, 38], [34, 39, 44, 40, 47, 45, 46, 51, 50, 56, 61, 48, 53, 49, 54, 52, 55, 57, 59, 58, 60, 63, 64, 71, 67, 65, 66, 78, 76, 68, 69, 70, 75, 72, 73, 74, 77, 79, 82, 81, 80, 86, 83, 85, 84, 87, 88]]
84: [[19, 7, 5, 37], [9, 2, 3, 1], [4, 10, 6, 8], [11, 30], [22, 12, 13], [14, 15, 20], [17, 16], [18, 21, 23], [26, 24, 27], [29, 25], [28, 31, 62], [43, 36, 41], [35, 33, 42, 32], [38, 34], [39, 44, 40], [47, 45], [46, 51, 50], [56, 61, 48], [53, 49, 54], [52, 55, 57], [59, 58], [60, 63, 64, 71, 67, 65, 66, 78, 76, 68], [69, 70, 75, 72, 73, 74, 77], [79, 82, 81, 80, 86, 83, 85, 84, 87], [88]]
85: [[19, 7, 5], [37, 9], [2, 3, 1], [4, 10, 6, 8], [11, 30], [22, 12, 13], [14, 15, 20], [17, 16, 18], [21, 23], [26, 24, 27], [29, 25, 28], [31, 62, 43], [36, 41, 35], [33, 42, 32], [38, 34, 39], [44, 40, 47, 45], [46, 51, 50, 56], [61, 48, 53, 49], [54, 52, 55, 57], [59, 58, 60], [63, 64, 71, 67], [65, 66, 78, 76], [68, 69], [70, 75, 72, 73, 74, 77, 79, 82, 81, 80], [86, 83, 85, 84, 87, 88]]
86: [[19, 7, 5, 37], [9, 2], [3, 1, 4], [10, 6, 8], [11, 30], [22, 12, 13], [14, 15, 20], [17, 16, 18, 21, 23], [26, 24, 27, 29, 25, 28, 31, 62, 43, 36, 41, 35, 33, 42, 32, 38, 34, 39, 44, 40, 47, 45, 46, 51, 50, 56, 61, 48, 53, 49, 54, 52, 55, 57, 59, 58, 60, 63, 64, 71, 67, 65, 66, 78, 76, 68, 69, 70, 75, 72, 73, 74, 77, 79, 82, 81, 80, 86, 83, 85, 84, 87, 88]]
87: [[19, 7], [5, 37, 9], [2, 3, 1], [4, 10, 6], [8, 11, 30], [22, 12, 13], [14, 15, 20], [17, 16, 18], [21, 23, 26], [24, 27, 29], [25, 28, 31], [62, 43], [36, 41, 35], [33, 42], [32, 38, 34], [39, 44, 40], [47, 45, 46], [51, 50, 56], [61, 48, 53], [49, 54, 52, 55], [57, 59, 58, 60], [63, 64, 71], [67, 65], [66, 78, 76, 68], [69, 70, 75], [72, 73, 74], [77, 79, 82, 81], [80, 86, 83], [85, 84, 87], [88]]
88: [[19, 7, 5, 37], [9, 2], [3, 1, 4], [10, 6, 8], [11, 30], [22, 12, 13], [14, 15, 20], [17, 16], [18, 21, 23, 26, 24, 27, 29, 25, 28], [31, 62, 43, 36, 41, 35, 33, 42, 32, 38, 34, 39, 44, 40, 47, 45, 46, 51, 50, 56, 61, 48, 53, 49, 54, 52, 55, 57, 59, 58, 60, 63, 64, 71, 67, 65, 66, 78, 76, 68, 69, 70, 75, 72, 73, 74, 77, 79, 82, 81, 80, 86, 83, 85, 84, 87, 88]]
89: [[19, 7, 5, 37], [9, 2], [3, 1, 4], [10, 6, 8], [11, 30], [22, 12, 13], [14, 15, 20], [17, 16, 18], [21, 23], [26, 24], [27, 29, 25], [28, 31, 62], [43, 36], [41, 35, 33], [42, 32, 38, 34], [39, 44], [40, 47, 45], [46, 51, 50], [56, 61], [48, 53], [49, 54, 52], [55, 57], [59, 58, 60], [63, 64, 71, 67], [65, 66, 78, 76], [68, 69, 70, 75], [72, 73, 74, 77, 79, 82, 81, 80, 86], [83, 85, 84, 87, 88]]
90: [[19, 7], [5, 37, 9], [2, 3, 1], [4, 10, 6], [8, 11, 30], [22, 12, 13], [14, 15, 20], [17, 16, 18], [21, 23], [26, 24, 27, 29], [25, 28, 31], [62, 43, 36], [41, 35, 33, 42], [32, 38, 34], [39, 44, 40, 47], [45, 46, 51], [50, 56], [61, 48, 53], [49, 54, 52], [55, 57], [59, 58, 60, 63], [64, 71, 67], [65, 66], [78, 76, 68], [69, 70, 75], [72, 73], [74, 77], [79, 82, 81, 80, 86, 83, 85, 84, 87, 88]]
91: [[19, 7, 5], [37, 9, 2], [3, 1], [4, 10, 6], [8, 11, 30], [22, 12, 13], [14, 15, 20], [17, 16, 18], [21, 23, 26], [24, 27, 29], [25, 28, 31], [62, 43], [36, 41, 35], [33, 42, 32, 38], [34, 39], [44, 40, 47], [45, 46, 51], [50, 56, 61], [48, 53, 49], [54, 52, 55, 57], [59, 58, 60], [63, 64, 71, 67], [65], [66, 78, 76, 68, 69], [70, 75, 72, 73, 74, 77, 79, 82, 81, 80, 86], [83, 85, 84, 87, 88]]
92: [[19, 7, 5], [37, 9, 2], [3, 1, 4], [10, 6], [8, 11, 30], [22, 12, 13], [14, 15, 20], [17, 16, 18], [21, 23, 26], [24, 27, 29], [25, 28, 31], [62, 43], [36, 41], [35, 33, 42], [32, 38, 34, 39], [44, 40, 47, 45], [46, 51, 50, 56, 61, 48, 53, 49, 54, 52, 55, 57, 59], [58, 60, 63, 64, 71, 67, 65, 66, 78, 76, 68, 69, 70, 75, 72, 73, 74, 77, 79, 82, 81, 80, 86, 83], [85, 84, 87, 88]]
93: [[19, 7, 5, 37], [9, 2, 3, 1], [4, 10, 6], [8, 11, 30], [22, 12, 13], [14, 15], [20, 17, 16], [18, 21, 23], [26, 24, 27, 29, 25], [28, 31, 62], [43, 36, 41, 35, 33, 42, 32, 38, 34, 39, 44], [40, 47, 45], [46, 51, 50], [56, 61, 48], [53, 49, 54], [52, 55, 57, 59, 58, 60, 63, 64, 71, 67, 65, 66, 78], [76, 68, 69, 70, 75, 72, 73, 74, 77, 79, 82, 81, 80, 86, 83, 85, 84, 87, 88]]
94: [[19, 7, 5, 37], [9, 2], [3, 1, 4], [10, 6, 8], [11, 30], [22, 12, 13], [14, 15, 20, 17], [16, 18], [21, 23, 26], [24, 27, 29], [25, 28], [31, 62], [43, 36, 41], [35, 33, 42], [32, 38, 34, 39, 44, 40, 47, 45, 46, 51, 50, 56, 61, 48, 53, 49, 54, 52, 55, 57, 59, 58, 60, 63, 64, 71, 67, 65, 66, 78, 76, 68, 69, 70, 75, 72, 73, 74, 77, 79, 82, 81, 80, 86, 83, 85, 84], [87, 88]]
95: [[19, 7, 5], [37, 9], [2, 3, 1], [4, 10, 6], [8, 11, 30], [22, 12], [13, 14, 15], [20, 17, 16, 18], [21, 23, 26], [24, 27, 29], [25, 28, 31], [62, 43], [36, 41, 35], [33, 42, 32], [38, 34, 39, 44], [40, 47], [45, 46, 51], [50, 56], [61, 48, 53], [49, 54, 52], [55, 57, 59], [58, 60, 63], [64, 71], [67, 65, 66, 78, 76, 68, 69, 70, 75, 72], [73, 74, 77, 79, 82, 81, 80], [86, 83, 85, 84, 87, 88]]
96: [[19, 7, 5], [37, 9, 2], [3, 1, 4], [10, 6], [8, 11, 30], [22, 12, 13], [14, 15, 20], [17, 16], [18, 21, 23], [26, 24, 27], [29, 25, 28], [31, 62, 43], [36, 41], [35, 33, 42, 32], [38, 34], [39, 44, 40], [47, 45, 46], [51, 50, 56, 61], [48, 53], [49, 54, 52], [55, 57, 59], [58, 60], [63, 64, 71], [67, 65, 66], [78, 76, 68, 69], [70, 75], [72, 73, 74], [77, 79, 82, 81], [80, 86, 83], [85, 84, 87, 88]]
97: [[19, 7], [5, 37, 9], [2, 3, 1], [4, 10, 6], [8, 11, 30], [22, 12, 13], [14, 15, 20], [17, 16, 18], [21, 23, 26], [24, 27, 29], [25, 28, 31], [62, 43], [36, 41, 35], [33, 42], [32, 38, 34], [39, 44, 40], [47, 45, 46], [51, 50, 56], [61, 48, 53], [49, 54, 52, 55, 57, 59, 58, 60, 63], [64, 71, 67, 65, 66, 78, 76, 68, 69, 70, 75, 72, 73], [74, 77, 79, 82, 81, 80, 86, 83, 85, 84, 87, 88]]
98: [[19, 7, 5, 37], [9, 2], [3, 1, 4], [10, 6, 8, 11], [30, 22, 12, 13], [14, 15], [20, 17, 16, 18, 21, 23, 26, 24, 27, 29], [25, 28, 31, 62, 43, 36, 41, 35, 33, 42, 32, 38, 34, 39, 44, 40, 47, 45, 46, 51, 50, 56, 61, 48, 53, 49, 54, 52, 55, 57, 59, 58, 60, 63, 64, 71, 67, 65, 66, 78, 76, 68, 69, 70, 75, 72, 73, 74], [77, 79, 82, 81, 80, 86, 83, 85, 84, 87, 88]]
99: [[19, 7], [5, 37, 9], [2, 3, 1], [4, 10], [6, 8, 11], [30, 22, 12], [13, 14], [15, 20, 17], [16, 18, 21, 23], [26, 24, 27], [29, 25, 28], [31, 62, 43], [36, 41, 35], [33, 42, 32, 38], [34, 39], [44, 40, 47, 45], [46, 51, 50], [56, 61, 48, 53], [49, 54, 52], [55, 57, 59], [58, 60, 63], [64, 71, 67, 65], [66, 78, 76], [68, 69, 70], [75, 72, 73], [74, 77], [79, 82, 81, 80], [86, 83, 85], [84, 87, 88]]
100: [[19, 7, 5], [37, 9, 2], [3, 1, 4], [10, 6], [8, 11, 30], [22, 12, 13], [14, 15, 20], [17, 16], [18, 21, 23], [26, 24, 27], [29, 25, 28, 31, 62, 43, 36, 41, 35, 33, 42, 32, 38, 34, 39, 44, 40, 47, 45, 46, 51, 50, 56, 61, 48, 53, 49, 54, 52, 55, 57, 59, 58, 60, 63, 64, 71, 67, 65, 66, 78, 76, 68, 69, 70, 75, 72], [73, 74, 77], [79, 82], [81, 80, 86, 83, 85], [84, 87, 88]]
101: [[19, 7, 5], [37, 9, 2], [3, 1, 4], [10, 6], [8, 11, 30], [22, 12, 13], [14, 15, 20], [17, 16], [18, 21, 23], [26, 24, 27], [29, 25, 28], [31, 62, 43], [36, 41, 35, 33], [42, 32], [38, 34, 39], [44, 40, 47, 45, 46, 51, 50, 56, 61, 48, 53, 49, 54, 52, 55, 57, 59, 58, 60], [63, 64, 71, 67, 65, 66, 78, 76, 68, 69, 70, 75, 72, 73, 74, 77, 79, 82, 81, 80, 86, 83, 85, 84, 87, 88]]
