0: [[35, 7, 2, 1], [3, 5, 13, 21, 6], [28, 4, 8, 9, 11, 12, 14, 15, 16, 29, 17, 26, 18, 10], [22, 23, 24], [27, 19, 20, 25, 31, 30, 39, 32, 46, 33, 34, 44, 37, 41, 42, 38], [36, 43, 45, 51, 40, 54, 50, 56, 47, 53, 48, 52, 55, 59, 58], [49, 60, 57]]
74: [[35, 7, 2, 1], [3, 5, 13, 21, 6, 28, 4, 8, 9, 10, 12, 14, 15, 26, 31, 11, 23, 19, 17, 18, 16, 22, 20, 24, 30, 25, 29, 27, 37, 32, 34, 33, 36, 39], [40, 42, 38, 41, 44, 46, 45, 43, 47, 48], [53, 49, 52, 55, 58, 54, 50, 56], [51, 60, 59, 57]]
75: [[35, 7, 2, 1, 3], [5, 13, 21, 6, 24], [4, 12, 11, 9, 15, 8, 10, 14, 26, 23], [17, 16, 18, 27, 31, 20], [22, 25, 30, 19], [29, 28, 37, 32, 46], [34, 33, 44, 38, 36], [45, 47, 39, 43], [40, 41, 42, 51, 56], [52, 54, 49, 55, 48, 53], [50, 57, 58, 59, 60]]
76: [[35, 7, 2, 1], [3, 5, 13], [21, 6, 26, 4, 8, 27, 9, 12, 10, 15, 17, 11, 14, 20, 18, 16, 29, 19, 23, 31, 22, 28, 25, 24, 30, 37, 44, 42, 33, 32, 38, 43, 41, 34, 36, 40, 45, 46, 47, 60, 52, 48, 55, 49, 54, 39, 56, 51, 50, 53, 57, 59, 58]]
77: [[35, 7, 2, 1, 3], [5, 13, 21, 6, 24], [4, 8, 9, 11, 15, 14, 10, 12, 18, 16, 20, 19, 22], [17, 25, 31, 27, 29], [23, 28, 26, 30, 36], [33, 42, 34, 40, 37], [39, 45, 38, 46, 41, 43, 47, 44, 49, 50, 48], [55, 54, 51, 53, 32, 52, 57, 60, 59, 56, 58]]
78: [[35, 7, 2, 1, 3], [5, 13, 21, 6, 24, 4, 11, 9, 8, 10, 12, 28, 26, 14, 25, 18, 31, 16, 15, 30, 20, 17, 19, 27, 22, 29, 23, 37, 33, 42, 36, 38, 41, 32, 43, 47, 39, 44, 34, 46, 40, 45, 51, 48, 55, 49, 52, 50, 54, 59, 53], [57, 58, 56, 60]]
79: [[35, 7, 2, 1, 3], [5, 13, 21, 6], [24, 4, 8, 11, 9], [14, 10, 12, 15, 17, 16, 18, 26, 19, 20, 23, 28, 22, 25], [29, 27, 31, 30], [37, 40, 42, 33, 34, 44, 38, 32, 46, 39], [36, 41, 43, 45, 53, 52, 49, 60, 47, 51, 48], [50, 59, 54, 55, 58, 57, 56]]
80: [[35, 7, 2, 1, 3], [5, 13, 21, 6, 30, 4, 8, 10, 9, 14, 11, 12, 15, 18, 27, 16, 24, 22, 20, 19, 17, 29, 23, 31, 25, 26, 28, 37, 32, 38, 33, 40, 42, 39, 47, 36, 41, 44, 43, 45, 46, 49, 54], [60, 53], [55, 51, 34, 50, 48, 57, 52, 56, 58, 59]]
81: [[35, 7, 2, 1, 3], [5, 13, 21, 6, 26, 4, 8, 9, 11, 12, 15, 10, 18, 14], [16, 25, 28], [22, 23, 17, 19, 27, 30, 20], [24, 29, 31, 37, 36, 46, 32, 34, 38, 41, 39, 43, 33, 40, 42], [44, 45, 60, 54, 50, 49], [47, 48, 51, 52, 55, 58], [53, 56, 57, 59]]
82: [[35, 7, 2, 1, 3], [5, 13, 29, 21, 14, 12, 8, 6, 9, 10, 4, 15, 16, 31, 17], [26, 18, 19], [22, 20, 23, 24, 25, 28, 30, 27, 36, 34, 32, 41, 33, 46, 38, 37, 39, 43, 44, 40, 42, 45, 47, 48, 54, 51, 58, 49, 52, 50, 60, 53, 11, 59, 57, 55, 56]]
83: [[35, 7, 2, 1], [3, 5, 13, 21, 6], [28, 4, 8], [11, 9, 14, 10, 12, 24, 17, 29, 26, 18, 15], [22, 16, 19, 27], [23, 25, 20, 31, 30], [39, 36, 41], [33, 46, 44, 32, 34, 40, 37, 38, 43, 45, 42, 47, 52, 50, 56, 49, 48, 51, 55, 54, 57, 59, 53, 58, 60]]
84: [[35, 7, 2, 1], [3, 5, 13, 21, 6], [24, 4, 8], [9, 11, 10, 14, 12, 29, 27, 17, 16, 22, 31], [23, 19, 15, 26], [25, 18, 20, 28, 30], [37, 33, 40, 34, 32], [39, 38, 36, 41, 42, 44], [43, 45, 46, 54, 51, 52, 56, 48, 47, 49, 50, 53, 57, 55, 59, 58, 60]]
85: [[35, 7, 2, 1], [3, 5, 13, 21, 6], [24, 4, 8, 11, 9, 14], [10, 12, 15, 17, 19], [30, 16, 31, 20, 23], [18, 22, 25, 26, 27], [28, 29, 39, 32, 38, 33, 46, 37], [34, 41, 36, 42, 45, 43, 40, 44], [47, 50, 48, 60, 52, 53, 49, 54, 59, 55, 51, 57, 56, 58]]
86: [[35, 7, 2, 1, 11], [5, 13, 21, 6, 28], [4, 9, 3, 8, 14], [10, 12, 15, 16, 25, 19], [20, 17, 27, 22], [24, 18, 23, 30, 26], [29, 31, 39], [33, 46, 36], [34, 32, 37, 40, 41, 38, 43, 44, 45, 55, 42, 50, 51, 47, 52, 48], [49, 54, 58, 53, 56], [57, 59, 60]]
87: [[35, 7, 2, 1, 3, 5, 13, 21, 6], [28, 4, 8, 11, 9], [10, 12, 24, 31, 14, 29, 18, 19, 15, 17, 20, 23, 16, 26], [22, 27, 25, 30, 37, 40, 33, 32], [46, 38, 34], [41, 36, 44, 42, 43, 47, 48, 45, 50, 56, 39, 55, 52, 49, 51, 53, 58, 54, 57, 59, 60]]
88: [[35, 7, 2, 1, 3, 5, 13, 21, 6], [28, 4, 8, 11, 9], [10, 14, 12, 15, 16, 19], [18, 17, 23, 20, 22, 31, 24, 25, 27, 30, 26, 29, 37, 32], [42, 36, 33, 41, 38, 34, 40, 46, 39], [44, 45, 43, 52, 55, 51, 47, 50, 53, 49, 48, 54, 57, 59, 58, 56, 60]]
89: [[35, 7, 2, 1, 3], [5, 13, 29], [4, 12, 17, 8], [11, 9, 14, 6, 18, 31, 22, 10, 25], [16, 19, 15, 20, 21, 23, 26, 27, 24, 28, 30, 37, 32, 41, 33, 40, 39, 36, 44, 34, 43, 38, 42, 46], [45, 58, 47, 51, 48], [60, 53, 49, 52, 55, 57, 54, 50, 56, 59]]
90: [[35, 7, 2, 1], [11, 5, 13, 28, 3], [14, 12, 8, 4, 9], [6, 10, 15, 16, 18], [22, 19, 17, 20, 26, 21, 31, 23, 27, 24, 30, 25, 45, 37, 36, 29, 34, 32, 33, 39, 44, 43, 46, 38, 40, 41, 47, 42, 52, 51, 54, 49, 55, 48, 56, 50, 53], [59, 58, 60, 57]]
91: [[35, 7, 2, 1], [3, 5, 13, 21, 6, 26, 4, 8, 9, 11, 10, 12, 14, 30, 15], [19, 16, 17], [22, 20, 18, 23, 24], [27, 31, 29, 25, 28, 39, 40, 42, 32, 34, 37, 36, 41, 33, 43, 46, 45, 47, 44, 48, 50, 58, 49, 52, 38, 51, 54, 57, 55, 53, 56, 59, 60]]
92: [[35, 7, 2, 1, 3, 5, 13], [21, 6, 24, 4, 8, 11, 9, 12, 14, 23, 15, 26, 10, 22, 17, 31, 18, 16, 28, 19, 25, 20, 27, 29, 30, 39, 41, 33, 32, 34, 36, 40, 37, 42, 38, 45, 44, 43, 46, 47, 50, 48, 49, 53, 51, 58], [55, 54, 52, 56, 57, 59, 60]]
93: [[35, 7, 2, 1], [3, 5, 13, 21], [6, 28, 4, 9, 27, 10], [14, 8, 11, 29, 25, 19, 22, 12], [15, 16, 31, 18, 17], [26, 20, 23, 24, 30, 36], [32, 38, 33, 34, 39, 37, 45], [42, 47, 40, 43], [44, 41, 60, 54, 48], [51, 46, 53, 49, 50], [55, 52, 56, 57], [59, 58]]
94: [[35, 7, 2, 1, 3], [5, 13, 21, 6, 10], [4, 8, 11, 9, 15], [12, 20, 26], [19, 14, 23], [16, 22], [18, 24, 25, 29, 17, 31, 27, 28, 30], [37, 36, 32, 33, 34], [44, 45, 47, 38], [39, 40, 43, 42, 41, 46], [54, 56, 51, 50, 58, 49, 53, 52, 48], [55, 57, 59, 60]]
95: [[35, 7, 2, 1, 3, 5, 13, 21], [6, 24, 4, 8, 11, 9, 10, 14, 12, 31, 15, 30, 18, 17, 16, 19, 20, 22, 26, 23, 25, 27, 28, 29, 38, 32, 34, 33, 45, 36, 37, 39, 41, 43, 40, 42, 47, 46, 53, 54, 56, 51, 44, 48, 49], [57, 52, 55, 50, 58, 60, 59]]
96: [[35, 7, 2, 1, 3, 5, 13, 21, 6, 26, 4, 8, 9, 11, 10, 14, 12], [17, 27, 31, 22, 28, 18, 16, 15, 20, 23, 19, 29, 24, 25, 30, 33, 36, 46, 32, 34, 42, 37, 43, 47, 41, 38], [39, 45, 58, 44, 50, 54, 55, 49, 40, 51, 52, 48, 53, 57, 56, 59, 60]]
97: [[35, 7, 2, 1, 3, 5, 13, 21, 6], [30, 4, 8, 11, 9, 15, 14], [18, 10, 17, 28, 26, 12, 19, 20, 16, 22, 29], [25, 23, 24, 31, 27, 37, 44, 33, 32, 46, 38, 39, 47, 45, 34, 43, 36, 40, 41, 42, 54, 52, 49, 53, 51, 48, 50, 60, 58, 59, 55, 56, 57]]
98: [[35, 7, 2, 1], [3, 5, 13, 21], [6, 28, 4, 8, 11], [9, 10, 12, 14], [31, 22, 15, 16, 18, 26, 20, 19, 17, 23, 27], [24, 29, 30, 25], [37, 32, 42, 33, 34], [44, 36, 41, 38, 45], [39, 40, 43, 47, 46], [54, 48, 50, 55, 49, 53, 59, 51], [58, 52, 57, 56, 60]]
99: [[35, 7, 2, 1], [11, 5, 13, 28, 4, 8, 3, 9, 14, 12, 6, 15, 10, 30, 16, 23, 20], [17, 19, 27, 21, 24], [25, 26, 22, 18, 29, 31, 39, 40, 32, 33, 34], [36, 38, 41, 37, 42, 45, 43, 47, 51, 52, 44, 55, 46, 50, 49, 54, 53, 56, 48, 58, 57, 59, 60]]
100: [[35, 7, 2, 1, 3, 5, 13], [21, 6, 28, 4, 8, 9, 11, 15, 10, 14, 12, 29, 17, 24, 22], [16, 23, 18, 20, 19, 27], [26, 30, 25, 31, 36, 33], [34, 32, 42, 37, 38, 47, 40, 39, 43, 41, 58, 50, 44, 51, 48, 52, 53, 55, 45, 46, 54, 59, 56, 49, 60, 57]]
101: [[35, 7, 2, 1, 3], [5, 13, 20, 23, 6], [4, 8, 11, 9, 10, 25, 18, 14, 19, 12], [15, 24, 17, 22, 16], [21, 28, 26, 27, 29, 30, 31, 37, 32, 44, 33, 46, 42], [36, 38, 39], [40, 34, 47, 41], [43, 45, 55, 50], [49, 48, 52, 53, 51, 54, 59, 57, 58, 56, 60]]
102: [[35, 7, 2, 1, 3, 5, 13, 21, 6, 14, 4, 12, 9, 10, 11, 8, 15, 18, 27, 23, 16], [19, 17, 20, 24, 29, 31, 22, 25, 26, 28, 30, 39, 32, 33, 34, 42, 36, 38, 41], [44, 37, 46, 40, 43, 47, 45, 51, 52, 53, 55, 50, 54, 48, 56, 49, 57, 60, 59, 58]]
103: [[35, 7, 2, 1], [3, 5, 13, 21, 6], [26, 4, 8, 9, 11], [14, 10, 12, 16], [19, 31, 22, 20, 18, 17], [28, 24, 23, 15], [27, 29, 30, 25], [33, 32, 36, 34, 46, 41], [38, 39, 42, 47, 37, 45, 40, 44, 50], [43, 53, 49, 51, 48, 52, 54, 55], [57, 60, 56, 58, 59]]
104: [[35, 7, 2, 1], [3, 5, 13, 21, 6, 8, 4, 9, 11, 12, 10, 14], [15, 31, 16, 30, 22, 17], [24, 18, 19, 20, 25, 26, 28, 23, 27], [29, 39, 32], [46, 33, 34, 37, 41], [36, 45, 40, 43, 44, 42, 47, 49, 54], [59, 56, 55, 38, 52, 48, 50, 58, 51, 57, 53, 60]]
105: [[35, 7, 2, 1, 3, 5, 13, 21, 6, 24, 4, 12, 11, 9, 14, 8, 10, 15, 16, 26, 18, 19, 22, 17, 20, 31, 23, 27, 25], [29, 30, 28, 36, 32], [44, 33, 40, 43, 34, 41, 37, 38, 46, 47, 39], [42, 45, 50, 48, 52], [53, 54, 49, 55, 51, 57, 56, 59, 60, 58]]
106: [[35, 7, 2, 1, 3, 5, 13, 21, 6, 26, 4, 8], [9, 11, 15, 10, 14], [12, 16, 18, 20, 22, 23, 17, 24, 27, 19, 25, 30, 28, 31, 29, 36, 32], [37, 33, 34, 38, 39, 46, 40, 41, 42, 44, 45, 47, 43, 52, 50, 49], [51, 48, 53, 55, 54, 58, 57, 56, 59, 60]]
107: [[35, 7, 2, 1, 3, 5, 13, 21, 6], [26, 4, 8, 11, 9], [12, 10, 14, 16, 18, 29, 17, 20, 19], [25, 23, 15, 27, 28, 22, 31, 30, 24, 37, 33, 40, 32, 34, 44, 36, 47, 38, 42, 41, 43, 39, 45, 48, 49, 56, 46, 50, 52], [55, 58, 53, 54, 57, 59, 51, 60]]
108: [[35, 7, 2, 1], [3, 5, 13, 21], [6, 30, 4, 12, 11], [9, 8, 14, 10, 15], [24, 18, 26, 29, 17], [23, 16, 27], [22, 28, 20, 19], [25, 31, 37, 41, 33], [34, 32, 36, 39, 40], [46, 45, 42, 43], [44, 47, 52, 50, 48], [38, 54, 56, 49, 51, 53], [59, 55, 57, 58, 60]]
109: [[35, 7, 2, 1, 3, 5, 13, 21, 6, 24, 4, 8, 9, 11, 14, 10, 12, 31, 18, 16, 17, 20, 23, 26, 27, 15, 22, 19, 28, 29, 25, 30, 45, 33, 38, 32, 36, 40, 34, 37, 46, 39, 41, 44, 42, 43, 47, 54, 48, 49, 50], [55, 51, 52, 60], [53, 57], [59, 56, 58]]
110: [[35, 7, 1, 9], [2, 5, 13, 21, 6, 8, 3, 4, 12], [11, 14, 10, 15, 23, 19, 17, 16, 18, 29, 20, 22, 24, 28, 25, 27, 30, 26, 31, 45, 32, 40, 34, 33, 38, 39, 47, 46, 36, 44], [41, 42, 43, 51, 54, 48, 49, 37, 55, 50, 52, 53, 57, 56, 59, 58, 60]]
111: [[35, 7, 2, 1, 3, 5], [13, 21, 20, 28, 4], [8, 15, 6, 14, 11], [10, 25, 18, 12, 16], [19, 17, 9], [24], [22, 23, 27, 26], [29, 31, 30, 39, 32], [41, 33, 34, 36, 42], [38, 37, 44, 43, 40], [47, 45, 46, 54, 56, 49], [48, 58, 51, 50, 53], [60, 59, 57, 52, 55]]
112: [[35, 7, 2, 1], [3, 5, 13, 21, 6], [26, 4, 8, 9, 11, 10], [12, 14, 19, 18], [15, 16, 20, 23, 17], [22, 31, 24, 27], [30, 25, 28, 29, 37, 40], [32, 34, 42, 33], [36, 43, 38, 45], [39, 41, 47, 44, 46, 52], [49, 53, 48, 55, 54, 50, 60, 59, 56], [57, 58, 51]]
113: [[35], [7, 2, 1, 11, 5, 13, 21, 6, 24, 4, 8, 3, 9, 14, 10, 12, 15, 17, 22, 19, 16, 18, 20, 23, 25, 27, 26, 31, 28, 29, 30, 37, 32, 38, 33, 34, 46, 41, 45, 39, 47, 36, 43, 40, 42, 44, 50, 53, 54, 55, 48, 52, 57, 51, 49, 58, 59, 56], [60]]
114: [[35, 7, 2, 1], [11, 5, 13, 29, 22], [20, 4, 8], [3, 9, 14, 6, 12], [17, 19, 21, 16, 10], [15, 24, 18, 27, 23], [25, 28, 30, 31, 36, 33, 32, 37, 34, 45, 38, 39, 40, 42, 41, 43, 46, 44, 47, 54, 48, 55, 51, 52, 50, 49, 57, 53, 26], [59, 56, 58, 60]]
115: [[35, 7, 2, 1], [3, 5, 13, 21, 6], [30, 4, 12], [9, 8, 10], [14, 11, 26, 31], [17, 22, 16, 24, 19], [15, 18, 20, 25, 29], [27, 28, 23, 37, 33, 40], [43, 38, 44, 36, 34], [41, 47, 32, 57], [45, 42, 46, 54, 48, 50, 49, 51, 53], [39, 52, 55, 60, 58, 56, 59]]
116: [[35, 7, 2, 1, 11], [5, 13, 20, 3, 30], [12, 8, 6, 9, 14, 16, 15, 4, 17, 27, 25, 19, 22, 24, 18], [21, 23, 28, 26, 31, 29, 40, 33, 36, 46], [32, 44, 34, 38, 37, 42, 41, 39, 47, 45, 48, 49, 50, 43, 55, 52, 51, 53, 54, 59, 10, 57, 56, 60, 58]]
117: [[35, 7, 2, 1, 3, 5, 13, 21, 6, 28, 4, 9, 11, 8, 15, 14, 10], [12, 19, 30, 24, 17], [18, 27, 25, 16, 20], [22, 23, 26, 31, 29], [37, 32, 33, 34, 46, 36, 39], [40, 45, 38, 42, 43, 41, 47, 44, 55, 52, 57], [50, 49, 48, 51, 53, 54, 58, 59, 56, 60]]
118: [[35, 7, 2, 1, 3], [5, 13, 21, 20, 16], [4, 8, 11, 6, 14, 9], [15, 19, 17, 12, 23], [18, 30, 24, 31, 25], [22, 29, 26, 28, 27], [33, 32, 34, 36, 37], [44, 38, 47, 41, 43, 45, 42, 39, 46], [40, 56, 50, 49, 53, 55, 48, 51, 60, 52, 10], [54, 59, 57, 58]]
119: [[35, 7, 2, 1], [3, 5, 13, 29, 6], [4, 10, 8, 11, 9, 12, 14, 15, 27, 19, 23, 16, 17, 20], [26, 18, 22], [24, 21, 25, 28], [30, 31, 36, 32, 33], [38, 34, 39, 37, 41], [43, 40, 42, 46, 45, 44, 51, 48, 53, 47, 52, 54, 50, 49, 55, 59], [57, 58, 56, 60]]
120: [[35, 7, 2, 1, 3, 5, 13, 21, 6, 28, 4, 12, 9, 11], [10, 14, 8], [26, 29, 17, 24, 23, 15, 22], [18, 27, 16, 19, 20, 30, 31, 25, 37, 32, 33, 34, 47, 36, 39], [45, 46, 41, 44, 38, 40], [42, 60, 43, 50, 49, 48], [52, 51, 54, 53, 55, 56, 58, 59, 57]]
121: [[35, 7, 2, 1, 3], [5, 13, 29, 6, 16], [4, 8, 11, 9, 15, 10], [14, 12, 17, 26, 20], [25, 18, 19, 22], [23, 21, 31, 24, 27], [28, 30, 36, 33, 42, 32, 34, 37, 39, 41], [40, 45, 38, 43, 44, 46, 51, 50, 53, 48, 52, 55, 49, 47, 54, 57, 59, 58, 56, 60]]
