0: [[19, 41, 71, 1, 60, 50, 15], [37, 7], [2], [3, 4], [5, 8, 6, 9, 11, 10], [13, 14, 12, 22], [20], [21, 17], [16, 18, 25, 23, 31, 26, 24, 27], [29, 28], [30, 51, 33, 35, 32, 46], [34, 38, 39, 42], [36, 44, 43], [40, 45, 47], [52, 48, 49, 53, 58, 54, 62, 57, 59, 56, 61], [55, 63, 66, 76, 67], [65, 68, 64, 69, 75, 70], [77, 72, 73, 74, 78], [79, 82], [81, 84, 80, 87, 83, 85], [86, 88]]
51: [[19, 41, 71, 1, 60, 50, 15], [37, 7], [2], [3, 4], [5, 8, 6, 9, 11, 10], [13, 14, 12, 22], [20, 21, 17, 16, 18, 25, 23], [31, 26], [24], [27, 29, 28, 30, 51, 33, 35, 32, 46, 34, 38, 39, 42, 36, 44, 43, 40, 45, 47], [52, 48, 49, 53, 58, 54, 62, 57, 59, 56, 61, 55, 63, 66, 76, 67, 65, 68, 64, 69, 75, 70, 77, 72, 73], [74, 78, 79, 82, 81, 84, 80, 87, 83, 85, 86, 88]]
52: [[19, 41, 71, 1, 60, 50, 15], [37, 7], [2], [3, 4, 5], [8, 6], [9, 11], [10, 13, 14, 12, 22, 20], [21, 17], [16, 18, 25, 23, 31, 26], [24], [27, 29, 28], [30, 51, 33, 35, 32, 46], [34, 38], [36, 42, 39], [44, 43, 40, 45, 47, 52, 48], [49, 53, 58, 54, 62, 57, 59, 56, 61, 55, 63, 66, 76, 67, 65, 68, 64, 69, 75, 70, 77, 72, 73, 74, 78, 79, 82, 81, 84, 80, 87, 83, 85, 86, 88]]
53: [[19, 41, 71, 1, 60, 50, 15], [37, 7], [2], [3, 4, 5, 8, 6, 9, 11, 10, 13, 14], [12, 22], [20, 21, 17], [16, 18], [25], [23, 31], [26, 24, 27, 29, 28, 30], [51, 33, 35, 32, 46], [34, 38, 39, 42], [36], [44, 43], [40, 45, 47, 52, 48, 49], [53, 58, 54, 62, 57, 59], [56, 61, 55, 63], [66, 76, 67, 65, 68, 64], [69, 75], [70, 77, 72, 73, 74, 78, 79, 82, 81, 84, 80, 87, 83, 85, 86, 88]]
54: [[19, 41, 71, 1, 60, 50, 15], [37, 7], [2, 3], [4, 5, 8, 6, 9, 11], [10, 13, 14, 12, 22], [20, 21, 17, 16], [18, 25, 23, 31, 26, 24, 27], [29, 28, 30, 51, 33, 35, 32], [46, 34, 38, 36, 42, 39, 44, 43, 40, 45, 47, 52, 48], [49, 53, 58, 54, 62, 57, 59, 56, 61, 55, 63, 66, 76, 67, 65, 68, 64, 69, 75, 70, 77, 72, 73, 74, 78, 79, 82, 81, 84, 80, 87, 83, 85, 86, 88]]
55: [[19, 41, 71, 1, 60, 50, 15], [37, 7], [2], [3, 4], [5, 8, 6, 9, 11, 10], [13, 14, 12, 22, 20, 21, 17, 16], [18, 25, 23, 31, 26, 24, 27, 29, 28, 30], [51, 33, 35, 32, 46, 34], [38, 36, 42, 39, 44], [43], [40, 45], [47, 52, 48], [49, 53, 58, 54], [62, 57, 59, 56, 61, 55, 63, 66, 76, 67, 65, 68, 64, 69, 75, 70, 77, 72, 73, 74, 78, 79, 82, 81, 84, 80, 87, 83, 85, 86, 88]]
56: [[19, 41, 71, 1, 60, 50, 15], [37, 7], [2], [3, 4, 5], [8, 6, 9, 11, 10, 13, 14], [12, 22, 20, 21], [17, 16, 18, 25], [23, 31, 26, 24, 27, 29, 28], [30, 51, 33, 35, 32, 46], [34, 38, 36, 42, 39, 44, 43, 40], [45, 47, 52], [48, 49, 53, 58], [54, 62, 57, 59, 56], [61, 55, 63, 66, 76], [67, 65, 68, 64, 69, 75, 70], [77, 72, 73, 74], [78, 79, 82, 81, 84, 80, 87, 83, 85, 86, 88]]
57: [[19, 41, 71, 1, 60, 50, 15], [37, 7], [2], [3, 4], [5, 8, 6, 9, 11, 10], [13, 14, 12, 22], [20, 21], [17, 16, 18, 25, 23, 31], [26, 24], [27, 29], [28, 30, 51, 33, 35, 32], [46, 34], [38, 36, 42, 39], [44, 43, 40, 45, 47, 52, 48, 49, 53, 58, 54, 62, 57, 59, 56, 61, 55, 63, 66, 76, 67, 65, 68, 64, 69, 75, 70, 77, 72, 73, 74, 78, 79], [82, 81, 84, 80, 87, 83, 85, 86, 88]]
58: [[19, 41, 71, 1, 60, 50, 15], [37, 7], [2], [3, 4, 5], [8, 6, 9, 11], [10, 13, 14, 12, 22, 20], [21, 17, 16], [18, 25, 23], [31, 26], [24, 27], [29, 28, 30, 51], [33], [35, 32], [46, 34, 38, 39, 42, 36], [44, 43], [40, 45], [47, 52, 48], [49, 53, 58, 54, 62, 57, 59], [56, 61], [55, 63, 66, 76, 67, 65, 68], [64, 69], [75, 70, 77], [72, 73, 74, 78, 79, 82, 81], [84, 80, 87, 83, 85, 86, 88]]
59: [[19, 41, 71, 1, 60, 50, 15], [37, 7], [2], [3, 4], [5, 8, 6, 9, 11, 10], [13, 14, 12, 22, 20, 21], [17, 16], [18, 25], [23, 31, 26, 24, 27, 29], [28, 30, 51, 33], [35, 32, 46, 34, 38, 36, 42, 39, 44, 43, 40, 45, 47, 52, 48, 49, 53], [58, 54, 62, 57, 59, 56], [61, 55, 63, 66, 76, 67, 65, 68, 64, 69, 75, 70, 77, 72, 73, 74, 78, 79, 82], [81, 84, 80, 87, 83, 85, 86, 88]]
60: [[19, 41, 71, 1, 60, 50, 15], [37, 7], [2], [3, 4], [5, 8, 6, 9, 11, 10], [13, 14, 12], [22, 20, 21, 17], [16, 18, 25, 23, 31], [26, 24, 27, 29, 28], [30, 51, 33, 35, 32, 46, 34], [38, 36, 42, 39], [44, 43, 40, 45, 47, 52, 48, 49, 53, 58, 54, 62], [57, 59, 56, 61, 55, 63, 66, 76, 67, 65, 68, 64, 69, 75, 70, 77, 72, 73, 74, 78, 79, 82, 81, 84, 80, 87, 83, 85, 86, 88]]
61: [[19, 41, 71, 1, 60, 50, 15], [37, 7], [2, 3, 4, 5], [8, 6, 9], [11, 10, 13, 14, 12, 22], [20, 21, 17, 16], [18], [25, 23], [31, 26, 24, 27, 29, 28, 30], [51, 33, 35, 32], [46, 34, 38, 36, 42, 39, 44, 43, 40, 45, 47, 52, 48, 49, 53, 58, 54, 62, 57, 59, 56, 61, 55, 63, 66, 76, 67, 65, 68, 64, 69, 75, 70, 77, 72, 73, 74, 78, 79, 82, 81, 84, 80, 87, 83, 85, 86, 88]]
62: [[19, 41, 71, 1, 60, 50, 15], [37, 7], [2], [3, 4], [5, 8, 6, 9], [11, 10], [13, 14, 12, 22], [20, 21, 17, 16], [18, 25, 23], [31, 26, 24], [27, 29, 28, 30, 51, 33, 35, 32, 46, 34, 38, 36, 42], [39, 44, 43, 40, 45, 47, 52, 48, 49, 53, 58, 54, 62, 57, 59, 56, 61, 55, 63, 66, 76, 67, 65, 68, 64, 69, 75, 70, 77, 72, 73, 74, 78, 79, 82, 81, 84, 80, 87, 83, 85, 86, 88]]
63: [[19, 41, 71, 1, 60, 50, 15], [37, 7], [2], [3, 4], [5, 8, 6, 9, 11, 10], [13, 14], [12, 22, 20], [21, 17, 16, 18], [25, 23, 31, 26, 24, 27, 29, 28, 30, 51, 33, 35, 32, 46, 34, 38, 36, 42, 39, 44, 43, 40, 45, 47, 52, 48, 49, 53, 58, 54, 62], [57, 59, 56, 61, 55, 63, 66, 76, 67, 65, 68, 64, 69, 75, 70, 77, 72, 73, 74, 78, 79, 82, 81, 84, 80, 87, 83, 85, 86, 88]]
64: [[19, 41, 71, 1, 60, 50, 15], [37, 7], [2, 3, 4, 5, 8, 6, 9], [11, 10], [13, 14, 12, 22], [20, 21, 17, 16, 18, 25, 23], [31, 26, 24, 27, 29, 28], [30, 51, 33, 35, 32, 46, 34], [38, 36, 42], [39], [44, 43], [40], [45, 47], [52, 48, 49, 53, 58, 54], [62, 57, 59, 56, 61], [55, 63, 66, 76, 67], [65, 68], [64, 69, 75], [70, 77, 72, 73, 74, 78, 79, 82, 81, 84, 80], [87, 83, 85, 86, 88]]
65: [[19, 41, 71, 1, 60, 50, 15], [37, 7], [2], [3, 4], [5, 8, 6, 9, 11, 10], [13, 14, 12, 22, 20, 21], [17], [16, 18], [25, 23, 31], [26, 24], [27], [29, 28], [30, 51, 33], [35, 32], [46, 34], [38, 36, 42, 39, 44, 43], [40, 45, 47], [52, 48, 49, 53, 58, 54], [62, 57, 59, 56, 61], [55, 63, 66, 76, 67, 65, 68, 64, 69, 75, 70, 77, 72, 73, 74, 78, 79, 82, 81, 84, 80, 87, 83, 85, 86, 88]]
66: [[19, 41, 71, 1, 60, 50, 15], [37, 7], [2], [3, 4], [5, 8, 6, 9, 11, 10], [13, 14, 12, 22], [20, 21], [17, 16, 18], [25, 23], [31], [26, 24], [27, 29, 28], [30, 51, 33, 35, 32, 46, 34], [38, 36, 42, 39, 44, 43, 40, 45, 47, 52], [48, 49, 53, 58, 54], [62, 57, 59], [56, 61, 55, 63, 66, 76, 67, 65, 68, 64, 69, 75, 70, 77, 72, 73, 74, 78, 79, 82, 81, 84, 80, 87, 83, 85, 86, 88]]
67: [[19, 41, 71, 1, 60, 50, 15], [37, 7], [2], [3, 4], [5, 8, 6, 9, 11, 10, 13], [14, 12, 22], [20], [21, 17], [16, 18, 25], [23, 31, 26, 24, 27, 29, 28, 30, 51, 33, 35, 32, 46, 34, 38, 36, 42, 39, 44, 43, 40, 45, 47, 52, 48, 49, 53, 58, 54, 62, 57, 59, 56, 61, 55, 63, 66, 76, 67, 65, 68, 64, 69, 75, 70, 77, 72, 73, 74, 78, 79, 82, 81, 84, 80, 87, 83, 85, 86, 88]]
68: [[19, 41, 71, 1, 60, 50, 15], [37, 7], [2], [3, 4], [5, 8, 6, 9, 11, 10], [13, 14, 12, 22], [20, 21, 17, 16, 18, 25, 23, 31, 26, 24, 27, 29, 28, 30, 51, 33, 35, 32, 46, 34, 38, 39, 42, 36, 44, 43, 40, 45, 47, 52, 48, 49, 53, 58, 54, 62, 57, 59, 56, 61, 55, 63, 66, 76, 67, 65, 68, 64, 69, 75, 70, 77, 72, 73, 74, 78, 79, 82, 81, 84, 80, 87, 83, 85, 86, 88]]
69: [[19, 41, 71, 1, 60, 50, 15], [37, 7], [2], [3, 4], [5, 8, 6, 9, 11, 10], [13, 14, 12, 22, 20, 21], [17], [16, 18], [25, 23, 31, 26, 24, 27], [29, 28, 30, 51], [33, 35, 32], [46, 34], [38, 39, 42, 36, 44, 43, 40, 45, 47, 52, 48, 49, 53, 58, 54, 62, 57, 59, 56, 61, 55, 63, 66, 76, 67, 65, 68, 64, 69, 75, 70, 77, 72, 73, 74, 78, 79, 82, 81, 84, 80, 87, 83, 85, 86, 88]]
70: [[19, 41, 71, 1, 60, 50, 15], [37, 7], [2], [3, 4], [5, 8, 6, 9, 11, 10, 13], [14, 12, 22, 20], [21, 17, 16, 18], [25, 23, 31, 26, 24, 27, 29], [28, 30, 51, 33, 35, 32], [46, 34, 38, 36, 42, 39, 44], [43, 40, 45], [47], [52, 48], [49, 53, 58], [54, 62], [57], [59, 56], [61, 55, 63], [66, 76, 67, 65], [68, 64, 69, 75, 70, 77, 72, 73, 74, 78, 79, 82, 81, 84, 80, 87, 83, 85, 86, 88]]
71: [[19, 41, 71, 1, 60, 50, 15], [37, 7], [2], [3, 4], [5, 8, 6, 9, 11, 10], [13, 14, 12, 22, 20, 21], [17, 16, 18, 25, 23], [31, 26, 24], [27, 29, 28], [30, 51, 33, 35, 32], [46, 34, 38], [39, 42, 36], [44, 43, 40, 45, 47, 52, 48], [49, 53, 58, 54], [62], [57], [59, 56], [61, 55, 63, 66, 76, 67, 65, 68, 64, 69, 75, 70, 77, 72, 73, 74, 78, 79, 82, 81, 84, 80, 87, 83, 85, 86, 88]]
72: [[19, 41, 71, 1, 60, 50, 15], [37, 7], [2], [3, 4], [5, 8, 6, 9, 11, 10], [13, 14, 12, 22, 20, 21], [17, 16, 18, 25, 23], [31, 26], [24, 27, 29, 28, 30, 51, 33], [35, 32], [46, 34, 38, 36, 42], [39, 44, 43, 40, 45, 47, 52, 48, 49, 53, 58, 54, 62, 57, 59, 56, 61, 55, 63, 66, 76, 67, 65, 68, 64, 69, 75, 70, 77, 72, 73, 74, 78, 79, 82, 81, 84, 80, 87, 83, 85, 86, 88]]
73: [[19, 41, 71, 1, 60, 50, 15], [37, 7], [2], [3, 4], [5, 8, 6, 9, 11], [10, 13, 14, 12, 22, 20, 21, 17, 16, 18, 25, 23, 31, 26, 24, 27, 29, 28, 30, 51], [33, 35, 32, 46, 34, 38, 36, 42, 39, 44, 43], [40, 45, 47, 52, 48, 49, 53, 58, 54, 62, 57, 59, 56], [61, 55, 63, 66, 76, 67, 65, 68, 64, 69, 75, 70, 77], [72, 73, 74, 78, 79, 82, 81, 84, 80, 87, 83, 85, 86, 88]]
74: [[19, 41, 71, 1, 60, 50, 15], [37, 7], [2], [3, 4], [5, 8, 6, 9, 11, 10], [13, 14, 12, 22, 20, 21], [17], [16, 18, 25, 23], [31, 26, 24, 27, 29], [28, 30, 51, 33], [35, 32, 46, 34, 38, 39], [42, 36, 44, 43, 40, 45, 47, 52, 48], [49, 53, 58, 54, 62, 57, 59, 56], [61, 55, 63, 66, 76, 67, 65, 68, 64, 69, 75], [70, 77, 72, 73, 74, 78, 79, 82, 81, 84, 80, 87], [83, 85, 86, 88]]
75: [[19, 41, 71, 1, 60, 50, 15], [37, 7], [2], [3, 4], [5, 8, 6, 9, 11, 10], [13, 14, 12, 22], [20, 21, 17, 16, 18], [25], [23, 31, 26], [24, 27, 29], [28], [30, 51, 33], [35, 32, 46, 34, 38, 36], [42, 39], [44, 43, 40, 45, 47, 52], [48, 49, 53, 58, 54], [62, 57, 59, 56, 61], [55, 63], [66, 76, 67], [65, 68, 64, 69], [75, 70, 77, 72, 73, 74, 78, 79, 82, 81, 84, 80, 87, 83, 85, 86, 88]]
76: [[19, 41, 71, 1, 60, 50, 15], [37, 7], [2], [3, 4, 5], [8, 6, 9, 11], [10, 13, 14, 12, 22, 20], [21, 17, 16], [18, 25, 23], [31, 26], [24, 27], [29], [28, 30, 51, 33, 35, 32, 46, 34], [38, 39, 42, 36], [44, 43, 40, 45, 47, 52, 48, 49, 53, 58, 54, 62, 57, 59, 56, 61, 55, 63, 66, 76, 67, 65, 68, 64, 69, 75, 70, 77, 72, 73, 74, 78, 79, 82, 81, 84, 80, 87, 83, 85, 86, 88]]
77: [[19, 41, 71, 1, 60, 50, 15], [37, 7], [2], [3, 4, 5], [8, 6, 9, 11], [10, 13, 14, 12, 22, 20], [21, 17, 16], [18, 25, 23], [31, 26], [24, 27], [29, 28, 30, 51], [33], [35, 32], [46, 34, 38, 39, 42, 36], [44, 43], [40, 45], [47, 52, 48], [49, 53, 58, 54, 62, 57, 59], [56, 61, 55, 63, 66, 76, 67, 65, 68, 64], [69, 75, 70, 77, 72, 73, 74, 78, 79, 82, 81, 84, 80, 87, 83, 85, 86, 88]]
78: [[19, 41, 71, 1, 60, 50, 15], [37, 7], [2], [3, 4], [5, 8, 6, 9, 11], [10, 13, 14, 12], [22, 20, 21, 17, 16, 18], [25, 23, 31, 26, 24], [27, 29], [28], [30, 51, 33, 35, 32], [46, 34, 38, 36], [42, 39], [44, 43], [40, 45], [47], [52, 48], [49, 53, 58, 54, 62, 57], [59, 56, 61, 55], [63, 66, 76, 67, 65, 68, 64, 69, 75, 70, 77, 72, 73, 74], [78, 79, 82, 81, 84, 80, 87, 83, 85, 86, 88]]
79: [[19, 41, 71, 1, 60, 50, 15], [37, 7], [2], [3, 4], [5, 8, 6, 9, 11, 10, 13], [14, 12, 22, 20, 21, 17, 16], [18, 25], [23, 31, 26], [24, 27], [29, 28, 30, 51, 33, 35], [32], [46, 34], [38, 36, 42, 39, 44, 43], [40, 45, 47, 52], [48, 49, 53, 58, 54], [62], [57, 59, 56, 61, 55, 63, 66], [76, 67], [65, 68], [64, 69, 75, 70, 77, 72], [73, 74, 78, 79, 82, 81], [84, 80, 87, 83, 85, 86, 88]]
80: [[19, 41, 71, 1, 60, 50, 15], [37, 7], [2], [3, 4], [5, 8, 6, 9, 11, 10], [13, 14, 12, 22, 20], [21, 17, 16, 18, 25, 23], [31, 26, 24, 27], [29, 28, 30, 51, 33, 35], [32, 46, 34, 38, 36], [42, 39], [44], [43, 40], [45, 47], [52, 48, 49, 53, 58, 54], [62, 57, 59], [56, 61, 55, 63, 66, 76], [67, 65, 68, 64, 69, 75, 70, 77, 72], [73, 74, 78, 79, 82, 81, 84, 80, 87, 83, 85, 86, 88]]
81: [[19, 41, 71, 1, 60, 50, 15], [37, 7], [2], [3, 4], [5, 8, 6, 9, 11, 10], [13, 14, 12, 22], [20, 21, 17, 16, 18], [25, 23], [31, 26], [24, 27, 29], [28, 30, 51, 33, 35, 32, 46, 34, 38, 36], [42, 39], [44, 43, 40, 45, 47, 52, 48, 49], [53, 58, 54, 62, 57, 59, 56, 61, 55, 63, 66, 76, 67, 65, 68, 64, 69, 75, 70, 77, 72, 73, 74, 78, 79, 82, 81], [84, 80, 87, 83, 85, 86, 88]]
82: [[19, 41, 71, 1, 60, 50, 15], [37, 7], [2], [3, 4], [5, 8, 6, 9, 11, 10], [13, 14, 12, 22], [20], [21], [17, 16], [18, 25, 23, 31, 26], [24, 27, 29, 28, 30, 51, 33], [35, 32, 46, 34, 38], [39, 42, 36, 44, 43, 40, 45, 47, 52, 48], [49, 53], [58, 54, 62], [57, 59], [56], [61, 55], [63, 66, 76, 67, 65, 68], [64, 69, 75, 70, 77], [72, 73, 74, 78, 79, 82, 81, 84, 80], [87, 83, 85, 86, 88]]
83: [[19, 41, 71, 1, 60, 50, 15], [37, 7], [2], [3, 4], [5, 8, 6, 9, 11, 10], [13, 14, 12, 22], [20], [21], [17, 16, 18, 25, 23, 31], [26, 24], [27, 29, 28, 30, 51, 33, 35], [32, 46, 34, 38], [36, 42, 39, 44, 43, 40, 45, 47, 52, 48, 49, 53, 58, 54, 62], [57, 59, 56, 61, 55, 63, 66, 76, 67], [65, 68, 64, 69, 75, 70, 77, 72, 73, 74, 78, 79], [82, 81, 84, 80, 87, 83, 85, 86, 88]]
84: [[19, 41, 71, 1, 60, 50, 15], [37, 7], [2], [3, 4, 5], [8, 6, 9, 11, 10, 13], [14, 12, 22], [20, 21, 17, 16], [18, 25, 23, 31, 26, 24, 27, 29, 28, 30, 51, 33, 35, 32, 46, 34, 38, 36, 42, 39, 44, 43, 40, 45], [47, 52, 48, 49, 53, 58, 54, 62, 57, 59, 56, 61, 55, 63, 66, 76, 67, 65, 68, 64, 69, 75, 70, 77, 72, 73, 74, 78, 79, 82, 81, 84, 80, 87, 83, 85, 86, 88]]
85: [[19, 41, 71, 1, 60, 50, 15], [37, 7], [2], [3, 4], [5, 8, 6, 9, 11, 10], [13, 14, 12, 22], [20, 21, 17, 16, 18, 25, 23, 31], [26, 24, 27, 29, 28], [30], [51, 33], [35, 32, 46, 34, 38, 36], [42], [39, 44, 43], [40, 45, 47, 52, 48, 49, 53, 58, 54], [62, 57], [59, 56, 61, 55, 63, 66, 76, 67], [65, 68], [64, 69, 75], [70], [77, 72], [73, 74, 78, 79, 82, 81, 84, 80, 87, 83, 85, 86, 88]]
86: [[19, 41, 71, 1, 60, 50, 15], [37, 7], [2], [3, 4, 5, 8, 6, 9, 11, 10, 13, 14, 12, 22, 20, 21], [17, 16], [18, 25, 23, 31, 26], [24, 27, 29, 28], [30, 51, 33, 35, 32], [46, 34, 38, 36, 42, 39, 44, 43, 40, 45, 47, 52, 48, 49, 53, 58, 54, 62, 57, 59, 56, 61, 55, 63, 66, 76, 67, 65, 68, 64, 69, 75, 70, 77, 72, 73, 74, 78, 79, 82, 81, 84, 80, 87, 83, 85, 86, 88]]
87: [[19, 41, 71, 1, 60, 50, 15], [37, 7], [2], [3, 4], [5, 8, 6, 9, 11, 10], [13, 14, 12, 22, 20, 21], [17, 16, 18, 25, 23, 31, 26, 24, 27, 29], [28, 30], [51], [33, 35], [32, 46, 34, 38, 36, 42], [39], [44, 43, 40], [45, 47, 52, 48, 49, 53, 58, 54, 62], [57, 59, 56, 61, 55, 63, 66, 76, 67, 65, 68, 64, 69, 75, 70, 77, 72, 73], [74, 78], [79, 82, 81, 84, 80, 87, 83, 85, 86, 88]]
88: [[19, 41, 71, 1, 60, 50, 15], [37, 7], [2], [3, 4], [5, 8, 6, 9, 11, 10], [13, 14, 12, 22, 20, 21, 17], [16, 18, 25], [23], [31, 26], [24, 27, 29], [28, 30], [51, 33], [35, 32], [46, 34, 38, 39, 42, 36], [44, 43], [40, 45, 47, 52, 48, 49, 53, 58, 54, 62, 57, 59, 56, 61, 55, 63, 66, 76, 67, 65, 68, 64, 69, 75, 70, 77, 72, 73, 74, 78, 79, 82, 81, 84, 80, 87, 83, 85, 86, 88]]
89: [[19, 41, 71, 1, 60, 50, 15], [37, 7], [2], [3, 4], [5, 8, 6, 9, 11, 10], [13, 14, 12, 22, 20, 21, 17, 16, 18], [25, 23, 31, 26, 24, 27, 29, 28, 30, 51, 33, 35, 32, 46, 34, 38, 39, 42, 36, 44, 43, 40, 45, 47, 52, 48, 49, 53, 58, 54, 62, 57, 59, 56, 61, 55, 63, 66], [76, 67, 65, 68, 64, 69, 75, 70, 77, 72, 73, 74, 78, 79, 82, 81, 84, 80, 87, 83, 85, 86, 88]]
90: [[19, 41, 71, 1, 60, 50, 15], [37, 7, 2, 3], [4, 5], [8, 6], [9, 11, 10, 13, 14, 12, 22, 20], [21, 17], [16, 18, 25, 23, 31, 26, 24], [27, 29, 28], [30, 51, 33, 35, 32, 46, 34, 38], [36, 42], [39, 44, 43, 40, 45, 47], [52], [48, 49, 53], [58, 54, 62, 57, 59, 56], [61, 55], [63, 66, 76], [67, 65, 68, 64, 69, 75, 70], [77, 72, 73, 74, 78, 79, 82, 81, 84, 80, 87, 83, 85, 86, 88]]
91: [[19, 41, 71, 1, 60, 50, 15], [37, 7], [2], [3, 4], [5], [8, 6], [9, 11, 10, 13, 14, 12], [22, 20, 21, 17, 16], [18, 25], [23], [31, 26], [24, 27, 29, 28, 30, 51], [33, 35, 32, 46], [34, 38, 36, 42, 39, 44], [43, 40, 45], [47, 52, 48, 49], [53, 58, 54, 62], [57], [59, 56, 61, 55], [63, 66, 76, 67, 65], [68, 64, 69, 75, 70], [77, 72], [73, 74, 78, 79, 82], [81, 84, 80, 87, 83, 85, 86, 88]]
92: [[19, 41, 71, 1, 60, 50, 15], [37, 7], [2], [3, 4], [5, 8], [6, 9, 11, 10, 13, 14], [12, 22, 20, 21], [17], [16, 18, 25, 23, 31], [26, 24, 27, 29, 28, 30], [51, 33, 35, 32, 46, 34, 38, 39, 42, 36, 44], [43, 40, 45, 47, 52, 48, 49, 53, 58, 54, 62, 57, 59, 56, 61, 55, 63, 66, 76, 67, 65, 68, 64, 69, 75, 70, 77, 72, 73, 74, 78, 79, 82, 81, 84, 80, 87, 83, 85, 86, 88]]
93: [[19, 41, 71, 1, 60, 50, 15], [37, 7], [2], [3, 4], [5, 8], [6, 9, 11, 10, 13, 14], [12, 22, 20, 21], [17], [16, 18, 25, 23, 31], [26, 24, 27, 29, 28, 30], [51, 33, 35, 32, 46, 34, 38, 39, 42, 36, 44], [43, 40, 45, 47, 52, 48, 49, 53, 58, 54, 62, 57, 59, 56, 61, 55, 63, 66, 76, 67, 65, 68, 64, 69, 75, 70, 77, 72, 73, 74, 78, 79, 82, 81, 84, 80, 87, 83, 85, 86, 88]]
94: [[19, 41, 71, 1, 60, 50, 15], [37, 7], [2], [3, 4], [5, 8, 6, 9, 11, 10, 13], [14, 12, 22, 20], [21], [17, 16, 18, 25], [23, 31, 26, 24], [27, 29, 28, 30, 51], [33], [35, 32], [46, 34, 38, 36, 42, 39], [44, 43], [40, 45], [47, 52, 48, 49], [53], [58, 54], [62, 57, 59, 56, 61], [55, 63, 66, 76, 67], [65, 68, 64, 69, 75, 70], [77, 72, 73, 74, 78], [79], [82, 81], [84, 80, 87], [83, 85, 86, 88]]
95: [[19, 41, 71, 1, 60, 50, 15], [37, 7, 2, 3], [4, 5], [8, 6], [9, 11], [10, 13, 14, 12, 22, 20, 21], [17, 16, 18], [25], [23, 31], [26, 24, 27], [29, 28], [30, 51, 33, 35, 32, 46], [34, 38, 36, 42, 39], [44, 43, 40], [45, 47, 52], [48, 49, 53, 58, 54], [62, 57, 59], [56, 61, 55], [63, 66, 76, 67, 65, 68, 64], [69, 75, 70, 77], [72], [73, 74], [78, 79, 82], [81, 84], [80, 87, 83], [85, 86, 88]]
96: [[19, 41, 71, 1, 60, 50, 15], [37, 7], [2], [3, 4], [5, 8, 6, 9], [11, 10, 13, 14, 12, 22, 20, 21, 17, 16], [18, 25], [23, 31, 26, 24, 27, 29, 28, 30, 51, 33, 35, 32, 46, 34, 38, 36, 42, 39, 44, 43, 40, 45, 47, 52, 48, 49, 53, 58, 54, 62, 57, 59, 56, 61, 55, 63, 66, 76, 67, 65], [68, 64, 69, 75, 70, 77, 72, 73], [74, 78, 79, 82, 81, 84, 80, 87, 83, 85, 86, 88]]
97: [[19, 41, 71, 1, 60, 50, 15], [37, 7], [2], [3, 4], [5, 8, 6, 9, 11, 10, 13], [14, 12, 22, 20], [21], [17, 16, 18, 25], [23, 31, 26, 24], [27, 29, 28, 30, 51], [33], [35, 32], [46, 34, 38, 36, 42, 39], [44, 43], [40, 45], [47, 52, 48, 49], [53, 58, 54, 62, 57, 59, 56, 61, 55, 63], [66, 76, 67, 65, 68], [64, 69, 75, 70, 77, 72, 73], [74, 78, 79, 82, 81, 84, 80, 87, 83, 85, 86, 88]]
98: [[19, 41, 71, 1, 60, 50, 15], [37, 7], [2, 3, 4, 5, 8, 6, 9], [11, 10, 13, 14, 12], [22, 20], [21], [17, 16], [18, 25, 23, 31, 26, 24, 27], [29, 28, 30], [51], [33, 35, 32, 46, 34], [38, 36, 42], [39, 44, 43, 40], [45, 47, 52, 48, 49, 53], [58, 54, 62], [57, 59, 56, 61], [55, 63, 66, 76, 67, 65], [68, 64, 69, 75], [70, 77, 72, 73, 74, 78, 79, 82, 81, 84, 80, 87, 83, 85, 86, 88]]
99: [[19, 41], [71], [1, 60], [50, 15, 37, 7, 2, 3], [4, 5, 8, 6], [9, 11, 10, 13, 14], [12, 22], [20, 21, 17], [16, 18, 25], [23], [31, 26], [24], [27, 29], [28, 30, 51, 33], [35, 32, 46, 34], [38, 36, 42], [39, 44, 43], [40, 45, 47, 52], [48, 49, 53, 58], [54, 62], [57], [59, 56], [61, 55, 63, 66, 76, 67], [65, 68, 64, 69, 75, 70], [77, 72, 73, 74, 78], [79, 82, 81], [84, 80], [87, 83, 85, 86, 88]]
100: [[19, 41, 71, 1, 60, 50, 15], [37, 7], [2], [3, 4], [5], [8, 6], [9, 11, 10, 13, 14, 12], [22, 20, 21, 17, 16], [18, 25], [23], [31, 26], [24, 27, 29, 28, 30, 51], [33, 35, 32, 46], [34, 38, 39, 42, 36, 44], [43, 40, 45, 47], [52, 48, 49, 53], [58, 54, 62, 57], [59], [56, 61, 55, 63], [66, 76, 67, 65, 68, 64], [69, 75, 70, 77, 72], [73, 74], [78, 79, 82, 81, 84, 80, 87, 83, 85, 86, 88]]
101: [[19, 41], [71, 1], [60], [50, 15], [37, 7], [2], [3, 4], [5, 8, 6, 9, 11], [10, 13, 14, 12, 22], [20, 21, 17, 16], [18], [25, 23], [31, 26], [24, 27], [29, 28], [30, 51], [33, 35, 32, 46], [34, 38], [36, 42], [39, 44], [43, 40, 45, 47, 52, 48], [49, 53, 58, 54, 62, 57], [59, 56, 61, 55, 63, 66], [76, 67, 65, 68], [64, 69, 75, 70, 77, 72], [73, 74], [78, 79, 82, 81, 84], [80, 87, 83], [85, 86, 88]]
