0: [[3, 51, 59, 30], [31, 23, 36, 22], [15, 6, 10], [28, 40, 45, 12], [16, 13, 21], [58, 14, 38, 5, 18], [26, 29, 1, 9, 8], [17, 4, 25], [34, 33], [19, 20, 11, 32], [42, 24], [35, 7, 2], [39, 37, 55], [50, 53, 41], [43, 27, 52], [44, 47, 46], [54, 48, 56], [60, 49, 57]]
74: [[3, 51, 59, 30], [31, 23, 36, 22], [15, 6, 10], [28, 40, 45, 12], [16, 13, 21], [58, 14, 38, 5, 18], [26, 29, 1, 9, 8], [17, 4, 25], [34, 33], [19, 20, 11, 32], [42, 24], [35, 7, 2], [39, 37, 55], [50, 53, 41], [43, 27, 52], [44, 47, 46], [54, 48, 56], [60, 49, 57]]
75: [[3, 51, 59, 30], [31, 23, 36, 22], [15, 6, 10], [28, 40, 45, 12], [16, 13, 21], [58, 14, 38, 5, 18], [26, 29, 1, 9, 8], [17, 4, 25], [34, 33], [19, 20, 11, 32], [42, 24], [35, 7, 2], [39, 37, 55], [50, 53, 41], [43, 27, 52], [44, 47, 46], [54, 48, 56], [60, 49, 57]]
76: [[3, 51, 59, 30], [31, 23, 36, 22], [15, 6, 10], [28, 40, 45, 12], [16, 13, 21], [58, 14, 38, 5, 18], [26, 29, 1, 9, 8], [17, 4, 25], [34, 33], [19, 20, 11, 32], [42, 24], [35, 7, 2], [39, 37, 55], [50, 53, 41], [43, 27, 52], [44, 47, 46], [54, 48, 56], [60, 49, 57]]
77: [[3, 51, 59, 30], [31, 23, 36, 22], [15, 6, 10], [28, 40, 45, 12], [16, 13, 21], [58, 14, 38, 5, 18], [26, 29, 1, 9, 8], [17, 4, 25], [34, 33], [19, 20, 11, 32], [42, 24], [35, 7, 2], [39, 37, 55], [50, 53, 41], [43, 27, 52], [44, 47, 46], [54, 48, 56], [60, 49, 57]]
78: [[3, 51, 59, 30], [31, 23, 36, 22], [15, 6, 10], [28, 40, 45, 12], [16, 13, 21], [58, 14, 38, 5, 18], [26, 29, 1, 9, 8], [17, 4, 25], [34, 33], [19, 20, 11, 32], [42, 24], [35, 7, 2], [39, 37, 55], [50, 53, 41], [43, 27, 52], [44, 47, 46], [54, 48, 56], [60, 49, 57]]
79: [[3, 51, 59, 30], [31, 23, 36, 22], [15, 6, 10], [28, 40, 45, 12], [16, 13, 21], [58, 14, 38, 5, 18], [26, 29, 1, 9, 8], [17, 4, 25], [34, 33], [19, 20, 11, 32], [42, 24], [35, 7, 2], [39, 37, 55], [50, 53, 41], [43, 27, 52], [44, 47, 46], [54, 48, 56], [60, 49, 57]]
80: [[3, 51, 59, 30], [31, 23, 36, 22], [15, 6, 10], [28, 40, 45, 12], [16, 13, 21], [58, 14, 38, 5, 18], [26, 29, 1, 9, 8], [17, 4, 25], [34, 33], [19, 20, 11, 32], [42, 24], [35, 7, 2], [39, 37, 55], [50, 53, 41], [43, 27, 52], [44, 47, 46], [54, 48, 56], [60, 49, 57]]
81: [[3, 51, 59, 30], [31, 23, 36, 22], [15, 6, 10], [28, 40, 45, 12], [16, 13, 21], [58, 14, 38, 5, 18], [26, 29, 1, 9, 8], [17, 4, 25], [34, 33], [19, 20, 11, 32], [42, 24], [35, 7, 2], [39, 37, 55], [50, 53, 41], [43, 27, 52], [44, 47, 46], [54, 48, 56], [60, 49, 57]]
82: [[3, 51, 59, 30], [31, 23, 36, 22], [15, 6, 10], [28, 40, 45, 12], [16, 13, 21], [58, 14, 38, 5, 18], [26, 29, 1, 9, 8], [17, 4, 25], [34, 33], [19, 20, 11, 32], [42, 24], [35, 7, 2], [39, 37, 55], [50, 53, 41], [43, 27, 52], [44, 47, 46], [54, 48, 56], [60, 49, 57]]
83: [[3, 51, 59, 30], [31, 23, 36, 22], [15, 6, 10], [28, 40, 45, 12], [16, 13, 21], [58, 14, 38, 5, 18], [26, 29, 1, 9, 8], [17, 4, 25], [34, 33], [19, 20, 11, 32], [42, 24], [35, 7, 2], [39, 37, 55], [50, 53, 41], [43, 27, 52], [44, 47, 46], [54, 48, 56], [60, 49, 57]]
84: [[3, 51, 59, 30], [31, 23, 36, 22], [15, 6, 10], [28, 40, 45, 12], [16, 13, 21], [58, 14, 38, 5, 18], [26, 29, 1, 9, 8], [17, 4, 25], [34, 33], [19, 20, 11, 32], [42, 24], [35, 7, 2], [39, 37, 55], [50, 53, 41], [43, 27, 52], [44, 47, 46], [54, 48, 56], [60, 49, 57]]
85: [[3, 51, 59, 30], [31, 23, 36, 22], [15, 6, 10], [28, 40, 45, 12], [16, 13, 21], [58, 14, 38, 5, 18], [26, 29, 1, 9, 8], [17, 4, 25], [34, 33], [19, 20, 11, 32], [42, 24], [35, 7, 2], [39, 37, 55], [50, 53, 41], [43, 27, 52], [44, 47, 46], [54, 48, 56], [60, 49, 57]]
86: [[3, 51, 59, 30], [31, 23, 36, 22], [15, 6, 10], [28, 40, 45, 12], [16, 13, 21], [58, 14, 38, 5, 18], [26, 29, 1, 9, 8], [17, 4, 25], [34, 33], [19, 20, 11, 32], [42, 24], [35, 7, 2], [39, 37, 55], [50, 53, 41], [43, 27, 52], [44, 47, 46], [54, 48, 56], [60, 49, 57]]
87: [[3, 51, 59, 30], [31, 23, 36, 22], [15, 6, 10], [28, 40, 45, 12], [16, 13, 21], [58, 14, 38, 5, 18], [26, 29, 1, 9, 8], [17, 4, 25], [34, 33], [19, 20, 11, 32], [42, 24], [35, 7, 2], [39, 37, 55], [50, 53, 41], [43, 27, 52], [44, 47, 46], [54, 48, 56], [60, 49, 57]]
88: [[3, 51, 59, 30], [31, 23, 36, 22], [15, 6, 10], [28, 40, 45, 12], [16, 13, 21], [58, 14, 38, 5, 18], [26, 29, 1, 9, 8], [17, 4, 25], [34, 33], [19, 20, 11, 32], [42, 24], [35, 7, 2], [39, 37, 55], [50, 53, 41], [43, 27, 52], [44, 47, 46], [54, 48, 56], [60, 49, 57]]
89: [[3, 51, 59, 30], [31, 23, 36, 22], [15, 6, 10], [28, 40, 45, 12], [16, 13, 21], [58, 14, 38, 5, 18], [26, 29, 1, 9, 8], [17, 4, 25], [34, 33], [19, 20, 11, 32], [42, 24], [35, 7, 2], [39, 37, 55], [50, 53, 41], [43, 27, 52], [44, 47, 46], [54, 48, 56], [60, 49, 57]]
90: [[3, 51, 59, 30], [31, 23, 36, 22], [15, 6, 10], [28, 40, 45, 12], [16, 13, 21], [58, 14, 38, 5, 18], [26, 29, 1, 9, 8], [17, 4, 25], [34, 33], [19, 20, 11, 32], [42, 24], [35, 7, 2], [39, 37, 55], [50, 53, 41], [43, 27, 52], [44, 47, 46], [54, 48, 56], [60, 49, 57]]
91: [[3, 51, 59, 30], [31, 23, 36, 22], [15, 6, 10], [28, 40, 45, 12], [16, 13, 21], [58, 14, 38, 5, 18], [26, 29, 1, 9, 8], [17, 4, 25], [34, 33], [19, 20, 11, 32], [42, 24], [35, 7, 2], [39, 37, 55], [50, 53, 41], [43, 27, 52], [44, 47, 46], [54, 48, 56], [60, 49, 57]]
92: [[3, 51, 59, 30], [31, 23, 36, 22], [15, 6, 10], [28, 40, 45, 12], [16, 13, 21], [58, 14, 38, 5, 18], [26, 29, 1, 9, 8], [17, 4, 25], [34, 33], [19, 20, 11, 32], [42, 24], [35, 7, 2], [39, 37, 55], [50, 53, 41], [43, 27, 52], [44, 47, 46], [54, 48, 56], [60, 49, 57]]
93: [[3, 51, 59, 30], [31, 23, 36, 22], [15, 6, 10], [28, 40, 45, 12], [16, 13, 21], [58, 14, 38, 5, 18], [26, 29, 1, 9, 8], [17, 4, 25], [34, 33], [19, 20, 11, 32], [42, 24], [35, 7, 2], [39, 37, 55], [50, 53, 41], [43, 27, 52], [44, 47, 46], [54, 48, 56], [60, 49, 57]]
94: [[3, 51, 59, 30], [31, 23, 36, 22], [15, 6, 10], [28, 40, 45, 12], [16, 13, 21], [58, 14, 38, 5, 18], [26, 29, 1, 9, 8], [17, 4, 25], [34, 33], [19, 20, 11, 32], [42, 24], [35, 7, 2], [39, 37, 55], [50, 53, 41], [43, 27, 52], [44, 47, 46], [54, 48, 56], [60, 49, 57]]
95: [[3, 51, 59, 30], [31, 23, 36, 22], [15, 6, 10], [28, 40, 45, 12], [16, 13, 21], [58, 14, 38, 5, 18], [26, 29, 1, 9, 8], [17, 4, 25], [34, 33], [19, 20, 11, 32], [42, 24], [35, 7, 2], [39, 37, 55], [50, 53, 41], [43, 27, 52], [44, 47, 46], [54, 48, 56], [60, 49, 57]]
96: [[3, 51, 59, 30], [31, 23, 36, 22], [15, 6, 10], [28, 40, 45, 12], [16, 13, 21], [58, 14, 38, 5, 18], [26, 29, 1, 9, 8], [17, 4, 25], [34, 33], [19, 20, 11, 32], [42, 24], [35, 7, 2], [39, 37, 55], [50, 53, 41], [43, 27, 52], [44, 47, 46], [54, 48, 56], [60, 49, 57]]
97: [[3, 51, 59, 30], [31, 23, 36, 22], [15, 6, 10], [28, 40, 45, 12], [16, 13, 21], [58, 14, 38, 5, 18], [26, 29, 1, 9, 8], [17, 4, 25], [34, 33], [19, 20, 11, 32], [42, 24], [35, 7, 2], [39, 37, 55], [50, 53, 41], [43, 27, 52], [44, 47, 46], [54, 48, 56], [60, 49, 57]]
98: [[3, 51, 59, 30], [31, 23, 36, 22], [15, 6, 10], [28, 40, 45, 12], [16, 13, 21], [58, 14, 38, 5, 18], [26, 29, 1, 9, 8], [17, 4, 25], [34, 33], [19, 20, 11, 32], [42, 24], [35, 7, 2], [39, 37, 55], [50, 53, 41], [43, 27, 52], [44, 47, 46], [54, 48, 56], [60, 49, 57]]
99: [[3, 51, 59, 30], [31, 23, 36, 22], [15, 6, 10], [28, 40, 45, 12], [16, 13, 21], [58, 14, 38, 5, 18], [26, 29, 1, 9, 8], [17, 4, 25], [34, 33], [19, 20, 11, 32], [42, 24], [35, 7, 2], [39, 37, 55], [50, 53, 41], [43, 27, 52], [44, 47, 46], [54, 48, 56], [60, 49, 57]]
100: [[3, 51, 59, 30], [31, 23, 36, 22], [15, 6, 10], [28, 40, 45, 12], [16, 13, 21], [58, 14, 38, 5, 18], [26, 29, 1, 9, 8], [17, 4, 25], [34, 33], [19, 20, 11, 32], [42, 24], [35, 7, 2], [39, 37, 55], [50, 53, 41], [43, 27, 52], [44, 47, 46], [54, 48, 56], [60, 49, 57]]
101: [[3, 51, 59, 30], [31, 23, 36, 22], [15, 6, 10], [28, 40, 45, 12], [16, 13, 21], [58, 14, 38, 5, 18], [26, 29, 1, 9, 8], [17, 4, 25], [34, 33], [19, 20, 11, 32], [42, 24], [35, 7, 2], [39, 37, 55], [50, 53, 41], [43, 27, 52], [44, 47, 46], [54, 48, 56], [60, 49, 57]]
102: [[3, 51, 59, 30], [31, 23, 36, 22], [15, 6, 10], [28, 40, 45, 12], [16, 13, 21], [58, 14, 38, 5, 18], [26, 29, 1, 9, 8], [17, 4, 25], [34, 33], [19, 20, 11, 32], [42, 24], [35, 7, 2], [39, 37, 55], [50, 53, 41], [43, 27, 52], [44, 47, 46], [54, 48, 56], [60, 49, 57]]
103: [[3, 51, 59, 30], [31, 23, 36, 22], [15, 6, 10], [28, 40, 45, 12], [16, 13, 21], [58, 14, 38, 5, 18], [26, 29, 1, 9, 8], [17, 4, 25], [34, 33], [19, 20, 11, 32], [42, 24], [35, 7, 2], [39, 37, 55], [50, 53, 41], [43, 27, 52], [44, 47, 46], [54, 48, 56], [60, 49, 57]]
104: [[3, 51, 59, 30], [31, 23, 36, 22], [15, 6, 10], [28, 40, 45, 12], [16, 13, 21], [58, 14, 38, 5, 18], [26, 29, 1, 9, 8], [17, 4, 25], [34, 33], [19, 20, 11, 32], [42, 24], [35, 7, 2], [39, 37, 55], [50, 53, 41], [43, 27, 52], [44, 47, 46], [54, 48, 56], [60, 49, 57]]
105: [[3, 51, 59, 30], [31, 23, 36, 22], [15, 6, 10], [28, 40, 45, 12], [16, 13, 21], [58, 14, 38, 5, 18], [26, 29, 1, 9, 8], [17, 4, 25], [34, 33], [19, 20, 11, 32], [42, 24], [35, 7, 2], [39, 37, 55], [50, 53, 41], [43, 27, 52], [44, 47, 46], [54, 48, 56], [60, 49, 57]]
106: [[3, 51, 59, 30], [31, 23, 36, 22], [15, 6, 10], [28, 40, 45, 12], [16, 13, 21], [58, 14, 38, 5, 18], [26, 29, 1, 9, 8], [17, 4, 25], [34, 33], [19, 20, 11, 32], [42, 24], [35, 7, 2], [39, 37, 55], [50, 53, 41], [43, 27, 52], [44, 47, 46], [54, 48, 56], [60, 49, 57]]
107: [[3, 51, 59, 30], [31, 23, 36, 22], [15, 6, 10], [28, 40, 45, 12], [16, 13, 21], [58, 14, 38, 5, 18], [26, 29, 1, 9, 8], [17, 4, 25], [34, 33], [19, 20, 11, 32], [42, 24], [35, 7, 2], [39, 37, 55], [50, 53, 41], [43, 27, 52], [44, 47, 46], [54, 48, 56], [60, 49, 57]]
108: [[3, 51, 59, 30], [31, 23, 36, 22], [15, 6, 10], [28, 40, 45, 12], [16, 13, 21], [58, 14, 38, 5, 18], [26, 29, 1, 9, 8], [17, 4, 25], [34, 33], [19, 20, 11, 32], [42, 24], [35, 7, 2], [39, 37, 55], [50, 53, 41], [43, 27, 52], [44, 47, 46], [54, 48, 56], [60, 49, 57]]
109: [[3, 51, 59, 30], [31, 23, 36, 22], [15, 6, 10], [28, 40, 45, 12], [16, 13, 21], [58, 14, 38, 5, 18], [26, 29, 1, 9, 8], [17, 4, 25], [34, 33], [19, 20, 11, 32], [42, 24], [35, 7, 2], [39, 37, 55], [50, 53, 41], [43, 27, 52], [44, 47, 46], [54, 48, 56], [60, 49, 57]]
110: [[3, 51, 59, 30], [31, 23, 36, 22], [15, 6, 10], [28, 40, 45, 12], [16, 13, 21], [58, 14, 38, 5, 18], [26, 29, 1, 9, 8], [17, 4, 25], [34, 33], [19, 20, 11, 32], [42, 24], [35, 7, 2], [39, 37, 55], [50, 53, 41], [43, 27, 52], [44, 47, 46], [54, 48, 56], [60, 49, 57]]
111: [[3, 51, 59, 30], [31, 23, 36, 22], [15, 6, 10], [28, 40, 45, 12], [16, 13, 21], [58, 14, 38, 5, 18], [26, 29, 1, 9, 8], [17, 4, 25], [34, 33], [19, 20, 11, 32], [42, 24], [35, 7, 2], [39, 37, 55], [50, 53, 41], [43, 27, 52], [44, 47, 46], [54, 48, 56], [60, 49, 57]]
112: [[3, 51, 59, 30], [31, 23, 36, 22], [15, 6, 10], [28, 40, 45, 12], [16, 13, 21], [58, 14, 38, 5, 18], [26, 29, 1, 9, 8], [17, 4, 25], [34, 33], [19, 20, 11, 32], [42, 24], [35, 7, 2], [39, 37, 55], [50, 53, 41], [43, 27, 52], [44, 47, 46], [54, 48, 56], [60, 49, 57]]
113: [[3, 51, 59, 30], [31, 23, 36, 22], [15, 6, 10], [28, 40, 45, 12], [16, 13, 21], [58, 14, 38, 5, 18], [26, 29, 1, 9, 8], [17, 4, 25], [34, 33], [19, 20, 11, 32], [42, 24], [35, 7, 2], [39, 37, 55], [50, 53, 41], [43, 27, 52], [44, 47, 46], [54, 48, 56], [60, 49, 57]]
114: [[3, 51, 59, 30], [31, 23, 36, 22], [15, 6, 10], [28, 40, 45, 12], [16, 13, 21], [58, 14, 38, 5, 18], [26, 29, 1, 9, 8], [17, 4, 25], [34, 33], [19, 20, 11, 32], [42, 24], [35, 7, 2], [39, 37, 55], [50, 53, 41], [43, 27, 52], [44, 47, 46], [54, 48, 56], [60, 49, 57]]
115: [[3, 51, 59, 30], [31, 23, 36, 22], [15, 6, 10], [28, 40, 45, 12], [16, 13, 21], [58, 14, 38, 5, 18], [26, 29, 1, 9, 8], [17, 4, 25], [34, 33], [19, 20, 11, 32], [42, 24], [35, 7, 2], [39, 37, 55], [50, 53, 41], [43, 27, 52], [44, 47, 46], [54, 48, 56], [60, 49, 57]]
116: [[3, 51, 59, 30], [31, 23, 36, 22], [15, 6, 10], [28, 40, 45, 12], [16, 13, 21], [58, 14, 38, 5, 18], [26, 29, 1, 9, 8], [17, 4, 25], [34, 33], [19, 20, 11, 32], [42, 24], [35, 7, 2], [39, 37, 55], [50, 53, 41], [43, 27, 52], [44, 47, 46], [54, 48, 56], [60, 49, 57]]
117: [[3, 51, 59, 30], [31, 23, 36, 22], [15, 6, 10], [28, 40, 45, 12], [16, 13, 21], [58, 14, 38, 5, 18], [26, 29, 1, 9, 8], [17, 4, 25], [34, 33], [19, 20, 11, 32], [42, 24], [35, 7, 2], [39, 37, 55], [50, 53, 41], [43, 27, 52], [44, 47, 46], [54, 48, 56], [60, 49, 57]]
118: [[3, 51, 59, 30], [31, 23, 36, 22], [15, 6, 10], [28, 40, 45, 12], [16, 13, 21], [58, 14, 38, 5, 18], [26, 29, 1, 9, 8], [17, 4, 25], [34, 33], [19, 20, 11, 32], [42, 24], [35, 7, 2], [39, 37, 55], [50, 53, 41], [43, 27, 52], [44, 47, 46], [54, 48, 56], [60, 49, 57]]
119: [[3, 51, 59, 30], [31, 23, 36, 22], [15, 6, 10], [28, 40, 45, 12], [16, 13, 21], [58, 14, 38, 5, 18], [26, 29, 1, 9, 8], [17, 4, 25], [34, 33], [19, 20, 11, 32], [42, 24], [35, 7, 2], [39, 37, 55], [50, 53, 41], [43, 27, 52], [44, 47, 46], [54, 48, 56], [60, 49, 57]]
120: [[3, 51, 59, 30], [31, 23, 36, 22], [15, 6, 10], [28, 40, 45, 12], [16, 13, 21], [58, 14, 38, 5, 18], [26, 29, 1, 9, 8], [17, 4, 25], [34, 33], [19, 20, 11, 32], [42, 24], [35, 7, 2], [39, 37, 55], [50, 53, 41], [43, 27, 52], [44, 47, 46], [54, 48, 56], [60, 49, 57]]
121: [[3, 51, 59, 30], [31, 23, 36, 22], [15, 6, 10], [28, 40, 45, 12], [16, 13, 21], [58, 14, 38, 5, 18], [26, 29, 1, 9, 8], [17, 4, 25], [34, 33], [19, 20, 11, 32], [42, 24], [35, 7, 2], [39, 37, 55], [50, 53, 41], [43, 27, 52], [44, 47, 46], [54, 48, 56], [60, 49, 57]]
