0: [[48, 14, 39, 26], [13, 58, 6, 21], [32, 17], [38, 44], [5, 16, 40, 18], [59, 41], [49, 57, 53], [55, 60, 22], [3, 31, 51, 30], [15, 33, 47, 10, 36], [35, 7, 2, 34], [1, 27, 43], [4, 20, 11, 19], [56, 8, 9, 23, 24, 28, 42, 12], [25, 45, 29, 37, 52, 54, 50, 46]]
74: [[48, 14, 39, 26], [13, 58, 6, 21], [32, 17, 38, 44], [5, 16, 40, 18], [59, 41, 49, 57], [53, 55, 60, 22], [3, 31, 51, 30], [15, 33, 47, 10], [36, 35, 7, 2], [34, 1, 27, 43], [4, 20, 11, 19], [56, 8, 9, 23, 24, 28, 42, 12, 25, 45, 29, 37, 52, 54, 50, 46]]
75: [[48, 14, 39, 26], [13, 58, 6, 21], [32, 17, 38, 44], [5, 16, 40, 18], [59, 41, 49, 57], [53, 55, 60, 22], [3, 31, 51, 30], [15, 33, 47, 10], [36, 35, 7, 2], [34, 1, 27, 43], [4, 20, 11, 19], [56, 8, 9, 23], [24, 28, 42, 12, 25, 45, 29, 37], [52, 54, 50, 46]]
76: [[48, 14, 39, 26], [13, 58, 6, 21], [32, 17, 38, 44], [5, 16, 40, 18], [59, 41, 49, 57], [53, 55, 60, 22], [3, 31, 51, 30], [15, 33, 47, 10], [36, 35, 7, 2], [34, 1, 27, 43], [4, 20, 11, 19], [56, 8, 9, 23], [24, 28, 42, 12, 25, 45, 29, 37, 52, 54, 50, 46]]
77: [[48, 14, 39, 26], [13, 58, 6, 21], [32, 17, 38, 44], [5, 16, 40, 18], [59, 41, 49, 57], [53, 55, 60, 22], [3, 31, 51, 30], [15, 33, 47, 10], [36, 35, 7, 2], [34, 1, 27, 43], [4, 20, 11, 19], [56, 8, 9, 23], [24, 28, 42, 12, 25, 45, 29, 37, 52, 54, 50, 46]]
78: [[48, 14, 39, 26], [13, 58, 6, 21], [32, 17, 38, 44], [5, 16, 40, 18], [59, 41, 49, 57], [53, 55, 60, 22], [3, 31, 51, 30], [15, 33, 47, 10], [36, 35, 7, 2], [34, 1, 27, 43], [4, 20, 11, 19], [56, 8, 9, 23], [24, 28, 42, 12, 25, 45, 29, 37, 52, 54, 50, 46]]
79: [[48, 14, 39, 26], [13, 58, 6, 21], [32, 17, 38, 44], [5, 16, 40, 18], [59, 41, 49, 57], [53, 55, 60, 22], [3, 31, 51, 30], [15, 33, 47, 10], [36, 35, 7, 2], [34, 1, 27, 43], [4, 20, 11, 19], [56, 8, 9, 23], [24, 28, 42, 12, 25, 45, 29, 37, 52, 54, 50, 46]]
80: [[48, 14, 39, 26], [13, 58, 21, 6], [32, 17, 38, 44], [5, 16, 40, 18], [59, 41, 49, 57], [53, 55, 60, 22], [3, 31, 51, 30], [15, 33, 47, 10], [36, 35, 7, 2], [34, 1, 27, 43], [4, 20, 11, 19], [56, 8, 9, 23], [24, 28, 42, 12, 25, 45, 29, 37, 52, 54, 50, 46]]
81: [[48, 14, 39, 26], [13, 58, 6, 21], [32, 17, 38, 44], [5, 16, 40, 18], [59, 41, 49, 57], [53, 55, 60, 22], [3, 31, 51, 30], [15, 33, 47, 10], [36, 35, 7, 2], [34, 1, 27, 43], [4, 20, 11, 19], [56, 8, 9, 23], [24, 28, 42, 12, 25, 45, 29, 37, 52, 54, 50, 46]]
82: [[48, 14, 39, 26], [13, 58, 6, 21], [32, 17, 38, 44], [5, 16, 40, 18], [59, 41, 49, 57], [53, 55, 60, 22], [3, 31, 51, 30], [15, 33, 47, 10], [36, 35, 7, 2], [34, 1, 27, 43], [4, 20, 11, 19], [56, 8, 9, 23], [24, 28, 42, 12, 25, 45, 29, 37, 52, 54, 50, 46]]
83: [[48, 14, 39, 26], [13, 58, 6, 21], [32, 17, 38, 44], [5, 16, 40, 18], [59, 41, 49, 57], [53, 55, 60, 22], [3, 31, 51, 30], [15, 33, 47, 10], [36, 35, 7, 2], [34, 1, 27, 43], [4, 20, 11, 19], [56, 8, 9, 23], [24, 28, 42, 12, 25, 45, 29, 37, 52, 54, 50, 46]]
84: [[48, 14, 39, 26], [13, 58, 6, 21], [32, 17, 38, 44], [5, 16, 40, 18], [59, 41, 49, 57], [53, 55, 60, 22], [3, 31, 51, 30], [15, 33, 47, 10], [36, 35, 7, 2], [34, 1, 27, 43], [4, 20, 11, 19], [56, 8, 9, 23], [24, 28, 42, 12, 25, 45, 29, 37, 52, 54, 50, 46]]
85: [[48, 14, 39, 26], [13, 58, 6, 21], [32, 17, 38, 44], [5, 16, 40, 18], [59, 41, 49, 57], [53, 55, 60, 22], [3, 31, 51, 30], [15, 33, 47, 10], [36, 35, 7, 2], [34, 1, 27, 43, 4, 20, 11, 19], [56, 8, 9, 23, 24, 28, 42, 12, 25, 45, 29, 37, 52, 54, 50, 46]]
86: [[48, 14, 39, 26], [13, 58, 21, 6], [32, 17, 38, 44], [5, 16, 40, 18], [59, 41, 49, 57], [53, 55, 60, 22], [3, 31, 51, 30], [15, 33, 47, 10], [36, 35, 7, 2], [34, 1, 27, 43], [4, 20, 11, 19, 56, 8, 9, 23], [24, 28, 42, 12], [25, 45, 29, 37, 52, 54, 50, 46]]
87: [[48, 14, 39, 26], [13, 58, 6, 21], [32, 17, 38, 44], [5, 16, 40, 18], [59, 41, 49, 57], [53, 55, 60, 22], [3, 31, 51, 30], [15, 33, 47, 10], [36, 35, 7, 2], [34, 1, 27, 43], [4, 20, 11, 19, 56, 8, 9, 23, 24, 28, 42, 12, 25, 45, 29, 37, 52, 54, 50, 46]]
88: [[48, 14, 39, 26], [13, 58, 6, 21], [32, 17, 38, 44], [5, 16, 40, 18], [59, 41, 49, 57], [53, 55, 60, 22], [3, 31, 51, 30], [15, 33, 47, 10], [36, 35, 7, 2], [34, 1, 27, 43], [4, 20, 11, 19, 56, 8, 9, 23, 24, 28, 42, 12, 25, 45, 29, 37, 52, 54, 50, 46]]
89: [[48, 14, 39, 26], [13, 58, 6, 21], [32, 17, 38, 44], [5, 16, 40, 18], [59, 41, 49, 57], [53, 55, 60, 22], [3, 31, 51, 30], [15, 33, 47, 10], [36, 35, 7, 2], [34, 1, 27, 43], [4, 20, 11, 19, 56, 8, 9, 23, 24, 28, 42, 12, 25, 45, 29, 37, 52, 54, 50, 46]]
90: [[48, 14, 39, 26], [13, 58, 6, 21], [32, 17, 38, 44], [5, 16, 40, 18], [59, 41, 49, 57], [53, 55, 60, 22], [3, 31, 51, 30], [15, 33, 47, 10], [36, 35, 7, 2], [34, 1, 27, 43], [4, 20, 11, 19, 56, 8, 9, 23, 24, 28, 42, 12, 25, 45, 29, 37, 52, 54, 50, 46]]
91: [[48, 14, 39, 26], [13, 58, 6, 21], [32, 17, 38, 44], [5, 16, 40, 18], [59, 41, 49, 57], [53, 55, 60, 22], [3, 31, 51, 30], [15, 33, 47, 10], [36, 35, 7, 2], [34, 1, 27, 43], [4, 20, 11, 19, 56, 8, 9, 23], [24, 28, 42, 12, 25, 45, 29, 37, 52, 54, 50, 46]]
92: [[48, 14, 39, 26], [13, 58, 6, 21], [32, 17, 38, 44], [5, 16, 40, 18], [59, 41, 49, 57], [53, 55, 60, 22], [3, 31, 51, 30], [15, 33, 47, 10], [36, 35, 7, 2], [34, 1, 27, 43], [4, 20, 11, 19, 56, 8, 9, 23], [24, 28, 42, 12, 25, 45, 29, 37, 52, 54, 50, 46]]
93: [[48, 14, 39, 26], [13, 58, 6, 21], [32, 17, 38, 44], [5, 16, 40, 18], [59, 41, 49, 57], [53, 55, 60, 22], [3, 31, 51, 30], [15, 33, 47, 10], [36, 35, 7, 2, 34, 1, 27, 43], [4, 20, 11, 19, 56, 8, 9, 23], [24, 28, 42, 12, 25, 45, 29, 37, 52, 54, 50, 46]]
94: [[48, 14, 39, 26], [13, 58, 6, 21], [32, 17, 38, 44], [5, 16, 40, 18], [59, 41, 49, 57], [53, 55, 60, 22], [3, 31, 51, 30], [15, 33, 47, 10], [36, 35, 7, 2], [34, 1, 27, 43, 4, 20, 11, 19, 56, 8, 9, 23, 24, 28, 42, 12, 25, 45, 29, 37, 52, 54, 50, 46]]
95: [[48, 14, 39, 26], [13, 58, 6, 21], [32, 17, 38, 44], [5, 16, 40, 18], [59, 41, 49, 57], [53, 55, 60, 22], [3, 31, 51, 30], [15, 33, 47, 10], [36, 35, 7, 2], [34, 1, 27, 43, 4, 20, 11, 19, 56, 8, 9, 23, 24, 28, 42, 12, 25, 45, 29, 37, 52, 54, 50, 46]]
96: [[48, 14, 39, 26], [13, 58, 6, 21], [32, 17, 38, 44], [5, 16, 40, 18], [59, 41, 49, 57], [53, 55, 60, 22], [3, 31, 51, 30], [15, 33, 47, 10], [36, 35, 7, 2], [34, 1, 27, 43, 4, 20, 11, 19, 56, 8, 9, 23, 24, 28, 42, 12, 25, 45, 29, 37, 52, 54, 50, 46]]
97: [[48, 14, 39, 26], [13, 58, 6, 21], [32, 17, 38, 44], [5, 16, 40, 18], [59, 41, 49, 57], [53, 55, 60, 22], [3, 31, 51, 30], [15, 33, 47, 10], [36, 35, 7, 2], [34, 1, 27, 43, 4, 20, 11, 19, 56, 8, 9, 23, 24, 28, 42, 12, 25, 45, 29, 37], [52, 54, 50, 46]]
98: [[48, 14, 39, 26], [13, 58, 6, 21], [32, 17, 38, 44], [5, 16, 40, 18], [59, 41, 49, 57], [53, 55, 60, 22], [3, 31, 51, 30], [15, 33, 47, 10, 36, 35, 7, 2], [34, 1, 27, 43, 4, 20, 11, 19], [56, 8, 9, 23], [24, 28, 42, 12, 25, 45, 29, 37, 52, 54, 50, 46]]
99: [[48, 14, 39, 26], [13, 58, 20, 21], [32, 17, 38, 44], [5, 16, 40, 18], [59, 41, 49, 57], [53, 55, 60, 22], [3, 31, 51, 30], [15, 33, 47, 10], [36, 35, 7, 2], [34, 1, 27, 43], [4, 6, 11, 19], [56, 8, 9, 23], [24, 28, 42, 12], [25, 45, 29, 37], [52, 54, 50, 46]]
100: [[48, 14, 39, 26], [13, 58, 6, 21], [32, 17, 38, 44], [5, 16, 40, 18], [59, 41, 49, 57], [53, 55, 60, 22], [3, 31, 51, 30], [15, 33, 47, 10], [36, 35, 7], [2, 34, 1, 27, 43, 4, 20, 11, 19, 56, 8, 9], [23, 24, 28, 42, 12, 25, 45, 29, 37, 52, 54, 50, 46]]
101: [[48, 14, 39, 26], [13, 58, 6, 21], [32, 17, 38, 44], [5, 16, 40, 18], [59, 41, 49, 57], [53, 55, 60, 22], [3, 31, 51, 30], [15, 33, 47, 10], [36, 35, 7, 2], [34, 1, 27], [43, 4, 20, 11], [19, 56, 8, 9], [23, 24, 28, 42], [12, 25, 45, 29], [37, 52, 54, 50, 46]]
102: [[48, 14, 39, 26], [13, 58, 21, 6], [32, 17, 38, 44], [5, 16, 40, 18], [59, 41, 49, 57], [53, 55, 60, 22], [3, 31, 51, 30], [15, 33, 47, 10], [36, 35, 7, 2, 34, 1, 27, 43, 4, 20, 11, 19, 56, 8, 9, 23, 24, 28, 42, 12, 25, 45, 29, 37, 52, 54, 50, 46]]
103: [[48, 14, 39, 26], [13, 58, 6, 21], [32, 17, 38, 44], [5, 16, 40, 18], [59, 41, 49, 57], [53, 55, 60, 22], [3, 31, 51, 30], [15, 33, 47, 10, 36, 35, 7, 2], [34, 1, 27, 43, 4, 20, 11, 19, 56, 8, 9, 23, 24, 28, 42, 12, 25, 45, 29, 37, 52, 54, 50, 46]]
104: [[48, 14, 39, 26], [13, 58, 6, 21], [32, 17, 38, 44], [5, 16, 40, 18], [59, 41, 49, 57], [53, 55, 60, 22], [3, 31, 51, 30], [15, 33, 47, 10, 36, 35, 7, 2], [34, 1, 27, 43, 4, 20, 11, 19, 56, 8, 9, 23, 24, 28, 42, 12, 25, 45, 29, 37, 52, 54, 50, 46]]
105: [[48, 14, 39, 26], [13, 58, 6, 21], [32, 17, 38, 44], [5, 16, 40, 18], [59, 41, 49, 57], [53, 55, 60, 22, 3, 31, 51, 30], [15, 33, 47, 10, 36, 35, 7, 2], [34, 1, 27, 43, 4, 20, 11, 19], [56, 8, 9, 23, 24, 28, 42, 12, 25, 45, 29, 37, 52, 54, 50, 46]]
106: [[48, 14, 39, 26], [13, 58, 6, 21], [32, 17, 38, 44], [5, 16, 40, 18], [59, 41, 49, 57], [53, 55, 60, 22], [3, 31, 51, 30], [15, 33, 47, 10, 36, 35, 7, 2, 34, 1, 27, 43, 4, 20, 11, 19, 56, 8, 9, 23, 24, 28, 42, 12, 25, 45, 29, 37, 52, 54, 50, 46]]
107: [[48, 14, 39, 26], [13, 58, 6, 21], [32, 17, 38, 44], [5, 16, 40, 18], [59, 41, 49, 57], [53, 55, 60, 22], [3, 31, 51, 30], [15, 33, 47, 10, 36, 35, 7, 2, 34, 1, 27, 43, 4, 20, 11, 19, 56, 8, 9, 23, 24, 28, 42, 12, 25, 45, 29, 37, 52, 54, 50, 46]]
108: [[48, 14, 39, 26], [13, 58, 6, 21], [32, 17, 38, 44], [5, 16, 40, 18], [59, 41, 49, 57], [53, 55, 60, 22], [3, 31, 51, 30, 15, 33, 47, 10], [36, 35, 7, 2, 34, 1, 27, 43], [4, 20, 11, 19, 56, 8, 9, 23, 24, 28, 42, 12, 25, 45, 29, 37, 52, 54, 50, 46]]
109: [[48, 14, 39, 26], [13, 58, 6, 21], [32, 17, 38, 44], [5, 16, 40, 18], [59, 41, 49, 57], [53, 55, 60, 22, 3, 31, 51, 30], [15, 33, 47, 10, 36, 35, 7, 2, 34, 1, 27, 43, 4, 20, 11, 19, 56, 8, 9, 23, 24, 28, 42, 12, 25, 45, 29, 37], [52, 54, 50, 46]]
110: [[48, 14, 39, 26], [13, 58, 6, 21], [32, 17, 38, 44], [5, 16, 40, 18], [59, 41, 49, 57], [53, 55, 60, 22, 3, 31, 51, 30, 15, 33, 47, 10, 36, 35, 7, 2, 34, 1, 27, 43, 4, 20, 11, 19, 56, 8, 9, 23, 24, 28, 42, 12, 25, 45, 29, 37, 52, 54, 50, 46]]
111: [[48, 14, 39, 26], [13, 58, 6, 21], [32, 17, 38, 44], [5, 16, 40, 18], [59, 41, 49, 57, 53, 55, 60], [22, 3, 31, 51, 30, 15, 33, 47], [10, 36, 35, 7, 2, 34, 1, 27], [43, 4, 20, 11, 19, 56, 8, 9, 23, 24, 28, 42, 12, 25, 45, 29, 37, 52, 54, 50, 46]]
112: [[48, 14, 39, 26, 13], [58, 6, 21, 32], [17, 38, 44, 5], [16, 40, 18, 59], [41, 49, 57, 53], [55, 60, 22, 3], [31, 51, 30, 15], [33, 47, 10, 36], [35, 7, 2, 34], [1, 27, 43, 4], [20, 11, 19, 56], [8, 9, 23, 24], [28, 42, 12, 25], [45, 29, 37, 52, 54, 50, 46]]
113: [[48, 14, 39, 26], [13, 58, 6, 21], [32, 17, 38, 44], [5, 16, 40, 18], [59, 41, 49, 57, 53, 55, 60, 22], [3, 31, 51, 30, 15, 33, 47, 10, 36, 35, 7, 2, 34, 1, 27, 43, 4, 20, 11, 19, 56, 8, 9, 23, 24, 28, 42, 12, 25, 45, 29, 37, 52, 54, 50, 46]]
114: [[48, 14, 39, 26], [13, 58, 6, 21], [32, 17, 38], [44, 5, 16, 40], [18, 59, 41, 49], [57, 53, 55], [60, 22, 3, 31], [51, 30, 15, 33], [47, 10], [36, 35, 7, 2], [34, 1, 27, 43], [4, 20, 11, 19], [56, 8, 9, 23], [24, 28, 42, 12], [25, 45, 29, 37], [52, 54, 50, 46]]
115: [[48, 14, 39, 26], [13, 58, 6, 21], [32, 17, 38, 44], [5, 16, 40, 18, 59, 41, 49, 57, 53, 55, 60, 22, 3, 31, 51, 30, 15, 33, 47, 10], [36, 35, 7, 2, 34, 1, 27, 43, 4, 20, 11, 19, 56, 8, 9, 23, 24, 28, 42, 12, 25, 45, 29, 37, 52, 54, 50, 46]]
116: [[48, 14, 39, 26], [13, 58, 6, 21], [32, 17, 38, 44], [5, 16, 40, 18], [59, 41, 49, 57, 53, 55, 60, 22, 3, 31, 51, 30, 15, 33, 47, 10, 36, 35, 7, 2, 34, 1, 27, 43, 4, 20, 11, 19, 56, 8, 9, 23, 24, 28, 42, 12, 25, 45, 29, 37, 52, 54, 50, 46]]
117: [[48, 14, 39, 26], [13, 58, 6, 21], [32, 17, 38, 44, 5, 16, 40, 18, 59, 41, 49, 57, 53, 55, 60, 22, 3, 31, 51, 30], [15, 33, 47, 10, 36, 35, 7, 2, 34, 1, 27, 43, 4, 20, 11, 19, 56, 8, 9, 23, 24, 28, 42, 12, 25, 45, 29, 37, 52, 54, 50, 46]]
118: [[48, 14, 39, 26], [13, 58, 6, 21, 32, 17, 38, 44], [5, 16, 40, 18, 59, 41, 49, 57], [53, 55, 60, 22, 3, 31, 51, 30, 15, 33, 47, 10, 36, 35, 7, 2, 34, 1, 27, 43, 4, 20, 11, 19, 56, 8, 9, 23, 24, 28, 42, 12, 25, 45, 29, 37, 52, 54, 50, 46]]
119: [[48, 14, 39, 26, 13, 58, 6, 21, 32, 17, 38, 44, 5, 16], [40, 18, 59, 41, 49, 57, 53, 55, 60, 22, 3, 31, 51, 30, 15, 33, 47, 10, 36, 35, 7, 2, 34, 1, 27, 43, 4, 20, 11, 19, 56, 8], [9, 23, 24, 28, 42, 12, 25, 45, 29, 37, 52, 54, 50, 46]]
120: [[48, 14, 39, 26], [13, 58, 6, 21], [32, 17, 38, 44], [5, 16, 40], [18, 59, 41, 49], [57, 53, 55, 60], [22, 3, 31, 51], [30, 15, 33, 47], [10, 36, 35, 7], [2, 34, 1, 27], [43, 4, 20, 11, 19], [56, 8, 9, 23], [24, 28, 42, 12], [25, 45, 29, 37], [52, 54, 50, 46]]
121: [[48, 14, 39, 26], [13, 58, 6, 21], [32, 17, 38, 44], [5, 16, 40, 18], [59, 41, 49], [57, 53, 55, 60], [22, 3, 31, 51], [30, 15, 33, 47], [10, 36, 35, 7], [2, 34, 1, 27], [43, 4, 20, 11], [19, 56, 8, 9], [23, 24, 28, 42], [12, 25, 45, 29], [37, 52, 54, 50, 46]]
