0: [[40, 39, 4, 38], [27, 11, 25, 53, 22, 35, 2], [32, 28, 17, 29], [14, 1, 54, 3, 33, 34, 30, 51], [5, 56, 44, 47, 6, 21], [36], [23, 7, 60, 50, 8, 52, 9], [12, 24, 45, 48, 15, 16, 13, 10, 18], [20, 43, 19, 31, 46], [49, 42, 57], [41, 37, 26], [59, 55, 58]]
74: [[35, 33, 2, 20, 7, 1, 19, 4, 8, 27, 3, 9, 14, 12, 24], [5, 11, 18, 10, 6, 31, 15, 13, 16, 17, 21, 23, 30, 26, 28], [22, 25, 29, 36, 42, 40, 32, 39, 37, 38, 34, 43, 41, 45, 44], [46, 47, 51, 48, 50, 49, 55, 52, 54, 60, 53, 57, 56, 58, 59]]
75: [[35, 33, 2, 20, 7, 1, 19, 4, 8, 27, 3, 9, 14, 12, 24], [5, 11, 18, 6, 10, 15, 31, 13, 16, 17, 21, 23, 26, 30, 28], [22, 25, 29, 36, 42, 40, 32, 39, 37, 38, 34, 43, 41, 45, 44], [46, 47, 51, 48, 50, 49, 55, 52, 54, 60, 53, 57, 56, 58, 59]]
76: [[35, 33, 2, 20, 7, 1, 19, 4, 8, 27, 3, 9, 14, 12, 24], [5, 11, 18, 6, 10, 15, 31, 13, 16, 17, 21, 23, 26, 30, 28], [22, 25, 29, 36, 42, 40, 32, 39, 37, 38, 34, 43, 41, 45, 44], [46, 47, 51, 48, 50, 49, 55, 52, 54, 60, 53, 57, 56, 58, 59]]
77: [[35, 33, 2, 20, 7, 1, 19, 4, 8, 27, 3, 9, 14, 12, 24], [5, 11, 18, 6, 10, 15, 30, 13, 16, 17, 21, 23, 26, 28, 31], [22, 25, 29, 36, 42, 40, 32, 39, 37, 38, 34, 43, 41, 45, 44], [46, 47, 51, 48, 50, 49, 55, 52, 54, 60, 53, 57, 56, 58, 59]]
78: [[35, 33, 2, 20, 7, 1, 19, 4, 8, 27, 3, 9, 14, 12, 24], [5, 11, 18, 6, 10, 13, 31, 15, 16, 21, 17, 23, 26, 30, 28], [22, 25, 29, 36, 42, 40, 32, 39, 37, 38, 34, 43, 41, 45, 44], [46, 47, 51, 48, 50, 49, 55, 52, 54, 60, 53, 57, 56, 58, 59]]
79: [[35, 33, 2, 20, 7, 1, 19, 4, 8, 27, 3, 9, 14, 12, 24], [5, 11, 18, 15, 31, 13, 16, 17, 23, 26, 30, 28, 10, 21, 6], [22, 25, 29, 36, 42, 40, 32, 39, 37, 38, 34, 43, 41, 45, 44], [46, 47, 51, 48, 50, 49, 55, 52, 54, 60, 53, 57, 56, 58, 59]]
80: [[35, 33, 2, 20, 7, 1, 19, 4, 8, 27, 3, 9, 14, 12, 24], [5, 11, 18, 6, 26, 15, 16, 10, 23, 30, 13, 17, 28, 21, 31], [22, 25, 29, 36, 42, 40, 32, 39, 37, 38, 34, 43, 41, 45, 44], [46, 47, 51, 48, 50, 49, 55, 52, 54, 60, 53, 57, 56, 58, 59]]
81: [[35, 33, 2, 20, 7, 1, 19, 4, 8, 27, 3, 9, 14, 12, 24], [5, 11, 18, 6, 10, 15, 31, 13, 17, 16, 21, 23, 30, 26, 28], [22, 25, 29, 36, 42, 40, 32, 39, 37, 38, 34, 43, 41, 45, 44], [46, 47, 51, 48, 50, 49, 55, 52, 54, 60, 53, 57, 56, 58, 59]]
82: [[35, 33, 2, 20, 7, 1, 19, 4, 8, 27, 3, 9, 14, 12, 24], [5, 11, 18, 10, 6, 15, 31, 13, 17, 16, 21, 23, 26, 30, 28], [22, 25, 29, 36, 42, 40, 32, 39, 37, 38, 34, 43, 41, 45, 44], [46, 47, 51, 48, 50, 49, 55, 52, 54, 60, 53, 57, 56, 58, 59]]
83: [[35, 33, 2, 20, 7, 1, 19, 4, 8, 27, 3, 9, 14, 12, 24], [5, 11, 18, 6, 10, 15, 31, 13, 16, 17, 21, 23, 30, 26, 28], [22, 25, 29, 36, 42, 40, 32, 39, 37, 38, 34, 43, 41, 45, 44], [46, 47, 51, 48, 50, 49, 55, 52, 54, 60, 53, 57, 56, 58, 59]]
84: [[35, 33, 2, 20, 7, 1, 19, 4, 8, 27, 3, 9, 14, 12, 24], [5, 11, 18, 6, 10, 15, 31, 13, 17, 16, 21, 23, 30, 26, 28], [22, 25, 29, 36, 42, 40, 32, 39, 37, 38, 34, 43, 41, 45, 44], [46, 47, 51, 48, 50, 49, 55, 52, 54, 60, 53, 57, 56, 58, 59]]
85: [[35, 33, 2, 20, 7, 1, 19, 4, 8, 27, 3, 9, 14, 12, 24], [5, 11, 18, 6, 26, 15, 10, 13, 17, 16, 21, 23, 30, 31, 28], [22, 25, 29, 36, 42, 40, 32, 39, 37, 38, 34, 43, 41, 45, 44], [46, 47, 51, 48, 50, 49, 55, 52, 54, 60, 53, 57, 56, 58, 59]]
86: [[35, 33, 2, 20, 7, 1, 19, 4, 8, 27, 3, 9, 14, 12, 24], [5, 11, 18, 6, 10, 15, 30, 13, 16, 17, 21, 23, 31, 26, 28], [22, 25, 29, 36, 42, 40, 32, 39, 37, 38, 34, 43, 41, 45, 44], [46, 47, 51, 48, 50, 49, 55, 52, 54, 60, 53, 57, 56, 58, 59]]
87: [[35, 33, 2, 20, 7, 1, 19, 4, 8, 27, 3, 9, 14, 12, 24], [5, 11, 18, 10, 6, 15, 30, 13, 17, 16, 21, 23, 26, 31, 28], [22, 25, 29, 36, 42, 40, 32, 39, 37, 38, 34, 43, 41, 45, 44], [46, 47, 51, 48, 50, 49, 55, 52, 54, 60, 53, 57, 56, 58, 59]]
88: [[35, 33, 2, 20, 7, 1, 19, 4, 8, 27, 3, 9, 14, 12, 24], [5, 11, 18, 6, 10, 15, 31, 13, 17, 16, 21, 23, 28, 30, 26], [22, 25, 29, 36, 42, 40, 32, 39, 37, 38, 34, 43, 41, 45, 44], [46, 47, 51, 48, 50, 49, 55, 52, 54, 60, 53, 57, 56, 58, 59]]
89: [[35, 33, 2, 20, 7, 1, 19, 4, 8, 27, 3, 9, 14, 12, 24], [5, 11, 18, 6, 10, 15, 26, 13, 17, 16, 21, 23, 31, 28, 30], [22, 25, 29, 36, 42, 40, 32, 39, 37, 38, 34, 43, 41, 45, 44], [46, 47, 51, 48, 50, 49, 55, 52, 54, 60, 53, 57, 56, 58, 59]]
90: [[35, 33, 2, 20, 7, 1, 19, 4, 8, 27, 3, 9, 14, 12, 24], [5, 11, 18, 6, 26, 15, 10, 13, 17, 16, 21, 23, 30, 31, 28], [22, 25, 29, 36, 42, 40, 32, 39, 37, 38, 34, 43, 41, 45, 44], [46, 47, 51, 48, 50, 49, 55, 52, 54, 60, 53, 57, 56, 58, 59]]
91: [[35, 33, 2, 20, 7, 1, 19, 4, 8, 27, 3, 9, 14, 12, 24], [5, 11, 18, 6, 10, 15, 30, 13, 17, 16, 21, 23, 31, 26, 28], [22, 25, 29, 36, 42, 40, 32, 39, 37, 38, 34, 43, 41, 45, 44], [46, 47, 51, 48, 50, 49, 55, 52, 54, 60, 53, 57, 56, 58, 59]]
92: [[35, 33, 2, 20, 7, 1, 19, 4, 8, 27, 3, 9, 14, 12, 24], [5, 11, 18, 6, 10, 15, 30, 13, 17, 16, 21, 23, 26, 31, 28], [22, 25, 29, 36, 42, 40, 32, 39, 37, 38, 34, 43, 41, 45, 44], [46, 47, 51, 48, 50, 49, 55, 52, 54, 60, 53, 57, 56, 58, 59]]
93: [[35, 33, 2, 20, 7, 1, 19, 4, 8, 27, 3, 9, 14, 12, 24], [5, 11, 18, 6, 10, 15, 31, 13, 17, 16, 21, 23, 26, 30, 28], [22, 25, 29, 36, 42, 40, 32, 39, 37, 38, 34, 43, 41, 45, 44], [46, 47, 51, 48, 50, 49, 55, 52, 54, 60, 53, 57, 56, 58, 59]]
94: [[35, 33, 2, 20, 7, 1, 19, 4, 8, 27, 3, 9, 14, 12, 24], [5, 11, 18, 6, 10, 15, 31, 13, 17, 16, 21, 23, 26, 30, 28], [22, 25, 29, 36, 42, 40, 32, 39, 37, 38, 34, 43, 41, 45, 44], [46, 47, 51, 48, 50, 49, 55, 52, 54, 60, 53, 57, 56, 58, 59]]
95: [[35, 33, 2, 20, 7, 1, 19, 4, 8, 27, 3, 9, 14, 12, 24], [5, 11, 18, 6, 10, 15, 31, 13, 16, 17, 21, 23, 22, 30, 28], [26, 25, 29, 36, 42, 40, 32, 39, 37, 38, 34, 43, 41, 45, 44], [46, 47, 51, 48, 50, 49, 55, 52, 54, 60, 53, 57, 56, 58, 59]]
96: [[35, 33, 2, 20, 7, 1, 19, 4, 8, 27, 3, 9, 14, 12, 24], [5, 11, 18, 6, 26, 15, 21, 13, 10, 16, 17, 23, 28, 22, 30], [31, 25, 29, 36, 42, 40, 32, 39, 37, 38, 34, 43, 41, 45, 44], [46, 47, 51, 48, 50, 49, 55, 52, 54, 60, 53, 57, 56, 58, 59]]
97: [[35, 33, 2, 20, 7, 1, 19, 4, 8, 27, 3, 9, 14, 12, 24], [5, 11, 18, 6, 22, 13, 10, 21, 16, 15, 23, 17, 26, 28, 30], [31, 25, 29, 36, 42, 40, 32, 39, 37, 38, 34, 43, 41, 45, 44], [46, 47, 51, 48, 50, 49, 55, 52, 54, 60, 53, 57, 56, 58, 59]]
98: [[35, 33, 2, 20, 7, 1, 19, 4, 8, 27, 3, 9, 14, 12, 24], [5, 11, 18, 6, 10, 15, 30, 13, 17, 21, 16, 22, 23, 26, 28], [31, 25, 29, 36, 42, 40, 32, 39, 37, 38, 34, 43, 41, 45, 44], [46, 47, 51, 48, 50, 49, 55, 52, 54, 60, 53, 57, 56, 58, 59]]
99: [[35, 33, 2, 20, 7, 1, 19, 4, 8, 27, 3, 9, 14, 12, 24], [5, 11, 18, 15, 6, 13, 16, 17, 21, 30, 28, 22, 10, 23, 26], [31, 25, 29, 36, 42, 40, 32, 39, 37, 38, 34, 43, 41, 45, 44], [46, 47, 51, 48, 50, 49, 55, 52, 54, 60, 53, 57, 56, 58, 59]]
100: [[35, 33, 2, 20, 7, 1, 19, 4, 8, 27, 3, 9, 14, 12, 24], [5, 11, 18, 6, 26, 15, 16, 10, 22, 28, 21, 23, 30, 13, 17], [31, 25, 29, 36, 42, 40, 32, 39, 37, 38, 34, 43, 41, 45, 44], [46, 47, 51, 48, 50, 49, 55, 52, 54, 60, 53, 57, 56, 58, 59]]
101: [[35, 33, 2, 20, 7, 1, 19, 4, 8, 27, 3, 9, 14, 12, 24], [5, 11, 18, 6, 10, 15, 30, 13, 16, 17, 21, 23, 31, 26, 29], [22, 25, 28, 36, 42, 40, 32, 39, 37, 38, 34, 43, 41, 45, 44], [46, 47, 51, 48, 50, 49, 55, 52, 54, 60, 53, 57, 56, 58, 59]]
102: [[35, 33, 2, 20, 7, 1, 19, 4, 8, 27, 3, 9, 14, 12, 24], [5, 11, 18, 6, 10, 15, 31, 13, 16, 17, 29, 21, 26, 30, 23], [22, 25, 28, 36, 42, 40, 32, 39, 37, 38, 34, 43, 41, 45, 44], [46, 47, 51, 48, 50, 49, 55, 52, 54, 60, 53, 57, 56, 58, 59]]
103: [[35, 33, 2, 20, 7, 1, 19, 4, 8, 27, 3, 9, 14, 12, 24], [5, 11, 18, 6, 10, 15, 26, 16, 21, 30, 13, 17, 28, 29, 23], [22, 25, 31, 36, 42, 40, 32, 39, 37, 38, 34, 43, 41, 45, 44], [46, 47, 51, 48, 50, 49, 55, 52, 54, 60, 53, 57, 56, 58, 59]]
104: [[35, 33, 2, 20, 7, 1, 19, 4, 8, 27, 3, 9, 14, 12, 24], [5, 11, 18, 6, 31, 13, 10, 16, 17, 23, 21, 29, 15, 26, 28], [22, 25, 30, 36, 42, 40, 32, 39, 37, 38, 34, 43, 41, 45, 44], [46, 47, 51, 48, 50, 49, 55, 52, 54, 60, 53, 57, 56, 58, 59]]
105: [[35, 33, 2, 20, 7, 1, 19, 4, 8, 27, 3, 9, 14, 12, 24], [5, 11, 18, 6, 10, 15, 31, 13, 17, 16, 21, 23, 26, 29, 28], [22, 25, 30, 36, 42, 40, 32, 39, 37, 38, 34, 43, 41, 45, 44], [46, 47, 51, 48, 50, 49, 55, 52, 54, 60, 53, 57, 56, 58, 59]]
106: [[35, 33, 2, 20, 7, 1, 19, 4, 8, 27, 3, 9, 14, 12, 24], [5, 11, 18, 6, 30, 13, 25, 15, 23, 16, 29, 17, 10, 21, 26], [22, 28, 31, 36, 42, 40, 32, 39, 37, 38, 34, 43, 41, 45, 44], [46, 47, 51, 48, 50, 49, 55, 52, 54, 60, 53, 57, 56, 58, 59]]
107: [[35, 33, 2, 20, 7, 1, 19, 4, 8, 27, 3, 9, 14, 12, 24], [5, 11, 18, 10, 22, 15, 26, 25, 6, 16, 21, 13, 31, 17, 23], [28, 30, 29, 36, 42, 40, 32, 39, 37, 38, 34, 43, 41, 45, 44], [46, 47, 51, 48, 50, 49, 55, 52, 54, 60, 53, 57, 56, 58, 59]]
108: [[35, 33, 2, 20, 7, 1, 19, 4, 8, 27, 3, 9, 14, 12, 24], [5, 11, 18, 6, 10, 15, 22, 25, 21, 13, 30, 16, 26, 17, 23], [28, 31, 29, 36, 42, 40, 32, 39, 37, 38, 34, 43, 41, 45, 44], [46, 47, 51, 48, 50, 49, 55, 52, 54, 60, 53, 57, 56, 58, 59]]
109: [[35, 33, 2, 20, 7, 1, 19, 4, 8, 27, 3, 9, 14, 12, 24], [5, 11, 18, 6, 10, 15, 21, 13, 23, 16, 29, 17, 26, 28, 22], [30, 25, 31, 36, 42, 40, 32, 39, 37, 38, 34, 43, 41, 45, 44], [46, 47, 51, 48, 50, 49, 55, 52, 54, 60, 53, 57, 56, 58, 59]]
110: [[35, 33, 2, 20, 7, 1, 19, 4, 8, 27, 3, 9, 14, 12, 24], [5, 11, 18, 10, 6, 15, 22, 29, 17, 13, 23, 21, 26, 16, 28], [30, 25, 31, 36, 42, 40, 32, 39, 37, 38, 34, 43, 41, 45, 44], [46, 47, 51, 48, 50, 49, 55, 52, 54, 60, 53, 57, 56, 58, 59]]
111: [[35, 33, 2, 20, 7, 1, 19, 4, 8, 27, 3, 9, 14, 12, 24], [5, 11, 18, 6, 31, 29, 10, 17, 22, 16, 21, 23, 30, 13, 15], [26, 25, 28, 36, 42, 40, 32, 39, 37, 38, 34, 43, 41, 45, 44], [46, 47, 51, 48, 50, 49, 55, 52, 54, 60, 53, 57, 56, 58, 59]]
112: [[35, 33, 2, 20, 7, 1, 19, 4, 8, 27, 3, 9, 14, 12, 24], [5, 11, 18, 6, 10, 15, 21, 29, 16, 13, 31, 30, 17, 23, 22], [26, 25, 28, 36, 42, 40, 32, 39, 37, 38, 34, 43, 41, 45, 44], [46, 47, 51, 48, 50, 49, 55, 52, 54, 60, 53, 57, 56, 58, 59]]
113: [[35, 33, 2, 20, 7, 1, 19, 4, 8, 27, 3, 9, 14, 12, 24], [5, 11, 18, 6, 30, 15, 13, 17, 22, 16, 29, 23, 10, 31, 21], [26, 25, 28, 36, 42, 40, 32, 39, 37, 38, 34, 43, 41, 45, 44], [46, 47, 51, 48, 50, 49, 55, 52, 54, 60, 53, 57, 56, 58, 59]]
114: [[35, 33, 2, 20, 7, 1, 19, 4, 8, 27, 3, 9, 14, 12, 24], [5, 11, 18, 16, 6, 15, 30, 13, 17, 29, 21, 26, 10, 23, 22], [28, 25, 31, 36, 42, 40, 32, 39, 37, 38, 34, 43, 41, 45, 44], [46, 47, 51, 48, 50, 49, 55, 52, 54, 60, 53, 57, 56, 58, 59]]
115: [[41, 35, 1, 52, 19, 3, 27, 6, 18, 10, 2, 12, 28, 9, 29], [5, 13, 54, 7, 16, 34, 31, 11, 20, 48, 45, 15, 14, 21, 4], [22, 17, 60, 23, 8, 32, 25, 39, 26, 38, 50, 33, 37, 40, 44], [30, 42, 43, 46, 51, 47, 53, 36, 49, 55, 56, 24, 59, 58, 57]]
116: [[40, 39, 4, 38, 27, 9, 17, 1, 16, 35, 3, 2, 14, 11, 28], [5, 13, 22, 15, 51, 18, 20, 19, 25, 60, 46, 10, 6, 21, 26], [23, 7, 29, 54, 42, 36, 33, 12, 48, 47, 30, 31, 32, 45, 8], [34, 37, 41, 43, 55, 44, 53, 49, 50, 57, 52, 24, 59, 56, 58]]
117: [[40, 37, 6, 36, 3, 1, 19, 4, 8, 27, 2, 5, 14, 21, 29], [7, 11, 22, 9, 10, 15, 30, 18, 17, 16, 44, 31, 26, 23, 12], [24, 25, 60, 32, 28, 56, 33, 35, 39, 45, 34, 47, 48, 13, 42], [50, 20, 43, 46, 49, 38, 53, 51, 55, 41, 52, 59, 57, 54, 58]]
118: [[35, 33, 2, 20, 7, 3], [27, 53, 14, 1, 4, 32, 28, 5], [25, 6, 9, 50], [12, 13, 15, 24, 49, 23, 16], [17, 18, 10, 21], [36], [22, 29, 30, 31, 8, 56, 38], [39, 40, 41, 34, 11, 57, 45, 46, 42], [47, 43, 19, 26, 48], [51, 58, 52], [44, 37, 59], [54, 55, 60]]
119: [[41, 33, 6, 5, 31, 1, 17, 53, 2, 43, 3, 8, 28, 20, 25], [7, 10, 22, 11, 16, 14, 18, 39, 4, 57, 12, 19, 24, 21, 52], [23, 9, 60, 48, 26, 27, 29, 15, 32, 44, 50, 34, 40, 13, 42], [30, 45, 35, 46, 47, 38, 49, 36, 55, 51, 37, 59, 56, 54, 58]]
120: [[35, 2, 4, 22, 31, 9, 25], [20, 13, 15, 3], [1, 28, 8, 24], [12, 16, 50, 6, 18, 47, 30, 37], [5, 56, 21, 39, 19, 23], [52], [26, 27, 29, 54, 10, 36, 33], [7, 32, 46, 48, 11, 34, 45, 38, 14], [40, 51, 17, 41, 57], [42, 58, 43], [60, 53, 44], [59, 49, 55]]
121: [[34, 37, 6, 1, 15, 9, 17, 5], [12, 35, 3, 41], [14, 20, 24, 4, 7, 18, 2], [40, 8, 30, 53], [11, 16, 19, 55, 22, 21], [60], [23, 25, 29, 26, 42, 27, 28], [31, 44, 45, 32, 47, 49, 13, 10, 33], [36, 51, 48, 38, 39], [43, 58, 46], [50, 52, 59], [56, 54, 57]]
