0: [[56, 35, 60, 46, 2], [12, 39, 8, 11, 24, 45], [55, 40, 5, 44, 18], [3, 42, 53, 30, 51], [14, 29, 38], [52, 23, 4, 50], [27, 9, 15, 36, 6, 10], [16, 54], [7, 33, 32, 17], [48, 58, 20, 19, 26, 31, 34, 47], [28, 22, 57], [13, 37, 1, 25, 21], [41, 43], [49, 59]]
74: [[35, 7, 2, 1, 3, 4, 14], [13, 5, 27, 15, 11, 6, 10, 8, 9, 19, 31, 20, 12, 21, 24, 18, 16, 17, 22], [26, 28, 23, 25, 29, 30, 40, 32, 37, 42], [38, 33, 34, 36, 39, 46, 41, 43, 44, 45, 47, 51], [52, 49, 48, 50, 55, 53, 54, 59, 56, 57, 58, 60]]
75: [[35, 7, 2, 1, 3, 4, 14], [13, 5, 27, 6, 11, 9, 10, 12, 24, 16, 17, 8, 15, 20, 18, 21, 19, 31, 22], [23, 26, 25, 28, 29, 30, 40, 32, 37, 42], [38, 33, 34, 36, 39, 46, 41, 43, 44, 45, 47, 51], [52, 49, 48, 50, 55, 53, 54, 59, 56, 57, 58, 60]]
76: [[35, 7, 2, 1, 3, 4, 14], [13, 5, 27, 6, 8, 10, 25, 29, 17, 15, 11, 9, 12, 18, 23, 16, 20, 19, 21], [22, 24, 28, 26, 30, 31, 40, 32, 37, 42], [38, 33, 34, 36, 39, 46, 41, 43, 44, 45, 47, 51], [52, 49, 48, 50, 55, 53, 54, 59, 56, 57, 58, 60]]
77: [[35, 7, 2, 1, 3, 4, 14], [13, 5, 27, 6, 19, 9, 28, 10, 16, 11, 17, 30, 21, 12, 22, 15, 8, 18, 20], [23, 29, 24, 26, 25, 31, 40, 32, 37, 42], [38, 33, 34, 36, 39, 46, 41, 43, 44, 45, 47, 51], [52, 49, 48, 50, 55, 53, 54, 59, 56, 57, 58, 60]]
78: [[35, 7, 2, 1, 3, 4, 14], [13, 5, 27, 10, 8, 12, 17, 6, 9, 19, 11, 28, 15, 16, 20, 26, 18, 21, 22], [24, 23, 25, 29, 31, 30, 40, 32, 37, 42], [38, 33, 34, 36, 39, 46, 41, 43, 44, 45, 47, 51], [52, 49, 48, 50, 55, 53, 54, 59, 56, 57, 58, 60]]
79: [[35, 7, 2, 1, 3, 4, 14], [13, 5, 27, 6, 9, 11, 8, 10, 12, 21, 25, 15, 22, 17, 19, 24, 16, 20, 26], [18, 28, 23, 30, 31, 29, 40, 32, 37, 42], [38, 33, 34, 36, 39, 46, 41, 43, 44, 45, 47, 51], [52, 49, 48, 50, 55, 53, 54, 59, 56, 57, 58, 60]]
80: [[35, 7, 2, 1, 3, 4, 14], [13, 5, 27, 6, 8, 9, 10, 11, 16, 12, 19, 22, 17, 20, 15, 21, 24, 26, 18], [23, 25, 28, 30, 31, 29, 40, 32, 37, 42], [38, 33, 34, 36, 39, 46, 41, 43, 44, 45, 47, 51], [52, 49, 48, 50, 55, 53, 54, 59, 56, 57, 58, 60]]
81: [[35, 7, 2, 1, 3, 4, 14], [13, 5, 27, 12, 9, 6, 8, 10, 15, 17, 24, 22, 25, 19, 28, 21, 11, 20, 16], [18, 23, 29, 26, 31, 30, 40, 32, 37, 42], [38, 33, 34, 36, 39, 46, 41, 43, 44, 45, 47, 51], [52, 49, 48, 50, 55, 53, 54, 59, 56, 57, 58, 60]]
82: [[35, 7, 2, 1, 3, 4, 14], [13, 5, 27, 6, 11, 12, 8, 9, 28, 24, 10, 15, 17, 26, 22, 21, 23, 19, 16], [20, 18, 25, 29, 31, 30, 40, 32, 37, 42], [38, 33, 34, 36, 39, 46, 41, 43, 44, 45, 47, 51], [52, 49, 48, 50, 55, 53, 54, 59, 56, 57, 58, 60]]
83: [[35, 7, 2, 1, 3, 4, 14], [13, 5, 27, 6, 9, 10, 12, 11, 24, 20, 15, 21, 17, 16, 29, 31, 19, 22, 23], [25, 26, 8, 18, 30, 28, 40, 32, 37, 42], [38, 33, 34, 36, 39, 46, 41, 43, 44, 45, 47, 51], [52, 49, 48, 50, 55, 53, 54, 59, 56, 57, 58, 60]]
84: [[35, 7, 2, 1, 3, 4, 14], [13, 5, 27, 6, 25, 9, 8, 24, 10, 11, 17, 12, 15, 21, 19, 16, 22, 23, 31], [20, 18, 28, 26, 30, 29, 40, 32, 37, 42], [38, 33, 34, 36, 39, 46, 41, 43, 44, 45, 47, 51], [52, 49, 48, 50, 55, 53, 54, 59, 56, 57, 58, 60]]
85: [[35, 7, 2, 1, 3, 4, 14], [13, 5, 27, 6, 11, 8, 9, 10, 25, 15, 24, 23, 20, 22, 12, 16, 19, 18, 21], [28, 17, 26, 30, 31, 29, 40, 32, 37, 42], [38, 33, 34, 36, 39, 46, 41, 43, 44, 45, 47, 51], [52, 49, 48, 50, 55, 53, 54, 59, 56, 57, 58, 60]]
86: [[35, 7, 2, 1, 3, 4, 14], [13, 5, 27, 6, 9, 8, 24, 10, 22, 12, 11, 20, 15, 21, 18, 19, 25, 26, 17], [16, 28, 23, 31, 29, 30, 40, 32, 37, 42], [38, 33, 34, 36, 39, 46, 41, 43, 44, 45, 47, 51], [52, 49, 48, 50, 55, 53, 54, 59, 56, 57, 58, 60]]
87: [[35, 7, 2, 1, 3, 4, 14], [13, 5, 27, 10, 12, 9, 6, 15, 8, 11, 17, 22, 16, 18, 28, 19, 21, 25, 20], [23, 29, 26, 24, 30, 31, 40, 32, 37, 42], [38, 33, 34, 36, 39, 46, 41, 43, 44, 45, 47, 51], [52, 49, 48, 50, 55, 53, 54, 59, 56, 57, 58, 60]]
88: [[35, 7, 2, 1, 3, 4, 14], [13, 5, 27, 8, 15, 6, 12, 10, 17, 11, 9, 22, 16, 18, 23, 24, 25, 20, 21], [29, 26, 31, 30, 19, 28, 40, 32, 37, 42], [38, 33, 34, 36, 39, 46, 41, 43, 44, 45, 47, 51], [52, 49, 48, 50, 55, 53, 54, 59, 56, 57, 58, 60]]
89: [[35, 7, 2, 1, 3, 4, 14], [13, 5, 27, 6, 8, 9, 11, 10, 18, 15, 17, 22, 28, 20, 29, 12, 16, 21, 19], [23, 26, 30, 24, 25, 31, 40, 32, 37, 42], [38, 33, 34, 36, 39, 46, 41, 43, 44, 45, 47, 51], [52, 49, 48, 50, 55, 53, 54, 59, 56, 57, 58, 60]]
90: [[35, 7, 2, 1, 3, 4, 14], [13, 5, 27, 6, 9, 8, 26, 10, 15, 11, 16, 28, 23, 12, 17, 19, 20, 21, 29], [22, 30, 18, 24, 25, 31, 40, 32, 37, 42], [38, 33, 34, 36, 39, 46, 41, 43, 44, 45, 47, 51], [52, 49, 48, 50, 55, 53, 54, 59, 56, 57, 58, 60]]
91: [[35, 7, 2, 1, 3, 4, 14], [13, 5, 27, 8, 9, 10, 29, 11, 26, 12, 16, 21, 15, 23, 28, 17, 6, 19, 20], [22, 18, 24, 31, 25, 30, 40, 32, 37, 42], [38, 33, 34, 36, 39, 46, 41, 43, 44, 45, 47, 51], [52, 49, 48, 50, 55, 53, 54, 59, 56, 57, 58, 60]]
92: [[35, 7, 2, 1, 3, 4, 14], [13, 5, 27, 6, 25, 8, 10, 9, 12, 15, 19, 11, 16, 21, 17, 18, 23, 20, 22], [30, 26, 28, 24, 31, 29, 40, 32, 37, 42], [38, 33, 34, 36, 39, 46, 41, 43, 44, 45, 47, 51], [52, 49, 48, 50, 55, 53, 54, 59, 56, 57, 58, 60]]
93: [[35, 7, 2, 1, 3, 4, 14], [13, 5, 27, 6, 10, 9, 8, 11, 15, 19, 12, 16, 18, 22, 21, 20, 23, 17, 25], [31, 26, 30, 24, 28, 29, 40, 32, 37, 42], [38, 33, 34, 36, 39, 46, 41, 43, 44, 45, 47, 51], [52, 49, 48, 50, 55, 53, 54, 59, 56, 57, 58, 60]]
94: [[35, 7, 2, 1, 3, 4, 14], [13, 5, 27, 8, 9, 12, 15, 18, 11, 20, 29, 17, 16, 22, 23, 24, 10, 21, 6], [30, 26, 19, 28, 31, 25, 40, 32, 37, 42], [38, 33, 34, 36, 39, 46, 41, 43, 44, 45, 47, 51], [52, 49, 48, 50, 55, 53, 54, 59, 56, 57, 58, 60]]
95: [[35, 7, 2, 1, 3, 4, 14], [13, 5, 27, 16, 6, 8, 9, 10, 11, 15, 19, 17, 12, 30, 22, 18, 20, 21, 29], [28, 24, 23, 25, 26, 31, 40, 32, 37, 42], [38, 33, 34, 36, 39, 46, 41, 43, 44, 45, 47, 51], [52, 49, 48, 50, 55, 53, 54, 59, 56, 57, 58, 60]]
96: [[35, 7, 2, 1, 3, 4, 14], [13, 5, 27, 10, 8, 6, 22, 11, 9, 24, 12, 26, 15, 20, 29, 16, 18, 30, 21, 17], [19, 23, 25, 28, 31, 40, 32, 37, 42], [38, 33, 34, 36, 39, 46, 41, 43, 44, 45, 47, 51], [52, 49, 48, 50, 55, 53, 54, 59, 56, 57, 58, 60]]
97: [[35, 7, 2, 1, 3, 4, 14], [13, 5, 27, 10, 9, 11, 16, 29, 6, 8, 21, 12, 17, 18, 22, 15, 19, 20, 23], [24, 31, 25, 26, 30, 28, 40, 32, 37, 42], [38, 33, 34, 36, 39, 46, 41, 43, 44, 45, 47, 51], [52, 49, 48, 50, 55, 53, 54, 59, 56, 57, 58, 60]]
98: [[35, 7, 2, 1, 3, 4, 14], [13, 5, 27, 6, 8, 9, 24, 29, 10, 12, 11, 22, 20, 21, 15, 17, 18, 19, 23], [16, 25, 30, 28, 26, 31, 40, 32, 37, 42], [38, 33, 34, 36, 39, 46, 41, 43, 44, 45, 47, 51], [52, 49, 48, 50, 55, 53, 54, 59, 56, 57, 58, 60]]
99: [[35, 7, 2, 1, 3, 4, 14], [13, 5, 27, 6, 8, 9, 11, 12, 10, 29, 17, 20, 15, 19, 16, 21, 22, 30, 23], [18, 25, 31, 26, 24, 28, 40, 32, 37, 42], [38, 33, 34, 36, 39, 46, 41, 43, 44, 45, 47, 51], [52, 49, 48, 50, 55, 53, 54, 59, 56, 57, 58, 60]]
100: [[35, 7, 2, 1, 3, 4, 14], [13, 5, 27, 10, 8, 9, 6, 12, 21, 11, 15, 19, 17, 22, 20, 16, 23, 31, 28], [30, 18, 24, 25, 29, 26, 40, 32, 37, 42], [38, 33, 34, 36, 39, 46, 41, 43, 44, 45, 47, 51], [52, 49, 48, 50, 55, 53, 54, 59, 56, 57, 58, 60]]
101: [[35, 7, 2, 1, 3, 4, 14], [13, 5, 27, 6, 8, 9, 11, 25, 10, 26, 31, 23, 12, 17, 28, 18, 15, 24, 16], [19, 20, 21, 22, 29, 30, 40, 32, 37, 42], [38, 33, 34, 36, 39, 46, 41, 43, 44, 45, 47, 51], [52, 49, 48, 50, 55, 53, 54, 59, 56, 57, 58, 60]]
102: [[35, 7, 2, 1, 3, 4, 14], [13, 5, 27, 12, 9, 8, 10, 15, 24, 6, 11, 31, 18, 20, 23, 16, 26, 17, 19], [28, 21, 22, 25, 29, 30, 40, 32, 37, 42], [38, 33, 34, 36, 39, 46, 41, 43, 44, 45, 47, 51], [52, 49, 48, 50, 55, 53, 54, 59, 56, 57, 58, 60]]
103: [[35, 7, 2, 1, 3, 4, 14], [13, 5, 27, 11, 8, 9, 10, 15, 16, 20, 19, 12, 17, 28, 6, 23, 24, 22, 18], [21, 25, 29, 31, 26, 30, 40, 32, 37, 42], [38, 33, 34, 36, 39, 46, 41, 43, 44, 45, 47, 51], [52, 49, 48, 50, 55, 53, 54, 59, 56, 57, 58, 60]]
104: [[35, 7, 2, 1, 3, 4, 14], [13, 5, 27, 6, 10, 8, 9, 15, 24, 19, 28, 18, 11, 12, 22, 17, 20, 23, 16], [26, 21, 25, 30, 29, 31, 40, 32, 37, 42], [38, 33, 34, 36, 39, 46, 41, 43, 44, 45, 47, 51], [52, 49, 48, 50, 55, 53, 54, 59, 56, 57, 58, 60]]
105: [[35, 7, 2, 1, 3, 4, 14], [13, 5, 27, 6, 9, 12, 8, 11, 23, 29, 17, 26, 19, 10, 15, 18, 22, 28, 20], [16, 21, 24, 25, 31, 30, 40, 32, 37, 42], [38, 33, 34, 36, 39, 46, 41, 43, 44, 45, 47, 51], [52, 49, 48, 50, 55, 53, 54, 59, 56, 57, 58, 60]]
106: [[35, 7, 2, 1, 3, 4, 14], [13, 5, 27, 6, 9, 8, 10, 11, 15, 16, 12, 31, 19, 23, 28, 17, 18, 20, 30], [21, 22, 24, 25, 29, 26, 40, 32, 37, 42], [38, 33, 34, 36, 39, 46, 41, 43, 44, 45, 47, 51], [52, 49, 48, 50, 55, 53, 54, 59, 56, 57, 58, 60]]
107: [[35, 7, 2, 1, 3, 4, 14], [13, 5, 27, 6, 10, 12, 8, 9, 24, 15, 11, 25, 23, 17, 18, 16, 19, 31, 22], [20, 21, 26, 29, 30, 28, 40, 32, 37, 42], [38, 33, 34, 36, 39, 46, 41, 43, 44, 45, 47, 51], [52, 49, 48, 50, 55, 53, 54, 59, 56, 57, 58, 60]]
108: [[35, 7, 2, 1, 3, 4, 14], [13, 5, 27, 6, 9, 8, 26, 10, 28, 15, 11, 16, 12, 20, 17, 18, 19, 31, 22], [21, 24, 23, 29, 25, 30, 40, 32, 37, 42], [38, 33, 34, 36, 39, 46, 41, 43, 44, 45, 47, 51], [52, 49, 48, 50, 55, 53, 54, 59, 56, 57, 58, 60]]
109: [[35, 7, 2, 1, 3, 4, 14], [13, 5, 27, 6, 9, 11, 28, 8, 10, 18, 12, 20, 15, 25, 31, 16, 17, 19, 23], [22, 21, 29, 24, 30, 26, 40, 32, 37, 42], [38, 33, 34, 36, 39, 46, 41, 43, 44, 45, 47, 51], [52, 49, 48, 50, 55, 53, 54, 59, 56, 57, 58, 60]]
110: [[35, 7, 2, 1, 3, 4, 14], [13, 5, 27, 6, 9, 11, 8, 15, 12, 31, 10, 18, 20, 16, 26, 22, 30, 28, 17], [23, 19, 29, 25, 21, 24, 40, 32, 37, 42], [38, 33, 34, 36, 39, 46, 41, 43, 44, 45, 47, 51], [52, 49, 48, 50, 55, 53, 54, 59, 56, 57, 58, 60]]
111: [[35, 7, 2, 1, 3, 4, 14], [13, 5, 27, 12, 8, 9, 28, 11, 15, 6, 16, 22, 18, 19, 23, 17, 20, 10, 25], [30, 24, 31, 29, 21, 26, 40, 32, 37, 42], [38, 33, 34, 36, 39, 46, 41, 43, 44, 45, 47, 51], [52, 49, 48, 50, 55, 53, 54, 59, 56, 57, 58, 60]]
112: [[35, 7, 2, 1, 3, 4, 14], [13, 5, 27, 12, 9, 6, 8, 10, 26, 30, 15, 20, 11, 16, 22, 17, 23, 19, 18], [21, 28, 31, 24, 29, 25, 40, 32, 37, 42], [38, 33, 34, 36, 39, 46, 41, 43, 44, 45, 47, 51], [52, 49, 48, 50, 55, 53, 54, 59, 56, 57, 58, 60]]
113: [[35, 7, 2, 1, 3, 4, 14], [13, 5, 27, 6, 8, 9, 10, 24, 11, 12, 30, 22, 15, 20, 31, 17, 16, 23, 25], [18, 19, 21, 26, 28, 29, 40, 32, 37, 42], [38, 33, 34, 36, 39, 46, 41, 43, 44, 45, 47, 51], [52, 49, 48, 50, 55, 53, 54, 59, 56, 57, 58, 60]]
114: [[35, 7, 2, 1, 3, 4, 14], [13, 5, 27, 6, 8, 11, 9, 10, 12, 25, 19, 22, 20, 15, 28, 17, 31, 16, 18], [21, 24, 23, 26, 30, 29, 40, 32, 37, 42], [38, 33, 34, 36, 39, 46, 41, 43, 44, 45, 47, 51], [52, 49, 48, 50, 55, 53, 54, 59, 56, 57, 58, 60]]
115: [[35, 7, 2, 1, 3, 4, 14], [13, 5, 27, 6, 8, 11, 26, 28, 9, 10, 29, 12, 30, 22, 18, 19, 25, 17, 15], [21, 31, 16, 24, 20, 23, 40, 32, 37, 42], [38, 33, 34, 36, 39, 46, 41, 43, 44, 45, 47, 51], [52, 49, 48, 50, 55, 53, 54, 59, 56, 57, 58, 60]]
116: [[35, 7, 2, 1, 3, 4, 14], [13, 5, 27, 22, 24, 8, 11, 6, 18, 9, 19, 10, 20, 12, 31, 15, 16, 25, 17], [30, 21, 23, 28, 26, 29, 40, 32, 37, 42], [38, 33, 34, 36, 39, 46, 41, 43, 44, 45, 47, 51], [52, 49, 48, 50, 55, 53, 54, 59, 56, 57, 58, 60]]
117: [[35, 7, 2, 1, 3, 4, 14], [13, 5, 27, 6, 9, 8, 11, 10, 26, 31, 12, 29, 15, 17, 19, 22, 18, 20, 16], [25, 21, 23, 28, 24, 30, 40, 32, 37, 42], [38, 33, 34, 36, 39, 46, 41, 43, 44, 45, 47, 51], [52, 49, 48, 50, 55, 53, 54, 59, 56, 57, 58, 60]]
118: [[35, 7, 2, 1, 3, 4, 14], [13, 5, 27, 6, 9, 11, 8, 29, 10, 12, 15, 30, 22, 16, 18, 17, 26, 20, 19], [21, 24, 23, 25, 28, 31, 40, 32, 37, 42], [38, 33, 34, 36, 39, 46, 41, 43, 44, 45, 47, 51], [52, 49, 48, 50, 55, 53, 54, 59, 56, 57, 58, 60]]
119: [[42, 3, 14, 4, 2, 5, 15], [13, 7, 25, 45, 59, 8, 9, 31, 16, 12, 10, 17, 26, 48, 18, 19, 20, 52, 23], [6, 30, 21, 22, 24, 60, 32, 40, 27, 46], [28, 33, 29, 37, 34, 36, 1, 11, 38, 39, 35, 41], [44, 55, 47, 50, 53, 51, 54, 56, 57, 43, 49, 58]]
120: [[41, 39, 6, 13, 2, 4, 47], [9, 1, 24, 38, 46, 42, 5, 7, 8, 23, 11, 21, 28, 17, 12, 22, 14, 30, 15], [16, 52, 19, 25, 10, 20, 18, 26, 27, 58], [29, 33, 32, 53, 31, 35, 37, 3, 36, 43, 34, 44], [60, 45, 48, 49, 51, 54, 55, 57, 40, 59, 50, 56]]
121: [[50, 3, 56, 34, 1], [12, 6, 2, 7, 27, 13], [17, 8, 4, 5, 18], [10, 42, 49, 11, 55], [14, 25, 54], [48, 19, 15, 16], [31, 9, 29, 45, 21, 40], [33, 38], [22, 23, 26, 28], [30, 32, 24, 59, 46, 36, 47, 35], [20, 51, 57], [39, 37, 41, 43, 44], [52, 53], [58, 60]]
