0: [[24, 7, 1, 2], [3, 36, 13, 5], [12, 4, 43], [6, 9, 10], [8, 11, 31], [14, 15], [26, 21, 17], [16, 23, 22], [19, 18, 50], [20, 25, 27], [28, 29], [30, 33], [34, 39, 32], [35, 37, 54], [42, 38], [40, 41, 60], [45, 44, 46], [47, 56], [61, 48], [55, 53, 49], [51, 52, 59, 57], [58, 62], [63, 69, 64], [65, 78, 67], [66, 68, 77, 71], [70, 74, 72], [75, 73, 76], [79, 84, 81, 82], [80, 83], [87], [85, 86, 88]]
51: [[24, 7], [1, 2, 3], [36, 13, 5], [12, 4, 43], [6, 9], [10, 8, 11], [31, 14, 15], [26, 21, 17], [16, 23, 22], [19, 18, 50], [20, 25, 27], [28, 29, 30], [33, 34, 39], [32, 35], [37, 54, 42], [38, 40, 41], [60, 45, 44, 46], [47, 56], [61, 48, 55], [53, 49, 51], [52, 59, 57], [58, 62, 63, 69], [64, 65, 78], [67, 66, 68], [77, 71, 70], [74, 72, 75], [73, 76], [79, 84], [81, 82, 80], [83, 87, 85, 86, 88]]
52: [[24, 7], [1, 2, 3], [36, 13], [5, 12, 4], [43, 6, 9], [10, 8], [11, 31], [14, 15, 26], [21, 17, 16], [23, 22], [19, 18, 50], [20, 25, 27], [28, 29, 30], [33, 34, 39], [32, 35], [37, 54, 42], [38, 40], [41, 60], [45, 44], [46, 47, 56], [61, 48, 55], [53, 49, 51], [52, 59, 57], [58, 62, 63], [69, 64], [65, 78, 67], [66, 68, 77], [71, 70], [74, 72, 75], [73, 76, 79], [84, 81, 82], [80, 83, 87], [85, 86, 88]]
53: [[24, 7, 1], [2, 3, 36], [13, 5, 12], [4, 43, 6], [9, 10], [8, 11, 31], [14, 15, 26], [21, 17, 16], [23, 22], [19, 18, 50], [20, 25, 27], [28, 29, 30], [33, 34, 39], [32, 35, 37], [54, 42, 38], [40, 41, 60], [45, 44, 46, 47], [56, 61, 48], [55, 53, 49], [51, 52], [59, 57, 58], [62, 63, 69], [64, 65, 78], [67, 66, 68], [77, 71, 70], [74, 72], [75, 73, 76], [79, 84, 81], [82, 80, 83, 87], [85, 86, 88]]
54: [[24, 7, 1], [2, 3, 36], [13, 5, 12], [4, 43], [6, 9, 10], [8, 11, 31], [14, 15, 26], [21, 17, 16], [23, 22], [19, 18, 50], [20, 25, 27], [28, 29, 30], [33, 34, 39], [32, 35, 37], [54, 42], [38, 40, 41], [60, 45, 44], [46, 47, 56], [61, 48, 55], [53, 49], [51, 52, 59], [57, 58, 62], [63, 69, 64], [65, 78], [67], [66, 68, 77, 71, 70, 74, 72, 75, 73, 76, 79, 84, 81, 82, 80, 83, 87, 85, 86, 88]]
55: [[24, 7], [1, 2], [3, 36], [13, 5], [12, 4, 43], [6, 9, 10], [8, 11, 31], [14, 15, 26], [21, 17, 16], [23, 22, 19], [18, 50], [20, 25, 27], [28, 29, 30], [33, 34, 39], [32, 35, 37], [54, 42, 38], [40, 41, 60], [45, 44], [46, 47, 56], [61, 48, 55], [53, 49, 51], [52, 59, 57], [58, 62, 63], [69, 64], [65, 78, 67], [66, 68], [77, 71, 70], [74, 72, 75], [73, 76, 79], [84, 81, 82], [80, 83, 87], [85, 86, 88]]
56: [[24, 7], [1, 2, 3], [36, 13, 5], [12, 4, 43], [6, 9, 10], [8, 11, 31], [14, 15], [26, 21, 17], [16, 23], [22, 19, 18], [50, 20], [25, 27, 28], [29, 30, 33], [34, 39], [32, 35, 37], [54, 42, 38], [40, 41, 60], [45, 44, 46, 47, 56, 61, 48, 55, 53, 49, 51, 52, 59, 57, 58, 62, 63, 69, 64, 65, 78, 67, 66, 68, 77, 71, 70, 74, 72, 75, 73, 76, 79, 84, 81, 82, 80, 83, 87, 85, 86, 88]]
57: [[24, 7], [1, 2, 3], [36, 13, 5], [12, 4, 43], [6, 9], [10, 8, 11], [31, 14, 15], [26, 21, 17], [16, 23], [22, 19, 18], [50, 20], [25, 27, 28], [29, 30, 33], [34, 39, 32], [35, 37, 54], [42, 38], [40, 41, 60], [45, 44, 46], [47, 56, 61], [48, 55, 53], [49, 51, 52], [59, 57], [58, 62, 63], [69, 64, 65, 78, 67, 66, 68, 77, 71, 70, 74, 72, 75, 73, 76, 79, 84, 81, 82, 80, 83, 87, 85, 86, 88]]
58: [[24, 7, 1], [2, 3, 36], [13, 5, 12], [4, 43, 6], [9, 10], [8, 11, 31], [14, 15, 26], [21, 17, 16], [23, 22, 19], [18, 50, 20], [25, 27, 28], [29, 30, 33], [34, 39, 32], [35, 37, 54], [42, 38, 40], [41, 60, 45], [44, 46], [47, 56, 61], [48, 55, 53], [49, 51, 52], [59, 57], [58, 62], [63, 69], [64, 65, 78], [67, 66, 68], [77, 71, 70], [74, 72, 75], [73, 76], [79, 84], [81, 82, 80], [83], [87, 85, 86], [88]]
59: [[24, 7, 1], [2, 3, 36], [13, 5, 12], [4, 43, 6], [9, 10], [8, 11], [31, 14, 15], [26, 21, 17], [16, 23, 22], [19, 18], [50, 20, 25], [27, 28, 29], [30, 33, 34], [39, 32], [35, 37, 54], [42, 38, 40], [41, 60, 45, 44], [46, 47], [56], [61, 48, 55], [53, 49, 51, 52, 59, 57, 58, 62, 63, 69, 64, 65, 78, 67, 66, 68, 77, 71, 70, 74, 72, 75, 73, 76, 79, 84, 81, 82, 80, 83, 87, 85, 86, 88]]
60: [[24, 7, 1], [2, 3, 36], [13, 5, 12], [4, 43], [6, 9], [10, 8, 11], [31, 14, 15], [26, 21], [17, 16], [23, 22, 19], [18, 50], [20, 25], [27, 28, 29], [30, 33], [34, 39, 32], [35, 37, 54], [42, 38], [40, 41, 60], [45, 44], [46, 47], [56, 61, 48], [55, 53, 49], [51, 52, 59], [57, 58, 62], [63, 69], [64, 65, 78], [67, 66, 68], [77, 71, 70, 74], [72, 75, 73], [76, 79, 84], [81, 82], [80, 83, 87], [85, 86, 88]]
61: [[24, 7, 1], [2, 3], [36, 13, 5], [12, 4, 43], [6, 9, 10], [8, 11, 31], [14, 15, 26], [21, 17], [16, 23, 22], [19, 18, 50], [20, 25], [27, 28, 29], [30, 33, 34], [39, 32, 35], [37], [54, 42, 38], [40, 41], [60, 45], [44, 46, 47, 56, 61, 48, 55, 53, 49, 51, 52, 59, 57, 58, 62, 63, 69, 64, 65, 78, 67, 66, 68, 77, 71, 70, 74, 72, 75, 73, 76, 79, 84, 81, 82, 80, 83, 87, 85, 86, 88]]
62: [[24, 7], [1, 2, 3], [36, 13, 5], [12, 4, 43], [6, 9], [10, 8, 11], [31, 14, 15], [26, 21, 17], [16, 23, 22], [19, 18, 50], [20, 25, 27], [28, 29, 30], [33, 34, 39], [32, 35], [37, 54, 42], [38, 40], [41, 60], [45, 44, 46], [47, 56, 61], [48, 55, 53], [49, 51], [52, 59, 57], [58, 62, 63], [69, 64, 65], [78, 67, 66], [68, 77, 71], [70, 74, 72], [75, 73], [76, 79, 84], [81, 82, 80], [83, 87, 85], [86, 88]]
63: [[24, 7, 1], [2, 3, 36], [13, 5, 12], [4, 43, 6], [9, 10], [8, 11, 31], [14, 15, 26], [21, 17, 16], [23, 22, 19], [18, 50, 20], [25, 27, 28], [29, 30, 33], [34, 39, 32], [35, 37, 54], [42, 38, 40], [41, 60, 45], [44, 46, 47], [56, 61, 48], [55, 53, 49], [51, 52, 59], [57, 58], [62, 63, 69], [64, 65, 78], [67, 66, 68], [77, 71, 70], [74, 72, 75], [73, 76, 79, 84, 81, 82, 80, 83, 87, 85, 86, 88]]
64: [[24, 7, 1], [2, 3, 36], [13, 5, 12], [4, 43, 6], [9, 10], [8, 11], [31, 14, 15], [26, 21, 17], [16, 23], [22, 19, 18], [50, 20, 25], [27, 28, 29], [30, 33, 34], [39, 32, 35, 37], [54, 42, 38], [40, 41, 60], [45, 44, 46], [47, 56, 61], [48, 55], [53, 49, 51], [52, 59, 57], [58, 62, 63], [69, 64, 65, 78], [67, 66, 68], [77, 71, 70], [74, 72, 75, 73], [76, 79], [84], [81, 82, 80], [83, 87, 85, 86, 88]]
65: [[24, 7, 1, 2], [3, 36], [13, 5], [12, 4, 43], [6, 9, 10], [8, 11, 31], [14, 15, 26], [21, 17, 16], [23, 22], [19, 18, 50], [20, 25, 27], [28, 29, 30], [33, 34, 39], [32, 35, 37], [54, 42], [38, 40, 41], [60, 45, 44], [46, 47, 56], [61, 48, 55], [53, 49, 51], [52, 59, 57], [58, 62, 63, 69, 64, 65, 78, 67, 66, 68, 77, 71, 70, 74, 72, 75, 73, 76, 79, 84, 81, 82, 80, 83, 87, 85, 86, 88]]
66: [[24, 7, 1], [2, 3, 36], [13, 5, 12], [4, 43], [6, 9, 10], [8, 11, 31], [14, 15, 26], [21, 17], [16, 23, 22], [19, 18], [50, 20, 25], [27, 28, 29], [30, 33], [34, 39], [32, 35, 37], [54, 42], [38, 40, 41, 60], [45, 44, 46], [47, 56, 61, 48], [55, 53, 49], [51, 52, 59], [57, 58, 62], [63, 69, 64], [65, 78, 67], [66, 68], [77, 71, 70], [74, 72, 75], [73, 76, 79], [84, 81, 82], [80, 83, 87], [85, 86, 88]]
67: [[24, 7, 1], [2, 3, 36], [13, 5, 12], [4, 43, 6], [9, 10, 8], [11], [31, 14], [15, 26, 21], [17, 16], [23, 22], [19, 18, 50], [20, 25, 27], [28, 29, 30], [33, 34, 39], [32, 35, 37], [54, 42, 38], [40, 41, 60], [45, 44], [46, 47, 56], [61, 48], [55, 53, 49, 51, 52], [59, 57, 58], [62, 63, 69], [64, 65], [78, 67], [66, 68], [77, 71, 70], [74, 72, 75], [73, 76, 79], [84, 81, 82], [80, 83, 87], [85, 86, 88]]
68: [[24, 7], [1, 2, 3], [36, 13, 5], [12, 4, 43], [6, 9], [10, 8, 11], [31, 14, 15], [26, 21, 17], [16, 23], [22, 19, 18], [50, 20], [25, 27, 28], [29, 30, 33], [34, 39, 32], [35, 37, 54], [42, 38, 40], [41, 60], [45, 44], [46, 47], [56, 61, 48], [55, 53, 49], [51, 52, 59], [57, 58], [62, 63], [69, 64, 65], [78, 67], [66, 68, 77, 71, 70, 74, 72, 75, 73, 76, 79, 84, 81, 82, 80, 83, 87, 85, 86, 88]]
69: [[24, 7], [1, 2], [3, 36, 13], [5, 12, 4], [43, 6, 9], [10, 8, 11], [31, 14, 15], [26, 21, 17], [16, 23, 22], [19, 18, 50], [20, 25], [27, 28, 29], [30, 33, 34, 39], [32, 35, 37], [54, 42], [38, 40, 41], [60, 45, 44], [46, 47, 56], [61, 48, 55], [53, 49, 51], [52, 59, 57], [58, 62, 63], [69, 64, 65], [78, 67, 66], [68, 77], [71, 70], [74, 72, 75], [73, 76, 79, 84], [81, 82], [80, 83, 87], [85, 86, 88]]
70: [[24, 7, 1], [2, 3], [36, 13, 5], [12, 4, 43], [6, 9, 10], [8, 11, 31], [14, 15, 26], [21, 17, 16], [23, 22, 19], [18, 50, 20], [25, 27, 28], [29, 30, 33], [34, 39], [32, 35], [37, 54, 42], [38, 40, 41], [60, 45, 44], [46, 47, 56], [61, 48], [55, 53, 49], [51, 52], [59, 57, 58], [62, 63, 69], [64, 65, 78], [67, 66], [68, 77, 71], [70, 74, 72], [75, 73, 76], [79, 84, 81], [82, 80, 83], [87, 85, 86], [88]]
71: [[24, 7, 1], [2, 3, 36], [13, 5, 12], [4, 43], [6, 9, 10], [8, 11], [31, 14, 15], [26, 21, 17], [16, 23, 22], [19, 18, 50], [20, 25, 27], [28, 29], [30, 33, 34], [39, 32, 35, 37, 54, 42, 38, 40, 41, 60, 45, 44, 46, 47, 56, 61], [48, 55, 53, 49, 51, 52, 59, 57, 58, 62, 63, 69, 64, 65, 78, 67, 66, 68, 77, 71, 70, 74, 72, 75, 73, 76, 79, 84, 81, 82, 80, 83, 87, 85, 86, 88]]
72: [[24, 7], [1, 2], [3, 36, 13], [5, 12, 4], [43, 6], [9, 10], [8, 11, 31], [14, 15, 26], [21, 17, 16], [23, 22, 19], [18, 50, 20], [25, 27, 28], [29, 30, 33], [34, 39, 32], [35, 37, 54], [42, 38, 40], [41, 60, 45], [44, 46], [47, 56, 61], [48, 55, 53], [49, 51, 52], [59, 57], [58, 62, 63], [69, 64, 65], [78, 67], [66, 68, 77], [71], [70, 74, 72], [75, 73, 76], [79, 84, 81], [82, 80], [83, 87, 85], [86, 88]]
73: [[24, 7, 1], [2, 3, 36], [13, 5, 12], [4, 43, 6], [9, 10], [8, 11, 31], [14, 15, 26], [21, 17], [16, 23, 22], [19, 18, 50], [20, 25, 27], [28, 29], [30, 33, 34, 39, 32, 35, 37, 54], [42, 38, 40, 41, 60, 45, 44, 46], [47, 56, 61, 48, 55, 53, 49, 51, 52, 59, 57, 58, 62, 63, 69, 64, 65, 78, 67, 66, 68, 77, 71, 70, 74, 72, 75, 73, 76, 79, 84, 81, 82, 80, 83, 87, 85, 86, 88]]
74: [[24, 7], [1, 2, 3], [36, 13, 5], [12, 4, 43], [6, 9, 10], [8, 11, 31], [14, 15, 26], [21, 17, 16], [23, 22], [19, 18], [50, 20, 25], [27, 28], [29, 30, 33], [34, 39, 32], [35, 37], [54, 42, 38, 40], [41, 60, 45], [44, 46, 47], [56, 61, 48], [55, 53, 49], [51, 52, 59], [57, 58, 62], [63, 69, 64], [65, 78, 67], [66, 68], [77, 71, 70], [74, 72], [75, 73, 76], [79, 84, 81], [82, 80, 83], [87, 85], [86, 88]]
75: [[24, 7, 1], [2, 3, 36], [13, 5], [12, 4, 43], [6, 9, 10], [8, 11, 31], [14, 15, 26], [21, 17], [16, 23, 22], [19, 18, 50], [20, 25, 27], [28, 29, 30], [33, 34, 39], [32, 35], [37, 54, 42], [38, 40, 41], [60, 45], [44, 46, 47], [56, 61, 48], [55, 53, 49, 51, 52, 59, 57, 58, 62, 63, 69, 64, 65, 78, 67, 66, 68, 77, 71, 70, 74, 72, 75, 73, 76, 79, 84, 81, 82, 80, 83, 87, 85, 86, 88]]
76: [[24, 7, 1], [2, 3, 36], [13, 5, 12], [4, 43, 6], [9, 10], [8, 11, 31], [14, 15, 26], [21, 17, 16], [23, 22], [19, 18, 50], [20, 25], [27, 28, 29], [30, 33, 34], [39, 32], [35, 37, 54, 42, 38, 40], [41, 60, 45, 44, 46, 47, 56, 61, 48, 55, 53, 49, 51, 52, 59, 57, 58, 62, 63, 69, 64, 65, 78, 67, 66, 68, 77, 71, 70, 74, 72, 75, 73, 76, 79, 84, 81, 82, 80, 83, 87, 85, 86, 88]]
77: [[24, 7], [1, 2, 3], [36, 13, 5], [12, 4, 43], [6, 9], [10, 8, 11], [31, 14, 15, 26], [21, 17, 16], [23, 22, 19], [18, 50], [20, 25], [27, 28, 29], [30, 33, 34], [39, 32], [35, 37, 54], [42, 38, 40], [41, 60], [45, 44], [46, 47, 56], [61, 48, 55, 53], [49, 51], [52, 59], [57, 58], [62, 63], [69, 64, 65], [78, 67, 66], [68, 77], [71, 70], [74, 72, 75, 73], [76, 79, 84], [81, 82, 80], [83, 87], [85, 86, 88]]
78: [[24, 7], [1, 2, 3], [36, 13, 5], [12, 4, 43], [6, 9, 10], [8, 11, 31], [14, 15, 26], [21, 17], [16, 23], [22, 19, 18], [50, 20, 25], [27, 28, 29], [30, 33], [34, 39, 32], [35, 37, 54, 42], [38, 40, 41], [60, 45, 44], [46, 47, 56], [61, 48, 55], [53, 49], [51, 52], [59, 57, 58], [62, 63, 69], [64, 65], [78, 67, 66], [68, 77], [71, 70], [74, 72, 75], [73, 76, 79], [84, 81, 82], [80, 83, 87], [85, 86, 88]]
79: [[24, 7], [1, 2, 3], [36, 13, 5], [12, 4, 43], [6, 9, 10], [8, 11, 31], [14, 15, 26], [21, 17, 16], [23, 22, 19], [18, 50, 20], [25, 27], [28, 29, 30], [33, 34, 39], [32, 35, 37], [54, 42, 38], [40, 41, 60, 45], [44, 46, 47], [56, 61, 48], [55, 53, 49, 51], [52, 59], [57], [58, 62, 63], [69, 64, 65, 78, 67, 66, 68, 77, 71, 70, 74, 72, 75, 73, 76, 79, 84, 81, 82, 80, 83, 87, 85, 86, 88]]
80: [[24, 7, 1, 2], [3, 36], [13, 5], [12, 4, 43], [6, 9], [10, 8, 11], [31, 14, 15], [26, 21], [17, 16, 23], [22, 19], [18, 50, 20], [25, 27, 28], [29, 30, 33], [34, 39, 32], [35, 37, 54], [42, 38, 40, 41], [60, 45, 44], [46, 47, 56], [61, 48, 55], [53, 49], [51, 52], [59, 57, 58, 62, 63, 69], [64, 65, 78, 67, 66, 68, 77, 71, 70, 74, 72, 75, 73, 76, 79, 84, 81, 82, 80, 83, 87, 85, 86, 88]]
81: [[24, 7], [1, 2, 3], [36, 13, 5], [12, 4], [43, 6, 9], [10, 8, 11], [31, 14, 15, 26], [21, 17, 16], [23, 22], [19, 18, 50], [20, 25], [27, 28], [29, 30, 33], [34, 39, 32], [35, 37, 54], [42, 38, 40], [41, 60, 45], [44, 46, 47], [56, 61, 48], [55, 53], [49, 51, 52], [59, 57, 58], [62, 63, 69], [64, 65, 78], [67, 66, 68], [77, 71], [70, 74, 72], [75, 73, 76], [79, 84, 81], [82, 80], [83, 87], [85, 86, 88]]
82: [[24, 7, 1], [2, 3], [36, 13, 5], [12, 4, 43], [6, 9], [10, 8, 11], [31, 14, 15], [26, 21], [17, 16, 23], [22, 19, 18], [50, 20], [25, 27, 28], [29, 30, 33], [34, 39], [32, 35, 37], [54, 42, 38, 40], [41, 60], [45, 44, 46], [47, 56, 61], [48, 55, 53], [49, 51], [52, 59, 57], [58, 62, 63, 69, 64, 65, 78, 67, 66, 68, 77, 71, 70, 74, 72, 75, 73, 76, 79], [84, 81, 82, 80, 83, 87, 85, 86, 88]]
83: [[24, 7, 1, 2], [3, 36, 13, 5], [12, 4], [43, 6, 9], [10, 8, 11], [31, 14, 15], [26, 21, 17], [16, 23, 22], [19, 18, 50], [20, 25, 27], [28, 29, 30], [33, 34, 39], [32, 35, 37], [54, 42, 38, 40, 41, 60, 45, 44, 46, 47], [56, 61, 48, 55], [53, 49, 51, 52, 59, 57, 58, 62, 63, 69, 64, 65, 78, 67, 66, 68, 77, 71, 70, 74, 72], [75, 73, 76, 79, 84], [81, 82, 80, 83, 87, 85, 86, 88]]
84: [[24, 7, 1], [2, 3, 36], [13, 5, 12], [4, 43, 6], [9, 10], [8, 11], [31, 14, 15], [26, 21, 17], [16, 23], [22, 19, 18], [50, 20, 25], [27, 28, 29], [30, 33, 34], [39, 32, 35, 37], [54, 42, 38], [40, 41, 60], [45, 44, 46], [47, 56, 61], [48, 55], [53, 49, 51], [52, 59], [57, 58], [62, 63], [69, 64, 65], [78, 67, 66], [68, 77], [71, 70], [74, 72, 75, 73], [76, 79, 84], [81, 82, 80], [83, 87], [85, 86, 88]]
85: [[24, 7, 1], [2, 3], [36, 13], [5, 12, 4], [43, 6, 9], [10, 8, 11], [31, 14, 15], [26, 21, 17], [16, 23], [22, 19, 18], [50, 20], [25, 27], [28, 29, 30], [33, 34, 39], [32, 35, 37], [54, 42, 38], [40, 41, 60], [45, 44, 46], [47, 56, 61], [48, 55, 53], [49, 51, 52], [59, 57, 58, 62, 63, 69, 64, 65, 78, 67, 66, 68, 77, 71, 70, 74, 72, 75, 73, 76], [79, 84, 81, 82, 80, 83, 87, 85, 86, 88]]
86: [[24, 7], [1], [2, 3, 36], [13, 5, 12], [4, 43], [6, 9, 10], [8, 11, 31], [14, 15, 26], [21, 17, 16], [23, 22, 19, 18], [50, 20], [25, 27, 28], [29, 30, 33], [34, 39, 32], [35], [37, 54], [42, 38, 40], [41, 60, 45], [44, 46], [47, 56, 61], [48, 55, 53], [49, 51, 52], [59, 57, 58], [62, 63, 69], [64, 65, 78], [67, 66, 68], [77, 71], [70, 74], [72, 75], [73, 76, 79], [84, 81, 82, 80, 83, 87, 85, 86, 88]]
87: [[24, 7], [1, 2], [3, 36, 13], [5, 12, 4], [43, 6, 9], [10, 8], [11, 31], [14, 15, 26], [21, 17], [16, 23, 22], [19, 18, 50], [20, 25, 27], [28, 29, 30], [33, 34, 39], [32, 35, 37], [54, 42], [38, 40, 41], [60, 45, 44], [46, 47, 56], [61, 48, 55], [53, 49], [51, 52], [59, 57], [58, 62, 63], [69, 64, 65], [78, 67, 66], [68, 77, 71], [70, 74, 72], [75, 73], [76, 79, 84], [81, 82, 80], [83, 87, 85], [86, 88]]
88: [[24, 7], [1, 2, 3], [36, 13, 5], [12, 4, 43], [6, 9], [10, 8, 11], [31, 14, 15], [26, 21, 17], [16, 23], [22, 19, 18], [50, 20, 25], [27, 28, 29], [30, 33, 34], [39, 32, 35], [37, 54], [42, 38], [40, 41, 60], [45, 44], [46, 47, 56, 61, 48, 55, 53, 49, 51, 52, 59, 57, 58, 62, 63, 69, 64, 65, 78, 67, 66, 68, 77, 71, 70, 74, 72, 75, 73, 76, 79, 84, 81, 82, 80, 83, 87, 85, 86, 88]]
89: [[24, 7, 1], [2, 3, 36], [13, 5], [12, 4], [43, 6, 9], [10, 8, 11], [31, 14, 15], [26, 21], [17, 16, 23], [22, 19, 18], [50, 20], [25, 27, 28], [29, 30, 33], [34, 39, 32], [35, 37, 54], [42, 38, 40], [41, 60, 45], [44, 46, 47], [56, 61, 48], [55, 53, 49], [51, 52, 59], [57, 58, 62], [63, 69, 64], [65, 78, 67], [66, 68, 77], [71, 70], [74, 72, 75], [73, 76, 79], [84, 81, 82], [80, 83, 87], [85, 86, 88]]
90: [[24, 7, 1], [2, 3], [36, 13, 5], [12, 4, 43], [6, 9], [10, 8, 11], [31, 14], [15, 26, 21, 17], [16, 23, 22], [19, 18, 50], [20, 25, 27], [28, 29, 30], [33, 34, 39], [32, 35, 37], [54, 42, 38], [40, 41, 60], [45, 44, 46, 47, 56, 61, 48, 55, 53, 49, 51, 52, 59, 57, 58, 62, 63, 69, 64, 65], [78, 67, 66, 68, 77, 71, 70, 74, 72, 75, 73, 76, 79, 84, 81, 82, 80, 83, 87, 85, 86, 88]]
91: [[24, 7], [1, 2], [3, 36, 13], [5, 12, 4], [43, 6], [9, 10, 8], [11, 31], [14, 15, 26], [21, 17, 16], [23, 22], [19, 18], [50, 20], [25, 27, 28], [29, 30, 33], [34, 39, 32], [35, 37, 54], [42, 38, 40], [41, 60, 45], [44, 46, 47], [56, 61, 48], [55, 53, 49], [51, 52, 59], [57, 58], [62, 63, 69], [64, 65, 78], [67, 66], [68, 77], [71, 70, 74], [72, 75, 73], [76, 79, 84], [81, 82, 80], [83, 87, 85], [86, 88]]
92: [[24, 7, 1], [2, 3], [36, 13, 5], [12, 4], [43, 6, 9], [10, 8, 11], [31, 14], [15, 26], [21, 17], [16, 23, 22], [19, 18, 50], [20, 25, 27], [28, 29, 30], [33, 34], [39, 32, 35], [37, 54, 42], [38, 40, 41], [60, 45, 44], [46, 47, 56], [61, 48, 55], [53, 49], [51, 52, 59], [57, 58, 62], [63, 69, 64], [65, 78], [67, 66, 68], [77, 71, 70], [74, 72], [75, 73], [76, 79, 84], [81, 82, 80], [83, 87, 85], [86, 88]]
93: [[24, 7, 1], [2, 3], [36, 13, 5], [12, 4, 43], [6, 9, 10], [8, 11], [31, 14, 15], [26, 21], [17, 16, 23], [22, 19, 18], [50, 20, 25], [27, 28, 29], [30, 33, 34], [39, 32], [35, 37, 54], [42, 38, 40], [41, 60, 45], [44, 46], [47, 56, 61], [48, 55, 53], [49, 51, 52], [59, 57, 58], [62, 63], [69, 64, 65], [78, 67], [66, 68, 77], [71, 70, 74, 72, 75, 73, 76, 79, 84, 81, 82, 80], [83, 87, 85, 86, 88]]
94: [[24, 7], [1, 2], [3, 36], [13, 5, 12], [4, 43, 6], [9, 10, 8], [11, 31], [14, 15], [26, 21, 17], [16, 23], [22, 19, 18], [50, 20, 25], [27, 28, 29], [30, 33, 34], [39, 32, 35], [37, 54, 42], [38, 40], [41, 60, 45], [44, 46, 47], [56, 61, 48], [55, 53, 49], [51, 52, 59], [57, 58, 62], [63, 69, 64], [65, 78], [67], [66, 68, 77], [71, 70], [74, 72, 75], [73, 76, 79], [84, 81, 82], [80, 83, 87], [85, 86], [88]]
95: [[24, 7], [1, 2, 3], [36, 13, 5], [12, 4, 43], [6, 9, 10], [8, 11, 31], [14, 15], [26, 21, 17], [16, 23], [22, 19], [18, 50, 20], [25, 27, 28], [29, 30, 33], [34, 39, 32], [35, 37, 54], [42], [38, 40], [41, 60, 45], [44, 46, 47], [56, 61], [48, 55], [53, 49, 51], [52, 59, 57], [58, 62, 63], [69, 64, 65], [78, 67, 66], [68, 77], [71, 70, 74, 72, 75, 73, 76, 79], [84, 81, 82, 80, 83, 87, 85, 86, 88]]
96: [[24, 7, 1], [2, 3, 36], [13, 5, 12], [4, 43], [6, 9, 10], [8, 11, 31], [14, 15, 26], [21, 17, 16], [23, 22, 19], [18, 50], [20, 25, 27], [28, 29, 30], [33, 34, 39], [32, 35, 37], [54, 42, 38], [40, 41], [60, 45], [44, 46, 47], [56, 61, 48], [55, 53, 49], [51, 52, 59], [57, 58, 62], [63, 69], [64, 65], [78, 67, 66], [68, 77], [71, 70, 74], [72, 75, 73], [76, 79], [84, 81, 82], [80, 83, 87], [85, 86, 88]]
97: [[24, 7, 1], [2, 3], [36, 13, 5], [12, 4, 43], [6, 9, 10], [8, 11, 31], [14, 15, 26], [21, 17, 16], [23, 22, 19], [18, 50, 20], [25, 27, 28], [29, 30], [33, 34], [39, 32, 35, 37], [54, 42, 38], [40, 41, 60], [45, 44, 46, 47, 56, 61, 48, 55, 53, 49, 51, 52, 59, 57, 58, 62, 63, 69, 64, 65, 78, 67, 66, 68, 77, 71, 70, 74, 72, 75, 73, 76, 79, 84, 81, 82, 80, 83, 87, 85, 86], [88]]
98: [[24, 7, 1], [2, 3, 36], [13, 5, 12], [4, 43, 6], [9, 10, 8], [11, 31, 14], [15, 26, 21], [17, 16, 23], [22, 19], [18, 50, 20], [25, 27, 28], [29, 30, 33], [34, 39, 32], [35, 37], [54, 42, 38], [40, 41], [60, 45, 44], [46, 47, 56], [61, 48, 55], [53, 49, 51], [52, 59, 57], [58, 62, 63], [69, 64, 65], [78, 67, 66], [68, 77, 71], [70, 74], [72, 75, 73], [76, 79, 84, 81], [82, 80, 83], [87, 85, 86, 88]]
99: [[24, 7], [1, 2], [3, 36, 13], [5, 12, 4], [43, 6], [9, 10], [8, 11, 31], [14, 15, 26], [21, 17, 16], [23, 22], [19, 18, 50], [20, 25], [27, 28, 29], [30, 33, 34], [39, 32, 35], [37, 54, 42], [38, 40, 41], [60, 45, 44], [46, 47, 56], [61, 48, 55, 53, 49, 51, 52, 59, 57, 58, 62, 63, 69, 64, 65, 78, 67, 66, 68, 77, 71, 70, 74, 72, 75, 73, 76, 79, 84, 81, 82, 80, 83, 87, 85, 86, 88]]
100: [[24, 7, 1], [2, 3, 36], [13, 5], [12, 4], [43, 6, 9], [10, 8, 11], [31, 14, 15], [26, 21, 17], [16, 23, 22], [19, 18], [50, 20, 25], [27, 28, 29, 30], [33, 34, 39], [32, 35, 37], [54, 42, 38], [40, 41, 60], [45, 44, 46], [47, 56, 61], [48, 55, 53], [49, 51, 52], [59, 57], [58, 62, 63], [69, 64, 65], [78, 67], [66, 68], [77, 71, 70], [74, 72, 75], [73, 76, 79], [84, 81, 82], [80, 83, 87], [85, 86, 88]]
101: [[24, 7, 1], [2, 3, 36], [13, 5, 12], [4, 43], [6, 9, 10], [8, 11], [31, 14], [15, 26, 21], [17, 16], [23, 22, 19], [18, 50, 20], [25, 27, 28], [29, 30, 33], [34, 39, 32], [35, 37, 54], [42, 38, 40], [41, 60], [45, 44, 46], [47, 56, 61], [48, 55, 53], [49], [51, 52], [59, 57], [58, 62, 63], [69, 64], [65, 78, 67], [66, 68, 77], [71, 70, 74], [72, 75, 73], [76, 79, 84], [81, 82, 80], [83, 87], [85, 86, 88]]
