0: [[5, 35, 9, 3, 1, 2, 8, 14, 7, 20, 4], [19, 15, 16, 28, 11, 23, 27, 12, 24, 18, 10], [30, 13, 17, 31, 26, 21, 6], [33, 29, 37, 25, 44, 53, 32, 34, 36, 38, 39], [41, 42, 46, 45, 47, 40, 43, 48, 51, 22], [49, 52, 54, 56, 55, 50, 59, 57, 58, 60]]
74: [[5, 35, 9, 3, 1, 2, 8, 14, 7], [20, 4, 19, 15, 6, 28, 10, 11, 30], [12, 22, 17, 13, 16, 18, 31, 24, 21, 27, 23], [25, 26, 29, 37, 40, 33, 32, 36, 44, 39, 38, 41], [42, 47, 34, 43, 45, 46, 50, 48, 55], [49, 54, 53, 52, 51, 59, 58, 57, 56, 60]]
75: [[5, 35, 9, 3, 1, 2, 8, 14, 7], [20, 4, 19, 15, 6, 27, 10, 11, 24], [13, 21, 12, 17, 25, 16, 18, 23, 30, 22, 26, 29], [28, 31, 33, 36, 34, 39, 38, 32, 47], [37, 45, 41, 40, 43, 42, 46, 44, 51, 56, 50], [49, 52, 48, 55, 53, 54, 57, 58, 59, 60]]
76: [[5, 35, 9, 3, 1, 2, 8, 14, 7], [20, 4, 19, 15, 22, 31, 10, 6, 12, 13, 11, 29], [17, 16, 18, 23, 21, 24, 25, 26, 28, 27, 30], [37, 32, 36, 33, 34, 43, 39, 40, 45], [38, 41, 42, 46, 44, 47, 51, 56, 48], [49, 52, 50, 54, 53, 55, 58, 60, 59, 57]]
77: [[5, 35, 9, 3, 1, 2, 8, 14, 7, 20, 4], [19, 15, 6, 27, 10, 11, 18, 24, 12, 21, 22, 25], [16, 23, 17, 28, 26, 13, 29, 31, 30], [33, 32, 34, 36, 39, 45, 37, 44, 38], [42, 47, 43, 40, 41, 46, 51, 56, 54], [49, 52, 48, 55, 53, 58, 57, 59, 50, 60]]
78: [[5, 35, 9, 3, 1, 2, 8, 14, 7], [20, 4, 19, 15, 6, 26, 10, 11, 12, 29, 13, 23], [17, 18, 30, 16, 21, 24, 27, 22, 25, 31, 28], [33, 32, 34, 36, 37, 42, 44, 46, 45], [40, 38, 39, 41, 43, 47, 51, 56, 48], [49, 52, 50, 55, 54, 53, 58, 59, 57, 60]]
79: [[5, 35, 9, 3, 1, 2, 8, 14, 7], [20, 4, 19, 15, 6, 27, 11, 10, 13], [29, 12, 23, 17, 21, 16, 24, 22, 18], [26, 30, 28, 25, 31, 33, 32, 34, 36, 37, 38], [42, 46, 44, 39, 41, 45, 40, 43, 47, 51, 48, 56], [49, 54, 50, 55, 53, 52, 58, 57, 59, 60]]
80: [[5, 35, 9, 3, 1, 2, 8, 14, 7], [20, 4, 19, 15, 18, 27, 6, 11, 25], [13, 21, 16, 17, 26, 10, 12, 23, 29], [30, 24, 28, 31, 22, 33, 36, 32, 39, 38, 34, 46], [42, 37, 45, 40, 41, 43, 47, 44, 51, 56, 50], [49, 52, 48, 55, 54, 53, 57, 58, 59, 60]]
81: [[5, 35, 9, 3, 1, 2, 8, 14, 7, 20, 4], [19, 15, 6, 24, 11, 10, 12, 26, 13], [16, 17, 21, 18, 22, 23, 27, 28, 25], [29, 31, 30, 33, 38, 34, 32, 36, 47, 46, 37, 39], [41, 42, 44, 40, 43, 45, 51, 48, 54], [49, 52, 50, 55, 53, 58, 56, 57, 59, 60]]
82: [[5, 35, 9, 3, 1, 2, 8, 14, 7], [20, 4, 19, 15, 6, 11, 10, 13, 12], [29, 22, 21, 25, 17, 26, 30, 18, 23], [31, 16, 24, 28, 27, 41, 32, 34, 36, 33, 37], [45, 38, 40, 46, 42, 39, 43, 44, 47, 51, 56, 50], [49, 52, 48, 55, 53, 54, 57, 58, 59, 60]]
83: [[5, 35, 9, 3, 1, 2, 8, 14, 7, 20, 4, 19], [15, 18, 24, 12, 10, 6, 11, 13, 16], [17, 30, 21, 31, 22, 29, 26, 23, 27], [25, 28, 33, 36, 32, 37, 44, 39, 42, 34, 38], [40, 45, 41, 47, 43, 46, 51, 56, 50], [49, 52, 48, 55, 53, 54, 57, 58, 59, 60]]
84: [[5, 35, 9, 3, 1, 2, 8, 14, 7], [20, 4, 19, 15, 6, 24, 11, 10, 26], [28, 12, 13, 17, 30, 18, 16, 31, 21, 23, 25], [42, 27, 37, 29, 44, 50, 32, 39, 33, 34, 36, 45], [38, 43, 40, 47, 41, 46, 49, 59, 22], [51, 52, 48, 54, 53, 55, 57, 56, 58, 60]]
85: [[5, 35, 9, 3, 1, 2, 8, 14, 7], [20, 4, 19, 15, 6, 27, 10, 11, 13], [12, 25, 18, 17, 21, 31, 26, 23], [30, 16, 22, 28, 24, 29, 37, 32, 34, 33, 36, 39], [38, 47, 45, 40, 41, 42, 43, 44, 46, 51, 56, 50], [49, 52, 48, 55, 53, 58, 54, 60, 59, 57]]
86: [[5, 35, 9, 3, 1, 2, 8, 14, 7, 20, 4], [19, 15, 26, 10, 6, 11, 12, 21], [13, 16, 22, 31, 23, 27, 17, 24, 30], [25, 29, 28, 45, 32, 39, 34, 33, 44], [36, 38, 37, 40, 43, 41, 42, 46, 47, 51, 50, 58, 18], [49, 48, 52, 55, 53, 54, 57, 56, 59, 60]]
87: [[5, 35, 9, 3, 1, 2, 8, 14, 7, 20, 4], [19, 15, 6, 27, 10, 12, 11, 13, 28], [21, 17, 16, 26, 30, 18, 22, 31, 23, 24, 25, 29], [33, 32, 34, 36, 39, 37, 47, 43, 38], [42, 41, 40, 44, 45, 46, 51, 56, 50], [49, 52, 48, 54, 53, 55, 59, 58, 57, 60]]
88: [[5, 35, 9, 3, 1, 2, 8, 14, 7, 20, 4], [19, 15, 6, 27, 10, 11, 13, 25, 24, 16, 17, 12], [18, 22, 23, 21, 29, 26, 28, 30, 31], [41, 36, 34, 39, 37, 44, 45, 33, 32], [38, 42, 43, 40, 46, 47, 51, 56, 50], [49, 52, 48, 55, 53, 54, 57, 58, 59, 60]]
89: [[5, 35, 9, 3, 1, 2, 8, 14, 7], [20, 4, 19, 15, 6, 10, 11, 13, 12, 18, 27], [23, 17, 16, 24, 22, 21, 28, 26, 30], [25, 31, 29, 33, 32, 34, 37, 38, 36], [47, 46, 45, 42, 39, 40, 43, 41, 44, 51, 48, 50], [49, 52, 53, 55, 54, 58, 56, 59, 57, 60]]
90: [[5, 35, 9, 3, 1, 2, 8, 14, 7], [20, 4, 19, 15, 6, 26, 11, 10, 12, 16, 13, 17], [21, 18, 23, 24, 22, 28, 29, 25, 30, 27, 31], [33, 32, 34, 36, 37, 38, 39, 44, 45], [40, 43, 42, 41, 46, 47, 51, 56, 50], [49, 52, 48, 55, 53, 54, 59, 57, 58, 60]]
91: [[5, 35, 9, 3, 1, 2, 8, 14, 7, 20, 4], [19, 15, 6, 25, 10, 11, 13, 21, 12, 16, 22, 17], [18, 28, 23, 26, 24, 27, 29, 31, 30], [33, 34, 36, 37, 32, 46, 40, 38, 47], [43, 39, 44, 41, 42, 45, 51, 48, 54], [49, 52, 50, 55, 57, 53, 56, 58, 59, 60]]
92: [[5, 35, 9, 3, 1, 2, 8, 14, 7, 20, 4], [19, 15, 6, 11, 13, 10, 12, 29, 28], [16, 25, 17, 26, 22, 18, 21, 23, 27, 30, 24, 31], [45, 36, 32, 34, 33, 38, 37, 39, 47], [42, 43, 40, 44, 41, 46, 51, 56, 50], [49, 52, 48, 55, 53, 54, 57, 60, 59, 58]]
93: [[5, 35, 9, 3, 1, 2, 8, 14, 7], [20, 4, 19, 15, 6, 31, 10, 11, 12, 13, 16, 21], [24, 18, 26, 28, 17, 22, 29, 25, 23, 27, 30], [37, 32, 34, 41, 44, 46, 45, 39, 33], [40, 36, 43, 38, 42, 47, 51, 48, 52], [49, 50, 54, 55, 53, 59, 57, 56, 58, 60]]
94: [[5, 35, 9, 3, 1, 2, 8, 14, 7, 20, 4, 19], [15, 6, 26, 10, 11, 12, 24, 13, 22], [29, 17, 16, 18, 30, 21, 27, 23, 31, 25, 28], [33, 32, 36, 37, 34, 43, 38, 47, 42], [39, 40, 44, 41, 46, 45, 51, 58, 48], [49, 52, 50, 55, 53, 54, 57, 60, 59, 56]]
95: [[5, 35, 9, 3, 1, 2, 8, 14, 7], [20, 4, 19, 15, 6, 26, 11, 10, 13], [12, 16, 30, 17, 18, 23, 21, 22, 25], [28, 24, 27, 29, 31, 37, 36, 32, 38, 33, 45, 39], [41, 44, 40, 34, 43, 46, 42, 47, 51, 56, 58], [49, 52, 50, 55, 48, 53, 57, 54, 59, 60]]
96: [[5, 35, 9, 3, 1, 2, 8, 14, 7, 20, 4], [19, 15, 6, 24, 10, 11, 13, 16, 25], [21, 23, 27, 18, 22, 17, 26, 31, 12, 29, 30, 28], [33, 32, 34, 44, 38, 47, 36, 37, 39], [42, 43, 46, 40, 41, 45, 51, 56, 54], [49, 52, 48, 55, 53, 58, 57, 50, 59, 60]]
97: [[5, 35, 9, 3, 1, 2, 8, 14, 7], [20, 4, 19, 15, 6, 25, 10, 11, 16], [29, 24, 22, 12, 13, 18, 17, 21, 23, 31, 26], [27, 30, 28, 37, 40, 32, 33, 36, 38, 34, 43, 44], [39, 47, 42, 45, 41, 46, 51, 56, 50], [49, 52, 48, 55, 53, 54, 57, 59, 58, 60]]
98: [[5, 35, 9, 3, 1, 2, 8, 14, 7], [20, 4, 19, 15, 6, 26, 10, 11, 13], [12, 29, 22, 16, 17, 18, 28, 23, 25, 24, 21], [30, 27, 31, 45, 32, 39, 33, 37, 47], [44, 41, 34, 46, 36, 40, 38, 43, 42, 51, 56, 50], [49, 52, 48, 54, 53, 55, 57, 58, 59, 60]]
99: [[5, 35, 9, 3, 1, 2, 8, 14, 7], [20, 4, 19, 15, 6, 26, 10, 13, 11, 24, 12, 18], [21, 17, 16, 22, 30, 23, 31, 25, 27], [29, 28, 41, 32, 36, 37, 38, 47, 43], [33, 44, 42, 34, 45, 39, 40, 46, 51, 58, 48], [49, 52, 50, 55, 53, 54, 57, 60, 59, 56]]
100: [[5, 35, 9, 3, 1, 2, 8, 14, 7, 20, 4], [19, 15, 6, 12, 11, 10, 24, 13, 22], [25, 16, 17, 18, 23, 26, 29, 30, 21, 27, 28, 31], [37, 40, 32, 39, 33, 38, 34, 36, 43], [46, 44, 45, 41, 42, 47, 51, 56, 50], [49, 52, 48, 53, 54, 55, 57, 58, 59, 60]]
101: [[5, 35, 9, 3, 1, 2, 8, 14, 7], [20, 4, 19, 15, 6, 27, 10, 11, 12, 13, 29], [21, 17, 16, 18, 31, 23, 24, 25, 22], [26, 30, 28, 45, 36, 34, 32, 38, 33], [46, 39, 37, 43, 40, 41, 47, 42, 44, 51, 56, 50], [49, 52, 48, 55, 53, 54, 57, 58, 59, 60]]
102: [[5, 35, 9, 3, 1, 2, 8, 14, 7], [20, 4, 19, 15, 31, 11, 10, 6, 24], [29, 12, 13, 17, 16, 22, 18, 21, 26, 25, 30, 23], [27, 28, 37, 32, 42, 33, 38, 34, 41], [47, 39, 36, 40, 45, 43, 44, 46, 51, 56, 52], [49, 48, 50, 55, 53, 60, 54, 57, 59, 58]]
103: [[5, 35, 9, 3, 1, 2, 8, 14, 7, 20, 4, 19], [15, 6, 27, 10, 11, 18, 13, 12, 29], [17, 16, 31, 23, 22, 24, 21, 25, 26], [28, 30, 33, 36, 34, 40, 32, 46, 39, 45, 37], [41, 38, 43, 44, 42, 47, 51, 56, 50], [49, 52, 48, 55, 53, 54, 57, 58, 59, 60]]
104: [[5, 35, 9, 3, 1, 2, 8, 14, 7], [20, 4, 19, 15, 6, 31, 11, 10, 28, 13, 16], [12, 17, 21, 24, 22, 29, 18, 23, 26, 27, 25, 30], [33, 36, 32, 37, 34, 38, 40, 39, 44], [46, 41, 42, 43, 45, 47, 51, 56, 58], [49, 52, 48, 55, 53, 50, 54, 59, 57, 60]]
105: [[5, 35, 9, 3, 1, 2, 8, 14, 7, 20, 4], [19, 15, 6, 26, 11, 27, 10, 29, 12, 28, 17, 13], [16, 22, 18, 21, 23, 24, 25, 30, 31], [44, 36, 34, 32, 33, 46, 37, 39, 43], [38, 42, 40, 45, 41, 47, 51, 56, 48], [49, 52, 50, 53, 57, 54, 59, 58, 55, 60]]
106: [[5, 35, 9, 3, 1, 2, 8, 14, 7], [20, 4, 19, 15, 6, 29, 10, 23, 30, 13, 12, 16], [18, 22, 24, 17, 31, 26, 21, 11, 25, 28, 27], [32, 44, 34, 38, 45, 46, 37, 36, 41], [42, 33, 47, 43, 39, 40, 48, 50, 51], [49, 52, 53, 56, 55, 54, 57, 59, 58, 60]]
107: [[5, 35, 9, 3, 1, 2, 8, 14, 7], [20, 4, 19, 15, 6, 11, 13, 10, 24, 25], [12, 27, 21, 26, 16, 17, 23, 18], [30, 22, 28, 29, 60, 32, 31, 34, 37, 33, 47], [36, 43, 56, 39, 41, 40, 42, 44, 38, 51, 45, 46], [49, 52, 50, 53, 54, 55, 57, 58, 59, 48]]
108: [[5, 35, 9, 3, 1, 2, 8, 14, 7], [20, 4, 19, 15, 6, 28, 10, 11, 30], [21, 12, 13, 29, 24, 18, 16, 22, 26, 17, 23, 25], [31, 27, 37, 40, 32, 33, 34, 36, 39, 38, 41], [42, 46, 45, 44, 43, 47, 50, 52, 53], [49, 48, 54, 55, 59, 51, 56, 60, 57, 58]]
109: [[5, 35, 9, 3, 1, 2, 8, 14, 7, 20, 4], [19, 15, 22, 27, 6, 10, 12, 11, 13, 16, 21, 17], [26, 18, 23, 24, 25, 29, 28, 30, 31], [32, 33, 38, 39, 37, 45, 34, 47, 40], [41, 44, 42, 36, 46, 43, 51, 56, 48], [49, 52, 50, 53, 54, 55, 57, 58, 59, 60]]
110: [[5, 35, 9, 3, 1, 2, 8, 14, 7, 20, 4, 19], [15, 22, 26, 10, 6, 28, 11, 13, 29], [27, 12, 18, 16, 21, 23, 24, 17, 31], [25, 30, 37, 34, 32, 33, 36, 38, 42, 44, 39], [40, 41, 46, 43, 45, 47, 51, 48, 58], [49, 52, 50, 55, 56, 54, 53, 57, 59, 60]]
111: [[5, 35, 9, 3, 1, 2, 8, 14], [7, 20, 4, 19, 15, 12, 11, 6, 31, 16, 29], [25, 10, 17, 18, 13, 23, 22, 24, 26, 21, 27, 28], [30, 45, 32, 34, 36, 39, 37, 33, 47, 38], [42, 40, 43, 41, 44, 46, 51, 56, 53], [49, 52, 50, 55, 54, 48, 57, 58, 59, 60]]
112: [[5, 35, 9, 3, 1, 2, 8, 14, 7, 20, 4, 19], [15, 6, 27, 10, 11, 12, 13, 28, 18], [16, 17, 22, 30, 23, 25, 24, 21, 26], [31, 29, 33, 34, 39, 43, 32, 36, 47, 38, 45], [46, 37, 40, 41, 42, 44, 51, 56, 50], [49, 52, 48, 55, 53, 54, 57, 58, 59, 60]]
113: [[5, 35, 9, 3, 1, 2, 8, 14, 7, 20, 4, 19], [15, 6, 10, 11, 12, 29, 13, 28, 18, 17, 16], [22, 25, 23, 21, 26, 27, 30, 31, 24], [33, 36, 34, 32, 37, 42, 47, 38, 39], [43, 45, 40, 41, 44, 46, 51, 48, 58], [49, 52, 50, 55, 53, 54, 56, 60, 59, 57]]
114: [[5, 35, 9, 3, 1, 2, 8, 14, 7, 20, 4], [19, 15, 31, 11, 6, 10, 28, 29, 12], [21, 16, 17, 22, 18, 23, 13, 24, 26], [25, 27, 30, 37, 32, 41, 33, 34, 38, 36, 47, 39], [42, 40, 45, 43, 44, 46, 51, 56, 49], [50, 52, 54, 55, 53, 48, 58, 57, 59, 60]]
115: [[5, 35, 9, 3, 1, 2, 8, 14, 7, 20, 4, 19], [15, 10, 11, 6, 12, 29, 25, 13, 17, 16, 18], [23, 31, 26, 21, 22, 30, 24, 27, 28], [33, 32, 34, 36, 37, 44, 39, 47, 38], [42, 40, 45, 43, 41, 46, 51, 48, 52], [49, 54, 50, 55, 53, 56, 57, 60, 59, 58]]
116: [[5, 35, 9, 3, 1, 2, 8, 14, 7, 20, 4], [19, 15, 6, 26, 10, 11, 12, 22, 13], [17, 21, 16, 30, 24, 18, 23, 25, 29], [27, 31, 28, 37, 32, 34, 33, 44, 46, 36, 38, 45], [40, 41, 39, 43, 42, 52, 51, 48, 47], [49, 50, 54, 55, 53, 58, 56, 57, 59, 60]]
117: [[5, 35, 9, 3, 1, 2, 8], [14, 7, 20, 4, 19, 15, 16, 30, 10, 6, 25], [12, 28, 18, 11, 13, 23, 17, 24, 26, 21, 27], [31, 33, 29, 37, 42, 32, 39, 34, 38, 41, 43], [40, 44, 45, 48, 47, 46, 59, 50, 49, 22], [54, 52, 36, 55, 53, 56, 51, 57, 58, 60]]
118: [[5, 35, 9, 3, 1, 2, 8, 14, 7, 20, 4], [19, 15, 6, 30, 11, 10, 25, 12, 28], [26, 18, 23, 31, 17, 24, 27, 21, 22], [16, 29, 13, 41, 42, 48, 33, 36, 32, 38, 34, 37], [39, 46, 45, 47, 44, 58, 49, 51, 40], [43, 52, 50, 54, 53, 55, 56, 57, 59, 60]]
119: [[5, 35, 9, 3, 1, 2, 8, 14, 7], [20, 4, 19, 15, 6, 12, 11, 10, 21], [29, 13, 16, 17, 18, 27, 22, 23, 26, 25, 28], [24, 31, 30, 33, 36, 32, 39, 42, 34, 38, 41, 40], [37, 43, 44, 45, 46, 47, 51, 57, 54], [49, 52, 48, 50, 53, 55, 56, 58, 59, 60]]
120: [[5, 35, 9, 3, 1, 2, 8, 14, 7], [20, 4, 19, 15, 6, 24, 11, 12, 28, 21, 29], [16, 18, 31, 10, 13, 25, 22, 30, 27, 23, 17, 26], [49, 40, 33, 36, 37, 38, 43, 32, 45], [34, 47, 42, 39, 41, 44, 50, 60, 52], [46, 48, 51, 53, 54, 55, 57, 58, 56, 59]]
121: [[5, 35, 9, 3, 1, 2, 8, 14, 7, 20, 4], [19, 15, 12, 26, 11, 31, 13, 6, 29, 17, 16], [22, 21, 23, 24, 30, 25, 27], [10, 28, 33, 37, 32, 53, 36, 34, 46, 38, 44], [41, 42, 43, 39, 47, 40, 45, 50, 51, 18], [49, 52, 48, 54, 55, 57, 56, 59, 58, 60]]
