0: [[3, 69, 22, 1, 70, 12, 13, 2, 36], [5, 4, 7, 59, 6, 9, 25, 8, 16, 44], [15, 24, 23, 19, 50, 17, 11, 14, 21], [20, 18, 10, 63, 57, 29, 26, 28, 31, 39], [51, 34, 33, 35, 45, 40, 30, 27, 38, 47], [37, 41, 42, 32, 54, 43, 46, 49, 48, 60], [53, 52, 56, 55, 58, 61, 62, 64, 65, 66], [71, 67, 68, 75, 73, 74, 72, 78, 76, 77], [79, 80, 83, 85, 81, 82, 87, 84, 86, 88]]
51: [[3, 69, 22, 1, 70, 12, 14, 2, 36, 5, 4, 7, 43, 6, 9, 25, 10, 24, 13, 15, 28, 23], [19, 50, 8, 11, 16, 21, 17, 18, 20, 59, 57, 29, 30, 26, 31, 39, 51, 34, 33, 35, 44, 40], [32, 27, 38, 45, 37, 41, 42, 62, 53, 47, 46, 49, 48, 54, 52, 55, 61, 58, 56, 60, 63, 64], [65, 66, 79, 67, 68, 71, 73, 75, 76, 74, 72, 77, 78, 80, 83, 85, 81, 82, 86, 84, 87, 88]]
52: [[3, 69, 22, 1, 70, 12, 14, 2, 36, 5, 4, 7, 43, 6, 9, 25, 10, 24, 13, 15, 28, 23], [19, 50, 8, 11, 16, 21, 17, 18, 20, 59, 57, 29, 30, 26, 31, 39, 51, 34, 33, 35, 44, 40], [32, 27, 38, 45, 37, 41, 42, 62, 53, 47, 46, 49, 48, 54, 52, 55, 61, 58, 56, 60, 63, 64], [65, 66, 79, 67, 68, 71, 73, 75, 76, 74, 72, 77, 78, 80, 83, 85, 81, 82, 86, 84, 87, 88]]
53: [[3, 69, 22, 1, 70, 12, 14, 2, 36, 5, 4, 7, 43, 6, 9, 25, 10, 24, 13, 15, 28, 23], [19, 50, 8, 11, 16, 21, 17, 18, 20, 59, 57, 29, 30, 26, 31, 39, 51, 34, 33, 35, 44, 40], [32, 27, 38, 45, 37, 41, 42, 62, 53, 47, 46, 49, 48, 54, 52, 55, 61, 58, 56, 60, 63, 64], [65, 66, 79, 67, 68, 71, 73, 75, 76, 74, 72, 77, 78, 80, 83, 85, 81, 82, 86, 84, 87, 88]]
54: [[3, 69, 22, 1, 70, 12, 14, 2, 36, 5, 4, 7, 43, 6, 9, 25, 10, 24, 13, 15, 28, 23], [19, 50, 8, 11, 16, 21, 17, 18, 20, 59, 57, 29, 30, 26, 31, 39, 51, 34, 33, 35, 44, 40], [32, 27, 38, 45, 37, 41, 42, 62, 53, 47, 46, 49, 48, 54, 52, 55, 61, 58, 56, 60, 63, 64], [65, 66, 79, 67, 68, 71, 73, 75, 76, 74, 72, 77, 78, 80, 83, 85, 81, 82, 86, 84, 87, 88]]
55: [[3, 69, 22, 1, 70, 12, 14, 2, 36, 5, 4, 7, 43, 6, 9, 25, 10, 24, 13, 15, 28, 23], [19, 50, 8, 11, 16, 21, 17, 18, 20, 59, 57, 29, 30, 26, 31, 39, 51, 34, 33, 35, 44, 40], [32, 27, 38, 45, 37, 41, 42, 62, 53, 47, 46, 49, 48, 54, 52, 55, 61, 58, 56, 60, 63, 64], [65, 66, 79, 67, 68, 71, 73, 75, 76, 74, 72, 77, 78, 80, 83, 85, 81, 82, 86, 84, 87, 88]]
56: [[3, 69, 22, 1, 70, 12, 14, 2, 36, 5, 4, 7, 43, 6, 9, 25, 10, 24, 13, 15, 28, 23], [19, 50, 8, 11, 16, 21, 17, 18, 20, 59, 57, 29, 30, 26, 31, 39, 51, 34, 33, 35, 44, 40], [32, 27, 38, 45, 37, 41, 42, 62, 53, 47, 46, 49, 48, 54, 52, 55, 61, 58, 56, 60, 63, 64], [65, 66, 79, 67, 68, 71, 73, 75, 76, 74, 72, 77, 78, 80, 83, 85, 81, 82, 86, 84, 87, 88]]
57: [[3, 69, 22, 1, 70, 12, 14, 2, 36, 5, 4, 7, 43, 6, 9, 25, 10, 24, 13, 15, 28, 23], [19, 50, 8, 11, 16, 21, 17, 18, 20, 59, 57, 29, 30, 26, 31, 39, 51, 34, 33, 35, 44, 40], [32, 27, 38, 45, 37, 41, 42, 62, 53, 47, 46, 49, 48, 54, 52, 55, 61, 58, 56, 60, 63, 64], [65, 66, 79, 67, 68, 71, 73, 75, 76, 74, 72, 77, 78, 80, 83, 85, 81, 82, 86, 84, 87, 88]]
58: [[3, 69, 22, 1, 70, 12, 14, 2, 36, 5, 4, 7, 43, 6, 9, 25, 10, 24, 13, 15, 28, 23], [19, 50, 8, 11, 16, 21, 17, 18, 20, 59, 57, 29, 30, 26, 31, 39, 51, 34, 33, 35, 44, 40], [32, 27, 38, 45, 37, 41, 42, 62, 53, 47, 46, 49, 48, 54, 52, 55, 61, 58, 56, 60, 63, 64], [65, 66, 79, 67, 68, 71, 73, 75, 76, 74, 72, 77, 78, 80, 83, 85, 81, 82, 86, 84, 87, 88]]
59: [[3, 69, 22, 1, 70, 12, 14, 2, 36, 5, 4, 7, 43, 6, 9, 25, 10, 24, 13, 15, 28, 23], [19, 50, 8, 11, 16, 21, 17, 18, 20, 59, 57, 29, 30, 26, 31, 39, 51, 34, 33, 35, 44, 40], [32, 27, 38, 45, 37, 41, 42, 62, 53, 47, 46, 49, 48, 54, 52, 55, 61, 58, 56, 60, 63, 64], [65, 66, 79, 67, 68, 71, 73, 75, 76, 74, 72, 77, 78, 80, 83, 85, 81, 82, 86, 84, 87, 88]]
60: [[3, 69, 22, 1, 70, 12, 14, 2, 36, 5, 4, 7, 43, 6, 9, 25, 10, 24, 13, 15, 28, 23], [19, 50, 8, 11, 16, 21, 17, 18, 20, 59, 57, 29, 30, 26, 31, 39, 51, 34, 33, 35, 44, 40], [32, 27, 38, 45, 37, 41, 42, 62, 53, 47, 46, 49, 48, 54, 52, 55, 61, 58, 56, 60, 63, 64], [65, 66, 79, 67, 68, 71, 73, 75, 76, 74, 72, 77, 78, 80, 83, 85, 81, 82, 86, 84, 87, 88]]
61: [[3, 69, 22, 1, 70, 12, 14, 2, 36, 5, 4, 7, 43, 6, 9, 25, 10, 24, 13, 15, 28, 23], [19, 50, 8, 11, 16, 21, 17, 18, 20, 59, 57, 29, 30, 26, 31, 39, 51, 34, 33, 35, 44, 40], [32, 27, 38, 45, 37, 41, 42, 62, 53, 47, 46, 49, 48, 54, 52, 55, 61, 58, 56, 60, 63, 64], [65, 66, 79, 67, 68, 71, 73, 75, 76, 74, 72, 77, 78, 80, 83, 85, 81, 82, 86, 84, 87, 88]]
62: [[3, 69, 22, 1, 70, 12, 14, 2, 36, 5, 4, 7, 43, 6, 9, 25, 10, 24, 13, 15, 28, 23], [19, 50, 8, 11, 16, 21, 17, 18, 20, 59, 57, 29, 30, 26, 31, 39, 51, 34, 33, 35, 44, 40], [32, 27, 38, 45, 37, 41, 42, 62, 53, 47, 46, 49, 48, 54, 52, 55, 61, 58, 56, 60, 63, 64], [65, 66, 79, 67, 68, 71, 73, 75, 76, 74, 72, 77, 78, 80, 83, 85, 81, 82, 86, 84, 87, 88]]
63: [[3, 69, 22, 1, 70, 12, 14, 2, 36, 5, 4, 7, 43, 6, 9, 25, 10, 24, 13, 15, 28, 23], [19, 50, 8, 11, 16, 21, 17, 18, 20, 59, 57, 29, 30, 26, 31, 39, 51, 34, 33, 35, 44, 40], [32, 27, 38, 45, 37, 41, 42, 62, 53, 47, 46, 49, 48, 54, 52, 55, 61, 58, 56, 60, 63, 64], [65, 66, 79, 67, 68, 71, 73, 75, 76, 74, 72, 77, 78, 80, 83, 85, 81, 82, 86, 84, 87, 88]]
64: [[3, 69, 22, 1, 70, 12, 14, 2, 36, 5, 4, 7, 43, 6, 9, 25, 10, 24, 13, 15, 28, 23], [19, 50, 8, 11, 16, 21, 17, 18, 20, 59, 57, 29, 30, 26, 31, 39, 51, 34, 33, 35, 44, 40], [32, 27, 38, 45, 37, 41, 42, 62, 53, 47, 46, 49, 48, 54, 52, 55, 61, 58, 56, 60, 63, 64], [65, 66, 79, 67, 68, 71, 73, 75, 76, 74, 72, 77, 78, 80, 83, 85, 81, 82, 86, 84, 87, 88]]
65: [[3, 69, 22, 1, 70, 12, 14, 2, 36, 5, 4, 7, 43, 6, 9, 25, 10, 24, 13, 15, 28, 23], [19, 50, 8, 11, 16, 21, 17, 18, 20, 59, 57, 29, 30, 26, 31, 39, 51, 34, 33, 35, 44, 40], [32, 27, 38, 45, 37, 41, 42, 62, 53, 47, 46, 49, 48, 54, 52, 55, 61, 58, 56, 60, 63, 64], [65, 66, 79, 67, 68, 71, 73, 75, 76, 74, 72, 77, 78, 80, 83, 85, 81, 82, 86, 84, 87, 88]]
66: [[3, 69, 22, 1, 70, 12, 14, 2, 36, 5, 4, 7, 43, 6, 9, 25, 10, 24, 13, 15, 28, 23], [19, 50, 8, 11, 16, 21, 17, 18, 20, 59, 57, 29, 30, 26, 31, 39, 51, 34, 33, 35, 44, 40], [32, 27, 38, 45, 37, 41, 42, 62, 53, 47, 46, 49, 48, 54, 52, 55, 61, 58, 56, 60, 63, 64], [65, 66, 79, 67, 68, 71, 73, 75, 76, 74, 72, 77, 78, 80, 83, 85, 81, 82, 86, 84, 87, 88]]
67: [[3, 69, 22, 1, 70, 12, 14, 2, 36, 5, 4, 7, 43, 6, 9, 25, 10, 24, 13, 15, 28, 23], [19, 50, 8, 11, 16, 21, 17, 18, 20, 59, 57, 29, 30, 26, 31, 39, 51, 34, 33, 35, 44, 40], [32, 27, 38, 45, 37, 41, 42, 62, 53, 47, 46, 49, 48, 54, 52, 55, 61, 58, 56, 60, 63, 64], [65, 66, 79, 67, 68, 71, 73, 75, 76, 74, 72, 77, 78, 80, 83, 85, 81, 82, 86, 84, 87, 88]]
68: [[3, 69, 22, 1, 70, 12, 14, 2, 36, 5, 4, 7, 43, 6, 9, 25, 10, 24, 13, 15, 28, 23], [19, 50, 8, 11, 16, 21, 17, 18, 20, 59, 57, 29, 30, 26, 31, 39, 51, 34, 33, 35, 44, 40], [32, 27, 38, 45, 37, 41, 42, 62, 53, 47, 46, 49, 48, 54, 52, 55, 61, 58, 56, 60, 63, 64], [65, 66, 79, 67, 68, 71, 73, 75, 76, 74, 72, 77, 78, 80, 83, 85, 81, 82, 86, 84, 87, 88]]
69: [[3, 69, 22, 1, 70, 12, 14, 2, 36, 5, 4, 7, 43, 6, 9, 25, 10, 24, 13, 15, 28, 23], [19, 50, 8, 11, 16, 21, 17, 18, 20, 59, 57, 29, 30, 26, 31, 39, 51, 34, 33, 35, 44, 40], [32, 27, 38, 45, 37, 41, 42, 62, 53, 47, 46, 49, 48, 54, 52, 55, 61, 58, 56, 60, 63, 64], [65, 66, 79, 67, 68, 71, 73, 75, 76, 74, 72, 77, 78, 80, 83, 85, 81, 82, 86, 84, 87, 88]]
70: [[3, 69, 22, 1, 70, 12, 14, 2, 36, 5, 4, 7, 43, 6, 9, 25, 10, 24, 13, 15, 28, 23], [19, 50, 8, 11, 16, 21, 17, 18, 20, 59, 57, 29, 30, 26, 31, 39, 51, 34, 33, 35, 44, 40], [32, 27, 38, 45, 37, 41, 42, 62, 53, 47, 46, 49, 48, 54, 52, 55, 61, 58, 56, 60, 63, 64], [65, 66, 79, 67, 68, 71, 73, 75, 76, 74, 72, 77, 78, 80, 83, 85, 81, 82, 86, 84, 87, 88]]
71: [[3, 69, 22, 1, 70, 12, 14, 2, 36, 5, 4, 7, 43, 6, 9, 25, 10, 24, 13, 15, 28, 23], [19, 50, 8, 11, 16, 21, 17, 18, 20, 59, 57, 29, 30, 26, 31, 39, 51, 34, 33, 35, 44, 40], [32, 27, 38, 45, 37, 41, 42, 62, 53, 47, 46, 49, 48, 54, 52, 55, 61, 58, 56, 60, 63, 64], [65, 66, 79, 67, 68, 71, 73, 75, 76, 74, 72, 77, 78, 80, 83, 85, 81, 82, 86, 84, 87, 88]]
72: [[3, 69, 22, 1, 70, 12, 14, 2, 36, 5, 4, 7, 43, 6, 9, 25, 10, 24, 13, 15, 28, 23], [19, 50, 8, 11, 16, 21, 17, 18, 20, 59, 57, 29, 30, 26, 31, 39, 51, 34, 33, 35, 44, 40], [32, 27, 38, 45, 37, 41, 42, 62, 53, 47, 46, 49, 48, 54, 52, 55, 61, 58, 56, 60, 63, 64], [65, 66, 79, 67, 68, 71, 73, 75, 76, 74, 72, 77, 78, 80, 83, 85, 81, 82, 86, 84, 87, 88]]
73: [[3, 69, 22, 1, 70, 12, 14, 2, 36, 5, 4, 7, 43, 6, 9, 25, 10, 24, 13, 15, 28, 23], [19, 50, 8, 11, 16, 21, 17, 18, 20, 59, 57, 29, 30, 26, 31, 39, 51, 34, 33, 35, 44, 40], [32, 27, 38, 45, 37, 41, 42, 62, 53, 47, 46, 49, 48, 54, 52, 55, 61, 58, 56, 60, 63, 64], [65, 66, 79, 67, 68, 71, 73, 75, 76, 74, 72, 77, 78, 80, 83, 85, 81, 82, 86, 84, 87, 88]]
74: [[3, 69, 22, 1, 70, 12, 14, 2, 36, 5, 4, 7, 43, 6, 9, 25, 10, 24, 13, 15, 28, 23], [19, 50, 8, 11, 16, 21, 17, 18, 20, 59, 57, 29, 30, 26, 31, 39, 51, 34, 33, 35, 44, 40], [32, 27, 38, 45, 37, 41, 42, 62, 53, 47, 46, 49, 48, 54, 52, 55, 61, 58, 56, 60, 63, 64], [65, 66, 79, 67, 68, 71, 73, 75, 76, 74, 72, 77, 78, 80, 83, 85, 81, 82, 86, 84, 87, 88]]
75: [[3, 69, 22, 1, 70, 12, 14, 2, 36, 5, 4, 7, 43, 6, 9, 25, 10, 24, 13, 15, 28, 23], [19, 50, 8, 11, 16, 21, 17, 18, 20, 59, 57, 29, 30, 26, 31, 39, 51, 34, 33, 35, 44, 40], [32, 27, 38, 45, 37, 41, 42, 62, 53, 47, 46, 49, 48, 54, 52, 55, 61, 58, 56, 60, 63, 64], [65, 66, 79, 67, 68, 71, 73, 75, 76, 74, 72, 77, 78, 80, 83, 85, 81, 82, 86, 84, 87, 88]]
76: [[3, 69, 22, 1, 70, 12, 14, 2, 36, 5, 4, 7, 43, 6, 9, 25, 10, 24, 13, 15, 28, 23], [19, 50, 8, 11, 16, 21, 17, 18, 20, 59, 57, 29, 30, 26, 31, 39, 51, 34, 33, 35, 44, 40], [32, 27, 38, 45, 37, 41, 42, 62, 53, 47, 46, 49, 48, 54, 52, 55, 61, 58, 56, 60, 63, 64], [65, 66, 79, 67, 68, 71, 73, 75, 76, 74, 72, 77, 78, 80, 83, 85, 81, 82, 86, 84, 87, 88]]
77: [[3, 69, 22, 1, 70, 12, 14, 2, 36, 5, 4, 7, 43, 6, 9, 25, 10, 24, 13, 15, 28, 23], [19, 50, 8, 11, 16, 21, 17, 18, 20, 59, 57, 29, 30, 26, 31, 39, 51, 34, 33, 35, 44, 40], [32, 27, 38, 45, 37, 41, 42, 62, 53, 47, 46, 49, 48, 54, 52, 55, 61, 58, 56, 60, 63, 64], [65, 66, 79, 67, 68, 71, 73, 75, 76, 74, 72, 77, 78, 80, 83, 85, 81, 82, 86, 84, 87, 88]]
78: [[3, 69, 22, 1, 70, 12, 14, 2, 36, 5, 4, 7, 43, 6, 9, 25, 10, 24, 13, 15, 28, 23], [19, 50, 8, 11, 16, 21, 17, 18, 20, 59, 57, 29, 30, 26, 31, 39, 51, 34, 33, 35, 44, 40], [32, 27, 38, 45, 37, 41, 42, 62, 53, 47, 46, 49, 48, 54, 52, 55, 61, 58, 56, 60, 63, 64], [65, 66, 79, 67, 68, 71, 73, 75, 76, 74, 72, 77, 78, 80, 83, 85, 81, 82, 86, 84, 87, 88]]
79: [[3, 69, 22, 1, 70, 12, 14, 2, 36, 5, 4, 7, 43, 6, 9, 25, 10, 24, 13, 15, 28, 23], [19, 50, 8, 11, 16, 21, 17, 18, 20, 59, 57, 29, 30, 26, 31, 39, 51, 34, 33, 35, 44, 40], [32, 27, 38, 45, 37, 41, 42, 62, 53, 47, 46, 49, 48, 54, 52, 55, 61, 58, 56, 60, 63, 64], [65, 66, 79, 67, 68, 71, 73, 75, 76, 74, 72, 77, 78, 80, 83, 85, 81, 82, 86, 84, 87, 88]]
80: [[3, 69, 22, 1, 70, 12, 14, 2, 36, 5, 4, 7, 43, 6, 9, 25, 10, 24, 13, 15, 28, 23], [19, 50, 8, 11, 16, 21, 17, 18, 20, 59, 57, 29, 30, 26, 31, 39, 51, 34, 33, 35, 44, 40], [32, 27, 38, 45, 37, 41, 42, 62, 53, 47, 46, 49, 48, 54, 52, 55, 61, 58, 56, 60, 63, 64], [65, 66, 79, 67, 68, 71, 73, 75, 76, 74, 72, 77, 78, 80, 83, 85, 81, 82, 86, 84, 87, 88]]
81: [[3, 69, 22, 1, 70, 12, 14, 2, 36, 5, 4, 7, 43, 6, 9, 25, 10, 24, 13, 15, 28, 23], [19, 50, 8, 11, 16, 21, 17, 18, 20, 59, 57, 29, 30, 26, 31, 39, 51, 34, 33, 35, 44, 40], [32, 27, 38, 45, 37, 41, 42, 62, 53, 47, 46, 49, 48, 54, 52, 55, 61, 58, 56, 60, 63, 64], [65, 66, 79, 67, 68, 71, 73, 75, 76, 74, 72, 77, 78, 80, 83, 85, 81, 82, 86, 84, 87, 88]]
82: [[3, 69, 22, 1, 70, 12, 14, 2, 36, 5, 4, 7, 43, 6, 9, 25, 10, 24, 13, 15, 28, 23], [19, 50, 8, 11, 16, 21, 17, 18, 20, 59, 57, 29, 30, 26, 31, 39, 51, 34, 33, 35, 44, 40], [32, 27, 38, 45, 37, 41, 42, 62, 53, 47, 46, 49, 48, 54, 52, 55, 61, 58, 56, 60, 63, 64], [65, 66, 79, 67, 68, 71, 73, 75, 76, 74, 72, 77, 78, 80, 83, 85, 81, 82, 86, 84, 87, 88]]
83: [[3, 69, 22, 1, 70, 12, 14, 2, 36, 5, 4, 7, 43, 6, 9, 25, 10, 24, 13, 15, 28, 23], [19, 50, 8, 11, 16, 21, 17, 18, 20, 59, 57, 29, 30, 26, 31, 39, 51, 34, 33, 35, 44, 40], [32, 27, 38, 45, 37, 41, 42, 62, 53, 47, 46, 49, 48, 54, 52, 55, 61, 58, 56, 60, 63, 64], [65, 66, 79, 67, 68, 71, 73, 75, 76, 74, 72, 77, 78, 80, 83, 85, 81, 82, 86, 84, 87, 88]]
84: [[3, 69, 22, 1, 70, 12, 14, 2, 36, 5, 4, 7, 43, 6, 9, 25, 10, 24, 13, 15, 28, 23], [19, 50, 8, 11, 16, 21, 17, 18, 20, 59, 57, 29, 30, 26, 31, 39, 51, 34, 33, 35, 44, 40], [32, 27, 38, 45, 37, 41, 42, 62, 53, 47, 46, 49, 48, 54, 52, 55, 61, 58, 56, 60, 63, 64], [65, 66, 79, 67, 68, 71, 73, 75, 76, 74, 72, 77, 78, 80, 83, 85, 81, 82, 86, 84, 87, 88]]
85: [[3, 69, 22, 1, 70, 12, 14, 2, 36, 5, 4, 7, 43, 6, 9, 25, 10, 24, 13, 15, 28, 23], [19, 50, 8, 11, 16, 21, 17, 18, 20, 59, 57, 29, 30, 26, 31, 39, 51, 34, 33, 35, 44, 40], [32, 27, 38, 45, 37, 41, 42, 62, 53, 47, 46, 49, 48, 54, 52, 55, 61, 58, 56, 60, 63, 64], [65, 66, 79, 67, 68, 71, 73, 75, 76, 74, 72, 77, 78, 80, 83, 85, 81, 82, 86, 84, 87, 88]]
86: [[3, 69, 22, 1, 70, 12, 14, 2, 36, 5, 4, 7, 43, 6, 9, 25, 10, 24, 13, 15, 28, 23], [19, 50, 8, 11, 16, 21, 17, 18, 20, 59, 57, 29, 30, 26, 31, 39, 51, 34, 33, 35, 44, 40], [32, 27, 38, 45, 37, 41, 42, 62, 53, 47, 46, 49, 48, 54, 52, 55, 61, 58, 56, 60, 63, 64], [65, 66, 79, 67, 68, 71, 73, 75, 76, 74, 72, 77, 78, 80, 83, 85, 81, 82, 86, 84, 87, 88]]
87: [[3, 69, 22, 1, 70, 12, 14, 2, 36, 5, 4, 7, 43, 6, 9, 25, 10, 24, 13, 15, 28, 23], [19, 50, 8, 11, 16, 21, 17, 18, 20, 59, 57, 29, 30, 26, 31, 39, 51, 34, 33, 35, 44, 40], [32, 27, 38, 45, 37, 41, 42, 62, 53, 47, 46, 49, 48, 54, 52, 55, 61, 58, 56, 60, 63, 64], [65, 66, 79, 67, 68, 71, 73, 75, 76, 74, 72, 77, 78, 80, 83, 85, 81, 82, 86, 84, 87, 88]]
88: [[3, 69, 22, 1, 70, 12, 14, 2, 36, 5, 4, 7, 43, 6, 9, 25, 10, 24, 13, 15, 28, 23], [19, 50, 8, 11, 16, 21, 17, 18, 20, 59, 57, 29, 30, 26, 31, 39, 51, 34, 33, 35, 44, 40], [32, 27, 38, 45, 37, 41, 42, 62, 53, 47, 46, 49, 48, 54, 52, 55, 61, 58, 56, 60, 63, 64], [65, 66, 79, 67, 68, 71, 73, 75, 76, 74, 72, 77, 78, 80, 83, 85, 81, 82, 86, 84, 87, 88]]
89: [[3, 69, 22, 1, 70, 12, 14, 2, 36, 5, 4, 7, 43, 6, 9, 25, 10, 24, 13, 15, 28, 23], [19, 50, 8, 11, 16, 21, 17, 18, 20, 59, 57, 29, 30, 26, 31, 39, 51, 34, 33, 35, 44, 40], [32, 27, 38, 45, 37, 41, 42, 62, 53, 47, 46, 49, 48, 54, 52, 55, 61, 58, 56, 60, 63, 64], [65, 66, 79, 67, 68, 71, 73, 75, 76, 74, 72, 77, 78, 80, 83, 85, 81, 82, 86, 84, 87, 88]]
90: [[3, 69, 22, 1, 70, 12, 14, 2, 36, 5, 4, 7, 43, 6, 9, 25, 10, 24, 13, 15, 28, 23], [19, 50, 8, 11, 16, 21, 17, 18, 20, 59, 57, 29, 30, 26, 31, 39, 51, 34, 33, 35, 44, 40], [32, 27, 38, 45, 37, 41, 42, 62, 53, 47, 46, 49, 48, 54, 52, 55, 61, 58, 56, 60, 63, 64], [65, 66, 79, 67, 68, 71, 73, 75, 76, 74, 72, 77, 78, 80, 83, 85, 81, 82, 86, 84, 87, 88]]
91: [[3, 69, 22, 1, 70, 12, 14, 2, 36, 5, 4, 7, 43, 6, 9, 25, 10, 24, 13, 15, 28, 23], [19, 50, 8, 11, 16, 21, 17, 18, 20, 59, 57, 29, 30, 26, 31, 39, 51, 34, 33, 35, 44, 40], [32, 27, 38, 45, 37, 41, 42, 62, 53, 47, 46, 49, 48, 54, 52, 55, 61, 58, 56, 60, 63, 64], [65, 66, 79, 67, 68, 71, 73, 75, 76, 74, 72, 77, 78, 80, 83, 85, 81, 82, 86, 84, 87, 88]]
92: [[3, 69, 22, 1, 70, 12, 14, 2, 36, 5, 4, 7, 43, 6, 9, 25, 10, 24, 13, 15, 28, 23], [19, 50, 8, 11, 16, 21, 17, 18, 20, 59, 57, 29, 30, 26, 31, 39, 51, 34, 33, 35, 44, 40], [32, 27, 38, 45, 37, 41, 42, 62, 53, 47, 46, 49, 48, 54, 52, 55, 61, 58, 56, 60, 63, 64], [65, 66, 79, 67, 68, 71, 73, 75, 76, 74, 72, 77, 78, 80, 83, 85, 81, 82, 86, 84, 87, 88]]
93: [[3, 69, 22, 1, 70, 12, 14, 2, 36, 5, 4, 7, 43, 6, 9, 25, 10, 24, 13, 15, 28, 23], [19, 50, 8, 11, 16, 21, 17, 18, 20, 59, 57, 29, 30, 26, 31, 39, 51, 34, 33, 35, 44, 40], [32, 27, 38, 45, 37, 41, 42, 62, 53, 47, 46, 49, 48, 54, 52, 55, 61, 58, 56, 60, 63, 64], [65, 66, 79, 67, 68, 71, 73, 75, 76, 74, 72, 77, 78, 80, 83, 85, 81, 82, 86, 84, 87, 88]]
94: [[3, 69, 22, 1, 70, 12, 14, 2, 36, 5, 4, 7, 43, 6, 9, 25, 10, 24, 13, 15, 28, 23], [19, 50, 8, 11, 16, 21, 17, 18, 20, 59, 57, 29, 30, 26, 31, 39, 51, 34, 33, 35, 44, 40], [32, 27, 38, 45, 37, 41, 42, 62, 53, 47, 46, 49, 48, 54, 52, 55, 61, 58, 56, 60, 63, 64], [65, 66, 79, 67, 68, 71, 73, 75, 76, 74, 72, 77, 78, 80, 83, 85, 81, 82, 86, 84, 87, 88]]
95: [[3, 69, 22, 1, 70, 12, 14, 2, 36, 5, 4, 7, 43, 6, 9, 25, 10, 24, 13, 15, 28, 23], [19, 50, 8, 11, 16, 21, 17, 18, 20, 59, 57, 29, 30, 26, 31, 39, 51, 34, 33, 35, 44, 40], [32, 27, 38, 45, 37, 41, 42, 62, 53, 47, 46, 49, 48, 54, 52, 55, 61, 58, 56, 60, 63, 64], [65, 66, 79, 67, 68, 71, 73, 75, 76, 74, 72, 77, 78, 80, 83, 85, 81, 82, 86, 84, 87, 88]]
96: [[3, 69, 22, 1, 70, 12, 14, 2, 36, 5, 4, 7, 43, 6, 9, 25, 10, 24, 13, 15, 28, 23], [19, 50, 8, 11, 16, 21, 17, 18, 20, 59, 57, 29, 30, 26, 31, 39, 51, 34, 33, 35, 44, 40], [32, 27, 38, 45, 37, 41, 42, 62, 53, 47, 46, 49, 48, 54, 52, 55, 61, 58, 56, 60, 63, 64], [65, 66, 79, 67, 68, 71, 73, 75, 76, 74, 72, 77, 78, 80, 83, 85, 81, 82, 86, 84, 87, 88]]
97: [[3, 69, 22, 1, 70, 12, 14, 2, 36, 5, 4, 7, 43, 6, 9, 25, 10, 24, 13, 15, 28, 23], [19, 50, 8, 11, 16, 21, 17, 18, 20, 59, 57, 29, 30, 26, 31, 39, 51, 34, 33, 35, 44, 40], [32, 27, 38, 45, 37, 41, 42, 62, 53, 47, 46, 49, 48, 54, 52, 55, 61, 58, 56, 60, 63, 64], [65, 66, 79, 67, 68, 71, 73, 75, 76, 74, 72, 77, 78, 80, 83, 85, 81, 82, 86, 84, 87, 88]]
98: [[3, 69, 22, 1, 70, 12, 14, 2, 36, 5, 4, 7, 43, 6, 9, 25, 10, 24, 13, 15, 28, 23], [19, 50, 8, 11, 16, 21, 17, 18, 20, 59, 57, 29, 30, 26, 31, 39, 51, 34, 33, 35, 44, 40], [32, 27, 38, 45, 37, 41, 42, 62, 53, 47, 46, 49, 48, 54, 52, 55, 61, 58, 56, 60, 63, 64], [65, 66, 79, 67, 68, 71, 73, 75, 76, 74, 72, 77, 78, 80, 83, 85, 81, 82, 86, 84, 87, 88]]
99: [[3, 69, 22, 1, 70, 12, 14, 2, 36, 5, 4, 7, 43, 6, 9, 25, 10, 24, 13, 15, 28, 23], [19, 50, 8, 11, 16, 21, 17, 18, 20, 59, 57, 29, 30, 26, 31, 39, 51, 34, 33, 35, 44, 40], [32, 27, 38, 45, 37, 41, 42, 62, 53, 47, 46, 49, 48, 54, 52, 55, 61, 58, 56, 60, 63, 64], [65, 66, 79, 67, 68, 71, 73, 75, 76, 74, 72, 77, 78, 80, 83, 85, 81, 82, 86, 84, 87, 88]]
100: [[3, 69, 22, 1, 70, 12, 14, 2, 36, 5, 4, 7, 43, 6, 9, 25, 10, 24, 13, 15, 28, 23], [19, 50, 8, 11, 16, 21, 17, 18, 20, 59, 57, 29, 30, 26, 31, 39, 51, 34, 33, 35, 44, 40], [32, 27, 38, 45, 37, 41, 42, 62, 53, 47, 46, 49, 48, 54, 52, 55, 61, 58, 56, 60, 63, 64], [65, 66, 79, 67, 68, 71, 73, 75, 76, 74, 72, 77, 78, 80, 83, 85, 81, 82, 86, 84, 87, 88]]
101: [[3, 69, 22, 1, 70, 12, 14, 2, 36, 5, 4, 7, 43, 6, 9, 25, 10, 24, 13, 15, 28, 23], [19, 50, 8, 11, 16, 21, 17, 18, 20, 59, 57, 29, 30, 26, 31, 39, 51, 34, 33, 35, 44, 40], [32, 27, 38, 45, 37, 41, 42, 62, 53, 47, 46, 49, 48, 54, 52, 55, 61, 58, 56, 60, 63, 64], [65, 66, 79, 67, 68, 71, 73, 75, 76, 74, 72, 77, 78, 80, 83, 85, 81, 82, 86, 84, 87, 88]]
