0: [[37, 7], [18, 33], [4, 3], [8, 9], [32, 2, 1, 5, 6, 31, 11, 24, 12, 22], [14, 15], [20, 17, 30, 19, 16, 25, 26, 21, 56, 62, 51], [27, 47, 46, 35, 63, 34, 28], [29, 36, 13, 23], [42, 38], [43, 60, 40, 41, 55, 48], [59, 52, 58, 53, 44, 39, 49, 45, 50, 54, 57, 10], [61, 68], [65, 64, 75, 67, 70, 66], [69, 73, 76, 77, 74, 78], [72, 71, 79, 80, 81, 86, 88, 82, 83, 85, 87, 84]]
51: [[37, 7], [18, 33], [4, 3], [8, 9, 1, 6, 10, 2, 15, 12], [11, 22, 14, 13, 5, 17, 27, 20, 16, 24, 23, 31, 19, 26, 21, 25, 29, 28, 51, 30, 63, 58, 32, 35, 36, 46, 39, 41, 38, 43], [40, 45, 34, 42, 44, 47, 50, 59, 49, 54, 55, 60, 52, 53, 56, 57, 48, 62, 61, 68, 83, 64, 74, 66, 65, 71, 67, 69, 78, 73, 70, 75, 72, 79, 77, 82, 76, 81, 84, 86, 80, 85, 87, 88]]
52: [[37, 7], [18, 33, 4, 3, 8, 9, 1, 2, 10, 5], [12, 15, 21, 27, 11, 6, 29, 13, 20, 14, 22, 17, 19, 16, 24, 55, 25, 23, 26, 58], [59, 28, 60, 36, 31, 30, 34, 50, 41, 32, 35, 39, 44, 38, 46, 40, 47, 52, 42, 45, 43, 53, 54, 57, 49, 48, 63, 51, 56, 61, 62, 68, 67, 66, 65, 70, 69, 72, 71, 77, 64, 73, 76, 78], [75, 74, 79, 88, 83, 80, 81, 85, 84, 82, 87, 86]]
53: [[37, 7], [18, 33], [4, 3], [8, 9], [32, 6], [2], [10, 11], [5, 1, 19, 31, 14, 20], [21, 12, 15, 25, 13, 16, 17, 53, 23, 48, 61, 30], [38, 58, 22, 40, 24, 46, 26, 42], [47, 27, 28, 39, 29, 44, 34, 41, 35, 45], [36, 63, 43, 49, 50, 51, 52, 54, 55, 56, 59, 57, 60, 62, 68, 65, 64, 78, 66, 69, 71, 67, 70, 73, 72, 77, 74, 75, 76, 83, 88, 84, 79, 82, 85, 86, 80, 87, 81]]
54: [[37, 7], [18, 33, 4, 3, 8, 9, 34, 2, 1, 5, 6, 31, 10, 19], [13, 17, 15, 29, 25, 16, 14, 12, 21, 20, 62, 22, 61], [52, 46, 24, 26, 27, 11, 51, 39], [53, 30, 32, 36, 23, 40, 44, 28, 41, 43], [35, 42, 38, 47, 45, 48, 49, 50, 55, 54, 56, 59, 58, 57, 60, 63, 68, 67, 64, 74, 65, 70, 66, 77, 69, 73, 72, 79, 71, 76, 78, 83, 82, 75, 80, 81, 86, 85, 84, 87, 88]]
55: [[37, 7], [18, 33, 4, 3, 8], [9, 10], [2, 5, 1, 12, 27, 30, 31, 11, 6, 19], [22, 17, 21, 13], [28, 16, 26, 23, 25, 62, 54, 36, 24, 14, 51, 45, 15, 32, 46, 20, 39, 43, 40, 42, 29, 34, 35, 44, 38, 47, 55, 58, 41, 60, 49, 48, 56, 52, 61, 50, 53, 59, 57, 81, 68, 65, 67, 66, 70, 63, 71, 69, 76, 74, 72, 77, 73, 75, 78, 79], [64, 82, 86, 84, 83, 87, 85, 80, 88]]
56: [[37, 7, 18, 33], [4, 3, 8, 9, 1, 2, 14, 6, 5, 10, 31, 11], [12], [13, 20, 29, 15, 23, 22, 24], [16], [50, 21, 48, 51, 26, 17, 25, 59, 19], [57, 56, 43, 27, 36, 28, 35, 47, 34, 32, 46, 30, 41, 38, 39, 42, 44, 45, 63, 40, 52, 49, 53, 60, 54, 55, 58, 61, 62, 68, 65, 66, 69, 67, 71, 64, 77, 70, 72, 73, 78, 79, 75, 74, 76, 82, 83, 80, 81, 84, 85, 86, 87, 88]]
57: [[37, 7], [18, 33, 4, 3, 8, 9], [36, 2], [1, 5, 13], [22, 11], [12, 14, 28, 6, 10, 27], [20, 30], [17, 15, 41], [19, 16], [55, 21], [23, 24, 29, 25, 26, 52, 54, 31, 34, 35], [39, 44, 38, 47, 40], [43, 42, 45, 49, 50, 46, 32, 48, 53, 51, 56], [57, 59, 60, 58, 62, 61, 63], [70, 65, 64, 69, 66, 68, 67], [71, 73, 75, 77, 76], [72, 78, 74, 79, 84, 85, 80, 86, 82, 81, 87, 83, 88]]
58: [[37, 7], [18, 33], [4, 3, 8, 9, 34, 5], [6, 2, 26, 11, 14, 12, 22], [15, 17, 1, 31, 28, 13, 19, 24, 49, 62, 16], [20, 59, 10, 57, 58, 45, 21, 38, 23, 25, 27, 35, 29, 30, 32, 46], [51, 36, 39, 40, 44, 41, 42, 48, 55, 43, 52, 47, 50, 56, 53, 54], [60, 61, 63, 70, 66, 64, 69, 72, 65, 71, 68, 67, 78, 76, 73, 74, 77, 75, 79, 88], [83, 85, 82, 80, 81, 86, 87, 84]]
59: [[37, 7], [18, 33], [4, 3, 8, 9, 35], [10, 1], [2, 12, 30, 27, 11, 22, 14, 17, 45, 19, 20, 5, 6, 16, 15, 23, 31, 54, 21, 24, 25, 26, 28, 58, 61, 40, 29, 34, 13, 47], [36, 32, 38, 41, 39, 42, 46, 43, 44, 59, 57, 48, 49, 50, 51, 52, 53, 55, 56, 60, 63, 62, 68, 81, 65, 66, 67, 64, 69, 78, 76, 71, 73, 70, 79, 74, 75, 72, 85, 77, 82, 80, 83, 87, 84, 88, 86]]
60: [[37, 7], [18, 33], [4, 3, 8, 9, 6, 5], [1, 11, 29, 2, 10, 14, 22], [13, 12, 19, 25, 20, 17, 27, 15, 21, 24, 54, 16, 23, 26], [60, 28, 30, 31, 34, 44, 45, 36, 38, 58, 32, 39, 41, 46], [40, 42, 47, 43, 49, 35], [52, 51, 57, 48, 63, 53, 61, 50], [62, 59, 55, 56, 72, 64, 65, 70, 67, 68, 69, 71, 66, 78, 76, 73], [77, 74, 75, 82, 80, 83, 79, 88, 81, 85, 87, 86, 84]]
61: [[37, 7], [18, 33, 4, 3], [8, 11, 1, 5, 2, 12, 15, 10, 9, 14, 22, 6, 13, 19, 21, 20, 16, 17, 29, 30, 28, 23, 24, 25, 27, 26, 59, 48, 36, 31, 60, 61, 58, 38, 32, 45, 34, 35, 46, 39], [43, 41, 40, 55, 42, 44, 47, 51, 50, 54, 53, 56, 52, 62, 57, 63, 65, 68, 64, 49, 78, 66, 71, 67, 69, 74, 70], [72, 73, 75, 76, 77, 79, 82, 80, 84, 81, 83, 85, 87, 86, 88]]
62: [[37, 7], [18, 33], [4, 3], [8, 9], [34, 1], [6, 2, 30, 5, 15, 10], [22, 11, 20, 17, 23, 16, 14, 19, 12, 31, 50, 21], [51, 27], [24, 25, 62, 13, 42, 26, 32, 39, 28, 35], [29, 46, 43, 36, 44, 56, 38, 40, 41, 55, 45, 47, 48, 49, 52, 57], [53, 54, 58, 59, 60, 61, 63, 68, 65, 80, 70, 66, 67, 71, 69, 75], [72, 64, 77, 73, 76, 74, 78], [79, 85, 81, 86, 83, 82, 84, 87, 88]]
63: [[37, 7], [18, 33], [4, 3], [8, 9, 34], [2, 1], [13, 5, 26, 10, 11, 14, 12, 31, 15, 21, 25, 24, 6, 16, 17, 20], [22, 49, 55, 27, 23, 28, 29], [19, 46, 61, 60, 62, 30, 43, 32, 36, 39, 48, 42, 45, 47, 50, 35, 40, 41, 53, 51], [44, 38, 52, 54, 63, 59], [56, 57, 58, 68, 65, 66, 70], [64, 69, 67, 71, 79, 78, 73], [74, 76, 72, 75, 77, 82, 84, 80, 87, 83], [81, 85, 86, 88]]
64: [[37, 7], [18, 33], [4, 3, 8, 9, 34, 6], [1, 10, 2, 11, 5, 13, 12, 17, 15, 20, 27, 16, 19, 22, 21, 24, 61, 25, 23, 26, 28, 30, 29, 60, 14, 31, 32, 47, 36, 39, 38], [54, 43], [44, 41, 42], [40, 45, 35, 46, 62, 48, 49, 51, 53, 50, 57, 52, 58, 55, 59, 56, 63, 69, 64, 65, 72, 73, 76, 67, 66, 71, 68, 70, 74, 78, 75, 77, 81, 79, 82, 80, 84, 86, 83, 85, 87, 88]]
65: [[37, 7], [18, 33], [4, 3, 8, 9, 32, 2], [5, 6, 26, 1, 10, 12, 30], [29, 16, 17, 31, 20, 11, 19, 25], [21, 15, 28, 22, 23, 62, 27, 60, 13, 24, 34], [35, 44], [14, 38, 47, 36, 39, 46], [43, 40, 42, 58, 41, 45, 55, 50, 49, 52, 53, 61, 51, 48, 54, 57, 63, 56, 59, 68, 65, 80, 70, 66, 69, 67, 73, 71, 75, 64, 76], [72, 77], [74, 78, 88], [87, 79, 82, 81, 85, 86, 83, 84]]
66: [[37, 7, 18, 33, 4, 3], [8, 9, 39, 10], [1, 2, 6, 12, 13, 22], [11], [5, 28, 14], [30], [20, 15, 24, 23], [29, 56], [17, 49], [61, 16, 27, 19, 31, 58, 21, 44, 55, 45], [36, 34, 35, 41, 25], [43, 46, 32, 26, 63, 38, 40, 51, 42, 47], [52, 53, 48, 50, 57, 54, 60], [59, 62, 68, 65, 64, 69, 67], [74, 66, 71, 70, 75, 76, 73, 78, 72, 77], [79, 86], [84, 83, 80, 82, 85, 81], [87, 88]]
67: [[37, 7], [18, 33], [4, 3], [8], [9, 32], [10, 1, 6, 14, 13, 2, 5, 15], [20, 29, 30, 11, 21, 24, 19, 23, 25, 48, 16], [49, 55, 28, 27, 26, 31, 22, 38], [39, 54, 58, 12, 40, 17, 34, 63], [44, 41, 42], [35, 47, 43, 50, 36], [51, 46, 52], [53, 57], [45, 56], [59, 62, 60, 61, 70, 64, 65, 75, 66, 74, 67], [77, 68], [79, 71, 76, 73, 72, 78, 69, 82, 84, 81], [80, 86, 85, 87, 88, 83]]
68: [[37, 7], [18, 33], [4, 3, 8, 9, 1, 10], [2, 6, 14, 15, 5, 12, 13, 21, 28, 17, 11, 19], [25, 23, 29, 27, 20, 26, 30, 24, 56, 16, 22, 58, 36, 31, 54, 39, 40, 32, 38, 35, 42, 47, 34, 48, 45, 43, 57, 44, 46, 51, 49, 41, 50, 55, 52, 53, 61, 60, 59, 62, 63, 70, 64, 65, 76, 67, 71, 66, 69, 68, 73, 77, 74, 75, 72, 78, 79, 81, 80, 82, 83, 87], [85, 84, 86, 88]]
69: [[37, 7], [18, 33, 4, 3, 8, 9, 32, 2, 1, 5, 10, 12], [21, 13, 11, 17, 26, 30, 6, 27, 14, 15, 19, 16, 24], [51, 54, 20, 25, 22, 31, 23, 29, 36, 40, 63, 45, 35, 34, 38, 39, 42, 41], [43, 28], [44, 47], [49, 46, 56, 50], [58, 53], [60, 48, 52, 61], [55, 57, 62, 59, 69, 64, 66, 75, 68, 73, 67, 65], [70, 71, 72, 76, 74, 77, 78, 79, 80, 85, 82, 81, 83, 86, 84, 87, 88]]
70: [[37, 7], [18, 33, 4, 3, 8, 9], [32, 2], [1, 6, 14, 5, 27, 10], [12, 13, 20], [15, 22, 26, 17, 11, 30], [21, 16], [53, 19], [23, 25, 29, 24, 36, 55], [31, 38, 59, 34, 35, 40, 46, 43, 28, 63, 47, 42, 41, 49, 50, 48, 39, 60, 44, 45, 51, 52, 54, 58, 56, 57, 62, 61, 68, 65, 66, 69, 64, 67, 70, 75, 72, 77, 73, 78, 74, 76, 79, 71, 81, 82, 80, 85, 83, 86, 84, 87, 88]]
71: [[37, 7, 18, 33], [4, 3, 8, 9, 32, 6], [2, 1, 10, 29, 12, 15, 13, 5, 17, 16, 11, 28, 22], [14, 52, 21, 23, 48, 51, 19, 26, 62, 20, 27, 31, 49, 25, 24, 30, 44, 47, 34, 35, 39, 36, 40, 46, 43, 45, 58, 41, 38, 50, 53, 56, 42, 55, 54, 60, 59, 57, 61, 63, 68, 65, 64, 79, 67, 66, 70, 71, 76, 74, 69, 77, 72, 73, 75, 78, 86, 81, 82, 80, 85, 83, 87, 88, 84]]
72: [[37, 7], [18, 33], [4, 3, 8, 9, 5, 2, 1, 12, 6, 31], [11, 24], [13, 10, 14, 29, 20, 17, 30, 16, 15, 25, 26], [19, 50, 23, 51, 22, 47, 46], [27, 63, 34, 28], [32, 36], [35, 21, 42, 38, 43, 60], [40, 41, 49, 45, 59, 48, 57, 53, 52, 39, 55, 44], [54, 56], [58, 61, 62, 68, 65, 64], [75, 67, 70, 66, 77, 73], [72, 69, 74, 78, 76, 71, 79, 80, 81, 83, 82, 86], [87, 88, 85, 84]]
73: [[37, 7], [18, 33], [4, 3], [8, 9, 11, 2], [6, 5, 15, 10, 12, 13, 26, 14, 1, 31, 24, 20, 29, 21, 16, 19, 48, 27, 45, 17, 34, 25, 23, 58, 59, 22], [28, 30, 36, 32, 63, 38], [39, 40, 42, 35, 43, 56, 44, 41, 47, 49], [50, 46, 57, 52, 53, 54, 61], [51, 60, 55, 62, 68, 66], [64, 73, 70, 71, 82, 65, 67, 77, 69, 78, 74, 72, 79, 75, 80, 85, 86, 83, 76, 81, 87, 84, 88]]
74: [[37, 7], [18, 33], [4, 3], [8, 9, 1, 2, 6, 12], [5, 13, 10, 11, 14, 19, 15, 22, 21, 20, 24, 16], [23, 27], [25, 49], [17, 28, 26, 57, 56, 59, 30, 29, 54, 36], [52, 31, 43, 32, 41, 35, 50, 34, 44, 63, 40, 42, 45, 46, 38, 47], [48, 39, 53, 51, 55, 60], [58, 62, 61, 70, 64, 66, 68], [65, 71, 67, 69, 76, 74, 79], [75, 73, 72, 77, 78, 81, 84, 80, 83, 85], [82, 86, 87, 88]]
75: [[37, 7], [18, 33], [4, 3], [8], [9, 32], [2, 5, 11, 6, 13, 1, 24, 31], [28, 25, 10, 12, 14, 20, 15, 19, 16, 23, 21], [17, 56], [22, 27, 26, 29, 52, 55], [35, 30], [47, 34], [38, 42], [39, 46, 45], [41, 43, 44, 50, 36, 40, 54, 49, 48, 51, 61, 53, 57], [58, 59], [60, 63], [62, 70], [65, 64], [67, 66, 71, 69, 72, 68, 73, 75, 78, 74, 77, 76, 79, 80, 86, 82, 85, 81, 84, 83, 87, 88]]
76: [[37, 7], [18, 33], [4, 3], [8, 9, 6], [2, 5, 10, 11, 14], [17, 1], [47, 12], [28, 22, 13, 21, 20, 19, 23, 24, 54, 16, 57, 26, 31], [27, 42, 56, 25, 29, 63, 52, 30, 15, 39, 34, 35, 44, 36, 60, 38, 43, 32, 45, 48, 46, 40, 41, 49, 50, 61, 51, 53, 55, 58, 59, 62, 70, 65, 64, 74, 66], [69, 67, 76], [68, 78, 72, 79], [75, 73, 77, 71, 80], [86, 82, 84, 81, 87, 83, 85, 88]]
77: [[37, 7], [18, 33], [4, 3], [8, 11, 1, 2, 5, 13], [9, 14, 15, 10, 12], [16, 25, 17, 31], [24, 28, 21, 19, 23, 20, 62, 22], [26, 27, 29], [30, 56, 6, 51, 35, 34], [60, 38, 52, 40, 36, 39], [43, 41], [42, 45, 46, 47, 49, 61, 48, 44, 50, 53, 54, 55, 58, 63, 57, 59, 64, 69, 67, 32, 77, 66, 70, 71, 68, 76, 65, 74, 72, 73, 78, 79, 75, 82, 81, 84, 80, 83, 87, 85, 86, 88]]
78: [[37, 7], [18, 33], [4, 3], [8, 9, 34, 2, 1, 5, 14, 15], [10, 21, 11, 19, 29, 31, 13, 16, 28, 12], [6, 25, 62, 20, 57, 22, 39, 24, 26, 27, 43, 17, 23, 35, 30, 38, 36, 55, 44, 40, 42, 32, 41, 47, 52, 58, 49, 45, 48, 54, 53, 46, 56, 63, 60, 51, 50, 59, 61, 68, 67, 64, 78, 65, 70, 66, 77, 71, 72, 73, 75, 69, 74, 76, 79, 82, 80, 84, 83, 86, 81, 85, 87, 88]]
79: [[37, 7], [18, 33, 4, 3, 8, 11], [1, 2], [6, 5], [10, 26, 14, 9, 12, 13], [15, 21, 20, 17, 23, 19, 16, 24, 52, 22, 25, 62], [27, 29, 28], [46, 54], [51, 30, 32, 31, 36, 38, 43, 35], [34, 42, 47, 45, 48, 40, 41, 57, 44, 53, 49, 50, 55, 56, 58, 59, 61, 63], [39, 60, 70, 66, 64, 65, 67, 75, 74, 68, 69, 78, 71, 77, 72, 76, 79, 73, 80, 86, 82, 84, 81], [85, 83, 87, 88]]
80: [[37, 7], [18, 33], [4, 3, 8, 9, 1, 2, 5, 10], [6, 30, 11, 12, 14, 28, 15, 16, 19, 23, 13, 25, 26, 20, 22, 17, 58, 27, 21, 24, 31, 38, 29, 50, 46, 32, 48, 34, 35, 44, 39, 45, 36, 42, 47, 41, 43, 40, 49, 52, 51, 60, 54, 53, 55, 62, 56, 57, 63, 59, 61, 70, 65, 68, 64, 66, 71, 74, 73, 69, 67, 77, 72, 75, 86, 79, 78, 80, 85, 84, 81, 83, 76, 87, 82, 88]]
81: [[37, 7], [18, 33, 4, 3, 8, 9, 5, 14, 2, 1, 10, 15, 6, 12, 11], [29, 17, 24, 21, 20, 13, 19, 57, 16, 56, 31, 55, 52, 22, 25, 23, 46, 27, 42, 26, 59, 28, 34, 30, 38, 32, 40, 47, 35], [36, 39, 58, 41, 43, 49, 51, 44, 45, 53, 48, 50, 60, 62, 54, 63, 61, 68, 67, 65, 64, 69, 71, 74, 76, 66, 75, 77, 72, 70, 73, 78, 79, 84, 81, 85, 82, 80, 87, 86, 83, 88]]
82: [[37, 7], [18], [33, 4], [3, 8, 9, 1, 6, 5, 2, 15], [10, 26, 12, 13, 11, 29, 16, 27, 20, 14, 28], [19, 50], [61, 30], [17, 25], [21, 31, 52], [22, 24], [59, 39, 23, 40], [43, 32, 34, 35, 36, 42, 46, 38, 41, 44, 45, 49, 47, 48], [58, 51, 53, 54, 55, 60, 62, 57, 56, 63, 68, 65, 64], [78, 66, 67, 71, 76, 70, 74, 69], [77, 73, 72, 79, 85, 82, 83, 81, 75, 84], [80, 87, 86, 88]]
83: [[37, 7], [18, 33], [4, 3], [8, 9, 34, 1, 6, 2], [30, 5, 11, 21, 10, 13, 24], [12, 23, 20, 19, 14, 29, 16, 51, 22, 15], [59, 17, 57, 60, 25, 26, 27, 36, 61, 28, 31, 58, 35, 39, 44, 45], [42, 38, 46, 41, 40, 43, 32, 48, 50, 53, 47, 49, 52, 55, 54, 63], [56, 62, 68, 65, 80, 67, 66, 70, 72, 69, 71, 76, 64, 78, 79, 77, 75, 73], [74, 81, 87, 82, 86, 83, 85, 88, 84]]
84: [[37, 7], [18, 33], [4, 3], [8, 9, 2, 1, 13, 5, 14, 11, 31, 6, 10, 25, 16, 46, 12, 23, 15, 19, 17, 20, 21, 50, 60, 28, 54, 24, 27, 51, 34, 56], [22, 30, 36, 38, 44, 41, 26, 29, 47, 32, 42, 57, 45, 35, 39, 40, 52, 61, 53, 49, 59, 55, 48, 62, 58, 63, 43, 68, 65, 64, 74, 67, 69, 73, 66, 78, 72, 70, 71, 75, 77, 79, 76, 80, 81, 83, 82, 84, 85], [87, 86, 88]]
85: [[37, 7], [18, 33, 4, 3, 8, 9, 1, 14, 2, 5, 15, 6], [10, 13, 22, 24, 28, 17, 11, 16, 19, 20, 29, 21, 27, 25, 30, 26, 32, 36, 23, 50, 12, 31, 34, 39, 42, 35, 43, 45, 46, 47, 48, 51, 40, 53, 56, 44, 38, 63, 49, 41, 57, 55, 54, 52, 61, 60, 59, 62, 58, 70, 65, 64, 76, 67, 71, 66, 69, 68, 73, 77, 74, 75], [72, 79, 78, 80], [83, 81, 82, 86, 85, 84, 87, 88]]
86: [[37, 7], [18, 33], [4, 3], [8, 9], [1, 6, 2, 11, 12, 10, 15, 23], [14, 28, 29, 13, 24, 22, 26, 16, 27, 30, 20, 57, 17, 19, 49, 58, 32, 41, 47, 39, 61, 5], [60, 44, 40, 36, 21, 34, 25, 45, 35, 31, 38, 42, 43, 50, 46, 48, 52, 54, 51, 53, 59, 55, 56, 62, 63, 69, 64, 80, 74, 66], [76, 65, 71, 73, 78, 75, 72, 68, 67, 79, 88, 82, 85, 70, 77, 87, 83, 81, 84, 86]]
87: [[37, 7], [18, 33], [4, 3], [8], [9, 1], [6, 2, 5, 22, 26, 11], [10, 29], [25, 13, 17, 19, 31, 12, 24, 14], [40, 28, 21, 60, 15, 16, 20, 23, 36, 54, 48, 42, 32, 38, 27, 43, 47, 30, 46, 34, 35, 39, 44, 51, 45, 41, 52, 55, 56, 57, 53, 50, 58, 61, 49, 62, 59, 63, 68, 65, 64, 75, 67, 69, 66, 73, 70, 78, 72, 76, 74, 81, 77, 79, 84, 80, 83, 82, 85, 86, 71, 87, 88]]
88: [[37, 7], [18, 33, 4, 3], [8, 11, 5, 2, 1], [6, 12, 30, 9, 13, 10, 14, 15], [28, 16, 21, 23, 17, 20, 19, 50, 57, 22, 24, 59, 25, 26, 48, 58, 31, 27, 52, 44, 39, 36, 34, 35, 29, 32, 63, 43, 38, 40, 45, 41, 46, 42, 51, 47, 54, 49, 55, 53, 60, 61, 62, 56, 76, 65, 64, 67, 68, 71, 66, 70, 73, 78, 72, 69, 74, 75, 77, 79, 84, 82, 83, 81, 80, 85, 87, 86, 88]]
89: [[37, 7], [18, 33], [4, 3], [8, 9], [32, 2, 1, 5, 6, 31, 11, 25, 28, 14], [29, 60], [27, 10, 20, 13, 48, 26, 54, 17, 58, 30, 42], [15, 16, 35, 62, 21, 36, 12], [22, 23, 43, 38], [45, 19], [39, 46, 34, 41, 61], [56, 44], [53, 52, 49, 40, 59, 55, 57, 50, 51, 63, 64, 47, 68, 65, 66, 69, 67, 70, 76, 74, 71, 75, 73, 72, 78, 77, 85, 79, 81, 80], [86, 82, 83, 84, 87, 88, 24]]
90: [[37, 7], [18, 33], [4, 3], [8, 11], [2, 6], [9, 1, 14, 26, 12, 31, 5, 13, 10, 20, 30, 17], [19, 29, 15, 22], [16, 53, 50, 55, 21, 28, 23, 46, 24, 61], [45, 49], [40, 59, 36, 25, 35, 42, 43, 58, 27, 32], [34, 38, 39, 44, 52, 47, 54, 41, 51, 62, 48, 56, 57, 63, 60, 68, 67, 64, 69, 66], [70, 71, 76, 78, 72, 75, 65, 74, 73, 77, 79, 80, 82, 83, 81, 86, 84], [87, 85, 88]]
91: [[37, 7], [18, 33], [4, 3], [8, 9], [2, 1, 6], [14, 11], [13, 10, 27], [15, 30, 17, 19, 22, 23, 28, 5, 16, 21, 60, 12, 53, 63, 38, 20, 62, 24, 51, 25, 26, 48, 41, 39, 44, 47, 32, 31, 29, 34, 35, 42, 57, 36, 50, 40, 59, 46, 43, 45, 52, 49, 54, 55, 58, 56, 61], [68, 69, 64, 75, 65, 70, 66, 67, 71, 73, 77, 74, 72, 76, 78, 87, 80, 85, 83], [82, 84], [81, 79, 86, 88]]
92: [[37, 7], [18, 33], [4, 3], [9, 13], [2, 1, 26], [5, 15], [8, 11, 6], [12, 29, 10, 17, 14, 16, 19, 22, 21, 24, 23, 52, 27, 25, 59, 20, 45, 61], [28, 48, 36, 30, 44, 60, 38, 40, 43, 42, 31, 62, 32], [34, 35, 55, 51, 49, 39, 41, 46, 47, 53, 50, 54, 63, 56, 57, 58, 68, 66, 67, 65, 64, 78, 69, 79, 73, 70], [75, 76, 77, 80, 74, 81, 86, 71, 83, 82, 84, 72, 87, 85, 88]]
93: [[37, 7], [18, 33], [4, 3, 8, 9, 32, 2, 5, 11, 10, 15, 6, 25, 21, 14, 42, 24, 17, 28, 22, 12], [13, 16, 26, 27, 20, 30, 31, 19, 52, 54, 23, 34, 38, 51, 29, 35, 39, 47, 43, 36, 41, 46, 44, 48, 56, 40, 49, 45, 55, 50, 59, 53, 62, 60, 61, 57, 58, 1, 63, 64, 66, 65, 79, 68, 69, 67, 74, 70, 71, 72, 76, 73, 75, 86, 80, 77, 87, 83, 78, 85, 81, 82], [84, 88]]
94: [[37, 7], [18, 33, 4, 3, 8, 9], [2, 1, 5, 6, 23, 13, 11, 10, 12, 14, 29, 15], [24, 19], [16, 17], [20, 31], [21, 36, 59, 56, 25, 55, 22, 54, 27, 34, 30], [32, 61, 40, 43, 42, 44, 63, 35, 45, 38, 28, 41, 46], [47, 52, 48, 39, 53, 49, 50, 57, 51, 58, 60, 62, 66, 64, 68, 67, 26, 69], [71, 73, 74, 70, 72, 76, 75, 78, 79, 65, 77], [85, 81, 80, 83, 82, 87, 84, 86, 88]]
95: [[37, 7], [18, 33], [4, 3], [8], [9, 32], [6, 16, 2, 15, 5, 26, 11, 1], [27, 13, 25, 24, 17, 12, 28, 19, 22, 60, 14], [21, 53], [62, 20], [52, 23], [30, 59, 39], [55, 41], [35, 45, 31, 34], [36, 29, 10, 38, 43, 40, 44, 48, 46, 47, 42, 54, 49, 50], [51, 61, 58, 57, 56, 63, 68, 65, 64, 74, 66, 70, 71], [69, 67, 75, 72, 77, 73, 76, 78], [84, 88, 79, 83, 82, 80, 85, 87, 86, 81]]
96: [[37, 7], [18, 33], [4, 3], [8, 9, 34, 2, 1, 5, 31, 21, 10, 12], [14, 6, 11, 13, 30, 16, 15, 17], [19, 24], [22, 29, 60, 20, 52, 27, 46, 23, 41, 49, 40, 25, 26, 32, 53, 28, 35, 36, 38, 44, 43, 39, 42, 45, 48, 47, 63, 50, 51, 55, 57, 54, 61, 58, 56, 59, 62, 68, 65, 64, 78, 67, 66, 69, 71, 70, 76, 73, 79, 72, 74, 77, 75, 82, 81, 80, 84], [83, 85, 87, 86, 88]]
97: [[37, 7], [18, 33, 4], [3, 8, 9, 32, 2, 5, 1, 14, 6, 10, 13, 12], [21, 16, 26, 31, 20, 24, 17, 25, 11, 48, 15, 22, 23, 28, 19], [30, 29, 52, 27, 35, 36, 42, 43, 38, 46], [39, 63, 34, 40, 41, 47, 44], [49, 50, 51, 53], [54, 45], [55, 60, 59, 61, 56, 62], [57, 58, 68, 67, 64, 75, 65, 66, 70], [72, 71, 78, 79, 76, 69], [73, 74, 77, 80, 86, 81, 82, 83, 87, 84, 85, 88]]
98: [[37, 7], [18, 33], [4, 3, 8], [9, 1, 2, 12, 5, 13, 6, 27, 11, 15, 14, 16, 25, 29, 10, 23, 20, 17, 50, 28, 19, 26, 57, 56, 59, 22, 21, 24, 30, 40, 58, 35, 31, 34, 46, 38, 32, 42, 43, 44, 36, 41, 47, 48, 45, 39], [49, 52, 55, 53, 60, 51, 54, 61, 63, 62, 66, 64, 82, 67, 69, 71, 68, 77, 70, 65, 75, 72, 79, 76, 74, 73, 86, 81, 80, 83, 84, 85, 87, 78, 88]]
99: [[37, 7], [18, 33], [4, 3, 8], [9, 32, 2, 6, 12, 14, 26, 1], [5, 13, 17, 29, 16, 11, 15, 10, 20, 53, 19, 21, 22, 51, 24, 55, 59, 30, 25, 23, 28, 27, 47, 36, 39, 41, 31, 42, 38, 34, 43, 40, 60, 35, 44, 54, 45, 48, 58, 46, 61, 50, 52, 56, 49, 57, 62, 63, 69, 65, 64, 73, 66, 71, 67, 68, 70, 75, 74, 76, 72, 77, 79, 78, 88, 81, 83, 82, 80, 86, 87, 84, 85]]
100: [[37, 7], [18, 33, 4, 3, 8, 9, 34, 5, 1, 6, 11, 28, 15, 13], [12, 10, 2, 16, 20, 17, 27, 19, 23, 14, 22, 59, 26, 63, 25, 24, 29, 55, 30, 47, 36, 31, 32, 57, 42, 35, 43, 44, 41, 46, 60, 38, 40, 54, 58], [39, 50], [52, 51], [53, 45, 48, 61, 56, 49, 62, 67, 66, 65, 64, 69, 71, 76, 68, 70, 72, 77, 73, 74, 78], [79, 75, 80, 82, 86], [83, 84, 87, 88, 21, 85, 81]]
101: [[37, 7], [18, 33, 4, 3, 8, 9, 34, 2, 10, 13, 6, 30], [5, 1], [14, 11, 29, 15, 17, 12], [24, 19, 16, 20, 25, 23], [21, 60, 26, 22, 27, 58, 31, 62, 42, 28, 51, 36], [43, 32, 35, 39, 38, 52, 45, 61, 41, 44, 46, 47, 40, 55, 49, 50, 48, 53, 57, 59, 56, 54, 63, 68, 65, 64, 75, 67, 70, 73, 69, 66, 74, 71, 72, 76, 78, 79, 77, 84, 80, 82, 81, 86, 83, 85, 87, 88]]
