0: [[50, 34, 37, 36, 45, 59, 46, 25, 28], [7, 55, 35, 54, 44, 2, 11, 27], [60, 1, 14, 4, 12, 33, 3, 29, 10], [16, 41, 15, 5, 8, 24, 9, 18], [22, 30, 40, 23], [13, 42, 17, 43, 19, 21, 6], [51, 26, 20, 32, 31, 39, 38, 47], [48, 52, 53, 56, 58, 57, 49]]
74: [[50, 34, 37, 36], [45, 59, 46, 25, 28, 7, 55, 35], [54, 44, 2, 11, 27, 60, 1, 14], [4, 12, 33, 3, 29, 10, 16, 41, 15], [5, 8, 24, 9, 18, 22, 30, 40, 23], [13, 42, 17, 43, 19, 21, 6], [51, 26, 20, 32, 31, 39, 38, 47], [48, 52, 53, 56, 58, 57, 49]]
75: [[50, 34, 37, 36], [45, 59, 46, 25, 28, 7, 55, 35], [54, 44, 2, 11, 27, 60, 1, 14], [4, 12, 33, 3, 29, 10, 16, 41, 15], [5, 8, 24, 9, 18, 22, 30, 40, 23], [13, 42, 17, 43, 19, 21, 6], [51, 26, 20, 32, 31, 39, 38, 47], [48, 52, 53, 56, 58, 57, 49]]
76: [[50, 34, 37, 36, 45, 59, 46, 25, 28], [7, 55, 35, 54, 44, 2, 11, 27, 60], [1, 14, 4, 12], [33, 3, 29, 10, 16, 41, 15], [5, 8, 24, 9, 18, 22, 30, 40], [23, 13, 42, 17, 43, 19, 21, 6], [51, 26, 20, 32, 31, 39, 38, 47], [48, 52, 53, 56, 58, 57, 49]]
77: [[50, 34, 37, 36, 45, 59, 46, 25], [28, 7, 55, 35], [54, 44, 2, 11, 27, 60, 1, 14], [4, 12, 33, 3, 29, 10, 16, 41, 15], [5, 8, 24, 9, 18, 22, 30, 40, 23], [13, 42, 17, 43, 19, 21, 6], [51, 26, 20, 32, 31, 39, 38, 47], [48, 52, 53, 56, 58, 57, 49]]
78: [[50, 34, 37, 36, 45, 59, 46, 25], [28, 7, 55, 35, 54, 44, 2, 11], [27, 60, 1, 14], [4, 12, 33, 3, 29, 16, 10], [41, 15, 5, 8, 24, 9, 22, 30, 18], [40, 23, 13, 42, 17, 43, 19, 21, 6], [51, 26, 20, 32, 31, 39, 38, 47], [48, 52, 53, 56, 58, 57, 49]]
79: [[50, 34, 37, 36, 45, 59, 46], [25, 28, 7, 55], [35, 54, 44, 2, 11, 27, 60, 1], [14, 4, 12, 33, 3, 29, 10, 16, 41], [15, 5, 8, 24, 9, 18, 22, 30, 40], [23, 13, 42, 17, 43, 19, 21, 6], [51, 26, 20, 32, 31, 39, 38, 47], [48, 52, 53, 56, 58, 57, 49]]
80: [[50, 34, 37, 36, 45, 59, 46], [25, 28, 7, 55], [35, 54, 44, 2, 11, 27, 60, 1], [14, 4, 12, 33, 3, 29, 10, 16, 41], [15, 5, 8, 24, 9, 18, 22, 30, 40], [23, 13, 42, 17, 43, 19, 21, 6], [51, 26, 20, 32, 31, 39, 38, 47], [48, 52, 53, 56, 58, 57, 49]]
81: [[50, 34, 37, 36, 45, 59, 46], [25, 28, 7, 55], [35, 54, 44, 2, 11, 27, 60, 1], [14, 4, 12, 33, 3, 29, 10, 16, 41], [15, 5, 8, 24, 9, 18, 22, 30, 40], [23, 13, 42, 17, 43, 19, 21, 6], [51, 26, 20, 32, 31, 39, 38, 47], [48, 52, 53, 56, 58, 57, 49]]
82: [[50, 34, 37, 36, 45, 59, 46], [25, 28, 7, 55], [35, 54, 44, 2, 11, 27, 60, 1], [14, 4, 12, 33, 3, 29, 10, 16, 41], [15, 5, 8, 24, 9, 18, 22, 30, 40], [23, 13, 42, 17, 43, 19, 21, 6], [51, 26, 20, 32, 31, 39, 38, 47], [48, 52, 53, 56, 58, 57, 49]]
83: [[50, 34, 37, 36, 45, 59, 46, 25, 28], [7, 55, 35, 54, 44, 2, 11, 27], [60, 1, 14, 4], [12, 33, 3, 29, 10, 16, 41], [15, 5, 8, 24, 9, 18, 22, 30, 40], [23, 13, 42, 17, 43, 19, 21, 6], [51, 26, 20, 32, 31, 39, 38, 47], [48, 52, 53, 56, 58, 57, 49]]
84: [[50, 34, 37, 36, 45, 59, 46], [25, 28, 7, 55], [35, 54, 44, 2, 11, 27, 60, 1], [14, 4, 12, 33, 3, 29, 10, 16, 41], [15, 5, 8, 24, 9, 18, 22, 30], [40, 23, 13, 42, 17, 43, 19, 21, 6], [51, 26, 20, 32, 31, 39, 38, 47], [48, 52, 53, 56, 58, 57, 49]]
85: [[50, 34, 37, 36, 45, 59, 46], [25, 28, 7, 55], [35, 54, 44, 2, 11, 27, 60, 1], [14, 4, 12, 33, 3, 29, 10, 16, 41], [15, 5, 8, 24, 9, 18, 22, 30], [40, 23, 13, 42, 17, 43, 19, 21, 6], [51, 26, 20, 32, 31, 39, 38, 47], [48, 52, 53, 56, 58, 57, 49]]
86: [[50, 34, 37, 36, 45, 59, 46], [25, 28, 7, 55], [35, 54, 44, 2, 11, 27, 60, 1], [14, 4, 12, 33, 3, 29, 10, 16, 41], [15, 5, 8, 24, 9, 18, 22, 30], [40, 23, 13, 42, 17, 43, 19, 21, 6], [51, 26, 20, 32, 31, 39, 38, 47], [48, 52, 53, 56, 58, 57, 49]]
87: [[50, 34, 37, 36, 45, 59, 46], [25, 28, 7, 55], [35, 54, 44, 2, 11, 27, 60, 1], [14, 4, 12, 33, 3, 29, 10, 16, 41], [15, 5, 8, 24, 9, 18, 22, 30], [40, 23, 13, 42, 17, 43, 19, 21, 6], [51, 26, 20, 32, 31, 39, 38, 47], [48, 52, 53, 56, 58, 57, 49]]
88: [[50, 34, 37, 36, 45, 59, 46], [25, 28, 7, 55], [35, 54, 44, 2, 11, 27, 60, 1], [14, 4, 12, 33, 3, 29, 10, 16, 41], [15, 5, 8, 24, 9, 18, 22, 30], [40, 23, 13, 42, 17, 43, 19, 21, 6], [51, 26, 20, 32, 31, 39, 38, 47], [48, 52, 53, 56, 58, 57, 49]]
89: [[50, 34, 37, 36, 45, 59, 46], [25, 28, 7, 55], [35, 54, 44, 2, 11, 27, 60, 1], [14, 4, 12, 33, 3, 29, 10, 16, 41], [15, 5, 8, 24, 9, 18, 22, 30], [40, 23, 13, 42, 17, 43, 19, 21, 6], [51, 26, 20, 32, 31, 39, 38, 47], [48, 52, 53, 56, 58, 57, 49]]
90: [[50, 34, 37, 36, 45, 59, 46, 25, 28], [7, 55, 35, 54, 44, 2, 11, 27], [60, 1, 14, 4, 12, 33, 3, 29], [10, 16, 41, 15], [5, 8, 24, 9, 18, 22, 30], [40, 23, 13, 42, 17, 43, 19, 21, 6], [51, 26, 20, 32, 31, 39, 38, 47], [48, 52, 53, 56, 58, 57, 49]]
91: [[50, 34, 37, 36, 45, 59, 46], [25, 28, 7, 55], [35, 54, 44, 2, 11, 27, 60, 1], [14, 4, 12, 33, 3, 29, 10, 16], [41, 15, 5, 8, 24, 9, 18, 22, 30], [40, 23, 13, 42, 17, 43, 19, 21, 6], [51, 26, 20, 32, 31, 39, 38, 47], [48, 52, 53, 56, 58, 57, 49]]
92: [[50, 34, 37, 36, 45, 59, 46], [25, 28, 7, 55], [35, 54, 44, 2, 11, 27, 60, 1], [14, 4, 12, 33, 3, 29, 10, 16], [41, 15, 5, 8, 24, 9, 18, 22, 30], [40, 23, 13, 42, 17, 43, 19, 21, 6], [51, 26, 20, 32, 31, 39, 38, 47], [48, 52, 53, 56, 58, 57, 49]]
93: [[50, 34, 37, 36, 45, 59, 46], [25, 28, 7, 55], [35, 54, 44, 2, 11, 27, 60, 1], [14, 4, 12, 33, 3, 29, 10, 16], [41, 15, 5, 8, 24, 9, 18, 22, 30], [40, 23, 13, 42, 17, 43, 19, 21, 6], [51, 26, 20, 32, 31, 39, 38, 47], [48, 52, 53, 56, 58, 57, 49]]
94: [[50, 34, 37, 36, 45, 59, 46, 25], [28, 7, 55, 35, 54, 44, 2, 11, 27], [60, 1, 14, 4, 12, 33, 3, 29], [10, 16, 41, 15], [5, 8, 24, 9, 18, 22, 30], [40, 23, 13, 42, 17, 43, 19, 21, 6], [51, 26, 20, 32, 31, 39, 38, 47], [48, 52, 53, 56, 58, 57, 49]]
95: [[50, 34, 37, 36], [45, 59, 46, 25, 28, 7, 55], [35, 54, 44, 2, 11, 27, 60, 1], [14, 4, 12, 33, 3, 29, 10, 16], [41, 15, 5, 8, 24, 9, 18, 22, 30], [40, 23, 13, 42, 17, 43, 19, 21, 6], [51, 26, 20, 32, 31, 39, 38, 47], [48, 52, 53, 56, 58, 57, 49]]
96: [[50, 34, 37, 36, 45, 59, 46, 25], [28, 7, 55, 35, 54, 44, 2, 11, 27], [60, 1, 14, 4, 12, 33, 3, 29], [10, 16, 41, 15, 5, 8, 24, 9, 18], [22, 30, 40, 23, 13, 42, 17, 43], [19, 21, 6, 51], [26, 20, 32, 31, 39, 38, 47], [48, 52, 53, 56, 58, 57, 49]]
97: [[50, 34, 37, 36], [45, 59, 46, 25, 28, 7, 55, 35], [54, 44, 2, 11, 27, 60, 1, 14, 4], [12, 33, 3, 29, 10, 16, 41, 15], [5, 8, 24, 9, 18, 22, 30, 40, 23], [13, 42, 17, 43, 19, 21, 6], [51, 26, 20, 32, 31, 39, 38, 47], [48, 52, 53, 56, 58, 57, 49]]
98: [[50, 34, 37, 36], [45, 59, 46, 25, 28, 7, 55, 35], [54, 44, 2, 11, 27, 60, 1, 14, 4], [12, 33, 3, 29, 10, 16, 41, 15], [5, 8, 24, 9, 18, 22, 30, 40, 23], [13, 42, 17, 43, 19, 21, 6], [51, 26, 20, 32, 31, 39, 38, 47], [48, 52, 53, 56, 58, 57, 49]]
99: [[50, 34, 37, 36], [45, 59, 46, 25, 28, 7, 55, 35], [54, 44, 2, 11, 27, 60, 1, 14, 4], [12, 33, 3, 29, 10, 16, 41, 15], [5, 8, 24, 9, 18, 22, 30, 40, 23], [13, 42, 17, 43, 19, 21, 6], [51, 26, 20, 32, 31, 39, 38, 47], [48, 52, 53, 56, 58, 57, 49]]
100: [[50, 34, 37, 36], [45, 59, 46, 25, 28, 7, 55, 35], [54, 44, 2, 11, 27, 60, 1, 14, 4], [12, 33, 3, 29, 10, 16, 41, 15], [5, 8, 24, 9, 18, 22, 30, 40, 23], [13, 42, 17, 43, 19, 21, 6], [51, 26, 20, 32, 31, 39, 38, 47], [48, 52, 53, 56, 58, 57, 49]]
101: [[50, 34, 37, 36], [45, 59, 46, 25, 28, 7, 55, 35], [54, 44, 2, 11, 27, 60, 1, 14, 4], [12, 33, 3, 29, 10, 16, 41, 15], [5, 8, 24, 9, 18, 22, 30, 40, 23], [13, 42, 17, 43, 19, 21, 6], [51, 26, 20, 32, 31, 39, 38, 47], [48, 52, 53, 56, 58, 57, 49]]
102: [[50, 34, 37, 36], [45, 59, 46, 25, 28, 7, 55, 35], [54, 44, 2, 11, 27, 60, 1, 14, 4], [12, 33, 3, 29, 10, 16, 41, 15], [5, 8, 24, 9, 18, 22, 30, 40, 23], [13, 42, 17, 43, 19, 21, 6], [51, 26, 20, 32, 31, 39, 38, 47], [48, 52, 53, 56, 58, 57, 49]]
103: [[50, 34, 37, 36], [45, 59, 46, 25, 28, 7, 55, 35, 54], [44, 2, 11, 27, 60, 1, 14, 4], [12, 33, 3, 29, 10, 16, 41, 15], [5, 8, 24, 9, 18, 22, 30, 40, 23], [13, 42, 17, 43, 19, 21, 6], [51, 26, 20, 32, 31, 39, 38, 47], [48, 52, 53, 56, 58, 57, 49]]
104: [[50, 34, 37, 36], [45, 59, 46, 25, 28, 7, 55, 35, 54], [44, 2, 11, 27, 60, 1, 14, 4, 12], [33, 3, 29, 10, 16, 41, 15, 5], [8, 24, 9, 18, 22, 30, 40, 23], [13, 42, 17, 43, 19, 21, 6], [51, 26, 20, 32, 31, 39, 38, 47], [48, 52, 53, 56, 58, 57, 49]]
105: [[50, 34, 37, 36], [45, 59, 46, 25, 28, 7, 55, 35], [54, 44, 2, 11, 27, 60, 1, 14, 4], [12, 33, 3, 29, 10, 16, 41, 15, 5], [8, 24, 9, 18, 22, 30, 40, 23], [13, 42, 17, 43, 19, 21, 6], [51, 26, 20, 32, 31, 39, 38, 47], [48, 52, 53, 56, 58, 57, 49]]
106: [[50, 34, 37, 36], [45, 59, 46, 25, 28, 7, 55, 35], [54, 44, 2, 11, 27, 60, 1, 14, 4], [12, 33, 3, 29, 10, 16, 41, 15, 5], [8, 24, 9, 18, 22, 30, 40, 23], [13, 42, 17, 43, 19, 21, 6], [51, 26, 20, 32, 31, 39, 38, 47], [48, 52, 53, 56, 58, 57, 49]]
107: [[50, 34, 37, 36], [45, 59, 46, 25, 28, 7, 55, 35, 54], [44, 2, 11, 27, 60, 1, 14, 4], [12, 33, 3, 29, 10, 16, 41, 15, 5], [8, 24, 9, 18, 22, 30, 40, 23], [13, 42, 17, 43, 19, 21, 6], [51, 26, 20, 32, 31, 39, 38, 47], [48, 52, 53, 56, 58, 57, 49]]
108: [[50, 34, 37, 36, 45, 59, 46, 25], [28, 7, 55, 35, 54, 44, 2], [11, 27, 60, 1, 14, 4, 12, 33, 3], [29, 16, 41, 15, 5, 8, 24, 9, 18, 10], [22, 30, 40, 23, 13, 42, 17, 21], [43, 19, 51, 26, 20, 32, 6], [31, 39, 38, 47], [48, 52, 53, 56, 58, 57, 49]]
109: [[50, 34, 37, 36, 45, 59, 46], [25, 28, 7, 55, 35, 54, 44, 2, 11], [27, 60, 1, 14, 4, 12, 33, 3, 29], [10, 16, 41, 15, 5, 8, 24, 9], [18, 22, 30, 40, 23, 13, 42, 17], [43, 19, 21, 6], [51, 26, 20, 32, 31, 39, 38, 47], [48, 52, 53, 56, 58, 57, 49]]
110: [[50, 34, 37, 36, 45, 59, 46], [25, 28, 7, 55, 35, 54, 44, 2, 11], [27, 60, 1, 14, 4, 12, 33, 3, 29], [10, 16, 41, 15, 5, 8, 24, 9], [18, 22, 30, 40, 23, 13, 42, 17], [43, 19, 21, 6], [51, 26, 20, 32, 31, 39, 38, 47], [48, 52, 53, 56, 58, 57, 49]]
111: [[50, 34, 37, 36, 45, 59, 46, 25], [28, 7, 55, 35, 54, 44, 2, 11], [27, 60, 1, 14, 4, 12, 33, 3, 29], [10, 16, 41, 15, 5, 8, 24, 9], [18, 22, 30, 40, 23, 13, 42, 17, 43], [19, 21, 6, 51], [26, 20, 32, 31, 39, 38, 47], [48, 52, 53, 56, 58, 57, 49]]
112: [[50, 34, 37, 36, 45, 59, 46, 25], [28, 7, 55, 35], [54, 44, 2, 11, 27, 60, 1, 14], [4, 12, 33, 3, 29, 10, 16, 41], [15, 5, 8, 24, 9, 18, 22, 30, 40], [23, 13, 42, 17, 43, 19, 21, 6, 51], [26, 20, 32, 31, 39, 38, 47], [48, 52, 53, 56, 58, 57, 49]]
113: [[50, 34, 37, 36, 45, 59, 46, 25], [28, 7, 55, 35], [54, 44, 2, 11, 27, 60, 1], [14, 4, 12, 33, 3, 29, 10, 16, 41], [15, 5, 8, 24, 9, 18, 22, 30, 40], [23, 13, 42, 17, 43, 19, 21, 6], [51, 26, 20, 32, 31, 39, 38, 47], [48, 52, 53, 56, 58, 57, 49]]
114: [[50, 34, 37, 36, 45, 59, 46, 25], [28, 7, 55, 35, 54, 44, 2], [11, 27, 60, 1], [14, 4, 12, 33, 3, 29, 10, 16, 41], [15, 5, 8, 24, 9, 18, 22, 30], [40, 23, 13, 42, 17, 43, 19, 21], [6, 51, 26, 20, 32, 31, 39, 38, 47], [48, 52, 53, 56, 58, 57, 49]]
115: [[50, 34, 37, 36, 45, 59, 46, 25], [28, 7, 55, 35, 54, 44, 2], [11, 27, 60, 1], [14, 4, 12, 33, 3, 29, 10, 16], [41, 15, 5, 8, 24, 9, 18, 22, 30], [40, 23, 13, 42, 17, 43, 19, 21], [6, 51, 26, 20, 32, 31, 39, 38, 47], [48, 52, 53, 56, 58, 57, 49]]
116: [[50, 34, 37, 36, 45, 59, 46, 25], [28, 7, 55, 35, 54, 44, 2], [11, 27, 60, 1], [14, 4, 12, 33, 3, 29, 16, 10], [41, 15, 5, 8, 24, 9, 22, 30, 18], [40, 23, 13, 42, 17, 43, 19, 21], [51, 26, 20, 32, 31, 39, 38, 47, 6], [48, 52, 53, 56, 58, 57, 49]]
117: [[50, 34, 37, 36, 45, 59, 46, 25], [28, 7, 55, 35, 54, 44, 2], [11, 27, 60, 1], [14, 4, 12, 33, 3, 29, 10, 16], [41, 15, 5, 8, 24, 9, 18, 22, 30], [40, 23, 13, 42, 17, 43, 19, 21], [6, 51, 26, 20, 32, 31, 39, 38, 47], [48, 52, 53, 56, 58, 57, 49]]
118: [[50, 34, 37, 36, 45, 59, 46, 25], [28, 7, 55, 35, 54, 44, 2], [11, 27, 60, 1], [14, 4, 12, 33, 3, 29, 10, 16], [41, 15, 5, 8, 24, 9, 18, 22, 30], [40, 23, 13, 42, 17, 43, 19, 21], [6, 51, 26, 20, 32, 31, 39, 38, 47], [48, 52, 53, 56, 58, 57, 49]]
119: [[50, 34, 37, 36, 45, 59, 46, 25, 28], [7, 55, 35, 54], [44, 2, 11, 27, 60, 1, 14], [4, 12, 33, 3, 29, 10, 16, 41], [15, 5, 8, 24, 9, 18, 22, 30, 40], [23, 13, 42, 17, 43, 19, 21, 6], [51, 26, 20, 32, 31, 39, 38, 47], [48, 52, 53, 56, 58, 57, 49]]
120: [[50, 34, 37, 36, 45, 59, 46, 25], [28, 7, 55, 35, 54, 44, 2, 11, 27], [60, 1, 14, 4, 12, 33, 3, 29], [10, 16, 41, 15, 5, 8, 24, 9, 18], [22, 30, 40, 23, 13, 42, 17, 43], [19, 21, 6, 51, 26, 20, 32], [31, 39, 38, 47], [48, 52, 53, 56, 58, 57, 49]]
121: [[50, 34, 37, 36, 45, 59, 46, 25], [28, 7, 55, 35], [54, 44, 2, 11, 27, 60, 1], [14, 4, 12, 33, 3, 29, 16, 10], [41, 15, 5, 8, 24, 9, 22, 30, 18], [40, 23, 13, 42, 17, 43, 19, 21, 6], [51, 26, 20, 32, 31, 39, 38, 47], [48, 52, 53, 56, 58, 57, 49]]
