0: [[35, 7, 20, 27, 2], [1], [3, 12], [4, 15, 30, 6, 10], [25, 8], [16, 9, 18], [11, 13, 14, 5, 17, 21], [19, 23, 24, 31, 22, 28], [26], [29], [34], [32, 33, 36, 37], [46, 40], [38, 44, 56, 41], [43, 45, 39, 55], [42, 50, 48], [57, 49], [54, 60, 53, 47], [59, 51, 52, 58]]
74: [[35, 7, 20, 27, 1, 2, 3, 12, 4, 5, 14, 30, 25, 11, 24], [6, 9, 8, 10, 13, 15, 21, 31, 19, 16, 17, 18, 29, 23, 26], [22, 28, 42, 32, 33, 34, 36, 39, 37, 38, 44, 40, 41, 43, 45], [46, 47, 53, 50, 48, 49, 51, 54, 52, 55, 57, 59, 56, 58, 60]]
75: [[35, 7, 20, 27, 1, 2, 3, 12, 4, 5, 14, 30, 25, 11, 24], [6, 9, 8, 10, 15, 29, 23, 13, 17, 18, 26, 16, 31, 21, 19], [22, 28, 42, 32, 33, 34, 36, 39, 37, 38, 44, 40, 41, 43, 45], [46, 47, 53, 50, 48, 49, 51, 54, 52, 55, 57, 59, 56, 58, 60]]
76: [[35, 7, 20, 27, 1, 2, 3, 12, 4, 5, 14, 30, 25, 11, 24], [6, 9, 10, 8, 15, 31, 16, 21, 18, 13, 19, 17, 23, 29, 26], [22, 28, 42, 32, 33, 34, 36, 39, 37, 38, 44, 40, 41, 43, 45], [46, 47, 53, 50, 48, 49, 51, 54, 52, 55, 57, 59, 56, 58, 60]]
77: [[35, 7, 20, 27, 1, 2, 3, 12, 4, 5, 14, 30, 25, 11, 24], [6, 9, 8, 13, 15, 29, 19, 16, 10, 21, 17, 23, 18, 26, 28], [22, 31, 42, 32, 33, 34, 36, 39, 37, 38, 44, 40, 41, 43, 45], [46, 47, 53, 50, 48, 49, 51, 54, 52, 55, 57, 59, 56, 58, 60]]
78: [[35, 7, 20, 27, 1, 2, 3, 12, 4, 5, 14, 30, 25, 11, 24], [6, 9, 8, 10, 15, 31, 13, 21, 17, 16, 22, 19, 23, 26, 28], [18, 29, 42, 32, 33, 34, 36, 39, 37, 38, 44, 40, 41, 43, 45], [46, 47, 53, 50, 48, 49, 51, 54, 52, 55, 57, 59, 56, 58, 60]]
79: [[35, 7, 20, 27, 1, 2, 3, 12, 4, 5, 14, 30, 25, 11, 24], [6, 9, 10, 8, 15, 31, 17, 13, 19, 16, 18, 21, 23, 26, 22], [28, 29, 42, 32, 33, 34, 36, 39, 37, 38, 44, 40, 41, 43, 45], [46, 47, 53, 50, 48, 49, 51, 54, 52, 55, 57, 59, 56, 58, 60]]
80: [[35, 7, 20, 27, 1, 2, 3, 12, 4, 5, 14, 30, 25, 11, 24], [6, 13, 8, 10, 9, 15, 16, 23, 18, 19, 22, 17, 21, 26, 31], [28, 29, 42, 32, 33, 34, 36, 39, 37, 38, 44, 40, 41, 43, 45], [46, 47, 53, 50, 48, 49, 51, 54, 52, 55, 57, 59, 56, 58, 60]]
81: [[35, 7, 20, 27, 1, 2, 3, 12, 4, 5, 14, 30, 25, 11, 24], [6, 10, 8, 9, 13, 31, 15, 21, 17, 16, 18, 19, 26, 22, 23], [28, 29, 42, 32, 33, 34, 36, 39, 37, 38, 44, 40, 41, 43, 45], [46, 47, 53, 50, 48, 49, 51, 54, 52, 55, 57, 59, 56, 58, 60]]
82: [[35, 7, 20, 27, 1, 2, 3, 12, 4, 5, 14, 30, 25, 11, 24], [8, 13, 6, 10, 9, 15, 16, 23, 19, 18, 21, 17, 22, 26, 31], [28, 29, 42, 32, 33, 34, 36, 39, 37, 38, 44, 40, 41, 43, 45], [46, 47, 53, 50, 48, 49, 51, 54, 52, 55, 57, 59, 56, 58, 60]]
83: [[35, 7, 20, 27, 1, 2, 3, 12, 4, 5, 14, 30, 25, 11, 24], [8, 9, 10, 13, 15, 23, 6, 18, 17, 16, 19, 22, 31, 21, 26], [28, 29, 42, 32, 33, 34, 36, 39, 37, 38, 44, 40, 41, 43, 45], [46, 47, 53, 50, 48, 49, 51, 54, 52, 55, 57, 59, 56, 58, 60]]
84: [[35, 7, 20, 27, 1, 2, 3, 12, 4, 5, 14, 30, 25, 11, 24], [10, 9, 6, 15, 8, 13, 16, 17, 21, 22, 18, 26, 19, 23, 31], [28, 29, 42, 32, 33, 34, 36, 39, 37, 38, 44, 40, 41, 43, 45], [46, 47, 53, 50, 48, 49, 51, 54, 52, 55, 57, 59, 56, 58, 60]]
85: [[35, 7, 20, 27, 1, 2, 3, 12, 4, 5, 14, 30, 25, 11, 24], [6, 9, 10, 8, 13, 15, 16, 21, 17, 18, 19, 23, 22, 31, 26], [28, 29, 42, 32, 33, 34, 36, 39, 37, 38, 44, 40, 41, 43, 45], [46, 47, 53, 50, 48, 49, 51, 54, 52, 55, 57, 59, 56, 58, 60]]
86: [[35, 7, 20, 27, 1, 2, 3, 12, 4, 5, 14, 30, 25, 11, 24], [6, 8, 10, 15, 9, 13, 16, 21, 17, 18, 23, 19, 22, 31, 26], [28, 29, 42, 32, 33, 34, 36, 39, 37, 38, 44, 40, 41, 43, 45], [46, 47, 53, 50, 48, 49, 51, 54, 52, 55, 57, 59, 56, 58, 60]]
87: [[35, 7, 20, 27, 1, 2, 3, 12, 4, 5, 14, 30, 25, 11, 24], [6, 9, 8, 10, 15, 29, 23, 13, 16, 18, 17, 21, 26, 22, 28], [31, 19, 42, 32, 33, 34, 36, 39, 37, 38, 44, 40, 41, 43, 45], [46, 47, 53, 50, 48, 49, 51, 54, 52, 55, 57, 59, 56, 58, 60]]
88: [[35, 7, 20, 27, 1, 2, 3, 12, 4, 5, 14, 30, 25, 11, 24], [6, 8, 10, 15, 9, 13, 16, 17, 19, 18, 21, 22, 23, 28, 29], [26, 31, 42, 32, 33, 34, 36, 39, 37, 38, 44, 40, 41, 43, 45], [46, 47, 53, 50, 48, 49, 51, 54, 52, 55, 57, 59, 56, 58, 60]]
89: [[35, 7, 20, 27, 1, 2, 3, 12, 4, 5, 14, 30, 25, 11, 24], [6, 8, 9, 15, 10, 13, 16, 22, 17, 18, 23, 28, 29, 21, 19], [26, 31, 42, 32, 33, 34, 36, 39, 37, 38, 44, 40, 41, 43, 45], [46, 47, 53, 50, 48, 49, 51, 54, 52, 55, 57, 59, 56, 58, 60]]
90: [[35, 7, 20, 27, 1, 2, 3, 12, 4, 5, 14, 30, 25, 11, 24], [6, 9, 15, 8, 10, 23, 13, 21, 18, 16, 17, 22, 29, 28, 19], [26, 31, 42, 32, 33, 34, 36, 39, 37, 38, 44, 40, 41, 43, 45], [46, 47, 53, 50, 48, 49, 51, 54, 52, 55, 57, 59, 56, 58, 60]]
91: [[35, 7, 20, 27, 1, 2, 3, 12, 4, 5, 14, 30, 25, 11, 24], [6, 8, 9, 10, 15, 18, 13, 16, 23, 21, 19, 22, 28, 29, 17], [26, 31, 42, 32, 33, 34, 36, 39, 37, 38, 44, 40, 41, 43, 45], [46, 47, 53, 50, 48, 49, 51, 54, 52, 55, 57, 59, 56, 58, 60]]
92: [[35, 7, 20, 27, 1, 2, 3, 12, 4, 5, 14, 30, 25, 11, 24], [15, 8, 6, 9, 10, 13, 16, 17, 22, 18, 19, 23, 21, 29, 28], [26, 31, 42, 32, 33, 34, 36, 39, 37, 38, 44, 40, 41, 43, 45], [46, 47, 53, 50, 48, 49, 51, 54, 52, 55, 57, 59, 56, 58, 60]]
93: [[35, 7, 20, 27, 1, 2, 3, 12, 4, 5, 14, 30, 25, 11, 24], [6, 9, 8, 10, 15, 29, 19, 16, 13, 17, 21, 23, 22, 26, 28], [31, 18, 42, 32, 33, 34, 36, 39, 37, 38, 44, 40, 41, 43, 45], [46, 47, 53, 50, 48, 49, 51, 54, 52, 55, 57, 59, 56, 58, 60]]
94: [[35, 7, 20, 27, 1, 2, 3, 12, 4, 5, 14, 30, 25, 11, 24], [6, 8, 10, 9, 13, 21, 31, 23, 17, 22, 16, 15, 29, 18, 26], [19, 28, 42, 32, 33, 34, 36, 39, 37, 38, 44, 40, 41, 43, 45], [46, 47, 53, 50, 48, 49, 51, 54, 52, 55, 57, 59, 56, 58, 60]]
95: [[35, 7, 20, 27, 1, 2, 3, 12, 4, 5, 14, 30, 25, 11, 24], [6, 9, 8, 10, 13, 29, 16, 21, 17, 18, 19, 22, 26, 15, 28], [23, 31, 42, 32, 33, 34, 36, 39, 37, 38, 44, 40, 41, 43, 45], [46, 47, 53, 50, 48, 49, 51, 54, 52, 55, 57, 59, 56, 58, 60]]
96: [[35, 7, 20, 27, 1, 2, 3, 12, 4, 5, 14, 30, 25, 11, 24], [6, 8, 10, 9, 15, 31, 13, 16, 17, 18, 19, 21, 23, 29, 22], [26, 28, 42, 32, 33, 34, 36, 39, 37, 38, 44, 40, 41, 43, 45], [46, 47, 53, 50, 48, 49, 51, 54, 52, 55, 57, 59, 56, 58, 60]]
97: [[35, 7, 20, 27, 1, 2, 3, 12, 4, 5, 14, 30, 25, 11, 24], [6, 13, 9, 8, 10, 31, 16, 15, 17, 18, 29, 19, 21, 22, 23], [26, 28, 42, 32, 33, 34, 36, 39, 37, 38, 44, 40, 41, 43, 45], [46, 47, 53, 50, 48, 49, 51, 54, 52, 55, 57, 59, 56, 58, 60]]
98: [[35, 7, 20, 27, 1, 2, 3, 12, 4, 5, 14, 30, 25, 11, 24], [6, 9, 8, 10, 15, 31, 21, 13, 18, 16, 19, 17, 22, 23, 29], [26, 28, 42, 32, 33, 34, 36, 39, 37, 38, 44, 40, 41, 43, 45], [46, 47, 53, 50, 48, 49, 51, 54, 52, 55, 57, 59, 56, 58, 60]]
99: [[35, 7, 20, 27, 3, 2, 1, 12, 4, 5, 14, 25, 24, 11, 16], [30, 6, 10, 8, 13, 9, 21, 17, 15, 19, 22, 18, 31, 23, 28], [26, 29, 42, 32, 33, 38, 36, 39, 34, 37, 44, 40, 41, 43, 45], [46, 47, 51, 50, 48, 49, 55, 54, 52, 53, 56, 59, 57, 58, 60]]
100: [[35, 7, 20, 27, 1, 2, 3, 12, 4, 5, 14, 30, 25, 11, 24], [6, 9, 8, 10, 13, 18, 19, 15, 17, 16, 22, 21, 26, 29, 23], [28, 31, 42, 32, 33, 34, 36, 39, 37, 38, 44, 40, 41, 43, 45], [46, 47, 53, 50, 48, 49, 51, 54, 52, 55, 57, 59, 56, 58, 60]]
101: [[35, 7, 20, 27, 1, 2, 3, 12, 4, 5, 14, 30, 25, 11, 24], [6, 9, 8, 10, 15, 13, 22, 17, 21, 18, 23, 19, 16, 26, 29], [28, 31, 42, 32, 33, 34, 36, 39, 37, 38, 44, 40, 41, 43, 45], [46, 47, 53, 50, 48, 49, 51, 54, 52, 55, 57, 59, 56, 58, 60]]
102: [[35, 7, 20, 27, 1, 2, 3, 12, 4, 5, 14, 30, 25, 11, 24], [6, 9, 8, 10, 13, 19, 15, 16, 18, 22, 17, 23, 21, 26, 29], [28, 31, 42, 32, 33, 34, 36, 39, 37, 38, 44, 40, 41, 43, 45], [46, 47, 53, 50, 48, 49, 51, 54, 52, 55, 57, 59, 56, 58, 60]]
103: [[35, 7, 20, 27, 1, 2, 3, 12, 4, 5, 14, 30, 25, 11, 24], [6, 8, 10, 9, 13, 29, 19, 15, 21, 16, 23, 18, 17, 22, 26], [28, 31, 42, 32, 33, 34, 36, 39, 37, 38, 44, 40, 41, 43, 45], [46, 47, 53, 50, 48, 49, 51, 54, 52, 55, 57, 59, 56, 58, 60]]
104: [[35, 7, 20, 27, 1, 2, 3, 12, 4, 5, 14, 30, 25, 11, 24], [6, 9, 8, 10, 13, 15, 16, 23, 21, 18, 17, 19, 22, 29, 26], [28, 31, 42, 32, 33, 34, 36, 39, 37, 38, 44, 40, 41, 43, 45], [46, 47, 53, 50, 48, 49, 51, 54, 52, 55, 57, 59, 56, 58, 60]]
105: [[35, 7, 20, 27, 1, 2, 3, 12, 4, 5, 14, 30, 25, 11, 24], [6, 9, 10, 8, 13, 23, 22, 18, 17, 15, 16, 19, 21, 29, 26], [31, 28, 42, 32, 33, 34, 36, 39, 37, 38, 44, 40, 41, 43, 45], [46, 47, 53, 50, 48, 49, 51, 54, 52, 55, 57, 59, 56, 58, 60]]
106: [[35, 7, 20, 27, 1, 2, 3, 12, 4, 5, 14, 30, 25, 11, 24], [6, 9, 8, 15, 10, 19, 13, 17, 16, 22, 21, 18, 23, 26, 29], [28, 31, 42, 32, 33, 34, 36, 39, 37, 38, 44, 40, 41, 43, 45], [46, 47, 53, 50, 48, 49, 51, 54, 52, 55, 57, 59, 56, 58, 60]]
107: [[35, 7, 20, 27, 1, 2, 3, 12, 4, 5, 14, 30, 25, 11, 24], [6, 8, 9, 10, 15, 13, 16, 17, 19, 18, 23, 21, 29, 26, 22], [31, 28, 42, 32, 33, 34, 36, 39, 37, 38, 44, 40, 41, 43, 45], [46, 47, 53, 50, 48, 49, 51, 54, 52, 55, 57, 59, 56, 58, 60]]
108: [[35, 7, 20, 27, 1, 2, 3, 12, 4, 5, 14, 30, 25, 11, 24], [6, 8, 15, 9, 10, 31, 21, 13, 19, 16, 17, 18, 22, 29, 26], [23, 28, 42, 32, 33, 34, 36, 39, 37, 38, 44, 40, 41, 43, 45], [46, 47, 53, 50, 48, 49, 51, 54, 52, 55, 57, 59, 56, 58, 60]]
109: [[35, 7, 20, 27, 1, 2, 3, 12, 4, 5, 14, 30, 25, 11, 24], [6, 9, 8, 10, 15, 13, 22, 16, 17, 18, 21, 19, 31, 26, 29], [23, 28, 42, 32, 33, 34, 36, 39, 37, 38, 44, 40, 41, 43, 45], [46, 47, 53, 50, 48, 49, 51, 54, 52, 55, 57, 59, 56, 58, 60]]
110: [[35, 7, 20, 27, 3, 2, 1, 4, 5, 6, 14, 28, 25, 11, 24], [9, 13, 10, 8, 12, 15, 19, 17, 16, 18, 21, 23, 22, 30, 26], [31, 29, 42, 32, 33, 34, 36, 39, 37, 38, 44, 40, 41, 43, 45], [46, 47, 51, 50, 48, 49, 55, 54, 52, 53, 57, 59, 56, 58, 60]]
111: [[35], [7, 20], [27, 1, 2, 3, 12], [15, 5, 4, 14, 26], [9, 24], [6, 8, 11], [10, 13, 17, 21, 16, 18], [23, 25, 29, 19, 22, 30], [28], [31], [42], [32, 33, 34, 37], [47, 36], [38, 44, 40, 41], [43, 45, 46, 39], [51, 50, 48], [57, 49], [54, 52, 55, 53], [59, 56, 60, 58]]
112: [[35, 7, 20, 27, 3, 1, 2, 12, 4, 5, 14, 6, 26, 11, 8], [10, 9, 24, 15, 13, 16, 29, 17, 22, 19, 23, 21, 25, 30, 31], [18, 28, 42, 32, 33, 38, 36, 46, 41, 34, 44, 40, 37, 43, 45], [47, 39, 60, 50, 48, 57, 49, 54, 52, 53, 51, 59, 55, 58, 56]]
113: [[35, 7, 20, 27, 2, 3, 1, 12, 5, 13, 6, 14, 11, 9, 24], [10, 16, 4, 8, 22, 19, 17, 25, 23, 18, 26, 15, 28, 31, 21], [30, 29, 42, 32, 33, 38, 36, 34, 37, 39, 44, 56, 41, 43, 45], [40, 46, 48, 50, 47, 49, 51, 54, 60, 55, 52, 59, 53, 57, 58]]
114: [[35, 7, 20, 27, 2, 3, 1, 12, 4, 10, 14, 22, 9, 11, 24], [6, 13, 5, 8, 15, 18, 31, 19, 16, 21, 25, 17, 29, 23, 26], [30, 28, 34, 32, 33, 38, 36, 37, 39, 40, 44, 56, 41, 43, 45], [42, 46, 47, 50, 48, 49, 51, 54, 60, 53, 57, 59, 52, 58, 55]]
115: [[35, 7, 20, 27, 1, 2, 3, 12, 4, 5, 14, 30, 25, 11, 24], [6, 9, 8, 10, 13, 15, 18, 16, 29, 17, 23, 19, 22, 26, 28], [31, 21, 42, 32, 33, 34, 36, 39, 37, 38, 44, 40, 41, 43, 45], [46, 47, 53, 50, 48, 49, 51, 54, 52, 55, 57, 59, 56, 58, 60]]
116: [[35, 7, 20, 27, 1, 3, 2, 4, 5, 12, 14, 13, 25, 11, 16], [9, 8, 15, 10, 17, 22, 18, 23, 26, 21, 28, 19, 30, 24, 6], [31, 29, 34, 32, 33, 36, 37, 47, 39, 38, 44, 56, 41, 43, 45], [46, 40, 54, 50, 48, 57, 51, 42, 52, 55, 53, 59, 49, 58, 60]]
117: [[35, 7, 20, 27, 1], [2], [3, 12], [4, 6, 5, 22, 24], [11, 8], [30, 9, 13], [10, 14, 15, 23, 16, 18], [19, 17, 25, 28, 21, 26], [31], [29], [34], [32, 33, 36, 37], [47, 39], [38, 44, 40, 41], [43, 45, 42, 46], [51, 50, 48], [57, 49], [54, 52, 53, 55], [59, 58, 56, 60]]
118: [[35, 7, 20, 27, 2], [3], [1], [4, 6, 30, 14], [9, 8, 11, 16, 5, 12, 10, 15], [13, 23, 18], [19, 24], [21, 25, 17, 31], [28, 22, 26], [29], [34, 32, 33, 36, 39], [47, 37], [38, 44, 56, 41], [43, 45, 42, 40], [58, 50, 48], [57, 51], [54, 52, 55, 46], [59, 49, 53, 60]]
119: [[35, 7, 20, 27, 1, 2, 3, 12, 5, 21, 14, 31, 25, 15, 16], [4, 8, 6, 11, 9, 10, 13, 19, 23, 18, 17, 24, 28, 29, 22], [26, 30, 42, 32, 33, 34, 36, 39, 37, 38, 44, 40, 41, 43, 45], [46, 47, 53, 50, 48, 49, 51, 54, 52, 55, 57, 59, 56, 58, 60]]
120: [[35], [7], [20, 27, 1, 3, 5], [4, 13, 30, 14], [6, 9, 15, 24, 2, 8, 10, 12], [11, 25, 23], [17, 16], [19, 26, 18, 21], [28, 22, 31], [29], [34, 32, 33, 36, 37], [47, 39], [38, 44, 56, 41], [43, 45, 40, 55], [48, 50, 42], [57, 51], [54, 52, 46, 49], [59, 53, 58, 60]]
121: [[35, 7, 20, 27, 1, 6], [3, 12, 4, 13, 30, 8], [9, 25, 24], [2, 10], [11, 14, 15, 16, 5], [17, 18], [21], [23, 26, 19, 22, 28], [29], [31], [34], [32, 33, 40, 37], [39, 36], [38, 44, 56, 41], [43, 45, 42, 55], [46, 50, 48], [49, 51], [54, 60, 47, 52], [59, 58, 53, 57]]
