0: [[1], [33, 3, 5, 14, 26, 15, 6, 10], [11, 9, 4, 7, 16, 8, 22, 18], [13, 27, 21], [19, 20], [25, 23], [30, 24, 31, 28, 12], [32, 17, 40, 48], [36], [37, 38, 29], [34], [55], [44], [46], [42, 43], [41, 39, 45, 47], [50, 56, 51, 52], [35, 53, 54, 2], [59], [57, 49], [58, 60]]
74: [[20, 35, 7, 1, 2, 12, 19, 11, 3, 5, 27, 4, 14], [31, 24, 30, 6, 8, 13, 9, 10, 15, 16, 17, 18, 21, 23, 22, 28], [25, 26, 29, 36, 32, 33, 42, 37, 34, 39, 44, 38, 40, 43, 41, 45], [47, 46, 49, 55, 52, 51, 48, 50, 53, 54, 58, 57, 56, 59, 60]]
75: [[20, 35, 7, 1, 2, 12, 19, 11, 3, 5, 27, 4, 14], [31, 24, 30, 6, 8, 9, 10, 15, 13, 16, 17, 18, 21, 23, 22, 28], [25, 26, 29, 36, 32, 33, 42, 37, 34, 39, 44, 38, 40, 43, 41, 45], [47, 46, 49, 55, 52, 51, 48, 50, 53, 54, 58, 57, 56, 59, 60]]
76: [[20, 35, 7, 1, 2, 12, 19, 11, 3, 5, 27, 4, 14], [31, 24, 30, 10, 8, 9, 13, 15, 17, 16, 18, 22, 21, 6, 23, 28], [25, 26, 29, 36, 32, 33, 42, 37, 34, 39, 44, 38, 40, 43, 41, 45], [47, 46, 49, 55, 52, 51, 48, 50, 53, 54, 58, 57, 56, 59, 60]]
77: [[20, 35, 7, 1, 2, 12, 19, 11, 3, 5, 27, 4, 14], [31, 24, 30, 6, 8, 9, 13, 15, 10, 18, 17, 21, 22, 16, 23, 28], [25, 26, 29, 36, 32, 33, 42, 37, 34, 39, 44, 38, 40, 43, 41, 45], [47, 46, 49, 55, 52, 51, 48, 50, 53, 54, 58, 57, 56, 59, 60]]
78: [[20, 35, 7, 1, 2, 12, 19, 11, 3, 5, 27, 4, 14], [31, 24, 30, 6, 9, 8, 15, 13, 10, 18, 17, 21, 23, 16, 22, 28], [25, 26, 29, 36, 32, 33, 42, 37, 34, 39, 44, 38, 40, 43, 41, 45], [47, 46, 49, 55, 52, 51, 48, 50, 53, 54, 58, 57, 56, 59, 60]]
79: [[20, 35, 7, 1, 2, 12, 19, 11, 3, 5, 27, 4, 14], [31, 24, 30, 6, 8, 10, 9, 15, 13, 16, 17, 18, 21, 22, 23, 28], [25, 26, 29, 36, 32, 33, 42, 37, 34, 39, 44, 38, 40, 43, 41, 45], [47, 46, 49, 55, 52, 51, 48, 50, 53, 54, 58, 57, 56, 59, 60]]
80: [[20, 35, 7, 1, 2, 12, 19, 11, 3, 5, 27, 4, 14], [31, 24, 30, 6, 9, 10, 8, 13, 15, 17, 16, 18, 21, 23, 22, 28], [25, 26, 29, 36, 32, 33, 42, 37, 34, 39, 44, 38, 40, 43, 41, 45], [47, 46, 49, 55, 52, 51, 48, 50, 53, 54, 58, 57, 56, 59, 60]]
81: [[20, 35, 7, 1, 2, 12, 19, 11, 3, 5, 27, 4, 14], [31, 24, 30, 8, 9, 15, 13, 17, 16, 18, 23, 22, 28, 10, 21, 6], [25, 26, 29, 36, 32, 33, 42, 37, 34, 39, 44, 38, 40, 43, 41, 45], [47, 46, 49, 55, 52, 51, 48, 50, 53, 54, 58, 57, 56, 59, 60]]
82: [[20, 35, 7, 1, 2, 12, 19, 11, 3, 5, 27, 4, 14], [31, 24, 30, 6, 8, 10, 9, 15, 13, 16, 17, 18, 21, 23, 22, 28], [25, 26, 29, 36, 32, 33, 42, 37, 34, 39, 44, 38, 40, 43, 41, 45], [47, 46, 49, 55, 52, 51, 48, 50, 53, 54, 58, 57, 56, 59, 60]]
83: [[20, 35, 7, 1, 2, 12, 19, 11, 3, 5, 27, 4, 14], [31, 24, 30, 6, 8, 10, 13, 15, 9, 17, 16, 18, 21, 23, 22, 28], [25, 26, 29, 36, 32, 33, 42, 37, 34, 39, 44, 38, 40, 43, 41, 45], [47, 46, 49, 55, 52, 51, 48, 50, 53, 54, 58, 57, 56, 59, 60]]
84: [[20, 35, 7, 1, 2, 12, 19, 11, 3, 5, 27, 4, 14], [31, 24, 30, 6, 8, 9, 10, 13, 15, 17, 16, 23, 21, 22, 18, 28], [25, 26, 29, 36, 32, 33, 42, 37, 34, 39, 44, 38, 40, 43, 41, 45], [47, 46, 49, 55, 52, 51, 48, 50, 53, 54, 58, 57, 56, 59, 60]]
85: [[20, 35, 7, 1, 2, 12, 19, 11, 3, 5, 27, 4, 14], [31, 24, 30, 6, 13, 8, 10, 9, 15, 18, 21, 16, 23, 17, 22, 28], [25, 26, 29, 36, 32, 33, 42, 37, 34, 39, 44, 38, 40, 43, 41, 45], [47, 46, 49, 55, 52, 51, 48, 50, 53, 54, 58, 57, 56, 59, 60]]
86: [[20, 35, 7, 1, 2, 12, 19, 11, 3, 5, 27, 4, 14], [31, 24, 30, 6, 9, 13, 10, 8, 15, 17, 16, 18, 21, 22, 23, 28], [25, 26, 29, 36, 32, 33, 42, 37, 34, 39, 44, 38, 40, 43, 41, 45], [47, 46, 49, 55, 52, 51, 48, 50, 53, 54, 58, 57, 56, 59, 60]]
87: [[20, 35, 7, 1, 2, 12, 19, 11, 3, 5, 27, 4, 14], [31, 24, 30, 6, 9, 8, 10, 13, 15, 16, 21, 18, 17, 22, 23, 28], [25, 26, 29, 36, 32, 33, 42, 37, 34, 39, 44, 38, 40, 43, 41, 45], [47, 46, 49, 55, 52, 51, 48, 50, 53, 54, 58, 57, 56, 59, 60]]
88: [[20, 35, 7, 1, 2, 12, 19, 11, 3, 5, 27, 4, 14], [31, 24, 30, 6, 8, 9, 10, 15, 13, 16, 17, 18, 21, 22, 23, 28], [25, 26, 29, 36, 32, 33, 42, 37, 34, 39, 44, 38, 40, 43, 41, 45], [47, 46, 49, 55, 52, 51, 48, 50, 53, 54, 58, 57, 56, 59, 60]]
89: [[20, 35, 7, 1, 2, 12, 19, 11, 3, 5, 27, 4, 14], [31, 24, 30, 6, 9, 8, 10, 15, 13, 18, 17, 16, 21, 22, 23, 28], [25, 26, 29, 36, 32, 33, 42, 37, 34, 39, 44, 38, 40, 43, 41, 45], [47, 46, 49, 55, 52, 51, 48, 50, 53, 54, 58, 57, 56, 59, 60]]
90: [[20, 35, 7, 1, 2, 12, 19, 11, 3, 5, 27, 4, 14], [31, 24, 30, 6, 9, 8, 10, 13, 15, 18, 17, 22, 21, 16, 23, 28], [25, 26, 29, 36, 32, 33, 42, 37, 34, 39, 44, 38, 40, 43, 41, 45], [47, 46, 49, 55, 52, 51, 48, 50, 53, 54, 58, 57, 56, 59, 60]]
91: [[20, 35, 7, 1, 2, 12, 19, 11, 3, 5, 27, 4, 14], [31, 24, 30, 6, 8, 9, 10, 13, 15, 22, 17, 16, 18, 21, 23, 28], [25, 26, 29, 36, 32, 33, 42, 37, 34, 39, 44, 38, 40, 43, 41, 45], [47, 46, 49, 55, 52, 51, 48, 50, 53, 54, 58, 57, 56, 59, 60]]
92: [[20, 35, 7, 1, 2, 12, 19, 11, 3, 5, 27, 4, 14], [31, 24, 30, 6, 8, 9, 10, 13, 15, 17, 16, 18, 21, 22, 23, 28], [25, 26, 29, 36, 32, 33, 42, 37, 34, 39, 44, 38, 40, 43, 41, 45], [47, 46, 49, 55, 52, 51, 48, 50, 53, 54, 58, 57, 56, 59, 60]]
93: [[20, 35, 7, 1, 2, 12, 19, 11, 3, 5, 27, 4, 14], [31, 24, 30, 6, 8, 10, 9, 13, 15, 21, 16, 18, 17, 22, 23, 28], [25, 26, 29, 36, 32, 33, 42, 37, 34, 39, 44, 38, 40, 43, 41, 45], [47, 46, 49, 55, 52, 51, 48, 50, 53, 54, 58, 57, 56, 59, 60]]
94: [[20, 35, 7, 1, 2, 12, 19, 11, 3, 5, 27, 4, 14], [31, 24, 30, 8, 9, 13, 15, 16, 17, 18, 23, 22, 28, 10, 21, 6], [25, 26, 29, 36, 32, 33, 42, 37, 34, 39, 44, 38, 40, 43, 41, 45], [47, 46, 49, 55, 52, 51, 48, 50, 53, 54, 58, 57, 56, 59, 60]]
95: [[20, 35, 7, 1, 2, 12, 19, 11, 3, 5, 27, 4, 14], [31, 24, 30, 10, 9, 15, 6, 13, 8, 16, 17, 22, 18, 21, 23, 28], [25, 26, 29, 36, 32, 33, 42, 37, 34, 39, 44, 38, 40, 43, 41, 45], [47, 46, 49, 55, 52, 51, 48, 50, 53, 54, 58, 57, 56, 59, 60]]
96: [[20, 35, 7, 1, 2, 12, 19, 11, 3, 5, 27, 4, 14], [31, 24, 30, 8, 9, 15, 13, 17, 16, 18, 23, 22, 28, 10, 21, 6], [25, 26, 29, 36, 32, 33, 42, 37, 34, 39, 44, 38, 40, 43, 41, 45], [47, 46, 49, 55, 52, 51, 48, 50, 53, 54, 58, 57, 56, 59, 60]]
97: [[20, 35, 7, 1, 2, 12, 19, 11, 3, 5, 27, 4, 14], [31, 24, 30, 6, 8, 9, 10, 15, 13, 16, 17, 18, 23, 21, 22, 28], [25, 26, 29, 36, 32, 33, 42, 37, 34, 39, 44, 38, 40, 43, 41, 45], [47, 46, 49, 55, 52, 51, 48, 50, 53, 54, 58, 57, 56, 59, 60]]
98: [[20, 35, 7, 1, 2, 12, 19, 11, 3, 5, 27, 4, 14], [31, 24, 30, 6, 8, 10, 9, 15, 13, 23, 17, 18, 21, 16, 22, 28], [25, 26, 29, 36, 32, 33, 42, 37, 34, 39, 44, 38, 40, 43, 41, 45], [47, 46, 49, 55, 52, 51, 48, 50, 53, 54, 58, 57, 56, 59, 60]]
99: [[20, 35, 7, 1, 2, 12, 19, 11, 3, 5, 27, 4, 14], [31, 24, 30, 6, 8, 9, 10, 13, 15, 17, 16, 18, 21, 23, 22, 28], [25, 26, 29, 36, 32, 33, 42, 37, 34, 39, 44, 38, 40, 43, 41, 45], [47, 46, 49, 55, 52, 51, 48, 50, 53, 54, 58, 57, 56, 59, 60]]
100: [[20, 35, 7, 1, 2, 12, 19, 11, 3, 5, 27, 4, 14], [31, 24, 30, 6, 8, 9, 10, 13, 15, 17, 18, 16, 21, 23, 22, 28], [25, 26, 29, 36, 32, 33, 42, 37, 34, 39, 44, 38, 40, 43, 41, 45], [47, 46, 49, 55, 52, 51, 48, 50, 53, 54, 58, 57, 56, 59, 60]]
101: [[20, 35, 7, 1, 2, 12, 19, 11, 3, 5, 27, 4, 14], [31, 24, 30, 6, 8, 9, 10, 13, 15, 16, 17, 21, 22, 23, 18, 28], [25, 26, 29, 36, 32, 33, 42, 37, 34, 39, 44, 38, 40, 43, 41, 45], [47, 46, 49, 55, 52, 51, 48, 50, 53, 54, 58, 57, 56, 59, 60]]
102: [[20, 35, 7, 1, 2, 12, 19, 11, 3, 5, 27, 4, 14], [31, 24, 30, 6, 8, 10, 9, 15, 13, 21, 16, 18, 17, 23, 22, 28], [25, 26, 29, 36, 32, 33, 42, 37, 34, 39, 44, 38, 40, 43, 41, 45], [47, 46, 49, 55, 52, 51, 48, 50, 53, 54, 58, 57, 56, 59, 60]]
103: [[20, 35, 7, 1, 2, 12, 19, 11, 3, 5, 27, 4, 14], [31, 24, 30, 8, 9, 15, 13, 16, 22, 18, 17, 23, 28, 10, 21, 6], [25, 26, 29, 36, 32, 33, 42, 37, 34, 39, 44, 38, 40, 43, 41, 45], [47, 46, 49, 55, 52, 51, 48, 50, 53, 54, 58, 57, 56, 59, 60]]
104: [[20, 35, 7, 1, 2, 12, 19, 11, 3, 5, 27, 4, 14], [31, 24, 30, 6, 8, 10, 15, 13, 9, 16, 18, 17, 21, 23, 22, 28], [25, 26, 29, 36, 32, 33, 42, 37, 34, 39, 44, 38, 40, 43, 41, 45], [47, 46, 49, 55, 52, 51, 48, 50, 53, 54, 58, 57, 56, 59, 60]]
105: [[20, 35, 7, 1, 2, 12, 19, 11, 3, 5, 27, 4, 14], [31, 24, 30, 6, 9, 13, 8, 15, 10, 23, 17, 16, 21, 22, 18, 28], [25, 26, 29, 36, 32, 33, 42, 37, 34, 39, 44, 38, 40, 43, 41, 45], [47, 46, 49, 55, 52, 51, 48, 50, 53, 54, 58, 57, 56, 59, 60]]
106: [[20, 35, 7, 1, 2, 12, 19, 11, 3, 5, 27, 4, 14], [31, 24, 30, 6, 9, 10, 15, 8, 13, 18, 17, 16, 21, 22, 23, 28], [25, 26, 29, 36, 32, 33, 42, 37, 34, 39, 44, 38, 40, 43, 41, 45], [47, 46, 49, 55, 52, 51, 48, 50, 53, 54, 58, 57, 56, 59, 60]]
107: [[20, 35, 7, 1, 2, 12, 19, 11, 3, 5, 27, 4, 14], [31, 24, 30, 6, 9, 10, 13, 8, 15, 16, 18, 17, 21, 23, 22, 28], [25, 26, 29, 36, 32, 33, 42, 37, 34, 39, 44, 38, 40, 43, 41, 45], [47, 46, 49, 55, 52, 51, 48, 50, 53, 54, 58, 57, 56, 59, 60]]
108: [[20, 35, 7, 1, 2, 12, 19, 11, 3, 5, 27, 4, 14, 31, 24, 30], [6, 8, 9, 10, 13, 15, 16, 25, 26, 21, 17, 22, 28], [18, 23, 29, 36, 32, 33, 42, 37, 34, 39, 44, 38, 40, 43, 41, 45], [47, 46, 49, 55, 52, 51, 48, 50, 53, 54, 58, 57, 56, 59, 60]]
109: [[20, 35, 7, 1, 2, 12, 19, 11, 3, 5, 27, 4, 14, 31, 24, 30], [6, 8, 9, 10, 18, 13, 17, 23, 15, 25, 16, 21, 22], [28, 26, 29, 36, 32, 33, 42, 37, 34, 39, 44, 38, 40, 43, 41, 45], [47, 46, 49, 55, 52, 51, 48, 50, 53, 54, 58, 57, 56, 59, 60]]
110: [[20, 35, 7, 1, 2, 12, 19, 11, 3, 5, 27, 4, 14], [31, 24, 30, 6, 8, 9, 10, 15, 13, 17, 21, 16, 25, 18, 22, 28], [23, 26, 29, 36, 32, 33, 42, 37, 34, 39, 44, 38, 40, 43, 41, 45], [47, 46, 49, 55, 52, 51, 48, 50, 53, 54, 58, 57, 56, 59, 60]]
111: [[20, 35, 7, 1, 2, 12, 19, 11, 3, 5, 27, 4, 14, 31, 24, 30], [6, 9, 13, 8, 15, 16, 18, 17, 23, 29, 10, 21, 22], [25, 26, 28, 36, 32, 33, 42, 37, 34, 39, 44, 38, 40, 43, 41, 45], [47, 46, 49, 55, 52, 51, 48, 50, 53, 54, 58, 57, 56, 59, 60]]
112: [[20, 35, 7, 1, 2, 12, 19, 11, 3, 5, 27, 4, 14, 31, 24, 30], [10, 8, 15, 13, 6, 9, 16, 17, 18, 23, 21, 22, 28, 25, 26, 29], [36, 32, 33, 42, 37, 34, 39, 44, 38, 40, 43, 41, 45], [47, 46, 49, 55, 52, 51, 48, 50, 53, 54, 58, 57, 56, 59, 60]]
113: [[20, 35, 7, 1, 2, 12, 19, 11, 3, 5, 27, 4, 14, 31, 24, 30], [6, 8, 9, 10, 13, 15, 16, 17, 23, 21, 22, 18, 28, 25, 26, 29], [36, 32, 33, 42, 37, 34, 39, 44, 38, 40, 43, 41, 45], [47, 46, 49, 55, 52, 51, 48, 50, 53, 54, 58, 57, 56, 59, 60]]
114: [[20, 35, 7, 1, 2, 12, 19, 11, 3, 5, 27, 4, 14], [31, 24, 30, 6, 8, 15, 9, 10, 13, 17, 16, 29, 23, 18, 21, 22], [25, 26, 28, 36, 32, 33, 42, 37, 34, 39, 44, 38, 40, 43, 41, 45], [47, 46, 49, 55, 52, 51, 48, 50, 53, 54, 58, 57, 56, 59, 60]]
115: [[20, 35, 7, 1, 2, 12, 19, 11, 3, 5, 27, 4, 14, 31, 24, 30], [6, 9, 13, 8, 16, 26, 23, 10, 15, 28, 22, 17, 18], [25, 21, 29, 36, 32, 33, 42, 37, 34, 39, 44, 38, 40, 43, 41, 45], [47, 46, 49, 55, 52, 51, 48, 50, 53, 54, 58, 57, 56, 59, 60]]
116: [[20, 35, 7, 1, 2, 12, 19, 11, 3, 5, 27, 4, 14, 31, 24, 30], [6, 8, 10, 9, 13, 15, 16, 17, 28, 23, 22, 18, 29], [25, 26, 21, 36, 32, 33, 42, 37, 34, 39, 44, 38, 40, 43, 41, 45], [47, 46, 49, 55, 52, 51, 48, 50, 53, 54, 58, 57, 56, 59, 60]]
117: [[4, 35, 3, 5, 6, 10, 15, 7, 2, 11, 9, 1, 14, 26, 8, 22], [13, 17, 19, 21, 27, 24, 16, 23, 25, 20, 30, 28, 12], [31, 18, 45, 52, 32, 37, 38, 29, 34, 55, 44, 36, 42, 43, 41, 39], [47, 40, 50, 46, 51, 54, 33, 48, 49, 53, 58, 57, 56, 59, 60]]
118: [[4, 33, 7, 5, 14, 8, 1, 2, 10, 9, 11, 3, 15], [29, 24, 22, 18, 13, 26, 21, 31, 6, 25, 17, 12, 19, 20, 30, 28], [23, 16, 44, 32, 36, 27, 42, 37, 34, 39, 35, 38, 40, 43, 41, 47], [45, 46, 51, 50, 53, 55, 49, 48, 52, 54, 58, 57, 56, 59, 60]]
119: [[16, 35, 7, 1, 14, 28, 15, 2, 11, 13, 25, 4, 6, 18, 24, 22], [3, 9, 5, 8, 27, 10, 17, 19, 21, 20, 23, 30, 12], [26, 29, 31, 36, 32, 33, 38, 37, 34, 55, 44, 39, 42, 43, 41, 45], [47, 46, 51, 54, 52, 40, 50, 53, 48, 56, 58, 57, 49, 59, 60]]
120: [[4, 33, 7, 5], [6, 14, 3, 2, 10], [1, 11], [15, 17], [28, 24, 22], [18, 8, 26, 9, 23, 12, 25, 19], [30, 21, 27, 20, 29, 16, 31, 32], [48], [36], [37, 38, 13], [34], [39], [44], [46], [42, 43], [41, 35, 47, 40], [45, 49, 50, 54], [51, 52, 55, 53], [59], [57, 56], [58, 60]]
121: [[21, 35], [3, 1], [2, 24, 7], [14, 6, 13, 25, 4, 9, 29, 8], [30, 18, 11, 10, 12, 17, 15, 20], [19], [26, 16, 23, 28, 22], [40, 27, 31, 36], [32], [33, 34, 5], [37], [55], [44], [46], [42, 43], [41, 47, 38, 39], [49, 59, 53, 48], [45, 51, 52, 50], [58], [57, 54], [56, 60]]
