0: [[27, 35, 7, 1, 2], [3, 4, 12], [20, 19], [15, 11, 6, 10], [9, 24], [8, 16, 5, 18], [13, 14, 17, 29, 21], [23, 26, 22, 28], [31, 25], [30, 44], [36, 33], [38, 34, 32, 37], [39, 43, 45, 40, 47, 46], [42, 41, 50], [53], [52, 49, 48, 57, 54], [56, 51, 58], [60, 55, 59]]
74: [[27, 35, 7, 2, 11, 12, 1, 3, 20, 19, 14, 4, 9, 24], [8, 26, 13, 31, 5, 22, 10, 6, 15, 17, 18, 16, 21, 28, 29, 30], [25, 23, 40, 36, 33, 38, 34, 32, 37, 39, 43, 45, 41, 46, 42, 44], [47, 50, 53, 48, 51, 54, 49, 55, 60, 58, 52, 56, 59, 57]]
75: [[27, 35, 7, 2, 11, 12, 1, 3, 20, 19, 14, 4, 9, 24], [8, 26, 13, 31, 5, 22, 6, 10, 15, 21, 17, 16, 29, 23, 18, 30], [25, 28, 40, 36, 33, 38, 34, 32, 37, 39, 43, 45, 41, 46, 42, 44], [47, 50, 53, 48, 51, 54, 49, 55, 60, 52, 59, 58, 56, 57]]
76: [[27, 35, 7, 2, 11, 12, 1, 3, 20, 19, 14, 4, 9, 24], [8, 26, 13, 31, 5, 22, 6, 10, 15, 16, 29, 18, 21, 23, 17, 30], [25, 28, 40, 36, 33, 38, 34, 32, 37, 39, 43, 45, 41, 46, 42, 44], [47, 50, 53, 48, 51, 54, 49, 55, 60, 58, 52, 59, 56, 57]]
77: [[27, 35, 7, 2, 11, 12, 1, 3, 20, 19, 14, 4, 9, 24], [8, 26, 13, 31, 5, 22, 6, 10, 15, 17, 16, 18, 21, 29, 23, 30], [25, 28, 40, 36, 33, 38, 34, 32, 37, 39, 43, 45, 41, 46, 42, 44], [47, 50, 53, 48, 51, 54, 49, 55, 60, 56, 52, 57, 59, 58]]
78: [[27, 35, 7, 2, 11, 12, 1, 3, 20, 19, 14, 4, 9, 24], [8, 26, 13, 31, 5, 22, 6, 10, 15, 17, 18, 21, 23, 16, 29, 30], [25, 28, 40, 36, 33, 38, 34, 32, 37, 39, 43, 45, 41, 46, 42, 44], [47, 50, 53, 48, 51, 54, 49, 55, 60, 52, 56, 58, 57, 59]]
79: [[27, 35, 7, 2, 11, 12, 1, 3, 20, 19, 14, 4, 9, 24], [8, 26, 13, 31, 5, 22, 6, 10, 15, 16, 17, 18, 21, 23, 29, 30], [25, 28, 40, 36, 33, 38, 34, 32, 37, 39, 43, 45, 41, 46, 42, 44], [47, 50, 53, 48, 51, 54, 49, 55, 60, 58, 52, 57, 59, 56]]
80: [[27, 35, 7, 2, 3, 4, 1, 11, 20, 19, 14, 9, 6, 8], [12, 24, 13, 17, 5, 18, 15, 10, 22, 28, 16, 21, 26, 23, 31, 30], [25, 29, 44, 36, 33, 38, 34, 32, 37, 39, 43, 45, 40, 47, 46, 42], [41, 50, 53, 48, 51, 49, 57, 55, 56, 52, 58, 60, 54, 59]]
81: [[27, 35, 7, 2, 3, 4, 1, 11, 20, 19, 14, 9, 15, 8, 12, 26], [13, 17, 5, 22, 6, 10, 23, 18, 16, 24, 25, 21, 28, 30], [31, 29, 44, 36, 33, 38, 34, 32, 37, 39, 43, 45, 41, 46, 42, 40], [47, 50, 53, 48, 51, 54, 57, 55, 56, 49, 58, 52, 59, 60]]
82: [[27, 35, 7, 2, 11, 12, 1, 3, 20, 19, 14, 4, 9, 24, 8, 26], [13, 31, 5, 22, 6, 10, 15, 17, 21, 18, 16, 23, 29, 30, 25, 28], [40, 36, 33, 38, 34, 32, 37, 39, 43, 45, 41, 46, 42, 44], [47, 50, 53, 48, 51, 54, 49, 55, 60, 58, 52, 59, 57, 56]]
83: [[27, 35, 7, 2, 11, 12, 1, 3, 20, 19, 14, 4, 9, 24, 8, 26], [13, 31, 5, 22, 6, 10, 15, 17, 16, 18, 21, 23, 28, 30, 25, 29], [40, 36, 33, 38, 34, 32, 37, 39, 43, 45, 41, 46, 42, 44], [47, 50, 53, 48, 51, 54, 49, 55, 56, 59, 52, 58, 57, 60]]
84: [[27, 35, 7, 2, 11, 12, 1, 3, 20, 19, 14, 4, 9, 24, 8, 26], [13, 31, 5, 22, 6, 10, 15, 16, 18, 21, 29, 23, 28, 30, 25, 17], [40, 36, 33, 38, 34, 32, 37, 39, 43, 45, 41, 46, 42, 44], [47, 50, 53, 48, 51, 54, 49, 55, 60, 58, 56, 59, 57, 52]]
85: [[27, 35, 7, 2, 11, 12, 1, 3, 20, 19, 14, 4, 9, 24, 8, 26], [13, 31, 5, 22, 6, 10, 17, 18, 16, 21, 15, 28, 23, 29, 25, 30], [40, 36, 33, 38, 34, 32, 37, 39, 43, 45, 41, 46, 42, 44], [47, 50, 53, 48, 51, 54, 49, 55, 56, 60, 52, 59, 57, 58]]
86: [[27, 35, 7, 2, 11, 12, 1, 3, 20, 19, 14, 4, 9, 24, 8, 26], [13, 31, 5, 22, 6, 10, 21, 15, 16, 18, 17, 23, 29, 30, 25, 28], [40, 36, 33, 38, 34, 32, 37, 39, 43, 45, 41, 46, 42, 44], [47, 50, 53, 48, 51, 54, 49, 55, 60, 52, 59, 56, 58, 57]]
87: [[27, 35, 7, 2, 11, 12, 1, 3, 20, 19, 14, 4, 9, 24, 8, 26], [13, 31, 5, 22, 6, 10, 15, 16, 21, 18, 17, 23, 28, 30, 25, 29], [40, 36, 33, 38, 34, 32, 37, 39, 43, 45, 41, 46, 42, 44], [47, 50, 53, 48, 51, 54, 49, 55, 56, 58, 52, 59, 57, 60]]
88: [[27, 35, 7, 2, 11, 12, 1, 3, 20, 19, 14, 4, 9, 24, 8, 26], [13, 31, 5, 22, 15, 18, 16, 23, 21, 17, 30, 10, 28, 6, 25, 29], [40, 36, 33, 38, 34, 32, 37, 39, 43, 45, 41, 46, 42, 44], [47, 50, 53, 48, 51, 54, 49, 55, 60, 57, 56, 58, 59, 52]]
89: [[27, 35, 7, 2, 11, 12, 1, 3, 20, 19, 14, 4, 9, 24, 8, 26], [13, 31, 5, 22, 6, 10, 15, 17, 16, 18, 21, 23, 28, 30, 25, 29], [40, 36, 33, 38, 34, 32, 37, 39, 43, 45, 41, 46, 42, 44], [47, 50, 53, 48, 51, 54, 49, 55, 60, 56, 52, 58, 57, 59]]
90: [[27, 35, 7, 2, 11, 12, 1, 3, 20, 19, 14, 4, 9, 24, 8, 26], [13, 31, 5, 22, 6, 10, 15, 21, 18, 16, 17, 23, 28, 30, 25, 29], [40, 36, 33, 38, 34, 32, 37, 39, 43, 45, 41, 46, 42, 44], [47, 50, 53, 48, 51, 54, 49, 55, 60, 57, 56, 52, 59, 58]]
91: [[27, 35, 7, 2, 11, 12, 1, 3, 20, 19, 14, 4, 9, 24, 8, 26], [13, 31, 5, 22, 6, 10, 15, 18, 16, 23, 21, 17, 28, 30, 25, 29], [40, 36, 33, 38, 34, 32, 37, 39, 43, 45, 41, 46, 42, 44], [47, 50, 53, 48, 51, 54, 49, 55, 60, 52, 56, 58, 57, 59]]
92: [[27, 35, 7, 2, 11, 12, 1, 3, 20, 19, 14, 4, 9, 24, 8, 26], [13, 31, 5, 22, 6, 10, 15, 17, 16, 18, 21, 23, 28, 30, 25, 29], [40, 36, 33, 38, 34, 32, 37, 39, 43, 45, 41, 46, 42, 44], [47, 50, 53, 48, 51, 54, 49, 55, 60, 56, 57, 52, 59, 58]]
93: [[27, 35, 7, 2, 11, 12, 1, 3, 20, 19, 14, 4, 9, 24, 8, 26], [13, 31, 5, 22, 6, 10, 15, 16, 21, 23, 17, 29, 18, 30, 25, 28], [40, 36, 33, 38, 34, 32, 37, 39, 43, 45, 41, 46, 42, 44], [47, 50, 53, 48, 51, 54, 49, 55, 60, 58, 56, 59, 57, 52]]
94: [[27, 35, 7, 2, 11, 12, 1, 3, 20, 19, 14, 4, 9, 24, 8, 26], [13, 31, 5, 22, 16, 15, 10, 18, 30, 23, 28, 17, 21, 6, 25, 29], [40, 36, 33, 38, 34, 32, 37, 39, 43, 45, 41, 46, 42, 44], [47, 50, 53, 48, 51, 54, 49, 55, 56, 58, 52, 59, 57, 60]]
95: [[27, 35, 7, 2, 11, 12, 1, 3, 20, 19, 14, 4, 9, 24, 8, 26], [13, 31, 5, 22, 6, 10, 15, 18, 16, 21, 17, 23, 28, 30, 25, 29], [40, 36, 33, 38, 34, 32, 37, 39, 43, 45, 41, 46, 42, 44], [47, 50, 53, 48, 51, 54, 49, 55, 56, 52, 57, 58, 59, 60]]
96: [[27, 35, 7, 2, 11, 12, 1, 3, 20, 19, 14, 4, 9, 24, 8, 26], [13, 31, 5, 22, 6, 10, 15, 18, 16, 23, 17, 21, 28, 30, 25, 29], [40, 36, 33, 38, 34, 32, 37, 39, 43, 45, 41, 46, 42, 44], [47, 50, 53, 48, 51, 54, 49, 55, 60, 56, 52, 58, 59, 57]]
97: [[27, 35, 7, 2, 11, 12, 1, 3, 20, 19, 14, 4, 9, 24, 8, 26], [13, 31, 5, 22, 6, 15, 23, 10, 17, 18, 16, 21, 29, 30, 25, 28], [40, 36, 33, 38, 34, 32, 37, 39, 43, 45, 41, 46, 42, 44], [47, 50, 53, 48, 51, 54, 49, 55, 60, 56, 52, 57, 59, 58]]
98: [[27, 35, 7, 2, 11, 12, 1, 3, 20, 19, 14, 4, 9, 24, 8, 26], [13, 31, 5, 22, 6, 10, 15, 16, 21, 18, 17, 23, 28, 30, 25, 29], [40, 36, 33, 38, 34, 32, 37, 39, 43, 45, 41, 46, 42, 44], [47, 50, 53, 48, 51, 54, 49, 55, 56, 57, 52, 58, 59, 60]]
99: [[27, 35, 7, 2, 11, 12, 1, 3, 20, 19, 14, 4, 9, 24, 8, 26], [13, 31, 5, 22, 6, 15, 10, 16, 21, 17, 23, 18, 28, 30, 25, 29], [40, 36, 33, 38, 34, 32, 37, 39, 43, 45, 41, 46, 42, 44], [47, 50, 53, 48, 51, 54, 49, 55, 60, 58, 52, 59, 57, 56]]
100: [[27, 35, 7, 2, 11, 12, 1, 3, 20, 19, 14, 4, 9, 24, 8, 26], [13, 31, 5, 22, 6, 10, 15, 21, 18, 17, 28, 23, 16, 30, 25, 29], [40, 36, 33, 38, 34, 32, 37, 39, 43, 45, 41, 46, 42, 44], [47, 50, 53, 48, 51, 54, 49, 55, 60, 56, 52, 57, 59, 58]]
101: [[27, 35, 7, 2, 11, 12, 1, 3, 20, 19, 14, 4, 9, 24, 8, 26], [13, 31, 5, 22, 6, 10, 15, 17, 18, 16, 23, 21, 28, 30, 25, 29], [40, 36, 33, 38, 34, 32, 37, 39, 43, 45, 41, 46, 42, 44], [47, 50, 53, 48, 51, 54, 49, 55, 60, 58, 52, 56, 57, 59]]
102: [[27, 35, 7, 2, 11, 12, 1, 3, 20, 19, 14, 4, 9, 24, 8, 26], [13, 31, 5, 22, 6, 10, 15, 16, 17, 18, 21, 29, 23, 30, 25, 28], [40, 36, 33, 38, 34, 32, 37, 39, 43, 45, 41, 46, 42, 44], [47, 50, 53, 48, 51, 54, 49, 55, 56, 60, 59, 58, 52, 57]]
103: [[27, 35, 7, 2, 11, 12, 1, 3, 20, 19, 14, 4, 9, 24, 8, 26], [13, 31, 5, 22, 6, 10, 15, 16, 21, 23, 28, 17, 18, 30, 25, 29], [40, 36, 33, 38, 34, 32, 37, 39, 43, 45, 41, 46, 42, 44], [47, 50, 53, 48, 51, 54, 49, 55, 60, 56, 52, 59, 58, 57]]
104: [[27, 35, 7, 2, 11, 12, 1, 3, 20, 19, 14, 4, 9, 24, 8, 26], [13, 31, 5, 22, 23, 17, 15, 18, 30, 28, 16, 25, 29, 10, 21, 6], [40, 36, 33, 38, 34, 32, 37, 39, 43, 45, 41, 46, 42, 44], [47, 50, 53, 48, 51, 54, 49, 55, 56, 60, 52, 57, 59, 58]]
105: [[27, 35, 7, 2, 11, 12, 1, 3, 20, 19, 14, 4, 9, 24, 8, 26], [13, 31, 5, 22, 6, 10, 15, 18, 16, 23, 29, 17, 21, 30], [25, 28, 40, 36, 33, 38, 34, 32, 37, 39, 43, 45, 41, 46, 42, 44], [47, 50, 53, 48, 51, 54, 49, 55, 60, 56, 52, 59, 58, 57]]
106: [[27, 35, 7, 2, 11, 12, 1, 3, 20, 19, 14, 4, 9, 24, 8, 26], [13, 31, 5, 22, 10, 18, 15, 17, 16, 6, 23, 29, 21, 30], [25, 28, 40, 36, 33, 38, 34, 32, 37, 39, 43, 45, 41, 46, 42, 44], [47, 50, 53, 48, 51, 54, 49, 55, 60, 59, 56, 58, 52, 57]]
107: [[27, 35, 7, 2, 11, 12, 1, 3, 20, 19, 14, 4, 9, 24, 8, 26], [13, 31, 5, 22, 6, 10, 15, 17, 21, 16, 18, 29, 23, 30], [25, 28, 40, 36, 33, 38, 34, 32, 37, 39, 43, 45, 41, 46, 42, 44], [47, 50, 53, 48, 51, 54, 49, 55, 60, 57, 59, 56, 58, 52]]
108: [[27, 35, 7, 2, 11, 12, 1, 3, 20, 19, 14, 4, 9, 24, 8, 26], [13, 31, 5, 22, 15, 16, 17, 18, 23, 29, 30, 10, 21, 6], [25, 28, 40, 36, 33, 38, 34, 32, 37, 39, 43, 45, 41, 46, 42, 44], [47, 50, 53, 48, 51, 54, 49, 55, 60, 58, 52, 57, 59, 56]]
109: [[27, 35, 7, 2, 11, 12, 1, 3, 20, 19, 14, 4, 9, 24, 8, 26], [13, 31, 5, 22, 6, 10, 16, 15, 17, 18, 29, 23, 21, 30], [25, 28, 40, 36, 33, 38, 34, 32, 37, 39, 43, 45, 41, 46, 42, 44], [47, 50, 53, 48, 51, 54, 49, 55, 60, 57, 52, 58, 56, 59]]
110: [[27, 35, 7, 2, 11, 12, 1, 3, 20, 19, 14, 4, 9, 24, 8, 26], [13, 31, 5, 22, 6, 15, 10, 18, 17, 29, 21, 16, 23, 30], [25, 28, 40, 36, 33, 38, 34, 32, 37, 39, 43, 45, 41, 46, 42, 44], [47, 50, 53, 48, 51, 54, 49, 55, 60, 56, 52, 58, 59, 57]]
111: [[27, 35, 7, 2, 11, 12, 1, 3, 20, 19, 14, 4, 9, 24, 8, 26], [13, 31, 5, 22, 6, 18, 10, 16, 15, 17, 29, 23, 21, 30], [25, 28, 40, 36, 33, 38, 34, 32, 37, 39, 43, 45, 41, 46, 42, 44], [47, 50, 53, 48, 51, 54, 49, 55, 60, 57, 52, 58, 59, 56]]
112: [[27, 35, 7, 2, 3, 4, 1, 11, 20, 19, 14, 6, 9, 24], [12, 8, 13, 17, 5, 18, 15, 10, 22, 28, 16, 21, 26, 23, 31, 30], [25, 29, 44, 36, 33, 38, 34, 32, 37, 39, 43, 45, 40, 46, 42, 41], [47, 50, 53, 48, 51, 54, 49, 55, 56, 52, 58, 60, 57, 59]]
113: [[27, 35, 7, 4, 2, 3, 1, 12, 20, 19, 14, 11, 6, 24, 8, 9], [10, 31, 5, 18, 13, 15, 23, 17, 16, 22, 21, 26, 28, 29], [25, 30, 40, 36, 33, 38, 34, 32, 37, 39, 43, 45, 41, 46, 42, 44], [47, 50, 53, 48, 51, 54, 57, 49, 60, 56, 52, 58, 55, 59]]
114: [[27, 35, 7, 2, 11, 12, 1, 3, 20, 19, 14, 4, 10, 24], [6, 26, 13, 29, 5, 22, 15, 8, 9, 28, 18, 21, 16, 23, 17, 30], [25, 31, 44, 36, 33, 38, 34, 32, 37, 39, 43, 45, 40, 47, 42, 46], [41, 50, 53, 48, 51, 49, 52, 55, 56, 60, 58, 54, 57, 59]]
115: [[27, 35, 7, 2, 3, 4, 1, 11, 20, 19, 14, 12, 5, 8, 9, 24], [13, 15, 22, 18, 6, 10, 23, 16, 26, 21, 17, 28, 31, 30, 25, 29], [40, 36, 33, 38, 34, 32, 37, 39, 43, 45, 41, 46, 44, 42], [47, 50, 53, 48, 51, 54, 57, 55, 56, 49, 52, 60, 58, 59]]
116: [[27, 35, 7, 2, 11, 12, 1, 3, 20, 19, 14, 9, 8, 6], [4, 26, 13, 31, 5, 22, 15, 18, 23, 17, 16, 24, 28, 30, 10, 21], [25, 29, 40, 36, 33, 38, 34, 32, 37, 39, 43, 45, 41, 47, 46, 44], [42, 50, 53, 48, 51, 49, 57, 55, 56, 60, 58, 54, 52, 59]]
117: [[27, 35, 7, 2, 11, 12, 1, 3, 20, 19, 14, 4, 8, 24, 6, 9], [13, 31, 5, 18, 15, 10, 17, 28, 16, 21, 22, 23, 26, 30, 25, 29], [40, 36, 33, 38, 34, 32, 37, 39, 43, 45, 41, 47, 46, 44], [42, 50, 53, 48, 51, 49, 54, 55, 60, 56, 52, 57, 59, 58]]
118: [[27, 35, 7, 2, 11, 12, 1, 3, 20, 19, 14, 4, 9, 24], [8, 26, 13, 31, 5, 22, 6, 10, 15, 16, 17, 29, 30, 28, 18, 23], [25, 21, 40, 36, 33, 38, 34, 32, 37, 39, 43, 45, 41, 46, 42, 44], [47, 50, 53, 48, 51, 54, 49, 55, 60, 56, 52, 57, 59, 58]]
119: [[27, 35, 7, 2, 11, 12, 1, 3, 20, 19, 14, 4, 9, 24, 8, 26], [13, 31, 5, 22, 6, 18, 10, 23, 17, 29, 30, 15, 28, 16], [25, 21, 40, 36, 33, 38, 34, 32, 37, 39, 43, 45, 41, 46, 42, 44], [47, 50, 53, 48, 51, 54, 49, 55, 60, 56, 52, 59, 58, 57]]
120: [[27, 35, 7, 1, 3, 2, 5, 12, 20, 19, 14, 8, 6, 10, 9, 26], [13, 16, 4, 18, 15, 11, 17, 22, 23, 24, 30, 21, 28, 31], [25, 29, 44, 36, 33, 38, 34, 32, 37, 39, 43, 45, 40, 46, 41, 42], [47, 50, 53, 48, 49, 51, 52, 55, 60, 54, 58, 57, 59, 56]]
121: [[27, 35], [7, 2], [10, 12, 1, 3], [20, 19, 15, 4, 9], [24, 8, 11, 17], [31, 5], [22, 13, 14, 16], [29, 21], [18, 26, 23], [28, 6, 25, 30, 40], [36, 33], [38, 34, 32, 37], [39, 43, 45, 41, 47, 42], [44, 46, 50], [53], [52, 51, 54, 57, 48], [56, 59, 49], [55, 58, 60]]
