0: [[55, 35, 2, 7, 1], [27, 25], [3, 13, 5, 21, 6], [4, 12, 11, 9, 15, 8, 18, 10], [26, 14, 24, 17, 22, 23, 20, 19, 28, 30, 31, 16, 34, 29, 41, 60, 52, 32, 45, 38, 33, 39, 43, 36, 44, 42, 47, 46, 40, 37, 50, 48, 51, 54, 53], [49, 57], [56, 59, 58]]
74: [[55, 35, 2, 7, 1, 27, 25], [3, 13, 5, 21, 6, 4], [14, 11, 8, 9, 10], [12, 15, 16, 18, 22], [17, 23, 19, 28, 31, 26, 20], [24, 29, 30, 37, 49, 38], [34, 33, 44, 36, 32, 47, 42], [45, 39, 40, 41, 43, 46, 51, 52, 53, 58, 50, 54, 48, 57, 56, 60, 59]]
75: [[55, 35, 2, 7, 1], [27, 25], [3, 13, 21, 23, 4, 6, 14], [9, 5, 8, 11, 10], [12, 15, 19, 24, 17, 18, 26, 16, 22, 20, 29, 28, 30], [31, 33], [53, 46, 50, 38, 44, 32, 41, 34, 47, 36, 37, 39], [43, 45, 40, 42, 52, 48, 54, 49, 58, 51, 60, 56, 57, 59]]
76: [[55, 35, 2, 7, 1], [27, 25], [3, 13, 5], [21, 6, 4, 12, 11, 10], [9, 8, 14, 31], [28, 26, 17, 19, 18], [20, 15, 16, 22, 24, 23, 30, 29, 36, 37, 44, 34, 41, 47, 32, 39, 45, 43, 33, 38, 42, 40, 46, 59, 52, 49, 48, 50, 57, 51, 53, 54, 56, 58, 60]]
77: [[55, 35], [2, 7, 1, 27, 25], [3, 13, 5, 21, 6, 4, 12, 9, 14], [10, 11], [8, 30, 18, 15, 16, 17, 20, 19, 22, 28, 23, 29, 24, 26, 31, 36, 33, 40, 32, 38, 42, 34, 37, 46, 43, 39, 47, 41, 45, 44, 50, 54], [48, 49, 60, 59, 53, 56, 51, 52, 57, 58]]
78: [[55, 35, 2, 7, 1], [27, 25, 3, 13], [5, 21, 6, 12, 4, 11], [8, 10, 9, 14, 31, 15, 17, 16, 18, 20, 19, 22, 26, 23, 24, 28, 30, 29, 37, 33, 32, 41, 36, 40, 38, 34, 43, 42, 44, 45, 39, 46, 59, 58, 49, 52, 57, 47, 54, 53, 51, 48, 50, 56, 60]]
79: [[55, 35, 2, 7, 1, 27, 25, 3, 13], [5, 4, 14, 9, 8, 21, 6], [11, 12, 26, 16, 15, 18, 17, 20, 23, 24, 30, 10], [19, 29, 28, 22, 31, 36, 37, 40, 38, 34, 32, 39, 33, 41, 47, 42, 45, 46, 44, 43, 51, 54, 48, 49, 53, 59, 52, 57, 50, 56, 58, 60]]
80: [[55, 35, 2, 7, 1, 27, 25], [3, 13, 5, 20, 4, 16, 6], [11, 8, 15, 9, 12, 10], [14, 17, 18, 23, 21, 26], [22, 19, 30, 28], [24, 31, 29, 37, 36, 32], [38, 41, 40, 33, 34, 44, 39], [42, 43, 46, 45, 56, 47, 49], [52, 48, 50, 54], [60, 51, 53, 59, 57, 58]]
81: [[55, 35, 2, 7, 1, 27, 25], [3, 13, 5, 21, 6, 4, 12, 11, 10, 14, 8, 9, 24], [16, 31, 29, 20, 26], [19, 15, 17, 18, 22], [23, 28, 30, 32, 37], [40, 33], [34, 39, 42, 44, 38], [46, 45, 47, 36, 41, 43, 48, 49, 51, 50, 53, 52, 54, 56, 57, 59, 58, 60]]
82: [[55, 35, 2, 7, 1], [27, 25], [3, 13, 5, 21, 4, 6, 14], [9, 10, 11, 8, 23], [15, 30, 19, 12, 16, 17, 18, 20, 22, 28, 29, 24, 26, 31, 49], [53, 38], [48, 36, 41, 32, 33, 39, 43, 34, 47, 40, 46, 45, 59, 37, 52, 42, 44, 51, 54, 58, 50, 60, 57], [56]]
83: [[55, 35, 2, 7, 1, 27, 25, 3, 13, 5, 21, 6, 4, 8, 10, 9, 30], [26, 12, 28, 19, 15, 31, 17, 11, 20], [14, 16, 18, 22, 23, 24, 29], [37, 36, 33, 32, 34, 38, 39, 40, 41, 47, 42, 46], [44, 43, 59, 45, 50, 51, 49, 53, 54, 52, 48, 58, 57, 56, 60]]
84: [[55, 35, 2, 7, 1, 27], [25, 3, 13, 5, 4, 14, 6, 10], [11, 8, 9, 12, 24, 20, 15], [17, 19, 16, 23, 18, 21, 22, 26, 28, 29, 30, 31, 37, 49, 34], [32, 33, 46, 38, 41, 40, 43, 45, 44, 39, 42, 36, 47, 48, 52, 53], [51, 59, 56, 57, 60, 50, 58, 54]]
85: [[55, 35, 2, 7, 1, 27, 25], [3, 13, 5, 21, 6], [4, 12, 9, 8, 10, 14], [11, 31, 20, 23, 15, 17], [18, 16, 19, 26, 22], [30, 24, 29], [28, 33, 32, 56, 42, 37, 41], [38, 39, 40, 34, 36, 43, 59, 47, 44, 45, 52, 48, 46, 49, 53, 54, 57, 50, 51, 60, 58]]
86: [[55, 35, 2, 7, 1, 27, 25], [3, 13, 5, 20, 10, 21, 14, 9, 4, 6, 11, 30, 28], [18, 31, 8, 17], [12, 15, 22, 23, 16, 26, 24, 29, 19, 32, 33, 36, 34, 47, 40, 38, 44, 39], [43, 41, 46, 45, 37, 51, 48, 52, 49, 59, 53, 54, 42], [58, 50], [57, 60, 56]]
87: [[55, 35, 2, 7, 1, 27, 25, 3, 13, 5, 21, 6, 4, 8, 9, 12, 26, 16, 10, 30, 18, 15, 11, 17, 24, 19, 22, 14, 23, 20, 28, 29, 31, 37, 33, 40, 34, 32, 44, 36], [45, 41, 39, 43, 38, 42, 46, 47, 59, 52, 50], [49, 53, 51, 54, 56, 57, 48, 58, 60]]
88: [[55, 35, 2, 7, 1, 27, 25, 3], [13, 5, 21, 6], [4, 8, 11, 9, 14, 10], [12, 31], [18, 15, 16], [23, 17, 19, 20, 30], [22, 29, 28, 24, 26, 41, 33], [32, 36], [37, 46, 40, 38], [39, 44, 43, 45, 47, 42, 56, 52], [49, 48, 34, 50, 51], [60, 53, 58, 54, 59, 57]]
89: [[55, 35, 2, 7, 1, 27], [25, 3], [13, 5, 21, 6, 4, 12], [9, 8, 11, 14], [10, 15, 22, 18], [16, 17, 26, 20, 19], [23, 31, 24, 28, 29, 30, 33], [32, 60, 40, 38, 34, 39], [36, 46, 43, 37, 42, 45], [41, 44, 49, 50, 52], [47, 58, 48, 51, 53, 56, 54], [57, 59]]
90: [[55, 35, 2, 7, 1], [27, 25, 3, 13, 5, 20, 4, 22, 12, 8, 10, 6], [11, 9, 15, 14, 26, 24, 17, 16, 18, 23, 19, 30, 21, 28, 29, 31, 45, 32, 48, 38, 42, 43, 41, 33, 36, 47, 34, 37, 39, 40, 56, 44, 59, 52, 46, 51, 49, 54, 50, 53, 57, 58, 60]]
91: [[55, 35, 2, 7, 1], [27, 25, 3, 13, 5, 21, 6, 4, 8, 10, 9, 15, 26, 14], [12, 18], [11, 31, 17, 19, 16, 23, 22, 28], [20, 24, 29, 30, 37], [33, 32, 34, 38, 36, 41, 43, 44, 39, 46, 47, 40, 42, 45, 58, 50, 49], [48, 53, 57, 52, 51, 56, 54, 59, 60]]
92: [[55, 35, 2, 7, 1, 27, 25], [3, 13, 5, 21, 6, 4, 12, 9, 8, 10], [14, 30], [15, 22, 11, 16, 17, 26, 29, 19, 18], [20], [28, 24, 23, 31, 33, 38, 52, 32, 37, 41, 34, 36, 46, 39, 43, 42, 45, 44, 47, 57, 50, 48, 51, 59, 49, 53, 40, 58, 54, 56, 60]]
93: [[55, 35, 2, 7, 1], [27, 25, 3, 13, 5, 23, 6], [4, 9, 11, 12, 8, 26, 14, 10, 15, 21, 22, 17, 16], [24, 19], [20, 28, 18, 29, 30, 31, 33, 37, 60, 34, 32, 45], [36, 40, 38, 39, 41, 44, 43, 42, 46, 47, 48, 49, 53, 57, 51, 50, 54, 56, 52, 59, 58]]
94: [[55, 35, 2, 7, 1, 27, 25], [3, 13], [5, 4], [14, 8], [6, 11, 9, 10, 17, 15, 18, 12, 19, 26, 16, 21, 20, 23, 28, 22, 31, 24, 29, 40, 33, 45, 30, 50, 47, 44, 38, 43, 37, 46, 32, 36, 34, 42, 59, 49, 39, 48, 41, 52], [51, 53, 54, 58, 57, 56, 60]]
95: [[55, 35, 2, 7, 1, 27, 25], [3, 13, 5, 21, 6, 4, 12], [10, 11, 8, 9, 15, 14, 17], [19, 23], [18, 16, 26, 20, 22, 29, 24, 28], [30, 31, 36, 33, 57], [32, 34, 38, 41, 42, 40, 45, 37, 43, 46, 39, 44, 58, 47, 49], [53, 51, 50, 52, 48, 54, 56, 59, 60]]
96: [[55, 35, 2, 7, 1], [27, 25], [3, 13, 5], [21, 6, 4, 10, 11], [9, 14, 8, 12, 28, 15, 29], [19, 18], [20, 16, 17, 26], [23, 22, 24, 30, 31, 45, 33, 32], [34, 36, 44, 38, 39], [47, 40, 46, 42, 37, 41], [58, 56, 49, 54, 43, 48, 50, 51, 52, 59, 53, 57, 60]]
97: [[55, 35, 2, 7, 1, 27, 25], [3, 13, 5, 21, 6, 4, 12], [9, 10, 8, 15, 11], [23, 14, 18, 16, 17, 20, 22, 19, 24], [31, 29, 28, 26, 30, 44], [37, 34, 48, 32, 43, 38, 33, 36, 39, 45, 40, 41, 42, 58, 47, 49, 46, 50, 51], [52, 54, 57, 59, 53, 56, 60]]
98: [[55, 35], [2, 7, 1], [27, 25, 3, 13, 5, 6, 12, 4, 8, 11, 15, 10, 20, 17, 9, 26, 30, 24, 14, 19, 18, 21, 29, 22, 23, 28, 32, 31, 33, 37, 16, 38, 36, 39, 44, 34, 46, 42, 40, 43, 41, 45, 57, 47, 49, 52, 48, 50, 58, 56, 53, 54, 59, 51, 60]]
99: [[55, 35, 2], [7, 1, 27, 25, 3], [13, 5, 21, 6, 4, 12, 11, 9, 8, 15, 10, 26, 18, 14, 19, 17, 20], [23, 16, 30, 24, 28, 29, 22, 31, 36], [33, 32, 34, 38, 40, 39, 37], [41, 43, 42, 46, 47, 44, 48, 45, 58, 51, 49, 53], [50, 54, 57, 56, 60, 59, 52]]
100: [[55, 35, 2, 7, 1, 27, 25, 3, 13], [5, 4], [14, 22], [6, 11, 9, 12, 15, 8, 29, 23, 10, 18, 17], [16, 19, 20, 21, 24, 26, 28, 31, 30, 37, 39, 42, 36, 34, 40, 44, 46, 45, 33, 47, 38, 43, 53, 41, 54, 32, 49, 57, 50, 58, 48, 52, 51, 59, 56, 60]]
101: [[55, 35, 2, 7, 1, 27, 25], [3, 13, 5, 4, 12], [6, 10, 11, 9, 14, 30], [28, 8, 31, 22, 20, 17, 15], [19, 16, 29, 18, 21, 23, 24, 26, 41, 33, 40, 32, 37, 34, 36, 46, 38, 45, 39, 47, 42, 44, 43, 50, 56, 52, 48, 53, 51, 57, 49, 54, 58, 59, 60]]
102: [[55, 35, 2, 7, 1], [27, 25, 3, 13, 5], [21, 6], [4, 12, 9, 8, 10], [11, 14, 23, 26, 15], [16, 24, 19, 18, 17], [22, 20], [31, 30, 28, 29, 44, 33, 40, 32, 37, 34, 38, 39, 42, 47, 45, 43, 36, 41, 46, 54, 49, 48, 53, 52, 51, 50, 60, 56, 57, 59, 58]]
103: [[55, 35, 2, 7, 1], [27, 25, 3, 13, 5, 4, 9, 6], [10, 11, 14, 15, 18, 12, 8, 22, 26], [20, 17, 30], [19, 16, 21, 28, 23, 29, 31, 24, 37, 33, 44, 32, 38, 34], [36, 41, 43, 47, 39, 46, 40, 45, 42, 54, 56, 48, 57, 50], [53, 49, 51, 52, 58, 59, 60]]
104: [[55, 35], [2, 7, 1, 27, 25, 3, 13], [5, 21, 6, 4, 12, 9, 15, 8, 10, 14, 11, 18, 22, 17, 19, 28, 16, 20, 24, 23, 31, 29, 26, 30, 36, 33, 52, 54, 38, 46, 32, 42, 34, 37, 39, 41, 43, 44, 40, 45, 47, 49, 50, 57, 51, 48, 58, 53, 59, 60, 56]]
105: [[55, 35, 2, 7, 1, 27, 25], [3, 13, 5], [21, 6, 4, 12], [9, 10, 8, 11, 14, 31], [22, 23, 26, 19, 16], [15, 17, 24, 20, 18, 30], [29, 28, 32, 33, 52, 34], [37, 40, 39, 41, 42, 38], [36, 43, 44, 46], [45, 54, 56, 48], [47, 51, 49, 57, 53, 58, 50], [59, 60]]
106: [[55, 35, 2, 7, 1], [27, 25, 3, 13, 5], [21, 4, 6, 10, 9, 15, 8, 11], [14, 12, 18, 17, 24], [16, 19, 22, 20, 23], [26, 31, 28, 29, 30], [33, 37, 46, 50, 38, 44], [36, 41, 34, 43, 32, 45, 39], [42, 40, 47, 48, 53, 49, 52, 59, 58, 51, 60, 54, 57, 56]]
107: [[55], [35, 2, 7, 1, 27, 25, 3, 13, 5, 4, 14, 21, 12, 11, 8, 31, 15, 10, 22, 9, 17, 24, 16, 18, 19, 20, 23, 28, 26, 58, 29, 6, 37, 32, 30, 48, 38, 33, 36, 34, 44, 41, 47, 43, 45, 42, 59, 40, 56, 46, 50, 39, 51, 54, 49, 57, 60, 52, 53]]
108: [[55, 35, 2, 7, 1], [27, 25], [3, 13, 5, 20, 10], [21, 6, 11, 9, 14, 12, 4, 18, 31], [15, 8, 17, 22, 16], [23], [19, 28, 26, 30, 24, 48, 29, 37], [32, 54, 38], [45, 36, 33, 39, 43, 34], [44, 46, 41, 40, 42, 47, 49, 59, 57, 50, 51], [52, 53], [56, 60, 58]]
109: [[55, 35, 2], [7, 1, 27, 25, 3], [13, 5, 21, 6, 4, 14], [9, 8, 10, 11, 19], [12, 18, 15, 16, 17, 26, 22, 29], [23, 20, 31, 28, 24], [30, 36, 33, 40, 37, 34, 43], [38, 39, 41, 47, 45, 46, 44], [42, 54, 32, 49], [48, 53, 52, 51, 59, 56, 50, 57, 58, 60]]
110: [[55, 35, 2, 7, 1], [27], [25, 3, 13, 5, 4, 6, 20, 14], [9, 12, 10], [26, 28, 15, 11, 16, 8], [17, 22, 18, 19, 23, 21, 24, 30, 31, 29], [32, 49, 41, 38, 36, 40, 39, 44, 42, 43, 33, 37, 45, 34, 46, 48, 47, 50, 52, 53, 54, 57, 58, 59, 51, 60], [56]]
111: [[55, 35, 2, 7, 1, 27, 25, 3, 13], [5, 21, 6, 4, 12, 11, 8], [9, 10, 14, 30, 18, 22, 17, 23], [16, 15, 19, 24, 31, 26, 29, 20, 28, 36, 33], [60, 54, 39, 46, 32, 38, 34, 42, 43, 41], [44, 45], [40, 37, 57, 53, 52, 56], [49, 47, 58, 48, 51, 50, 59]]
112: [[55, 35, 2, 7], [1, 27, 25, 3, 13], [5, 21, 6, 4], [8, 9, 11, 10, 12, 14], [31, 20, 15, 17], [18, 16, 19, 22, 30], [23, 24, 26, 28, 29, 36], [33, 48, 32, 44, 40, 46], [37, 42, 39, 38], [34, 57, 41, 43, 45, 52], [56, 47, 49, 50, 54, 53], [51, 58, 59, 60]]
113: [[55, 35, 2, 7, 1], [27, 25, 3, 13, 5], [6, 4], [18, 9, 11, 8, 10], [15, 14, 12, 21, 16, 24, 17, 20], [19, 23, 28, 22, 29, 26, 31, 30, 44], [37, 48, 34, 32, 42, 41, 33], [36, 38, 40, 39, 45, 43, 46], [59, 52, 54, 49, 51, 47, 50], [57, 53, 56, 58, 60]]
114: [[55, 35, 2, 7, 1, 27, 25, 3], [13, 5, 15, 14, 4], [6, 11], [8, 12, 31, 10, 16], [9, 21, 18, 17, 22, 19, 20], [23, 28, 29, 50, 24, 34, 37], [33, 41, 32], [38, 54, 26, 30, 45, 39, 47, 42], [36, 40, 43, 44, 56, 60], [59, 46, 51, 48, 49, 53, 52, 57, 58]]
115: [[55, 35, 2, 7, 1, 27, 25, 3], [13, 5, 4, 6, 22, 29, 8], [11, 9, 14, 10, 15, 12, 16, 24], [17, 19, 18, 23], [20, 21, 28, 26, 30], [31, 45], [32, 48, 34, 33, 47, 37, 36, 46, 38, 39], [40, 41, 42, 60, 43, 49], [54, 44], [51, 53, 52, 50, 56, 57], [59, 58]]
116: [[55, 35, 2, 7, 1, 27, 25], [3, 13, 5, 28, 4, 10, 11], [9, 12, 14, 8, 19, 24], [15, 17, 6, 16, 18, 23], [20, 26, 22, 29, 30, 31, 21, 37, 33, 38], [32, 34, 40, 36, 47, 39, 44, 41, 59, 45, 43, 42, 46, 50, 53, 49, 51, 48], [56, 52, 54, 58, 60, 57]]
117: [[55, 35, 2, 7, 1, 27, 25, 3, 13, 5, 21, 12, 4, 6, 11, 9, 15, 28, 24, 8, 10, 26, 14, 17, 22, 23, 20, 19, 16, 18, 29, 30, 52, 33, 49], [31, 32], [38, 45, 36], [37, 39, 43, 41, 44, 42, 46, 47, 40, 34, 51, 58, 59, 50, 53, 54, 56, 48, 57, 60]]
118: [[55], [35, 2, 7, 1], [27, 25, 3, 13], [5, 20, 6, 4, 14, 11, 12], [8, 10, 9, 28, 15], [22, 16, 17, 18, 21, 19], [23, 24, 29, 30, 26, 31], [37, 33, 52, 34], [43, 32, 36, 38, 45], [47, 39, 40, 41, 42, 44, 49, 48, 51, 46, 54, 57, 59, 50, 60, 58, 53, 56]]
119: [[55, 35, 2, 7, 1], [27, 25, 3, 13, 5, 4], [10, 6, 8, 11, 9], [14, 12], [28, 30, 21, 15], [16, 17, 24, 22, 23, 18, 19], [20, 26, 29], [31, 33, 32, 44], [52, 46, 37, 36, 39], [41, 34, 42], [38, 43, 45, 40, 47], [54, 53, 57], [48, 50, 51, 49, 59], [58, 60, 56]]
120: [[55, 35, 2, 7, 1], [27, 25, 3, 13, 5, 20, 6], [21, 12], [11, 10, 9, 4, 14, 22, 8], [24, 19, 15, 16, 17], [30, 18, 23], [28, 26, 38, 57, 32, 37, 52], [29, 36, 42, 39, 31, 43, 47, 40], [44, 33, 41, 34, 45, 46, 51, 48], [53, 56], [54, 50], [49, 58, 59, 60]]
121: [[55, 35, 2, 7, 1], [27, 25, 3, 13, 5, 22, 12], [4, 8, 6, 14, 10, 28], [24, 9, 26, 11, 20, 17, 18], [19, 21, 29], [23, 30, 31, 38, 15, 33, 41], [16, 34, 32, 37], [40], [42, 36, 44, 47, 46, 45], [43, 57, 39], [51, 52, 48], [50, 58], [49, 53, 54, 56, 59, 60]]
