0: [[25, 36, 22, 7, 1, 2, 12], [3, 4], [5, 6], [10, 9], [8, 11], [15, 14], [13, 23], [21, 16, 18, 17], [27, 20], [19, 50], [26, 30], [24, 29, 28, 31], [57, 35], [47, 40], [34, 33, 54, 32, 39, 37, 44], [38, 42], [41, 60, 43], [45, 63], [46, 48, 51, 49, 61], [52, 55, 53], [56, 59], [58, 62], [64, 67, 65, 68], [74, 66], [71, 69], [70, 72], [73, 76], [79, 75, 77, 78, 83, 80, 86, 81, 82], [85, 84, 87, 88]]
51: [[25, 36, 22, 7, 1, 2, 12], [3, 4], [5, 6], [10, 9], [8, 11], [15, 14], [13, 23], [21, 16], [18, 17], [27, 20], [19, 50, 26, 30], [24, 29], [28, 31], [57, 35], [47, 40], [34, 33], [54, 32], [39, 37], [44, 38], [42, 41], [60, 43], [45, 63], [46, 48], [51, 49], [61, 52], [55, 53], [56, 59], [58, 62, 64, 67], [65, 68, 74, 66, 71, 69, 70], [72, 73, 76, 79, 75, 77, 78, 83, 80, 86, 81, 82], [85, 84, 87, 88]]
52: [[25, 36, 22, 7, 1, 2, 12], [3, 4], [5, 6], [10, 9], [8, 11], [15, 14], [13, 23], [21, 16, 18, 17], [27, 20], [19, 50], [26, 30, 24, 29], [28, 31, 57, 35], [47, 40], [34, 33], [54, 32], [39, 37], [44, 38], [42, 41], [60, 43], [45, 63, 46], [48, 51, 49], [61, 52, 55], [53, 56, 59, 58, 62, 64, 67, 65, 68, 74, 66, 71, 69, 70], [72, 73, 76, 79, 75, 77, 78, 83, 80], [86, 81, 82, 85, 84, 87, 88]]
53: [[25, 36, 22, 7, 1, 2, 12], [3, 4], [5, 6], [10, 9, 8, 11], [15, 14], [13, 23], [21, 16], [18, 17, 27, 20], [19, 50], [26, 30], [24, 29], [28, 31], [57, 35, 47, 40], [34, 33], [54, 32, 39, 37], [44, 38, 42, 41], [60, 43, 45, 63], [46, 48], [51, 49, 61, 52], [55, 53], [56, 59, 58, 62, 64, 67, 65, 68, 74], [66, 71, 69, 70], [72, 73, 76, 79, 75, 77, 78], [83, 80, 86, 81, 82], [85, 84, 87, 88]]
54: [[25, 36, 22, 7, 1, 2, 12], [3, 4], [5, 6], [10, 9], [8, 11], [15, 14], [13, 23], [21, 16], [18, 17, 27, 20], [19, 50], [26, 30], [24, 29, 28], [31, 57, 35, 47, 40, 34, 33, 54, 32, 39, 37], [44, 38], [42, 41, 60, 43, 45, 63, 46, 48, 51, 49, 61, 52], [55, 53, 56, 59, 58, 62, 64, 67, 65, 68, 74, 66, 71, 69, 70, 72, 73], [76], [79, 75], [77, 78], [83, 80, 86, 81, 82, 85, 84, 87, 88]]
55: [[25, 36, 22, 7, 1, 2, 12], [3, 4], [5, 6], [10, 9], [8, 11], [15, 14], [13, 23], [21, 16, 18, 17], [27, 20, 19], [50, 26, 30], [24, 29, 28, 31], [57, 35], [47, 40], [34, 33], [54, 32, 39, 37, 44, 38, 42, 41, 60, 43, 45], [63, 46, 48, 51, 49, 61, 52, 55, 53, 56, 59, 58, 62], [64, 67, 65, 68, 74, 66, 71], [69, 70], [72, 73, 76], [79], [75, 77], [78, 83, 80, 86, 81, 82, 85, 84, 87, 88]]
56: [[25, 36, 22, 7, 1, 2, 12], [3, 4], [5, 6], [10, 9], [8, 11], [15, 14], [13, 23], [21, 16, 18, 17], [27, 20], [19, 50], [26, 30], [24, 29], [28, 31], [57, 35, 47, 40], [34, 33], [54, 32], [39, 37], [44, 38], [42, 41], [60, 43], [45, 63, 46], [48, 51], [49, 61], [52, 55], [53, 56], [59, 58], [62, 64, 67], [65, 68, 74], [66, 71, 69, 70, 72], [73, 76, 79, 75, 77, 78, 83, 80, 86], [81, 82, 85, 84, 87, 88]]
57: [[25, 36, 22, 7, 1, 2, 12], [3, 4], [5, 6], [10, 9], [8, 11, 15], [14, 13, 23], [21, 16, 18], [17, 27, 20], [19, 50], [26, 30], [24, 29], [28, 31], [57, 35, 47, 40], [34, 33], [54, 32, 39, 37, 44], [38, 42, 41, 60, 43, 45], [63, 46, 48, 51, 49, 61], [52, 55, 53, 56, 59, 58, 62, 64, 67, 65, 68, 74, 66, 71, 69, 70], [72, 73, 76, 79, 75, 77, 78, 83, 80, 86, 81, 82, 85, 84, 87, 88]]
58: [[25, 36, 22, 7, 1], [2, 12], [3, 4], [5, 6], [10, 9], [8, 11], [15, 14], [13, 23, 21, 16], [18, 17, 27], [20, 19], [50, 26, 30, 24], [29, 28, 31], [57, 35], [47, 40], [34, 33], [54, 32, 39], [37, 44, 38, 42], [41, 60, 43, 45, 63, 46, 48], [51, 49], [61, 52], [55, 53], [56, 59], [58, 62], [64, 67], [65, 68, 74, 66, 71, 69], [70, 72, 73, 76, 79], [75, 77, 78, 83, 80, 86], [81, 82, 85, 84, 87, 88]]
59: [[25, 36, 22, 7, 1, 2, 12], [3, 4], [5, 6], [10, 9], [8, 11, 15], [14, 13, 23], [21, 16, 18], [17, 27, 20], [19, 50], [26, 30], [24, 29], [28, 31], [57, 35, 47, 40], [34, 33], [54, 32, 39, 37, 44], [38, 42, 41, 60, 43, 45], [63, 46, 48, 51, 49, 61], [52, 55, 53, 56, 59, 58, 62, 64, 67, 65, 68, 74, 66, 71, 69, 70], [72, 73, 76, 79, 75, 77, 78, 83, 80, 86, 81, 82, 85, 84, 87, 88]]
60: [[25, 36, 22, 7, 1, 2, 12], [3, 4], [5, 6], [10, 9], [8, 11], [15, 14], [13, 23], [21, 16], [18, 17], [27, 20], [19, 50, 26, 30], [24, 29], [28, 31], [57, 35], [47, 40], [34, 33], [54, 32, 39, 37], [44, 38], [42, 41], [60, 43], [45, 63], [46, 48], [51, 49], [61, 52, 55], [53, 56], [59, 58], [62, 64], [67, 65], [68, 74], [66, 71, 69], [70, 72, 73], [76, 79, 75, 77, 78], [83, 80, 86, 81, 82, 85, 84, 87, 88]]
61: [[25, 36, 22, 7, 1, 2, 12], [3, 4], [5, 6], [10, 9, 8, 11], [15, 14], [13, 23, 21, 16], [18, 17], [27, 20], [19, 50], [26, 30], [24, 29], [28, 31], [57, 35], [47, 40, 34], [33, 54, 32], [39, 37, 44, 38], [42, 41], [60, 43, 45], [63, 46], [48, 51], [49, 61, 52], [55, 53, 56], [59, 58, 62], [64, 67], [65, 68], [74, 66], [71, 69], [70, 72], [73, 76, 79], [75, 77, 78], [83, 80], [86, 81, 82, 85, 84, 87, 88]]
62: [[25, 36, 22, 7, 1, 2, 12], [3, 4], [5, 6], [10, 9], [8, 11], [15, 14], [13, 23, 21], [16, 18], [17, 27, 20], [19, 50], [26, 30], [24, 29], [28, 31, 57, 35, 47, 40], [34, 33, 54, 32, 39], [37, 44, 38, 42, 41, 60], [43, 45, 63, 46, 48, 51], [49, 61, 52, 55, 53, 56, 59, 58, 62, 64, 67, 65], [68, 74, 66, 71, 69, 70, 72, 73], [76, 79, 75, 77, 78, 83, 80, 86, 81, 82, 85, 84, 87, 88]]
63: [[25, 36, 22, 7, 1, 2, 12], [3, 4], [5, 6], [10, 9], [8, 11], [15, 14], [13, 23], [21, 16], [18, 17], [27, 20], [19, 50], [26, 30], [24, 29, 28, 31, 57, 35, 47], [40, 34, 33, 54, 32, 39], [37, 44, 38, 42, 41, 60, 43, 45, 63, 46, 48, 51, 49], [61, 52, 55, 53, 56, 59, 58, 62, 64, 67, 65, 68, 74, 66, 71, 69, 70, 72, 73], [76, 79, 75, 77, 78, 83, 80, 86, 81, 82, 85, 84, 87, 88]]
64: [[25, 36, 22, 7, 1, 2, 12], [3, 4], [5, 6], [10, 9], [8, 11, 15, 14], [13, 23], [21, 16, 18], [17, 27, 20], [19, 50], [26, 30], [24, 29, 28], [31, 57, 35, 47], [40, 34, 33], [54, 32, 39], [37, 44], [38, 42, 41], [60, 43], [45, 63], [46, 48], [51, 49, 61, 52, 55, 53, 56], [59, 58, 62], [64, 67, 65], [68, 74, 66, 71], [69, 70, 72, 73, 76, 79, 75], [77, 78, 83, 80, 86], [81, 82], [85, 84, 87, 88]]
65: [[25, 36, 22], [7, 1], [2, 12], [3, 4], [5, 6], [10, 9], [8, 11], [15, 14], [13, 23], [21, 16], [18, 17, 27], [20, 19, 50], [26, 30], [24, 29, 28], [31, 57, 35], [47, 40], [34, 33, 54], [32, 39], [37, 44, 38], [42, 41], [60, 43, 45, 63, 46], [48, 51, 49], [61, 52], [55, 53], [56, 59, 58, 62], [64, 67], [65, 68], [74, 66], [71, 69], [70, 72, 73, 76, 79, 75, 77, 78, 83], [80, 86, 81, 82], [85, 84, 87, 88]]
66: [[25, 36, 22, 7, 1, 2, 12], [3, 4], [5, 6], [10, 9], [8, 11], [15, 14], [13, 23], [21, 16], [18, 17], [27, 20, 19], [50, 26], [30, 24], [29, 28], [31, 57, 35, 47, 40, 34, 33], [54, 32, 39], [37, 44, 38], [42, 41, 60, 43], [45, 63, 46, 48, 51, 49, 61], [52, 55], [53, 56, 59, 58, 62, 64, 67, 65], [68, 74, 66, 71], [69, 70, 72, 73, 76, 79, 75, 77, 78, 83, 80, 86, 81, 82, 85, 84], [87, 88]]
67: [[25, 36, 22, 7, 1, 2, 12], [3, 4], [5, 6], [10, 9], [8, 11], [15, 14], [13, 23], [21, 16], [18, 17], [27, 20], [19, 50], [26, 30], [24, 29], [28, 31, 57], [35, 47, 40], [34, 33, 54], [32], [39, 37], [44, 38, 42, 41, 60, 43, 45, 63, 46], [48, 51, 49, 61, 52, 55, 53, 56, 59, 58, 62, 64, 67, 65, 68, 74, 66, 71, 69, 70, 72, 73, 76, 79, 75, 77, 78, 83, 80, 86, 81, 82, 85, 84, 87, 88]]
68: [[25, 36, 22, 7, 1, 2, 12], [3, 4], [5, 6], [10, 9], [8, 11], [15, 14], [13, 23], [21, 16, 18, 17], [27, 20], [19, 50, 26, 30, 24, 29, 28, 31, 57], [35, 47, 40, 34], [33, 54, 32, 39, 37, 44, 38], [42, 41, 60, 43, 45], [63, 46, 48, 51, 49, 61, 52, 55, 53, 56, 59, 58, 62, 64, 67, 65, 68, 74, 66, 71, 69, 70, 72, 73, 76, 79, 75, 77, 78, 83, 80, 86, 81, 82, 85, 84, 87, 88]]
69: [[25, 36], [22, 7, 1], [2, 12], [3, 4], [5, 6, 10], [9, 8], [11, 15], [14, 13], [23, 21, 16], [18, 17], [27, 20], [19, 50], [26, 30], [24, 29], [28, 31], [57, 35], [47, 40], [34, 33, 54], [32, 39], [37, 44], [38, 42], [41, 60, 43], [45, 63], [46, 48, 51], [49, 61], [52, 55, 53], [56, 59], [58, 62, 64], [67, 65], [68, 74], [66, 71], [69, 70], [72, 73], [76, 79], [75, 77], [78, 83], [80, 86], [81, 82, 85], [84, 87, 88]]
70: [[25, 36], [22, 7], [1, 2, 12, 3], [4, 5], [6, 10], [9, 8], [11, 15, 14], [13, 23, 21], [16, 18, 17, 27], [20, 19, 50, 26], [30, 24, 29], [28, 31], [57, 35], [47, 40, 34], [33, 54, 32], [39, 37, 44, 38, 42, 41], [60, 43], [45, 63, 46], [48, 51, 49, 61, 52], [55, 53, 56, 59, 58, 62, 64, 67], [65, 68, 74, 66, 71, 69, 70], [72, 73, 76, 79, 75, 77, 78, 83, 80, 86, 81, 82, 85, 84, 87, 88]]
71: [[25, 36, 22, 7, 1, 2, 12], [3, 4], [5, 6], [10, 9], [8, 11], [15, 14], [13, 23], [21, 16], [18, 17, 27, 20], [19, 50], [26, 30, 24, 29], [28, 31, 57, 35, 47, 40], [34, 33, 54, 32, 39, 37, 44, 38, 42, 41, 60, 43, 45, 63, 46, 48, 51, 49, 61, 52, 55, 53, 56, 59, 58, 62, 64, 67, 65, 68, 74, 66, 71, 69, 70, 72, 73, 76, 79, 75, 77, 78, 83, 80, 86, 81, 82, 85, 84, 87, 88]]
72: [[25, 36, 22, 7, 1, 2, 12], [3, 4], [5, 6, 10, 9], [8, 11], [15, 14], [13, 23], [21, 16], [18, 17], [27, 20], [19, 50, 26], [30, 24, 29], [28, 31], [57, 35, 47], [40, 34, 33], [54, 32], [39, 37], [44, 38, 42, 41, 60, 43, 45], [63, 46, 48, 51], [49, 61], [52, 55, 53], [56, 59], [58, 62], [64, 67], [65, 68], [74, 66], [71, 69], [70, 72], [73, 76, 79], [75, 77, 78], [83, 80, 86], [81, 82, 85], [84], [87, 88]]
73: [[25, 36, 22, 7, 1, 2, 12], [3, 4], [5, 6], [10, 9], [8, 11], [15, 14], [13, 23], [21, 16], [18, 17], [27, 20], [19, 50, 26, 30], [24, 29], [28, 31], [57, 35], [47, 40], [34, 33], [54, 32, 39, 37], [44, 38], [42, 41], [60, 43, 45], [63, 46, 48], [51, 49], [61, 52], [55, 53, 56], [59, 58], [62, 64, 67, 65], [68, 74, 66, 71, 69, 70, 72, 73, 76, 79, 75, 77, 78, 83, 80, 86, 81], [82, 85, 84, 87, 88]]
74: [[25, 36, 22, 7, 1, 2, 12], [3, 4], [5, 6], [10, 9, 8], [11, 15, 14], [13, 23], [21, 16], [18, 17, 27], [20, 19], [50, 26], [30, 24, 29, 28], [31, 57], [35, 47], [40, 34, 33], [54, 32, 39], [37, 44], [38, 42], [41, 60, 43], [45, 63], [46, 48, 51, 49], [61, 52, 55, 53, 56, 59, 58, 62, 64, 67, 65, 68], [74, 66, 71, 69, 70], [72, 73, 76, 79, 75, 77, 78, 83, 80, 86, 81, 82, 85, 84, 87, 88]]
75: [[25, 36, 22, 7, 1, 2, 12], [3, 4], [5, 6], [10, 9], [8, 11], [15, 14], [13, 23], [21, 16, 18, 17], [27, 20, 19, 50, 26, 30, 24, 29, 28, 31, 57, 35, 47, 40], [34, 33, 54, 32, 39, 37, 44, 38], [42, 41, 60, 43, 45, 63, 46, 48, 51, 49, 61, 52, 55, 53, 56, 59, 58, 62, 64, 67, 65, 68, 74, 66, 71, 69, 70, 72, 73, 76, 79, 75, 77, 78, 83, 80, 86, 81, 82, 85, 84, 87, 88]]
76: [[25, 36, 22, 7, 1, 2, 12], [3, 4, 5, 6], [10, 9], [8, 11, 15, 14], [13, 23], [21, 16, 18, 17], [27, 20], [19, 50], [26, 30], [24, 29, 28], [31, 57], [35, 47, 40], [34, 33], [54, 32], [39, 37], [44, 38], [42, 41], [60, 43], [45, 63], [46, 48], [51, 49], [61, 52], [55, 53], [56, 59], [58, 62], [64, 67], [65, 68, 74], [66, 71, 69], [70, 72, 73, 76, 79], [75, 77, 78, 83, 80, 86, 81, 82, 85, 84, 87, 88]]
77: [[25, 36, 22], [7, 1], [2, 12], [3, 4], [5, 6], [10, 9], [8, 11], [15, 14], [13, 23], [21, 16, 18, 17], [27, 20, 19, 50, 26, 30], [24, 29, 28, 31], [57, 35, 47], [40, 34, 33, 54, 32], [39, 37, 44, 38, 42, 41, 60, 43, 45, 63, 46, 48, 51, 49, 61, 52, 55, 53, 56, 59, 58, 62, 64, 67, 65, 68, 74, 66, 71, 69, 70, 72, 73, 76, 79, 75, 77, 78, 83, 80, 86, 81, 82, 85, 84, 87, 88]]
78: [[25, 36, 22, 7, 1, 2, 12], [3, 4, 5, 6, 10], [9, 8], [11, 15, 14], [13, 23], [21, 16, 18, 17], [27, 20], [19, 50], [26, 30], [24, 29, 28], [31, 57], [35, 47], [40, 34], [33, 54, 32, 39, 37, 44, 38], [42, 41, 60], [43, 45, 63], [46, 48, 51, 49], [61, 52, 55, 53, 56, 59, 58], [62, 64], [67, 65, 68, 74, 66, 71, 69, 70], [72, 73, 76, 79], [75, 77, 78, 83, 80, 86, 81, 82, 85, 84, 87, 88]]
79: [[25, 36, 22], [7, 1, 2], [12, 3, 4], [5, 6], [10, 9], [8, 11], [15, 14], [13, 23], [21, 16], [18, 17], [27, 20], [19, 50], [26, 30, 24, 29], [28, 31], [57, 35, 47, 40, 34, 33, 54], [32, 39], [37, 44], [38, 42], [41, 60], [43, 45], [63, 46], [48, 51, 49], [61, 52], [55, 53], [56, 59], [58, 62, 64], [67, 65, 68, 74, 66, 71, 69, 70, 72, 73, 76, 79, 75, 77, 78, 83, 80], [86], [81, 82], [85, 84, 87, 88]]
80: [[25, 36, 22, 7, 1, 2, 12], [3, 4, 5, 6], [10, 9], [8, 11, 15, 14], [13, 23], [21, 16, 18, 17], [27, 20], [19, 50], [26, 30], [24, 29, 28], [31, 57], [35, 47, 40], [34, 33], [54, 32], [39, 37], [44, 38], [42, 41], [60, 43], [45, 63], [46, 48], [51, 49], [61, 52], [55, 53], [56, 59, 58, 62, 64, 67, 65, 68, 74, 66, 71, 69, 70, 72, 73, 76], [79, 75, 77, 78, 83, 80, 86, 81, 82, 85, 84, 87, 88]]
81: [[25, 36, 22, 7, 1, 2, 12], [3, 4], [5, 6], [10, 9], [8, 11], [15, 14], [13, 23], [21, 16], [18, 17], [27, 20, 19], [50, 26, 30], [24, 29, 28], [31, 57, 35], [47, 40], [34, 33, 54], [32, 39], [37, 44, 38], [42, 41], [60, 43, 45, 63], [46, 48], [51, 49, 61, 52, 55], [53, 56], [59, 58, 62], [64, 67, 65, 68, 74, 66, 71], [69, 70], [72, 73, 76, 79, 75, 77, 78, 83, 80, 86, 81, 82, 85, 84, 87, 88]]
82: [[25, 36, 22, 7, 1, 2, 12], [3, 4], [5, 6], [10, 9], [8, 11], [15, 14], [13, 23], [21, 16], [18, 17], [27, 20, 19], [50, 26, 30], [24, 29, 28], [31, 57, 35], [47, 40], [34, 33, 54], [32, 39], [37, 44, 38], [42, 41], [60, 43, 45, 63], [46, 48], [51, 49, 61, 52, 55], [53, 56], [59, 58, 62], [64, 67, 65, 68], [74, 66], [71, 69], [70, 72, 73, 76, 79, 75, 77, 78, 83, 80, 86, 81], [82, 85, 84, 87, 88]]
83: [[25, 36, 22, 7, 1, 2, 12], [3, 4], [5, 6], [10, 9, 8], [11, 15, 14, 13, 23, 21, 16], [18, 17], [27, 20], [19, 50], [26, 30], [24, 29, 28], [31, 57], [35, 47, 40], [34, 33], [54, 32], [39, 37, 44, 38], [42, 41, 60, 43, 45, 63, 46, 48, 51, 49, 61, 52, 55, 53], [56, 59, 58, 62, 64, 67, 65, 68], [74, 66, 71, 69, 70, 72, 73, 76, 79, 75, 77, 78, 83, 80, 86, 81, 82, 85, 84, 87, 88]]
84: [[25, 36, 22, 7, 1, 2, 12], [3, 4], [5, 6], [10, 9, 8, 11], [15, 14], [13, 23, 21, 16], [18, 17], [27, 20], [19, 50, 26], [30, 24], [29, 28, 31, 57], [35, 47], [40, 34, 33], [54, 32], [39, 37], [44, 38], [42, 41], [60, 43], [45, 63], [46, 48], [51, 49, 61, 52], [55, 53, 56, 59, 58, 62, 64], [67, 65], [68, 74, 66, 71, 69, 70, 72, 73], [76, 79, 75, 77, 78], [83, 80, 86, 81, 82, 85, 84, 87, 88]]
85: [[25, 36, 22, 7, 1, 2, 12], [3, 4], [5, 6], [10, 9], [8, 11], [15, 14], [13, 23], [21, 16], [18, 17], [27, 20, 19, 50], [26, 30], [24, 29], [28, 31, 57, 35], [47, 40, 34], [33, 54], [32, 39], [37, 44], [38, 42, 41, 60, 43, 45, 63], [46, 48, 51, 49], [61, 52, 55, 53, 56, 59, 58, 62], [64, 67, 65], [68, 74, 66, 71, 69, 70, 72, 73, 76, 79, 75, 77, 78, 83, 80, 86, 81, 82, 85, 84, 87, 88]]
86: [[25, 36, 22, 7, 1, 2, 12], [3, 4], [5, 6], [10, 9, 8], [11, 15, 14], [13, 23], [21, 16], [18, 17], [27, 20, 19], [50, 26, 30, 24], [29, 28], [31, 57], [35, 47], [40, 34, 33], [54, 32], [39, 37, 44, 38, 42], [41, 60, 43], [45, 63], [46, 48], [51, 49, 61, 52], [55, 53, 56], [59, 58, 62, 64, 67, 65, 68, 74, 66, 71, 69, 70, 72, 73, 76, 79, 75, 77, 78, 83, 80, 86, 81, 82, 85, 84, 87, 88]]
87: [[25, 36, 22, 7, 1, 2, 12], [3, 4], [5, 6], [10, 9], [8, 11], [15, 14], [13, 23], [21, 16], [18, 17], [27, 20, 19], [50, 26, 30], [24, 29], [28, 31], [57, 35], [47, 40], [34, 33, 54, 32], [39, 37], [44, 38], [42, 41, 60], [43, 45], [63, 46], [48, 51, 49], [61, 52, 55], [53, 56, 59, 58, 62], [64, 67, 65, 68, 74, 66, 71, 69, 70, 72, 73, 76, 79, 75, 77, 78, 83, 80, 86, 81, 82, 85, 84, 87, 88]]
88: [[25, 36, 22, 7, 1, 2, 12], [3, 4, 5], [6, 10, 9], [8, 11], [15, 14, 13, 23], [21, 16, 18, 17], [27, 20, 19, 50], [26, 30], [24, 29], [28, 31], [57, 35, 47, 40], [34, 33], [54, 32], [39, 37], [44, 38], [42, 41, 60, 43], [45, 63], [46, 48], [51, 49], [61, 52], [55, 53, 56, 59], [58, 62, 64, 67, 65, 68, 74, 66, 71, 69, 70, 72, 73, 76, 79, 75, 77, 78, 83, 80, 86, 81, 82, 85, 84], [87, 88]]
89: [[25, 36, 22, 7, 1, 2, 12], [3, 4], [5, 6], [10, 9], [8, 11], [15, 14], [13, 23], [21, 16, 18, 17, 27, 20, 19, 50, 26, 30, 24, 29, 28], [31, 57, 35, 47, 40, 34, 33], [54, 32, 39, 37, 44, 38, 42, 41, 60, 43, 45, 63, 46, 48, 51, 49, 61, 52], [55, 53, 56, 59, 58, 62, 64, 67], [65, 68, 74, 66, 71, 69, 70, 72, 73, 76, 79, 75, 77], [78, 83, 80, 86, 81, 82, 85, 84, 87, 88]]
90: [[25, 36, 22, 7, 1, 2, 12], [3, 4, 5, 6, 10], [9, 8], [11, 15, 14], [13, 23, 21, 16, 18, 17, 27], [20, 19], [50, 26], [30, 24], [29, 28, 31, 57], [35, 47, 40, 34], [33, 54], [32, 39], [37, 44], [38, 42], [41, 60], [43, 45], [63, 46], [48, 51, 49], [61, 52, 55], [53, 56, 59], [58, 62, 64, 67, 65, 68, 74, 66, 71, 69, 70, 72, 73, 76], [79, 75, 77, 78, 83, 80, 86, 81, 82, 85, 84, 87, 88]]
91: [[25, 36, 22, 7, 1, 2, 12], [3, 4], [5, 6, 10, 9], [8, 11], [15, 14, 13, 23], [21, 16], [18, 17], [27, 20], [19, 50, 26], [30, 24], [29, 28], [31, 57], [35, 47, 40, 34, 33, 54, 32], [39, 37], [44, 38], [42, 41, 60], [43, 45, 63], [46, 48, 51, 49, 61, 52, 55, 53, 56, 59, 58, 62, 64, 67, 65, 68, 74, 66, 71, 69, 70, 72, 73, 76, 79, 75, 77, 78, 83, 80, 86, 81, 82, 85, 84, 87, 88]]
92: [[25, 36], [22, 7], [1, 2, 12], [3, 4], [5, 6], [10, 9], [8, 11], [15, 14], [13, 23, 21], [16, 18, 17], [27, 20], [19, 50], [26, 30], [24, 29], [28, 31, 57, 35], [47, 40, 34, 33], [54, 32, 39, 37], [44, 38], [42, 41], [60, 43], [45, 63, 46, 48], [51, 49, 61], [52, 55, 53, 56], [59, 58, 62], [64, 67], [65, 68, 74], [66, 71], [69, 70, 72], [73, 76], [79, 75, 77, 78], [83, 80], [86, 81], [82, 85, 84], [87, 88]]
93: [[25, 36, 22, 7, 1, 2, 12], [3, 4], [5, 6], [10, 9], [8, 11, 15], [14, 13, 23], [21, 16, 18], [17, 27, 20], [19, 50], [26, 30], [24, 29], [28, 31], [57, 35, 47, 40], [34, 33], [54, 32], [39, 37], [44, 38, 42, 41], [60, 43], [45, 63, 46], [48, 51, 49], [61, 52], [55, 53], [56, 59, 58], [62, 64, 67, 65], [68, 74, 66, 71, 69, 70, 72, 73], [76, 79], [75, 77, 78, 83, 80, 86, 81, 82, 85, 84, 87, 88]]
94: [[25, 36, 22, 7, 1, 2, 12], [3, 4, 5, 6, 10], [9, 8], [11, 15, 14], [13, 23, 21, 16, 18, 17, 27], [20, 19], [50, 26], [30, 24], [29, 28], [31, 57, 35, 47], [40, 34], [33, 54], [32, 39], [37, 44, 38, 42], [41, 60], [43, 45], [63, 46, 48, 51], [49, 61], [52, 55], [53, 56, 59, 58, 62, 64], [67, 65], [68, 74, 66], [71, 69, 70, 72, 73, 76, 79], [75, 77, 78, 83, 80, 86, 81, 82], [85, 84, 87, 88]]
95: [[25, 36, 22, 7, 1, 2, 12], [3, 4], [5, 6, 10, 9], [8, 11], [15, 14], [13, 23, 21, 16, 18, 17, 27, 20, 19, 50, 26], [30, 24, 29, 28], [31, 57], [35, 47], [40, 34], [33, 54], [32, 39, 37], [44, 38, 42], [41, 60, 43, 45, 63, 46, 48, 51, 49, 61, 52, 55, 53], [56, 59, 58, 62, 64, 67], [65, 68, 74, 66, 71], [69, 70, 72, 73, 76, 79, 75, 77], [78, 83, 80, 86, 81, 82, 85, 84, 87, 88]]
96: [[25, 36, 22, 7, 1, 2, 12], [3, 4], [5, 6], [10, 9, 8], [11, 15, 14], [13, 23, 21], [16, 18], [17, 27, 20], [19, 50], [26, 30, 24, 29], [28, 31], [57, 35, 47, 40, 34], [33, 54], [32, 39, 37], [44, 38, 42, 41, 60, 43, 45], [63, 46], [48, 51, 49, 61, 52, 55, 53, 56, 59, 58, 62, 64, 67, 65, 68, 74], [66, 71, 69, 70, 72, 73, 76, 79, 75, 77, 78, 83, 80, 86, 81, 82, 85, 84, 87, 88]]
97: [[25, 36, 22, 7, 1, 2, 12], [3, 4], [5, 6], [10, 9], [8, 11], [15, 14], [13, 23], [21, 16], [18, 17], [27, 20], [19, 50, 26, 30], [24, 29, 28, 31, 57, 35, 47, 40, 34, 33, 54, 32, 39, 37, 44, 38, 42, 41, 60, 43, 45, 63, 46, 48, 51, 49, 61, 52, 55, 53, 56, 59, 58, 62, 64, 67, 65, 68, 74, 66, 71], [69, 70, 72, 73, 76, 79, 75, 77, 78, 83, 80, 86, 81, 82, 85, 84, 87, 88]]
98: [[25, 36, 22, 7, 1, 2, 12], [3, 4], [5, 6], [10, 9, 8], [11, 15, 14], [13, 23, 21], [16, 18], [17, 27, 20], [19, 50], [26, 30, 24, 29], [28, 31], [57, 35, 47, 40, 34], [33, 54], [32, 39, 37], [44, 38, 42, 41, 60, 43, 45], [63, 46], [48, 51], [49, 61], [52, 55], [53, 56, 59], [58, 62, 64], [67, 65, 68, 74, 66], [71, 69, 70, 72, 73, 76, 79, 75, 77, 78, 83, 80], [86, 81, 82, 85, 84, 87, 88]]
99: [[25, 36, 22, 7, 1, 2, 12], [3, 4], [5, 6, 10], [9, 8], [11, 15, 14, 13, 23], [21, 16], [18, 17, 27], [20, 19], [50, 26], [30, 24], [29, 28], [31, 57, 35], [47, 40], [34, 33, 54], [32, 39], [37, 44], [38, 42, 41, 60], [43, 45, 63, 46, 48, 51], [49, 61, 52, 55, 53, 56, 59, 58, 62, 64, 67, 65, 68, 74, 66, 71, 69, 70, 72, 73, 76, 79, 75, 77, 78, 83, 80, 86, 81, 82, 85, 84, 87, 88]]
100: [[25, 36, 22, 7, 1, 2, 12], [3, 4], [5, 6], [10, 9], [8, 11], [15, 14], [13, 23], [21, 16], [18, 17, 27, 20, 19, 50, 26, 30, 24, 29, 28], [31, 57, 35, 47], [40, 34, 33, 54, 32, 39, 37, 44, 38, 42, 41, 60, 43, 45, 63, 46, 48], [51, 49, 61, 52, 55, 53, 56, 59, 58, 62, 64, 67, 65, 68, 74, 66, 71, 69, 70, 72, 73, 76, 79, 75, 77, 78, 83, 80, 86, 81, 82, 85, 84, 87, 88]]
101: [[25, 36, 22, 7, 1, 2, 12], [3, 4], [5, 6], [10, 9, 8, 11, 15, 14, 13, 23, 21, 16, 18], [17, 27], [20, 19], [50, 26], [30, 24], [29, 28, 31, 57], [35, 47], [40, 34], [33, 54], [32, 39, 37], [44, 38, 42], [41, 60, 43], [45, 63], [46, 48, 51, 49, 61], [52, 55, 53, 56, 59, 58, 62, 64], [67, 65, 68, 74, 66, 71, 69], [70, 72, 73, 76, 79, 75, 77, 78, 83, 80, 86, 81, 82, 85, 84, 87, 88]]
