0: [[57, 48, 52, 61, 46], [26, 3, 81, 37, 63], [25, 70, 2, 86, 51], [14, 41, 31, 15], [35, 6, 84, 56, 4], [7, 80, 10, 24, 39], [58, 8, 9, 29], [38, 42, 5, 55], [11, 49, 16, 20, 18], [33, 21, 30, 66, 17], [1, 32, 50, 19], [22, 28, 13, 23, 12], [27, 40, 71, 47], [87, 44, 85, 45], [36, 62, 43, 64, 65], [69, 34, 53, 72], [73, 67, 60, 68, 77], [54, 59, 74, 76, 75], [79, 78, 83, 82, 88]]
51: [[57, 48, 52, 61, 46], [26, 3, 81, 37, 63], [25, 70, 2, 86, 51], [14, 41, 31, 15], [35, 6, 84, 56, 4], [7, 80, 10, 24, 39], [58, 8, 9, 29], [38, 42, 5, 55], [11, 49, 16, 20, 18], [33, 21, 30, 66, 17], [1, 32, 50, 19], [22, 28, 13, 23, 12], [27, 40, 71, 47], [87, 44, 85, 45], [36, 62, 43, 64, 65], [69, 34, 53, 72], [73, 67, 60, 68, 77], [54, 59, 74, 76, 75], [79, 78, 83, 82, 88]]
52: [[57, 48, 52, 61, 46], [26, 3, 81, 37, 63], [25, 70, 2, 86, 51], [14, 41, 31, 15], [35, 6, 84, 56, 4], [7, 80, 10, 24, 39], [58, 8, 9, 29], [38, 42, 5, 55], [11, 49, 16, 20, 18], [33, 21, 30, 66, 17], [1, 32, 50, 19], [22, 28, 13, 23, 12], [27, 40, 71, 47], [87, 44, 85, 45], [36, 62, 43, 64, 65], [69, 34, 53, 72], [73, 67, 60, 68, 77], [54, 59, 74, 76, 75], [79, 78, 83, 82, 88]]
53: [[57, 48, 52, 61, 46], [26, 3, 81, 37, 63], [25, 70, 2, 86, 51], [14, 41, 31, 15], [35, 6, 84, 56, 4], [7, 80, 10, 24, 39], [58, 8, 9, 29], [38, 42, 5, 55], [11, 49, 16, 20, 18], [33, 21, 30, 66, 17], [1, 32, 50, 19], [22, 28, 13, 23, 12], [27, 40, 71, 47], [87, 44, 85, 45], [36, 62, 43, 64, 65], [69, 34, 53, 72], [73, 67, 60, 68, 77], [54, 59, 74, 76, 75], [79, 78, 83, 82, 88]]
54: [[57, 48, 52, 61, 46], [26, 3, 81, 37, 63], [25, 70, 2, 86, 51], [14, 41, 31, 15], [35, 6, 84, 56, 4], [7, 80, 10, 24, 39], [58, 8, 9, 29], [38, 42, 5, 55], [11, 49, 16, 20, 18], [33, 21, 30, 66, 17], [1, 32, 50, 19], [22, 28, 13, 23, 12], [27, 40, 71, 47], [87, 44, 85, 45], [36, 62, 43, 64, 65], [69, 34, 53, 72], [73, 67, 60, 68, 77], [54, 59, 74, 76, 75], [79, 78, 83, 82, 88]]
55: [[57, 48, 52, 61, 46], [26, 3, 81, 37, 63], [25, 70, 2, 86, 51], [14, 41, 31, 15], [35, 6, 84, 56, 4], [7, 80, 10, 24, 39], [58, 8, 9, 29], [38, 42, 5, 55], [11, 49, 16, 20, 18], [33, 21, 30, 66, 17], [1, 32, 50, 19], [22, 28, 13, 23, 12], [27, 40, 71, 47], [87, 44, 85, 45], [36, 62, 43, 64, 65], [69, 34, 53, 72], [73, 67, 60, 68, 77], [54, 59, 74, 76, 75], [79, 78, 83, 82, 88]]
56: [[57, 48, 52, 61, 46], [26, 3, 81, 37, 63], [25, 70, 2, 86, 51], [14, 41, 31, 15], [35, 6, 84, 56, 4], [7, 80, 10, 24, 39], [58, 8, 9, 29], [38, 42, 5, 55], [11, 49, 16, 20, 18], [33, 21, 30, 66, 17], [1, 32, 50, 19], [22, 28, 13, 23, 12], [27, 40, 71, 47], [87, 44, 85, 45], [36, 62, 43, 64, 65], [69, 34, 53, 72], [73, 67, 60, 68, 77], [54, 59, 74, 76, 75], [79, 78, 83, 82, 88]]
57: [[57, 48, 52, 61, 46], [26, 3, 81, 37, 63], [25, 70, 2, 86, 51], [14, 41, 31, 15], [35, 6, 84, 56, 4], [7, 80, 10, 24, 39], [58, 8, 9, 29], [38, 42, 5, 55], [11, 49, 16, 20, 18], [33, 21, 30, 66, 17], [1, 32, 50, 19], [22, 28, 13, 23, 12], [27, 40, 71, 47], [87, 44, 85, 45], [36, 62, 43, 64, 65], [69, 34, 53, 72], [73, 67, 60, 68, 77], [54, 59, 74, 76, 75], [79, 78, 83, 82, 88]]
58: [[57, 48, 52, 61, 46], [26, 3, 81, 37, 63], [25, 70, 2, 86, 51], [14, 41, 31, 15], [35, 6, 84, 56, 4], [7, 80, 10, 24, 39], [58, 8, 9, 29], [38, 42, 5, 55], [11, 49, 16, 20, 18], [33, 21, 30, 66, 17], [1, 32, 50, 19], [22, 28, 13, 23, 12], [27, 40, 71, 47], [87, 44, 85, 45], [36, 62, 43, 64, 65], [69, 34, 53, 72], [73, 67, 60, 68, 77], [54, 59, 74, 76, 75], [79, 78, 83, 82, 88]]
59: [[57, 48, 52, 61, 46], [26, 3, 81, 37, 63], [25, 70, 2, 86, 51], [14, 41, 31, 15], [35, 6, 84, 56, 4], [7, 80, 10, 24, 39], [58, 8, 9, 29], [38, 42, 5, 55], [11, 49, 16, 20, 18], [33, 21, 30, 66, 17], [1, 32, 50, 19], [22, 28, 13, 23, 12], [27, 40, 71, 47], [87, 44, 85, 45], [36, 62, 43, 64, 65], [69, 34, 53, 72], [73, 67, 60, 68, 77], [54, 59, 74, 76, 75], [79, 78, 83, 82, 88]]
60: [[57, 48, 52, 61, 46], [26, 3, 81, 37, 63], [25, 70, 2, 86, 51], [14, 41, 31, 15], [35, 6, 84, 56, 4], [7, 80, 10, 24, 39], [58, 8, 9, 29], [38, 42, 5, 55], [11, 49, 16, 20, 18], [33, 21, 30, 66, 17], [1, 32, 50, 19], [22, 28, 13, 23, 12], [27, 40, 71, 47], [87, 44, 85, 45], [36, 62, 43, 64, 65], [69, 34, 53, 72], [73, 67, 60, 68, 77], [54, 59, 74, 76, 75], [79, 78, 83, 82, 88]]
61: [[57, 48, 52, 61, 46], [26, 3, 81, 37, 63], [25, 70, 2, 86, 51], [14, 41, 31, 15], [35, 6, 84, 56, 4], [7, 80, 10, 24, 39], [58, 8, 9, 29], [38, 42, 5, 55], [11, 49, 16, 20, 18], [33, 21, 30, 66, 17], [1, 32, 50, 19], [22, 28, 13, 23, 12], [27, 40, 71, 47], [87, 44, 85, 45], [36, 62, 43, 64, 65], [69, 34, 53, 72], [73, 67, 60, 68, 77], [54, 59, 74, 76, 75], [79, 78, 83, 82, 88]]
62: [[57, 48, 52, 61, 46], [26, 3, 81, 37, 63], [25, 70, 2, 86, 51], [14, 41, 31, 15], [35, 6, 84, 56, 4], [7, 80, 10, 24, 39], [58, 8, 9, 29], [38, 42, 5, 55], [11, 49, 16, 20, 18], [33, 21, 30, 66, 17], [1, 32, 50, 19], [22, 28, 13, 23, 12], [27, 40, 71, 47], [87, 44, 85, 45], [36, 62, 43, 64, 65], [69, 34, 53, 72], [73, 67, 60, 68, 77], [54, 59, 74, 76, 75], [79, 78, 83, 82, 88]]
63: [[57, 48, 52, 61, 46], [26, 3, 81, 37, 63], [25, 70, 2, 86, 51], [14, 41, 31, 15], [35, 6, 84, 56, 4], [7, 80, 10, 24, 39], [58, 8, 9, 29], [38, 42, 5, 55], [11, 49, 16, 20, 18], [33, 21, 30, 66, 17], [1, 32, 50, 19], [22, 28, 13, 23, 12], [27, 40, 71, 47], [87, 44, 85, 45], [36, 62, 43, 64, 65], [69, 34, 53, 72], [73, 67, 60, 68, 77], [54, 59, 74, 76, 75], [79, 78, 83, 82, 88]]
64: [[57, 48, 52, 61, 46], [26, 3, 81, 37, 63], [25, 70, 2, 86, 51], [14, 41, 31, 15], [35, 6, 84, 56, 4], [7, 80, 10, 24, 39], [58, 8, 9, 29], [38, 42, 5, 55], [11, 49, 16, 20, 18], [33, 21, 30, 66, 17], [1, 32, 50, 19], [22, 28, 13, 23, 12], [27, 40, 71, 47], [87, 44, 85, 45], [36, 62, 43, 64, 65], [69, 34, 53, 72], [73, 67, 60, 68, 77], [54, 59, 74, 76, 75], [79, 78, 83, 82, 88]]
65: [[57, 48, 52, 61, 46], [26, 3, 81, 37, 63], [25, 70, 2, 86, 51], [14, 41, 31, 15], [35, 6, 84, 56, 4], [7, 80, 10, 24, 39], [58, 8, 9, 29], [38, 42, 5, 55], [11, 49, 16, 20, 18], [33, 21, 30, 66, 17], [1, 32, 50, 19], [22, 28, 13, 23, 12], [27, 40, 71, 47], [87, 44, 85, 45], [36, 62, 43, 64, 65], [69, 34, 53, 72], [73, 67, 60, 68, 77], [54, 59, 74, 76, 75], [79, 78, 83, 82, 88]]
66: [[57, 48, 52, 61, 46], [26, 3, 81, 37, 63], [25, 70, 2, 86, 51], [14, 41, 31, 15], [35, 6, 84, 56, 4], [7, 80, 10, 24, 39], [58, 8, 9, 29], [38, 42, 5, 55], [11, 49, 16, 20, 18], [33, 21, 30, 66, 17], [1, 32, 50, 19], [22, 28, 13, 23, 12], [27, 40, 71, 47], [87, 44, 85, 45], [36, 62, 43, 64, 65], [69, 34, 53, 72], [73, 67, 60, 68, 77], [54, 59, 74, 76, 75], [79, 78, 83, 82, 88]]
67: [[57, 48, 52, 61, 46], [26, 3, 81, 37, 63], [25, 70, 2, 86, 51], [14, 41, 31, 15], [35, 6, 84, 56, 4], [7, 80, 10, 24, 39], [58, 8, 9, 29], [38, 42, 5, 55], [11, 49, 16, 20, 18], [33, 21, 30, 66, 17], [1, 32, 50, 19], [22, 28, 13, 23, 12], [27, 40, 71, 47], [87, 44, 85, 45], [36, 62, 43, 64, 65], [69, 34, 53, 72], [73, 67, 60, 68, 77], [54, 59, 74, 76, 75], [79, 78, 83, 82, 88]]
68: [[57, 48, 52, 61, 46], [26, 3, 81, 37, 63], [25, 70, 2, 86, 51], [14, 41, 31, 15], [35, 6, 84, 56, 4], [7, 80, 10, 24, 39], [58, 8, 9, 29], [38, 42, 5, 55], [11, 49, 16, 20, 18], [33, 21, 30, 66, 17], [1, 32, 50, 19], [22, 28, 13, 23, 12], [27, 40, 71, 47], [87, 44, 85, 45], [36, 62, 43, 64, 65], [69, 34, 53, 72], [73, 67, 60, 68, 77], [54, 59, 74, 76, 75], [79, 78, 83, 82, 88]]
69: [[57, 48, 52, 61, 46], [26, 3, 81, 37, 63], [25, 70, 2, 86, 51], [14, 41, 31, 15], [35, 6, 84, 56, 4], [7, 80, 10, 24, 39], [58, 8, 9, 29], [38, 42, 5, 55], [11, 49, 16, 20, 18], [33, 21, 30, 66, 17], [1, 32, 50, 19], [22, 28, 13, 23, 12], [27, 40, 71, 47], [87, 44, 85, 45], [36, 62, 43, 64, 65], [69, 34, 53, 72], [73, 67, 60, 68, 77], [54, 59, 74, 76, 75], [79, 78, 83, 82, 88]]
70: [[57, 48, 52, 61, 46], [26, 3, 81, 37, 63], [25, 70, 2, 86, 51], [14, 41, 31, 15], [35, 6, 84, 56, 4], [7, 80, 10, 24, 39], [58, 8, 9, 29], [38, 42, 5, 55], [11, 49, 16, 20, 18], [33, 21, 30, 66, 17], [1, 32, 50, 19], [22, 28, 13, 23, 12], [27, 40, 71, 47], [87, 44, 85, 45], [36, 62, 43, 64, 65], [69, 34, 53, 72], [73, 67, 60, 68, 77], [54, 59, 74, 76, 75], [79, 78, 83, 82, 88]]
71: [[57, 48, 52, 61, 46], [26, 3, 81, 37, 63], [25, 70, 2, 86, 51], [14, 41, 31, 15], [35, 6, 84, 56, 4], [7, 80, 10, 24, 39], [58, 8, 9, 29], [38, 42, 5, 55], [11, 49, 16, 20, 18], [33, 21, 30, 66, 17], [1, 32, 50, 19], [22, 28, 13, 23, 12], [27, 40, 71, 47], [87, 44, 85, 45], [36, 62, 43, 64, 65], [69, 34, 53, 72], [73, 67, 60, 68, 77], [54, 59, 74, 76, 75], [79, 78, 83, 82, 88]]
72: [[57, 48, 52, 61, 46], [26, 3, 81, 37, 63], [25, 70, 2, 86, 51], [14, 41, 31, 15], [35, 6, 84, 56, 4], [7, 80, 10, 24, 39], [58, 8, 9, 29], [38, 42, 5, 55], [11, 49, 16, 20, 18], [33, 21, 30, 66, 17], [1, 32, 50, 19], [22, 28, 13, 23, 12], [27, 40, 71, 47], [87, 44, 85, 45], [36, 62, 43, 64, 65], [69, 34, 53, 72], [73, 67, 60, 68, 77], [54, 59, 74, 76, 75], [79, 78, 83, 82, 88]]
73: [[57, 48, 52, 61, 46], [26, 3, 81, 37, 63], [25, 70, 2, 86, 51], [14, 41, 31, 15], [35, 6, 84, 56, 4], [7, 80, 10, 24, 39], [58, 8, 9, 29], [38, 42, 5, 55], [11, 49, 16, 20, 18], [33, 21, 30, 66, 17], [1, 32, 50, 19], [22, 28, 13, 23, 12], [27, 40, 71, 47], [87, 44, 85, 45], [36, 62, 43, 64, 65], [69, 34, 53, 72], [73, 67, 60, 68, 77], [54, 59, 74, 76, 75], [79, 78, 83, 82, 88]]
74: [[57, 48, 52, 61, 46], [26, 3, 81, 37, 63], [25, 70, 2, 86, 51], [14, 41, 31, 15], [35, 6, 84, 56, 4], [7, 80, 10, 24, 39], [58, 8, 9, 29], [38, 42, 5, 55], [11, 49, 16, 20, 18], [33, 21, 30, 66, 17], [1, 32, 50, 19], [22, 28, 13, 23, 12], [27, 40, 71, 47], [87, 44, 85, 45], [36, 62, 43, 64, 65], [69, 34, 53, 72], [73, 67, 60, 68, 77], [54, 59, 74, 76, 75], [79, 78, 83, 82, 88]]
75: [[57, 48, 52, 61, 46], [26, 3, 81, 37, 63], [25, 70, 2, 86, 51], [14, 41, 31, 15], [35, 6, 84, 56, 4], [7, 80, 10, 24, 39], [58, 8, 9, 29], [38, 42, 5, 55], [11, 49, 16, 20, 18], [33, 21, 30, 66, 17], [1, 32, 50, 19], [22, 28, 13, 23, 12], [27, 40, 71, 47], [87, 44, 85, 45], [36, 62, 43, 64, 65], [69, 34, 53, 72], [73, 67, 60, 68, 77], [54, 59, 74, 76, 75], [79, 78, 83, 82, 88]]
76: [[57, 48, 52, 61, 46], [26, 3, 81, 37, 63], [25, 70, 2, 86, 51], [14, 41, 31, 15], [35, 6, 84, 56, 4], [7, 80, 10, 24, 39], [58, 8, 9, 29], [38, 42, 5, 55], [11, 49, 16, 20, 18], [33, 21, 30, 66, 17], [1, 32, 50, 19], [22, 28, 13, 23, 12], [27, 40, 71, 47], [87, 44, 85, 45], [36, 62, 43, 64, 65], [69, 34, 53, 72], [73, 67, 60, 68, 77], [54, 59, 74, 76, 75], [79, 78, 83, 82, 88]]
77: [[57, 48, 52, 61, 46], [26, 3, 81, 37, 63], [25, 70, 2, 86, 51], [14, 41, 31, 15], [35, 6, 84, 56, 4], [7, 80, 10, 24, 39], [58, 8, 9, 29], [38, 42, 5, 55], [11, 49, 16, 20, 18], [33, 21, 30, 66, 17], [1, 32, 50, 19], [22, 28, 13, 23, 12], [27, 40, 71, 47], [87, 44, 85, 45], [36, 62, 43, 64, 65], [69, 34, 53, 72], [73, 67, 60, 68, 77], [54, 59, 74, 76, 75], [79, 78, 83, 82, 88]]
78: [[57, 48, 52, 61, 46], [26, 3, 81, 37, 63], [25, 70, 2, 86, 51], [14, 41, 31, 15], [35, 6, 84, 56, 4], [7, 80, 10, 24, 39], [58, 8, 9, 29], [38, 42, 5, 55], [11, 49, 16, 20, 18], [33, 21, 30, 66, 17], [1, 32, 50, 19], [22, 28, 13, 23, 12], [27, 40, 71, 47], [87, 44, 85, 45], [36, 62, 43, 64, 65], [69, 34, 53, 72], [73, 67, 60, 68, 77], [54, 59, 74, 76, 75], [79, 78, 83, 82, 88]]
79: [[57, 48, 52, 61, 46], [26, 3, 81, 37, 63], [25, 70, 2, 86, 51], [14, 41, 31, 15], [35, 6, 84, 56, 4], [7, 80, 10, 24, 39], [58, 8, 9, 29], [38, 42, 5, 55], [11, 49, 16, 20, 18], [33, 21, 30, 66, 17], [1, 32, 50, 19], [22, 28, 13, 23, 12], [27, 40, 71, 47], [87, 44, 85, 45], [36, 62, 43, 64, 65], [69, 34, 53, 72], [73, 67, 60, 68, 77], [54, 59, 74, 76, 75], [79, 78, 83, 82, 88]]
80: [[57, 48, 52, 61, 46], [26, 3, 81, 37, 63], [25, 70, 2, 86, 51], [14, 41, 31, 15], [35, 6, 84, 56, 4], [7, 80, 10, 24, 39], [58, 8, 9, 29], [38, 42, 5, 55], [11, 49, 16, 20, 18], [33, 21, 30, 66, 17], [1, 32, 50, 19], [22, 28, 13, 23, 12], [27, 40, 71, 47], [87, 44, 85, 45], [36, 62, 43, 64, 65], [69, 34, 53, 72], [73, 67, 60, 68, 77], [54, 59, 74, 76, 75], [79, 78, 83, 82, 88]]
81: [[57, 48, 52, 61, 46], [26, 3, 81, 37, 63], [25, 70, 2, 86, 51], [14, 41, 31, 15], [35, 6, 84, 56, 4], [7, 80, 10, 24, 39], [58, 8, 9, 29], [38, 42, 5, 55], [11, 49, 16, 20, 18], [33, 21, 30, 66, 17], [1, 32, 50, 19], [22, 28, 13, 23, 12], [27, 40, 71, 47], [87, 44, 85, 45], [36, 62, 43, 64, 65], [69, 34, 53, 72], [73, 67, 60, 68, 77], [54, 59, 74, 76, 75], [79, 78, 83, 82, 88]]
82: [[57, 48, 52, 61, 46], [26, 3, 81, 37, 63], [25, 70, 2, 86, 51], [14, 41, 31, 15], [35, 6, 84, 56, 4], [7, 80, 10, 24, 39], [58, 8, 9, 29], [38, 42, 5, 55], [11, 49, 16, 20, 18], [33, 21, 30, 66, 17], [1, 32, 50, 19], [22, 28, 13, 23, 12], [27, 40, 71, 47], [87, 44, 85, 45], [36, 62, 43, 64, 65], [69, 34, 53, 72], [73, 67, 60, 68, 77], [54, 59, 74, 76, 75], [79, 78, 83, 82, 88]]
83: [[57, 48, 52, 61, 46], [26, 3, 81, 37, 63], [25, 70, 2, 86, 51], [14, 41, 31, 15], [35, 6, 84, 56, 4], [7, 80, 10, 24, 39], [58, 8, 9, 29], [38, 42, 5, 55], [11, 49, 16, 20, 18], [33, 21, 30, 66, 17], [1, 32, 50, 19], [22, 28, 13, 23, 12], [27, 40, 71, 47], [87, 44, 85, 45], [36, 62, 43, 64, 65], [69, 34, 53, 72], [73, 67, 60, 68, 77], [54, 59, 74, 76, 75], [79, 78, 83, 82, 88]]
84: [[57, 48, 52, 61, 46], [26, 3, 81, 37, 63], [25, 70, 2, 86, 51], [14, 41, 31, 15], [35, 6, 84, 56, 4], [7, 80, 10, 24, 39], [58, 8, 9, 29], [38, 42, 5, 55], [11, 49, 16, 20, 18], [33, 21, 30, 66, 17], [1, 32, 50, 19], [22, 28, 13, 23, 12], [27, 40, 71, 47], [87, 44, 85, 45], [36, 62, 43, 64, 65], [69, 34, 53, 72], [73, 67, 60, 68, 77], [54, 59, 74, 76, 75], [79, 78, 83, 82, 88]]
85: [[57, 48, 52, 61, 46], [26, 3, 81, 37, 63], [25, 70, 2, 86, 51], [14, 41, 31, 15], [35, 6, 84, 56, 4], [7, 80, 10, 24, 39], [58, 8, 9, 29], [38, 42, 5, 55], [11, 49, 16, 20, 18], [33, 21, 30, 66, 17], [1, 32, 50, 19], [22, 28, 13, 23, 12], [27, 40, 71, 47], [87, 44, 85, 45], [36, 62, 43, 64, 65], [69, 34, 53, 72], [73, 67, 60, 68, 77], [54, 59, 74, 76, 75], [79, 78, 83, 82, 88]]
86: [[57, 48, 52, 61, 46], [26, 3, 81, 37, 63], [25, 70, 2, 86, 51], [14, 41, 31, 15], [35, 6, 84, 56, 4], [7, 80, 10, 24, 39], [58, 8, 9, 29], [38, 42, 5, 55], [11, 49, 16, 20, 18], [33, 21, 30, 66, 17], [1, 32, 50, 19], [22, 28, 13, 23, 12], [27, 40, 71, 47], [87, 44, 85, 45], [36, 62, 43, 64, 65], [69, 34, 53, 72], [73, 67, 60, 68, 77], [54, 59, 74, 76, 75], [79, 78, 83, 82, 88]]
87: [[57, 48, 52, 61, 46], [26, 3, 81, 37, 63], [25, 70, 2, 86, 51], [14, 41, 31, 15], [35, 6, 84, 56, 4], [7, 80, 10, 24, 39], [58, 8, 9, 29], [38, 42, 5, 55], [11, 49, 16, 20, 18], [33, 21, 30, 66, 17], [1, 32, 50, 19], [22, 28, 13, 23, 12], [27, 40, 71, 47], [87, 44, 85, 45], [36, 62, 43, 64, 65], [69, 34, 53, 72], [73, 67, 60, 68, 77], [54, 59, 74, 76, 75], [79, 78, 83, 82, 88]]
88: [[57, 48, 52, 61, 46], [26, 3, 81, 37, 63], [25, 70, 2, 86, 51], [14, 41, 31, 15], [35, 6, 84, 56, 4], [7, 80, 10, 24, 39], [58, 8, 9, 29], [38, 42, 5, 55], [11, 49, 16, 20, 18], [33, 21, 30, 66, 17], [1, 32, 50, 19], [22, 28, 13, 23, 12], [27, 40, 71, 47], [87, 44, 85, 45], [36, 62, 43, 64, 65], [69, 34, 53, 72], [73, 67, 60, 68, 77], [54, 59, 74, 76, 75], [79, 78, 83, 82, 88]]
89: [[57, 48, 52, 61, 46], [26, 3, 81, 37, 63], [25, 70, 2, 86, 51], [14, 41, 31, 15], [35, 6, 84, 56, 4], [7, 80, 10, 24, 39], [58, 8, 9, 29], [38, 42, 5, 55], [11, 49, 16, 20, 18], [33, 21, 30, 66, 17], [1, 32, 50, 19], [22, 28, 13, 23, 12], [27, 40, 71, 47], [87, 44, 85, 45], [36, 62, 43, 64, 65], [69, 34, 53, 72], [73, 67, 60, 68, 77], [54, 59, 74, 76, 75], [79, 78, 83, 82, 88]]
90: [[57, 48, 52, 61, 46], [26, 3, 81, 37, 63], [25, 70, 2, 86, 51], [14, 41, 31, 15], [35, 6, 84, 56, 4], [7, 80, 10, 24, 39], [58, 8, 9, 29], [38, 42, 5, 55], [11, 49, 16, 20, 18], [33, 21, 30, 66, 17], [1, 32, 50, 19], [22, 28, 13, 23, 12], [27, 40, 71, 47], [87, 44, 85, 45], [36, 62, 43, 64, 65], [69, 34, 53, 72], [73, 67, 60, 68, 77], [54, 59, 74, 76, 75], [79, 78, 83, 82, 88]]
91: [[57, 48, 52, 61, 46], [26, 3, 81, 37, 63], [25, 70, 2, 86, 51], [14, 41, 31, 15], [35, 6, 84, 56, 4], [7, 80, 10, 24, 39], [58, 8, 9, 29], [38, 42, 5, 55], [11, 49, 16, 20, 18], [33, 21, 30, 66, 17], [1, 32, 50, 19], [22, 28, 13, 23, 12], [27, 40, 71, 47], [87, 44, 85, 45], [36, 62, 43, 64, 65], [69, 34, 53, 72], [73, 67, 60, 68, 77], [54, 59, 74, 76, 75], [79, 78, 83, 82, 88]]
92: [[57, 48, 52, 61, 46], [26, 3, 81, 37, 63], [25, 70, 2, 86, 51], [14, 41, 31, 15], [35, 6, 84, 56, 4], [7, 80, 10, 24, 39], [58, 8, 9, 29], [38, 42, 5, 55], [11, 49, 16, 20, 18], [33, 21, 30, 66, 17], [1, 32, 50, 19], [22, 28, 13, 23, 12], [27, 40, 71, 47], [87, 44, 85, 45], [36, 62, 43, 64, 65], [69, 34, 53, 72], [73, 67, 60, 68, 77], [54, 59, 74, 76, 75], [79, 78, 83, 82, 88]]
93: [[57, 48, 52, 61, 46], [26, 3, 81, 37, 63], [25, 70, 2, 86, 51], [14, 41, 31, 15], [35, 6, 84, 56, 4], [7, 80, 10, 24, 39], [58, 8, 9, 29], [38, 42, 5, 55], [11, 49, 16, 20, 18], [33, 21, 30, 66, 17], [1, 32, 50, 19], [22, 28, 13, 23, 12], [27, 40, 71, 47], [87, 44, 85, 45], [36, 62, 43, 64, 65], [69, 34, 53, 72], [73, 67, 60, 68, 77], [54, 59, 74, 76, 75], [79, 78, 83, 82, 88]]
94: [[57, 48, 52, 61, 46], [26, 3, 81, 37, 63], [25, 70, 2, 86, 51], [14, 41, 31, 15], [35, 6, 84, 56, 4], [7, 80, 10, 24, 39], [58, 8, 9, 29], [38, 42, 5, 55], [11, 49, 16, 20, 18], [33, 21, 30, 66, 17], [1, 32, 50, 19], [22, 28, 13, 23, 12], [27, 40, 71, 47], [87, 44, 85, 45], [36, 62, 43, 64, 65], [69, 34, 53, 72], [73, 67, 60, 68, 77], [54, 59, 74, 76, 75], [79, 78, 83, 82, 88]]
95: [[57, 48, 52, 61, 46], [26, 3, 81, 37, 63], [25, 70, 2, 86, 51], [14, 41, 31, 15], [35, 6, 84, 56, 4], [7, 80, 10, 24, 39], [58, 8, 9, 29], [38, 42, 5, 55], [11, 49, 16, 20, 18], [33, 21, 30, 66, 17], [1, 32, 50, 19], [22, 28, 13, 23, 12], [27, 40, 71, 47], [87, 44, 85, 45], [36, 62, 43, 64, 65], [69, 34, 53, 72], [73, 67, 60, 68, 77], [54, 59, 74, 76, 75], [79, 78, 83, 82, 88]]
96: [[57, 48, 52, 61, 46], [26, 3, 81, 37, 63], [25, 70, 2, 86, 51], [14, 41, 31, 15], [35, 6, 84, 56, 4], [7, 80, 10, 24, 39], [58, 8, 9, 29], [38, 42, 5, 55], [11, 49, 16, 20, 18], [33, 21, 30, 66, 17], [1, 32, 50, 19], [22, 28, 13, 23, 12], [27, 40, 71, 47], [87, 44, 85, 45], [36, 62, 43, 64, 65], [69, 34, 53, 72], [73, 67, 60, 68, 77], [54, 59, 74, 76, 75], [79, 78, 83, 82, 88]]
97: [[57, 48, 52, 61, 46], [26, 3, 81, 37, 63], [25, 70, 2, 86, 51], [14, 41, 31, 15], [35, 6, 84, 56, 4], [7, 80, 10, 24, 39], [58, 8, 9, 29], [38, 42, 5, 55], [11, 49, 16, 20, 18], [33, 21, 30, 66, 17], [1, 32, 50, 19], [22, 28, 13, 23, 12], [27, 40, 71, 47], [87, 44, 85, 45], [36, 62, 43, 64, 65], [69, 34, 53, 72], [73, 67, 60, 68, 77], [54, 59, 74, 76, 75], [79, 78, 83, 82, 88]]
98: [[57, 48, 52, 61, 46], [26, 3, 81, 37, 63], [25, 70, 2, 86, 51], [14, 41, 31, 15], [35, 6, 84, 56, 4], [7, 80, 10, 24, 39], [58, 8, 9, 29], [38, 42, 5, 55], [11, 49, 16, 20, 18], [33, 21, 30, 66, 17], [1, 32, 50, 19], [22, 28, 13, 23, 12], [27, 40, 71, 47], [87, 44, 85, 45], [36, 62, 43, 64, 65], [69, 34, 53, 72], [73, 67, 60, 68, 77], [54, 59, 74, 76, 75], [79, 78, 83, 82, 88]]
99: [[57, 48, 52, 61, 46], [26, 3, 81, 37, 63], [25, 70, 2, 86, 51], [14, 41, 31, 15], [35, 6, 84, 56, 4], [7, 80, 10, 24, 39], [58, 8, 9, 29], [38, 42, 5, 55], [11, 49, 16, 20, 18], [33, 21, 30, 66, 17], [1, 32, 50, 19], [22, 28, 13, 23, 12], [27, 40, 71, 47], [87, 44, 85, 45], [36, 62, 43, 64, 65], [69, 34, 53, 72], [73, 67, 60, 68, 77], [54, 59, 74, 76, 75], [79, 78, 83, 82, 88]]
100: [[57, 48, 52, 61, 46], [26, 3, 81, 37, 63], [25, 70, 2, 86, 51], [14, 41, 31, 15], [35, 6, 84, 56, 4], [7, 80, 10, 24, 39], [58, 8, 9, 29], [38, 42, 5, 55], [11, 49, 16, 20, 18], [33, 21, 30, 66, 17], [1, 32, 50, 19], [22, 28, 13, 23, 12], [27, 40, 71, 47], [87, 44, 85, 45], [36, 62, 43, 64, 65], [69, 34, 53, 72], [73, 67, 60, 68, 77], [54, 59, 74, 76, 75], [79, 78, 83, 82, 88]]
101: [[57, 48, 52, 61, 46], [26, 3, 81, 37, 63], [25, 70, 2, 86, 51], [14, 41, 31, 15], [35, 6, 84, 56, 4], [7, 80, 10, 24, 39], [58, 8, 9, 29], [38, 42, 5, 55], [11, 49, 16, 20, 18], [33, 21, 30, 66, 17], [1, 32, 50, 19], [22, 28, 13, 23, 12], [27, 40, 71, 47], [87, 44, 85, 45], [36, 62, 43, 64, 65], [69, 34, 53, 72], [73, 67, 60, 68, 77], [54, 59, 74, 76, 75], [79, 78, 83, 82, 88]]
