0: [[59, 69, 22, 5, 10, 3, 2, 12, 1, 6, 4, 13], [7, 8, 26, 9, 11], [14, 15], [17, 18, 16, 21, 19], [28, 29, 23, 24, 25], [31, 20, 56, 45, 47], [36, 27, 37, 30, 33, 43, 32], [38, 42], [39, 34, 41, 44, 46], [40, 54, 53], [35, 51], [50, 52], [48, 49, 61, 55, 57], [62, 58, 60, 63, 64, 70, 65], [75, 66], [67, 74, 68, 78, 71, 72, 73], [77, 76], [79, 81, 82], [80, 87, 83, 85, 86, 84, 88]]
51: [[59, 69, 22, 5, 10], [3, 2], [12, 1, 6, 4, 13], [7, 8, 26, 9, 11], [14, 15], [17, 18, 16, 21], [19, 28, 29], [23, 24, 25, 31, 20], [56, 45, 47], [36, 27, 37, 30], [33, 43], [32, 38, 42, 39, 34], [35, 44, 40, 41, 54], [53, 46, 51, 50, 48, 49, 52], [61, 55], [57, 62, 58, 60, 63, 64, 70], [65, 75], [66, 67, 74], [68, 78, 71, 72, 73, 77, 76], [79, 81, 82, 80, 87, 83, 85, 86, 84, 88]]
52: [[59, 69, 22, 5, 10], [3, 2], [12, 1, 6, 4, 13], [7, 8, 26, 9, 11], [14, 15], [17, 18, 16, 21, 19], [28, 29], [23, 24], [25, 31], [20, 56, 45, 47, 36], [27, 37, 30, 33, 43], [32, 38], [42, 39, 34, 35, 44], [40], [41, 54, 53, 46, 51, 50, 48, 49, 52, 60, 55, 57, 62, 58, 61, 63, 64, 70, 65, 75, 66, 67, 74, 68, 78, 71, 72, 73, 77, 76, 79, 81, 82, 80, 87, 83, 85, 86, 84, 88]]
53: [[59, 69, 22, 5, 10], [3, 2], [12, 1, 6, 4, 13], [7, 8, 26, 9, 11], [14, 15, 17, 18], [16, 21], [19, 28, 29, 23, 24], [25, 31, 20], [56, 45, 47, 36, 27], [37, 30, 33], [43, 32], [38, 42], [39, 34, 35, 44, 46], [41, 54, 53, 40, 51, 50], [49, 52], [48, 61, 55, 57, 62], [58, 60, 63], [64, 70], [65, 75], [66, 67, 74, 68, 78], [71, 72, 73, 77, 76], [79, 81], [82, 80, 87], [83, 85, 86, 84, 88]]
54: [[59, 69, 22, 5, 10, 3, 2, 12, 1, 6, 4, 13], [7, 8, 26, 9, 11], [14, 15], [17, 18, 16, 21, 19], [28, 29, 23, 24, 25], [31, 20, 56], [45, 47, 36], [27, 37, 30, 33, 43, 32], [38, 42, 39, 34], [35, 44, 41, 40, 54, 53], [46, 51, 50, 52, 48, 49, 61], [55, 57, 62, 58, 60, 63], [64, 70, 65, 75, 66, 67, 74, 68, 78, 71, 72, 73, 77, 76, 79, 81, 82, 80, 87, 83, 85, 86, 84, 88]]
55: [[59, 69, 22, 5, 10], [3, 2], [12, 1, 6, 4, 13], [7, 8, 26, 9, 11], [14, 15, 17, 18], [16, 21], [19, 28, 29, 23, 24], [25, 31, 20], [56, 45, 47, 36, 27], [37, 30, 33], [43, 32], [38, 42], [39, 34, 35, 44, 46], [41, 54, 53, 40, 51, 50], [49, 52], [48, 61, 55, 57, 62], [58, 60, 63], [64, 70], [65, 75], [66, 67, 74, 68, 78], [71, 72, 73, 77, 76], [79, 81], [82, 80, 87], [83, 85, 86, 84, 88]]
56: [[59, 69, 22, 5, 10], [3, 2], [12, 1, 6, 4, 13], [7, 8, 26, 9, 11], [14, 15], [17, 18, 16, 21], [19, 28, 29], [23, 24, 25, 31, 20], [56, 45], [47, 36], [27, 37, 30, 33, 43], [32, 38, 42, 39, 34], [35, 44, 40], [41, 54, 53, 46, 51], [50, 49], [52, 48], [61, 55], [57, 62, 58, 60, 63], [64, 70, 65, 75, 66], [67, 74], [68, 78], [71, 72, 73, 77, 76, 79, 81, 82, 80, 87, 83, 85, 86, 84, 88]]
57: [[59, 69, 22, 5, 10, 3, 2, 12, 1, 6, 4, 13], [7, 8, 26, 9, 11], [14, 15], [17, 18, 16, 21, 19], [28, 29], [23, 24, 25, 31, 20, 56, 45], [47, 36, 27, 37, 30], [33, 43], [32, 38, 42, 39, 34], [35, 44, 40, 41, 54], [53, 46, 51, 50, 48, 52, 49, 60, 55, 57], [62, 58, 61, 63, 64], [70, 65], [75, 66, 67, 74, 68, 78, 71, 72, 73, 77, 76, 79, 81, 82, 80, 87, 83, 85, 86, 84, 88]]
58: [[59, 69, 22, 5, 10, 3, 2, 12, 1, 6, 4, 13], [7, 8, 26, 9], [11, 14, 15, 17, 18, 16], [21, 19], [28, 29, 23, 24, 25], [31, 20], [56, 45, 47], [36, 27, 37], [30, 33], [43, 32, 38, 42, 39], [34, 35], [44, 41, 40, 54, 53], [46, 51, 50, 49, 52], [48, 61, 55, 57, 62], [58, 60, 63, 64, 70, 65, 75, 66, 67, 74, 68, 78, 71, 72, 73, 77, 76, 79, 81, 82, 80, 87, 83, 85, 86, 84, 88]]
59: [[59, 69, 22, 5, 10], [3, 2, 12, 1, 6], [4, 13], [7, 8, 26, 9, 11], [14, 15], [17, 18, 16, 21, 19], [28, 29, 23, 24, 25], [31, 20, 56, 45, 47], [36, 27], [37, 30, 33, 43, 32, 38], [42, 39, 34, 35, 44], [41, 40], [54, 53, 46, 51, 50], [48, 49, 52, 60, 55], [57, 62, 58, 61, 63], [64, 70], [65, 75, 66, 67, 74], [68, 78, 71], [72, 73, 77, 76, 79], [81, 82, 80], [87], [83, 85, 86, 84, 88]]
60: [[59, 69, 22, 5, 10], [3, 2], [12, 1, 6, 4, 13], [7, 8, 26, 9, 11], [14, 15, 17, 18, 16], [21, 19], [28, 29, 23, 24, 25], [31, 20, 56, 45, 47], [36, 27, 37, 30, 33], [43, 32], [38, 42, 39], [34, 35, 44], [40, 41, 54, 53, 46], [51, 50], [48, 49, 52, 61, 55], [57, 62], [58, 60, 63, 64, 70], [65, 75, 66, 67, 74], [68, 78, 71, 72, 73], [77, 76], [79, 81, 82], [80, 87, 83, 85, 86], [84, 88]]
61: [[59, 69, 22, 5, 10, 3], [2, 12, 1, 6, 4, 13], [7, 8, 26, 9, 11], [14, 15], [17, 18, 16, 21, 19, 28], [29, 23, 24, 25, 31], [20, 56, 45, 47], [36, 27, 37, 30, 33, 43, 32, 38, 42, 39, 34, 35, 44, 40, 41, 54, 53, 46, 51, 50, 49, 52, 48, 61, 55, 57, 62, 58, 60, 63, 64, 70, 65, 75, 66, 67, 74, 68, 78, 71, 72, 73, 77, 76, 79, 81, 82, 80, 87, 83, 85, 86, 84, 88]]
62: [[59, 69, 22, 5, 10], [3, 2], [12, 1, 6, 4, 13], [7, 8, 26, 9, 11], [14, 15], [17, 18, 16, 21], [19, 28, 29], [23, 24, 25, 31, 20], [56, 45, 47], [36, 27, 37, 30], [33, 43], [32], [38, 42, 39, 34, 35, 44, 46, 41, 54, 53, 40, 51, 50, 49, 48, 52, 61, 55, 57, 62, 58], [60, 63, 64, 70, 65], [75, 66, 67, 74, 68, 78, 71, 72, 73, 77, 76, 79, 81, 82, 80, 87, 83, 85, 86, 84, 88]]
63: [[59, 69, 22, 5, 10], [3, 2], [12, 1, 6, 4, 13], [7, 8, 26, 9, 11], [14, 15, 17, 18, 16], [21, 19], [28, 29, 23, 24], [25, 31, 20, 56, 45], [47, 36, 27, 37], [30, 33, 43, 32], [38, 42], [39, 34, 35, 44], [40, 41, 54, 53, 46, 51], [50, 49, 52, 48], [61, 55, 57, 62], [58, 60, 63, 64, 70], [65, 75, 66], [67, 74, 68], [78, 71, 72, 73], [77, 76], [79, 81, 82], [80, 87, 83, 85, 86, 84, 88]]
64: [[59, 69, 22, 5, 10, 3, 2, 12, 1, 6, 4, 13], [7, 8, 26, 9], [11, 14, 15, 17, 18, 16], [21, 19], [28, 29], [23, 24], [25, 31, 20], [56, 45, 47], [36, 27], [37, 30, 33, 43, 32], [38, 42, 39, 34, 35, 44, 41, 40, 54, 53, 46, 51, 50, 49, 52, 48, 60, 55, 57, 62, 58, 61, 63, 64], [70, 65, 75, 66, 67, 74, 68, 78, 71, 72, 73, 77, 76, 79, 81, 82, 80, 87, 83, 85, 86, 84, 88]]
65: [[59, 69, 22, 5, 10], [3, 2], [12, 1, 6, 4, 13], [7, 8, 26, 9, 11], [14, 15], [17, 18, 16, 21, 19], [28, 29, 23, 24, 25], [31, 20, 56, 45, 47], [36, 27, 37], [30, 33, 43], [32, 38], [42, 39], [34, 35, 44, 40, 41], [54, 53, 46, 51, 50], [49], [52, 48, 60, 55, 57, 62, 58, 61, 63, 64, 70, 65, 75, 66, 67, 74, 68, 78, 71, 72, 73, 77, 76, 79, 81, 82, 80, 87, 83, 85, 86, 84, 88]]
66: [[59, 69, 22, 5, 10], [3, 2], [12, 1, 6, 4, 13], [7, 8, 26, 9, 11], [14, 15], [17, 18, 16, 21], [19, 28, 29], [23, 24, 25, 31, 20], [56, 45], [47, 36], [27, 37, 30, 33, 43], [32, 38, 42, 39, 34], [35, 44, 40, 41, 54], [53, 46], [51, 50, 49, 52, 48], [61, 55], [57, 62, 58, 60, 63, 64, 70], [65, 75, 66, 67, 74, 68, 78, 71, 72, 73, 77, 76, 79, 81, 82, 80, 87, 83, 85, 86, 84, 88]]
67: [[59, 69, 22, 5, 10], [3, 2], [12, 1, 6, 4, 13], [7, 8, 26], [9, 11, 14, 15], [17, 18, 16, 21, 19], [28, 29, 23, 24, 25], [31, 20], [56, 45, 47, 36, 27], [37, 30, 33, 43, 32], [38, 42, 39, 34, 35], [44, 40], [41, 54, 53, 46, 51], [50, 48], [49, 52, 61, 55, 57], [62, 58], [60, 63], [64, 70, 65, 75, 66, 67, 74], [68, 78], [71, 72, 73], [77, 76, 79, 81, 82, 80, 87], [83, 85, 86, 84, 88]]
68: [[59, 69, 22, 5, 10, 3, 2, 12, 1, 6, 4, 13], [7, 8, 26, 9, 11], [14, 15], [17, 18, 16, 21, 19, 28, 29], [23, 24], [25, 31, 20], [56, 45, 47, 36, 27, 37, 30], [33, 43, 32, 38, 42, 39, 34], [35, 44, 40, 41, 54, 53, 46, 51, 50, 49, 52, 48, 61, 55, 57, 62, 58, 60, 63, 64, 70, 65], [75, 66, 67, 74, 68, 78, 71, 72, 73, 77, 76, 79, 81, 82, 80, 87], [83, 85, 86, 84, 88]]
69: [[59, 69, 22, 5, 10, 3, 2, 12, 1, 6, 4, 13], [7, 8, 26, 9, 11], [14, 15], [17, 18, 16, 21, 19], [28, 29], [23, 24, 25, 31, 20, 56, 45], [47, 36], [27, 37, 30, 33], [43, 32, 38, 42, 39], [34, 35, 44, 40, 41], [54, 53, 46, 51, 50, 49, 48], [52, 60], [55, 57, 62, 58, 61], [63, 64, 70], [65, 75, 66, 67, 74], [68, 78], [71, 72, 73], [77, 76, 79, 81, 82, 80, 87], [83, 85, 86, 84, 88]]
70: [[59, 69, 22, 5, 10], [3, 2], [12, 1, 6, 4, 13], [7, 8, 26, 9, 11], [14, 15], [17, 18, 16, 21, 19], [28, 29], [23, 24], [25, 31, 20, 56, 45, 47, 36, 27, 37, 30, 33, 43, 32, 38, 42, 39, 34, 35, 44, 41, 40, 54, 53, 46, 51, 50, 49, 48, 52, 60, 55, 57], [62, 58, 61, 63, 64, 70, 65, 75, 66, 67, 74, 68, 78, 71, 72, 73], [77, 76, 79, 81, 82, 80, 87, 83, 85, 86, 84, 88]]
71: [[59, 69, 22, 5, 10, 3], [2, 12], [1, 6, 4, 13, 7], [8, 26, 9], [11, 14, 15, 17, 18, 16], [21, 19], [28, 29, 23, 24, 25, 31], [20, 56, 45, 47, 36, 27], [37, 30, 33], [43, 32, 38, 42], [39, 34, 35], [44, 40, 41], [54, 53, 46, 51], [50, 49, 48, 52, 60], [55, 57, 62, 58, 61, 63], [64, 70], [65, 75, 66, 67, 74], [68, 78, 71, 72], [73, 77], [76, 79], [81, 82, 80, 87, 83, 85], [86, 84, 88]]
72: [[59, 69, 22, 5, 10], [3, 2], [12, 1, 6, 4, 13], [7, 8, 26, 9, 11], [14, 15], [17, 18, 16], [21, 19, 28, 29], [23, 24, 25, 31, 20], [56, 45, 47, 36], [27, 37, 30, 33, 43], [32, 38, 42, 39, 34, 35, 44, 40, 41, 54, 53, 46, 51, 50, 49], [48, 52, 60, 55, 57, 62, 58, 61, 63, 64, 70, 65, 75, 66, 67, 74, 68, 78, 71, 72, 73, 77, 76, 79, 81, 82, 80, 87, 83, 85, 86, 84, 88]]
73: [[59, 69, 22, 5, 10], [3, 2], [12, 1, 6, 4, 13], [7, 8], [26, 9], [11, 14, 15], [17, 18, 16, 21, 19], [28, 29], [23, 24, 25, 31, 20], [56, 45, 47, 36, 27, 37], [30, 33], [43, 32], [38, 42, 39, 34, 35], [44, 40, 41, 54, 53, 46], [51, 50, 48], [52, 49, 61, 55, 57], [62, 58, 60], [63, 64], [70, 65], [75, 66, 67, 74, 68, 78], [71, 72, 73, 77, 76], [79, 81], [82, 80, 87], [83, 85, 86, 84, 88]]
74: [[59, 69, 22, 5, 10, 3, 2, 12, 1, 6, 4, 13], [7, 8, 26, 9, 11], [14, 15], [17, 18, 16, 21, 19], [28, 29], [23, 24, 25, 31], [20, 56], [45, 47, 36, 27, 37, 30, 33], [43, 32], [38, 42, 39], [34, 35, 44, 40, 41, 54, 53], [46, 51, 50, 48, 49], [52, 60, 55, 57, 62, 58, 61, 63, 64, 70, 65, 75, 66, 67, 74, 68, 78, 71, 72, 73, 77, 76, 79, 81, 82, 80, 87, 83, 85, 86, 84, 88]]
75: [[59, 69, 22, 5, 10, 3, 2, 12, 1, 6], [4, 13], [7, 8], [26, 9, 11], [14, 15, 17, 18, 16, 21, 19], [28, 29], [23, 24, 25, 31, 20], [56, 45, 47, 36, 27], [37, 30, 33, 43, 32], [38, 42], [39, 34, 35, 44, 40], [41, 54], [53, 46, 51, 50, 48], [49, 52, 61, 55, 57], [62, 58, 60, 63, 64, 70, 65, 75, 66, 67, 74, 68, 78, 71, 72, 73, 77, 76, 79, 81, 82, 80, 87, 83, 85, 86, 84, 88]]
76: [[59, 69, 22, 5, 10, 3, 2, 12, 1, 6, 4, 13], [7, 8, 26, 9, 11], [14, 15, 17, 18, 16], [21, 19], [28, 29, 23, 24, 25, 31, 20], [56, 45], [47, 36, 27], [37, 30, 33, 43, 32, 38, 42], [39, 34, 35, 44, 41, 40, 54, 53, 46, 51, 50], [48, 52], [49, 60, 55, 57, 62, 58, 61], [63, 64], [70, 65, 75], [66, 67, 74, 68, 78, 71, 72], [73, 77, 76, 79, 81, 82, 80, 87, 83, 85, 86, 84, 88]]
77: [[59, 69, 22, 5, 10], [3, 2, 12, 1, 6], [4, 13], [7, 8, 26, 9, 11], [14, 15], [17, 18, 16, 21, 19], [28, 29, 23, 24, 25], [31, 20, 56, 45, 47], [36, 27], [37, 30, 33, 43], [32, 38, 42, 39, 34], [35, 44, 40], [41, 54, 53, 46], [51, 50, 48], [52, 49, 60, 55], [57, 62], [58, 61, 63, 64], [70, 65], [75, 66, 67, 74, 68], [78, 71, 72], [73, 77, 76, 79, 81], [82, 80, 87, 83, 85], [86, 84, 88]]
78: [[59, 69, 22, 5, 10, 3, 2, 12, 1, 6, 4, 13], [7, 8], [26, 9, 11, 14, 15], [17, 18, 16, 21, 19], [28, 29], [23, 24, 25, 31, 20], [56, 45], [47, 36], [27, 37], [30, 33, 43, 32, 38], [42, 39, 34, 35, 44], [40, 41, 54, 53, 46], [51, 50], [48, 49, 52, 60, 55], [57, 62, 58, 61, 63, 64, 70, 65, 75, 66, 67, 74, 68, 78, 71, 72, 73], [77, 76, 79, 81, 82, 80, 87, 83, 85, 86, 84, 88]]
79: [[59, 69, 22, 5, 10, 3, 2, 12, 1, 6, 4, 13], [7, 8, 26, 9, 11], [14, 15], [17, 18], [16, 21, 19, 28, 29], [23, 24], [25, 31, 20, 56, 45], [47, 36, 27, 37, 30, 33, 43, 32, 38, 42, 39, 34, 35, 44, 40], [41, 54, 53, 46, 51, 50, 48, 49, 52, 60, 55, 57, 62, 58, 61, 63, 64, 70, 65, 75, 66, 67, 74, 68, 78, 71, 72, 73, 77, 76, 79, 81, 82, 80, 87, 83, 85, 86, 84, 88]]
80: [[59, 69, 22, 5, 10, 3, 2, 12, 1, 6, 4, 13], [7, 8, 26, 9, 11, 14, 15], [17, 18, 16], [21, 19, 28, 29], [23, 24, 25, 31, 20], [56, 45], [47, 36], [27, 37, 30], [33, 43, 32], [38, 42], [39, 34, 35, 44, 40], [41, 54, 53, 46, 51, 50, 48], [49, 52, 61, 55, 57, 62, 58], [60, 63, 64, 70, 65, 75, 66, 67, 74, 68, 78, 71, 72, 73, 77, 76, 79, 81, 82, 80, 87, 83], [85, 86, 84, 88]]
81: [[59, 69, 22, 5, 10, 3, 2, 12, 1, 6, 4, 13], [7, 8, 26, 9, 11], [14, 15], [17, 18, 16, 21, 19], [28, 29], [23, 24, 25, 31, 20, 56, 45, 47, 36, 27, 37, 30, 33, 43, 32, 38, 42, 39, 34, 35, 44, 40, 41, 54, 53, 46, 51, 50, 48, 49, 52, 61], [55, 57, 62, 58, 60, 63, 64, 70, 65, 75, 66, 67, 74, 68, 78, 71], [72, 73, 77, 76, 79, 81, 82, 80, 87, 83, 85, 86, 84, 88]]
82: [[59, 69, 22, 5, 10], [3, 2], [12, 1, 6, 4, 13], [7, 8, 26, 9, 11], [14, 15], [17, 18, 16, 21, 19], [28, 29, 23, 24, 25, 31, 20, 56], [45, 47], [36, 27, 37, 30], [33, 43, 32, 38, 42], [39, 34, 35, 44, 40], [41, 54, 53, 46, 51], [50, 48, 49, 52, 61], [55, 57, 62], [58, 60, 63, 64, 70, 65, 75], [66, 67, 74], [68, 78], [71, 72, 73, 77, 76, 79], [81, 82, 80, 87, 83, 85, 86, 84, 88]]
83: [[59, 69, 22, 5, 10, 3, 2, 12, 1, 6, 4, 13], [7, 8, 26, 9, 11], [14, 15], [17, 18], [16, 21, 19, 28, 29], [23, 24, 25, 31, 20, 56, 45], [47, 36, 27, 37, 30, 33, 43, 32, 38, 42, 39, 34, 35, 44, 40, 41], [54, 53, 46, 51, 50], [49, 48, 52, 61, 55], [57, 62, 58, 60, 63, 64, 70, 65, 75, 66, 67, 74, 68, 78, 71, 72, 73, 77, 76, 79, 81, 82, 80, 87, 83, 85, 86, 84, 88]]
84: [[59, 69, 22, 5, 10, 3, 2, 12, 1, 6, 4, 13], [7, 8, 26, 9, 11], [14, 15], [17, 18], [16, 21, 19, 28, 29], [23, 24], [25, 31, 20, 56, 45], [47, 36, 27], [37, 30], [33, 43], [32, 38, 42, 39], [34, 35, 44, 41, 40, 54, 53, 46, 51, 50, 48, 52, 49, 61, 55, 57, 62, 58, 60, 63, 64, 70, 65, 75, 66, 67, 74, 68, 78, 71, 72, 73, 77, 76, 79, 81, 82, 80, 87, 83, 85, 86, 84, 88]]
85: [[59, 69, 22, 5, 10, 3, 2, 12, 1, 6, 4, 13], [7, 8, 26, 9, 11], [14, 15], [17, 18], [16, 21, 19, 28, 29], [23, 24], [25, 31, 20, 56, 45], [47, 36, 27], [37, 30], [33, 43], [32, 38, 42, 39], [34, 35, 44, 40, 41], [54, 53, 46, 51, 50, 49, 52, 48, 61, 55, 57, 62, 58, 60, 63, 64, 70, 65, 75, 66, 67], [74, 68, 78, 71, 72, 73, 77, 76, 79, 81, 82, 80, 87, 83, 85, 86, 84, 88]]
86: [[59, 69, 22, 5, 10], [3, 2, 12], [1, 6, 4, 13, 7], [8, 26, 9, 11, 14], [15, 17, 18, 16, 21], [19, 28, 29], [23, 24, 25, 31], [20, 56, 45, 47, 36], [27, 37, 30, 33, 43], [32, 38, 42, 39, 34, 35], [44, 40, 41, 54, 53, 46, 51, 50, 49, 52], [48, 60, 55, 57, 62, 58, 61, 63, 64, 70, 65], [75, 66], [67, 74, 68, 78, 71, 72, 73], [77, 76], [79, 81, 82], [80, 87, 83, 85, 86, 84, 88]]
87: [[59, 69, 22, 5, 10, 3, 2, 12, 1, 6, 4, 13], [7, 8], [26, 9, 11, 14, 15], [17, 18, 16, 21, 19], [28, 29, 23, 24, 25], [31, 20, 56, 45, 47, 36, 27], [37, 30], [33, 43, 32, 38, 42], [39, 34, 35], [44, 46], [41, 54, 53, 40, 51], [50, 48, 49, 52, 60, 55], [57, 62, 58, 61, 63, 64, 70, 65, 75, 66, 67, 74, 68, 78, 71], [72, 73, 77, 76, 79, 81, 82, 80, 87, 83, 85, 86, 84, 88]]
88: [[59, 69, 22, 5, 10], [3, 2], [12, 1, 6, 4, 13], [7, 8, 26], [9, 11, 14, 15], [17, 18, 16, 21, 19], [28, 29, 23, 24, 25], [31, 20, 56, 45, 47], [36, 27, 37], [30, 33, 43, 32, 38, 42, 39], [34, 35, 44, 40, 41, 54, 53], [46, 51, 50, 49, 48, 52, 60, 55, 57, 62, 58, 61, 63, 64, 70, 65, 75, 66, 67, 74, 68, 78], [71, 72, 73, 77, 76, 79, 81, 82, 80, 87, 83, 85, 86, 84, 88]]
89: [[59, 69], [22, 5, 10, 3, 2], [12, 1, 6, 4, 13], [7, 8, 26, 9, 11], [14, 15], [17, 18, 16, 21, 19], [28, 29, 23, 24, 25], [31, 20], [56, 45, 47, 36], [27, 37, 30], [33, 43, 32], [38, 42, 39, 34, 35], [44, 40, 41, 54, 53], [46, 51, 50, 48, 49], [52, 61, 55, 57, 62], [58, 60], [63, 64, 70, 65], [75, 66, 67, 74, 68], [78, 71, 72, 73], [77, 76], [79, 81, 82, 80, 87], [83, 85, 86, 84, 88]]
90: [[59, 69, 22, 5, 10, 3, 2, 12, 1, 6, 4, 13], [7, 8, 26, 9, 11, 14, 15], [17, 18, 16], [21, 19, 28, 29], [23, 24, 25, 31, 20], [56, 45], [47, 36], [27, 37, 30], [33, 43, 32], [38, 42], [39, 34, 35, 44, 40], [41, 54, 53, 46, 51, 50, 48, 49], [52, 61, 55, 57, 62, 58, 60, 63], [64, 70, 65, 75, 66, 67, 74, 68, 78, 71, 72, 73, 77, 76, 79, 81, 82, 80, 87, 83, 85, 86, 84, 88]]
91: [[59, 69], [22, 5, 10, 3, 2], [12, 1, 6, 4, 13], [7, 8], [26, 9, 11, 14, 15], [17, 18], [16, 21, 19, 28], [29, 23, 24], [25, 31, 20], [56, 45, 47, 36, 27], [37, 30, 33, 43, 32], [38, 42], [39, 34, 35, 44, 40], [41, 54], [53, 46, 51, 50, 48], [52, 49, 61, 55, 57], [62, 58, 60], [63, 64], [70, 65, 75, 66, 67], [74, 68, 78, 71], [72, 73, 77, 76], [79, 81, 82, 80, 87], [83, 85, 86, 84, 88]]
92: [[59, 69, 22, 5, 10], [3, 2], [12, 1, 6, 4, 13], [7, 8, 26, 9, 11], [14, 15], [17, 18, 16, 21, 19], [28, 29], [23, 24, 25, 31, 20, 56], [45, 47, 36], [27, 37, 30, 33, 43, 32, 38, 42, 39, 34, 35, 44, 40, 41, 54, 53, 46, 51, 50, 48, 49, 52, 61, 55, 57, 62, 58, 60, 63, 64, 70, 65, 75, 66, 67, 74, 68, 78, 71, 72, 73, 77, 76, 79, 81, 82, 80, 87, 83, 85, 86, 84, 88]]
93: [[59, 69, 22, 5, 10], [3, 2], [12, 1, 6, 4, 13], [7, 8, 26, 9, 11], [14, 15], [17, 18, 16], [21, 19, 28, 29], [23, 24, 25, 31, 20], [56, 45, 47, 36], [27, 37, 30, 33, 43], [32, 38, 42, 39, 34], [35, 44, 40, 41, 54], [53, 46], [51, 50, 49, 52, 48, 60, 55, 57, 62, 58, 61, 63, 64, 70, 65, 75, 66, 67, 74, 68, 78, 71, 72, 73], [77, 76, 79], [81, 82, 80, 87, 83, 85, 86, 84, 88]]
94: [[59, 69, 22, 5, 10], [3, 2], [12, 1, 6, 4, 13], [7, 8, 26, 9, 11], [14, 15], [17, 18, 16, 21, 19, 28, 29, 23, 24, 25], [31, 20, 56, 45, 47, 36, 27, 37, 30, 33, 43], [32, 38], [42, 39, 34, 35, 44, 40, 41], [54, 53], [46, 51, 50], [49, 52, 48, 61, 55, 57, 62], [58, 60, 63, 64, 70, 65, 75, 66, 67, 74, 68, 78, 71, 72, 73, 77, 76, 79, 81, 82, 80, 87, 83, 85, 86, 84, 88]]
95: [[59, 69, 22, 5, 10], [3, 2, 12], [1, 6, 4, 13, 7], [8, 26, 9], [11, 14, 15, 17], [18, 16], [21, 19, 28, 29, 23, 24], [25, 31, 20, 56, 45, 47], [36, 27, 37, 30], [33, 43], [32, 38, 42], [39, 34, 35, 44, 40], [41, 54], [53, 46, 51, 50, 48, 49, 52, 61, 55, 57, 62, 58, 60, 63, 64, 70, 65, 75, 66, 67], [74, 68, 78], [71, 72, 73], [77, 76], [79, 81], [82, 80, 87, 83], [85, 86, 84, 88]]
96: [[59, 69, 22, 5, 10, 3, 2, 12, 1, 6, 4, 13], [7, 8, 26, 9, 11], [14, 15], [17, 18, 16, 21, 19, 28], [29, 23, 24, 25, 31, 20, 56], [45, 47, 36, 27, 37, 30], [33, 43, 32, 38, 42, 39, 34, 35, 44, 40, 41, 54, 53, 46, 51, 50, 48, 52, 49, 61, 55, 57, 62, 58, 60, 63, 64, 70, 65, 75, 66, 67, 74, 68, 78, 71, 72, 73, 77, 76, 79, 81, 82, 80, 87, 83, 85, 86, 84, 88]]
97: [[59, 69, 22, 5, 10], [3, 2, 12, 1, 6], [4, 13, 7, 8, 26], [9, 11, 14, 15, 17], [18, 16], [21, 19], [28, 29, 23, 24], [25, 31, 20], [56, 45, 47], [36, 27, 37, 30, 33], [43, 32], [38, 42, 39, 34], [35, 44, 40], [41, 54, 53, 46, 51], [50, 48, 52, 49, 60], [55, 57], [62, 58, 61, 63], [64, 70, 65, 75, 66], [67, 74, 68], [78, 71, 72], [73, 77], [76, 79, 81, 82, 80, 87], [83, 85, 86, 84], [88]]
98: [[59, 69], [22, 5, 10], [3, 2, 12, 1], [6, 4, 13, 7, 8], [26, 9], [11, 14], [15, 17, 18], [16, 21, 19], [28, 29], [23, 24, 25, 31, 20], [56, 45, 47, 36, 27], [37, 30, 33, 43, 32], [38, 42], [39, 34, 35], [44, 40, 41], [54, 53, 46, 51], [50, 49, 52, 48, 60], [55, 57, 62, 58, 61], [63, 64, 70], [65, 75, 66], [67, 74], [68, 78], [71, 72, 73, 77, 76], [79, 81, 82, 80, 87], [83], [85, 86, 84, 88]]
99: [[59, 69, 22, 5, 10], [3, 2], [12, 1, 6, 4, 13], [7, 8, 26, 9, 11], [14, 15, 17, 18, 16], [21, 19], [28, 29, 23, 24, 25], [31, 20, 56, 45, 47], [36, 27, 37, 30, 33], [43, 32], [38, 42, 39], [34, 35, 44, 40, 41, 54, 53, 46, 51, 50, 48, 49, 52, 61, 55, 57, 62, 58, 60, 63, 64, 70, 65, 75, 66, 67, 74, 68, 78, 71, 72, 73, 77, 76, 79, 81, 82, 80, 87, 83, 85, 86, 84, 88]]
100: [[59, 69, 22, 5, 10], [3, 2], [12, 1, 6, 4, 13], [7, 8, 26], [9, 11, 14], [15, 17, 18, 16], [21, 19], [28, 29, 23, 24, 25], [31, 20], [56, 45, 47, 36, 27, 37, 30], [33, 43], [32, 38, 42], [39, 34], [35, 44, 40], [41, 54, 53, 46, 51, 50, 52], [48, 49, 61, 55, 57, 62, 58, 60, 63, 64, 70, 65, 75, 66, 67, 74, 68, 78, 71, 72, 73, 77, 76, 79, 81, 82, 80, 87, 83, 85, 86, 84, 88]]
101: [[59, 69, 22, 5, 10], [3, 2], [12, 1, 6, 4, 13], [7, 8, 26, 9, 11], [14, 15, 17], [18, 16, 21, 19, 28], [29, 23, 24, 25, 31, 20], [56, 45], [47, 36, 27, 37], [30, 33, 43, 32, 38], [42, 39, 34, 35, 44], [40, 41, 54, 53, 46], [51, 50], [48, 49, 52, 61, 55], [57, 62], [58, 60], [63, 64], [70, 65, 75, 66, 67], [74, 68, 78, 71, 72, 73], [77, 76, 79, 81, 82], [80, 87], [83, 85, 86, 84, 88]]
