0: [[35, 24, 2], [37, 3, 23, 12, 29], [5, 30, 18], [1, 15, 9, 6, 10], [4], [7, 8], [13, 11, 21], [14, 16, 17], [28, 22], [19, 27, 25], [26, 20, 31, 33, 32], [44, 36], [38], [34, 40, 41], [39, 51, 43, 42, 45, 47, 52], [54, 46, 50, 53], [60], [49, 55, 57], [58, 59], [48], [56]]
74: [[35, 27, 11, 33, 7, 20, 2, 1, 3, 14, 9, 12, 4, 25, 24], [8, 30, 5, 6, 10, 13, 19, 15, 17, 31, 21, 16, 18, 28, 29], [22, 23, 26, 38, 32, 40, 34, 36, 37, 43, 39, 41, 45, 42, 44], [46, 47, 55, 48, 50, 53, 51, 49, 57, 52, 56, 54, 59, 58, 60]]
75: [[35, 27, 11, 33, 7, 20, 2, 1, 3, 14, 9, 12, 4, 25, 24], [8, 30, 5, 13, 10, 15, 21, 6, 29, 18, 16, 17, 31, 23, 28], [22, 19, 26, 38, 32, 40, 34, 36, 37, 43, 39, 41, 45, 42, 44], [46, 47, 55, 48, 50, 53, 51, 49, 57, 52, 56, 54, 59, 58, 60]]
76: [[35, 27, 11, 33, 7, 20, 2, 1, 3, 14, 9, 12, 4, 25, 24], [8, 30, 5, 6, 13, 10, 23, 31, 17, 15, 28, 18, 16, 29, 21], [22, 19, 26, 38, 32, 40, 34, 36, 37, 43, 39, 41, 45, 42, 44], [46, 47, 55, 48, 50, 53, 51, 49, 57, 52, 56, 54, 59, 58, 60]]
77: [[35, 27, 11, 33, 7, 20, 2, 1, 3, 14, 9, 12, 4, 25, 24], [8, 30, 5, 6, 15, 10, 18, 13, 29, 31, 21, 17, 19, 16, 23], [22, 28, 26, 38, 32, 40, 34, 36, 37, 43, 39, 41, 45, 42, 44], [46, 47, 55, 48, 50, 53, 51, 49, 57, 52, 56, 54, 59, 58, 60]]
78: [[35, 27, 11, 33, 7, 20, 2, 1, 3, 14, 9, 12, 4, 25, 24], [8, 30, 5, 6, 10, 31, 28, 13, 15, 26, 18, 16, 17, 21, 22], [19, 23, 29, 38, 32, 40, 34, 36, 37, 43, 39, 41, 45, 42, 44], [46, 47, 55, 48, 50, 53, 51, 49, 57, 52, 56, 54, 59, 58, 60]]
79: [[35, 27, 11, 33, 7, 20, 2, 1, 3, 14, 9, 12, 4, 25, 24], [8, 30, 5, 18, 15, 13, 17, 22, 16, 26, 28, 31, 10, 21, 6], [29, 23, 19, 38, 32, 40, 34, 36, 37, 43, 39, 41, 45, 42, 44], [46, 47, 55, 48, 50, 53, 51, 49, 57, 52, 56, 54, 59, 58, 60]]
80: [[35, 27, 11, 33, 7, 20, 2, 1, 3, 14, 9, 12, 4, 25, 24], [8, 30, 5, 6, 13, 29, 16, 10, 15, 18, 21, 19, 26, 28, 17], [22, 23, 31, 38, 32, 40, 34, 36, 37, 43, 39, 41, 45, 42, 44], [46, 47, 55, 48, 50, 53, 51, 49, 57, 52, 56, 54, 59, 58, 60]]
81: [[35, 27, 11, 33, 7, 20, 2, 1, 3, 14, 9, 12, 4, 25, 24], [8, 30, 5, 6, 10, 15, 17, 13, 21, 18, 16, 26, 28, 19, 29], [22, 31, 23, 38, 32, 40, 34, 36, 37, 43, 39, 41, 45, 42, 44], [46, 47, 55, 48, 50, 53, 51, 49, 57, 52, 56, 54, 59, 58, 60]]
82: [[35, 27, 11, 33, 7, 20, 2, 1, 3, 14, 9, 12, 4, 25, 24], [8, 30, 5, 6, 10, 15, 18, 19, 13, 22, 21, 17, 31, 16, 28], [23, 29, 26, 38, 32, 40, 34, 36, 37, 43, 39, 41, 45, 42, 44], [46, 47, 55, 48, 50, 53, 51, 49, 57, 52, 56, 54, 59, 58, 60]]
83: [[35, 27, 11, 33, 7, 20, 2, 1, 3, 14, 9, 12, 4, 25, 24], [8, 30, 5, 6, 10, 21, 13, 23, 19, 15, 17, 29, 18, 16, 26], [22, 31, 28, 38, 32, 40, 34, 36, 37, 43, 39, 41, 45, 42, 44], [46, 47, 55, 48, 50, 53, 51, 49, 57, 52, 56, 54, 59, 58, 60]]
84: [[35, 27, 11, 33, 7, 20, 2, 1, 3, 14, 9, 12, 4, 25, 24], [8, 30, 5, 6, 13, 10, 23, 19, 15, 18, 17, 16, 21, 26, 29], [22, 31, 28, 38, 32, 40, 34, 36, 37, 43, 39, 41, 45, 42, 44], [46, 47, 55, 48, 50, 53, 51, 49, 57, 52, 56, 54, 59, 58, 60]]
85: [[35, 27, 11, 33, 7, 20, 2, 1, 3, 14, 9, 12, 4, 25, 24], [8, 30, 5, 6, 10, 21, 13, 16, 18, 15, 17, 29, 23, 19, 26], [22, 31, 28, 38, 32, 40, 34, 36, 37, 43, 39, 41, 45, 42, 44], [46, 47, 55, 48, 50, 53, 51, 49, 57, 52, 56, 54, 59, 58, 60]]
86: [[35, 27, 11, 33, 7, 20, 2, 1, 3, 14, 9, 12, 4, 25, 24], [8, 30, 5, 6, 15, 13, 21, 16, 29, 10, 17, 18, 19, 23, 26], [22, 28, 31, 38, 32, 40, 34, 36, 37, 43, 39, 41, 45, 42, 44], [46, 47, 55, 48, 50, 53, 51, 49, 57, 52, 56, 54, 59, 58, 60]]
87: [[35, 27, 11, 33, 7, 20, 2, 1, 3, 14, 9, 12, 4, 25, 24], [8, 30, 5, 13, 10, 29, 21, 18, 19, 15, 17, 6, 16, 26, 23], [22, 28, 31, 38, 32, 40, 34, 36, 37, 43, 39, 41, 45, 42, 44], [46, 47, 55, 48, 50, 53, 51, 49, 57, 52, 56, 54, 59, 58, 60]]
88: [[35, 27, 11, 33, 7, 20, 2, 1, 3, 14, 9, 12, 4, 25, 24], [8, 30, 5, 6, 10, 21, 16, 15, 13, 19, 17, 18, 26, 29, 23], [22, 28, 31, 38, 32, 40, 34, 36, 37, 43, 39, 41, 45, 42, 44], [46, 47, 55, 48, 50, 53, 51, 49, 57, 52, 56, 54, 59, 58, 60]]
89: [[35, 27, 11, 33, 7, 20, 2, 1, 3, 14, 9, 12, 4, 25, 24], [8, 30, 5, 6, 10, 15, 21, 19, 13, 23, 18, 17, 26, 16, 29], [22, 28, 31, 38, 32, 40, 34, 36, 37, 43, 39, 41, 45, 42, 44], [46, 47, 55, 48, 50, 53, 51, 49, 57, 52, 56, 54, 59, 58, 60]]
90: [[35, 27, 11, 33, 7, 20, 2, 1, 3, 14, 9, 12, 4, 25, 24], [8, 30, 5, 13, 10, 15, 6, 16, 19, 17, 23, 29, 21, 18, 28], [22, 26, 31, 38, 32, 40, 34, 36, 37, 43, 39, 41, 45, 42, 44], [46, 47, 55, 48, 50, 53, 51, 49, 57, 52, 56, 54, 59, 58, 60]]
91: [[35, 27, 11, 33, 7, 20, 2, 1, 3, 14, 9, 12, 4, 25, 24], [8, 30, 5, 6, 10, 13, 21, 16, 15, 19, 17, 18, 23, 29, 28], [22, 31, 26, 38, 32, 40, 34, 36, 37, 43, 39, 41, 45, 42, 44], [46, 47, 55, 48, 50, 53, 51, 49, 57, 52, 56, 54, 59, 58, 60]]
92: [[35, 27, 11, 33, 7, 20, 2, 1, 3, 14, 9, 12, 4, 25, 24], [8, 30, 5, 13, 10, 15, 21, 6, 23, 18, 16, 17, 19, 29, 28], [22, 31, 26, 38, 32, 40, 34, 36, 37, 43, 39, 41, 45, 42, 44], [46, 47, 55, 48, 50, 53, 51, 49, 57, 52, 56, 54, 59, 58, 60]]
93: [[35, 27, 11, 33, 7, 20, 2, 1, 3, 14, 9, 12, 4, 25, 24], [8, 30, 5, 6, 10, 13, 21, 15, 28, 23, 17, 19, 16, 29, 26], [22, 18, 31, 38, 32, 40, 34, 36, 37, 43, 39, 41, 45, 42, 44], [46, 47, 55, 48, 50, 53, 51, 49, 57, 52, 56, 54, 59, 58, 60]]
94: [[35, 27, 11, 33, 7, 20, 2, 1, 3, 14, 9, 12, 4, 25, 24], [8, 30, 5, 6, 10, 17, 13, 29, 15, 28, 16, 19, 26, 21, 23], [22, 18, 31, 38, 32, 40, 34, 36, 37, 43, 39, 41, 45, 42, 44], [46, 47, 55, 48, 50, 53, 51, 49, 57, 52, 56, 54, 59, 58, 60]]
95: [[35, 27, 11, 33, 7, 20, 2, 1, 3, 14, 9, 12, 4, 25, 24], [8, 30, 5, 6, 10, 23, 13, 19, 15, 16, 17, 18, 21, 26, 22], [28, 31, 29, 38, 32, 40, 34, 36, 37, 43, 39, 41, 45, 42, 44], [46, 47, 55, 48, 50, 53, 51, 49, 57, 52, 56, 54, 59, 58, 60]]
96: [[35, 27, 11, 33, 7, 20, 2, 1, 3, 14, 9, 12, 4, 25, 24], [8, 30, 5, 6, 10, 13, 21, 15, 23, 19, 16, 26, 18, 17, 22], [31, 28, 29, 38, 32, 40, 34, 36, 37, 43, 39, 41, 45, 42, 44], [46, 47, 55, 48, 50, 53, 51, 49, 57, 52, 56, 54, 59, 58, 60]]
97: [[35, 27, 11, 33, 7, 20, 2, 1, 3, 14, 9, 12, 4, 25, 24], [8, 30, 5, 22, 18, 17, 13, 15, 6, 16, 10, 26, 23, 19, 21], [28, 29, 31, 38, 32, 40, 34, 36, 37, 43, 39, 41, 45, 42, 44], [46, 47, 55, 48, 50, 53, 51, 49, 57, 52, 56, 54, 59, 58, 60]]
98: [[35, 27, 11, 33, 7, 20, 2, 1, 3, 14, 9, 12, 4, 25, 24], [8, 30, 5, 6, 10, 13, 17, 18, 15, 23, 22, 16, 21, 26, 19], [28, 29, 31, 38, 32, 40, 34, 36, 37, 43, 39, 41, 45, 42, 44], [46, 47, 55, 48, 50, 53, 51, 49, 57, 52, 56, 54, 59, 58, 60]]
99: [[35, 27, 11, 33, 7, 20, 2, 1, 3, 14, 9, 12, 4, 25, 24], [8, 30, 5, 6, 10, 13, 18, 17, 21, 22, 15, 23, 16, 29, 28], [19, 31, 26, 38, 32, 40, 34, 36, 37, 43, 39, 41, 45, 42, 44], [46, 47, 55, 48, 50, 53, 51, 49, 57, 52, 56, 54, 59, 58, 60]]
100: [[35, 27, 11, 33, 7, 20, 2, 1, 3, 14, 9, 12, 4, 25, 24], [8, 30, 5, 15, 10, 13, 21, 17, 6, 28, 19, 16, 22, 23, 26], [31, 18, 29, 38, 32, 40, 34, 36, 37, 43, 39, 41, 45, 42, 44], [46, 47, 55, 48, 50, 53, 51, 49, 57, 52, 56, 54, 59, 58, 60]]
101: [[35, 27, 11, 33, 7, 20, 2, 1, 3, 14, 9, 12, 4, 25, 24], [8, 30, 5, 6, 10, 19, 31, 13, 15, 16, 17, 23, 26, 21, 22], [18, 28, 29, 38, 32, 40, 34, 36, 37, 43, 39, 41, 45, 42, 44], [46, 47, 55, 48, 50, 53, 51, 49, 57, 52, 56, 54, 59, 58, 60]]
102: [[35, 27, 11, 33, 7, 20, 2, 1, 3, 14, 9, 12, 4, 25, 24], [8, 30, 5, 6, 10, 15, 21, 22, 13, 29, 16, 28, 17, 23, 19], [31, 18, 26, 38, 32, 40, 34, 36, 37, 43, 39, 41, 45, 42, 44], [46, 47, 55, 48, 50, 53, 51, 49, 57, 52, 56, 54, 59, 58, 60]]
103: [[35, 27, 11, 33, 7, 20, 2, 1, 3, 14, 9, 12, 4, 5, 24], [8, 30, 13, 6, 10, 15, 17, 18, 26, 16, 22, 19, 21, 25, 28], [23, 29, 31, 38, 32, 40, 34, 36, 37, 43, 39, 41, 45, 42, 44], [46, 47, 55, 48, 50, 53, 51, 49, 57, 52, 56, 54, 59, 58, 60]]
104: [[35, 27, 11, 33, 7, 20, 2, 1, 3, 14, 9, 12, 4, 25, 24], [8, 30, 5, 15, 13, 6, 21, 18, 22, 19, 16, 23, 26, 28, 31], [10, 29, 17, 38, 32, 40, 34, 36, 37, 43, 39, 41, 45, 42, 44], [46, 47, 55, 48, 50, 53, 51, 49, 57, 52, 56, 54, 59, 58, 60]]
105: [[35, 27, 11, 33, 7, 20, 2, 1, 3, 14, 9, 12, 4, 13, 24], [8, 30, 5, 6, 10, 15, 18, 16, 22, 17, 21, 19, 23, 26, 28], [25, 29, 31, 38, 32, 40, 34, 36, 37, 43, 39, 41, 45, 42, 44], [46, 47, 55, 48, 50, 53, 51, 49, 57, 52, 56, 54, 59, 58, 60]]
106: [[35, 27, 3, 33, 2, 20, 12, 29, 7, 30, 25, 1, 4, 5, 6], [8, 9, 11, 14, 10, 13, 21, 15, 16, 17, 18, 19, 22, 23, 24], [26, 28, 31, 32, 36, 40, 34, 38, 37, 43, 47, 39, 51, 42, 44], [46, 41, 52, 48, 45, 50, 53, 60, 49, 54, 56, 58, 59, 55, 57]]
107: [[35, 24, 2, 33, 3, 23, 12, 25, 5, 30, 17, 4, 15, 9, 6], [8, 1, 7, 10, 13, 11, 21, 14, 19, 18, 28, 16, 22, 27, 29], [26, 20, 31, 34, 32, 44, 38, 36, 37, 43, 39, 40, 51, 42, 41], [46, 47, 52, 48, 45, 50, 53, 54, 49, 55, 57, 58, 59, 56, 60]]
108: [[35, 27, 11, 33, 7, 20, 2, 1, 3, 14, 9, 12, 4, 25, 24], [8, 30, 5, 6, 10, 15, 13, 19, 29, 28, 16, 17, 31, 23, 18], [22, 21, 26, 38, 32, 40, 34, 36, 37, 43, 39, 41, 45, 42, 44], [46, 47, 55, 48, 50, 53, 51, 49, 57, 52, 56, 54, 59, 58, 60]]
109: [[35, 27, 11, 33, 7, 20, 2, 1, 3, 14, 9, 12, 4, 25, 24], [8, 30, 5, 6, 13, 10, 16, 18, 15, 19, 31, 28, 17, 23, 29], [22, 21, 26, 38, 32, 40, 34, 36, 37, 43, 39, 41, 45, 42, 44], [46, 47, 55, 48, 50, 53, 51, 49, 57, 52, 56, 54, 59, 58, 60]]
110: [[35, 27, 11, 33, 7, 20, 2, 1, 3, 14, 9, 12, 4, 25, 24], [8, 30, 5, 6, 13, 29, 10, 19, 17, 18, 16, 26, 15, 31, 28], [22, 21, 23, 38, 32, 40, 34, 36, 37, 43, 39, 41, 45, 42, 44], [46, 47, 55, 48, 50, 53, 51, 49, 57, 52, 56, 54, 59, 58, 60]]
111: [[35, 27, 11, 33, 7, 20, 2, 1, 3, 14, 9, 12, 4, 25, 24], [8, 30, 5, 6, 10, 13, 23, 17, 29, 15, 16, 28, 22, 18, 19], [21, 31, 26, 38, 32, 40, 34, 36, 37, 43, 39, 41, 45, 42, 44], [46, 47, 55, 48, 50, 53, 51, 49, 57, 52, 56, 54, 59, 58, 60]]
112: [[35, 27, 11, 33, 7, 20, 2, 1, 3, 14, 9, 12, 4, 25, 24], [8, 30, 5, 13, 26, 17, 15, 16, 23, 19, 29, 18, 10, 28, 6], [22, 21, 31, 38, 32, 40, 34, 36, 37, 43, 39, 41, 45, 42, 44], [46, 47, 55, 48, 50, 53, 51, 49, 57, 52, 56, 54, 59, 58, 60]]
113: [[35, 25, 3, 37, 1, 20, 14, 29, 5, 2, 19, 4, 12, 9, 6], [10, 30, 7, 8, 13, 11, 21, 15, 17, 23, 28, 22, 18, 26, 16], [24, 27, 31, 34, 32, 44, 36, 33, 38, 41, 43, 39, 51, 40, 42], [46, 47, 55, 48, 50, 49, 45, 53, 54, 52, 57, 58, 59, 56, 60]]
114: [[35, 27, 11, 33, 7, 20, 2, 1, 3, 14, 9, 12, 4, 25, 24], [8, 30, 5, 22, 10, 6, 31, 18, 15, 16, 13, 17, 19, 26, 29], [21, 28, 23, 38, 32, 40, 34, 36, 37, 43, 39, 41, 45, 42, 44], [46, 47, 55, 48, 50, 53, 51, 49, 57, 52, 56, 54, 59, 58, 60]]
115: [[35, 27, 11, 33, 7, 20, 2, 1, 3, 14, 9, 12, 4, 21, 24], [8, 30, 13, 6, 10, 15, 17, 16, 5, 18, 25, 19, 23, 26, 28], [22, 31, 29, 38, 32, 40, 34, 36, 37, 43, 39, 41, 45, 42, 44], [46, 47, 55, 48, 50, 53, 51, 49, 57, 52, 56, 54, 59, 58, 60]]
116: [[35, 24, 11, 37, 7, 23, 12, 17, 5, 14, 9, 1, 15, 2, 3], [8, 6, 4, 10, 13, 18, 21, 20, 16, 26, 29, 19, 22, 27, 25], [28, 30, 31, 38, 32, 40, 36, 33, 34, 39, 41, 43, 51, 42, 44], [46, 47, 52, 54, 45, 50, 48, 49, 53, 55, 56, 58, 59, 57, 60]]
117: [[35, 27, 2, 33, 3, 22, 14, 29, 5, 30, 9, 4, 15, 1, 6], [10, 8, 7, 12, 13, 11, 23, 17, 18, 16, 20, 21, 19, 25, 31], [26, 24, 28, 38, 32, 40, 36, 34, 37, 41, 43, 39, 45, 50, 44], [46, 47, 55, 54, 42, 53, 51, 60, 49, 52, 56, 57, 59, 48, 58]]
118: [[35, 27], [11], [37, 7, 20, 2, 5], [3, 14, 10], [9, 4, 25, 24, 1], [30, 6, 8], [15, 13, 21], [22, 12, 17], [16, 18], [19, 31, 23], [28, 26, 29, 33, 32], [40, 36], [38], [34, 39, 41], [42, 45, 43, 44, 46, 47, 55], [54, 50, 53, 51], [48], [57, 49, 56], [52, 59], [58], [60]]
119: [[35, 27, 2], [33], [3, 20], [5, 13, 6, 30, 18], [1, 4, 25], [8, 10], [28, 7, 9], [11, 12, 21], [15, 26], [14], [16, 22, 19, 31, 17], [23, 24, 29], [37, 32, 44, 34, 36], [38, 43, 39], [40, 45, 41, 42, 46, 47, 55], [48, 50, 53, 49], [60], [57, 51, 52], [54, 59], [56], [58]]
120: [[35], [24, 10, 37, 7, 23], [2, 1, 3], [14, 4, 12, 15, 9], [6, 17, 28], [5, 8], [13, 11, 31], [22, 16, 21], [25, 18], [27, 19, 26], [30, 20, 29, 39, 32], [44, 36], [34], [38, 40, 33], [41, 45, 43, 42, 46, 47, 55], [54, 48, 53, 51], [49], [57, 50, 52], [60, 59], [58], [56]]
121: [[35, 26, 10], [33, 7], [23], [2, 1, 3, 30, 8], [13, 5, 25], [6, 9, 4, 12, 14], [15, 11, 21], [20, 18, 17], [16, 24], [19, 27, 28], [22, 29, 31, 37, 32], [40, 34], [38], [36, 42, 39], [43, 45, 41, 44, 48, 47, 52], [54, 46, 49, 53], [60], [57, 55, 56], [50, 59], [58], [51]]
