0: [[35, 34, 7, 2], [5, 1], [19, 20, 4, 11, 3, 12], [13, 8, 9, 21, 6], [29, 15, 30, 17, 16, 24, 23, 31, 10], [22, 27, 25, 26, 14, 44], [36, 55, 56, 37, 46], [33, 38, 40, 28, 32, 43, 41, 39, 18], [42, 45, 60, 47, 48], [51, 50, 53, 54, 52, 58, 59], [57, 49]]
74: [[35, 34, 7, 2, 5, 1, 19], [20, 3, 11, 4, 12, 6, 10, 9, 8, 31, 24, 28, 13, 14, 15, 23, 25, 16, 17, 21, 18, 26, 22, 27, 56, 30, 29, 40, 32, 47, 37, 39, 36, 33, 38, 46, 41, 42, 45, 44, 57, 43, 50, 60, 51, 48], [49, 53, 52, 54, 55, 59, 58]]
75: [[35, 34, 7, 2], [5, 1], [19, 20, 3, 11, 4], [12, 8, 6, 28, 15, 9], [10, 16, 13, 14, 17, 18], [21, 30, 22, 25, 24, 26], [23, 29, 27, 60, 38, 44, 33, 31, 40, 37, 43, 32, 42, 45, 36, 39, 41], [46, 59, 56, 52, 47, 49, 48, 53, 55, 58, 50, 51], [57, 54]]
76: [[35, 34], [7, 2, 5, 1], [19, 20, 3, 11, 4, 8], [12, 13, 9, 6, 25, 14, 10, 15, 23, 16, 24, 28, 21, 18, 31, 27, 22, 17, 30, 26, 33, 29, 36, 32, 40, 38, 37, 45, 42, 39, 41, 46, 47, 49, 44, 43, 60, 48, 51, 52, 57, 55, 54, 50], [53, 56, 58, 59]]
77: [[35, 34, 7, 2, 5, 1, 19], [20, 3, 11, 4, 8, 14, 6, 9, 12, 10, 13, 15, 18, 23, 16, 26, 21, 17, 22, 25, 27, 29, 30, 24, 28, 55, 37, 36, 40, 43, 31, 33, 32, 46, 47, 60, 39, 42, 38, 44, 41, 52, 50, 59, 53, 49], [45, 54, 51, 48, 57, 58, 56]]
78: [[35, 34, 7, 2], [5, 1, 19, 20, 3, 11, 4, 12, 10, 6, 13, 8, 15], [9, 29, 14, 17, 30, 16, 23, 21, 26, 28, 18, 24, 31, 22, 32, 25, 55, 36, 60, 27, 38, 39, 37, 33, 46, 41, 42, 47, 44, 52, 45, 53, 50, 43, 40, 49, 54, 48, 51, 57, 59, 58, 56]]
79: [[35, 34, 7, 2, 5, 1, 19, 20, 3, 11, 4, 12, 6, 9, 13], [8, 14, 10, 27, 16, 18, 21, 17, 22, 26, 24, 25, 30, 23, 29, 31, 28, 33, 37, 41, 15, 46, 32, 36, 39, 38, 44, 40, 42, 43, 50], [47, 60, 51, 45, 54, 48, 49, 56, 53, 52, 55, 57, 59, 58]]
80: [[35, 34, 7, 2, 5, 1, 19, 20, 3, 11, 4, 8], [14, 9, 13, 28], [12, 10, 6, 30, 21, 17, 15, 16, 25, 18, 26, 22, 23], [27, 24, 29, 31, 33, 36], [32, 45, 40, 60, 44, 42, 37, 41, 38, 39, 43, 46, 51, 47, 48], [49, 54, 53, 52, 55, 50, 57, 56, 58, 59]]
81: [[35, 34, 7, 2], [5, 1, 19, 20, 3, 11, 4, 12, 6, 10, 9, 30, 13, 26], [15, 24, 8, 31, 14, 16, 28, 18, 27, 22, 23, 21, 17, 25, 29, 38, 44, 56, 37, 39, 33, 46, 32, 43, 40, 42, 36, 47, 45, 41, 48, 52, 54, 50, 53, 57, 49, 51, 58, 55, 59, 60]]
82: [[35, 34, 7, 2], [5, 1, 19], [20, 3, 11, 4, 12], [9, 6, 8, 13, 14], [29, 15, 17, 10, 21, 24], [22, 27, 26, 23, 16, 18, 31], [25, 58, 28, 39, 36, 41], [45, 30, 32, 33], [40, 38, 37, 47], [44, 42, 46, 51, 53, 48, 50, 54, 49, 52, 55, 43, 56, 57], [60, 59]]
83: [[35, 34, 7, 2, 5, 1, 19, 20, 3, 11, 4, 8, 14], [10, 6, 13, 12, 15, 26], [9, 23, 18, 16, 21, 17, 22, 24, 25, 29, 28, 27], [30, 31, 39, 37, 44, 38], [32, 33, 36, 40, 45, 41, 42, 43, 46, 47, 59, 48], [50, 51, 52, 49, 53, 54, 55, 56, 57, 60, 58]]
84: [[35, 34, 7, 2], [5, 1, 19, 20, 3, 11, 4, 12, 13, 9], [25, 8, 29, 6, 10, 27], [26, 14, 15, 16, 24, 17, 22, 21, 30, 18, 23, 31, 28, 38, 52, 36, 46, 32, 37, 45, 33, 39, 40, 44, 47, 41, 49, 43, 50, 55, 42, 59, 48, 51, 54, 53, 58, 57, 56, 60]]
85: [[35, 34, 7, 2], [5, 1, 19, 20, 3], [11, 4, 12], [6, 8, 25], [9, 28, 29, 15, 13, 14, 10], [24, 23, 30], [18, 16, 31, 26, 21, 22, 60, 44, 53, 56, 27, 46, 32, 37, 40, 33, 36, 42, 45, 47, 17, 38, 39, 41, 54, 52, 49, 50, 43, 48, 55, 51, 59, 58, 57]]
86: [[35, 34, 7, 2, 5], [1, 19, 20, 3, 11, 4, 8, 14], [10, 12, 29, 9, 6, 17], [27, 15, 16, 24, 18, 23, 21, 22, 25, 28], [31, 32, 30, 55, 39, 26, 13, 36, 33, 45, 38, 41], [42, 40, 43, 44, 47, 46, 50, 52, 53, 37, 59, 54, 48, 51, 49, 57, 60, 56, 58]]
87: [[35, 34, 7, 2], [5, 1, 19, 20, 3, 11, 4, 12, 8, 6, 9, 25, 10, 16, 26, 21], [30, 13, 18, 14, 29, 15, 23, 17, 22, 24, 27, 28, 31, 45, 33, 32, 42, 37, 36, 40, 47, 38, 39, 52, 41, 44, 43, 59, 49, 46, 50, 48, 51, 55, 54, 56, 53, 57, 60, 58]]
88: [[35, 34, 7, 2], [5, 1], [19, 20, 3, 11, 4, 12], [16, 14, 9, 6, 8], [10, 24, 29], [13, 21, 15, 17, 31], [18, 22, 30, 27, 25, 26], [43, 28, 23, 52, 32, 46], [36, 33, 39, 37], [38, 42], [40, 44, 41, 45], [47, 49, 55, 54, 50], [53, 58, 48, 51, 56, 57], [59, 60]]
89: [[35, 34, 7, 2], [5, 1], [19, 20, 3, 11, 4, 12, 6, 8, 25, 24], [13, 14, 10, 18], [9, 29, 23, 16, 31, 22, 26, 17, 27, 30, 21, 28, 36, 37, 53, 49, 38, 39, 32, 43, 15, 33, 40, 41, 44, 59, 46, 52, 48, 42, 51, 47, 54, 45, 56, 50, 57, 58, 55, 60]]
90: [[35, 34, 7, 2, 5, 1], [19, 20, 3, 11], [4, 12], [6, 9, 8, 13, 10, 28, 14, 31, 17, 15], [26, 23, 21, 16, 18, 22, 27, 25, 24, 29, 30, 39], [40, 36, 44, 33, 43, 32, 37, 45, 46, 42, 41, 38, 47, 51, 48], [55, 50, 52, 49, 53], [59, 56, 58, 54, 57, 60]]
91: [[35, 34, 7, 2], [5, 1, 19, 20, 3, 11], [4, 12, 8, 6, 29], [10, 15, 13, 9, 16, 14, 27, 18, 17, 30, 24, 23, 22], [25, 28, 21, 26, 31, 36, 37, 56, 33, 38, 32, 46, 40, 39, 41, 43], [45, 42, 44, 51, 48, 53, 50, 47, 49, 52], [55, 59, 54, 58], [60, 57]]
92: [[35, 34, 7, 2], [5, 1, 19, 20, 3, 11, 4], [12, 9, 6, 14, 8, 15, 22, 13, 24, 16], [10, 21, 17, 27], [25, 23, 26, 18, 30, 28], [60, 29, 39, 33, 31], [32, 48, 37, 36, 38, 40], [46, 43, 41, 42, 45, 59, 49], [50, 44, 52, 47, 53, 55, 54, 51, 56, 57, 58]]
93: [[35, 34, 7, 2], [5, 1], [19, 20, 3, 11], [4, 12, 9, 6, 24], [13, 8, 25, 30, 17], [10, 14, 16, 18, 28, 22], [23, 15, 21, 31, 26, 52, 46], [38, 33, 57, 45, 27, 32], [40, 41, 42, 29], [47, 36, 37, 39], [58, 43, 50, 49, 44, 55, 48], [51, 54, 56, 53], [59, 60]]
94: [[35, 34, 7, 2], [5, 1, 19, 20, 3], [11, 4, 12, 8], [14, 9, 13, 10, 30, 15, 16, 22, 26, 21], [18, 27, 23, 17, 24, 31], [25, 29, 28, 6], [46, 48, 56, 37, 33, 32, 36, 41, 38, 40, 39, 42, 47, 44, 43, 45, 50, 49, 53, 59, 54, 52, 55], [51, 60, 58, 57]]
95: [[35, 34, 7, 2], [5, 1, 19, 20], [3, 11, 4, 12, 10, 6, 9], [15, 13, 8, 16, 14, 29, 18, 17], [26, 21, 25, 23, 24, 31], [22, 27, 43, 28, 53, 30, 33, 32, 36, 38, 39], [37, 46, 45, 49, 44, 40, 58, 41, 56, 50, 52, 59], [42, 47, 48, 55, 51, 54, 57, 60]]
96: [[35, 34, 7, 2, 5], [1, 19, 20, 4, 11, 3, 12], [13, 8, 6, 28, 16, 17, 15, 14, 9], [18, 25, 21, 23, 10, 22], [27, 29, 30, 24, 26], [31, 55, 40, 49, 42, 38, 33, 44, 36], [32, 43, 37, 39, 54], [41, 47, 45, 46, 48, 51, 50], [53, 52], [57, 58, 59, 56, 60]]
97: [[35, 34, 7, 2, 5], [1, 19, 20, 3, 11, 4, 12, 6, 8, 9, 28, 29, 13, 10], [17, 14, 16, 26, 15, 22, 30, 18, 21, 23, 25, 24, 27, 31, 55, 32, 44, 45], [36, 33, 38, 47], [39, 43, 41, 37, 40, 58, 42, 51, 48, 56, 50, 49, 46, 53, 52, 54, 57, 59, 60]]
98: [[35, 34], [7, 2, 5, 1, 19], [20, 3, 11, 4, 12, 8], [14, 6, 9, 21, 28, 10, 13, 16, 15, 18, 26, 25, 24, 17, 22, 31, 23, 27, 29, 30, 53, 32, 56, 44, 37, 36, 40, 33, 46, 38], [54, 41, 39, 47], [42, 43, 50, 52, 49, 45], [48, 55, 58], [57, 51, 59, 60]]
99: [[35, 34, 7, 2], [5, 1], [19, 20, 3, 11, 6, 12], [13, 8, 4, 15, 9], [10, 14, 26, 25, 18, 17, 21, 31, 23], [24, 16, 22, 58, 27, 28], [36, 55, 56, 29, 46, 48], [30, 40, 32], [42, 33, 37, 39, 50, 38, 41, 43, 44], [49, 45, 47, 51, 53, 52, 54, 57, 59, 60]]
100: [[35, 34, 7, 2], [5, 1], [19, 20, 3, 11, 4, 8], [12, 26], [9, 29, 15], [6, 10, 13, 18, 14], [16, 30, 22, 17, 21, 23, 24, 25, 31], [38, 28, 39, 40, 44, 55, 27, 33, 32, 43, 42, 41, 46, 37, 45, 51, 47, 36, 48, 49, 50, 53, 52, 54, 57, 58, 56, 59, 60]]
101: [[35, 34, 7, 2], [5, 1], [19, 20, 3, 11], [4, 12, 10, 6], [14, 28, 17, 30], [8, 27, 31], [9, 13, 22, 15, 26, 25], [21, 24, 16], [18, 23, 29, 44, 49, 33, 46, 36, 40, 37, 38, 47, 39, 41, 43], [45, 32, 42, 50, 51, 52, 59, 48, 58, 55, 54, 56, 53, 57, 60]]
102: [[35, 34, 7, 2, 5], [1, 19, 20, 3, 11], [4, 8, 22], [6, 24, 15, 9, 29, 14], [10, 30, 16, 25, 12], [13, 18, 23, 26, 28, 21], [59, 31, 27, 37], [45, 32, 33, 36, 44, 39, 42, 46, 48, 38], [58, 51, 40, 17, 43, 54, 50, 47, 53, 52, 41, 49], [57, 55, 56, 60]]
103: [[35, 34, 7, 2], [5, 1], [19, 20, 3], [11, 4, 12, 6, 10, 8], [28, 9, 13], [15, 27, 26, 14, 17, 21, 22, 16], [18, 29, 23, 24, 30, 25, 56, 31, 32, 49, 38, 36], [37, 39], [45, 33, 43, 40, 41, 46, 42, 44, 48, 47, 50, 53, 57, 52, 55, 54, 58, 60, 51, 59]]
104: [[35, 34, 7, 2], [5, 1, 19, 20], [3, 11, 4, 12], [10, 6, 13], [8, 29, 24, 30, 25, 23, 18, 26], [22, 9, 14, 17, 15, 31, 27, 16, 21, 28, 46, 33, 37, 38, 32, 36, 44, 39, 43, 40, 51, 41, 47, 42, 45, 57, 49, 52, 48, 54, 53, 55, 56, 58, 60, 50, 59]]
105: [[35, 34, 7, 2], [5, 1, 19, 20, 3, 11], [4, 12, 9, 6, 8], [24, 13, 10, 15], [17, 25], [26, 18, 31, 14, 21], [22, 23, 29, 37, 16, 44, 30, 27, 57, 33, 28, 36, 53, 46, 32, 40, 38, 47, 39, 41, 43, 45, 49, 42, 48, 55, 52, 54, 50, 58, 51, 60], [56, 59]]
106: [[35, 34, 7, 2], [5, 1, 19, 20, 3, 11, 4, 8, 26, 10, 12, 15, 18], [25, 14, 31, 13, 17, 6], [23, 21, 24, 9, 16, 27, 29, 28, 22, 55, 53, 36, 30, 33, 44], [32, 39, 37, 38, 57, 42, 40, 46, 45, 49], [41, 54, 43, 47, 51, 50, 48, 52, 58, 56, 59, 60]]
107: [[35, 34, 7, 2], [5, 1, 19], [20, 3], [11, 4, 12], [8, 6, 18, 14, 10, 26], [13, 30, 31], [21, 17, 16, 23, 15], [22, 25, 27, 24, 28, 38], [29, 33, 54, 9, 36, 32, 39, 44, 37, 41, 40], [42, 43, 46, 45, 47, 49, 52], [56, 50, 51, 53, 48, 55], [60, 59, 58, 57]]
108: [[35, 34, 7, 2], [5, 1], [19, 20, 3], [11, 4, 12, 10, 6], [9, 14, 8, 13, 15], [26, 27, 17, 18], [16, 21, 22, 24], [25, 23, 30, 29], [28, 31, 45], [44, 40, 33, 36], [32, 37, 38], [41, 46, 43, 39, 42], [57, 58, 47], [49, 51, 54, 48], [50, 55, 52], [53, 56, 60, 59]]
109: [[35, 34, 7, 2], [5, 1, 19, 20, 3, 11], [4, 12, 10], [6, 9, 8, 31, 13, 15, 17, 18], [21, 22, 24, 26], [16, 14], [25, 23, 28], [42, 27, 29, 39, 36, 30, 44, 32, 55, 41, 37, 33, 38], [54, 40, 43, 57, 45, 56], [49, 46, 47], [53, 48, 50, 58, 51, 59], [52, 60]]
110: [[35, 34, 7, 2, 5], [1, 19, 20, 3, 11, 12, 8], [14, 9, 13, 10], [31, 4], [6, 15, 16, 17, 27], [23, 21, 29], [24, 18, 28, 22, 58, 30, 33], [53, 26, 25, 32, 37, 36], [44, 38], [42, 40, 47, 43, 45, 46], [56, 41, 48, 49, 39, 50, 54], [52, 51, 55, 59, 57, 60]]
111: [[35, 34, 7, 2, 5, 1], [19, 20, 3, 11, 4, 12], [6, 14, 25, 8, 9, 10], [13, 15, 17, 18], [24, 27, 31, 26], [16, 22, 21, 28, 29], [58, 30, 23, 44, 49, 48], [38, 32, 39, 37, 46, 33, 36, 41, 47, 40, 59, 43, 42, 50, 45, 52, 54, 53, 56, 55, 51, 57, 60]]
112: [[35, 34, 7, 2, 5, 1, 19, 20, 3], [11, 4, 12, 8, 15, 9, 24, 16, 14, 27, 21, 26, 23], [10, 28, 17, 13, 18, 25, 30, 22, 29, 31, 36, 40, 33, 41, 38, 37, 42, 46, 39, 32, 45, 43, 47, 6, 50, 44, 54, 49, 57, 48, 51, 53, 55, 52, 58, 56, 59, 60]]
113: [[35, 34, 7, 2, 5, 1, 19, 20, 4], [11, 3, 12, 6, 8], [9, 10, 13, 29, 15, 31, 17], [16, 21], [18, 23, 26, 22, 24, 25, 27, 28, 45, 36, 38, 56, 33, 47, 37, 14, 32, 30, 39, 41, 43, 40, 44, 42, 46, 53, 50, 48, 51, 52, 57, 58, 60, 54, 55, 59, 49]]
114: [[35, 34], [7, 2, 5, 1, 19, 20, 3, 11, 4, 9, 8, 24, 10, 6, 25, 29, 14, 30, 15, 12, 17, 13, 16, 28, 21, 18, 26, 27, 22, 45, 53, 23, 48, 33, 43, 38, 36, 31, 37, 32, 42, 39, 40, 51, 41, 46, 44, 49, 52, 56, 47, 58, 55, 59, 50, 54], [57, 60]]
115: [[35, 34], [7, 2, 5, 1, 19, 20, 3, 11, 4, 12, 10, 6, 25, 13, 15, 14, 8, 16, 18, 31, 21, 17, 28, 22, 23, 24, 29, 26, 9, 27, 30, 44, 41, 49, 32, 37, 38, 46, 36, 33, 39, 43, 40, 57, 47, 45, 48, 42, 52, 50, 53, 55], [54, 51, 56, 58, 60, 59]]
116: [[35, 34, 7, 2], [5, 1], [19, 20, 3, 11, 4, 8], [14, 10], [13, 22, 6, 9, 16], [21, 15, 17, 25, 26, 18], [29, 28, 23, 24, 27, 30, 33, 59], [53, 12, 31, 32, 38], [47, 40, 39, 45, 43, 36], [58, 41, 42, 44, 46, 49, 50, 51, 37, 52, 54, 48, 56, 55, 57, 60]]
117: [[35, 34, 7, 2], [5, 1], [19, 20, 3, 11, 4, 8], [22, 6], [25, 23, 9, 14, 10], [24, 13, 29, 15, 18], [12, 28, 30, 17, 16, 50, 21, 26], [27, 37, 45, 57, 32, 31], [40, 46, 33, 36], [38, 39, 41, 43, 42, 44, 48, 47, 53, 58, 49, 52, 54, 51, 56, 55, 60, 59]]
118: [[35, 34, 7, 2], [5, 1], [19, 20, 3, 11, 4], [8, 26, 6, 12, 17], [13, 15], [14, 28, 9], [16, 29, 22, 10], [24, 18], [27, 30, 23], [21, 25, 31, 54, 59, 38, 37, 36, 33, 44, 40, 32, 39, 46, 42, 41, 45, 48, 53, 43, 49, 51, 47, 52, 50, 55, 56, 58, 57, 60]]
119: [[35, 34, 7, 2], [5, 1], [19, 20, 3, 11, 4, 12], [10, 6], [13, 17, 9, 14, 18], [25, 15, 16, 21, 22], [26, 31, 28, 27, 24, 55, 29, 30], [49, 36, 8, 23, 45, 32], [53, 44, 33, 46, 40, 38, 42], [37, 39, 58, 41, 47, 57, 43, 48, 50, 51, 52], [60, 54, 56, 59]]
120: [[35, 34, 7, 2], [5, 1], [19, 20, 3], [11, 4, 12, 8, 6], [9, 10, 13, 31, 14, 15], [17, 16, 25, 26, 18], [23, 24, 21, 22], [28, 30, 27, 44, 53, 33], [41, 29, 46, 32, 36, 39], [40, 42, 47, 45], [48, 51, 58, 43], [38, 49, 52, 54, 50], [37, 57, 55, 59, 56, 60]]
121: [[35, 34, 7, 2, 5, 1, 19, 20, 3, 11, 4, 12, 8, 6, 26, 9, 13, 29, 18, 10], [21, 14, 17, 22, 16, 24, 23, 31, 25, 28, 27, 15, 41, 38, 32, 60, 46, 30, 36, 44], [37, 47, 33, 42, 43, 39, 40, 51, 56, 54, 57, 48, 45, 49, 50, 53, 58, 52, 55, 59]]
