0: [[36, 2, 12, 22, 45, 70], [3, 6, 10, 7, 11, 4], [17, 67, 8, 9, 76, 28], [60, 1, 30, 29, 13, 16], [50, 57, 19, 18, 21, 31], [24, 15, 59, 41, 27, 14], [20, 58, 23, 25, 35, 53, 5], [49, 38, 54, 43, 63, 32, 42], [39, 62, 26, 34, 33, 37], [40, 46, 47, 48, 52, 51, 61], [55, 56, 81, 64, 65, 80], [74, 72, 66, 69, 71, 73, 77], [75, 44, 68, 78, 86, 84], [83, 79, 82, 85, 87, 88]]
51: [[39, 9, 44, 22, 5, 70, 3, 6, 1, 2, 14, 4, 23, 8, 10, 11, 12, 28, 29, 13, 15, 25], [19, 16, 50, 18, 17, 7, 20, 21, 26, 24, 59, 27, 31, 30, 33, 34, 40, 51, 35, 37, 53, 32], [38, 36, 43, 47, 41, 42, 45, 46, 56, 48, 49, 54, 52, 55, 57, 58, 60, 63, 61, 62, 64, 81], [69, 78, 66, 67, 73, 68, 71, 65, 72, 74, 75, 76, 77, 79, 82, 84, 83, 80, 86, 85, 87, 88]]
52: [[39, 9, 44, 22, 5, 70, 3, 6, 1, 2, 14, 4, 23, 8, 10, 11, 12, 28, 29, 13, 15, 25], [19, 16, 50, 18, 17, 7, 20, 21, 26, 24, 59, 27, 31, 30, 33, 34, 40, 51, 35, 37, 53, 32], [38, 36, 43, 47, 41, 42, 45, 46, 56, 48, 49, 54, 52, 55, 57, 58, 60, 63, 61, 62, 64, 81], [69, 78, 66, 67, 73, 68, 71, 65, 72, 74, 75, 76, 77, 79, 82, 84, 83, 80, 86, 85, 87, 88]]
53: [[39, 9, 44, 22, 5, 70, 3, 6, 1, 2, 14, 4, 23, 8, 10, 11, 12, 28, 29, 13, 15, 25], [19, 16, 50, 18, 17, 7, 20, 21, 26, 24, 59, 27, 31, 30, 33, 34, 40, 51, 35, 37, 53, 32], [38, 36, 43, 47, 41, 42, 45, 46, 56, 48, 49, 54, 52, 55, 57, 58, 60, 63, 61, 62, 64, 81], [69, 78, 66, 67, 73, 68, 71, 65, 72, 74, 75, 76, 77, 79, 82, 84, 83, 80, 86, 85, 87, 88]]
54: [[39, 9, 44, 22, 5, 70, 3, 6, 1, 2, 14, 4, 23, 8, 10, 11, 12, 28, 29, 13, 15, 25], [19, 16, 50, 18, 17, 7, 20, 21, 26, 24, 59, 27, 31, 30, 33, 34, 40, 51, 35, 37, 53, 32], [38, 36, 43, 47, 41, 42, 45, 46, 56, 48, 49, 54, 52, 55, 57, 58, 60, 63, 61, 62, 64, 81], [69, 78, 66, 67, 73, 68, 71, 65, 72, 74, 75, 76, 77, 79, 82, 84, 83, 80, 86, 85, 87, 88]]
55: [[39, 9, 44, 22, 5, 70, 3, 6, 1, 2, 14, 4, 23, 8, 10, 11, 12, 28, 29, 13, 15, 25], [19, 16, 50, 18, 17, 7, 20, 21, 26, 24, 59, 27, 31, 30, 33, 34, 40, 51, 35, 37, 53, 32], [38, 36, 43, 47, 41, 42, 45, 46, 56, 48, 49, 54, 52, 55, 57, 58, 60, 63, 61, 62, 64, 81], [69, 78, 66, 67, 73, 68, 71, 65, 72, 74, 75, 76, 77, 79, 82, 84, 83, 80, 86, 85, 87, 88]]
56: [[39, 9, 44, 22, 5, 70, 3, 6, 1, 2, 14, 4, 23, 8, 10, 11, 12, 28, 29, 13, 15, 25], [19, 16, 50, 18, 17, 7, 20, 21, 26, 24, 59, 27, 31, 30, 33, 34, 40, 51, 35, 37, 53, 32], [38, 36, 43, 47, 41, 42, 45, 46, 56, 48, 49, 54, 52, 55, 57, 58, 60, 63, 61, 62, 64, 81], [69, 78, 66, 67, 73, 68, 71, 65, 72, 74, 75, 76, 77, 79, 82, 84, 83, 80, 86, 85, 87, 88]]
57: [[39, 9, 44, 22, 5, 70, 3, 6, 1, 2, 14, 4, 23, 8, 10, 11, 12, 28, 29, 13, 15, 25], [19, 16, 50, 18, 17, 7, 20, 21, 26, 24, 59, 27, 31, 30, 33, 34, 40, 51, 35, 37, 53, 32], [38, 36, 43, 47, 41, 42, 45, 46, 56, 48, 49, 54, 52, 55, 57, 58, 60, 63, 61, 62, 64, 81], [69, 78, 66, 67, 73, 68, 71, 65, 72, 74, 75, 76, 77, 79, 82, 84, 83, 80, 86, 85, 87, 88]]
58: [[39, 9, 44, 22, 5, 70, 3, 6, 1, 2, 14, 4, 23, 8, 10, 11, 12, 28, 29, 13, 15, 25], [19, 16, 50, 18, 17, 7, 20, 21, 26, 24, 59, 27, 31, 30, 33, 34, 40, 51, 35, 37, 53, 32], [38, 36, 43, 47, 41, 42, 45, 46, 56, 48, 49, 54, 52, 55, 57, 58, 60, 63, 61, 62, 64, 81], [69, 78, 66, 67, 73, 68, 71, 65, 72, 74, 75, 76, 77, 79, 82, 84, 83, 80, 86, 85, 87, 88]]
59: [[39, 9, 44, 22, 5, 70, 3, 6, 1, 2, 14, 4, 23, 8, 10, 11, 12, 28, 29, 13, 15, 25], [19, 16, 50, 18, 17, 7, 20, 21, 26, 24, 59, 27, 31, 30, 33, 34, 40, 51, 35, 37, 53, 32], [38, 36, 43, 47, 41, 42, 45, 46, 56, 48, 49, 54, 52, 55, 57, 58, 60, 63, 61, 62, 64, 81], [69, 78, 66, 67, 73, 68, 71, 65, 72, 74, 75, 76, 77, 79, 82, 84, 83, 80, 86, 85, 87, 88]]
60: [[39, 9, 44, 22, 5, 70, 3, 6, 1, 2, 14, 4, 23, 8, 10, 11, 12, 28, 29, 13, 15, 25], [19, 16, 50, 18, 17, 7, 20, 21, 26, 24, 59, 27, 31, 30, 33, 34, 40, 51, 35, 37, 53, 32], [38, 36, 43, 47, 41, 42, 45, 46, 56, 48, 49, 54, 52, 55, 57, 58, 60, 63, 61, 62, 64, 81], [69, 78, 66, 67, 73, 68, 71, 65, 72, 74, 75, 76, 77, 79, 82, 84, 83, 80, 86, 85, 87, 88]]
61: [[39, 9, 44, 22, 5, 70, 3, 6, 1, 2, 14, 4, 23, 8, 10, 11, 12, 28, 29, 13, 15, 25], [19, 16, 50, 18, 17, 7, 20, 21, 26, 24, 59, 27, 31, 30, 33, 34, 40, 51, 35, 37, 53, 32], [38, 36, 43, 47, 41, 42, 45, 46, 56, 48, 49, 54, 52, 55, 57, 58, 60, 63, 61, 62, 64, 81], [69, 78, 66, 67, 73, 68, 71, 65, 72, 74, 75, 76, 77, 79, 82, 84, 83, 80, 86, 85, 87, 88]]
62: [[39, 9, 44, 22, 5, 70, 3, 6, 1, 2, 14, 4, 23, 8, 10, 11, 12, 28, 29, 13, 15, 25], [19, 16, 50, 18, 17, 7, 20, 21, 26, 24, 59, 27, 31, 30, 33, 34, 40, 51, 35, 37, 53, 32], [38, 36, 43, 47, 41, 42, 45, 46, 56, 48, 49, 54, 52, 55, 57, 58, 60, 63, 61, 62, 64, 81], [69, 78, 66, 67, 73, 68, 71, 65, 72, 74, 75, 76, 77, 79, 82, 84, 83, 80, 86, 85, 87, 88]]
63: [[39, 9, 44, 22, 5, 70, 3, 6, 1, 2, 14, 4, 23, 8, 10, 11, 12, 28, 29, 13, 15, 25], [19, 16, 50, 18, 17, 7, 20, 21, 26, 24, 59, 27, 31, 30, 33, 34, 40, 51, 35, 37, 53, 32], [38, 36, 43, 47, 41, 42, 45, 46, 56, 48, 49, 54, 52, 55, 57, 58, 60, 63, 61, 62, 64, 81], [69, 78, 66, 67, 73, 68, 71, 65, 72, 74, 75, 76, 77, 79, 82, 84, 83, 80, 86, 85, 87, 88]]
64: [[39, 9, 44, 22, 5, 70, 3, 6, 1, 2, 14, 4, 23, 8, 10, 11, 12, 28, 29, 13, 15, 25], [19, 16, 50, 18, 17, 7, 20, 21, 26, 24, 59, 27, 31, 30, 33, 34, 40, 51, 35, 37, 53, 32], [38, 36, 43, 47, 41, 42, 45, 46, 56, 48, 49, 54, 52, 55, 57, 58, 60, 63, 61, 62, 64, 81], [69, 78, 66, 67, 73, 68, 71, 65, 72, 74, 75, 76, 77, 79, 82, 84, 83, 80, 86, 85, 87, 88]]
65: [[39, 9, 44, 22, 5, 70, 3, 6, 1, 2, 14, 4, 23, 8, 10, 11, 12, 28, 29, 13, 15, 25], [19, 16, 50, 18, 17, 7, 20, 21, 26, 24, 59, 27, 31, 30, 33, 34, 40, 51, 35, 37, 53, 32], [38, 36, 43, 47, 41, 42, 45, 46, 56, 48, 49, 54, 52, 55, 57, 58, 60, 63, 61, 62, 64, 81], [69, 78, 66, 67, 73, 68, 71, 65, 72, 74, 75, 76, 77, 79, 82, 84, 83, 80, 86, 85, 87, 88]]
66: [[39, 9, 44, 22, 5, 70, 3, 6, 1, 2, 14, 4, 23, 8, 10, 11, 12, 28, 29, 13, 15, 25], [19, 16, 50, 18, 17, 7, 20, 21, 26, 24, 59, 27, 31, 30, 33, 34, 40, 51, 35, 37, 53, 32], [38, 36, 43, 47, 41, 42, 45, 46, 56, 48, 49, 54, 52, 55, 57, 58, 60, 63, 61, 62, 64, 81], [69, 78, 66, 67, 73, 68, 71, 65, 72, 74, 75, 76, 77, 79, 82, 84, 83, 80, 86, 85, 87, 88]]
67: [[39, 9, 44, 22, 5, 70, 3, 6, 1, 2, 14, 4, 23, 8, 10, 11, 12, 28, 29, 13, 15, 25], [19, 16, 50, 18, 17, 7, 20, 21, 26, 24, 59, 27, 31, 30, 33, 34, 40, 51, 35, 37, 53, 32], [38, 36, 43, 47, 41, 42, 45, 46, 56, 48, 49, 54, 52, 55, 57, 58, 60, 63, 61, 62, 64, 81], [69, 78, 66, 67, 73, 68, 71, 65, 72, 74, 75, 76, 77, 79, 82, 84, 83, 80, 86, 85, 87, 88]]
68: [[39, 9, 44, 22, 5, 70, 3, 6, 1, 2, 14, 4, 23, 8, 10, 11, 12, 28, 29, 13, 15, 25], [19, 16, 50, 18, 17, 7, 20, 21, 26, 24, 59, 27, 31, 30, 33, 34, 40, 51, 35, 37, 53, 32], [38, 36, 43, 47, 41, 42, 45, 46, 56, 48, 49, 54, 52, 55, 57, 58, 60, 63, 61, 62, 64, 81], [69, 78, 66, 67, 73, 68, 71, 65, 72, 74, 75, 76, 77, 79, 82, 84, 83, 80, 86, 85, 87, 88]]
69: [[39, 9, 44, 22, 5, 70, 3, 6, 1, 2, 14, 4, 23, 8, 10, 11, 12, 28, 29, 13, 15, 25], [19, 16, 50, 18, 17, 7, 20, 21, 26, 24, 59, 27, 31, 30, 33, 34, 40, 51, 35, 37, 53, 32], [38, 36, 43, 47, 41, 42, 45, 46, 56, 48, 49, 54, 52, 55, 57, 58, 60, 63, 61, 62, 64, 81], [69, 78, 66, 67, 73, 68, 71, 65, 72, 74, 75, 76, 77, 79, 82, 84, 83, 80, 86, 85, 87, 88]]
70: [[39, 9, 44, 22, 5, 70, 3, 6, 1, 2, 14, 4, 23, 8, 10, 11, 12, 28, 29, 13, 15, 25], [19, 16, 50, 18, 17, 7, 20, 21, 26, 24, 59, 27, 31, 30, 33, 34, 40, 51, 35, 37, 53, 32], [38, 36, 43, 47, 41, 42, 45, 46, 56, 48, 49, 54, 52, 55, 57, 58, 60, 63, 61, 62, 64, 81], [69, 78, 66, 67, 73, 68, 71, 65, 72, 74, 75, 76, 77, 79, 82, 84, 83, 80, 86, 85, 87, 88]]
71: [[39, 9, 44, 22, 5, 70, 3, 6, 1, 2, 14, 4, 23, 8, 10, 11, 12, 28, 29, 13, 15, 25], [19, 16, 50, 18, 17, 7, 20, 21, 26, 24, 59, 27, 31, 30, 33, 34, 40, 51, 35, 37, 53, 32], [38, 36, 43, 47, 41, 42, 45, 46, 56, 48, 49, 54, 52, 55, 57, 58, 60, 63, 61, 62, 64, 81], [69, 78, 66, 67, 73, 68, 71, 65, 72, 74, 75, 76, 77, 79, 82, 84, 83, 80, 86, 85, 87, 88]]
72: [[39, 9, 44, 22, 5, 70, 3, 6, 1, 2, 14, 4, 23, 8, 10, 11, 12, 28, 29, 13, 15, 25], [19, 16, 50, 18, 17, 7, 20, 21, 26, 24, 59, 27, 31, 30, 33, 34, 40, 51, 35, 37, 53, 32], [38, 36, 43, 47, 41, 42, 45, 46, 56, 48, 49, 54, 52, 55, 57, 58, 60, 63, 61, 62, 64, 81], [69, 78, 66, 67, 73, 68, 71, 65, 72, 74, 75, 76, 77, 79, 82, 84, 83, 80, 86, 85, 87, 88]]
73: [[39, 9, 44, 22, 5, 70, 3, 6, 1, 2, 14, 4, 23, 8, 10, 11, 12, 28, 29, 13, 15, 25], [19, 16, 50, 18, 17, 7, 20, 21, 26, 24, 59, 27, 31, 30, 33, 34, 40, 51, 35, 37, 53, 32], [38, 36, 43, 47, 41, 42, 45, 46, 56, 48, 49, 54, 52, 55, 57, 58, 60, 63, 61, 62, 64, 81], [69, 78, 66, 67, 73, 68, 71, 65, 72, 74, 75, 76, 77, 79, 82, 84, 83, 80, 86, 85, 87, 88]]
74: [[39, 9, 44, 22, 5, 70, 3, 6, 1, 2, 14, 4, 23, 8, 10, 11, 12, 28, 29, 13, 15, 25], [19, 16, 50, 18, 17, 7, 20, 21, 26, 24, 59, 27, 31, 30, 33, 34, 40, 51, 35, 37, 53, 32], [38, 36, 43, 47, 41, 42, 45, 46, 56, 48, 49, 54, 52, 55, 57, 58, 60, 63, 61, 62, 64, 81], [69, 78, 66, 67, 73, 68, 71, 65, 72, 74, 75, 76, 77, 79, 82, 84, 83, 80, 86, 85, 87, 88]]
75: [[39, 9, 44, 22, 5, 70, 3, 6, 1, 2, 14, 4, 23, 8, 10, 11, 12, 28, 29, 13, 15, 25], [19, 16, 50, 18, 17, 7, 20, 21, 26, 24, 59, 27, 31, 30, 33, 34, 40, 51, 35, 37, 53, 32], [38, 36, 43, 47, 41, 42, 45, 46, 56, 48, 49, 54, 52, 55, 57, 58, 60, 63, 61, 62, 64, 81], [69, 78, 66, 67, 73, 68, 71, 65, 72, 74, 75, 76, 77, 79, 82, 84, 83, 80, 86, 85, 87, 88]]
76: [[39, 9, 44, 22, 5, 70, 3, 6, 1, 2, 14, 4, 23, 8, 10, 11, 12, 28, 29, 13, 15, 25], [19, 16, 50, 18, 17, 7, 20, 21, 26, 24, 59, 27, 31, 30, 33, 34, 40, 51, 35, 37, 53, 32], [38, 36, 43, 47, 41, 42, 45, 46, 56, 48, 49, 54, 52, 55, 57, 58, 60, 63, 61, 62, 64, 81], [69, 78, 66, 67, 73, 68, 71, 65, 72, 74, 75, 76, 77, 79, 82, 84, 83, 80, 86, 85, 87, 88]]
77: [[39, 9, 44, 22, 5, 70, 3, 6, 1, 2, 14, 4, 23, 8, 10, 11, 12, 28, 29, 13, 15, 25], [19, 16, 50, 18, 17, 7, 20, 21, 26, 24, 59, 27, 31, 30, 33, 34, 40, 51, 35, 37, 53, 32], [38, 36, 43, 47, 41, 42, 45, 46, 56, 48, 49, 54, 52, 55, 57, 58, 60, 63, 61, 62, 64, 81], [69, 78, 66, 67, 73, 68, 71, 65, 72, 74, 75, 76, 77, 79, 82, 84, 83, 80, 86, 85, 87, 88]]
78: [[39, 9, 44, 22, 5, 70, 3, 6, 1, 2, 14, 4, 23, 8, 10, 11, 12, 28, 29, 13, 15, 25], [19, 16, 50, 18, 17, 7, 20, 21, 26, 24, 59, 27, 31, 30, 33, 34, 40, 51, 35, 37, 53, 32], [38, 36, 43, 47, 41, 42, 45, 46, 56, 48, 49, 54, 52, 55, 57, 58, 60, 63, 61, 62, 64, 81], [69, 78, 66, 67, 73, 68, 71, 65, 72, 74, 75, 76, 77, 79, 82, 84, 83, 80, 86, 85, 87, 88]]
79: [[39, 9, 44, 22, 5, 70, 3, 6, 1, 2, 14, 4, 23, 8, 10, 11, 12, 28, 29, 13, 15, 25], [19, 16, 50, 18, 17, 7, 20, 21, 26, 24, 59, 27, 31, 30, 33, 34, 40, 51, 35, 37, 53, 32], [38, 36, 43, 47, 41, 42, 45, 46, 56, 48, 49, 54, 52, 55, 57, 58, 60, 63, 61, 62, 64, 81], [69, 78, 66, 67, 73, 68, 71, 65, 72, 74, 75, 76, 77, 79, 82, 84, 83, 80, 86, 85, 87, 88]]
80: [[39, 9, 44, 22, 5, 70, 3, 6, 1, 2, 14, 4, 23, 8, 10, 11, 12, 28, 29, 13, 15, 25], [19, 16, 50, 18, 17, 7, 20, 21, 26, 24, 59, 27, 31, 30, 33, 34, 40, 51, 35, 37, 53, 32], [38, 36, 43, 47, 41, 42, 45, 46, 56, 48, 49, 54, 52, 55, 57, 58, 60, 63, 61, 62, 64, 81], [69, 78, 66, 67, 73, 68, 71, 65, 72, 74, 75, 76, 77, 79, 82, 84, 83, 80, 86, 85, 87, 88]]
81: [[39, 9, 44, 22, 5, 70, 3, 6, 1, 2, 14, 4, 23, 8, 10, 11, 12, 28, 29, 13, 15, 25], [19, 16, 50, 18, 17, 7, 20, 21, 26, 24, 59, 27, 31, 30, 33, 34, 40, 51, 35, 37, 53, 32], [38, 36, 43, 47, 41, 42, 45, 46, 56, 48, 49, 54, 52, 55, 57, 58, 60, 63, 61, 62, 64, 81], [69, 78, 66, 67, 73, 68, 71, 65, 72, 74, 75, 76, 77, 79, 82, 84, 83, 80, 86, 85, 87, 88]]
82: [[39, 9, 44, 22, 5, 70, 3, 6, 1, 2, 14, 4, 23, 8, 10, 11, 12, 28, 29, 13, 15, 25], [19, 16, 50, 18, 17, 7, 20, 21, 26, 24, 59, 27, 31, 30, 33, 34, 40, 51, 35, 37, 53, 32], [38, 36, 43, 47, 41, 42, 45, 46, 56, 48, 49, 54, 52, 55, 57, 58, 60, 63, 61, 62, 64, 81], [69, 78, 66, 67, 73, 68, 71, 65, 72, 74, 75, 76, 77, 79, 82, 84, 83, 80, 86, 85, 87, 88]]
83: [[39, 9, 44, 22, 5, 70, 3, 6, 1, 2, 14, 4, 23, 8, 10, 11, 12, 28, 29, 13, 15, 25], [19, 16, 50, 18, 17, 7, 20, 21, 26, 24, 59, 27, 31, 30, 33, 34, 40, 51, 35, 37, 53, 32], [38, 36, 43, 47, 41, 42, 45, 46, 56, 48, 49, 54, 52, 55, 57, 58, 60, 63, 61, 62, 64, 81], [69, 78, 66, 67, 73, 68, 71, 65, 72, 74, 75, 76, 77, 79, 82, 84, 83, 80, 86, 85, 87, 88]]
84: [[39, 9, 44, 22, 5, 70, 3, 6, 1, 2, 14, 4, 23, 8, 10, 11, 12, 28, 29, 13, 15, 25], [19, 16, 50, 18, 17, 7, 20, 21, 26, 24, 59, 27, 31, 30, 33, 34, 40, 51, 35, 37, 53, 32], [38, 36, 43, 47, 41, 42, 45, 46, 56, 48, 49, 54, 52, 55, 57, 58, 60, 63, 61, 62, 64, 81], [69, 78, 66, 67, 73, 68, 71, 65, 72, 74, 75, 76, 77, 79, 82, 84, 83, 80, 86, 85, 87, 88]]
85: [[39, 9, 44, 22, 5, 70, 3, 6, 1, 2, 14, 4, 23, 8, 10, 11, 12, 28, 29, 13, 15, 25], [19, 16, 50, 18, 17, 7, 20, 21, 26, 24, 59, 27, 31, 30, 33, 34, 40, 51, 35, 37, 53, 32], [38, 36, 43, 47, 41, 42, 45, 46, 56, 48, 49, 54, 52, 55, 57, 58, 60, 63, 61, 62, 64, 81], [69, 78, 66, 67, 73, 68, 71, 65, 72, 74, 75, 76, 77, 79, 82, 84, 83, 80, 86, 85, 87, 88]]
86: [[39, 9, 44, 22, 5, 70, 3, 6, 1, 2, 14, 4, 23, 8, 10, 11, 12, 28, 29, 13, 15, 25], [19, 16, 50, 18, 17, 7, 20, 21, 26, 24, 59, 27, 31, 30, 33, 34, 40, 51, 35, 37, 53, 32], [38, 36, 43, 47, 41, 42, 45, 46, 56, 48, 49, 54, 52, 55, 57, 58, 60, 63, 61, 62, 64, 81], [69, 78, 66, 67, 73, 68, 71, 65, 72, 74, 75, 76, 77, 79, 82, 84, 83, 80, 86, 85, 87, 88]]
87: [[39, 9, 44, 22, 5, 70, 3, 6, 1, 2, 14, 4, 23, 8, 10, 11, 12, 28, 29, 13, 15, 25], [19, 16, 50, 18, 17, 7, 20, 21, 26, 24, 59, 27, 31, 30, 33, 34, 40, 51, 35, 37, 53, 32], [38, 36, 43, 47, 41, 42, 45, 46, 56, 48, 49, 54, 52, 55, 57, 58, 60, 63, 61, 62, 64, 81], [69, 78, 66, 67, 73, 68, 71, 65, 72, 74, 75, 76, 77, 79, 82, 84, 83, 80, 86, 85, 87, 88]]
88: [[39, 9, 44, 22, 5, 70, 3, 6, 1, 2, 14, 4, 23, 8, 10, 11, 12, 28, 29, 13, 15, 25], [19, 16, 50, 18, 17, 7, 20, 21, 26, 24, 59, 27, 31, 30, 33, 34, 40, 51, 35, 37, 53, 32], [38, 36, 43, 47, 41, 42, 45, 46, 56, 48, 49, 54, 52, 55, 57, 58, 60, 63, 61, 62, 64, 81], [69, 78, 66, 67, 73, 68, 71, 65, 72, 74, 75, 76, 77, 79, 82, 84, 83, 80, 86, 85, 87, 88]]
89: [[39, 9, 44, 22, 5, 70, 3, 6, 1, 2, 14, 4, 23, 8, 10, 11, 12, 28, 29, 13, 15, 25], [19, 16, 50, 18, 17, 7, 20, 21, 26, 24, 59, 27, 31, 30, 33, 34, 40, 51, 35, 37, 53, 32], [38, 36, 43, 47, 41, 42, 45, 46, 56, 48, 49, 54, 52, 55, 57, 58, 60, 63, 61, 62, 64, 81], [69, 78, 66, 67, 73, 68, 71, 65, 72, 74, 75, 76, 77, 79, 82, 84, 83, 80, 86, 85, 87, 88]]
90: [[39, 9, 44, 22, 5, 70, 3, 6, 1, 2, 14, 4, 23, 8, 10, 11, 12, 28, 29, 13, 15, 25], [19, 16, 50, 18, 17, 7, 20, 21, 26, 24, 59, 27, 31, 30, 33, 34, 40, 51, 35, 37, 53, 32], [38, 36, 43, 47, 41, 42, 45, 46, 56, 48, 49, 54, 52, 55, 57, 58, 60, 63, 61, 62, 64, 81], [69, 78, 66, 67, 73, 68, 71, 65, 72, 74, 75, 76, 77, 79, 82, 84, 83, 80, 86, 85, 87, 88]]
91: [[39, 9, 44, 22, 5, 70, 3, 6, 1, 2, 14, 4, 23, 8, 10, 11, 12, 28, 29, 13, 15, 25], [19, 16, 50, 18, 17, 7, 20, 21, 26, 24, 59, 27, 31, 30, 33, 34, 40, 51, 35, 37, 53, 32], [38, 36, 43, 47, 41, 42, 45, 46, 56, 48, 49, 54, 52, 55, 57, 58, 60, 63, 61, 62, 64, 81], [69, 78, 66, 67, 73, 68, 71, 65, 72, 74, 75, 76, 77, 79, 82, 84, 83, 80, 86, 85, 87, 88]]
92: [[39, 9, 44, 22, 5, 70, 3, 6, 1, 2, 14, 4, 23, 8, 10, 11, 12, 28, 29, 13, 15, 25], [19, 16, 50, 18, 17, 7, 20, 21, 26, 24, 59, 27, 31, 30, 33, 34, 40, 51, 35, 37, 53, 32], [38, 36, 43, 47, 41, 42, 45, 46, 56, 48, 49, 54, 52, 55, 57, 58, 60, 63, 61, 62, 64, 81], [69, 78, 66, 67, 73, 68, 71, 65, 72, 74, 75, 76, 77, 79, 82, 84, 83, 80, 86, 85, 87, 88]]
93: [[39, 9, 44, 22, 5, 70, 3, 6, 1, 2, 14, 4, 23, 8, 10, 11, 12, 28, 29, 13, 15, 25], [19, 16, 50, 18, 17, 7, 20, 21, 26, 24, 59, 27, 31, 30, 33, 34, 40, 51, 35, 37, 53, 32], [38, 36, 43, 47, 41, 42, 45, 46, 56, 48, 49, 54, 52, 55, 57, 58, 60, 63, 61, 62, 64, 81], [69, 78, 66, 67, 73, 68, 71, 65, 72, 74, 75, 76, 77, 79, 82, 84, 83, 80, 86, 85, 87, 88]]
94: [[39, 9, 44, 22, 5, 70, 3, 6, 1, 2, 14, 4, 23, 8, 10, 11, 12, 28, 29, 13, 15, 25], [19, 16, 50, 18, 17, 7, 20, 21, 26, 24, 59, 27, 31, 30, 33, 34, 40, 51, 35, 37, 53, 32], [38, 36, 43, 47, 41, 42, 45, 46, 56, 48, 49, 54, 52, 55, 57, 58, 60, 63, 61, 62, 64, 81], [69, 78, 66, 67, 73, 68, 71, 65, 72, 74, 75, 76, 77, 79, 82, 84, 83, 80, 86, 85, 87, 88]]
95: [[39, 9, 44, 22, 5, 70, 3, 6, 1, 2, 14, 4, 23, 8, 10, 11, 12, 28, 29, 13, 15, 25], [19, 16, 50, 18, 17, 7, 20, 21, 26, 24, 59, 27, 31, 30, 33, 34, 40, 51, 35, 37, 53, 32], [38, 36, 43, 47, 41, 42, 45, 46, 56, 48, 49, 54, 52, 55, 57, 58, 60, 63, 61, 62, 64, 81], [69, 78, 66, 67, 73, 68, 71, 65, 72, 74, 75, 76, 77, 79, 82, 84, 83, 80, 86, 85, 87, 88]]
96: [[39, 9, 44, 22, 5, 70, 3, 6, 1, 2, 14, 4, 23, 8, 10, 11, 12, 28, 29, 13, 15, 25], [19, 16, 50, 18, 17, 7, 20, 21, 26, 24, 59, 27, 31, 30, 33, 34, 40, 51, 35, 37, 53, 32], [38, 36, 43, 47, 41, 42, 45, 46, 56, 48, 49, 54, 52, 55, 57, 58, 60, 63, 61, 62, 64, 81], [69, 78, 66, 67, 73, 68, 71, 65, 72, 74, 75, 76, 77, 79, 82, 84, 83, 80, 86, 85, 87, 88]]
97: [[39, 9, 44, 22, 5, 70, 3, 6, 1, 2, 14, 4, 23, 8, 10, 11, 12, 28, 29, 13, 15, 25], [19, 16, 50, 18, 17, 7, 20, 21, 26, 24, 59, 27, 31, 30, 33, 34, 40, 51, 35, 37, 53, 32], [38, 36, 43, 47, 41, 42, 45, 46, 56, 48, 49, 54, 52, 55, 57, 58, 60, 63, 61, 62, 64, 81], [69, 78, 66, 67, 73, 68, 71, 65, 72, 74, 75, 76, 77, 79, 82, 84, 83, 80, 86, 85, 87, 88]]
98: [[39, 9, 44, 22, 5, 70, 3, 6, 1, 2, 14, 4, 23, 8, 10, 11, 12, 28, 29, 13, 15, 25], [19, 16, 50, 18, 17, 7, 20, 21, 26, 24, 59, 27, 31, 30, 33, 34, 40, 51, 35, 37, 53, 32], [38, 36, 43, 47, 41, 42, 45, 46, 56, 48, 49, 54, 52, 55, 57, 58, 60, 63, 61, 62, 64, 81], [69, 78, 66, 67, 73, 68, 71, 65, 72, 74, 75, 76, 77, 79, 82, 84, 83, 80, 86, 85, 87, 88]]
99: [[39, 9, 44, 22, 5, 70, 3, 6, 1, 2, 14, 4, 23, 8, 10, 11, 12, 28, 29, 13, 15, 25], [19, 16, 50, 18, 17, 7, 20, 21, 26, 24, 59, 27, 31, 30, 33, 34, 40, 51, 35, 37, 53, 32], [38, 36, 43, 47, 41, 42, 45, 46, 56, 48, 49, 54, 52, 55, 57, 58, 60, 63, 61, 62, 64, 81], [69, 78, 66, 67, 73, 68, 71, 65, 72, 74, 75, 76, 77, 79, 82, 84, 83, 80, 86, 85, 87, 88]]
100: [[39, 9, 44, 22, 5, 70, 3, 6, 1, 2, 14, 4, 23, 8, 10, 11, 12, 28, 29, 13, 15, 25], [19, 16, 50, 18, 17, 7, 20, 21, 26, 24, 59, 27, 31, 30, 33, 34, 40, 51, 35, 37, 53, 32], [38, 36, 43, 47, 41, 42, 45, 46, 56, 48, 49, 54, 52, 55, 57, 58, 60, 63, 61, 62, 64, 81], [69, 78, 66, 67, 73, 68, 71, 65, 72, 74, 75, 76, 77, 79, 82, 84, 83, 80, 86, 85, 87, 88]]
101: [[39, 9, 44, 22, 5, 70, 3, 6, 1, 2, 14, 4, 23, 8, 10, 11, 12, 28, 29, 13, 15, 25], [19, 16, 50, 18, 17, 7, 20, 21, 26, 24, 59, 27, 31, 30, 33, 34, 40, 51, 35, 37, 53, 32], [38, 36, 43, 47, 41, 42, 45, 46, 56, 48, 49, 54, 52, 55, 57, 58, 60, 63, 61, 62, 64, 81], [69, 78, 66, 67, 73, 68, 71, 65, 72, 74, 75, 76, 77, 79, 82, 84, 83, 80, 86, 85, 87, 88]]
