0: [[73], [3, 24, 5], [4, 36], [9], [1, 31, 48, 13, 23], [2, 17, 12, 22], [11, 21, 6, 34], [7, 18], [29, 27], [38, 16], [19], [49, 59], [14, 15, 63], [56, 45], [20, 32, 42], [35, 30], [40], [25], [47, 26, 28, 37, 33], [51, 57], [41, 46, 60], [50], [52, 53], [55, 54, 58], [62, 43], [66], [44, 69, 39, 8, 10], [61, 64, 67], [65], [70, 68, 72], [71, 74], [75, 77, 78], [80, 76], [79, 82], [84, 86], [81, 87], [83, 85, 88]]
51: [[73, 22, 3, 24, 12, 4, 36, 2, 1, 13, 28], [20, 7, 9, 6, 17, 5, 8, 10, 11, 19, 31, 15, 16, 26, 18, 14, 56, 59, 23, 21, 27, 30, 45, 39, 33, 25, 34, 44, 29], [40, 32, 35, 41, 37, 43, 38, 42, 46, 47, 48, 49, 54, 50, 52, 60, 51, 55, 61, 53, 57, 58, 62, 63, 68, 81, 64], [67, 65, 70, 66, 77, 69, 78, 71, 75, 72, 74, 76, 79, 82, 84, 80, 86, 87, 83, 85, 88]]
52: [[73, 22, 3, 24, 12, 4, 36, 2, 1, 13, 28], [20, 7, 9, 6, 17, 5, 8, 10, 11, 19, 31, 15, 16, 26, 18, 14, 56, 59, 21, 29, 23, 27, 45, 39, 33, 25, 34, 44, 30], [40, 32, 35, 37, 41, 43, 42, 38, 58, 47, 54, 46, 48, 51, 49, 50, 52, 53, 61, 55, 57, 60, 62, 63, 68, 81, 64], [67, 65, 70, 66, 77, 69, 78, 71, 75, 72, 74, 76, 79, 82, 84, 80, 86, 87, 83, 85, 88]]
53: [[73, 22, 3, 24, 12, 4, 36, 2, 1, 13, 28], [20, 7, 9, 10, 17, 5, 8, 6, 11, 19, 31, 15, 16, 26, 18, 14, 56, 59, 23, 21, 29, 25, 45, 39, 33, 27, 34, 44, 30], [40, 32, 35, 42, 37, 58, 38, 41, 46, 43, 47, 52, 53, 54, 50, 48, 51, 49, 60, 61, 55, 63, 57, 62, 68, 81, 64], [67, 65, 70, 66, 77, 69, 78, 71, 75, 72, 74, 76, 79, 82, 84, 80, 86, 87, 83, 85, 88]]
54: [[73, 22, 3, 24, 4, 36, 2, 1, 28, 12, 13], [20, 7, 9, 6, 17, 5, 8, 11, 19, 31, 15, 16, 26, 18, 14, 56, 59, 21, 29, 27, 25, 45, 39, 33, 23, 34, 44, 30, 10], [40, 32, 35, 43, 37, 38, 46, 41, 42, 47, 50, 52, 48, 62, 54, 57, 49, 63, 53, 58, 51, 55, 61, 60, 68, 81, 64], [67, 65, 70, 66, 77, 69, 78, 71, 75, 72, 74, 76, 79, 82, 84, 80, 86, 87, 83, 85, 88]]
55: [[73, 22, 3, 24, 12, 4, 36, 2, 1, 13, 28], [20, 7, 9, 6, 17, 5, 8, 10, 11, 19, 31, 15, 16, 26, 18, 14, 56, 59, 25, 29, 27, 23, 45, 39, 33, 21, 34, 44, 30], [40, 32, 35, 42, 38, 51, 41, 46, 37, 54, 48, 63, 43, 49, 47, 50, 52, 53, 55, 57, 60, 58, 61, 62, 68, 81, 64], [67, 65, 70, 66, 77, 69, 78, 71, 75, 72, 74, 76, 79, 82, 84, 80, 86, 87, 83, 85, 88]]
56: [[73, 22, 3, 24, 12, 4, 36, 2, 1, 13, 28], [20, 7, 9, 6, 17, 5, 8, 10, 11, 19, 31, 15, 16, 26, 18, 14, 56, 59, 23, 21, 27, 29, 45, 39, 33, 25, 34, 44, 30], [40, 32, 35, 37, 41, 51, 42, 38, 46, 43, 47, 50, 54, 49, 52, 48, 55, 53, 57, 58, 61, 60, 62, 63, 68, 81, 64], [67, 65, 70, 66, 77, 69, 78, 71, 75, 72, 74, 76, 79, 82, 84, 80, 86, 87, 83, 85, 88]]
57: [[73, 22, 3, 24, 12, 4, 36, 2, 1, 13, 28], [20, 7, 9, 6, 17, 5, 8, 10, 11, 19, 31, 15, 16, 26, 18, 14, 56, 59, 21, 29, 27, 23, 45, 39, 33, 25, 34, 44, 30], [40, 32, 43, 35, 37, 50, 41, 42, 47, 46, 51, 38, 53, 48, 49, 55, 61, 57, 58, 54, 52, 62, 60, 63, 68, 81, 64], [67, 65, 70, 66, 77, 69, 78, 71, 75, 72, 74, 76, 79, 82, 84, 80, 86, 87, 83, 85, 88]]
58: [[73, 22, 3, 24, 12, 4, 36, 2, 1, 13, 28], [20, 7, 9, 6, 17, 5, 8, 10, 11, 19, 31, 15, 16, 26, 18, 14, 56, 59, 21, 29, 27, 23, 45, 39, 33, 25, 34, 44, 30], [40, 32, 35, 38, 37, 58, 42, 41, 46, 47, 50, 62, 52, 43, 48, 53, 55, 61, 51, 54, 49, 57, 60, 63, 68, 81, 64], [67, 65, 70, 66, 77, 69, 78, 71, 75, 72, 74, 76, 79, 82, 84, 80, 86, 87, 83, 85, 88]]
59: [[73, 22, 3, 24, 4, 36, 2, 1, 28, 12, 13], [20, 7, 9, 6, 17, 5, 8, 11, 19, 31, 15, 16, 26, 18, 14, 56, 59, 23, 21, 27, 25, 45, 39, 33, 29, 34, 44, 30, 10], [40, 32, 43, 35, 37, 38, 41, 46, 47, 50, 53, 42, 49, 54, 51, 48, 52, 55, 58, 61, 57, 62, 63, 60, 68, 81, 64], [67, 65, 70, 66, 77, 69, 78, 71, 75, 72, 74, 76, 79, 82, 84, 80, 86, 87, 83, 85, 88]]
60: [[73, 22, 3, 24, 12, 4, 36, 2, 1, 13, 28], [20, 7, 9, 6, 17, 5, 8, 10, 11, 19, 31, 15, 16, 26, 18, 14, 56, 59, 21, 29, 27, 23, 45, 39, 33, 25, 34, 44, 30], [40, 32, 35, 38, 41, 37, 42, 46, 47, 43, 48, 57, 54, 49, 52, 50, 61, 51, 55, 53, 62, 60, 63, 58, 68, 81, 64], [67, 65, 70, 66, 77, 69, 78, 71, 75, 72, 74, 76, 79, 82, 84, 80, 86, 87, 83, 85, 88]]
61: [[73, 22, 3, 24, 12, 4, 36, 2, 1, 13, 28], [20, 7, 9, 6, 17, 5, 8, 10, 11, 19, 31, 15, 16, 26, 18, 14, 56, 59, 23, 21, 29, 25, 45, 39, 33, 27, 34, 44, 30], [40, 32, 43, 38, 37, 35, 46, 41, 42, 62, 50, 51, 53, 47, 57, 52, 48, 54, 61, 49, 55, 60, 58, 63, 68, 81, 64], [67, 65, 70, 66, 77, 69, 78, 71, 75, 72, 74, 76, 79, 82, 84, 80, 86, 87, 83, 85, 88]]
62: [[73, 22, 3, 24, 12, 4, 36, 2, 1, 13, 28], [20, 7, 9, 10, 17, 5, 8, 6, 11, 19, 31, 15, 16, 26, 18, 14, 56, 59, 23, 21, 25, 29, 45, 39, 33, 27, 34, 44, 30], [40, 32, 35, 37, 43, 38, 42, 41, 51, 47, 46, 53, 52, 61, 49, 55, 50, 48, 60, 57, 62, 58, 54, 63, 68, 81, 64], [67, 65, 70, 66, 77, 69, 78, 71, 75, 72, 74, 76, 79, 82, 84, 80, 86, 87, 83, 85, 88]]
63: [[73, 22, 3, 24, 12, 4, 36, 2, 1, 13, 28], [20, 7, 9, 6, 17, 5, 8, 10, 11, 19, 31, 15, 16, 26, 18, 14, 56, 59, 23, 21, 27, 25, 45, 39, 33, 29, 34, 44, 30], [40, 32, 35, 43, 37, 38, 42, 41, 46, 47, 54, 57, 52, 61, 48, 49, 50, 55, 51, 60, 58, 62, 53, 63, 68, 81, 64], [67, 65, 70, 66, 77, 69, 78, 71, 75, 72, 74, 76, 79, 82, 84, 80, 86, 87, 83, 85, 88]]
64: [[73, 22, 3, 24, 12, 4, 36, 2, 1, 13, 28], [20, 7, 9, 10, 17, 5, 8, 6, 11, 19, 31, 15, 16, 26, 18, 14, 56, 59, 23, 21, 27, 29, 45, 39, 33, 25, 34, 44, 30], [40, 32, 35, 43, 37, 46, 38, 41, 42, 54, 48, 55, 49, 50, 53, 47, 51, 57, 52, 60, 58, 61, 62, 63, 68, 81, 64], [67, 65, 70, 66, 77, 69, 78, 71, 75, 72, 74, 76, 79, 82, 84, 80, 86, 87, 83, 85, 88]]
65: [[73, 22, 3, 24, 12, 4, 36, 2, 1, 13, 28], [20, 7, 9, 6, 17, 5, 8, 10, 11, 19, 31, 15, 16, 26, 18, 14, 56, 59, 23, 21, 30, 27, 45, 39, 33, 25, 34, 44, 29], [40, 32, 35, 43, 37, 42, 54, 38, 46, 41, 48, 49, 47, 50, 52, 61, 55, 51, 53, 57, 60, 62, 58, 63, 68, 81, 64], [67, 65, 70, 66, 77, 69, 78, 71, 75, 72, 74, 76, 79, 82, 84, 80, 86, 87, 83, 85, 88]]
66: [[73, 22, 3, 24, 12, 4, 36, 2, 1, 13, 28], [20, 7, 9, 6, 17, 5, 8, 10, 11, 19, 31, 15, 16, 26, 18, 14, 56, 59, 29, 21, 27, 30, 45, 39, 33, 25, 34, 44, 23], [40, 32, 43, 37, 47, 41, 42, 35, 62, 46, 60, 55, 38, 48, 49, 50, 51, 54, 61, 57, 52, 58, 53, 63, 68, 81, 64], [67, 65, 70, 66, 77, 69, 78, 71, 75, 72, 74, 76, 79, 82, 84, 80, 86, 87, 83, 85, 88]]
67: [[73, 22, 3, 24, 12, 4, 36, 2, 1, 13, 28], [20, 7, 9, 6, 17, 5, 8, 10, 11, 19, 31, 15, 16, 26, 18, 14, 56, 59, 23, 21, 27, 25, 45, 39, 33, 29, 34, 44, 30], [40, 32, 43, 35, 38, 37, 41, 46, 42, 47, 55, 60, 52, 50, 48, 51, 49, 57, 53, 61, 54, 63, 58, 62, 68, 81, 64], [67, 65, 70, 66, 77, 69, 78, 71, 75, 72, 74, 76, 79, 82, 84, 80, 86, 87, 83, 85, 88]]
68: [[73, 22, 3, 24, 12, 4, 36, 2, 1, 13, 28], [20, 7, 9, 6, 17, 5, 8, 10, 11, 19, 31, 15, 16, 26, 18, 14, 56, 59, 21, 29, 30, 23, 45, 39, 33, 25, 34, 44, 27], [40, 32, 43, 35, 38, 37, 42, 41, 47, 51, 55, 46, 50, 48, 53, 54, 49, 52, 57, 61, 58, 60, 62, 63, 68, 81, 64], [67, 65, 70, 66, 77, 69, 78, 71, 75, 72, 74, 76, 79, 82, 84, 80, 86, 87, 83, 85, 88]]
69: [[73, 22, 3, 24, 12, 4, 36, 2, 1, 13, 28], [20, 7, 9, 6, 17, 5, 8, 10, 11, 19, 31, 15, 16, 26, 18, 14, 56, 59, 29, 21, 23, 30, 45, 39, 33, 25, 34, 44, 27], [40, 32, 43, 35, 38, 37, 41, 42, 47, 46, 52, 63, 49, 51, 50, 48, 54, 53, 57, 55, 61, 58, 60, 62, 68, 81, 64], [67, 65, 70, 66, 77, 69, 78, 71, 75, 72, 74, 76, 79, 82, 84, 80, 86, 87, 83, 85, 88]]
70: [[73, 22, 3, 24, 12, 4, 36, 2, 1, 13, 28], [20, 7, 9, 10, 17, 5, 8, 6, 11, 19, 31, 15, 16, 26, 18, 14, 56, 59, 23, 21, 27, 30, 45, 39, 33, 25, 34, 44, 29], [40, 32, 35, 37, 38, 41, 49, 47, 46, 42, 48, 57, 53, 60, 43, 54, 50, 51, 55, 52, 62, 58, 61, 63, 68, 81, 64], [67, 65, 70, 66, 77, 69, 78, 71, 75, 72, 74, 76, 79, 82, 84, 80, 86, 87, 83, 85, 88]]
71: [[73, 22, 3, 24, 12, 4, 36, 2, 1, 13, 28], [20, 7, 9, 6, 17, 5, 8, 10, 11, 19, 31, 15, 16, 26, 18, 14, 56, 59, 27, 21, 29, 23, 45, 39, 33, 25, 34, 44, 30], [40, 32, 35, 48, 38, 37, 42, 41, 49, 43, 46, 54, 53, 52, 47, 50, 55, 57, 51, 61, 58, 62, 60, 63, 68, 81, 64], [67, 65, 70, 66, 77, 69, 78, 71, 75, 72, 74, 76, 79, 82, 84, 80, 86, 87, 83, 85, 88]]
72: [[73, 22, 3, 24, 12, 4, 36, 2, 1, 13, 28], [20, 7, 9, 10, 17, 5, 8, 6, 11, 19, 31, 15, 16, 26, 18, 14, 56, 59, 21, 29, 23, 25, 45, 39, 33, 27, 34, 44, 30], [40, 32, 35, 42, 37, 58, 38, 41, 47, 43, 46, 48, 52, 62, 54, 60, 49, 63, 53, 50, 51, 55, 57, 61, 68, 81, 64], [67, 65, 70, 66, 77, 69, 78, 71, 75, 72, 74, 76, 79, 82, 84, 80, 86, 87, 83, 85, 88]]
73: [[73, 22, 3, 24, 12, 4, 36, 2, 1, 13, 28], [20, 7, 9, 6, 17, 5, 8, 10, 11, 19, 31, 15, 16, 26, 18, 14, 56, 59, 21, 29, 23, 27, 45, 39, 33, 25, 34, 44, 30], [40, 32, 35, 37, 38, 43, 42, 41, 46, 47, 62, 48, 54, 51, 49, 50, 52, 60, 61, 53, 57, 55, 58, 63, 68, 81, 64], [67, 65, 70, 66, 77, 69, 78, 71, 75, 72, 74, 76, 79, 82, 84, 80, 86, 87, 83, 85, 88]]
74: [[73, 22, 3, 24, 12, 4, 36, 2, 1, 13, 28], [20, 7, 9, 6, 17, 5, 8, 10, 11, 19, 31, 15, 16, 26, 18, 14, 56, 59, 21, 29, 23, 27, 45, 39, 33, 25, 34, 44, 30], [40, 32, 35, 43, 38, 37, 42, 50, 41, 46, 47, 61, 48, 51, 53, 49, 52, 54, 60, 55, 57, 58, 62, 63, 68, 81, 64], [67, 65, 70, 66, 77, 69, 78, 71, 75, 72, 74, 76, 79, 82, 84, 80, 86, 87, 83, 85, 88]]
75: [[73, 22, 3, 24, 12, 4, 36, 2, 1, 13, 28], [20, 7, 9, 10, 17, 5, 8, 6, 11, 19, 31, 15, 16, 26, 18, 14, 56, 59, 23, 21, 29, 27, 45, 39, 33, 25, 34, 44, 30], [40, 32, 43, 35, 38, 37, 41, 46, 54, 42, 62, 49, 52, 58, 48, 47, 50, 55, 63, 51, 53, 60, 57, 61, 68, 81, 64], [67, 65, 70, 66, 77, 69, 78, 71, 75, 72, 74, 76, 79, 82, 84, 80, 86, 87, 83, 85, 88]]
76: [[73, 22, 3, 24, 12, 4, 36, 2, 1, 13, 28], [20, 7, 9, 6, 17, 5, 8, 10, 11, 19, 31, 15, 16, 26, 18, 14, 56, 59, 23, 21, 27, 29, 45, 39, 33, 25, 34, 44, 30], [40, 32, 43, 37, 35, 41, 38, 42, 48, 63, 50, 57, 46, 51, 54, 47, 52, 49, 62, 53, 61, 55, 58, 60, 68, 81, 64], [67, 65, 70, 66, 77, 69, 78, 71, 75, 72, 74, 76, 79, 82, 84, 80, 86, 87, 83, 85, 88]]
77: [[73, 22, 3, 24, 12, 4, 36, 2, 1, 13, 28], [20, 7, 9, 6, 17, 5, 8, 10, 11, 19, 31, 15, 16, 26, 18, 14, 56, 59, 23, 21, 29, 27, 45, 39, 33, 25, 34, 44, 30], [40, 32, 43, 35, 37, 58, 42, 38, 41, 47, 46, 49, 50, 63, 54, 48, 51, 53, 55, 52, 61, 57, 62, 60, 68, 81, 64], [67, 65, 70, 66, 77, 69, 78, 71, 75, 72, 74, 76, 79, 82, 84, 80, 86, 87, 83, 85, 88]]
78: [[73, 22, 3, 24, 12, 4, 36, 2, 1, 13, 28], [20, 7, 9, 6, 17, 5, 8, 10, 11, 19, 31, 15, 16, 26, 18, 14, 56, 59, 21, 29, 27, 23, 45, 39, 33, 25, 34, 44, 30], [40, 32, 35, 37, 43, 49, 38, 41, 61, 42, 54, 57, 53, 52, 58, 55, 46, 47, 51, 48, 50, 60, 63, 62, 68, 81, 64], [67, 65, 70, 66, 77, 69, 78, 71, 75, 72, 74, 76, 79, 82, 84, 80, 86, 87, 83, 85, 88]]
79: [[73, 22, 3, 24, 12, 4, 36, 2, 1, 13, 28], [20, 7, 9, 6, 17, 5, 8, 10, 11, 19, 31, 15, 16, 26, 18, 14, 56, 59, 23, 21, 27, 29, 45, 39, 33, 25, 34, 44, 30], [40, 32, 43, 35, 38, 37, 58, 42, 41, 46, 63, 61, 48, 52, 51, 54, 47, 49, 50, 53, 60, 55, 57, 62, 68, 81, 64], [67, 65, 70, 66, 77, 69, 78, 71, 75, 72, 74, 76, 79, 82, 84, 80, 86, 87, 83, 85, 88]]
80: [[73, 22, 3, 24, 12, 4, 36, 2, 1, 13, 28], [20, 7, 9, 6, 17, 5, 8, 10, 11, 19, 31, 15, 16, 26, 18, 14, 56, 59, 23, 21, 27, 25, 45, 39, 33, 29, 34, 44, 30], [40, 32, 35, 37, 38, 41, 42, 46, 47, 43, 48, 49, 53, 58, 51, 50, 55, 52, 54, 57, 62, 60, 61, 63, 68, 81, 64], [67, 65, 70, 66, 77, 69, 78, 71, 75, 72, 74, 76, 79, 82, 84, 80, 86, 87, 83, 85, 88]]
81: [[73, 22, 3, 24, 12, 4, 36, 2, 1, 13, 28], [20, 7, 9, 6, 17, 5, 8, 10, 11, 19, 31, 15, 16, 26, 18, 14, 56, 59, 21, 29, 30, 25, 45, 39, 33, 27, 34, 44, 23], [40, 32, 43, 35, 37, 41, 38, 42, 58, 62, 46, 51, 47, 63, 50, 48, 52, 53, 54, 57, 49, 60, 61, 55, 68, 81, 64], [67, 65, 70, 66, 77, 69, 78, 71, 75, 72, 74, 76, 79, 82, 84, 80, 86, 87, 83, 85, 88]]
82: [[73, 22, 3, 24, 12, 4, 36, 2, 1, 13, 28], [20, 7, 9, 6, 17, 5, 8, 10, 11, 19, 31, 15, 16, 26, 18, 14, 56, 59, 23, 29, 21, 27, 45, 39, 33, 25, 34, 44, 30], [40, 32, 35, 42, 37, 41, 46, 47, 38, 43, 50, 61, 53, 49, 48, 60, 52, 57, 54, 51, 62, 55, 58, 63, 68, 81, 64], [67, 65, 70, 66, 77, 69, 78, 71, 75, 72, 74, 76, 79, 82, 84, 80, 86, 87, 83, 85, 88]]
83: [[73, 22, 3, 24, 12, 4, 36, 2, 1, 13, 28], [20, 7, 9, 6, 17, 5, 8, 10, 11, 19, 31, 15, 16, 26, 18, 14, 56, 59, 27, 21, 29, 23, 45, 39, 33, 25, 34, 44, 30], [40, 32, 35, 37, 38, 58, 46, 42, 43, 41, 55, 48, 49, 62, 54, 53, 47, 51, 50, 52, 60, 57, 63, 61, 68, 81, 64], [67, 65, 70, 66, 77, 69, 78, 71, 75, 72, 74, 76, 79, 82, 84, 80, 86, 87, 83, 85, 88]]
84: [[73, 22, 3, 24, 12, 4, 36, 2, 1, 13, 28], [20, 7, 9, 6, 17, 5, 8, 10, 11, 19, 31, 15, 16, 26, 18, 14, 56, 59, 23, 29, 21, 27, 45, 39, 33, 25, 34, 44, 30], [40, 32, 35, 41, 42, 38, 43, 37, 46, 47, 52, 49, 55, 58, 48, 51, 50, 54, 53, 60, 61, 62, 57, 63, 68, 81, 64], [67, 65, 70, 66, 77, 69, 78, 71, 75, 72, 74, 76, 79, 82, 84, 80, 86, 87, 83, 85, 88]]
85: [[73, 22, 3, 24, 12, 4, 36, 2, 1, 13, 28], [20, 7, 9, 6, 17, 5, 8, 10, 11, 19, 31, 15, 16, 26, 18, 14, 56, 59, 25, 29, 27, 21, 45, 39, 33, 23, 34, 44, 30], [40, 32, 35, 38, 41, 51, 37, 42, 46, 58, 53, 43, 61, 47, 48, 49, 54, 52, 50, 55, 57, 60, 63, 62, 68, 81, 64], [67, 65, 70, 66, 77, 69, 78, 71, 75, 72, 74, 76, 79, 82, 84, 80, 86, 87, 83, 85, 88]]
86: [[73, 22, 3, 24, 12, 4, 36, 2, 1, 13, 28], [20, 7, 9, 6, 17, 5, 8, 10, 11, 19, 31, 15, 16, 26, 18, 14, 56, 59, 23, 21, 27, 25, 45, 39, 33, 29, 34, 44, 30], [40, 32, 43, 35, 37, 50, 42, 38, 46, 47, 41, 51, 54, 48, 53, 55, 52, 49, 58, 62, 57, 60, 61, 63, 68, 81, 64], [67, 65, 70, 66, 77, 69, 78, 71, 75, 72, 74, 76, 79, 82, 84, 80, 86, 87, 83, 85, 88]]
87: [[73, 22, 3, 24, 12, 4, 36, 2, 1, 13, 28], [20, 7, 9, 6, 17, 5, 8, 10, 11, 19, 31, 15, 16, 26, 18, 14, 56, 59, 23, 21, 27, 29, 45, 39, 33, 25, 34, 44, 30], [40, 32, 35, 42, 37, 38, 46, 41, 43, 47, 48, 49, 53, 52, 63, 51, 50, 57, 54, 55, 60, 62, 61, 58, 68, 81, 64], [67, 65, 70, 66, 77, 69, 78, 71, 75, 72, 74, 76, 79, 82, 84, 80, 86, 87, 83, 85, 88]]
88: [[73, 22, 3, 24, 12, 4, 36, 2, 1, 13, 28], [20, 7, 9, 10, 17, 5, 8, 6, 11, 19, 31, 15, 16, 26, 18, 14, 56, 59, 27, 21, 29, 23, 45, 39, 33, 25, 34, 44, 30], [40, 32, 35, 49, 38, 52, 42, 41, 50, 63, 46, 55, 61, 48, 37, 54, 43, 47, 51, 60, 53, 57, 58, 62, 68, 81, 64], [67, 65, 70, 66, 77, 69, 78, 71, 75, 72, 74, 76, 79, 82, 84, 80, 86, 87, 83, 85, 88]]
89: [[73, 22, 3, 24, 12, 4, 36, 2, 1, 13, 28], [20, 7, 9, 10, 17, 5, 8, 6, 11, 19, 31, 15, 16, 26, 18, 14, 56, 59, 21, 29, 27, 23, 45, 39, 33, 25, 34, 44, 30], [40, 32, 35, 42, 37, 58, 38, 41, 43, 47, 60, 46, 55, 49, 50, 48, 54, 51, 52, 57, 61, 53, 62, 63, 68, 81, 64], [67, 65, 70, 66, 77, 69, 78, 71, 75, 72, 74, 76, 79, 82, 84, 80, 86, 87, 83, 85, 88]]
90: [[73, 22, 3, 24, 12, 4, 36, 2, 1, 13, 28], [20, 7, 9, 6, 17, 5, 8, 10, 11, 19, 31, 15, 16, 26, 18, 14, 56, 59, 23, 21, 27, 25, 45, 39, 33, 29, 34, 44, 30], [40, 32, 35, 42, 37, 38, 41, 47, 46, 48, 54, 43, 52, 49, 50, 51, 53, 61, 55, 58, 57, 60, 63, 62, 68, 81, 64], [67, 65, 70, 66, 77, 69, 78, 71, 75, 72, 74, 76, 79, 82, 84, 80, 86, 87, 83, 85, 88]]
91: [[73, 22, 3, 24, 12, 4, 36, 2, 1, 13, 28], [20, 7, 9, 10, 17, 5, 8, 6, 11, 19, 31, 15, 16, 26, 18, 14, 56, 59, 21, 29, 27, 23, 45, 39, 33, 25, 34, 44, 30], [40, 32, 35, 37, 38, 41, 43, 42, 54, 46, 55, 60, 49, 48, 51, 47, 50, 62, 53, 57, 52, 63, 58, 61, 68, 81, 64], [67, 65, 70, 66, 77, 69, 78, 71, 75, 72, 74, 76, 79, 82, 84, 80, 86, 87, 83, 85, 88]]
92: [[73, 22, 3, 24, 12, 4, 36, 2, 1, 13, 28], [20, 7, 9, 10, 17, 5, 8, 6, 11, 19, 31, 15, 16, 26, 18, 14, 56, 59, 23, 21, 27, 29, 45, 39, 33, 25, 34, 44, 30], [40, 32, 35, 41, 37, 43, 38, 42, 46, 47, 51, 49, 50, 60, 48, 54, 53, 55, 52, 57, 62, 58, 63, 61, 68, 81, 64], [67, 65, 70, 66, 77, 69, 78, 71, 75, 72, 74, 76, 79, 82, 84, 80, 86, 87, 83, 85, 88]]
93: [[73, 22, 3, 24, 12, 4, 36, 2, 1, 13, 28], [20, 7, 9, 6, 17, 5, 8, 10, 11, 19, 31, 15, 16, 26, 18, 14, 56, 59, 29, 21, 27, 25, 45, 39, 33, 23, 34, 44, 30], [40, 32, 35, 37, 41, 38, 43, 42, 47, 46, 52, 54, 55, 50, 48, 51, 49, 61, 53, 57, 58, 60, 62, 63, 68, 81, 64], [67, 65, 70, 66, 77, 69, 78, 71, 75, 72, 74, 76, 79, 82, 84, 80, 86, 87, 83, 85, 88]]
94: [[73, 22, 3, 24, 12, 4, 36, 2, 1, 13, 28], [20, 7, 9, 10, 17, 5, 8, 6, 11, 19, 31, 15, 16, 26, 18, 14, 56, 59, 23, 21, 27, 25, 45, 39, 33, 30, 34, 44, 29], [40, 32, 43, 35, 41, 37, 38, 46, 50, 42, 47, 48, 61, 60, 54, 49, 55, 57, 52, 51, 53, 58, 62, 63, 68, 81, 64], [67, 65, 70, 66, 77, 69, 78, 71, 75, 72, 74, 76, 79, 82, 84, 80, 86, 87, 83, 85, 88]]
95: [[73, 22, 3, 24, 4, 36, 2, 1, 28, 12, 13], [20, 7, 9, 6, 17, 5, 8, 11, 19, 31, 15, 16, 26, 18, 14, 56, 59, 23, 21, 30, 29, 45, 39, 33, 25, 34, 44, 27, 10], [40, 32, 35, 43, 41, 46, 38, 37, 58, 42, 52, 53, 63, 48, 50, 47, 49, 62, 55, 60, 51, 54, 57, 61, 68, 81, 64], [67, 65, 70, 66, 77, 69, 78, 71, 75, 72, 74, 76, 79, 82, 84, 80, 86, 87, 83, 85, 88]]
96: [[73, 22, 3, 24, 12, 4, 36, 2, 1, 13, 28], [20, 7, 9, 10, 17, 5, 8, 6, 11, 19, 31, 15, 16, 26, 18, 14, 56, 59, 21, 29, 25, 23, 45, 39, 33, 27, 34, 44, 30], [40, 32, 35, 37, 38, 48, 42, 46, 43, 41, 47, 49, 53, 54, 55, 50, 51, 52, 57, 60, 62, 63, 58, 61, 68, 81, 64], [67, 65, 70, 66, 77, 69, 78, 71, 75, 72, 74, 76, 79, 82, 84, 80, 86, 87, 83, 85, 88]]
97: [[73, 22, 3, 24, 12, 4, 36, 2, 1, 13, 28], [20, 7, 9, 6, 17, 5, 8, 10, 11, 19, 31, 15, 16, 26, 18, 14, 56, 59, 23, 21, 27, 30, 45, 39, 33, 25, 34, 44, 29], [40, 32, 35, 41, 37, 46, 42, 38, 43, 62, 47, 50, 49, 52, 48, 54, 51, 53, 55, 61, 57, 63, 58, 60, 68, 81, 64], [67, 65, 70, 66, 77, 69, 78, 71, 75, 72, 74, 76, 79, 82, 84, 80, 86, 87, 83, 85, 88]]
98: [[73, 22, 3, 24, 12, 4, 36, 2, 1, 13, 28], [20, 7, 9, 6, 17, 5, 8, 10, 11, 19, 31, 15, 16, 26, 18, 14, 56, 59, 21, 29, 27, 25, 45, 39, 33, 23, 34, 44, 30], [40, 32, 35, 51, 37, 38, 47, 41, 42, 43, 54, 52, 46, 48, 49, 50, 55, 58, 53, 57, 63, 62, 61, 60, 68, 81, 64], [67, 65, 70, 66, 77, 69, 78, 71, 75, 72, 74, 76, 79, 82, 84, 80, 86, 87, 83, 85, 88]]
99: [[73, 22, 3, 24, 12, 4, 36, 2, 1, 13, 28], [20, 7, 9, 10, 17, 5, 8, 6, 11, 19, 31, 15, 16, 26, 18, 14, 56, 59, 23, 21, 27, 25, 45, 39, 33, 29, 34, 44, 30], [40, 32, 43, 35, 41, 38, 37, 46, 50, 42, 47, 48, 53, 61, 54, 51, 52, 63, 60, 49, 55, 58, 57, 62, 68, 81, 64], [67, 65, 70, 66, 77, 69, 78, 71, 75, 72, 74, 76, 79, 82, 84, 80, 86, 87, 83, 85, 88]]
100: [[73, 22, 3, 24, 4, 36, 2, 1, 28, 12, 13], [20, 7, 9, 17, 5, 8, 6, 11, 19, 31, 15, 16, 26, 18, 14, 56, 59, 29, 21, 25, 27, 45, 39, 33, 23, 34, 44, 30, 10], [40, 32, 43, 35, 41, 42, 37, 38, 47, 62, 46, 48, 53, 50, 51, 55, 60, 49, 52, 57, 63, 54, 58, 61, 68, 81, 64], [67, 65, 70, 66, 77, 69, 78, 71, 75, 72, 74, 76, 79, 82, 84, 80, 86, 87, 83, 85, 88]]
101: [[73, 22, 3, 24, 12, 4, 36, 2, 1, 13, 28], [20, 7, 9, 6, 17, 5, 8, 10, 11, 19, 31, 15, 16, 26, 18, 14, 56, 59, 27, 21, 29, 23, 45, 39, 33, 25, 34, 44, 30], [40, 32, 35, 37, 41, 47, 42, 38, 58, 43, 52, 54, 48, 61, 49, 50, 46, 51, 57, 53, 55, 62, 60, 63, 68, 81, 64], [67, 65, 70, 66, 77, 69, 78, 71, 75, 72, 74, 76, 79, 82, 84, 80, 86, 87, 83, 85, 88]]
