0: [[33], [20, 35, 3, 1, 2], [9, 5, 7], [24, 12], [8, 14, 15, 13, 4, 6, 10, 21], [11, 25, 27, 17], [31], [26, 22, 23], [28], [30], [19], [50, 37, 16, 29], [40, 32, 18], [46], [34, 36], [47, 44, 39, 42], [49, 57], [38], [41, 52], [43, 54], [45, 58], [48, 51], [53, 56, 55], [59], [60]]
74: [[33, 20, 35, 2, 3, 4, 12, 1, 9, 14, 24, 27, 5, 7], [8, 19, 11, 6, 10, 13, 15, 22, 16, 21, 17, 23, 26, 18, 25, 30], [28, 29, 31, 50, 44, 32, 36, 45, 42, 37, 43, 38, 39, 40, 34], [41, 46, 56, 52, 47, 49, 48, 53, 54, 55, 57, 59, 51, 58, 60]]
75: [[33, 20, 35, 2, 3, 4, 12, 1, 9, 14, 24, 27, 5, 7, 8, 19], [11, 10, 15, 6, 22, 31, 17, 16, 21, 25, 13, 18, 26, 30], [23, 29, 28, 50, 44, 32, 36, 45, 42, 37, 43, 38, 39, 40, 34], [41, 46, 56, 52, 47, 49, 48, 53, 54, 55, 57, 51, 59, 58, 60]]
76: [[33, 20, 35, 2, 3, 4, 12, 1, 9, 14, 24, 27, 5, 7, 8], [19, 11, 10, 15, 13, 6, 18, 16, 21, 31, 17, 23, 22, 25], [26, 30, 29, 28, 50, 44, 32, 36, 45, 42, 37, 43, 38, 39, 40, 34], [41, 46, 56, 52, 47, 49, 48, 53, 54, 51, 59, 55, 58, 57, 60]]
77: [[33, 20, 35, 2, 3, 4, 12, 1, 9, 14, 24, 27, 5, 7, 8], [19, 11, 10, 6, 15, 25, 13, 16, 21, 22, 17, 23, 30, 18], [28, 26, 31, 29, 50, 44, 32, 36, 45, 42, 37, 43, 38, 39, 40, 34], [41, 46, 56, 52, 47, 49, 48, 53, 54, 51, 59, 55, 57, 58, 60]]
78: [[33, 20, 35, 2, 3, 4, 12, 1, 9, 14, 24, 27, 5, 7, 8, 19], [11, 6, 13, 10, 22, 29, 17, 15, 23, 18, 16, 21, 30, 31], [28, 25, 26, 50, 44, 32, 36, 45, 42, 37, 43, 38, 39, 40, 34], [41, 46, 56, 52, 47, 49, 48, 53, 54, 55, 57, 51, 59, 58, 60]]
79: [[33, 20, 35, 2, 3, 4, 12, 1, 9, 14, 24, 27, 5, 7, 8], [19, 11, 6, 10, 29, 13, 15, 18, 31, 17, 26, 16, 21, 22, 28, 23], [25, 30, 50, 44, 32, 36, 45, 42, 37, 43, 38, 39, 40, 34], [41, 46, 56, 52, 47, 49, 48, 53, 54, 51, 59, 55, 57, 58, 60]]
80: [[33, 20, 35, 2, 3, 4, 12, 1, 9, 14, 24, 27, 5, 7, 8], [19, 11, 6, 13, 10, 22, 28, 16, 17, 15, 18, 23, 26, 21, 31, 29], [25, 30, 50, 44, 32, 36, 45, 42, 37, 43, 38, 39, 40, 34], [41, 46, 56, 52, 47, 49, 48, 53, 54, 55, 57, 59, 51, 58, 60]]
81: [[33, 20, 35, 2, 3, 4, 12, 1, 9, 14, 24, 27, 5, 7, 8], [19, 11, 26, 6, 31, 13, 21, 16, 17, 15, 30, 22, 10, 18, 25, 23], [28, 29, 50, 44, 32, 36, 45, 42, 37, 43, 38, 39, 40, 34], [41, 46, 56, 52, 47, 49, 48, 53, 54, 51, 59, 55, 58, 57, 60]]
82: [[33, 20, 35, 2, 3, 4, 12, 1, 9, 14, 24, 27, 5, 7, 8], [19, 11, 10, 6, 26, 22, 15, 17, 13, 16, 18, 23, 21, 25, 30, 31], [28, 29, 50, 44, 32, 36, 45, 42, 37, 43, 38, 39, 40, 34], [41, 46, 56, 52, 47, 49, 48, 53, 54, 55, 57, 51, 58, 59, 60]]
83: [[33, 20, 35, 2, 3, 4, 12, 1, 9, 14, 24, 27, 5, 7, 8], [19, 11, 10, 15, 13, 6, 18, 25, 16, 21, 17, 23, 30, 22, 26, 31], [29, 28, 50, 44, 32, 36, 45, 42, 37, 43, 38, 39, 40, 34], [41, 46, 56, 52, 47, 49, 48, 53, 54, 51, 59, 55, 58, 57, 60]]
84: [[33, 20, 35, 2, 3, 4, 12, 1, 9, 14, 24, 27, 5, 7, 8], [19, 11, 6, 10, 31, 13, 16, 15, 18, 23, 26, 17, 21, 30, 22, 25], [29, 28, 50, 44, 32, 36, 45, 42, 37, 43, 38, 39, 40, 34], [41, 46, 56, 52, 47, 49, 48, 53, 54, 55, 58, 51, 59, 57, 60]]
85: [[33, 20, 35, 2, 3, 4, 12, 1, 9, 14, 24, 27, 5, 7, 8, 19], [11, 18, 15, 10, 6, 22, 16, 25, 21, 13, 23, 28, 26, 17, 29], [30, 31, 50, 44, 32, 36, 45, 42, 37, 43, 38, 39, 40, 34], [41, 46, 56, 52, 47, 49, 48, 53, 54, 55, 51, 59, 57, 58, 60]]
86: [[33, 20, 35, 2, 3, 4, 12, 1, 9, 14, 24, 27, 5, 7, 8, 19], [11, 10, 15, 28, 6, 13, 25, 16, 17, 18, 22, 21, 23, 26, 29], [30, 31, 50, 44, 32, 36, 45, 42, 37, 43, 38, 39, 40, 34], [41, 46, 56, 52, 47, 49, 48, 53, 54, 55, 51, 59, 58, 57, 60]]
87: [[33, 20, 35, 2, 3, 4, 12, 1, 9, 14, 24, 27, 5, 7, 8, 19], [11, 26, 6, 13, 22, 10, 29, 17, 15, 18, 31, 16, 21, 30, 23], [28, 25, 50, 44, 32, 36, 45, 42, 37, 43, 38, 39, 40, 34], [41, 46, 56, 52, 47, 49, 48, 53, 54, 51, 59, 55, 57, 58, 60]]
88: [[33, 20, 35, 2, 3, 4, 12, 1, 9, 14, 24, 27, 5, 7], [8, 19, 11, 10, 6, 29, 13, 15, 16, 21, 17, 23, 22, 18, 31, 26], [28, 30, 25, 50, 44, 32, 36, 45, 42, 37, 43, 38, 39, 40, 34], [41, 46, 56, 52, 47, 49, 48, 53, 54, 55, 58, 51, 57, 59, 60]]
89: [[33, 20, 35, 2, 3, 4, 12, 1, 9, 14, 24, 27, 5, 7], [8, 19, 11, 10, 15, 6, 16, 13, 17, 21, 22, 29, 18, 23, 26, 31], [28, 30, 25, 50, 44, 32, 36, 45, 42, 37, 43, 38, 39, 40, 34], [41, 46, 56, 52, 47, 49, 48, 53, 54, 55, 51, 58, 59, 57, 60]]
90: [[33, 20, 35, 2, 3, 4, 12, 1, 9, 14, 24, 27, 5, 7, 8], [19, 11, 6, 15, 13, 10, 17, 18, 31, 22, 16, 28, 21, 29], [23, 25, 26, 30, 50, 44, 32, 36, 45, 42, 37, 43, 38, 39, 40, 34], [41, 46, 56, 52, 47, 49, 48, 53, 54, 55, 57, 59, 51, 58, 60]]
91: [[33, 20, 35, 2, 3, 4, 12, 1, 9, 14, 24, 27, 5, 7, 8], [19, 11, 18, 6, 15, 10, 29, 16, 13, 23, 21, 17, 22, 30, 28, 25], [26, 31, 50, 44, 32, 36, 45, 42, 37, 43, 38, 39, 40, 34], [41, 46, 56, 52, 47, 49, 48, 53, 54, 55, 57, 51, 59, 58, 60]]
92: [[33, 20, 35, 2, 3, 4, 12, 1, 9, 14, 24, 27, 5, 7, 8], [19, 11, 6, 10, 15, 13, 21, 17, 23, 16, 18, 22, 25, 28, 30, 29], [26, 31, 50, 44, 32, 36, 45, 42, 37, 43, 38, 39, 40, 34], [41, 46, 56, 52, 47, 49, 48, 53, 54, 55, 51, 58, 59, 57, 60]]
93: [[33, 20, 35, 2, 3, 4, 12, 1, 9, 14, 24, 27, 5, 7], [8, 19, 11, 6, 15, 13, 10, 16, 17, 18, 29, 21, 22, 26, 30], [28, 23, 25, 31, 50, 44, 32, 36, 45, 42, 37, 43, 38, 39, 40, 34], [41, 46, 56, 52, 47, 49, 48, 53, 54, 55, 57, 59, 51, 58, 60]]
94: [[33, 20, 35, 2, 3, 4, 12, 1, 9, 14, 24, 27, 5, 7, 8], [19, 11, 6, 10, 15, 13, 21, 17, 22, 16, 23, 18, 25, 29, 28, 26], [30, 31, 50, 44, 32, 36, 45, 42, 37, 43, 38, 39, 40, 34], [41, 46, 56, 52, 47, 49, 48, 53, 54, 55, 57, 51, 59, 58, 60]]
95: [[33, 20, 35, 2, 3, 4, 12, 1, 9, 14, 24, 27, 5, 7, 8], [19, 11, 6, 13, 15, 10, 16, 21, 17, 23, 26, 18, 25, 29, 22, 28], [31, 30, 50, 44, 32, 36, 45, 42, 37, 43, 38, 39, 40, 34], [41, 46, 56, 52, 47, 49, 48, 53, 54, 55, 58, 57, 59, 51, 60]]
96: [[33, 20, 35, 2, 3, 4, 12, 1, 9, 14, 24, 27, 5, 7], [8, 19, 11, 15, 10, 28, 13, 22, 17, 16, 30, 18, 21, 23, 26], [6, 25, 29, 31, 50, 44, 32, 36, 45, 42, 37, 43, 38, 39, 40, 34], [41, 46, 56, 52, 47, 49, 48, 53, 54, 55, 57, 51, 59, 58, 60]]
97: [[33, 20, 35, 2, 3, 4, 12, 1, 9, 14, 24, 27, 5, 7, 8, 19], [11, 30, 18, 13, 6, 16, 31, 10, 17, 15, 22, 21, 23, 25, 29], [28, 26, 50, 44, 32, 36, 45, 42, 37, 43, 38, 39, 40, 34], [41, 46, 56, 52, 47, 49, 48, 53, 54, 55, 57, 51, 58, 59, 60]]
98: [[33, 20, 35, 2, 3, 4, 12, 1, 9, 14, 24, 27, 5, 7, 8, 19], [11, 13, 10, 29, 23, 17, 18, 15, 22, 31, 16, 21, 6, 25], [30, 28, 26, 50, 44, 32, 36, 45, 42, 37, 43, 38, 39, 40, 34], [41, 46, 56, 52, 47, 49, 48, 53, 54, 55, 57, 51, 59, 58, 60]]
99: [[33, 20, 35, 2, 3, 4, 12, 1, 9, 14, 24, 27, 5, 7, 8, 19], [11, 6, 15, 13, 10, 22, 16, 18, 21, 23, 30, 17, 29, 25], [26, 28, 31, 50, 44, 32, 36, 45, 42, 37, 43, 38, 39, 40, 34], [41, 46, 56, 52, 47, 49, 48, 53, 54, 55, 51, 57, 58, 59, 60]]
100: [[33, 20, 35, 2, 3, 4, 12, 1, 9, 14, 24, 27, 5, 7], [8, 19, 11, 10, 6, 15, 17, 29, 16, 31, 13, 18, 21, 23, 22, 25], [30, 26, 28, 50, 44, 32, 36, 45, 42, 37, 43, 38, 39, 40, 34], [41, 46, 56, 52, 47, 49, 48, 53, 54, 55, 57, 51, 58, 59, 60]]
101: [[33, 20, 35, 2, 3, 4, 12, 1, 9, 14, 24, 27, 5, 7, 8], [19, 11, 13, 10, 21, 15, 17, 16, 22, 28, 18, 29, 6, 25], [23, 26, 31, 30, 50, 44, 32, 36, 45, 42, 37, 43, 38, 39, 40, 34], [41, 46, 56, 52, 47, 49, 48, 53, 54, 55, 51, 57, 58, 59, 60]]
102: [[33, 20, 35, 2, 3, 4, 12, 1, 9, 14, 24, 27, 5, 7], [8, 19, 11, 15, 30, 13, 25, 16, 17, 22, 21, 18, 10, 29, 6], [23, 26, 28, 31, 50, 44, 32, 36, 45, 42, 37, 43, 38, 39, 40, 34], [41, 46, 56, 52, 47, 49, 48, 53, 54, 55, 57, 59, 58, 51, 60]]
103: [[33, 20, 35, 2, 3, 4, 12, 1, 9, 14, 24, 27, 5, 7, 8, 19], [11, 22, 10, 13, 29, 16, 21, 18, 17, 15, 31, 23, 6, 25, 26], [28, 30, 50, 44, 32, 36, 45, 42, 37, 43, 38, 39, 40, 34], [41, 46, 56, 52, 47, 49, 48, 53, 54, 51, 59, 55, 58, 57, 60]]
104: [[33, 20, 35, 2, 3, 4, 12, 1, 9, 14, 24, 27, 5, 7, 8], [19, 11, 28, 15, 17, 13, 16, 18, 22, 23, 26, 30, 10, 21], [6, 25, 29, 31, 50, 44, 32, 36, 45, 42, 37, 43, 38, 39, 40, 34], [41, 46, 56, 52, 47, 49, 48, 53, 54, 51, 59, 55, 57, 58, 60]]
105: [[33, 20, 35, 2, 3, 4, 12, 1, 9, 14, 24, 27, 5, 7, 8, 19], [11, 6, 10, 15, 25, 16, 17, 18, 23, 13, 22, 21, 26, 30, 29], [28, 31, 50, 44, 32, 36, 45, 42, 37, 43, 38, 39, 40, 34], [41, 46, 56, 52, 47, 49, 48, 53, 54, 55, 51, 59, 58, 57, 60]]
106: [[33, 20, 35, 2, 3, 4, 12, 1, 9, 14, 24, 27, 5, 7, 8, 19], [11, 10, 6, 21, 13, 23, 16, 17, 15, 22, 18, 25, 29, 26], [28, 31, 30, 50, 44, 32, 36, 45, 42, 37, 43, 38, 39, 40, 34], [41, 46, 56, 52, 47, 49, 48, 53, 54, 55, 51, 57, 59, 58, 60]]
107: [[33, 20, 35, 2, 3, 4, 12, 1, 9, 14, 24, 27, 5, 7], [8, 19, 11, 10, 26, 13, 6, 18, 17, 29, 15, 21, 16, 23, 22, 25], [28, 31, 30, 50, 44, 32, 36, 45, 42, 37, 43, 38, 39, 40, 34], [41, 46, 57, 52, 47, 49, 48, 53, 54, 51, 55, 59, 58, 56, 60]]
108: [[33, 20, 35, 2, 3, 4, 12, 1, 9, 14, 24, 27, 5, 7], [8, 19, 11, 18, 15, 6, 10, 26, 13, 16, 21, 17, 22, 23, 25, 29], [28, 30, 31, 50, 44, 32, 36, 45, 42, 37, 43, 38, 39, 40, 34], [41, 46, 56, 52, 47, 49, 48, 53, 54, 55, 57, 51, 59, 58, 60]]
109: [[33, 20, 35, 2, 3, 4, 12, 1, 9, 14, 24, 27, 5, 7], [8, 19, 11, 6, 15, 10, 13, 18, 16, 25, 17, 22, 21, 23, 26, 29], [28, 30, 31, 50, 44, 32, 36, 45, 42, 37, 43, 38, 39, 40, 34], [41, 46, 56, 52, 47, 49, 48, 53, 54, 55, 57, 59, 51, 58, 60]]
110: [[33, 20, 35, 2, 3, 4, 12, 1, 11, 6, 24, 27, 5, 7, 8, 19], [15, 10, 9, 13, 14, 16, 17, 30, 22, 21, 28, 18, 26, 29], [31, 25, 37, 53, 40, 32, 36, 45, 42, 23, 43, 38, 39, 34, 44], [41, 46, 56, 52, 47, 50, 48, 57, 54, 55, 51, 59, 49, 58, 60]]
111: [[33, 20, 35, 2, 3, 4, 12, 1, 9, 14, 24, 27, 5, 7, 8], [19, 11, 6, 10, 13, 29, 15, 16, 17, 18, 23, 22, 21, 31, 25, 30], [26, 28, 50, 44, 32, 36, 45, 42, 37, 43, 38, 39, 40, 34], [41, 46, 56, 52, 47, 49, 48, 53, 54, 55, 58, 51, 59, 57, 60]]
112: [[33, 20, 35, 2, 3, 4, 12, 1, 9, 14, 24, 27, 5, 7, 8], [19, 11, 10, 22, 15, 25, 6, 16, 21, 23, 17, 18, 30, 26], [13, 28, 29, 31, 50, 44, 32, 36, 45, 42, 37, 43, 38, 39, 40, 34], [41, 46, 56, 52, 47, 49, 48, 53, 54, 51, 59, 55, 57, 58, 60]]
113: [[33, 20, 35, 2, 3, 4, 12, 1, 9, 14, 24, 27, 5, 7, 8], [19, 11, 10, 30, 13, 25, 16, 22, 23, 17, 18, 26, 21, 6, 15, 29], [28, 31, 50, 44, 32, 36, 45, 42, 37, 43, 38, 39, 40, 34], [41, 46, 56, 52, 47, 49, 48, 53, 54, 51, 59, 55, 58, 57, 60]]
114: [[33, 20, 35, 2, 3, 4, 12, 1, 9, 14, 24, 27, 5, 7, 8], [19, 11, 6, 26, 13, 10, 15, 23, 17, 16, 30, 21, 25, 18, 22, 29], [28, 31, 50, 44, 32, 36, 45, 42, 37, 43, 38, 39, 40, 34], [41, 46, 56, 52, 47, 49, 48, 53, 54, 55, 57, 59, 51, 58, 60]]
115: [[33, 20, 35, 2, 3, 4, 12, 1, 9, 14, 24, 27, 5, 7, 8], [19, 11, 10, 15, 25, 13, 23, 18, 16, 29, 17, 28, 26, 21], [6, 31, 22, 30, 50, 44, 32, 36, 45, 42, 37, 43, 38, 39, 40, 34], [41, 46, 56, 52, 47, 49, 48, 53, 54, 55, 51, 57, 58, 59, 60]]
116: [[33, 20, 35, 2, 3, 4, 12, 1, 9, 14, 24, 27, 5, 7, 8], [19, 11, 15, 26, 13, 16, 31, 17, 18, 25, 22, 28, 10, 21], [6, 29, 23, 30, 50, 44, 32, 36, 45, 42, 37, 43, 38, 39, 40, 34], [41, 46, 56, 52, 47, 49, 48, 53, 54, 55, 51, 57, 58, 59, 60]]
117: [[33, 20, 35, 2, 3, 4, 12, 1, 9, 14, 24, 27, 5, 7, 8], [19, 11, 13, 15, 16, 29, 18, 10, 22, 17, 21, 23, 25, 26], [6, 30, 31, 28, 50, 44, 32, 36, 45, 42, 37, 43, 38, 39, 40, 34], [41, 46, 56, 52, 47, 49, 48, 53, 54, 55, 51, 59, 57, 58, 60]]
118: [[33, 20, 35, 2, 3, 4, 12, 1, 13, 10, 24, 27, 5, 7, 9, 19], [8, 6, 14, 11, 15, 21, 17, 25, 26, 18, 23, 22, 28, 30], [16, 29, 31, 50, 44, 32, 36, 45, 42, 34, 43, 46, 39, 40, 37], [41, 38, 56, 52, 47, 60, 48, 49, 53, 55, 51, 59, 57, 58, 54]]
119: [[33, 20, 35, 2, 3, 4, 12, 1, 9, 14, 24, 27, 5, 7, 8], [19, 11, 6, 15, 13, 18, 10, 17, 16, 26, 28, 23, 22, 25], [21, 30, 29, 31, 50, 44, 32, 36, 45, 42, 37, 43, 38, 39, 40, 34], [41, 46, 56, 52, 47, 49, 48, 53, 54, 55, 51, 59, 57, 58, 60]]
120: [[33, 20, 35, 2, 3, 4, 12, 1, 9, 14, 24, 27, 5, 7], [8, 19, 11, 6, 10, 13, 15, 22, 16, 23, 17, 18, 25, 29, 26, 28], [30, 21, 31, 50, 44, 32, 36, 45, 42, 37, 43, 38, 39, 40, 34], [41, 46, 56, 52, 47, 49, 48, 53, 54, 51, 59, 55, 57, 58, 60]]
121: [[33, 20, 35, 2, 3, 9, 12, 1, 11, 10, 28, 8, 15, 7, 13], [4, 14, 6, 5, 27, 24, 26, 21, 31, 19, 16, 22, 17, 25, 18, 55], [29, 23, 53, 40, 32, 34, 46, 30, 36, 47, 44, 39, 42, 37], [41, 38, 57, 52, 43, 51, 45, 49, 48, 50, 54, 58, 56, 59, 60]]
