0: [[39, 10, 9], [37, 7], [4, 3, 1], [6, 5, 8], [2, 68], [14, 41, 15], [18, 11, 17], [28, 12, 13, 22], [24, 16, 23], [19, 20, 29], [21, 59, 25], [27, 31, 26], [58, 62, 34], [30, 33], [32, 35], [46, 42, 38], [40, 56, 45, 47], [36, 43, 52], [44, 51, 53], [49, 48, 61], [50, 54, 55], [60, 63, 57], [67, 70, 65], [64, 69, 73], [76, 66, 75], [71, 74, 72], [79, 82], [78, 80, 77], [85], [83, 81, 86], [84, 87, 88]]
51: [[39, 10], [9, 37], [7, 4, 3], [1, 6, 5], [8, 2, 68], [14, 41, 15], [18, 11, 17], [28, 12, 13], [22, 24, 16], [23, 19, 20], [29, 21, 59], [25, 27, 31], [26, 58, 62], [34, 30, 33], [32, 35, 46], [42, 38, 40], [56, 45], [47, 36, 43], [52, 44], [51, 53, 49], [48, 61], [50, 54, 55], [60, 63, 57], [67, 70, 65], [64, 69, 73], [76, 66, 75], [71, 74, 72], [79, 82, 78], [80, 77, 85], [83, 81, 86], [84, 87, 88]]
52: [[39, 10], [9, 37, 7], [4, 3, 1], [6, 5, 8], [2, 68], [14, 41, 15], [18, 11, 17], [28, 12, 13], [22, 24, 16], [23, 19, 20], [29, 21, 59], [25, 27, 31], [26, 58, 62], [34, 30, 33], [32, 35, 46], [42, 38, 40], [56, 45], [47, 36, 43], [52, 44, 51], [53, 49, 48, 61, 50, 54, 55], [60, 63, 57, 67, 70, 65, 64, 69, 73, 76, 66, 75, 71, 74, 72], [79, 82, 78, 80, 77, 85, 83, 81, 86, 84, 87, 88]]
53: [[39, 10], [9, 37, 7, 4], [3, 1, 6], [5, 8, 2], [68, 14], [41, 15, 18], [11, 17, 28], [12, 13, 22], [24, 16, 23], [19, 20, 29], [21, 59], [25, 27, 31], [26, 58, 62], [34, 30, 33], [32, 35, 46], [42, 38, 40], [56, 45, 47], [36, 43, 52], [44], [51, 53, 49], [48, 61, 50], [54, 55, 60], [63, 57, 67], [70, 65, 64], [69, 73, 76], [66, 75, 71], [74, 72, 79], [82], [78, 80, 77, 85, 83], [81, 86, 84, 87, 88]]
54: [[39, 10], [9, 37, 7], [4, 3, 1], [6, 5, 8], [2, 68, 14], [41, 15, 18], [11, 17], [28, 12], [13, 22, 24], [16, 23, 19], [20, 29, 21], [59, 25], [27, 31], [26, 58, 62], [34, 30, 33], [32, 35, 46], [42, 38, 40], [56, 45, 47], [36, 43, 52, 44], [51, 53, 49], [48, 61, 50], [54, 55, 60], [63, 57, 67], [70, 65, 64], [69, 73], [76, 66, 75], [71, 74, 72], [79, 82, 78], [80, 77, 85], [83, 81, 86], [84, 87], [88]]
55: [[39, 10], [9, 37, 7], [4, 3, 1], [6, 5, 8], [2, 68, 14], [41, 15], [18, 11, 17], [28, 12, 13], [22, 24, 16], [23, 19, 20], [29, 21, 59], [25, 27, 31], [26, 58, 62], [34, 30, 33], [32, 35, 46], [42, 38, 40], [56, 45, 47], [36, 43, 52], [44, 51, 53], [49, 48, 61], [50, 54, 55], [60, 63, 57], [67, 70, 65], [64, 69, 73], [76, 66, 75], [71, 74, 72, 79, 82, 78, 80, 77, 85, 83, 81, 86, 84, 87, 88]]
56: [[39, 10], [9, 37, 7], [4, 3, 1], [6, 5], [8, 2, 68], [14, 41, 15], [18, 11, 17], [28, 12, 13], [22, 24, 16], [23, 19, 20], [29, 21, 59], [25, 27, 31], [26, 58, 62], [34, 30, 33], [32, 35], [46, 42, 38], [40, 56, 45], [47, 36, 43], [52, 44], [51, 53, 49], [48, 61, 50], [54, 55, 60], [63, 57, 67], [70, 65], [64, 69, 73], [76, 66, 75, 71, 74, 72, 79, 82, 78, 80, 77, 85, 83, 81, 86, 84, 87, 88]]
57: [[39, 10], [9, 37, 7], [4, 3, 1], [6, 5, 8], [2, 68], [14, 41, 15], [18, 11, 17], [28, 12], [13, 22, 24], [16, 23, 19], [20, 29], [21, 59, 25], [27, 31], [26, 58], [62, 34, 30], [33, 32, 35], [46, 42, 38], [40, 56, 45], [47, 36, 43], [52, 44, 51], [53, 49, 48], [61, 50, 54], [55, 60, 63], [57, 67, 70], [65, 64, 69], [73, 76, 66], [75, 71, 74], [72, 79, 82], [78, 80, 77], [85, 83, 81], [86, 84, 87], [88]]
58: [[39, 10], [9, 37, 7], [4, 3, 1], [6, 5], [8, 2, 68], [14, 41, 15], [18, 11, 17], [28, 12, 13], [22, 24, 16], [23, 19, 20], [29, 21, 59], [25, 27, 31], [26, 58, 62], [34, 30, 33], [32, 35, 46], [42, 38, 40], [56, 45, 47], [36, 43], [52, 44, 51, 53, 49, 48, 61, 50, 54, 55, 60, 63, 57, 67, 70, 65, 64, 69, 73, 76, 66, 75, 71, 74, 72, 79, 82, 78, 80, 77, 85, 83, 81, 86, 84, 87, 88]]
59: [[39, 10], [9, 37, 7], [4, 3, 1], [6, 5], [8, 2, 68], [14, 41, 15], [18, 11, 17], [28, 12, 13], [22, 24, 16], [23, 19], [20, 29, 21], [59, 25, 27], [31, 26, 58], [62, 34, 30], [33, 32, 35], [46, 42, 38], [40, 56, 45], [47, 36, 43], [52, 44, 51], [53, 49], [48, 61, 50], [54, 55], [60, 63, 57], [67, 70, 65], [64, 69, 73], [76, 66, 75], [71, 74, 72], [79, 82, 78], [80, 77, 85], [83, 81, 86], [84, 87, 88]]
60: [[39, 10], [9, 37, 7], [4, 3, 1], [6, 5], [8, 2, 68], [14, 41, 15], [18, 11, 17], [28, 12, 13], [22, 24, 16], [23, 19, 20], [29, 21, 59], [25, 27, 31], [26, 58, 62], [34, 30, 33], [32, 35, 46], [42, 38, 40], [56, 45, 47], [36, 43, 52], [44, 51, 53, 49, 48, 61, 50, 54, 55, 60, 63, 57, 67, 70, 65, 64, 69, 73, 76, 66, 75, 71, 74, 72, 79, 82, 78, 80, 77, 85, 83, 81, 86, 84, 87, 88]]
61: [[39, 10], [9, 37, 7], [4, 3], [1, 6, 5], [8, 2, 68], [14, 41, 15], [18, 11, 17], [28, 12, 13], [22, 24, 16], [23, 19, 20, 29], [21, 59, 25], [27, 31, 26], [58, 62], [34, 30, 33], [32, 35, 46], [42, 38, 40], [56, 45, 47], [36, 43, 52, 44], [51, 53, 49, 48, 61, 50, 54, 55], [60, 63, 57, 67, 70, 65, 64, 69, 73, 76, 66, 75, 71, 74, 72, 79, 82, 78, 80, 77, 85, 83, 81, 86, 84, 87, 88]]
62: [[39, 10], [9, 37, 7], [4, 3], [1, 6], [5, 8, 2], [68, 14, 41], [15, 18, 11], [17, 28, 12], [13, 22, 24], [16, 23], [19, 20, 29], [21, 59, 25], [27, 31, 26], [58, 62], [34, 30, 33], [32, 35, 46], [42, 38, 40], [56, 45, 47], [36, 43, 52], [44, 51], [53, 49], [48, 61], [50, 54, 55], [60, 63, 57], [67, 70, 65], [64, 69, 73], [76, 66, 75], [71, 74, 72], [79, 82], [78, 80], [77, 85, 83], [81, 86, 84], [87, 88]]
63: [[39, 10, 9], [37, 7, 4], [3, 1], [6, 5, 8], [2, 68], [14, 41, 15], [18, 11, 17], [28, 12, 13], [22, 24, 16], [23, 19], [20, 29, 21], [59, 25, 27], [31, 26, 58], [62, 34, 30], [33], [32, 35, 46], [42, 38, 40], [56, 45, 47], [36, 43, 52], [44, 51, 53], [49, 48, 61], [50, 54, 55], [60, 63, 57, 67, 70, 65, 64, 69, 73, 76, 66, 75, 71, 74, 72, 79, 82, 78, 80, 77, 85, 83], [81, 86, 84, 87, 88]]
64: [[39, 10], [9, 37, 7], [4, 3, 1], [6, 5, 8], [2, 68, 14], [41, 15], [18, 11], [17, 28, 12], [13, 22, 24], [16, 23, 19], [20, 29, 21], [59, 25, 27], [31, 26, 58, 62], [34, 30, 33], [32, 35, 46], [42, 38, 40], [56, 45, 47], [36, 43, 52], [44, 51, 53], [49, 48, 61], [50, 54, 55], [60, 63, 57], [67, 70, 65], [64, 69, 73], [76, 66, 75], [71, 74, 72], [79, 82, 78], [80, 77, 85], [83, 81], [86, 84], [87, 88]]
65: [[39, 10, 9], [37, 7], [4, 3, 1], [6, 5, 8], [2, 68], [14, 41, 15], [18, 11, 17], [28, 12, 13, 22], [24, 16, 23], [19, 20, 29], [21, 59, 25], [27, 31, 26], [58, 62, 34], [30, 33, 32], [35, 46, 42], [38, 40, 56], [45, 47, 36], [43, 52, 44], [51, 53, 49], [48, 61, 50, 54, 55, 60, 63, 57, 67, 70, 65, 64, 69, 73, 76, 66, 75, 71, 74, 72, 79, 82], [78, 80, 77, 85, 83, 81, 86, 84, 87, 88]]
66: [[39, 10, 9], [37, 7, 4], [3, 1, 6], [5, 8], [2, 68, 14], [41, 15], [18, 11, 17], [28, 12, 13], [22, 24, 16], [23, 19, 20], [29, 21, 59], [25, 27, 31], [26, 58, 62], [34, 30, 33], [32, 35, 46], [42, 38, 40], [56, 45], [47, 36, 43], [52, 44, 51], [53, 49, 48], [61, 50, 54], [55, 60, 63], [57, 67, 70], [65, 64, 69], [73], [76, 66, 75], [71, 74, 72], [79, 82, 78], [80, 77, 85], [83, 81], [86, 84], [87, 88]]
67: [[39, 10, 9], [37, 7, 4], [3, 1, 6], [5, 8], [2, 68, 14], [41, 15, 18], [11, 17, 28], [12, 13, 22], [24, 16, 23], [19, 20, 29], [21, 59, 25], [27, 31, 26], [58, 62, 34], [30, 33, 32], [35, 46, 42], [38, 40, 56], [45, 47, 36], [43, 52, 44], [51, 53, 49], [48, 61], [50, 54], [55, 60, 63], [57, 67, 70], [65, 64, 69], [73, 76, 66], [75, 71, 74], [72, 79, 82], [78, 80, 77], [85, 83, 81], [86, 84, 87], [88]]
68: [[39, 10, 9], [37, 7], [4, 3, 1], [6, 5, 8], [2, 68], [14, 41, 15], [18, 11, 17], [28, 12, 13, 22], [24, 16], [23, 19], [20, 29, 21], [59, 25, 27], [31, 26, 58], [62, 34, 30], [33, 32, 35], [46, 42, 38], [40, 56], [45, 47, 36, 43, 52, 44, 51, 53, 49, 48, 61, 50, 54, 55, 60, 63, 57, 67, 70, 65, 64, 69, 73, 76, 66, 75, 71, 74], [72, 79, 82, 78, 80, 77, 85, 83, 81, 86, 84, 87, 88]]
69: [[39, 10], [9, 37, 7], [4, 3, 1], [6, 5, 8], [2, 68, 14], [41, 15, 18], [11, 17, 28], [12, 13, 22], [24, 16, 23], [19, 20, 29], [21, 59, 25], [27, 31, 26], [58, 62, 34], [30, 33, 32], [35, 46, 42], [38, 40], [56, 45, 47], [36, 43, 52], [44, 51, 53], [49, 48, 61], [50, 54, 55], [60, 63, 57], [67, 70, 65], [64, 69], [73, 76], [66, 75, 71], [74, 72, 79], [82, 78, 80], [77, 85], [83, 81, 86], [84, 87, 88]]
70: [[39, 10], [9, 37, 7], [4, 3, 1], [6, 5, 8], [2, 68, 14], [41, 15, 18], [11, 17, 28], [12, 13, 22], [24, 16, 23], [19, 20, 29], [21, 59, 25], [27, 31, 26], [58, 62, 34], [30, 33, 32], [35, 46, 42], [38, 40], [56, 45, 47], [36, 43, 52], [44, 51, 53], [49, 48, 61], [50, 54, 55, 60], [63, 57, 67], [70, 65, 64], [69, 73, 76], [66, 75, 71], [74, 72, 79], [82, 78, 80], [77, 85, 83], [81, 86, 84], [87, 88]]
71: [[39, 10, 9], [37, 7], [4, 3, 1], [6, 5, 8], [2, 68, 14], [41, 15, 18], [11], [17, 28, 12], [13, 22, 24], [16, 23, 19], [20, 29], [21, 59, 25], [27, 31, 26], [58, 62, 34], [30, 33, 32], [35, 46], [42, 38, 40], [56, 45, 47], [36, 43], [52, 44, 51], [53, 49, 48], [61, 50, 54], [55, 60], [63, 57, 67], [70, 65, 64], [69, 73, 76], [66, 75, 71], [74, 72], [79, 82, 78], [80, 77, 85], [83, 81], [86, 84, 87, 88]]
72: [[39, 10, 9], [37, 7], [4, 3], [1, 6, 5], [8, 2, 68], [14, 41, 15], [18, 11, 17], [28, 12, 13], [22, 24, 16], [23, 19], [20, 29, 21], [59, 25], [27, 31, 26], [58], [62, 34, 30], [33, 32, 35], [46, 42, 38], [40, 56, 45], [47, 36, 43, 52], [44, 51, 53, 49], [48, 61, 50], [54, 55, 60], [63, 57, 67], [70, 65], [64, 69], [73, 76, 66], [75, 71, 74], [72, 79, 82, 78, 80, 77, 85, 83, 81, 86, 84, 87, 88]]
73: [[39, 10], [9, 37, 7], [4, 3, 1], [6, 5, 8], [2, 68, 14], [41, 15, 18], [11, 17, 28], [12, 13, 22], [24, 16, 23], [19, 20, 29], [21, 59], [25, 27, 31], [26, 58, 62], [34, 30, 33], [32, 35, 46], [42, 38], [40, 56, 45], [47, 36, 43], [52, 44, 51], [53, 49, 48], [61, 50, 54], [55, 60, 63], [57, 67], [70], [65, 64, 69, 73, 76, 66, 75, 71, 74, 72, 79], [82, 78, 80, 77, 85, 83, 81, 86, 84, 87, 88]]
74: [[39, 10], [9, 37, 7], [4, 3, 1], [6, 5, 8], [2, 68, 14], [41, 15], [18, 11, 17], [28, 12, 13], [22, 24, 16], [23, 19, 20], [29, 21, 59], [25, 27], [31, 26, 58], [62, 34, 30], [33, 32, 35], [46, 42, 38], [40, 56, 45], [47, 36, 43], [52, 44], [51, 53, 49], [48, 61], [50, 54, 55, 60, 63, 57, 67, 70, 65, 64], [69, 73, 76, 66], [75, 71, 74, 72, 79, 82, 78, 80, 77, 85, 83, 81, 86, 84, 87, 88]]
75: [[39, 10], [9, 37, 7], [4, 3, 1], [6, 5, 8], [2, 68, 14], [41, 15, 18], [11, 17, 28], [12, 13, 22], [24, 16, 23], [19, 20, 29], [21, 59, 25], [27, 31, 26], [58, 62, 34], [30, 33, 32], [35, 46, 42], [38, 40, 56], [45, 47, 36], [43, 52, 44], [51, 53, 49], [48, 61], [50, 54, 55], [60, 63, 57], [67, 70, 65], [64, 69, 73], [76, 66, 75], [71, 74, 72], [79, 82, 78], [80, 77, 85], [83, 81, 86], [84, 87, 88]]
76: [[39, 10], [9, 37, 7], [4, 3, 1], [6, 5, 8], [2, 68], [14, 41, 15], [18, 11, 17], [28, 12, 13], [22, 24, 16], [23, 19, 20], [29, 21, 59, 25], [27, 31, 26], [58, 62, 34], [30, 33, 32], [35, 46, 42], [38, 40, 56], [45, 47, 36], [43, 52, 44], [51, 53, 49], [48, 61], [50, 54, 55], [60, 63, 57], [67, 70, 65], [64, 69, 73], [76, 66, 75], [71, 74, 72], [79, 82, 78], [80, 77, 85], [83, 81, 86, 84, 87, 88]]
77: [[39, 10], [9, 37, 7], [4, 3, 1], [6, 5, 8], [2, 68, 14], [41, 15, 18], [11, 17, 28], [12, 13, 22], [24, 16, 23], [19, 20], [29, 21, 59], [25, 27, 31], [26, 58, 62], [34, 30, 33], [32, 35], [46, 42, 38], [40, 56, 45], [47, 36, 43], [52, 44, 51], [53, 49, 48], [61, 50, 54], [55, 60, 63], [57, 67, 70], [65, 64], [69, 73], [76, 66, 75, 71, 74, 72, 79, 82, 78, 80, 77, 85, 83], [81, 86, 84, 87, 88]]
78: [[39, 10], [9, 37, 7], [4, 3, 1], [6, 5, 8], [2, 68, 14], [41, 15, 18], [11, 17, 28], [12, 13, 22], [24, 16, 23], [19, 20, 29], [21, 59, 25], [27, 31, 26], [58, 62, 34], [30, 33, 32], [35, 46], [42, 38, 40], [56, 45, 47], [36, 43, 52], [44, 51, 53], [49, 48], [61, 50, 54], [55, 60], [63, 57], [67, 70], [65, 64], [69, 73, 76], [66, 75], [71, 74, 72, 79], [82, 78, 80, 77, 85, 83, 81, 86, 84, 87, 88]]
79: [[39, 10], [9, 37, 7], [4, 3, 1], [6, 5], [8], [2, 68, 14], [41, 15], [18, 11, 17], [28, 12, 13], [22, 24, 16], [23, 19, 20], [29, 21, 59], [25, 27, 31], [26, 58, 62], [34, 30, 33], [32, 35, 46], [42, 38, 40], [56, 45, 47], [36], [43, 52, 44], [51, 53, 49], [48, 61, 50], [54, 55, 60], [63, 57], [67, 70], [65, 64, 69, 73, 76, 66, 75, 71, 74, 72, 79, 82, 78, 80, 77, 85, 83, 81, 86, 84, 87, 88]]
80: [[39, 10], [9, 37], [7, 4, 3], [1, 6, 5], [8, 2, 68], [14, 41, 15], [18, 11, 17], [28, 12, 13], [22, 24, 16], [23, 19, 20], [29, 21, 59], [25, 27, 31], [26, 58, 62], [34], [30, 33], [32, 35, 46], [42, 38, 40], [56, 45, 47], [36, 43], [52, 44], [51, 53], [49, 48, 61], [50, 54, 55], [60, 63], [57, 67, 70], [65, 64, 69], [73, 76, 66], [75, 71, 74], [72, 79], [82, 78, 80], [77, 85], [83, 81, 86], [84, 87, 88]]
81: [[39, 10], [9, 37, 7], [4, 3, 1], [6, 5, 8], [2, 68], [14, 41, 15], [18, 11, 17], [28, 12, 13], [22, 24, 16], [23, 19, 20], [29], [21, 59, 25], [27, 31], [26, 58, 62], [34, 30, 33], [32, 35], [46, 42, 38], [40, 56], [45, 47], [36, 43, 52, 44, 51, 53, 49, 48, 61, 50, 54, 55, 60, 63, 57, 67, 70, 65, 64, 69, 73, 76, 66, 75], [71, 74, 72, 79, 82, 78, 80, 77, 85, 83, 81, 86, 84, 87, 88]]
82: [[39, 10, 9], [37, 7, 4], [3, 1, 6], [5, 8], [2, 68, 14], [41, 15, 18], [11, 17, 28], [12, 13, 22], [24, 16, 23], [19, 20, 29], [21, 59], [25, 27, 31], [26, 58, 62], [34, 30], [33, 32, 35], [46, 42, 38], [40, 56, 45], [47, 36, 43], [52, 44, 51], [53, 49, 48], [61, 50, 54], [55, 60, 63], [57, 67, 70], [65, 64, 69], [73, 76, 66], [75, 71, 74], [72, 79], [82, 78], [80, 77, 85], [83, 81, 86], [84, 87, 88]]
83: [[39, 10], [9, 37], [7, 4, 3], [1, 6, 5], [8, 2, 68], [14, 41, 15], [18, 11, 17], [28, 12, 13], [22, 24, 16], [23, 19, 20], [29, 21, 59], [25, 27, 31], [26, 58, 62], [34, 30, 33], [32, 35, 46], [42, 38, 40], [56, 45, 47], [36, 43, 52], [44, 51, 53], [49, 48, 61], [50, 54, 55], [60, 63, 57], [67, 70, 65, 64, 69, 73, 76, 66, 75, 71, 74, 72, 79, 82, 78, 80, 77, 85, 83, 81, 86, 84, 87, 88]]
84: [[39, 10], [9, 37], [7, 4, 3], [1, 6, 5], [8, 2, 68], [14, 41, 15], [18, 11, 17], [28, 12, 13], [22, 24, 16], [23, 19, 20], [29, 21, 59], [25, 27, 31], [26, 58, 62], [34, 30, 33], [32, 35, 46], [42, 38, 40], [56, 45, 47], [36, 43, 52], [44, 51, 53], [49, 48, 61], [50, 54, 55], [60, 63, 57, 67, 70, 65, 64, 69, 73, 76, 66, 75, 71, 74, 72, 79, 82, 78, 80, 77, 85, 83, 81, 86, 84, 87, 88]]
85: [[39, 10], [9, 37, 7], [4, 3, 1], [6, 5, 8], [2], [68, 14, 41], [15, 18, 11], [17, 28], [12, 13, 22], [24, 16, 23], [19, 20], [29, 21, 59], [25, 27, 31], [26, 58, 62], [34, 30, 33], [32, 35, 46], [42, 38, 40], [56, 45], [47, 36, 43], [52, 44], [51, 53, 49], [48], [61, 50, 54], [55, 60, 63], [57, 67, 70], [65, 64, 69], [73, 76, 66], [75, 71, 74], [72, 79, 82], [78, 80], [77, 85], [83, 81, 86], [84, 87, 88]]
86: [[39, 10], [9, 37, 7], [4, 3, 1], [6, 5, 8], [2, 68, 14], [41, 15, 18], [11, 17, 28], [12, 13, 22], [24, 16], [23, 19, 20], [29, 21, 59], [25, 27, 31], [26, 58, 62], [34, 30, 33], [32, 35, 46], [42, 38], [40, 56], [45, 47], [36, 43, 52], [44, 51, 53], [49, 48, 61], [50, 54], [55, 60, 63], [57, 67, 70], [65, 64, 69, 73, 76, 66, 75], [71, 74, 72, 79, 82, 78, 80, 77, 85, 83, 81, 86, 84, 87, 88]]
87: [[39, 10, 9], [37, 7], [4, 3, 1], [6, 5, 8], [2, 68, 14], [41, 15, 18], [11, 17, 28], [12, 13, 22], [24, 16, 23], [19, 20, 29], [21, 59, 25], [27, 31, 26], [58, 62, 34], [30, 33, 32], [35, 46, 42, 38, 40, 56, 45, 47, 36, 43, 52, 44, 51, 53, 49, 48, 61, 50, 54, 55, 60, 63, 57, 67, 70, 65, 64, 69, 73, 76, 66, 75, 71, 74, 72, 79, 82, 78, 80, 77, 85, 83, 81, 86, 84, 87, 88]]
88: [[39, 10], [9, 37, 7], [4, 3, 1], [6, 5, 8], [2, 68, 14], [41, 15, 18], [11, 17, 28], [12, 13, 22], [24, 16, 23], [19, 20, 29], [21, 59, 25], [27, 31, 26], [58, 62, 34], [30, 33, 32], [35, 46, 42], [38, 40], [56, 45, 47], [36, 43], [52, 44], [51, 53, 49, 48, 61, 50, 54, 55, 60, 63, 57, 67, 70, 65, 64, 69, 73, 76, 66, 75, 71, 74, 72, 79, 82, 78, 80, 77, 85, 83, 81, 86, 84, 87, 88]]
89: [[39, 10], [9, 37], [7, 4, 3], [1, 6, 5], [8, 2, 68], [14, 41, 15], [18, 11, 17], [28, 12, 13], [22, 24, 16], [23, 19, 20], [29, 21, 59], [25, 27, 31], [26, 58, 62], [34, 30, 33], [32, 35, 46], [42, 38, 40], [56, 45], [47, 36, 43], [52, 44, 51], [53, 49, 48], [61, 50, 54], [55, 60, 63], [57, 67], [70, 65, 64], [69, 73, 76], [66], [75, 71, 74], [72, 79, 82], [78, 80, 77], [85, 83, 81, 86, 84, 87, 88]]
90: [[39, 10, 9], [37, 7, 4], [3, 1, 6], [5, 8], [2, 68, 14], [41, 15, 18], [11, 17, 28], [12, 13, 22], [24, 16, 23], [19, 20, 29], [21, 59, 25], [27, 31, 26], [58, 62, 34], [30, 33, 32], [35, 46, 42], [38, 40, 56], [45, 47], [36, 43, 52], [44, 51, 53], [49, 48, 61], [50, 54, 55], [60, 63], [57, 67], [70, 65, 64], [69, 73], [76, 66, 75, 71], [74, 72, 79, 82, 78, 80, 77, 85, 83, 81, 86, 84, 87, 88]]
91: [[39, 10], [9, 37, 7], [4, 3, 1], [6, 5, 8], [2, 68, 14], [41, 15, 18], [11, 17, 28], [12, 13], [22, 24, 16], [23, 19, 20], [29, 21, 59], [25, 27], [31, 26, 58], [62, 34, 30], [33, 32], [35, 46, 42], [38, 40], [56, 45, 47], [36, 43, 52], [44, 51, 53], [49, 48, 61], [50, 54, 55], [60, 63, 57], [67, 70, 65], [64, 69, 73], [76, 66, 75], [71, 74, 72], [79, 82, 78], [80, 77, 85], [83, 81, 86], [84, 87, 88]]
92: [[39, 10], [9, 37, 7], [4, 3, 1], [6, 5, 8], [2, 68, 14], [41, 15, 18], [11, 17, 28], [12, 13, 22], [24, 16, 23], [19, 20, 29], [21, 59, 25], [27, 31, 26], [58, 62, 34], [30, 33], [32, 35], [46, 42, 38, 40, 56, 45, 47, 36, 43, 52, 44, 51, 53, 49, 48, 61, 50, 54, 55, 60, 63, 57, 67, 70, 65, 64, 69], [73, 76, 66, 75, 71], [74, 72, 79, 82, 78, 80, 77, 85, 83, 81, 86, 84, 87, 88]]
93: [[39, 10], [9, 37], [7, 4, 3], [1, 6], [5, 8, 2], [68, 14, 41], [15], [18, 11, 17], [28, 12, 13], [22, 24, 16], [23, 19, 20], [29, 21], [59, 25, 27], [31, 26, 58], [62, 34], [30, 33, 32], [35, 46], [42, 38, 40], [56, 45, 47], [36, 43, 52], [44, 51], [53, 49], [48, 61], [50, 54, 55], [60, 63, 57], [67, 70, 65], [64, 69, 73], [76, 66, 75], [71, 74, 72], [79, 82], [78, 80], [77, 85, 83], [81, 86, 84], [87, 88]]
94: [[39, 10, 9], [37, 7, 4], [3, 1], [6, 5, 8], [2, 68, 14], [41, 15, 18], [11, 17, 28], [12, 13], [22, 24, 16], [23, 19, 20], [29, 21, 59], [25, 27], [31, 26, 58], [62, 34, 30], [33, 32, 35], [46, 42, 38], [40, 56, 45], [47, 36, 43], [52, 44, 51], [53, 49], [48, 61, 50], [54, 55, 60], [63, 57, 67], [70, 65, 64], [69, 73, 76], [66, 75, 71], [74, 72, 79], [82, 78], [80, 77, 85], [83, 81, 86], [84, 87, 88]]
95: [[39, 10, 9], [37, 7], [4, 3, 1], [6, 5], [8, 2, 68], [14, 41, 15], [18, 11, 17], [28, 12, 13], [22, 24, 16], [23, 19], [20, 29, 21], [59, 25, 27], [31, 26, 58], [62, 34, 30], [33, 32, 35], [46, 42, 38], [40, 56, 45], [47, 36, 43], [52, 44, 51], [53, 49, 48], [61, 50], [54, 55], [60, 63, 57], [67, 70, 65], [64, 69], [73, 76, 66, 75, 71, 74, 72, 79, 82, 78, 80, 77, 85, 83, 81, 86, 84, 87, 88]]
96: [[39, 10], [9, 37], [7, 4, 3], [1, 6, 5], [8, 2, 68], [14, 41, 15], [18, 11, 17], [28, 12, 13], [22, 24, 16], [23, 19, 20], [29, 21, 59], [25, 27, 31], [26, 58, 62], [34, 30], [33], [32, 35, 46], [42, 38, 40], [56, 45, 47], [36, 43], [52, 44, 51], [53, 49, 48], [61, 50, 54], [55, 60, 63], [57, 67], [70, 65], [64, 69, 73], [76, 66, 75], [71, 74, 72], [79, 82, 78], [80, 77, 85], [83, 81, 86], [84, 87, 88]]
97: [[39, 10], [9, 37], [7, 4, 3], [1, 6, 5], [8, 2, 68], [14, 41, 15], [18, 11, 17], [28, 12, 13], [22, 24, 16], [23, 19, 20], [29, 21, 59], [25, 27, 31], [26, 58, 62], [34, 30, 33], [32, 35, 46], [42, 38, 40], [56, 45, 47], [36, 43, 52, 44, 51, 53, 49, 48, 61, 50, 54, 55, 60, 63, 57, 67, 70, 65, 64, 69, 73, 76, 66, 75, 71, 74, 72, 79, 82, 78, 80, 77, 85, 83, 81, 86, 84, 87, 88]]
98: [[39, 10], [9, 37, 7], [4, 3], [1, 6, 5], [8, 2, 68], [14, 41, 15], [18, 11, 17], [28, 12, 13], [22, 24, 16], [23, 19], [20, 29], [21, 59, 25], [27, 31], [26, 58, 62, 34], [30, 33, 32, 35, 46, 42], [38, 40, 56, 45, 47, 36, 43, 52, 44, 51, 53, 49, 48, 61, 50, 54, 55, 60, 63, 57, 67, 70, 65, 64, 69, 73, 76, 66, 75, 71, 74], [72, 79, 82, 78, 80, 77, 85, 83, 81, 86, 84, 87, 88]]
99: [[39, 10], [9, 37], [7, 4, 3], [1, 6, 5], [8, 2, 68], [14, 41, 15], [18, 11, 17], [28, 12, 13], [22, 24, 16], [23, 19], [20, 29, 21], [59, 25, 27], [31, 26], [58, 62], [34, 30, 33], [32, 35, 46], [42, 38], [40], [56, 45, 47], [36, 43], [52, 44, 51], [53, 49, 48], [61, 50, 54], [55, 60, 63], [57, 67, 70], [65, 64, 69], [73, 76, 66], [75, 71, 74], [72, 79, 82], [78, 80, 77, 85], [83, 81, 86], [84, 87, 88]]
100: [[39, 10], [9, 37, 7], [4, 3, 1], [6, 5], [8, 2, 68], [14, 41], [15, 18, 11], [17, 28, 12], [13, 22, 24], [16, 23, 19], [20, 29, 21], [59, 25], [27, 31], [26, 58, 62], [34, 30, 33], [32, 35, 46], [42, 38, 40], [56, 45, 47], [36, 43, 52], [44, 51, 53], [49, 48, 61], [50, 54, 55], [60, 63, 57], [67, 70, 65], [64, 69, 73], [76, 66, 75], [71, 74, 72], [79, 82, 78], [80, 77, 85], [83, 81, 86], [84], [87, 88]]
101: [[39, 10, 9], [37, 7], [4, 3, 1], [6, 5, 8], [2, 68, 14], [41, 15, 18], [11, 17, 28], [12, 13, 22], [24, 16, 23], [19, 20, 29], [21, 59, 25], [27, 31, 26], [58, 62, 34], [30, 33, 32], [35, 46, 42], [38, 40, 56], [45, 47, 36], [43, 52, 44, 51, 53, 49, 48, 61, 50, 54, 55, 60, 63, 57, 67, 70, 65, 64, 69, 73, 76], [66, 75, 71, 74, 72, 79, 82, 78, 80, 77, 85, 83, 81, 86, 84, 87, 88]]
