0: [[53, 55, 39], [30, 58, 85], [78, 11], [47, 27], [83, 10], [87, 18, 65], [2, 86], [23, 13, 70], [24, 12], [42, 5, 38], [22, 50], [49, 1, 19], [46, 7, 45], [69, 88, 8, 79], [80, 14, 41, 15], [4, 3, 16, 34], [37, 26, 75], [29, 9, 20], [31, 33, 6], [57, 35, 51], [52, 64], [21, 17, 32], [54, 28, 25], [36, 56, 66], [59, 44, 40], [60, 62, 43], [71, 72], [48, 61], [68, 77], [63, 73, 76], [84, 67, 82], [81, 74]]
51: [[53, 55], [39, 30, 58], [85, 78, 11], [47, 27, 83], [10, 87, 18], [65, 2, 86], [23, 13, 70], [24, 12], [42, 5, 38], [22, 50, 49], [1, 19], [46, 7], [45, 69, 88], [8, 79], [80, 14, 41], [15, 4], [3, 16, 34], [37, 26, 75], [29, 9, 20], [31, 33], [6, 57, 35, 51], [52, 64, 21], [17, 32, 54], [28, 25], [36, 56, 66], [59, 44, 40], [60, 62, 43], [71, 72, 48], [61, 68, 77], [63, 73, 76], [84, 67, 82], [81, 74]]
52: [[53, 55], [39, 30], [58, 85, 78], [11, 47, 27], [83, 10, 87, 18], [65, 2, 86], [23, 13, 70], [24, 12, 42], [5, 38], [22, 50, 49], [1, 19, 46], [7, 45, 69], [88, 8, 79], [80, 14], [41, 15, 4], [3, 16, 34], [37, 26, 75], [29, 9, 20], [31, 33, 6], [57, 35, 51], [52, 64], [21, 17, 32], [54, 28, 25], [36, 56, 66], [59, 44], [40, 60, 62], [43, 71, 72], [48, 61, 68], [77, 63, 73, 76, 84, 67, 82, 81, 74]]
53: [[53, 55, 39], [30, 58, 85], [78, 11], [47, 27], [83, 10], [87, 18, 65], [2, 86], [23, 13, 70], [24, 12], [42, 5, 38], [22, 50], [49, 1], [19, 46, 7], [45, 69], [88, 8], [79, 80, 14], [41, 15], [4, 3], [16, 34, 37, 26, 75, 29, 9, 20, 31, 33, 6, 57, 35, 51, 52, 64, 21, 17, 32, 54, 28, 25, 36, 56, 66, 59, 44, 40], [60, 62, 43, 71, 72, 48, 61, 68, 77, 63, 73, 76, 84, 67, 82, 81, 74]]
54: [[53, 55, 39], [30, 58, 85], [78, 11], [47, 27], [83, 10, 87], [18, 65], [2, 86, 23], [13, 70], [24, 12, 42], [5, 38], [22, 50, 49], [1, 19], [46, 7], [45, 69], [88, 8, 79], [80, 14], [41, 15, 4], [3, 16, 34], [37, 26, 75], [29, 9, 20, 31], [33, 6, 57], [35, 51, 52], [64, 21, 17], [32, 54], [28, 25], [36, 56, 66, 59, 44, 40, 60, 62, 43, 71, 72, 48, 61, 68, 77, 63, 73, 76, 84, 67, 82, 81, 74]]
55: [[53, 55], [39, 30], [58, 85, 78], [11, 47, 27], [83, 10, 87], [18, 65, 2], [86, 23, 13], [70, 24, 12], [42, 5, 38], [22, 50, 49], [1, 19, 46], [7, 45, 69], [88, 8, 79], [80, 14], [41, 15], [4, 3, 16], [34, 37], [26, 75], [29, 9], [20, 31, 33], [6, 57], [35, 51, 52], [64, 21, 17], [32, 54, 28], [25, 36, 56], [66, 59, 44], [40, 60, 62], [43, 71, 72], [48, 61], [68, 77, 63], [73, 76], [84, 67, 82], [81, 74]]
56: [[53, 55], [39, 30], [58, 85], [78, 11, 47], [27, 83], [10, 87], [18, 65], [2, 86], [23, 13], [70, 24, 12], [42, 5, 38], [22, 50, 49], [1, 19, 46, 7], [45, 69, 88], [8, 79, 80], [14, 41, 15], [4, 3, 16], [34, 37], [26, 75, 29], [9, 20, 31], [33, 6, 57], [35, 51, 52], [64, 21, 17], [32, 54, 28], [25, 36, 56], [66, 59], [44, 40, 60, 62, 43, 71, 72, 48, 61, 68, 77, 63, 73, 76, 84, 67, 82, 81, 74]]
57: [[53, 55, 39], [30, 58, 85], [78, 11], [47, 27], [83, 10, 87], [18, 65], [2, 86], [23, 13, 70], [24, 12, 42], [5, 38, 22], [50, 49, 1], [19, 46], [7, 45], [69, 88], [8, 79, 80], [14, 41, 15], [4, 3], [16, 34, 37], [26, 75, 29], [9, 20], [31, 33, 6], [57, 35], [51, 52, 64], [21, 17, 32], [54, 28, 25], [36, 56, 66], [59, 44, 40], [60, 62, 43], [71, 72, 48], [61, 68, 77], [63, 73], [76, 84, 67], [82, 81, 74]]
58: [[53, 55, 39], [30, 58, 85], [78, 11, 47], [27, 83, 10], [87, 18, 65], [2, 86], [23, 13, 70], [24, 12], [42, 5, 38], [22, 50, 49], [1, 19], [46, 7], [45, 69], [88, 8, 79], [80, 14], [41, 15, 4], [3, 16], [34, 37], [26, 75, 29], [9, 20, 31], [33, 6, 57], [35, 51, 52], [64, 21, 17], [32, 54, 28], [25, 36, 56], [66, 59, 44], [40, 60, 62], [43, 71], [72, 48, 61], [68, 77, 63, 73, 76, 84, 67, 82, 81, 74]]
59: [[53, 55], [39, 30], [58, 85, 78], [11, 47, 27], [83, 10], [87, 18], [65, 2], [86, 23, 13], [70, 24, 12], [42, 5, 38], [22, 50, 49], [1, 19, 46], [7, 45, 69], [88, 8], [79, 80, 14], [41, 15, 4], [3, 16], [34, 37, 26], [75, 29, 9], [20, 31, 33], [6, 57, 35], [51, 52, 64], [21, 17, 32], [54, 28], [25, 36, 56], [66, 59], [44, 40, 60], [62, 43, 71], [72, 48, 61], [68, 77, 63], [73, 76, 84], [67, 82], [81, 74]]
60: [[53, 55, 39], [30, 58, 85], [78, 11], [47, 27], [83, 10], [87, 18, 65], [2, 86], [23, 13, 70], [24, 12], [42, 5, 38], [22, 50], [49, 1], [19, 46], [7, 45, 69], [88, 8, 79], [80, 14, 41], [15, 4, 3], [16, 34, 37], [26, 75], [29, 9, 20], [31, 33, 6], [57, 35, 51], [52, 64, 21], [17, 32, 54], [28, 25], [36], [56, 66, 59, 44, 40, 60, 62, 43, 71, 72, 48, 61, 68, 77, 63, 73, 76, 84, 67, 82, 81, 74]]
61: [[53, 55, 39], [30, 58], [85, 78], [11, 47], [27, 83, 10], [87, 18, 65], [2, 86], [23, 13, 70], [24, 12], [42, 5, 38], [22, 50, 49], [1, 19, 46], [7, 45, 69], [88, 8], [79, 80, 14], [41, 15], [4, 3, 16], [34, 37, 26], [75, 29], [9, 20, 31], [33, 6], [57, 35, 51], [52, 64, 21], [17, 32, 54], [28, 25], [36, 56, 66], [59, 44], [40, 60, 62, 43, 71, 72, 48, 61, 68, 77, 63, 73, 76], [84, 67, 82], [81, 74]]
62: [[53, 55], [39, 30], [58, 85], [78, 11], [47, 27], [83, 10], [87, 18], [65, 2], [86, 23], [13, 70], [24, 12], [42, 5], [38, 22, 50], [49, 1], [19, 46], [7, 45], [69, 88], [8, 79, 80], [14, 41, 15], [4, 3, 16], [34, 37, 26], [75, 29, 9], [20, 31, 33], [6, 57, 35], [51, 52, 64], [21, 17], [32, 54, 28], [25, 36], [56, 66, 59], [44, 40, 60], [62, 43, 71], [72, 48, 61], [68, 77], [63, 73, 76], [84, 67, 82], [81, 74]]
63: [[53, 55, 39], [30, 58], [85, 78, 11], [47, 27, 83], [10, 87, 18], [65, 2, 86], [23, 13, 70], [24, 12, 42], [5, 38, 22], [50, 49], [1, 19, 46], [7, 45, 69], [88, 8], [79, 80], [14, 41, 15], [4, 3], [16, 34, 37], [26, 75], [29, 9], [20, 31], [33, 6], [57, 35, 51, 52], [64, 21, 17], [32, 54, 28], [25, 36], [56, 66, 59], [44, 40, 60, 62, 43, 71, 72, 48, 61, 68, 77, 63, 73, 76, 84, 67, 82, 81, 74]]
64: [[53, 55], [39, 30], [58, 85], [78, 11], [47, 27], [83, 10], [87, 18, 65], [2, 86, 23], [13, 70], [24, 12], [42, 5, 38], [22, 50, 49], [1, 19, 46], [7, 45, 69], [88, 8, 79], [80, 14], [41, 15, 4], [3, 16, 34], [37, 26], [75, 29, 9], [20, 31, 33], [6, 57, 35], [51, 52], [64, 21, 17], [32, 54, 28], [25, 36, 56], [66, 59, 44], [40, 60, 62], [43, 71, 72], [48, 61, 68], [77, 63, 73], [76, 84, 67, 82], [81, 74]]
65: [[53, 55, 39], [30, 58, 85], [78, 11, 47], [27, 83, 10], [87, 18], [65, 2, 86], [23, 13, 70], [24, 12, 42], [5, 38, 22], [50, 49, 1], [19, 46, 7], [45, 69, 88], [8, 79], [80, 14, 41], [15, 4, 3], [16, 34], [37, 26, 75], [29, 9, 20], [31, 33, 6], [57, 35, 51], [52, 64, 21, 17], [32, 54], [28, 25, 36], [56, 66, 59], [44, 40], [60, 62, 43], [71, 72], [48, 61, 68], [77, 63], [73, 76, 84], [67, 82], [81, 74]]
66: [[53, 55], [39, 30, 58], [85, 78, 11], [47, 27], [83, 10, 87], [18, 65, 2], [86, 23, 13], [70, 24, 12], [42, 5], [38, 22], [50, 49, 1], [19, 46, 7], [45, 69, 88], [8, 79, 80], [14, 41, 15], [4, 3, 16], [34, 37, 26], [75, 29, 9], [20, 31], [33, 6], [57, 35], [51, 52, 64], [21, 17], [32, 54, 28], [25, 36], [56, 66], [59, 44, 40], [60, 62, 43], [71, 72], [48, 61, 68, 77, 63, 73, 76, 84, 67, 82, 81, 74]]
67: [[53, 55, 39], [30, 58], [85, 78], [11, 47], [27, 83, 10], [87, 18], [65, 2, 86], [23, 13], [70, 24, 12], [42, 5], [38, 22, 50], [49, 1, 19], [46, 7], [45, 69, 88, 8], [79, 80, 14, 41], [15, 4, 3], [16, 34, 37], [26, 75, 29], [9, 20, 31, 33], [6, 57], [35, 51, 52], [64, 21, 17], [32, 54, 28], [25, 36, 56], [66, 59, 44], [40, 60], [62, 43, 71], [72, 48, 61], [68, 77, 63], [73, 76, 84], [67, 82, 81, 74]]
68: [[53, 55, 39], [30, 58], [85, 78], [11, 47, 27], [83, 10, 87], [18, 65, 2], [86, 23], [13, 70, 24], [12, 42, 5], [38, 22, 50], [49, 1, 19], [46, 7], [45, 69, 88], [8, 79, 80], [14, 41, 15], [4, 3, 16], [34, 37, 26], [75, 29, 9], [20, 31, 33], [6, 57, 35, 51], [52, 64, 21], [17, 32], [54, 28, 25], [36, 56, 66], [59, 44, 40], [60, 62, 43], [71, 72, 48, 61], [68, 77, 63], [73, 76, 84], [67, 82], [81, 74]]
69: [[53, 55], [39, 30], [58, 85], [78, 11], [47, 27], [83, 10, 87], [18, 65], [2, 86, 23], [13, 70, 24], [12, 42, 5], [38, 22], [50, 49, 1], [19, 46, 7], [45, 69, 88], [8, 79, 80], [14, 41, 15], [4, 3], [16, 34, 37], [26, 75, 29], [9, 20], [31, 33, 6], [57, 35, 51, 52], [64, 21, 17], [32, 54], [28, 25, 36], [56, 66, 59], [44, 40], [60, 62, 43], [71, 72, 48], [61, 68, 77], [63, 73, 76], [84, 67, 82], [81, 74]]
70: [[53, 55], [39, 30], [58, 85], [78, 11], [47, 27], [83, 10, 87], [18, 65], [2, 86, 23], [13, 70], [24, 12], [42, 5, 38], [22, 50, 49], [1, 19], [46, 7, 45], [69, 88, 8], [79, 80, 14], [41, 15, 4], [3, 16, 34], [37, 26, 75], [29, 9, 20], [31, 33, 6], [57, 35, 51], [52, 64, 21], [17, 32], [54, 28, 25, 36, 56, 66, 59, 44, 40, 60, 62, 43, 71, 72, 48, 61, 68, 77, 63, 73, 76, 84, 67, 82, 81, 74]]
71: [[53, 55], [39, 30, 58], [85, 78, 11], [47, 27, 83], [10, 87], [18, 65, 2], [86, 23, 13], [70, 24, 12], [42, 5, 38], [22, 50, 49], [1, 19], [46, 7, 45], [69, 88, 8], [79, 80, 14], [41, 15, 4], [3, 16], [34, 37, 26], [75, 29, 9], [20, 31, 33], [6, 57, 35], [51, 52, 64], [21, 17, 32], [54, 28, 25, 36, 56, 66, 59, 44, 40, 60, 62, 43, 71, 72, 48, 61, 68, 77, 63, 73, 76, 84, 67, 82, 81, 74]]
72: [[53, 55], [39, 30], [58, 85], [78, 11, 47], [27, 83, 10], [87, 18], [65, 2, 86], [23, 13], [70, 24, 12], [42, 5, 38], [22, 50, 49], [1, 19, 46], [7, 45, 69], [88, 8], [79, 80, 14], [41, 15, 4], [3, 16], [34, 37], [26, 75, 29], [9, 20], [31, 33, 6], [57, 35, 51], [52, 64], [21, 17, 32], [54, 28], [25, 36, 56], [66, 59, 44], [40, 60, 62], [43, 71, 72], [48, 61, 68], [77, 63, 73], [76, 84, 67], [82, 81, 74]]
73: [[53, 55, 39], [30, 58, 85], [78, 11], [47, 27], [83, 10, 87], [18, 65], [2, 86, 23], [13, 70], [24, 12, 42], [5, 38, 22], [50, 49], [1, 19], [46, 7], [45, 69, 88], [8, 79], [80, 14, 41], [15, 4, 3], [16, 34], [37, 26, 75], [29, 9, 20], [31, 33, 6], [57, 35, 51], [52, 64, 21], [17, 32], [54, 28, 25], [36, 56, 66], [59, 44, 40], [60, 62, 43], [71, 72], [48, 61], [68, 77], [63, 73, 76], [84, 67, 82], [81, 74]]
74: [[53, 55], [39, 30, 58], [85, 78], [11, 47, 27], [83, 10], [87, 18], [65, 2, 86], [23, 13], [70, 24, 12], [42, 5, 38], [22, 50, 49], [1, 19], [46, 7], [45, 69], [88, 8, 79], [80, 14, 41], [15, 4], [3, 16, 34], [37, 26], [75, 29], [9, 20, 31], [33, 6, 57], [35, 51], [52, 64, 21], [17, 32, 54], [28, 25, 36], [56, 66, 59], [44, 40, 60], [62, 43], [71, 72, 48], [61, 68], [77, 63, 73, 76, 84, 67, 82, 81, 74]]
75: [[53, 55], [39, 30], [58, 85], [78, 11], [47, 27, 83], [10, 87], [18, 65, 2], [86, 23, 13], [70, 24], [12, 42], [5, 38], [22, 50], [49, 1, 19, 46], [7, 45, 69], [88, 8, 79], [80, 14], [41, 15, 4], [3, 16, 34], [37, 26], [75, 29], [9, 20, 31], [33, 6, 57], [35, 51], [52, 64], [21, 17, 32], [54, 28], [25, 36], [56, 66, 59], [44, 40, 60], [62, 43], [71, 72, 48], [61, 68], [77, 63, 73], [76, 84, 67], [82, 81, 74]]
76: [[53, 55, 39], [30, 58, 85], [78, 11], [47, 27, 83], [10, 87, 18], [65, 2], [86, 23, 13], [70, 24, 12, 42], [5, 38], [22, 50, 49], [1, 19, 46], [7, 45], [69, 88, 8], [79, 80], [14, 41, 15], [4, 3, 16], [34, 37, 26, 75, 29, 9, 20, 31, 33, 6, 57, 35, 51, 52, 64, 21, 17, 32, 54, 28, 25, 36], [56, 66, 59, 44, 40, 60, 62, 43, 71, 72, 48, 61, 68, 77, 63, 73, 76, 84, 67, 82, 81, 74]]
77: [[53, 55], [39, 30], [58, 85, 78], [11, 47, 27], [83, 10, 87], [18, 65, 2], [86, 23, 13], [70, 24, 12], [42, 5, 38], [22, 50, 49], [1, 19], [46, 7, 45], [69, 88, 8], [79, 80], [14, 41], [15, 4, 3], [16, 34, 37], [26, 75], [29, 9, 20], [31, 33, 6], [57, 35, 51], [52, 64, 21], [17, 32], [54, 28], [25, 36, 56], [66, 59, 44], [40, 60, 62], [43, 71, 72], [48, 61], [68, 77], [63, 73, 76], [84, 67, 82], [81, 74]]
78: [[53, 55], [39, 30], [58, 85, 78], [11, 47, 27], [83, 10, 87], [18, 65], [2, 86, 23], [13, 70], [24, 12], [42, 5, 38], [22, 50], [49, 1, 19], [46, 7, 45], [69, 88], [8, 79, 80], [14, 41, 15], [4, 3, 16], [34, 37, 26], [75, 29], [9, 20, 31, 33, 6, 57, 35, 51, 52, 64, 21, 17, 32, 54, 28, 25, 36, 56, 66, 59, 44, 40, 60, 62, 43, 71, 72, 48, 61, 68, 77], [63, 73, 76, 84, 67, 82, 81, 74]]
79: [[53, 55, 39], [30, 58, 85], [78, 11], [47, 27], [83, 10, 87], [18, 65], [2, 86, 23], [13, 70], [24, 12, 42], [5, 38], [22, 50, 49], [1, 19, 46], [7, 45], [69, 88], [8, 79], [80, 14, 41], [15, 4, 3], [16, 34, 37], [26, 75], [29, 9, 20], [31, 33, 6], [57, 35, 51], [52, 64, 21], [17, 32, 54], [28, 25], [36, 56, 66], [59, 44, 40], [60, 62, 43], [71, 72, 48], [61, 68, 77], [63, 73], [76], [84, 67, 82, 81, 74]]
80: [[53, 55, 39], [30, 58, 85], [78, 11], [47, 27, 83], [10, 87], [18, 65, 2], [86, 23, 13], [70, 24, 12], [42, 5, 38], [22, 50, 49], [1, 19, 46], [7, 45], [69, 88, 8], [79, 80, 14], [41, 15, 4], [3, 16, 34], [37, 26, 75, 29], [9, 20, 31, 33, 6, 57, 35, 51, 52, 64, 21, 17, 32, 54, 28, 25, 36, 56, 66, 59, 44, 40, 60, 62, 43, 71, 72, 48, 61, 68, 77, 63, 73, 76, 84, 67, 82, 81, 74]]
81: [[53, 55], [39, 30, 58], [85, 78], [11, 47, 27], [83, 10], [87, 18], [65, 2, 86], [23, 13], [70, 24, 12], [42, 5, 38], [22, 50, 49], [1, 19], [46, 7], [45, 69], [88, 8], [79, 80, 14], [41, 15], [4, 3, 16], [34, 37], [26, 75], [29, 9, 20], [31, 33, 6], [57, 35, 51], [52, 64, 21], [17, 32], [54, 28, 25], [36, 56, 66, 59, 44, 40, 60, 62, 43, 71, 72, 48, 61, 68, 77, 63, 73, 76, 84, 67, 82, 81, 74]]
82: [[53, 55], [39, 30], [58, 85, 78], [11, 47, 27], [83, 10], [87, 18, 65], [2, 86, 23], [13, 70, 24], [12, 42, 5], [38, 22, 50], [49, 1, 19], [46, 7, 45], [69, 88], [8, 79, 80], [14, 41, 15], [4, 3, 16], [34, 37, 26], [75, 29, 9], [20, 31, 33], [6, 57], [35, 51, 52], [64, 21], [17, 32], [54, 28, 25], [36, 56, 66], [59, 44, 40], [60, 62, 43], [71, 72, 48], [61, 68], [77, 63], [73, 76], [84, 67, 82], [81, 74]]
83: [[53, 55], [39, 30, 58], [85, 78], [11, 47], [27, 83, 10], [87, 18, 65], [2, 86, 23], [13, 70, 24], [12, 42, 5], [38, 22, 50], [49, 1, 19], [46, 7, 45], [69, 88, 8], [79, 80, 14], [41, 15], [4, 3], [16, 34, 37], [26, 75], [29, 9, 20], [31, 33, 6], [57, 35, 51], [52, 64, 21], [17, 32, 54], [28, 25], [36, 56], [66, 59, 44, 40], [60, 62, 43], [71, 72], [48, 61], [68, 77], [63, 73, 76], [84, 67, 82], [81, 74]]
84: [[53, 55], [39, 30], [58, 85], [78, 11, 47], [27, 83], [10, 87], [18, 65, 2], [86, 23, 13], [70, 24, 12], [42, 5, 38], [22, 50, 49], [1, 19, 46], [7, 45, 69, 88], [8, 79, 80], [14, 41, 15], [4, 3], [16, 34, 37], [26, 75, 29], [9, 20, 31], [33, 6, 57], [35, 51, 52, 64, 21, 17, 32, 54, 28, 25, 36, 56, 66, 59, 44, 40, 60, 62, 43, 71, 72, 48, 61], [68, 77, 63, 73, 76, 84, 67, 82, 81, 74]]
85: [[53, 55], [39, 30], [58, 85], [78, 11], [47, 27], [83, 10, 87], [18, 65, 2], [86, 23, 13], [70, 24, 12], [42, 5, 38], [22, 50, 49], [1, 19], [46, 7], [45, 69, 88], [8, 79, 80], [14, 41], [15, 4, 3], [16, 34, 37], [26, 75], [29, 9, 20], [31, 33], [6, 57, 35], [51, 52, 64], [21, 17, 32], [54, 28], [25, 36, 56], [66, 59, 44], [40, 60, 62], [43, 71, 72], [48, 61, 68], [77, 63, 73], [76, 84], [67, 82], [81, 74]]
86: [[53, 55, 39], [30, 58, 85], [78, 11], [47, 27], [83, 10], [87, 18], [65, 2], [86, 23, 13], [70, 24], [12, 42, 5], [38, 22, 50], [49, 1, 19], [46, 7, 45], [69, 88, 8, 79], [80, 14], [41, 15, 4], [3, 16], [34, 37, 26], [75, 29, 9], [20, 31], [33, 6, 57], [35, 51, 52], [64, 21], [17, 32, 54], [28, 25, 36], [56, 66, 59], [44, 40, 60], [62, 43, 71], [72, 48, 61], [68, 77, 63], [73, 76], [84, 67, 82], [81, 74]]
87: [[53, 55], [39, 30], [58, 85], [78, 11, 47], [27, 83, 10], [87, 18, 65], [2, 86, 23], [13, 70, 24], [12, 42, 5], [38, 22, 50], [49, 1, 19], [46, 7, 45], [69, 88, 8], [79, 80, 14], [41, 15, 4], [3, 16, 34], [37, 26], [75, 29], [9, 20, 31], [33, 6, 57], [35, 51, 52], [64, 21, 17], [32, 54, 28], [25, 36], [56, 66, 59], [44, 40], [60, 62, 43], [71, 72], [48, 61, 68], [77, 63, 73], [76, 84, 67], [82, 81, 74]]
88: [[53, 55], [39, 30], [58, 85], [78, 11, 47], [27, 83], [10, 87, 18], [65, 2], [86, 23, 13], [70, 24, 12], [42, 5, 38], [22, 50, 49], [1, 19, 46], [7, 45], [69, 88, 8], [79, 80, 14], [41, 15, 4], [3, 16, 34], [37, 26, 75], [29, 9, 20], [31, 33], [6, 57, 35], [51, 52, 64, 21], [17, 32, 54], [28, 25, 36], [56, 66, 59], [44, 40, 60], [62, 43], [71, 72, 48], [61, 68], [77, 63, 73], [76, 84], [67], [82, 81, 74]]
89: [[53, 55, 39], [30, 58, 85], [78, 11, 47], [27, 83], [10, 87], [18, 65, 2], [86, 23], [13, 70, 24], [12, 42], [5, 38, 22], [50, 49], [1, 19, 46, 7], [45, 69, 88], [8, 79, 80], [14, 41, 15], [4, 3, 16], [34, 37, 26], [75, 29, 9], [20, 31, 33], [6, 57, 35], [51, 52, 64], [21, 17, 32], [54, 28, 25], [36, 56, 66], [59, 44, 40], [60, 62, 43], [71, 72, 48], [61, 68], [77, 63, 73, 76], [84, 67, 82], [81, 74]]
90: [[53, 55], [39, 30], [58, 85], [78, 11], [47, 27], [83, 10], [87, 18], [65, 2, 86], [23, 13, 70], [24, 12, 42], [5, 38, 22], [50, 49, 1, 19], [46, 7, 45], [69, 88, 8], [79, 80, 14], [41, 15], [4, 3, 16], [34, 37], [26, 75], [29, 9, 20], [31, 33, 6], [57, 35, 51], [52, 64], [21, 17, 32], [54, 28, 25], [36, 56, 66], [59, 44], [40, 60, 62], [43, 71], [72, 48], [61, 68, 77], [63, 73, 76], [84, 67, 82], [81, 74]]
91: [[53, 55, 39], [30, 58], [85, 78], [11, 47], [27, 83, 10], [87, 18, 65], [2, 86], [23, 13, 70], [24, 12], [42, 5, 38], [22, 50, 49], [1, 19, 46], [7, 45, 69], [88, 8], [79, 80, 14], [41, 15], [4, 3, 16], [34, 37, 26], [75], [29, 9, 20, 31, 33, 6, 57, 35, 51, 52, 64, 21, 17, 32, 54, 28], [25, 36, 56, 66, 59, 44, 40, 60, 62, 43, 71, 72, 48, 61, 68, 77, 63, 73, 76, 84, 67, 82, 81, 74]]
92: [[53, 55], [39, 30], [58, 85], [78, 11, 47], [27, 83], [10, 87, 18], [65, 2], [86, 23, 13], [70, 24, 12], [42, 5], [38, 22, 50], [49, 1], [19, 46], [7, 45, 69], [88, 8, 79], [80, 14], [41, 15, 4], [3, 16, 34], [37, 26, 75], [29, 9], [20, 31, 33], [6, 57], [35, 51, 52], [64, 21, 17], [32, 54, 28], [25, 36, 56], [66, 59, 44], [40, 60, 62], [43, 71, 72], [48, 61, 68], [77, 63], [73, 76, 84], [67, 82, 81], [74]]
93: [[53, 55], [39, 30, 58, 85], [78, 11, 47, 27], [83, 10, 87], [18, 65, 2], [86, 23], [13, 70, 24], [12, 42], [5, 38, 22], [50, 49, 1], [19, 46, 7, 45], [69, 88, 8, 79], [80, 14, 41, 15], [4, 3, 16], [34, 37, 26], [75, 29, 9], [20, 31, 33], [6, 57, 35], [51, 52, 64], [21, 17, 32], [54, 28, 25], [36, 56, 66], [59, 44, 40], [60, 62], [43, 71], [72, 48, 61], [68, 77, 63], [73, 76], [84, 67, 82, 81, 74]]
94: [[53, 55, 39], [30, 58, 85], [78, 11, 47], [27, 83, 10], [87, 18, 65], [2, 86, 23], [13, 70, 24], [12, 42], [5, 38, 22], [50, 49, 1], [19, 46, 7], [45, 69, 88], [8, 79, 80], [14, 41, 15], [4, 3, 16], [34, 37, 26], [75, 29], [9, 20, 31], [33, 6], [57, 35], [51, 52], [64, 21, 17], [32, 54, 28], [25, 36, 56], [66, 59, 44], [40, 60, 62], [43, 71], [72, 48, 61], [68, 77], [63, 73, 76], [84, 67, 82], [81, 74]]
95: [[53, 55, 39], [30, 58], [85, 78, 11], [47, 27, 83], [10, 87, 18], [65, 2, 86], [23, 13, 70], [24, 12, 42], [5, 38, 22], [50, 49], [1, 19, 46], [7, 45, 69], [88, 8, 79], [80, 14, 41], [15, 4, 3], [16, 34], [37, 26, 75], [29, 9], [20, 31, 33], [6, 57, 35], [51, 52, 64], [21, 17, 32], [54, 28, 25], [36, 56, 66], [59, 44, 40], [60, 62], [43, 71, 72], [48, 61, 68], [77, 63, 73], [76, 84, 67], [82, 81, 74]]
96: [[53, 55], [39, 30, 58], [85, 78, 11], [47, 27, 83], [10, 87, 18], [65, 2, 86], [23, 13], [70, 24, 12], [42, 5], [38, 22, 50], [49, 1, 19], [46, 7, 45], [69, 88, 8], [79, 80, 14], [41, 15, 4], [3, 16], [34, 37, 26], [75, 29, 9], [20, 31, 33], [6, 57, 35], [51, 52, 64], [21, 17, 32], [54, 28, 25], [36, 56], [66, 59], [44, 40, 60, 62, 43, 71, 72, 48, 61], [68, 77, 63, 73, 76, 84, 67, 82, 81, 74]]
97: [[53, 55, 39], [30, 58], [85, 78], [11, 47], [27, 83, 10], [87, 18, 65], [2, 86], [23, 13, 70], [24, 12], [42, 5, 38, 22], [50, 49, 1], [19, 46, 7], [45, 69, 88], [8, 79], [80, 14, 41], [15, 4], [3, 16, 34], [37, 26, 75, 29], [9, 20], [31, 33, 6], [57, 35], [51, 52, 64], [21, 17, 32], [54, 28, 25], [36, 56], [66, 59, 44], [40, 60], [62, 43, 71], [72, 48, 61], [68, 77, 63], [73, 76, 84], [67, 82], [81, 74]]
98: [[53, 55], [39, 30], [58, 85], [78, 11], [47, 27, 83], [10, 87, 18], [65, 2, 86], [23, 13, 70], [24, 12, 42], [5, 38, 22], [50, 49, 1], [19, 46], [7, 45, 69], [88, 8, 79], [80, 14], [41, 15, 4], [3, 16, 34], [37, 26, 75], [29, 9, 20], [31, 33, 6], [57, 35, 51], [52, 64, 21], [17, 32, 54], [28, 25, 36], [56, 66], [59, 44, 40], [60, 62, 43], [71, 72, 48], [61, 68, 77], [63, 73, 76], [84, 67], [82, 81, 74]]
99: [[53, 55], [39, 30], [58, 85], [78, 11], [47, 27], [83, 10, 87], [18, 65, 2], [86, 23, 13], [70, 24], [12, 42], [5, 38], [22, 50, 49], [1, 19], [46, 7, 45], [69, 88, 8], [79, 80, 14], [41, 15, 4], [3, 16], [34, 37, 26], [75, 29, 9], [20, 31, 33], [6, 57, 35], [51, 52], [64, 21, 17], [32, 54, 28], [25, 36, 56], [66, 59, 44], [40, 60, 62], [43, 71, 72], [48, 61, 68], [77, 63, 73], [76, 84, 67], [82, 81, 74]]
100: [[53, 55], [39, 30, 58], [85, 78, 11], [47, 27, 83], [10, 87, 18], [65, 2], [86, 23, 13], [70, 24], [12, 42], [5, 38, 22], [50, 49, 1], [19, 46, 7], [45, 69, 88], [8, 79, 80], [14, 41, 15], [4, 3, 16], [34, 37, 26], [75, 29, 9], [20, 31], [33, 6, 57, 35], [51, 52, 64], [21, 17, 32], [54, 28, 25], [36, 56], [66, 59, 44], [40, 60, 62], [43, 71, 72], [48, 61, 68], [77, 63, 73], [76, 84, 67], [82, 81, 74]]
101: [[53, 55], [39, 30], [58, 85, 78], [11, 47, 27], [83, 10], [87, 18, 65], [2, 86], [23, 13, 70], [24, 12], [42, 5, 38, 22], [50, 49, 1], [19, 46, 7], [45, 69, 88], [8, 79, 80, 14], [41, 15], [4, 3, 16], [34, 37, 26], [75, 29, 9], [20, 31, 33], [6, 57, 35], [51, 52], [64, 21, 17], [32, 54, 28], [25, 36, 56], [66, 59, 44], [40, 60, 62, 43], [71, 72, 48, 61, 68, 77, 63, 73, 76, 84, 67, 82, 81, 74]]
