0: [[11, 17, 21, 74], [15, 41, 14], [67, 37, 7], [1, 3, 2], [4, 5, 6], [8, 9, 10], [29], [28, 12, 22, 13], [16, 23, 24, 18], [19, 20, 50], [26, 25, 27], [30, 31, 56, 33], [32, 43, 39, 34], [44, 36, 42, 38], [35, 63, 57], [45, 47, 40, 46], [61, 48, 55], [51, 54, 49], [53, 52, 60, 59], [62, 58, 80], [70, 69, 64, 65], [66, 68, 75], [71, 72, 77], [73, 76, 78], [79, 82, 83], [81, 84, 85, 86], [87, 88]]
51: [[11, 17, 21, 74], [15, 41, 14], [67, 37, 7], [1, 3, 2], [4, 5, 6], [8, 9, 10], [29, 28, 12, 22], [13, 16, 23], [24, 18, 19, 20, 50], [26, 25, 27, 30], [31, 56, 33, 32], [43, 39, 34], [44, 36], [42, 38, 35, 63, 40], [45, 47, 46], [48, 60, 51], [54, 52, 55, 53], [59, 49, 57], [58, 61, 62, 80], [70, 69, 64], [65, 66, 68], [75, 71, 72], [77, 73, 76, 78, 79, 82, 83, 81, 84, 85, 86, 87, 88]]
52: [[11, 17, 21, 74], [15, 41, 14], [67, 37, 7, 1], [3, 2, 4], [5, 6, 8], [9, 10, 29, 28], [12, 22, 13], [16, 23, 24], [18, 19, 20], [50, 26, 25], [27, 30, 31], [56, 33, 32, 43], [39, 34, 44, 36], [42, 38, 35, 63], [40, 45, 47, 46], [49, 61, 52, 48], [51, 53, 55], [54, 59], [62, 58, 57, 60], [80, 70, 69, 64], [65, 66], [68, 75, 71, 72, 77], [73, 76, 78, 79], [82, 83], [81, 84, 85, 86], [87, 88]]
53: [[11, 17, 21], [74, 15, 41, 14], [67, 37, 7, 1], [3, 2], [4, 5, 6], [8, 9, 10], [29], [28, 12, 22, 13], [16, 23, 24, 18], [19, 20, 50], [26, 25, 27, 30], [31, 56, 33, 32], [43, 39, 34, 44, 36], [42, 38, 35, 63], [40, 47, 45, 46], [53, 49, 48], [55, 51, 52, 54], [59, 57, 58, 62, 60], [61], [80, 70, 69, 64, 65], [66, 68, 75, 71, 72, 77, 73, 76, 78, 79, 82, 83, 81, 84, 85, 86, 87, 88]]
54: [[11, 17, 21, 74], [15, 41, 14, 67], [37, 7, 1], [3, 2, 4], [5, 6, 8, 9], [10, 29, 28], [12, 22], [13, 16], [23, 24], [18, 19, 20, 50], [26, 25, 27, 30], [31, 56, 33], [32, 43, 39], [34], [44, 36], [42, 38, 35, 63], [40, 45, 47], [46, 48, 61, 49, 51], [52, 55, 53], [62, 54, 58, 57], [59, 60, 80, 70, 69], [64, 65, 66, 68, 75, 71, 72, 77, 73], [76, 78, 79, 82, 83, 81, 84, 85, 86, 87, 88]]
55: [[11, 17, 21, 74], [15, 41, 14], [67, 37, 7, 1, 3, 2], [4, 5, 6], [8, 9, 10, 29], [28, 12, 22, 13], [16, 23, 24], [18, 19, 20, 50], [26, 25, 27, 30], [31, 56, 33, 32], [43, 39, 34, 44], [36, 42, 38], [35, 63, 40, 45, 47], [46, 49, 51, 48], [55, 52, 53], [57, 54, 59, 60], [58, 61, 62, 80], [70, 69, 64, 65], [66, 68, 75], [71, 72, 77, 73], [76, 78, 79, 82, 83, 81, 84, 85, 86, 87, 88]]
56: [[11, 17, 21], [74, 15, 41], [14, 67, 37], [7, 1, 3], [2, 4, 5], [6, 8, 9], [10, 29, 28], [12, 22, 13], [16, 23, 24, 18], [19, 20, 50, 26], [25, 27, 30, 31], [56], [33, 32, 43], [39, 34, 44], [36, 42, 38], [35, 63], [40, 45, 47], [46, 48, 61, 53], [51, 49, 55], [54, 52], [57, 60], [58, 62, 59], [80, 70], [69], [64, 65, 66], [68, 75, 71, 72], [77, 73, 76], [78, 79, 82], [83, 81, 84, 85], [86, 87, 88]]
57: [[11, 17, 21, 74], [15, 41, 14, 67], [37, 7, 1], [3, 2, 4], [5, 6, 8, 9], [10, 29, 28], [12, 22], [13, 16], [23, 24], [18], [19, 20, 50, 26], [25, 27, 30, 31], [56, 33, 32], [43, 39, 34, 44], [36, 42, 38], [35, 63, 40, 47, 45, 46, 54, 61, 49, 52, 48, 55], [51, 58, 53, 60, 59, 62, 57, 80, 70, 69, 64, 65], [66, 68, 75, 71, 72, 77, 73, 76, 78, 79, 82, 83], [81, 84, 85, 86, 87, 88]]
58: [[11, 17, 21, 74], [15, 41, 14], [67, 37, 7], [1, 3, 2], [4, 5, 6], [8], [9, 10, 29], [28, 12, 22], [13, 16, 23, 24], [18, 19, 20], [50, 26], [25, 27, 30], [31, 56, 33], [32, 43, 39, 34, 44], [36, 42, 38], [35, 63, 40, 45], [47, 46, 49], [61], [53, 51, 48, 55], [52, 60, 54], [57, 59, 58], [62, 80, 70, 69], [64, 65, 66, 68], [75, 71, 72], [77, 73, 76], [78, 79, 82, 83, 81], [84, 85, 86], [87, 88]]
59: [[11, 17, 21], [74], [15, 41, 14], [67, 37, 7], [1, 3, 2], [4, 5, 6, 8], [9, 10], [29, 28, 12, 22], [13, 16, 23, 24], [18, 19, 20, 50], [26, 25, 27], [30], [31, 56, 33], [32, 43, 39], [34], [44, 36, 42], [38, 35, 63, 46, 47], [45, 40, 54, 61, 53, 49, 48, 51, 52, 59, 55], [57], [60, 58, 62, 80, 70, 69], [64, 65, 66, 68, 75, 71, 72, 77, 73, 76, 78, 79, 82, 83, 81, 84, 85, 86, 87, 88]]
60: [[11, 17, 21], [74, 15, 41], [14, 67], [37, 7, 1], [3, 2], [4, 5, 6], [8, 9, 10], [29, 28, 12], [22, 13, 16], [23, 24, 18], [19, 20, 50], [26, 25, 27], [30, 31, 56], [33, 32, 43], [39, 34, 44], [36, 42, 38, 35], [63], [40, 45, 47], [46, 49, 61], [55, 48, 51, 54], [52, 57, 53], [62, 58], [60, 59, 80], [70, 69, 64, 65], [66, 68, 75, 71], [72, 77, 73, 76], [78, 79, 82], [83, 81, 84], [85, 86, 87, 88]]
61: [[11, 17, 21, 74], [15, 41, 14], [67, 37, 7], [1, 3, 2], [4, 5, 6], [8, 9, 10], [29, 28, 12], [22, 13, 16], [23, 24, 18], [19, 20, 50, 26], [25, 27, 30, 31], [56, 33, 32], [43, 39, 34, 44], [36, 42], [38, 35, 63, 40, 47, 45, 46, 49, 48, 51, 55, 53, 54, 52, 58, 59, 57, 61, 60, 62, 80, 70], [69, 64, 65, 66, 68, 75, 71, 72, 77, 73, 76, 78, 79, 82], [83, 81, 84, 85, 86, 87, 88]]
62: [[11, 17, 21, 74], [15, 41, 14], [67, 37, 7], [1, 3, 2], [4, 5, 6], [8, 9, 10], [29], [28, 12, 22], [13, 16, 23], [24, 18, 19], [20, 50, 26], [25, 27, 30, 31], [56, 33, 32], [43, 39, 34, 44], [36, 42, 38, 35], [63, 40], [45, 47, 46, 52], [61, 48, 51], [49, 54, 53, 55], [59, 57, 62], [60, 58, 80], [70, 69, 64], [65, 66], [68, 75, 71, 72, 77], [73, 76, 78, 79], [82, 83, 81, 84, 85], [86, 87, 88]]
63: [[11, 17, 21], [74], [15, 41, 14], [67, 37, 7], [1, 3, 2], [4, 5, 6], [8, 9], [10, 29, 28, 12], [22, 13, 16, 23], [24, 18, 19], [20, 50, 26, 25], [27, 30], [31, 56, 33, 32], [43, 39, 34, 44], [36, 42, 38], [35, 63, 40, 45], [47, 46, 52, 53], [49, 48, 54], [55, 51, 59, 61], [57, 58, 62, 60], [80, 70, 69], [64, 65, 66], [68, 75, 71], [72, 77, 73, 76], [78, 79, 82], [83, 81, 84], [85, 86, 87, 88]]
64: [[11, 17, 21, 74], [15, 41, 14, 67], [37, 7, 1], [3, 2, 4, 5], [6, 8, 9, 10], [29, 28, 12, 22], [13, 16, 23], [24, 18, 19, 20], [50, 26, 25, 27], [30, 31, 56, 33], [32, 43, 39], [34, 44, 36], [42, 38, 35, 63], [40, 45, 47, 46], [52, 61, 49, 48], [51, 53, 54], [55, 57, 62], [59, 58, 60, 80], [70, 69], [64, 65, 66, 68, 75, 71, 72, 77, 73, 76, 78, 79, 82, 83, 81, 84, 85, 86, 87, 88]]
65: [[11, 17, 21, 74], [15, 41, 14], [67, 37, 7], [1, 3, 2, 4], [5, 6, 8, 9], [10, 29, 28], [12, 22, 13, 16], [23, 24, 18], [19, 20, 50], [26, 25, 27, 30], [31, 56, 33], [32, 43, 39, 34], [44, 36, 42], [38, 35, 63], [40, 45, 47], [46, 57, 61], [55, 48, 52, 53], [49, 51], [54, 59, 58, 62, 60, 80, 70, 69, 64, 65, 66, 68, 75, 71, 72, 77, 73, 76, 78, 79, 82, 83, 81, 84, 85, 86, 87, 88]]
66: [[11, 17, 21, 74], [15, 41, 14], [67, 37, 7], [1, 3, 2, 4], [5, 6, 8], [9, 10, 29], [28, 12, 22, 13], [16, 23, 24], [18, 19, 20, 50], [26, 25, 27, 30], [31, 56, 33], [32, 43, 39], [34, 44, 36], [42, 38, 35], [63, 40], [47, 45, 46, 49], [61, 53, 51], [48, 52, 55, 54], [59, 60, 58, 57], [62, 80, 70], [69, 64, 65, 66, 68, 75, 71, 72, 77, 73, 76, 78, 79, 82], [83, 81, 84, 85, 86, 87, 88]]
67: [[11, 17, 21, 74], [15, 41, 14, 67], [37, 7, 1], [3, 2, 4, 5], [6, 8, 9, 10], [29, 28, 12, 22], [13], [16, 23, 24], [18, 19, 20], [50, 26, 25, 27], [30, 31, 56], [33, 32, 43], [39, 34, 44], [36, 42, 38], [35, 63, 40, 47], [45, 46, 53], [61, 48, 51, 49], [54, 52, 55], [57, 62, 59], [60, 58, 80], [70, 69, 64], [65, 66, 68, 75, 71, 72, 77, 73, 76, 78, 79], [82, 83, 81, 84, 85, 86, 87, 88]]
68: [[11, 17, 21, 74], [15, 41, 14], [67, 37, 7], [1, 3, 2], [4, 5, 6], [8, 9, 10], [29, 28, 12], [22], [13, 16, 23, 24], [18, 19, 20, 50], [26, 25, 27], [30, 31, 56], [33, 32, 43, 39], [34, 44, 36], [42, 38], [35, 63], [40, 47], [45, 46, 52, 57], [49, 55, 48, 51], [54, 62, 58, 53, 59, 60, 61, 80, 70, 69, 64, 65, 66, 68, 75, 71, 72, 77, 73, 76, 78, 79, 82, 83, 81, 84, 85, 86, 87, 88]]
69: [[11, 17, 21], [74, 15, 41], [14, 67, 37], [7, 1, 3], [2, 4, 5], [6, 8, 9, 10], [29, 28, 12, 22], [13, 16, 23, 24], [18, 19, 20], [50, 26, 25], [27, 30, 31, 56], [33, 32, 43], [39, 34, 44], [36], [42, 38, 35, 63], [40, 45, 47, 46], [48, 61, 51], [55, 52, 54, 49], [53, 57, 58, 59], [60, 62, 80, 70], [69, 64, 65], [66, 68, 75, 71], [72, 77, 73, 76], [78, 79, 82, 83], [81, 84, 85], [86, 87, 88]]
70: [[11, 17, 21], [74, 15, 41, 14], [67, 37, 7], [1, 3, 2, 4], [5, 6, 8], [9, 10, 29], [28, 12], [22, 13], [16, 23, 24], [18, 19, 20, 50], [26, 25, 27, 30], [31, 56, 33], [32, 43, 39, 34], [44, 36, 42, 38], [35, 63, 40], [45, 47, 46], [49, 61, 51, 54], [52, 48, 53, 55], [59], [58, 57, 62, 60], [80, 70, 69, 64, 65, 66, 68, 75, 71, 72, 77, 73, 76, 78, 79, 82, 83, 81, 84, 85, 86, 87, 88]]
71: [[11, 17, 21], [74, 15, 41], [14, 67, 37, 7], [1, 3, 2, 4], [5, 6], [8, 9, 10, 29], [28, 12, 22, 13], [16, 23, 24], [18, 19, 20, 50], [26, 25, 27], [30, 31, 56, 33], [32, 43, 39, 34], [44, 36, 42], [38, 35, 63, 40, 45, 47, 46, 49, 61, 48, 53, 52, 54, 51, 55], [62, 59, 58, 57, 60, 80, 70, 69, 64, 65, 66, 68, 75, 71, 72, 77, 73, 76, 78, 79, 82, 83, 81, 84, 85, 86, 87, 88]]
72: [[11, 17, 21, 74], [15, 41, 14], [67, 37, 7], [1, 3, 2], [4, 5, 6], [8, 9, 10, 29], [28], [12, 22, 13], [16, 23], [24, 18], [19, 20, 50, 26], [25, 27, 30], [31, 56, 33], [32, 43, 39], [34, 44, 36], [42, 38, 35], [63], [40, 47, 45, 46], [48, 57, 49, 53, 51], [54, 52, 55], [59, 60, 58], [61, 62, 80, 70], [69, 64, 65, 66], [68, 75, 71], [72, 77, 73], [76, 78, 79, 82], [83, 81, 84], [85, 86, 87, 88]]
73: [[11, 17, 21, 74], [15, 41, 14, 67], [37, 7, 1, 3], [2, 4, 5], [6, 8, 9], [10, 29], [28, 12, 22, 13], [16, 23, 24], [18, 19, 20, 50], [26, 25, 27, 30], [31, 56, 33, 32], [43, 39, 34, 44], [36, 42, 38, 35], [63, 40, 45, 47], [46, 51, 61], [49, 48], [52], [54, 53, 55, 57, 59, 58, 62, 60, 80, 70, 69, 64, 65, 66, 68, 75, 71, 72, 77, 73, 76, 78, 79, 82, 83, 81, 84, 85, 86, 87, 88]]
74: [[11, 17, 21, 74], [15, 41, 14], [67, 37, 7], [1, 3, 2, 4], [5, 6, 8], [9, 10, 29, 28], [12, 22, 13, 16], [23, 24, 18, 19], [20, 50, 26, 25], [27, 30, 31], [56, 33, 32, 43], [39, 34, 44], [36, 42, 38, 35], [63, 40, 47, 45, 46, 48, 61, 53, 51, 49, 54, 52, 55, 57, 59, 58, 62, 60, 80, 70, 69, 64, 65, 66, 68, 75, 71, 72, 77, 73, 76, 78, 79, 82, 83, 81, 84, 85, 86, 87, 88]]
75: [[11, 17, 21], [74, 15, 41], [14], [67, 37, 7], [1, 3], [2, 4, 5], [6, 8], [9, 10, 29, 28], [12, 22, 13], [16, 23, 24], [18, 19], [20, 50], [26, 25, 27], [30, 31, 56], [33, 32, 43], [39, 34, 44], [36, 42, 38, 35], [63], [40, 45, 47], [46, 55, 61], [49, 48, 54, 52], [53, 51, 57], [62, 58], [59, 60, 80], [70, 69, 64, 65], [66, 68, 75, 71], [72, 77, 73, 76], [78, 79, 82], [83, 81, 84], [85, 86, 87, 88]]
76: [[11, 17, 21], [74, 15, 41], [14, 67, 37], [7, 1, 3], [2, 4, 5], [6, 8, 9, 10], [29, 28, 12, 22], [13, 16, 23, 24], [18, 19, 20, 50], [26, 25, 27, 30], [31, 56, 33], [32, 43, 39], [34, 44, 36], [42, 38, 35], [63], [40, 45, 47], [46, 48, 61], [51, 52, 49, 54], [58, 55, 62], [60, 59, 53], [57, 80, 70, 69], [64, 65], [66, 68, 75, 71, 72, 77, 73, 76, 78, 79, 82, 83, 81, 84, 85, 86, 87, 88]]
77: [[11, 17, 21], [74, 15, 41, 14], [67, 37, 7], [1, 3, 2, 4], [5, 6, 8], [9, 10, 29], [28, 12], [22, 13], [16, 23, 24], [18, 19, 20, 50], [26, 25, 27, 30, 31, 56, 33, 32, 43, 39, 34, 44, 36, 42], [38, 35, 63, 40, 47, 45, 46, 49, 57, 48, 55, 52, 51, 53, 54, 59, 58, 60, 61, 62, 80, 70, 69, 64, 65, 66, 68, 75, 71, 72, 77, 73, 76, 78, 79, 82, 83, 81, 84, 85, 86, 87, 88]]
78: [[11, 17, 21, 74], [15, 41, 14, 67], [37, 7, 1], [3, 2, 4, 5], [6, 8, 9, 10], [29, 28, 12, 22], [13], [16, 23, 24], [18, 19, 20], [50, 26, 25, 27], [30, 31, 56], [33, 32, 43], [39, 34, 44], [36, 42, 38, 35], [63, 40, 45], [47, 46, 52, 61], [53, 49, 48, 51], [55, 54, 59, 62, 58], [57, 60], [80, 70, 69, 64], [65, 66, 68, 75], [71, 72], [77, 73, 76, 78], [79, 82, 83, 81, 84], [85, 86, 87, 88]]
79: [[11, 17, 21, 74], [15, 41, 14], [67, 37, 7], [1, 3, 2], [4, 5, 6], [8, 9, 10], [29, 28, 12, 22], [13, 16, 23, 24, 18, 19, 20, 50, 26, 25, 27], [30, 31, 56, 33, 32], [43, 39, 34, 44, 36, 42, 38, 35, 63, 40, 45, 47, 46, 53, 49, 51, 55, 54, 52, 62, 48, 57, 59, 58, 60, 61, 80, 70, 69, 64, 65, 66, 68, 75, 71, 72, 77, 73, 76, 78, 79, 82, 83, 81, 84], [85, 86, 87, 88]]
80: [[11], [17, 21, 74], [15, 41, 14], [67, 37, 7], [1, 3, 2], [4, 5, 6], [8, 9, 10, 29], [28, 12, 22], [13, 16, 23], [24, 18, 19], [20, 50, 26], [25, 27], [30, 31, 56, 33], [32, 43, 39, 34], [44, 36], [42, 38, 35, 63], [40, 47, 45], [46, 48, 57], [49, 51, 53, 52], [54, 55], [58, 61, 59, 60, 62], [80, 70, 69, 64, 65, 66, 68, 75, 71, 72, 77, 73, 76, 78, 79, 82, 83, 81, 84, 85, 86, 87, 88]]
81: [[11, 17, 21, 74], [15, 41, 14, 67], [37, 7, 1], [3, 2, 4], [5, 6, 8, 9], [10, 29, 28], [12, 22], [13, 16], [23, 24], [18, 19, 20, 50], [26, 25, 27, 30], [31, 56, 33], [32, 43, 39, 34], [44, 36, 42, 38, 35, 63, 40, 45, 46, 47, 49, 61, 52, 53], [48, 55, 51, 54, 59, 57, 58, 60, 62, 80, 70, 69, 64, 65, 66, 68, 75, 71, 72, 77, 73, 76, 78, 79, 82, 83, 81, 84, 85, 86, 87, 88]]
82: [[11, 17, 21], [74, 15, 41], [14, 67, 37], [7, 1, 3], [2, 4, 5], [6, 8, 9, 10], [29, 28, 12, 22], [13, 16, 23, 24], [18, 19, 20], [50, 26, 25], [27, 30, 31, 56], [33, 32, 43], [39, 34, 44], [36], [42, 38, 35, 63], [40, 45, 47, 46], [52, 61, 48], [55, 51, 54, 49], [53, 62, 58, 59], [57, 60, 80, 70], [69, 64, 65], [66, 68, 75], [71, 72, 77, 73], [76, 78, 79, 82], [83, 81, 84], [85, 86, 87, 88]]
83: [[11, 17, 21], [74], [15, 41, 14], [67, 37, 7], [1, 3, 2], [4, 5], [6, 8, 9], [10, 29, 28, 12], [22, 13, 16], [23, 24, 18, 19], [20, 50, 26, 25], [27, 30, 31], [56, 33, 32, 43], [39, 34, 44], [36, 42, 38, 35], [63, 40], [45, 47, 46, 52], [61, 48], [51, 55, 49, 54], [53, 57, 62, 59, 60, 58, 80, 70, 69, 64, 65, 66, 68, 75, 71, 72, 77, 73, 76, 78, 79, 82, 83, 81, 84, 85, 86, 87, 88]]
84: [[11, 17, 21, 74], [15, 41, 14], [67, 37, 7], [1, 3, 2, 4], [5, 6, 8], [9], [10, 29, 28], [12, 22, 13], [16, 23, 24], [18, 19, 20], [50, 26, 25, 27], [30, 31, 56, 33], [32, 43, 39, 34, 44, 36, 42, 38, 35, 63, 40, 45, 47, 46, 53, 61, 48, 55, 51, 52, 49, 54, 57, 60, 59, 62, 58, 80, 70, 69, 64, 65, 66, 68, 75, 71, 72, 77, 73, 76, 78, 79, 82, 83, 81, 84, 85, 86, 87, 88]]
85: [[11, 17, 21, 74], [15, 41, 14], [67, 37, 7], [1, 3, 2], [4, 5, 6], [8, 9, 10], [29, 28, 12, 22], [13], [16, 23, 24, 18], [19, 20, 50, 26], [25, 27, 30], [31, 56, 33], [32, 43, 39], [34, 44, 36, 42], [38, 35], [63, 40, 45, 47], [46, 49, 61], [52, 55, 48, 54], [53, 51, 59, 62, 57], [58, 60, 80, 70, 69, 64, 65, 66, 68, 75, 71, 72, 77, 73, 76, 78, 79, 82, 83, 81, 84, 85, 86, 87, 88]]
86: [[11, 17, 21, 74], [15, 41, 14], [67, 37, 7], [1, 3, 2, 4], [5, 6, 8, 9], [10, 29], [28, 12, 22, 13], [16, 23, 24, 18], [19, 20, 50, 26], [25, 27, 30, 31], [56, 33, 32], [43, 39], [34, 44, 36, 42], [38, 35, 63], [40, 47, 45, 46, 49], [61], [48, 55, 51, 53, 52], [54, 57, 60], [59, 62, 58, 80, 70, 69, 64, 65, 66, 68, 75, 71, 72, 77, 73, 76, 78, 79, 82, 83, 81, 84, 85, 86, 87, 88]]
87: [[11, 17, 21, 74], [15, 41, 14], [67, 37, 7, 1], [3, 2], [4, 5, 6, 8], [9, 10, 29, 28], [12, 22, 13, 16], [23, 24, 18], [19, 20, 50], [26, 25, 27], [30, 31, 56, 33, 32, 43, 39], [34, 44, 36, 42, 38, 35, 63, 40, 45, 47, 46, 49, 51, 48, 55, 53, 60, 54, 52, 57, 61, 59, 58, 62, 80, 70, 69, 64, 65, 66, 68, 75, 71, 72, 77, 73, 76, 78, 79, 82, 83, 81, 84, 85, 86, 87, 88]]
88: [[11, 17, 21, 74], [15, 41, 14], [67, 37, 7, 1], [3, 2, 4], [5, 6, 8], [9, 10, 29], [28, 12, 22], [13, 16], [23, 24, 18, 19], [20, 50, 26], [25, 27, 30], [31, 56, 33, 32], [43, 39, 34, 44], [36, 42, 38, 35], [63, 40, 47, 45], [46, 49, 57], [48, 51, 53, 52, 54, 58, 55, 59, 62, 61, 60, 80, 70, 69, 64, 65, 66, 68, 75, 71, 72, 77, 73, 76, 78, 79, 82, 83, 81, 84, 85, 86, 87], [88]]
89: [[11, 17, 21], [74], [15, 41, 14], [67, 37, 7], [1, 3, 2], [4, 5], [6, 8, 9], [10, 29, 28, 12], [22, 13, 16], [23, 24, 18], [19, 20, 50, 26], [25, 27, 30], [31, 56, 33, 32], [43, 39, 34], [44, 36, 42, 38], [35, 63, 40, 47], [45, 46, 48], [53, 52, 55], [49, 54, 51, 57], [61, 58, 59, 60], [62, 80, 70, 69], [64, 65, 66], [68, 75, 71, 72], [77, 73], [76, 78, 79, 82], [83, 81, 84], [85, 86, 87, 88]]
90: [[11, 17, 21], [74, 15, 41], [14, 67, 37], [7, 1, 3, 2], [4, 5, 6], [8, 9, 10], [29, 28, 12, 22], [13, 16, 23], [24, 18, 19, 20], [50, 26, 25, 27], [30, 31, 56, 33], [32, 43, 39, 34], [44, 36], [42, 38, 35], [63, 40], [45, 47, 46], [52, 61, 48, 54], [49, 55, 60, 51], [62, 53, 57, 58], [59, 80, 70, 69], [64, 65, 66, 68], [75, 71, 72], [77, 73, 76, 78], [79, 82, 83, 81], [84, 85, 86], [87, 88]]
91: [[11, 17, 21, 74], [15, 41, 14], [67, 37, 7, 1], [3, 2, 4, 5], [6, 8, 9, 10], [29, 28, 12, 22], [13, 16, 23, 24, 18], [19], [20, 50, 26], [25, 27, 30], [31, 56, 33], [32, 43, 39], [34, 44, 36], [42, 38, 35, 63], [40, 45, 47], [46, 49, 61, 51, 53, 48, 54, 55, 52, 57, 58, 59, 62, 60], [80, 70, 69, 64, 65, 66, 68, 75, 71, 72, 77, 73, 76, 78, 79, 82, 83, 81, 84, 85, 86, 87, 88]]
92: [[11, 17, 21], [74], [15, 41, 14], [67, 37, 7], [1], [3, 2], [4, 5, 6], [8, 9, 10], [29, 28, 12, 22], [13, 16], [23, 24, 18, 19], [20, 50, 26, 25], [27, 30, 31], [56, 33, 32, 43], [39, 34, 44], [36, 42, 38], [35, 63, 40, 47], [45, 46, 48, 53], [49, 52, 55], [51, 54, 58, 61], [57, 62, 60, 59], [80, 70, 69, 64], [65, 66, 68, 75], [71, 72, 77, 73], [76, 78, 79, 82], [83, 81, 84], [85, 86, 87, 88]]
93: [[11, 17, 21, 74], [15, 41, 14], [67, 37, 7], [1, 3, 2], [4, 5, 6], [8], [9, 10], [29, 28, 12, 22], [13, 16, 23, 24], [18, 19, 20], [50, 26, 25], [27, 30, 31, 56, 33, 32, 43, 39, 34, 44, 36, 42, 38, 35, 63, 40, 45, 47, 46, 62, 61, 49, 55, 48, 51, 54, 53, 60, 52, 57, 58, 59, 80, 70, 69, 64, 65, 66, 68, 75, 71, 72, 77, 73, 76, 78, 79, 82, 83, 81, 84, 85, 86, 87, 88]]
94: [[11, 17, 21, 74], [15, 41, 14], [67, 37, 7], [1, 3, 2], [4, 5, 6], [8, 9, 10], [29], [28, 12, 22, 13, 16, 23, 24, 18, 19, 20, 50], [26], [25, 27, 30], [31, 56], [33, 32, 43], [39, 34, 44, 36], [42, 38, 35], [63, 40, 45], [47, 46, 48], [61, 49, 51], [53, 54, 55, 52, 57, 59, 58, 60, 62, 80, 70], [69, 64, 65, 66, 68, 75, 71, 72, 77, 73, 76, 78, 79, 82, 83, 81, 84, 85, 86, 87, 88]]
95: [[11, 17, 21, 74], [15, 41, 14], [67, 37, 7], [1, 3, 2, 4], [5, 6, 8, 9], [10, 29, 28, 12], [22, 13, 16], [23, 24, 18, 19], [20, 50, 26, 25], [27, 30, 31], [56, 33, 32], [43, 39, 34, 44], [36, 42, 38, 35], [63], [40, 45, 47, 46], [52, 61, 49, 55, 48, 51, 54, 53, 58, 57, 59, 60, 62, 80, 70, 69, 64, 65, 66, 68, 75, 71, 72, 77, 73, 76, 78, 79, 82, 83, 81, 84, 85, 86, 87, 88]]
96: [[11, 17, 21, 74], [15, 41, 14], [67, 37, 7], [1, 3, 2, 4], [5], [6, 8, 9], [10, 29, 28, 12], [22, 13, 16], [23, 24, 18, 19, 20], [50, 26, 25, 27], [30, 31, 56, 33], [32, 43, 39], [34, 44, 36, 42, 38], [35, 63, 40, 45], [47, 46, 49], [61, 48, 54], [53, 62, 55, 59], [52, 51, 58], [57, 60, 80, 70], [69, 64, 65, 66, 68, 75], [71, 72, 77, 73], [76, 78, 79, 82], [83, 81, 84], [85, 86, 87, 88]]
97: [[11, 17, 21, 74], [15, 41, 14, 67], [37, 7, 1, 3], [2, 4, 5, 6], [8, 9, 10, 29], [28, 12, 22], [13, 16, 23], [24, 18, 19, 20], [50, 26, 25], [27], [30, 31], [56, 33, 32, 43], [39, 34, 44], [36, 42, 38, 35, 63], [40, 47, 45, 46], [48, 57, 49, 53], [55, 51], [54, 58, 62, 52], [59, 61, 60, 80, 70, 69, 64, 65, 66, 68, 75, 71, 72, 77, 73, 76, 78, 79, 82, 83, 81, 84, 85, 86, 87, 88]]
98: [[11, 17, 21, 74], [15, 41, 14, 67], [37, 7, 1, 3], [2, 4, 5, 6], [8, 9, 10], [29, 28, 12, 22], [13, 16, 23], [24], [18, 19], [20, 50, 26, 25], [27, 30, 31], [56, 33, 32], [43, 39, 34, 44], [36, 42, 38], [35, 63], [40], [45, 47, 46, 49], [61, 52, 51], [48], [55, 54, 53, 60], [62, 59, 57], [58, 80, 70], [69, 64, 65, 66], [68, 75, 71, 72], [77, 73, 76], [78, 79, 82], [83, 81, 84, 85, 86], [87, 88]]
99: [[11, 17, 21], [74, 15, 41, 14], [67, 37, 7, 1], [3, 2], [4, 5, 6, 8], [9, 10, 29, 28], [12, 22, 13, 16], [23, 24, 18, 19], [20, 50, 26, 25], [27, 30, 31, 56], [33, 32], [43, 39, 34, 44], [36, 42, 38, 35, 63, 40], [45, 47, 46, 53, 57, 48, 49, 51, 52, 54, 55, 61, 59, 58, 62, 60, 80, 70, 69, 64, 65, 66, 68, 75, 71, 72, 77, 73, 76, 78], [79, 82, 83, 81, 84, 85, 86, 87, 88]]
100: [[11, 17, 21], [74], [15, 41, 14], [67, 37, 7], [1, 3, 2], [4, 5], [6, 8, 9], [10, 29, 28, 12], [22, 13, 16], [23, 24, 18], [19, 20, 50, 26], [25, 27, 30, 31], [56, 33, 32], [43, 39, 34], [44, 36, 42], [38, 35], [63, 40, 45, 47, 46, 52, 53, 49, 55, 48, 54, 51, 57, 59, 58, 60, 62, 61, 80, 70, 69, 64, 65, 66, 68, 75, 71, 72, 77, 73, 76, 78, 79, 82, 83, 81, 84, 85, 86, 87, 88]]
101: [[11, 17, 21], [74], [15, 41, 14], [67, 37, 7], [1, 3, 2], [4, 5], [6, 8, 9], [10, 29, 28], [12, 22, 13, 16], [23, 24, 18, 19], [20, 50, 26], [25, 27], [30, 31, 56, 33], [32, 43, 39, 34], [44, 36, 42], [38, 35, 63, 40], [47, 45, 46, 53], [57, 48, 52], [54, 49, 51], [59, 55], [58, 61, 60, 62, 80, 70, 69, 64, 65, 66, 68, 75, 71, 72, 77, 73, 76, 78, 79, 82, 83, 81, 84, 85, 86, 87, 88]]
