0: [[53, 13, 49, 52, 59, 21], [14, 20, 9, 33, 19, 26, 31, 51], [41, 35, 27, 46, 2], [16, 48, 34, 54], [5, 32, 8, 17, 44, 18], [15, 30, 37, 55, 3, 47, 6, 10], [43, 56], [22, 40, 7, 39], [38, 29, 23], [4, 28, 60, 57, 36, 25, 50], [1, 42, 58, 12, 11, 24, 45]]
74: [[21, 40, 17, 35, 1, 7, 2, 6, 3, 4, 12, 13, 9, 5, 10, 24, 14, 27, 11, 30], [8, 15, 19, 20, 18, 16, 22, 23, 28, 26, 25, 29, 31, 37, 32, 33, 38, 34, 44, 42], [36, 47, 39, 45, 53, 41, 46, 57, 48, 43, 50, 51, 49, 52, 54, 55, 56, 58, 59, 60]]
75: [[21, 40, 17, 35, 1, 7, 2, 6, 3, 4, 12, 13, 9, 5, 10, 24, 14, 27, 11, 30], [8, 15, 19, 20, 18, 16, 22, 23, 28, 26, 25, 29, 31, 37, 32, 33, 38, 34, 44, 42], [36, 47, 39, 45, 53, 41, 46, 57, 48, 43, 50, 51, 49, 52, 54, 55, 56, 58, 59, 60]]
76: [[21, 40, 17, 35, 1, 7, 2, 6, 3, 4, 12, 13, 9, 5, 10, 24, 14, 27, 11, 30], [8, 15, 19, 20, 18, 16, 22, 23, 28, 26, 25, 29, 31, 37, 32, 33, 38, 34, 44, 42], [36, 47, 39, 45, 53, 41, 46, 57, 48, 43, 50, 51, 49, 52, 54, 55, 56, 58, 59, 60]]
77: [[21, 40, 17, 35, 1, 7, 2, 6, 3, 4, 12, 13, 9, 5, 10, 24, 14, 27, 11, 30], [8, 15, 19, 20, 18, 16, 22, 23, 28, 26, 25, 29, 31, 37, 32, 33, 38, 34, 44, 42], [36, 47, 39, 45, 53, 41, 46, 57, 48, 43, 50, 51, 49, 52, 54, 55, 56, 58, 59, 60]]
78: [[21, 40, 17, 35, 1, 7, 2, 6, 3, 4, 12, 13, 9, 5, 10, 24, 14, 27, 11, 30], [8, 15, 19, 20, 18, 16, 22, 23, 28, 26, 25, 29, 31, 37, 32, 33, 38, 34, 44, 42], [36, 47, 39, 45, 53, 41, 46, 57, 48, 43, 50, 51, 49, 52, 54, 55, 56, 58, 59, 60]]
79: [[21, 40, 17, 35, 1, 7, 2, 6, 3, 4, 12, 13, 9, 5, 10, 24, 14, 27, 11, 30], [8, 15, 19, 20, 18, 16, 22, 23, 28, 26, 25, 29, 31, 37, 32, 33, 38, 34, 44, 42], [36, 47, 39, 45, 53, 41, 46, 57, 48, 43, 50, 51, 49, 52, 54, 55, 56, 58, 59, 60]]
80: [[21, 40, 17, 35, 1, 7, 2, 6, 3, 4, 12, 13, 9, 5, 10, 24, 14, 27, 11, 30], [8, 15, 19, 20, 18, 16, 22, 23, 28, 26, 25, 29, 31, 37, 32, 33, 38, 34, 44, 42], [36, 47, 39, 45, 53, 41, 46, 57, 48, 43, 50, 51, 49, 52, 54, 55, 56, 58, 59, 60]]
81: [[21, 40, 17, 35, 1, 7, 2, 6, 3, 4, 12, 13, 9, 5, 10, 24, 14, 27, 11, 30], [8, 15, 19, 20, 18, 16, 22, 23, 28, 26, 25, 29, 31, 37, 32, 33, 38, 34, 44, 42], [36, 47, 39, 45, 53, 41, 46, 57, 48, 43, 50, 51, 49, 52, 54, 55, 56, 58, 59, 60]]
82: [[21, 40, 17, 35, 1, 7, 2, 6, 3, 4, 12, 13, 9, 5, 10, 24, 14, 27, 11, 30], [8, 15, 19, 20, 18, 16, 22, 23, 28, 26, 25, 29, 31, 37, 32, 33, 38, 34, 44, 42], [36, 47, 39, 45, 53, 41, 46, 57, 48, 43, 50, 51, 49, 52, 54, 55, 56, 58, 59, 60]]
83: [[21, 40, 17, 35, 1, 7, 2, 6, 3, 4, 12, 13, 9, 5, 10, 24, 14, 27, 11, 30], [8, 15, 19, 20, 18, 16, 22, 23, 28, 26, 25, 29, 31, 37, 32, 33, 38, 34, 44, 42], [36, 47, 39, 45, 53, 41, 46, 57, 48, 43, 50, 51, 49, 52, 54, 55, 56, 58, 59, 60]]
84: [[21, 40, 17, 35, 1, 7, 2, 6, 3, 4, 12, 13, 9, 5, 10, 24, 14, 27, 11, 30], [8, 15, 19, 20, 18, 16, 22, 23, 28, 26, 25, 29, 31, 37, 32, 33, 38, 34, 44, 42], [36, 47, 39, 45, 53, 41, 46, 57, 48, 43, 50, 51, 49, 52, 54, 55, 56, 58, 59, 60]]
85: [[21, 40, 17, 35, 1, 7, 2, 6, 3, 4, 12, 13, 9, 5, 10, 24, 14, 27, 11, 30], [8, 15, 19, 20, 18, 16, 22, 23, 28, 26, 25, 29, 31, 37, 32, 33, 38, 34, 44, 42], [36, 47, 39, 45, 53, 41, 46, 57, 48, 43, 50, 51, 49, 52, 54, 55, 56, 58, 59, 60]]
86: [[21, 40, 17, 35, 1, 7, 2, 6, 3, 4, 12, 13, 9, 5, 10, 24, 14, 27, 11, 30], [8, 15, 19, 20, 18, 16, 22, 23, 28, 26, 25, 29, 31, 37, 32, 33, 38, 34, 44, 42], [36, 47, 39, 45, 53, 41, 46, 57, 48, 43, 50, 51, 49, 52, 54, 55, 56, 58, 59, 60]]
87: [[21, 40, 17, 35, 1, 7, 2, 6, 3, 4, 12, 13, 9, 5, 10, 24, 14, 27, 11, 30], [8, 15, 19, 20, 18, 16, 22, 23, 28, 26, 25, 29, 31, 37, 32, 33, 38, 34, 44, 42], [36, 47, 39, 45, 53, 41, 46, 57, 48, 43, 50, 51, 49, 52, 54, 55, 56, 58, 59, 60]]
88: [[21, 40, 17, 35, 1, 7, 2, 6, 3, 4, 12, 13, 9, 5, 10, 24, 14, 27, 11, 30], [8, 15, 19, 20, 18, 16, 22, 23, 28, 26, 25, 29, 31, 37, 32, 33, 38, 34, 44, 42], [36, 47, 39, 45, 53, 41, 46, 57, 48, 43, 50, 51, 49, 52, 54, 55, 56, 58, 59, 60]]
89: [[21, 40, 17, 35, 1, 7, 2, 6, 3, 4, 12, 13, 9, 5, 10, 24, 14, 27, 11, 30], [8, 15, 19, 20, 18, 16, 22, 23, 28, 26, 25, 29, 31, 37, 32, 33, 38, 34, 44, 42], [36, 47, 39, 45, 53, 41, 46, 57, 48, 43, 50, 51, 49, 52, 54, 55, 56, 58, 59, 60]]
90: [[21, 40, 17, 35, 1, 7, 2, 6, 3, 4, 12, 13, 9, 5, 10, 24, 14, 27, 11, 30], [8, 15, 19, 20, 18, 16, 22, 23, 28, 26, 25, 29, 31, 37, 32, 33, 38, 34, 44, 42], [36, 47, 39, 45, 53, 41, 46, 57, 48, 43, 50, 51, 49, 52, 54, 55, 56, 58, 59, 60]]
91: [[21, 40, 17, 35, 1, 7, 2, 6, 3, 4, 12, 13, 9, 5, 10, 24, 14, 27, 11, 30], [8, 15, 19, 20, 18, 16, 22, 23, 28, 26, 25, 29, 31, 37, 32, 33, 38, 34, 44, 42], [36, 47, 39, 45, 53, 41, 46, 57, 48, 43, 50, 51, 49, 52, 54, 55, 56, 58, 59, 60]]
92: [[21, 40, 17, 35, 1, 7, 2, 6, 3, 4, 12, 13, 9, 5, 10, 24, 14, 27, 11, 30], [8, 15, 19, 20, 18, 16, 22, 23, 28, 26, 25, 29, 31, 37, 32, 33, 38, 34, 44, 42], [36, 47, 39, 45, 53, 41, 46, 57, 48, 43, 50, 51, 49, 52, 54, 55, 56, 58, 59, 60]]
93: [[21, 40, 17, 35, 1, 7, 2, 6, 3, 4, 12, 13, 9, 5, 10, 24, 14, 27, 11, 30], [8, 15, 19, 20, 18, 16, 22, 23, 28, 26, 25, 29, 31, 37, 32, 33, 38, 34, 44, 42], [36, 47, 39, 45, 53, 41, 46, 57, 48, 43, 50, 51, 49, 52, 54, 55, 56, 58, 59, 60]]
94: [[21, 40, 17, 35, 1, 7, 2, 6, 3, 4, 12, 13, 9, 5, 10, 24, 14, 27, 11, 30], [8, 15, 19, 20, 18, 16, 22, 23, 28, 26, 25, 29, 31, 37, 32, 33, 38, 34, 44, 42], [36, 47, 39, 45, 53, 41, 46, 57, 48, 43, 50, 51, 49, 52, 54, 55, 56, 58, 59, 60]]
95: [[21, 40, 17, 35, 1, 7, 2, 6, 3, 4, 12, 13, 9, 5, 10, 24, 14, 27, 11, 30], [8, 15, 19, 20, 18, 16, 22, 23, 28, 26, 25, 29, 31, 37, 32, 33, 38, 34, 44, 42], [36, 47, 39, 45, 53, 41, 46, 57, 48, 43, 50, 51, 49, 52, 54, 55, 56, 58, 59, 60]]
96: [[21, 40, 17, 35, 1, 7, 2, 6, 3, 4, 12, 13, 9, 5, 10, 24, 14, 27, 11, 30], [8, 15, 19, 20, 18, 16, 22, 23, 28, 26, 25, 29, 31, 37, 32, 33, 38, 34, 44, 42], [36, 47, 39, 45, 53, 41, 46, 57, 48, 43, 50, 51, 49, 52, 54, 55, 56, 58, 59, 60]]
97: [[21, 40, 17, 35, 1, 7, 2, 6, 3, 4, 12, 13, 9, 5, 10, 24, 14, 27, 11, 30], [8, 15, 19, 20, 18, 16, 22, 23, 28, 26, 25, 29, 31, 37, 32, 33, 38, 34, 44, 42], [36, 47, 39, 45, 53, 41, 46, 57, 48, 43, 50, 51, 49, 52, 54, 55, 56, 58, 59, 60]]
98: [[21, 40, 17, 35, 1, 7, 2, 6, 3, 4, 12, 13, 9, 5, 10, 24, 14, 27, 11, 30], [8, 15, 19, 20, 18, 16, 22, 23, 28, 26, 25, 29, 31, 37, 32, 33, 38, 34, 44, 42], [36, 47, 39, 45, 53, 41, 46, 57, 48, 43, 50, 51, 49, 52, 54, 55, 56, 58, 59, 60]]
99: [[21, 40, 17, 35, 1, 7, 2, 6, 3, 4, 12, 13, 9, 5, 10, 24, 14, 27, 11, 30], [8, 15, 19, 20, 18, 16, 22, 23, 28, 26, 25, 29, 31, 37, 32, 33, 38, 34, 44, 42], [36, 47, 39, 45, 53, 41, 46, 57, 48, 43, 50, 51, 49, 52, 54, 55, 56, 58, 59, 60]]
100: [[21, 40, 17, 35, 1, 7, 2, 6, 3, 4, 12, 13, 9, 5, 10, 24, 14, 27, 11, 30], [8, 15, 19, 20, 18, 16, 22, 23, 28, 26, 25, 29, 31, 37, 32, 33, 38, 34, 44, 42], [36, 47, 39, 45, 53, 41, 46, 57, 48, 43, 50, 51, 49, 52, 54, 55, 56, 58, 59, 60]]
101: [[21, 40, 17, 35, 1, 7, 2, 6, 3, 4, 12, 13, 9, 5, 10, 24, 14, 27, 11, 30], [8, 15, 19, 20, 18, 16, 22, 23, 28, 26, 25, 29, 31, 37, 32, 33, 38, 34, 44, 42], [36, 47, 39, 45, 53, 41, 46, 57, 48, 43, 50, 51, 49, 52, 54, 55, 56, 58, 59, 60]]
102: [[21, 40, 17, 35, 1, 7, 2, 6, 3, 4, 12, 13, 9, 5, 10, 24, 14, 27, 11, 30], [8, 15, 19, 20, 18, 16, 22, 23, 28, 26, 25, 29, 31, 37, 32, 33, 38, 34, 44, 42], [36, 47, 39, 45, 53, 41, 46, 57, 48, 43, 50, 51, 49, 52, 54, 55, 56, 58, 59, 60]]
103: [[21, 40, 17, 35, 1, 7, 2, 6, 3, 4, 12, 13, 9, 5, 10, 24, 14, 27, 11, 30], [8, 15, 19, 20, 18, 16, 22, 23, 28, 26, 25, 29, 31, 37, 32, 33, 38, 34, 44, 42], [36, 47, 39, 45, 53, 41, 46, 57, 48, 43, 50, 51, 49, 52, 54, 55, 56, 58, 59, 60]]
104: [[21, 40, 17, 35, 1, 7, 2, 6, 3, 4, 12, 13, 9, 5, 10, 24, 14, 27, 11, 30], [8, 15, 19, 20, 18, 16, 22, 23, 28, 26, 25, 29, 31, 37, 32, 33, 38, 34, 44, 42], [36, 47, 39, 45, 53, 41, 46, 57, 48, 43, 50, 51, 49, 52, 54, 55, 56, 58, 59, 60]]
105: [[21, 40, 17, 35, 1, 7, 2, 6, 3, 4, 12, 13, 9, 5, 10, 24, 14, 27, 11, 30], [8, 15, 19, 20, 18, 16, 22, 23, 28, 26, 25, 29, 31, 37, 32, 33, 38, 34, 44, 42], [36, 47, 39, 45, 53, 41, 46, 57, 48, 43, 50, 51, 49, 52, 54, 55, 56, 58, 59, 60]]
106: [[21, 40, 17, 35, 1, 7, 2, 6, 3, 4, 12, 13, 9, 5, 10, 24, 14, 27, 11, 30], [8, 15, 19, 20, 18, 16, 22, 23, 28, 26, 25, 29, 31, 37, 32, 33, 38, 34, 44, 42], [36, 47, 39, 45, 53, 41, 46, 57, 48, 43, 50, 51, 49, 52, 54, 55, 56, 58, 59, 60]]
107: [[21, 40, 17, 35, 1, 7, 2, 6, 3, 4, 12, 13, 9, 5, 10, 24, 14, 27, 11, 30], [8, 15, 19, 20, 18, 16, 22, 23, 28, 26, 25, 29, 31, 37, 32, 33, 38, 34, 44, 42], [36, 47, 39, 45, 53, 41, 46, 57, 48, 43, 50, 51, 49, 52, 54, 55, 56, 58, 59, 60]]
108: [[21, 40, 17, 35, 1, 7, 2, 6, 3, 4, 12, 13, 9, 5, 10, 24, 14, 27, 11, 30], [8, 15, 19, 20, 18, 16, 22, 23, 28, 26, 25, 29, 31, 37, 32, 33, 38, 34, 44, 42], [36, 47, 39, 45, 53, 41, 46, 57, 48, 43, 50, 51, 49, 52, 54, 55, 56, 58, 59, 60]]
109: [[21, 40, 17, 35, 1, 7, 2, 6, 3, 4, 12, 13, 9, 5, 10, 24, 14, 27, 11, 30], [8, 15, 19, 20, 18, 16, 22, 23, 28, 26, 25, 29, 31, 37, 32, 33, 38, 34, 44, 42], [36, 47, 39, 45, 53, 41, 46, 57, 48, 43, 50, 51, 49, 52, 54, 55, 56, 58, 59, 60]]
110: [[21, 40, 17, 35, 1, 7, 2, 6, 3, 4, 12, 13, 9, 5, 10, 24, 14, 27, 11, 30], [8, 15, 19, 20, 18, 16, 22, 23, 28, 26, 25, 29, 31, 37, 32, 33, 38, 34, 44, 42], [36, 47, 39, 45, 53, 41, 46, 57, 48, 43, 50, 51, 49, 52, 54, 55, 56, 58, 59, 60]]
111: [[21, 40, 17, 35, 1, 7, 2, 6, 3, 4, 12, 13, 9, 5, 10, 24, 14, 27, 11, 30], [8, 15, 19, 20, 18, 16, 22, 23, 28, 26, 25, 29, 31, 37, 32, 33, 38, 34, 44, 42], [36, 47, 39, 45, 53, 41, 46, 57, 48, 43, 50, 51, 49, 52, 54, 55, 56, 58, 59, 60]]
112: [[21, 40, 17, 35, 1, 7, 2, 6, 3, 4, 12, 13, 9, 5, 10, 24, 14, 27, 11, 30], [8, 15, 19, 20, 18, 16, 22, 23, 28, 26, 25, 29, 31, 37, 32, 33, 38, 34, 44, 42], [36, 47, 39, 45, 53, 41, 46, 57, 48, 43, 50, 51, 49, 52, 54, 55, 56, 58, 59, 60]]
113: [[21, 40, 17, 35, 1, 7, 2, 6, 3, 4, 12, 13, 9, 5, 10, 24, 14, 27, 11, 30], [8, 15, 19, 20, 18, 16, 22, 23, 28, 26, 25, 29, 31, 37, 32, 33, 38, 34, 44, 42], [36, 47, 39, 45, 53, 41, 46, 57, 48, 43, 50, 51, 49, 52, 54, 55, 56, 58, 59, 60]]
114: [[21, 40, 17, 35, 1, 7, 2, 6, 3, 4, 12, 13, 9, 5, 10, 24, 14, 27, 11, 30], [8, 15, 19, 20, 18, 16, 22, 23, 28, 26, 25, 29, 31, 37, 32, 33, 38, 34, 44, 42], [36, 47, 39, 45, 53, 41, 46, 57, 48, 43, 50, 51, 49, 52, 54, 55, 56, 58, 59, 60]]
115: [[21, 40, 17, 35, 1, 7, 2, 6, 3, 4, 12, 13, 9, 5, 10, 24, 14, 27, 11, 30], [8, 15, 19, 20, 18, 16, 22, 23, 28, 26, 25, 29, 31, 37, 32, 33, 38, 34, 44, 42], [36, 47, 39, 45, 53, 41, 46, 57, 48, 43, 50, 51, 49, 52, 54, 55, 56, 58, 59, 60]]
116: [[21, 40, 17, 35, 1, 7, 2, 6, 3, 4, 12, 13, 9, 5, 10, 24, 14, 27, 11, 30], [8, 15, 19, 20, 18, 16, 22, 23, 28, 26, 25, 29, 31, 37, 32, 33, 38, 34, 44, 42], [36, 47, 39, 45, 53, 41, 46, 57, 48, 43, 50, 51, 49, 52, 54, 55, 56, 58, 59, 60]]
117: [[21, 40, 17, 35, 1, 7, 2, 6, 3, 4, 12, 13, 9, 5, 10, 24, 14, 27, 11, 30], [8, 15, 19, 20, 18, 16, 22, 23, 28, 26, 25, 29, 31, 37, 32, 33, 38, 34, 44, 42], [36, 47, 39, 45, 53, 41, 46, 57, 48, 43, 50, 51, 49, 52, 54, 55, 56, 58, 59, 60]]
118: [[21, 40, 17, 35, 1, 7, 2, 6, 3, 4, 12, 13, 9, 5, 10, 24, 14, 27, 11, 30], [8, 15, 19, 20, 18, 16, 22, 23, 28, 26, 25, 29, 31, 37, 32, 33, 38, 34, 44, 42], [36, 47, 39, 45, 53, 41, 46, 57, 48, 43, 50, 51, 49, 52, 54, 55, 56, 58, 59, 60]]
119: [[21, 40, 17, 35, 1, 7, 2, 6, 3, 4, 12, 13, 9, 5, 10, 24, 14, 27, 11, 30], [8, 15, 19, 20, 18, 16, 22, 23, 28, 26, 25, 29, 31, 37, 32, 33, 38, 34, 44, 42], [36, 47, 39, 45, 53, 41, 46, 57, 48, 43, 50, 51, 49, 52, 54, 55, 56, 58, 59, 60]]
120: [[21, 40, 17, 35, 1, 7, 2, 6, 3, 4, 12, 13, 9, 5, 10, 24, 14, 27, 11, 30], [8, 15, 19, 20, 18, 16, 22, 23, 28, 26, 25, 29, 31, 37, 32, 33, 38, 34, 44, 42], [36, 47, 39, 45, 53, 41, 46, 57, 48, 43, 50, 51, 49, 52, 54, 55, 56, 58, 59, 60]]
121: [[21, 41, 17, 38, 49, 23, 10, 22, 1, 3, 4, 14, 29, 6, 42, 7, 15, 8, 2, 24], [16, 9, 51, 5, 11, 12, 19, 13, 26, 27, 30, 18, 31, 20, 36, 32, 33, 34, 40, 44], [45, 47, 39, 46, 53, 35, 48, 57, 56, 43, 54, 50, 52, 37, 55, 58, 28, 59, 25, 60]]
