0: [[50, 5, 19], [39, 10, 9], [6, 3, 1, 8], [14, 4, 15], [2, 7, 12, 22], [11, 17, 21], [24, 29, 13, 23], [16, 28, 27, 18], [41, 60, 25], [20, 30, 46, 33], [26, 31, 32, 44], [40, 54, 37], [34, 36, 47, 43], [38, 42, 45, 49], [35, 51, 57], [48, 61, 53], [52, 55, 59], [62, 56, 58], [63, 64, 65], [69, 67, 70, 66], [76, 68, 73, 71], [74, 77, 75, 72], [78, 83, 84, 80], [79, 82], [81, 87, 85], [86, 88]]
51: [[50, 5, 19], [39, 10, 9], [6, 3, 1], [8, 14, 4, 15], [2, 7, 12, 22], [11, 17, 21], [24, 29, 13], [23, 16, 28, 27], [18, 41, 60], [25, 20], [30, 46, 33, 26], [31, 32, 44, 40], [54, 37, 34, 36], [47, 43], [38, 42], [45, 49, 35, 51], [57, 48, 61], [53, 52, 55], [59, 62, 56, 58], [63, 64], [65, 69, 67, 70, 66, 76, 68, 73, 71, 74, 77, 75, 72, 78, 83, 84, 80, 79, 82, 81, 87, 85, 86, 88]]
52: [[50, 5, 19], [39, 10, 9], [6, 3, 1, 8], [14, 4, 15], [2, 7, 12], [22, 11], [17, 21, 24], [29, 13, 23], [16, 28, 27], [18, 41, 60, 25], [20, 30, 46], [33, 26, 31, 32], [44, 40, 54], [37, 34, 36, 47], [43, 38, 42, 45], [49, 35, 51, 57], [48, 61, 53], [52, 55, 59], [62, 56, 58, 63], [64, 65, 69, 67], [70, 66, 76, 68], [73, 71, 74], [77, 75, 72, 78], [83, 84, 80], [79, 82, 81], [87, 85, 86, 88]]
53: [[50, 5, 19], [39, 10, 9], [6, 3, 1, 8], [14, 4, 15], [2, 7, 12], [22, 11, 17, 21], [24, 29, 13, 23], [16, 28, 27, 18], [41, 60, 25, 20], [30, 46, 33, 26], [31, 32, 44], [40, 54, 37], [34, 36, 47, 43], [38, 42, 45, 49], [35, 51, 57, 48], [61, 53, 52, 55], [59, 62, 56], [58, 63, 64, 65], [69, 67, 70, 66], [76, 68, 73], [71, 74, 77, 75], [72, 78, 83, 84], [80, 79, 82, 81], [87, 85], [86, 88]]
54: [[50, 5, 19], [39, 10, 9], [6, 3, 1, 8], [14, 4, 15], [2, 7, 12, 22], [11, 17, 21, 24], [29, 13, 23], [16, 28], [27, 18], [41, 60, 25], [20, 30, 46], [33, 26, 31], [32, 44, 40], [54, 37, 34, 36], [47, 43, 38], [42, 45, 49, 35], [51, 57, 48, 61], [53, 52, 55], [59, 62], [56, 58, 63], [64, 65, 69, 67], [70, 66, 76, 68], [73, 71, 74, 77], [75, 72, 78], [83, 84, 80], [79, 82, 81], [87, 85, 86, 88]]
55: [[50, 5, 19], [39, 10, 9, 6], [3, 1, 8], [14, 4, 15, 2], [7, 12, 22, 11], [17, 21, 24], [29, 13, 23, 16], [28, 27, 18, 41], [60, 25, 20], [30, 46, 33, 26], [31, 32, 44], [40, 54, 37, 34], [36, 47, 43], [38, 42], [45, 49, 35, 51], [57, 48, 61, 53], [52, 55, 59, 62], [56, 58, 63], [64, 65, 69, 67], [70, 66, 76, 68], [73, 71, 74, 77], [75, 72, 78, 83, 84], [80, 79, 82], [81, 87], [85, 86, 88]]
56: [[50, 5, 19], [39, 10, 9], [6, 3, 1, 8], [14, 4, 15], [2, 7, 12, 22], [11, 17, 21], [24, 29, 13, 23], [16, 28, 27, 18], [41, 60, 25], [20, 30, 46, 33], [26, 31], [32, 44, 40, 54, 37, 34, 36], [47, 43, 38, 42, 45, 49, 35, 51, 57], [48, 61, 53, 52, 55, 59, 62, 56, 58, 63, 64, 65, 69, 67, 70, 66, 76, 68, 73, 71, 74, 77, 75, 72, 78, 83, 84, 80, 79, 82, 81, 87, 85, 86, 88]]
57: [[50, 5, 19], [39, 10, 9], [6, 3, 1, 8], [14, 4, 15], [2, 7, 12, 22], [11, 17, 21], [24, 29, 13], [23, 16, 28], [27, 18, 41], [60, 25, 20], [30, 46, 33], [26, 31, 32], [44, 40, 54, 37, 34], [36, 47, 43, 38], [42, 45], [49, 35, 51, 57], [48, 61, 53, 52, 55, 59, 62, 56, 58], [63, 64, 65, 69, 67, 70, 66, 76, 68, 73, 71, 74, 77, 75, 72, 78], [83, 84, 80, 79, 82, 81, 87, 85, 86, 88]]
58: [[50, 5, 19], [39, 10, 9], [6, 3, 1], [8, 14, 4, 15], [2, 7, 12, 22], [11, 17, 21], [24, 29, 13, 23], [16, 28, 27, 18], [41, 60, 25, 20], [30, 46, 33, 26], [31, 32, 44], [40, 54, 37], [34, 36, 47, 43], [38, 42, 45, 49], [35, 51, 57, 48], [61, 53, 52], [55, 59, 62, 56], [58, 63], [64, 65, 69, 67, 70, 66, 76, 68, 73, 71, 74, 77, 75, 72, 78, 83, 84, 80, 79, 82, 81, 87, 85, 86, 88]]
59: [[50, 5, 19], [39, 10, 9], [6, 3, 1], [8, 14, 4], [15, 2, 7], [12, 22, 11], [17, 21, 24], [29, 13, 23], [16, 28, 27, 18], [41, 60, 25], [20, 30, 46], [33, 26, 31], [32, 44, 40], [54, 37, 34], [36, 47], [43, 38, 42, 45], [49, 35, 51, 57], [48, 61, 53], [52, 55, 59], [62, 56, 58, 63], [64, 65], [69, 67, 70, 66], [76, 68, 73], [71, 74, 77], [75, 72, 78], [83, 84, 80], [79, 82, 81], [87, 85, 86], [88]]
60: [[50, 5, 19], [39, 10, 9], [6, 3, 1, 8], [14, 4, 15], [2, 7, 12, 22], [11, 17, 21], [24, 29, 13, 23], [16, 28, 27], [18, 41, 60], [25, 20, 30, 46], [33, 26, 31, 32], [44, 40, 54, 37], [34, 36], [47, 43, 38, 42], [45, 49, 35], [51, 57, 48, 61], [53, 52, 55, 59], [62, 56, 58, 63], [64, 65, 69], [67, 70, 66, 76], [68, 73, 71, 74], [77, 75, 72, 78, 83, 84, 80, 79, 82, 81, 87, 85, 86, 88]]
61: [[50, 5, 19], [39, 10, 9], [6, 3, 1], [8, 14, 4, 15], [2, 7, 12, 22], [11, 17, 21], [24, 29, 13], [23, 16, 28, 27], [18, 41, 60, 25], [20, 30, 46], [33, 26, 31, 32], [44, 40, 54, 37], [34, 36, 47], [43, 38, 42, 45], [49, 35, 51], [57, 48, 61, 53], [52, 55, 59], [62, 56, 58, 63, 64, 65, 69], [67, 70, 66, 76, 68, 73, 71], [74, 77, 75], [72, 78, 83, 84, 80, 79, 82, 81, 87], [85, 86, 88]]
62: [[50, 5, 19], [39, 10, 9], [6, 3, 1, 8], [14, 4, 15], [2, 7, 12, 22], [11, 17, 21], [24, 29, 13, 23], [16, 28, 27, 18], [41, 60, 25, 20], [30, 46, 33], [26, 31, 32, 44], [40, 54, 37, 34, 36, 47], [43, 38], [42, 45, 49, 35, 51, 57, 48, 61, 53, 52, 55, 59], [62, 56, 58, 63, 64, 65, 69, 67, 70, 66, 76, 68, 73, 71, 74, 77, 75, 72, 78, 83, 84, 80, 79, 82, 81, 87, 85, 86, 88]]
63: [[50, 5, 19], [39, 10, 9], [6, 3, 1], [8, 14, 4, 15], [2, 7, 12, 22], [11, 17, 21], [24, 29, 13, 23], [16, 28, 27], [18, 41, 60, 25], [20, 30, 46], [33, 26, 31, 32], [44, 40, 54, 37], [34, 36, 47, 43], [38, 42, 45, 49], [35, 51], [57, 48], [61, 53, 52, 55], [59, 62, 56], [58, 63, 64], [65, 69, 67, 70], [66, 76], [68, 73, 71, 74, 77, 75, 72, 78, 83, 84, 80, 79, 82, 81, 87, 85, 86, 88]]
64: [[50, 5, 19], [39, 10, 9], [6, 3, 1, 8], [14, 4, 15, 2], [7, 12, 22, 11], [17, 21], [24, 29, 13, 23], [16, 28, 27], [18, 41, 60], [25, 20, 30, 46], [33, 26, 31], [32, 44, 40, 54], [37, 34, 36], [47, 43, 38, 42], [45, 49, 35, 51], [57, 48, 61, 53], [52, 55], [59, 62, 56, 58], [63, 64, 65], [69, 67, 70, 66], [76, 68, 73, 71], [74, 77, 75, 72], [78, 83, 84], [80, 79, 82, 81], [87, 85, 86, 88]]
65: [[50, 5, 19], [39, 10, 9], [6, 3, 1, 8], [14, 4, 15], [2, 7, 12, 22], [11, 17, 21, 24], [29, 13, 23], [16, 28, 27], [18, 41, 60], [25, 20, 30, 46], [33, 26, 31, 32], [44, 40, 54], [37, 34, 36, 47], [43, 38, 42, 45], [49, 35, 51, 57], [48, 61, 53, 52], [55, 59, 62], [56, 58, 63, 64], [65, 69, 67, 70], [66], [76, 68, 73, 71, 74, 77, 75, 72, 78, 83, 84, 80, 79, 82, 81, 87, 85, 86, 88]]
66: [[50, 5, 19], [39, 10, 9], [6, 3, 1, 8], [14, 4, 15], [2, 7, 12, 22], [11, 17, 21], [24, 29, 13, 23], [16, 28, 27], [18, 41, 60, 25], [20, 30, 46], [33, 26, 31], [32, 44, 40], [54, 37, 34], [36, 47, 43], [38, 42, 45], [49, 35], [51, 57, 48, 61, 53, 52, 55, 59, 62, 56, 58, 63, 64, 65, 69, 67, 70, 66, 76, 68, 73, 71, 74, 77, 75, 72, 78, 83, 84, 80, 79, 82, 81, 87, 85, 86, 88]]
67: [[50, 5, 19], [39, 10, 9, 6], [3, 1, 8], [14, 4, 15], [2, 7, 12, 22], [11, 17, 21, 24], [29, 13, 23], [16, 28, 27], [18, 41, 60, 25], [20, 30, 46], [33, 26, 31], [32, 44, 40, 54], [37, 34, 36, 47], [43, 38, 42], [45, 49, 35, 51], [57, 48, 61], [53, 52, 55, 59], [62, 56, 58, 63, 64, 65, 69, 67, 70, 66, 76, 68, 73, 71, 74, 77, 75, 72, 78, 83, 84, 80, 79, 82, 81, 87, 85, 86, 88]]
68: [[50, 5, 19], [39, 10, 9], [6, 3, 1, 8], [14, 4, 15], [2, 7, 12, 22], [11, 17, 21, 24], [29, 13, 23], [16, 28, 27, 18], [41, 60, 25, 20], [30, 46, 33, 26], [31, 32, 44, 40], [54, 37, 34, 36], [47, 43, 38], [42, 45, 49, 35], [51, 57, 48, 61], [53, 52, 55], [59, 62], [56, 58, 63], [64, 65, 69], [67, 70, 66], [76, 68, 73, 71], [74, 77, 75, 72, 78], [83, 84, 80, 79, 82, 81, 87, 85, 86, 88]]
69: [[50, 5, 19], [39, 10, 9], [6, 3, 1, 8], [14, 4, 15, 2], [7, 12, 22], [11, 17, 21, 24], [29, 13, 23], [16, 28, 27, 18], [41, 60, 25, 20], [30, 46, 33], [26, 31, 32, 44, 40], [54, 37, 34, 36], [47, 43, 38, 42], [45, 49, 35, 51], [57, 48, 61, 53], [52, 55, 59, 62], [56], [58, 63], [64, 65, 69, 67, 70, 66, 76, 68, 73, 71, 74, 77, 75, 72, 78, 83, 84, 80, 79, 82, 81, 87, 85, 86, 88]]
70: [[50, 5, 19], [39, 10, 9], [6, 3, 1], [8, 14, 4, 15], [2, 7, 12, 22], [11, 17, 21], [24, 29, 13], [23, 16, 28, 27], [18, 41, 60], [25, 20], [30, 46, 33], [26, 31, 32, 44], [40, 54, 37, 34], [36, 47, 43], [38, 42, 45, 49], [35, 51, 57, 48], [61, 53, 52], [55, 59, 62], [56, 58, 63], [64, 65, 69, 67, 70, 66, 76, 68, 73, 71, 74, 77, 75, 72], [78, 83, 84, 80, 79], [82, 81, 87, 85, 86, 88]]
71: [[50, 5, 19], [39, 10, 9], [6, 3, 1, 8], [14, 4, 15, 2], [7, 12, 22, 11], [17, 21, 24, 29], [13, 23, 16], [28, 27, 18], [41, 60, 25, 20], [30, 46, 33], [26, 31, 32, 44], [40, 54, 37], [34, 36, 47], [43, 38, 42], [45, 49], [35, 51, 57, 48, 61, 53, 52], [55, 59, 62], [56, 58, 63, 64, 65, 69, 67, 70, 66, 76, 68, 73, 71, 74, 77, 75, 72, 78, 83, 84, 80, 79, 82, 81, 87, 85, 86, 88]]
72: [[50, 5, 19], [39, 10, 9, 6], [3, 1, 8], [14, 4, 15, 2], [7, 12, 22, 11], [17, 21, 24], [29, 13, 23, 16], [28, 27, 18], [41, 60, 25, 20], [30, 46, 33, 26], [31, 32, 44], [40, 54], [37, 34, 36], [47, 43, 38, 42], [45, 49, 35, 51], [57, 48, 61, 53], [52, 55, 59, 62], [56, 58, 63, 64], [65, 69, 67, 70], [66, 76, 68], [73, 71, 74], [77, 75, 72, 78], [83, 84], [80, 79, 82, 81], [87, 85, 86, 88]]
73: [[50, 5, 19], [39, 10, 9, 6], [3, 1, 8], [14, 4, 15, 2], [7, 12, 22], [11, 17, 21], [24, 29, 13, 23], [16, 28, 27, 18], [41, 60, 25, 20], [30, 46, 33], [26, 31, 32], [44, 40, 54], [37, 34, 36], [47, 43, 38], [42, 45, 49], [35, 51, 57, 48], [61, 53, 52], [55, 59, 62, 56], [58, 63, 64, 65], [69, 67, 70], [66, 76], [68, 73, 71], [74, 77, 75], [72, 78, 83], [84, 80, 79, 82], [81, 87, 85, 86, 88]]
74: [[50, 5, 19], [39, 10, 9], [6, 3, 1, 8], [14, 4, 15], [2, 7, 12, 22], [11, 17, 21, 24], [29, 13, 23], [16, 28, 27], [18, 41, 60, 25], [20, 30, 46], [33, 26, 31, 32], [44, 40, 54], [37, 34, 36, 47], [43, 38, 42, 45], [49, 35, 51], [57, 48, 61, 53], [52, 55, 59, 62], [56, 58, 63], [64, 65, 69, 67], [70, 66, 76, 68], [73, 71, 74, 77], [75, 72, 78], [83, 84, 80, 79], [82, 81, 87, 85], [86, 88]]
75: [[50, 5, 19], [39, 10, 9], [6, 3, 1, 8], [14, 4, 15], [2, 7, 12, 22], [11, 17, 21, 24], [29, 13, 23], [16, 28, 27, 18], [41, 60, 25], [20, 30], [46, 33, 26, 31], [32, 44], [40, 54, 37, 34], [36, 47, 43], [38, 42], [45, 49], [35, 51, 57, 48], [61, 53, 52, 55], [59, 62, 56], [58, 63], [64, 65, 69, 67, 70, 66, 76, 68, 73, 71, 74, 77, 75, 72, 78, 83, 84, 80, 79, 82, 81, 87, 85, 86, 88]]
76: [[50, 5, 19], [39, 10, 9], [6, 3, 1, 8], [14, 4, 15], [2, 7, 12, 22], [11, 17, 21], [24, 29, 13, 23], [16, 28, 27, 18], [41, 60, 25], [20, 30, 46, 33, 26, 31, 32, 44, 40, 54, 37, 34, 36, 47, 43, 38, 42, 45, 49], [35, 51, 57, 48, 61, 53, 52, 55, 59, 62, 56, 58, 63, 64, 65, 69, 67, 70, 66, 76, 68, 73, 71, 74, 77, 75, 72, 78, 83, 84, 80, 79, 82, 81, 87, 85, 86, 88]]
77: [[50, 5, 19], [39, 10, 9], [6, 3, 1], [8, 14, 4, 15], [2, 7, 12, 22], [11, 17, 21, 24], [29, 13, 23], [16, 28, 27], [18, 41, 60], [25, 20, 30], [46, 33, 26], [31, 32], [44, 40, 54, 37], [34, 36, 47, 43], [38, 42, 45, 49], [35, 51, 57, 48], [61, 53, 52, 55], [59, 62, 56, 58], [63], [64, 65, 69, 67, 70, 66, 76], [68, 73, 71, 74, 77, 75, 72], [78, 83, 84, 80, 79, 82, 81, 87, 85, 86, 88]]
78: [[50, 5, 19], [39, 10, 9, 6], [3, 1, 8], [14, 4, 15, 2], [7, 12, 22], [11, 17, 21], [24, 29, 13, 23], [16, 28, 27, 18], [41, 60, 25, 20], [30, 46, 33], [26, 31, 32], [44, 40, 54], [37, 34, 36], [47, 43, 38], [42, 45, 49], [35, 51, 57, 48], [61, 53, 52], [55, 59], [62, 56, 58, 63, 64, 65, 69, 67, 70, 66, 76, 68, 73, 71, 74, 77, 75, 72, 78, 83, 84, 80, 79, 82, 81, 87, 85, 86, 88]]
79: [[50, 5, 19], [39, 10, 9], [6, 3, 1, 8], [14, 4, 15, 2], [7, 12, 22, 11], [17, 21, 24], [29, 13, 23, 16], [28, 27, 18], [41, 60, 25, 20], [30, 46, 33], [26, 31, 32, 44], [40, 54, 37, 34], [36, 47, 43, 38], [42, 45, 49], [35, 51, 57, 48], [61, 53, 52, 55], [59, 62, 56], [58, 63, 64, 65], [69, 67, 70, 66], [76, 68, 73], [71, 74, 77], [75, 72, 78], [83, 84], [80, 79, 82, 81], [87, 85, 86, 88]]
80: [[50, 5, 19], [39, 10, 9], [6, 3, 1], [8, 14, 4], [15, 2], [7, 12, 22], [11, 17, 21], [24, 29], [13, 23], [16, 28, 27], [18, 41, 60], [25, 20, 30], [46, 33], [26, 31, 32], [44, 40, 54], [37, 34, 36, 47], [43, 38, 42, 45], [49, 35, 51, 57], [48, 61, 53, 52], [55, 59, 62, 56], [58, 63], [64, 65, 69, 67], [70, 66, 76, 68], [73, 71], [74, 77, 75, 72], [78, 83, 84], [80, 79, 82, 81], [87, 85, 86, 88]]
81: [[50, 5, 19], [39, 10, 9], [6, 3, 1], [8, 14, 4, 15], [2, 7, 12, 22], [11, 17, 21], [24, 29, 13], [23, 16, 28, 27], [18, 41, 60, 25], [20, 30, 46], [33, 26, 31, 32], [44, 40, 54, 37], [34, 36, 47], [43, 38, 42, 45], [49, 35, 51, 57, 48], [61, 53, 52], [55, 59], [62, 56, 58, 63], [64, 65, 69], [67, 70], [66, 76, 68], [73, 71], [74, 77, 75], [72, 78, 83, 84], [80, 79, 82, 81], [87, 85, 86, 88]]
82: [[50, 5, 19], [39, 10, 9], [6, 3, 1], [8, 14, 4, 15], [2, 7, 12, 22], [11, 17, 21], [24, 29, 13], [23, 16, 28, 27], [18, 41, 60, 25], [20, 30, 46], [33, 26, 31, 32], [44, 40, 54, 37], [34, 36, 47], [43, 38, 42, 45], [49, 35, 51, 57, 48], [61, 53, 52], [55, 59], [62, 56, 58, 63], [64, 65, 69], [67, 70], [66, 76, 68], [73, 71], [74, 77, 75], [72, 78, 83, 84], [80, 79, 82, 81], [87, 85, 86, 88]]
83: [[50, 5, 19], [39, 10, 9], [6, 3], [1, 8, 14], [4, 15, 2], [7, 12, 22], [11, 17, 21], [24, 29, 13], [23, 16, 28], [27, 18, 41], [60, 25, 20], [30, 46, 33], [26, 31, 32, 44], [40, 54, 37, 34], [36, 47, 43], [38, 42, 45], [49, 35], [51, 57, 48, 61], [53, 52, 55], [59, 62, 56], [58, 63, 64, 65], [69, 67, 70, 66], [76, 68, 73, 71], [74, 77, 75, 72], [78, 83, 84], [80, 79, 82], [81, 87, 85, 86], [88]]
84: [[50, 5, 19], [39, 10], [9, 6, 3], [1, 8, 14], [4, 15, 2], [7, 12, 22], [11, 17, 21], [24, 29, 13, 23], [16, 28, 27, 18], [41, 60, 25], [20, 30, 46, 33], [26, 31, 32], [44, 40, 54, 37], [34, 36, 47], [43, 38, 42], [45, 49, 35, 51], [57, 48, 61, 53], [52, 55, 59, 62], [56, 58], [63, 64, 65], [69, 67, 70, 66, 76, 68, 73, 71, 74, 77, 75, 72, 78, 83, 84, 80, 79, 82, 81, 87, 85, 86, 88]]
85: [[50, 5, 19], [39, 10, 9], [6, 3, 1], [8, 14, 4], [15, 2, 7], [12, 22], [11, 17, 21, 24], [29, 13, 23, 16], [28, 27], [18, 41, 60], [25, 20, 30, 46], [33, 26, 31], [32, 44, 40], [54, 37, 34, 36], [47, 43, 38], [42, 45, 49], [35, 51], [57, 48, 61, 53], [52, 55, 59, 62], [56, 58, 63, 64], [65, 69, 67, 70], [66, 76, 68, 73], [71, 74, 77, 75], [72, 78, 83, 84], [80, 79, 82, 81], [87, 85, 86, 88]]
86: [[50, 5, 19], [39, 10, 9], [6, 3], [1, 8, 14], [4, 15, 2], [7, 12, 22], [11, 17, 21], [24, 29, 13], [23, 16, 28], [27, 18, 41], [60, 25, 20], [30, 46, 33, 26], [31, 32, 44], [40, 54], [37, 34, 36, 47], [43, 38, 42, 45], [49, 35, 51, 57], [48, 61, 53], [52, 55, 59], [62, 56, 58], [63, 64, 65], [69, 67], [70, 66, 76, 68], [73, 71, 74, 77], [75, 72, 78, 83], [84, 80, 79, 82], [81, 87, 85, 86], [88]]
87: [[50, 5, 19], [39, 10, 9], [6, 3, 1, 8], [14, 4, 15], [2, 7, 12, 22], [11, 17, 21, 24], [29, 13, 23, 16], [28, 27, 18, 41], [60, 25, 20, 30], [46, 33, 26], [31, 32, 44, 40], [54, 37, 34, 36], [47, 43, 38, 42], [45, 49, 35, 51], [57, 48, 61, 53, 52, 55, 59], [62, 56, 58, 63, 64, 65, 69, 67, 70, 66, 76, 68, 73, 71, 74, 77, 75, 72, 78, 83, 84, 80, 79, 82, 81, 87, 85, 86, 88]]
88: [[50, 5, 19], [39, 10, 9], [6, 3, 1, 8], [14, 4, 15, 2], [7, 12, 22, 11], [17, 21], [24, 29, 13, 23], [16, 28, 27], [18, 41, 60], [25, 20, 30, 46], [33, 26, 31], [32, 44, 40, 54], [37, 34, 36], [47, 43, 38, 42], [45, 49, 35, 51], [57, 48, 61, 53], [52, 55], [59, 62, 56, 58], [63, 64, 65], [69, 67, 70, 66], [76, 68, 73, 71], [74], [77, 75, 72, 78, 83, 84, 80, 79, 82, 81, 87, 85, 86, 88]]
89: [[50, 5, 19, 39], [10, 9, 6], [3, 1, 8, 14], [4, 15, 2], [7, 12, 22, 11], [17, 21, 24], [29, 13, 23, 16], [28, 27, 18], [41, 60, 25, 20], [30, 46, 33, 26], [31, 32, 44, 40], [54, 37], [34, 36, 47, 43], [38, 42, 45], [49, 35, 51], [57, 48, 61, 53], [52, 55, 59, 62], [56, 58, 63, 64], [65, 69, 67, 70], [66, 76, 68, 73], [71, 74, 77, 75], [72, 78, 83], [84, 80, 79, 82], [81, 87, 85, 86], [88]]
90: [[50, 5, 19], [39, 10, 9], [6, 3, 1], [8, 14, 4, 15], [2, 7, 12], [22, 11, 17, 21], [24, 29, 13, 23], [16, 28, 27], [18, 41, 60], [25, 20, 30, 46], [33, 26, 31, 32], [44, 40, 54], [37, 34, 36], [47, 43, 38], [42, 45, 49], [35, 51, 57], [48, 61, 53, 52], [55, 59, 62, 56], [58, 63, 64], [65, 69, 67, 70], [66, 76], [68, 73, 71], [74, 77], [75, 72, 78], [83, 84], [80, 79, 82, 81], [87, 85, 86, 88]]
91: [[50, 5, 19], [39, 10, 9, 6], [3, 1, 8, 14], [4, 15, 2], [7, 12, 22, 11], [17, 21, 24, 29], [13, 23, 16], [28, 27, 18, 41], [60, 25, 20], [30, 46, 33, 26], [31, 32, 44, 40], [54, 37, 34], [36, 47], [43, 38, 42, 45], [49, 35, 51, 57], [48, 61, 53], [52, 55, 59], [62, 56, 58], [63, 64, 65, 69], [67, 70, 66], [76, 68], [73, 71, 74], [77, 75, 72, 78, 83, 84, 80, 79, 82, 81, 87, 85, 86, 88]]
92: [[50, 5], [19, 39], [10, 9, 6], [3, 1, 8], [14, 4, 15], [2, 7, 12, 22], [11, 17, 21, 24], [29, 13, 23], [16, 28], [27, 18], [41, 60, 25, 20], [30, 46, 33], [26, 31, 32], [44, 40, 54, 37], [34, 36, 47], [43, 38, 42], [45, 49, 35, 51], [57, 48], [61, 53, 52], [55, 59], [62, 56, 58, 63], [64, 65, 69], [67, 70], [66, 76, 68], [73, 71], [74, 77, 75], [72, 78, 83, 84], [80, 79, 82, 81], [87, 85, 86, 88]]
93: [[50, 5, 19], [39, 10, 9], [6, 3, 1, 8], [14, 4, 15, 2], [7, 12, 22], [11, 17, 21], [24, 29, 13, 23], [16, 28, 27], [18, 41], [60, 25, 20, 30], [46, 33, 26, 31], [32, 44, 40, 54], [37, 34], [36, 47], [43, 38, 42, 45], [49, 35, 51], [57, 48, 61], [53, 52, 55, 59], [62, 56], [58, 63, 64, 65, 69, 67, 70, 66, 76, 68, 73, 71, 74, 77, 75, 72, 78, 83, 84, 80, 79, 82, 81, 87], [85, 86, 88]]
94: [[50, 5, 19], [39, 10, 9, 6], [3, 1, 8, 14], [4, 15, 2], [7, 12, 22, 11], [17, 21, 24], [29, 13, 23, 16], [28, 27, 18], [41, 60], [25, 20, 30, 46], [33, 26, 31, 32], [44, 40, 54, 37], [34, 36, 47], [43, 38, 42, 45], [49, 35, 51, 57], [48, 61, 53, 52], [55, 59, 62, 56, 58], [63, 64, 65], [69, 67], [70, 66, 76, 68, 73, 71, 74, 77, 75, 72, 78, 83, 84, 80, 79, 82, 81, 87, 85, 86, 88]]
95: [[50, 5, 19], [39, 10, 9], [6, 3, 1], [8, 14, 4, 15], [2, 7, 12], [22, 11, 17, 21], [24, 29, 13, 23], [16, 28, 27, 18], [41, 60, 25, 20], [30, 46, 33], [26, 31, 32], [44, 40, 54], [37, 34, 36], [47, 43, 38, 42], [45, 49, 35, 51], [57, 48, 61, 53], [52, 55, 59], [62, 56], [58, 63, 64, 65], [69, 67, 70], [66, 76, 68, 73], [71, 74], [77, 75, 72, 78], [83, 84, 80], [79, 82, 81, 87], [85, 86, 88]]
96: [[50, 5, 19], [39, 10, 9], [6, 3, 1, 8], [14, 4, 15], [2, 7, 12, 22], [11, 17, 21], [24, 29, 13], [23, 16], [28, 27, 18, 41, 60, 25, 20], [30, 46, 33, 26, 31, 32], [44, 40, 54, 37, 34, 36, 47, 43, 38, 42, 45, 49, 35, 51, 57, 48, 61, 53, 52, 55, 59, 62, 56, 58, 63, 64, 65, 69, 67, 70, 66, 76], [68, 73, 71, 74, 77, 75, 72, 78, 83, 84, 80, 79, 82, 81, 87, 85, 86, 88]]
97: [[50, 5, 19], [39, 10, 9], [6, 3, 1], [8, 14, 4], [15, 2, 7], [12, 22, 11, 17], [21, 24, 29], [13, 23], [16, 28, 27, 18], [41, 60, 25, 20], [30, 46, 33], [26, 31, 32, 44], [40, 54, 37, 34], [36, 47, 43, 38], [42, 45, 49], [35, 51, 57], [48, 61, 53], [52, 55, 59, 62], [56, 58, 63, 64, 65, 69, 67, 70, 66, 76, 68, 73, 71, 74, 77, 75, 72, 78, 83, 84, 80, 79, 82, 81, 87, 85, 86, 88]]
98: [[50, 5, 19], [39, 10, 9], [6, 3, 1, 8], [14, 4, 15, 2], [7, 12, 22, 11], [17, 21], [24, 29, 13, 23], [16, 28, 27], [18, 41, 60], [25, 20, 30, 46], [33, 26, 31], [32, 44, 40, 54], [37, 34, 36, 47], [43, 38, 42], [45, 49, 35, 51], [57, 48], [61, 53, 52], [55, 59], [62, 56, 58, 63], [64, 65, 69], [67, 70], [66, 76, 68], [73, 71], [74, 77, 75], [72, 78, 83, 84], [80, 79, 82, 81], [87, 85, 86, 88]]
99: [[50, 5, 19], [39, 10, 9, 6], [3, 1, 8], [14, 4, 15], [2, 7], [12, 22, 11], [17, 21, 24, 29], [13, 23, 16, 28], [27, 18, 41, 60], [25, 20, 30, 46], [33, 26, 31, 32], [44, 40, 54], [37, 34, 36, 47], [43, 38, 42], [45, 49, 35, 51], [57, 48, 61, 53], [52, 55, 59, 62], [56, 58, 63], [64, 65, 69, 67], [70, 66, 76], [68, 73, 71], [74, 77, 75, 72], [78, 83, 84, 80, 79, 82, 81, 87, 85, 86, 88]]
100: [[50, 5, 19], [39, 10, 9], [6, 3, 1], [8, 14, 4], [15, 2, 7], [12, 22], [11, 17, 21], [24, 29, 13, 23], [16, 28, 27, 18], [41, 60, 25, 20, 30], [46, 33, 26, 31], [32, 44, 40], [54, 37, 34, 36], [47, 43, 38, 42], [45, 49, 35], [51, 57, 48, 61], [53, 52, 55, 59], [62, 56, 58], [63, 64, 65, 69], [67, 70, 66, 76], [68, 73, 71], [74, 77, 75], [72, 78, 83], [84, 80], [79, 82, 81, 87, 85], [86, 88]]
101: [[50, 5, 19], [39, 10, 9, 6], [3, 1, 8], [14, 4, 15], [2, 7, 12, 22], [11, 17, 21, 24], [29, 13, 23], [16, 28, 27], [18, 41, 60, 25], [20, 30, 46, 33], [26, 31, 32], [44, 40, 54], [37, 34, 36], [47, 43, 38, 42], [45, 49, 35], [51, 57, 48], [61, 53, 52, 55], [59, 62, 56, 58, 63, 64, 65, 69, 67, 70, 66, 76, 68, 73, 71, 74, 77, 75, 72, 78, 83, 84, 80, 79, 82, 81, 87, 85, 86, 88]]
