0: [[42, 35, 3, 2, 5, 1, 8, 7], [12, 4, 15, 14, 9, 24, 17, 18, 10], [11, 13, 25, 21, 6], [16, 29, 20, 19], [22, 26, 23, 27, 30, 28, 31], [36, 37, 33, 32, 39, 54, 34, 40], [38, 43, 41, 45, 44, 46, 47, 53], [49, 57, 50, 52], [48, 55, 51, 58, 59, 56, 60]]
74: [[42, 35, 3, 2, 5, 1, 8, 7], [12, 4, 15, 14, 9, 24, 17, 22, 6], [21, 13, 20, 23, 10], [16, 30], [11, 19, 18, 26, 31, 28, 25, 27, 29], [36, 37, 33, 32, 38, 34, 39, 40, 41, 43, 45, 44, 47, 46], [60, 51], [49, 58, 50, 52, 53, 57, 48, 54, 55, 56, 59]]
75: [[42, 35, 3, 2, 5, 1], [8, 7, 12, 4, 15, 14, 9, 10, 6, 11, 13, 19, 20, 18, 17, 16, 24, 27, 23, 21, 22, 31, 30, 25, 26, 28, 29, 36, 32, 41, 33, 37, 38], [34, 44, 45, 43, 47, 46, 40, 49, 50, 39, 53, 56, 52, 54, 57, 51, 48, 58, 59, 55, 60]]
76: [[42, 35, 3, 2, 5, 1, 8], [7, 12, 4, 15, 14, 9, 10, 6], [22, 11, 19, 13, 21, 16, 20, 18, 29, 24, 23, 30, 17, 27, 28, 26], [25, 31, 36, 33, 32, 37, 38, 54], [34, 41, 44, 39, 40, 45, 47, 43, 46, 48, 49, 52, 51, 50, 53, 55, 57, 56, 59, 60, 58]]
77: [[42, 35, 3, 2, 5, 1, 8, 7], [12, 4, 15, 14, 10, 9, 24, 6, 11], [23, 16, 25, 13, 17, 19], [21, 20, 28, 18, 29, 22, 27, 26], [30, 31, 36, 33, 38, 32], [34, 53, 39, 44, 40, 45, 37, 46], [41, 47, 43, 48, 55, 49, 57, 56, 50, 51, 54], [58, 52, 59, 60]]
78: [[42, 35, 3, 2, 5, 1, 8, 7], [12, 4, 15, 14, 9, 18, 11, 6], [10, 25, 21, 16, 22, 17, 19, 26], [20, 23, 13, 24, 27, 28], [30, 29, 31, 37, 32, 33, 46], [36, 54, 38, 44, 40, 34, 39, 41], [45, 47, 43, 51, 50, 52, 48, 59, 55, 49, 53, 57, 56, 58, 60]]
79: [[42, 35, 3, 2, 5, 1, 8, 7], [12, 4, 15, 14, 9, 25, 10, 6], [11, 16, 13], [20, 19, 17, 18, 21, 23, 28, 22, 30], [24, 26, 27, 29, 31, 36, 32, 33], [46, 37, 34, 43, 38, 41, 40], [45, 47, 39, 44, 58, 53, 57, 49, 48, 50, 51, 55, 52, 56, 54, 59, 60]]
80: [[42, 35, 3, 2, 5, 1, 8, 7], [12, 4, 15, 14, 9, 25, 10, 6], [11, 16, 13], [20, 19, 17, 18, 21, 23, 28, 22, 30], [24, 26, 27, 29, 31, 36, 32, 33], [46, 37, 34, 43, 38, 41, 40], [45, 47, 39, 44, 58, 53, 57, 49, 48, 50, 51, 55, 52, 56, 54, 59, 60]]
81: [[42, 35, 3, 2, 5, 1], [8, 7, 12, 4], [15, 14, 9, 24, 10, 6, 11], [21, 13, 19, 17, 16, 22, 28], [29, 26, 25, 18], [31, 23, 27, 30, 52], [37, 34, 36, 38, 33], [20, 55, 44, 43, 39, 41], [46, 45, 40, 32, 48], [57, 49, 50, 51, 56, 54, 53, 47], [58, 59, 60]]
82: [[42, 35, 3, 2, 5, 1, 8, 7], [12, 4, 15, 14, 9, 11, 6, 18, 10, 25, 23, 16, 17, 21, 13, 19, 20, 22, 29, 24, 26, 27], [30, 28, 31, 36, 32, 49, 48, 33, 55], [34, 37, 45, 47, 38, 41, 46, 39, 43, 40, 52, 51, 54, 44, 50, 53, 56, 57, 58, 59, 60]]
83: [[42, 35, 3, 2, 5, 1, 8, 7], [12, 4, 15, 14, 9, 10, 6], [18, 11, 23, 29, 13, 16], [17, 19, 25, 20, 21, 28, 27], [26, 22, 24, 30, 31, 36, 32, 48], [37, 38, 54, 39, 40, 33, 34, 47, 45], [43, 44, 51, 41, 59, 49, 46, 50, 53, 55, 52, 57, 56, 58, 60]]
84: [[42, 35, 3, 2, 5, 1, 8, 7], [12, 4, 15, 14, 9, 24], [11, 6, 10, 13, 17, 23, 20, 16], [18, 30, 28, 19, 21, 22, 26, 27, 25], [29, 31, 36, 48, 51], [56, 38, 33, 32, 40], [37, 43, 34, 41, 45, 47, 58], [44, 39, 46], [54, 52, 50, 55, 53, 60, 49, 57, 59]]
85: [[42, 35, 3, 2, 5, 1, 8, 7], [12, 4, 15, 14, 9, 24, 19, 6, 10], [21, 17, 26, 11, 13, 18], [30, 20, 23, 16, 25, 28], [27, 22, 29], [31, 37, 32, 33, 36, 44, 55, 47, 34, 41, 39, 40, 38, 54, 59, 45, 46, 50, 48, 49, 43, 52, 53, 56, 60, 58, 51, 57]]
86: [[42, 35, 3, 2, 5, 1, 8, 7], [12, 4, 15, 14, 9, 24, 26, 6, 11], [10, 13, 25, 20, 16], [18, 30, 17, 19], [22, 21, 23, 27, 29, 28, 31, 36], [37, 33, 32, 39, 54, 34, 45, 38], [40, 41, 43, 44, 46, 47], [49, 48, 50, 51, 52, 55, 57], [53, 58, 59, 56, 60]]
87: [[42, 35, 3, 2, 5, 1, 8, 7], [12, 4, 15, 14, 9], [24, 6, 22, 10, 13], [17, 25, 21, 18, 16, 30, 28], [19, 11, 20, 23, 27, 26, 29, 31], [36, 37, 33, 32, 39], [50, 34, 40, 38, 43], [46, 45, 47, 48, 52, 44, 49], [57, 53], [54, 41, 55, 59, 58, 51, 56, 60]]
88: [[42, 35, 3, 2, 5, 1, 8, 7], [12, 4, 15, 14, 9, 24], [6, 22, 10, 21, 11], [17, 23, 13, 16], [20, 26, 18, 19, 27, 28, 30, 25], [29, 31], [36, 32, 34, 33, 38, 47, 39, 37], [41, 45, 44, 40], [43, 56, 55, 46, 50, 49, 48], [51, 52, 57, 53, 60, 58, 54, 59]]
89: [[42, 35, 3, 2, 5, 1, 8, 7], [12, 4, 15, 14, 10, 24, 9, 6, 11], [25, 16, 13, 20, 18, 17], [23, 19, 26, 21, 29, 31, 22, 27], [28, 30, 36, 48, 39, 43], [32, 33, 44, 40, 41, 45, 34, 37], [38, 46, 58, 47, 57, 49], [50, 54, 51, 52, 53, 55, 56, 59, 60]]
90: [[42, 35, 3, 2, 5, 1, 8, 7], [12, 4, 15, 14, 10, 24, 9, 18], [17, 11, 13, 25], [21, 6, 16, 29, 20, 19, 22], [26, 23, 31, 30, 28, 27, 36, 39, 33, 32, 38, 34, 40, 41, 37, 43, 56, 53, 44, 47, 45, 46, 49, 48, 60, 51, 52, 55, 50, 54, 59, 57, 58]]
91: [[42, 35, 3, 2, 5], [1, 8, 7, 12], [4, 15, 14, 9, 24], [10, 6, 13, 19, 21], [18, 11, 16, 23, 31, 17, 26, 25, 22, 29, 30, 27, 28, 32, 40, 34, 36, 33, 39], [20, 37, 44, 38, 47, 43, 45, 60, 58, 41, 46, 53, 54, 51, 52, 48, 49, 50, 55, 59, 56, 57]]
92: [[42, 35, 3, 2, 5, 1, 8, 7], [12, 4, 15, 14], [9, 18, 6, 11, 10, 16, 13], [25, 21, 17, 20, 29, 22, 19, 28, 26, 23, 27, 30, 24, 31, 37, 33, 36, 32, 39, 54, 34, 40, 41, 43, 45, 38, 44, 46, 47, 51, 49, 48, 50, 52, 55, 53, 57, 58, 59, 56, 60]]
93: [[42, 35, 3, 5, 1, 2], [8, 7, 12, 4, 15, 6, 10], [14, 11], [9, 17, 13, 21], [25], [20, 16, 29, 22], [31, 19, 24, 23, 27, 26, 28, 18], [30, 36, 32, 34, 33, 39, 37, 41], [44, 38, 47, 45, 46, 40, 43, 52], [53, 48, 49, 58, 54], [50, 55, 51, 56, 59, 57, 60]]
94: [[42, 35, 3, 2, 5, 1, 8, 7], [12, 4, 15], [14, 9, 10, 26, 6, 11, 21, 17, 13, 18], [16, 19, 20, 22, 25, 23, 27, 28], [24, 29, 30, 31, 36, 34, 38, 32, 33], [39, 37, 40, 41, 44, 45, 46, 51, 47], [43, 52, 49, 55, 48, 50, 53, 54, 59, 58, 56], [57, 60]]
95: [[42, 35, 3, 2, 5, 1, 8, 7, 12], [4, 15, 14, 9, 11, 6, 22, 10, 21, 29, 16, 18, 17, 13, 19, 20, 23, 24, 26, 30, 27, 25, 28, 55, 36, 31, 49, 32], [39, 38, 34, 40, 43, 47, 37, 33, 46, 56, 59, 45, 41, 57, 44], [50, 52, 54, 48, 51, 53, 60, 58]]
96: [[42, 35, 3, 2, 5], [1, 8, 7, 12], [4, 15, 14, 9, 24], [6, 10, 11, 27, 13, 21, 17], [26, 20, 18, 16, 19, 25, 29, 23, 30], [31, 28, 36, 33, 37, 39, 34, 41, 22, 38, 45, 40, 43, 32, 44, 46, 57, 47, 55, 49, 51, 52, 48, 50, 53, 56, 58, 59, 60, 54]]
97: [[42, 35, 3, 2, 5, 1], [8, 7, 12, 4, 15, 14, 9, 24, 11, 6, 10, 13, 17, 22, 18, 16, 21, 30, 20, 19, 23, 26, 28, 27, 25, 29, 53, 36, 52, 48], [57, 39, 49, 34, 31, 46, 43, 32, 41, 60, 33, 37, 38, 40, 45, 55, 44, 47, 54, 50, 51, 56], [59, 58]]
98: [[42], [35, 3, 2, 5, 1, 8, 7, 12, 4, 15, 14, 10, 24, 11, 6, 9, 19, 13, 22, 16, 17, 20, 30, 23, 18, 28, 26, 21, 25, 27, 31, 29, 40, 32, 38, 33, 39, 54, 34, 36, 45, 37, 44, 41, 56, 43, 53, 46, 49, 51, 47, 48, 50, 57, 55, 52, 60, 59], [58]]
99: [[42, 35, 3, 2, 5, 1, 8, 7], [12, 4, 15, 14, 10, 24], [9, 6, 11, 25], [19, 17, 18, 16, 21, 23], [20, 29, 13, 28, 22, 26, 27, 30, 31], [36, 32, 49, 45, 34, 54], [38, 40, 33, 37, 46, 39], [43, 41, 44, 51, 50, 52, 48], [59, 47, 53, 55, 57, 56, 58, 60]]
100: [[42, 35, 3, 2, 5, 1, 8, 7], [12, 4, 15, 14, 9, 26], [6, 10, 11, 25], [13, 17, 16, 18, 23, 19, 21, 30, 22, 27, 28, 20, 24, 29, 31, 36, 48], [32, 33, 37, 38, 45, 34, 43, 44, 40, 39, 41, 46, 57, 51, 49, 47, 50, 54, 56, 53, 55, 52, 59, 58, 60]]
101: [[42, 35, 3], [2, 5, 1, 8, 7, 12, 4, 15], [14, 9, 24, 10, 6, 18], [29, 13, 17, 21, 11, 16, 28], [19, 27, 26, 30, 22, 25, 20, 31], [23, 36, 34, 32, 33, 39, 54, 37], [40, 38, 41, 43, 47, 44, 45, 49], [46, 52, 57, 48], [51, 50, 53, 56, 58, 55, 59, 60]]
102: [[42, 35, 3, 2, 5, 1, 8, 7], [12, 4, 15, 14, 9, 24, 10, 11], [25, 21, 6, 16], [17, 20, 22, 13, 18, 26], [30, 27, 19, 23, 29, 28, 31, 36, 32], [50, 34, 48, 54, 33, 44, 41, 38, 37], [43, 47, 46, 39, 58, 55, 49, 40], [45, 51, 52, 56, 59, 57, 60, 53]]
103: [[42, 35], [3, 2, 5, 1, 8, 7, 12, 4, 15], [14, 10, 18, 19, 6, 9, 13, 17, 28, 21, 11, 16, 30, 22], [27, 20], [24, 23, 25, 29, 26, 31, 36, 33, 32, 34, 47, 38, 39, 44, 45, 37, 41, 46, 40, 43, 52, 58, 49, 50, 57, 54, 53, 56, 48, 60, 51, 59, 55]]
104: [[42, 35, 3, 2, 5, 1, 8, 7], [12, 4, 15, 14, 9, 24], [19, 6], [10, 11], [13, 17, 23, 20, 16, 30, 18, 22, 21], [25, 26, 27, 28, 54, 29, 36, 31, 32, 34, 37, 38, 33, 46], [41, 45, 39, 44, 47, 40, 56, 55, 43, 53, 49, 48, 51, 52, 50, 57, 60, 59, 58]]
105: [[42, 35, 3], [2, 5, 1, 8, 7, 12, 4, 15, 14, 9, 18, 10, 6, 11, 21, 13, 20, 17, 16, 19, 29, 30, 26, 22, 27, 25, 23, 24, 28, 31, 36, 32, 33, 34, 52, 54, 37, 44, 45, 39, 38, 40, 41, 46, 43, 51, 50, 49, 48, 47, 53, 55, 58, 56, 59], [57, 60]]
106: [[42, 35, 3, 2, 5, 1, 8, 7], [12, 4, 15], [14, 10, 24, 9, 6, 11, 13, 29, 17, 16], [20, 19, 18, 28, 21, 23, 22], [27, 30, 25, 26, 31, 33, 37, 32, 40, 38, 46], [41, 36, 43], [45, 34, 44, 47, 39, 49, 55, 50, 48, 52, 51, 53, 54, 57, 56, 58, 59, 60]]
107: [[42, 35, 3, 2, 5, 1, 8, 7], [12, 4, 15, 14, 9, 24, 11, 10], [6, 25, 23, 16, 19], [13, 20, 21, 18, 17, 30, 22, 26], [27, 31, 28, 29, 48, 32, 33, 34], [38, 55, 36, 40, 43, 37], [39, 41, 57, 45, 56, 47, 44, 51], [58, 46, 50, 49, 53, 52, 54, 59, 60]]
108: [[42, 35, 3, 2, 5, 1, 8, 7], [12, 4, 15, 14, 10], [24, 18, 11, 6], [19, 9, 16, 20, 23, 13, 21, 17], [22, 27, 29, 25, 26, 28, 30, 31], [36, 56, 34, 32, 39], [33, 38, 40, 45, 43, 41, 44, 46], [37, 47, 55, 51, 49, 48, 52, 53, 50, 59, 58, 54, 57, 60]]
109: [[42, 35, 3, 2, 5, 1, 8], [7, 12, 4, 15, 14, 9, 24], [6, 27, 10, 11, 13, 17, 29, 21], [16, 23, 18, 25, 30, 20, 28, 22], [19, 31, 26, 36, 38, 32, 34], [37, 46, 39, 40, 47, 44, 45, 33, 41], [43, 54, 53, 48, 49, 50, 58, 51], [52, 57, 55, 59, 60, 56]]
110: [[42, 35, 3, 2, 5, 1, 8, 7], [12, 4, 15, 14, 9, 24, 10, 6], [11, 13, 17], [25, 20, 19, 18, 21, 28, 22, 16], [26, 30, 23], [29, 27, 31, 33, 36, 32], [34, 39, 38, 40, 47, 37, 44, 49, 41, 46, 45, 43, 52, 51, 48, 50, 55, 58, 53, 54, 56, 57, 59, 60]]
111: [[42, 35, 3, 2, 5, 1], [8, 7, 12, 4, 15, 14, 9, 24, 19], [6, 10, 11, 13, 21, 22, 16, 20], [29, 17, 18, 23, 27, 25, 26, 30, 28], [53, 36, 52, 51, 31, 39, 32, 34], [40, 38, 43, 45], [33, 44, 37, 46, 47, 41, 57], [50, 48, 54, 55, 49, 58, 59, 60, 56]]
112: [[42, 35, 3, 2, 5, 1, 8, 7], [12, 4, 15, 14, 9, 24, 18], [22, 13, 27, 11, 16, 6], [10, 17, 23, 20, 29, 19, 21], [26, 25, 30, 28, 31, 36, 32, 45, 49, 39, 50, 33, 40], [34, 37, 38, 43], [44, 46, 41, 55, 60, 51, 54, 52, 47], [53, 48, 58, 57, 56, 59]]
113: [[42, 35, 3, 2, 5, 1, 8, 7, 12], [4, 15], [14, 9, 24, 11, 13, 6, 10, 19, 16], [25, 20, 22, 29, 18, 17, 23, 21, 28, 26, 27, 31, 30, 33], [32, 36, 34, 38, 51, 41, 44, 37, 39, 40, 46, 43, 45, 47, 48, 49, 50, 53, 56, 55, 52, 58, 60, 54, 57], [59]]
114: [[42, 35, 3, 2, 5, 1, 8, 7], [12, 4, 15, 14, 24, 25, 9, 10, 6], [11, 20, 16, 17, 18, 23, 29, 13, 30, 22], [27, 19, 21, 28, 26, 31, 33, 37], [32, 44, 34, 53, 39, 38], [46, 40, 36, 41, 45, 47, 57], [55, 50, 43, 49, 48, 54, 51, 52, 56, 58, 59, 60]]
115: [[42, 35, 3, 2, 5, 1, 8, 7], [12, 4, 15, 14, 9, 24, 19], [6, 11, 10, 13, 17, 18], [21, 16], [29, 20, 23, 22, 30, 26, 25, 27], [28, 31, 36, 33, 37, 32, 38, 54, 39, 41, 46, 34, 43, 45, 40, 44, 51, 48, 59, 57, 47, 56], [50, 53, 49, 52, 58, 55, 60]]
116: [[42, 35, 3, 2, 5, 1, 8, 7], [12, 4, 15, 14, 9, 24, 19, 6, 13], [25, 17, 10, 21, 22], [16, 29, 18, 11, 30], [20, 31, 23, 26, 28, 55, 36], [52, 33, 56, 27, 54, 34, 40, 46], [32, 41, 45, 37, 38, 47, 49, 57, 43, 44, 48, 50, 39, 51, 53, 58, 59, 60]]
117: [[42, 35, 3, 2, 5, 1, 8, 7, 12], [4, 15, 14, 9, 24, 22, 10, 6], [23, 20, 11, 17, 16, 13, 28, 18], [19, 21, 27, 31, 25, 26, 29, 30], [36, 33, 38, 40, 32, 53, 39, 44, 46], [41, 34, 37, 43, 45, 47, 48, 49, 51, 55], [52, 58, 56, 54, 50, 59, 60, 57]]
118: [[42, 35, 3, 2, 5, 1, 8, 7], [12, 4, 15, 14, 9, 24, 6], [11, 10, 27, 13, 18, 29], [16, 17, 19], [22, 23, 30, 20, 25, 21, 26, 28, 31, 44], [32, 33, 34, 45], [54, 40, 36, 47, 39, 41, 43, 38, 46, 57, 50, 37, 51, 52, 48, 49, 59, 53, 58, 56, 60, 55]]
119: [[42, 35, 3, 2, 5], [1, 8, 7, 12, 4, 15, 14], [9, 24, 18, 6, 26, 21, 13, 17], [11, 10, 16, 31, 20, 22, 27, 23], [19, 25, 29, 30, 50], [33, 28, 34, 48, 46, 32, 38, 44], [40, 41, 36, 37, 39, 56, 57, 43, 45, 47, 51, 49, 55, 54, 52, 58, 59, 60, 53]]
120: [[42, 35, 3, 2, 5, 1, 8], [7, 12, 4, 15, 14, 10, 24, 9], [13, 11, 29, 17, 19, 20, 6], [16, 22, 18, 31, 21, 30], [23, 25, 28, 26, 27, 44, 33, 38], [39, 50, 34, 37, 32, 41], [36, 45, 40, 43, 47, 48, 55, 49, 53], [56, 52, 57, 54, 51, 58, 59, 46, 60]]
121: [[42, 35, 3, 2, 5, 1, 8, 7], [12, 4, 15, 14], [9, 24, 10, 26, 13, 20, 19, 6], [21, 11, 27, 23, 22, 16], [18, 25, 17, 29, 30, 28], [31, 36, 34, 40, 33, 52, 39, 32], [41, 45, 47, 38, 43, 56, 46], [37, 44, 48, 50, 51, 49, 53, 54, 60], [55, 57, 58, 59]]
