0: [[53], [20, 58, 4, 19, 26, 31, 34, 47], [3, 30, 51], [38, 14, 15], [8, 5, 44, 18], [40], [42, 54, 29], [9], [33, 6, 10, 21], [13, 49, 24, 45, 12], [56], [22, 23], [35, 46, 2], [43, 27, 11], [48], [7], [28, 25], [32, 36, 57, 17, 50], [37, 16], [39, 41], [52], [59], [55], [1, 60]]
74: [[35, 20, 27, 32, 19, 2, 4, 12, 3, 7, 1, 11, 9, 8, 14], [5, 18, 6, 10, 23, 28, 13, 29, 17, 15, 26, 21, 24, 16, 25], [22, 31, 30, 40, 37, 38, 33, 34, 36, 45, 39, 43, 41, 44, 42], [46, 47, 50, 56, 48, 51, 49, 53, 52, 55, 54, 58, 59, 60, 57]]
75: [[35, 20, 27, 32, 19, 2, 4, 12, 3, 7, 1, 11, 9, 8, 14], [5, 18, 13, 15, 24, 16, 17, 28, 23, 25, 26, 29, 10, 21, 6], [22, 30, 31, 40, 37, 38, 33, 34, 36, 45, 39, 43, 41, 44, 42], [46, 47, 50, 56, 48, 51, 49, 53, 52, 55, 54, 58, 59, 60, 57]]
76: [[35, 20, 27, 32, 19, 2, 4, 12, 3, 7, 1, 11, 9, 8, 14], [5, 18, 10, 15, 29, 16, 17, 23, 21, 24, 13, 25, 6, 26, 28], [22, 30, 31, 40, 37, 38, 33, 34, 36, 45, 39, 43, 41, 44, 42], [46, 47, 50, 56, 48, 51, 49, 53, 52, 55, 54, 58, 59, 60, 57]]
77: [[35, 20, 27, 32, 19, 2, 4, 12, 3, 7, 1, 11, 9, 8, 14], [5, 18, 6, 10, 15, 13, 25, 24, 16, 22, 23, 31, 17, 30, 21], [28, 29, 26, 40, 37, 38, 33, 34, 36, 45, 39, 43, 41, 44, 42], [46, 47, 50, 56, 48, 51, 49, 53, 52, 55, 54, 58, 59, 60, 57]]
78: [[35, 20, 27, 32, 19, 2, 4, 12, 3, 7, 1, 11, 9, 8, 14], [5, 18, 6, 24, 15, 25, 21, 31, 10, 13, 23, 17, 16, 22, 30], [26, 28, 29, 40, 37, 38, 33, 34, 36, 45, 39, 43, 41, 44, 42], [46, 47, 50, 56, 48, 51, 49, 53, 52, 55, 54, 58, 59, 60, 57]]
79: [[35, 20, 27, 32, 19, 2, 4, 12, 3, 7, 1, 11, 9, 8, 14], [5, 18, 6, 28, 15, 13, 10, 17, 29, 26, 23, 25, 21, 22, 30], [16, 24, 31, 40, 37, 38, 33, 34, 36, 45, 39, 43, 41, 44, 42], [46, 47, 50, 56, 48, 51, 49, 53, 52, 55, 54, 58, 59, 60, 57]]
80: [[35, 20, 27, 32, 19, 2, 4, 12, 3, 7, 1, 11, 9, 8, 14], [5, 18, 6, 30, 23, 25, 16, 13, 10, 21, 15, 28, 17, 22, 29], [24, 31, 26, 40, 37, 38, 33, 34, 36, 45, 39, 43, 41, 44, 42], [46, 47, 50, 56, 48, 51, 49, 53, 52, 55, 54, 58, 59, 60, 57]]
81: [[35, 20, 27, 32, 19, 2, 4, 12, 3, 7, 1, 11, 9, 8, 14], [5, 18, 6, 10, 13, 30, 25, 21, 16, 28, 15, 29, 23, 17, 22], [24, 31, 26, 40, 37, 38, 33, 34, 36, 45, 39, 43, 41, 44, 42], [46, 47, 50, 56, 48, 51, 49, 53, 52, 55, 54, 58, 59, 60, 57]]
82: [[35, 20, 27, 32, 19, 2, 4, 12, 3, 7, 1, 11, 9, 8, 14], [5, 18, 6, 10, 23, 13, 21, 15, 16, 22, 26, 25, 17, 24, 31], [28, 29, 30, 40, 37, 38, 33, 34, 36, 45, 39, 43, 41, 44, 42], [46, 47, 50, 56, 48, 51, 49, 53, 52, 55, 54, 58, 59, 60, 57]]
83: [[35, 20, 27, 32, 19, 2, 4, 12, 3, 7, 1, 11, 9, 8, 14], [5, 18, 6, 10, 15, 21, 13, 22, 16, 17, 31, 23, 24, 26, 25], [29, 28, 30, 40, 37, 38, 33, 34, 36, 45, 39, 43, 41, 44, 42], [46, 47, 50, 56, 48, 51, 49, 53, 52, 55, 54, 58, 59, 60, 57]]
84: [[35, 20, 27, 32, 19, 2, 4, 12, 3, 7, 1, 11, 9, 8, 14], [5, 18, 6, 10, 15, 28, 21, 17, 16, 31, 13, 22, 23, 26, 29], [24, 25, 30, 40, 37, 38, 33, 34, 36, 45, 39, 43, 41, 44, 42], [46, 47, 50, 56, 48, 51, 49, 53, 52, 55, 54, 58, 59, 60, 57]]
85: [[35, 20, 27, 32, 19, 2, 4, 12, 3, 7, 1, 11, 9, 8, 14], [5, 18, 6, 15, 10, 13, 29, 17, 21, 22, 23, 16, 26, 28, 31], [30, 24, 25, 40, 37, 38, 33, 34, 36, 45, 39, 43, 41, 44, 42], [46, 47, 50, 56, 48, 51, 49, 53, 52, 55, 54, 58, 59, 60, 57]]
86: [[35, 20, 27, 32, 19, 2, 4, 12, 3, 7, 1, 11, 9, 8, 14], [5, 18, 6, 10, 13, 15, 21, 25, 17, 22, 23, 16, 30, 24, 26], [28, 29, 31, 40, 37, 38, 33, 34, 36, 45, 39, 43, 41, 44, 42], [46, 47, 50, 56, 48, 51, 49, 53, 52, 55, 54, 58, 59, 60, 57]]
87: [[35, 20, 27, 32, 19, 2, 4, 12, 3, 7, 1, 11, 9, 8, 14], [5, 18, 22, 13, 21, 6, 15, 30, 24, 10, 16, 17, 26, 23, 25], [31, 28, 29, 40, 37, 38, 33, 34, 36, 45, 39, 43, 41, 44, 42], [46, 47, 50, 56, 48, 51, 49, 53, 52, 55, 54, 58, 59, 60, 57]]
88: [[35, 20, 27, 32, 19, 2, 4, 12, 3, 7, 1, 11, 9, 8, 14], [5, 18, 6, 10, 15, 13, 21, 30, 16, 24, 23, 17, 26, 25, 22], [28, 31, 29, 40, 37, 38, 33, 34, 36, 45, 39, 43, 41, 44, 42], [46, 47, 50, 56, 48, 51, 49, 53, 52, 55, 54, 58, 59, 60, 57]]
89: [[35, 20, 27, 32, 19, 2, 4, 12, 3, 7, 1, 11, 9, 8, 14], [5, 18, 15, 28, 29, 13, 16, 23, 22, 17, 24, 30, 10, 21, 6], [26, 25, 31, 40, 37, 38, 33, 34, 36, 45, 39, 43, 41, 44, 42], [46, 47, 50, 56, 48, 51, 49, 53, 52, 55, 54, 58, 59, 60, 57]]
90: [[35, 20, 27, 32, 19, 2, 4, 12, 3, 7, 1, 11, 9, 8, 14], [5, 18, 6, 10, 15, 21, 13, 17, 16, 29, 28, 22, 23, 30, 24], [26, 25, 31, 40, 37, 38, 33, 34, 36, 45, 39, 43, 41, 44, 42], [46, 47, 50, 56, 48, 51, 49, 53, 52, 55, 54, 58, 59, 60, 57]]
91: [[35, 20, 27, 32, 19, 2, 4, 12, 3, 7, 1, 11, 9, 8, 14], [5, 18, 15, 13, 17, 29, 16, 30, 22, 23, 24, 28, 10, 21, 6], [26, 25, 31, 40, 37, 38, 33, 34, 36, 45, 39, 43, 41, 44, 42], [46, 47, 50, 56, 48, 51, 49, 53, 52, 55, 54, 58, 59, 60, 57]]
92: [[35, 20, 27, 32, 19, 2, 4, 12, 3, 7, 1, 11, 9, 8, 14], [5, 18, 23, 6, 15, 10, 13, 16, 29, 22, 17, 28, 30, 21, 24], [25, 26, 31, 40, 37, 38, 33, 34, 36, 45, 39, 43, 41, 44, 42], [46, 47, 50, 56, 48, 51, 49, 53, 52, 55, 54, 58, 59, 60, 57]]
93: [[35, 20, 27, 32, 19, 2, 4, 12, 3, 7, 1, 11, 9, 8, 14], [5, 18, 6, 10, 15, 28, 25, 21, 16, 29, 23, 17, 13, 26, 22], [24, 31, 30, 40, 37, 38, 33, 34, 36, 45, 39, 43, 41, 44, 42], [46, 47, 50, 56, 48, 51, 49, 53, 52, 55, 54, 58, 59, 60, 57]]
94: [[35, 20, 27, 32, 19, 2, 4, 12, 3, 7, 1, 11, 9, 8, 14], [5, 18, 6, 15, 23, 16, 28, 17, 25, 10, 26, 29, 13, 21, 22], [30, 24, 31, 40, 37, 38, 33, 34, 36, 45, 39, 43, 41, 44, 42], [46, 47, 50, 56, 48, 51, 49, 53, 52, 55, 54, 58, 59, 60, 57]]
95: [[35, 20, 27, 32, 19, 2, 4, 12, 3, 7, 1, 11, 9, 8, 14], [5, 18, 6, 22, 15, 10, 13, 29, 16, 21, 17, 23, 26, 28, 24], [25, 31, 30, 40, 37, 38, 33, 34, 36, 45, 39, 43, 41, 44, 42], [46, 47, 50, 56, 48, 51, 49, 53, 52, 55, 54, 58, 59, 60, 57]]
96: [[35, 20, 27, 32, 19, 2, 4, 12, 3, 7, 1, 11, 9, 8, 14], [5, 18, 21, 6, 15, 10, 13, 17, 16, 28, 22, 23, 25, 24, 29], [26, 30, 31, 40, 37, 38, 33, 34, 36, 45, 39, 43, 41, 44, 42], [46, 47, 50, 56, 48, 51, 49, 53, 52, 55, 54, 58, 59, 60, 57]]
97: [[35, 20, 27, 32, 19, 2, 4, 12, 3, 7, 1, 11, 9, 8, 14], [5, 18, 10, 6, 15, 13, 22, 17, 16, 29, 21, 23, 24, 28, 25], [30, 26, 31, 40, 37, 38, 33, 34, 36, 45, 39, 43, 41, 44, 42], [46, 47, 50, 56, 48, 51, 49, 53, 52, 55, 54, 58, 59, 60, 57]]
98: [[35, 20, 27, 32, 19, 2, 4, 12, 3, 7, 1, 11, 9, 8, 14], [5, 18, 6, 10, 13, 15, 16, 17, 25, 29, 21, 23, 28, 22, 24], [26, 30, 31, 40, 37, 38, 33, 34, 36, 45, 39, 43, 41, 44, 42], [46, 47, 50, 56, 48, 51, 49, 53, 52, 55, 54, 58, 59, 60, 57]]
99: [[35, 20, 27, 32, 19, 2, 4, 12, 3, 7, 1, 11, 9, 8, 14], [5, 18, 6, 10, 15, 29, 13, 17, 16, 26, 22, 21, 31, 23, 30], [24, 25, 28, 40, 37, 38, 33, 34, 36, 45, 39, 43, 41, 44, 42], [46, 47, 50, 56, 48, 51, 49, 53, 52, 55, 54, 58, 59, 60, 57]]
100: [[35, 20, 27, 32, 19, 2, 4, 12, 3, 7, 1, 11, 9, 8, 14], [5, 18, 10, 6, 15, 13, 17, 31, 16, 21, 22, 29, 28, 24, 26], [23, 25, 30, 40, 37, 38, 33, 34, 36, 45, 39, 43, 41, 44, 42], [46, 47, 50, 56, 48, 51, 49, 53, 52, 55, 54, 58, 59, 60, 57]]
101: [[35, 20, 27, 32, 19, 2, 4, 12, 3, 7, 1, 11, 9, 8, 14], [5, 18, 6, 28, 15, 13, 21, 29, 24, 10, 17, 16, 26, 22, 30], [23, 25, 31, 40, 37, 38, 33, 34, 36, 45, 39, 43, 41, 44, 42], [46, 47, 50, 56, 48, 51, 49, 53, 52, 55, 54, 58, 59, 60, 57]]
102: [[35, 20, 27, 32, 19, 2, 4, 12, 3, 7, 1, 11, 9, 8, 14], [5, 18, 6, 10, 23, 13, 21, 29, 24, 15, 31, 17, 16, 22, 30], [25, 26, 28, 40, 37, 38, 33, 34, 36, 45, 39, 43, 41, 44, 42], [46, 47, 50, 56, 48, 51, 49, 53, 52, 55, 54, 58, 59, 60, 57]]
103: [[35, 20, 27, 32, 19, 2, 4, 12, 3, 7, 1, 11, 9, 8, 14], [5, 18, 6, 10, 15, 13, 21, 29, 25, 22, 23, 26, 24, 17, 28], [16, 30, 31, 40, 37, 38, 33, 34, 36, 45, 39, 43, 41, 44, 42], [46, 47, 50, 56, 48, 51, 49, 53, 52, 55, 54, 58, 59, 60, 57]]
104: [[35, 20, 27, 32, 19, 2, 4, 12, 3, 7, 1, 11, 9, 8, 14], [5, 18, 6, 31, 23, 10, 13, 17, 26, 29, 15, 16, 21, 22, 24], [25, 30, 28, 40, 37, 38, 33, 34, 36, 45, 39, 43, 41, 44, 42], [46, 47, 50, 56, 48, 51, 49, 53, 52, 55, 54, 58, 59, 60, 57]]
105: [[35, 20, 27, 32, 19, 2, 4, 12, 3, 7, 1, 11, 9, 8, 14], [5, 18, 22, 6, 15, 13, 17, 30, 16, 10, 29, 23, 26, 24, 21], [31, 28, 25, 40, 37, 38, 33, 34, 36, 45, 39, 43, 41, 44, 42], [46, 47, 50, 56, 48, 51, 49, 53, 52, 55, 54, 58, 59, 60, 57]]
106: [[35, 20, 27, 32, 19, 2, 4, 12, 3, 7, 1, 11, 9, 8, 14], [5, 18, 6, 10, 15, 13, 25, 21, 16, 22, 17, 31, 23, 29, 30], [24, 28, 26, 40, 37, 38, 33, 34, 36, 45, 39, 43, 41, 44, 42], [46, 47, 50, 56, 48, 51, 49, 53, 52, 55, 54, 58, 59, 60, 57]]
107: [[35, 20, 27, 32, 19, 2, 4, 12, 3, 7, 1, 11, 9, 8, 14], [5, 18, 17, 15, 31, 16, 25, 26, 29, 13, 22, 23, 10, 21, 6], [24, 28, 30, 40, 37, 38, 33, 34, 36, 45, 39, 43, 41, 44, 42], [46, 47, 50, 56, 48, 51, 49, 53, 52, 55, 54, 58, 59, 60, 57]]
108: [[35, 20, 27, 32, 19, 2, 4, 12, 3, 7, 1, 11, 9, 8, 14], [5, 18, 6, 10, 13, 15, 25, 21, 29, 16, 30, 17, 26, 22, 23], [24, 31, 28, 40, 37, 38, 33, 34, 36, 45, 39, 43, 41, 44, 42], [46, 47, 50, 56, 48, 51, 49, 53, 52, 55, 54, 58, 59, 60, 57]]
109: [[35, 20, 27, 32, 19, 2, 4, 12, 3, 7, 1, 11, 9, 8, 14], [5, 18, 10, 21, 15, 13, 16, 29, 6, 17, 31, 23, 22, 25, 24], [26, 30, 28, 40, 37, 38, 33, 34, 36, 45, 39, 43, 41, 44, 42], [46, 47, 50, 56, 48, 51, 49, 53, 52, 55, 54, 58, 59, 60, 57]]
110: [[35, 20, 27, 32, 19, 2, 4, 12, 3, 7, 1, 11, 9, 8, 14], [5, 18, 6, 10, 31, 13, 15, 17, 16, 25, 21, 22, 23, 29, 24], [26, 30, 28, 40, 37, 38, 33, 34, 36, 45, 39, 43, 41, 44, 42], [46, 47, 50, 56, 48, 51, 49, 53, 52, 55, 54, 58, 59, 60, 57]]
111: [[35, 20, 27, 32, 19, 2, 4, 12, 3, 7, 1, 11, 9, 8, 14], [5, 18, 6, 15, 10, 29, 13, 24, 17, 16, 21, 22, 31, 23, 25], [28, 26, 30, 40, 37, 38, 33, 34, 36, 45, 39, 43, 41, 44, 42], [46, 47, 50, 56, 48, 51, 49, 53, 52, 55, 54, 58, 59, 60, 57]]
112: [[35, 20, 27, 32, 19, 2, 4, 12, 3, 7, 1, 11, 9, 8, 14], [5, 18, 22, 15, 29, 24, 16, 23, 25, 30, 26, 13, 10, 21, 6], [17, 28, 31, 40, 37, 38, 33, 34, 36, 45, 39, 43, 41, 44, 42], [46, 47, 50, 56, 48, 51, 49, 53, 52, 55, 54, 58, 59, 60, 57]]
113: [[35, 20, 27, 32, 19, 2, 4, 12, 3, 7, 1, 11, 9, 8, 14], [5, 18, 6, 10, 15, 16, 13, 23, 24, 17, 29, 21, 26, 25, 22], [28, 30, 31, 40, 37, 38, 33, 34, 36, 45, 39, 43, 41, 44, 42], [46, 47, 50, 56, 48, 51, 49, 53, 52, 55, 54, 58, 59, 60, 57]]
114: [[35, 20, 27, 32, 19, 2, 4, 12, 3, 7, 1, 11, 9, 8, 14], [5, 18, 15, 17, 21, 22, 16, 13, 29, 23, 24, 25, 10, 26, 6], [28, 31, 30, 40, 37, 38, 33, 34, 36, 45, 39, 43, 41, 44, 42], [46, 47, 50, 56, 48, 51, 49, 53, 52, 55, 54, 58, 59, 60, 57]]
115: [[35, 20, 27, 32, 19, 2, 4, 12, 3, 7, 1, 11, 9, 8, 14], [5, 18, 6, 30, 10, 13, 15, 17, 16, 24, 22, 21, 25, 26, 29], [23, 28, 31, 40, 37, 38, 33, 34, 36, 45, 39, 43, 41, 44, 42], [46, 47, 50, 56, 48, 51, 49, 53, 52, 55, 54, 58, 59, 60, 57]]
116: [[35, 20, 27, 32, 19, 2, 4, 12, 3, 7, 1, 11, 9, 8, 14], [5, 18, 6, 24, 15, 28, 29, 31, 10, 13, 23, 25, 17, 16, 22], [21, 30, 26, 40, 37, 38, 33, 34, 36, 45, 39, 43, 41, 44, 42], [46, 47, 50, 56, 48, 51, 49, 53, 52, 55, 54, 58, 59, 60, 57]]
117: [[35, 20, 27, 32, 19, 2, 4, 12, 3, 7, 1, 11, 9, 8, 14], [5, 18, 6, 10, 23, 13, 29, 31, 16, 15, 30, 25, 24, 26, 17], [22, 21, 28, 40, 37, 38, 33, 34, 36, 45, 39, 43, 41, 44, 42], [46, 47, 50, 56, 48, 51, 49, 53, 52, 55, 54, 58, 59, 60, 57]]
118: [[49, 20, 59, 4, 19, 2, 31, 36, 35, 7, 30, 5, 38, 14, 15], [1, 3, 9, 18, 32, 46, 48, 8, 11, 12, 24, 17, 16, 10], [13, 29, 22, 40, 53, 33, 23, 25, 47, 26, 43, 27, 28, 42, 21, 6], [37, 39, 34, 57, 41, 51, 44, 45, 52, 50, 54, 55, 56, 58, 60]]
119: [[49, 20, 27, 32, 19, 2, 1, 12, 11, 7, 4, 9, 13, 8, 10], [5, 14, 36, 15, 16, 31, 23, 21, 18, 41, 6, 24, 17, 22, 25], [26, 30, 28, 40, 37, 60, 3, 46, 29, 45, 39, 43, 33, 42, 34], [44, 47, 54, 38, 35, 50, 48, 51, 52, 53, 55, 58, 59, 56, 57]]
120: [[49, 20, 27, 32, 19, 10, 7, 46, 3, 4, 21, 43, 2, 12, 14], [5, 8, 9, 6, 26, 24, 11, 29, 1, 13, 15, 17, 18, 25, 22], [23, 45, 28, 40, 54, 30, 35, 38, 34, 33, 31, 36, 37, 39, 41], [42, 44, 47, 56, 16, 50, 53, 48, 52, 55, 57, 58, 51, 59, 60]]
121: [[39, 20, 58, 4, 19], [18, 28, 2, 47], [7], [10, 3, 45], [6], [15, 13, 8, 36], [25, 44, 34], [23, 9, 17], [1, 21, 12, 22, 26, 53, 24, 29], [14], [56], [5, 54], [33, 42, 27], [43, 35, 11], [40], [30], [60, 31], [32, 37, 57, 49, 51], [41, 16], [38, 46], [52], [59], [48], [50, 55]]
