0: [[27, 35, 34, 1, 2], [7], [15, 5, 22, 3, 4, 9, 6, 10, 18], [8, 11, 13, 21], [14], [12, 17, 16, 24, 23, 19, 52], [26, 28, 29, 25, 30], [32, 37, 20], [36, 33, 31], [42, 41], [44, 38, 39, 45], [47, 40, 46, 54, 51, 48], [43, 50, 53, 55, 58], [49, 57, 60, 59, 56]]
74: [[27, 3, 35, 1, 7, 14, 2, 5, 21, 4, 6, 9, 8, 15, 10, 11, 13, 30, 25, 17], [22, 12, 16, 18, 19, 20, 23, 26, 24, 29, 28, 31, 40, 37, 32, 44, 33, 38, 42, 43], [36, 34, 39, 45, 47, 41, 46, 54, 51, 48, 49, 50, 53, 52, 55, 58, 57, 56, 59, 60]]
75: [[27, 3, 35, 1, 7, 14, 2, 5, 21, 4, 6, 9, 8, 15, 10, 11, 13, 30, 25, 17], [22, 12, 16, 18, 19, 20, 23, 26, 24, 29, 28, 31, 40, 37, 32, 44, 33, 38, 42, 43], [36, 34, 39, 45, 47, 41, 46, 52, 51, 48, 49, 50, 53, 54, 55, 58, 57, 56, 59, 60]]
76: [[27, 3, 35, 1, 7, 14, 2, 5, 21, 4, 6, 9, 8, 15, 10, 11, 13, 30, 25, 17], [22, 12, 16, 18, 19, 20, 23, 26, 24, 29, 28, 31, 40, 37, 32, 44, 33, 38, 42, 43], [36, 34, 39, 45, 47, 41, 46, 52, 51, 48, 49, 50, 53, 54, 55, 58, 57, 56, 59, 60]]
77: [[27, 3, 35, 1, 7, 14, 2, 5, 21, 4, 6, 9, 8, 15, 10, 11, 13, 30, 25, 17], [22, 12, 16, 18, 19, 20, 23, 26, 24, 29, 28, 31, 40, 37, 32, 44, 33, 38, 42, 43], [36, 34, 39, 45, 47, 41, 46, 52, 51, 48, 49, 50, 53, 54, 55, 58, 57, 56, 59, 60]]
78: [[27, 3, 35, 1, 7, 14, 2, 5, 21, 4, 6, 9, 8, 15, 10, 11, 13, 30, 25, 17], [22, 12, 16, 19, 18, 20, 23, 26, 24, 29, 28, 31, 40, 37, 32, 44, 33, 38, 42, 43], [36, 34, 39, 45, 47, 41, 46, 54, 51, 48, 49, 50, 53, 52, 55, 58, 57, 56, 59, 60]]
79: [[27, 3, 35, 1, 7, 14, 2, 5, 21, 4, 6, 9, 8, 15, 10, 11, 13, 30, 25, 17], [22, 12, 16, 19, 18, 20, 23, 26, 24, 29, 28, 31, 40, 37, 32, 44, 33, 38, 42, 43], [36, 34, 39, 45, 47, 41, 46, 52, 51, 48, 49, 50, 53, 54, 55, 58, 57, 56, 59, 60]]
80: [[27, 3, 35, 1, 7, 14, 2, 5, 21, 4, 6, 9, 8, 15, 10, 11, 13, 30, 25, 17], [22, 12, 16, 18, 19, 20, 23, 26, 24, 29, 28, 31, 40, 37, 32, 44, 33, 38, 42, 43], [36, 34, 39, 45, 47, 41, 46, 52, 51, 48, 49, 50, 53, 54, 55, 58, 57, 56, 59, 60]]
81: [[27, 3, 35, 1, 7, 14, 2, 5, 21, 4, 6, 9, 8, 15, 10, 11, 13, 30, 25, 17], [22, 12, 16, 19, 18, 20, 23, 26, 24, 29, 28, 31, 40, 37, 32, 44, 33, 38, 42, 43], [36, 34, 39, 45, 47, 41, 46, 54, 51, 48, 49, 50, 53, 52, 55, 58, 57, 56, 59, 60]]
82: [[27, 3, 35, 1, 7, 14, 2, 5, 21, 4, 6, 9, 8, 15, 10, 11, 13, 30, 25, 17], [22, 12, 16, 19, 18, 20, 23, 26, 24, 29, 28, 31, 40, 37, 32, 44, 33, 38, 42, 43], [36, 34, 39, 45, 47, 41, 46, 52, 51, 48, 49, 50, 53, 54, 55, 58, 57, 56, 59, 60]]
83: [[27, 3, 35, 1, 7, 14, 2, 5, 21, 4, 6, 9, 8, 15, 10, 11, 13, 30, 25, 17], [22, 12, 16, 18, 19, 20, 23, 26, 24, 29, 28, 31, 40, 37, 32, 44, 33, 38, 42, 43], [36, 34, 39, 45, 47, 41, 46, 54, 51, 48, 49, 50, 53, 52, 55, 58, 57, 56, 59, 60]]
84: [[27, 3, 35, 1, 7, 14, 2, 5, 21, 4, 6, 9, 8, 15, 10, 11, 13, 30, 25, 17], [22, 12, 16, 19, 18, 20, 23, 26, 24, 29, 28, 31, 40, 37, 32, 44, 33, 38, 42, 43], [52, 34, 39, 45, 47, 41, 46, 36, 51, 48, 49, 50, 53, 54, 55, 58, 57, 56, 59, 60]]
85: [[27, 3, 35, 1, 7, 14, 2, 5, 21, 4, 6, 9, 8, 15, 10, 11, 13, 30, 25, 17], [22, 12, 16, 19, 18, 20, 23, 26, 24, 29, 28, 31, 40, 37, 32, 44, 33, 38, 42, 43], [36, 34, 39, 45, 47, 41, 46, 52, 51, 48, 49, 50, 53, 54, 55, 58, 57, 56, 59, 60]]
86: [[27, 3, 35, 1, 7, 14, 2, 5, 21, 4, 6, 9, 8, 15, 10, 11, 13, 30, 25, 17], [22, 12, 16, 18, 19, 20, 23, 26, 24, 29, 28, 31, 40, 37, 32, 44, 33, 38, 42, 43], [36, 34, 39, 45, 47, 41, 46, 52, 51, 48, 49, 50, 53, 54, 55, 58, 57, 56, 59, 60]]
87: [[27, 3, 35, 1, 7, 14, 2, 5, 21, 4, 6, 9, 8, 15, 10, 11, 13, 30, 25, 17], [22, 12, 16, 18, 19, 20, 23, 26, 24, 29, 28, 31, 40, 37, 32, 44, 33, 38, 42, 43], [36, 34, 39, 45, 47, 41, 46, 52, 51, 48, 49, 50, 53, 54, 55, 58, 57, 56, 59, 60]]
88: [[27, 3, 35, 1, 7, 14, 2, 5, 21, 4, 6, 9, 8, 15, 10, 11, 13, 30, 25, 17], [22, 12, 16, 18, 19, 20, 23, 26, 24, 29, 28, 31, 40, 37, 32, 44, 33, 38, 42, 43], [36, 34, 39, 45, 47, 41, 46, 52, 51, 48, 49, 50, 53, 54, 55, 58, 57, 56, 59, 60]]
89: [[27, 3, 35, 1, 7, 14, 2, 5, 21, 4, 6, 9, 8, 15, 10, 11, 13, 30, 25, 17], [22, 12, 16, 18, 19, 20, 23, 26, 24, 29, 28, 31, 40, 37, 32, 44, 33, 38, 42, 43], [36, 34, 39, 45, 47, 41, 46, 54, 51, 48, 49, 50, 53, 52, 55, 58, 57, 56, 59, 60]]
90: [[27, 3, 35, 1, 7, 14, 2, 5, 21, 4, 6, 9, 8, 15, 10, 11, 13, 30, 25, 17], [22, 12, 16, 18, 19, 20, 23, 26, 24, 29, 28, 31, 40, 37, 32, 44, 33, 38, 42, 43], [36, 34, 39, 45, 47, 41, 46, 52, 51, 48, 49, 50, 53, 54, 55, 58, 57, 56, 59, 60]]
91: [[27, 3, 35, 1, 7, 14, 2, 5, 21, 4, 6, 9, 8, 15, 10, 11, 13, 30, 25, 17], [22, 12, 16, 18, 19, 20, 23, 26, 24, 29, 28, 31, 40, 37, 32, 44, 33, 38, 42, 43], [36, 34, 39, 45, 47, 41, 46, 52, 51, 48, 49, 50, 53, 54, 55, 58, 57, 56, 59, 60]]
92: [[27, 3, 35, 1, 7, 14, 2, 5, 21, 4, 6, 9, 8, 15, 10, 11, 13, 30, 25, 17], [22, 12, 16, 18, 19, 20, 23, 26, 24, 29, 28, 31, 40, 37, 32, 44, 33, 38, 42, 43], [36, 34, 39, 45, 47, 41, 46, 52, 51, 48, 49, 50, 53, 54, 55, 58, 57, 56, 59, 60]]
93: [[27, 3, 35, 1, 7, 14, 2, 5, 21, 4, 6, 9, 8, 15, 10, 11, 13, 30, 25, 17], [22, 12, 16, 19, 18, 20, 23, 26, 24, 29, 28, 31, 40, 37, 32, 44, 33, 38, 42, 43], [52, 34, 39, 45, 47, 41, 46, 36, 51, 48, 49, 50, 53, 54, 55, 58, 57, 56, 59, 60]]
94: [[27, 3, 35, 1, 7, 14, 2, 5, 21, 4, 6, 9, 8, 15, 10, 11, 13, 30, 25, 17], [22, 12, 16, 18, 19, 20, 23, 26, 24, 29, 28, 31, 40, 37, 32, 44, 33, 38, 42, 43], [36, 34, 39, 45, 47, 41, 46, 52, 51, 48, 49, 50, 53, 54, 55, 58, 57, 56, 59, 60]]
95: [[27, 3, 35, 1, 7, 14, 2, 5, 21, 4, 6, 9, 8, 15, 10, 11, 13, 30, 25, 17], [22, 12, 16, 19, 18, 20, 23, 26, 24, 29, 28, 31, 40, 37, 32, 44, 33, 38, 42, 43], [36, 34, 39, 45, 47, 41, 46, 54, 51, 48, 49, 50, 53, 52, 55, 58, 57, 56, 59, 60]]
96: [[27, 3, 35, 1, 7, 14, 2, 5, 21, 4, 6, 9, 8, 15, 10, 11, 13, 30, 25, 17], [22, 12, 16, 18, 19, 20, 23, 26, 24, 29, 28, 31, 40, 37, 32, 44, 33, 38, 42, 43], [52, 34, 39, 45, 47, 41, 46, 36, 51, 48, 49, 50, 53, 54, 55, 58, 57, 56, 59, 60]]
97: [[27, 3, 35, 1, 7, 14, 2, 5, 21, 4, 6, 9, 8, 15, 10, 11, 13, 30, 25, 17], [22, 12, 16, 18, 19, 20, 23, 26, 24, 29, 28, 31, 40, 37, 32, 44, 33, 38, 42, 43], [52, 34, 39, 45, 47, 41, 46, 36, 51, 48, 49, 50, 53, 54, 55, 58, 57, 56, 59, 60]]
98: [[27, 3, 35, 1, 7, 14, 2, 5, 21, 4, 6, 9, 8, 15, 10, 11, 13, 30, 25, 17], [22, 12, 16, 18, 19, 20, 23, 26, 24, 29, 28, 31, 40, 37, 32, 44, 33, 38, 42, 43], [52, 34, 39, 45, 47, 41, 46, 36, 51, 48, 49, 50, 53, 54, 55, 58, 57, 56, 59, 60]]
99: [[27, 3, 35, 1, 7, 14, 2, 5, 21, 4, 6, 9, 8, 15, 10, 11, 13, 30, 25, 17], [22, 12, 16, 18, 19, 20, 23, 26, 24, 29, 28, 31, 40, 37, 32, 44, 33, 38, 42, 43], [52, 34, 39, 45, 47, 41, 46, 36, 51, 48, 49, 50, 53, 54, 55, 58, 57, 56, 59, 60]]
100: [[27, 3, 35, 1, 7, 14, 2, 5, 21, 4, 6, 9, 8, 15, 10, 11, 13, 30, 25, 17], [22, 12, 16, 18, 19, 20, 23, 26, 24, 29, 28, 31, 40, 37, 32, 44, 33, 38, 42, 43], [52, 34, 39, 45, 47, 41, 46, 36, 51, 48, 49, 50, 53, 54, 55, 58, 57, 56, 59, 60]]
101: [[27, 3, 35, 1, 7, 14, 2, 5, 21, 4, 6, 9, 8, 15, 10, 11, 13, 30, 25, 17], [22, 12, 16, 18, 19, 20, 23, 26, 24, 29, 28, 31, 40, 37, 32, 44, 33, 38, 42, 43], [52, 34, 39, 45, 47, 41, 46, 36, 51, 48, 49, 50, 53, 54, 55, 58, 57, 56, 59, 60]]
102: [[27, 3, 35, 1, 7, 14, 2, 5, 21, 4, 6, 9, 8, 15, 10, 11, 13, 30, 25, 17], [22, 12, 16, 18, 19, 20, 23, 26, 24, 29, 28, 31, 40, 37, 32, 44, 33, 38, 42, 43], [52, 34, 39, 45, 47, 41, 46, 36, 51, 48, 49, 50, 53, 54, 55, 58, 57, 56, 59, 60]]
103: [[27, 3, 35, 1, 7, 14, 2, 5, 21, 4, 6, 9, 8, 15, 10, 11, 13, 30, 25, 17], [22, 12, 16, 18, 19, 20, 23, 26, 24, 29, 28, 31, 40, 37, 32, 44, 33, 38, 42, 43], [52, 34, 39, 45, 47, 41, 46, 36, 51, 48, 49, 50, 53, 54, 55, 58, 57, 56, 59, 60]]
104: [[27, 3, 35, 1, 7, 14, 2, 5, 21, 4, 6, 9, 8, 15, 10, 11, 13, 30, 25, 17], [22, 12, 16, 18, 19, 20, 23, 26, 24, 29, 28, 31, 40, 37, 32, 44, 33, 38, 42, 43], [52, 34, 39, 45, 47, 41, 46, 36, 51, 48, 49, 50, 53, 54, 55, 58, 57, 56, 59, 60]]
105: [[27, 3, 35, 1, 7, 14, 2, 5, 21, 4, 6, 9, 8, 15, 10, 11, 13, 30, 25, 17], [22, 12, 16, 18, 19, 20, 23, 26, 24, 29, 28, 31, 40, 37, 32, 44, 33, 38, 42, 43], [52, 34, 39, 45, 47, 41, 46, 36, 51, 48, 49, 50, 53, 54, 55, 58, 57, 56, 59, 60]]
106: [[27, 3, 35, 1, 7, 14, 2, 5, 21, 4, 6, 9, 8, 15, 10, 11, 13, 30, 25, 17], [22, 12, 16, 18, 19, 20, 23, 26, 24, 29, 28, 31, 40, 37, 32, 44, 33, 38, 42, 43], [52, 34, 39, 45, 47, 41, 46, 36, 51, 48, 49, 50, 53, 54, 55, 58, 57, 56, 59, 60]]
107: [[27, 3, 35, 1, 7, 14, 2, 5, 21, 4, 6, 9, 8, 15, 10, 11, 13, 30, 25, 17], [22, 12, 16, 18, 19, 20, 23, 26, 24, 29, 28, 31, 40, 37, 32, 44, 33, 38, 42, 43], [52, 34, 39, 45, 47, 41, 46, 36, 51, 48, 49, 50, 53, 54, 55, 58, 57, 56, 59, 60]]
108: [[27, 3, 35, 1, 7, 14, 2, 5, 21, 4, 6, 9, 8, 15, 10, 11, 13, 30, 25, 17], [22, 12, 16, 18, 19, 20, 23, 26, 24, 29, 28, 31, 40, 37, 32, 44, 33, 38, 42, 43], [52, 34, 39, 45, 47, 41, 46, 36, 51, 48, 49, 50, 53, 54, 55, 58, 57, 56, 59, 60]]
109: [[27, 3, 35, 1, 7, 14, 2, 5, 21, 4, 6, 9, 8, 15, 10, 11, 13, 30, 25, 17], [22, 12, 16, 18, 19, 20, 23, 26, 24, 29, 28, 31, 40, 37, 32, 44, 33, 38, 42, 43], [52, 34, 39, 45, 47, 41, 46, 36, 51, 48, 49, 50, 53, 54, 55, 58, 57, 56, 59, 60]]
110: [[27, 3, 35, 1, 7, 14, 2, 5, 21, 4, 6, 9, 8, 15, 10, 11, 13, 30, 25, 17], [22, 12, 16, 18, 19, 20, 23, 26, 24, 29, 28, 31, 40, 37, 32, 44, 33, 38, 42, 43], [52, 34, 39, 45, 47, 41, 46, 36, 51, 48, 49, 50, 53, 54, 55, 58, 57, 56, 59, 60]]
111: [[27, 3, 35, 1, 7, 14, 2, 5, 21, 4, 6, 9, 8, 15, 10, 11, 13, 30, 25, 17], [22, 12, 16, 18, 19, 20, 23, 26, 24, 29, 28, 31, 40, 37, 32, 44, 33, 38, 42, 43], [52, 34, 39, 45, 47, 41, 46, 36, 51, 48, 49, 50, 53, 54, 55, 58, 57, 56, 59, 60]]
112: [[27, 3, 35, 1, 7, 14, 2, 5, 21, 4, 6, 9, 8, 15, 10, 11, 13, 30, 25, 17], [22, 12, 16, 18, 19, 20, 23, 26, 24, 29, 28, 31, 40, 37, 32, 44, 33, 38, 42, 43], [52, 34, 39, 45, 47, 41, 46, 36, 51, 48, 49, 50, 53, 54, 55, 58, 57, 56, 59, 60]]
113: [[27, 3, 35, 1, 7, 14, 2, 5, 21, 4, 6, 9, 8, 15, 10, 11, 13, 30, 25, 17], [22, 12, 16, 18, 19, 20, 23, 26, 24, 29, 28, 31, 40, 37, 32, 44, 33, 38, 42, 43], [52, 34, 39, 45, 47, 41, 46, 36, 51, 48, 49, 50, 53, 54, 55, 58, 57, 56, 59, 60]]
114: [[27, 3, 35, 1, 7, 14, 6, 5, 21, 10, 4, 9, 8, 12, 2, 13, 11, 28, 15, 17], [30, 20, 16, 25, 19, 18, 22, 26, 23, 29, 24, 31, 40, 37, 32, 36, 33, 38, 42, 41], [44, 34, 39, 45, 47, 43, 46, 54, 51, 48, 59, 50, 53, 49, 52, 58, 57, 60, 55, 56]]
115: [[27, 35, 6, 1, 3, 15, 7, 5, 20, 2, 4, 9, 14, 10, 26, 11, 13, 12, 17, 24], [18, 8, 16, 21, 19, 22, 23, 25, 28, 29, 30, 31, 40, 37, 32, 44, 33, 54, 42, 41], [34, 38, 39, 45, 47, 36, 46, 43, 51, 48, 59, 50, 53, 49, 55, 52, 57, 56, 58, 60]]
116: [[27, 3, 4, 1, 6, 15, 10, 5, 21, 7, 11, 9, 8, 14, 2, 24, 28, 31, 17, 13], [22, 12, 16, 30, 19, 20, 23, 26, 18, 29, 25, 32, 40, 37, 35, 44, 33, 39, 42, 43], [36, 34, 47, 45, 38, 41, 46, 49, 51, 48, 53, 50, 52, 54, 55, 58, 57, 56, 59, 60]]
117: [[27, 3, 35, 1, 7, 6, 8, 5, 23, 12, 4, 9, 10, 15, 2, 11, 17, 13, 21, 18], [14, 24, 16, 25, 22, 20, 55, 26, 28, 29, 19, 30, 40, 37, 36, 44, 33, 31, 42, 41], [32, 38, 39, 45, 47, 34, 46, 54, 51, 48, 43, 50, 53, 49, 52, 58, 57, 56, 59, 60]]
118: [[27, 35, 34], [1, 2, 7, 14, 5], [22, 3, 6, 9, 8, 11, 26], [10], [13, 15, 25, 31], [4, 12, 16, 18, 17, 21, 53, 19, 24], [29], [23, 28, 32, 37, 20], [44, 33, 30], [42, 43], [36, 38, 39, 45], [47, 41, 46, 54, 51, 48], [40, 50, 52, 55, 58], [49, 57, 56, 59, 60]]
119: [[27, 3, 34, 1, 2, 15, 10, 5, 23, 7, 6, 9, 8, 14, 11, 12, 13, 31, 17, 24], [30, 4, 16, 18, 19, 21, 20, 26, 28, 29, 22, 25, 32, 37, 35, 36, 33, 55, 42, 43], [38, 40, 39, 45, 47, 41, 46, 52, 51, 48, 44, 50, 53, 54, 59, 49, 57, 56, 58, 60]]
120: [[27, 35, 34, 1, 2], [15, 14, 5, 20, 3, 6], [9, 4, 10, 26], [8, 7], [30, 25, 11], [12, 13, 16], [18, 19, 17, 21, 22], [24, 29, 28, 31, 32, 37, 23], [36], [33, 38, 42, 43], [44, 41, 39, 45, 47, 40, 46, 54, 51], [48], [59, 50, 53, 49, 58], [56, 57, 60, 52, 55]]
121: [[27, 35, 2, 1], [7, 6], [3, 5, 20], [8, 4, 9], [14, 11, 18, 10, 15], [12, 29, 13, 17, 25, 16, 24], [23], [19, 55, 26, 21], [22, 28, 31, 40, 37, 48, 44, 33, 30], [42], [41, 32, 38, 39, 45], [47, 34, 46, 54, 51, 36], [43, 50, 53, 49, 52], [58, 57, 60, 59, 56]]
