0: [[15, 14], [5, 6], [3, 9, 10], [4, 7], [1, 2, 24], [8, 11], [28, 12, 22], [13, 23], [16, 25, 18], [19, 50], [21, 17, 20, 59], [27, 26], [31, 29], [30, 36, 33, 35], [32, 42, 38], [34, 39, 37], [47, 40], [60, 41], [43, 44], [45, 46, 56], [54, 49], [48, 51, 53, 52, 55, 57, 63, 58, 61, 62, 68], [67, 65, 70], [64, 74], [77, 69, 66], [79, 71, 72, 75, 73, 76, 78, 82], [85, 84], [81, 80], [83, 87, 86, 88]]
51: [[15, 14], [5, 6], [3, 9, 10], [4, 7], [1, 2, 24], [8, 11], [28, 12, 22], [13, 23], [16, 25], [18, 19, 50], [21, 17], [20, 59, 27], [26, 31], [29, 30, 36], [33, 35], [32, 42, 38], [34, 39], [37, 47, 40, 60], [41, 43], [44, 45], [46, 56, 54, 49], [48, 51, 53], [52, 55, 57], [63, 58], [61, 62], [68, 67], [65, 70, 64], [74, 77], [69, 66, 79], [71, 72], [75, 73, 76], [78, 82], [85, 84], [81, 80], [83, 87, 86, 88]]
52: [[15, 14], [5, 6], [3, 9, 10], [4, 7], [1, 2, 24], [8, 11], [28, 12, 22], [13, 23], [16, 25, 18], [19, 50], [21, 17, 20], [59, 27], [26, 31, 29], [30, 36, 33], [35, 32, 42], [38, 34, 39, 37, 47, 40, 60, 41, 43, 44, 45, 46, 56, 54, 49, 48, 51, 53, 52, 55, 57, 63, 58, 61, 62, 68, 67, 65], [70, 64, 74, 77, 69, 66, 79, 71, 72, 75, 73, 76, 78, 82, 85, 84, 81, 80, 83, 87, 86, 88]]
53: [[15, 14], [5, 6], [3, 9, 10], [4, 7], [1, 2, 24], [8, 11], [28, 12, 22], [13, 23], [16, 25, 18], [19, 50], [21, 17, 20, 59], [27, 26], [31, 29, 30], [36, 33, 35], [32, 42], [38, 34], [39, 37], [47, 40, 60, 41], [43, 44], [45, 46], [56, 54, 49], [48, 51], [53, 52, 55, 57], [63, 58, 61], [62], [68, 67, 65, 70, 64, 74, 77, 69, 66, 79, 71, 72, 75, 73, 76, 78, 82, 85, 84, 81, 80, 83, 87, 86, 88]]
54: [[15, 14], [5, 6], [3, 9, 10], [4, 7, 1], [2, 24], [8, 11, 28], [12, 22, 13], [23, 16, 25], [18, 19, 50], [21, 17, 20], [59, 27, 26, 31, 29], [30, 36, 33], [35, 32], [42, 38, 34, 39], [37, 47, 40, 60, 41, 43, 44], [45, 46, 56, 54, 49], [48, 51, 53, 52], [55, 57, 63, 58, 61, 62, 68, 67, 65, 70, 64, 74, 77, 69, 66, 79, 71, 72, 75, 73, 76, 78, 82, 85, 84, 81, 80, 83, 87, 86, 88]]
55: [[15, 14], [5, 6], [3, 9, 10], [4, 7], [1, 2, 24], [8, 11], [28, 12, 22], [13, 23], [16, 25, 18], [19, 50], [21, 17, 20, 59], [27, 26], [31, 29, 30], [36, 33, 35], [32, 42], [38, 34], [39, 37, 47], [40, 60, 41], [43, 44, 45], [46, 56], [54, 49], [48, 51, 53], [52, 55, 57], [63, 58], [61, 62], [68, 67, 65, 70, 64, 74, 77, 69, 66, 79, 71, 72, 75], [73, 76, 78, 82, 85, 84, 81, 80, 83, 87, 86, 88]]
56: [[15, 14], [5, 6], [3, 9, 10], [4, 7], [1, 2, 24], [8, 11], [28, 12, 22], [13, 23], [16, 25, 18], [19, 50, 21], [17, 20], [59, 27], [26, 31, 29], [30, 36], [33, 35, 32], [42, 38], [34, 39], [37, 47], [40, 60, 41], [43, 44, 45], [46, 56, 54, 49], [48, 51, 53, 52, 55, 57, 63], [58, 61, 62, 68, 67, 65, 70, 64, 74, 77, 69, 66, 79, 71, 72, 75, 73, 76, 78, 82, 85, 84, 81, 80, 83, 87], [86, 88]]
57: [[15, 14, 5], [6, 3], [9, 10, 4], [7, 1], [2, 24, 8], [11, 28], [12, 22, 13], [23, 16, 25], [18, 19, 50], [21, 17, 20], [59, 27], [26, 31], [29, 30, 36], [33, 35, 32], [42, 38], [34, 39, 37], [47, 40], [60, 41], [43, 44], [45, 46], [56, 54], [49, 48, 51], [53, 52, 55], [57, 63], [58, 61, 62], [68, 67, 65], [70, 64, 74], [77, 69, 66], [79, 71, 72], [75, 73], [76, 78], [82, 85], [84, 81], [80, 83, 87], [86, 88]]
58: [[15, 14], [5, 6], [3, 9, 10], [4, 7], [1, 2, 24], [8, 11], [28, 12, 22], [13, 23], [16, 25, 18], [19, 50, 21], [17, 20], [59, 27], [26, 31, 29], [30, 36], [33, 35, 32], [42, 38], [34, 39, 37], [47, 40], [60, 41, 43, 44, 45, 46, 56, 54, 49, 48, 51, 53, 52, 55, 57, 63, 58, 61, 62, 68, 67, 65, 70, 64, 74, 77, 69, 66, 79, 71, 72, 75, 73, 76, 78, 82, 85, 84, 81, 80, 83, 87, 86, 88]]
59: [[15, 14], [5, 6], [3, 9, 10], [4, 7], [1, 2, 24], [8, 11], [28, 12, 22], [13, 23, 16], [25, 18, 19], [50, 21, 17], [20, 59, 27], [26, 31, 29], [30, 36], [33, 35], [32, 42, 38, 34], [39, 37], [47, 40, 60, 41], [43, 44], [45, 46, 56], [54, 49], [48, 51, 53, 52, 55, 57, 63, 58, 61, 62, 68, 67], [65, 70, 64, 74, 77, 69, 66, 79, 71, 72, 75, 73, 76, 78, 82, 85, 84, 81, 80, 83, 87, 86, 88]]
60: [[15, 14], [5, 6], [3, 9, 10], [4, 7], [1, 2, 24], [8, 11], [28, 12, 22], [13, 23, 16], [25, 18, 19], [50, 21, 17], [20, 59], [27, 26, 31, 29], [30, 36, 33], [35, 32], [42, 38], [34, 39, 37], [47, 40], [60, 41], [43, 44, 45], [46, 56, 54], [49, 48], [51, 53, 52], [55, 57, 63], [58, 61], [62, 68, 67], [65, 70, 64], [74, 77, 69], [66, 79, 71], [72, 75, 73, 76], [78, 82, 85, 84, 81], [80, 83, 87, 86, 88]]
61: [[15, 14], [5, 6], [3, 9, 10], [4, 7, 1], [2, 24], [8, 11, 28], [12, 22, 13], [23, 16, 25], [18, 19, 50], [21, 17, 20], [59, 27, 26, 31, 29], [30, 36, 33], [35, 32, 42], [38, 34, 39], [37, 47, 40], [60, 41], [43, 44], [45, 46], [56, 54], [49, 48], [51, 53, 52], [55, 57, 63], [58, 61, 62], [68, 67], [65, 70, 64], [74, 77, 69, 66, 79, 71, 72, 75, 73, 76, 78, 82, 85, 84, 81, 80, 83, 87, 86, 88]]
62: [[15, 14], [5, 6], [3, 9, 10], [4, 7], [1, 2, 24], [8, 11], [28, 12, 22], [13, 23, 16], [25, 18], [19, 50], [21, 17], [20, 59, 27], [26, 31, 29], [30, 36, 33], [35, 32], [42, 38, 34], [39, 37, 47], [40, 60, 41], [43, 44, 45], [46, 56, 54], [49, 48, 51], [53, 52], [55, 57, 63], [58, 61], [62, 68, 67, 65, 70], [64, 74], [77, 69, 66, 79, 71, 72, 75, 73], [76, 78, 82, 85, 84, 81], [80, 83, 87], [86, 88]]
63: [[15, 14], [5, 6], [3, 9, 10], [4, 7], [1, 2, 24], [8, 11], [28, 12, 22], [13, 23, 16], [25, 18, 19], [50, 21, 17], [20, 59, 27], [26, 31, 29], [30, 36], [33, 35], [32, 42, 38, 34], [39, 37], [47, 40, 60, 41], [43, 44], [45, 46, 56], [54, 49], [48, 51, 53], [52, 55], [57, 63], [58, 61, 62, 68], [67, 65, 70, 64, 74, 77, 69, 66, 79, 71, 72, 75, 73, 76, 78, 82, 85, 84, 81], [80, 83, 87, 86, 88]]
64: [[15, 14], [5, 6], [3, 9], [10, 4], [7, 1], [2, 24, 8], [11, 28, 12], [22, 13, 23], [16, 25], [18, 19, 50], [21, 17, 20], [59, 27, 26], [31, 29, 30], [36, 33, 35], [32, 42, 38], [34, 39], [37, 47, 40], [60, 41], [43, 44, 45, 46, 56], [54, 49], [48, 51, 53, 52, 55, 57, 63, 58], [61, 62, 68, 67, 65, 70], [64, 74, 77, 69, 66, 79, 71, 72, 75, 73, 76, 78, 82, 85, 84, 81, 80, 83, 87, 86, 88]]
65: [[15, 14], [5, 6], [3, 9], [10, 4], [7, 1], [2, 24, 8], [11, 28, 12], [22, 13, 23], [16, 25], [18, 19, 50], [21, 17, 20], [59, 27, 26], [31, 29, 30], [36, 33, 35], [32, 42, 38], [34, 39], [37, 47, 40], [60, 41], [43, 44, 45, 46, 56], [54, 49], [48, 51, 53, 52, 55, 57, 63, 58], [61, 62, 68, 67, 65, 70], [64, 74, 77, 69, 66, 79, 71, 72, 75, 73, 76, 78, 82, 85, 84, 81, 80, 83, 87, 86, 88]]
66: [[15, 14], [5, 6], [3, 9, 10], [4, 7], [1, 2, 24], [8, 11], [28, 12], [22, 13, 23], [16, 25], [18, 19, 50], [21, 17], [20, 59], [27, 26, 31], [29, 30, 36], [33, 35], [32, 42, 38, 34], [39, 37], [47, 40], [60, 41], [43, 44], [45, 46], [56, 54], [49, 48, 51], [53, 52, 55], [57, 63, 58], [61, 62], [68, 67, 65, 70, 64, 74, 77, 69, 66, 79, 71, 72, 75, 73, 76, 78, 82, 85, 84, 81, 80, 83, 87], [86, 88]]
67: [[15, 14], [5, 6], [3, 9, 10], [4, 7, 1], [2, 24], [8, 11, 28], [12, 22], [13, 23, 16], [25, 18], [19, 50, 21, 17], [20, 59, 27], [26, 31], [29, 30, 36], [33, 35], [32, 42, 38], [34, 39], [37, 47, 40], [60, 41, 43], [44, 45], [46, 56, 54], [49, 48, 51], [53, 52], [55, 57, 63, 58, 61, 62, 68, 67], [65, 70, 64, 74, 77, 69, 66, 79, 71, 72, 75, 73, 76, 78, 82, 85, 84, 81, 80, 83, 87, 86, 88]]
68: [[15, 14], [5, 6], [3, 9, 10], [4, 7], [1, 2, 24], [8, 11, 28], [12, 22], [13, 23, 16], [25, 18], [19, 50], [21, 17], [20, 59, 27], [26, 31, 29], [30, 36], [33, 35], [32, 42, 38, 34, 39, 37, 47, 40, 60, 41, 43, 44, 45, 46, 56, 54, 49, 48, 51, 53, 52, 55, 57, 63, 58, 61, 62, 68, 67], [65, 70, 64, 74, 77, 69, 66, 79, 71, 72, 75, 73], [76, 78, 82, 85, 84, 81, 80, 83, 87, 86, 88]]
69: [[15, 14], [5, 6], [3, 9, 10], [4, 7], [1, 2, 24], [8, 11], [28, 12, 22], [13, 23, 16], [25, 18, 19], [50, 21], [17, 20, 59], [27, 26, 31], [29, 30], [36, 33, 35], [32, 42, 38], [34, 39], [37, 47, 40, 60, 41, 43, 44, 45, 46, 56, 54], [49, 48, 51, 53, 52, 55, 57, 63, 58, 61, 62, 68, 67, 65], [70, 64, 74, 77, 69, 66, 79, 71, 72, 75, 73, 76, 78, 82, 85, 84, 81, 80, 83, 87, 86, 88]]
70: [[15, 14], [5, 6], [3, 9, 10], [4, 7, 1, 2], [24, 8], [11, 28, 12], [22, 13, 23], [16, 25, 18], [19, 50, 21], [17, 20, 59], [27, 26, 31], [29, 30, 36], [33, 35], [32, 42, 38], [34, 39], [37, 47, 40], [60, 41, 43, 44], [45, 46, 56], [54, 49], [48, 51, 53], [52, 55], [57, 63, 58], [61, 62, 68, 67, 65], [70, 64, 74], [77, 69, 66], [79, 71, 72], [75, 73], [76, 78, 82], [85, 84, 81], [80, 83, 87], [86, 88]]
71: [[15, 14], [5, 6], [3, 9, 10], [4, 7], [1, 2, 24], [8, 11, 28], [12, 22], [13, 23, 16], [25, 18], [19, 50], [21, 17], [20, 59, 27], [26, 31, 29], [30, 36], [33, 35, 32, 42, 38, 34], [39, 37, 47, 40, 60, 41, 43, 44, 45, 46], [56, 54, 49, 48, 51, 53, 52, 55, 57, 63, 58, 61, 62, 68, 67], [65, 70, 64, 74, 77, 69, 66, 79, 71, 72, 75, 73, 76, 78, 82, 85, 84, 81, 80, 83, 87, 86, 88]]
72: [[15, 14], [5, 6, 3], [9, 10, 4], [7, 1, 2], [24, 8, 11], [28, 12, 22], [13, 23], [16, 25, 18], [19, 50, 21, 17], [20, 59, 27], [26, 31, 29, 30], [36, 33, 35], [32, 42, 38], [34, 39, 37], [47, 40], [60, 41, 43, 44], [45, 46, 56, 54, 49, 48, 51, 53], [52, 55, 57, 63, 58, 61, 62, 68, 67], [65, 70, 64, 74, 77, 69, 66, 79, 71], [72, 75], [73, 76, 78, 82, 85, 84, 81, 80, 83, 87, 86, 88]]
73: [[15, 14], [5, 6], [3, 9, 10], [4, 7], [1, 2, 24], [8, 11], [28, 12, 22], [13, 23, 16], [25, 18], [19, 50], [21, 17, 20], [59, 27], [26, 31, 29, 30, 36, 33, 35, 32, 42, 38, 34], [39, 37, 47], [40, 60], [41, 43, 44], [45, 46, 56, 54, 49, 48, 51, 53], [52, 55], [57, 63], [58, 61, 62, 68], [67, 65, 70, 64, 74, 77, 69, 66, 79, 71, 72, 75, 73, 76, 78, 82, 85, 84, 81, 80, 83, 87, 86, 88]]
74: [[15, 14], [5, 6, 3], [9, 10], [4, 7, 1, 2], [24, 8], [11, 28], [12, 22], [13, 23], [16, 25, 18], [19, 50], [21, 17, 20, 59], [27, 26], [31, 29, 30], [36, 33], [35, 32], [42, 38, 34], [39, 37], [47, 40, 60], [41, 43], [44, 45, 46, 56], [54, 49, 48], [51, 53, 52, 55, 57], [63, 58, 61, 62, 68, 67, 65, 70, 64, 74, 77, 69, 66, 79, 71, 72, 75, 73, 76, 78, 82, 85, 84, 81, 80, 83, 87, 86, 88]]
75: [[15, 14], [5, 6], [3, 9, 10], [4, 7, 1], [2, 24], [8, 11], [28, 12, 22], [13, 23, 16], [25, 18, 19], [50, 21, 17], [20, 59], [27, 26, 31], [29, 30, 36], [33, 35], [32, 42, 38], [34, 39, 37, 47], [40, 60, 41], [43, 44, 45, 46, 56, 54, 49, 48, 51, 53, 52, 55, 57, 63, 58, 61, 62, 68, 67, 65, 70], [64, 74, 77, 69, 66, 79, 71, 72, 75, 73, 76, 78, 82, 85, 84, 81, 80, 83, 87, 86, 88]]
76: [[15, 14], [5, 6], [3, 9, 10], [4, 7], [1, 2, 24], [8, 11, 28], [12, 22], [13, 23], [16, 25], [18, 19], [50, 21, 17], [20, 59], [27, 26, 31], [29, 30, 36], [33, 35], [32, 42, 38], [34, 39], [37, 47, 40], [60, 41, 43], [44, 45], [46, 56, 54], [49, 48, 51, 53], [52, 55, 57], [63, 58], [61, 62, 68], [67, 65, 70], [64, 74], [77, 69], [66, 79, 71], [72, 75], [73, 76, 78], [82, 85], [84, 81, 80], [83, 87], [86, 88]]
77: [[15, 14], [5, 6], [3, 9, 10], [4, 7, 1], [2, 24], [8, 11, 28], [12, 22], [13, 23, 16], [25, 18], [19, 50], [21, 17, 20, 59, 27], [26, 31], [29, 30, 36], [33, 35, 32, 42], [38, 34, 39, 37, 47, 40, 60, 41], [43, 44, 45, 46, 56, 54, 49, 48, 51, 53, 52, 55, 57, 63, 58, 61, 62, 68, 67, 65, 70, 64, 74, 77, 69, 66, 79, 71, 72, 75, 73, 76, 78, 82, 85, 84, 81, 80, 83, 87, 86, 88]]
78: [[15, 14], [5, 6], [3, 9], [10, 4], [7, 1], [2, 24, 8], [11, 28, 12], [22, 13, 23], [16, 25], [18, 19, 50], [21, 17, 20], [59, 27, 26], [31, 29, 30], [36, 33, 35], [32, 42, 38], [34, 39], [37, 47, 40], [60, 41, 43, 44, 45, 46, 56], [54, 49, 48, 51, 53], [52, 55, 57, 63, 58, 61, 62, 68, 67, 65, 70, 64, 74, 77, 69, 66, 79, 71, 72, 75, 73, 76, 78, 82, 85, 84, 81, 80, 83, 87, 86, 88]]
79: [[15, 14], [5, 6], [3, 9, 10], [4, 7], [1, 2, 24], [8, 11, 28], [12, 22], [13, 23, 16], [25, 18, 19, 50], [21, 17], [20, 59, 27], [26, 31], [29, 30, 36], [33, 35, 32], [42, 38, 34, 39], [37, 47, 40, 60, 41, 43, 44, 45, 46, 56], [54, 49, 48, 51, 53, 52, 55], [57, 63, 58], [61, 62, 68, 67, 65, 70, 64], [74, 77, 69, 66, 79, 71, 72, 75], [73, 76], [78, 82, 85, 84, 81, 80, 83, 87, 86, 88]]
80: [[15, 14], [5, 6], [3, 9, 10], [4, 7], [1, 2, 24], [8, 11], [28, 12, 22], [13, 23], [16, 25], [18, 19, 50], [21, 17], [20, 59, 27], [26, 31, 29, 30], [36, 33], [35, 32, 42], [38, 34, 39], [37, 47], [40, 60, 41], [43, 44, 45], [46, 56, 54], [49, 48], [51, 53, 52], [55, 57, 63], [58, 61], [62, 68, 67], [65, 70, 64], [74, 77], [69, 66, 79, 71, 72, 75, 73, 76, 78, 82, 85, 84, 81, 80, 83, 87, 86, 88]]
81: [[15, 14], [5, 6], [3, 9, 10], [4, 7], [1, 2, 24], [8, 11, 28], [12, 22], [13, 23, 16], [25, 18], [19, 50], [21, 17, 20], [59, 27, 26], [31, 29], [30, 36], [33, 35, 32], [42, 38, 34], [39, 37], [47, 40, 60], [41, 43, 44, 45], [46, 56], [54, 49], [48, 51, 53], [52, 55], [57, 63, 58], [61, 62, 68, 67, 65, 70], [64, 74, 77], [69, 66, 79, 71, 72, 75, 73, 76, 78, 82], [85, 84, 81, 80, 83, 87, 86, 88]]
82: [[15, 14], [5, 6], [3, 9, 10], [4, 7], [1, 2, 24], [8, 11, 28], [12, 22], [13, 23, 16], [25, 18, 19, 50], [21, 17], [20, 59, 27, 26, 31], [29, 30], [36, 33, 35, 32, 42, 38, 34, 39], [37, 47, 40, 60, 41, 43], [44, 45, 46, 56, 54, 49, 48, 51, 53, 52, 55, 57, 63, 58, 61, 62, 68, 67, 65, 70, 64, 74, 77, 69, 66, 79, 71], [72, 75, 73, 76, 78, 82, 85, 84, 81, 80], [83, 87, 86, 88]]
83: [[15, 14], [5, 6, 3], [9, 10], [4, 7, 1], [2, 24], [8, 11, 28], [12, 22, 13], [23, 16], [25, 18], [19, 50], [21, 17, 20], [59, 27], [26, 31], [29, 30, 36], [33, 35], [32, 42, 38], [34, 39, 37], [47, 40, 60], [41, 43, 44, 45], [46, 56, 54], [49, 48, 51, 53], [52, 55], [57, 63], [58, 61, 62], [68, 67, 65], [70, 64], [74, 77, 69], [66, 79], [71, 72, 75], [73, 76, 78, 82], [85, 84, 81], [80, 83, 87], [86, 88]]
84: [[15, 14], [5, 6], [3, 9, 10], [4, 7], [1, 2, 24], [8, 11, 28, 12], [22, 13, 23, 16, 25], [18, 19, 50], [21, 17], [20, 59, 27], [26, 31], [29, 30, 36], [33, 35], [32, 42], [38, 34, 39], [37, 47, 40], [60, 41], [43, 44, 45], [46, 56, 54], [49, 48], [51, 53, 52, 55, 57], [63, 58], [61, 62, 68, 67, 65, 70, 64, 74], [77, 69, 66, 79, 71, 72, 75, 73, 76], [78, 82, 85, 84, 81], [80, 83, 87, 86, 88]]
85: [[15, 14], [5, 6], [3, 9, 10], [4, 7], [1, 2], [24, 8, 11], [28, 12, 22], [13, 23], [16, 25], [18, 19, 50], [21, 17], [20, 59, 27], [26, 31], [29, 30, 36], [33, 35], [32, 42, 38, 34, 39, 37, 47, 40, 60, 41, 43, 44, 45, 46, 56, 54, 49, 48, 51, 53, 52, 55, 57, 63, 58, 61, 62, 68, 67, 65, 70, 64, 74, 77, 69, 66, 79, 71, 72, 75, 73, 76, 78, 82, 85, 84, 81, 80, 83, 87, 86, 88]]
86: [[15, 14], [5, 6, 3], [9, 10, 4], [7, 1, 2], [24, 8], [11, 28, 12, 22], [13, 23], [16, 25, 18], [19, 50, 21], [17, 20, 59], [27, 26, 31], [29, 30, 36], [33, 35], [32, 42, 38], [34, 39], [37, 47, 40], [60, 41], [43, 44, 45], [46, 56, 54, 49], [48, 51], [53, 52], [55, 57, 63], [58, 61], [62, 68, 67], [65, 70], [64], [74, 77, 69, 66, 79, 71, 72, 75, 73], [76, 78, 82, 85, 84, 81, 80, 83, 87], [86, 88]]
87: [[15, 14], [5, 6, 3], [9, 10, 4], [7, 1], [2, 24], [8, 11], [28, 12, 22], [13, 23, 16], [25, 18, 19], [50, 21, 17], [20, 59, 27], [26, 31, 29], [30, 36], [33, 35, 32], [42, 38], [34, 39, 37], [47, 40], [60, 41, 43], [44, 45, 46], [56, 54, 49], [48, 51], [53, 52], [55, 57, 63], [58, 61], [62, 68, 67], [65, 70], [64, 74, 77], [69, 66, 79], [71, 72, 75], [73, 76, 78], [82, 85], [84, 81, 80], [83, 87, 86, 88]]
88: [[15, 14], [5, 6, 3], [9, 10, 4], [7, 1, 2], [24, 8], [11, 28, 12, 22], [13, 23], [16, 25, 18], [19, 50, 21], [17, 20, 59], [27, 26, 31], [29, 30, 36], [33, 35], [32, 42, 38], [34, 39], [37, 47, 40], [60, 41], [43, 44, 45], [46, 56, 54, 49, 48], [51, 53], [52, 55], [57, 63, 58], [61, 62], [68, 67, 65], [70, 64], [74], [77, 69, 66, 79, 71], [72, 75, 73], [76, 78, 82], [85, 84], [81, 80], [83, 87, 86, 88]]
89: [[15, 14], [5, 6], [3, 9, 10], [4, 7], [1, 2, 24], [8, 11, 28, 12], [22, 13, 23, 16, 25], [18, 19, 50], [21, 17], [20, 59, 27], [26, 31], [29, 30, 36], [33, 35], [32, 42, 38], [34, 39, 37], [47, 40, 60], [41, 43], [44, 45, 46], [56, 54, 49], [48, 51], [53, 52, 55], [57, 63, 58], [61, 62], [68, 67, 65, 70, 64, 74, 77, 69, 66, 79, 71], [72, 75, 73, 76, 78, 82, 85, 84, 81, 80, 83, 87, 86, 88]]
90: [[15, 14], [5, 6], [3, 9, 10], [4, 7], [1, 2, 24], [8, 11], [28, 12, 22], [13, 23], [16, 25, 18], [19, 50, 21], [17, 20, 59], [27, 26, 31], [29, 30, 36], [33, 35], [32, 42], [38, 34, 39], [37, 47, 40], [60, 41, 43], [44, 45, 46], [56, 54], [49, 48, 51, 53], [52, 55, 57], [63, 58], [61, 62, 68], [67, 65, 70], [64, 74, 77], [69, 66], [79, 71, 72], [75, 73], [76, 78, 82], [85, 84], [81, 80], [83, 87, 86, 88]]
91: [[15, 14], [5, 6, 3], [9, 10, 4], [7, 1, 2], [24, 8], [11, 28, 12], [22, 13], [23, 16, 25], [18, 19, 50], [21, 17, 20], [59, 27, 26], [31, 29, 30], [36, 33, 35], [32, 42, 38], [34, 39, 37, 47], [40, 60], [41, 43, 44], [45, 46, 56], [54, 49, 48], [51, 53, 52], [55, 57, 63], [58, 61, 62], [68, 67, 65, 70, 64, 74, 77], [69, 66, 79, 71, 72, 75, 73, 76, 78, 82, 85, 84, 81, 80, 83, 87, 86, 88]]
92: [[15, 14], [5, 6], [3, 9, 10], [4, 7], [1, 2, 24], [8, 11], [28, 12, 22], [13, 23, 16], [25, 18], [19, 50], [21, 17, 20], [59, 27, 26], [31, 29, 30], [36, 33], [35, 32], [42, 38, 34], [39, 37, 47], [40, 60], [41, 43], [44, 45, 46], [56, 54, 49], [48, 51], [53, 52, 55], [57, 63, 58], [61, 62, 68], [67, 65], [70, 64, 74], [77, 69], [66, 79, 71], [72, 75], [73, 76], [78, 82, 85, 84], [81, 80, 83, 87, 86, 88]]
93: [[15, 14], [5, 6], [3, 9, 10], [4, 7, 1], [2, 24], [8, 11, 28], [12, 22], [13, 23, 16], [25, 18], [19, 50, 21, 17], [20, 59], [27, 26], [31, 29, 30, 36], [33, 35, 32], [42, 38, 34], [39, 37], [47, 40], [60, 41, 43], [44, 45, 46], [56, 54], [49, 48, 51, 53, 52, 55, 57, 63, 58, 61], [62, 68, 67], [65, 70], [64, 74, 77], [69, 66, 79, 71, 72, 75, 73, 76], [78, 82], [85, 84, 81], [80, 83, 87], [86, 88]]
94: [[15, 14], [5, 6], [3, 9, 10], [4, 7, 1], [2, 24], [8, 11, 28], [12, 22, 13], [23, 16], [25, 18], [19, 50], [21, 17, 20], [59, 27, 26], [31, 29, 30], [36, 33], [35, 32], [42, 38, 34], [39, 37, 47], [40, 60, 41], [43, 44, 45], [46, 56], [54, 49], [48, 51], [53, 52], [55, 57], [63, 58, 61], [62, 68, 67], [65, 70, 64], [74, 77], [69, 66, 79], [71, 72, 75, 73, 76, 78, 82, 85, 84, 81, 80, 83, 87, 86, 88]]
95: [[15, 14, 5], [6, 3], [9, 10, 4, 7], [1, 2, 24], [8, 11, 28], [12, 22, 13], [23, 16, 25], [18, 19, 50], [21, 17], [20, 59, 27], [26, 31], [29, 30, 36], [33, 35], [32, 42, 38, 34], [39, 37, 47], [40, 60, 41, 43], [44, 45, 46], [56, 54, 49], [48, 51], [53, 52], [55, 57, 63], [58, 61, 62], [68, 67, 65], [70, 64, 74], [77, 69, 66], [79, 71, 72], [75, 73, 76], [78, 82, 85], [84, 81, 80], [83, 87], [86, 88]]
96: [[15, 14], [5, 6, 3], [9, 10], [4, 7], [1, 2, 24], [8, 11], [28, 12, 22], [13, 23, 16], [25, 18], [19, 50, 21], [17, 20], [59, 27, 26], [31, 29, 30], [36, 33], [35, 32], [42, 38, 34], [39, 37], [47, 40], [60, 41, 43], [44, 45], [46, 56], [54, 49, 48], [51, 53], [52, 55, 57, 63, 58, 61, 62, 68, 67, 65, 70, 64, 74, 77, 69, 66, 79, 71, 72, 75, 73, 76, 78, 82, 85, 84, 81, 80, 83, 87, 86, 88]]
97: [[15, 14], [5, 6], [3, 9], [10, 4, 7], [1, 2, 24, 8], [11, 28], [12, 22], [13, 23, 16, 25], [18, 19, 50], [21, 17, 20], [59, 27], [26, 31], [29, 30, 36], [33, 35, 32], [42, 38, 34], [39, 37], [47, 40, 60, 41], [43, 44], [45, 46], [56, 54, 49, 48], [51, 53, 52, 55, 57, 63, 58, 61, 62, 68, 67, 65, 70, 64, 74, 77, 69, 66, 79], [71, 72, 75, 73, 76, 78, 82, 85, 84, 81, 80, 83, 87, 86, 88]]
98: [[15, 14], [5, 6], [3, 9, 10], [4, 7, 1], [2, 24], [8, 11, 28], [12, 22, 13], [23, 16, 25], [18, 19, 50], [21, 17], [20, 59, 27], [26, 31], [29, 30, 36], [33, 35], [32, 42], [38, 34, 39], [37, 47, 40], [60, 41, 43], [44, 45], [46, 56, 54], [49, 48, 51], [53, 52], [55, 57], [63, 58], [61, 62], [68, 67], [65, 70], [64, 74, 77], [69, 66, 79], [71, 72, 75], [73, 76, 78], [82, 85, 84], [81, 80, 83], [87, 86, 88]]
99: [[15, 14], [5, 6, 3], [9, 10], [4, 7, 1, 2], [24, 8], [11, 28], [12, 22, 13, 23], [16, 25, 18], [19, 50, 21], [17, 20], [59, 27], [26, 31], [29, 30, 36], [33, 35], [32, 42, 38], [34, 39], [37, 47, 40], [60, 41, 43, 44], [45, 46], [56, 54], [49, 48], [51, 53, 52], [55, 57, 63], [58, 61, 62, 68], [67, 65, 70, 64, 74, 77, 69], [66, 79, 71, 72, 75, 73, 76, 78, 82, 85, 84, 81, 80, 83, 87, 86, 88]]
100: [[15, 14], [5, 6], [3, 9, 10], [4, 7, 1], [2, 24], [8, 11, 28], [12, 22], [13, 23, 16], [25, 18], [19, 50, 21], [17, 20, 59], [27, 26], [31, 29], [30, 36], [33, 35], [32, 42, 38], [34, 39, 37], [47, 40, 60], [41, 43, 44], [45, 46], [56, 54], [49, 48, 51], [53, 52], [55, 57, 63], [58, 61, 62], [68, 67, 65], [70, 64, 74, 77, 69, 66], [79, 71, 72, 75, 73], [76, 78, 82], [85, 84, 81, 80, 83, 87, 86, 88]]
101: [[15, 14], [5, 6], [3, 9, 10], [4, 7, 1], [2, 24], [8, 11, 28], [12, 22], [13, 23, 16], [25, 18], [19, 50, 21], [17, 20, 59], [27, 26], [31, 29], [30, 36], [33, 35], [32, 42, 38], [34, 39, 37], [47, 40, 60], [41, 43, 44], [45, 46], [56, 54], [49, 48, 51], [53, 52], [55, 57, 63], [58, 61, 62], [68, 67, 65], [70, 64, 74, 77, 69, 66], [79, 71, 72, 75, 73], [76, 78, 82], [85, 84, 81, 80, 83, 87, 86, 88]]
