0: [[37, 16, 15], [27, 14], [1, 7], [38, 41, 19, 3, 20], [11], [30, 47, 32], [5, 17, 22, 8, 18], [44], [25, 9, 4, 13, 6, 10, 21], [23, 28, 24, 12], [26, 39, 31, 36], [29, 33, 42], [50, 34, 43, 40, 35, 2], [45, 51], [52, 48, 54, 55, 46], [60, 56, 53], [49, 58, 59, 57]]
74: [[35, 7, 11, 2, 1, 3, 4], [13, 21, 5, 6, 8, 9, 14, 16, 26, 31, 10, 12, 18, 15, 17, 19, 22, 20, 24, 25, 27, 28, 29, 23, 40, 34, 30, 42, 33, 32, 36, 38, 37, 47], [39, 44, 45, 43], [41, 50, 53, 48, 46, 57, 49, 51, 52, 59, 56, 54, 55, 58, 60]]
75: [[35, 7, 11, 2, 1, 3, 4], [13, 21, 5, 6, 8, 9, 26, 12, 14, 10, 31, 15, 19, 17, 22, 23, 20, 16, 18, 25, 28, 24, 27, 45, 29, 36, 37, 54, 40, 38, 30, 32, 33, 42], [47, 39, 34, 41], [44, 57, 49, 46, 52, 53, 48, 43, 55, 50, 56, 51, 59, 58, 60]]
76: [[35, 7, 11, 2], [1, 3, 4, 13, 5, 8, 6], [10, 9, 30, 24, 28, 12, 18, 27, 19, 15, 22, 14, 23, 16, 17, 20, 21, 29, 25, 26, 31, 32, 33, 42, 39, 36, 45, 34, 44, 37, 38, 40, 43, 41], [56, 57, 54, 52, 46, 59, 48, 49, 53, 47, 60, 50, 58, 51, 55]]
77: [[35, 7, 11, 2], [1, 3, 4, 13, 21, 5, 6, 12, 9, 26, 8, 30, 14, 17, 10, 24, 23, 18, 31, 20, 15, 19, 25, 16, 22, 27, 46, 28, 36, 33, 29, 47, 32, 39], [34, 37, 42, 40, 41, 38, 43], [44, 45, 49, 55, 50, 48, 52, 53, 51, 58, 57, 56, 54, 59, 60]]
78: [[35, 7, 11, 2], [1, 3, 4, 13, 5, 10, 6], [8, 9, 14, 12, 31, 15, 20, 17, 16, 27, 18, 22, 21, 23, 29, 19, 28, 24, 30, 25, 26, 36, 33, 42, 38, 32, 44, 34, 37, 45, 47, 43, 39, 40], [41, 57, 52, 46, 54, 50, 49, 48, 53, 55, 58, 51, 56, 59, 60]]
79: [[35, 7, 11, 2, 1, 3, 4], [13, 5, 9, 6], [8, 12, 10, 16, 26, 29, 19, 15, 28, 22, 17, 31, 25, 20, 21, 18, 27, 30, 23, 34, 24, 38, 33, 40, 39, 37, 41, 32, 42, 47, 44, 36, 43, 14], [45, 46, 48, 55, 52, 53, 49, 56, 54, 51, 57, 50, 58, 59, 60]]
80: [[35, 7, 11, 2], [1, 3, 4, 13, 5, 12, 6], [8, 9, 10, 15, 14, 19, 24, 23, 16, 21, 17, 18, 29, 20, 27, 26, 25, 31, 30, 28, 36, 32, 22, 34, 37, 33, 38, 40, 43, 46, 41, 39, 45, 42], [44, 52, 51, 60, 47, 48, 54, 49, 50, 55, 53, 56, 57, 58, 59]]
81: [[35, 7, 11, 2, 1, 3, 4], [13, 21, 5, 6, 8, 9, 26, 10, 14, 15, 12, 22, 16, 19, 20, 18, 28, 17, 27, 24, 23, 25, 30, 29, 52, 32, 31, 34, 36, 33, 37, 41, 42, 46], [43, 38, 45, 47], [39, 40, 50, 54, 44, 60, 51, 48, 53, 59, 55, 49, 56, 58, 57]]
82: [[35, 7, 11, 2, 1, 3, 4], [13, 5, 12, 6], [8, 9, 14, 20, 29, 10, 18, 31, 19, 15, 16, 23, 17, 22, 21, 26, 28, 30, 24, 25, 27, 36, 33, 42, 39, 32, 37, 40, 34, 47, 38, 43, 41, 46], [44, 49, 52, 45, 54, 50, 48, 51, 53, 55, 56, 57, 58, 59, 60]]
83: [[35, 7, 11, 2, 1, 3, 4, 13, 21, 5, 6, 12, 9, 24, 8, 10, 31, 26, 16, 20, 14, 30, 17, 15, 25, 18, 29, 27, 19, 22, 23, 28, 37, 32], [33, 36, 39, 34, 42, 43, 40], [44, 41, 38, 46], [47, 45, 53, 60, 48, 52, 49, 50, 51, 54, 59, 57, 58, 55, 56]]
84: [[35, 7, 11, 2, 1, 3, 4, 13, 21, 5, 6, 12, 9, 8, 10, 26, 31, 15, 22, 19, 20, 16, 23, 17, 18, 25, 28, 27, 24, 30, 29, 14, 32, 43], [33, 38, 36, 37], [44, 34, 39, 45, 40, 41, 42], [47, 46, 48, 49, 53, 58, 55, 52, 50, 54, 56, 51, 59, 57, 60]]
85: [[35, 7, 11, 2, 1, 3, 4, 13, 21, 5, 6, 8, 9, 14, 10, 12, 15, 16, 22, 23, 17, 20, 24, 25, 26, 18, 27, 19, 28, 29, 60, 31, 33, 38], [44, 34, 36, 32, 30, 37, 43], [40, 39, 41, 47], [42, 45, 51, 46, 54, 49, 53, 50, 52, 48, 57, 55, 56, 58, 59]]
86: [[35, 7, 11, 2, 1, 3, 4, 13, 21, 5, 6, 14, 9, 10, 8, 12, 28, 18, 16, 20, 26, 23, 17, 15, 30, 25, 19, 27, 29, 22, 24, 39, 32, 33], [36, 31, 34, 37, 38, 43, 46], [41, 42, 47, 40], [44, 45, 48, 54, 50, 55, 51, 52, 53, 57, 49, 58, 56, 59, 60]]
87: [[35, 7, 11, 2, 1, 3, 4, 13, 21, 5, 6, 12, 8, 27, 9, 15, 31, 16, 10, 14, 18, 20, 22, 25, 28, 23, 19, 17, 26, 24, 29, 30, 32, 33], [34, 38, 36, 40, 37, 39, 44], [42, 43, 41, 45], [46, 47, 49, 59, 53, 51, 52, 48, 55, 54, 50, 56, 57, 58, 60]]
88: [[35, 7, 11, 2, 1, 3, 4, 13, 5, 8, 6, 14, 9, 10, 12, 22, 15, 30, 19, 18, 20, 16, 23, 21, 24, 26, 28, 29, 25, 17, 27, 31, 32, 33], [42, 37, 38, 34, 36, 39, 47], [41, 43, 45, 40], [44, 46, 48, 53, 54, 55, 51, 49, 52, 59, 57, 56, 50, 58, 60]]
89: [[35, 7, 11, 2, 1, 3, 4, 13, 21, 5, 6, 9, 8, 14, 16, 26, 12, 10, 29, 28, 15, 17, 19, 23, 20, 18, 22, 25, 24, 30, 27, 56, 54, 34], [40, 31, 33, 39], [32, 36, 45, 41, 37, 43, 38], [42, 44, 48, 50, 60, 46, 47, 55, 49, 51, 52, 53, 57, 59, 58]]
90: [[35, 7, 11, 2, 1, 3, 4, 13, 21, 5, 6, 8, 9, 14, 12, 10, 15, 23, 19, 16, 27, 24, 17, 30, 18, 20, 22, 26, 25, 28, 29, 31, 38, 34], [32, 36, 37, 33, 47, 42, 40], [39, 44, 41, 45], [46, 43, 51, 55, 50, 52, 49, 48, 53, 58, 57, 60, 56, 59, 54]]
91: [[35, 4, 11, 27], [3, 1, 5, 7, 25, 6, 9], [30, 10, 13, 47, 29, 12, 18, 23, 8, 19, 20, 17, 14, 16, 22, 2, 24, 21, 28, 26, 31, 32, 36, 33, 15, 39, 37, 34, 42, 40, 43, 44, 41, 46], [53, 45, 49, 52, 48, 50, 55, 38, 56, 54, 57, 51, 59, 58, 60]]
92: [[35, 7, 11, 2, 1, 3, 4], [13, 29, 5, 6], [12, 9, 8, 24, 15, 10, 19, 18, 31, 17, 14, 22, 23, 21, 16, 30, 25, 20, 26, 27, 53, 39, 28, 43, 32, 38, 33, 34, 40, 41, 45, 42, 44, 36], [37, 58, 51, 52, 46, 47, 48, 49, 54, 56, 50, 59, 55, 57, 60]]
93: [[35, 7, 11, 2, 1, 3, 4, 13, 21, 5, 6, 14, 9, 12, 8, 30, 10, 15, 26, 16, 31, 19, 22, 23, 17, 18, 20, 25, 24, 28, 27, 56, 36, 34], [43, 59, 29, 37, 32, 44, 45], [33, 47, 41, 40], [42, 38, 49, 39, 51, 46, 52, 53, 55, 48, 50, 58, 54, 57, 60]]
94: [[35, 7, 11, 2, 1, 3, 4, 13, 21, 5, 6, 10, 9, 26, 24, 28, 8, 12, 30, 16, 20, 18, 14, 23, 15, 17, 27, 29, 19, 22, 25, 31, 32, 36], [37, 33, 34, 39], [45, 42, 43, 38, 40, 41, 44], [46, 47, 49, 54, 48, 50, 51, 52, 53, 55, 56, 58, 60, 59, 57]]
95: [[35, 7, 11, 2, 1, 3, 4, 13, 21, 5, 6, 12, 8, 9, 14, 28, 26, 10, 15, 20, 16, 17, 19, 18, 22, 27, 24, 31, 30, 23, 25, 29, 33, 45], [46, 40, 39, 34, 38, 37, 32], [36, 41, 43, 42], [44, 49, 51, 47, 48, 50, 54, 53, 57, 58, 55, 59, 56, 52, 60]]
96: [[35, 7, 11, 2, 1, 3, 4, 13, 21, 5, 6, 10, 9, 26, 12, 15, 8, 14, 30, 18, 28, 22, 16, 17, 20, 24, 19, 23, 25, 27, 31, 29, 32, 37], [42, 34, 38, 39, 33, 36, 43], [41, 46, 47, 44], [40, 45, 49, 50, 48, 52, 51, 55, 53, 54, 58, 59, 56, 57, 60]]
97: [[35, 7, 11, 2, 1, 3, 4, 13, 21, 5, 6, 8, 9, 28, 10, 14, 15, 12, 19, 16, 17, 18, 24, 23, 25, 20, 27, 22, 30, 26, 29, 31, 33, 34], [38, 39, 37, 32, 46, 42, 45], [36, 40, 41, 47], [43, 44, 49, 50, 52, 51, 53, 55, 54, 48, 56, 57, 58, 59, 60]]
98: [[35, 7, 11, 2, 1, 3, 4, 13, 21, 5, 6, 8, 9, 18, 10, 12, 14, 15, 27, 20, 19, 16, 17, 23, 28, 26, 30, 31, 25, 24, 29, 22, 50, 36], [43, 41, 38, 33], [34, 32, 37, 40, 39, 42, 44], [46, 56, 45, 47, 49, 48, 53, 52, 54, 55, 59, 51, 58, 57, 60]]
99: [[35, 7, 11, 2, 1, 3, 4, 13, 21, 5, 6, 8, 9, 10, 15, 12, 31, 16, 20, 14, 23, 19, 28, 17, 18, 24, 22, 27, 25, 26, 29, 30, 32, 37], [43, 38, 36, 33], [34, 45, 44, 46, 41, 39, 47], [40, 54, 48, 42, 50, 49, 51, 52, 53, 55, 57, 59, 58, 56, 60]]
100: [[35, 7, 11, 2, 1, 3, 4, 13, 5, 21, 6, 14, 9, 10, 8, 31, 16, 24, 15, 12, 22, 17, 18, 25, 30, 20, 27, 19, 23, 26, 28, 36, 40, 43], [41, 29, 32, 38], [33, 46, 42, 39, 34, 37, 45], [44, 47, 50, 55, 49, 54, 48, 52, 51, 53, 58, 59, 57, 56, 60]]
101: [[35, 7, 11, 2, 1, 3, 4, 13, 21, 5, 6, 8, 9, 10, 14, 12, 22, 20, 27, 16, 15, 17, 18, 23, 24, 30, 28, 19, 31, 25, 26, 29, 32, 38], [40, 41, 37, 39], [33, 47, 42, 34, 43, 44, 45], [36, 46, 49, 50, 55, 53, 51, 48, 52, 54, 56, 57, 59, 58, 60]]
102: [[35, 7, 11, 2, 1, 3, 4, 13, 21, 5, 6, 9, 8, 30, 20, 24, 14, 19, 17, 29, 15, 16, 27, 23, 10, 18, 12, 22, 28, 26, 31, 56, 54, 34], [42, 37, 32, 38], [33, 25, 45, 41, 36, 43, 47], [44, 58, 48, 55, 39, 40, 49, 46, 52, 51, 57, 50, 53, 59, 60]]
103: [[35, 7, 11, 2, 1, 3, 4, 13, 5, 16, 6, 8, 9, 10, 30, 15, 28, 14, 19, 12, 29, 17, 20, 25, 18, 31, 23, 21, 27, 22, 24, 48, 37, 36], [42, 39, 33, 38], [34, 43, 26, 40, 47, 41, 32], [46, 44, 51, 45, 49, 50, 52, 55, 54, 53, 56, 59, 57, 58, 60]]
104: [[35, 7, 11, 2, 1, 3, 4, 13, 21, 5, 6, 8, 9, 26, 10, 12, 14, 15, 22, 16, 23, 25, 18, 17, 27, 19, 20, 31, 24, 28, 30, 29, 32, 36], [38, 37, 33, 34], [39, 41, 46, 40, 42, 44, 47], [43, 52, 59, 57, 45, 49, 54, 50, 53, 51, 48, 60, 58, 55, 56]]
105: [[39, 1, 11, 19, 7, 2, 6, 12, 21, 5, 8, 9, 13, 28, 43, 46, 4, 17, 31, 15, 27, 14, 25, 16, 3, 18, 20, 10, 22, 23, 24, 26, 29, 33], [35, 30, 38, 36, 32, 42, 34], [40, 37, 41, 44], [45, 47, 49, 54, 56, 48, 55, 50, 51, 57, 53, 52, 59, 58, 60]]
106: [[35, 7, 11, 2, 1, 3, 4, 13, 21, 5, 6, 10, 9, 8, 14, 30, 15, 12, 19, 16, 29, 17, 18, 23, 22, 20, 24, 27, 26, 28, 25, 31, 38, 36], [42, 33, 34, 37], [32, 40, 39, 43, 44, 41, 46], [45, 47, 49, 51, 52, 48, 55, 50, 53, 54, 56, 57, 58, 59, 60]]
107: [[35, 7, 11, 2, 1, 3, 4, 13, 21, 5, 6, 15, 9, 14, 12, 31, 8, 10, 17, 16, 20, 24, 23, 22, 25, 18, 19, 27, 28, 30, 26, 60, 48, 32], [42, 36, 33, 29, 43, 38, 40], [34, 44, 37, 41], [39, 45, 46, 55, 47, 54, 49, 50, 52, 51, 56, 58, 53, 59, 57]]
108: [[35, 7, 11, 2, 1, 3, 4, 13, 21, 5, 6, 12, 9, 26, 8, 31, 14, 30, 17, 10, 28, 22, 23, 15, 24, 16, 25, 18, 19, 20, 29, 27, 36, 32], [34, 41, 39, 33, 37, 43, 45], [40, 44, 47, 46], [42, 58, 53, 38, 48, 51, 49, 52, 50, 54, 55, 56, 57, 59, 60]]
109: [[35, 7, 11, 2, 1, 3, 4, 13, 21, 5, 6, 8, 9, 10, 14, 15, 24, 12, 18, 19, 28, 23, 17, 26, 16, 20, 29, 22, 25, 31, 27, 33, 32, 34], [57, 38, 30, 39, 37, 36, 42], [41, 40, 47, 43], [44, 45, 49, 54, 52, 51, 48, 46, 55, 50, 53, 56, 59, 58, 60]]
110: [[35, 7, 11, 3], [2, 1, 4, 13, 25, 9, 6, 26, 5, 8, 12, 10, 17, 19, 14, 15, 31, 23, 16, 18, 20, 29, 21, 30, 53, 22, 24, 27, 28, 32, 42, 36, 38, 37], [34, 45, 39, 43, 44, 46, 41], [40, 59, 49, 47, 52, 48, 55, 56, 54, 33, 50, 58, 57, 51, 60]]
111: [[35, 7, 11, 2, 1, 3, 4, 13, 5, 21, 6, 12, 9, 8, 10, 31, 14, 19, 15, 16, 20, 26, 17, 23, 25, 18, 29, 28, 22, 24, 56, 55, 36, 40], [27, 34, 32, 46], [45, 30, 41, 39, 37, 42, 38], [44, 33, 49, 43, 48, 47, 54, 50, 51, 52, 53, 59, 57, 58, 60]]
112: [[35, 7, 11, 2, 1, 3, 4, 13, 21, 5, 6, 10, 9, 28, 26, 8, 12, 14, 24, 30, 31, 17, 18, 22, 16, 15, 25, 20, 19, 23, 27, 59, 36, 34], [44, 39, 33, 29], [32, 47, 42, 37, 45, 46, 38], [43, 41, 53, 49, 50, 40, 48, 54, 55, 52, 58, 57, 51, 56, 60]]
113: [[35, 5, 15, 18], [12, 3, 4, 13, 1, 7, 6], [9, 11, 26, 46, 21, 23, 17, 16, 27, 19, 28, 24, 32, 8, 29, 22, 14, 25, 2, 20, 30, 34, 10, 39, 31, 36, 60, 33, 42, 50, 37, 38, 41, 40], [43, 45, 51, 44, 58, 52, 53, 54, 47, 48, 55, 57, 49, 56, 59]]
114: [[35, 7, 11, 2, 1, 3, 4, 13, 21, 5, 6, 8, 9, 14, 12, 30, 15, 20, 26, 10, 17, 16, 24, 18, 19, 22, 25, 23, 27, 29, 28, 31, 32, 33], [45, 37, 38, 39], [36, 34, 41, 49, 46, 40, 42], [43, 50, 44, 47, 55, 51, 60, 56, 48, 54, 57, 52, 58, 59, 53]]
115: [[33, 15, 6, 10], [19, 3, 5], [36, 57, 1], [4, 11, 30, 8, 13, 9, 21], [22], [16, 17, 14, 27, 25], [29, 7], [23], [20, 24, 26, 44, 12], [34, 35, 2], [28, 31], [32, 39, 40, 18], [42, 37, 43, 41, 46, 47], [45, 38], [49, 48, 50, 54, 53], [55, 52, 56], [51, 58, 59, 60]]
116: [[39, 17, 11, 10, 5, 1, 6, 15, 2, 23, 3, 24, 9, 30, 42, 32, 4, 19, 20, 7, 18, 57, 16, 12, 8, 13, 14, 31, 21, 22, 28, 25, 26, 27], [45, 29, 36, 49], [33, 34, 50, 35, 47, 40, 38], [37, 41, 59, 52, 43, 54, 55, 60, 44, 46, 48, 51, 58, 53, 56]]
117: [[33, 21, 15, 26, 4, 1, 7], [13, 49, 19, 2], [6, 11, 30, 45, 39, 9, 20, 22, 14, 10, 5, 16, 8, 12, 29, 18, 3, 23, 17, 25, 24, 27, 40, 28, 31, 32, 37, 38, 41, 34, 42, 43, 44, 35], [46, 55, 51, 36, 50, 47, 52, 58, 48, 54, 53, 56, 60, 59, 57]]
118: [[35, 7, 11, 3, 1, 6, 13], [5, 4, 8, 28], [10, 12, 14, 9, 27, 15, 18, 17, 16, 21, 19, 30, 26, 20, 22, 23, 24, 25, 29, 49, 2, 31, 34, 47, 43, 33, 44, 36, 32, 39, 37, 38, 41, 40], [58, 50, 42, 45, 54, 46, 48, 51, 52, 53, 55, 57, 59, 56, 60]]
119: [[37, 18, 11], [2], [3, 1, 7, 38, 4], [17, 6], [16, 9], [30, 15, 41], [10, 28, 23, 8, 26], [60], [14, 5, 20, 13, 19, 22, 21], [55, 24, 25, 44], [49, 12, 40, 27], [29, 32, 42], [39, 33, 43, 31, 35, 34], [59, 51], [54, 36, 50, 45, 46], [53, 48, 47], [52, 58, 56, 57]]
120: [[33, 22], [15, 10, 8], [3, 5], [39, 41, 19, 1, 16], [9], [14, 2, 4], [31, 17, 12, 24, 6], [56], [20, 11, 13, 23, 28, 18, 21], [26, 25, 27, 37], [40, 32, 47, 36], [29, 35, 30], [55, 34, 43, 42, 38, 7], [45, 51], [52, 48, 58, 50, 44], [46, 53, 49], [54, 57, 59, 60]]
121: [[37, 19, 15, 2, 12], [3, 6, 44], [1], [21, 7, 4, 9, 24], [10, 32], [5, 29], [22, 26, 18], [40], [25, 8, 11, 13, 14, 16, 17], [20, 23, 27, 28], [30, 39, 31, 36], [33, 34, 42], [48, 35, 45, 41, 43, 49], [46, 59], [53, 47, 38, 55, 60], [54, 56, 52], [50, 58, 51, 57]]
