0: [[15, 14, 79], [44, 40, 39], [43, 11, 31], [8, 26, 41], [20, 87, 58], [16, 4], [13, 22, 12], [49, 25, 86], [69, 35, 10], [82, 84, 75], [17, 28, 52], [74, 33, 30], [1, 60, 2], [37, 3, 7], [36, 24, 23], [9, 34, 6], [29, 32, 62], [64, 19, 50], [27, 18, 47], [5, 42, 38], [45, 51, 56], [46, 55, 63], [85, 21, 59], [53, 70, 54], [68, 88, 57], [76, 71, 67], [73, 72, 77], [78, 61, 48], [80, 81], [65, 83, 66]]
51: [[15, 14, 79], [44, 40, 39], [43, 11, 31], [8, 26, 41], [20, 87, 58], [16, 4], [13, 22, 12], [49, 25, 86], [69, 35, 10], [82, 84, 75], [17, 28, 52], [74, 33, 30], [1, 60, 2], [37, 3, 7], [36, 24, 23], [9, 34, 6], [29, 32, 62], [64, 19, 50], [27, 18, 47], [5, 42, 38], [45, 51, 56], [46, 55, 63], [85, 21, 59], [53, 70, 54], [68, 88, 57], [76, 71, 67], [73, 72, 77], [78, 61, 48], [80, 81], [65, 83, 66]]
52: [[15, 14, 79], [44, 40, 39], [43, 11, 31], [8, 26, 41], [20, 87, 58], [16, 4], [13, 22, 12], [49, 25, 86], [69, 35, 10], [82, 84, 75], [17, 28, 52], [74, 33, 30], [1, 60, 2], [37, 3, 7], [36, 24, 23], [9, 34, 6], [29, 32, 62], [64, 19, 50], [27, 18, 47], [5, 42, 38], [45, 51, 56], [46, 55, 63], [85, 21, 59], [53, 70, 54], [68, 88, 57], [76, 71, 67], [73, 72, 77], [78, 61, 48], [80, 81], [65, 83, 66]]
53: [[15, 14, 79], [44, 40, 39], [43, 11, 31], [8, 26, 41], [20, 87, 58], [16, 4], [13, 22, 12], [49, 25, 86], [69, 35, 10], [82, 84, 75], [17, 28, 52], [74, 33, 30], [1, 60, 2], [37, 3, 7], [36, 24, 23], [9, 34, 6], [29, 32, 62], [64, 19, 50], [27, 18, 47], [5, 42, 38], [45, 51, 56], [46, 55, 63], [85, 21, 59], [53, 70, 54], [68, 88, 57], [76, 71, 67], [73, 72, 77], [78, 61, 48], [80, 81], [65, 83, 66]]
54: [[15, 14, 79], [44, 40, 39], [43, 11, 31], [8, 26, 41], [20, 87, 58], [16, 4], [13, 22, 12], [49, 25, 86], [69, 35, 10], [82, 84, 75], [17, 28, 52], [74, 33, 30], [1, 60, 2], [37, 3, 7], [36, 24, 23], [9, 34, 6], [29, 32, 62], [64, 19, 50], [27, 18, 47], [5, 42, 38], [45, 51, 56], [46, 55, 63], [85, 21, 59], [53, 70, 54], [68, 88, 57], [76, 71, 67], [73, 72, 77], [78, 61, 48], [80, 81], [65, 83, 66]]
55: [[15, 14, 79], [44, 40, 39], [43, 11, 31], [8, 26, 41], [20, 87, 58], [16, 4], [13, 22, 12], [49, 25, 86], [69, 35, 10], [82, 84, 75], [17, 28, 52], [74, 33, 30], [1, 60, 2], [37, 3, 7], [36, 24, 23], [9, 34, 6], [29, 32, 62], [64, 19, 50], [27, 18, 47], [5, 42, 38], [45, 51, 56], [46, 55, 63], [85, 21, 59], [53, 70, 54], [68, 88, 57], [76, 71, 67], [73, 72, 77], [78, 61, 48], [80, 81], [65, 83, 66]]
56: [[15, 14, 79], [44, 40, 39], [43, 11, 31], [8, 26, 41], [20, 87, 58], [16, 4], [13, 22, 12], [49, 25, 86], [69, 35, 10], [82, 84, 75], [17, 28, 52], [74, 33, 30], [1, 60, 2], [37, 3, 7], [36, 24, 23], [9, 34, 6], [29, 32, 62], [64, 19, 50], [27, 18, 47], [5, 42, 38], [45, 51, 56], [46, 55, 63], [85, 21, 59], [53, 70, 54], [68, 88, 57], [76, 71, 67], [73, 72, 77], [78, 61, 48], [80, 81], [65, 83, 66]]
57: [[15, 14, 79], [44, 40, 39], [43, 11, 31], [8, 26, 41], [20, 87, 58], [16, 4], [13, 22, 12], [49, 25, 86], [69, 35, 10], [82, 84, 75], [17, 28, 52], [74, 33, 30], [1, 60, 2], [37, 3, 7], [36, 24, 23], [9, 34, 6], [29, 32, 62], [64, 19, 50], [27, 18, 47], [5, 42, 38], [45, 51, 56], [46, 55, 63], [85, 21, 59], [53, 70, 54], [68, 88, 57], [76, 71, 67], [73, 72, 77], [78, 61, 48], [80, 81], [65, 83, 66]]
58: [[15, 14, 79], [44, 40, 39], [43, 11, 31], [8, 26, 41], [20, 87, 58], [16, 4], [13, 22, 12], [49, 25, 86], [69, 35, 10], [82, 84, 75], [17, 28, 52], [74, 33, 30], [1, 60, 2], [37, 3, 7], [36, 24, 23], [9, 34, 6], [29, 32, 62], [64, 19, 50], [27, 18, 47], [5, 42, 38], [45, 51, 56], [46, 55, 63], [85, 21, 59], [53, 70, 54], [68, 88, 57], [76, 71, 67], [73, 72, 77], [78, 61, 48], [80, 81], [65, 83, 66]]
59: [[15, 14, 79], [44, 40, 39], [43, 11, 31], [8, 26, 41], [20, 87, 58], [16, 4], [13, 22, 12], [49, 25, 86], [69, 35, 10], [82, 84, 75], [17, 28, 52], [74, 33, 30], [1, 60, 2], [37, 3, 7], [36, 24, 23], [9, 34, 6], [29, 32, 62], [64, 19, 50], [27, 18, 47], [5, 42, 38], [45, 51, 56], [46, 55, 63], [85, 21, 59], [53, 70, 54], [68, 88, 57], [76, 71, 67], [73, 72, 77], [78, 61, 48], [80, 81], [65, 83, 66]]
60: [[15, 14, 79], [44, 40, 39], [43, 11, 31], [8, 26, 41], [20, 87, 58], [16, 4], [13, 22, 12], [49, 25, 86], [69, 35, 10], [82, 84, 75], [17, 28, 52], [74, 33, 30], [1, 60, 2], [37, 3, 7], [36, 24, 23], [9, 34, 6], [29, 32, 62], [64, 19, 50], [27, 18, 47], [5, 42, 38], [45, 51, 56], [46, 55, 63], [85, 21, 59], [53, 70, 54], [68, 88, 57], [76, 71, 67], [73, 72, 77], [78, 61, 48], [80, 81], [65, 83, 66]]
61: [[15, 14, 79], [44, 40, 39], [43, 11, 31], [8, 26, 41], [20, 87, 58], [16, 4], [13, 22, 12], [49, 25, 86], [69, 35, 10], [82, 84, 75], [17, 28, 52], [74, 33, 30], [1, 60, 2], [37, 3, 7], [36, 24, 23], [9, 34, 6], [29, 32, 62], [64, 19, 50], [27, 18, 47], [5, 42, 38], [45, 51, 56], [46, 55, 63], [85, 21, 59], [53, 70, 54], [68, 88, 57], [76, 71, 67], [73, 72, 77], [78, 61, 48], [80, 81], [65, 83, 66]]
62: [[15, 14, 79], [44, 40, 39], [43, 11, 31], [8, 26, 41], [20, 87, 58], [16, 4], [13, 22, 12], [49, 25, 86], [69, 35, 10], [82, 84, 75], [17, 28, 52], [74, 33, 30], [1, 60, 2], [37, 3, 7], [36, 24, 23], [9, 34, 6], [29, 32, 62], [64, 19, 50], [27, 18, 47], [5, 42, 38], [45, 51, 56], [46, 55, 63], [85, 21, 59], [53, 70, 54], [68, 88, 57], [76, 71, 67], [73, 72, 77], [78, 61, 48], [80, 81], [65, 83, 66]]
63: [[15, 14, 79], [44, 40, 39], [43, 11, 31], [8, 26, 41], [20, 87, 58], [16, 4], [13, 22, 12], [49, 25, 86], [69, 35, 10], [82, 84, 75], [17, 28, 52], [74, 33, 30], [1, 60, 2], [37, 3, 7], [36, 24, 23], [9, 34, 6], [29, 32, 62], [64, 19, 50], [27, 18, 47], [5, 42, 38], [45, 51, 56], [46, 55, 63], [85, 21, 59], [53, 70, 54], [68, 88, 57], [76, 71, 67], [73, 72, 77], [78, 61, 48], [80, 81], [65, 83, 66]]
64: [[15, 14, 79], [44, 40, 39], [43, 11, 31], [8, 26, 41], [20, 87, 58], [16, 4], [13, 22, 12], [49, 25, 86], [69, 35, 10], [82, 84, 75], [17, 28, 52], [74, 33, 30], [1, 60, 2], [37, 3, 7], [36, 24, 23], [9, 34, 6], [29, 32, 62], [64, 19, 50], [27, 18, 47], [5, 42, 38], [45, 51, 56], [46, 55, 63], [85, 21, 59], [53, 70, 54], [68, 88, 57], [76, 71, 67], [73, 72, 77], [78, 61, 48], [80, 81], [65, 83, 66]]
65: [[15, 14, 79], [44, 40, 39], [43, 11, 31], [8, 26, 41], [20, 87, 58], [16, 4], [13, 22, 12], [49, 25, 86], [69, 35, 10], [82, 84, 75], [17, 28, 52], [74, 33, 30], [1, 60, 2], [37, 3, 7], [36, 24, 23], [9, 34, 6], [29, 32, 62], [64, 19, 50], [27, 18, 47], [5, 42, 38], [45, 51, 56], [46, 55, 63], [85, 21, 59], [53, 70, 54], [68, 88, 57], [76, 71, 67], [73, 72, 77], [78, 61, 48], [80, 81], [65, 83, 66]]
66: [[15, 14, 79], [44, 40, 39], [43, 11, 31], [8, 26, 41], [20, 87, 58], [16, 4], [13, 22, 12], [49, 25, 86], [69, 35, 10], [82, 84, 75], [17, 28, 52], [74, 33, 30], [1, 60, 2], [37, 3, 7], [36, 24, 23], [9, 34, 6], [29, 32, 62], [64, 19, 50], [27, 18, 47], [5, 42, 38], [45, 51, 56], [46, 55, 63], [85, 21, 59], [53, 70, 54], [68, 88, 57], [76, 71, 67], [73, 72, 77], [78, 61, 48], [80, 81], [65, 83, 66]]
67: [[15, 14, 79], [44, 40, 39], [43, 11, 31], [8, 26, 41], [20, 87, 58], [16, 4], [13, 22, 12], [49, 25, 86], [69, 35, 10], [82, 84, 75], [17, 28, 52], [74, 33, 30], [1, 60, 2], [37, 3, 7], [36, 24, 23], [9, 34, 6], [29, 32, 62], [64, 19, 50], [27, 18, 47], [5, 42, 38], [45, 51, 56], [46, 55, 63], [85, 21, 59], [53, 70, 54], [68, 88, 57], [76, 71, 67], [73, 72, 77], [78, 61, 48], [80, 81], [65, 83, 66]]
68: [[15, 14, 79], [44, 40, 39], [43, 11, 31], [8, 26, 41], [20, 87, 58], [16, 4], [13, 22, 12], [49, 25, 86], [69, 35, 10], [82, 84, 75], [17, 28, 52], [74, 33, 30], [1, 60, 2], [37, 3, 7], [36, 24, 23], [9, 34, 6], [29, 32, 62], [64, 19, 50], [27, 18, 47], [5, 42, 38], [45, 51, 56], [46, 55, 63], [85, 21, 59], [53, 70, 54], [68, 88, 57], [76, 71, 67], [73, 72, 77], [78, 61, 48], [80, 81], [65, 83, 66]]
69: [[15, 14, 79], [44, 40, 39], [43, 11, 31], [8, 26, 41], [20, 87, 58], [16, 4], [13, 22, 12], [49, 25, 86], [69, 35, 10], [82, 84, 75], [17, 28, 52], [74, 33, 30], [1, 60, 2], [37, 3, 7], [36, 24, 23], [9, 34, 6], [29, 32, 62], [64, 19, 50], [27, 18, 47], [5, 42, 38], [45, 51, 56], [46, 55, 63], [85, 21, 59], [53, 70, 54], [68, 88, 57], [76, 71, 67], [73, 72, 77], [78, 61, 48], [80, 81], [65, 83, 66]]
70: [[15, 14, 79], [44, 40, 39], [43, 11, 31], [8, 26, 41], [20, 87, 58], [16, 4], [13, 22, 12], [49, 25, 86], [69, 35, 10], [82, 84, 75], [17, 28, 52], [74, 33, 30], [1, 60, 2], [37, 3, 7], [36, 24, 23], [9, 34, 6], [29, 32, 62], [64, 19, 50], [27, 18, 47], [5, 42, 38], [45, 51, 56], [46, 55, 63], [85, 21, 59], [53, 70, 54], [68, 88, 57], [76, 71, 67], [73, 72, 77], [78, 61, 48], [80, 81], [65, 83, 66]]
71: [[15, 14, 79], [44, 40, 39], [43, 11, 31], [8, 26, 41], [20, 87, 58], [16, 4], [13, 22, 12], [49, 25, 86], [69, 35, 10], [82, 84, 75], [17, 28, 52], [74, 33, 30], [1, 60, 2], [37, 3, 7], [36, 24, 23], [9, 34, 6], [29, 32, 62], [64, 19, 50], [27, 18, 47], [5, 42, 38], [45, 51, 56], [46, 55, 63], [85, 21, 59], [53, 70, 54], [68, 88, 57], [76, 71, 67], [73, 72, 77], [78, 61, 48], [80, 81], [65, 83, 66]]
72: [[15, 14, 79], [44, 40, 39], [43, 11, 31], [8, 26, 41], [20, 87, 58], [16, 4], [13, 22, 12], [49, 25, 86], [69, 35, 10], [82, 84, 75], [17, 28, 52], [74, 33, 30], [1, 60, 2], [37, 3, 7], [36, 24, 23], [9, 34, 6], [29, 32, 62], [64, 19, 50], [27, 18, 47], [5, 42, 38], [45, 51, 56], [46, 55, 63], [85, 21, 59], [53, 70, 54], [68, 88, 57], [76, 71, 67], [73, 72, 77], [78, 61, 48], [80, 81], [65, 83, 66]]
73: [[15, 14, 79], [44, 40, 39], [43, 11, 31], [8, 26, 41], [20, 87, 58], [16, 4], [13, 22, 12], [49, 25, 86], [69, 35, 10], [82, 84, 75], [17, 28, 52], [74, 33, 30], [1, 60, 2], [37, 3, 7], [36, 24, 23], [9, 34, 6], [29, 32, 62], [64, 19, 50], [27, 18, 47], [5, 42, 38], [45, 51, 56], [46, 55, 63], [85, 21, 59], [53, 70, 54], [68, 88, 57], [76, 71, 67], [73, 72, 77], [78, 61, 48], [80, 81], [65, 83, 66]]
74: [[15, 14, 79], [44, 40, 39], [43, 11, 31], [8, 26, 41], [20, 87, 58], [16, 4], [13, 22, 12], [49, 25, 86], [69, 35, 10], [82, 84, 75], [17, 28, 52], [74, 33, 30], [1, 60, 2], [37, 3, 7], [36, 24, 23], [9, 34, 6], [29, 32, 62], [64, 19, 50], [27, 18, 47], [5, 42, 38], [45, 51, 56], [46, 55, 63], [85, 21, 59], [53, 70, 54], [68, 88, 57], [76, 71, 67], [73, 72, 77], [78, 61, 48], [80, 81], [65, 83, 66]]
75: [[15, 14, 79], [44, 40, 39], [43, 11, 31], [8, 26, 41], [20, 87, 58], [16, 4], [13, 22, 12], [49, 25, 86], [69, 35, 10], [82, 84, 75], [17, 28, 52], [74, 33, 30], [1, 60, 2], [37, 3, 7], [36, 24, 23], [9, 34, 6], [29, 32, 62], [64, 19, 50], [27, 18, 47], [5, 42, 38], [45, 51, 56], [46, 55, 63], [85, 21, 59], [53, 70, 54], [68, 88, 57], [76, 71, 67], [73, 72, 77], [78, 61, 48], [80, 81], [65, 83, 66]]
76: [[15, 14, 79], [44, 40, 39], [43, 11, 31], [8, 26, 41], [20, 87, 58], [16, 4], [13, 22, 12], [49, 25, 86], [69, 35, 10], [82, 84, 75], [17, 28, 52], [74, 33, 30], [1, 60, 2], [37, 3, 7], [36, 24, 23], [9, 34, 6], [29, 32, 62], [64, 19, 50], [27, 18, 47], [5, 42, 38], [45, 51, 56], [46, 55, 63], [85, 21, 59], [53, 70, 54], [68, 88, 57], [76, 71, 67], [73, 72, 77], [78, 61, 48], [80, 81], [65, 83, 66]]
77: [[15, 14, 79], [44, 40, 39], [43, 11, 31], [8, 26, 41], [20, 87, 58], [16, 4], [13, 22, 12], [49, 25, 86], [69, 35, 10], [82, 84, 75], [17, 28, 52], [74, 33, 30], [1, 60, 2], [37, 3, 7], [36, 24, 23], [9, 34, 6], [29, 32, 62], [64, 19, 50], [27, 18, 47], [5, 42, 38], [45, 51, 56], [46, 55, 63], [85, 21, 59], [53, 70, 54], [68, 88, 57], [76, 71, 67], [73, 72, 77], [78, 61, 48], [80, 81], [65, 83, 66]]
78: [[15, 14, 79], [44, 40, 39], [43, 11, 31], [8, 26, 41], [20, 87, 58], [16, 4], [13, 22, 12], [49, 25, 86], [69, 35, 10], [82, 84, 75], [17, 28, 52], [74, 33, 30], [1, 60, 2], [37, 3, 7], [36, 24, 23], [9, 34, 6], [29, 32, 62], [64, 19, 50], [27, 18, 47], [5, 42, 38], [45, 51, 56], [46, 55, 63], [85, 21, 59], [53, 70, 54], [68, 88, 57], [76, 71, 67], [73, 72, 77], [78, 61, 48], [80, 81], [65, 83, 66]]
79: [[15, 14, 79], [44, 40, 39], [43, 11, 31], [8, 26, 41], [20, 87, 58], [16, 4], [13, 22, 12], [49, 25, 86], [69, 35, 10], [82, 84, 75], [17, 28, 52], [74, 33, 30], [1, 60, 2], [37, 3, 7], [36, 24, 23], [9, 34, 6], [29, 32, 62], [64, 19, 50], [27, 18, 47], [5, 42, 38], [45, 51, 56], [46, 55, 63], [85, 21, 59], [53, 70, 54], [68, 88, 57], [76, 71, 67], [73, 72, 77], [78, 61, 48], [80, 81], [65, 83, 66]]
80: [[15, 14, 79], [44, 40, 39], [43, 11, 31], [8, 26, 41], [20, 87, 58], [16, 4], [13, 22, 12], [49, 25, 86], [69, 35, 10], [82, 84, 75], [17, 28, 52], [74, 33, 30], [1, 60, 2], [37, 3, 7], [36, 24, 23], [9, 34, 6], [29, 32, 62], [64, 19, 50], [27, 18, 47], [5, 42, 38], [45, 51, 56], [46, 55, 63], [85, 21, 59], [53, 70, 54], [68, 88, 57], [76, 71, 67], [73, 72, 77], [78, 61, 48], [80, 81], [65, 83, 66]]
81: [[15, 14, 79], [44, 40, 39], [43, 11, 31], [8, 26, 41], [20, 87, 58], [16, 4], [13, 22, 12], [49, 25, 86], [69, 35, 10], [82, 84, 75], [17, 28, 52], [74, 33, 30], [1, 60, 2], [37, 3, 7], [36, 24, 23], [9, 34, 6], [29, 32, 62], [64, 19, 50], [27, 18, 47], [5, 42, 38], [45, 51, 56], [46, 55, 63], [85, 21, 59], [53, 70, 54], [68, 88, 57], [76, 71, 67], [73, 72, 77], [78, 61, 48], [80, 81], [65, 83, 66]]
82: [[15, 14, 79], [44, 40, 39], [43, 11, 31], [8, 26, 41], [20, 87, 58], [16, 4], [13, 22, 12], [49, 25, 86], [69, 35, 10], [82, 84, 75], [17, 28, 52], [74, 33, 30], [1, 60, 2], [37, 3, 7], [36, 24, 23], [9, 34, 6], [29, 32, 62], [64, 19, 50], [27, 18, 47], [5, 42, 38], [45, 51, 56], [46, 55, 63], [85, 21, 59], [53, 70, 54], [68, 88, 57], [76, 71, 67], [73, 72, 77], [78, 61, 48], [80, 81], [65, 83, 66]]
83: [[15, 14, 79], [44, 40, 39], [43, 11, 31], [8, 26, 41], [20, 87, 58], [16, 4], [13, 22, 12], [49, 25, 86], [69, 35, 10], [82, 84, 75], [17, 28, 52], [74, 33, 30], [1, 60, 2], [37, 3, 7], [36, 24, 23], [9, 34, 6], [29, 32, 62], [64, 19, 50], [27, 18, 47], [5, 42, 38], [45, 51, 56], [46, 55, 63], [85, 21, 59], [53, 70, 54], [68, 88, 57], [76, 71, 67], [73, 72, 77], [78, 61, 48], [80, 81], [65, 83, 66]]
84: [[15, 14, 79], [44, 40, 39], [43, 11, 31], [8, 26, 41], [20, 87, 58], [16, 4], [13, 22, 12], [49, 25, 86], [69, 35, 10], [82, 84, 75], [17, 28, 52], [74, 33, 30], [1, 60, 2], [37, 3, 7], [36, 24, 23], [9, 34, 6], [29, 32, 62], [64, 19, 50], [27, 18, 47], [5, 42, 38], [45, 51, 56], [46, 55, 63], [85, 21, 59], [53, 70, 54], [68, 88, 57], [76, 71, 67], [73, 72, 77], [78, 61, 48], [80, 81], [65, 83, 66]]
85: [[15, 14, 79], [44, 40, 39], [43, 11, 31], [8, 26, 41], [20, 87, 58], [16, 4], [13, 22, 12], [49, 25, 86], [69, 35, 10], [82, 84, 75], [17, 28, 52], [74, 33, 30], [1, 60, 2], [37, 3, 7], [36, 24, 23], [9, 34, 6], [29, 32, 62], [64, 19, 50], [27, 18, 47], [5, 42, 38], [45, 51, 56], [46, 55, 63], [85, 21, 59], [53, 70, 54], [68, 88, 57], [76, 71, 67], [73, 72, 77], [78, 61, 48], [80, 81], [65, 83, 66]]
86: [[15, 14, 79], [44, 40, 39], [43, 11, 31], [8, 26, 41], [20, 87, 58], [16, 4], [13, 22, 12], [49, 25, 86], [69, 35, 10], [82, 84, 75], [17, 28, 52], [74, 33, 30], [1, 60, 2], [37, 3, 7], [36, 24, 23], [9, 34, 6], [29, 32, 62], [64, 19, 50], [27, 18, 47], [5, 42, 38], [45, 51, 56], [46, 55, 63], [85, 21, 59], [53, 70, 54], [68, 88, 57], [76, 71, 67], [73, 72, 77], [78, 61, 48], [80, 81], [65, 83, 66]]
87: [[15, 14, 79], [44, 40, 39], [43, 11, 31], [8, 26, 41], [20, 87, 58], [16, 4], [13, 22, 12], [49, 25, 86], [69, 35, 10], [82, 84, 75], [17, 28, 52], [74, 33, 30], [1, 60, 2], [37, 3, 7], [36, 24, 23], [9, 34, 6], [29, 32, 62], [64, 19, 50], [27, 18, 47], [5, 42, 38], [45, 51, 56], [46, 55, 63], [85, 21, 59], [53, 70, 54], [68, 88, 57], [76, 71, 67], [73, 72, 77], [78, 61, 48], [80, 81], [65, 83, 66]]
88: [[15, 14, 79], [44, 40, 39], [43, 11, 31], [8, 26, 41], [20, 87, 58], [16, 4], [13, 22, 12], [49, 25, 86], [69, 35, 10], [82, 84, 75], [17, 28, 52], [74, 33, 30], [1, 60, 2], [37, 3, 7], [36, 24, 23], [9, 34, 6], [29, 32, 62], [64, 19, 50], [27, 18, 47], [5, 42, 38], [45, 51, 56], [46, 55, 63], [85, 21, 59], [53, 70, 54], [68, 88, 57], [76, 71, 67], [73, 72, 77], [78, 61, 48], [80, 81], [65, 83, 66]]
89: [[15, 14, 79], [44, 40, 39], [43, 11, 31], [8, 26, 41], [20, 87, 58], [16, 4], [13, 22, 12], [49, 25, 86], [69, 35, 10], [82, 84, 75], [17, 28, 52], [74, 33, 30], [1, 60, 2], [37, 3, 7], [36, 24, 23], [9, 34, 6], [29, 32, 62], [64, 19, 50], [27, 18, 47], [5, 42, 38], [45, 51, 56], [46, 55, 63], [85, 21, 59], [53, 70, 54], [68, 88, 57], [76, 71, 67], [73, 72, 77], [78, 61, 48], [80, 81], [65, 83, 66]]
90: [[15, 14, 79], [44, 40, 39], [43, 11, 31], [8, 26, 41], [20, 87, 58], [16, 4], [13, 22, 12], [49, 25, 86], [69, 35, 10], [82, 84, 75], [17, 28, 52], [74, 33, 30], [1, 60, 2], [37, 3, 7], [36, 24, 23], [9, 34, 6], [29, 32, 62], [64, 19, 50], [27, 18, 47], [5, 42, 38], [45, 51, 56], [46, 55, 63], [85, 21, 59], [53, 70, 54], [68, 88, 57], [76, 71, 67], [73, 72, 77], [78, 61, 48], [80, 81], [65, 83, 66]]
91: [[15, 14, 79], [44, 40, 39], [43, 11, 31], [8, 26, 41], [20, 87, 58], [16, 4], [13, 22, 12], [49, 25, 86], [69, 35, 10], [82, 84, 75], [17, 28, 52], [74, 33, 30], [1, 60, 2], [37, 3, 7], [36, 24, 23], [9, 34, 6], [29, 32, 62], [64, 19, 50], [27, 18, 47], [5, 42, 38], [45, 51, 56], [46, 55, 63], [85, 21, 59], [53, 70, 54], [68, 88, 57], [76, 71, 67], [73, 72, 77], [78, 61, 48], [80, 81], [65, 83, 66]]
92: [[15, 14, 79], [44, 40, 39], [43, 11, 31], [8, 26, 41], [20, 87, 58], [16, 4], [13, 22, 12], [49, 25, 86], [69, 35, 10], [82, 84, 75], [17, 28, 52], [74, 33, 30], [1, 60, 2], [37, 3, 7], [36, 24, 23], [9, 34, 6], [29, 32, 62], [64, 19, 50], [27, 18, 47], [5, 42, 38], [45, 51, 56], [46, 55, 63], [85, 21, 59], [53, 70, 54], [68, 88, 57], [76, 71, 67], [73, 72, 77], [78, 61, 48], [80, 81], [65, 83, 66]]
93: [[15, 14, 79], [44, 40, 39], [43, 11, 31], [8, 26, 41], [20, 87, 58], [16, 4], [13, 22, 12], [49, 25, 86], [69, 35, 10], [82, 84, 75], [17, 28, 52], [74, 33, 30], [1, 60, 2], [37, 3, 7], [36, 24, 23], [9, 34, 6], [29, 32, 62], [64, 19, 50], [27, 18, 47], [5, 42, 38], [45, 51, 56], [46, 55, 63], [85, 21, 59], [53, 70, 54], [68, 88, 57], [76, 71, 67], [73, 72, 77], [78, 61, 48], [80, 81], [65, 83, 66]]
94: [[15, 14, 79], [44, 40, 39], [43, 11, 31], [8, 26, 41], [20, 87, 58], [16, 4], [13, 22, 12], [49, 25, 86], [69, 35, 10], [82, 84, 75], [17, 28, 52], [74, 33, 30], [1, 60, 2], [37, 3, 7], [36, 24, 23], [9, 34, 6], [29, 32, 62], [64, 19, 50], [27, 18, 47], [5, 42, 38], [45, 51, 56], [46, 55, 63], [85, 21, 59], [53, 70, 54], [68, 88, 57], [76, 71, 67], [73, 72, 77], [78, 61, 48], [80, 81], [65, 83, 66]]
95: [[15, 14, 79], [44, 40, 39], [43, 11, 31], [8, 26, 41], [20, 87, 58], [16, 4], [13, 22, 12], [49, 25, 86], [69, 35, 10], [82, 84, 75], [17, 28, 52], [74, 33, 30], [1, 60, 2], [37, 3, 7], [36, 24, 23], [9, 34, 6], [29, 32, 62], [64, 19, 50], [27, 18, 47], [5, 42, 38], [45, 51, 56], [46, 55, 63], [85, 21, 59], [53, 70, 54], [68, 88, 57], [76, 71, 67], [73, 72, 77], [78, 61, 48], [80, 81], [65, 83, 66]]
96: [[15, 14, 79], [44, 40, 39], [43, 11, 31], [8, 26, 41], [20, 87, 58], [16, 4], [13, 22, 12], [49, 25, 86], [69, 35, 10], [82, 84, 75], [17, 28, 52], [74, 33, 30], [1, 60, 2], [37, 3, 7], [36, 24, 23], [9, 34, 6], [29, 32, 62], [64, 19, 50], [27, 18, 47], [5, 42, 38], [45, 51, 56], [46, 55, 63], [85, 21, 59], [53, 70, 54], [68, 88, 57], [76, 71, 67], [73, 72, 77], [78, 61, 48], [80, 81], [65, 83, 66]]
97: [[15, 14, 79], [44, 40, 39], [43, 11, 31], [8, 26, 41], [20, 87, 58], [16, 4], [13, 22, 12], [49, 25, 86], [69, 35, 10], [82, 84, 75], [17, 28, 52], [74, 33, 30], [1, 60, 2], [37, 3, 7], [36, 24, 23], [9, 34, 6], [29, 32, 62], [64, 19, 50], [27, 18, 47], [5, 42, 38], [45, 51, 56], [46, 55, 63], [85, 21, 59], [53, 70, 54], [68, 88, 57], [76, 71, 67], [73, 72, 77], [78, 61, 48], [80, 81], [65, 83, 66]]
98: [[15, 14, 79], [44, 40, 39], [43, 11, 31], [8, 26, 41], [20, 87, 58], [16, 4], [13, 22, 12], [49, 25, 86], [69, 35, 10], [82, 84, 75], [17, 28, 52], [74, 33, 30], [1, 60, 2], [37, 3, 7], [36, 24, 23], [9, 34, 6], [29, 32, 62], [64, 19, 50], [27, 18, 47], [5, 42, 38], [45, 51, 56], [46, 55, 63], [85, 21, 59], [53, 70, 54], [68, 88, 57], [76, 71, 67], [73, 72, 77], [78, 61, 48], [80, 81], [65, 83, 66]]
99: [[15, 14, 79], [44, 40, 39], [43, 11, 31], [8, 26, 41], [20, 87, 58], [16, 4], [13, 22, 12], [49, 25, 86], [69, 35, 10], [82, 84, 75], [17, 28, 52], [74, 33, 30], [1, 60, 2], [37, 3, 7], [36, 24, 23], [9, 34, 6], [29, 32, 62], [64, 19, 50], [27, 18, 47], [5, 42, 38], [45, 51, 56], [46, 55, 63], [85, 21, 59], [53, 70, 54], [68, 88, 57], [76, 71, 67], [73, 72, 77], [78, 61, 48], [80, 81], [65, 83, 66]]
100: [[15, 14, 79], [44, 40, 39], [43, 11, 31], [8, 26, 41], [20, 87, 58], [16, 4], [13, 22, 12], [49, 25, 86], [69, 35, 10], [82, 84, 75], [17, 28, 52], [74, 33, 30], [1, 60, 2], [37, 3, 7], [36, 24, 23], [9, 34, 6], [29, 32, 62], [64, 19, 50], [27, 18, 47], [5, 42, 38], [45, 51, 56], [46, 55, 63], [85, 21, 59], [53, 70, 54], [68, 88, 57], [76, 71, 67], [73, 72, 77], [78, 61, 48], [80, 81], [65, 83, 66]]
101: [[15, 14, 79], [44, 40, 39], [43, 11, 31], [8, 26, 41], [20, 87, 58], [16, 4], [13, 22, 12], [49, 25, 86], [69, 35, 10], [82, 84, 75], [17, 28, 52], [74, 33, 30], [1, 60, 2], [37, 3, 7], [36, 24, 23], [9, 34, 6], [29, 32, 62], [64, 19, 50], [27, 18, 47], [5, 42, 38], [45, 51, 56], [46, 55, 63], [85, 21, 59], [53, 70, 54], [68, 88, 57], [76, 71, 67], [73, 72, 77], [78, 61, 48], [80, 81], [65, 83, 66]]
