0: [[50, 11, 47, 40, 71, 75], [16, 35, 77, 51, 57, 72], [87, 17, 55, 21], [67, 6, 33, 56, 74], [5, 64, 54], [14, 48, 13, 23], [38, 19], [62, 60, 43], [3, 85, 18], [28, 1, 24, 2, 12, 22], [20, 4, 29], [25, 27, 61, 73], [34, 37], [32], [42], [7, 46], [36, 78, 45, 63], [52, 49, 58], [59, 65, 68, 31], [9, 53, 10, 39], [69, 44, 76, 79, 8], [70, 80, 84, 81], [82, 30, 26, 83, 66], [41, 86, 88, 15]]
51: [[22, 36, 3, 12, 2, 4, 5, 1, 13, 14, 23], [9, 7, 6, 8, 10, 17, 18, 35, 58, 33, 32, 34, 40, 21, 20, 11, 44, 30, 51, 59, 31, 39], [15, 24, 16, 19, 28, 26, 46, 25, 38, 43, 37, 57, 41, 42, 29, 27, 47, 45, 48, 49, 53, 52, 50, 54, 62, 55, 63, 56, 60, 61, 70, 65, 64], [66, 67, 73, 68, 69, 71, 77, 72, 74, 75, 76, 78, 79, 80, 82, 83, 85, 81, 86, 84, 87, 88]]
52: [[22, 36, 3, 12, 2, 4, 5, 1, 13, 14, 23], [9, 7, 6, 8, 10, 17, 18, 35, 58, 33, 32, 34, 40, 21, 20, 11, 44, 30, 51, 59, 31, 39], [15, 24, 16, 19, 28, 26, 46, 25, 38, 43, 37, 57, 41, 42, 29, 27, 47, 45, 48, 49, 53, 52, 50, 54, 61, 55, 63, 56, 60, 62, 70, 65, 64], [66, 67, 73, 68, 69, 71, 77, 72, 74, 75, 76, 78, 79, 80, 82, 83, 85, 81, 86, 84, 87, 88]]
53: [[22, 36, 3, 12, 2, 4, 5, 1, 13, 14, 23], [9, 7, 6, 8, 10, 17, 18, 35, 58, 33, 32, 34, 40, 21, 20, 11, 44, 30, 51, 59, 31, 39], [15, 24, 16, 19, 28, 26, 46, 25, 38, 43, 37, 57, 41, 42, 29, 27, 47, 45, 48, 49, 53, 52, 50, 54, 61, 55, 63, 56, 60, 62, 70, 65, 64], [66, 67, 73, 68, 69, 71, 77, 72, 74, 75, 76, 78, 79, 80, 82, 83, 85, 81, 86, 84, 87, 88]]
54: [[22, 36, 3, 12, 2, 4, 5, 1, 13, 14, 23], [9, 7, 6, 8, 10, 17, 18, 35, 58, 33, 32, 34, 40, 21, 20, 11, 44, 30, 51, 59, 31, 39], [15, 24, 16, 19, 28, 26, 46, 25, 38, 43, 37, 57, 41, 42, 29, 27, 47, 45, 48, 49, 53, 52, 50, 54, 62, 55, 63, 56, 60, 61, 70, 65, 64], [66, 67, 73, 68, 69, 71, 77, 72, 74, 75, 76, 78, 79, 80, 82, 83, 85, 81, 86, 84, 87, 88]]
55: [[22, 36, 3, 12, 2, 4, 5, 1, 13, 14, 23], [9, 7, 6, 8, 10, 17, 18, 35, 58, 33, 32, 34, 40, 21, 20, 11, 44, 30, 51, 59, 31, 39], [15, 24, 16, 19, 28, 26, 46, 25, 38, 43, 37, 57, 41, 42, 29, 27, 47, 45, 48, 49, 53, 52, 50, 54, 62, 55, 63, 56, 60, 61, 70, 65, 64], [66, 67, 73, 68, 69, 71, 77, 72, 74, 75, 76, 78, 79, 80, 82, 83, 85, 81, 86, 84, 87, 88]]
56: [[22, 36, 3, 12, 2, 4, 5, 1, 13, 14, 23], [9, 7, 6, 8, 10, 17, 18, 35, 58, 33, 32, 34, 40, 21, 20, 11, 44, 30, 51, 59, 31, 39], [15, 24, 16, 19, 28, 26, 46, 25, 38, 43, 37, 57, 41, 42, 29, 27, 47, 45, 48, 49, 53, 52, 50, 54, 61, 55, 63, 56, 60, 62, 70, 65, 64], [66, 67, 73, 68, 69, 71, 77, 72, 74, 75, 76, 78, 79, 80, 82, 83, 85, 81, 86, 84, 87, 88]]
57: [[22, 36, 3, 12, 2, 4, 5, 1, 13, 14, 23], [9, 7, 6, 8, 10, 17, 18, 35, 58, 33, 32, 34, 40, 21, 20, 11, 44, 30, 51, 59, 31, 39], [15, 24, 16, 19, 28, 26, 46, 25, 38, 43, 37, 57, 41, 42, 29, 27, 47, 45, 48, 49, 53, 52, 50, 54, 61, 55, 63, 56, 60, 62, 70, 65, 64], [66, 67, 73, 68, 69, 71, 77, 72, 74, 75, 76, 78, 79, 80, 82, 83, 85, 81, 86, 84, 87, 88]]
58: [[22, 36, 3, 12, 2, 4, 5, 1, 13, 14, 23], [9, 7, 6, 8, 10, 17, 18, 35, 58, 33, 32, 34, 40, 21, 20, 11, 44, 30, 51, 59, 31, 39], [15, 24, 16, 19, 28, 26, 46, 25, 38, 43, 37, 57, 41, 42, 29, 27, 47, 45, 48, 49, 53, 52, 50, 54, 62, 55, 63, 56, 60, 61, 70, 65, 64], [66, 67, 73, 68, 69, 71, 77, 72, 74, 75, 76, 78, 79, 80, 82, 83, 85, 81, 86, 84, 87, 88]]
59: [[22, 36, 3, 12, 2, 4, 5, 1, 13, 14, 23], [9, 7, 6, 8, 10, 17, 18, 35, 58, 33, 32, 34, 40, 21, 20, 11, 44, 30, 51, 59, 31, 39], [15, 24, 16, 19, 28, 26, 46, 25, 38, 43, 37, 57, 41, 42, 29, 27, 47, 45, 48, 49, 53, 52, 50, 54, 62, 55, 63, 56, 60, 61, 70, 65, 64], [66, 67, 73, 68, 69, 71, 77, 72, 74, 75, 76, 78, 79, 80, 82, 83, 85, 81, 86, 84, 87, 88]]
60: [[22, 36, 3, 12, 2, 4, 5, 1, 13, 14, 23], [9, 7, 6, 8, 10, 17, 18, 35, 58, 33, 32, 34, 40, 21, 20, 11, 44, 30, 51, 59, 31, 39], [15, 24, 16, 19, 28, 26, 46, 25, 38, 43, 37, 57, 41, 42, 29, 27, 47, 45, 48, 49, 53, 52, 50, 54, 62, 55, 63, 56, 60, 61, 70, 65, 64], [66, 67, 73, 68, 69, 71, 77, 72, 74, 75, 76, 78, 79, 80, 82, 83, 85, 81, 86, 84, 87, 88]]
61: [[22, 36, 3, 12, 2, 4, 5, 1, 13, 14, 23], [9, 7, 6, 8, 10, 17, 18, 35, 58, 33, 32, 34, 40, 21, 20, 11, 44, 30, 51, 59, 31, 39], [15, 24, 16, 19, 28, 26, 46, 25, 38, 43, 37, 57, 41, 42, 29, 27, 47, 45, 48, 49, 53, 52, 50, 54, 62, 55, 63, 56, 60, 61, 70, 65, 64], [66, 67, 73, 68, 69, 71, 77, 72, 74, 75, 76, 78, 79, 80, 82, 83, 85, 81, 86, 84, 87, 88]]
62: [[22, 36, 3, 12, 2, 4, 5, 1, 13, 14, 23], [9, 7, 6, 8, 10, 17, 18, 35, 58, 33, 32, 34, 40, 21, 20, 11, 44, 30, 51, 59, 31, 39], [15, 24, 16, 19, 28, 26, 46, 25, 38, 43, 37, 57, 41, 42, 29, 27, 47, 45, 48, 49, 53, 52, 50, 54, 61, 55, 63, 56, 60, 62, 70, 65, 64], [66, 67, 73, 68, 69, 71, 77, 72, 74, 75, 76, 78, 79, 80, 82, 83, 85, 81, 86, 84, 87, 88]]
63: [[22, 36, 3, 12, 2, 4, 5, 1, 13, 14, 23], [9, 7, 6, 8, 10, 17, 18, 35, 58, 33, 32, 34, 40, 21, 20, 11, 44, 30, 51, 59, 31, 39], [15, 24, 16, 19, 28, 26, 46, 25, 38, 43, 37, 57, 41, 42, 29, 27, 47, 45, 48, 49, 53, 52, 50, 54, 62, 55, 63, 56, 60, 61, 70, 65, 64], [66, 67, 73, 68, 69, 71, 77, 72, 74, 75, 76, 78, 79, 80, 82, 83, 85, 81, 86, 84, 87, 88]]
64: [[22, 36, 3, 12, 2, 4, 5, 1, 13, 14, 23], [9, 7, 6, 8, 10, 17, 18, 35, 58, 33, 32, 34, 40, 21, 20, 11, 44, 30, 51, 59, 31, 39], [15, 24, 16, 19, 28, 26, 46, 25, 38, 43, 37, 57, 41, 42, 29, 27, 47, 45, 48, 49, 53, 52, 50, 54, 62, 55, 63, 56, 60, 61, 70, 65, 64], [66, 67, 73, 68, 69, 71, 77, 72, 74, 75, 76, 78, 79, 80, 82, 83, 85, 81, 86, 84, 87, 88]]
65: [[22, 36, 3, 12, 2, 4, 5, 1, 13, 14, 23], [9, 7, 6, 8, 10, 17, 18, 35, 58, 33, 32, 34, 40, 21, 20, 11, 44, 30, 51, 59, 31, 39], [15, 24, 16, 19, 28, 26, 46, 25, 38, 43, 37, 57, 41, 42, 29, 27, 47, 45, 48, 49, 53, 52, 50, 54, 62, 55, 63, 56, 60, 61, 70, 65, 64], [66, 67, 73, 68, 69, 71, 77, 72, 74, 75, 76, 78, 79, 80, 82, 83, 85, 81, 86, 84, 87, 88]]
66: [[22, 36, 3, 12, 2, 4, 5, 1, 13, 14, 23], [9, 7, 6, 8, 10, 17, 18, 35, 58, 33, 32, 34, 40, 21, 20, 11, 44, 30, 51, 59, 31, 39], [15, 24, 16, 19, 28, 26, 46, 25, 38, 43, 37, 57, 41, 42, 29, 27, 47, 45, 48, 49, 53, 52, 50, 54, 61, 55, 63, 56, 60, 62, 70, 65, 64], [66, 67, 73, 68, 69, 71, 77, 72, 74, 75, 76, 78, 79, 80, 82, 83, 85, 81, 86, 84, 87, 88]]
67: [[22, 36, 3, 12, 2, 4, 5, 1, 13, 14, 23], [9, 7, 6, 8, 10, 17, 18, 35, 58, 33, 32, 34, 40, 21, 20, 11, 44, 30, 51, 59, 31, 39], [15, 24, 16, 19, 28, 26, 46, 25, 38, 43, 37, 57, 41, 42, 29, 27, 47, 45, 48, 49, 53, 52, 50, 54, 62, 55, 63, 56, 60, 61, 70, 65, 64], [66, 67, 73, 68, 69, 71, 77, 72, 74, 75, 76, 78, 79, 80, 82, 83, 85, 81, 86, 84, 87, 88]]
68: [[22, 36, 3, 12, 2, 4, 5, 1, 13, 14, 23], [9, 7, 6, 8, 10, 17, 18, 35, 58, 33, 32, 34, 40, 21, 20, 11, 44, 30, 51, 59, 31, 39], [15, 24, 16, 19, 28, 26, 46, 25, 38, 43, 37, 57, 41, 42, 29, 27, 47, 45, 48, 49, 53, 52, 50, 54, 62, 55, 63, 56, 60, 61, 70, 65, 64], [66, 67, 73, 68, 69, 71, 77, 72, 74, 75, 76, 78, 79, 80, 82, 83, 85, 81, 86, 84, 87, 88]]
69: [[22, 36, 3, 12, 2, 4, 5, 1, 13, 14, 23], [9, 7, 6, 8, 10, 17, 18, 35, 58, 33, 32, 34, 40, 21, 20, 11, 44, 30, 51, 59, 31, 39], [15, 24, 16, 19, 28, 26, 46, 25, 38, 43, 37, 57, 41, 42, 29, 27, 47, 45, 48, 49, 53, 52, 50, 54, 62, 55, 63, 56, 60, 61, 70, 65, 64], [66, 67, 73, 68, 69, 71, 77, 72, 74, 75, 76, 78, 79, 80, 82, 83, 85, 81, 86, 84, 87, 88]]
70: [[22, 36, 3, 12, 2, 4, 5, 1, 13, 14, 23], [9, 7, 6, 8, 10, 17, 18, 35, 58, 33, 32, 34, 40, 21, 20, 11, 44, 30, 51, 59, 31, 39], [15, 24, 16, 19, 28, 26, 46, 25, 38, 43, 37, 57, 41, 42, 29, 27, 47, 45, 48, 49, 53, 52, 50, 54, 62, 55, 63, 56, 60, 61, 70, 65, 64], [66, 67, 73, 68, 69, 71, 77, 72, 74, 75, 76, 78, 79, 80, 82, 83, 85, 81, 86, 84, 87, 88]]
71: [[22, 36, 3, 12, 2, 4, 5, 1, 13, 14, 23], [9, 7, 6, 8, 10, 17, 18, 35, 58, 33, 32, 34, 40, 21, 20, 11, 44, 30, 51, 59, 31, 39], [15, 24, 16, 19, 28, 26, 46, 25, 38, 43, 37, 57, 41, 42, 29, 27, 47, 45, 48, 49, 53, 52, 50, 54, 62, 55, 63, 56, 60, 61, 70, 65, 64], [66, 67, 73, 68, 69, 71, 77, 72, 74, 75, 76, 78, 79, 80, 82, 83, 85, 81, 86, 84, 87, 88]]
72: [[22, 36, 3, 12, 2, 4, 5, 1, 13, 14, 23], [9, 7, 6, 8, 10, 17, 18, 35, 58, 33, 32, 34, 40, 21, 20, 11, 44, 30, 51, 59, 31, 39], [15, 24, 16, 19, 28, 26, 46, 25, 38, 43, 37, 57, 41, 42, 29, 27, 47, 45, 48, 49, 53, 52, 50, 54, 61, 55, 63, 56, 60, 62, 70, 65, 64], [66, 67, 73, 68, 69, 71, 77, 72, 74, 75, 76, 78, 79, 80, 82, 83, 85, 81, 86, 84, 87, 88]]
73: [[22, 36, 3, 12, 2, 4, 5, 1, 13, 14, 23], [9, 7, 6, 8, 10, 17, 18, 35, 58, 33, 32, 34, 40, 21, 20, 11, 44, 30, 51, 59, 31, 39], [15, 24, 16, 19, 28, 26, 46, 25, 38, 43, 37, 57, 41, 42, 29, 27, 47, 45, 48, 49, 53, 52, 50, 54, 61, 55, 63, 56, 60, 62, 70, 65, 64], [66, 67, 73, 68, 69, 71, 77, 72, 74, 75, 76, 78, 79, 80, 82, 83, 85, 81, 86, 84, 87, 88]]
74: [[22, 36, 3, 12, 2, 4, 5, 1, 13, 14, 23], [9, 7, 6, 8, 10, 17, 18, 35, 58, 33, 32, 34, 40, 21, 20, 11, 44, 30, 51, 59, 31, 39], [15, 24, 16, 19, 28, 26, 46, 25, 38, 43, 37, 57, 41, 42, 29, 27, 47, 45, 48, 49, 53, 52, 50, 54, 62, 55, 63, 56, 60, 61, 70, 65, 64], [66, 67, 73, 68, 69, 71, 77, 72, 74, 75, 76, 78, 79, 80, 82, 83, 85, 81, 86, 84, 87, 88]]
75: [[22, 36, 3, 12, 2, 4, 5, 1, 13, 14, 23], [9, 7, 6, 8, 10, 17, 18, 35, 58, 33, 32, 34, 40, 21, 20, 11, 44, 30, 51, 59, 31, 39], [15, 24, 16, 19, 28, 26, 46, 25, 38, 43, 37, 57, 41, 42, 29, 27, 47, 45, 48, 49, 53, 52, 50, 54, 62, 55, 63, 56, 60, 61, 70, 65, 64], [66, 67, 73, 68, 69, 71, 77, 72, 74, 75, 76, 78, 79, 80, 82, 83, 85, 81, 86, 84, 87, 88]]
76: [[22, 36, 3, 12, 2, 4, 5, 1, 13, 14, 23], [9, 7, 6, 8, 10, 17, 18, 35, 58, 33, 32, 34, 40, 21, 20, 11, 44, 30, 51, 59, 31, 39], [15, 24, 16, 19, 28, 26, 46, 25, 38, 43, 37, 57, 41, 42, 29, 27, 47, 45, 48, 49, 53, 52, 50, 54, 61, 55, 63, 56, 60, 62, 70, 65, 64], [66, 67, 73, 68, 69, 71, 77, 72, 74, 75, 76, 78, 79, 80, 82, 83, 85, 81, 86, 84, 87, 88]]
77: [[22, 36, 3, 12, 2, 4, 5, 1, 13, 14, 23], [9, 7, 6, 8, 10, 17, 18, 35, 58, 33, 32, 34, 40, 21, 20, 11, 44, 30, 51, 59, 31, 39], [15, 24, 16, 19, 28, 26, 46, 25, 38, 43, 37, 57, 41, 42, 29, 27, 47, 45, 48, 49, 53, 52, 50, 54, 62, 55, 63, 56, 60, 61, 70, 65, 64], [66, 67, 73, 68, 69, 71, 77, 72, 74, 75, 76, 78, 79, 80, 82, 83, 85, 81, 86, 84, 87, 88]]
78: [[22, 36, 3, 12, 2, 4, 5, 1, 13, 14, 23], [9, 7, 6, 17, 18, 35, 58, 33, 32, 34, 40, 21, 20, 11, 44, 30, 51, 59, 31, 39, 8, 10], [15, 24, 16, 19, 28, 26, 46, 25, 38, 43, 37, 57, 41, 42, 29, 27, 47, 45, 48, 49, 53, 52, 50, 54, 61, 55, 63, 56, 60, 62, 70, 65, 64], [66, 67, 73, 68, 69, 71, 77, 72, 74, 75, 76, 78, 79, 80, 82, 83, 85, 81, 86, 84, 87, 88]]
79: [[22, 36, 3, 12, 2, 4, 5, 1, 13, 14, 23], [9, 7, 6, 8, 10, 17, 18, 35, 58, 33, 32, 34, 40, 21, 20, 11, 44, 30, 51, 59, 31, 39], [15, 24, 16, 19, 28, 26, 46, 25, 38, 43, 37, 57, 41, 42, 29, 27, 47, 45, 48, 49, 53, 52, 50, 54, 62, 55, 63, 56, 60, 61, 70, 65, 64], [66, 67, 73, 68, 69, 71, 77, 72, 74, 75, 76, 78, 79, 80, 82, 83, 85, 81, 86, 84, 87, 88]]
80: [[22, 36, 3, 12, 2, 4, 5, 1, 13, 14, 23], [9, 7, 6, 8, 10, 17, 18, 35, 58, 33, 32, 34, 40, 21, 20, 11, 44, 30, 51, 59, 31, 39], [15, 24, 16, 19, 28, 26, 46, 25, 38, 43, 37, 57, 41, 42, 29, 27, 47, 45, 48, 49, 53, 52, 50, 54, 62, 55, 63, 56, 60, 61, 70, 65, 64], [66, 67, 73, 68, 69, 71, 77, 72, 74, 75, 76, 78, 79, 80, 82, 83, 85, 81, 86, 84, 87, 88]]
81: [[22, 36, 3, 12, 2, 4, 5, 1, 13, 14, 23], [9, 7, 6, 8, 10, 17, 18, 35, 58, 33, 32, 34, 40, 21, 20, 11, 44, 30, 51, 59, 31, 39], [15, 24, 16, 19, 28, 26, 46, 25, 38, 43, 37, 57, 41, 42, 29, 27, 47, 45, 48, 49, 53, 52, 50, 54, 61, 55, 63, 56, 60, 62, 70, 65, 64], [66, 67, 73, 68, 69, 71, 77, 72, 74, 75, 76, 78, 79, 80, 82, 83, 85, 81, 86, 84, 87, 88]]
82: [[22, 36, 3, 12, 2, 4, 5, 1, 13, 14, 23], [9, 7, 6, 8, 10, 17, 18, 35, 58, 33, 32, 34, 40, 21, 20, 11, 44, 30, 51, 59, 31, 39], [15, 24, 16, 19, 28, 26, 46, 25, 38, 43, 37, 57, 41, 42, 29, 27, 47, 45, 48, 49, 53, 52, 50, 54, 62, 55, 63, 56, 60, 61, 70, 65, 64], [66, 67, 73, 68, 69, 71, 77, 72, 74, 75, 76, 78, 79, 80, 82, 83, 85, 81, 86, 84, 87, 88]]
83: [[22, 36, 3, 12, 2, 4, 5, 1, 13, 14, 23], [9, 7, 6, 8, 10, 17, 18, 35, 58, 33, 32, 34, 40, 21, 20, 11, 44, 30, 51, 59, 31, 39], [15, 24, 16, 19, 28, 26, 46, 25, 38, 43, 37, 57, 41, 42, 29, 27, 47, 45, 48, 49, 53, 52, 50, 54, 62, 55, 63, 56, 60, 61, 70, 65, 64], [66, 67, 73, 68, 69, 71, 77, 72, 74, 75, 76, 78, 79, 80, 82, 83, 85, 81, 86, 84, 87, 88]]
84: [[22, 36, 3, 12, 2, 4, 5, 1, 13, 14, 23], [9, 7, 6, 8, 10, 17, 18, 35, 58, 33, 32, 34, 40, 21, 20, 11, 44, 30, 51, 59, 31, 39], [15, 24, 16, 19, 28, 26, 46, 25, 38, 43, 37, 57, 41, 42, 29, 27, 47, 45, 48, 49, 53, 52, 50, 54, 62, 55, 63, 56, 60, 61, 70, 65, 64], [66, 67, 73, 68, 69, 71, 77, 72, 74, 75, 76, 78, 79, 80, 82, 83, 85, 81, 86, 84, 87, 88]]
85: [[22, 36, 3, 12, 2, 4, 5, 1, 13, 14, 23], [9, 7, 6, 8, 10, 17, 18, 35, 58, 33, 32, 34, 40, 21, 20, 11, 44, 30, 51, 59, 31, 39], [15, 24, 16, 19, 28, 26, 46, 25, 38, 43, 37, 57, 41, 42, 29, 27, 47, 45, 48, 49, 53, 52, 50, 54, 62, 55, 63, 56, 60, 61, 70, 65, 64], [66, 67, 73, 68, 69, 71, 77, 72, 74, 75, 76, 78, 79, 80, 82, 83, 85, 81, 86, 84, 87, 88]]
86: [[22, 36, 3, 12, 2, 4, 5, 1, 13, 14, 23], [9, 7, 6, 8, 10, 17, 18, 35, 58, 33, 32, 34, 40, 21, 20, 11, 44, 30, 51, 59, 31, 39], [15, 24, 16, 19, 28, 26, 46, 25, 38, 43, 37, 57, 41, 42, 29, 27, 47, 45, 48, 49, 53, 52, 50, 54, 62, 55, 63, 56, 60, 61, 70, 65, 64], [66, 67, 73, 68, 69, 71, 77, 72, 74, 75, 76, 78, 79, 80, 82, 83, 85, 81, 86, 84, 87, 88]]
87: [[22, 36, 3, 12, 2, 4, 5, 1, 13, 14, 23], [9, 7, 6, 8, 10, 17, 18, 35, 58, 33, 32, 34, 40, 21, 20, 11, 44, 30, 51, 59, 31, 39], [15, 24, 16, 19, 28, 26, 46, 25, 38, 43, 37, 57, 41, 42, 29, 27, 47, 45, 48, 49, 53, 52, 50, 54, 61, 55, 63, 56, 60, 62, 70, 65, 64], [66, 67, 73, 68, 69, 71, 77, 72, 74, 75, 76, 78, 79, 80, 82, 83, 85, 81, 86, 84, 87, 88]]
88: [[22, 36, 3, 12, 2, 4, 5, 1, 13, 14, 23], [9, 7, 6, 8, 10, 17, 18, 35, 58, 33, 32, 34, 40, 21, 20, 11, 44, 30, 51, 59, 31, 39], [15, 24, 16, 19, 28, 26, 46, 25, 38, 43, 37, 57, 41, 42, 29, 27, 47, 45, 48, 49, 53, 52, 50, 54, 62, 55, 63, 56, 60, 61, 70, 65, 64], [66, 67, 73, 68, 69, 71, 77, 72, 74, 75, 76, 78, 79, 80, 82, 83, 85, 81, 86, 84, 87, 88]]
89: [[22, 36, 3, 12, 2, 4, 5, 1, 13, 14, 23], [9, 7, 6, 8, 10, 17, 18, 35, 58, 33, 32, 34, 40, 21, 20, 11, 44, 30, 51, 59, 31, 39], [15, 24, 16, 19, 28, 26, 46, 25, 38, 43, 37, 57, 41, 42, 29, 27, 47, 45, 48, 49, 53, 52, 50, 54, 62, 55, 63, 56, 60, 61, 70, 65, 64], [66, 67, 73, 68, 69, 71, 77, 72, 74, 75, 76, 78, 79, 80, 82, 83, 85, 81, 86, 84, 87, 88]]
90: [[22, 36, 3, 12, 2, 4, 5, 1, 13, 14, 23], [9, 7, 6, 8, 10, 17, 18, 35, 58, 33, 32, 34, 40, 21, 20, 11, 44, 30, 51, 59, 31, 39], [15, 24, 16, 19, 28, 26, 46, 25, 38, 43, 37, 57, 41, 42, 29, 27, 47, 45, 48, 49, 53, 52, 50, 54, 61, 55, 63, 56, 60, 62, 70, 65, 64], [66, 67, 73, 68, 69, 71, 77, 72, 74, 75, 76, 78, 79, 80, 82, 83, 85, 81, 86, 84, 87, 88]]
91: [[22, 36, 3, 12, 2, 4, 5, 1, 13, 14, 23], [9, 7, 6, 8, 10, 17, 18, 35, 58, 33, 32, 34, 40, 21, 20, 11, 44, 30, 51, 59, 31, 39], [15, 24, 16, 19, 28, 26, 46, 25, 38, 43, 37, 57, 41, 42, 29, 27, 47, 45, 48, 49, 53, 52, 50, 54, 62, 55, 63, 56, 60, 61, 70, 65, 64], [66, 67, 73, 68, 69, 71, 77, 72, 74, 75, 76, 78, 79, 80, 82, 83, 85, 81, 86, 84, 87, 88]]
92: [[22, 36, 3, 12, 2, 4, 5, 1, 13, 14, 23], [9, 7, 6, 8, 10, 17, 18, 35, 58, 33, 32, 34, 40, 21, 20, 11, 44, 30, 51, 59, 31, 39], [15, 24, 16, 19, 28, 26, 46, 25, 38, 43, 37, 57, 41, 42, 29, 27, 47, 45, 48, 49, 53, 52, 50, 54, 61, 55, 63, 56, 60, 62, 70, 65, 64], [66, 67, 73, 68, 69, 71, 77, 72, 74, 75, 76, 78, 79, 80, 82, 83, 85, 81, 86, 84, 87, 88]]
93: [[22, 36, 3, 12, 2, 4, 5, 1, 13, 14, 23], [9, 7, 6, 8, 10, 17, 18, 35, 58, 33, 32, 34, 40, 21, 20, 11, 44, 30, 51, 59, 31, 39], [15, 24, 16, 19, 28, 26, 46, 25, 38, 43, 37, 57, 41, 42, 29, 27, 47, 45, 48, 49, 53, 52, 50, 54, 62, 55, 63, 56, 60, 61, 70, 65, 64], [66, 67, 73, 68, 69, 71, 77, 72, 74, 75, 76, 78, 79, 80, 82, 83, 85, 81, 86, 84, 87, 88]]
94: [[22, 36, 3, 12, 2, 4, 5, 1, 13, 14, 23], [9, 7, 6, 8, 10, 17, 18, 35, 58, 33, 32, 34, 40, 21, 20, 11, 44, 30, 51, 59, 31, 39], [15, 24, 16, 19, 28, 26, 46, 25, 38, 43, 37, 57, 41, 42, 29, 27, 47, 45, 48, 49, 53, 52, 50, 54, 61, 55, 63, 56, 60, 62, 70, 65, 64], [66, 67, 73, 68, 69, 71, 77, 72, 74, 75, 76, 78, 79, 80, 82, 83, 85, 81, 86, 84, 87, 88]]
95: [[22, 36, 3, 12, 2, 4, 5, 1, 13, 14, 23], [9, 7, 6, 17, 18, 35, 58, 33, 32, 34, 40, 21, 20, 11, 44, 30, 51, 59, 31, 39, 8, 10], [15, 24, 16, 19, 28, 26, 46, 25, 38, 43, 37, 57, 41, 42, 29, 27, 47, 45, 48, 49, 53, 52, 50, 54, 62, 55, 63, 56, 60, 61, 70, 65, 64], [66, 67, 73, 68, 69, 71, 77, 72, 74, 75, 76, 78, 79, 80, 82, 83, 85, 81, 86, 84, 87, 88]]
96: [[22, 36, 3, 12, 2, 4, 5, 1, 13, 14, 23], [9, 7, 6, 8, 10, 17, 18, 35, 58, 33, 32, 34, 40, 21, 20, 11, 44, 30, 51, 59, 31, 39], [15, 24, 16, 19, 28, 26, 46, 25, 38, 43, 37, 57, 41, 42, 29, 27, 47, 45, 48, 49, 53, 52, 50, 54, 62, 55, 63, 56, 60, 61, 70, 65, 64], [66, 67, 73, 68, 69, 71, 77, 72, 74, 75, 76, 78, 79, 80, 82, 83, 85, 81, 86, 84, 87, 88]]
97: [[22, 36, 3, 12, 2, 4, 5, 1, 13, 14, 23], [9, 7, 6, 8, 10, 17, 18, 35, 58, 33, 32, 34, 40, 21, 20, 11, 44, 30, 51, 59, 31, 39], [15, 24, 16, 19, 28, 26, 46, 25, 38, 43, 37, 57, 41, 42, 29, 27, 47, 45, 48, 49, 53, 52, 50, 54, 62, 55, 63, 56, 60, 61, 70, 65, 64], [66, 67, 73, 68, 69, 71, 77, 72, 74, 75, 76, 78, 79, 80, 82, 83, 85, 81, 86, 84, 87, 88]]
98: [[22, 36, 3, 12, 2, 4, 5, 1, 13, 14, 23], [9, 7, 6, 17, 18, 35, 58, 33, 32, 34, 40, 21, 20, 11, 44, 30, 51, 59, 31, 39, 8, 10], [15, 24, 16, 19, 28, 26, 46, 25, 38, 43, 37, 57, 41, 42, 29, 27, 47, 45, 48, 49, 53, 52, 50, 54, 61, 55, 63, 56, 60, 62, 70, 65, 64], [66, 67, 73, 68, 69, 71, 77, 72, 74, 75, 76, 78, 79, 80, 82, 83, 85, 81, 86, 84, 87, 88]]
99: [[22, 36, 3, 12, 2, 4, 5, 1, 13, 14, 23], [9, 7, 6, 17, 18, 35, 58, 33, 32, 34, 40, 21, 20, 11, 44, 30, 51, 59, 31, 39, 8, 10], [15, 24, 16, 19, 28, 26, 46, 25, 38, 43, 37, 57, 41, 42, 29, 27, 47, 45, 48, 49, 53, 52, 50, 54, 62, 55, 63, 56, 60, 61, 70, 65, 64], [66, 67, 73, 68, 69, 71, 77, 72, 74, 75, 76, 78, 79, 80, 82, 83, 85, 81, 86, 84, 87, 88]]
100: [[22, 36, 3, 12, 2, 4, 5, 1, 13, 14, 23], [9, 7, 6, 17, 18, 35, 58, 33, 32, 34, 40, 21, 20, 11, 44, 30, 51, 59, 31, 39, 8, 10], [15, 24, 16, 19, 28, 26, 46, 25, 38, 43, 37, 57, 41, 42, 29, 27, 47, 45, 48, 49, 53, 52, 50, 54, 62, 55, 63, 56, 60, 61, 70, 65, 64], [66, 67, 73, 68, 69, 71, 77, 72, 74, 75, 76, 78, 79, 80, 82, 83, 85, 81, 86, 84, 87, 88]]
101: [[22, 36, 3, 12, 2, 4, 5, 1, 13, 14, 23], [9, 7, 6, 8, 10, 17, 18, 35, 58, 33, 32, 34, 40, 21, 20, 11, 44, 30, 51, 59, 31, 39], [15, 24, 16, 19, 28, 26, 46, 25, 38, 43, 37, 57, 41, 42, 29, 27, 47, 45, 48, 49, 53, 52, 50, 54, 61, 55, 63, 56, 60, 62, 70, 65, 64], [66, 67, 73, 68, 69, 71, 77, 72, 74, 75, 76, 78, 79, 80, 82, 83, 85, 81, 86, 84, 87, 88]]
